1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 30.449696),(2 33.30733),(3 35.09185),(4 36.07968),(5 37.129005),(6 37.794827),(7 38.459866),(8 39.169113),(9 39.258457),(10 39.567314),(11 39.68572),(12 39.920082),(13 40.399788),(14 40.298813),(15 40.218124),(16 40.46983),(17 40.132145),(18 39.776905),(19 39.931423),(20 39.91935),(21 39.961773),(22 40.150383),(23 40.714718),(24 40.254253),(25 40.706482),(26 40.68716),(27 40.37438),(28 40.739174),(29 40.501442),(30 40.69843),(31 40.82156),(32 40.721405),(33 41.467968),(34 41.360096),(35 41.456764),(36 41.675507),(37 42.28573),(38 42.474434),(39 42.376118),(40 42.239452),(41 42.901955),(42 42.60975),(43 42.89976),(44 42.651386),(45 42.805126),(46 42.68727),(47 42.947758),(48 42.70817),(49 43.434147),(50 43.37716),(51 43.135056),(52 43.637424),(53 44.012802),(54 44.153755),(55 44.047413),(56 44.413086),(57 44.789955),(58 45.014633),(59 44.512955),(60 44.36878),(61 44.99425),(62 44.145164),(63 43.814774),(64 43.546486),(65 43.576733),(66 43.09747),(67 43.307095),(68 43.17924),(69 43.71556),(70 43.590652),(71 43.505505),(72 43.499348),(73 43.627266),(74 43.869003),(75 43.269833),(76 43.691902),(77 43.21132),(78 43.05207),(79 43.336437),
(1 29.695963),(2 32.67834),(3 34.272343),(4 35.25993),(5 36.315243),(6 36.74266),(7 37.118626),(8 37.66041),(9 38.095425),(10 38.719666),(11 38.37566),(12 38.21995),(13 38.94552),(14 39.34472),(15 38.841194),(16 38.97843),(17 38.837322),(18 39.054447),(19 39.41934),(20 39.046986),(21 39.062138),(22 39.5692),(23 39.744),(24 39.6094),(25 40.09672),(26 40.85525),(27 40.787422),(28 40.525574),(29 40.642166),(30 40.7992),(31 40.73519),(32 40.13909),(33 40.702522),(34 40.60453),(35 40.787468),(36 40.672688),(37 41.334),(38 41.609245),(39 41.471348),(40 41.744617),(41 41.686356),(42 41.969597),(43 42.117214),(44 41.86798),(45 42.178738),(46 42.325985),(47 42.103218),(48 42.610905),(49 42.608246),(50 42.640427),(51 42.234703),(52 42.624355),(53 42.853832),(54 42.90221),(55 43.42056),(56 43.10534),(57 43.795696),(58 43.507538),(59 43.494926),(60 43.717007),(61 43.95775),(62 43.458557),(63 43.481667),(64 43.48703),(65 43.33502),(66 42.92578),(67 42.973255),(68 42.98969),(69 43.18897),(70 42.85334),(71 42.75808),(72 42.331112),(73 42.441795),(74 42.412075),(75 42.067394),(76 41.589836),(77 41.380817),(78 41.56599),(79 41.61095),
(1 29.56178),(2 32.278072),(3 34.75072),(4 35.66508),(5 36.066177),(6 36.799885),(7 37.74377),(8 37.543617),(9 38.241184),(10 38.614414),(11 38.747066),(12 38.807243),(13 39.13722),(14 39.222214),(15 38.961605),(16 39.06811),(17 38.82344),(18 38.664265),(19 39.072697),(20 39.281013),(21 39.446037),(22 39.7375),(23 39.56348),(24 39.77881),(25 39.570927),(26 39.813793),(27 39.733795),(28 39.63775),(29 39.694523),(30 39.789455),(31 40.162796),(32 40.2262),(33 40.133408),(34 40.056717),(35 40.71746),(36 40.79008),(37 41.158676),(38 41.2441),(39 41.418743),(40 41.196304),(41 41.41236),(42 41.526653),(43 41.23597),(44 41.688736),(45 41.896893),(46 41.81893),(47 41.827267),(48 42.09495),(49 42.490986),(50 42.698112),(51 42.374825),(52 42.56507),(53 42.727978),(54 42.83362),(55 42.78504),(56 42.558765),(57 43.291435),(58 42.916603),(59 43.06581),(60 43.115196),(61 42.967182),(62 43.0474),(63 43.011253),(64 43.386677),(65 43.332268),(66 42.973892),(67 42.74108),(68 42.421185),(69 43.122284),(70 42.73421),(71 42.56784),(72 42.376213),(73 42.184635),(74 42.16804),(75 41.627357),(76 41.553825),(77 41.37051),(78 42.11874),(79 41.531612),
(1 30.033405),(2 32.494404),(3 34.41893),(4 35.84084),(5 36.816624),(6 37.456245),(7 37.869415),(8 37.88799),(9 38.82165),(10 38.654396),(11 39.02831),(12 38.720837),(13 39.115406),(14 39.205154),(15 38.59242),(16 38.549274),(17 38.478615),(18 39.164524),(19 39.019516),(20 39.231915),(21 39.148422),(22 39.708256),(23 39.87764),(24 40.452106),(25 40.00968),(26 39.871532),(27 40.254395),(28 40.28266),(29 40.276455),(30 40.696556),(31 41.039852),(32 41.015617),(33 40.90325),(34 40.996536),(35 41.33401),(36 41.27031),(37 41.372982),(38 41.508),(39 41.647896),(40 41.576233),(41 41.96658),(42 41.853638),(43 41.83696),(44 42.098614),(45 42.643063),(46 42.7966),(47 42.534847),(48 42.377483),(49 42.859158),(50 43.158657),(51 43.034843),(52 42.86101),(53 43.50714),(54 43.017784),(55 43.307716),(56 43.159794),(57 43.79584),(58 43.832596),(59 43.359882),(60 43.418835),(61 43.490986),(62 43.811375),(63 43.33332),(64 43.52389),(65 43.05845),(66 43.07918),(67 42.620556),(68 42.81776),(69 43.17611),(70 42.92055),(71 42.99205),(72 42.754494),(73 42.72097),(74 42.529976),(75 42.336098),(76 42.28068),(77 42.352932),(78 42.53347),(79 42.034122),
(1 29.037413),(2 31.696232),(3 33.21798),(4 34.03349),(5 34.88584),(6 35.649944),(7 35.817444),(8 36.856052),(9 37.055668),(10 37.322224),(11 37.79977),(12 37.25049),(13 38.31707),(14 38.72523),(15 37.903618),(16 37.92822),(17 37.556633),(18 37.780266),(19 38.034714),(20 38.29708),(21 37.99758),(22 38.09374),(23 38.64104),(24 38.831383),(25 39.099297),(26 39.41254),(27 39.109497),(28 38.86852),(29 39.393932),(30 39.225666),(31 39.552258),(32 39.336414),(33 39.625874),(34 39.550198),(35 39.3911),(36 39.86341),(37 39.660397),(38 40.150402),(39 40.18383),(40 40.150143),(41 40.0764),(42 40.327404),(43 40.54399),(44 40.335693),(45 40.66588),(46 41.15955),(47 40.595894),(48 40.66176),(49 40.83225),(50 41.15812),(51 41.279385),(52 41.21728),(53 41.701492),(54 41.243916),(55 41.717014),(56 41.92365),(57 42.29174),(58 42.28394),(59 42.154057),(60 42.02211),(61 42.082565),(62 42.348125),(63 42.298286),(64 42.257374),(65 42.10275),(66 41.55015),(67 41.253265),(68 41.457825),(69 41.394836),(70 41.048996),(71 40.968792),(72 40.421253),(73 40.389935),(74 40.683933),(75 40.75939),(76 40.81498),(77 40.82438),(78 40.72713),(79 40.55278),
(1 29.423916),(2 32.02961),(3 34.14527),(4 34.98053),(5 35.857285),(6 36.38997),(7 37.115215),(8 37.41511),(9 38.448334),(10 38.356873),(11 38.70979),(12 38.619167),(13 38.964493),(14 39.090103),(15 39.06208),(16 38.817474),(17 38.317383),(18 38.356335),(19 38.82345),(20 39.144665),(21 38.942554),(22 38.5725),(23 38.724823),(24 38.88758),(25 39.073376),(26 39.688286),(27 39.272137),(28 39.14151),(29 39.22274),(30 39.782505),(31 39.417217),(32 39.643425),(33 39.843506),(34 40.22045),(35 40.09043),(36 39.981194),(37 40.64306),(38 40.59036),(39 40.731342),(40 41.157265),(41 41.264874),(42 41.223984),(43 40.889053),(44 41.423344),(45 41.296078),(46 41.728695),(47 42.068665),(48 41.310596),(49 42.020885),(50 42.102543),(51 42.016106),(52 41.957554),(53 42.75656),(54 42.977707),(55 42.474407),(56 42.226852),(57 42.713993),(58 42.925724),(59 43.180855),(60 43.00281),(61 43.312233),(62 43.322544),(63 42.684746),(64 42.612495),(65 43.068356),(66 42.28877),(67 42.237816),(68 42.002537),(69 42.091175),(70 42.228657),(71 42.01658),(72 41.527977),(73 41.402966),(74 41.440777),(75 40.997574),(76 41.28715),(77 41.29068),(78 41.023113),(79 41.156487),
(1 29.153759),(2 31.640188),(3 33.94159),(4 34.80134),(5 35.31328),(6 36.25517),(7 36.674908),(8 37.027878),(9 37.63915),(10 38.04705),(11 38.529823),(12 38.206264),(13 38.530434),(14 38.565254),(15 38.143406),(16 38.54755),(17 37.938957),(18 37.906345),(19 38.396034),(20 38.55131),(21 38.210686),(22 38.47748),(23 38.76775),(24 39.022175),(25 39.10309),(26 39.16353),(27 39.26701),(28 39.18881),(29 39.593826),(30 40.21958),(31 39.885326),(32 39.723778),(33 40.248924),(34 40.362022),(35 40.313828),(36 40.063873),(37 40.25976),(38 40.47732),(39 40.590454),(40 40.742653),(41 40.513603),(42 40.367443),(43 40.669212),(44 41.469276),(45 41.117657),(46 41.10091),(47 41.733997),(48 41.76758),(49 41.706596),(50 41.620842),(51 41.825806),(52 41.830402),(53 41.993702),(54 41.85207),(55 42.15159),(56 42.23156),(57 42.302555),(58 42.474865),(59 42.386066),(60 42.48597),(61 42.257763),(62 42.51034),(63 42.40675),(64 42.272194),(65 42.42339),(66 41.963062),(67 41.750916),(68 41.513916),(69 41.865093),(70 41.624485),(71 41.525627),(72 40.96467),(73 40.723965),(74 40.80968),(75 41.1044),(76 40.266903),(77 40.83597),(78 40.84465),(79 41.29916),
(1 28.874258),(2 31.515512),(3 33.777653),(4 34.61914),(5 34.85534),(6 35.765198),(7 36.242237),(8 36.904507),(9 37.17749),(10 37.55457),(11 37.943554),(12 37.381786),(13 37.7408),(14 37.88143),(15 37.390324),(16 37.564262),(17 37.97672),(18 37.385017),(19 38.14556),(20 37.810898),(21 38.40426),(22 38.802578),(23 38.197052),(24 38.436),(25 38.90193),(26 39.009514),(27 39.38639),(28 39.197178),(29 39.534542),(30 39.83357),(31 39.315807),(32 39.93024),(33 39.78356),(34 40.03936),(35 39.618988),(36 39.768806),(37 40.30318),(38 40.17383),(39 40.613102),(40 40.92775),(41 40.616814),(42 40.47852),(43 40.904716),(44 41.044044),(45 40.945217),(46 41.158157),(47 41.146015),(48 40.897762),(49 41.085995),(50 41.376957),(51 41.01061),(52 41.410755),(53 41.20033),(54 41.312046),(55 41.71084),(56 41.737972),(57 41.689224),(58 41.927242),(59 41.617306),(60 41.700954),(61 41.98233),(62 41.435287),(63 40.770145),(64 40.770863),(65 40.808296),(66 40.99792),(67 40.623734),(68 40.592106),(69 40.848408),(70 40.61077),(71 40.743263),(72 40.32972),(73 40.173294),(74 41.012535),(75 40.585754),(76 40.393448),(77 40.407433),(78 40.536697),(79 40.556236),
(1 28.983686),(2 32.164783),(3 33.841198),(4 34.424294),(5 35.095856),(6 36.273968),(7 36.49426),(8 36.986565),(9 37.132607),(10 38.03395),(11 38.26366),(12 38.050423),(13 38.525368),(14 38.608196),(15 38.248108),(16 38.141586),(17 38.095875),(18 38.169327),(19 38.48269),(20 38.767273),(21 38.814663),(22 38.280518),(23 38.489307),(24 38.755116),(25 39.07249),(26 39.796947),(27 39.55978),(28 39.327805),(29 39.837692),(30 39.579323),(31 39.777428),(32 39.982067),(33 39.922966),(34 39.464237),(35 40.235115),(36 40.21456),(37 40.52451),(38 41.010677),(39 41.001125),(40 41.181957),(41 41.103577),(42 41.373074),(43 41.575092),(44 41.99195),(45 42.045895),(46 41.932774),(47 41.939507),(48 41.613274),(49 42.18204),(50 41.94595),(51 42.06398),(52 42.296684),(53 41.97295),(54 42.320244),(55 42.52443),(56 42.93026),(57 42.93235),(58 43.024033),(59 42.954617),(60 42.822815),(61 42.7872),(62 42.906982),(63 42.824806),(64 42.371284),(65 42.670315),(66 42.21141),(67 42.2208),(68 42.320663),(69 42.143845),(70 42.00572),(71 41.616173),(72 41.618206),(73 41.543007),(74 41.801247),(75 41.479187),(76 41.75917),(77 41.420708),(78 41.420357),(79 41.05093),
(1 28.957308),(2 31.348608),(3 33.310646),(4 33.87182),(5 34.69807),(6 35.099247),(7 35.72938),(8 35.92044),(9 36.62959),(10 37.30328),(11 37.2907),(12 37.212025),(13 37.46272),(14 37.4848),(15 37.37221),(16 37.654297),(17 37.151825),(18 37.227203),(19 37.299347),(20 37.960575),(21 37.972668),(22 37.72504),(23 38.18781),(24 37.949688),(25 38.285225),(26 38.12764),(27 38.029476),(28 38.24733),(29 38.57145),(30 38.376324),(31 38.28329),(32 38.502583),(33 38.697704),(34 39.00468),(35 39.02983),(36 38.920193),(37 38.85021),(38 39.231407),(39 39.67871),(40 39.3097),(41 39.522507),(42 39.307655),(43 39.595955),(44 39.842857),(45 40.034946),(46 40.06777),(47 40.033237),(48 40.302788),(49 40.53617),(50 40.549797),(51 40.24661),(52 40.301056),(53 40.22034),(54 40.76805),(55 40.730858),(56 40.844936),(57 41.615646),(58 41.114414),(59 41.515022),(60 40.870472),(61 41.14742),(62 41.162994),(63 41.153576),(64 41.207867),(65 41.374195),(66 41.06047),(67 40.947964),(68 41.036053),(69 40.99357),(70 41.120743),(71 40.861614),(72 40.32052),(73 40.649395),(74 40.775745),(75 40.424686),(76 40.54377),(77 39.805233),(78 40.149),(79 40.378105),
(1 28.88033),(2 31.593195),(3 33.91501),(4 34.545204),(5 35.860718),(6 36.117466),(7 36.727276),(8 37.05505),(9 37.402645),(10 37.71277),(11 38.175236),(12 38.399345),(13 39.005814),(14 39.083862),(15 38.751114),(16 38.587013),(17 38.26251),(18 38.938454),(19 39.027622),(20 38.86826),(21 39.12624),(22 39.008316),(23 38.883205),(24 38.93124),(25 39.22278),(26 39.710663),(27 40.21311),(28 39.545815),(29 39.483597),(30 39.59877),(31 39.84077),(32 39.92333),(33 39.837124),(34 39.69251),(35 40.04998),(36 40.225845),(37 40.291153),(38 40.573505),(39 40.328636),(40 40.720383),(41 40.94652),(42 40.35103),(43 41.064766),(44 41.157845),(45 41.1696),(46 41.002888),(47 40.68676),(48 40.711502),(49 41.11222),(50 41.445396),(51 40.883495),(52 40.995308),(53 40.98982),(54 40.84139),(55 40.609707),(56 40.715496),(57 41.17457),(58 41.158653),(59 41.36609),(60 41.143196),(61 41.172314),(62 41.223797),(63 41.065353),(64 40.901173),(65 40.853077),(66 41.1295),(67 41.46416),(68 40.775692),(69 41.05484),(70 41.128147),(71 41.052864),(72 40.735863),(73 40.641254),(74 40.279926),(75 40.452625),(76 40.271492),(77 40.078304),(78 39.65505),(79 40.020016),
(1 27.790453),(2 30.499994),(3 32.53882),(4 33.61284),(5 34.126324),(6 34.333035),(7 35.31661),(8 35.866295),(9 36.62671),(10 36.888676),(11 36.914196),(12 37.119453),(13 37.60374),(14 37.08715),(15 37.406513),(16 37.64012),(17 37.44414),(18 37.327953),(19 37.341045),(20 37.44838),(21 37.843803),(22 37.6115),(23 37.417973),(24 37.812317),(25 38.240902),(26 38.5361),(27 38.312836),(28 38.290092),(29 38.651157),(30 38.59361),(31 38.490677),(32 38.528854),(33 38.497307),(34 38.374866),(35 38.70522),(36 38.397816),(37 38.403),(38 38.30028),(39 38.532642),(40 39.18528),(41 38.77587),(42 39.137707),(43 39.21593),(44 39.672607),(45 39.967857),(46 40.33756),(47 39.81243),(48 40.40662),(49 40.960655),(50 41.16447),(51 40.620144),(52 41.180138),(53 40.890625),(54 40.902893),(55 41.004623),(56 41.1139),(57 41.854805),(58 41.663948),(59 41.687798),(60 41.574482),(61 41.483486),(62 41.406204),(63 41.11963),(64 40.443146),(65 40.201374),(66 40.39817),(67 40.37445),(68 40.069366),(69 40.26876),(70 39.971016),(71 39.685154),(72 39.868305),(73 39.78175),(74 39.79142),(75 39.307106),(76 39.139805),(77 39.181606),(78 39.009007),(79 39.03408),
(1 28.607157),(2 31.2084),(3 33.155346),(4 34.128597),(5 34.647804),(6 35.02443),(7 35.906662),(8 36.390827),(9 36.77739),(10 37.3266),(11 37.163334),(12 37.466827),(13 37.95394),(14 37.836277),(15 37.692112),(16 37.55117),(17 37.699997),(18 38.068623),(19 37.64499),(20 38.15481),(21 38.296314),(22 38.488388),(23 38.36381),(24 38.16332),(25 38.678234),(26 38.789764),(27 38.969826),(28 38.79436),(29 38.550117),(30 38.71259),(31 38.546825),(32 39.02625),(33 38.904064),(34 38.874992),(35 39.164406),(36 39.5589),(37 40.111835),(38 40.667107),(39 39.56957),(40 39.586967),(41 40.131096),(42 40.43624),(43 40.54837),(44 40.78437),(45 40.629177),(46 40.587337),(47 40.784866),(48 40.6682),(49 40.48329),(50 41.079353),(51 40.80053),(52 41.550056),(53 41.143436),(54 41.218582),(55 41.22128),(56 41.23953),(57 41.72279),(58 41.444717),(59 42.15623),(60 41.748436),(61 41.696575),(62 41.229713),(63 41.38695),(64 41.237896),(65 41.199203),(66 40.979973),(67 41.19726),(68 40.665737),(69 40.81432),(70 41.038994),(71 40.74654),(72 40.411743),(73 40.49791),(74 40.333015),(75 40.507122),(76 40.343052),(77 40.14152),(78 40.378872),(79 40.257404),
(1 28.658195),(2 32.03226),(3 33.82819),(4 34.609165),(5 35.12967),(6 35.793266),(7 36.41312),(8 36.659214),(9 37.122482),(10 37.212852),(11 37.46716),(12 37.59209),(13 37.726017),(14 37.67196),(15 37.959236),(16 38.49273),(17 38.143734),(18 38.508625),(19 38.60277),(20 38.921616),(21 38.662758),(22 38.22196),(23 38.029682),(24 38.395073),(25 38.321777),(26 38.802273),(27 38.634987),(28 38.609356),(29 38.67418),(30 38.783737),(31 39.34919),(32 39.447845),(33 39.32236),(34 39.489185),(35 39.441418),(36 39.74154),(37 39.67494),(38 39.989304),(39 39.64073),(40 39.861546),(41 40.1078),(42 40.245636),(43 39.972),(44 40.3564),(45 40.505543),(46 40.428444),(47 40.469894),(48 40.57663),(49 40.721306),(50 40.97323),(51 40.64114),(52 41.680878),(53 41.3311),(54 40.972923),(55 41.107063),(56 41.35636),(57 41.62423),(58 41.626926),(59 41.50531),(60 41.288784),(61 41.2404),(62 41.374065),(63 40.871506),(64 40.91244),(65 40.533154),(66 40.491474),(67 40.481842),(68 40.571766),(69 40.37193),(70 40.39608),(71 40.03173),(72 39.702583),(73 39.499733),(74 39.66183),(75 39.68487),(76 39.90459),(77 40.14353),(78 39.603153),(79 39.984383),
(1 27.573034),(2 30.360502),(3 32.34014),(4 32.93573),(5 33.197315),(6 33.997276),(7 34.619125),(8 35.511753),(9 35.8878),(10 36.342495),(11 36.458237),(12 36.62233),(13 36.697605),(14 36.890816),(15 36.686226),(16 36.95816),(17 36.586033),(18 36.728146),(19 36.77294),(20 36.730106),(21 37.113914),(22 36.907352),(23 37.19078),(24 37.447945),(25 37.389416),(26 38.00376),(27 37.872753),(28 38.17733),(29 38.38324),(30 38.089508),(31 37.58826),(32 37.873318),(33 37.586174),(34 37.90054),(35 37.677254),(36 38.12493),(37 37.970337),(38 38.660168),(39 38.386417),(40 38.753536),(41 38.50097),(42 39.209846),(43 39.362366),(44 39.49357),(45 39.977596),(46 39.898808),(47 39.4957),(48 39.794514),(49 39.937943),(50 39.949726),(51 39.575134),(52 40.27246),(53 40.098232),(54 39.968285),(55 40.042713),(56 40.48719),(57 40.798447),(58 40.084175),(59 40.288174),(60 40.144894),(61 39.896942),(62 39.99178),(63 39.69307),(64 39.444645),(65 39.5651),(66 39.38471),(67 39.282833),(68 38.963314),(69 39.33049),(70 38.77837),(71 38.568687),(72 38.61428),(73 38.74436),(74 38.387794),(75 38.66461),(76 38.46658),(77 38.521442),(78 38.485798),(79 38.102173),
(1 28.442078),(2 30.408705),(3 32.57229),(4 33.69062),(5 34.754704),(6 35.029778),(7 35.209614),(8 35.35958),(9 35.943306),(10 36.262997),(11 36.308308),(12 36.61082),(13 37.132103),(14 37.198814),(15 37.04775),(16 37.31431),(17 37.05872),(18 37.053177),(19 37.1456),(20 37.26846),(21 37.19702),(22 37.289135),(23 37.45061),(24 37.660767),(25 37.769215),(26 37.910683),(27 37.72908),(28 37.89585),(29 37.913254),(30 37.885406),(31 38.19344),(32 38.346436),(33 38.527588),(34 38.15548),(35 38.629185),(36 38.689194),(37 38.651047),(38 38.770054),(39 38.89673),(40 38.40077),(41 38.757404),(42 39.112167),(43 39.032623),(44 39.42121),(45 39.6528),(46 39.597908),(47 39.1374),(48 39.373672),(49 39.287727),(50 39.272537),(51 39.211002),(52 39.688873),(53 39.671345),(54 39.822548),(55 40.09441),(56 40.309925),(57 41.07702),(58 40.99339),(59 41.236885),(60 40.623096),(61 40.87138),(62 40.698772),(63 40.399586),(64 40.387436),(65 40.257656),(66 40.172054),(67 40.353165),(68 40.14447),(69 40.34707),(70 40.212128),(71 39.68919),(72 39.70505),(73 39.887447),(74 39.799416),(75 39.660236),(76 39.52006),(77 39.320553),(78 39.294178),(79 39.328846),
(1 27.509182),(2 30.279116),(3 32.509106),(4 32.9757),(5 33.920925),(6 34.245857),(7 34.79642),(8 35.552814),(9 35.583984),(10 35.976643),(11 35.81782),(12 35.939445),(13 36.277046),(14 36.745872),(15 36.514046),(16 36.711243),(17 36.26629),(18 36.77523),(19 36.954777),(20 36.974075),(21 37.099163),(22 37.083572),(23 37.021057),(24 37.235725),(25 37.84107),(26 38.060635),(27 37.444244),(28 37.78416),(29 37.57316),(30 37.7484),(31 37.826756),(32 38.089397),(33 38.17055),(34 38.191788),(35 37.93628),(36 38.336792),(37 38.864113),(38 39.280228),(39 38.62834),(40 39.08823),(41 39.02695),(42 39.37391),(43 39.41529),(44 39.794186),(45 39.666416),(46 39.800934),(47 39.76014),(48 40.166397),(49 40.37267),(50 40.3669),(51 40.439476),(52 40.87937),(53 40.820515),(54 41.124004),(55 41.054913),(56 41.19701),(57 41.21371),(58 40.88276),(59 40.843323),(60 40.553783),(61 40.67814),(62 40.75086),(63 40.51655),(64 40.605766),(65 40.406612),(66 39.866238),(67 40.083168),(68 39.988182),(69 40.05218),(70 40.139706),(71 39.79332),(72 39.197914),(73 39.230896),(74 39.241615),(75 39.59752),(76 39.487858),(77 38.795856),(78 38.86184),(79 39.043854),
(1 28.19511),(2 30.221228),(3 32.23477),(4 32.995354),(5 33.744053),(6 34.1241),(7 34.90039),(8 35.153088),(9 35.20703),(10 36.064426),(11 35.909756),(12 36.255894),(13 36.530415),(14 36.82275),(15 36.964813),(16 36.73137),(17 36.80925),(18 36.69208),(19 36.783504),(20 36.643154),(21 36.90735),(22 37.2906),(23 37.611984),(24 37.899662),(25 37.89082),(26 37.907482),(27 37.887913),(28 38.238026),(29 38.462925),(30 38.230377),(31 38.251083),(32 38.15228),(33 38.859314),(34 38.380993),(35 38.13093),(36 38.134056),(37 38.742172),(38 38.676952),(39 38.774776),(40 39.23282),(41 38.97747),(42 39.37316),(43 39.273003),(44 39.24737),(45 39.923023),(46 40.1128),(47 40.005867),(48 40.038624),(49 40.28372),(50 40.263123),(51 40.5292),(52 40.023018),(53 40.555813),(54 40.501163),(55 40.67653),(56 40.837597),(57 40.750866),(58 41.075016),(59 40.74595),(60 40.705616),(61 40.96364),(62 40.89899),(63 40.368954),(64 40.656708),(65 40.57826),(66 40.34496),(67 39.988308),(68 40.081074),(69 39.969776),(70 39.917828),(71 39.40071),(72 39.22728),(73 39.41509),(74 39.101383),(75 39.342514),(76 39.74467),(77 39.401516),(78 39.57513),(79 39.236633),
