1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 72.56631),(2 87.56994),(3 97.35227),(4 103.783325),(5 108.464264),(6 112.942795),(7 115.90185),(8 120.2945),(9 121.75702),(10 123.27969),(11 125.17417),(12 127.440926),(13 129.3079),(14 130.65648),(15 131.75285),(16 131.85109),(17 131.9527),(18 132.52798),(19 133.27415),(20 134.204),(21 134.78864),(22 134.64763),(23 133.73563),(24 134.21936),(25 134.84193),(26 134.95631),(27 136.52043),(28 137.9872),(29 139.26314),(30 138.99243),(31 140.59952),(32 140.99162),(33 141.02179),(34 141.97849),(35 142.01341),(36 142.71288),(37 141.87279),(38 143.1457),(39 143.44495),(40 143.30605),(41 143.67947),(42 143.52402),(43 144.2399),(44 143.55388),(45 144.86804),(46 143.04222),(47 144.14656),(48 142.83394),(49 144.33781),(50 144.3503),(51 144.6654),(52 144.66246),(53 143.80472),(54 143.3446),(55 144.36465),(56 143.71893),(57 144.21246),(58 144.22807),(59 143.85297),(60 142.50331),(61 140.87242),(62 141.0832),(63 140.72012),(64 140.11737),(65 139.95047),(66 139.9795),(67 138.98886),(68 139.65666),(69 140.83989),(70 139.94028),(71 140.81572),(72 142.012),(73 144.20079),(74 144.94962),(75 146.65321),(76 148.41196),(77 149.21361),(78 149.4517),(79 148.81468),
(1 70.43694),(2 85.70465),(3 95.14097),(4 102.11802),(5 106.45186),(6 110.539665),(7 112.83507),(8 116.798454),(9 118.71407),(10 119.690475),(11 120.386826),(12 122.16022),(13 123.96545),(14 126.447845),(15 126.357796),(16 127.87982),(17 128.6546),(18 128.15617),(19 129.45909),(20 128.73123),(21 129.46082),(22 130.02731),(23 129.95895),(24 130.29752),(25 131.42325),(26 132.46892),(27 133.21988),(28 133.56087),(29 133.81453),(30 133.00485),(31 134.66273),(32 135.85704),(33 136.31947),(34 136.58534),(35 136.49074),(36 137.07954),(37 136.82939),(38 137.19206),(39 136.86253),(40 137.10477),(41 137.55135),(42 136.67752),(43 137.27068),(44 136.36969),(45 137.76248),(46 138.32675),(47 137.97485),(48 136.98097),(49 136.2662),(50 136.3017),(51 136.76947),(52 138.2842),(53 138.3293),(54 139.74274),(55 139.7995),(56 139.2909),(57 139.96306),(58 138.9813),(59 138.27386),(60 136.93596),(61 137.27693),(62 137.01538),(63 136.76088),(64 136.22293),(65 136.36646),(66 136.48962),(67 135.23386),(68 134.7347),(69 134.69214),(70 134.74303),(71 135.48328),(72 137.09013),(73 138.69598),(74 139.39543),(75 141.06874),(76 142.55244),(77 143.55815),(78 144.08342),(79 142.70175),
(1 71.48661),(2 85.35612),(3 95.17198),(4 101.65064),(5 105.021164),(6 109.22183),(7 113.313194),(8 117.93977),(9 120.00072),(10 121.35439),(11 123.08839),(12 125.5638),(13 126.98467),(14 128.35701),(15 129.67911),(16 130.73654),(17 131.09232),(18 131.08035),(19 130.57048),(20 130.44543),(21 131.02423),(22 131.60936),(23 131.66995),(24 132.98318),(25 132.48643),(26 133.21791),(27 134.97629),(28 135.38335),(29 136.91945),(30 136.59174),(31 138.15364),(32 139.68513),(33 139.92374),(34 140.40253),(35 139.70792),(36 141.08463),(37 140.94966),(38 141.93668),(39 141.71158),(40 141.56143),(41 140.95895),(42 140.18552),(43 141.01308),(44 140.28241),(45 140.8122),(46 141.06224),(47 140.9213),(48 140.86365),(49 141.29987),(50 141.75632),(51 141.36319),(52 141.71645),(53 141.55208),(54 141.64375),(55 142.61719),(56 142.8511),(57 142.10216),(58 141.9831),(59 139.08624),(60 138.84459),(61 138.1714),(62 138.94485),(63 138.45128),(64 138.05031),(65 138.0561),(66 136.75232),(67 136.21866),(68 135.9676),(69 136.69998),(70 137.28453),(71 136.30226),(72 136.036),(73 138.15118),(74 138.4085),(75 140.6759),(76 141.57162),(77 141.57115),(78 142.87184),(79 141.8119),
(1 70.017),(2 84.51854),(3 92.553535),(4 99.578415),(5 104.72862),(6 110.278564),(7 111.992645),(8 116.81808),(9 118.643684),(10 119.04258),(11 120.65017),(12 123.03981),(13 123.78139),(14 126.04141),(15 126.8973),(16 128.89915),(17 128.52129),(18 128.45067),(19 129.30931),(20 129.93848),(21 130.9965),(22 130.07042),(23 129.826),(24 130.57481),(25 130.7345),(26 131.52934),(27 132.98862),(28 135.01405),(29 134.61101),(30 134.91745),(31 136.36711),(32 137.17795),(33 138.32022),(34 139.32614),(35 139.58704),(36 139.67436),(37 139.05907),(38 139.53938),(39 140.14417),(40 140.24438),(41 138.68279),(42 138.49458),(43 138.97841),(44 136.4486),(45 137.18587),(46 137.79306),(47 137.48001),(48 138.36832),(49 138.44867),(50 139.48361),(51 138.93146),(52 139.7973),(53 139.54376),(54 140.39378),(55 139.88872),(56 140.9865),(57 140.28217),(58 140.15338),(59 140.47049),(60 138.45836),(61 137.60973),(62 137.3055),(63 137.00177),(64 136.71048),(65 137.07799),(66 137.13313),(67 137.73042),(68 138.36205),(69 138.06749),(70 138.14462),(71 138.32364),(72 138.28839),(73 140.50166),(74 140.44646),(75 142.31952),(76 142.99768),(77 144.30516),(78 145.35728),(79 146.35143),
(1 69.49875),(2 84.81472),(3 94.28283),(4 101.22447),(5 105.16436),(6 109.89831),(7 113.46539),(8 117.40047),(9 120.78062),(10 121.225204),(11 123.65972),(12 125.361786),(13 126.90454),(14 129.18779),(15 129.55531),(16 130.35168),(17 130.86429),(18 131.22829),(19 131.20439),(20 131.5391),(21 131.6557),(22 131.19109),(23 130.69823),(24 132.12717),(25 131.20032),(26 130.48634),(27 131.53711),(28 132.80708),(29 133.41539),(30 133.9476),(31 135.60867),(32 137.4503),(33 137.99576),(34 138.68076),(35 138.69011),(36 139.44846),(37 139.45209),(38 139.66281),(39 139.53969),(40 139.69296),(41 138.47589),(42 137.52086),(43 138.96346),(44 137.33253),(45 137.30617),(46 138.58127),(47 138.2915),(48 138.4762),(49 139.55576),(50 139.55307),(51 142.13835),(52 141.4375),(53 141.74796),(54 142.267),(55 143.42477),(56 143.91191),(57 143.33417),(58 144.28459),(59 145.3038),(60 144.46239),(61 142.98445),(62 141.66522),(63 140.47073),(64 139.50945),(65 138.47826),(66 138.29776),(67 137.09102),(68 137.15012),(69 137.71951),(70 137.50362),(71 137.65382),(72 137.76517),(73 138.16832),(74 139.44688),(75 140.84714),(76 142.80855),(77 143.3196),(78 143.96513),(79 143.99178),
(1 69.6618),(2 83.316956),(3 92.29781),(4 98.710175),(5 102.67206),(6 107.53535),(7 110.94925),(8 113.663216),(9 117.49979),(10 119.00341),(11 121.069214),(12 122.10643),(13 124.201096),(14 125.65422),(15 126.223595),(16 127.19907),(17 127.21875),(18 126.9078),(19 128.57169),(20 128.1429),(21 128.69766),(22 128.36424),(23 129.64404),(24 128.89821),(25 129.37082),(26 129.3757),(27 131.1178),(28 132.15405),(29 131.46097),(30 133.41458),(31 135.50229),(32 135.87466),(33 136.44972),(34 136.66815),(35 136.97113),(36 137.52216),(37 137.73051),(38 138.84778),(39 138.35527),(40 137.26811),(41 137.06624),(42 137.68602),(43 138.34341),(44 137.53845),(45 138.94919),(46 140.0486),(47 139.26569),(48 139.12764),(49 138.53786),(50 138.46506),(51 138.53438),(52 138.74344),(53 139.66557),(54 140.29099),(55 139.15823),(56 139.80122),(57 140.26143),(58 139.91537),(59 139.55548),(60 138.15872),(61 136.87544),(62 136.95958),(63 136.60167),(64 136.18364),(65 135.82176),(66 135.19118),(67 135.07959),(68 134.44516),(69 135.51993),(70 136.39691),(71 135.39896),(72 136.39293),(73 136.82503),(74 137.8631),(75 138.438),(76 140.17285),(77 139.77342),(78 140.90668),(79 140.68976),
(1 67.23022),(2 80.69267),(3 90.01458),(4 96.8304),(5 100.646996),(6 104.204544),(7 107.606636),(8 109.81583),(9 113.292915),(10 114.96038),(11 117.654724),(12 119.27771),(13 121.7666),(14 123.32395),(15 123.648895),(16 124.21101),(17 124.036156),(18 125.30877),(19 124.681465),(20 125.46128),(21 125.72569),(22 125.15101),(23 125.96429),(24 126.9172),(25 127.72913),(26 127.84657),(27 129.87938),(28 130.96709),(29 132.13704),(30 132.38673),(31 134.31581),(32 135.08186),(33 136.27017),(34 136.20877),(35 136.91702),(36 138.11876),(37 137.35036),(38 137.81403),(39 138.02185),(40 137.88367),(41 137.40103),(42 136.77934),(43 137.15372),(44 135.68631),(45 137.7131),(46 139.64777),(47 139.36835),(48 138.40173),(49 138.14925),(50 137.04875),(51 138.53569),(52 138.45705),(53 139.23369),(54 139.9529),(55 139.04091),(56 139.49962),(57 139.28162),(58 138.00993),(59 138.64034),(60 137.06857),(61 136.73721),(62 135.73572),(63 136.87985),(64 136.17802),(65 135.67435),(66 136.62975),(67 134.48586),(68 134.85179),(69 134.54648),(70 135.28444),(71 135.52802),(72 136.56581),(73 137.2602),(74 138.61432),(75 140.70845),(76 141.85046),(77 143.7928),(78 144.18318),(79 144.5839),
(1 67.510124),(2 80.78856),(3 90.45435),(4 96.53812),(5 102.03352),(6 106.28666),(7 109.74776),(8 111.71377),(9 114.40396),(10 115.688194),(11 117.442894),(12 119.68883),(13 121.08997),(14 122.76787),(15 123.33271),(16 124.42199),(17 124.25381),(18 125.17421),(19 126.4573),(20 126.05156),(21 127.07461),(22 126.32559),(23 126.13965),(24 126.75651),(25 126.55381),(26 126.81983),(27 127.68442),(28 127.20187),(29 128.067),(30 127.190094),(31 128.59007),(32 129.78455),(33 130.32231),(34 131.02925),(35 131.36073),(36 131.88081),(37 131.93048),(38 132.23874),(39 132.2126),(40 132.33371),(41 132.12239),(42 131.24574),(43 131.55792),(44 131.23178),(45 131.03433),(46 133.02065),(47 133.9901),(48 133.30043),(49 134.89125),(50 135.5804),(51 136.01741),(52 135.82582),(53 136.01578),(54 137.04918),(55 137.65494),(56 138.35428),(57 138.66322),(58 138.1619),(59 136.86185),(60 136.23831),(61 134.98944),(62 134.72382),(63 134.73325),(64 134.4128),(65 134.10379),(66 134.08234),(67 133.34096),(68 133.84515),(69 134.68123),(70 134.7462),(71 135.76413),(72 134.59662),(73 136.44087),(74 137.4982),(75 138.6277),(76 139.71046),(77 139.68204),(78 139.31082),(79 140.82397),
(1 66.097275),(2 79.49921),(3 88.422005),(4 93.66813),(5 98.613754),(6 102.53146),(7 105.618355),(8 107.53244),(9 110.49561),(10 113.29855),(11 114.827545),(12 116.54605),(13 119.35871),(14 120.22471),(15 119.6834),(16 120.363075),(17 120.16635),(18 119.81861),(19 120.049644),(20 120.81652),(21 120.9852),(22 120.99193),(23 122.14546),(24 123.18426),(25 123.56669),(26 123.6407),(27 125.720276),(28 125.6202),(29 126.7585),(30 125.96639),(31 127.0549),(32 128.61691),(33 127.86633),(34 128.17162),(35 127.0744),(36 128.26349),(37 129.215),(38 128.97003),(39 128.80397),(40 128.36873),(41 128.31293),(42 128.04141),(43 128.74149),(44 127.89647),(45 128.45526),(46 128.69221),(47 129.7366),(48 128.56134),(49 128.80005),(50 129.14793),(51 129.22531),(52 130.40921),(53 131.10646),(54 131.79657),(55 131.69846),(56 132.27927),(57 132.51793),(58 133.28525),(59 132.948),(60 132.36078),(61 132.44202),(62 130.54199),(63 129.69795),(64 128.73534),(65 127.450905),(66 127.143234),(67 126.649216),(68 126.73532),(69 127.01565),(70 129.04509),(71 129.82639),(72 130.86667),(73 131.55122),(74 132.30489),(75 134.83035),(76 134.69481),(77 135.97862),(78 136.73373),(79 137.44748),
(1 65.800514),(2 79.126305),(3 86.74907),(4 92.73391),(5 96.111824),(6 101.12363),(7 102.62624),(8 105.641754),(9 107.99548),(10 110.55118),(11 112.02448),(12 114.030174),(13 115.29201),(14 117.04792),(15 116.494545),(16 117.21663),(17 116.99253),(18 117.30183),(19 117.96379),(20 118.64474),(21 119.30044),(22 118.73335),(23 120.05046),(24 120.135086),(25 121.41717),(26 121.27101),(27 122.808105),(28 123.996414),(29 125.67342),(30 126.006645),(31 126.64101),(32 128.65591),(33 130.1803),(34 128.06538),(35 129.24931),(36 130.052),(37 129.81064),(38 130.95644),(39 131.41069),(40 130.54541),(41 130.4806),(42 130.28487),(43 131.11009),(44 130.86758),(45 132.14798),(46 132.47658),(47 133.25874),(48 132.5536),(49 132.51286),(50 132.35995),(51 131.64249),(52 132.64667),(53 134.09943),(54 134.03764),(55 135.4341),(56 135.29317),(57 134.07153),(58 134.87779),(59 133.41248),(60 132.90945),(61 132.88324),(62 131.37143),(63 130.88074),(64 130.48096),(65 128.88168),(66 128.43163),(67 127.207596),(68 128.15279),(69 128.91089),(70 129.4559),(71 130.03667),(72 130.41257),(73 131.76677),(74 132.57452),(75 134.97337),(76 136.08781),(77 137.3924),(78 137.9465),(79 138.05331),
(1 65.04625),(2 78.55828),(3 86.93129),(4 92.475685),(5 97.1332),(6 100.3334),(7 102.642784),(8 105.94469),(9 108.26345),(10 109.452866),(11 110.274086),(12 112.119316),(13 113.89909),(14 115.79939),(15 116.70866),(16 118.19292),(17 117.85575),(18 117.23539),(19 117.94503),(20 118.10323),(21 118.38816),(22 118.18181),(23 118.033035),(24 118.181984),(25 118.40144),(26 119.41917),(27 121.035576),(28 121.185326),(29 122.93179),(30 123.900536),(31 125.36329),(32 126.213264),(33 127.54564),(34 126.560905),(35 128.10558),(36 127.70227),(37 127.11926),(38 128.05788),(39 127.62759),(40 127.47059),(41 127.02242),(42 126.728165),(43 127.845085),(44 127.45415),(45 127.8103),(46 128.71959),(47 129.74652),(48 129.4245),(49 130.86867),(50 130.91057),(51 132.20349),(52 133.21782),(53 133.71434),(54 134.39203),(55 134.89247),(56 135.135),(57 134.81506),(58 134.20845),(59 132.75941),(60 131.18861),(61 130.91522),(62 130.12039),(63 130.0625),(64 130.31764),(65 130.72195),(66 130.07874),(67 128.58064),(68 127.72763),(69 128.6976),(70 128.4085),(71 126.98056),(72 127.89287),(73 129.90744),(74 130.49802),(75 132.43095),(76 133.27866),(77 133.10402),(78 134.31973),(79 135.48949),
(1 64.11656),(2 77.7944),(3 86.04145),(4 91.69841),(5 94.90395),(6 98.96245),(7 102.50373),(8 105.75448),(9 108.31632),(10 109.612144),(11 110.5861),(12 111.96615),(13 113.788734),(14 115.76477),(15 116.38893),(16 117.70129),(17 118.67422),(18 119.70093),(19 120.61278),(20 120.462),(21 121.899925),(22 122.909294),(23 122.19583),(24 121.816444),(25 123.08804),(26 122.43911),(27 124.90524),(28 124.69621),(29 126.31798),(30 127.20052),(31 128.36517),(32 128.7384),(33 129.58682),(34 129.6862),(35 131.06407),(36 130.21371),(37 131.00577),(38 130.84859),(39 130.79057),(40 130.49258),(41 130.27202),(42 129.30923),(43 128.55618),(44 127.85262),(45 128.7915),(46 128.05026),(47 129.6338),(48 129.5041),(49 129.59499),(50 129.90631),(51 130.51028),(52 131.13121),(53 130.8001),(54 130.33284),(55 130.90605),(56 131.38374),(57 132.48056),(58 132.74915),(59 131.92448),(60 131.66722),(61 130.74826),(62 129.2509),(63 130.22035),(64 129.38762),(65 129.68185),(66 128.91013),(67 127.55951),(68 126.5608),(69 127.44059),(70 126.84328),(71 128.64035),(72 129.00339),(73 129.7309),(74 130.71358),(75 131.31284),(76 132.94118),(77 132.32925),(78 133.6913),(79 134.67514),
(1 65.253586),(2 77.82969),(3 87.22735),(4 92.29701),(5 96.58536),(6 100.30763),(7 103.99966),(8 107.03453),(9 109.62395),(10 111.086555),(11 111.644066),(12 112.66636),(13 115.529785),(14 116.7316),(15 118.18414),(16 118.120125),(17 119.54432),(18 119.72487),(19 119.17826),(20 119.13909),(21 119.28265),(22 118.98844),(23 120.51351),(24 119.28003),(25 120.16493),(26 119.65905),(27 121.46627),(28 121.96135),(29 123.66439),(30 125.05597),(31 126.82696),(32 128.01654),(33 128.76033),(34 129.2795),(35 130.13893),(36 128.81697),(37 129.04623),(38 128.60196),(39 129.2308),(40 128.99649),(41 129.34938),(42 127.70712),(43 127.7367),(44 127.78353),(45 128.13083),(46 128.8344),(47 127.99147),(48 128.3098),(49 128.21837),(50 127.84097),(51 128.86113),(52 128.79263),(53 128.2795),(54 129.04515),(55 130.35767),(56 130.73608),(57 130.40997),(58 130.50967),(59 129.7726),(60 128.61768),(61 128.08273),(62 128.2771),(63 128.11124),(64 127.326996),(65 127.14212),(66 126.881485),(67 125.764984),(68 125.61507),(69 124.34132),(70 123.93543),(71 124.27732),(72 124.18752),(73 126.073364),(74 127.49883),(75 129.03436),(76 129.89792),(77 130.54723),(78 130.54854),(79 129.99875),
(1 63.20835),(2 75.61289),(3 84.4559),(4 88.70214),(5 92.46757),(6 96.38973),(7 100.32554),(8 103.191765),(9 105.40144),(10 107.034935),(11 106.76084),(12 108.00967),(13 109.980064),(14 110.388725),(15 111.4996),(16 111.6293),(17 111.44569),(18 112.15471),(19 111.17161),(20 111.82467),(21 111.87597),(22 112.3166),(23 113.01095),(24 113.09336),(25 113.80263),(26 113.66872),(27 115.49397),(28 117.280495),(29 118.719086),(30 119.44169),(31 121.02985),(32 121.729614),(33 122.645035),(34 122.45066),(35 123.422066),(36 124.352165),(37 122.93969),(38 122.91597),(39 123.03353),(40 123.20816),(41 122.88103),(42 122.13792),(43 121.433655),(44 120.9611),(45 121.12998),(46 121.420364),(47 121.25888),(48 121.23741),(49 121.2418),(50 121.34565),(51 123.461174),(52 124.157715),(53 123.29332),(54 125.30231),(55 125.92289),(56 125.81465),(57 126.13112),(58 125.27169),(59 124.03089),(60 123.010506),(61 121.61209),(62 120.48607),(63 120.14227),(64 119.891304),(65 119.18739),(66 118.55173),(67 116.44774),(68 116.93066),(69 116.94257),(70 117.03097),(71 117.74002),(72 118.33008),(73 118.91994),(74 120.183945),(75 121.06109),(76 122.51025),(77 122.76064),(78 124.266045),(79 124.68014),
(1 63.08011),(2 76.04905),(3 83.824844),(4 89.50833),(5 93.16051),(6 97.29365),(7 100.23354),(8 102.57074),(9 105.46359),(10 107.96517),(11 109.534546),(12 110.323235),(13 111.207695),(14 112.41403),(15 114.15565),(16 115.403984),(17 115.61852),(18 115.44473),(19 116.081474),(20 116.27251),(21 116.73033),(22 116.70921),(23 116.76966),(24 116.70011),(25 117.704155),(26 117.818596),(27 119.66382),(28 119.644516),(29 122.42474),(30 121.84184),(31 123.19194),(32 124.808464),(33 126.23115),(34 125.22327),(35 125.0792),(36 124.57509),(37 124.90432),(38 124.17852),(39 124.58217),(40 124.847984),(41 124.32851),(42 124.6154),(43 124.322845),(44 123.102066),(45 123.31509),(46 123.66511),(47 123.91986),(48 122.52083),(49 124.10428),(50 123.89623),(51 126.13267),(52 126.36301),(53 125.26309),(54 125.238365),(55 126.573975),(56 126.913895),(57 126.67952),(58 126.80261),(59 126.34764),(60 125.48154),(61 125.46256),(62 125.10883),(63 124.89382),(64 124.6584),(65 123.944565),(66 124.2894),(67 123.76859),(68 123.34575),(69 123.91063),(70 124.41499),(71 123.54286),(72 125.55438),(73 126.09387),(74 126.35519),(75 127.564865),(76 128.17455),(77 129.08968),(78 130.00803),(79 129.38881),
(1 62.690945),(2 74.60953),(3 83.206215),(4 88.451546),(5 91.94259),(6 95.54038),(7 98.43152),(8 101.48284),(9 103.4853),(10 104.94455),(11 106.92842),(12 108.96475),(13 110.448235),(14 111.72654),(15 112.79916),(16 113.9277),(17 113.78416),(18 113.59841),(19 113.59041),(20 113.66428),(21 113.32796),(22 113.72468),(23 114.26124),(24 114.44507),(25 115.20208),(26 116.546585),(27 117.83609),(28 117.231),(29 119.26547),(30 119.717384),(31 121.42483),(32 122.132095),(33 122.82949),(34 121.645386),(35 121.752174),(36 122.06444),(37 122.39114),(38 121.59209),(39 121.658005),(40 121.78301),(41 120.980675),(42 120.15127),(43 120.47528),(44 119.0982),(45 119.38566),(46 120.683556),(47 120.28696),(48 119.90989),(49 120.379295),(50 120.8038),(51 121.13819),(52 121.48551),(53 120.99676),(54 122.141396),(55 122.273094),(56 123.69336),(57 123.87118),(58 122.24099),(59 121.62767),(60 119.822395),(61 118.693924),(62 117.98778),(63 116.68633),(64 116.525024),(65 117.71972),(66 117.502975),(67 116.81486),(68 116.66145),(69 116.74434),(70 117.42495),(71 117.48348),(72 117.759964),(73 119.12457),(74 120.862595),(75 121.81401),(76 122.59744),(77 122.865395),(78 123.38648),(79 123.76986),
(1 62.421574),(2 74.840935),(3 83.444756),(4 89.06725),(5 92.67511),(6 96.32334),(7 99.24284),(8 101.37388),(9 104.06094),(10 105.60836),(11 106.86983),(12 108.80297),(13 109.05353),(14 109.27999),(15 110.156425),(16 110.53848),(17 110.31726),(18 110.14698),(19 111.30369),(20 111.308495),(21 111.939926),(22 112.08293),(23 111.987526),(24 112.535934),(25 113.75922),(26 113.44381),(27 115.58473),(28 116.31366),(29 117.33785),(30 117.38239),(31 118.623474),(32 119.64029),(33 121.00299),(34 120.50051),(35 120.90686),(36 120.81012),(37 120.71924),(38 120.390335),(39 121.47355),(40 121.374954),(41 120.5962),(42 120.750916),(43 120.527664),(44 120.79226),(45 120.0199),(46 121.41249),(47 120.8974),(48 120.452446),(49 120.664085),(50 120.61029),(51 121.72238),(52 122.12214),(53 122.4926),(54 122.46029),(55 124.19165),(56 125.12565),(57 125.57708),(58 123.904015),(59 124.525856),(60 122.72802),(61 122.28352),(62 120.66278),(63 120.30097),(64 119.637276),(65 119.535446),(66 120.09173),(67 119.738014),(68 119.520325),(69 120.11983),(70 120.8218),(71 120.61959),(72 120.028145),(73 120.26249),(74 121.06403),(75 121.06013),(76 121.38721),(77 121.514755),(78 121.38931),(79 121.14417),
(1 61.88458),(2 73.61744),(3 82.60399),(4 88.12525),(5 92.142845),(6 95.70225),(7 98.88375),(8 101.537674),(9 104.8139),(10 105.587524),(11 107.412704),(12 109.73888),(13 110.50666),(14 112.74892),(15 112.83866),(16 113.35801),(17 114.037155),(18 113.711876),(19 115.47463),(20 114.71077),(21 114.78609),(22 114.80959),(23 114.97603),(24 115.73488),(25 117.23879),(26 118.234634),(27 119.59772),(28 119.46914),(29 121.29302),(30 122.51477),(31 124.0155),(32 125.29183),(33 125.554474),(34 125.46152),(35 125.185585),(36 124.84817),(37 125.49958),(38 124.322525),(39 124.770355),(40 124.940895),(41 125.08004),(42 125.210335),(43 124.954605),(44 124.70812),(45 125.02638),(46 125.91477),(47 125.56186),(48 125.17959),(49 126.08135),(50 125.53339),(51 126.09821),(52 125.79188),(53 126.0298),(54 126.05203),(55 126.24972),(56 126.8063),(57 126.12834),(58 126.415306),(59 126.3588),(60 125.24906),(61 124.29487),(62 124.26627),(63 124.19081),(64 125.46313),(65 125.17369),(66 125.40125),(67 124.28998),(68 124.0987),(69 123.64244),(70 124.316284),(71 122.76754),(72 122.705795),(73 124.07418),(74 124.56538),(75 126.415115),(76 126.63036),(77 127.39396),(78 127.04782),(79 126.87422),
