1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 663078.44),(2 1602178.6),(3 2694339.8),(4 3852235.8),(5 4754532.5),(6 4970345.5),(7 5159975.5),(8 5231249.5),(9 5196501.5),(10 5107903),(11 5086398.5),(12 5454230.5),(13 5965649.5),(14 6717994.5),(15 7878249.5),(16 9113421),(17 10068348),(18 10888941),(19 11512120),(20 11894093),(21 11952296),(22 12372125),(23 12834436),(24 13524633),(25 14339904),(26 15269632),(27 16430761),(28 17821526),(29 19366390),(30 21122482),(31 22587632),(32 24177362),(33 25596794),(34 26735682),(35 28006406),(36 29589878),(37 30807352),(38 31830696),(39 32700656),(40 33741530),(41 34593900),(42 35685772),(43 36522610),(44 36630508),(45 37207544),(46 37669244),(47 38361940),(48 38776348),(49 38945148),(50 38593704),(51 38157812),(52 37577490),(53 36893532),(54 35833124),(55 34563740),(56 33223454),(57 32077306),(58 31223658),(59 30840822),(60 32647066),(61 33498934),(62 31814728),(63 30841136),(64 30495238),(65 29988024),(66 29544514),(67 28928546),(68 28105522),(69 27482694),(70 27244840),(71 27148016),(72 27545466),(73 28026670),(74 28451350),(75 28936328),(76 29335702),(77 29864030),(78 30401272),(79 30894344),
(1 70.17272),(2 107.43237),(3 125.162895),(4 133.07336),(5 140.41934),(6 144.81319),(7 147.66495),(8 149.36041),(9 152.93295),(10 154.00572),(11 156.10762),(12 156.82088),(13 158.78035),(14 160.489),(15 163.75603),(16 166.05258),(17 166.31839),(18 165.19852),(19 169.61465),(20 168.58507),(21 169.07271),(22 170.07233),(23 174.128),(24 174.77315),(25 174.63982),(26 175.53093),(27 175.67326),(28 175.42818),(29 178.54608),(30 179.41109),(31 179.8989),(32 180.27808),(33 182.56274),(34 180.6951),(35 182.2487),(36 183.89024),(37 184.12216),(38 183.29677),(39 186.82236),(40 184.3839),(41 182.15887),(42 181.37476),(43 184.88474),(44 184.1138),(45 182.19913),(46 181.83754),(47 181.47495),(48 179.18295),(49 179.69545),(50 179.818),(51 179.1411),(52 178.80319),(53 177.7567),(54 176.76207),(55 175.2699),(56 173.4601),(57 170.22546),(58 166.52309),(59 164.71025),(60 163.31947),(61 160.16666),(62 158.27367),(63 158.49321),(64 156.10431),(65 154.06276),(66 152.6235),(67 151.23026),(68 150.38332),(69 149.29929),(70 148.03534),(71 146.49402),(72 145.22336),(73 144.23515),(74 142.35942),(75 141.35832),(76 141.00813),(77 139.87112),(78 140.07823),(79 141.5855),
(1 70.25748),(2 109.193985),(3 126.39864),(4 135.64308),(5 144.039),(6 147.83397),(7 151.70197),(8 152.79927),(9 157.06978),(10 158.24753),(11 158.13759),(12 157.91602),(13 159.9491),(14 162.04785),(15 165.94083),(16 167.62225),(17 167.3339),(18 168.12598),(19 170.38422),(20 170.40538),(21 171.5068),(22 172.02641),(23 175.15363),(24 173.65472),(25 175.0962),(26 176.99275),(27 177.54431),(28 177.5465),(29 180.25343),(30 179.9112),(31 178.9276),(32 178.55728),(33 181.65381),(34 181.74063),(35 183.73708),(36 185.03545),(37 184.55171),(38 183.54582),(39 187.08865),(40 186.42938),(41 184.20438),(42 183.91032),(43 186.25621),(44 186.12566),(45 184.77258),(46 184.05579),(47 184.7112),(48 182.06589),(49 182.0232),(50 182.00566),(51 180.58138),(52 179.59073),(53 178.60342),(54 178.78807),(55 177.75148),(56 175.89725),(57 172.73727),(58 169.92998),(59 169.79448),(60 168.05093),(61 165.7709),(62 163.47356),(63 162.80891),(64 160.4235),(65 157.87892),(66 157.36472),(67 156.2976),(68 154.14719),(69 152.89024),(70 151.57478),(71 151.02109),(72 148.6136),(73 148.42871),(74 146.50772),(75 146.13815),(76 145.92366),(77 144.94196),(78 143.99423),(79 144.48781),
(1 69.71216),(2 107.96905),(3 125.00792),(4 134.32272),(5 142.81308),(6 146.66237),(7 150.26566),(8 150.59254),(9 153.58243),(10 156.12666),(11 156.68079),(12 157.32126),(13 161.10475),(14 161.88333),(15 164.96864),(16 167.04399),(17 167.74925),(18 167.61467),(19 171.29973),(20 170.7162),(21 171.51642),(22 172.47272),(23 176.36043),(24 175.7836),(25 175.03848),(26 176.3229),(27 176.79791),(28 178.17683),(29 180.31635),(30 179.61955),(31 178.99925),(32 179.31041),(33 181.33203),(34 181.56232),(35 182.6529),(36 184.57411),(37 184.83896),(38 182.95084),(39 186.23517),(40 184.6728),(41 184.40115),(42 183.93385),(43 186.63013),(44 185.12654),(45 183.3835),(46 182.32544),(47 184.05063),(48 179.65157),(49 180.01828),(50 179.94144),(51 178.78967),(52 177.53424),(53 176.43764),(54 174.99135),(55 172.51878),(56 171.15617),(57 167.74376),(58 164.64716),(59 163.88153),(60 163.24908),(61 161.58203),(62 160.85922),(63 160.5045),(64 159.08102),(65 157.8511),(66 156.0416),(67 153.73413),(68 151.48457),(69 150.11848),(70 147.96188),(71 147.32765),(72 145.89618),(73 144.88843),(74 143.2966),(75 143.7399),(76 143.1623),(77 141.45343),(78 141.16064),(79 141.74785),
(1 68.676155),(2 107.420586),(3 125.17356),(4 132.94746),(5 140.40309),(6 143.05707),(7 145.05994),(8 146.44717),(9 150.09265),(10 151.26855),(11 152.71416),(12 153.15382),(13 156.3663),(14 158.00978),(15 161.64139),(16 163.73521),(17 164.53671),(18 163.60715),(19 167.01096),(20 166.98126),(21 166.61905),(22 167.45074),(23 170.03036),(24 170.33008),(25 172.18106),(26 173.22949),(27 172.26399),(28 173.25739),(29 176.53923),(30 175.1969),(31 174.60716),(32 174.6737),(33 177.19987),(34 177.47119),(35 178.10161),(36 179.951),(37 179.69774),(38 178.49379),(39 182.90813),(40 180.85732),(41 179.20183),(42 179.41647),(43 182.90656),(44 181.66519),(45 180.21687),(46 179.8853),(47 181.49228),(48 178.25824),(49 179.23763),(50 178.60568),(51 177.17712),(52 177.07967),(53 175.11264),(54 173.59544),(55 172.66786),(56 171.486),(57 167.68372),(58 165.34335),(59 166.17773),(60 164.88007),(61 163.41745),(62 161.11302),(63 160.21997),(64 156.9807),(65 155.05983),(66 153.49239),(67 152.93814),(68 151.25964),(69 149.84001),(70 147.90828),(71 147.21648),(72 145.42177),(73 145.07098),(74 143.5798),(75 142.88242),(76 141.99292),(77 140.55318),(78 140.0004),(79 140.82437),
(1 68.81458),(2 106.51097),(3 123.52141),(4 132.9744),(5 141.05284),(6 144.69981),(7 147.22374),(8 147.9106),(9 150.74385),(10 152.5088),(11 154.48497),(12 154.53548),(13 157.72537),(14 158.11128),(15 160.3131),(16 162.35712),(17 162.68877),(18 161.8387),(19 165.16861),(20 164.60185),(21 163.94865),(22 164.68509),(23 167.33739),(24 166.918),(25 168.46219),(26 169.95056),(27 170.86263),(28 170.85452),(29 173.6665),(30 173.08087),(31 173.34428),(32 173.69739),(33 173.90263),(34 172.90865),(35 176.75154),(36 179.24432),(37 177.98938),(38 177.11897),(39 181.04527),(40 180.85635),(41 178.79962),(42 179.55942),(43 183.03433),(44 181.79141),(45 181.08838),(46 179.73132),(47 181.02422),(48 178.41736),(49 177.8253),(50 178.28622),(51 177.35246),(52 176.35204),(53 174.63809),(54 173.19762),(55 171.66011),(56 169.96196),(57 166.78358),(58 163.91582),(59 163.6749),(60 162.50366),(61 160.55722),(62 159.29413),(63 159.21422),(64 156.89706),(65 153.70122),(66 152.86926),(67 151.6035),(68 150.23903),(69 149.78394),(70 149.04947),(71 147.90942),(72 146.20007),(73 145.78674),(74 143.67088),(75 143.16418),(76 143.01831),(77 142.65698),(78 143.03142),(79 144.7205),
(1 68.89494),(2 105.08533),(3 121.10931),(4 130.09346),(5 137.73955),(6 141.75194),(7 144.97168),(8 146.75513),(9 150.74286),(10 152.8446),(11 154.5134),(12 154.78111),(13 157.4342),(14 158.33409),(15 160.04654),(16 161.81001),(17 162.8095),(18 163.33902),(19 167.15099),(20 166.80055),(21 166.37465),(22 166.34532),(23 167.95512),(24 167.58461),(25 169.17249),(26 171.0209),(27 171.56918),(28 171.62224),(29 174.95612),(30 172.88602),(31 170.88626),(32 169.7653),(33 172.36081),(34 171.79716),(35 173.34412),(36 174.95538),(37 174.45001),(38 175.78076),(39 177.79915),(40 175.61313),(41 174.51996),(42 174.39772),(43 178.92552),(44 177.40875),(45 177.52943),(46 177.85373),(47 177.6438),(48 175.46967),(49 174.71565),(50 173.99986),(51 173.89276),(52 172.49788),(53 171.52242),(54 170.66808),(55 169.87062),(56 169.0215),(57 164.79243),(58 162.2729),(59 161.8327),(60 159.87291),(61 158.26717),(62 156.3446),(63 156.02576),(64 153.13618),(65 150.58209),(66 149.19348),(67 147.78705),(68 146.04178),(69 145.69194),(70 144.98259),(71 144.3433),(72 142.99185),(73 141.8712),(74 140.77766),(75 139.51529),(76 139.16225),(77 138.33862),(78 138.14343),(79 139.56664),
(1 69.01251),(2 107.01492),(3 123.86516),(4 133.25731),(5 140.85873),(6 144.41997),(7 147.89246),(8 149.1943),(9 153.0985),(10 154.23598),(11 153.90877),(12 154.99976),(13 157.78194),(14 159.3224),(15 162.18468),(16 164.16489),(17 163.582),(18 164.5321),(19 167.49416),(20 166.36919),(21 166.4544),(22 166.35796),(23 169.93097),(24 168.78217),(25 170.53603),(26 172.5992),(27 172.76443),(28 172.54251),(29 175.21762),(30 174.90793),(31 174.20862),(32 173.4699),(33 175.26321),(34 176.38043),(35 179.28726),(36 181.7953),(37 179.91336),(38 177.90352),(39 180.63443),(40 179.603),(41 179.47173),(42 179.41843),(43 182.82323),(44 183.04877),(45 182.11714),(46 180.82745),(47 180.91782),(48 177.25879),(49 177.50026),(50 178.73274),(51 177.9571),(52 177.49066),(53 176.8211),(54 176.03745),(55 174.48886),(56 172.7696),(57 169.0432),(58 165.8335),(59 166.23497),(60 165.87874),(61 163.397),(62 160.90778),(63 160.5106),(64 158.45271),(65 157.33478),(66 155.65729),(67 155.4549),(68 153.7864),(69 152.0169),(70 151.60297),(71 150.01512),(72 147.60754),(73 146.35599),(74 144.63332),(75 144.28976),(76 143.91945),(77 144.28308),(78 143.98918),(79 145.35095),
(1 67.19477),(2 103.62031),(3 120.6143),(4 128.24065),(5 137.06944),(6 141.55118),(7 144.09421),(8 146.36433),(9 149.3894),(10 150.851),(11 151.81181),(12 151.41966),(13 152.97627),(14 155.02),(15 158.4687),(16 159.31702),(17 160.35205),(18 160.89778),(19 163.56252),(20 162.51636),(21 162.4623),(22 162.13646),(23 165.00433),(24 164.98094),(25 166.48074),(26 168.30359),(27 168.75244),(28 168.09901),(29 172.39772),(30 172.3508),(31 172.08017),(32 171.87553),(33 174.28271),(34 175.23405),(35 177.10117),(36 178.71945),(37 177.21819),(38 176.9718),(39 180.24799),(40 179.98756),(41 179.91422),(42 180.5586),(43 183.95752),(44 182.5778),(45 180.72693),(46 179.90057),(47 180.9042),(48 178.1883),(49 176.61977),(50 176.16408),(51 175.83653),(52 174.80704),(53 174.0495),(54 172.71509),(55 170.97252),(56 169.45393),(57 167.51747),(58 164.84549),(59 164.62718),(60 163.01141),(61 159.52112),(62 157.3892),(63 156.49712),(64 154.5591),(65 152.69054),(66 151.64648),(67 150.77411),(68 147.9605),(69 147.00911),(70 144.95866),(71 144.21542),(72 142.31831),(73 141.63884),(74 140.4406),(75 140.50192),(76 138.79672),(77 137.6165),(78 137.08623),(79 138.43597),
(1 67.20635),(2 104.19505),(3 119.88303),(4 128.49619),(5 135.96698),(6 139.69891),(7 143.87376),(8 144.76836),(9 147.11537),(10 148.10513),(11 150.79211),(12 151.9512),(13 154.00485),(14 156.28804),(15 157.66064),(16 159.31242),(17 158.98294),(18 158.01257),(19 163.6886),(20 163.81975),(21 164.73376),(22 163.98187),(23 165.65675),(24 164.36618),(25 166.46208),(26 168.12581),(27 168.53015),(28 168.24174),(29 170.80547),(30 170.64244),(31 169.96407),(32 169.81596),(33 170.95302),(34 171.59181),(35 173.08997),(36 174.74931),(37 174.85248),(38 174.93895),(39 178.51192),(40 177.73555),(41 176.38417),(42 175.79575),(43 178.61714),(44 176.30707),(45 175.17122),(46 175.03178),(47 176.72536),(48 174.19447),(49 173.79655),(50 174.77596),(51 173.98013),(52 171.28537),(53 170.38902),(54 169.39586),(55 167.5745),(56 165.65765),(57 161.67989),(58 159.45068),(59 159.02637),(60 158.60898),(61 157.11607),(62 155.84076),(63 156.61406),(64 153.18561),(65 151.75449),(66 150.20586),(67 148.55048),(68 146.71555),(69 145.31638),(70 143.85883),(71 143.29741),(72 142.44077),(73 140.82904),(74 139.17493),(75 138.57248),(76 137.61345),(77 136.77469),(78 136.32928),(79 137.01634),
(1 67.30716),(2 103.23292),(3 121.04376),(4 129.47298),(5 136.27734),(6 140.15045),(7 144.81926),(8 146.7352),(9 150.62828),(10 152.08336),(11 153.38326),(12 153.2824),(13 155.54668),(14 156.23164),(15 158.44633),(16 160.73317),(17 159.49763),(18 159.67662),(19 163.01373),(20 163.62248),(21 163.12314),(22 163.26994),(23 166.02336),(24 166.0279),(25 167.22241),(26 167.84145),(27 166.37358),(28 165.5306),(29 169.26031),(30 171.4294),(31 171.11589),(32 172.92055),(33 174.32275),(34 173.41853),(35 174.3941),(36 176.00337),(37 176.46956),(38 176.1829),(39 179.43027),(40 178.06584),(41 177.91063),(42 177.57274),(43 180.47536),(44 180.22342),(45 178.38269),(46 178.94302),(47 180.18451),(48 177.8445),(49 177.36874),(50 176.8305),(51 176.95251),(52 175.98883),(53 173.77599),(54 172.23898),(55 170.64171),(56 168.7566),(57 166.23419),(58 162.246),(59 162.33812),(60 160.0042),(61 157.9923),(62 156.18033),(63 155.59363),(64 152.55318),(65 150.85661),(66 148.96504),(67 146.43045),(68 144.51614),(69 143.59056),(70 142.67067),(71 141.96196),(72 140.928),(73 139.87451),(74 137.92346),(75 137.4836),(76 137.42273),(77 137.06358),(78 136.84589),(79 137.5286),
(1 65.92252),(2 101.72594),(3 118.41848),(4 126.59011),(5 133.94014),(6 137.77168),(7 141.04948),(8 143.76329),(9 146.33289),(10 145.89075),(11 147.3339),(12 148.61122),(13 150.47282),(14 151.16591),(15 153.0656),(16 154.75533),(17 155.38474),(18 155.9622),(19 159.25275),(20 160.5359),(21 160.47192),(22 160.20795),(23 163.66068),(24 162.0959),(25 162.28482),(26 162.90413),(27 164.19997),(28 164.4662),(29 167.26035),(30 167.26585),(31 166.22034),(32 167.70479),(33 170.91386),(34 170.36926),(35 170.78235),(36 172.03157),(37 172.02354),(38 172.01399),(39 173.9806),(40 174.34218),(41 174.43298),(42 172.62866),(43 173.91197),(44 174.2684),(45 172.35965),(46 172.36179),(47 174.00629),(48 170.33171),(49 169.68768),(50 168.56569),(51 167.21233),(52 165.34612),(53 163.9316),(54 162.11142),(55 162.17006),(56 161.14316),(57 158.91216),(58 156.26337),(59 156.28726),(60 154.10931),(61 152.42378),(62 151.01712),(63 150.00041),(64 146.39542),(65 145.09508),(66 143.90434),(67 142.26286),(68 141.57195),(69 141.4436),(70 140.1931),(71 139.14017),(72 137.95372),(73 137.92224),(74 135.39038),(75 135.5974),(76 135.28572),(77 134.63603),(78 133.71991),(79 135.38023),
(1 66.6498),(2 103.11979),(3 118.287445),(4 127.12903),(5 133.76108),(6 136.55374),(7 139.63647),(8 142.16899),(9 146.37904),(10 146.91467),(11 147.66006),(12 149.21823),(13 150.51382),(14 151.71121),(15 154.93105),(16 157.82501),(17 158.75505),(18 159.22214),(19 162.85455),(20 161.85107),(21 161.82695),(22 160.28658),(23 164.79512),(24 164.02202),(25 165.41425),(26 165.61093),(27 164.28612),(28 164.27948),(29 168.35194),(30 167.57329),(31 166.12686),(32 166.85995),(33 170.27939),(34 169.77039),(35 173.49358),(36 174.18202),(37 173.42506),(38 173.04788),(39 178.16093),(40 177.56136),(41 177.57988),(42 176.9312),(43 179.27527),(44 177.33707),(45 175.53056),(46 174.56177),(47 175.49037),(48 172.51462),(49 171.74835),(50 171.56567),(51 170.51418),(52 169.4675),(53 168.47981),(54 167.13364),(55 165.50386),(56 163.93074),(57 160.33147),(58 158.04637),(59 157.51767),(60 155.53043),(61 153.02979),(62 151.18349),(63 152.13385),(64 150.77916),(65 149.40979),(66 148.54475),(67 146.98094),(68 145.8754),(69 144.32622),(70 142.44),(71 141.05637),(72 139.459),(73 139.96558),(74 138.50941),(75 138.0647),(76 137.6206),(77 136.60333),(78 136.30301),(79 137.3702),
(1 65.251816),(2 99.65236),(3 115.554955),(4 124.32441),(5 131.89241),(6 135.72517),(7 140.29291),(8 141.55011),(9 144.9169),(10 145.34212),(11 147.32256),(12 147.84625),(13 149.69894),(14 150.27155),(15 154.1812),(16 157.29364),(17 156.91304),(18 157.17609),(19 160.79132),(20 159.1348),(21 159.60376),(22 160.54037),(23 162.06091),(24 161.40196),(25 161.96594),(26 162.33527),(27 162.7736),(28 162.33942),(29 166.19118),(30 164.89467),(31 165.24023),(32 165.67471),(33 167.62883),(34 166.34485),(35 168.6058),(36 170.00188),(37 170.68448),(38 169.79613),(39 172.97807),(40 172.54356),(41 171.93068),(42 171.85422),(43 173.97377),(44 173.27426),(45 171.8532),(46 171.80072),(47 172.80452),(48 169.82999),(49 169.34341),(50 170.56612),(51 169.43088),(52 168.28465),(53 166.82396),(54 165.05759),(55 161.88115),(56 160.94629),(57 157.63162),(58 155.03453),(59 154.58113),(60 152.89528),(61 151.23912),(62 149.90784),(63 150.02979),(64 148.25967),(65 146.476),(66 145.04868),(67 143.12605),(68 142.16237),(69 141.29346),(70 139.98683),(71 138.71135),(72 136.1972),(73 135.91364),(74 133.98769),(75 134.01624),(76 133.7241),(77 133.67091),(78 132.78462),(79 133.0842),
(1 65.97233),(2 100.7764),(3 116.72148),(4 125.30251),(5 131.68071),(6 135.81682),(7 137.86873),(8 139.13486),(9 142.79376),(10 143.3698),(11 144.94026),(12 144.84555),(13 147.70813),(14 149.04898),(15 152.15118),(16 154.62988),(17 154.94102),(18 154.96103),(19 157.62442),(20 158.79561),(21 158.986),(22 159.66197),(23 162.27599),(24 160.30406),(25 161.03899),(26 163.10063),(27 164.68216),(28 164.47005),(29 168.53813),(30 168.15417),(31 168.54199),(32 168.15204),(33 170.8316),(34 169.75177),(35 169.94763),(36 171.3766),(37 170.65198),(38 171.09837),(39 173.83748),(40 174.0238),(41 173.88507),(42 173.32391),(43 175.6504),(44 174.46783),(45 172.36996),(46 172.32242),(47 173.13426),(48 169.84525),(49 167.78455),(50 168.19534),(51 166.62741),(52 166.00743),(53 165.03275),(54 164.04509),(55 162.62518),(56 162.18759),(57 160.16434),(58 155.75804),(59 156.63727),(60 155.24623),(61 153.30508),(62 151.00273),(63 151.17094),(64 147.98047),(65 146.42905),(66 145.81255),(67 144.88315),(68 142.91298),(69 140.72252),(70 139.7398),(71 139.16368),(72 137.74959),(73 136.81482),(74 134.7055),(75 134.33472),(76 133.53366),(77 133.10205),(78 132.27222),(79 133.2888),
(1 63.430386),(2 98.08255),(3 113.4471),(4 123.21336),(5 130.5531),(6 135.88525),(7 138.05331),(8 140.02803),(9 143.18492),(10 142.78403),(11 143.76285),(12 144.63448),(13 147.78575),(14 148.09895),(15 150.65927),(16 151.90773),(17 152.73627),(18 152.98254),(19 157.01831),(20 157.89873),(21 157.89781),(22 157.39897),(23 158.83247),(24 157.00383),(25 157.874),(26 158.7967),(27 158.86812),(28 158.85596),(29 162.07045),(30 162.1438),(31 161.30301),(32 161.81113),(33 165.30954),(34 164.65143),(35 165.29785),(36 166.43047),(37 166.21141),(38 165.72743),(39 169.3225),(40 167.74554),(41 168.12804),(42 167.8524),(43 170.14656),(44 170.26593),(45 169.13837),(46 170.61432),(47 172.2161),(48 168.37439),(49 168.22691),(50 169.10933),(51 168.41954),(52 167.05856),(53 166.24188),(54 165.77237),(55 163.67657),(56 162.4042),(57 160.14667),(58 157.27571),(59 156.48553),(60 154.77275),(61 152.3233),(62 151.49228),(63 151.50647),(64 149.40678),(65 147.96367),(66 146.78847),(67 145.14162),(68 143.62605),(69 142.53035),(70 140.32733),(71 139.28719),(72 137.0381),(73 136.40547),(74 135.03662),(75 134.66417),(76 133.58728),(77 132.99706),(78 132.57124),(79 133.85066),
(1 65.21654),(2 100.36183),(3 115.955734),(4 125.15175),(5 131.53215),(6 135.81512),(7 139.40564),(8 140.76262),(9 142.86903),(10 143.77747),(11 144.54475),(12 144.6304),(13 147.70335),(14 149.86163),(15 153.10674),(16 156.02763),(17 156.1639),(18 155.79831),(19 159.21501),(20 159.27174),(21 160.56538),(22 161.54494),(23 162.82814),(24 162.07297),(25 163.00906),(26 164.47742),(27 164.89055),(28 165.39478),(29 167.86192),(30 168.93512),(31 168.10143),(32 167.96295),(33 169.89534),(34 168.5659),(35 168.95819),(36 169.3141),(37 169.85663),(38 168.84317),(39 172.14955),(40 171.43997),(41 170.21588),(42 169.96788),(43 173.04408),(44 172.07695),(45 172.17413),(46 172.48471),(47 174.62762),(48 172.3429),(49 171.17197),(50 170.05977),(51 168.71971),(52 167.98672),(53 166.49516),(54 165.11977),(55 164.0948),(56 161.80626),(57 157.95642),(58 155.6665),(59 156.15125),(60 155.03076),(61 152.49939),(62 150.99538),(63 150.66908),(64 148.37993),(65 146.41063),(66 145.59013),(67 145.5117),(68 143.32283),(69 142.73807),(70 140.69397),(71 140.20407),(72 138.47893),(73 138.62811),(74 137.81917),(75 137.3809),(76 135.97604),(77 135.36407),(78 135.60037),(79 135.3408),
(1 63.658245),(2 98.186),(3 114.83644),(4 122.15653),(5 129.60323),(6 133.28256),(7 135.97656),(8 136.8682),(9 140.1634),(10 140.91342),(11 143.012),(12 143.37961),(13 145.46638),(14 146.66171),(15 149.4742),(16 149.07394),(17 150.1339),(18 150.76234),(19 154.31496),(20 155.95457),(21 156.11972),(22 156.42291),(23 158.40059),(24 157.04694),(25 158.2257),(26 159.42),(27 159.69739),(28 160.18738),(29 163.03906),(30 162.00644),(31 163.32454),(32 164.03836),(33 167.13202),(34 167.01262),(35 169.04822),(36 170.27492),(37 168.82785),(38 166.8247),(39 168.73834),(40 169.0301),(41 167.53868),(42 166.95055),(43 170.03485),(44 169.80035),(45 169.82303),(46 169.23889),(47 168.45825),(48 165.34848),(49 164.74121),(50 164.046),(51 162.90129),(52 160.62929),(53 159.78403),(54 158.49797),(55 157.438),(56 156.38542),(57 154.263),(58 151.80441),(59 151.71252),(60 151.43163),(61 149.80539),(62 147.74944),(63 148.23924),(64 146.3743),(65 144.45291),(66 143.16763),(67 142.92493),(68 140.66281),(69 140.21478),(70 139.11833),(71 137.82745),(72 135.17392),(73 133.96175),(74 131.92285),(75 132.56532),(76 132.32545),(77 132.45723),(78 132.27109),(79 133.61534),
(1 63.374496),(2 97.674995),(3 114.41513),(4 122.366684),(5 130.30052),(6 133.97914),(7 136.77516),(8 137.34903),(9 139.2249),(10 138.6567),(11 140.71753),(12 141.08328),(13 144.8023),(14 145.2341),(15 147.52931),(16 148.03333),(17 148.40004),(18 149.3492),(19 152.38893),(20 152.9797),(21 152.8185),(22 152.0094),(23 154.81192),(24 154.07973),(25 155.20245),(26 155.92339),(27 156.53363),(28 156.94638),(29 159.42062),(30 159.42952),(31 159.14236),(32 158.48376),(33 161.29315),(34 160.28973),(35 161.55594),(36 162.72371),(37 162.47362),(38 161.59354),(39 164.2671),(40 163.76161),(41 162.60886),(42 161.36705),(43 163.44266),(44 164.1846),(45 164.30226),(46 164.07211),(47 166.06999),(48 163.61179),(49 163.86139),(50 165.31244),(51 163.38593),(52 162.32458),(53 161.4888),(54 160.42517),(55 157.28764),(56 156.24425),(57 153.79784),(58 151.2477),(59 151.7761),(60 150.52353),(61 148.64267),(62 147.05864),(63 147.07875),(64 146.52824),(65 144.79639),(66 143.7878),(67 142.36752),(68 140.55092),(69 139.48357),(70 137.33029),(71 136.14555),(72 134.09111),(73 133.09442),(74 131.05803),(75 131.42122),(76 131.44751),(77 130.72156),(78 130.99384),(79 131.4686),
