1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 663078.44),(2 1602178.6),(3 2694339.8),(4 3852235.8),(5 4754532.5),(6 4970345.5),(7 5159975.5),(8 5231249.5),(9 5196501.5),(10 5107903),(11 5086398.5),(12 5454230.5),(13 5965649.5),(14 6717994.5),(15 7878249.5),(16 9113421),(17 10068348),(18 10888941),(19 11512120),(20 11894093),(21 11952296),(22 12372125),(23 12834436),(24 13524633),(25 14339904),(26 15269632),(27 16430761),(28 17821526),(29 19366390),(30 21122482),(31 22587632),(32 24177362),(33 25596794),(34 26735682),(35 28006406),(36 29589878),(37 30807352),(38 31830696),(39 32700656),(40 33741530),(41 34593900),(42 35685772),(43 36522610),(44 36630508),(45 37207544),(46 37669244),(47 38361940),(48 38776348),(49 38945148),(50 38593704),(51 38157812),(52 37577490),(53 36893532),(54 35833124),(55 34563740),(56 33223454),(57 32077306),(58 31223658),(59 30840822),(60 32647066),(61 33498934),(62 31814728),(63 30841136),(64 30495238),(65 29988024),(66 29544514),(67 28928546),(68 28105522),(69 27482694),(70 27244840),(71 27148016),(72 27545466),(73 28026670),(74 28451350),(75 28936328),(76 29335702),(77 29864030),(78 30401272),(79 30894344),
(1 80.30862),(2 123.556595),(3 142.8432),(4 153.72821),(5 162.29247),(6 166.75642),(7 170.33862),(8 171.7277),(9 175.9803),(10 178.56133),(11 180.10298),(12 180.13402),(13 183.20837),(14 184.46979),(15 188.73988),(16 189.91055),(17 190.14322),(18 190.32047),(19 193.81685),(20 194.81535),(21 194.5048),(22 195.64246),(23 198.54791),(24 198.06685),(25 199.34685),(26 201.55351),(27 202.24231),(28 200.873),(29 204.01402),(30 203.93216),(31 203.2628),(32 201.32831),(33 202.94731),(34 204.25845),(35 207.99287),(36 210.38956),(37 209.95079),(38 209.40602),(39 213.46962),(40 210.99399),(41 208.56718),(42 208.78632),(43 212.09993),(44 211.05461),(45 212.81134),(46 211.97069),(47 213.8263),(48 210.72191),(49 210.50302),(50 209.7433),(51 209.28526),(52 207.44374),(53 204.06044),(54 203.2877),(55 202.00006),(56 199.9075),(57 195.32631),(58 191.04445),(59 191.48375),(60 189.92073),(61 187.53911),(62 185.70645),(63 185.6918),(64 182.71379),(65 180.17635),(66 179.47089),(67 178.02608),(68 174.9551),(69 173.86417),(70 171.95808),(71 171.21454),(72 168.80792),(73 167.08167),(74 164.45572),(75 163.99019),(76 163.90952),(77 163.76224),(78 163.49214),(79 164.49644),
(1 78.32681),(2 120.661316),(3 139.11214),(4 150.35558),(5 159.62303),(6 164.27449),(7 167.75874),(8 168.29448),(9 171.04846),(10 171.2629),(11 173.20448),(12 175.56944),(13 178.35406),(14 180.02786),(15 184.22632),(16 186.5209),(17 186.34859),(18 186.44923),(19 190.08084),(20 190.4142),(21 189.6794),(22 189.84785),(23 193.36789),(24 192.60551),(25 195.85654),(26 198.12767),(27 198.21814),(28 197.53487),(29 201.41092),(30 200.11388),(31 200.71178),(32 202.4503),(33 203.88145),(34 203.53401),(35 205.15034),(36 206.92815),(37 207.67017),(38 207.05757),(39 210.13608),(40 211.71143),(41 211.15483),(42 209.74875),(43 212.82883),(44 210.90926),(45 210.3012),(46 210.9894),(47 212.20326),(48 207.71225),(49 206.31136),(50 206.09618),(51 204.39903),(52 202.68886),(53 200.53893),(54 199.62067),(55 196.49013),(56 194.55399),(57 192.0748),(58 188.20142),(59 187.82187),(60 185.99301),(61 182.77055),(62 180.5291),(63 181.37126),(64 178.94652),(65 176.88428),(66 174.1785),(67 171.60738),(68 170.99887),(69 169.6195),(70 167.90778),(71 166.3789),(72 164.24718),(73 162.81122),(74 161.05704),(75 160.80228),(76 160.38196),(77 159.71811),(78 159.12054),(79 161.10707),
(1 76.95006),(2 119.41628),(3 138.57256),(4 148.54692),(5 158.79247),(6 165.03894),(7 167.22652),(8 169.24048),(9 172.7681),(10 173.46028),(11 174.8158),(12 175.22116),(13 178.38177),(14 179.01457),(15 182.49232),(16 184.78784),(17 185.3857),(18 187.32942),(19 192.61778),(20 191.28993),(21 190.83774),(22 190.5869),(23 193.13014),(24 192.56747),(25 193.99829),(26 196.42932),(27 196.80847),(28 195.54399),(29 197.83438),(30 198.01833),(31 198.03229),(32 199.45863),(33 201.95891),(34 201.41711),(35 201.55534),(36 203.50298),(37 203.235),(38 201.12038),(39 204.40407),(40 203.76654),(41 203.28429),(42 203.36351),(43 207.11359),(44 205.02254),(45 204.42505),(46 203.27849),(47 204.13226),(48 200.39366),(49 199.77466),(50 200.64981),(51 199.47032),(52 198.43709),(53 197.39749),(54 195.39075),(55 193.27359),(56 192.33205),(57 190.06676),(58 186.73512),(59 186.60754),(60 184.82443),(61 183.26569),(62 181.58235),(63 180.77791),(64 179.21764),(65 178.10234),(66 176.05244),(67 173.98502),(68 170.79509),(69 169.67947),(70 168.34009),(71 166.5058),(72 164.28075),(73 163.99089),(74 162.2696),(75 160.99889),(76 160.82239),(77 159.50616),(78 159.32306),(79 161.07106),
(1 77.545265),(2 120.07479),(3 140.20006),(4 150.74548),(5 159.4947),(6 164.42097),(7 167.02335),(8 168.28758),(9 172.64474),(10 173.45233),(11 175.9254),(12 177.33862),(13 179.33641),(14 180.01938),(15 183.02936),(16 185.55626),(17 184.46617),(18 184.45888),(19 187.9398),(20 188.8787),(21 188.70137),(22 188.16933),(23 190.28185),(24 189.58038),(25 192.8671),(26 194.77037),(27 194.62936),(28 193.39836),(29 196.62648),(30 195.73393),(31 194.39914),(32 195.34204),(33 197.7517),(34 198.19159),(35 200.48183),(36 203.09299),(37 202.90431),(38 200.6766),(39 204.20116),(40 202.23592),(41 201.81946),(42 203.32576),(43 206.60324),(44 205.3018),(45 203.89668),(46 203.92966),(47 204.56473),(48 200.87598),(49 200.95345),(50 200.69135),(51 200.12495),(52 199.22893),(53 198.62317),(54 196.85037),(55 194.72511),(56 193.6402),(57 190.63008),(58 187.5695),(59 187.81589),(60 185.33524),(61 182.93785),(62 182.15916),(63 182.15535),(64 179.04451),(65 176.6414),(66 175.07483),(67 173.07193),(68 169.75375),(69 168.48738),(70 166.64754),(71 166.19359),(72 164.55368),(73 162.8249),(74 160.12776),(75 160.37631),(76 159.1995),(77 157.90111),(78 157.62749),(79 159.41597),
(1 76.74859),(2 118.591156),(3 138.09506),(4 150.28026),(5 157.81769),(6 162.30272),(7 166.40738),(8 169.43849),(9 173.58383),(10 173.0796),(11 175.75928),(12 175.46484),(13 179.6196),(14 181.02885),(15 183.74089),(16 186.90309),(17 187.08122),(18 187.24373),(19 188.48062),(20 190.22177),(21 189.81879),(22 189.73706),(23 191.08174),(24 190.49849),(25 191.85692),(26 194.26854),(27 195.16309),(28 195.5365),(29 198.8941),(30 198.29916),(31 198.72777),(32 199.54851),(33 201.25217),(34 201.84671),(35 204.25452),(36 206.32632),(37 206.80005),(38 205.01212),(39 208.81403),(40 207.26666),(41 206.81432),(42 206.41066),(43 208.53923),(44 208.00272),(45 207.16246),(46 206.01332),(47 207.53912),(48 203.53616),(49 203.2076),(50 203.97313),(51 202.38237),(52 199.79814),(53 198.01381),(54 196.29713),(55 195.537),(56 193.57503),(57 189.77097),(58 186.45789),(59 186.39325),(60 184.38358),(61 183.33516),(62 181.79817),(63 180.66383),(64 179.5892),(65 176.88063),(66 175.09976),(67 173.77135),(68 172.15077),(69 171.37018),(70 169.71805),(71 168.91461),(72 166.93086),(73 164.68301),(74 161.93468),(75 161.14122),(76 160.82088),(77 159.73322),(78 158.94594),(79 161.24905),
(1 76.58074),(2 117.54375),(3 136.74329),(4 147.13838),(5 156.58693),(6 161.63065),(7 164.64116),(8 165.84294),(9 168.3279),(10 170.01537),(11 171.64792),(12 172.71065),(13 176.69337),(14 177.70634),(15 181.82185),(16 182.5729),(17 182.46254),(18 182.98546),(19 185.79213),(20 186.45714),(21 186.52367),(22 184.98892),(23 186.92168),(24 185.73628),(25 187.57191),(26 189.71223),(27 190.76132),(28 191.02359),(29 193.27827),(30 192.9532),(31 193.39417),(32 192.36273),(33 195.10739),(34 193.98189),(35 196.52159),(36 197.26222),(37 197.61447),(38 198.15047),(39 202.10632),(40 201.19003),(41 201.76408),(42 200.6835),(43 203.51941),(44 203.83025),(45 203.4913),(46 203.53041),(47 205.24539),(48 201.35017),(49 200.29582),(50 200.98244),(51 198.906),(52 197.2661),(53 195.94989),(54 193.84897),(55 191.64113),(56 190.20427),(57 187.8991),(58 184.69113),(59 184.4989),(60 183.40613),(61 181.52966),(62 180.3243),(63 180.87798),(64 178.52704),(65 176.22922),(66 173.99287),(67 171.76277),(68 169.63857),(69 169.42664),(70 167.50128),(71 165.41997),(72 163.15819),(73 161.80397),(74 159.82822),(75 160.06725),(76 159.8826),(77 158.0609),(78 156.6962),(79 157.51411),
(1 76.94385),(2 120.010925),(3 140.04816),(4 151.30539),(5 159.34875),(6 162.11392),(7 165.10272),(8 166.89099),(9 170.26105),(10 170.53519),(11 171.1235),(12 173.39636),(13 176.56976),(14 178.26326),(15 181.00046),(16 183.87592),(17 183.55225),(18 182.45433),(19 185.72035),(20 186.74384),(21 185.88158),(22 184.85487),(23 187.21257),(24 186.56891),(25 186.37975),(26 189.55214),(27 191.66484),(28 191.1089),(29 194.40498),(30 193.53017),(31 192.79428),(32 193.25485),(33 195.93607),(34 195.63026),(35 199.05846),(36 199.97614),(37 198.8347),(38 197.42152),(39 202.29114),(40 201.86543),(41 202.90677),(42 203.33844),(43 207.08098),(44 205.04875),(45 204.1952),(46 203.20364),(47 204.70152),(48 200.03079),(49 199.28262),(50 198.1534),(51 197.82582),(52 196.43517),(53 195.39),(54 194.36356),(55 192.50626),(56 191.8915),(57 188.14474),(58 183.59209),(59 182.6793),(60 181.13211),(61 179.13432),(62 176.27058),(63 175.57599),(64 173.18524),(65 171.76103),(66 170.27911),(67 169.51915),(68 167.37856),(69 166.36848),(70 164.03366),(71 162.37349),(72 159.65398),(73 158.57393),(74 157.61177),(75 156.95273),(76 156.7166),(77 155.75755),(78 155.41692),(79 157.03851),
(1 75.62382),(2 117.30607),(3 136.08672),(4 146.02037),(5 154.4173),(6 159.51068),(7 163.57468),(8 165.75665),(9 168.03029),(10 170.13097),(11 170.81467),(12 171.66246),(13 174.62115),(14 174.40381),(15 179.066),(16 181.3685),(17 180.1907),(18 180.5222),(19 184.63875),(20 184.46843),(21 183.84787),(22 183.4001),(23 186.68706),(24 185.38837),(25 185.76071),(26 186.35307),(27 187.53384),(28 189.15945),(29 192.49681),(30 191.9612),(31 191.56407),(32 192.51366),(33 194.4688),(34 194.00072),(35 196.91986),(36 198.7801),(37 197.86226),(38 196.71066),(39 200.95575),(40 202.03687),(41 201.7464),(42 200.97348),(43 205.40497),(44 204.25742),(45 203.2143),(46 202.76617),(47 204.14693),(48 200.15765),(49 200.79114),(50 201.98528),(51 200.1421),(52 197.8006),(53 196.33133),(54 195.61095),(55 193.87445),(56 191.81723),(57 187.17339),(58 184.58322),(59 185.93503),(60 184.80057),(61 182.90877),(62 180.40869),(63 180.25465),(64 176.57584),(65 173.63223),(66 173.21825),(67 171.6464),(68 170.8144),(69 169.94304),(70 169.27701),(71 168.1063),(72 164.94199),(73 163.72719),(74 160.43726),(75 160.18169),(76 158.12048),(77 156.61067),(78 156.5152),(79 157.57925),
(1 75.60759),(2 116.71567),(3 135.90271),(4 146.27315),(5 155.84715),(6 160.179),(7 163.89284),(8 163.56534),(9 167.31601),(10 168.80176),(11 170.78398),(12 170.35115),(13 172.66183),(14 173.96883),(15 179.16154),(16 181.66028),(17 180.47568),(18 180.20451),(19 184.42328),(20 186.37761),(21 184.94904),(22 183.36496),(23 185.74657),(24 185.86359),(25 188.3265),(26 189.5735),(27 188.33743),(28 188.01001),(29 192.48694),(30 192.03175),(31 190.5485),(32 192.3275),(33 194.49994),(34 194.52782),(35 196.68762),(36 198.84636),(37 199.12938),(38 197.59328),(39 199.30592),(40 198.58685),(41 198.77682),(42 199.0376),(43 201.64098),(44 200.15009),(45 198.48424),(46 196.98123),(47 197.6999),(48 194.19968),(49 193.28978),(50 193.66216),(51 192.66606),(52 191.66022),(53 191.17787),(54 190.63661),(55 189.48026),(56 188.21158),(57 185.02193),(58 181.46815),(59 180.97102),(60 178.64609),(61 175.62569),(62 173.85753),(63 172.90016),(64 170.34091),(65 168.64594),(66 167.11844),(67 166.42705),(68 164.73291),(69 164.25917),(70 161.76575),(71 160.30916),(72 157.53778),(73 156.49808),(74 155.389),(75 154.42775),(76 154.45413),(77 153.9693),(78 154.16878),(79 155.03992),
(1 73.55951),(2 113.26692),(3 131.55455),(4 142.57637),(5 151.69955),(6 155.6338),(7 158.12233),(8 159.92451),(9 163.18146),(10 164.21945),(11 165.03099),(12 165.82298),(13 170.06728),(14 171.13867),(15 174.4637),(16 176.2217),(17 177.07668),(18 176.70395),(19 179.28201),(20 180.07854),(21 179.20456),(22 179.58469),(23 183.93358),(24 182.86841),(25 182.88101),(26 184.9383),(27 185.66785),(28 185.85188),(29 189.9898),(30 191.60762),(31 191.49408),(32 190.81863),(33 192.84682),(34 191.47408),(35 194.53468),(36 196.31123),(37 196.52148),(38 195.07251),(39 198.59349),(40 197.95245),(41 197.49573),(42 197.56718),(43 201.04813),(44 199.70825),(45 197.75743),(46 196.89847),(47 197.77028),(48 195.52835),(49 194.48164),(50 193.8268),(51 191.82414),(52 190.60109),(53 188.54665),(54 188.00838),(55 186.07814),(56 185.02824),(57 182.33493),(58 178.3424),(59 176.74397),(60 175.5181),(61 172.5953),(62 170.29553),(63 170.19402),(64 167.38936),(65 164.56076),(66 164.05652),(67 162.66385),(68 160.96312),(69 160.57661),(70 158.12424),(71 157.02232),(72 154.4664),(73 153.22917),(74 151.0855),(75 150.83066),(76 150.27798),(77 150.14127),(78 149.51308),(79 151.05605),
(1 74.27786),(2 115.77341),(3 134.14174),(4 145.56601),(5 152.94563),(6 157.2251),(7 160.53403),(8 160.90453),(9 164.0699),(10 163.71129),(11 165.91226),(12 166.58417),(13 170.09259),(14 172.50246),(15 176.5043),(16 177.72365),(17 178.19017),(18 178.47849),(19 180.8235),(20 181.80424),(21 182.07901),(22 182.15144),(23 185.45737),(24 184.60425),(25 185.86197),(26 188.0797),(27 189.0398),(28 190.42503),(29 192.84996),(30 191.82364),(31 190.52574),(32 190.74734),(33 192.2058),(34 191.89203),(35 193.49205),(36 195.75043),(37 194.4421),(38 192.5983),(39 196.45218),(40 196.46506),(41 196.40378),(42 196.365),(43 199.5938),(44 195.98389),(45 195.94878),(46 195.39018),(47 195.76291),(48 192.81009),(49 193.20651),(50 193.99597),(51 192.19394),(52 191.10106),(53 190.66214),(54 188.53572),(55 187.0233),(56 184.35727),(57 181.43863),(58 178.64091),(59 177.66048),(60 176.05357),(61 173.46394),(62 171.00145),(63 170.6717),(64 167.90797),(65 166.233),(66 163.85971),(67 162.70433),(68 161.01813),(69 160.92757),(70 160.0978),(71 159.14392),(72 157.33849),(73 156.27135),(74 153.45888),(75 153.20592),(76 153.02795),(77 151.99712),(78 150.9574),(79 151.5488),
(1 73.76553),(2 114.19089),(3 133.93954),(4 143.3826),(5 150.21126),(6 155.25783),(7 158.77774),(8 159.47865),(9 162.1101),(10 164.49715),(11 165.59573),(12 166.9219),(13 170.35204),(14 171.40309),(15 175.23375),(16 175.96019),(17 175.60474),(18 176.40202),(19 179.42453),(20 179.45763),(21 179.27657),(22 178.70537),(23 180.22542),(24 179.58725),(25 181.70401),(26 183.15636),(27 183.56934),(28 183.68274),(29 187.6151),(30 188.26309),(31 188.6078),(32 189.91615),(33 190.98914),(34 189.30183),(35 192.98172),(36 193.56221),(37 193.0293),(38 193.45),(39 197.41632),(40 194.71118),(41 193.88632),(42 194.2915),(43 196.34027),(44 195.71057),(45 195.11081),(46 193.71378),(47 195.76506),(48 192.54184),(49 193.72617),(50 195.08583),(51 193.34393),(52 191.74803),(53 189.68994),(54 186.90273),(55 185.48582),(56 183.48114),(57 180.68254),(58 177.28583),(59 176.37727),(60 175.64064),(61 173.74246),(62 172.4794),(63 171.74876),(64 168.46373),(65 167.3979),(66 166.00299),(67 164.86874),(68 163.44595),(69 162.72328),(70 161.52095),(71 159.9975),(72 157.76373),(73 156.37677),(74 154.38077),(75 153.72652),(76 153.88222),(77 153.46231),(78 152.69484),(79 153.12392),
(1 72.91974),(2 112.35853),(3 131.43713),(4 142.43604),(5 150.07613),(6 154.80827),(7 159.18942),(8 159.57443),(9 161.70454),(10 162.75748),(11 164.2403),(12 165.8086),(13 168.32214),(14 169.62637),(15 173.01035),(16 173.56387),(17 173.94768),(18 174.7048),(19 179.27647),(20 178.29706),(21 179.05618),(22 178.46687),(23 182.88194),(24 182.12665),(25 182.48166),(26 183.81432),(27 185.81493),(28 186.84468),(29 188.82166),(30 189.16028),(31 189.54971),(32 188.95555),(33 191.66698),(34 191.74167),(35 193.18393),(36 193.58414),(37 192.85184),(38 192.29851),(39 195.60448),(40 194.6532),(41 193.42393),(42 193.01805),(43 195.54431),(44 195.40959),(45 193.78085),(46 193.58057),(47 193.56346),(48 189.44359),(49 188.9493),(50 189.86679),(51 188.9152),(52 188.12833),(53 187.30351),(54 185.4109),(55 183.05038),(56 182.85918),(57 179.7531),(58 176.97414),(59 176.15878),(60 174.92029),(61 171.25388),(62 167.93314),(63 167.74509),(64 166.1759),(65 164.06557),(66 163.84549),(67 162.57022),(68 160.37341),(69 159.36719),(70 157.20901),(71 155.42368),(72 153.5772),(73 152.20012),(74 149.0887),(75 148.9601),(76 149.05795),(77 148.83403),(78 147.94987),(79 150.47714),
(1 72.82254),(2 112.25737),(3 129.11043),(4 138.41661),(5 144.64767),(6 150.18047),(7 153.66383),(8 154.66402),(9 158.39989),(10 158.77646),(11 161.9978),(12 162.44891),(13 165.0958),(14 166.64354),(15 171.24515),(16 172.09467),(17 172.77405),(18 172.47466),(19 177.07684),(20 177.2462),(21 177.1907),(22 177.84676),(23 180.74559),(24 179.5434),(25 181.36621),(26 181.66661),(27 182.9238),(28 182.60304),(29 185.21017),(30 186.37408),(31 185.27426),(32 184.98325),(33 187.5109),(34 188.54234),(35 190.117),(36 190.00006),(37 189.2377),(38 188.66528),(39 192.0264),(40 192.26117),(41 191.66129),(42 190.99136),(43 192.55476),(44 193.53925),(45 193.14693),(46 194.21056),(47 194.05978),(48 189.38673),(49 190.27515),(50 190.22473),(51 189.24796),(52 186.85526),(53 185.6281),(54 185.43192),(55 183.91994),(56 183.38307),(57 179.63652),(58 175.7527),(59 176.81758),(60 176.43175),(61 173.05707),(62 171.01459),(63 169.64294),(64 166.52025),(65 164.4913),(66 162.67957),(67 160.6454),(68 158.97238),(69 157.69789),(70 155.52556),(71 153.95538),(72 152.05652),(73 151.5323),(74 150.10904),(75 148.98236),(76 149.17812),(77 148.04677),(78 147.59047),(79 148.80293),
(1 70.984375),(2 109.99256),(3 127.43794),(4 137.93689),(5 145.7918),(6 148.91649),(7 152.11993),(8 153.8348),(9 156.48044),(10 157.80905),(11 159.17012),(12 160.06523),(13 164.36642),(14 165.79211),(15 167.1907),(16 168.57681),(17 168.30766),(18 169.97754),(19 174.60454),(20 173.73865),(21 173.65756),(22 173.64464),(23 176.95624),(24 175.87093),(25 178.40163),(26 179.15045),(27 180.91321),(28 181.28946),(29 185.1177),(30 183.48737),(31 182.7944),(32 182.46286),(33 186.19727),(34 185.71136),(35 186.8565),(36 188.36134),(37 187.75584),(38 186.48254),(39 188.71606),(40 187.91753),(41 187.52103),(42 187.12021),(43 189.79723),(44 189.55473),(45 188.94502),(46 188.55647),(47 190.17049),(48 185.78653),(49 185.83871),(50 185.30669),(51 183.65605),(52 181.51787),(53 180.62228),(54 179.1087),(55 177.79298),(56 175.77986),(57 172.96199),(58 169.1932),(59 168.82372),(60 167.68982),(61 165.60397),(62 163.27585),(63 162.20226),(64 160.53125),(65 158.84224),(66 156.82098),(67 155.6216),(68 153.4508),(69 154.24808),(70 153.26851),(71 151.81198),(72 150.29453),(73 148.15982),(74 146.42831),(75 145.69397),(76 146.12997),(77 146.39429),(78 145.45822),(79 147.00406),
(1 70.451355),(2 109.911285),(3 128.5277),(4 136.55118),(5 144.59866),(6 149.845),(7 153.9453),(8 155.54932),(9 157.19598),(10 158.52522),(11 160.88333),(12 161.12926),(13 162.66745),(14 163.72365),(15 165.98706),(16 167.08556),(17 166.56361),(18 166.45929),(19 169.15256),(20 170.17368),(21 171.01346),(22 171.7503),(23 174.57857),(24 172.39255),(25 174.11226),(26 176.59245),(27 178.91017),(28 178.13933),(29 181.87051),(30 180.92102),(31 179.89737),(32 180.52844),(33 182.58481),(34 183.2192),(35 185.93588),(36 188.10387),(37 187.22873),(38 187.63162),(39 192.27515),(40 191.63124),(41 191.07468),(42 189.8797),(43 191.03087),(44 190.55782),(45 190.66277),(46 191.02274),(47 191.62863),(48 186.65698),(49 185.13345),(50 185.07883),(51 183.78783),(52 183.13655),(53 183.15463),(54 181.92017),(55 179.54556),(56 178.98094),(57 175.09798),(58 171.558),(59 170.53651),(60 168.48228),(61 166.23012),(62 164.95415),(63 164.82439),(64 161.52124),(65 159.6851),(66 158.53983),(67 157.37202),(68 155.63019),(69 154.92366),(70 153.51266),(71 152.47882),(72 150.08493),(73 149.33691),(74 147.31842),(75 148.11841),(76 147.10391),(77 146.01158),(78 145.27963),(79 147.18669),
(1 71.26395),(2 110.52645),(3 128.5613),(4 138.65837),(5 145.56862),(6 149.99603),(7 152.98375),(8 155.18459),(9 159.30042),(10 161.38301),(11 163.13516),(12 162.6099),(13 165.9062),(14 167.03154),(15 170.66426),(16 172.5484),(17 172.29393),(18 171.99431),(19 174.85509),(20 175.05502),(21 175.5576),(22 175.57849),(23 178.76196),(24 177.41356),(25 177.71742),(26 178.58174),(27 178.29056),(28 178.59433),(29 181.42189),(30 182.7116),(31 181.98363),(32 181.71594),(33 184.49872),(34 183.73553),(35 184.6039),(36 185.81113),(37 185.3355),(38 184.69211),(39 188.01451),(40 186.1894),(41 186.2766),(42 186.03766),(43 188.5194),(44 188.76425),(45 187.56451),(46 187.12411),(47 189.12653),(48 185.86409),(49 185.04832),(50 185.56372),(51 185.40562),(52 185.13063),(53 183.45593),(54 181.63684),(55 179.41608),(56 177.71269),(57 174.59685),(58 169.89394),(59 169.44278),(60 168.2133),(61 166.48857),(62 164.26613),(63 164.54132),(64 162.38814),(65 160.56033),(66 159.52776),(67 157.19252),(68 155.59175),(69 155.22234),(70 153.01372),(71 152.34602),(72 150.7387),(73 150.65373),(74 148.17479),(75 148.77689),(76 147.79901),(77 146.17111),(78 145.72177),(79 146.38225),
