1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 138.62204),(2 70.07634),(3 158.95364),(4 82.97994),(5 167.46896),(6 91.28802),(7 173.41869),(8 96.32089),(9 179.0272),(10 100.24119),(11 179.46619),(12 102.324425),(13 182.25404),(14 103.71071),(15 182.9741),(16 103.39488),(17 184.39693),(18 105.67133),(19 183.46979),(20 104.724724),(21 185.71391),(22 106.75742),(23 185.80138),(24 104.851425),(25 186.6114),(26 106.42294),(27 188.32166),(28 107.807434),(29 189.72823),(30 109.260056),(31 191.56451),(32 111.0522),(33 193.7285),(34 113.16111),(35 194.79832),(36 115.051735),(37 197.99022),(38 119.16836),(39 200.5531),(40 120.577934),(41 202.12662),(42 123.39668),(43 204.4919),(44 126.174324),(45 207.50793),(46 129.61017),(47 208.15416),(48 130.64929),(49 211.12047),(50 134.53687),(51 212.7488),(52 135.13293),(53 213.95175),(54 136.9161),(55 214.1052),(56 138.10373),(57 215.17584),(58 138.62318),(59 214.57907),(60 137.73634),(61 214.71153),(62 137.74254),(63 214.6734),(64 138.95294),(65 216.05882),(66 139.73218),(67 217.18896),(68 140.50764),(69 219.27225),(70 141.89973),(71 219.44588),(72 141.55853),(73 218.34529),(74 140.08707),(75 216.40176),(76 140.04381),(77 216.84192),(78 139.36807),(79 215.17595),
(1 136.61612),(2 70.05747),(3 155.91866),(4 82.64775),(5 165.63094),(6 90.351395),(7 171.3086),(8 94.302246),(9 175.49539),(10 97.244705),(11 175.91264),(12 97.81299),(13 178.65558),(14 100.05131),(15 178.77402),(16 100.79161),(17 180.71281),(18 101.37408),(19 180.60818),(20 102.99949),(21 182.2187),(22 104.03676),(23 181.48529),(24 103.20023),(25 183.18573),(26 105.26934),(27 184.51204),(28 106.1618),(29 185.33224),(30 107.6765),(31 186.33936),(32 109.97049),(33 188.55983),(34 113.204216),(35 191.22562),(36 115.18656),(37 195.40727),(38 119.37872),(39 196.89761),(40 122.739075),(41 199.36115),(42 125.03352),(43 201.63914),(44 126.99606),(45 204.10596),(46 129.56529),(47 205.14645),(48 131.94853),(49 209.02496),(50 134.42786),(51 209.19057),(52 134.99866),(53 210.70168),(54 136.94275),(55 210.66928),(56 137.86153),(57 212.56218),(58 137.51735),(59 211.15475),(60 138.50426),(61 212.5192),(62 138.86092),(63 212.6184),(64 138.65132),(65 213.0807),(66 139.44957),(67 212.67328),(68 139.50372),(69 214.38957),(70 140.68277),(71 213.8075),(72 140.15869),(73 216.30432),(74 140.11705),(75 214.549),(76 139.93002),(77 215.80873),(78 140.8355),(79 215.11473),
(1 132.82182),(2 68.29866),(3 152.06076),(4 82.09888),(5 163.51355),(6 90.26456),(7 167.9031),(8 95.081955),(9 172.91339),(10 97.208626),(11 173.64034),(12 98.71874),(13 175.85718),(14 100.31205),(15 176.736),(16 100.65363),(17 177.48631),(18 100.711555),(19 178.03935),(20 101.74829),(21 179.45427),(22 102.61685),(23 178.85876),(24 102.47007),(25 180.1418),(26 104.17047),(27 181.47523),(28 105.67175),(29 182.02026),(30 106.62692),(31 183.55037),(32 108.33821),(33 186.04399),(34 110.68079),(35 187.38406),(36 113.27579),(37 191.29956),(38 117.01661),(39 193.38094),(40 118.72265),(41 195.5436),(42 122.3755),(43 196.88751),(44 123.57314),(45 199.32733),(46 127.21855),(47 200.4622),(48 127.94044),(49 202.51715),(50 130.71991),(51 204.7508),(52 133.06418),(53 206.85724),(54 134.47427),(55 207.10681),(56 135.53735),(57 208.92493),(58 136.25569),(59 209.75414),(60 137.06212),(61 209.97662),(62 138.54478),(63 210.30428),(64 137.97478),(65 211.18253),(66 138.68214),(67 210.5486),(68 138.83316),(69 211.5608),(70 139.44438),(71 212.45766),(72 140.1034),(73 213.55647),(74 140.30592),(75 213.44064),(76 139.71246),(77 213.26039),(78 141.02191),(79 213.76518),
(1 135.13766),(2 68.65003),(3 155.13998),(4 82.00914),(5 164.52138),(6 89.357),(7 169.63734),(8 93.73487),(9 174.40074),(10 96.50095),(11 175.47195),(12 98.8719),(13 178.81036),(14 100.55141),(15 179.19167),(16 100.77743),(17 179.81851),(18 101.01237),(19 179.62393),(20 101.370346),(21 181.18307),(22 102.15831),(23 181.41301),(24 102.32821),(25 183.14537),(26 104.12395),(27 184.64493),(28 104.794044),(29 184.3827),(30 106.576485),(31 186.02232),(32 107.6833),(33 188.50398),(34 110.38206),(35 189.46428),(36 112.486404),(37 192.03702),(38 115.485054),(39 193.28961),(40 116.56902),(41 195.73619),(42 120.414955),(43 196.76582),(44 122.48917),(45 201.02904),(46 125.92557),(47 201.31416),(48 126.78435),(49 205.34343),(50 130.08838),(51 206.38869),(52 132.19003),(53 209.02325),(54 132.47708),(55 209.12085),(56 133.99562),(57 210.48422),(58 134.96887),(59 211.37488),(60 137.0036),(61 213.21121),(62 137.44434),(63 213.1147),(64 138.355),(65 214.23056),(66 138.21281),(67 213.71777),(68 137.72798),(69 215.26752),(70 139.18956),(71 215.64082),(72 139.79329),(73 217.04721),(74 140.98166),(75 216.08795),(76 140.82986),(77 215.69223),(78 140.22334),(79 215.26433),
(1 133.06032),(2 67.614914),(3 151.26704),(4 78.81446),(5 160.30745),(6 85.18506),(7 165.18886),(8 90.34519),(9 170.1103),(10 92.991455),(11 170.4251),(12 93.306465),(13 173.0381),(14 94.99956),(15 172.5558),(16 93.875534),(17 172.53658),(18 94.713905),(19 172.69992),(20 94.553276),(21 173.0762),(22 95.880775),(23 173.32133),(24 96.11975),(25 173.9844),(26 98.2442),(27 175.55719),(28 98.69329),(29 175.39256),(30 99.371864),(31 177.20372),(32 102.80639),(33 179.92047),(34 104.53028),(35 182.1128),(36 108.49371),(37 186.41016),(38 113.71942),(39 188.66647),(40 115.99623),(41 192.3561),(42 119.78683),(43 194.27295),(44 122.20695),(45 197.26346),(46 126.27247),(47 199.28093),(48 126.447876),(49 202.08748),(50 130.54294),(51 203.53185),(52 131.02539),(53 204.48215),(54 131.48181),(55 205.12885),(56 132.09741),(57 206.23984),(58 133.44768),(59 204.439),(60 132.61543),(61 205.84819),(62 133.09572),(63 205.70181),(64 133.1935),(65 206.74129),(66 133.62752),(67 206.54869),(68 133.89357),(69 207.5298),(70 134.40628),(71 207.17818),(72 134.06177),(73 207.95767),(74 135.71652),(75 207.97041),(76 134.99759),(77 209.19809),(78 136.34683),(79 208.1248),
(1 132.71625),(2 67.34816),(3 154.03365),(4 80.45973),(5 164.58484),(6 88.94453),(7 170.52104),(8 93.78901),(9 174.95229),(10 96.98884),(11 176.27147),(12 98.48621),(13 178.79272),(14 99.645485),(15 178.88152),(16 99.72265),(17 179.23921),(18 99.827675),(19 179.71863),(20 99.57663),(21 179.6757),(22 100.64259),(23 179.21747),(24 100.853424),(25 179.35538),(26 102.71331),(27 180.7018),(28 102.198395),(29 180.20137),(30 104.01523),(31 183.07841),(32 106.35605),(33 185.02634),(34 108.9438),(35 186.84868),(36 110.995255),(37 188.80862),(38 113.6495),(39 191.02528),(40 115.486176),(41 193.32503),(42 117.46898),(43 194.4695),(44 119.375305),(45 197.07893),(46 122.639984),(47 197.03172),(48 123.927025),(49 200.78738),(50 126.85707),(51 201.8767),(52 127.12171),(53 204.44475),(54 129.48141),(55 204.43614),(56 130.84378),(57 207.19897),(58 131.6192),(59 205.05806),(60 131.23804),(61 207.85217),(62 131.95638),(63 207.79353),(64 132.58406),(65 207.97476),(66 132.76552),(67 207.82666),(68 133.11835),(69 209.21269),(70 134.08319),(71 209.07976),(72 134.3429),(73 209.25859),(74 133.93857),(75 207.09482),(76 133.02751),(77 207.64384),(78 133.0605),(79 207.31107),
(1 126.81019),(2 65.360565),(3 145.21318),(4 76.968445),(5 154.71161),(6 84.533775),(7 159.73093),(8 89.48068),(9 165.93906),(10 92.97784),(11 166.43753),(12 95.016045),(13 169.24637),(14 96.465775),(15 168.73051),(16 96.46485),(17 170.1906),(18 95.91404),(19 169.62512),(20 96.189865),(21 170.9146),(22 96.52137),(23 169.81487),(24 95.79221),(25 170.44458),(26 97.83889),(27 172.22571),(28 97.71117),(29 171.90451),(30 99.305725),(31 173.47957),(32 102.71067),(33 177.12892),(34 105.12108),(35 179.5416),(36 108.046486),(37 182.76633),(38 111.3226),(39 184.42952),(40 114.357),(41 188.5829),(42 116.912926),(43 189.56717),(44 120.046936),(45 194.50691),(46 123.46609),(47 194.89465),(48 124.78573),(49 198.07428),(50 127.91054),(51 198.93855),(52 130.25713),(53 201.24675),(54 130.74234),(55 201.63168),(56 132.53236),(57 204.46553),(58 133.38037),(59 202.93994),(60 132.5106),(61 204.27823),(62 133.16068),(63 204.19905),(64 134.61978),(65 206.46179),(66 134.90839),(67 205.67386),(68 135.34169),(69 206.99715),(70 136.22537),(71 206.67703),(72 136.04399),(73 206.504),(74 135.06966),(75 205.40604),(76 133.99596),(77 205.59346),(78 134.93681),(79 204.74452),
(1 129.28421),(2 64.86507),(3 148.12244),(4 77.401886),(5 157.74565),(6 84.7898),(7 163.23772),(8 89.61896),(9 168.64465),(10 93.43895),(11 170.48691),(12 95.20139),(13 173.0963),(14 95.499176),(15 171.18811),(16 95.39883),(17 172.22427),(18 96.246506),(19 172.58282),(20 96.31322),(21 174.61359),(22 97.546196),(23 174.91602),(24 98.377304),(25 175.31255),(26 100.26253),(27 176.71945),(28 99.941956),(29 177.28375),(30 101.04219),(31 177.39984),(32 102.739235),(33 179.2715),(34 104.41202),(35 180.24042),(36 106.07349),(37 182.38223),(38 110.731224),(39 185.32936),(40 112.891975),(41 188.15251),(42 115.524086),(43 188.73033),(44 117.5046),(45 193.22473),(46 120.63874),(47 194.48453),(48 122.66491),(49 196.88576),(50 125.45907),(51 198.1107),(52 126.21228),(53 199.95494),(54 128.87675),(55 201.37602),(56 130.57431),(57 203.80002),(58 132.50922),(59 204.32922),(60 132.17021),(61 205.22446),(62 133.06157),(63 205.06732),(64 133.2379),(65 206.15245),(66 133.43236),(67 205.0636),(68 133.11914),(69 206.43639),(70 132.4092),(71 204.63763),(72 132.5813),(73 206.81502),(74 134.12677),(75 206.73549),(76 133.40938),(77 206.31181),(78 133.96706),(79 205.89497),
(1 128.65839),(2 64.44978),(3 147.97105),(4 75.703),(5 156.00745),(6 82.96483),(7 161.05843),(8 87.717476),(9 167.1678),(10 90.46986),(11 168.54364),(12 92.7918),(13 171.63907),(14 95.23351),(15 170.94495),(16 94.42741),(17 171.97662),(18 95.62371),(19 171.93398),(20 95.05689),(21 173.39693),(22 95.86752),(23 171.45143),(24 95.65516),(25 173.11897),(26 97.60752),(27 172.19081),(28 97.50558),(29 174.13638),(30 99.864395),(31 176.3005),(32 102.57179),(33 178.92027),(34 105.05949),(35 180.35931),(36 107.66618),(37 182.80751),(38 110.3324),(39 185.08688),(40 112.24079),(41 188.13264),(42 115.050224),(43 188.77437),(44 117.30888),(45 191.9249),(46 120.16302),(47 192.2317),(48 121.43718),(49 195.57709),(50 123.34978),(51 196.46712),(52 125.36748),(53 199.38614),(54 127.077965),(55 198.72383),(56 128.0236),(57 200.2638),(58 128.0961),(59 198.9062),(60 127.47442),(61 200.46326),(62 128.97055),(63 199.54553),(64 127.87524),(65 200.82964),(66 128.82036),(67 200.62823),(68 130.17542),(69 203.50616),(70 130.58566),(71 204.24431),(72 131.78076),(73 204.39015),(74 131.84142),(75 203.84799),(76 131.19997),(77 204.19827),(78 130.18991),(79 202.43314),
(1 123.50468),(2 62.231323),(3 142.20424),(4 73.88451),(5 150.69872),(6 80.685036),(7 155.22827),(8 85.1915),(9 160.25009),(10 87.02006),(11 160.95018),(12 89.40616),(13 163.02266),(14 91.5247),(15 163.48997),(16 91.24039),(17 164.40753),(18 91.8223),(19 164.76851),(20 92.14963),(21 166.0419),(22 93.62442),(23 165.88661),(24 93.123634),(25 167.60298),(26 95.53121),(27 168.78952),(28 96.0124),(29 169.07938),(30 97.90021),(31 170.5701),(32 99.909996),(33 172.3282),(34 101.84187),(35 174.2143),(36 104.79745),(37 177.94846),(38 108.71483),(39 181.5404),(40 110.49276),(41 183.26251),(42 113.236275),(43 184.7598),(44 116.51028),(45 188.48901),(46 119.20938),(47 190.79695),(48 120.965),(49 191.96663),(50 123.59301),(51 193.14346),(52 124.822395),(53 195.98615),(54 127.20723),(55 196.7006),(56 127.59379),(57 198.01694),(58 127.156006),(59 197.07217),(60 126.97772),(61 197.28491),(62 126.84901),(63 195.9104),(64 126.52405),(65 197.40358),(66 127.0249),(67 195.5786),(68 126.98811),(69 197.51637),(70 128.47061),(71 197.56055),(72 128.75465),(73 199.75912),(74 129.56586),(75 197.72954),(76 128.2338),(77 198.59126),(78 127.1045),(79 196.51892),
(1 124.7355),(2 62.45766),(3 143.77516),(4 74.897736),(5 152.83208),(6 81.28668),(7 158.48624),(8 85.94158),(9 163.0933),(10 89.69382),(11 164.39455),(12 90.65573),(13 167.3553),(14 93.099525),(15 167.14189),(16 93.01331),(17 168.04686),(18 93.447044),(19 167.29604),(20 92.75115),(21 168.44449),(22 94.17875),(23 168.58524),(24 93.73745),(25 169.50334),(26 96.221375),(27 170.65385),(28 95.81238),(29 171.35149),(30 97.14245),(31 171.77875),(32 98.42815),(33 174.1582),(34 100.45196),(35 174.8489),(36 103.406975),(37 177.19673),(38 106.105804),(39 180.94652),(40 108.95815),(41 183.32773),(42 111.38471),(43 184.67136),(44 114.17172),(45 187.6919),(46 116.6007),(47 189.5406),(48 118.53292),(49 191.23685),(50 121.16377),(51 192.4844),(52 121.1709),(53 193.2667),(54 122.21301),(55 193.74608),(56 123.57249),(57 194.76106),(58 123.20099),(59 193.20514),(60 123.62023),(61 195.99306),(62 124.99747),(63 195.26024),(64 124.53094),(65 196.20502),(66 125.51198),(67 195.8295),(68 125.48068),(69 197.67989),(70 125.80969),(71 196.72304),(72 126.81203),(73 198.9374),(74 127.07496),(75 199.00945),(76 127.20593),(77 199.57965),(78 126.95907),(79 197.92096),
(1 122.89444),(2 61.88978),(3 141.98505),(4 74.33774),(5 151.48128),(6 81.96231),(7 156.64113),(8 86.03311),(9 162.09013),(10 89.80851),(11 164.1494),(12 90.604805),(13 165.73462),(14 92.021065),(15 165.53299),(16 92.68466),(17 167.00652),(18 92.76588),(19 165.24052),(20 91.84925),(21 165.52946),(22 92.90506),(23 165.96568),(24 92.47904),(25 165.73427),(26 94.22257),(27 167.59283),(28 95.551025),(29 168.22351),(30 96.679085),(31 169.72765),(32 99.13458),(33 172.35312),(34 102.21908),(35 173.9229),(36 104.667175),(37 177.98018),(38 109.50035),(39 180.93602),(40 111.07673),(41 184.30995),(42 114.61537),(43 185.86713),(44 115.64553),(45 187.44391),(46 118.44753),(47 189.58644),(48 120.72899),(49 192.53033),(50 123.50797),(51 193.15347),(52 124.093376),(53 195.28497),(54 126.59884),(55 196.69373),(56 127.62001),(57 197.07686),(58 127.71985),(59 196.29845),(60 127.91635),(61 198.0828),(62 128.81569),(63 197.94885),(64 129.32922),(65 199.81335),(66 131.54866),(67 199.73665),(68 131.66814),(69 200.96461),(70 131.79765),(71 200.3325),(72 132.08038),(73 202.17445),(74 133.19875),(75 201.13756),(76 131.81924),(77 201.78621),(78 132.976),(79 202.44873),
(1 123.2707),(2 61.537266),(3 142.41635),(4 74.631874),(5 151.4223),(6 82.28842),(7 157.2967),(8 87.38923),(9 163.01543),(10 90.19708),(11 164.255),(12 91.49491),(13 165.84093),(14 93.339264),(15 166.0787),(16 92.7317),(17 166.2328),(18 92.71151),(19 164.42432),(20 92.09049),(21 165.48563),(22 93.39956),(23 166.31017),(24 92.97635),(25 167.10753),(26 94.73611),(27 169.42973),(28 96.40081),(29 170.429),(30 97.43919),(31 171.5956),(32 100.0528),(33 172.80157),(34 101.534584),(35 173.39343),(36 103.80831),(37 176.92134),(38 107.74424),(39 179.88821),(40 110.6083),(41 183.34714),(42 113.6054),(43 185.66483),(44 115.82201),(45 188.62943),(46 118.27065),(47 188.913),(48 119.964096),(49 191.21245),(50 122.15349),(51 192.60915),(52 122.79534),(53 194.17177),(54 124.58806),(55 195.39526),(56 125.74469),(57 195.8362),(58 125.27434),(59 194.31685),(60 125.48917),(61 196.53967),(62 125.75223),(63 194.45859),(64 124.53938),(65 195.85126),(66 125.574036),(67 195.36078),(68 125.238686),(69 196.70067),(70 126.29965),(71 197.06339),(72 127.24448),(73 198.75897),(74 128.53314),(75 198.31644),(76 127.92492),(77 198.74275),(78 128.22966),(79 198.24133),
(1 122.69606),(2 60.82642),(3 140.69589),(4 72.86448),(5 148.48671),(6 79.422714),(7 154.36548),(8 84.862465),(9 159.58392),(10 88.22771),(11 160.97287),(12 89.710205),(13 163.48793),(14 91.495834),(15 162.63976),(16 91.811615),(17 164.51834),(18 91.86031),(19 164.37086),(20 92.8464),(21 165.58076),(22 93.949974),(23 165.82501),(24 93.99241),(25 166.45616),(26 94.64579),(27 167.00168),(28 94.97809),(29 168.2211),(30 96.54375),(31 169.56198),(32 98.87066),(33 171.50024),(34 101.596405),(35 172.78038),(36 103.27121),(37 176.30675),(38 107.700035),(39 179.64159),(40 109.27809),(41 181.36533),(42 111.72427),(43 184.07555),(44 115.3173),(45 187.13895),(46 119.326256),(47 189.35416),(48 122.07121),(49 192.31725),(50 124.10632),(51 193.43094),(52 124.82449),(53 194.23233),(54 125.99876),(55 195.17586),(56 126.92746),(57 197.19922),(58 128.41425),(59 196.43678),(60 127.25123),(61 198.18396),(62 129.37973),(63 198.25183),(64 129.2633),(65 199.27548),(66 130.55219),(67 199.23021),(68 129.82634),(69 200.35587),(70 130.40044),(71 201.23558),(72 131.54015),(73 201.92328),(74 132.70947),(75 202.4838),(76 133.35243),(77 202.37175),(78 132.22316),(79 200.17645),
(1 118.828384),(2 60.28755),(3 136.65752),(4 72.39175),(5 145.79453),(6 78.854355),(7 150.68596),(8 83.37878),(9 155.38512),(10 85.74269),(11 155.94745),(12 87.41442),(13 158.40497),(14 88.65853),(15 157.57826),(16 88.308655),(17 158.57999),(18 89.34546),(19 158.00368),(20 89.37751),(21 159.20865),(22 89.91256),(23 159.39247),(24 90.01719),(25 159.61511),(26 91.96962),(27 160.70299),(28 92.336716),(29 161.89711),(30 93.8309),(31 162.74057),(32 94.87157),(33 164.6845),(34 97.73905),(35 166.98763),(36 99.921524),(37 169.28508),(38 103.283745),(39 172.77785),(40 106.71632),(41 175.7267),(42 109.369316),(43 177.32121),(44 111.750946),(45 179.45041),(46 112.738556),(47 179.7821),(48 115.21751),(49 182.05235),(50 117.49124),(51 183.61609),(52 118.30652),(53 184.84933),(54 119.54557),(55 186.74123),(56 120.64605),(57 186.97958),(58 121.01894),(59 187.23192),(60 121.59442),(61 187.13185),(62 121.107155),(63 187.37505),(64 121.43826),(65 188.78491),(66 123.30458),(67 190.03787),(68 124.12023),(69 190.08566),(70 123.45978),(71 191.07156),(72 125.30635),(73 193.10258),(74 126.22663),(75 192.9378),(76 126.57811),(77 192.82469),(78 125.85399),(79 193.62395),
(1 120.490005),(2 59.736694),(3 138.5122),(4 71.733154),(5 146.71027),(6 78.83794),(7 151.96),(8 83.24565),(9 156.8996),(10 85.886826),(11 157.11108),(12 87.23988),(13 159.52223),(14 89.68023),(15 160.66235),(16 89.104416),(17 161.27362),(18 89.94311),(19 160.80225),(20 89.52167),(21 162.18095),(22 90.118324),(23 161.50471),(24 89.819),(25 163.19618),(26 92.06741),(27 164.15628),(28 91.90458),(29 165.56673),(30 94.263214),(31 166.62195),(32 95.98064),(33 168.99083),(34 98.14158),(35 168.83987),(36 99.62972),(37 172.9936),(38 102.942314),(39 175.02353),(40 106.08578),(41 177.87677),(42 108.6721),(43 179.6603),(44 111.62831),(45 183.27621),(46 114.192215),(47 182.86647),(48 115.45995),(49 186.57956),(50 117.627594),(51 187.89067),(52 120.03313),(53 190.22427),(54 122.11193),(55 190.95398),(56 122.3544),(57 191.2612),(58 121.91262),(59 190.5371),(60 122.539185),(61 190.4159),(62 121.82309),(63 190.96457),(64 121.92947),(65 192.04356),(66 122.67281),(67 191.37613),(68 122.611015),(69 193.01782),(70 123.97818),(71 192.93562),(72 124.77535),(73 194.09148),(74 124.95109),(75 193.06941),(76 123.55279),(77 193.03993),(78 123.69246),(79 191.8261),
(1 117.555885),(2 58.359753),(3 135.37465),(4 69.83595),(5 143.44089),(6 76.62342),(7 148.22704),(8 81.41798),(9 153.51201),(10 84.25326),(11 153.90788),(12 85.33615),(13 155.80197),(14 87.65778),(15 157.34718),(16 87.30179),(17 157.8664),(18 88.673164),(19 158.04855),(20 88.58409),(21 159.43701),(22 88.69869),(23 158.50267),(24 88.40236),(25 158.8133),(26 89.299805),(27 159.8307),(28 91.68351),(29 162.22102),(30 91.74368),(31 162.07748),(32 92.50899),(33 163.35835),(34 94.73445),(35 164.4776),(36 97.802734),(37 167.8155),(38 100.359795),(39 170.54584),(40 103.107414),(41 172.78111),(42 105.861664),(43 175.102),(44 109.24513),(45 177.54419),(46 111.62773),(47 178.14748),(48 113.14693),(49 180.77213),(50 116.07571),(51 183.17921),(52 117.17428),(53 183.73097),(54 117.874725),(55 183.62341),(56 118.47734),(57 184.81682),(58 118.90077),(59 184.47476),(60 118.95189),(61 184.84305),(62 118.41693),(63 183.30179),(64 117.36401),(65 184.1891),(66 118.13254),(67 183.68086),(68 117.92586),(69 186.04404),(70 119.719315),(71 184.34914),(72 119.24577),(73 185.56876),(74 119.10636),(75 186.3324),(76 119.2547),(77 186.72429),(78 119.74461),(79 185.0521),
(1 116.32005),(2 56.946575),(3 134.31226),(4 68.07466),(5 141.8884),(6 74.38593),(7 146.67761),(8 77.95941),(9 151.39156),(10 82.0358),(11 152.98302),(12 83.44774),(13 155.09332),(14 85.18083),(15 155.6438),(16 85.0544),(17 156.22697),(18 86.08662),(19 157.16466),(20 87.37935),(21 159.80716),(22 87.67284),(23 159.60013),(24 88.09439),(25 159.39095),(26 89.446396),(27 158.73538),(28 89.74033),(29 160.4048),(30 90.612595),(31 161.50948),(32 91.09483),(33 161.84634),(34 92.55445),(35 163.06946),(36 95.55104),(37 166.67802),(38 99.117195),(39 169.66173),(40 101.09339),(41 171.35745),(42 103.47636),(43 171.78726),(44 104.76813),(45 173.4395),(46 105.87844),(47 173.66599),(48 108.6473),(49 176.81287),(50 110.90105),(51 178.999),(52 113.3808),(53 180.73918),(54 113.86304),(55 180.24632),(56 114.45182),(57 181.44398),(58 115.0695),(59 181.63982),(60 116.27512),(61 183.28952),(62 115.9976),(63 182.65836),(64 116.49198),(65 184.56456),(66 118.07826),(67 185.129),(68 119.26857),(69 186.79579),(70 119.00376),(71 186.51358),(72 119.564316),(73 187.25278),(74 119.93567),(75 187.39047),(76 119.39923),(77 187.49182),(78 120.330826),(79 187.68329),
