1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 145.71153),(2 157.13728),(3 164.91496),(4 172.06062),(5 174.62776),(6 176.71085),(7 181.01727),(8 182.73265),(9 184.03175),(10 183.64502),(11 186.12555),(12 188.1144),(13 189.12453),(14 190.5511),(15 191.25682),(16 191.29733),(17 194.091),(18 193.6678),(19 198.82875),(20 201.24463),(21 201.15897),(22 201.60295),(23 203.18561),(24 204.22404),(25 206.0287),(26 205.56761),(27 208.23741),(28 211.58401),(29 210.87305),(30 208.79945),(31 210.401),(32 210.68573),(33 212.7052),(34 214.97655),(35 214.25499),(36 216.26659),(37 216.30472),(38 217.14774),(39 216.80353),(40 216.25198),(41 214.16193),(42 214.45157),(43 215.02965),(44 215.18834),(45 216.61574),(46 216.88695),(47 214.75352),(48 218.44069),(49 218.0899),(50 218.87787),(51 216.88672),(52 214.36813),(53 215.47832),(54 215.70207),(55 213.31546),(56 211.7489),(57 210.94447),(58 210.15977),(59 207.71059),(60 206.065),(61 208.94504),(62 208.66298),(63 209.03891),(64 212.9087),(65 211.17667),(66 212.79773),(67 213.04073),(68 211.32089),(69 210.6208),(70 208.81038),(71 207.19089),(72 207.20525),(73 206.73048),(74 209.18428),(75 204.30144),(76 209.35587),(77 207.50674),(78 210.16911),(79 211.46346),
(1 146.06686),(2 154.45172),(3 164.49464),(4 170.81767),(5 173.90437),(6 176.08568),(7 179.29242),(8 181.4528),(9 182.62965),(10 183.36053),(11 187.31015),(12 187.9498),(13 193.69104),(14 192.34483),(15 193.46184),(16 195.67175),(17 195.14207),(18 196.17549),(19 200.3254),(20 198.88377),(21 202.22394),(22 204.01724),(23 205.26572),(24 204.60597),(25 206.82057),(26 208.59409),(27 209.76451),(28 212.34648),(29 211.87592),(30 212.54274),(31 213.78917),(32 213.47191),(33 216.78024),(34 218.74788),(35 218.06569),(36 218.4007),(37 219.86012),(38 220.7252),(39 219.2003),(40 218.59059),(41 217.3668),(42 217.40215),(43 219.9155),(44 218.32568),(45 222.21988),(46 219.93332),(47 218.98679),(48 221.21896),(49 220.16466),(50 219.82076),(51 219.62375),(52 217.75208),(53 215.39973),(54 216.58684),(55 214.86899),(56 215.812),(57 214.0244),(58 212.61287),(59 210.10593),(60 210.2146),(61 211.54424),(62 209.08931),(63 209.75703),(64 211.579),(65 209.2308),(66 210.70686),(67 211.9268),(68 211.09134),(69 210.35635),(70 210.62949),(71 209.25623),(72 208.91956),(73 209.73322),(74 209.3411),(75 207.81992),(76 210.98897),(77 210.07121),(78 213.7796),(79 214.07347),
(1 143.4418),(2 153.3879),(3 160.42639),(4 164.42825),(5 171.1338),(6 172.79857),(7 176.16295),(8 179.18982),(9 179.41203),(10 176.97354),(11 180.235),(12 183.54446),(13 183.2416),(14 185.61252),(15 186.17296),(16 189.05276),(17 187.26353),(18 190.29279),(19 193.45213),(20 195.8536),(21 195.371),(22 197.4279),(23 198.4555),(24 200.07858),(25 200.16328),(26 204.80763),(27 207.4914),(28 210.02652),(29 208.2865),(30 208.86034),(31 211.80801),(32 211.72935),(33 210.17645),(34 215.0503),(35 213.46901),(36 214.69316),(37 217.38368),(38 217.13846),(39 215.92467),(40 216.47252),(41 215.86183),(42 215.52614),(43 216.1435),(44 218.85612),(45 219.62721),(46 216.60344),(47 217.34608),(48 216.93152),(49 217.08423),(50 217.2153),(51 214.83418),(52 214.09062),(53 213.716),(54 211.93275),(55 211.25394),(56 211.37206),(57 209.68704),(58 209.52525),(59 207.82991),(60 207.38779),(61 208.65134),(62 207.44211),(63 209.54858),(64 211.5273),(65 209.3073),(66 210.80145),(67 210.06528),(68 210.40173),(69 208.47963),(70 205.02667),(71 203.63667),(72 204.16011),(73 204.66594),(74 204.54167),(75 203.81741),(76 206.75706),(77 207.73961),(78 208.04227),(79 210.67009),
(1 142.98746),(2 151.43132),(3 159.3391),(4 166.62738),(5 169.93365),(6 169.184),(7 173.52109),(8 176.11159),(9 176.6772),(10 177.59505),(11 179.53738),(12 183.73343),(13 182.29984),(14 183.1646),(15 184.69124),(16 185.05241),(17 184.66263),(18 187.86272),(19 188.98254),(20 192.43411),(21 192.57753),(22 192.40645),(23 192.58983),(24 194.5557),(25 194.63626),(26 196.53568),(27 199.87256),(28 201.03026),(29 202.00195),(30 202.51172),(31 204.53471),(32 205.53647),(33 206.22046),(34 206.40529),(35 207.11787),(36 205.94922),(37 209.20491),(38 208.46947),(39 209.29057),(40 210.13046),(41 210.36266),(42 209.90543),(43 210.5818),(44 213.66367),(45 214.66058),(46 214.22087),(47 214.93504),(48 218.02403),(49 214.3703),(50 215.60684),(51 213.266),(52 212.06805),(53 212.15837),(54 211.01984),(55 212.07675),(56 211.8464),(57 211.16191),(58 209.35846),(59 208.22266),(60 204.39162),(61 206.30817),(62 204.3525),(63 207.88991),(64 207.7658),(65 206.85175),(66 206.14903),(67 206.33395),(68 206.43358),(69 204.73201),(70 202.28659),(71 203.45633),(72 202.2519),(73 202.73837),(74 202.90279),(75 203.87926),(76 203.19089),(77 202.82433),(78 206.15462),(79 208.04588),
(1 137.88527),(2 146.97499),(3 155.38629),(4 161.1511),(5 163.35043),(6 163.22276),(7 168.43741),(8 171.01793),(9 171.89667),(10 172.0848),(11 176.29436),(12 177.14966),(13 175.84938),(14 178.96896),(15 179.36137),(16 177.80267),(17 179.83217),(18 182.0087),(19 182.58315),(20 185.16484),(21 184.39618),(22 187.8313),(23 188.6883),(24 187.41705),(25 189.57233),(26 192.81177),(27 196.36444),(28 197.05768),(29 200.46014),(30 201.01697),(31 204.2244),(32 204.7654),(33 204.30609),(34 204.99693),(35 206.53981),(36 206.31071),(37 208.45592),(38 208.4992),(39 212.73906),(40 212.20926),(41 213.86836),(42 214.62491),(43 213.70374),(44 216.69519),(45 216.3122),(46 215.0463),(47 213.88364),(48 216.31178),(49 216.23668),(50 212.24109),(51 212.58987),(52 210.321),(53 210.54607),(54 208.25551),(55 206.99605),(56 207.14758),(57 205.96805),(58 204.71309),(59 206.69102),(60 203.10088),(61 204.4773),(62 202.23625),(63 202.29483),(64 205.0954),(65 204.45686),(66 205.22186),(67 204.85074),(68 203.2098),(69 202.47646),(70 202.1204),(71 202.9449),(72 200.79593),(73 200.634),(74 198.70538),(75 199.38605),(76 200.43776),(77 199.92766),(78 202.44684),(79 206.04314),
(1 137.49101),(2 149.19046),(3 155.40746),(4 160.9458),(5 163.19017),(6 165.60919),(7 169.29294),(8 171.17369),(9 175.5122),(10 173.07649),(11 177.08452),(12 180.35417),(13 180.07751),(14 181.07114),(15 182.52959),(16 182.68617),(17 184.95961),(18 184.70468),(19 187.12044),(20 188.06479),(21 187.75478),(22 189.50034),(23 193.87437),(24 193.16747),(25 194.01117),(26 194.90817),(27 198.90451),(28 200.90045),(29 205.9126),(30 204.83447),(31 207.88513),(32 209.579),(33 212.38734),(34 211.39561),(35 213.3898),(36 212.25668),(37 213.47241),(38 213.39055),(39 214.73303),(40 215.52065),(41 213.91959),(42 215.54564),(43 215.04027),(44 215.77904),(45 216.95529),(46 216.07036),(47 216.73775),(48 221.06062),(49 220.17612),(50 218.27817),(51 215.19498),(52 213.332),(53 213.18114),(54 214.28748),(55 210.28732),(56 209.8363),(57 211.90817),(58 209.91345),(59 209.97522),(60 207.83728),(61 209.35194),(62 208.14307),(63 208.09413),(64 208.76088),(65 209.70918),(66 209.78685),(67 208.00282),(68 208.82878),(69 208.5571),(70 208.03284),(71 207.1167),(72 204.92564),(73 208.17455),(74 206.47229),(75 206.09808),(76 207.2267),(77 207.98558),(78 209.41797),(79 212.3506),
(1 135.87314),(2 147.91359),(3 151.56335),(4 158.92241),(5 162.74678),(6 164.20135),(7 168.58752),(8 168.79602),(9 172.78893),(10 172.28809),(11 175.40048),(12 178.722),(13 180.22884),(14 178.49913),(15 182.67601),(16 182.36382),(17 184.83205),(18 187.67758),(19 188.61336),(20 191.04637),(21 190.41948),(22 193.0291),(23 194.8997),(24 197.42891),(25 198.43561),(26 200.26463),(27 203.00168),(28 206.08684),(29 207.92238),(30 206.74397),(31 207.46008),(32 209.9604),(33 211.34937),(34 211.68034),(35 215.414),(36 214.81384),(37 216.35321),(38 217.47672),(39 217.62743),(40 216.50302),(41 214.46921),(42 215.86096),(43 215.7479),(44 216.60016),(45 217.79085),(46 215.93231),(47 215.34178),(48 217.62593),(49 215.81029),(50 215.5047),(51 213.97604),(52 208.99126),(53 212.02296),(54 209.64914),(55 209.14964),(56 206.36943),(57 207.05742),(58 207.72871),(59 205.43707),(60 204.22513),(61 204.99326),(62 204.50311),(63 205.35501),(64 210.34764),(65 208.73254),(66 206.79596),(67 207.77577),(68 208.06473),(69 208.59018),(70 207.5836),(71 206.20854),(72 205.59639),(73 209.13249),(74 205.74925),(75 205.5342),(76 206.71188),(77 206.40956),(78 208.93344),(79 212.21083),
(1 136.1405),(2 145.88107),(3 152.89738),(4 160.65276),(5 163.82913),(6 162.7578),(7 167.85168),(8 168.5233),(9 170.82343),(10 170.38289),(11 174.1898),(12 175.92395),(13 176.24765),(14 178.93816),(15 180.4414),(16 180.71904),(17 182.36584),(18 184.01352),(19 185.24962),(20 188.06566),(21 190.06728),(22 189.74449),(23 190.48285),(24 190.12119),(25 193.93407),(26 194.58829),(27 198.06316),(28 199.92258),(29 203.07324),(30 203.26729),(31 203.62521),(32 204.9446),(33 205.86041),(34 207.82108),(35 209.02258),(36 209.30879),(37 211.28049),(38 212.95216),(39 213.48912),(40 213.22809),(41 212.24054),(42 212.40057),(43 214.94183),(44 212.51622),(45 213.72891),(46 214.97937),(47 213.54086),(48 214.00063),(49 215.32645),(50 213.7123),(51 212.41109),(52 209.06589),(53 208.11629),(54 205.40025),(55 205.64572),(56 204.20512),(57 203.49329),(58 203.33739),(59 200.07787),(60 200.64574),(61 200.88814),(62 200.60162),(63 200.85326),(64 204.65242),(65 204.35962),(66 203.12958),(67 204.9118),(68 202.61203),(69 202.75075),(70 201.29257),(71 200.15268),(72 200.04317),(73 202.16621),(74 202.03784),(75 202.9147),(76 202.83249),(77 204.46779),(78 204.52097),(79 208.76637),
(1 135.04036),(2 145.88365),(3 151.1855),(4 156.0965),(5 162.17056),(6 162.29475),(7 165.27208),(8 168.1035),(9 168.7268),(10 171.93378),(11 174.41277),(12 177.25598),(13 176.94447),(14 177.48752),(15 176.58177),(16 177.13454),(17 178.7867),(18 180.79733),(19 184.3475),(20 186.61134),(21 186.20798),(22 187.15431),(23 189.85461),(24 188.98077),(25 191.58098),(26 192.02676),(27 194.93797),(28 196.2776),(29 200.65118),(30 199.77132),(31 200.51468),(32 203.22371),(33 208.17697),(34 208.05687),(35 209.8581),(36 211.68411),(37 212.52753),(38 214.48381),(39 213.7603),(40 213.53297),(41 213.31822),(42 214.76282),(43 214.52795),(44 216.01323),(45 214.45784),(46 215.62366),(47 214.28665),(48 217.26402),(49 217.13635),(50 216.1484),(51 216.23114),(52 212.72887),(53 212.32088),(54 208.59047),(55 209.71382),(56 207.94824),(57 205.64688),(58 207.00398),(59 202.15125),(60 199.8366),(61 200.101),(62 201.58177),(63 200.0854),(64 201.9847),(65 203.85863),(66 202.02255),(67 203.75195),(68 201.39693),(69 203.23415),(70 199.48543),(71 200.6991),(72 198.71858),(73 199.1324),(74 196.61119),(75 198.56018),(76 200.6639),(77 201.4098),(78 203.30193),(79 205.22124),
(1 130.683),(2 144.91818),(3 149.73589),(4 153.5821),(5 159.75986),(6 158.16106),(7 163.43921),(8 166.06465),(9 166.9326),(10 171.82286),(11 173.49191),(12 175.55399),(13 176.82724),(14 176.58388),(15 178.51031),(16 179.3158),(17 180.46172),(18 185.76654),(19 188.92482),(20 191.88521),(21 191.77509),(22 193.99657),(23 195.66212),(24 196.64545),(25 199.99313),(26 199.91449),(27 202.68289),(28 203.83409),(29 208.54459),(30 208.80458),(31 208.79167),(32 210.31058),(33 214.13376),(34 214.76485),(35 214.52657),(36 215.70215),(37 219.11157),(38 219.37468),(39 217.93471),(40 217.37338),(41 218.1314),(42 218.86603),(43 219.2727),(44 218.29404),(45 219.04312),(46 220.26544),(47 218.89088),(48 218.58658),(49 216.99649),(50 217.54411),(51 216.19368),(52 214.24545),(53 213.86661),(54 211.74191),(55 211.48245),(56 209.26826),(57 208.07768),(58 207.77039),(59 208.22453),(60 204.92363),(61 205.23228),(62 207.1008),(63 209.15642),(64 208.51358),(65 207.28882),(66 207.31316),(67 209.1548),(68 209.29027),(69 206.91747),(70 207.28781),(71 209.12071),(72 203.38193),(73 203.2907),(74 202.34598),(75 203.00597),(76 202.03238),(77 202.19537),(78 203.56232),(79 205.40808),
(1 132.68158),(2 144.38113),(3 152.04335),(4 156.40843),(5 162.38998),(6 162.04704),(7 167.03491),(8 170.88132),(9 170.1463),(10 172.57816),(11 175.51056),(12 175.5396),(13 180.18097),(14 180.32556),(15 181.92558),(16 182.87994),(17 187.28688),(18 188.20984),(19 191.03537),(20 193.84589),(21 192.44392),(22 195.27292),(23 195.44249),(24 197.74156),(25 201.84859),(26 204.0125),(27 207.70654),(28 207.90166),(29 210.04831),(30 211.01805),(31 213.13318),(32 212.83452),(33 217.791),(34 218.8279),(35 220.55878),(36 220.0843),(37 221.53328),(38 221.55644),(39 222.1903),(40 220.16803),(41 220.48254),(42 222.6643),(43 219.00238),(44 222.35332),(45 222.1462),(46 220.90793),(47 219.4955),(48 220.29485),(49 217.84076),(50 215.38332),(51 213.29242),(52 213.67708),(53 214.423),(54 212.16855),(55 213.77347),(56 211.8057),(57 210.03484),(58 208.01701),(59 211.4794),(60 207.79794),(61 204.93463),(62 206.39029),(63 205.33493),(64 207.93178),(65 204.6492),(66 205.66176),(67 206.93036),(68 207.35881),(69 206.34584),(70 205.06813),(71 203.87689),(72 202.42119),(73 203.99637),(74 203.5419),(75 201.11859),(76 202.39795),(77 200.98541),(78 203.86168),(79 206.3718),
(1 128.51341),(2 138.98962),(3 144.8272),(4 149.85992),(5 154.76816),(6 156.10782),(7 160.36461),(8 161.5354),(9 162.96126),(10 163.8543),(11 169.03265),(12 170.351),(13 170.8802),(14 171.9019),(15 173.77817),(16 174.32497),(17 176.80173),(18 179.93094),(19 181.99182),(20 184.38016),(21 184.737),(22 184.54048),(23 187.42502),(24 188.12224),(25 190.87408),(26 192.7278),(27 195.24971),(28 193.13158),(29 195.91634),(30 198.47928),(31 200.80914),(32 200.73975),(33 203.64424),(34 203.65189),(35 204.15114),(36 205.90672),(37 207.19534),(38 207.70708),(39 208.4816),(40 208.20642),(41 208.77307),(42 209.13985),(43 210.73051),(44 209.5059),(45 208.7816),(46 210.26007),(47 209.10025),(48 209.77296),(49 209.68465),(50 207.60338),(51 205.43996),(52 203.21135),(53 203.20097),(54 201.38245),(55 203.40826),(56 203.2964),(57 200.18196),(58 200.59532),(59 201.80014),(60 200.79631),(61 199.35516),(62 200.96683),(63 197.64761),(64 200.02284),(65 199.77087),(66 199.54895),(67 199.57597),(68 199.74855),(69 197.68222),(70 195.18047),(71 194.87328),(72 191.65434),(73 193.05351),(74 191.27759),(75 191.27051),(76 193.90224),(77 192.08636),(78 195.41852),(79 196.62439),
(1 128.84636),(2 138.35333),(3 145.24657),(4 150.4493),(5 153.25774),(6 155.18231),(7 160.78076),(8 161.41882),(9 160.75397),(10 160.29628),(11 165.31941),(12 167.86397),(13 168.60126),(14 170.35287),(15 172.86716),(16 174.14757),(17 175.43677),(18 178.14413),(19 179.48836),(20 180.60957),(21 181.57664),(22 184.63568),(23 185.8859),(24 185.5042),(25 188.38222),(26 188.80661),(27 192.53503),(28 193.75208),(29 194.56541),(30 195.39093),(31 198.30687),(32 198.79079),(33 201.13832),(34 200.15956),(35 199.90573),(36 203.00468),(37 204.66463),(38 203.16884),(39 205.58607),(40 204.48424),(41 202.60396),(42 202.7089),(43 204.31142),(44 202.60902),(45 200.28424),(46 200.46481),(47 196.99373),(48 199.48914),(49 197.84561),(50 196.73708),(51 196.5064),(52 194.68265),(53 193.8237),(54 192.11609),(55 191.85555),(56 194.57304),(57 192.38046),(58 191.6589),(59 191.44406),(60 189.07501),(61 189.99225),(62 189.6655),(63 189.11845),(64 191.17206),(65 191.30316),(66 192.05382),(67 192.20857),(68 192.80676),(69 190.84627),(70 190.28415),(71 188.97772),(72 187.53862),(73 189.48558),(74 189.7582),(75 190.4054),(76 190.27214),(77 190.3238),(78 191.61714),(79 193.77687),
(1 123.292175),(2 134.83469),(3 144.18793),(4 149.3943),(5 152.9918),(6 152.81258),(7 156.75232),(8 157.22923),(9 158.28423),(10 155.71323),(11 160.03757),(12 162.22206),(13 163.5854),(14 164.15681),(15 167.86433),(16 168.12242),(17 169.27419),(18 171.02045),(19 172.63063),(20 177.14113),(21 174.79465),(22 176.71376),(23 178.94342),(24 180.55292),(25 182.64622),(26 183.36859),(27 186.27237),(28 190.0129),(29 191.42398),(30 191.6482),(31 192.87164),(32 195.818),(33 198.78967),(34 199.15317),(35 199.07446),(36 199.67528),(37 199.75197),(38 201.86552),(39 201.968),(40 203.50449),(41 203.25244),(42 203.5495),(43 203.54),(44 203.84048),(45 202.40387),(46 202.65382),(47 200.76802),(48 203.5326),(49 203.81795),(50 200.92934),(51 200.49776),(52 200.67407),(53 200.50615),(54 199.25111),(55 197.33797),(56 195.68681),(57 197.00327),(58 196.14746),(59 195.2966),(60 193.81062),(61 191.50276),(62 191.60588),(63 192.83437),(64 191.83769),(65 189.50203),(66 191.69653),(67 191.50478),(68 192.39017),(69 189.9625),(70 188.55147),(71 188.1776),(72 184.79726),(73 187.21179),(74 186.18993),(75 186.01201),(76 185.79655),(77 186.75533),(78 188.34903),(79 189.40337),
(1 123.36469),(2 136.50464),(3 141.0607),(4 147.27293),(5 150.6593),(6 152.68073),(7 155.91016),(8 155.91226),(9 158.71527),(10 158.90942),(11 162.67883),(12 163.45663),(13 164.75587),(14 164.50438),(15 166.13144),(16 166.8443),(17 169.01428),(18 170.5154),(19 172.30206),(20 173.79324),(21 174.70898),(22 175.01953),(23 177.81209),(24 179.82597),(25 183.47081),(26 183.49025),(27 185.76299),(28 187.7255),(29 186.95908),(30 186.4182),(31 187.97935),(32 188.10321),(33 190.00565),(34 189.5339),(35 191.11061),(36 192.79738),(37 192.07384),(38 194.7493),(39 195.88808),(40 193.39456),(41 195.60358),(42 196.84651),(43 195.40404),(44 196.70833),(45 195.81705),(46 198.16022),(47 195.1562),(48 196.8052),(49 196.7269),(50 194.8117),(51 194.62332),(52 191.86174),(53 193.93272),(54 189.52074),(55 190.22514),(56 189.01637),(57 188.20865),(58 188.64078),(59 187.64914),(60 185.55276),(61 186.31606),(62 186.52055),(63 186.57385),(64 189.04713),(65 186.21603),(66 187.30841),(67 188.23067),(68 189.49474),(69 189.54439),(70 186.90741),(71 188.31587),(72 185.2669),(73 189.42653),(74 187.86948),(75 188.41667),(76 187.26797),(77 187.11407),(78 187.34114),(79 188.8366),
(1 124.59685),(2 136.06117),(3 141.66605),(4 145.94237),(5 151.35928),(6 154.0695),(7 157.85088),(8 157.19817),(9 157.8184),(10 159.60562),(11 161.20769),(12 163.13756),(13 165.28998),(14 168.24702),(15 168.19798),(16 169.56917),(17 173.04056),(18 176.37498),(19 177.14105),(20 178.7796),(21 180.73607),(22 182.54836),(23 183.05946),(24 186.74829),(25 187.9329),(26 191.26573),(27 192.37352),(28 194.12558),(29 195.62337),(30 194.98517),(31 199.10382),(32 200.53392),(33 201.13939),(34 202.08333),(35 203.97766),(36 203.15384),(37 205.55537),(38 206.38503),(39 206.0576),(40 206.81284),(41 207.94144),(42 207.42131),(43 206.5679),(44 208.0916),(45 208.24402),(46 210.0899),(47 208.3623),(48 210.30734),(49 207.0633),(50 208.88753),(51 208.33289),(52 205.2311),(53 206.0913),(54 202.98897),(55 203.35895),(56 200.49838),(57 200.4127),(58 199.73987),(59 198.45975),(60 197.44696),(61 196.922),(62 195.70328),(63 197.17523),(64 196.9052),(65 194.33641),(66 193.59247),(67 194.94516),(68 194.94168),(69 195.1273),(70 193.3548),(71 193.82846),(72 191.94604),(73 194.0738),(74 192.57356),(75 191.42241),(76 191.98088),(77 192.4549),(78 192.69994),(79 193.86711),
(1 122.0383),(2 132.61522),(3 138.6094),(4 142.91814),(5 147.80547),(6 148.11244),(7 154.24123),(8 154.46391),(9 155.40202),(10 155.9117),(11 159.75233),(12 161.26254),(13 163.77254),(14 164.81847),(15 167.85915),(16 168.94498),(17 171.24104),(18 174.30862),(19 174.53021),(20 178.54626),(21 179.10498),(22 180.65558),(23 185.9054),(24 186.68027),(25 190.56285),(26 190.22551),(27 194.87643),(28 196.08745),(29 197.64664),(30 196.47151),(31 200.94334),(32 198.81268),(33 200.82536),(34 200.66272),(35 201.91034),(36 202.40991),(37 205.19923),(38 206.67166),(39 206.64616),(40 205.78229),(41 205.75032),(42 205.25807),(43 206.93042),(44 207.2082),(45 206.66911),(46 207.69383),(47 206.66331),(48 207.82239),(49 202.57808),(50 202.69475),(51 200.01836),(52 197.54752),(53 199.32085),(54 195.84167),(55 198.12314),(56 195.72482),(57 194.6264),(58 193.88719),(59 192.86955),(60 191.23004),(61 191.99475),(62 191.45526),(63 192.0683),(64 192.44212),(65 192.71806),(66 193.33936),(67 193.39742),(68 192.28355),(69 192.38765),(70 192.46005),(71 190.97574),(72 189.08656),(73 192.6655),(74 189.24786),(75 188.8412),(76 190.4139),(77 189.71417),(78 192.06444),(79 193.4914),
(1 120.86273),(2 131.93651),(3 137.15468),(4 142.52428),(5 147.98517),(6 149.60915),(7 153.13237),(8 152.753),(9 155.93066),(10 157.52881),(11 157.9157),(12 160.4905),(13 163.34288),(14 164.77539),(15 167.06377),(16 166.16592),(17 168.94614),(18 171.4462),(19 172.89204),(20 176.72478),(21 178.35316),(22 181.9222),(23 183.88129),(24 184.41048),(25 187.82231),(26 189.67453),(27 191.91371),(28 193.50095),(29 195.74501),(30 192.79684),(31 195.77823),(32 196.20854),(33 200.2577),(34 201.29135),(35 202.149),(36 202.69661),(37 205.93614),(38 206.56047),(39 206.89697),(40 204.82529),(41 205.91754),(42 206.64221),(43 206.38977),(44 206.43843),(45 204.83354),(46 207.27693),(47 205.27838),(48 207.99155),(49 207.33559),(50 206.46484),(51 203.59349),(52 203.38892),(53 204.15073),(54 200.36334),(55 202.42166),(56 199.98761),(57 200.11838),(58 198.783),(59 198.12564),(60 196.05278),(61 196.21667),(62 196.40723),(63 194.94865),(64 197.44936),(65 196.53918),(66 196.9307),(67 196.3498),(68 196.04651),(69 195.49193),(70 192.21272),(71 191.55902),(72 188.5734),(73 191.06978),(74 188.02545),(75 187.73277),(76 188.88818),(77 186.40915),(78 187.04794),(79 188.51059),
(1 120.419655),(2 132.88564),(3 136.58904),(4 142.33025),(5 145.35765),(6 144.53175),(7 150.79391),(8 150.9187),(9 152.6841),(10 152.78001),(11 153.97455),(12 156.70067),(13 158.62228),(14 158.03024),(15 160.30116),(16 159.438),(17 161.89499),(18 164.09644),(19 164.02568),(20 167.8758),(21 166.89996),(22 168.67484),(23 169.5669),(24 168.4959),(25 170.05966),(26 172.57462),(27 174.05464),(28 177.22624),(29 178.40211),(30 178.67139),(31 178.7669),(32 178.55698),(33 180.6961),(34 181.89752),(35 182.70628),(36 182.479),(37 184.09096),(38 184.54826),(39 185.88914),(40 184.86105),(41 184.87483),(42 186.20679),(43 187.08907),(44 187.63728),(45 185.67693),(46 186.80649),(47 186.36159),(48 188.6984),(49 187.86687),(50 186.79408),(51 185.10971),(52 184.5303),(53 185.40488),(54 182.91925),(55 183.11925),(56 182.34338),(57 181.69762),(58 179.64182),(59 181.24678),(60 178.97665),(61 179.13905),(62 180.16196),(63 177.64644),(64 178.9956),(65 179.63582),(66 180.08572),(67 179.05197),(68 179.41484),(69 178.64021),(70 175.28952),(71 173.76985),(72 173.11351),(73 176.35861),(74 172.75555),(75 171.80423),(76 172.28027),(77 172.04845),(78 171.09828),(79 176.34532),
