1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 118.7347),(2 130.48155),(3 135.16425),(4 137.7867),(5 144.87076),(6 144.35399),(7 146.78728),(8 149.91216),(9 149.81258),(10 151.41861),(11 152.95782),(12 155.36316),(13 157.50714),(14 157.63481),(15 159.8429),(16 159.59134),(17 161.87566),(18 162.63832),(19 163.6302),(20 165.6094),(21 165.17671),(22 167.54941),(23 166.8709),(24 167.47844),(25 168.56293),(26 171.40929),(27 172.04721),(28 172.96906),(29 174.59529),(30 175.39522),(31 177.20668),(32 179.10498),(33 181.25),(34 181.33794),(35 181.76022),(36 181.85963),(37 184.39745),(38 184.64024),(39 185.25777),(40 184.36594),(41 184.10306),(42 185.60214),(43 185.90929),(44 184.33136),(45 184.14679),(46 184.62862),(47 185.15952),(48 186.77527),(49 187.82353),(50 186.58688),(51 187.6641),(52 186.16412),(53 185.46873),(54 185.18031),(55 186.47998),(56 182.28362),(57 183.73721),(58 183.41644),(59 183.55693),(60 181.79588),(61 181.53922),(62 180.94919),(63 183.57767),(64 182.89284),(65 182.6571),(66 183.01042),(67 183.5219),(68 183.62402),(69 183.55653),(70 180.14131),(71 177.14201),(72 176.0596),(73 177.05777),(74 175.0439),(75 174.03656),(76 174.2881),(77 174.7442),(78 176.29167),(79 178.07135),
(1 118.351166),(2 127.013405),(3 133.75659),(4 137.26152),(5 143.06581),(6 144.0275),(7 146.62244),(8 148.53197),(9 149.39265),(10 151.95523),(11 153.53877),(12 155.57393),(13 157.92325),(14 158.34447),(15 158.82909),(16 158.8757),(17 159.76399),(18 164.49245),(19 165.49696),(20 166.65413),(21 168.99814),(22 170.77505),(23 170.11363),(24 171.29536),(25 172.99512),(26 173.97826),(27 175.8185),(28 177.68863),(29 180.43767),(30 178.04272),(31 181.28972),(32 182.29749),(33 182.53865),(34 185.07477),(35 188.4459),(36 187.49402),(37 189.6254),(38 191.44078),(39 189.9768),(40 190.6978),(41 190.17339),(42 191.62947),(43 192.06546),(44 191.5607),(45 191.54189),(46 189.68762),(47 188.5291),(48 190.85881),(49 190.46538),(50 189.84268),(51 188.41455),(52 187.32803),(53 187.36977),(54 183.72438),(55 185.13475),(56 184.12582),(57 183.15343),(58 181.76492),(59 184.11719),(60 180.343),(61 180.17203),(62 181.01062),(63 182.3511),(64 182.36894),(65 180.864),(66 182.94232),(67 183.57599),(68 183.55649),(69 181.02277),(70 178.57695),(71 176.89935),(72 175.37567),(73 178.29297),(74 176.4992),(75 175.13106),(76 176.05103),(77 174.87587),(78 177.78233),(79 178.36037),
(1 114.96919),(2 122.51955),(3 128.25629),(4 133.55463),(5 136.57573),(6 138.56989),(7 143.11253),(8 143.04892),(9 144.20796),(10 146.2073),(11 147.50452),(12 148.08992),(13 149.83351),(14 149.787),(15 153.0764),(16 152.63956),(17 153.48615),(18 157.18411),(19 157.84062),(20 157.7119),(21 159.77832),(22 159.683),(23 159.93944),(24 162.69368),(25 163.5773),(26 163.8698),(27 165.35542),(28 168.08159),(29 169.25458),(30 168.2246),(31 170.44286),(32 169.8349),(33 171.8202),(34 171.85854),(35 173.57831),(36 173.05823),(37 174.27466),(38 174.4966),(39 176.06917),(40 175.43997),(41 174.84097),(42 177.09132),(43 176.47461),(44 176.57823),(45 177.14183),(46 176.70775),(47 175.59824),(48 178.74782),(49 174.71513),(50 175.2479),(51 173.07393),(52 171.91498),(53 172.48079),(54 171.51561),(55 171.12666),(56 172.18944),(57 169.78749),(58 169.69952),(59 171.2578),(60 167.63153),(61 168.08627),(62 168.92416),(63 169.79314),(64 169.44595),(65 169.67003),(66 170.15381),(67 169.00471),(68 168.87917),(69 167.99393),(70 167.9366),(71 166.883),(72 164.5991),(73 167.1201),(74 166.85286),(75 164.90036),(76 166.66164),(77 165.61371),(78 169.59691),(79 170.72935),
(1 114.17536),(2 124.7115),(3 130.68915),(4 134.33144),(5 138.23006),(6 139.9741),(7 145.01099),(8 144.97552),(9 147.06946),(10 149.5629),(11 152.04437),(12 151.91847),(13 154.36417),(14 154.27719),(15 156.92831),(16 155.36206),(17 154.95053),(18 158.13393),(19 158.53204),(20 161.2383),(21 161.09712),(22 162.15375),(23 163.75203),(24 164.75473),(25 169.18462),(26 167.81519),(27 168.81085),(28 170.9473),(29 171.79317),(30 172.61035),(31 172.59064),(32 173.46835),(33 177.70677),(34 175.4544),(35 176.61617),(36 178.20985),(37 178.84435),(38 176.25095),(39 179.3314),(40 179.39317),(41 179.10576),(42 178.81645),(43 179.59563),(44 180.7151),(45 178.53987),(46 179.22176),(47 177.83858),(48 177.61087),(49 177.59453),(50 177.86078),(51 178.40256),(52 176.37402),(53 177.68463),(54 175.34537),(55 173.6505),(56 174.73135),(57 172.72491),(58 172.90599),(59 172.14581),(60 171.22995),(61 172.08032),(62 172.43463),(63 170.84251),(64 170.57881),(65 172.49239),(66 173.0673),(67 174.04913),(68 174.01302),(69 174.21857),(70 172.614),(71 172.02896),(72 170.99007),(73 173.98508),(74 172.84654),(75 171.67146),(76 172.7056),(77 171.37604),(78 175.7382),(79 177.2224),
(1 114.47354),(2 125.82558),(3 129.16667),(4 132.88042),(5 138.95511),(6 139.29988),(7 141.95268),(8 143.13298),(9 143.60298),(10 143.9459),(11 145.74843),(12 147.65224),(13 148.83556),(14 149.00034),(15 150.34918),(16 151.55383),(17 152.34793),(18 154.24234),(19 156.50833),(20 157.43726),(21 157.75124),(22 159.12074),(23 160.6584),(24 163.1614),(25 164.47249),(26 166.20386),(27 167.87859),(28 169.42696),(29 171.21294),(30 169.37686),(31 170.19528),(32 169.32535),(33 172.83696),(34 172.11328),(35 172.60402),(36 173.96318),(37 174.79648),(38 174.5949),(39 174.84941),(40 173.89386),(41 174.80656),(42 174.07408),(43 174.4383),(44 177.32104),(45 175.11821),(46 176.46207),(47 175.66597),(48 176.66336),(49 174.60638),(50 174.52924),(51 172.33153),(52 171.48341),(53 171.04384),(54 170.69566),(55 169.74869),(56 170.08577),(57 169.0823),(58 168.40068),(59 168.50099),(60 165.68437),(61 166.66827),(62 166.20543),(63 166.51112),(64 167.75629),(65 166.19514),(66 167.51915),(67 169.50868),(68 168.28577),(69 167.93806),(70 167.11497),(71 166.6114),(72 165.0914),(73 165.6567),(74 165.38414),(75 164.86989),(76 166.09402),(77 164.01285),(78 165.5891),(79 167.20735),
(1 114.864914),(2 124.73636),(3 129.3982),(4 135.01518),(5 139.1647),(6 139.47078),(7 143.07463),(8 144.83975),(9 146.39107),(10 148.56972),(11 151.06421),(12 149.2103),(13 151.59816),(14 152.52731),(15 157.33525),(16 156.31818),(17 158.68446),(18 161.3692),(19 161.70145),(20 166.76363),(21 164.85178),(22 167.86504),(23 168.96548),(24 170.26982),(25 173.55438),(26 174.39932),(27 177.11835),(28 177.19827),(29 178.62773),(30 178.65453),(31 180.02628),(32 180.72107),(33 180.88153),(34 182.51341),(35 183.18416),(36 186.00737),(37 188.01889),(38 187.83507),(39 189.1864),(40 186.35551),(41 190.17792),(42 188.44093),(43 189.1475),(44 188.74757),(45 185.56702),(46 187.07637),(47 188.1138),(48 189.47086),(49 188.03964),(50 187.29823),(51 187.07254),(52 186.84146),(53 186.73958),(54 184.60284),(55 184.54933),(56 182.12755),(57 182.74496),(58 181.96562),(59 181.96835),(60 179.51309),(61 180.71559),(62 179.86282),(63 180.52094),(64 180.86223),(65 179.80533),(66 180.93497),(67 181.36955),(68 180.79498),(69 178.54918),(70 178.42554),(71 177.85966),(72 175.65147),(73 176.4423),(74 173.04361),(75 174.96451),(76 173.6195),(77 173.88759),(78 174.39609),(79 177.02176),
(1 114.575134),(2 123.97447),(3 129.50589),(4 134.02428),(5 138.72067),(6 140.43378),(7 142.73376),(8 144.43054),(9 144.25255),(10 145.27989),(11 147.52895),(12 148.10347),(13 150.1262),(14 149.62909),(15 153.68224),(16 153.67122),(17 154.3941),(18 158.36974),(19 159.75978),(20 162.71312),(21 162.818),(22 164.65294),(23 168.02301),(24 166.67601),(25 169.96867),(26 171.21996),(27 172.43483),(28 173.25638),(29 176.49957),(30 176.98198),(31 177.54802),(32 176.19926),(33 176.85043),(34 177.93378),(35 180.63647),(36 180.82864),(37 182.8359),(38 182.73312),(39 184.61362),(40 181.3424),(41 183.83264),(42 182.05637),(43 184.11122),(44 184.13808),(45 182.33804),(46 183.11072),(47 181.71014),(48 183.19357),(49 181.50151),(50 180.08098),(51 177.42953),(52 176.33513),(53 177.86536),(54 174.85866),(55 176.55988),(56 174.36235),(57 174.5812),(58 174.07213),(59 173.02107),(60 170.87288),(61 171.32988),(62 171.87573),(63 170.30894),(64 172.72705),(65 173.39832),(66 173.38477),(67 174.3131),(68 173.04549),(69 173.20473),(70 172.77025),(71 171.1744),(72 169.34067),(73 169.05432),(74 166.64961),(75 168.59613),(76 167.98895),(77 167.47021),(78 169.99554),(79 170.91513),
(1 112.9919),(2 121.75618),(3 127.987946),(4 133.09827),(5 136.82013),(6 137.59737),(7 140.133),(8 140.42052),(9 141.56697),(10 144.29979),(11 146.79123),(12 146.8147),(13 150.41673),(14 148.8168),(15 153.11998),(16 153.8693),(17 155.55365),(18 158.03967),(19 159.07469),(20 161.74103),(21 162.072),(22 163.97353),(23 165.7651),(24 165.30449),(25 166.14711),(26 169.43343),(27 171.36304),(28 172.88733),(29 174.94424),(30 173.50713),(31 176.01752),(32 175.3131),(33 176.44937),(34 177.87656),(35 179.8339),(36 179.51894),(37 182.71693),(38 180.44681),(39 182.41975),(40 179.6958),(41 181.69397),(42 180.44858),(43 180.50775),(44 181.12842),(45 179.70706),(46 180.75429),(47 179.93509),(48 180.2601),(49 182.37721),(50 181.15125),(51 178.37106),(52 177.91243),(53 177.741),(54 176.26837),(55 175.44109),(56 176.39584),(57 175.9736),(58 172.8218),(59 174.78792),(60 172.08768),(61 171.37422),(62 172.32329),(63 170.61583),(64 173.65634),(65 174.00145),(66 173.84044),(67 174.00435),(68 173.23764),(69 173.78188),(70 171.60085),(71 169.87367),(72 167.66982),(73 168.82274),(74 168.33057),(75 169.10823),(76 169.59337),(77 167.0221),(78 170.47621),(79 170.34901),
(1 112.10979),(2 123.92348),(3 127.799355),(4 132.39641),(5 135.85695),(6 137.61288),(7 138.68582),(8 140.9582),(9 140.8029),(10 142.40274),(11 145.03804),(12 144.08322),(13 145.51791),(14 146.15631),(15 150.06145),(16 148.59138),(17 150.46681),(18 152.97423),(19 153.82935),(20 156.12622),(21 155.86629),(22 158.99232),(23 158.57312),(24 159.40735),(25 161.32864),(26 162.34149),(27 163.64716),(28 164.43918),(29 166.92569),(30 164.984),(31 166.23814),(32 166.96399),(33 167.67323),(34 169.59789),(35 173.13014),(36 172.51326),(37 175.35124),(38 174.04771),(39 172.70203),(40 172.65482),(41 171.49837),(42 171.75993),(43 171.43446),(44 171.50323),(45 173.21367),(46 173.1493),(47 171.356),(48 173.33049),(49 175.9462),(50 173.81552),(51 173.65425),(52 171.92604),(53 172.15833),(54 169.94289),(55 169.6373),(56 169.74167),(57 169.98462),(58 166.74329),(59 168.83441),(60 168.077),(61 166.91406),(62 168.01846),(63 167.64574),(64 169.6644),(65 169.20656),(66 169.4779),(67 171.03372),(68 169.56302),(69 169.44011),(70 168.73903),(71 166.92842),(72 164.91595),(73 166.6813),(74 165.54723),(75 165.30072),(76 165.09203),(77 165.73795),(78 165.05943),(79 166.92288),
(1 107.41935),(2 118.044044),(3 122.15698),(4 126.3219),(5 130.84291),(6 132.61055),(7 134.22116),(8 134.69987),(9 136.04285),(10 137.05443),(11 138.05301),(12 139.60344),(13 142.93858),(14 140.72932),(15 143.31256),(16 144.72278),(17 144.89896),(18 146.57521),(19 145.93584),(20 147.67532),(21 147.33311),(22 148.14905),(23 148.83295),(24 149.93803),(25 151.60222),(26 152.72516),(27 155.78577),(28 156.5108),(29 157.89699),(30 157.92386),(31 158.1689),(32 158.20523),(33 160.07909),(34 160.49675),(35 163.3201),(36 163.63663),(37 165.67114),(38 166.72163),(39 164.71344),(40 164.33739),(41 164.90475),(42 165.51012),(43 166.58766),(44 166.97539),(45 164.81888),(46 164.93826),(47 164.71306),(48 166.79956),(49 166.94334),(50 166.55959),(51 164.46992),(52 162.59395),(53 163.68556),(54 160.94109),(55 161.23712),(56 160.05107),(57 159.48868),(58 157.06068),(59 157.96718),(60 159.16135),(61 158.6312),(62 158.84282),(63 158.16687),(64 159.44308),(65 158.97542),(66 160.23636),(67 160.43999),(68 161.70578),(69 158.54419),(70 159.82135),(71 157.65266),(72 157.50522),(73 160.36958),(74 157.76843),(75 158.3185),(76 156.98259),(77 156.97466),(78 158.82495),(79 160.82277),
(1 103.742096),(2 113.57829),(3 118.95647),(4 122.967155),(5 127.05797),(6 128.4566),(7 132.8185),(8 131.98978),(9 131.73846),(10 134.50455),(11 135.96709),(12 137.36647),(13 138.19977),(14 135.77205),(15 140.59637),(16 140.79),(17 140.87022),(18 145.03752),(19 144.96881),(20 146.41092),(21 146.71028),(22 149.3673),(23 151.17075),(24 150.19754),(25 151.68335),(26 153.78893),(27 155.18945),(28 156.2094),(29 155.48724),(30 156.15518),(31 157.47652),(32 158.11755),(33 160.13333),(34 160.12955),(35 161.14955),(36 162.15123),(37 163.41487),(38 162.73497),(39 161.31433),(40 161.5591),(41 162.02852),(42 161.232),(43 160.68971),(44 160.95319),(45 161.70854),(46 161.8438),(47 160.89868),(48 161.77644),(49 161.61339),(50 163.46518),(51 161.74673),(52 162.78772),(53 164.42819),(54 161.51634),(55 159.69806),(56 159.51007),(57 158.00392),(58 157.3649),(59 157.08365),(60 157.0867),(61 157.3866),(62 158.23128),(63 156.79623),(64 158.92023),(65 158.47084),(66 159.04144),(67 160.21635),(68 160.17412),(69 159.28552),(70 158.46216),(71 157.75604),(72 155.35567),(73 156.44717),(74 154.7656),(75 156.01555),(76 155.34782),(77 154.29036),(78 156.88159),(79 157.88641),
(1 104.71554),(2 115.5973),(3 120.1764),(4 123.13608),(5 129.03424),(6 128.75279),(7 132.0001),(8 131.5787),(9 133.0897),(10 132.33968),(11 135.72096),(12 138.51993),(13 138.86023),(14 136.94302),(15 140.53972),(16 141.2527),(17 140.12875),(18 142.52867),(19 143.84843),(20 144.94295),(21 145.19443),(22 146.35832),(23 148.74583),(24 149.9414),(25 150.52176),(26 152.9741),(27 153.67834),(28 153.68289),(29 154.26572),(30 154.33382),(31 155.8527),(32 155.1615),(33 156.51888),(34 156.20511),(35 157.39862),(36 158.33524),(37 158.2562),(38 160.17041),(39 160.67384),(40 160.39651),(41 160.27345),(42 159.38734),(43 162.03615),(44 161.91861),(45 160.07002),(46 161.1292),(47 160.48952),(48 164.40045),(49 163.22084),(50 161.87979),(51 161.63704),(52 160.58966),(53 160.23447),(54 160.09988),(55 157.67038),(56 157.47627),(57 156.36763),(58 155.88188),(59 155.35199),(60 154.18167),(61 152.89511),(62 154.00108),(63 153.80496),(64 154.05591),(65 155.54147),(66 154.37854),(67 156.17017),(68 155.02618),(69 153.56516),(70 152.58423),(71 152.20122),(72 148.76817),(73 152.43121),(74 150.28682),(75 150.79274),(76 152.91296),(77 151.06787),(78 152.56947),(79 154.75856),
(1 106.175415),(2 116.69609),(3 120.95193),(4 124.22768),(5 127.904816),(6 129.60526),(7 134.86203),(8 134.61237),(9 134.76093),(10 135.7668),(11 137.36032),(12 139.5496),(13 141.44757),(14 140.15036),(15 143.63759),(16 144.69),(17 144.0233),(18 145.4307),(19 146.29767),(20 146.22504),(21 146.06383),(22 147.20726),(23 149.79828),(24 151.35635),(25 151.26285),(26 154.23738),(27 155.89096),(28 157.38417),(29 157.6664),(30 156.96797),(31 159.01006),(32 160.68121),(33 161.46582),(34 161.2207),(35 164.13977),(36 163.91022),(37 164.62868),(38 165.45187),(39 166.31671),(40 165.36902),(41 164.74419),(42 164.6856),(43 165.84363),(44 164.82593),(45 166.8314),(46 166.63507),(47 164.70439),(48 165.90701),(49 164.25397),(50 163.61812),(51 163.97668),(52 163.47055),(53 162.08672),(54 162.01556),(55 159.96288),(56 159.30783),(57 158.9251),(58 159.51013),(59 159.635),(60 157.85689),(61 158.71855),(62 158.0873),(63 157.89735),(64 158.08061),(65 157.50798),(66 158.03511),(67 157.51656),(68 158.21225),(69 158.29967),(70 157.42902),(71 156.3887),(72 154.9038),(73 157.1602),(74 155.71286),(75 156.8448),(76 157.91577),(77 155.5339),(78 157.98198),(79 158.569),
(1 106.1707),(2 115.25014),(3 121.69362),(4 125.44339),(5 131.0283),(6 131.51515),(7 137.64206),(8 135.18198),(9 137.60858),(10 137.69907),(11 140.4432),(12 141.36575),(13 141.38681),(14 141.03885),(15 143.95784),(16 145.45331),(17 147.14056),(18 148.36296),(19 148.95428),(20 150.39447),(21 151.70726),(22 152.5459),(23 153.56473),(24 155.3196),(25 157.13866),(26 159.71477),(27 161.72813),(28 163.44765),(29 164.62361),(30 163.94388),(31 166.67903),(32 167.78065),(33 167.0383),(34 167.56294),(35 169.79045),(36 167.13347),(37 168.15019),(38 169.54749),(39 171.2456),(40 170.51247),(41 171.14839),(42 171.22177),(43 172.12071),(44 173.68996),(45 171.96655),(46 172.98015),(47 171.5929),(48 172.85341),(49 171.96704),(50 171.61952),(51 170.44807),(52 170.57968),(53 169.24048),(54 168.70116),(55 168.46918),(56 168.5884),(57 168.2125),(58 166.60426),(59 168.25519),(60 166.67259),(61 165.85486),(62 165.68958),(63 166.85876),(64 165.7442),(65 165.4259),(66 165.52531),(67 164.98566),(68 165.69469),(69 164.79698),(70 163.59879),(71 162.62923),(72 161.69385),(73 163.00389),(74 160.56909),(75 161.78998),(76 161.45369),(77 160.80313),(78 162.10245),(79 162.0069),
(1 102.39277),(2 111.22124),(3 115.70195),(4 119.27836),(5 123.612434),(6 124.637),(7 129.32762),(8 128.0022),(9 131.65677),(10 132.4106),(11 132.55031),(12 135.37877),(13 136.90019),(14 137.17845),(15 139.90846),(16 139.32121),(17 140.61632),(18 140.96487),(19 142.732),(20 145.39705),(21 145.58727),(22 145.90579),(23 147.94138),(24 149.3984),(25 151.31326),(26 150.50233),(27 154.09483),(28 156.3837),(29 159.22263),(30 158.3064),(31 158.8387),(32 160.20572),(33 161.76056),(34 161.80942),(35 163.19357),(36 162.70221),(37 162.40463),(38 162.94986),(39 163.5691),(40 164.72049),(41 165.60127),(42 165.05988),(43 164.02382),(44 164.02711),(45 165.01234),(46 166.11302),(47 164.52719),(48 166.21153),(49 164.70473),(50 164.6192),(51 164.90775),(52 161.60117),(53 161.31235),(54 159.10463),(55 158.59105),(56 157.7752),(57 157.97893),(58 157.55463),(59 157.5159),(60 157.53247),(61 156.07027),(62 155.9366),(63 156.34358),(64 156.01782),(65 157.39218),(66 157.38588),(67 157.24144),(68 158.39438),(69 158.28069),(70 156.87132),(71 157.75935),(72 155.94939),(73 156.78795),(74 155.78522),(75 157.68015),(76 156.70602),(77 154.8308),(78 157.1439),(79 156.38998),
(1 102.172646),(2 112.61205),(3 117.525444),(4 120.89374),(5 124.61513),(6 126.63094),(7 130.55486),(8 130.49635),(9 132.24495),(10 133.9547),(11 133.0712),(12 135.69461),(13 137.89919),(14 137.2104),(15 138.84494),(16 139.28902),(17 140.84912),(18 143.9044),(19 144.33105),(20 145.80768),(21 147.26419),(22 147.01001),(23 149.71278),(24 150.00505),(25 151.99089),(26 152.3831),(27 156.10167),(28 156.86438),(29 158.30165),(30 158.04665),(31 158.08275),(32 158.72899),(33 162.43236),(34 161.5447),(35 164.54782),(36 163.11522),(37 163.6041),(38 165.5942),(39 166.84996),(40 164.86627),(41 167.23228),(42 167.55292),(43 166.21182),(44 166.36053),(45 168.10248),(46 169.15906),(47 167.6928),(48 169.66982),(49 168.19641),(50 168.99799),(51 168.7101),(52 167.27399),(53 167.35072),(54 165.92134),(55 165.19467),(56 164.57785),(57 164.47864),(58 162.2252),(59 162.00758),(60 162.45003),(61 162.51459),(62 161.1114),(63 162.37502),(64 160.94838),(65 160.56464),(66 160.10573),(67 160.42586),(68 161.6295),(69 160.23424),(70 157.46495),(71 157.07187),(72 156.07497),(73 157.16869),(74 157.48874),(75 157.24425),(76 156.40889),(77 155.35191),(78 155.84851),(79 158.17061),
(1 100.961624),(2 109.797676),(3 114.95555),(4 119.22011),(5 122.58447),(6 122.965256),(7 126.657265),(8 127.09827),(9 128.68976),(10 130.6082),(11 129.12297),(12 130.62083),(13 133.22807),(14 132.2534),(15 132.68251),(16 133.22617),(17 134.65793),(18 136.99545),(19 138.02524),(20 139.49692),(21 139.30666),(22 139.93881),(23 144.0945),(24 143.62074),(25 145.67749),(26 147.88461),(27 148.85974),(28 149.82089),(29 153.32039),(30 152.97362),(31 152.23492),(32 152.63199),(33 155.14114),(34 156.31067),(35 158.48627),(36 157.61816),(37 158.69894),(38 158.57997),(39 160.03607),(40 158.41159),(41 158.181),(42 158.00276),(43 157.81496),(44 159.83969),(45 159.19086),(46 158.18042),(47 159.20155),(48 159.61015),(49 158.05745),(50 159.88452),(51 159.35733),(52 156.52336),(53 156.92703),(54 154.8867),(55 155.2612),(56 153.15123),(57 154.05132),(58 152.79594),(59 151.97044),(60 151.08655),(61 151.75),(62 151.19821),(63 151.44066),(64 151.98749),(65 153.95926),(66 153.65408),(67 153.70267),(68 154.9089),(69 151.83438),(70 150.88121),(71 148.90407),(72 148.9798),(73 149.40753),(74 148.51965),(75 149.75798),(76 150.69612),(77 148.50363),(78 149.37045),(79 152.3483),
(1 99.58232),(2 109.82526),(3 115.45768),(4 116.91988),(5 122.36976),(6 124.20676),(7 127.17282),(8 125.587944),(9 127.756874),(10 128.85167),(11 127.95373),(12 130.13866),(13 132.04242),(14 131.59113),(15 133.89723),(16 134.51656),(17 136.1781),(18 138.13428),(19 137.3632),(20 138.20045),(21 138.1872),(22 138.4922),(23 140.61113),(24 141.46059),(25 144.58476),(26 146.13684),(27 147.65726),(28 149.5811),(29 149.736),(30 149.92848),(31 152.27527),(32 151.12248),(33 153.21133),(34 154.80228),(35 155.54567),(36 156.66927),(37 157.40837),(38 159.37364),(39 158.52141),(40 158.81886),(41 160.27931),(42 158.73103),(43 158.76057),(44 159.02219),(45 158.77242),(46 157.26816),(47 156.61873),(48 158.07054),(49 158.86342),(50 158.09306),(51 157.7448),(52 156.76064),(53 156.18918),(54 154.07181),(55 155.1313),(56 151.67325),(57 151.87677),(58 152.84596),(59 152.13744),(60 150.70479),(61 151.14706),(62 151.9407),(63 152.49294),(64 153.13982),(65 153.09445),(66 152.12572),(67 153.23067),(68 152.97432),(69 152.26984),(70 151.03703),(71 149.60269),(72 149.55554),(73 150.17465),(74 148.47832),(75 149.82338),(76 150.86655),(77 150.64499),(78 152.55443),(79 153.02707),
(1 100.11859),(2 109.533875),(3 114.70455),(4 118.697914),(5 122.212),(6 123.7825),(7 128.65675),(8 126.967804),(9 127.42281),(10 130.33603),(11 130.72606),(12 130.48222),(13 133.63708),(14 132.79956),(15 135.2274),(16 135.98602),(17 136.99092),(18 138.861),(19 139.988),(20 141.52861),(21 142.36263),(22 143.56998),(23 143.87944),(24 145.98232),(25 145.54117),(26 148.31598),(27 149.51624),(28 150.76744),(29 152.19772),(30 152.64719),(31 154.69423),(32 155.08173),(33 155.97314),(34 156.34285),(35 157.88753),(36 158.04164),(37 157.82507),(38 159.52281),(39 160.12614),(40 159.63965),(41 159.64714),(42 158.41138),(43 157.86699),(44 158.68616),(45 158.62296),(46 156.93057),(47 155.29335),(48 157.81638),(49 157.82074),(50 156.75404),(51 156.97789),(52 154.13705),(53 152.90274),(54 153.65112),(55 152.5489),(56 151.6557),(57 151.19438),(58 151.011),(59 151.57802),(60 149.92645),(61 151.74655),(62 153.91565),(63 153.35335),(64 153.5425),(65 153.76941),(66 154.52588),(67 155.69963),(68 155.98874),(69 153.04218),(70 152.20062),(71 149.75821),(72 149.47572),(73 151.12177),(74 151.49306),(75 150.82416),(76 151.38168),(77 149.00395),(78 150.6932),(79 152.31046),
