1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46714.957),(2 114251.836),(3 199384.73),(4 318182.66),(5 466806.63),(6 652942.7),(7 841309.8),(8 1036700.94),(9 1219535.5),(10 1437482.4),(11 1655314.9),(12 1897286),(13 2176108),(14 2461061.8),(15 2699810.3),(16 2928520),(17 3153160.8),(18 3406146.3),(19 3629545.3),(20 3808414.8),(21 3932581.3),(22 4103912.8),(23 4251152.5),(24 4406837.5),(25 4548916.5),(26 4679009.5),(27 4797302),(28 4867660.5),(29 4987616.5),(30 5083549),(31 5170109.5),(32 5199386),(33 5214339.5),(34 5248790.5),(35 5278898.5),(36 5329928.5),(37 5321013.5),(38 5310822.5),(39 5314045.5),(40 5309500.5),(41 5342195),(42 5343401.5),(43 5391136),(44 5435704.5),(45 5447772.5),(46 5548066),(47 5689756),(48 5884553.5),(49 6105378.5),(50 6344329.5),(51 6510668),(52 6830450.5),(53 7188584),(54 7544190.5),(55 7944158),(56 8411941),(57 8755816),(58 9238342),(59 9760978),(60 10410416),(61 11014132),(62 11610821),(63 12124420),(64 12811557),(65 13574223),(66 14376065),(67 15215832),(68 16087245),(69 16832504),(70 17768286),(71 18653146),(72 19666870),(73 20623750),(74 21613146),(75 22446406),(76 23499654),(77 24636214),(78 25783034),(79 26929674),
(1 38.544167),(2 46.051857),(3 48.656273),(4 51.31819),(5 53.31772),(6 54.990646),(7 55.928394),(8 56.91177),(9 57.483727),(10 58.966362),(11 59.31333),(12 59.823925),(13 61.238857),(14 61.431393),(15 60.629498),(16 61.344086),(17 61.964146),(18 62.103203),(19 63.016953),(20 63.48222),(21 63.027718),(22 63.12515),(23 63.860645),(24 64.277084),(25 65.10165),(26 65.446884),(27 64.805534),(28 65.07805),(29 65.779594),(30 65.63981),(31 66.02413),(32 65.86182),(33 65.73236),(34 66.76372),(35 66.58657),(36 66.73367),(37 67.21708),(38 67.2933),(39 67.08998),(40 67.290215),(41 67.569046),(42 67.25452),(43 67.7358),(44 66.92031),(45 66.81698),(46 66.70612),(47 66.15207),(48 66.26761),(49 66.50599),(50 66.27438),(51 65.77872),(52 66.21578),(53 66.68622),(54 67.06471),(55 66.0687),(56 65.81759),(57 65.53426),(58 64.56949),(59 65.180695),(60 65.06273),(61 64.88994),(62 65.46278),(63 64.24903),(64 64.12023),(65 65.02697),(66 64.92688),(67 64.961975),(68 64.10069),(69 63.53171),(70 64.317345),(71 64.18844),(72 64.60421),(73 64.42806),(74 64.06037),(75 62.975082),(76 62.783615),(77 63.045303),(78 62.597458),(79 62.914085),
(1 38.33359),(2 45.12537),(3 47.748894),(4 50.817295),(5 52.655087),(6 53.965096),(7 55.574184),(8 56.520256),(9 57.366074),(10 58.453007),(11 59.4053),(12 59.75077),(13 60.53733),(14 61.242664),(15 61.01853),(16 60.86141),(17 62.024605),(18 62.205444),(19 62.539017),(20 62.37367),(21 63.03917),(22 62.673153),(23 62.916008),(24 63.680866),(25 64.16426),(26 64.62652),(27 64.52103),(28 64.772995),(29 65.33747),(30 65.369194),(31 66.37035),(32 65.65084),(33 65.39251),(34 66.03815),(35 66.36582),(36 66.54653),(37 66.45458),(38 66.782425),(39 66.49618),(40 66.21422),(41 66.99283),(42 67.41201),(43 68.27886),(44 67.65815),(45 67.00542),(46 67.47182),(47 66.85703),(48 66.95326),(49 66.19741),(50 66.54835),(51 66.0864),(52 66.027275),(53 65.783646),(54 65.61677),(55 65.671425),(56 64.59248),(57 63.751205),(58 63.151176),(59 63.896824),(60 63.430725),(61 63.211346),(62 63.72145),(63 63.021744),(64 62.671444),(65 62.910576),(66 63.42488),(67 62.437233),(68 62.472717),(69 62.026516),(70 62.616768),(71 62.14678),(72 62.011047),(73 61.88078),(74 61.654804),(75 61.16166),(76 60.23768),(77 60.883987),(78 60.701817),(79 60.87373),
(1 38.107746),(2 45.797012),(3 48.26172),(4 51.48754),(5 53.87984),(6 55.675556),(7 56.599346),(8 58.513485),(9 59.85406),(10 60.134792),(11 61.416367),(12 62.411892),(13 62.595993),(14 63.004185),(15 62.945625),(16 62.74475),(17 63.816826),(18 64.247116),(19 64.869545),(20 64.806625),(21 64.64717),(22 65.28398),(23 65.269615),(24 65.58653),(25 66.452),(26 67.452736),(27 67.24795),(28 67.95436),(29 68.12793),(30 68.29575),(31 68.81102),(32 68.951195),(33 69.045685),(34 69.727165),(35 69.6243),(36 69.38666),(37 69.3569),(38 69.11459),(39 68.46939),(40 68.96779),(41 69.113144),(42 69.52234),(43 70.00586),(44 69.390366),(45 68.98805),(46 68.63441),(47 68.1512),(48 68.25463),(49 68.00881),(50 67.31987),(51 67.3172),(52 67.16172),(53 67.29589),(54 67.273),(55 67.258286),(56 65.75979),(57 65.2605),(58 65.2625),(59 65.0321),(60 64.69899),(61 64.52648),(62 64.37639),(63 64.04567),(64 63.732674),(65 63.54523),(66 63.750732),(67 62.80943),(68 62.90123),(69 62.832417),(70 63.25275),(71 63.21141),(72 63.145687),(73 62.227966),(74 62.055744),(75 61.639782),(76 61.96299),(77 60.75224),(78 61.205704),(79 61.44601),
(1 37.991528),(2 45.6711),(3 48.122128),(4 49.944355),(5 52.13948),(6 53.495102),(7 54.655502),(8 55.39693),(9 56.609043),(10 57.780247),(11 58.6521),(12 59.47773),(13 59.953598),(14 60.46975),(15 60.047344),(16 60.27642),(17 61.375072),(18 61.52821),(19 61.869965),(20 62.02907),(21 62.493916),(22 62.653152),(23 62.402527),(24 63.509045),(25 64.1453),(26 64.528656),(27 64.161964),(28 64.121574),(29 64.53982),(30 64.290924),(31 65.01798),(32 65.18661),(33 65.41486),(34 66.973656),(35 66.313095),(36 66.12235),(37 66.27963),(38 66.63795),(39 66.590416),(40 66.32308),(41 66.89655),(42 66.96169),(43 67.33843),(44 66.913506),(45 67.10947),(46 66.90152),(47 66.57645),(48 67.068954),(49 66.64399),(50 66.93664),(51 66.541756),(52 65.968445),(53 66.316414),(54 65.800285),(55 66.23315),(56 65.46501),(57 65.25979),(58 64.9796),(59 64.81831),(60 64.937805),(61 64.52183),(62 64.34615),(63 63.446777),(64 63.392155),(65 63.66668),(66 63.908993),(67 63.74439),(68 63.50985),(69 63.431614),(70 64.27871),(71 63.63134),(72 64.00595),(73 63.568184),(74 62.87419),(75 62.45188),(76 61.869915),(77 62.455822),(78 62.875828),(79 63.29315),
(1 37.654182),(2 44.334496),(3 47.490017),(4 49.391773),(5 51.17396),(6 52.851994),(7 54.60389),(8 55.279816),(9 56.02319),(10 57.25357),(11 57.333252),(12 57.96584),(13 58.583458),(14 59.530468),(15 58.755436),(16 59.629112),(17 61.3279),(18 61.12511),(19 61.002274),(20 61.686928),(21 62.04594),(22 62.30004),(23 61.77652),(24 62.757343),(25 63.250862),(26 63.45188),(27 63.90787),(28 63.978554),(29 64.50574),(30 64.48908),(31 64.0192),(32 65.08288),(33 65.21327),(34 65.5596),(35 66.08244),(36 65.81066),(37 65.75424),(38 66.24946),(39 65.631584),(40 65.60856),(41 65.807106),(42 65.9843),(43 65.5458),(44 65.66323),(45 65.533714),(46 65.36035),(47 65.17132),(48 64.48056),(49 64.02181),(50 64.39439),(51 65.175835),(52 64.96026),(53 64.63368),(54 64.42283),(55 64.283714),(56 63.82953),(57 63.615513),(58 63.23464),(59 62.888256),(60 62.983116),(61 63.13606),(62 62.62078),(63 61.708614),(64 61.588535),(65 61.479225),(66 61.341267),(67 61.12768),(68 61.390507),(69 61.175564),(70 62.166676),(71 61.778122),(72 61.880558),(73 61.413895),(74 61.36079),(75 60.712315),(76 60.8875),(77 60.340363),(78 60.962124),(79 60.783573),
(1 38.04749),(2 44.92444),(3 47.628666),(4 50.044304),(5 52.577972),(6 53.914143),(7 55.512886),(8 56.58866),(9 57.219433),(10 57.931854),(11 59.100643),(12 59.753803),(13 59.91134),(14 60.78226),(15 60.604206),(16 61.274345),(17 62.131664),(18 62.216133),(19 62.950424),(20 63.308292),(21 63.627934),(22 64.30487),(23 64.315834),(24 64.96109),(25 65.63449),(26 66.01266),(27 66.07701),(28 66.497955),(29 66.6042),(30 66.57227),(31 66.596596),(32 67.146675),(33 67.222534),(34 66.91064),(35 67.25506),(36 67.103714),(37 67.489624),(38 68.05369),(39 67.305214),(40 67.72398),(41 67.91414),(42 68.323166),(43 68.5704),(44 67.73302),(45 67.5717),(46 67.51378),(47 67.16586),(48 66.994896),(49 66.73456),(50 66.77572),(51 66.24676),(52 66.2627),(53 66.93103),(54 65.65358),(55 66.37655),(56 64.73972),(57 63.980026),(58 64.52168),(59 63.66676),(60 64.14339),(61 63.967148),(62 63.948353),(63 62.8825),(64 63.059124),(65 63.01112),(66 62.887924),(67 63.20724),(68 63.246635),(69 63.403954),(70 63.49344),(71 63.442917),(72 63.387997),(73 63.14962),(74 62.826897),(75 62.604156),(76 61.715473),(77 62.17341),(78 62.52555),(79 62.08737),
(1 37.074562),(2 44.049812),(3 46.849247),(4 48.997417),(5 50.797585),(6 52.21178),(7 53.320053),(8 54.28529),(9 55.334644),(10 55.9186),(11 56.476875),(12 56.87353),(13 57.95889),(14 58.299477),(15 58.258923),(16 58.47015),(17 59.24428),(18 59.36696),(19 60.34419),(20 59.75319),(21 60.233746),(22 60.358047),(23 60.764442),(24 61.501118),(25 61.32943),(26 61.88128),(27 62.197292),(28 61.996487),(29 61.894638),(30 61.575825),(31 62.767624),(32 62.84824),(33 63.09946),(34 63.912373),(35 64.33516),(36 64.37558),(37 64.138504),(38 64.58796),(39 64.54546),(40 64.8668),(41 65.38972),(42 65.11006),(43 65.28121),(44 65.32568),(45 65.12385),(46 64.937584),(47 64.45563),(48 64.0122),(49 64.470566),(50 64.368935),(51 64.51124),(52 64.380104),(53 64.71831),(54 64.45848),(55 64.6442),(56 63.43591),(57 62.495464),(58 62.730022),(59 63.362244),(60 62.449074),(61 62.056534),(62 62.52326),(63 61.471123),(64 61.079903),(65 61.89466),(66 61.079525),(67 60.84583),(68 60.380825),(69 60.20524),(70 60.519352),(71 60.629986),(72 60.260235),(73 60.327324),(74 59.947968),(75 59.602463),(76 59.551132),(77 59.6572),(78 60.109726),(79 59.857998),
(1 37.232845),(2 44.47301),(3 47.339832),(4 49.59197),(5 51.351173),(6 52.686947),(7 53.93689),(8 54.954586),(9 55.79191),(10 56.66638),(11 57.402878),(12 58.13845),(13 59.21558),(14 59.61872),(15 59.15804),(16 59.398266),(17 60.42081),(18 60.59617),(19 61.066204),(20 61.527603),(21 61.736366),(22 62.054153),(23 62.02726),(24 62.517437),(25 62.88976),(26 63.772236),(27 63.67248),(28 64.31365),(29 64.451645),(30 64.61456),(31 64.47805),(32 64.0933),(33 64.40416),(34 64.588936),(35 64.99882),(36 65.27045),(37 65.08013),(38 64.83841),(39 64.236145),(40 64.63896),(41 64.82454),(42 65.19407),(43 65.1946),(44 65.05481),(45 64.26623),(46 64.25828),(47 63.617764),(48 63.343563),(49 64.04318),(50 64.49023),(51 64.1373),(52 64.44728),(53 65.12301),(54 64.61263),(55 64.22947),(56 63.83829),(57 63.658813),(58 63.742607),(59 63.14458),(60 62.917435),(61 62.981285),(62 62.70957),(63 61.971058),(64 62.01084),(65 61.59114),(66 61.08382),(67 61.082497),(68 61.22122),(69 60.52132),(70 60.6328),(71 60.63464),(72 60.72973),(73 60.28547),(74 60.453957),(75 60.1072),(76 60.405106),(77 60.4238),(78 60.979958),(79 60.730236),
(1 36.80599),(2 43.8647),(3 47.250267),(4 50.273537),(5 51.722218),(6 52.887566),(7 54.286873),(8 55.089977),(9 56.11205),(10 57.602352),(11 57.95806),(12 58.766),(13 59.251377),(14 59.89181),(15 59.9285),(16 60.02774),(17 61.144775),(18 62.041187),(19 62.89633),(20 62.728157),(21 63.155937),(22 62.271057),(23 63.036392),(24 63.438248),(25 64.46843),(26 64.80011),(27 64.55987),(28 65.766205),(29 65.252625),(30 65.32475),(31 65.98807),(32 65.338455),(33 64.75127),(34 66.41393),(35 65.69885),(36 66.026),(37 66.079544),(38 66.15358),(39 65.83913),(40 65.75579),(41 65.559),(42 65.73433),(43 66.288055),(44 65.99288),(45 65.25048),(46 64.7517),(47 64.419014),(48 64.43644),(49 64.66542),(50 65.34523),(51 64.85166),(52 64.44862),(53 64.77684),(54 64.235825),(55 63.83879),(56 62.79411),(57 62.08519),(58 61.769444),(59 61.195652),(60 61.58024),(61 61.153156),(62 61.703247),(63 60.902466),(64 60.68131),(65 60.222763),(66 60.610355),(67 59.94232),(68 59.88067),(69 59.70273),(70 60.07589),(71 59.950123),(72 59.524837),(73 59.680367),(74 60.056488),(75 59.376137),(76 58.25219),(77 59.303562),(78 59.060406),(79 59.898537),
(1 36.717865),(2 43.20633),(3 45.77701),(4 48.574203),(5 49.944477),(6 51.789284),(7 52.95268),(8 53.443916),(9 53.897057),(10 54.766514),(11 55.501015),(12 56.506115),(13 57.702774),(14 58.14903),(15 57.969124),(16 58.64048),(17 59.056885),(18 59.889977),(19 60.20453),(20 60.498146),(21 60.189236),(22 60.800415),(23 60.272408),(24 60.62362),(25 61.351643),(26 61.665596),(27 61.11728),(28 61.544277),(29 62.43807),(30 62.390556),(31 63.43271),(32 62.956573),(33 63.041733),(34 63.85129),(35 64.06605),(36 64.37917),(37 64.80454),(38 64.941376),(39 64.265915),(40 64.275764),(41 64.78284),(42 64.713615),(43 64.38858),(44 64.15057),(45 63.975555),(46 64.40411),(47 63.550938),(48 63.498405),(49 63.94026),(50 63.944744),(51 64.00508),(52 64.285446),(53 64.881134),(54 64.73865),(55 64.21353),(56 63.795055),(57 63.102886),(58 62.51996),(59 62.263245),(60 62.04834),(61 62.157642),(62 61.4916),(63 60.98644),(64 60.61621),(65 60.31911),(66 60.514317),(67 60.662655),(68 60.05247),(69 59.636215),(70 60.401325),(71 60.035732),(72 59.77762),(73 59.884678),(74 60.279587),(75 58.862392),(76 58.92612),(77 59.849934),(78 59.117706),(79 59.78062),
(1 37.133488),(2 44.103355),(3 46.78942),(4 49.483833),(5 51.91627),(6 52.85077),(7 53.86836),(8 55.20064),(9 56.132786),(10 57.652348),(11 57.79805),(12 59.04623),(13 59.248955),(14 60.365772),(15 60.380207),(16 61.04982),(17 61.554058),(18 61.364235),(19 62.84536),(20 62.91356),(21 63.500793),(22 63.249493),(23 64.04531),(24 63.877422),(25 64.38166),(26 65.11079),(27 64.66478),(28 64.71489),(29 65.35977),(30 64.714455),(31 65.33336),(32 65.293625),(33 65.32745),(34 66.22696),(35 66.49404),(36 66.65391),(37 67.4639),(38 66.420784),(39 66.45551),(40 65.945946),(41 66.656204),(42 66.34746),(43 66.605255),(44 66.43127),(45 65.84023),(46 64.88023),(47 64.35335),(48 64.693306),(49 65.20073),(50 65.28422),(51 64.620255),(52 64.65642),(53 65.371315),(54 64.404144),(55 64.51092),(56 64.54574),(57 63.95894),(58 63.44188),(59 63.03773),(60 62.987755),(61 62.85981),(62 62.810417),(63 61.54306),(64 61.353012),(65 61.617844),(66 62.037853),(67 61.08226),(68 61.135906),(69 60.86172),(70 61.223526),(71 61.386723),(72 61.04519),(73 60.45787),(74 60.622883),(75 59.267887),(76 59.11584),(77 59.9043),(78 60.209282),(79 60.356697),
(1 35.834885),(2 42.98987),(3 45.956696),(4 48.05944),(5 50.414764),(6 51.929012),(7 52.72223),(8 53.475964),(9 54.645874),(10 55.32055),(11 56.819267),(12 57.21807),(13 58.26275),(14 58.73397),(15 59.01105),(16 59.571785),(17 60.3747),(18 61.034554),(19 61.558598),(20 61.426304),(21 61.021427),(22 60.724953),(23 61.898617),(24 62.252224),(25 62.442703),(26 62.914455),(27 63.10185),(28 62.886852),(29 63.387833),(30 63.48175),(31 63.388546),(32 63.77298),(33 63.585567),(34 64.09159),(35 64.43549),(36 64.5931),(37 64.87122),(38 65.04723),(39 64.98647),(40 64.542656),(41 64.933525),(42 64.43876),(43 65.25857),(44 64.51429),(45 63.615707),(46 63.483982),(47 62.758728),(48 63.11003),(49 63.72646),(50 63.91346),(51 63.069454),(52 62.917652),(53 63.361923),(54 63.20531),(55 63.137466),(56 62.243298),(57 61.89),(58 61.462143),(59 61.02472),(60 60.6171),(61 60.829155),(62 60.38638),(63 59.52919),(64 59.274296),(65 59.64582),(66 59.135635),(67 59.33983),(68 58.560497),(69 58.35307),(70 59.196003),(71 59.116245),(72 58.750942),(73 58.333824),(74 58.426685),(75 57.529804),(76 57.228836),(77 58.32503),(78 57.57161),(79 58.058075),
(1 36.536575),(2 42.917732),(3 46.243633),(4 48.489418),(5 50.302654),(6 51.89887),(7 53.32645),(8 53.95959),(9 54.988113),(10 56.216312),(11 56.34098),(12 57.19915),(13 57.726585),(14 58.00062),(15 58.233803),(16 58.687668),(17 59.159332),(18 59.680595),(19 60.186745),(20 60.052227),(21 60.221245),(22 60.817318),(23 61.771072),(24 62.05932),(25 62.498734),(26 62.854862),(27 62.41185),(28 63.395878),(29 63.85419),(30 63.849983),(31 64.020874),(32 64.46603),(33 64.02514),(34 64.22384),(35 64.398895),(36 64.18206),(37 64.216415),(38 63.918377),(39 63.616516),(40 63.87093),(41 64.175156),(42 64.036644),(43 63.64215),(44 63.502823),(45 63.29628),(46 63.179756),(47 63.094563),(48 63.16999),(49 63.50649),(50 63.71769),(51 63.551937),(52 63.473324),(53 63.895718),(54 63.652992),(55 64.00887),(56 63.33958),(57 62.600563),(58 62.275936),(59 61.449097),(60 61.09972),(61 61.289047),(62 61.495964),(63 60.74976),(64 60.583),(65 60.65277),(66 60.434402),(67 60.84709),(68 61.202847),(69 60.906433),(70 60.848717),(71 60.300865),(72 60.57796),(73 60.45002),(74 60.17061),(75 59.181595),(76 58.3761),(77 58.647892),(78 58.80125),(79 59.530926),
(1 36.499935),(2 43.39562),(3 46.359867),(4 48.620384),(5 50.81814),(6 52.0254),(7 52.619072),(8 53.28022),(9 54.127815),(10 55.24092),(11 56.530453),(12 57.046604),(13 57.56529),(14 58.70734),(15 57.898773),(16 58.39058),(17 59.45481),(18 59.760506),(19 59.384884),(20 60.279266),(21 60.886425),(22 60.96854),(23 60.668602),(24 61.711884),(25 62.348824),(26 62.680904),(27 62.838406),(28 63.176678),(29 63.556362),(30 63.542458),(31 64.01658),(32 63.70896),(33 63.366272),(34 63.715416),(35 64.05366),(36 63.8841),(37 64.048805),(38 64.29127),(39 63.741787),(40 64.24674),(41 63.755318),(42 63.71554),(43 63.505356),(44 63.69338),(45 63.48532),(46 62.205944),(47 62.79964),(48 62.645992),(49 62.743862),(50 63.56179),(51 62.97294),(52 62.975903),(53 63.443703),(54 63.355602),(55 63.648968),(56 62.544098),(57 62.291492),(58 62.29467),(59 62.05149),(60 62.09862),(61 60.89266),(62 61.29459),(63 60.61753),(64 60.165207),(65 59.9229),(66 60.02249),(67 60.12305),(68 59.4956),(69 59.06314),(70 59.37767),(71 59.42778),(72 59.558968),(73 59.358646),(74 58.956448),(75 58.30621),(76 57.505787),(77 58.23883),(78 58.14648),(79 58.5385),
(1 36.53881),(2 43.186016),(3 46.313744),(4 48.61697),(5 50.81216),(6 51.796387),(7 52.270718),(8 53.738716),(9 54.476383),(10 55.809395),(11 56.711395),(12 56.86676),(13 57.711933),(14 58.22285),(15 57.682358),(16 58.52554),(17 59.49313),(18 59.819004),(19 60.36907),(20 60.176075),(21 60.791843),(22 61.134903),(23 60.763123),(24 62.00346),(25 62.03352),(26 62.620937),(27 62.606308),(28 63.06809),(29 63.812546),(30 63.75078),(31 64.21333),(32 64.0721),(33 63.512493),(34 63.57713),(35 64.48501),(36 64.13313),(37 64.15725),(38 63.717358),(39 63.365284),(40 63.79944),(41 64.47577),(42 64.22735),(43 64.843475),(44 64.81323),(45 64.551895),(46 64.69182),(47 63.965134),(48 64.16981),(49 63.858925),(50 64.478455),(51 63.592625),(52 63.589706),(53 63.224945),(54 63.156994),(55 62.79171),(56 61.85474),(57 61.23572),(58 61.178497),(59 61.01696),(60 61.027332),(61 60.983475),(62 61.043106),(63 60.136673),(64 60.2503),(65 60.264015),(66 60.440216),(67 60.044186),(68 59.957684),(69 59.583157),(70 60.21208),(71 59.91804),(72 59.85023),(73 59.62136),(74 59.887436),(75 58.983078),(76 58.216507),(77 58.64208),(78 58.679527),(79 58.97968),
(1 36.30892),(2 42.949257),(3 46.03874),(4 48.373695),(5 50.58967),(6 51.72493),(7 52.647236),(8 53.71813),(9 54.842045),(10 55.69787),(11 56.96851),(12 57.734825),(13 58.646362),(14 59.114494),(15 58.8865),(16 59.18722),(17 60.65869),(18 60.67683),(19 61.58904),(20 61.092403),(21 61.147404),(22 61.22572),(23 62.01696),(24 62.755234),(25 63.021954),(26 63.44932),(27 62.80896),(28 63.598713),(29 63.74639),(30 63.68552),(31 64.41042),(32 64.1302),(33 63.56818),(34 64.252075),(35 64.18675),(36 64.74725),(37 64.76635),(38 65.18366),(39 64.4122),(40 64.77848),(41 65.18208),(42 65.33128),(43 65.637924),(44 64.50906),(45 64.14977),(46 64.57748),(47 64.19399),(48 64.04175),(49 64.478035),(50 64.32271),(51 64.39323),(52 63.964172),(53 64.246506),(54 63.721737),(55 63.456226),(56 63.449314),(57 62.52279),(58 62.47018),(59 61.82385),(60 62.085567),(61 62.56864),(62 61.56307),(63 60.44594),(64 60.87658),(65 60.393356),(66 60.803135),(67 60.627823),(68 60.311417),(69 60.19709),(70 60.393066),(71 60.548706),(72 60.84414),(73 60.215122),(74 59.999825),(75 59.384556),(76 58.818863),(77 58.805325),(78 58.809284),(79 58.933155),
(1 35.328777),(2 42.235104),(3 44.486076),(4 46.6861),(5 48.803932),(6 50.082977),(7 51.752544),(8 52.219246),(9 53.186886),(10 53.96696),(11 54.99104),(12 55.796886),(13 56.35604),(14 57.16218),(15 57.020092),(16 57.37952),(17 57.594162),(18 57.76921),(19 58.23944),(20 58.44282),(21 58.6264),(22 58.55181),(23 59.126476),(24 59.895428),(25 60.7423),(26 61.416904),(27 61.048225),(28 60.97212),(29 61.36631),(30 61.73799),(31 61.455074),(32 60.878277),(33 60.46574),(34 61.25319),(35 61.007187),(36 61.323048),(37 61.465965),(38 61.739338),(39 61.09191),(40 60.819912),(41 61.340363),(42 60.9871),(43 61.419765),(44 61.08803),(45 61.019783),(46 61.22779),(47 61.096897),(48 60.86887),(49 61.286156),(50 61.364735),(51 60.19407),(52 60.36053),(53 60.821003),(54 60.654625),(55 60.860477),(56 59.95082),(57 59.68602),(58 59.298527),(59 58.818874),(60 58.60688),(61 58.121456),(62 58.337044),(63 57.724644),(64 57.559765),(65 57.392735),(66 57.16381),(67 57.139828),(68 56.924927),(69 57.08322),(70 57.064423),(71 57.18883),(72 56.949608),(73 56.411186),(74 56.772594),(75 56.060368),(76 56.356365),(77 56.561516),(78 56.474285),(79 56.957657),
