1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46714.957),(2 114251.836),(3 199384.73),(4 318182.66),(5 466806.63),(6 652942.7),(7 841309.8),(8 1036700.94),(9 1219535.5),(10 1437482.4),(11 1655314.9),(12 1897286),(13 2176108),(14 2461061.8),(15 2699810.3),(16 2928520),(17 3153160.8),(18 3406146.3),(19 3629545.3),(20 3808414.8),(21 3932581.3),(22 4103912.8),(23 4251152.5),(24 4406837.5),(25 4548916.5),(26 4679009.5),(27 4797302),(28 4867660.5),(29 4987616.5),(30 5083549),(31 5170109.5),(32 5199386),(33 5214339.5),(34 5248790.5),(35 5278898.5),(36 5329928.5),(37 5321013.5),(38 5310822.5),(39 5314045.5),(40 5309500.5),(41 5342195),(42 5343401.5),(43 5391136),(44 5435704.5),(45 5447772.5),(46 5548066),(47 5689756),(48 5884553.5),(49 6105378.5),(50 6344329.5),(51 6510668),(52 6830450.5),(53 7188584),(54 7544190.5),(55 7944158),(56 8411941),(57 8755816),(58 9238342),(59 9760978),(60 10410416),(61 11014132),(62 11610821),(63 12124420),(64 12811557),(65 13574223),(66 14376065),(67 15215832),(68 16087245),(69 16832504),(70 17768286),(71 18653146),(72 19666870),(73 20623750),(74 21613146),(75 22446406),(76 23499654),(77 24636214),(78 25783034),(79 26929674),
(1 117.437386),(2 138.84633),(3 148.16681),(4 153.15408),(5 160.29039),(6 162.20287),(7 165.86258),(8 167.15933),(9 169.33974),(10 172.81424),(11 176.56116),(12 179.1283),(13 180.71217),(14 183.95284),(15 182.90456),(16 183.99115),(17 187.78908),(18 187.75407),(19 191.62874),(20 190.55807),(21 188.88385),(22 189.91937),(23 192.19653),(24 193.35023),(25 193.10011),(26 196.32813),(27 194.21721),(28 195.69582),(29 197.30394),(30 197.4737),(31 198.26149),(32 196.23727),(33 195.93964),(34 196.5742),(35 198.8669),(36 198.79478),(37 199.7667),(38 198.90138),(39 197.24655),(40 196.62794),(41 197.49678),(42 200.64703),(43 201.86807),(44 199.60756),(45 199.00392),(46 198.50298),(47 194.18849),(48 195.89911),(49 195.66763),(50 195.4732),(51 193.51178),(52 195.42184),(53 198.84148),(54 197.98528),(55 197.01149),(56 193.96378),(57 192.42317),(58 192.72296),(59 194.22575),(60 192.60892),(61 190.9471),(62 191.21559),(63 187.93524),(64 187.44278),(65 188.12007),(66 186.99203),(67 188.39966),(68 186.936),(69 188.73505),(70 188.99098),(71 191.24129),(72 190.65623),(73 190.2177),(74 189.65884),(75 186.90642),(76 186.1583),(77 190.20908),(78 186.60536),(79 187.67856),
(1 115.18704),(2 137.28612),(3 146.04256),(4 154.11557),(5 158.93774),(6 161.7972),(7 163.54964),(8 166.8957),(9 168.88354),(10 171.52762),(11 177.55084),(12 180.18153),(13 180.10799),(14 182.10342),(15 180.14754),(16 180.63933),(17 182.8333),(18 184.61816),(19 185.25854),(20 185.34666),(21 185.59444),(22 185.95175),(23 187.80688),(24 187.31148),(25 188.98425),(26 191.64323),(27 192.24936),(28 194.0331),(29 195.84785),(30 192.82799),(31 196.02884),(32 196.5561),(33 197.47122),(34 196.3941),(35 196.80199),(36 197.54951),(37 196.95271),(38 197.72278),(39 196.66803),(40 197.68324),(41 197.4765),(42 196.3695),(43 198.22565),(44 197.22075),(45 195.24997),(46 194.57536),(47 194.10838),(48 195.26793),(49 194.07765),(50 193.33058),(51 192.98685),(52 192.33661),(53 193.53792),(54 192.08191),(55 192.59102),(56 190.17575),(57 188.39006),(58 189.4732),(59 189.62242),(60 187.74136),(61 185.85924),(62 184.54428),(63 181.46341),(64 181.88129),(65 180.90132),(66 181.32373),(67 182.51265),(68 182.63168),(69 182.45435),(70 184.63574),(71 185.24677),(72 183.02713),(73 182.98482),(74 185.37236),(75 183.85641),(76 181.72261),(77 183.0142),(78 179.87526),(79 184.5404),
(1 116.34958),(2 138.95833),(3 146.56192),(4 151.68279),(5 160.08304),(6 162.31349),(7 165.79898),(8 167.8221),(9 167.96204),(10 172.56558),(11 173.93158),(12 175.96782),(13 177.83276),(14 180.80493),(15 180.05913),(16 181.8198),(17 181.97363),(18 182.77985),(19 185.14043),(20 185.81137),(21 187.57869),(22 189.15248),(23 189.62305),(24 192.17786),(25 194.14796),(26 195.01051),(27 194.16364),(28 194.08867),(29 196.40938),(30 197.5185),(31 198.65921),(32 197.42645),(33 197.85742),(34 198.54697),(35 199.85207),(36 199.13832),(37 199.40729),(38 199.85707),(39 197.47575),(40 196.24263),(41 197.77866),(42 198.47754),(43 198.82962),(44 197.0273),(45 195.4402),(46 196.14424),(47 194.75955),(48 191.83766),(49 192.49535),(50 192.86343),(51 191.14346),(52 190.47763),(53 193.23628),(54 192.92165),(55 190.73627),(56 189.5307),(57 188.35768),(58 187.65013),(59 190.14058),(60 190.59198),(61 187.7607),(62 189.36305),(63 187.82285),(64 185.80914),(65 187.26941),(66 185.86179),(67 185.24036),(68 185.86514),(69 186.09335),(70 188.24556),(71 188.2188),(72 189.21828),(73 187.42711),(74 186.94197),(75 185.21588),(76 186.70041),(77 189.36633),(78 187.23148),(79 186.54713),
(1 111.75808),(2 132.94307),(3 139.82393),(4 146.04669),(5 149.32756),(6 153.89896),(7 158.01135),(8 160.02661),(9 160.71706),(10 162.9665),(11 166.3627),(12 167.8508),(13 169.3979),(14 172.83466),(15 172.45201),(16 174.39835),(17 176.80179),(18 175.69907),(19 178.04991),(20 177.38455),(21 176.67415),(22 178.61635),(23 178.87811),(24 181.42061),(25 183.39099),(26 183.43483),(27 183.02785),(28 183.84793),(29 184.89905),(30 185.55383),(31 183.68207),(32 184.69264),(33 184.52417),(34 186.50023),(35 186.96371),(36 186.23753),(37 187.67336),(38 187.4911),(39 186.93588),(40 186.67824),(41 187.65211),(42 187.23772),(43 189.26627),(44 188.35277),(45 187.2169),(46 186.65952),(47 186.96262),(48 185.84085),(49 186.07854),(50 186.14806),(51 185.45865),(52 184.8705),(53 186.34795),(54 185.58699),(55 182.7916),(56 184.26654),(57 183.16713),(58 180.13005),(59 180.87065),(60 179.9639),(61 179.3782),(62 178.62822),(63 177.18134),(64 176.54405),(65 177.98907),(66 178.8739),(67 179.66383),(68 177.26538),(69 177.69241),(70 179.7856),(71 179.8588),(72 179.86862),(73 178.30847),(74 177.49586),(75 176.82803),(76 176.12752),(77 176.478),(78 173.80559),(79 175.94923),
(1 110.59946),(2 132.49408),(3 139.70161),(4 144.52873),(5 152.09973),(6 156.0116),(7 160.10815),(8 161.9402),(9 162.87173),(10 166.79555),(11 170.6272),(12 171.67375),(13 174.18645),(14 177.4425),(15 176.72179),(16 177.80159),(17 181.81201),(18 180.04413),(19 182.08307),(20 182.97484),(21 182.98802),(22 184.26886),(23 184.59723),(24 185.5972),(25 187.42009),(26 188.30434),(27 186.12946),(28 187.30833),(29 189.33546),(30 190.28404),(31 191.32272),(32 189.2907),(33 189.17451),(34 191.97298),(35 192.05392),(36 191.98102),(37 192.70485),(38 192.85986),(39 193.77666),(40 193.35323),(41 194.7695),(42 194.69019),(43 194.69722),(44 192.7768),(45 192.01404),(46 193.94125),(47 192.44229),(48 192.25145),(49 189.49773),(50 187.92847),(51 188.71786),(52 189.20189),(53 191.77792),(54 189.68483),(55 188.9252),(56 188.487),(57 188.2868),(58 185.98677),(59 186.44614),(60 185.89601),(61 184.96259),(62 182.7017),(63 180.84352),(64 181.58624),(65 178.86172),(66 177.34703),(67 178.50035),(68 178.20076),(69 176.18396),(70 178.33954),(71 180.49832),(72 177.58954),(73 177.2551),(74 176.86545),(75 176.0664),(76 176.59401),(77 176.06203),(78 177.08127),(79 178.67206),
(1 108.64782),(2 129.17009),(3 136.63487),(4 144.50375),(5 149.11241),(6 152.9942),(7 156.96327),(8 158.92026),(9 160.47421),(10 165.3925),(11 167.50728),(12 170.3305),(13 171.2086),(14 173.38742),(15 173.78026),(16 175.0775),(17 174.1676),(18 174.65428),(19 178.88641),(20 177.8926),(21 179.3709),(22 179.58989),(23 180.5272),(24 182.42534),(25 182.62416),(26 184.41798),(27 184.75356),(28 185.79718),(29 186.07275),(30 187.04007),(31 187.13295),(32 185.25421),(33 185.94695),(34 186.80986),(35 186.76201),(36 188.31384),(37 189.2611),(38 189.69423),(39 190.15764),(40 190.49997),(41 190.93568),(42 189.36844),(43 191.17615),(44 189.79732),(45 189.8262),(46 189.0262),(47 188.29442),(48 187.88618),(49 186.89305),(50 187.11455),(51 187.01323),(52 186.82843),(53 190.2151),(54 184.63893),(55 187.32565),(56 186.25888),(57 184.488),(58 183.0215),(59 183.24243),(60 182.51071),(61 181.04343),(62 179.15309),(63 178.13126),(64 176.05708),(65 177.47232),(66 177.71523),(67 178.37134),(68 177.7261),(69 176.75772),(70 178.72733),(71 177.6529),(72 177.86621),(73 175.77681),(74 177.27194),(75 176.27972),(76 173.85063),(77 173.15907),(78 171.85173),(79 173.6807),
(1 109.61863),(2 130.89557),(3 137.84654),(4 144.76563),(5 151.62987),(6 155.2201),(7 158.74416),(8 160.57283),(9 163.13777),(10 166.19962),(11 168.90384),(12 173.15851),(13 172.66698),(14 174.33075),(15 173.6747),(16 172.63425),(17 176.15878),(18 174.37914),(19 176.85863),(20 177.67966),(21 176.97678),(22 179.33894),(23 181.39397),(24 178.86517),(25 180.79446),(26 180.63373),(27 181.32167),(28 183.706),(29 184.21082),(30 182.71375),(31 183.01968),(32 182.79759),(33 182.91882),(34 184.66087),(35 184.48106),(36 186.62608),(37 184.42021),(38 186.02396),(39 185.31416),(40 184.13338),(41 183.14606),(42 185.72742),(43 185.15173),(44 182.58916),(45 182.50345),(46 183.35986),(47 183.8887),(48 182.221),(49 183.05006),(50 182.42152),(51 181.89177),(52 183.16101),(53 185.04642),(54 185.04523),(55 183.82031),(56 183.6843),(57 181.03337),(58 181.25946),(59 182.65674),(60 181.98749),(61 181.03595),(62 178.40921),(63 178.44037),(64 179.72627),(65 181.46281),(66 180.66745),(67 181.2766),(68 179.52556),(69 179.3762),(70 178.67152),(71 179.9904),(72 179.40791),(73 179.01714),(74 178.59554),(75 176.096),(76 174.08168),(77 173.68875),(78 174.81291),(79 174.79088),
(1 105.910446),(2 126.847755),(3 134.35315),(4 140.53128),(5 145.81886),(6 150.03621),(7 152.58113),(8 155.45761),(9 156.70119),(10 159.80624),(11 163.01096),(12 168.25142),(13 167.63768),(14 169.29031),(15 168.72284),(16 170.84988),(17 172.84064),(18 171.89133),(19 173.81128),(20 173.45033),(21 172.89197),(22 176.45352),(23 177.13574),(24 179.89102),(25 181.205),(26 180.91344),(27 181.24666),(28 181.18507),(29 182.63791),(30 179.97644),(31 180.908),(32 180.87894),(33 181.20049),(34 182.65877),(35 183.25339),(36 182.0184),(37 182.2502),(38 184.69586),(39 183.20015),(40 183.00467),(41 185.38132),(42 185.30595),(43 185.39795),(44 184.93558),(45 184.88507),(46 184.15463),(47 183.97838),(48 183.76549),(49 184.95695),(50 185.70338),(51 186.23041),(52 183.66371),(53 184.4516),(54 181.69038),(55 182.53893),(56 180.28761),(57 177.05208),(58 177.03317),(59 177.94795),(60 179.81676),(61 181.48639),(62 180.02304),(63 178.27023),(64 176.66357),(65 175.49315),(66 175.07129),(67 175.34529),(68 175.46928),(69 174.86562),(70 176.69084),(71 174.12413),(72 171.52997),(73 172.80653),(74 173.91269),(75 172.26749),(76 168.8401),(77 170.95872),(78 168.81598),(79 169.62808),
(1 104.73789),(2 124.9977),(3 131.07384),(4 137.00969),(5 143.45291),(6 147.35318),(7 148.5755),(8 151.39677),(9 153.19263),(10 156.62929),(11 157.62306),(12 163.29457),(13 162.10966),(14 163.37625),(15 163.53618),(16 165.48929),(17 167.22232),(18 166.60817),(19 170.5406),(20 169.0801),(21 168.74959),(22 169.68709),(23 171.72946),(24 174.89056),(25 174.56238),(26 175.44196),(27 174.48465),(28 176.03049),(29 178.06728),(30 177.74045),(31 178.10814),(32 177.42528),(33 176.6725),(34 177.62627),(35 177.36398),(36 178.6991),(37 178.73436),(38 177.85378),(39 178.3163),(40 179.0942),(41 180.10255),(42 179.07668),(43 181.10895),(44 180.6852),(45 178.55037),(46 178.31308),(47 178.11072),(48 178.57968),(49 176.65746),(50 176.0746),(51 175.13054),(52 175.65112),(53 176.11111),(54 175.0033),(55 176.10316),(56 176.61671),(57 175.55821),(58 173.50647),(59 172.58762),(60 172.81712),(61 173.45087),(62 171.89948),(63 170.87851),(64 169.23589),(65 169.82828),(66 170.23248),(67 169.70958),(68 168.54558),(69 169.43166),(70 168.0004),(71 168.71626),(72 169.7864),(73 168.15154),(74 169.11363),(75 167.02234),(76 167.15802),(77 167.64818),(78 167.04596),(79 168.70105),
(1 102.768166),(2 121.848404),(3 128.03523),(4 132.43478),(5 138.32695),(6 144.51382),(7 144.8332),(8 150.27654),(9 150.42586),(10 154.89902),(11 157.17557),(12 160.66664),(13 159.7999),(14 162.52101),(15 161.92229),(16 161.62318),(17 161.49841),(18 164.48337),(19 164.07704),(20 166.03726),(21 166.29153),(22 166.5921),(23 169.93556),(24 171.60912),(25 172.02403),(26 172.36443),(27 170.6383),(28 171.90692),(29 173.88312),(30 172.58652),(31 172.64334),(32 172.31354),(33 172.25766),(34 173.6564),(35 174.8053),(36 176.63264),(37 177.18088),(38 178.18799),(39 175.80455),(40 174.85818),(41 177.52948),(42 178.22652),(43 177.96915),(44 175.63708),(45 175.93489),(46 176.24123),(47 174.23183),(48 175.02858),(49 176.9434),(50 176.9035),(51 176.23477),(52 176.48613),(53 173.9288),(54 173.08134),(55 176.8293),(56 175.11584),(57 175.07219),(58 173.88551),(59 174.40729),(60 172.68886),(61 174.9639),(62 171.4623),(63 169.67824),(64 168.11621),(65 169.14197),(66 168.10616),(67 169.06685),(68 166.68579),(69 165.4245),(70 164.27588),(71 166.13106),(72 166.599),(73 164.6447),(74 166.45828),(75 164.9187),(76 163.52812),(77 162.5859),(78 164.09396),(79 164.91754),
(1 105.801575),(2 123.848465),(3 130.82074),(4 136.47342),(5 142.37207),(6 146.30594),(7 148.4453),(8 152.93674),(9 154.60081),(10 157.53427),(11 158.5833),(12 165.3077),(13 165.26541),(14 166.82588),(15 167.18613),(16 168.77545),(17 172.0816),(18 172.31036),(19 173.10872),(20 171.39551),(21 171.95494),(22 172.53876),(23 173.08414),(24 175.00945),(25 177.25945),(26 176.51039),(27 176.20073),(28 177.88515),(29 179.33025),(30 179.36919),(31 179.83466),(32 177.70201),(33 175.5712),(34 177.14203),(35 176.54503),(36 177.88684),(37 179.1615),(38 177.7449),(39 175.17712),(40 176.34981),(41 177.3246),(42 176.42339),(43 177.80034),(44 176.71783),(45 175.35844),(46 174.5784),(47 174.78093),(48 175.91522),(49 175.61357),(50 175.66415),(51 173.25638),(52 173.20546),(53 173.4642),(54 173.70052),(55 174.86723),(56 172.99498),(57 171.04831),(58 171.16098),(59 170.06378),(60 171.12645),(61 172.1955),(62 171.03021),(63 170.42778),(64 170.1547),(65 171.229),(66 168.5747),(67 167.55038),(68 166.87175),(69 167.8736),(70 167.71642),(71 169.86308),(72 170.707),(73 170.21184),(74 169.9711),(75 166.76006),(76 166.49768),(77 164.77245),(78 164.58305),(79 165.72173),
(1 103.90766),(2 124.8341),(3 129.41533),(4 136.30353),(5 141.15813),(6 143.37106),(7 147.62122),(8 151.48238),(9 152.21089),(10 154.71619),(11 158.20409),(12 160.48187),(13 160.19646),(14 162.08313),(15 161.5358),(16 163.25797),(17 165.34325),(18 164.65958),(19 165.50153),(20 165.29224),(21 166.29921),(22 168.31894),(23 168.78511),(24 170.35718),(25 169.45468),(26 169.85893),(27 169.92386),(28 171.28615),(29 171.44821),(30 170.74913),(31 171.87462),(32 171.72853),(33 172.73495),(34 175.28337),(35 175.7237),(36 174.67508),(37 174.5683),(38 175.7655),(39 175.14117),(40 174.52353),(41 175.04002),(42 174.76802),(43 178.08435),(44 176.3275),(45 175.4167),(46 174.57248),(47 173.61815),(48 174.49269),(49 173.23769),(50 173.66466),(51 172.02315),(52 170.73608),(53 170.91866),(54 169.86655),(55 169.28891),(56 168.51987),(57 166.74387),(58 165.6316),(59 166.02466),(60 166.65738),(61 165.7403),(62 164.86781),(63 164.6333),(64 164.14024),(65 164.40424),(66 162.68169),(67 163.01195),(68 162.66618),(69 161.45468),(70 161.67313),(71 162.73354),(72 163.92673),(73 163.12434),(74 164.40347),(75 162.6162),(76 162.26501),(77 161.46243),(78 163.1442),(79 162.97453),
(1 103.46757),(2 123.76059),(3 127.907104),(4 133.50883),(5 139.46951),(6 142.62845),(7 145.46336),(8 148.25568),(9 150.46481),(10 152.8163),(11 156.82965),(12 158.8774),(13 159.10863),(14 162.413),(15 161.89537),(16 164.0602),(17 164.85559),(18 165.09474),(19 166.01682),(20 165.5744),(21 165.3913),(22 166.98825),(23 166.71938),(24 167.13821),(25 168.84709),(26 170.06111),(27 169.8195),(28 169.9572),(29 171.31546),(30 169.00769),(31 170.04971),(32 169.18782),(33 168.32767),(34 168.51631),(35 169.14308),(36 171.17543),(37 171.05249),(38 172.00021),(39 170.21179),(40 170.68013),(41 170.14015),(42 169.75122),(43 172.35393),(44 171.69292),(45 172.01003),(46 169.33902),(47 168.7672),(48 170.51169),(49 169.64098),(50 171.52936),(51 169.49805),(52 171.31844),(53 172.14316),(54 173.28447),(55 172.77979),(56 170.22227),(57 168.46628),(58 169.28294),(59 167.5249),(60 165.7679),(61 165.43414),(62 166.0177),(63 163.58765),(64 167.01642),(65 166.59271),(66 164.44681),(67 165.66122),(68 163.75735),(69 164.08731),(70 165.07974),(71 162.62437),(72 164.54192),(73 162.0956),(74 162.34557),(75 159.2943),(76 160.36938),(77 161.22098),(78 160.82886),(79 161.41994),
(1 100.964554),(2 120.45495),(3 125.477455),(4 129.68712),(5 136.66017),(6 141.26929),(7 144.05894),(8 146.23474),(9 147.24518),(10 150.43185),(11 152.6722),(12 155.33325),(13 157.99652),(14 158.4489),(15 158.54271),(16 159.76955),(17 160.66006),(18 160.4343),(19 163.05064),(20 164.01492),(21 163.76512),(22 164.08466),(23 164.07307),(24 165.90134),(25 167.69757),(26 168.76883),(27 165.35555),(28 168.0639),(29 169.84589),(30 168.19194),(31 168.60713),(32 168.86719),(33 168.6508),(34 168.22319),(35 169.93645),(36 168.97809),(37 169.94667),(38 169.88866),(39 168.26741),(40 169.69772),(41 168.10811),(42 165.99237),(43 169.66772),(44 169.70097),(45 167.18823),(46 166.70293),(47 166.86102),(48 167.04227),(49 166.58896),(50 167.55386),(51 164.84305),(52 163.61984),(53 164.91348),(54 164.66052),(55 165.25485),(56 162.80872),(57 162.36502),(58 160.28459),(59 162.5171),(60 160.10051),(61 159.63148),(62 160.43962),(63 157.72389),(64 158.31268),(65 158.9519),(66 159.1204),(67 160.97179),(68 158.8933),(69 159.43387),(70 160.01276),(71 160.83554),(72 159.30368),(73 161.2014),(74 160.27275),(75 158.21616),(76 158.12267),(77 157.98781),(78 158.0208),(79 161.13354),
(1 100.82385),(2 120.80928),(3 127.698906),(4 132.81209),(5 136.15814),(6 140.48593),(7 144.71376),(8 146.46768),(9 148.46141),(10 151.57959),(11 154.1161),(12 157.33096),(13 157.26799),(14 159.00171),(15 157.36647),(16 158.01543),(17 160.34038),(18 161.88995),(19 162.49626),(20 162.81184),(21 161.67813),(22 163.87718),(23 163.51118),(24 164.68681),(25 165.99089),(26 167.91428),(27 166.46895),(28 169.26149),(29 168.66129),(30 168.15405),(31 167.81245),(32 167.9761),(33 167.01717),(34 167.62833),(35 168.8186),(36 169.19669),(37 167.66405),(38 167.13457),(39 167.5129),(40 166.64247),(41 169.12515),(42 167.8451),(43 169.9752),(44 168.74289),(45 166.5994),(46 167.49991),(47 166.12114),(48 166.72495),(49 167.30673),(50 166.2756),(51 163.69531),(52 165.45091),(53 165.14606),(54 165.83049),(55 166.86285),(56 163.84114),(57 162.33296),(58 164.092),(59 163.38472),(60 161.99641),(61 164.24287),(62 162.24002),(63 160.08575),(64 159.89297),(65 160.60674),(66 161.26122),(67 161.15053),(68 161.7799),(69 161.75839),(70 161.89633),(71 164.28856),(72 163.44649),(73 162.28246),(74 163.81206),(75 162.03253),(76 159.40436),(77 160.3846),(78 159.43912),(79 161.35718),
(1 99.80686),(2 118.16935),(3 123.208145),(4 128.136),(5 133.18575),(6 136.39134),(7 139.83417),(8 141.84267),(9 144.4128),(10 146.3022),(11 148.0099),(12 151.33258),(13 152.40811),(14 154.14955),(15 153.96324),(16 154.42917),(17 155.68335),(18 156.92795),(19 159.08583),(20 159.06532),(21 158.1037),(22 158.70604),(23 159.22629),(24 160.94943),(25 162.60301),(26 164.91092),(27 163.10675),(28 164.9307),(29 165.68283),(30 164.9365),(31 164.68495),(32 165.31316),(33 165.24675),(34 166.11037),(35 166.85175),(36 166.88383),(37 166.55069),(38 167.75307),(39 167.40222),(40 166.79546),(41 166.55467),(42 165.035),(43 167.72153),(44 166.7653),(45 166.085),(46 164.53885),(47 166.36932),(48 164.78972),(49 165.90573),(50 164.18059),(51 163.66742),(52 164.11499),(53 163.62373),(54 164.52994),(55 167.07124),(56 165.40633),(57 163.28163),(58 161.64418),(59 163.11252),(60 161.69426),(61 161.28795),(62 160.33366),(63 158.36705),(64 158.84843),(65 159.7638),(66 158.21732),(67 158.7844),(68 158.1242),(69 156.80426),(70 157.22617),(71 157.9027),(72 157.09822),(73 159.0038),(74 159.05156),(75 157.76465),(76 157.39282),(77 158.27979),(78 158.26581),(79 159.19087),
(1 98.66086),(2 117.43741),(3 121.8484),(4 125.857925),(5 129.80695),(6 133.47797),(7 138.00035),(8 140.38359),(9 142.20308),(10 144.51196),(11 146.99854),(12 150.48518),(13 151.04085),(14 152.87021),(15 150.67331),(16 151.63692),(17 153.55812),(18 153.7854),(19 156.13246),(20 154.68323),(21 154.49022),(22 155.04703),(23 155.77379),(24 158.60281),(25 158.28052),(26 160.49667),(27 159.51756),(28 159.5147),(29 161.8526),(30 161.42776),(31 162.27242),(32 161.14296),(33 160.20953),(34 160.99261),(35 161.13788),(36 159.98245),(37 160.53853),(38 160.0599),(39 159.14119),(40 160.36981),(41 161.14046),(42 160.16296),(43 162.57869),(44 160.90633),(45 159.59288),(46 160.12346),(47 160.13316),(48 160.18134),(49 158.99075),(50 160.39067),(51 161.20947),(52 160.28307),(53 162.25226),(54 161.0942),(55 161.15825),(56 159.19113),(57 158.33453),(58 158.56183),(59 159.69907),(60 157.3089),(61 158.88425),(62 157.63622),(63 154.38524),(64 155.6353),(65 156.86243),(66 154.52626),(67 154.51294),(68 153.18756),(69 152.78195),(70 154.19653),(71 155.74043),(72 156.40932),(73 154.76933),(74 156.84117),(75 154.80464),(76 153.81119),(77 154.93414),(78 152.56252),(79 153.84052),
