1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40363.566),(2 128721.875),(3 252718.89),(4 417628.1),(5 605863.9),(6 822122.8),(7 1057045.4),(8 1349765.5),(9 1642635.6),(10 1967791.6),(11 2370488.3),(12 2840264.8),(13 3371777.8),(14 3920175.3),(15 4549475.5),(16 5261298.5),(17 6011192.5),(18 6663953.5),(19 7419502.5),(20 8279903.5),(21 9112765),(22 9930693),(23 10817876),(24 11732568),(25 12781713),(26 14008407),(27 15358212),(28 16917914),(29 18427740),(30 20092166),(31 21882714),(32 23630104),(33 25258778),(34 26789230),(35 28300710),(36 29865558),(37 31302760),(38 32725146),(39 34171892),(40 35582160),(41 37088732),(42 38663604),(43 40380548),(44 42193560),(45 43864812),(46 45382420),(47 46906460),(48 48235964),(49 49187156),(50 49778670),(51 50136660),(52 50278708),(53 50309812),(54 50232108),(55 50104110),(56 50025452),(57 49870690),(58 49923572),(59 50050750),(60 50315404),(61 50684148),(62 51078988),(63 51519616),(64 51834144),(65 51981572),(66 52180340),(67 52512332),(68 52877436),(69 53007490),(70 53440644),(71 54332720),(72 55599236),(73 56888820),(74 58094292),(75 59362220),(76 60640084),(77 61677696),(78 62690420),(79 63596796),
(1 295.87845),(2 400.6313),(3 464.80765),(4 510.35458),(5 546.79846),(6 576.9962),(7 604.7846),(8 636.56836),(9 657.0759),(10 670.8279),(11 687.49146),(12 700.0017),(13 714.3158),(14 721.8544),(15 732.3001),(16 735.19604),(17 736.5276),(18 737.918),(19 742.1264),(20 749.4207),(21 753.08417),(22 761.47687),(23 768.56506),(24 766.24554),(25 772.2697),(26 778.90375),(27 788.37354),(28 797.50494),(29 795.5494),(30 796.0927),(31 809.447),(32 813.4805),(33 814.60803),(34 821.2203),(35 826.0814),(36 834.3832),(37 830.9389),(38 837.916),(39 844.1788),(40 846.38806),(41 847.2254),(42 852.296),(43 851.55914),(44 850.20074),(45 856.5688),(46 859.3157),(47 857.9664),(48 852.5187),(49 856.1421),(50 854.83545),(51 851.5725),(52 849.0722),(53 861.0368),(54 854.3203),(55 853.70355),(56 853.6894),(57 856.27277),(58 854.8438),(59 860.84576),(60 854.1099),(61 857.66656),(62 854.4664),(63 844.7823),(64 851.4891),(65 845.281),(66 848.642),(67 847.02844),(68 852.65753),(69 855.4296),(70 851.8887),(71 850.2106),(72 848.86115),(73 856.7302),(74 862.9063),(75 867.7105),(76 861.78284),(77 867.9324),(78 868.3187),(79 875.1525),
(1 290.22427),(2 386.1699),(3 451.23804),(4 496.58633),(5 531.18524),(6 563.11285),(7 582.9454),(8 612.17554),(9 626.6347),(10 642.17267),(11 664.70746),(12 676.17004),(13 692.09),(14 703.42535),(15 705.94214),(16 706.8988),(17 711.5891),(18 714.2448),(19 715.34686),(20 719.94824),(21 724.0077),(22 727.6138),(23 739.5782),(24 735.7443),(25 738.9142),(26 742.47516),(27 747.0976),(28 753.63727),(29 756.0933),(30 757.75665),(31 763.38043),(32 759.3794),(33 763.2651),(34 768.93384),(35 772.8584),(36 781.4411),(37 786.06805),(38 790.3875),(39 795.822),(40 801.2221),(41 808.4665),(42 807.8593),(43 801.522),(44 807.97363),(45 809.55005),(46 813.30505),(47 809.60876),(48 812.5506),(49 817.88434),(50 814.1698),(51 813.7063),(52 815.5197),(53 822.5687),(54 822.18176),(55 823.96783),(56 831.9967),(57 830.5419),(58 831.17413),(59 835.1024),(60 834.18536),(61 832.3278),(62 832.07074),(63 830.6021),(64 822.1929),(65 823.15326),(66 819.4143),(67 820.65643),(68 834.895),(69 828.6072),(70 827.93506),(71 831.72363),(72 831.47986),(73 836.76843),(74 832.36176),(75 830.4776),(76 835.7319),(77 844.60583),(78 838.2724),(79 841.7626),
(1 293.0035),(2 387.8214),(3 458.01624),(4 498.43707),(5 531.0774),(6 563.1584),(7 589.61487),(8 621.296),(9 636.8587),(10 650.1751),(11 664.2538),(12 676.95355),(13 689.7633),(14 692.2026),(15 698.0651),(16 699.98236),(17 707.74817),(18 717.3823),(19 724.7637),(20 733.4175),(21 738.7905),(22 749.6614),(23 754.4389),(24 758.44403),(25 756.6688),(26 759.9666),(27 766.77057),(28 766.5857),(29 771.35596),(30 774.8972),(31 781.7422),(32 780.25305),(33 785.8476),(34 787.91376),(35 794.70215),(36 792.7255),(37 794.645),(38 804.43677),(39 808.5953),(40 812.8133),(41 821.793),(42 828.5354),(43 826.09735),(44 827.122),(45 838.9379),(46 841.1604),(47 841.3958),(48 842.45294),(49 847.55457),(50 851.8051),(51 857.50616),(52 858.32684),(53 857.7871),(54 854.36523),(55 857.77747),(56 855.4167),(57 863.4595),(58 864.5768),(59 872.06335),(60 870.0483),(61 871.8708),(62 877.0401),(63 877.40936),(64 872.352),(65 877.7137),(66 872.5386),(67 874.9269),(68 884.3941),(69 881.996),(70 875.2304),(71 879.26465),(72 875.9474),(73 870.8681),(74 875.82355),(75 871.2736),(76 869.21924),(77 866.04694),(78 864.9892),(79 862.22125),
(1 283.34225),(2 385.77188),(3 447.4572),(4 491.22675),(5 527.4612),(6 560.4526),(7 584.6539),(8 619.9671),(9 627.5589),(10 638.92017),(11 658.742),(12 673.24),(13 689.77856),(14 689.7238),(15 697.19476),(16 699.6031),(17 699.5687),(18 704.1528),(19 707.7263),(20 725.3449),(21 738.02167),(22 745.3062),(23 751.3504),(24 745.64435),(25 743.6926),(26 748.52313),(27 749.48444),(28 750.86304),(29 755.8324),(30 758.6336),(31 769.9887),(32 768.83813),(33 775.1482),(34 777.90356),(35 783.2853),(36 790.9278),(37 789.57214),(38 784.5448),(39 787.7495),(40 795.0772),(41 803.6415),(42 804.75586),(43 799.23724),(44 802.29205),(45 805.28784),(46 810.4768),(47 812.6029),(48 812.4762),(49 815.12726),(50 807.6002),(51 811.00256),(52 809.4876),(53 814.341),(54 815.77814),(55 816.1385),(56 813.71814),(57 816.78534),(58 806.88477),(59 816.7453),(60 825.67444),(61 824.7867),(62 829.19696),(63 824.27277),(64 825.61884),(65 827.0143),(66 823.9822),(67 819.5217),(68 832.00433),(69 835.56903),(70 837.4093),(71 847.82654),(72 841.4151),(73 853.06195),(74 857.84564),(75 854.8995),(76 853.64215),(77 855.42834),(78 850.6292),(79 853.12506),
(1 283.42606),(2 379.23328),(3 444.13895),(4 492.8612),(5 530.0176),(6 556.3678),(7 582.2019),(8 616.2384),(9 632.48193),(10 647.1328),(11 660.8012),(12 672.7397),(13 685.1376),(14 694.77185),(15 698.7403),(16 702.1722),(17 706.4219),(18 707.67804),(19 714.3492),(20 713.84875),(21 717.7379),(22 726.50214),(23 735.5301),(24 733.2798),(25 730.76624),(26 735.34436),(27 735.9618),(28 739.2569),(29 738.42804),(30 739.8875),(31 746.89166),(32 754.218),(33 758.35144),(34 768.5461),(35 760.49994),(36 770.2963),(37 767.74536),(38 768.4557),(39 770.0486),(40 777.28284),(41 787.8801),(42 795.9081),(43 799.132),(44 801.01904),(45 802.45386),(46 804.73376),(47 810.8322),(48 821.3844),(49 819.27594),(50 815.3942),(51 820.71295),(52 819.9672),(53 815.5596),(54 813.71594),(55 809.76),(56 811.48895),(57 809.21625),(58 806.6917),(59 802.08527),(60 804.434),(61 796.752),(62 793.25836),(63 790.8456),(64 795.7783),(65 797.2277),(66 801.591),(67 798.77423),(68 808.7735),(69 808.1544),(70 819.15625),(71 824.1459),(72 823.8581),(73 824.1403),(74 832.70013),(75 834.6861),(76 833.40247),(77 832.3964),(78 835.75586),(79 842.6106),
(1 279.47556),(2 370.1639),(3 433.14145),(4 480.81714),(5 518.55145),(6 547.279),(7 566.46063),(8 595.9175),(9 612.94696),(10 631.1059),(11 643.2402),(12 659.80365),(13 669.42694),(14 679.4034),(15 686.621),(16 692.2642),(17 695.2489),(18 693.5925),(19 699.79785),(20 697.92804),(21 699.5075),(22 708.7896),(23 709.6898),(24 715.3896),(25 718.83405),(26 722.63995),(27 732.43317),(28 733.95886),(29 735.7874),(30 738.952),(31 742.06537),(32 740.9329),(33 744.39874),(34 757.9442),(35 757.9424),(36 761.768),(37 763.52527),(38 769.29614),(39 768.7844),(40 768.5248),(41 776.0462),(42 779.45886),(43 780.74),(44 777.7054),(45 779.4767),(46 782.3535),(47 783.3865),(48 785.3056),(49 784.0244),(50 779.2499),(51 786.426),(52 786.305),(53 788.6117),(54 788.5706),(55 792.47406),(56 790.66986),(57 785.37164),(58 785.83545),(59 776.0367),(60 777.3801),(61 780.5427),(62 780.15955),(63 782.25574),(64 782.9696),(65 789.0622),(66 792.94604),(67 795.517),(68 798.70593),(69 800.9097),(70 804.442),(71 808.013),(72 809.0037),(73 811.53076),(74 808.1236),(75 812.6817),(76 810.31165),(77 810.47076),(78 817.45874),(79 819.98785),
(1 272.8405),(2 356.80917),(3 420.726),(4 465.79486),(5 499.25485),(6 526.9001),(7 552.9119),(8 580.16455),(9 591.70636),(10 608.4242),(11 626.48346),(12 637.14026),(13 643.732),(14 656.77637),(15 665.70123),(16 669.9662),(17 678.9378),(18 680.6945),(19 681.73944),(20 675.54236),(21 680.0656),(22 686.45636),(23 691.36206),(24 689.9287),(25 700.0243),(26 698.4828),(27 705.6326),(28 707.0318),(29 708.9305),(30 704.1626),(31 713.0371),(32 715.8328),(33 719.505),(34 724.6578),(35 726.804),(36 732.6051),(37 727.64325),(38 736.0181),(39 736.72125),(40 734.5674),(41 736.787),(42 739.31085),(43 738.8385),(44 746.4549),(45 743.2079),(46 746.0494),(47 744.5588),(48 747.4972),(49 747.2117),(50 755.00104),(51 757.373),(52 759.73553),(53 763.702),(54 763.5451),(55 761.8946),(56 765.2267),(57 757.8784),(58 761.1528),(59 762.42505),(60 760.78534),(61 762.721),(62 765.62134),(63 766.62695),(64 769.2695),(65 773.0326),(66 781.2173),(67 779.553),(68 785.0733),(69 783.67255),(70 782.0146),(71 783.0475),(72 793.61566),(73 797.10986),(74 796.3751),(75 797.4525),(76 796.6787),(77 795.483),(78 801.3049),(79 803.0706),
(1 272.31885),(2 363.98264),(3 432.99792),(4 476.2613),(5 508.30566),(6 542.1008),(7 563.53973),(8 591.079),(9 607.6007),(10 621.9159),(11 639.4957),(12 648.57965),(13 651.1395),(14 655.2164),(15 669.35126),(16 671.48193),(17 678.1063),(18 681.16693),(19 682.93115),(20 686.6206),(21 690.0593),(22 699.7422),(23 703.9785),(24 712.09753),(25 718.4901),(26 723.8444),(27 729.5463),(28 732.0561),(29 727.50287),(30 727.3728),(31 726.0358),(32 728.3157),(33 734.06),(34 739.47876),(35 744.92194),(36 747.98334),(37 749.64325),(38 751.5278),(39 758.5619),(40 758.4807),(41 760.9653),(42 759.45264),(43 764.78723),(44 764.8805),(45 768.13),(46 772.60077),(47 768.36694),(48 772.311),(49 774.022),(50 770.77625),(51 769.5876),(52 770.26556),(53 780.53046),(54 777.46716),(55 776.3881),(56 773.648),(57 775.5472),(58 777.0883),(59 778.06805),(60 777.8735),(61 784.24445),(62 790.2596),(63 788.83636),(64 785.13495),(65 786.5028),(66 785.3647),(67 793.3059),(68 802.3509),(69 801.27954),(70 801.41315),(71 797.942),(72 801.7038),(73 804.5196),(74 806.23645),(75 805.957),(76 802.23346),(77 802.37244),(78 806.3676),(79 807.65924),
(1 267.5824),(2 359.31763),(3 426.3789),(4 470.64557),(5 505.95926),(6 536.35254),(7 556.1877),(8 589.10516),(9 606.0304),(10 616.40466),(11 629.67395),(12 636.1),(13 647.1098),(14 655.8956),(15 660.74866),(16 662.6248),(17 661.44476),(18 668.10596),(19 670.3412),(20 672.9982),(21 674.85876),(22 682.848),(23 686.8369),(24 688.5401),(25 684.61426),(26 683.5478),(27 683.2643),(28 686.75684),(29 688.28534),(30 693.1293),(31 698.01495),(32 706.92554),(33 712.9333),(34 713.1085),(35 717.2602),(36 719.41864),(37 729.4371),(38 737.6746),(39 740.83264),(40 741.54565),(41 744.22266),(42 747.5771),(43 744.8063),(44 755.13354),(45 754.7649),(46 760.592),(47 760.0256),(48 767.8386),(49 763.2308),(50 764.5871),(51 764.1512),(52 767.3751),(53 777.27655),(54 773.63043),(55 771.8284),(56 774.075),(57 775.1816),(58 776.6588),(59 775.84033),(60 782.17694),(61 784.67346),(62 793.5561),(63 791.1529),(64 797.23285),(65 797.21735),(66 797.94684),(67 801.4211),(68 802.79504),(69 805.3641),(70 811.70447),(71 813.6371),(72 814.91547),(73 815.7321),(74 819.1913),(75 815.65125),(76 813.8424),(77 817.42004),(78 824.0453),(79 823.42236),
(1 261.63443),(2 351.9963),(3 413.6252),(4 455.59076),(5 489.03607),(6 515.6935),(7 533.38293),(8 566.3427),(9 581.58813),(10 591.7545),(11 607.27924),(12 619.98346),(13 628.083),(14 638.98987),(15 651.16534),(16 653.27545),(17 654.9783),(18 657.3567),(19 663.8778),(20 674.3548),(21 677.36176),(22 683.531),(23 687.60126),(24 695.53674),(25 698.3793),(26 703.22),(27 704.9721),(28 707.0164),(29 710.6921),(30 714.83075),(31 721.307),(32 727.8268),(33 729.47784),(34 731.89923),(35 732.49774),(36 735.6144),(37 734.8209),(38 738.0256),(39 743.5445),(40 741.61237),(41 746.92706),(42 756.05817),(43 756.68744),(44 761.5064),(45 762.9893),(46 765.4765),(47 767.15106),(48 771.3973),(49 773.12067),(50 773.9837),(51 766.4911),(52 765.704),(53 769.102),(54 764.0552),(55 759.8481),(56 763.87103),(57 762.9502),(58 765.9012),(59 762.6778),(60 765.45856),(61 769.0423),(62 768.8451),(63 771.02405),(64 773.951),(65 773.6831),(66 767.5939),(67 767.4993),(68 775.39105),(69 771.08167),(70 772.60095),(71 769.177),(72 772.59595),(73 769.56415),(74 772.5551),(75 773.45984),(76 765.88293),(77 767.8859),(78 771.4922),(79 773.07776),
(1 265.7005),(2 354.49255),(3 417.1235),(4 462.15836),(5 494.78638),(6 518.6753),(7 535.9976),(8 571.96277),(9 589.9149),(10 598.80115),(11 611.8975),(12 624.8662),(13 634.263),(14 642.217),(15 652.0392),(16 657.158),(17 660.7104),(18 662.9377),(19 672.2785),(20 679.6704),(21 686.812),(22 696.53204),(23 705.1476),(24 712.08093),(25 717.3329),(26 719.22266),(27 724.09106),(28 733.0275),(29 738.0254),(30 741.75793),(31 750.0757),(32 754.92834),(33 748.93164),(34 752.1479),(35 754.72003),(36 759.76984),(37 761.2105),(38 761.6591),(39 763.62317),(40 760.5732),(41 766.82263),(42 767.9779),(43 766.7952),(44 768.83673),(45 766.35925),(46 769.995),(47 763.23816),(48 761.6181),(49 764.77844),(50 761.7233),(51 768.71954),(52 767.23175),(53 774.7699),(54 771.3184),(55 771.20355),(56 775.8906),(57 777.23224),(58 777.13525),(59 774.94305),(60 777.7322),(61 777.8881),(62 787.81903),(63 789.1255),(64 791.47943),(65 794.3923),(66 799.8501),(67 796.8936),(68 805.95807),(69 804.2336),(70 799.44495),(71 804.367),(72 804.3419),(73 801.0376),(74 800.57495),(75 802.9078),(76 799.62897),(77 802.9791),(78 798.2072),(79 794.674),
(1 258.84058),(2 345.14896),(3 401.3691),(4 448.30753),(5 477.08917),(6 505.93866),(7 524.8277),(8 559.0434),(9 577.008),(10 592.1103),(11 607.63947),(12 619.58636),(13 630.89844),(14 636.44244),(15 642.01697),(16 643.87463),(17 651.2784),(18 654.2862),(19 659.6094),(20 664.42505),(21 671.38525),(22 672.835),(23 685.25323),(24 695.8791),(25 702.96045),(26 712.885),(27 716.47705),(28 718.61444),(29 722.457),(30 731.5743),(31 737.916),(32 738.077),(33 739.88837),(34 752.19),(35 749.5953),(36 753.91144),(37 749.5178),(38 753.12115),(39 754.578),(40 752.7648),(41 755.5371),(42 756.2958),(43 754.18164),(44 752.3828),(45 753.361),(46 757.5863),(47 757.2296),(48 759.011),(49 758.64307),(50 760.5908),(51 765.4955),(52 766.6323),(53 772.75946),(54 768.4987),(55 767.5565),(56 768.9696),(57 768.0001),(58 759.3062),(59 760.33765),(60 758.2471),(61 761.0361),(62 763.1529),(63 761.4841),(64 760.7558),(65 762.81433),(66 765.35474),(67 757.9072),(68 768.3954),(69 763.58777),(70 759.1935),(71 763.80084),(72 763.7216),(73 766.7804),(74 770.09894),(75 771.7639),(76 768.45245),(77 768.6231),(78 766.0742),(79 767.5233),
(1 261.66986),(2 351.31442),(3 406.93918),(4 451.76556),(5 483.8653),(6 511.39078),(7 530.34424),(8 549.13837),(9 565.762),(10 578.268),(11 588.02527),(12 599.9705),(13 609.65936),(14 618.3602),(15 629.9286),(16 634.5291),(17 640.00214),(18 651.15045),(19 654.7238),(20 658.58997),(21 670.0168),(22 680.7914),(23 685.78107),(24 689.0616),(25 693.8924),(26 697.17444),(27 698.69165),(28 699.8693),(29 702.57574),(30 706.3431),(31 711.71014),(32 715.5025),(33 713.5079),(34 723.5426),(35 727.3251),(36 729.76587),(37 728.00854),(38 733.4334),(39 735.00995),(40 734.84314),(41 737.797),(42 736.376),(43 741.3421),(44 742.5484),(45 741.2628),(46 742.0216),(47 748.03723),(48 746.8363),(49 746.13745),(50 748.461),(51 753.52527),(52 755.659),(53 763.4367),(54 758.51013),(55 760.0017),(56 764.1072),(57 757.8256),(58 761.13416),(59 758.6068),(60 758.9155),(61 758.638),(62 757.821),(63 761.6217),(64 758.08984),(65 754.6483),(66 756.06445),(67 753.5895),(68 770.87683),(69 764.7962),(70 762.19653),(71 760.1026),(72 763.04114),(73 770.26917),(74 771.94104),(75 773.2315),(76 773.7479),(77 779.9007),(78 779.542),(79 785.1228),
(1 252.90732),(2 338.0135),(3 397.07587),(4 433.7517),(5 464.0909),(6 489.22235),(7 506.39145),(8 532.6438),(9 550.2511),(10 567.62524),(11 571.7179),(12 581.3695),(13 594.3941),(14 598.058),(15 606.4163),(16 613.5913),(17 620.39984),(18 625.80237),(19 631.3413),(20 636.2439),(21 645.9369),(22 648.88794),(23 654.6073),(24 663.8308),(25 666.0582),(26 674.0665),(27 685.29626),(28 693.9064),(29 696.23596),(30 701.8508),(31 711.0024),(32 715.8989),(33 724.2835),(34 731.40125),(35 727.17145),(36 732.0917),(37 732.3598),(38 733.5637),(39 735.59106),(40 733.20306),(41 737.7781),(42 735.7905),(43 739.0784),(44 740.2535),(45 738.6978),(46 742.72174),(47 741.4331),(48 743.4057),(49 744.09985),(50 746.5731),(51 749.7453),(52 750.1323),(53 749.5762),(54 742.2562),(55 746.1573),(56 746.514),(57 745.62213),(58 746.74365),(59 746.16315),(60 746.76843),(61 748.2314),(62 750.06244),(63 747.83575),(64 746.4148),(65 736.3691),(66 732.88245),(67 728.099),(68 735.11884),(69 728.34576),(70 720.73926),(71 723.71936),(72 725.71643),(73 726.8063),(74 724.861),(75 729.75226),(76 737.1093),(77 736.5396),(78 738.775),(79 743.09595),
(1 245.20251),(2 333.0427),(3 391.27875),(4 428.88898),(5 459.7664),(6 487.33148),(7 508.21106),(8 536.9113),(9 549.0027),(10 558.94794),(11 571.127),(12 580.0881),(13 594.4105),(14 602.9478),(15 610.0371),(16 617.7302),(17 619.71594),(18 629.12067),(19 634.74585),(20 635.39874),(21 642.31604),(22 643.881),(23 646.9155),(24 651.2497),(25 661.479),(26 662.14703),(27 664.79114),(28 668.5601),(29 674.12616),(30 676.54987),(31 683.6987),(32 682.57874),(33 687.0766),(34 696.6901),(35 704.44635),(36 715.92645),(37 715.5913),(38 713.95557),(39 715.62726),(40 714.6662),(41 722.1061),(42 726.3751),(43 726.59985),(44 719.5799),(45 719.0298),(46 718.1315),(47 716.2636),(48 714.90765),(49 715.7805),(50 712.27),(51 719.38025),(52 723.7509),(53 724.61884),(54 720.2352),(55 728.79926),(56 727.56757),(57 725.5469),(58 726.30554),(59 729.219),(60 736.3271),(61 735.742),(62 740.47095),(63 743.1298),(64 735.8179),(65 741.415),(66 743.3627),(67 747.69653),(68 758.6383),(69 756.99554),(70 748.10803),(71 752.79504),(72 748.5575),(73 745.6094),(74 744.22797),(75 741.6358),(76 746.6683),(77 746.4314),(78 746.1295),(79 744.6857),
(1 245.712),(2 333.90253),(3 391.49115),(4 435.30643),(5 462.32974),(6 493.34738),(7 515.15924),(8 536.641),(9 553.0483),(10 562.8511),(11 572.5095),(12 586.8683),(13 594.5895),(14 602.1965),(15 606.2612),(16 609.47046),(17 609.06165),(18 617.75183),(19 627.2885),(20 631.5424),(21 645.1676),(22 650.32214),(23 664.6345),(24 667.2359),(25 671.3323),(26 672.7521),(27 680.8583),(28 680.6392),(29 677.6706),(30 677.0222),(31 674.456),(32 674.2447),(33 681.65906),(34 688.6466),(35 695.17145),(36 702.41785),(37 702.1965),(38 709.7757),(39 713.2739),(40 709.7259),(41 712.5037),(42 709.6776),(43 703.11285),(44 705.5722),(45 705.5486),(46 706.4641),(47 706.28955),(48 704.8149),(49 708.07526),(50 706.9982),(51 711.83887),(52 716.1177),(53 715.5892),(54 713.5278),(55 711.8108),(56 713.68884),(57 716.0248),(58 713.90375),(59 710.9881),(60 710.88226),(61 713.1481),(62 715.05096),(63 721.5911),(64 710.50305),(65 714.89825),(66 718.29425),(67 714.5294),(68 719.509),(69 717.5273),(70 716.3276),(71 722.1694),(72 719.34674),(73 726.6256),(74 724.27344),(75 723.02637),(76 726.0242),(77 725.63135),(78 728.89594),(79 731.80054),
(1 242.86212),(2 328.01913),(3 388.33466),(4 427.7319),(5 456.41464),(6 475.84216),(7 492.54782),(8 518.9058),(9 533.4973),(10 543.9318),(11 555.54266),(12 567.604),(13 581.9656),(14 583.9008),(15 588.8851),(16 591.7271),(17 595.39923),(18 601.24994),(19 608.48315),(20 617.7644),(21 625.0697),(22 633.1227),(23 632.27466),(24 636.5666),(25 641.0306),(26 643.81335),(27 652.28534),(28 655.28125),(29 651.9424),(30 650.64844),(31 652.6188),(32 656.39343),(33 657.8557),(34 659.4571),(35 668.2524),(36 670.1229),(37 671.1543),(38 677.85913),(39 683.4998),(40 682.08014),(41 677.9308),(42 679.781),(43 673.38324),(44 667.6704),(45 671.84875),(46 674.4865),(47 673.1379),(48 677.3102),(49 679.6499),(50 680.0038),(51 689.77606),(52 694.7242),(53 695.4897),(54 697.8378),(55 697.2232),(56 701.5028),(57 701.3583),(58 700.03564),(59 702.52234),(60 705.4182),(61 706.00824),(62 705.85266),(63 706.39386),(64 710.45465),(65 710.1713),(66 710.4149),(67 716.35065),(68 722.8833),(69 721.32745),(70 721.7303),(71 725.30176),(72 727.6609),(73 728.383),(74 724.2454),(75 721.716),(76 720.776),(77 719.7689),(78 718.6167),(79 721.92365),
(1 242.5165),(2 325.1643),(3 382.70294),(4 425.3546),(5 456.75174),(6 485.7325),(7 501.43024),(8 527.2931),(9 543.5711),(10 553.4954),(11 557.95844),(12 566.538),(13 577.77155),(14 583.1209),(15 585.67535),(16 593.1338),(17 596.51135),(18 597.20154),(19 602.983),(20 604.49255),(21 613.19055),(22 618.005),(23 624.1641),(24 625.5616),(25 632.0126),(26 633.8066),(27 640.2745),(28 645.1028),(29 651.27246),(30 646.6109),(31 649.9959),(32 655.5205),(33 657.6962),(34 658.1248),(35 660.17236),(36 662.70544),(37 666.7889),(38 677.7126),(39 678.478),(40 679.3039),(41 683.3587),(42 686.57715),(43 685.68066),(44 689.99615),(45 689.9608),(46 691.80615),(47 690.6463),(48 695.5659),(49 698.49274),(50 697.4871),(51 697.4402),(52 693.87683),(53 692.9421),(54 692.8227),(55 691.97003),(56 696.17883),(57 694.37604),(58 693.4615),(59 693.0305),(60 695.06506),(61 702.8897),(62 706.7257),(63 705.8133),(64 708.80286),(65 703.3603),(66 704.37915),(67 707.55176),(68 716.0605),(69 713.7818),(70 711.598),(71 708.36957),(72 712.7179),(73 717.2682),(74 719.4874),(75 722.09344),(76 725.47864),(77 725.2511),(78 725.50134),(79 725.01483),
