1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40363.566),(2 128721.875),(3 252718.89),(4 417628.1),(5 605863.9),(6 822122.8),(7 1057045.4),(8 1349765.5),(9 1642635.6),(10 1967791.6),(11 2370488.3),(12 2840264.8),(13 3371777.8),(14 3920175.3),(15 4549475.5),(16 5261298.5),(17 6011192.5),(18 6663953.5),(19 7419502.5),(20 8279903.5),(21 9112765),(22 9930693),(23 10817876),(24 11732568),(25 12781713),(26 14008407),(27 15358212),(28 16917914),(29 18427740),(30 20092166),(31 21882714),(32 23630104),(33 25258778),(34 26789230),(35 28300710),(36 29865558),(37 31302760),(38 32725146),(39 34171892),(40 35582160),(41 37088732),(42 38663604),(43 40380548),(44 42193560),(45 43864812),(46 45382420),(47 46906460),(48 48235964),(49 49187156),(50 49778670),(51 50136660),(52 50278708),(53 50309812),(54 50232108),(55 50104110),(56 50025452),(57 49870690),(58 49923572),(59 50050750),(60 50315404),(61 50684148),(62 51078988),(63 51519616),(64 51834144),(65 51981572),(66 52180340),(67 52512332),(68 52877436),(69 53007490),(70 53440644),(71 54332720),(72 55599236),(73 56888820),(74 58094292),(75 59362220),(76 60640084),(77 61677696),(78 62690420),(79 63596796),
(1 1889.0233),(2 3043.9768),(3 3774.036),(4 4290.501),(5 4638.169),(6 4903.547),(7 5152.612),(8 5430.9067),(9 5615.5366),(10 5804.1216),(11 5963.178),(12 6070.5586),(13 6200.528),(14 6256.6104),(15 6345.5796),(16 6456.858),(17 6501.7593),(18 6603.1157),(19 6649.5815),(20 6674.603),(21 6724.114),(22 6770.995),(23 6904.9297),(24 6944.038),(25 6997.849),(26 6948.1216),(27 6991.347),(28 7014.573),(29 7012.0347),(30 7071.241),(31 7167.1104),(32 7251.7285),(33 7266.3164),(34 7342.594),(35 7413.7188),(36 7451.587),(37 7468.27),(38 7500.7964),(39 7556.1914),(40 7499.714),(41 7559.472),(42 7587.1396),(43 7614.6304),(44 7631.075),(45 7581.788),(46 7516.087),(47 7582.3423),(48 7627.9224),(49 7668.1465),(50 7718.644),(51 7736.7075),(52 7794.038),(53 7764.937),(54 7749.0454),(55 7711.993),(56 7668.7627),(57 7637.757),(58 7576.4727),(59 7581.528),(60 7557.6484),(61 7561.7593),(62 7622.579),(63 7679.202),(64 7630.69),(65 7627.552),(66 7602.885),(67 7629.789),(68 7639.2026),(69 7662.6953),(70 7645.8125),(71 7660.8345),(72 7680.214),(73 7685.632),(74 7684.706),(75 7694.9893),(76 7732.66),(77 7677.2817),(78 7729.198),(79 7769.45),
(1 1821.8037),(2 2944.8633),(3 3659.999),(4 4136.7637),(5 4510.3306),(6 4748.224),(7 4944.8696),(8 5232.7954),(9 5418.3906),(10 5639.793),(11 5782.39),(12 5904.5767),(13 6024.9194),(14 6151.941),(15 6368.4604),(16 6456.42),(17 6495.0205),(18 6562.283),(19 6632.5356),(20 6632.1094),(21 6683.847),(22 6730.008),(23 6808.3086),(24 6862.3184),(25 6932.731),(26 6973.538),(27 6986.985),(28 7054.234),(29 7031.31),(30 7068.9644),(31 7099.393),(32 7129.7095),(33 7158.292),(34 7161.2993),(35 7255.5),(36 7302.503),(37 7287.801),(38 7327.7104),(39 7418.1978),(40 7479.9556),(41 7574.618),(42 7567.057),(43 7566.3086),(44 7546.9595),(45 7530.7065),(46 7596.239),(47 7538.034),(48 7568.431),(49 7558.2437),(50 7542.7295),(51 7608.6978),(52 7633.4077),(53 7610.8745),(54 7584.9863),(55 7569.8545),(56 7538.0674),(57 7525.0093),(58 7508.2573),(59 7506.8066),(60 7505.51),(61 7489.7065),(62 7472.392),(63 7498.845),(64 7472.6484),(65 7486.2505),(66 7534.3857),(67 7567.8877),(68 7576.3276),(69 7528.109),(70 7518.4414),(71 7459.236),(72 7453.392),(73 7473.791),(74 7527.7246),(75 7507.8145),(76 7545.7173),(77 7486.65),(78 7561.4004),(79 7520.6143),
(1 1791.4265),(2 2885.83),(3 3601.9368),(4 4095.137),(5 4463.0635),(6 4756.356),(7 5007.617),(8 5268.3457),(9 5456.8853),(10 5620.798),(11 5768.892),(12 5900.5503),(13 5964.4287),(14 6051.6973),(15 6238.548),(16 6336.734),(17 6391.7725),(18 6436.8477),(19 6485.5938),(20 6524.7705),(21 6620.6406),(22 6658.792),(23 6685.6035),(24 6715.3633),(25 6775.6006),(26 6791.13),(27 6858.7783),(28 6840.768),(29 6836.872),(30 6884.3022),(31 6938.7456),(32 7097.0044),(33 7108.5938),(34 7150.024),(35 7121.8203),(36 7098.3716),(37 7132.362),(38 7121.876),(39 7163.7275),(40 7189.1475),(41 7231.9194),(42 7196.774),(43 7223.902),(44 7279.1636),(45 7275.9453),(46 7309.036),(47 7323.004),(48 7370.362),(49 7395.496),(50 7374.1563),(51 7404.0137),(52 7450.784),(53 7480.1685),(54 7410.6714),(55 7379.1333),(56 7405.1274),(57 7407.4585),(58 7425.6006),(59 7419.306),(60 7404.8647),(61 7455.142),(62 7506.4087),(63 7476.94),(64 7423.88),(65 7338.2485),(66 7327.9653),(67 7296.284),(68 7344.0806),(69 7341.7476),(70 7306.098),(71 7232.7734),(72 7204.492),(73 7203.696),(74 7254.1626),(75 7305.0522),(76 7346.5933),(77 7396.3228),(78 7415.8735),(79 7465.98),
(1 1791.6167),(2 2921.2754),(3 3606.724),(4 4108.6084),(5 4539.214),(6 4823.8716),(7 5054.002),(8 5313.292),(9 5479.6685),(10 5625.7227),(11 5799.9224),(12 5922.8086),(13 6030.738),(14 6051.0405),(15 6150.7246),(16 6211.71),(17 6254.0557),(18 6361.17),(19 6453.3813),(20 6521.283),(21 6600.853),(22 6689.2563),(23 6689.436),(24 6720.0635),(25 6720.1914),(26 6795.276),(27 6848.726),(28 6901.0044),(29 6970.013),(30 7008.155),(31 7003.031),(32 7094.7925),(33 7083.543),(34 7116.587),(35 7099.678),(36 7144.225),(37 7178.626),(38 7209.0444),(39 7246.5547),(40 7272.9404),(41 7344.1494),(42 7416.274),(43 7444.3955),(44 7561.066),(45 7600.9707),(46 7605.6646),(47 7649.155),(48 7721.577),(49 7641.8687),(50 7687.5703),(51 7720.0234),(52 7706.996),(53 7712.473),(54 7740.02),(55 7756.3027),(56 7783.8213),(57 7752.7485),(58 7718.8877),(59 7701.032),(60 7639.1455),(61 7603.2534),(62 7570.0713),(63 7556.8774),(64 7619.967),(65 7577.496),(66 7610.233),(67 7590.0063),(68 7626.9785),(69 7560.6143),(70 7493.9414),(71 7466.486),(72 7425.832),(73 7379.432),(74 7394.622),(75 7416.26),(76 7456.0693),(77 7464.2583),(78 7501.363),(79 7499.4995),
(1 1777.1766),(2 2817.5054),(3 3447.9714),(4 3922.8408),(5 4313.6104),(6 4633.689),(7 4897.0483),(8 5259.7856),(9 5438.3945),(10 5605.3203),(11 5749.6235),(12 5880.2637),(13 6059.5767),(14 6151.1274),(15 6213.1484),(16 6259.815),(17 6325.266),(18 6383.2896),(19 6420.395),(20 6437.5137),(21 6480.425),(22 6488.0176),(23 6541.0347),(24 6624.199),(25 6737.917),(26 6799.042),(27 6913.5063),(28 6972.0103),(29 7025.4414),(30 7043.6816),(31 7049.6255),(32 7026.5815),(33 6963.6973),(34 7002.593),(35 7013.951),(36 7047.897),(37 7057.289),(38 7096.6006),(39 7204.577),(40 7162.1865),(41 7197.4536),(42 7232.451),(43 7302.224),(44 7324.2124),(45 7341.45),(46 7324.9673),(47 7313.941),(48 7314.8413),(49 7309.1353),(50 7351.4497),(51 7343.906),(52 7367.4897),(53 7402.5283),(54 7368.8726),(55 7372.476),(56 7318.6816),(57 7272.2603),(58 7214.8633),(59 7192.577),(60 7202.2524),(61 7196.223),(62 7240.7144),(63 7189.243),(64 7123.6157),(65 7098.4424),(66 7147.6616),(67 7151.769),(68 7267.5693),(69 7295.4785),(70 7254.0156),(71 7275.4263),(72 7262.6597),(73 7211.2085),(74 7218.002),(75 7263.068),(76 7310.5015),(77 7342.8516),(78 7354.328),(79 7367.9487),
(1 1778.573),(2 2811.1594),(3 3461.4004),(4 3898.2976),(5 4241.4976),(6 4511.6436),(7 4795.701),(8 5052.8916),(9 5227.9863),(10 5370.5938),(11 5548.545),(12 5683.467),(13 5809.8115),(14 5894.1733),(15 5989.5776),(16 6062.9126),(17 6166.1895),(18 6229.533),(19 6228.782),(20 6262.135),(21 6275.6294),(22 6336.3843),(23 6367.01),(24 6416.0103),(25 6493.069),(26 6502.6177),(27 6618.069),(28 6668.196),(29 6739.754),(30 6729.4575),(31 6826.392),(32 6785.874),(33 6732.344),(34 6703.012),(35 6738.657),(36 6823.774),(37 6854.7554),(38 6873.2886),(39 6869.74),(40 6869.6396),(41 6951.906),(42 6991.0137),(43 7004.411),(44 7031.203),(45 7043.775),(46 7044.5034),(47 7028.703),(48 7030.8535),(49 6960.461),(50 6989.87),(51 7008.6978),(52 6996.4272),(53 7022.996),(54 7005.2554),(55 7065.091),(56 7053.294),(57 7033.4717),(58 7026.864),(59 7060.9404),(60 7079.085),(61 7100.0605),(62 7158.3623),(63 7190.6084),(64 7145.466),(65 7184.37),(66 7216.5747),(67 7222.334),(68 7228.0264),(69 7269.1235),(70 7266.7095),(71 7338.264),(72 7383.5156),(73 7369.897),(74 7375.666),(75 7389.6484),(76 7422.2095),(77 7475.8296),(78 7530.73),(79 7520.3335),
(1 1753.3585),(2 2774.78),(3 3403.2307),(4 3820.3604),(5 4179.632),(6 4449.986),(7 4644.353),(8 4851.206),(9 4980.014),(10 5121.52),(11 5293.313),(12 5455.9326),(13 5632.106),(14 5689.4126),(15 5723.5444),(16 5746.192),(17 5810.888),(18 5909.9116),(19 5931.0337),(20 6044.9204),(21 6155.924),(22 6204.7593),(23 6255.141),(24 6255.8574),(25 6347.955),(26 6440.2764),(27 6490.6064),(28 6504.309),(29 6517.257),(30 6550.68),(31 6554.7974),(32 6540.8315),(33 6499.653),(34 6456.596),(35 6537.401),(36 6588.7544),(37 6626.8823),(38 6609.444),(39 6667.291),(40 6689.5063),(41 6687.3813),(42 6691.567),(43 6691.4146),(44 6702.8584),(45 6687.428),(46 6727.747),(47 6714.291),(48 6706.536),(49 6738.157),(50 6776.8384),(51 6839.2793),(52 6833.4556),(53 6808.1953),(54 6769.542),(55 6873.5083),(56 6943.5493),(57 6964.3394),(58 6991.189),(59 7016.036),(60 7096.0474),(61 7131.7954),(62 7122.016),(63 7110.4194),(64 7124.7124),(65 7148.221),(66 7161.25),(67 7202.128),(68 7214.264),(69 7157.836),(70 7197.7627),(71 7202.6646),(72 7166.9507),(73 7149.514),(74 7159.525),(75 7171.8496),(76 7158.0977),(77 7130.5063),(78 7119.8447),(79 7116.352),
(1 1660.8738),(2 2628.2673),(3 3201.1477),(4 3617.085),(5 3971.9653),(6 4270.982),(7 4496.67),(8 4835.8506),(9 5047.202),(10 5197.21),(11 5348.9487),(12 5436.1963),(13 5569.0815),(14 5635.7715),(15 5745.9614),(16 5806.8945),(17 5866.2505),(18 5881.9346),(19 5928.0967),(20 6032.939),(21 6063.0435),(22 6189.2925),(23 6302.9556),(24 6352.855),(25 6375.7134),(26 6392.4546),(27 6422.0796),(28 6389.3574),(29 6366.9194),(30 6382.787),(31 6463.8257),(32 6462.961),(33 6506.4526),(34 6539.767),(35 6604.529),(36 6621.631),(37 6699.7993),(38 6709.7324),(39 6716.7104),(40 6697.2285),(41 6766.34),(42 6820.2046),(43 6807.701),(44 6813.235),(45 6832.993),(46 6877.3057),(47 6904.532),(48 6879.0195),(49 6908.8667),(50 6873.798),(51 6884.4985),(52 6945.9453),(53 6975.1006),(54 7017.7905),(55 7047.784),(56 7133.9165),(57 7210.3843),(58 7197.8965),(59 7203.9585),(60 7254.258),(61 7300.573),(62 7308.448),(63 7323.855),(64 7261.064),(65 7258.293),(66 7258.1504),(67 7320.1807),(68 7329.894),(69 7344.0522),(70 7373.7627),(71 7415.6357),(72 7452.6987),(73 7467.2236),(74 7430.5835),(75 7370.573),(76 7328.524),(77 7310.628),(78 7271.7354),(79 7258.4565),
(1 1657.3944),(2 2677.4104),(3 3354.0452),(4 3787.0676),(5 4176.0728),(6 4456.2734),(7 4645.4185),(8 4884.1753),(9 5058.562),(10 5196.1997),(11 5347.04),(12 5440.1963),(13 5505.923),(14 5641.023),(15 5793.724),(16 5834.307),(17 5883.6646),(18 5903.213),(19 5941.9707),(20 6010.2314),(21 6050.6685),(22 6089.899),(23 6168.1416),(24 6182.374),(25 6260.5146),(26 6316.0547),(27 6373.5996),(28 6392.899),(29 6477.098),(30 6476.3228),(31 6501.715),(32 6521.733),(33 6549.2803),(34 6563.9404),(35 6605.2036),(36 6661.9004),(37 6666.6733),(38 6691.0156),(39 6741.7686),(40 6747.4097),(41 6781.815),(42 6809.6875),(43 6822.3755),(44 6840.393),(45 6813.6504),(46 6773.358),(47 6778.0527),(48 6810.407),(49 6791.8164),(50 6765.5444),(51 6750.907),(52 6752.9204),(53 6792.9517),(54 6802.4556),(55 6820.5522),(56 6842.641),(57 6867.795),(58 6936.7856),(59 6943.4165),(60 6930.121),(61 6960.286),(62 6967.7354),(63 7035.6904),(64 7040.5757),(65 7052.6567),(66 7007.7217),(67 6998.352),(68 6946.593),(69 6910.9653),(70 6949.078),(71 6977.155),(72 7009.127),(73 7027.383),(74 7052.891),(75 7064.9404),(76 7066.2993),(77 7058.571),(78 7087.1216),(79 7123.4316),
(1 1630.9974),(2 2599.6514),(3 3231.6829),(4 3642.0803),(5 4012.9424),(6 4229.587),(7 4418.1563),(8 4632.0713),(9 4789.2065),(10 4931.0835),(11 5110.1533),(12 5213.2417),(13 5294.695),(14 5336.126),(15 5455.9272),(16 5511.514),(17 5615.3477),(18 5687.801),(19 5771.3364),(20 5830.8003),(21 5885.2427),(22 5913.9087),(23 6021.179),(24 6049.2544),(25 6129.4717),(26 6158.521),(27 6182.9604),(28 6192.366),(29 6253.6245),(30 6324.6597),(31 6389.9375),(32 6379.967),(33 6408.551),(34 6426.7075),(35 6472.1685),(36 6530.7744),(37 6543.141),(38 6546.4214),(39 6540.177),(40 6570.7773),(41 6606.4043),(42 6597.419),(43 6599.3223),(44 6621.7583),(45 6631.671),(46 6654.733),(47 6683.6265),(48 6735.0825),(49 6750.1387),(50 6694.033),(51 6706.92),(52 6678.1733),(53 6692.1694),(54 6671.364),(55 6631.136),(56 6603.4272),(57 6562.1133),(58 6585.553),(59 6614.0425),(60 6596.905),(61 6601.376),(62 6654.687),(63 6702.4536),(64 6710.107),(65 6688.6235),(66 6686.4316),(67 6686.295),(68 6631.894),(69 6627.123),(70 6606.3403),(71 6648.998),(72 6672.6436),(73 6770.8354),(74 6825.623),(75 6840.419),(76 6830.7803),(77 6875.2383),(78 6862.828),(79 6869.5605),
(1 1615.3553),(2 2546.6406),(3 3145.1057),(4 3522.6157),(5 3843.2666),(6 4092.0725),(7 4294.1606),(8 4520.5566),(9 4664.5103),(10 4811.653),(11 4955.4565),(12 5075.228),(13 5172.502),(14 5258.276),(15 5359.988),(16 5392.0474),(17 5462.883),(18 5533.983),(19 5544.9995),(20 5588.3745),(21 5625.7314),(22 5675.1978),(23 5747.993),(24 5755.196),(25 5869.6104),(26 5892.231),(27 5933.8506),(28 6028.155),(29 6092.08),(30 6091.198),(31 6050.4873),(32 6025.041),(33 6043.304),(34 6126.8047),(35 6194.2856),(36 6274.102),(37 6311.8364),(38 6388.7183),(39 6413.9434),(40 6409.6904),(41 6450.078),(42 6469.7056),(43 6477.427),(44 6479.7383),(45 6476.099),(46 6507.588),(47 6580.419),(48 6637.541),(49 6681.4863),(50 6614.05),(51 6611.826),(52 6622.3936),(53 6624.816),(54 6644.1094),(55 6592.3716),(56 6549.778),(57 6505.321),(58 6538.4165),(59 6518.0264),(60 6535.905),(61 6593.295),(62 6636.426),(63 6596.9175),(64 6651.304),(65 6680.349),(66 6721.467),(67 6727.1455),(68 6766.123),(69 6745.4883),(70 6738.2563),(71 6773.933),(72 6807.2544),(73 6895.84),(74 6897.759),(75 6900.9214),(76 6931.8843),(77 6978.2324),(78 7029.2505),(79 7083.873),
(1 1553.2733),(2 2433.9702),(3 3057.0137),(4 3463.5422),(5 3814.0261),(6 4036.34),(7 4246.4297),(8 4505.97),(9 4654.902),(10 4852.684),(11 4980.908),(12 5094.12),(13 5205.1367),(14 5308.051),(15 5385.6606),(16 5454.118),(17 5535.998),(18 5560.525),(19 5563.7075),(20 5581.831),(21 5601.6567),(22 5621.9326),(23 5664.782),(24 5731.0366),(25 5765.262),(26 5811.2813),(27 5818.5605),(28 5802.5474),(29 5854.7856),(30 5929.711),(31 5952.461),(32 5996.5903),(33 6036.0015),(34 6078.551),(35 6074.3403),(36 6140.4155),(37 6136.519),(38 6219.52),(39 6245.859),(40 6294.918),(41 6280.413),(42 6272.0503),(43 6265.068),(44 6290.056),(45 6261.361),(46 6321.3403),(47 6363.673),(48 6324.629),(49 6346.713),(50 6388.456),(51 6401.912),(52 6416.48),(53 6419.18),(54 6422.35),(55 6376.706),(56 6412.5474),(57 6404.2856),(58 6456.9917),(59 6481.5054),(60 6499.1426),(61 6494.7544),(62 6607.3164),(63 6625.4087),(64 6628.413),(65 6663.151),(66 6674.2554),(67 6681.228),(68 6662.635),(69 6627.8037),(70 6640.1064),(71 6715.08),(72 6734.0107),(73 6758.593),(74 6746.6655),(75 6777.9253),(76 6787.801),(77 6814.298),(78 6804.8),(79 6805.8145),
(1 1581.1279),(2 2531.9739),(3 3122.5464),(4 3529.7732),(5 3867.1802),(6 4130.7104),(7 4360.1777),(8 4543.5425),(9 4701.953),(10 4906.5073),(11 5111.002),(12 5268.3335),(13 5390.9873),(14 5479.4604),(15 5559.795),(16 5639.1865),(17 5667.4536),(18 5618.3877),(19 5620.865),(20 5615.1045),(21 5694.133),(22 5729.627),(23 5797.3755),(24 5817.413),(25 5821.785),(26 5841.0645),(27 5939.2095),(28 5995.3115),(29 6081.002),(30 6144.9507),(31 6242.745),(32 6257.5723),(33 6309.816),(34 6336.6436),(35 6364.894),(36 6409.9097),(37 6395.327),(38 6369.52),(39 6335.7456),(40 6382.5615),(41 6401.5713),(42 6416.7104),(43 6447.1416),(44 6454.956),(45 6408.4067),(46 6442.1104),(47 6461.4063),(48 6447.7007),(49 6422.4653),(50 6376.3735),(51 6359.4927),(52 6290.2627),(53 6312.066),(54 6246.586),(55 6246.3364),(56 6253.969),(57 6251.8667),(58 6303.332),(59 6316.644),(60 6354.3877),(61 6331.9795),(62 6356.045),(63 6357.8535),(64 6332.969),(65 6275.12),(66 6263.071),(67 6250.329),(68 6274.7627),(69 6279.7607),(70 6294.367),(71 6394.746),(72 6435.141),(73 6490.6455),(74 6546.8867),(75 6595.867),(76 6573.595),(77 6618.5884),(78 6639.2915),(79 6629.995),
(1 1552.6006),(2 2437.4648),(3 2970.1672),(4 3323.5806),(5 3671.2998),(6 3944.8333),(7 4148.467),(8 4352.099),(9 4526.094),(10 4672.2295),(11 4830.8413),(12 4972.311),(13 5075.4043),(14 5172.5757),(15 5241.651),(16 5267.447),(17 5349.879),(18 5382.8965),(19 5409.158),(20 5464.5386),(21 5486.881),(22 5507.6836),(23 5507.392),(24 5500.7817),(25 5529.889),(26 5563.53),(27 5615.8335),(28 5671.0317),(29 5731.137),(30 5768.5366),(31 5857.943),(32 5909.4844),(33 5935.732),(34 5959.443),(35 5971.5464),(36 6028.577),(37 6074.172),(38 6118.123),(39 6143.1665),(40 6137.1504),(41 6192.547),(42 6244.826),(43 6238.03),(44 6210.587),(45 6230.2783),(46 6208.1025),(47 6214.349),(48 6198.6104),(49 6185.6377),(50 6190.852),(51 6251.2397),(52 6303.6797),(53 6259.5967),(54 6228.4478),(55 6188.749),(56 6172.456),(57 6194.9766),(58 6212.5503),(59 6185.4604),(60 6158.3574),(61 6158.463),(62 6129.1367),(63 6093.989),(64 6080.3257),(65 6073.0337),(66 6087.218),(67 6075.0864),(68 6136.786),(69 6151.8447),(70 6137.2744),(71 6208.171),(72 6222.6704),(73 6264.215),(74 6328.7554),(75 6375.4736),(76 6376.018),(77 6390.2363),(78 6331.1816),(79 6336.6133),
(1 1519.4154),(2 2454.1687),(3 3019.4055),(4 3351.6082),(5 3676.6062),(6 3932.1418),(7 4146.581),(8 4354.4614),(9 4494.522),(10 4626.3086),(11 4766.863),(12 4899.3853),(13 5018.3027),(14 5083.729),(15 5121.9365),(16 5150.1445),(17 5184.696),(18 5280.347),(19 5314.2036),(20 5386.199),(21 5460.211),(22 5496.268),(23 5537.0044),(24 5551.5967),(25 5574.6753),(26 5607.732),(27 5658.767),(28 5682.5913),(29 5685.328),(30 5729.3857),(31 5743.279),(32 5770.7554),(33 5798.168),(34 5827.319),(35 5867.3447),(36 5951.3374),(37 6025.5073),(38 6072.238),(39 6079.3696),(40 6127.2827),(41 6172.7646),(42 6189.013),(43 6184.698),(44 6143.747),(45 6151.307),(46 6113.4233),(47 6134.5425),(48 6162.031),(49 6133.1025),(50 6090.428),(51 6111.0664),(52 6140.442),(53 6102.4385),(54 6108.732),(55 6104.0923),(56 6104.3555),(57 6160.1685),(58 6160.974),(59 6159.612),(60 6101.582),(61 6089.24),(62 6054.066),(63 5989.7993),(64 5941.34),(65 5965.008),(66 5955.195),(67 5934.3833),(68 6028.794),(69 6018.272),(70 5979.346),(71 6014.645),(72 6038.73),(73 6042.6733),(74 6057.154),(75 6088.799),(76 6107.326),(77 6140.534),(78 6132.9565),(79 6162.7354),
(1 1517.9513),(2 2396.3386),(3 2964.707),(4 3283.8184),(5 3537.9297),(6 3773.0981),(7 3977.485),(8 4167.11),(9 4291.9194),(10 4420.0156),(11 4557.2534),(12 4670.4497),(13 4805.5356),(14 4842.3843),(15 4920.861),(16 4951.76),(17 5031.8066),(18 5087.172),(19 5110.3076),(20 5180.65),(21 5295.556),(22 5358.357),(23 5347.214),(24 5340.765),(25 5373.947),(26 5403.636),(27 5452.5005),(28 5458.218),(29 5479.8813),(30 5539.3833),(31 5579.108),(32 5628.0205),(33 5619.717),(34 5650.975),(35 5699.488),(36 5774.151),(37 5782.04),(38 5764.894),(39 5747.6636),(40 5758.4365),(41 5786.362),(42 5777.3887),(43 5772.399),(44 5784.0723),(45 5804.503),(46 5808.0835),(47 5830.3135),(48 5891.9297),(49 5874.292),(50 5888.111),(51 5882.594),(52 5968.795),(53 5991.8657),(54 6006.714),(55 6046.6724),(56 6066.9224),(57 6088.1587),(58 6080.174),(59 6064.807),(60 6106.1597),(61 6139.094),(62 6111.3125),(63 6055.5454),(64 6060.7383),(65 6060.637),(66 6045.292),(67 6013.5396),(68 5972.713),(69 5910.785),(70 5897.5825),(71 5892.1943),(72 5909.9854),(73 5939.2197),(74 5967.378),(75 6027.921),(76 6041.708),(77 6072.95),(78 6003.9263),(79 6032.859),
