1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 263718.25),(2 843255.5),(3 1548225.9),(4 2328221.3),(5 3082780),(6 3943138),(7 4981248.5),(8 6218138.5),(9 7756110.5),(10 9405816),(11 11199601),(12 12994785),(13 15032133),(14 17110224),(15 18948854),(16 20609588),(17 22369978),(18 24086360),(19 26011686),(20 27945906),(21 29894102),(22 32096186),(23 34133628),(24 35975052),(25 37814744),(26 39548990),(27 41022220),(28 42243140),(29 43123172),(30 43711100),(31 44334404),(32 44671148),(33 44856276),(34 44806668),(35 44449736),(36 44061892),(37 43334680),(38 42382196),(39 41381924),(40 40457010),(41 39720256),(42 39151936),(43 38583616),(44 38267468),(45 37395060),(46 36542780),(47 35172188),(48 33721276),(49 32582520),(50 31595424),(51 30798682),(52 30247818),(53 29500216),(54 29146678),(55 29378730),(56 29779782),(57 30078382),(58 30382954),(59 30890378),(60 31381664),(61 32156976),(62 32831602),(63 33907684),(64 35277124),(65 36592720),(66 38173284),(67 39894224),(68 41176910),(69 42278540),(70 43501028),(71 44609710),(72 45645504),(73 46583456),(74 47239948),(75 47898796),(76 48336292),(77 48598420),(78 48491936),(79 48073204),
(1 61.54181),(2 70.671524),(3 73.273994),(4 77.09512),(5 78.736275),(6 80.38461),(7 81.74369),(8 82.69124),(9 83.4603),(10 84.076675),(11 85.465416),(12 86.468254),(13 87.74294),(14 87.12384),(15 84.80549),(16 84.65231),(17 85.28537),(18 86.31222),(19 85.999756),(20 86.21055),(21 86.53314),(22 86.38217),(23 86.74937),(24 86.84686),(25 86.68918),(26 85.92019),(27 83.16673),(28 84.06397),(29 83.4676),(30 84.549355),(31 84.640396),(32 83.7398),(33 83.12335),(34 82.42632),(35 81.43746),(36 83.03462),(37 82.844376),(38 83.60866),(39 81.589005),(40 81.77808),(41 82.35121),(42 83.16802),(43 83.76351),(44 84.1317),(45 83.91571),(46 84.0269),(47 84.52114),(48 85.4269),(49 84.33671),(50 85.38322),(51 84.70173),(52 86.00427),(53 85.56061),(54 84.9668),(55 84.20106),(56 84.366),(57 84.86629),(58 83.76139),(59 84.11297),(60 85.38475),(61 86.27261),(62 86.2112),(63 86.414925),(64 86.37305),(65 87.77815),(66 88.218124),(67 88.38095),(68 88.1747),(69 88.74042),(70 89.25494),(71 88.78562),(72 90.376015),(73 91.22118),(74 92.31966),(75 91.476776),(76 91.97866),(77 91.27282),(78 90.71816),(79 89.186325),
(1 61.477905),(2 70.46521),(3 74.11242),(4 77.03382),(5 78.537895),(6 80.42332),(7 80.83296),(8 82.807495),(9 83.45424),(10 83.74827),(11 85.011475),(12 86.88301),(13 87.42519),(14 87.25667),(15 85.354004),(16 85.81075),(17 85.773094),(18 85.817764),(19 86.06733),(20 87.836754),(21 86.95359),(22 86.46136),(23 85.822014),(24 85.90021),(25 86.36799),(26 85.562515),(27 84.38131),(28 85.03843),(29 83.2679),(30 83.63546),(31 83.40608),(32 83.00364),(33 82.73739),(34 81.764206),(35 80.99443),(36 81.69117),(37 81.92085),(38 82.57343),(39 80.707794),(40 81.410095),(41 81.11778),(42 80.787),(43 81.559906),(44 82.39054),(45 82.946),(46 82.78576),(47 82.6386),(48 83.91822),(49 83.97397),(50 83.856285),(51 83.735306),(52 85.35202),(53 85.39579),(54 85.55414),(55 86.37584),(56 85.5993),(57 85.43834),(58 85.74981),(59 85.59434),(60 87.74032),(61 87.71235),(62 87.93612),(63 86.36012),(64 88.00517),(65 87.787224),(66 87.84334),(67 87.976),(68 88.170975),(69 88.16755),(70 88.41359),(71 88.868164),(72 88.652176),(73 89.84649),(74 90.460014),(75 89.382835),(76 89.73677),(77 89.3586),(78 87.991234),(79 86.88128),
(1 60.13048),(2 68.91168),(3 70.65802),(4 74.46659),(5 75.08905),(6 77.50713),(7 77.84209),(8 77.85388),(9 79.07869),(10 80.07915),(11 81.38727),(12 82.7591),(13 83.33123),(14 82.74725),(15 81.298546),(16 81.586716),(17 81.98889),(18 82.11316),(19 82.68798),(20 82.71566),(21 83.518074),(22 82.42105),(23 81.88803),(24 82.18031),(25 81.94853),(26 82.63165),(27 79.92383),(28 80.33939),(29 80.697426),(30 80.38617),(31 79.85627),(32 80.430954),(33 80.641235),(34 79.81374),(35 78.106804),(36 78.20446),(37 78.92732),(38 79.96519),(39 77.77833),(40 78.73628),(41 79.487076),(42 79.27194),(43 80.53121),(44 81.77064),(45 81.51797),(46 81.951836),(47 81.419914),(48 82.76861),(49 83.09538),(50 83.57584),(51 82.290695),(52 82.78332),(53 82.45006),(54 82.37359),(55 83.20571),(56 83.2001),(57 82.25159),(58 82.19697),(59 81.69189),(60 83.38228),(61 83.26741),(62 84.307236),(63 83.482086),(64 84.39419),(65 85.00659),(66 86.251724),(67 85.751755),(68 84.72163),(69 85.31225),(70 85.63814),(71 85.30571),(72 87.15193),(73 87.91657),(74 88.7083),(75 87.36015),(76 87.07593),(77 86.41243),(78 86.41913),(79 84.30831),
(1 59.9061),(2 69.00087),(3 71.18545),(4 74.58004),(5 75.71354),(6 78.35665),(7 78.802444),(8 80.873764),(9 81.328735),(10 81.30759),(11 82.7649),(12 83.73493),(13 84.97835),(14 83.98924),(15 82.679794),(16 81.713234),(17 83.05584),(18 82.24709),(19 83.49354),(20 84.093),(21 84.33207),(22 83.97878),(23 83.8772),(24 83.640816),(25 83.838684),(26 84.42383),(27 81.33823),(28 82.751114),(29 81.90471),(30 80.28957),(31 80.38227),(32 80.376366),(33 81.78811),(34 80.86477),(35 79.84576),(36 79.86825),(37 80.86509),(38 80.47828),(39 80.05774),(40 80.03469),(41 80.23623),(42 81.08335),(43 81.478546),(44 82.310455),(45 82.417336),(46 82.248985),(47 82.53195),(48 83.17221),(49 83.6821),(50 84.172165),(51 81.50651),(52 82.937004),(53 82.984795),(54 82.52295),(55 82.59642),(56 82.512),(57 81.69207),(58 81.88806),(59 82.72667),(60 83.17667),(61 84.33428),(62 85.12685),(63 83.684296),(64 85.06344),(65 85.77335),(66 85.46412),(67 85.900154),(68 85.943756),(69 86.12482),(70 85.557304),(71 86.793106),(72 88.005005),(73 88.51332),(74 89.332634),(75 87.69219),(76 87.6901),(77 86.997185),(78 86.455956),(79 85.20041),
(1 60.64232),(2 69.868095),(3 72.198975),(4 74.87758),(5 76.31712),(6 78.17325),(7 79.147644),(8 80.99554),(9 81.68817),(10 81.90085),(11 82.78893),(12 84.2021),(13 84.51645),(14 85.18607),(15 83.23153),(16 83.610115),(17 82.60882),(18 82.248055),(19 83.06764),(20 83.518364),(21 84.634926),(22 84.277664),(23 83.48057),(24 83.57421),(25 84.12505),(26 83.46722),(27 81.501526),(28 81.336945),(29 80.60882),(30 79.78066),(31 79.73534),(32 80.55281),(33 79.74203),(34 79.58704),(35 77.971985),(36 78.09171),(37 78.826775),(38 79.78885),(39 78.09402),(40 79.232285),(41 78.84554),(42 80.27366),(43 80.22269),(44 80.229614),(45 79.78469),(46 79.69228),(47 81.016266),(48 81.65844),(49 81.66221),(50 82.8288),(51 82.18856),(52 83.62357),(53 84.009544),(54 84.09891),(55 83.422775),(56 83.145515),(57 83.00725),(58 83.53799),(59 83.56819),(60 84.06199),(61 85.236244),(62 85.238556),(63 84.15546),(64 84.84278),(65 84.98773),(66 85.469536),(67 85.49879),(68 86.47824),(69 85.78459),(70 86.05353),(71 86.024284),(72 86.801636),(73 87.61687),(74 88.21914),(75 87.83791),(76 87.71478),(77 87.42355),(78 86.75323),(79 85.29353),
(1 59.530838),(2 67.4465),(3 71.20954),(4 73.87786),(5 75.607),(6 77.05134),(7 77.45025),(8 78.74148),(9 79.98121),(10 80.43453),(11 81.60573),(12 83.940025),(13 83.936134),(14 84.328835),(15 82.30515),(16 82.40801),(17 82.52178),(18 81.988434),(19 81.90558),(20 82.04649),(21 82.48841),(22 82.26476),(23 81.490845),(24 81.67588),(25 81.955154),(26 81.771454),(27 80.77637),(28 80.80086),(29 80.440475),(30 80.38157),(31 79.59227),(32 78.89558),(33 79.17358),(34 78.25952),(35 78.08564),(36 78.272934),(37 78.41082),(38 79.10459),(39 77.54654),(40 78.903244),(41 78.955444),(42 78.8966),(43 79.43149),(44 80.097206),(45 80.00679),(46 80.31358),(47 79.96411),(48 81.85446),(49 81.88843),(50 82.574776),(51 80.92461),(52 82.37009),(53 82.47955),(54 82.01988),(55 81.68591),(56 81.695366),(57 81.170456),(58 81.33227),(59 81.53545),(60 82.269775),(61 82.93268),(62 83.89398),(63 82.779434),(64 82.982124),(65 84.2375),(66 84.26845),(67 84.02331),(68 84.39213),(69 84.14347),(70 84.321884),(71 84.87893),(72 85.47731),(73 86.03226),(74 86.28066),(75 85.21424),(76 86.11558),(77 86.12124),(78 85.27908),(79 83.75525),
(1 59.168705),(2 67.37807),(3 70.09007),(4 73.907265),(5 75.10451),(6 76.32983),(7 76.840546),(8 78.164894),(9 79.284355),(10 79.6119),(11 79.79431),(12 81.71),(13 82.64465),(14 81.69275),(15 80.65949),(16 80.47314),(17 80.63841),(18 80.59256),(19 80.30061),(20 81.39288),(21 80.73213),(22 81.366394),(23 80.930565),(24 80.77047),(25 81.13877),(26 80.50378),(27 78.782684),(28 78.69999),(29 77.75052),(30 78.01598),(31 78.10438),(32 77.73551),(33 78.57488),(34 77.88095),(35 78.1378),(36 77.58531),(37 78.45216),(38 78.089424),(39 76.6888),(40 77.69412),(41 77.802124),(42 77.6636),(43 78.813446),(44 78.48518),(45 79.250626),(46 79.10645),(47 79.91192),(48 80.354744),(49 80.41419),(50 80.79467),(51 79.73266),(52 80.423004),(53 80.57794),(54 80.14814),(55 80.27422),(56 79.342415),(57 79.18116),(58 79.58076),(59 79.7884),(60 80.76696),(61 81.26133),(62 82.548996),(63 81.14819),(64 81.915115),(65 82.354675),(66 81.75107),(67 82.00621),(68 82.29681),(69 83.269646),(70 83.48118),(71 84.08303),(72 85.02903),(73 85.508934),(74 87.18835),(75 85.39077),(76 85.47951),(77 84.71969),(78 84.17682),(79 83.372795),
(1 58.645508),(2 66.25639),(3 68.73501),(4 72.34542),(5 73.38586),(6 74.110794),(7 75.37212),(8 77.489944),(9 77.86668),(10 78.14216),(11 79.23352),(12 80.301445),(13 81.46931),(14 81.01355),(15 79.68346),(16 79.88634),(17 79.98485),(18 79.53374),(19 79.540886),(20 80.71087),(21 80.62473),(22 81.18288),(23 81.02906),(24 80.69032),(25 80.09044),(26 80.078415),(27 79.0477),(28 79.21088),(29 78.87604),(30 79.069466),(31 78.33493),(32 77.71518),(33 77.83995),(34 77.66416),(35 76.78248),(36 76.34746),(37 76.76936),(38 77.48716),(39 75.02707),(40 75.9913),(41 76.8292),(42 77.07251),(43 76.63677),(44 77.099365),(45 77.94518),(46 78.20681),(47 78.305405),(48 78.84066),(49 78.874985),(50 79.99056),(51 78.25068),(52 79.17738),(53 78.91862),(54 78.6427),(55 79.27068),(56 79.28167),(57 79.10449),(58 78.090935),(59 78.4885),(60 80.49502),(61 80.707466),(62 80.64737),(63 80.04401),(64 80.74982),(65 81.818855),(66 81.73192),(67 81.887985),(68 82.54701),(69 82.3415),(70 82.35986),(71 82.79702),(72 83.75408),(73 84.24842),(74 85.01935),(75 83.315285),(76 84.12786),(77 84.058304),(78 83.79151),(79 82.520294),
(1 58.38054),(2 66.71112),(3 68.98534),(4 72.63371),(5 72.56745),(6 74.16112),(7 76.22973),(8 77.142715),(9 78.21802),(10 78.30272),(11 79.668335),(12 81.222015),(13 82.35723),(14 81.649765),(15 79.55831),(16 80.69886),(17 81.16984),(18 81.008156),(19 81.3185),(20 81.23641),(21 81.79258),(22 81.40919),(23 81.11635),(24 80.70499),(25 80.596794),(26 80.82203),(27 78.83322),(28 79.48969),(29 78.47095),(30 78.6737),(31 78.17402),(32 78.86158),(33 78.1215),(34 77.48466),(35 77.25322),(36 77.6801),(37 77.37848),(38 78.156654),(39 75.78091),(40 77.16308),(41 77.7255),(42 77.85588),(43 77.570015),(44 79.32657),(45 79.357544),(46 79.33695),(47 79.534035),(48 80.200516),(49 80.75384),(50 82.481804),(51 80.279434),(52 81.29277),(53 79.710014),(54 79.9878),(55 79.41835),(56 79.85809),(57 80.2439),(58 79.74295),(59 80.12049),(60 82.060555),(61 81.258644),(62 82.64817),(63 80.93233),(64 82.4304),(65 82.64961),(66 83.57251),(67 83.76067),(68 83.28089),(69 82.86033),(70 82.990265),(71 83.52575),(72 84.31976),(73 84.786545),(74 85.48935),(75 84.61275),(76 85.19809),(77 84.33004),(78 83.689514),(79 82.73918),
(1 56.121323),(2 64.478325),(3 66.790405),(4 70.60331),(5 71.10286),(6 73.4529),(7 75.87841),(8 76.11639),(9 76.93038),(10 77.86066),(11 79.03853),(12 81.11447),(13 80.82137),(14 80.79544),(15 78.58953),(16 79.00309),(17 79.261505),(18 79.686104),(19 79.79598),(20 80.123985),(21 80.98856),(22 81.31165),(23 80.845924),(24 79.34575),(25 79.61379),(26 79.43075),(27 78.23845),(28 77.25504),(29 76.433266),(30 76.40243),(31 76.03127),(32 76.11728),(33 76.99827),(34 76.01231),(35 75.78394),(36 74.95864),(37 75.16331),(38 74.722725),(39 73.295),(40 73.85668),(41 75.17535),(42 76.427376),(43 75.55549),(44 76.81938),(45 77.033226),(46 77.29055),(47 78.284706),(48 78.67942),(49 78.227776),(50 79.49035),(51 78.11121),(52 79.55835),(53 78.65627),(54 78.53408),(55 78.73191),(56 78.33532),(57 78.7632),(58 78.18644),(59 79.10779),(60 79.7072),(61 80.28937),(62 80.62502),(63 79.47709),(64 80.46755),(65 81.05244),(66 80.42681),(67 80.48676),(68 79.63978),(69 80.9329),(70 80.34478),(71 81.72019),(72 83.000206),(73 83.519325),(74 84.46483),(75 83.95279),(76 83.91157),(77 83.25311),(78 82.3732),(79 81.422844),
(1 57.1448),(2 64.73504),(3 67.58767),(4 70.69211),(5 71.46346),(6 73.594185),(7 73.680435),(8 74.840645),(9 75.139305),(10 75.82763),(11 77.13182),(12 79.35713),(13 80.94713),(14 79.26007),(15 77.45028),(16 77.79653),(17 77.78326),(18 77.602036),(19 77.69145),(20 78.11624),(21 78.65174),(22 79.634346),(23 79.46651),(24 78.93214),(25 78.62345),(26 79.10467),(27 77.308754),(28 77.19902),(29 75.98363),(30 76.73031),(31 75.30723),(32 76.87521),(33 75.86344),(34 75.13703),(35 74.91573),(36 75.09329),(37 76.09205),(38 75.82515),(39 74.72571),(40 75.12901),(41 76.61067),(42 76.53987),(43 76.80937),(44 77.49046),(45 77.96503),(46 77.8504),(47 77.59426),(48 77.83934),(49 77.22846),(50 79.26678),(51 77.63582),(52 79.23244),(53 79.032074),(54 78.323524),(55 78.42791),(56 77.567154),(57 77.88353),(58 77.84212),(59 78.4244),(60 80.23595),(61 80.66168),(62 82.295334),(63 79.67979),(64 80.52539),(65 80.910545),(66 80.60541),(67 80.91894),(68 80.669),(69 82.04672),(70 81.48796),(71 82.37432),(72 82.48929),(73 83.30816),(74 83.44866),(75 81.53359),(76 81.36442),(77 80.55943),(78 81.16716),(79 79.54827),
(1 55.840824),(2 63.696453),(3 66.74309),(4 69.30837),(5 71.17116),(6 71.949715),(7 73.81289),(8 75.30022),(9 75.949455),(10 76.76301),(11 77.51475),(12 78.34616),(13 79.380516),(14 79.5766),(15 77.8105),(16 78.64547),(17 78.2497),(18 78.48879),(19 78.81039),(20 79.7071),(21 79.3835),(22 79.35364),(23 78.4847),(24 78.91426),(25 78.36148),(26 78.90547),(27 77.03268),(28 77.068855),(29 75.53745),(30 75.55804),(31 75.537796),(32 75.69463),(33 76.05402),(34 74.74179),(35 73.7031),(36 74.9251),(37 74.80312),(38 75.546074),(39 74.28286),(40 74.18989),(41 75.070786),(42 76.25859),(43 76.645256),(44 76.63164),(45 76.638725),(46 76.95271),(47 77.29633),(48 78.306015),(49 77.67287),(50 79.23274),(51 78.50231),(52 78.89755),(53 78.734604),(54 78.41083),(55 78.15984),(56 77.646194),(57 77.318),(58 77.45033),(59 76.96022),(60 78.77486),(61 79.728165),(62 79.602295),(63 78.804214),(64 79.71815),(65 79.75227),(66 80.48134),(67 80.50296),(68 79.69679),(69 79.856895),(70 80.339165),(71 80.43002),(72 81.08113),(73 81.99817),(74 83.17597),(75 81.82375),(76 82.33701),(77 81.43697),(78 80.50931),(79 79.77627),
(1 55.33874),(2 63.613956),(3 66.851715),(4 69.88582),(5 71.33765),(6 72.25834),(7 73.823586),(8 74.731285),(9 76.24397),(10 76.431175),(11 77.41992),(12 78.84145),(13 78.769165),(14 80.0559),(15 77.64418),(16 77.49444),(17 77.653114),(18 78.26135),(19 78.38386),(20 78.884445),(21 78.29234),(22 77.62129),(23 77.99066),(24 77.47173),(25 77.60791),(26 78.02163),(27 75.845024),(28 76.73386),(29 75.59922),(30 75.14072),(31 74.74598),(32 74.39589),(33 75.595985),(34 74.676254),(35 73.52724),(36 74.69402),(37 74.13376),(38 74.17726),(39 72.71377),(40 73.29025),(41 74.18103),(42 74.60644),(43 74.97322),(44 75.264145),(45 75.731476),(46 76.41883),(47 76.350784),(48 76.516075),(49 76.28038),(50 77.4931),(51 76.05372),(52 77.436195),(53 77.66983),(54 77.01399),(55 78.35934),(56 77.29972),(57 76.49412),(58 76.66069),(59 76.39042),(60 76.85735),(61 78.49039),(62 79.11556),(63 77.851006),(64 78.92341),(65 80.20602),(66 78.90407),(67 79.24232),(68 78.761375),(69 78.74048),(70 79.56797),(71 79.4436),(72 80.25539),(73 80.354744),(74 81.05677),(75 80.58966),(76 81.23108),(77 80.788345),(78 80.516075),(79 79.63897),
(1 56.110477),(2 65.75624),(3 68.22342),(4 72.18344),(5 74.04737),(6 75.121796),(7 76.92992),(8 78.20985),(9 77.685455),(10 78.341286),(11 79.06966),(12 80.65538),(13 81.326096),(14 80.91055),(15 78.99046),(16 79.092545),(17 79.04646),(18 79.59752),(19 80.38458),(20 80.556946),(21 80.49796),(22 80.72543),(23 80.9536),(24 79.76123),(25 79.146706),(26 78.643776),(27 76.6291),(28 77.966934),(29 76.9985),(30 77.09458),(31 76.65612),(32 75.99505),(33 76.15),(34 75.17244),(35 75.37656),(36 75.516266),(37 76.09556),(38 75.75128),(39 74.69245),(40 75.84943),(41 75.60027),(42 75.45542),(43 76.14071),(44 77.30366),(45 78.25805),(46 79.42297),(47 79.19737),(48 80.129166),(49 79.96014),(50 80.85277),(51 78.34005),(52 79.85083),(53 79.77191),(54 79.368805),(55 79.34095),(56 79.20033),(57 78.735374),(58 77.75727),(59 78.21353),(60 79.33172),(61 79.994156),(62 81.20627),(63 79.63947),(64 80.350945),(65 81.24176),(66 81.9128),(67 81.87722),(68 81.582344),(69 82.07462),(70 81.912994),(71 82.184685),(72 83.557304),(73 84.0172),(74 84.53103),(75 83.94127),(76 83.37308),(77 82.11977),(78 81.36849),(79 80.92436),
(1 54.255306),(2 62.66414),(3 65.38189),(4 67.73668),(5 69.280365),(6 71.14207),(7 72.78952),(8 73.48744),(9 74.79389),(10 75.4372),(11 75.67401),(12 76.993484),(13 78.193375),(14 77.60132),(15 75.8205),(16 75.72775),(17 75.34628),(18 75.72074),(19 75.890854),(20 77.337265),(21 76.9826),(22 77.10964),(23 76.89065),(24 77.0579),(25 75.85979),(26 76.143715),(27 74.47903),(28 74.92955),(29 73.74559),(30 72.68878),(31 73.49226),(32 73.785614),(33 74.292305),(34 74.12895),(35 72.02019),(36 72.50058),(37 71.9641),(38 73.42932),(39 72.29311),(40 73.08387),(41 73.98305),(42 74.27972),(43 73.72713),(44 74.69383),(45 75.35899),(46 74.77327),(47 74.607994),(48 75.40377),(49 75.49659),(50 76.617325),(51 74.82978),(52 76.721085),(53 75.81016),(54 75.51424),(55 74.58576),(56 74.19714),(57 75.06384),(58 74.37225),(59 74.48834),(60 76.050415),(61 76.72078),(62 76.7748),(63 74.9956),(64 76.336784),(65 77.127396),(66 76.75469),(67 77.278206),(68 76.69955),(69 78.13681),(70 77.8595),(71 78.80625),(72 79.27203),(73 78.341156),(74 80.06148),(75 77.905365),(76 79.02009),(77 78.36531),(78 77.23422),(79 77.091156),
(1 54.52563),(2 62.254852),(3 65.205345),(4 67.89042),(5 68.99194),(6 70.024254),(7 70.979706),(8 73.04478),(9 73.84296),(10 74.3402),(11 74.655914),(12 76.22776),(13 76.74618),(14 76.88733),(15 74.8065),(16 74.40583),(17 75.664215),(18 76.56386),(19 76.824844),(20 77.40016),(21 77.33857),(22 76.87888),(23 76.004486),(24 75.54519),(25 75.010956),(26 75.21412),(27 73.84523),(28 74.04023),(29 73.950264),(30 73.33343),(31 74.17429),(32 74.01399),(33 73.64821),(34 73.156784),(35 73.06317),(36 72.445564),(37 73.48934),(38 73.67711),(39 72.2495),(40 72.5077),(41 72.886215),(42 73.14787),(43 73.43695),(44 74.4528),(45 74.99791),(46 74.778564),(47 75.71518),(48 76.59239),(49 76.621864),(50 76.83888),(51 75.404106),(52 76.584366),(53 75.99383),(54 75.580635),(55 75.44842),(56 75.961815),(57 75.47039),(58 74.515274),(59 75.27095),(60 75.44047),(61 76.03499),(62 76.26585),(63 76.364586),(64 77.020676),(65 76.12681),(66 76.624695),(67 76.77358),(68 76.82298),(69 77.72726),(70 77.460556),(71 78.139915),(72 80.34213),(73 79.44097),(74 80.427795),(75 78.88661),(76 79.31069),(77 78.24181),(78 77.46178),(79 76.88632),
(1 54.62166),(2 62.65153),(3 64.85731),(4 68.359375),(5 70.02228),(6 71.297325),(7 71.01721),(8 73.91094),(9 73.772575),(10 74.13965),(11 75.683136),(12 76.60425),(13 77.664825),(14 77.81589),(15 76.59073),(16 75.96753),(17 76.26486),(18 76.30022),(19 76.75858),(20 78.03856),(21 78.11594),(22 78.66039),(23 78.05015),(24 78.40917),(25 76.91619),(26 76.51918),(27 74.90154),(28 75.26571),(29 75.102875),(30 75.03408),(31 74.33749),(32 74.30434),(33 74.83828),(34 73.56096),(35 73.54314),(36 74.38099),(37 73.89611),(38 74.51808),(39 73.36092),(40 73.853264),(41 73.676346),(42 74.32419),(43 75.07045),(44 74.58867),(45 74.70929),(46 74.94874),(47 75.18879),(48 76.475105),(49 76.312294),(50 77.17441),(51 76.246666),(52 76.96036),(53 76.78518),(54 75.948586),(55 76.03988),(56 76.4351),(57 75.95197),(58 76.30496),(59 75.66393),(60 76.99762),(61 77.42983),(62 78.44302),(63 77.81875),(64 77.41955),(65 78.01828),(66 78.06087),(67 77.459305),(68 77.156204),(69 77.52547),(70 77.04856),(71 77.035675),(72 79.05698),(73 80.36658),(74 80.479965),(75 79.934944),(76 80.38974),(77 79.76604),(78 78.37327),(79 77.20883),
(1 54.568092),(2 62.075558),(3 64.6464),(4 67.809944),(5 68.496895),(6 69.8154),(7 70.29516),(8 72.32121),(9 73.12955),(10 74.02361),(11 75.035904),(12 76.18963),(13 77.67362),(14 77.88651),(15 74.69512),(16 74.84225),(17 74.731346),(18 74.36406),(19 74.09944),(20 75.39036),(21 74.91336),(22 75.249115),(23 74.02548),(24 74.64202),(25 74.71065),(26 73.826614),(27 72.57214),(28 72.3806),(29 71.75478),(30 71.7934),(31 71.92455),(32 71.35088),(33 72.51599),(34 71.708145),(35 70.33237),(36 71.32145),(37 71.16083),(38 72.31071),(39 70.95101),(40 72.14378),(41 72.52494),(42 72.3881),(43 73.37032),(44 73.94994),(45 74.1368),(46 73.79484),(47 74.214096),(48 75.66228),(49 74.25142),(50 75.16581),(51 75.084),(52 75.71795),(53 75.62344),(54 75.42649),(55 74.41217),(56 74.685814),(57 74.24535),(58 74.00854),(59 75.35773),(60 75.08343),(61 75.31867),(62 77.164505),(63 76.11633),(64 75.73247),(65 76.73058),(66 77.223595),(67 77.27788),(68 76.66086),(69 77.38366),(70 77.50923),(71 78.255585),(72 78.31332),(73 78.83159),(74 79.01438),(75 77.93209),(76 78.54331),(77 77.788055),(78 78.17914),(79 76.181694),
