1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 263718.25),(2 843255.5),(3 1548225.9),(4 2328221.3),(5 3082780),(6 3943138),(7 4981248.5),(8 6218138.5),(9 7756110.5),(10 9405816),(11 11199601),(12 12994785),(13 15032133),(14 17110224),(15 18948854),(16 20609588),(17 22369978),(18 24086360),(19 26011686),(20 27945906),(21 29894102),(22 32096186),(23 34133628),(24 35975052),(25 37814744),(26 39548990),(27 41022220),(28 42243140),(29 43123172),(30 43711100),(31 44334404),(32 44671148),(33 44856276),(34 44806668),(35 44449736),(36 44061892),(37 43334680),(38 42382196),(39 41381924),(40 40457010),(41 39720256),(42 39151936),(43 38583616),(44 38267468),(45 37395060),(46 36542780),(47 35172188),(48 33721276),(49 32582520),(50 31595424),(51 30798682),(52 30247818),(53 29500216),(54 29146678),(55 29378730),(56 29779782),(57 30078382),(58 30382954),(59 30890378),(60 31381664),(61 32156976),(62 32831602),(63 33907684),(64 35277124),(65 36592720),(66 38173284),(67 39894224),(68 41176910),(69 42278540),(70 43501028),(71 44609710),(72 45645504),(73 46583456),(74 47239948),(75 47898796),(76 48336292),(77 48598420),(78 48491936),(79 48073204),
(1 124.06463),(2 142.13928),(3 148.5775),(4 156.1336),(5 159.8012),(6 164.10594),(7 164.43532),(8 167.89377),(9 170.81778),(10 171.70975),(11 172.51588),(12 174.77484),(13 175.89536),(14 173.50333),(15 173.41368),(16 171.46056),(17 173.4277),(18 173.31822),(19 177.63524),(20 177.8659),(21 177.74318),(22 179.26627),(23 175.4009),(24 174.3191),(25 174.37416),(26 172.31256),(27 171.31342),(28 171.68033),(29 170.77217),(30 170.35635),(31 170.67912),(32 170.54146),(33 171.00589),(34 170.61317),(35 170.42789),(36 169.5774),(37 171.4865),(38 170.63174),(39 169.5732),(40 169.40463),(41 170.52977),(42 172.55473),(43 173.33513),(44 174.00273),(45 175.45676),(46 175.62163),(47 175.1727),(48 179.43213),(49 175.74266),(50 176.8722),(51 175.09656),(52 177.0188),(53 175.52623),(54 176.3057),(55 177.2612),(56 176.64758),(57 179.71902),(58 178.34279),(59 176.4461),(60 177.04956),(61 180.19327),(62 178.85869),(63 178.57889),(64 178.37195),(65 177.18353),(66 178.15085),(67 177.84712),(68 177.80687),(69 180.75468),(70 180.1035),(71 178.76863),(72 179.4034),(73 181.28069),(74 183.02245),(75 181.18637),(76 181.99362),(77 180.22995),(78 179.51042),(79 176.87807),
(1 119.299736),(2 136.75728),(3 143.86751),(4 149.85135),(5 154.70512),(6 158.48245),(7 161.71742),(8 163.92229),(9 166.72798),(10 167.99377),(11 170.0522),(12 173.00633),(13 174.38226),(14 174.59996),(15 172.71152),(16 172.58546),(17 173.76753),(18 173.25224),(19 176.06569),(20 176.99432),(21 174.96661),(22 175.12224),(23 173.79958),(24 170.6469),(25 171.37465),(26 170.26122),(27 169.42218),(28 168.41652),(29 167.26204),(30 168.02365),(31 166.47737),(32 167.27972),(33 165.66328),(34 163.63524),(35 162.84029),(36 164.1619),(37 164.65213),(38 164.909),(39 162.72534),(40 163.38718),(41 164.61089),(42 166.04442),(43 167.08716),(44 166.8931),(45 168.56783),(46 168.84775),(47 170.25012),(48 170.53798),(49 170.6044),(50 173.70656),(51 168.84369),(52 171.5572),(53 170.52606),(54 171.33322),(55 171.4819),(56 172.61176),(57 170.9694),(58 169.9413),(59 172.79575),(60 173.69064),(61 175.67125),(62 176.0992),(63 176.02255),(64 177.17046),(65 176.33658),(66 177.16449),(67 176.28636),(68 174.26184),(69 176.27094),(70 175.42851),(71 176.4199),(72 176.89534),(73 180.39833),(74 181.0142),(75 180.22002),(76 179.98923),(77 179.32565),(78 176.69742),(79 176.20496),
(1 119.57949),(2 140.36902),(3 147.52094),(4 154.58333),(5 158.91342),(6 161.81833),(7 163.82286),(8 166.89732),(9 169.19728),(10 171.36519),(11 173.25458),(12 177.0148),(13 176.2855),(14 175.19803),(15 173.99225),(16 174.4641),(17 174.17387),(18 173.85063),(19 173.93234),(20 174.96205),(21 174.26263),(22 175.63065),(23 175.04047),(24 173.97688),(25 174.65482),(26 172.0013),(27 171.16742),(28 170.6826),(29 169.36893),(30 170.38812),(31 169.0347),(32 170.49812),(33 169.80333),(34 168.36176),(35 167.38889),(36 169.05223),(37 167.83015),(38 169.90063),(39 166.70007),(40 168.4391),(41 166.88632),(42 167.22987),(43 166.69774),(44 167.53192),(45 166.77657),(46 169.11252),(47 169.06364),(48 170.30339),(49 171.88945),(50 172.55235),(51 171.44316),(52 176.29776),(53 176.48668),(54 174.68736),(55 176.675),(56 174.40442),(57 176.47513),(58 173.12248),(59 173.55167),(60 171.08862),(61 174.17209),(62 176.68723),(63 175.84251),(64 176.94482),(65 177.58203),(66 179.85696),(67 177.06453),(68 176.47556),(69 179.68466),(70 180.8666),(71 180.61815),(72 182.52226),(73 184.28856),(74 185.14655),(75 185.27489),(76 185.28922),(77 184.21571),(78 183.02367),(79 180.28503),
(1 117.12433),(2 136.42882),(3 142.1302),(4 147.3788),(5 152.157),(6 155.949),(7 158.08592),(8 159.96988),(9 163.08679),(10 162.93782),(11 164.95253),(12 166.17796),(13 168.83301),(14 169.2716),(15 167.69138),(16 168.62604),(17 168.37224),(18 170.31142),(19 167.6644),(20 169.87448),(21 171.02834),(22 171.20656),(23 170.81174),(24 168.98232),(25 169.94337),(26 166.69615),(27 165.92586),(28 167.54453),(29 165.32521),(30 165.94484),(31 164.6216),(32 163.82375),(33 162.90657),(34 160.89458),(35 160.85167),(36 159.86516),(37 161.58562),(38 163.70213),(39 158.76326),(40 159.0172),(41 160.45938),(42 160.5689),(43 161.78647),(44 161.86824),(45 163.4938),(46 162.69675),(47 161.97908),(48 164.17738),(49 163.45447),(50 168.63939),(51 164.89467),(52 168.93552),(53 167.76277),(54 166.19539),(55 169.07332),(56 166.35881),(57 167.30733),(58 166.52544),(59 168.17395),(60 169.75294),(61 172.09013),(62 172.53957),(63 171.34645),(64 170.91982),(65 171.30048),(66 170.30574),(67 169.78188),(68 171.2713),(69 170.31897),(70 170.97784),(71 172.12231),(72 171.8034),(73 173.21317),(74 174.189),(75 174.38371),(76 175.17293),(77 174.79607),(78 173.59799),(79 171.07187),
(1 117.37665),(2 133.4212),(3 141.4701),(4 146.60905),(5 151.27632),(6 152.98003),(7 156.1177),(8 159.20564),(9 161.42804),(10 163.18188),(11 162.99768),(12 165.99162),(13 167.17923),(14 166.23595),(15 163.70375),(16 163.4165),(17 164.56152),(18 166.23152),(19 164.83934),(20 165.53543),(21 164.92873),(22 166.16982),(23 166.76898),(24 165.5108),(25 165.52719),(26 164.27267),(27 161.568),(28 161.30731),(29 161.71738),(30 161.94962),(31 160.31036),(32 160.86684),(33 161.31259),(34 158.9827),(35 158.4657),(36 157.55894),(37 159.06726),(38 159.19896),(39 157.0746),(40 158.08995),(41 158.165),(42 160.37184),(43 159.30157),(44 159.68825),(45 161.89291),(46 161.24294),(47 161.35986),(48 164.16338),(49 163.18323),(50 166.22456),(51 163.7939),(52 168.13019),(53 166.85019),(54 168.30844),(55 167.35033),(56 166.92645),(57 167.0364),(58 165.87532),(59 167.4459),(60 166.38034),(61 169.66187),(62 170.60002),(63 168.89897),(64 168.8321),(65 168.15349),(66 168.40726),(67 167.11746),(68 168.34521),(69 169.18398),(70 169.63849),(71 169.51274),(72 170.93639),(73 172.25992),(74 171.70738),(75 172.87608),(76 171.97719),(77 171.69632),(78 171.49129),(79 170.41801),
(1 116.37874),(2 133.22504),(3 140.32669),(4 145.47745),(5 148.64877),(6 151.62943),(7 154.65518),(8 158.64415),(9 159.20715),(10 161.28256),(11 162.5521),(12 166.33206),(13 168.42722),(14 167.18636),(15 165.94359),(16 165.9989),(17 165.93855),(18 164.69751),(19 164.42549),(20 165.41516),(21 167.2908),(22 167.36243),(23 166.66243),(24 165.3512),(25 165.48387),(26 163.83212),(27 162.72777),(28 162.30275),(29 161.76968),(30 161.11993),(31 158.78207),(32 158.47806),(33 158.66406),(34 154.59978),(35 154.70517),(36 155.39972),(37 157.18198),(38 158.0912),(39 155.19554),(40 156.22774),(41 156.99416),(42 158.49263),(43 159.41125),(44 159.21815),(45 159.85374),(46 160.63669),(47 160.31898),(48 162.32347),(49 160.25958),(50 163.44595),(51 161.40945),(52 166.16605),(53 164.47984),(54 164.49751),(55 165.3388),(56 162.30234),(57 163.95503),(58 161.48813),(59 164.87921),(60 162.6432),(61 164.77911),(62 166.98102),(63 165.56906),(64 165.47723),(65 165.60175),(66 168.52055),(67 170.4021),(68 168.22299),(69 169.7389),(70 171.17064),(71 171.44632),(72 172.41055),(73 174.09604),(74 174.28384),(75 172.3799),(76 173.3811),(77 172.63765),(78 170.54323),(79 169.7118),
(1 112.80578),(2 130.28928),(3 137.53821),(4 145.42555),(5 147.51888),(6 149.58006),(7 151.50485),(8 154.10753),(9 154.72678),(10 155.62968),(11 158.68692),(12 160.76642),(13 163.07394),(14 162.33331),(15 160.82263),(16 160.42014),(17 159.29875),(18 160.1519),(19 160.81987),(20 160.81104),(21 163.33772),(22 162.89821),(23 163.38724),(24 162.5899),(25 160.81058),(26 159.88821),(27 159.55116),(28 161.10498),(29 159.46274),(30 158.80444),(31 158.98824),(32 161.24359),(33 160.35455),(34 157.67929),(35 156.51842),(36 156.83386),(37 155.83391),(38 157.93799),(39 155.89922),(40 157.29375),(41 156.85838),(42 157.35667),(43 159.05704),(44 158.31598),(45 159.07896),(46 160.24661),(47 159.46616),(48 160.32906),(49 160.38907),(50 162.46),(51 161.68336),(52 164.50029),(53 162.70366),(54 163.72319),(55 163.7021),(56 161.83327),(57 161.89774),(58 161.79308),(59 162.70503),(60 162.7441),(61 165.0151),(62 164.60327),(63 163.8126),(64 163.99223),(65 165.59613),(66 164.99913),(67 165.45772),(68 166.48082),(69 165.60155),(70 167.04149),(71 166.4495),(72 167.35811),(73 169.1298),(74 169.58455),(75 168.79398),(76 169.33504),(77 169.6493),(78 167.47557),(79 166.69023),
(1 115.18589),(2 132.46342),(3 140.09433),(4 146.64032),(5 148.0085),(6 152.0453),(7 154.93916),(8 159.35837),(9 160.3817),(10 161.74493),(11 162.47354),(12 166.93506),(13 167.05424),(14 167.1652),(15 164.64693),(16 164.91985),(17 166.05424),(18 164.76967),(19 165.43654),(20 166.67216),(21 167.66388),(22 169.25194),(23 167.7247),(24 164.85275),(25 164.54175),(26 166.51888),(27 165.55984),(28 166.24612),(29 164.4502),(30 161.90907),(31 162.08675),(32 162.17978),(33 158.52083),(34 158.21414),(35 158.00252),(36 158.77737),(37 159.53566),(38 160.12799),(39 157.71002),(40 159.18498),(41 160.40254),(42 158.9151),(43 160.48067),(44 160.58539),(45 161.44847),(46 162.2686),(47 162.4799),(48 163.27306),(49 164.19255),(50 165.84381),(51 161.72694),(52 162.88747),(53 163.72188),(54 163.76202),(55 165.04492),(56 163.65349),(57 163.64752),(58 162.79346),(59 164.3302),(60 166.33528),(61 167.06862),(62 167.69693),(63 166.85182),(64 165.5169),(65 165.6055),(66 167.81912),(67 166.84094),(68 167.78188),(69 167.0343),(70 167.3054),(71 169.41124),(72 169.81828),(73 173.19493),(74 172.77858),(75 172.55006),(76 173.54115),(77 172.73042),(78 171.33609),(79 168.1332),
(1 110.3361),(2 126.77597),(3 135.1815),(4 139.74548),(5 142.98946),(6 147.0183),(7 148.08739),(8 150.67224),(9 151.78407),(10 152.19582),(11 154.85529),(12 154.21117),(13 158.32979),(14 157.48845),(15 153.26025),(16 156.0691),(17 155.32376),(18 156.2477),(19 155.82465),(20 157.83876),(21 157.74113),(22 158.12749),(23 158.58524),(24 156.18117),(25 154.31403),(26 154.74915),(27 151.87624),(28 152.66844),(29 152.21262),(30 150.15091),(31 149.99318),(32 150.64594),(33 150.97464),(34 150.87846),(35 147.66624),(36 148.51073),(37 149.02045),(38 152.20209),(39 149.45575),(40 149.24634),(41 149.15779),(42 150.44102),(43 151.08235),(44 151.13213),(45 154.57294),(46 155.29579),(47 155.3588),(48 154.97719),(49 155.50049),(50 156.89389),(51 155.75288),(52 157.97523),(53 156.89433),(54 156.7793),(55 157.98453),(56 154.9616),(57 155.33368),(58 154.67424),(59 157.24007),(60 157.34818),(61 159.15518),(62 159.88322),(63 158.78926),(64 160.1472),(65 160.88156),(66 160.70486),(67 161.2865),(68 160.72934),(69 160.90822),(70 160.63126),(71 161.01764),(72 163.86516),(73 165.60594),(74 165.7099),(75 165.19868),(76 162.99199),(77 162.85014),(78 162.03207),(79 162.80257),
(1 109.838875),(2 127.3483),(3 135.42108),(4 141.36514),(5 144.13544),(6 146.365),(7 149.94789),(8 151.85704),(9 152.88318),(10 154.45766),(11 155.80754),(12 159.39542),(13 161.36629),(14 159.84572),(15 159.1401),(16 160.20079),(17 158.64157),(18 159.98747),(19 161.25433),(20 163.25226),(21 163.13869),(22 163.87686),(23 162.3415),(24 160.91069),(25 160.85712),(26 160.52533),(27 158.87584),(28 157.07657),(29 156.3922),(30 158.02632),(31 156.88614),(32 156.68657),(33 155.5078),(34 154.2961),(35 151.74254),(36 153.66818),(37 154.51466),(38 154.33536),(39 152.90834),(40 153.71375),(41 152.2204),(42 153.95601),(43 152.8578),(44 154.86848),(45 153.90825),(46 155.47754),(47 155.79312),(48 154.33012),(49 154.16104),(50 158.0152),(51 156.6867),(52 157.45866),(53 159.80214),(54 158.42302),(55 160.66852),(56 161.00818),(57 158.64595),(58 159.34018),(59 161.60645),(60 161.99542),(61 163.31593),(62 163.00682),(63 161.7557),(64 164.71454),(65 163.73132),(66 163.27109),(67 164.84442),(68 162.94058),(69 163.11397),(70 162.96387),(71 162.80959),(72 163.20782),(73 166.33943),(74 165.96912),(75 165.38617),(76 164.1645),(77 163.82384),(78 163.09418),(79 159.78459),
(1 107.5471),(2 125.836),(3 133.36615),(4 139.52992),(5 142.11638),(6 144.9268),(7 147.73204),(8 147.34705),(9 149.11124),(10 148.92772),(11 151.25645),(12 154.14656),(13 154.14566),(14 154.8498),(15 152.9025),(16 152.43813),(17 153.8843),(18 154.30916),(19 154.4898),(20 156.94214),(21 156.658),(22 158.59593),(23 157.69754),(24 157.18211),(25 157.79308),(26 158.33136),(27 156.54344),(28 154.74107),(29 152.21753),(30 153.08522),(31 152.53479),(32 152.44212),(33 151.87282),(34 152.6263),(35 150.4053),(36 151.74489),(37 150.43138),(38 152.9057),(39 151.28473),(40 150.95969),(41 153.05173),(42 152.88516),(43 153.21167),(44 154.27495),(45 153.45277),(46 152.45692),(47 153.37022),(48 152.9872),(49 153.83151),(50 155.99045),(51 153.21104),(52 155.50607),(53 155.6632),(54 155.42075),(55 154.00658),(56 154.17363),(57 154.21477),(58 152.36661),(59 153.73346),(60 155.5261),(61 155.1326),(62 158.35152),(63 157.45354),(64 158.05997),(65 158.87405),(66 158.70389),(67 159.03966),(68 157.79149),(69 157.65904),(70 159.41273),(71 160.33229),(72 160.75516),(73 159.66557),(74 162.31941),(75 161.72162),(76 162.89925),(77 162.63152),(78 162.38121),(79 160.16663),
(1 107.979195),(2 125.09148),(3 131.83653),(4 137.8035),(5 138.92955),(6 142.25217),(7 143.5057),(8 146.13486),(9 148.65834),(10 149.43506),(11 150.46288),(12 152.428),(13 153.867),(14 154.1487),(15 151.38396),(16 150.51746),(17 149.5645),(18 150.40254),(19 150.56146),(20 150.93019),(21 151.38559),(22 153.03055),(23 151.876),(24 150.89282),(25 151.13428),(26 152.75433),(27 151.26389),(28 150.62698),(29 150.03304),(30 148.66344),(31 150.39548),(32 149.45708),(33 149.27617),(34 148.53749),(35 146.42535),(36 147.17967),(37 148.56483),(38 149.16357),(39 149.07428),(40 150.19728),(41 150.37312),(42 149.12251),(43 148.45877),(44 150.80551),(45 152.23431),(46 150.38564),(47 151.53603),(48 152.8442),(49 153.05151),(50 156.24034),(51 152.94676),(52 155.23627),(53 154.614),(54 152.95155),(55 153.76372),(56 153.8928),(57 154.44077),(58 152.92842),(59 151.15163),(60 153.28038),(61 154.65698),(62 156.6063),(63 156.62303),(64 157.62512),(65 159.23842),(66 158.69147),(67 160.30566),(68 157.55643),(69 159.2954),(70 160.50935),(71 160.3908),(72 161.86658),(73 161.83792),(74 164.53038),(75 163.93245),(76 164.148),(77 162.53194),(78 161.03445),(79 158.02458),
(1 104.88903),(2 122.796135),(3 128.88733),(4 134.86308),(5 138.5734),(6 139.69066),(7 142.30632),(8 145.9992),(9 145.71642),(10 145.7958),(11 145.19347),(12 148.27118),(13 150.20305),(14 150.74416),(15 147.98883),(16 148.65514),(17 148.27211),(18 149.36055),(19 148.35474),(20 150.98753),(21 150.22908),(22 152.44672),(23 153.21738),(24 151.52261),(25 151.13354),(26 151.96582),(27 148.53775),(28 149.40866),(29 148.22705),(30 149.55812),(31 147.26794),(32 144.70453),(33 146.98177),(34 146.5234),(35 145.84329),(36 145.50014),(37 145.79474),(38 145.35022),(39 144.12285),(40 145.16588),(41 145.74579),(42 145.19829),(43 146.12802),(44 146.41518),(45 144.85857),(46 145.80148),(47 146.96805),(48 147.39706),(49 149.32635),(50 151.24474),(51 150.18504),(52 151.42088),(53 149.90729),(54 147.43974),(55 147.51064),(56 148.65298),(57 148.3663),(58 146.04567),(59 146.82776),(60 148.43344),(61 148.07518),(62 151.01695),(63 149.59514),(64 150.96742),(65 153.2013),(66 151.57182),(67 154.33261),(68 150.98862),(69 153.17952),(70 153.87047),(71 154.42134),(72 156.03204),(73 154.82166),(74 157.06792),(75 156.6207),(76 155.62323),(77 155.74754),(78 154.5851),(79 152.98572),
(1 104.567955),(2 120.228),(3 128.16219),(4 134.50148),(5 137.42218),(6 138.31879),(7 142.02211),(8 145.01599),(9 145.78171),(10 146.70703),(11 148.59366),(12 151.21173),(13 151.94073),(14 151.88792),(15 150.67784),(16 149.66397),(17 148.88994),(18 150.36006),(19 149.22292),(20 150.29869),(21 152.09996),(22 150.66273),(23 150.68532),(24 151.27878),(25 149.46855),(26 150.20125),(27 147.68292),(28 148.23267),(29 147.24425),(30 147.24283),(31 145.22314),(32 145.03539),(33 145.43056),(34 145.97278),(35 144.673),(36 143.47021),(37 143.23033),(38 145.42314),(39 145.05777),(40 146.08655),(41 145.62582),(42 145.6945),(43 144.87552),(44 145.56343),(45 147.24072),(46 148.2831),(47 148.46274),(48 148.64436),(49 147.85062),(50 148.18233),(51 149.03644),(52 150.02646),(53 150.33136),(54 149.34476),(55 149.71918),(56 149.16086),(57 150.08795),(58 147.9618),(59 147.87852),(60 150.54272),(61 151.249),(62 152.983),(63 150.68158),(64 151.8645),(65 151.41913),(66 151.68396),(67 153.0542),(68 151.61375),(69 153.68802),(70 153.24773),(71 154.12076),(72 155.45953),(73 156.85602),(74 157.65549),(75 155.13002),(76 155.49251),(77 154.98286),(78 154.43698),(79 153.36201),
(1 101.82872),(2 116.79047),(3 123.61692),(4 131.02904),(5 134.73175),(6 136.70035),(7 139.68848),(8 140.83684),(9 142.09177),(10 143.43588),(11 144.41608),(12 146.72372),(13 149.35298),(14 148.6195),(15 146.02837),(16 145.04456),(17 146.21921),(18 147.21326),(19 145.62518),(20 146.2624),(21 148.72778),(22 149.1477),(23 148.96216),(24 149.11995),(25 148.32726),(26 146.78893),(27 145.18422),(28 144.21822),(29 144.22574),(30 143.3367),(31 142.6016),(32 141.50342),(33 140.71544),(34 140.58827),(35 139.60025),(36 140.35855),(37 141.5947),(38 141.99783),(39 142.19812),(40 142.4377),(41 141.50378),(42 143.34874),(43 141.91316),(44 142.1083),(45 143.14346),(46 143.45358),(47 146.37389),(48 146.70721),(49 145.95056),(50 148.13823),(51 147.05417),(52 148.64151),(53 147.81679),(54 147.8585),(55 147.37132),(56 146.37616),(57 147.53683),(58 148.9587),(59 150.15701),(60 148.88113),(61 150.85672),(62 152.43915),(63 150.08075),(64 152.55515),(65 153.53275),(66 153.3976),(67 154.58551),(68 153.80693),(69 153.61728),(70 155.2173),(71 155.37634),(72 156.97394),(73 157.18904),(74 157.9253),(75 156.75348),(76 156.35365),(77 154.90768),(78 153.84036),(79 151.04086),
(1 98.951164),(2 115.37452),(3 123.31476),(4 129.9605),(5 133.45471),(6 135.79532),(7 138.05305),(8 138.65651),(9 140.48271),(10 142.1184),(11 144.85864),(12 148.72937),(13 149.18611),(14 148.0588),(15 146.35605),(16 146.35196),(17 147.13712),(18 147.86932),(19 148.68953),(20 150.17941),(21 150.80237),(22 150.15636),(23 149.8682),(24 148.78365),(25 147.37909),(26 146.39795),(27 143.29198),(28 143.92061),(29 142.6881),(30 141.25409),(31 141.70755),(32 143.55688),(33 143.89064),(34 142.21326),(35 140.1925),(36 142.80685),(37 142.14539),(38 143.33669),(39 140.84909),(40 141.84595),(41 141.27882),(42 139.81975),(43 141.46684),(44 142.1951),(45 141.57166),(46 143.84592),(47 144.84633),(48 143.96991),(49 143.88934),(50 145.731),(51 144.42937),(52 145.40489),(53 145.76491),(54 143.17328),(55 144.65843),(56 145.41917),(57 143.17453),(58 144.62978),(59 145.0633),(60 145.18016),(61 147.60757),(62 148.29039),(63 148.5124),(64 148.22131),(65 151.15025),(66 149.53651),(67 151.3014),(68 150.0259),(69 149.41142),(70 150.23788),(71 149.22475),(72 151.36543),(73 152.57333),(74 152.7019),(75 152.88986),(76 152.95863),(77 151.15068),(78 151.41817),(79 150.28035),
(1 97.76907),(2 114.217926),(3 120.34892),(4 125.179214),(5 128.19635),(6 132.33894),(7 134.91212),(8 135.81128),(9 135.5575),(10 138.01706),(11 139.44777),(12 141.59395),(13 143.4719),(14 143.48688),(15 141.72629),(16 140.4676),(17 140.55237),(18 139.96245),(19 141.61221),(20 143.3348),(21 142.9141),(22 142.2902),(23 141.74323),(24 141.67667),(25 140.79436),(26 141.94098),(27 139.58202),(28 135.89374),(29 135.40657),(30 136.01668),(31 135.40298),(32 136.42589),(33 136.53812),(34 136.76611),(35 134.16348),(36 134.82771),(37 137.7687),(38 137.54222),(39 135.50673),(40 136.78957),(41 136.82707),(42 136.76111),(43 138.18536),(44 137.9831),(45 137.30432),(46 140.3644),(47 139.8659),(48 141.36815),(49 142.59213),(50 143.67274),(51 140.29887),(52 142.17776),(53 142.82944),(54 140.43224),(55 142.35751),(56 140.90894),(57 142.24237),(58 142.73473),(59 142.44916),(60 142.27107),(61 144.27089),(62 144.73767),(63 142.98322),(64 144.5063),(65 146.52446),(66 146.54582),(67 146.73293),(68 146.5511),(69 146.29453),(70 146.8865),(71 147.3552),(72 150.14568),(73 149.93921),(74 150.89919),(75 151.87378),(76 151.49973),(77 150.69408),(78 149.61595),(79 149.97052),
(1 96.284035),(2 110.993355),(3 116.65858),(4 122.19324),(5 124.98674),(6 127.89516),(7 130.83595),(8 132.08426),(9 132.00374),(10 133.10016),(11 135.22011),(12 137.69257),(13 139.91481),(14 139.83463),(15 138.81186),(16 136.02687),(17 137.36223),(18 135.76772),(19 137.8566),(20 140.37367),(21 139.48552),(22 139.23141),(23 138.14153),(24 138.64029),(25 139.57509),(26 137.30301),(27 135.66765),(28 136.17773),(29 136.032),(30 136.15536),(31 134.75009),(32 134.74489),(33 135.39224),(34 133.84018),(35 131.94565),(36 132.90176),(37 133.99069),(38 135.77429),(39 133.41011),(40 133.82436),(41 133.0016),(42 133.35986),(43 135.15944),(44 137.67424),(45 136.26848),(46 138.84521),(47 137.08954),(48 138.78976),(49 139.32938),(50 140.21841),(51 137.3653),(52 140.41145),(53 141.09178),(54 139.98262),(55 140.31902),(56 139.13817),(57 140.7131),(58 138.34517),(59 138.68317),(60 140.7975),(61 141.0036),(62 140.11261),(63 139.35722),(64 141.14397),(65 142.99174),(66 142.30809),(67 142.25111),(68 142.40819),(69 143.39175),(70 144.39505),(71 144.18881),(72 145.14682),(73 146.4547),(74 147.47906),(75 143.96425),(76 144.62885),(77 142.89328),(78 141.98277),(79 139.65535),
