1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 61.15925),(2 71.14998),(3 76.938866),(4 81.7933),(5 84.00272),(6 86.397804),(7 89.71131),(8 90.13207),(9 90.44571),(10 92.05664),(11 93.059166),(12 93.67593),(13 94.27693),(14 94.25541),(15 95.474945),(16 95.45673),(17 96.14972),(18 96.26304),(19 96.76061),(20 95.87564),(21 96.896164),(22 99.17388),(23 97.69947),(24 97.70982),(25 99.126366),(26 99.23744),(27 99.18565),(28 99.548096),(29 99.37237),(30 99.7856),(31 100.993095),(32 100.74299),(33 100.113525),(34 100.13689),(35 98.897736),(36 99.102844),(37 99.60372),(38 98.239914),(39 98.242195),(40 98.74472),(41 99.03795),(42 98.95528),(43 98.29567),(44 98.5228),(45 100.05357),(46 99.727844),(47 99.76597),(48 101.46008),(49 100.469124),(50 100.7217),(51 101.575325),(52 99.782486),(53 101.77232),(54 101.1792),(55 100.89193),(56 100.4443),(57 99.73656),(58 98.05335),(59 99.37393),(60 98.14456),(61 97.80336),(62 98.87019),(63 97.09296),(64 96.40392),(65 97.83314),(66 96.620766),(67 96.91544),(68 97.0585),(69 98.14795),(70 97.45104),(71 96.32074),(72 97.3974),(73 97.04151),(74 97.68348),(75 98.70337),(76 98.67344),(77 98.43638),(78 99.69256),(79 98.28245),
(1 61.20793),(2 70.73669),(3 76.33616),(4 81.55238),(5 83.95273),(6 87.17555),(7 90.78456),(8 91.48841),(9 91.83102),(10 94.0081),(11 94.11923),(12 94.08347),(13 95.69866),(14 94.70927),(15 95.599915),(16 95.780174),(17 94.47084),(18 94.94923),(19 96.37544),(20 95.7701),(21 96.55625),(22 97.77818),(23 96.53511),(24 96.68258),(25 98.09257),(26 96.623245),(27 96.3746),(28 97.89664),(29 96.1546),(30 96.757545),(31 97.06689),(32 97.50084),(33 96.66414),(34 97.33428),(35 96.67505),(36 96.2511),(37 97.36425),(38 96.23141),(39 95.96463),(40 96.22652),(41 95.60955),(42 97.1083),(43 96.45305),(44 97.21615),(45 98.20142),(46 97.7844),(47 97.59936),(48 99.835014),(49 98.850464),(50 98.478905),(51 99.27786),(52 97.102585),(53 99.0141),(54 98.20739),(55 97.98223),(56 97.96303),(57 97.225464),(58 96.10982),(59 96.24245),(60 95.59639),(61 95.4532),(62 95.92951),(63 93.90218),(64 93.79789),(65 95.226006),(66 94.81478),(67 94.89507),(68 94.851685),(69 96.45886),(70 95.22124),(71 94.89269),(72 95.96097),(73 95.45377),(74 96.1291),(75 97.28269),(76 97.61114),(77 96.79886),(78 97.40832),(79 96.53166),
(1 60.408493),(2 69.74397),(3 75.75806),(4 81.211624),(5 84.07331),(6 87.97471),(7 90.3609),(8 90.057236),(9 91.63692),(10 93.391525),(11 93.98667),(12 94.46826),(13 95.19736),(14 94.4673),(15 95.04735),(16 95.08937),(17 94.780426),(18 95.05763),(19 95.76619),(20 94.31404),(21 95.09223),(22 95.52752),(23 95.15775),(24 95.914444),(25 96.52187),(26 95.77824),(27 96.29976),(28 97.642395),(29 96.91582),(30 97.16966),(31 97.920044),(32 97.29814),(33 98.12418),(34 98.56198),(35 97.84468),(36 97.077324),(37 96.72996),(38 96.44033),(39 96.32626),(40 95.99882),(41 95.17479),(42 95.67938),(43 94.21511),(44 95.40935),(45 96.48588),(46 95.41695),(47 96.34231),(48 98.34012),(49 97.460144),(50 98.085724),(51 99.46857),(52 98.10346),(53 98.24396),(54 97.70045),(55 97.20319),(56 97.047134),(57 96.72373),(58 96.67935),(59 97.10251),(60 96.5821),(61 96.18105),(62 96.58256),(63 95.811134),(64 95.15766),(65 95.737625),(66 94.48879),(67 94.88269),(68 94.726616),(69 94.87861),(70 94.85545),(71 94.82632),(72 95.189926),(73 95.36482),(74 95.95927),(75 97.29236),(76 97.78649),(77 97.975044),(78 99.088234),(79 99.28105),
(1 59.735508),(2 68.621284),(3 76.06847),(4 80.30007),(5 83.27104),(6 86.96124),(7 90.20234),(8 90.02427),(9 91.58278),(10 92.791824),(11 93.53267),(12 92.58166),(13 94.14382),(14 94.116295),(15 94.681725),(16 94.604614),(17 93.31375),(18 94.70891),(19 95.12053),(20 93.08933),(21 93.204414),(22 94.97492),(23 94.14222),(24 93.82057),(25 97.06282),(26 96.23265),(27 95.50692),(28 97.49888),(29 95.82141),(30 95.309906),(31 95.82891),(32 95.37502),(33 95.53153),(34 97.03768),(35 96.067444),(36 96.59928),(37 96.86972),(38 96.32931),(39 96.179),(40 95.78979),(41 95.36526),(42 95.99203),(43 94.9625),(44 95.51362),(45 96.886284),(46 96.425354),(47 96.51847),(48 98.493835),(49 97.59354),(50 98.75778),(51 99.75006),(52 98.682724),(53 99.22423),(54 98.583115),(55 97.64907),(56 97.50129),(57 97.29688),(58 96.47193),(59 97.078316),(60 96.59751),(61 94.4589),(62 95.625626),(63 94.477104),(64 93.560356),(65 93.38616),(66 92.10885),(67 92.85917),(68 92.056725),(69 92.99796),(70 93.34266),(71 93.00421),(72 93.56085),(73 94.80918),(74 95.67528),(75 95.95415),(76 97.80711),(77 98.17754),(78 99.46457),(79 99.068405),
(1 59.948864),(2 68.891136),(3 75.86528),(4 80.35635),(5 83.36643),(6 86.63685),(7 90.375626),(8 90.66193),(9 91.45971),(10 93.75903),(11 93.781654),(12 93.73826),(13 95.633064),(14 94.645935),(15 94.23962),(16 95.31441),(17 94.100655),(18 94.38637),(19 95.366936),(20 94.672775),(21 94.2613),(22 95.43742),(23 95.044655),(24 94.33774),(25 96.89103),(26 95.59085),(27 96.60259),(28 97.2989),(29 96.06734),(30 96.44399),(31 96.79655),(32 95.470245),(33 96.776115),(34 96.44529),(35 95.98556),(36 95.99074),(37 95.40362),(38 95.49277),(39 96.173386),(40 95.82182),(41 95.64321),(42 96.17347),(43 95.42964),(44 96.08825),(45 97.070694),(46 96.82234),(47 97.08721),(48 99.38036),(49 98.58274),(50 98.82121),(51 99.80583),(52 98.85005),(53 99.390526),(54 98.73227),(55 97.75614),(56 98.568954),(57 97.42598),(58 96.47183),(59 97.13169),(60 96.44183),(61 94.97426),(62 95.61728),(63 94.3749),(64 93.29112),(65 93.84495),(66 92.96074),(67 94.111534),(68 92.39338),(69 94.658104),(70 94.462814),(71 94.49467),(72 95.1697),(73 95.5284),(74 96.731346),(75 97.17132),(76 97.22134),(77 97.41929),(78 98.93935),(79 97.53941),
(1 58.272102),(2 67.44104),(3 73.88389),(4 77.74779),(5 80.87951),(6 83.284676),(7 86.49703),(8 87.1678),(9 87.725685),(10 89.83339),(11 89.70523),(12 89.71619),(13 91.30315),(14 90.91303),(15 90.84191),(16 91.74433),(17 90.994995),(18 90.66266),(19 91.81502),(20 90.914474),(21 90.79665),(22 92.117836),(23 91.52049),(24 91.48359),(25 93.488464),(26 92.212),(27 92.93469),(28 93.49727),(29 92.88694),(30 93.51756),(31 94.43617),(32 93.82955),(33 93.73592),(34 94.05704),(35 92.81071),(36 92.73915),(37 92.708206),(38 92.44574),(39 92.88354),(40 93.576805),(41 92.164986),(42 93.62685),(43 93.50568),(44 93.49342),(45 94.56978),(46 95.07521),(47 95.31366),(48 96.735435),(49 95.39067),(50 95.48603),(51 96.52606),(52 94.26662),(53 94.91219),(54 94.4594),(55 92.54265),(56 92.684044),(57 91.72078),(58 92.243164),(59 92.18243),(60 92.006836),(61 91.52989),(62 92.19083),(63 90.950386),(64 91.23191),(65 92.28783),(66 90.89462),(67 91.12299),(68 89.63571),(69 91.68223),(70 91.69407),(71 92.8154),(72 92.56026),(73 93.426),(74 93.88771),(75 95.4468),(76 95.221634),(77 95.068634),(78 96.68907),(79 95.62091),
(1 58.932823),(2 67.989265),(3 74.55301),(4 78.697426),(5 81.4648),(6 84.01268),(7 87.34121),(8 87.35098),(9 88.728745),(10 91.03621),(11 90.36205),(12 90.63777),(13 92.97818),(14 91.47881),(15 92.18719),(16 92.28501),(17 91.39903),(18 91.73014),(19 93.140884),(20 92.78868),(21 92.21552),(22 93.39877),(23 92.34867),(24 92.71106),(25 93.62204),(26 92.87294),(27 93.84721),(28 95.63929),(29 94.0195),(30 95.05825),(31 95.207825),(32 94.66843),(33 93.99665),(34 94.86891),(35 93.53982),(36 93.5992),(37 94.58815),(38 93.78009),(39 93.854935),(40 95.20854),(41 93.731384),(42 93.9052),(43 93.49167),(44 93.35793),(45 95.33832),(46 95.01606),(47 95.340355),(48 96.29608),(49 95.446655),(50 95.127754),(51 96.4485),(52 94.70829),(53 96.37894),(54 95.09236),(55 93.396065),(56 93.568016),(57 93.18164),(58 92.949524),(59 93.34321),(60 93.18308),(61 92.57518),(62 92.957825),(63 92.12902),(64 91.28808),(65 91.20071),(66 90.513725),(67 91.43288),(68 91.03684),(69 91.983696),(70 92.63042),(71 92.626335),(72 92.77126),(73 93.44163),(74 93.41068),(75 95.533745),(76 95.61043),(77 95.61214),(78 97.81271),(79 96.90788),
(1 57.70521),(2 66.96793),(3 73.78772),(4 78.02708),(5 80.63272),(6 82.81405),(7 85.42379),(8 85.341866),(9 86.737564),(10 87.77644),(11 87.677025),(12 87.351944),(13 89.43708),(14 88.69675),(15 89.41273),(16 89.62424),(17 88.870476),(18 90.2651),(19 91.365135),(20 90.3802),(21 89.823494),(22 91.035736),(23 90.95348),(24 90.568695),(25 92.11918),(26 90.75763),(27 91.237335),(28 92.731476),(29 92.225006),(30 91.141365),(31 91.687454),(32 91.47925),(33 91.51424),(34 92.799),(35 91.78622),(36 91.99909),(37 93.31477),(38 92.6395),(39 92.90754),(40 93.388954),(41 92.18145),(42 92.11631),(43 91.89201),(44 91.37635),(45 93.68582),(46 92.831635),(47 92.97809),(48 93.84302),(49 93.485535),(50 93.812355),(51 95.71152),(52 94.31278),(53 95.82082),(54 93.83142),(55 93.04051),(56 92.76338),(57 92.43585),(58 91.971375),(59 92.41083),(60 90.38885),(61 90.39525),(62 91.17848),(63 89.35161),(64 89.599724),(65 90.58333),(66 88.902466),(67 90.637856),(68 90.594406),(69 90.87408),(70 91.28397),(71 90.120155),(72 91.25966),(73 91.092026),(74 91.12991),(75 92.81233),(76 92.92336),(77 92.529655),(78 93.900246),(79 92.421005),
(1 56.872818),(2 66.21039),(3 73.59793),(4 76.959724),(5 79.77001),(6 81.01494),(7 84.55125),(8 85.09145),(9 85.65389),(10 88.06017),(11 87.14349),(12 86.98039),(13 89.14526),(14 89.48043),(15 89.67271),(16 89.55634),(17 88.796165),(18 89.29347),(19 90.81505),(20 89.68167),(21 89.36173),(22 90.34475),(23 89.69864),(24 89.74047),(25 90.61483),(26 89.87605),(27 89.67747),(28 91.46214),(29 90.957184),(30 90.87318),(31 91.87077),(32 90.43804),(33 90.80394),(34 92.00094),(35 90.75463),(36 91.21492),(37 92.26789),(38 92.23009),(39 91.179375),(40 92.16853),(41 90.90638),(42 90.85681),(43 90.84709),(44 90.96538),(45 93.11956),(46 92.100334),(47 92.52724),(48 94.11132),(49 93.228836),(50 94.04866),(51 95.52316),(52 94.584274),(53 94.72023),(54 94.532875),(55 93.10026),(56 93.08358),(57 92.51697),(58 92.103325),(59 91.893456),(60 90.46168),(61 90.1783),(62 90.46448),(63 88.88806),(64 89.4061),(65 91.138725),(66 88.87534),(67 90.08826),(68 90.16475),(69 89.67085),(70 90.017654),(71 89.952126),(72 89.99444),(73 91.09912),(74 90.88998),(75 92.6691),(76 92.926506),(77 92.35807),(78 93.93467),(79 93.03425),
(1 57.08716),(2 66.48517),(3 73.492775),(4 76.89518),(5 80.660545),(6 82.589455),(7 85.726295),(8 86.247025),(9 86.93626),(10 89.55832),(11 89.80476),(12 89.3039),(13 90.373505),(14 90.49335),(15 90.53246),(16 91.44161),(17 90.91386),(18 91.542015),(19 92.80971),(20 92.091515),(21 92.06041),(22 92.73147),(23 90.87883),(24 91.12001),(25 92.46937),(26 91.01413),(27 91.079),(28 93.247696),(29 91.09268),(30 91.08589),(31 91.114174),(32 91.41699),(33 91.93021),(34 93.20264),(35 92.017715),(36 92.694695),(37 92.81897),(38 91.53581),(39 91.985214),(40 91.54547),(41 91.274345),(42 90.66603),(43 90.26281),(44 90.95022),(45 93.13768),(46 91.98862),(47 91.71091),(48 93.27328),(49 92.95094),(50 92.403564),(51 94.05433),(52 92.04201),(53 92.86905),(54 92.42907),(55 91.4132),(56 91.69399),(57 90.70359),(58 88.869354),(59 90.177574),(60 88.6219),(61 88.36462),(62 89.81642),(63 88.70308),(64 88.705086),(65 89.9323),(66 88.357956),(67 89.826225),(68 89.72982),(69 90.40357),(70 90.31938),(71 90.15738),(72 91.2519),(73 90.39834),(74 90.88345),(75 92.17534),(76 91.70692),(77 91.88515),(78 93.21277),(79 92.74994),
(1 56.083866),(2 65.01347),(3 71.81812),(4 76.18026),(5 79.21098),(6 81.59902),(7 84.31442),(8 85.371376),(9 85.839714),(10 87.64951),(11 87.82972),(12 87.69713),(13 90.12926),(14 89.6155),(15 89.274055),(16 90.40171),(17 89.28645),(18 90.59704),(19 91.199486),(20 91.23171),(21 91.01203),(22 92.29746),(23 89.62155),(24 90.247665),(25 90.802956),(26 90.06747),(27 90.07857),(28 92.59927),(29 91.04693),(30 90.88782),(31 91.406975),(32 91.67087),(33 91.93813),(34 91.8469),(35 90.630226),(36 90.94069),(37 91.15177),(38 90.97264),(39 90.20181),(40 90.357376),(41 88.88434),(42 89.53694),(43 89.685326),(44 90.27091),(45 92.03845),(46 90.67471),(47 91.14155),(48 92.32036),(49 91.59189),(50 91.14789),(51 92.581535),(52 90.303856),(53 92.424934),(54 91.20526),(55 91.29234),(56 91.935196),(57 91.15808),(58 89.55115),(59 90.33705),(60 88.731575),(61 89.34081),(62 91.28111),(63 89.81251),(64 88.67761),(65 90.39944),(66 88.88421),(67 90.33094),(68 89.96563),(69 90.634476),(70 90.03001),(71 90.403015),(72 91.30132),(73 90.57774),(74 90.793175),(75 92.59577),(76 92.33005),(77 92.43296),(78 92.41468),(79 92.50564),
(1 56.35801),(2 65.47953),(3 72.58967),(4 77.06256),(5 80.30093),(6 82.32454),(7 84.0165),(8 85.46729),(9 87.064606),(10 87.76355),(11 87.70308),(12 86.924164),(13 88.40155),(14 88.41671),(15 87.93097),(16 89.000656),(17 88.24398),(18 88.54743),(19 89.724),(20 89.51265),(21 89.192726),(22 90.51726),(23 90.114426),(24 90.55964),(25 91.25581),(26 90.664536),(27 91.097786),(28 92.743706),(29 91.25114),(30 91.749535),(31 92.07571),(32 92.59729),(33 92.81261),(34 93.635864),(35 92.38494),(36 91.94484),(37 92.60579),(38 91.56459),(39 91.6445),(40 92.28833),(41 91.71769),(42 93.18873),(43 91.87003),(44 92.42998),(45 93.26203),(46 93.28247),(47 93.23599),(48 94.05411),(49 94.090515),(50 94.51079),(51 94.998314),(52 92.72938),(53 95.07756),(54 94.00185),(55 92.64476),(56 94.09938),(57 93.31974),(58 93.109955),(59 93.159966),(60 91.413124),(61 91.96273),(62 92.72351),(63 91.11646),(64 89.993904),(65 91.06555),(66 89.75914),(67 91.28385),(68 91.080414),(69 91.986176),(70 90.94459),(71 90.96085),(72 90.84969),(73 90.26843),(74 90.86714),(75 93.054565),(76 92.44883),(77 91.50086),(78 93.5535),(79 93.51828),
(1 55.69776),(2 65.32008),(3 70.845535),(4 74.46466),(5 77.19386),(6 79.69388),(7 81.75453),(8 82.90569),(9 84.63042),(10 86.26118),(11 86.00056),(12 86.035545),(13 87.06932),(14 86.48317),(15 86.32323),(16 86.523445),(17 86.037125),(18 85.89922),(19 88.283615),(20 87.48937),(21 87.821686),(22 89.23526),(23 89.06349),(24 88.8253),(25 90.01885),(26 89.06294),(27 89.54417),(28 90.473145),(29 89.6548),(30 89.96852),(31 90.23611),(32 90.692085),(33 90.36982),(34 90.9644),(35 90.075),(36 90.71293),(37 90.70151),(38 90.097496),(39 89.3392),(40 90.58067),(41 90.05862),(42 90.219),(43 90.21592),(44 89.870094),(45 90.07476),(46 89.70475),(47 89.90061),(48 91.20869),(49 90.26599),(50 91.00156),(51 91.67388),(52 90.5438),(53 92.281105),(54 91.30093),(55 90.83166),(56 91.55894),(57 90.06296),(58 90.115685),(59 90.6259),(60 89.13866),(61 88.58902),(62 89.01022),(63 88.21265),(64 88.03666),(65 88.030396),(66 87.01713),(67 88.51171),(68 87.426186),(69 88.349266),(70 87.35379),(71 87.12295),(72 88.019165),(73 87.45635),(74 88.001305),(75 89.03947),(76 88.815926),(77 88.10571),(78 89.36499),(79 89.84162),
(1 55.733177),(2 64.94428),(3 71.70702),(4 75.13596),(5 77.96825),(6 80.0011),(7 82.85624),(8 83.61421),(9 85.02561),(10 86.670586),(11 86.38436),(12 86.79325),(13 87.46559),(14 86.50002),(15 87.37283),(16 88.197174),(17 86.33939),(18 86.459274),(19 88.04847),(20 87.169975),(21 87.92848),(22 88.76358),(23 88.39017),(24 88.55744),(25 89.59744),(26 89.541),(27 89.35272),(28 91.45326),(29 90.425446),(30 90.130196),(31 90.4407),(32 90.51572),(33 90.65318),(34 90.889496),(35 90.042854),(36 90.10995),(37 90.340294),(38 89.40252),(39 90.16491),(40 89.95396),(41 89.69945),(42 90.54257),(43 89.85852),(44 90.50897),(45 91.672264),(46 91.03983),(47 91.50368),(48 92.83215),(49 91.026),(50 91.4714),(51 93.07798),(52 91.55961),(53 92.91097),(54 91.34792),(55 90.234184),(56 91.040665),(57 89.145836),(58 88.73738),(59 89.99585),(60 88.9581),(61 88.47229),(62 88.48151),(63 87.96925),(64 87.87345),(65 87.835846),(66 85.96106),(67 87.57724),(68 86.766594),(69 87.07305),(70 87.43628),(71 87.86049),(72 88.101654),(73 88.133316),(74 89.169495),(75 89.938446),(76 90.23766),(77 88.89703),(78 90.84262),(79 90.978134),
(1 55.254704),(2 64.06976),(3 70.38516),(4 75.08007),(5 77.7299),(6 79.61568),(7 82.459076),(8 82.35164),(9 84.84995),(10 86.7643),(11 86.679016),(12 86.821594),(13 88.0269),(14 87.61868),(15 87.87102),(16 88.738655),(17 87.9617),(18 87.67289),(19 89.27938),(20 87.44188),(21 88.08197),(22 87.864494),(23 88.24514),(24 87.92688),(25 89.3642),(26 89.07899),(27 89.21704),(28 91.16228),(29 89.48247),(30 89.89079),(31 90.56246),(32 90.81917),(33 91.29597),(34 91.056366),(35 90.13531),(36 90.096306),(37 90.55211),(38 89.551056),(39 91.06401),(40 91.30693),(41 90.350365),(42 90.782),(43 89.97211),(44 89.65506),(45 91.07761),(46 90.25486),(47 90.9342),(48 93.14832),(49 91.98496),(50 91.71123),(51 92.57463),(52 91.812775),(53 93.07417),(54 91.592445),(55 90.530136),(56 90.74173),(57 89.68528),(58 89.2446),(59 89.4346),(60 89.0293),(61 88.58168),(62 89.45641),(63 88.19432),(64 87.91083),(65 89.02389),(66 87.98812),(67 87.68343),(68 88.68799),(69 88.58886),(70 88.81963),(71 89.56968),(72 90.47812),(73 90.78439),(74 90.44134),(75 91.6514),(76 91.94559),(77 91.56926),(78 93.66454),(79 93.443115),
(1 54.98965),(2 63.618237),(3 70.408195),(4 75.49772),(5 78.448395),(6 80.989975),(7 82.55186),(8 83.47523),(9 84.784775),(10 86.57187),(11 86.41561),(12 86.51723),(13 87.61146),(14 87.23627),(15 86.834564),(16 88.482445),(17 87.887245),(18 87.39503),(19 88.160515),(20 87.202515),(21 88.01359),(22 88.737305),(23 87.89323),(24 87.99055),(25 88.92938),(26 88.585915),(27 89.31643),(28 90.21175),(29 89.29417),(30 90.086105),(31 90.64729),(32 90.54392),(33 90.900085),(34 91.156944),(35 90.148415),(36 90.11192),(37 90.96989),(38 90.3473),(39 89.66937),(40 90.16125),(41 89.1993),(42 90.56774),(43 90.07823),(44 89.68431),(45 90.4224),(46 90.260796),(47 90.38398),(48 92.04199),(49 91.170135),(50 91.18413),(51 92.40104),(52 91.4606),(53 92.84578),(54 91.34029),(55 91.4202),(56 91.276306),(57 90.313034),(58 89.9683),(59 90.20503),(60 90.061165),(61 88.83753),(62 89.83906),(63 88.81903),(64 88.577286),(65 89.075806),(66 88.10729),(67 88.431854),(68 87.64963),(69 88.99925),(70 89.06903),(71 89.94518),(72 89.767746),(73 90.487976),(74 90.45698),(75 91.83465),(76 91.74958),(77 91.57682),(78 93.095146),(79 93.09145),
(1 55.04937),(2 64.37912),(3 71.379845),(4 75.1812),(5 77.53748),(6 80.32334),(7 82.55587),(8 82.97899),(9 83.51806),(10 85.95546),(11 85.038895),(12 85.716095),(13 86.900566),(14 86.494934),(15 86.66724),(16 88.18254),(17 87.62363),(18 87.81305),(19 89.252716),(20 88.13814),(21 88.41198),(22 88.65864),(23 88.8875),(24 89.00967),(25 89.98359),(26 89.18929),(27 88.65647),(28 90.73599),(29 88.95556),(30 89.522896),(31 90.26329),(32 89.76694),(33 90.68637),(34 90.35758),(35 89.62691),(36 89.14944),(37 90.147705),(38 89.331436),(39 89.444084),(40 89.87581),(41 88.57823),(42 89.7602),(43 89.66028),(44 89.33746),(45 91.09314),(46 90.599625),(47 90.76203),(48 92.89615),(49 92.19092),(50 92.222855),(51 93.193405),(52 92.61562),(53 92.83814),(54 91.940834),(55 90.89008),(56 91.04905),(57 90.78115),(58 89.40496),(59 90.29395),(60 89.06999),(61 88.23749),(62 89.65399),(63 88.46925),(64 87.94531),(65 89.12285),(66 87.209015),(67 88.39016),(68 87.3005),(69 87.91901),(70 87.040184),(71 86.9669),(72 87.15084),(73 87.15877),(74 87.450966),(75 88.57558),(76 88.15227),(77 88.47735),(78 89.85933),(79 90.59319),
(1 54.89127),(2 64.227135),(3 70.56728),(4 75.95553),(5 78.99257),(6 80.85786),(7 82.19379),(8 83.04168),(9 84.9801),(10 86.8407),(11 85.84477),(12 86.01427),(13 88.03061),(14 86.84042),(15 87.657364),(16 88.014656),(17 87.115074),(18 87.39168),(19 89.15183),(20 88.35099),(21 88.309746),(22 89.32918),(23 89.05634),(24 89.06358),(25 89.86426),(26 89.44566),(27 89.24539),(28 90.44302),(29 89.2985),(30 89.31201),(31 90.41144),(32 88.977165),(33 90.51069),(34 89.95106),(35 89.21953),(36 89.63742),(37 89.72277),(38 88.765816),(39 89.12574),(40 89.94685),(41 89.122345),(42 89.31358),(43 88.90539),(44 89.04009),(45 90.42671),(46 89.75723),(47 89.98305),(48 91.28469),(49 90.77505),(50 91.44476),(51 91.77536),(52 90.55729),(53 91.54536),(54 90.47399),(55 89.43758),(56 89.92355),(57 89.83591),(58 88.706635),(59 89.84742),(60 89.06344),(61 88.94057),(62 89.507324),(63 88.134926),(64 87.77525),(65 88.80901),(66 87.57513),(67 87.10616),(68 86.87946),(69 87.219154),(70 86.83211),(71 87.72234),(72 88.09267),(73 88.27193),(74 88.75723),(75 89.96328),(76 90.43811),(77 89.97615),(78 91.18256),(79 90.029945),
