1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 81.04181),(2 93.8249),(3 97.61924),(4 105.09664),(5 106.94115),(6 111.17182),(7 112.72413),(8 115.08232),(9 117.493576),(10 118.35518),(11 117.97325),(12 119.347595),(13 123.132774),(14 122.3931),(15 119.660355),(16 122.17062),(17 122.05952),(18 121.73409),(19 123.08056),(20 122.41708),(21 122.65084),(22 122.7962),(23 124.342125),(24 125.752884),(25 126.13442),(26 125.479095),(27 124.01244),(28 123.87847),(29 124.514595),(30 123.71632),(31 124.360664),(32 125.0418),(33 122.18006),(34 123.000786),(35 121.996086),(36 122.63347),(37 124.23794),(38 124.40943),(39 123.65736),(40 123.92242),(41 126.01959),(42 125.19776),(43 126.99112),(44 127.88446),(45 128.27678),(46 128.06465),(47 129.0189),(48 130.88654),(49 130.29018),(50 131.25519),(51 129.60695),(52 128.95479),(53 130.64542),(54 130.83359),(55 132.17278),(56 133.34798),(57 131.92639),(58 132.94974),(59 132.56204),(60 134.20677),(61 134.34749),(62 135.26985),(63 131.76888),(64 133.14589),(65 134.0931),(66 132.91125),(67 132.7618),(68 133.76964),(69 132.32405),(70 133.60721),(71 133.00333),(72 133.61227),(73 133.54628),(74 136.42929),(75 134.09077),(76 134.63715),(77 134.714),(78 134.47726),(79 136.3838),
(1 78.61132),(2 90.41699),(3 95.55633),(4 100.085304),(5 102.67428),(6 107.03397),(7 109.0907),(8 111.9269),(9 114.33596),(10 114.97333),(11 117.25637),(12 120.15714),(13 120.47991),(14 119.34323),(15 118.61666),(16 119.19273),(17 118.4555),(18 119.663765),(19 119.73636),(20 120.87589),(21 121.71389),(22 121.58829),(23 124.390434),(24 124.541794),(25 125.13773),(26 127.93104),(27 124.573265),(28 124.99161),(29 125.50268),(30 123.73324),(31 123.86487),(32 123.92122),(33 122.26475),(34 123.03602),(35 123.382545),(36 123.09891),(37 123.68314),(38 126.15425),(39 123.27101),(40 124.696655),(41 125.49973),(42 124.62178),(43 124.9358),(44 124.41849),(45 126.11497),(46 126.74037),(47 126.27734),(48 128.56732),(49 129.89336),(50 132.13284),(51 129.23358),(52 130.88103),(53 130.49312),(54 131.5029),(55 132.0205),(56 133.04927),(57 132.24254),(58 132.69351),(59 132.57623),(60 133.70525),(61 133.26784),(62 134.29184),(63 130.6019),(64 132.24298),(65 133.23524),(66 134.15407),(67 133.83046),(68 134.33238),(69 133.9691),(70 133.88774),(71 134.21411),(72 133.5879),(73 134.6401),(74 134.02515),(75 132.02663),(76 134.17984),(77 134.94893),(78 134.64647),(79 135.30855),
(1 79.05292),(2 91.43692),(3 96.845245),(4 100.72969),(5 105.19794),(6 107.80883),(7 111.18389),(8 111.631454),(9 113.99749),(10 116.103065),(11 119.12395),(12 119.42506),(13 120.5731),(14 121.86333),(15 119.837105),(16 121.056854),(17 120.02445),(18 120.287704),(19 121.24388),(20 122.82054),(21 121.5075),(22 121.174),(23 123.029274),(24 123.95448),(25 124.47498),(26 125.40627),(27 122.05774),(28 123.336494),(29 124.72342),(30 123.637825),(31 123.47908),(32 122.62227),(33 122.257866),(34 121.75679),(35 119.67577),(36 120.931206),(37 121.38618),(38 121.9566),(39 120.986626),(40 123.360275),(41 123.99553),(42 123.43617),(43 125.1646),(44 125.011955),(45 125.28505),(46 125.66598),(47 126.17506),(48 127.65143),(49 128.61467),(50 128.37817),(51 127.25284),(52 126.367516),(53 128.6057),(54 128.89377),(55 129.6793),(56 129.15726),(57 128.96596),(58 129.22957),(59 129.83472),(60 129.83978),(61 130.0209),(62 129.69937),(63 129.71545),(64 129.2401),(65 130.74142),(66 131.80777),(67 130.45168),(68 130.73347),(69 130.2869),(70 131.05936),(71 131.09677),(72 132.81729),(73 132.60275),(74 132.5995),(75 131.32477),(76 131.53883),(77 132.12827),(78 134.28642),(79 132.69289),
(1 78.674255),(2 89.736946),(3 94.823746),(4 99.290184),(5 103.12489),(6 106.49547),(7 108.95932),(8 111.65072),(9 113.30448),(10 115.211),(11 116.81829),(12 118.551476),(13 118.495514),(14 120.25122),(15 119.25496),(16 119.75058),(17 119.866264),(18 120.35193),(19 121.47682),(20 121.604),(21 122.49267),(22 120.95634),(23 124.04721),(24 123.675285),(25 125.0514),(26 126.76359),(27 125.04921),(28 125.00127),(29 125.545135),(30 126.083435),(31 124.26286),(32 124.700066),(33 125.15417),(34 122.44719),(35 122.71411),(36 122.606606),(37 122.42137),(38 124.74152),(39 121.89227),(40 123.15484),(41 124.74364),(42 124.271286),(43 124.47248),(44 124.77672),(45 125.88526),(46 126.07144),(47 125.57144),(48 126.4197),(49 128.52141),(50 128.50563),(51 126.447395),(52 126.82553),(53 127.9758),(54 128.22351),(55 128.8301),(56 130.63591),(57 129.60251),(58 129.5562),(59 128.8301),(60 129.38359),(61 131.4029),(62 132.56036),(63 130.37376),(64 131.32454),(65 132.1974),(66 131.67934),(67 132.06357),(68 131.66307),(69 130.74817),(70 130.48564),(71 132.23303),(72 133.25073),(73 133.9093),(74 134.36028),(75 133.16075),(76 133.5236),(77 132.49527),(78 133.47798),(79 133.95163),
(1 78.17019),(2 89.4072),(3 92.557014),(4 99.42458),(5 103.56572),(6 106.04962),(7 107.61988),(8 110.39412),(9 112.35958),(10 113.15014),(11 115.12016),(12 116.5516),(13 118.289444),(14 117.519966),(15 116.75912),(16 118.73084),(17 117.135635),(18 119.019005),(19 117.566536),(20 118.33227),(21 119.37698),(22 118.68011),(23 121.605385),(24 123.50697),(25 124.301094),(26 124.062706),(27 122.29353),(28 123.73823),(29 123.186485),(30 123.982445),(31 123.29959),(32 122.293205),(33 121.71441),(34 120.78454),(35 120.508),(36 119.90967),(37 120.53343),(38 124.25386),(39 123.1246),(40 122.613556),(41 124.66024),(42 123.79462),(43 123.29807),(44 123.8138),(45 123.61566),(46 124.54099),(47 125.43971),(48 125.63075),(49 127.07204),(50 127.14668),(51 124.57501),(52 126.66344),(53 127.9374),(54 128.15054),(55 128.15579),(56 128.03146),(57 128.94984),(58 127.904755),(59 128.51111),(60 126.949745),(61 128.4673),(62 129.70134),(63 127.77983),(64 128.6347),(65 128.99968),(66 129.94846),(67 129.9764),(68 129.571),(69 129.02168),(70 129.48189),(71 129.54224),(72 130.7504),(73 130.64513),(74 131.3394),(75 129.02965),(76 129.09718),(77 129.38031),(78 130.48534),(79 130.94942),
(1 76.37697),(2 86.96753),(3 93.297554),(4 98.17925),(5 101.08625),(6 104.08164),(7 106.08486),(8 109.74767),(9 111.97306),(10 111.82388),(11 112.40482),(12 116.32738),(13 117.36224),(14 117.18914),(15 115.12053),(16 117.12187),(17 116.581505),(18 117.5468),(19 117.51879),(20 117.11776),(21 119.04721),(22 118.438774),(23 119.680916),(24 121.096504),(25 121.44291),(26 120.983986),(27 119.00262),(28 120.0839),(29 120.79576),(30 120.583824),(31 119.82738),(32 118.41486),(33 118.5891),(34 117.28531),(35 116.59722),(36 117.441605),(37 116.89692),(38 119.242836),(39 117.63254),(40 119.10398),(41 119.77698),(42 120.61703),(43 121.76193),(44 121.20381),(45 121.32051),(46 122.84067),(47 122.16758),(48 122.99959),(49 123.509514),(50 124.76293),(51 123.132576),(52 123.83937),(53 125.38547),(54 125.63164),(55 125.600685),(56 125.65888),(57 126.149475),(58 124.02197),(59 124.458496),(60 124.40166),(61 124.637505),(62 125.69238),(63 123.71716),(64 123.78413),(65 125.34207),(66 125.490776),(67 125.94186),(68 125.70266),(69 126.081215),(70 125.49071),(71 126.8825),(72 126.59851),(73 126.18025),(74 127.31189),(75 124.81207),(76 125.422165),(77 126.80088),(78 127.9674),(79 126.0558),
(1 77.00394),(2 88.01352),(3 93.540054),(4 97.92059),(5 101.3455),(6 104.49469),(7 106.85565),(8 110.2535),(9 112.421104),(10 114.322075),(11 114.94639),(12 116.65841),(13 118.14719),(14 117.07162),(15 116.399704),(16 117.62822),(17 117.88792),(18 118.09042),(19 117.949005),(20 117.04424),(21 119.80811),(22 119.52291),(23 120.7991),(24 120.19301),(25 122.938034),(26 122.148346),(27 121.15249),(28 121.27555),(29 120.39381),(30 119.89638),(31 119.84659),(32 118.49854),(33 116.92942),(34 117.520256),(35 116.92084),(36 118.72679),(37 119.12515),(38 119.2265),(39 117.71075),(40 119.995804),(41 120.34361),(42 120.75174),(43 119.97223),(44 120.70277),(45 120.55171),(46 122.048996),(47 121.28382),(48 122.761536),(49 123.66124),(50 124.27219),(51 122.80673),(52 124.12352),(53 124.52185),(54 124.046646),(55 124.04067),(56 124.0422),(57 125.12423),(58 124.58444),(59 126.7834),(60 127.77043),(61 128.00081),(62 128.49878),(63 126.373795),(64 127.633606),(65 128.61983),(66 128.01701),(67 128.9622),(68 128.66214),(69 127.68631),(70 128.34378),(71 129.00945),(72 128.00632),(73 128.72322),(74 128.91565),(75 127.47881),(76 127.985886),(77 129.08159),(78 129.28929),(79 130.08298),
(1 75.59265),(2 86.3446),(3 91.02473),(4 96.33437),(5 99.46512),(6 102.214195),(7 104.82186),(8 107.75857),(9 108.552444),(10 109.95885),(11 111.874596),(12 112.89821),(13 112.71101),(14 113.97058),(15 111.99456),(16 113.679924),(17 114.75226),(18 115.5742),(19 115.6364),(20 115.3985),(21 116.6424),(22 116.36886),(23 117.029015),(24 120.095985),(25 120.862434),(26 121.66589),(27 119.89645),(28 119.68088),(29 119.41869),(30 118.11559),(31 117.63885),(32 116.58021),(33 115.66315),(34 116.725586),(35 116.41774),(36 115.960335),(37 116.93228),(38 117.14898),(39 116.35589),(40 116.99729),(41 118.54729),(42 119.15432),(43 119.67365),(44 118.92269),(45 119.727745),(46 119.40725),(47 119.48424),(48 120.14731),(49 121.03959),(50 120.958565),(51 120.000015),(52 121.13599),(53 122.9517),(54 122.54498),(55 122.80175),(56 123.290245),(57 123.27601),(58 123.10441),(59 123.66134),(60 124.17766),(61 123.10555),(62 124.27301),(63 122.62249),(64 124.428185),(65 124.52282),(66 124.37225),(67 125.60978),(68 124.790215),(69 124.65648),(70 124.67692),(71 123.692444),(72 124.613075),(73 124.12054),(74 125.084946),(75 123.70887),(76 123.75551),(77 124.245056),(78 124.10561),(79 123.43715),
(1 75.05336),(2 86.604706),(3 91.85196),(4 97.75021),(5 101.627144),(6 103.93172),(7 106.0217),(8 108.96202),(9 110.47472),(10 111.01402),(11 113.307625),(12 114.94228),(13 115.82181),(14 115.50518),(15 114.72013),(16 116.7109),(17 117.239296),(18 117.382454),(19 117.68247),(20 117.06117),(21 119.102776),(22 118.19602),(23 119.49172),(24 121.13788),(25 122.58674),(26 122.71619),(27 120.997215),(28 121.40582),(29 120.53624),(30 120.49411),(31 119.7422),(32 119.07411),(33 117.85078),(34 118.25816),(35 117.90378),(36 119.62777),(37 120.314384),(38 120.01968),(39 118.01377),(40 117.83353),(41 118.70967),(42 120.60272),(43 122.87955),(44 121.681335),(45 121.42425),(46 122.08064),(47 121.63711),(48 123.430695),(49 124.14558),(50 123.5336),(51 123.205315),(52 123.8077),(53 124.39591),(54 124.96572),(55 125.36485),(56 125.83515),(57 125.441444),(58 125.26503),(59 125.1624),(60 125.405106),(61 124.63436),(62 125.78951),(63 124.6099),(64 125.55407),(65 125.08778),(66 125.75736),(67 126.89902),(68 126.58244),(69 126.57584),(70 127.415825),(71 127.63029),(72 127.616554),(73 128.00172),(74 127.2249),(75 125.22643),(76 126.8373),(77 127.326965),(78 128.73524),(79 128.4763),
(1 74.342285),(2 85.97565),(3 90.75423),(4 95.403534),(5 99.63694),(6 101.50508),(7 105.36305),(8 106.992775),(9 109.24421),(10 111.2848),(11 111.950676),(12 114.753235),(13 115.60675),(14 115.05749),(15 115.019035),(16 115.63186),(17 116.30287),(18 117.10058),(19 116.35673),(20 116.97529),(21 117.713936),(22 117.46801),(23 117.66522),(24 119.71485),(25 119.79382),(26 119.87921),(27 118.34255),(28 120.32206),(29 121.315765),(30 121.65339),(31 119.74815),(32 118.00887),(33 117.517525),(34 116.83155),(35 117.00395),(36 117.283676),(37 118.1104),(38 120.02694),(39 116.678566),(40 116.656166),(41 118.394165),(42 118.52894),(43 119.15329),(44 119.05733),(45 120.27205),(46 120.59839),(47 120.75339),(48 121.90139),(49 124.02062),(50 123.03609),(51 122.48534),(52 124.04323),(53 124.593765),(54 123.74096),(55 123.15288),(56 124.32043),(57 124.18505),(58 124.56085),(59 124.266365),(60 124.77596),(61 124.93465),(62 125.95265),(63 124.466576),(64 125.81293),(65 126.3563),(66 125.940025),(67 125.11031),(68 125.26931),(69 124.43875),(70 124.99086),(71 124.830986),(72 125.260086),(73 126.07094),(74 126.38305),(75 125.05575),(76 125.87655),(77 127.702126),(78 128.09544),(79 128.05673),
(1 74.90017),(2 85.88232),(3 90.27518),(4 94.67252),(5 98.47602),(6 101.35787),(7 103.179596),(8 107.57602),(9 108.77729),(10 110.35481),(11 109.754845),(12 111.359795),(13 112.46903),(14 111.99189),(15 110.56812),(16 112.409485),(17 113.21848),(18 113.95222),(19 113.74363),(20 113.20987),(21 112.784164),(22 113.84937),(23 114.93383),(24 116.690025),(25 117.96865),(26 118.4197),(27 114.95779),(28 116.65298),(29 116.64591),(30 116.16699),(31 115.546394),(32 114.49974),(33 114.59873),(34 113.18208),(35 113.34279),(36 113.67077),(37 113.74739),(38 115.59739),(39 112.67489),(40 113.600395),(41 115.25774),(42 115.359535),(43 115.86058),(44 115.83361),(45 116.538),(46 117.04617),(47 116.03745),(48 118.43339),(49 119.15452),(50 119.9325),(51 119.14872),(52 120.022354),(53 120.57236),(54 121.62215),(55 121.15043),(56 121.13283),(57 121.32881),(58 122.02478),(59 121.40747),(60 121.452095),(61 121.577286),(62 122.96208),(63 122.6578),(64 122.45885),(65 123.42858),(66 123.920425),(67 124.69641),(68 122.84749),(69 123.427536),(70 122.423645),(71 123.11155),(72 122.92778),(73 122.69471),(74 124.24916),(75 122.63275),(76 123.257095),(77 124.17288),(78 125.39904),(79 126.01143),
(1 74.27161),(2 84.545944),(3 89.765465),(4 94.56774),(5 97.454765),(6 101.43893),(7 104.964386),(8 107.445526),(9 107.90063),(10 109.384346),(11 111.5883),(12 111.52741),(13 112.08486),(14 111.96175),(15 110.67649),(16 112.729774),(17 114.61339),(18 114.985245),(19 114.46336),(20 115.45696),(21 114.44057),(22 114.59903),(23 115.494606),(24 117.31453),(25 117.801544),(26 118.84969),(27 118.0886),(28 118.42246),(29 117.217026),(30 116.4689),(31 116.091805),(32 115.68531),(33 115.5151),(34 114.09655),(35 114.08613),(36 113.84729),(37 115.03693),(38 115.301186),(39 113.413765),(40 113.685455),(41 114.72774),(42 115.24654),(43 117.19769),(44 116.701836),(45 117.390396),(46 118.42142),(47 118.89592),(48 119.4587),(49 120.129875),(50 119.54199),(51 118.499466),(52 119.801186),(53 120.88045),(54 121.42906),(55 121.6495),(56 120.49187),(57 120.28957),(58 121.32145),(59 120.705986),(60 121.88018),(61 122.54767),(62 123.02949),(63 121.45403),(64 122.17806),(65 123.91164),(66 123.34326),(67 122.84581),(68 122.19227),(69 123.03672),(70 123.16277),(71 122.54875),(72 123.06576),(73 123.84617),(74 123.811005),(75 121.659546),(76 123.36197),(77 123.33944),(78 123.37948),(79 125.2465),
(1 72.64562),(2 83.84307),(3 87.169464),(4 92.04528),(5 96.82703),(6 99.57225),(7 103.18582),(8 104.78424),(9 107.86572),(10 109.451584),(11 109.92294),(12 110.64632),(13 111.8683),(14 112.61798),(15 110.59772),(16 110.80106),(17 112.07712),(18 112.53405),(19 112.37691),(20 111.545235),(21 112.16969),(22 110.94036),(23 113.84407),(24 114.68011),(25 116.64971),(26 117.21673),(27 115.87803),(28 116.95025),(29 116.56724),(30 115.53276),(31 114.6178),(32 115.167076),(33 113.60771),(34 114.37898),(35 112.83032),(36 113.49356),(37 113.67908),(38 116.314964),(39 113.63085),(40 113.96131),(41 116.60449),(42 116.128494),(43 116.72624),(44 116.03637),(45 116.380516),(46 117.911125),(47 118.126945),(48 117.73563),(49 118.06597),(50 118.02005),(51 117.4447),(52 118.46104),(53 118.04323),(54 118.54441),(55 118.718925),(56 118.42815),(57 118.19055),(58 117.80796),(59 118.81387),(60 118.2869),(61 118.26339),(62 118.403),(63 117.62872),(64 117.61947),(65 118.87736),(66 117.736),(67 117.75583),(68 119.620186),(69 118.73662),(70 119.08259),(71 118.70741),(72 118.95729),(73 120.62103),(74 119.254974),(75 118.23549),(76 120.08296),(77 120.32016),(78 119.74806),(79 120.75789),
(1 72.18306),(2 83.62352),(3 89.04126),(4 93.53175),(5 98.01927),(6 100.45558),(7 102.61516),(8 105.642334),(9 108.30781),(10 108.632675),(11 111.11183),(12 112.36331),(13 113.742),(14 115.242836),(15 112.95229),(16 113.53304),(17 113.27277),(18 113.74412),(19 114.62138),(20 114.554985),(21 114.25802),(22 113.98734),(23 116.61352),(24 117.56097),(25 117.85307),(26 118.80438),(27 117.841675),(28 119.16924),(29 119.67865),(30 119.21347),(31 117.77172),(32 117.69868),(33 116.60381),(34 115.9795),(35 115.11085),(36 115.93636),(37 115.662285),(38 117.153786),(39 115.486015),(40 116.01912),(41 118.052376),(42 118.03505),(43 118.44916),(44 118.30238),(45 118.439354),(46 119.334595),(47 119.76052),(48 119.9058),(49 120.950554),(50 121.2443),(51 120.438896),(52 120.66363),(53 122.48976),(54 121.87561),(55 121.75964),(56 122.61482),(57 122.54286),(58 122.2606),(59 121.98917),(60 123.552605),(61 122.72808),(62 124.02947),(63 122.8604),(64 124.31717),(65 125.47002),(66 125.146034),(67 125.08076),(68 124.58535),(69 124.084854),(70 124.093506),(71 124.14906),(72 123.24185),(73 123.09992),(74 122.56473),(75 122.40213),(76 122.83476),(77 122.1749),(78 122.650406),(79 122.67227),
(1 72.30286),(2 82.22739),(3 86.6424),(4 90.82935),(5 94.358864),(6 96.704025),(7 100.29338),(8 102.69585),(9 104.40001),(10 104.88853),(11 105.64953),(12 107.45784),(13 108.43699),(14 108.48235),(15 107.14708),(16 108.59541),(17 108.67012),(18 109.76699),(19 110.37578),(20 109.188675),(21 108.92853),(22 110.23054),(23 111.617874),(24 111.87849),(25 112.25757),(26 113.65466),(27 111.05292),(28 112.043434),(29 110.8503),(30 111.806335),(31 111.23874),(32 110.42568),(33 110.29518),(34 109.502785),(35 109.02651),(36 110.88628),(37 111.1074),(38 111.89786),(39 110.94806),(40 112.46628),(41 111.85736),(42 113.339294),(43 113.16633),(44 113.38867),(45 113.954384),(46 114.7298),(47 113.950615),(48 115.136566),(49 116.47885),(50 117.00276),(51 114.517845),(52 116.47238),(53 117.28055),(54 116.00019),(55 116.4171),(56 116.981636),(57 118.08222),(58 117.74402),(59 119.04721),(60 118.14936),(61 118.02791),(62 117.79084),(63 117.85503),(64 118.972115),(65 119.5673),(66 119.75928),(67 119.80194),(68 118.40609),(69 119.04232),(70 118.514206),(71 119.00443),(72 119.16481),(73 118.282425),(74 118.553085),(75 118.80143),(76 118.93836),(77 119.71394),(78 120.02512),(79 120.715675),
(1 72.02558),(2 82.11901),(3 87.16183),(4 91.12374),(5 96.93373),(6 98.81415),(7 100.41271),(8 104.19418),(9 104.956276),(10 106.921776),(11 107.520645),(12 108.856026),(13 110.27461),(14 109.87238),(15 108.329094),(16 109.319916),(17 110.02778),(18 110.17152),(19 110.22026),(20 110.65681),(21 112.03291),(22 111.97289),(23 113.19807),(24 112.58843),(25 114.118195),(26 114.78641),(27 112.40347),(28 113.332985),(29 113.233345),(30 112.09065),(31 113.12137),(32 110.74667),(33 110.07718),(34 111.04303),(35 110.40219),(36 109.65821),(37 111.182526),(38 110.97448),(39 110.592705),(40 112.409164),(41 112.79277),(42 113.16843),(43 113.24925),(44 114.2869),(45 114.740585),(46 115.08663),(47 114.9491),(48 115.19995),(49 117.781906),(50 117.5122),(51 115.97553),(52 117.54287),(53 118.07619),(54 118.49554),(55 118.50537),(56 119.002106),(57 119.26182),(58 119.38216),(59 119.385216),(60 119.976616),(61 120.940674),(62 119.717705),(63 119.0875),(64 119.019356),(65 119.30743),(66 119.12847),(67 119.373436),(68 121.11223),(69 120.70838),(70 119.827965),(71 119.34089),(72 119.38697),(73 120.50672),(74 120.09665),(75 119.42073),(76 119.24151),(77 120.74834),(78 120.00198),(79 121.28078),
(1 71.37207),(2 81.94126),(3 86.73844),(4 91.20077),(5 95.0245),(6 98.26823),(7 100.72873),(8 102.77247),(9 104.89044),(10 105.642105),(11 107.23278),(12 108.11567),(13 109.11146),(14 110.169685),(15 107.693085),(16 109.167404),(17 109.615005),(18 109.95031),(19 110.3869),(20 111.12272),(21 110.96332),(22 110.45826),(23 112.89958),(24 112.96631),(25 113.012276),(26 113.5929),(27 112.1793),(28 112.77593),(29 112.031425),(30 111.67959),(31 111.24336),(32 110.95456),(33 109.19027),(34 109.52779),(35 108.06915),(36 108.178406),(37 109.22294),(38 110.39906),(39 109.43675),(40 110.61847),(41 111.50031),(42 112.368484),(43 112.91674),(44 112.257965),(45 112.84072),(46 114.745056),(47 115.35439),(48 116.67219),(49 116.47208),(50 117.57009),(51 116.0503),(52 116.88775),(53 117.12486),(54 117.36044),(55 117.403755),(56 117.24044),(57 117.44976),(58 116.54371),(59 117.539635),(60 118.76939),(61 118.40736),(62 120.0036),(63 118.95725),(64 118.30252),(65 119.18982),(66 119.67158),(67 119.4865),(68 120.32651),(69 120.02553),(70 120.284256),(71 120.88765),(72 120.297264),(73 120.915085),(74 121.23231),(75 119.90433),(76 119.587456),(77 120.66629),(78 121.00856),(79 121.43874),
(1 71.05149),(2 83.07994),(3 87.02162),(4 93.03033),(5 95.81075),(6 98.8696),(7 100.332306),(8 103.538895),(9 104.24154),(10 105.0658),(11 106.81234),(12 108.00449),(13 109.286),(14 109.04188),(15 108.156334),(16 108.390526),(17 108.886284),(18 109.75269),(19 109.85438),(20 108.665504),(21 109.23424),(22 110.425285),(23 111.74139),(24 113.60666),(25 113.99027),(26 113.8614),(27 112.28761),(28 112.552216),(29 112.1999),(30 111.26993),(31 110.4682),(32 110.63297),(33 109.02919),(34 109.30079),(35 107.99331),(36 108.666),(37 109.42055),(38 109.93107),(39 108.94501),(40 109.96922),(41 110.67792),(42 111.48868),(43 112.71673),(44 113.49425),(45 113.79255),(46 114.23951),(47 115.50852),(48 115.2627),(49 116.378876),(50 116.89633),(51 116.57957),(52 116.97628),(53 117.495),(54 116.792366),(55 118.004524),(56 118.75724),(57 118.91533),(58 118.67685),(59 119.139015),(60 119.62898),(61 120.14199),(62 120.44657),(63 119.1364),(64 119.0883),(65 120.29965),(66 119.61648),(67 119.28777),(68 120.47862),(69 119.66859),(70 119.889114),(71 120.38843),(72 119.96329),(73 120.80618),(74 120.15476),(75 119.94242),(76 120.14945),(77 121.04177),(78 120.497955),(79 120.682846),
