1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 68.98003),(2 79.3399),(3 84.021866),(4 88.81445),(5 91.78646),(6 95.31858),(7 97.10248),(8 99.7935),(9 101.49964),(10 102.81564),(11 104.00457),(12 105.38175),(13 107.346855),(14 107.65154),(15 106.26525),(16 106.52838),(17 107.13713),(18 106.55128),(19 108.19218),(20 108.50971),(21 109.2888),(22 108.45013),(23 110.0396),(24 110.11258),(25 110.15996),(26 111.28719),(27 109.62262),(28 109.83735),(29 109.57191),(30 108.76872),(31 108.69154),(32 108.91908),(33 107.94656),(34 107.86433),(35 106.56226),(36 107.88207),(37 108.50269),(38 109.49301),(39 108.409386),(40 109.70842),(41 109.67844),(42 109.64683),(43 109.44663),(44 109.861885),(45 110.521866),(46 111.92562),(47 112.01547),(48 114.38852),(49 113.28392),(50 114.355865),(51 113.630875),(52 113.74425),(53 113.95204),(54 115.2691),(55 115.33686),(56 114.82212),(57 114.035995),(58 115.58499),(59 115.80879),(60 116.87999),(61 117.36237),(62 117.17713),(63 115.33166),(64 116.221954),(65 118.104195),(66 117.06657),(67 117.60368),(68 117.43351),(69 116.19851),(70 117.20744),(71 115.78784),(72 116.593414),(73 116.270195),(74 116.78846),(75 115.70293),(76 116.13048),(77 116.79354),(78 117.282),(79 119.154015),
(1 69.02327),(2 80.11681),(3 84.47458),(4 89.27529),(5 92.431854),(6 95.72545),(7 97.66909),(8 99.982086),(9 102.98997),(10 103.16068),(11 104.084145),(12 105.49805),(13 107.388466),(14 108.08921),(15 106.397224),(16 106.848595),(17 107.19315),(18 107.29877),(19 107.61074),(20 107.971016),(21 107.794235),(22 108.84847),(23 110.2395),(24 112.42736),(25 112.7575),(26 113.08883),(27 112.70966),(28 111.40908),(29 111.76507),(30 111.386894),(31 110.86109),(32 110.61548),(33 110.18783),(34 109.57368),(35 107.77451),(36 107.309166),(37 108.52467),(38 108.81532),(39 107.98971),(40 108.3521),(41 109.53304),(42 110.32209),(43 109.84678),(44 110.667336),(45 110.78179),(46 111.84892),(47 112.464714),(48 112.96834),(49 112.84542),(50 113.69989),(51 112.197044),(52 112.57462),(53 113.613045),(54 113.56281),(55 114.59579),(56 113.8212),(57 113.41179),(58 114.738686),(59 114.40145),(60 114.674736),(61 114.4731),(62 115.11999),(63 113.61838),(64 114.47689),(65 115.202385),(66 116.059494),(67 115.13366),(68 115.5767),(69 115.12849),(70 115.50831),(71 116.4752),(72 116.81736),(73 116.550995),(74 116.540794),(75 115.140465),(76 116.04261),(77 118.10935),(78 117.57447),(79 118.77433),
(1 69.28537),(2 79.80759),(3 85.052895),(4 90.4038),(5 93.36618),(6 95.747765),(7 96.77536),(8 99.72952),(9 101.650566),(10 105.02296),(11 105.40573),(12 108.41583),(13 108.74053),(14 109.65621),(15 107.87778),(16 109.231155),(17 109.06686),(18 108.78238),(19 109.1414),(20 108.222565),(21 108.41643),(22 109.26278),(23 110.14383),(24 110.64456),(25 112.09941),(26 112.24917),(27 112.30007),(28 111.8804),(29 111.25986),(30 111.61262),(31 110.61794),(32 109.76128),(33 109.28189),(34 108.91019),(35 108.60204),(36 108.42731),(37 109.48006),(38 111.41665),(39 108.645676),(40 108.84634),(41 110.98586),(42 109.80791),(43 110.54062),(44 110.128624),(45 109.7383),(46 110.78342),(47 111.55733),(48 111.995804),(49 113.51936),(50 113.853455),(51 112.916985),(52 114.0664),(53 114.2917),(54 115.14204),(55 115.291664),(56 115.31473),(57 115.608),(58 116.35606),(59 115.07471),(60 115.50638),(61 116.048485),(62 115.907684),(63 114.6115),(64 115.52201),(65 116.97943),(66 116.401855),(67 116.39218),(68 117.57259),(69 116.93102),(70 118.02808),(71 117.88384),(72 117.51266),(73 117.44275),(74 118.52569),(75 116.940506),(76 118.689705),(77 118.65271),(78 119.63583),(79 120.13936),
(1 68.427574),(2 79.47064),(3 84.23606),(4 89.37922),(5 92.73517),(6 95.99961),(7 97.72777),(8 100.616104),(9 101.78873),(10 104.969154),(11 106.12659),(12 106.95877),(13 108.02237),(14 107.710335),(15 105.62052),(16 108.317154),(17 109.13324),(18 109.490776),(19 108.94648),(20 108.15689),(21 108.5117),(22 109.01398),(23 110.797554),(24 110.43772),(25 112.03127),(26 112.53435),(27 110.56159),(28 111.07824),(29 111.75685),(30 111.509315),(31 110.5726),(32 110.19983),(33 109.94288),(34 110.515526),(35 111.09515),(36 110.75795),(37 111.70263),(38 112.22501),(39 111.773796),(40 112.71479),(41 113.1585),(42 112.26582),(43 112.95248),(44 113.168625),(45 113.814186),(46 114.58102),(47 114.07278),(48 115.21074),(49 117.04854),(50 116.10813),(51 115.02591),(52 116.90059),(53 117.66866),(54 118.61127),(55 117.15741),(56 117.45797),(57 118.36895),(58 117.83475),(59 117.595634),(60 117.57087),(61 118.23435),(62 119.27479),(63 117.114555),(64 118.15477),(65 117.63707),(66 117.72855),(67 117.76287),(68 117.71997),(69 118.74817),(70 119.4087),(71 120.452805),(72 120.90145),(73 120.46178),(74 120.67615),(75 119.95359),(76 120.66039),(77 121.036064),(78 122.67252),(79 122.30712),
(1 68.292076),(2 78.7359),(3 82.7641),(4 87.44876),(5 91.12913),(6 93.5761),(7 96.23161),(8 99.118416),(9 100.03573),(10 101.537704),(11 102.73077),(12 104.4883),(13 105.83785),(14 105.63285),(15 103.15247),(16 105.09715),(17 105.68254),(18 106.339615),(19 106.461),(20 107.04352),(21 106.6891),(22 106.72717),(23 108.74248),(24 108.22219),(25 109.61427),(26 109.32846),(27 108.04643),(28 109.81279),(29 108.43647),(30 107.74852),(31 108.39457),(32 107.414986),(33 106.114944),(34 105.9073),(35 105.55819),(36 106.0865),(37 107.09054),(38 108.60156),(39 107.69662),(40 109.18813),(41 109.31856),(42 107.48676),(43 109.1425),(44 108.89261),(45 109.448296),(46 109.48552),(47 109.53076),(48 110.81833),(49 111.79367),(50 112.19612),(51 111.42346),(52 110.83614),(53 112.539955),(54 111.55158),(55 112.03492),(56 112.08381),(57 113.0053),(58 112.9083),(59 113.19265),(60 113.31582),(61 113.56146),(62 114.06197),(63 112.94044),(64 113.31551),(65 113.37722),(66 114.57795),(67 114.785385),(68 115.011),(69 113.824326),(70 113.78119),(71 115.64364),(72 115.27769),(73 114.88889),(74 115.944466),(75 115.04747),(76 115.62352),(77 116.013855),(78 117.14293),(79 116.57012),
(1 68.020454),(2 77.84522),(3 82.92445),(4 88.45253),(5 91.70186),(6 94.94053),(7 96.79502),(8 100.027176),(9 100.42206),(10 101.70498),(11 102.42638),(12 103.65352),(13 104.75247),(14 104.51153),(15 103.70257),(16 103.77599),(17 104.61399),(18 105.39019),(19 106.69384),(20 106.24616),(21 106.36203),(22 106.36313),(23 109.05606),(24 109.14688),(25 110.22154),(26 111.89092),(27 111.038086),(28 110.59703),(29 111.326225),(30 110.09861),(31 109.47866),(32 108.361916),(33 107.83808),(34 107.40327),(35 109.155815),(36 107.36295),(37 108.55892),(38 109.73166),(39 108.405975),(40 110.312416),(41 110.54274),(42 110.096985),(43 110.46567),(44 111.90265),(45 111.810646),(46 111.91912),(47 111.30312),(48 112.968796),(49 114.8904),(50 113.82104),(51 112.82577),(52 113.68884),(53 115.69084),(54 114.35793),(55 116.26881),(56 116.60165),(57 116.63612),(58 116.178825),(59 115.81603),(60 116.28081),(61 116.6954),(62 116.57578),(63 115.32201),(64 115.238686),(65 115.36214),(66 116.1434),(67 117.0885),(68 117.45257),(69 117.529175),(70 116.76561),(71 117.47129),(72 118.019745),(73 116.82489),(74 116.968735),(75 116.8008),(76 116.365234),(77 116.53113),(78 117.5408),(79 118.18658),
(1 65.56329),(2 75.70994),(3 80.071625),(4 84.644295),(5 88.87346),(6 90.9242),(7 91.91798),(8 96.204185),(9 97.502365),(10 98.389534),(11 99.308205),(12 101.69519),(13 103.30818),(14 102.91771),(15 102.03272),(16 102.25847),(17 102.78326),(18 103.222374),(19 103.759186),(20 103.198784),(21 103.5892),(22 104.334816),(23 105.53567),(24 105.79416),(25 107.27902),(26 106.88277),(27 105.51531),(28 106.119255),(29 106.40564),(30 104.90477),(31 104.93767),(32 104.04131),(33 104.078),(34 103.50457),(35 103.167435),(36 103.77813),(37 104.70972),(38 105.03971),(39 103.71854),(40 104.97749),(41 104.943184),(42 104.24878),(43 105.050095),(44 105.78883),(45 106.74397),(46 107.04124),(47 107.27079),(48 109.8418),(49 109.92782),(50 110.73758),(51 109.138115),(52 111.469734),(53 111.5759),(54 111.40771),(55 111.46909),(56 112.05808),(57 112.8185),(58 113.57343),(59 112.50011),(60 112.63418),(61 112.47227),(62 112.05846),(63 111.96835),(64 112.15103),(65 112.89442),(66 112.84592),(67 113.81589),(68 113.5585),(69 113.43141),(70 113.801186),(71 114.137566),(72 113.596825),(73 114.212395),(74 114.1584),(75 113.20704),(76 113.72998),(77 114.1377),(78 113.03967),(79 114.26421),
(1 67.574234),(2 76.85292),(3 81.285965),(4 86.05985),(5 90.074585),(6 92.57726),(7 93.84271),(8 96.57606),(9 99.214066),(10 100.26634),(11 101.37072),(12 102.827255),(13 104.072655),(14 104.823265),(15 103.40411),(16 104.361374),(17 105.61891),(18 105.30351),(19 105.63259),(20 105.52507),(21 105.18076),(22 105.94769),(23 107.22682),(24 109.1237),(25 109.296326),(26 110.36015),(27 107.86421),(28 108.29783),(29 108.83412),(30 107.73684),(31 107.74158),(32 107.40062),(33 106.28066),(34 105.860794),(35 106.29036),(36 107.32764),(37 107.00893),(38 108.17406),(39 106.14927),(40 107.18638),(41 107.27712),(42 107.468956),(43 108.17372),(44 108.431496),(45 108.53627),(46 109.21785),(47 109.42346),(48 111.12648),(49 110.968216),(50 110.938034),(51 110.77063),(52 110.84035),(53 111.91481),(54 112.09801),(55 111.7318),(56 111.657486),(57 113.36951),(58 113.25621),(59 112.19844),(60 112.23828),(61 111.47429),(62 112.16001),(63 111.382484),(64 111.586975),(65 111.363365),(66 112.394226),(67 112.396774),(68 111.55862),(69 112.60857),(70 113.95724),(71 112.63153),(72 113.70183),(73 114.09064),(74 114.572716),(75 113.805725),(76 113.580765),(77 115.32324),(78 115.85756),(79 116.59615),
(1 65.96443),(2 75.47968),(3 80.61894),(4 85.38189),(5 89.415855),(6 91.69248),(7 93.8895),(8 96.659035),(9 97.5371),(10 99.91129),(11 99.77369),(12 101.6256),(13 103.88721),(14 103.35635),(15 102.73258),(16 102.692),(17 102.96308),(18 103.20806),(19 104.05855),(20 104.489044),(21 104.56317),(22 104.33833),(23 106.89354),(24 107.77829),(25 107.1876),(26 107.94412),(27 105.73627),(28 107.52154),(29 107.05967),(30 106.334984),(31 104.37341),(32 103.52692),(33 103.880455),(34 103.75523),(35 103.2676),(36 104.509735),(37 105.62547),(38 106.67579),(39 105.68967),(40 106.199104),(41 106.41217),(42 106.627),(43 108.06785),(44 108.86658),(45 108.864265),(46 109.064735),(47 108.674644),(48 110.42161),(49 111.15684),(50 111.02779),(51 109.96905),(52 110.0283),(53 110.06442),(54 109.67061),(55 110.19967),(56 110.59707),(57 110.90638),(58 111.31888),(59 111.100464),(60 111.60615),(61 111.84073),(62 112.09689),(63 110.98894),(64 111.67357),(65 113.301125),(66 113.22198),(67 113.93981),(68 114.383644),(69 113.47889),(70 113.72981),(71 114.46562),(72 113.606186),(73 114.001015),(74 113.3869),(75 113.26567),(76 113.83521),(77 114.69804),(78 114.90254),(79 115.93952),
(1 65.15099),(2 75.075325),(3 79.41968),(4 83.52423),(5 86.3781),(6 89.42636),(7 91.67979),(8 94.4778),(9 96.99044),(10 97.74782),(11 98.14711),(12 100.011185),(13 100.47904),(14 100.65631),(15 98.84238),(16 99.89561),(17 99.126076),(18 100.564),(19 101.79952),(20 101.84428),(21 102.04421),(22 102.9777),(23 105.19809),(24 105.01482),(25 105.6318),(26 106.600296),(27 105.96269),(28 105.43539),(29 105.14007),(30 104.8093),(31 105.20112),(32 104.29025),(33 104.23588),(34 103.79408),(35 101.89629),(36 102.56951),(37 102.9969),(38 104.58162),(39 103.07139),(40 103.39206),(41 105.78027),(42 105.143654),(43 105.69294),(44 105.15304),(45 104.98874),(46 105.837845),(47 106.24331),(48 107.7071),(49 108.796684),(50 108.46661),(51 107.17215),(52 108.813194),(53 109.649185),(54 108.48103),(55 108.9696),(56 109.13544),(57 108.704865),(58 110.24827),(59 109.85324),(60 108.98391),(61 110.279915),(62 110.49883),(63 110.401505),(64 111.10169),(65 111.46382),(66 111.47076),(67 112.0346),(68 112.50439),(69 111.03764),(70 111.420586),(71 111.93293),(72 112.31974),(73 111.299164),(74 111.09612),(75 110.34994),(76 110.8474),(77 111.57806),(78 111.927956),(79 111.59254),
(1 64.81128),(2 74.32609),(3 80.3877),(4 83.157555),(5 86.45514),(6 87.984566),(7 89.85787),(8 92.5808),(9 94.715004),(10 95.28809),(11 96.18635),(12 97.97598),(13 98.33397),(14 99.96114),(15 98.5139),(16 98.038185),(17 98.55584),(18 97.89237),(19 99.85695),(20 100.892),(21 100.47203),(22 100.90781),(23 102.7897),(24 103.946396),(25 103.98856),(26 102.84235),(27 103.05653),(28 103.0128),(29 103.43364),(30 103.730194),(31 103.30656),(32 103.38094),(33 102.33268),(34 101.98772),(35 101.051765),(36 101.89226),(37 103.132164),(38 104.51886),(39 103.17655),(40 104.918564),(41 106.11481),(42 105.3331),(43 106.50505),(44 105.87633),(45 105.608025),(46 106.135254),(47 107.188385),(48 106.89852),(49 107.669556),(50 108.57863),(51 107.47944),(52 109.81374),(53 111.08513),(54 110.708),(55 110.2998),(56 109.44591),(57 109.792274),(58 110.50495),(59 109.697586),(60 109.968956),(61 110.32904),(62 110.089455),(63 108.72298),(64 109.394684),(65 110.66775),(66 110.53627),(67 110.37993),(68 111.28842),(69 110.204384),(70 111.58795),(71 111.67559),(72 112.114265),(73 111.0984),(74 110.75421),(75 109.42409),(76 110.07974),(77 110.8126),(78 110.91305),(79 112.04936),
(1 63.16324),(2 72.3208),(3 78.12656),(4 83.754776),(5 87.53745),(6 90.07707),(7 93.06504),(8 94.07917),(9 97.058716),(10 97.564064),(11 97.77479),(12 99.52664),(13 100.19406),(14 100.472984),(15 100.21747),(16 101.66437),(17 101.99568),(18 102.4626),(19 104.37232),(20 103.13666),(21 103.84896),(22 102.52265),(23 104.06191),(24 104.613754),(25 105.12722),(26 105.09233),(27 105.803406),(28 105.00223),(29 104.65629),(30 104.518684),(31 104.52533),(32 103.46458),(33 103.31444),(34 102.10133),(35 101.50253),(36 103.187256),(37 103.52744),(38 104.80028),(39 104.3948),(40 105.19161),(41 106.633415),(42 105.95205),(43 106.63458),(44 106.38306),(45 107.60613),(46 107.292305),(47 107.73042),(48 108.430725),(49 108.6575),(50 108.85342),(51 107.672585),(52 108.97045),(53 109.72814),(54 110.171455),(55 109.72436),(56 109.998505),(57 110.8402),(58 110.24271),(59 110.66367),(60 109.83885),(61 110.0572),(62 111.259125),(63 110.23799),(64 111.13286),(65 111.255615),(66 111.32931),(67 110.80307),(68 112.327835),(69 110.5547),(70 111.55676),(71 111.98857),(72 112.72227),(73 112.93503),(74 112.985085),(75 110.88719),(76 112.82432),(77 113.076775),(78 112.416824),(79 113.49634),
(1 62.91828),(2 73.76041),(3 78.99031),(4 83.95282),(5 87.05312),(6 89.87986),(7 91.96779),(8 94.385185),(9 95.46236),(10 97.86315),(11 98.744576),(12 100.20912),(13 101.310875),(14 101.137),(15 99.57716),(16 100.87559),(17 101.83424),(18 100.91994),(19 102.01098),(20 102.81853),(21 103.52404),(22 102.96767),(23 103.46717),(24 104.27465),(25 104.80742),(26 105.194244),(27 104.223145),(28 104.88531),(29 104.2034),(30 103.89092),(31 102.99525),(32 103.35857),(33 101.368286),(34 101.117546),(35 100.66442),(36 100.54217),(37 100.80757),(38 103.092545),(39 101.75779),(40 102.886795),(41 103.69111),(42 103.276306),(43 103.63314),(44 103.884605),(45 103.95146),(46 104.390434),(47 104.77681),(48 105.78043),(49 105.90794),(50 105.90048),(51 105.51955),(52 106.14575),(53 106.25675),(54 106.24102),(55 107.2168),(56 107.34416),(57 108.45793),(58 109.73858),(59 108.57117),(60 108.88758),(61 108.918625),(62 109.18406),(63 107.98339),(64 108.394356),(65 109.280464),(66 109.713745),(67 109.86481),(68 109.61307),(69 108.35514),(70 109.30371),(71 109.10921),(72 108.628105),(73 108.870026),(74 108.98146),(75 109.38794),(76 109.606026),(77 110.72806),(78 109.99734),(79 110.20281),
(1 63.72514),(2 73.20799),(3 78.78223),(4 82.697426),(5 85.94949),(6 88.93305),(7 89.64214),(8 92.338104),(9 94.5688),(10 96.11327),(11 96.201706),(12 97.66422),(13 99.738),(14 100.18447),(15 98.962166),(16 98.47749),(17 99.25841),(18 100.031944),(19 101.038345),(20 100.83918),(21 101.49945),(22 101.1463),(23 103.66686),(24 103.860794),(25 104.25744),(26 104.19741),(27 103.17285),(28 103.54174),(29 102.34881),(30 101.99868),(31 101.57327),(32 101.75534),(33 100.350296),(34 100.86886),(35 100.824455),(36 100.83214),(37 100.93122),(38 102.01218),(39 101.99567),(40 101.80431),(41 102.25606),(42 103.779076),(43 103.03209),(44 102.798965),(45 103.59969),(46 104.950325),(47 104.53241),(48 105.05536),(49 105.5915),(50 106.22627),(51 106.67987),(52 106.74631),(53 106.838875),(54 106.87925),(55 107.24327),(56 108.593124),(57 107.98186),(58 108.76534),(59 107.97395),(60 108.960075),(61 109.47485),(62 109.819046),(63 107.337364),(64 108.04291),(65 109.21975),(66 109.89632),(67 110.0112),(68 109.32421),(69 109.87313),(70 110.13402),(71 110.47372),(72 109.71599),(73 110.73651),(74 111.47876),(75 110.59564),(76 111.314705),(77 111.5399),(78 111.853836),(79 113.22545),
(1 62.278755),(2 72.23112),(3 77.22759),(4 81.94378),(5 86.56622),(6 89.08153),(7 90.60014),(8 94.41271),(9 95.27237),(10 97.04806),(11 97.58897),(12 97.76483),(13 98.69312),(14 99.80242),(15 99.55376),(16 98.87641),(17 100.68669),(18 102.212395),(19 100.90115),(20 101.97565),(21 102.50156),(22 102.0584),(23 103.530716),(24 103.47741),(25 104.11955),(26 103.923294),(27 102.94478),(28 104.783806),(29 103.86702),(30 103.60136),(31 101.88223),(32 102.15022),(33 101.27087),(34 101.19079),(35 101.20358),(36 100.254105),(37 101.27315),(38 100.954124),(39 100.599594),(40 102.23556),(41 102.15608),(42 103.10477),(43 102.339516),(44 102.43349),(45 103.7223),(46 104.17254),(47 103.753975),(48 104.48199),(49 105.70882),(50 105.837036),(51 105.73175),(52 106.936775),(53 107.24753),(54 108.91319),(55 108.035965),(56 109.00498),(57 108.59042),(58 109.61893),(59 109.285484),(60 109.17684),(61 110.35983),(62 110.56742),(63 109.98826),(64 111.18289),(65 111.325485),(66 110.00089),(67 111.26174),(68 111.11557),(69 109.46939),(70 110.118416),(71 109.47449),(72 109.28944),(73 110.03834),(74 110.71376),(75 109.47193),(76 110.459045),(77 111.36029),(78 111.30866),(79 112.41063),
(1 62.590767),(2 72.44202),(3 76.64747),(4 80.39467),(5 83.27719),(6 86.330925),(7 88.77371),(8 91.43247),(9 92.962204),(10 94.848816),(11 96.03372),(12 96.990654),(13 98.269356),(14 99.22295),(15 97.993904),(16 99.24754),(17 98.46881),(18 98.158905),(19 98.927536),(20 99.63954),(21 99.84893),(22 99.33065),(23 100.70668),(24 101.81317),(25 102.42403),(26 102.53144),(27 102.18042),(28 101.791466),(29 102.12428),(30 101.84453),(31 100.05053),(32 101.6764),(33 99.70675),(34 99.63968),(35 99.00161),(36 99.61821),(37 100.09377),(38 99.85697),(39 99.39882),(40 100.45844),(41 100.76797),(42 101.38412),(43 101.13985),(44 101.53008),(45 102.01386),(46 102.36426),(47 102.581665),(48 103.1781),(49 103.84042),(50 104.54583),(51 103.45556),(52 104.5483),(53 103.64092),(54 103.08517),(55 103.6523),(56 103.77),(57 105.31853),(58 105.44266),(59 104.850174),(60 104.85192),(61 104.95558),(62 104.12915),(63 104.27767),(64 105.65426),(65 105.79227),(66 106.30232),(67 105.86926),(68 106.925224),(69 105.4888),(70 105.571945),(71 105.37379),(72 106.377205),(73 105.856544),(74 107.22239),(75 107.06692),(76 106.480225),(77 107.47998),(78 108.186516),(79 108.43453),
(1 62.886513),(2 72.607506),(3 78.420044),(4 83.77091),(5 87.04009),(6 88.352295),(7 90.6052),(8 93.624016),(9 95.22179),(10 96.860245),(11 97.57526),(12 97.93714),(13 98.749016),(14 98.8542),(15 97.83885),(16 99.57768),(17 98.98311),(18 98.82512),(19 99.570244),(20 100.26649),(21 99.92885),(22 99.72073),(23 102.53035),(24 102.49075),(25 103.14209),(26 102.66838),(27 101.895226),(28 103.41237),(29 104.5105),(30 103.3001),(31 103.08156),(32 102.43331),(33 101.63468),(34 102.43744),(35 100.663704),(36 101.06365),(37 102.33033),(38 103.35081),(39 103.496605),(40 104.35521),(41 105.67481),(42 105.12878),(43 105.11089),(44 104.88465),(45 104.80541),(46 105.906105),(47 106.455765),(48 107.38568),(49 107.050995),(50 107.83181),(51 106.64308),(52 107.86592),(53 108.88267),(54 107.777504),(55 108.24593),(56 108.494995),(57 109.802734),(58 109.91156),(59 108.91102),(60 109.44807),(61 111.508286),(62 110.21358),(63 111.03271),(64 111.60169),(65 112.15475),(66 112.33542),(67 111.90827),(68 110.69921),(69 110.05333),(70 111.14084),(71 111.3792),(72 111.84533),(73 112.060036),(74 111.31381),(75 110.077835),(76 111.70716),(77 111.64631),(78 112.15213),(79 113.23618),
(1 61.622425),(2 70.86039),(3 75.029854),(4 80.347305),(5 83.156654),(6 86.267075),(7 87.27999),(8 89.77614),(9 91.4385),(10 92.76987),(11 95.09723),(12 94.67154),(13 95.61749),(14 96.489296),(15 96.19866),(16 96.10072),(17 96.8629),(18 97.109924),(19 97.75999),(20 98.1973),(21 97.287544),(22 98.19601),(23 99.46334),(24 99.91788),(25 99.632706),(26 100.498245),(27 99.85814),(28 100.177315),(29 101.41011),(30 100.17174),(31 99.386406),(32 98.76503),(33 97.54783),(34 97.86488),(35 98.436806),(36 97.61705),(37 98.34717),(38 99.13288),(39 98.08761),(40 98.532715),(41 100.237595),(42 100.07473),(43 100.25148),(44 100.43535),(45 100.3452),(46 102.34009),(47 103.01325),(48 104.08128),(49 103.03065),(50 103.61444),(51 104.012856),(52 104.14),(53 105.51256),(54 105.11777),(55 106.094444),(56 106.13787),(57 106.35805),(58 106.11117),(59 106.083046),(60 106.23792),(61 106.809105),(62 105.996666),(63 105.54874),(64 106.10247),(65 105.903656),(66 106.44653),(67 106.13987),(68 105.89213),(69 105.77841),(70 106.29601),(71 106.59888),(72 106.77787),(73 106.62882),(74 105.5898),(75 105.143684),(76 105.2508),(77 104.96173),(78 105.245476),(79 106.11166),
