1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7065.1216),(2 22084.885),(3 45255.754),(4 72717.58),(5 101823.88),(6 134012.94),(7 169843.8),(8 205859.7),(9 247560.08),(10 286083.47),(11 329279.22),(12 379617),(13 441835.34),(14 509962.25),(15 595407),(16 684160.2),(17 784655.3),(18 867481.7),(19 957615),(20 1041902.2),(21 1143406.9),(22 1248257.9),(23 1351502.5),(24 1455720.4),(25 1561397.1),(26 1672497.9),(27 1792077),(28 1904089.1),(29 2026804.6),(30 2164749.8),(31 2300668.8),(32 2451257.5),(33 2574277.3),(34 2696809.3),(35 2810270.3),(36 2907731.3),(37 3010913),(38 3097245.3),(39 3197876.3),(40 3286558.8),(41 3392145.3),(42 3494282.3),(43 3570362),(44 3649354),(45 3736597.3),(46 3826248.8),(47 3920686.8),(48 4005194),(49 4117302.3),(50 4227072),(51 4335436.5),(52 4445962.5),(53 4565336.5),(54 4733944.5),(55 4905301),(56 5096550),(57 5326928),(58 5549057.5),(59 5793819.5),(60 5999595.5),(61 6205150.5),(62 6393569.5),(63 6592188),(64 6781639.5),(65 6990073.5),(66 7209573.5),(67 7456848.5),(68 7694792),(69 7966636),(70 8247333.5),(71 8520481),(72 8753403),(73 8974040),(74 9167569),(75 9324865),(76 9432121),(77 9525525),(78 9617779),(79 9712541),
(1 4078.909),(2 10912.789),(3 16517.95),(4 19823.465),(5 21250.799),(6 22494.135),(7 23695.492),(8 24919.787),(9 26209.465),(10 26653.232),(11 27207.889),(12 27340.326),(13 27367.025),(14 27570.463),(15 28288.21),(16 28659.955),(17 28678.271),(18 28833.887),(19 29352.313),(20 29474.492),(21 29350.76),(22 29544.477),(23 30113.11),(24 30852.38),(25 31485.332),(26 31759.576),(27 31575.846),(28 31295.178),(29 31666.672),(30 32196.105),(31 32268.854),(32 32589.105),(33 33447.31),(34 33911.016),(35 33780.273),(36 33211.977),(37 32914.957),(38 33043.793),(39 33176.094),(40 33372.85),(41 33362.2),(42 33460.06),(43 33671.848),(44 33116.3),(45 32346.873),(46 31876.713),(47 32417.76),(48 32808.27),(49 32537.545),(50 32268.846),(51 32439.773),(52 32953.043),(53 33009.78),(54 33059.43),(55 33043.19),(56 32840.496),(57 33243.543),(58 33470.344),(59 33390.61),(60 33135.297),(61 33014.016),(62 32811.656),(63 32908.773),(64 32924.816),(65 32866.195),(66 33356.055),(67 33737.668),(68 34051.574),(69 34378.508),(70 34676.582),(71 35476.293),(72 35571.316),(73 35606.793),(74 35633.727),(75 35393.29),(76 35065.95),(77 35013.152),(78 34505.234),(79 34409.848),
(1 4340.9976),(2 11639.616),(3 17141.83),(4 19984.22),(5 21254.271),(6 22309.361),(7 23535.467),(8 24685.307),(9 25065.346),(10 25018.504),(11 25203.242),(12 25549.293),(13 26196.611),(14 26793.479),(15 27010.623),(16 26566.361),(17 26126.6),(18 26258.533),(19 26725.912),(20 27152.643),(21 27502.584),(22 27919.73),(23 28633.334),(24 29472.734),(25 30280.1),(26 30560.643),(27 30720.527),(28 30891.555),(29 31155.164),(30 30901.191),(31 30773.436),(32 30940.564),(33 31791.496),(34 32269.271),(35 32474.074),(36 32621.68),(37 32454.1),(38 32504.123),(39 32543.94),(40 32464.469),(41 32520.389),(42 32425.055),(43 32375.748),(44 31778.455),(45 31008.766),(46 30362.68),(47 30503.71),(48 30381.45),(49 30416.547),(50 30189.922),(51 30385.611),(52 30898.707),(53 31167.316),(54 31384.982),(55 31867.602),(56 31838.354),(57 31634.666),(58 31567.994),(59 31804.555),(60 32154.041),(61 32446.586),(62 32191.707),(63 32399.395),(64 32768.715),(65 32741.244),(66 32798.55),(67 32903.33),(68 33013.9),(69 33197.62),(70 32996.305),(71 33278.945),(72 33478.38),(73 33594.223),(74 33726.93),(75 33767.414),(76 33435.02),(77 32986.18),(78 32517.248),(79 32636.625),
(1 3937.2754),(2 10497.12),(3 15661.7),(4 18671.588),(5 20260.756),(6 21510.875),(7 22605.508),(8 23607.176),(9 23858.797),(10 23765.709),(11 23800.098),(12 23918.598),(13 23921.441),(14 24028.322),(15 24627.426),(16 24766.54),(17 24406.209),(18 24855.01),(19 25574.887),(20 25857.496),(21 26075.125),(22 26253.098),(23 26703.672),(24 27192.227),(25 27580.041),(26 27833.768),(27 28208.504),(28 28379.455),(29 28433.697),(30 28270.38),(31 28096.559),(32 28210.945),(33 28614.291),(34 28771.752),(35 28705.207),(36 28621.158),(37 28552.5),(38 28225.81),(39 27903.074),(40 27573.635),(41 27875.58),(42 28214.555),(43 28337.01),(44 28162.842),(45 28058.236),(46 28188.143),(47 28969.867),(48 29187.633),(49 29027.361),(50 28953.807),(51 28931.674),(52 28672.736),(53 28938.893),(54 29192.578),(55 29138.44),(56 29181.752),(57 29023.133),(58 28846.496),(59 29491.129),(60 29904.11),(61 30317.18),(62 30270.432),(63 30051.826),(64 29841.248),(65 29873.764),(66 30408.848),(67 31084.633),(68 31586.346),(69 31901.19),(70 31572.494),(71 31553.293),(72 31291.773),(73 31078.432),(74 30926.902),(75 30830.098),(76 30709.014),(77 30720.668),(78 30608.06),(79 30540.459),
(1 3953.608),(2 10433.98),(3 15399.053),(4 18177.607),(5 19393.813),(6 19927.855),(7 20999.178),(8 22217.033),(9 22974.943),(10 23188.164),(11 23166.979),(12 23180.799),(13 23298.992),(14 23584.514),(15 23995.35),(16 24154.67),(17 24177.271),(18 24882.896),(19 25790.127),(20 25883.166),(21 25704.168),(22 25487.367),(23 25604.709),(24 26042.61),(25 26396.13),(26 26218.348),(27 25937.174),(28 25940.791),(29 26484.285),(30 26699.674),(31 26824.455),(32 27100.176),(33 27377.443),(34 27818.34),(35 28315.74),(36 28677.068),(37 28726.223),(38 28367.807),(39 27949.654),(40 27773.355),(41 28218.098),(42 28588.012),(43 28357.1),(44 27806.41),(45 27539.113),(46 27621.76),(47 27911.719),(48 27889.902),(49 27728.617),(50 27661.887),(51 27794.918),(52 27678.262),(53 27459.41),(54 27508.871),(55 27978.521),(56 28128.887),(57 27969.26),(58 27791.01),(59 27952.385),(60 28059.408),(61 28350.686),(62 28520.604),(63 28786.535),(64 29253.62),(65 29848.809),(66 29916.592),(67 29554.387),(68 29637.936),(69 29818.545),(70 29685.309),(71 29860.473),(72 30204.645),(73 30680.076),(74 30589.514),(75 30418.236),(76 30232.686),(77 30217.387),(78 30205.9),(79 29906.305),
(1 3696.8743),(2 9740.577),(3 14614.167),(4 17509.621),(5 18826.535),(6 19612.068),(7 20545.086),(8 21536.578),(9 21889.18),(10 21975.285),(11 22307.951),(12 22631.768),(13 22933.225),(14 23231.938),(15 23574.15),(16 23551.395),(17 23406.93),(18 23722.936),(19 24255.938),(20 24485.316),(21 24580.232),(22 24475.104),(23 24909.234),(24 25058.768),(25 25402.5),(26 25384.434),(27 25349.475),(28 25569.207),(29 25833.2),(30 26172.016),(31 26194.455),(32 26227.32),(33 26549.746),(34 26907.467),(35 27474.354),(36 27572.408),(37 27350.127),(38 26870.785),(39 26935.893),(40 27399.111),(41 28032.525),(42 28120.705),(43 27507.883),(44 27176.457),(45 27021.844),(46 26562.297),(47 26197.36),(48 26198.725),(49 26163.354),(50 26006.174),(51 25905.627),(52 25814.025),(53 26203.646),(54 26614.998),(55 26479.15),(56 26308.166),(57 25897.516),(58 25621.229),(59 25950.121),(60 26023.063),(61 25981.426),(62 26208.56),(63 26885.174),(64 27491.006),(65 28130.418),(66 28528.766),(67 28567.586),(68 28506.078),(69 27938.559),(70 27707.684),(71 27789.918),(72 27977.475),(73 28039.85),(74 27943.713),(75 27665.504),(76 27508.137),(77 27580.184),(78 27590.967),(79 27408.525),
(1 3628.1907),(2 9510.809),(3 14058.577),(4 16547.068),(5 17737.78),(6 18535.346),(7 19491.898),(8 20415.686),(9 20826.334),(10 21061.357),(11 21466.174),(12 21890.004),(13 22148.25),(14 22425.729),(15 22639.98),(16 22418.07),(17 21811.98),(18 21933.287),(19 22175.918),(20 22532.773),(21 22831.357),(22 22916.746),(23 23235.645),(24 23497.246),(25 24012.053),(26 24449.268),(27 24670.19),(28 24647.55),(29 24584.984),(30 24745.402),(31 25183.14),(32 25570.467),(33 25586.11),(34 25896.537),(35 26642.867),(36 26968.38),(37 26774.44),(38 26377.852),(39 25933.838),(40 25651.887),(41 25834.39),(42 25956.342),(43 25598.05),(44 25125.852),(45 25004.879),(46 24976.684),(47 25225.95),(48 25528.488),(49 25797.84),(50 25995.512),(51 26004.527),(52 26047.807),(53 26481.094),(54 26856.342),(55 27036.762),(56 26971.717),(57 26957.459),(58 27301.057),(59 27412.805),(60 27182.79),(61 26923.805),(62 26864.05),(63 26561.45),(64 26337.512),(65 26422.83),(66 26619.418),(67 26974.355),(68 27260.871),(69 27121.963),(70 27297.217),(71 27887.05),(72 28252.695),(73 28070.303),(74 27966.52),(75 28019.65),(76 27900.375),(77 27802.016),(78 27693.283),(79 27550.955),
(1 3624.103),(2 9674.213),(3 14164.213),(4 16508.53),(5 17784.48),(6 18682.023),(7 19564.525),(8 20142.072),(9 20291.896),(10 20380.455),(11 20572.64),(12 20641.998),(13 20825.465),(14 21243.574),(15 21546.719),(16 21355.006),(17 21209.426),(18 21798.082),(19 22073.006),(20 22072.277),(21 21856.154),(22 21429.803),(23 21474.166),(24 21870),(25 22642.193),(26 23194.19),(27 23329.902),(28 23080.693),(29 22825.33),(30 22802.352),(31 23012.389),(32 23863.355),(33 24447.195),(34 24675.236),(35 24865.51),(36 24729.824),(37 24484.648),(38 24250.28),(39 23965.926),(40 24156.07),(41 24463.66),(42 24536.586),(43 24693.219),(44 25072.016),(45 25073.111),(46 25149.648),(47 25278.555),(48 25317.602),(49 25281.738),(50 25226.398),(51 25177.105),(52 25037.807),(53 25402.055),(54 25828.29),(55 26227.15),(56 26583.379),(57 26882.137),(58 27104.574),(59 26783.49),(60 26365.201),(61 26046.588),(62 26249.863),(63 26364.057),(64 26414.742),(65 26449.99),(66 26601.41),(67 26842.844),(68 27251.432),(69 27470.47),(70 27422.432),(71 27292.69),(72 26914.63),(73 26792.512),(74 26969.482),(75 27137.625),(76 26802.93),(77 26476.314),(78 26331.162),(79 26441.18),
(1 3537.6096),(2 9462.6455),(3 13974.239),(4 16090.024),(5 16800.363),(6 17482.975),(7 18456.654),(8 19589.635),(9 20248.895),(10 20119.412),(11 19956.5),(12 20065.234),(13 20570.688),(14 21235.822),(15 21496.395),(16 21051.807),(17 20905.262),(18 21600.635),(19 22250.006),(20 22310.545),(21 21830.922),(22 21788.664),(23 22018.852),(24 22406.027),(25 22951.475),(26 23471.639),(27 23649.03),(28 23680.521),(29 23833.55),(30 23401.78),(31 23208.568),(32 23594.967),(33 24140.516),(34 24505.379),(35 25097.553),(36 25145.1),(37 25183.963),(38 24942.582),(39 24561.266),(40 24464.223),(41 24651.648),(42 24216.555),(43 23730.96),(44 23593.623),(45 23763.176),(46 24008.615),(47 24141.414),(48 24073.068),(49 23759.994),(50 23370.904),(51 23087.008),(52 23094.99),(53 23530.236),(54 23963.783),(55 24382.469),(56 25030.955),(57 25346.576),(58 25318.629),(59 24970.066),(60 24976.639),(61 24974.555),(62 25291.621),(63 25810.695),(64 25513.729),(65 24992.79),(66 24608.174),(67 24552.213),(68 24525.918),(69 24731.582),(70 25093.852),(71 25416.85),(72 25397.78),(73 25785.277),(74 26079.572),(75 26362.273),(76 26103.645),(77 25820.982),(78 25754.533),(79 25533.945),
(1 3628.1292),(2 9301.866),(3 13471.155),(4 15641.166),(5 16418.95),(6 17298.38),(7 18358.496),(8 19052.156),(9 19355.887),(10 19139.008),(11 19125.658),(12 19160.213),(13 19781.213),(14 20154.848),(15 20476.098),(16 20392.57),(17 20284.504),(18 20767.738),(19 21052.793),(20 21157.807),(21 21035.703),(22 20978.877),(23 21141.668),(24 21485.143),(25 22032.55),(26 22509.578),(27 22339.188),(28 21921.018),(29 21544.69),(30 21278.209),(31 21574.803),(32 22258.564),(33 23048.512),(34 23291.492),(35 23809.717),(36 23785.059),(37 23877.68),(38 24002.455),(39 24107.68),(40 24365.604),(41 24342.404),(42 23888.967),(43 23664.396),(44 23956.945),(45 24417.477),(46 24679.727),(47 24584.207),(48 24476.607),(49 24260.645),(50 24144.998),(51 24030.137),(52 23730.932),(53 23466.732),(54 23075.482),(55 23412.625),(56 23668.81),(57 23774.762),(58 23754.941),(59 23830.193),(60 24284.422),(61 24393.54),(62 24674.209),(63 24703.395),(64 24559.646),(65 24403.77),(66 24282.113),(67 24416.955),(68 24356.775),(69 24798.48),(70 25116.59),(71 25402.9),(72 25018.072),(73 24851.049),(74 25031.063),(75 25317.775),(76 25365.918),(77 25353.229),(78 24940.3),(79 24576.895),
(1 3283.923),(2 8324.09),(3 11940.402),(4 13716.598),(5 14580.017),(6 15699.932),(7 16814.602),(8 17670.086),(9 18353.953),(10 18590.682),(11 18580.299),(12 18661.074),(13 18797.29),(14 18776.793),(15 18732.197),(16 18728.775),(17 18888.367),(18 19322.607),(19 19462.236),(20 19375.436),(21 19347.035),(22 19386.654),(23 19442.838),(24 19694.348),(25 20336.883),(26 20691.691),(27 20579.887),(28 20445.828),(29 20521.158),(30 20739.516),(31 21253.031),(32 21598.305),(33 22010.775),(34 22392.863),(35 22655.941),(36 22374.895),(37 22003.006),(38 21954.605),(39 22338.016),(40 22812.248),(41 22797.205),(42 22283.068),(43 22121.03),(44 22655.826),(45 23142.982),(46 23178.447),(47 22929.094),(48 22811.38),(49 22599.803),(50 22427.256),(51 22529.506),(52 22624.45),(53 22278.541),(54 21670.494),(55 21444.088),(56 21394.754),(57 21677.277),(58 21843.68),(59 21809.004),(60 21863.059),(61 21683.648),(62 21675.162),(63 21561.74),(64 21589.93),(65 21895.973),(66 22432.69),(67 22464.145),(68 22095.45),(69 21844.143),(70 21548.674),(71 21652.793),(72 21988.129),(73 22444.254),(74 22320.771),(75 22019.684),(76 21890.766),(77 22147.557),(78 22170.3),(79 21970.709),
(1 3295.5806),(2 8441.546),(3 11862.898),(4 13351.667),(5 14119.12),(6 15300.812),(7 16592.186),(8 17676.932),(9 18383.08),(10 18659.6),(11 18800.223),(12 18859.791),(13 19097.365),(14 18990.438),(15 18792.621),(16 18620.676),(17 18698.635),(18 19110.91),(19 19247.99),(20 19224.74),(21 19282.93),(22 19345.113),(23 19650.4),(24 19933.43),(25 20265.584),(26 20517.238),(27 20611.184),(28 20304.732),(29 19867.438),(30 19867.68),(31 20371.545),(32 20665.688),(33 21121.938),(34 21697.18),(35 21597.746),(36 21307.143),(37 21165.463),(38 21268.594),(39 21923.08),(40 22349.51),(41 21991.941),(42 21614.658),(43 21717.156),(44 22043.584),(45 22520.164),(46 22790.564),(47 22920.049),(48 22835.563),(49 22622.7),(50 22621.066),(51 22715.592),(52 22651.262),(53 22304.83),(54 22112.945),(55 22224.664),(56 22090.26),(57 22255.842),(58 22563.916),(59 22607.648),(60 22536.6),(61 22325.193),(62 22151.52),(63 21969.984),(64 21990.697),(65 22165.346),(66 22356.422),(67 22657.623),(68 22877.633),(69 22828.623),(70 22513.188),(71 22727.867),(72 22901.453),(73 23140.545),(74 23225.025),(75 23209.781),(76 22788.777),(77 22850.21),(78 23114.275),(79 23418.684),
(1 3500.7556),(2 8983.651),(3 12695.984),(4 14335.36),(5 15073.165),(6 16012.9375),(7 17002.516),(8 17894.883),(9 18282.412),(10 18114.809),(11 17865.084),(12 17932.598),(13 18208.836),(14 18442.166),(15 18079.932),(16 17880.352),(17 18302.11),(18 18710.453),(19 18585.326),(20 18740.736),(21 19556.334),(22 19968.697),(23 20437.89),(24 20714.758),(25 21170.379),(26 21292.928),(27 21122.096),(28 20975.5),(29 21161.078),(30 21760.514),(31 22411.287),(32 22448.125),(33 22332.006),(34 22333.537),(35 22587.625),(36 23116.666),(37 23612.025),(38 23746.975),(39 23758.148),(40 23663.633),(41 23475.965),(42 23450.727),(43 23814.648),(44 23479.283),(45 23382.016),(46 23631.895),(47 23979.572),(48 23834.984),(49 23763.258),(50 23621.826),(51 23536.238),(52 23667.826),(53 23711.842),(54 24253.934),(55 24782.57),(56 24518.576),(57 24142.352),(58 23600.021),(59 23692.746),(60 24219.39),(61 24078.645),(62 23833.506),(63 23653.396),(64 23423.465),(65 23520.51),(66 23608.42),(67 23791.559),(68 23932.168),(69 23949.285),(70 23843.299),(71 23771.23),(72 24001.82),(73 23746.375),(74 23507.273),(75 23560.248),(76 23507.365),(77 23358.318),(78 23340.775),(79 23830.5),
(1 3326.0413),(2 8347.333),(3 11844.023),(4 13236.32),(5 13846.892),(6 14829.412),(7 15795.789),(8 16590.56),(9 16866.865),(10 16964.838),(11 16866.828),(12 16820.535),(13 16893.756),(14 17029.88),(15 17056.695),(16 17043.488),(17 17341.102),(18 17778.658),(19 18093.617),(20 18433.666),(21 18975.906),(22 19206.799),(23 19414.09),(24 19526.492),(25 19849.428),(26 20050.246),(27 19876.52),(28 19792.822),(29 20123.77),(30 20622.535),(31 21138.295),(32 21028.09),(33 20502.797),(34 20013.742),(35 19902.898),(36 20120.355),(37 20777.104),(38 21201.068),(39 21462.438),(40 21394.107),(41 21183.729),(42 21133.781),(43 21613.969),(44 21711.178),(45 21717.31),(46 21695.055),(47 21656.88),(48 21387.81),(49 21260.1),(50 21108.297),(51 20843.955),(52 20642.666),(53 20551.145),(54 20942.38),(55 21126.977),(56 20801.734),(57 20690.777),(58 20665.61),(59 20780.172),(60 20922.389),(61 20974.822),(62 21067.072),(63 21001.832),(64 20739.951),(65 20733.822),(66 20928.633),(67 21001.863),(68 21123.701),(69 21546.828),(70 22019.6),(71 22059.146),(72 21602.865),(73 20921.121),(74 20754.49),(75 20850.793),(76 20737.447),(77 20671.742),(78 20714.828),(79 21171.322),
(1 3294.2168),(2 8350.114),(3 11966.926),(4 13805.024),(5 14573.783),(6 15365.652),(7 16129.125),(8 16902.137),(9 17080.992),(10 16964.129),(11 16755.393),(12 17183.309),(13 17877.44),(14 18132.49),(15 18083.162),(16 18301.574),(17 18601.676),(18 18808.717),(19 18779.29),(20 18873.232),(21 19292.74),(22 19267.844),(23 19441.717),(24 19361.152),(25 19378.914),(26 19380.12),(27 19557.207),(28 19878.91),(29 19970.746),(30 20115.361),(31 20304.371),(32 20296.955),(33 20401.31),(34 20297.219),(35 20344.135),(36 20689.854),(37 21034.441),(38 21049.225),(39 21018.445),(40 21185.22),(41 21152.191),(42 21146.33),(43 21213.445),(44 21279.844),(45 21531.287),(46 21724.865),(47 21724.813),(48 21203.545),(49 21053.666),(50 21212.05),(51 21425.357),(52 21513.045),(53 21318.941),(54 21322.586),(55 21407.115),(56 21237.602),(57 20924.809),(58 20656.477),(59 20630.797),(60 20920.791),(61 20924.71),(62 20826.559),(63 20675.857),(64 20402.781),(65 20714.898),(66 20826.826),(67 20275.188),(68 20056.242),(69 20098.291),(70 20447.45),(71 20571.785),(72 20238.533),(73 20137.467),(74 20229.148),(75 20251.885),(76 20236.715),(77 20389.924),(78 20685.83),(79 20731.555),
(1 3285.953),(2 8448.064),(3 11927.805),(4 13409.809),(5 14211.593),(6 15033.3955),(7 15745.363),(8 16062.403),(9 16159.504),(10 15946.27),(11 15882.59),(12 16170.006),(13 16825.078),(14 17160.021),(15 17268.508),(16 17792.408),(17 18077.24),(18 18214.09),(19 18040.121),(20 17807.146),(21 17648.252),(22 17485.2),(23 17302.863),(24 17467.313),(25 18039.447),(26 18302.309),(27 18305.492),(28 18258.393),(29 18393.81),(30 18506.729),(31 18752.012),(32 18947.844),(33 19544.453),(34 20007.754),(35 20476.943),(36 20675.51),(37 20616.252),(38 20244.814),(39 19953.043),(40 19903),(41 19539.424),(42 19256.932),(43 19232.678),(44 19392.998),(45 19397.715),(46 19257.861),(47 19115.475),(48 18850.938),(49 18944.03),(50 19228.39),(51 19315.637),(52 19208.635),(53 19179.53),(54 19373.338),(55 19393.684),(56 19306.443),(57 19180.234),(58 19185.373),(59 19323.924),(60 19625.354),(61 19661.469),(62 19574.295),(63 19539.04),(64 19414.521),(65 19361.88),(66 19586.72),(67 19539.291),(68 19579.14),(69 19929.229),(70 20116.56),(71 19994.678),(72 19726.352),(73 19831.44),(74 19993.438),(75 19974.002),(76 19916.195),(77 19866.508),(78 19723.748),(79 19609.152),
(1 3263.6543),(2 8332.036),(3 11718.007),(4 12982.939),(5 13647.485),(6 14372.293),(7 14926.538),(8 15186.865),(9 15406.974),(10 15269.889),(11 15260.351),(12 15627.129),(13 15948.216),(14 16219.583),(15 16237.889),(16 16573.963),(17 16769.39),(18 17162.387),(19 17226.803),(20 17354.967),(21 17641.584),(22 17812.264),(23 17871.363),(24 17841.303),(25 17917.627),(26 17675.076),(27 17450.455),(28 17708.082),(29 18068.154),(30 18163.867),(31 18228.39),(32 18140.332),(33 18460.898),(34 18953.139),(35 19515.803),(36 19630.137),(37 19608.041),(38 19343.04),(39 18961.582),(40 18436.254),(41 18539.104),(42 18667.85),(43 18869.29),(44 19159.443),(45 19429.39),(46 19399.143),(47 19422.15),(48 19025.893),(49 18831.283),(50 18878.656),(51 19105.502),(52 18897.736),(53 18843.496),(54 18974.168),(55 19083.74),(56 19069.727),(57 19036.229),(58 19148.96),(59 19086.393),(60 19213.697),(61 19236.168),(62 19067.436),(63 19053.387),(64 19067.713),(65 19160.398),(66 19316.357),(67 19278.775),(68 19265.652),(69 19642.557),(70 19681.99),(71 19632.88),(72 19496.398),(73 20090.057),(74 20378.742),(75 20391.936),(76 20292.283),(77 20231.43),(78 20045.834),(79 19917.143),
(1 3146.7822),(2 8109.78),(3 11516.035),(4 12838.649),(5 13486.982),(6 14220.057),(7 14792.152),(8 15204.655),(9 15457.149),(10 15367.465),(11 15300.204),(12 15528.871),(13 16003.432),(14 16433.232),(15 16562.074),(16 16655.988),(17 16699.295),(18 16799.45),(19 16692.477),(20 16704.96),(21 16935.643),(22 17075.7),(23 17425.447),(24 17728.62),(25 18039.576),(26 17660.947),(27 17459.352),(28 17491.883),(29 17709.914),(30 17939.455),(31 17965.469),(32 17753.844),(33 17986.84),(34 18233.277),(35 18787.408),(36 19021.271),(37 19017.844),(38 18912.51),(39 18771.15),(40 18872.082),(41 19110.766),(42 19052.107),(43 19066.148),(44 19278.188),(45 19689.441),(46 19488.736),(47 19382.277),(48 19118.803),(49 18873.54),(50 18850.434),(51 19037.873),(52 19282.38),(53 19501.79),(54 19554.14),(55 19387.174),(56 19247.691),(57 19018.678),(58 19173.613),(59 19386.924),(60 19561.969),(61 19438.082),(62 19460.47),(63 19829.174),(64 19730.533),(65 19733.824),(66 19782.05),(67 19855.65),(68 19998.473),(69 20314.332),(70 20054.959),(71 19777.553),(72 19604.81),(73 19663.875),(74 19657.63),(75 19877.777),(76 20025.436),(77 20144.006),(78 20197.668),(79 20210.393),
