1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13912.488),(2 38476.418),(3 80534.33),(4 131528.73),(5 190333.75),(6 251524.05),(7 321239.72),(8 390023.97),(9 458951.63),(10 512203.9),(11 565689),(12 605275.56),(13 655740.75),(14 699691.56),(15 739067.25),(16 776095.25),(17 806072.2),(18 836497.3),(19 876425.5),(20 904392.8),(21 955757),(22 1008479.2),(23 1071150.8),(24 1129289),(25 1201192.5),(26 1283074.9),(27 1361233.1),(28 1454137.6),(29 1541096.5),(30 1626212),(31 1698804.1),(32 1777019.9),(33 1857691.4),(34 1909824.1),(35 1948071),(36 1982477),(37 2018528.9),(38 2070049),(39 2119930),(40 2189180.8),(41 2265143.3),(42 2355994.3),(43 2458635.3),(44 2556811.3),(45 2672496),(46 2778777.5),(47 2887075.3),(48 3004463.8),(49 3110384),(50 3209592.3),(51 3322729.3),(52 3454767.8),(53 3571553.3),(54 3678128.8),(55 3797792),(56 3938688),(57 4107888.3),(58 4262921.5),(59 4421085.5),(60 4565127.5),(61 4694815),(62 4814382.5),(63 4927547),(64 5048199.5),(65 5152193.5),(66 5278110.5),(67 5397560.5),(68 5506882.5),(69 5629526.5),(70 5736057.5),(71 5857501.5),(72 5954063.5),(73 6053629.5),(74 6160818.5),(75 6263424.5),(76 6416907.5),(77 6559513.5),(78 6702068),(79 6874746.5),
(1 13483.059),(2 48595.62),(3 100575.766),(4 164556.42),(5 238426.42),(6 318209.28),(7 400382.5),(8 479164.75),(9 553119.06),(10 618244.8),(11 674672.6),(12 722845.5),(13 764005.3),(14 796228.6),(15 826599.3),(16 854956.25),(17 878089.6),(18 895689.06),(19 906981.5),(20 911693.1),(21 911583.6),(22 909111),(23 899870.7),(24 885819),(25 868935.3),(26 846710.4),(27 824182.1),(28 801048.4),(29 781828.2),(30 765307.2),(31 753645.9),(32 748523.75),(33 747291.6),(34 750805),(35 757665.1),(36 765756.4),(37 775853.7),(38 788283.4),(39 803690.7),(40 823624.06),(41 842715.44),(42 862764.8),(43 880109.3),(44 893292.8),(45 905177.94),(46 914919.94),(47 925398.56),(48 933948.6),(49 939922.25),(50 940641.6),(51 936187.56),(52 925244.06),(53 913105),(54 896789.3),(55 879936.7),(56 866585.25),(57 855981.9),(58 850753.44),(59 851620.6),(60 857134.25),(61 865618.9),(62 877360.9),(63 890646.06),(64 900526.56),(65 904250.5),(66 900931.2),(67 890317.7),(68 875056.44),(69 854549.94),(70 832935.6),(71 810913.94),(72 791611.94),(73 776616.56),(74 767192.56),(75 765593.3),(76 769291.2),(77 777375.1),(78 786966.5),(79 795914.75),
(1 13990.115),(2 50872.367),(3 105202.195),(4 171563.9),(5 245635.95),(6 321793.97),(7 394752.94),(8 461547.22),(9 520882.8),(10 569527),(11 607682.9),(12 636914.9),(13 657679.7),(14 671187.75),(15 681775.7),(16 688639.7),(17 694109.2),(18 700994.9),(19 709253.8),(20 716558.75),(21 723793.75),(22 730578.2),(23 736384.8),(24 738519.06),(25 740923.3),(26 741383.5),(27 741881.1),(28 743952.8),(29 749346.9),(30 756819.6),(31 767683.3),(32 781999.3),(33 798244),(34 812420.94),(35 824208.2),(36 831510.7),(37 839640.9),(38 846001.1),(39 849437.94),(40 852218.44),(41 853505.8),(42 852179.6),(43 848389.94),(44 841949.1),(45 834463.7),(46 824632.2),(47 811436.9),(48 796297.3),(49 778959.6),(50 759829.6),(51 738745.1),(52 717586.56),(53 694252.06),(54 672283.75),(55 654800.1),(56 640849.1),(57 632400.4),(58 627385.06),(59 624632.56),(60 625968.56),(61 628822.25),(62 633009.75),(63 637664.06),(64 640710.5),(65 641646.9),(66 643601.2),(67 646152.3),(68 649011.1),(69 650240.5),(70 651814.5),(71 652913.6),(72 655165.8),(73 657756.3),(74 660208),(75 661907.06),(76 663929.9),(77 665103.2),(78 664902.44),(79 662416.8),
(1 14279.757),(2 51953.793),(3 107144.31),(4 174752.25),(5 253698.3),(6 339393.03),(7 428186.28),(8 515153.75),(9 597821.44),(10 673307.94),(11 740308.25),(12 797335),(13 844213.75),(14 876511.44),(15 904118.8),(16 919758.94),(17 922464.8),(18 917740),(19 907807.5),(20 895655.3),(21 882970.56),(22 868961.3),(23 855724.5),(24 845668.3),(25 838364.7),(26 836216.2),(27 838587.8),(28 847769.8),(29 858109),(30 870320.25),(31 880796.7),(32 891251.8),(33 899242.7),(34 904320.5),(35 906438.8),(36 903275),(37 893959.7),(38 883760.5),(39 869680.3),(40 858043.2),(41 848708.5),(42 840839.44),(43 834193.2),(44 828778.7),(45 823498.7),(46 818396.2),(47 813522.75),(48 807536.7),(49 798343.75),(50 783561.94),(51 763318.25),(52 743160.56),(53 720864.7),(54 700075),(55 682189.25),(56 667052.8),(57 654109.9),(58 643117.3),(59 632738.75),(60 626941.25),(61 624547.2),(62 624732.7),(63 626419.7),(64 630697.25),(65 639185.6),(66 651356.4),(67 667550.25),(68 683958.4),(69 698305.44),(70 710199.44),(71 717213.06),(72 719430.25),(73 717139.8),(74 712153.7),(75 704594.5),(76 695635.9),(77 684448.2),(78 673517.2),(79 664051),
(1 13795.454),(2 49922.344),(3 102383.766),(4 165911),(5 237397.19),(6 313684.75),(7 389027.75),(8 458698.94),(9 521356.38),(10 576557.1),(11 622557.1),(12 658791.94),(13 684460.75),(14 698423.25),(15 706192.4),(16 705181.44),(17 697421.5),(18 683553.44),(19 666870.2),(20 648494.8),(21 628598.5),(22 607060.1),(23 588513.3),(24 572944.75),(25 563007.5),(26 557113.3),(27 555180.06),(28 557013.9),(29 562149.6),(30 568902.94),(31 577322.75),(32 585895.94),(33 593967.1),(34 600541.4),(35 606169.4),(36 610380.5),(37 611989.75),(38 610815.1),(39 606305),(40 604670.06),(41 604313.9),(42 608217.1),(43 616552.2),(44 628658.56),(45 641134.44),(46 655256.8),(47 668417.4),(48 676012.1),(49 676383.3),(50 668327.5),(51 650579.56),(52 630697.56),(53 610051.4),(54 589324.3),(55 570565.7),(56 553255.44),(57 537064.3),(58 523441.6),(59 514567.06),(60 509039.66),(61 506768.38),(62 509058.97),(63 517673.1),(64 528218.5),(65 540011.56),(66 552217.4),(67 564353.2),(68 577607.5),(69 589821.56),(70 601595.3),(71 610809.25),(72 616703.8),(73 622946.44),(74 625957.94),(75 626032.8),(76 623318.8),(77 617650.44),(78 610764.6),(79 604616.44),
(1 13349.27),(2 47172.016),(3 95081.03),(4 150769.52),(5 210414.48),(6 271068.78),(7 330367.06),(8 383150.34),(9 428562.9),(10 464417.8),(11 492499.28),(12 510570.8),(13 518765.38),(14 520679.53),(15 523023.28),(16 525161.6),(17 528548.5),(18 530113.1),(19 530153.8),(20 528338.56),(21 524288.9),(22 517259.38),(23 507765.5),(24 496962.72),(25 485126.28),(26 475215.72),(27 468142.9),(28 462006.72),(29 458403.22),(30 457339.25),(31 458046.63),(32 460553.28),(33 463332.03),(34 469613.72),(35 478616.4),(36 490600.72),(37 502971.28),(38 513187.03),(39 521674.78),(40 528442.06),(41 537454.2),(42 547562.56),(43 559910.06),(44 574900.6),(45 592184.5),(46 611957.1),(47 631494.44),(48 650256.4),(49 665257.56),(50 675154.4),(51 678129.8),(52 676905.9),(53 669044.94),(54 657216.25),(55 642806.7),(56 625408.2),(57 605875.8),(58 583059.75),(59 560274.3),(60 539866.7),(61 525183),(62 516212.47),(63 511417.1),(64 511014.34),(65 512412.1),(66 513244.8),(67 515559.34),(68 517380.66),(69 518456.56),(70 518102.2),(71 517030.75),(72 515906.5),(73 515492),(74 518020.9),(75 521504.63),(76 528164.2),(77 536356.4),(78 544955.5),(79 554966.2),
(1 12261.097),(2 44310.168),(3 90792.49),(4 147122.66),(5 209945.27),(6 275288.8),(7 339907.6),(8 400853.03),(9 455205.9),(10 500701.97),(11 538635.8),(12 565226.4),(13 582489.06),(14 589159.25),(15 590539.8),(16 589027.6),(17 583628.94),(18 575850.4),(19 563266.3),(20 550489.8),(21 540785.5),(22 531836.5),(23 524408.94),(24 520481.03),(25 517858.63),(26 517495.94),(27 520365.5),(28 524942.1),(29 530158.75),(30 538187.94),(31 546608.8),(32 554532.06),(33 561603.06),(34 567715.1),(35 570220.3),(36 571263.6),(37 570447.5),(38 570935.5),(39 570480.56),(40 575556.44),(41 583628.75),(42 591018.5),(43 598229.9),(44 604046.1),(45 605774.75),(46 607759.06),(47 607057.4),(48 603205.5),(49 598409),(50 591974.6),(51 585367.75),(52 576208.9),(53 567219.4),(54 557295.7),(55 546576.1),(56 534864.5),(57 520802.66),(58 506865.78),(59 494627.97),(60 485149.2),(61 477073.53),(62 469472.8),(63 463879.53),(64 459605.75),(65 454025.75),(66 449224.66),(67 445701.75),(68 443429.7),(69 442572.88),(70 445101.2),(71 450079.2),(72 457200.28),(73 462568.6),(74 465476.8),(75 469407.56),(76 475183.13),(77 480502.44),(78 486168.2),(79 491643.3),
(1 14128.3125),(2 50923.957),(3 103683.03),(4 166261.94),(5 233511.64),(6 301961.66),(7 368948.13),(8 432029.66),(9 489554),(10 537266.1),(11 574128.94),(12 596184.1),(13 601293.6),(14 589844.75),(15 572399.06),(16 553189.9),(17 534559.1),(18 517367.4),(19 501335.94),(20 488526.34),(21 480146.34),(22 476963.16),(23 479026.97),(24 486660.3),(25 498502.56),(26 512675.66),(27 529139.7),(28 543750.2),(29 554522.6),(30 560435.75),(31 562053.6),(32 558016.9),(33 550652.6),(34 540455.2),(35 528088.2),(36 514422.2),(37 500320.22),(38 487113.34),(39 476730.28),(40 471777.63),(41 468084.03),(42 463440.5),(43 460609.97),(44 459966.56),(45 458769.34),(46 459844.8),(47 461505),(48 463132.8),(49 469393.53),(50 477944.63),(51 489189.2),(52 500253.7),(53 513085.88),(54 523162.44),(55 529920.6),(56 533791.7),(57 533724.44),(58 528499.8),(59 521908.88),(60 511082.5),(61 497778.28),(62 482755.63),(63 469621.2),(64 460255.28),(65 453690.47),(66 449402.63),(67 448376.94),(68 453363.53),(69 463783.53),(70 477860.38),(71 492841.13),(72 507873.3),(73 517218.97),(74 520629.84),(75 518995.84),(76 516061.8),(77 511421.56),(78 506825.4),(79 505001.4),
(1 13988.773),(2 49731.2),(3 99553.1),(4 157725.31),(5 218793.47),(6 279451.63),(7 336164.56),(8 387290.25),(9 430551.13),(10 461616.66),(11 480749.25),(12 487938.13),(13 482022.72),(14 464243.7),(15 441245.22),(16 419447.94),(17 399822.94),(18 382658.88),(19 368560.6),(20 358944.84),(21 353934.5),(22 354458.13),(23 359288.44),(24 370822.66),(25 387554.44),(26 406797.47),(27 427107.03),(28 447243.16),(29 463931.3),(30 475568.22),(31 481201.97),(32 480521.5),(33 472774.44),(34 462452.94),(35 450246.03),(36 437356.97),(37 424892.78),(38 414783.25),(39 409827.1),(40 409433.63),(41 412372.7),(42 419802.72),(43 431239.94),(44 445533.13),(45 461685.5),(46 478456.97),(47 493473.88),(48 505885.5),(49 514617.16),(50 522019.63),(51 525661.75),(52 525635.9),(53 521191.78),(54 514384.38),(55 504335.13),(56 494085.63),(57 487145.66),(58 483081.5),(59 482853.88),(60 481896.38),(61 479584.16),(62 476230.9),(63 470570.78),(64 464947.16),(65 457065.34),(66 447513.25),(67 439547.8),(68 435557.7),(69 435309.63),(70 436877.88),(71 438635.03),(72 439706.06),(73 439533.47),(74 439199.56),(75 438606.6),(76 439370.78),(77 442498.03),(78 448226.03),(79 455783.7),
(1 11520.85),(2 40802.656),(3 82148.31),(4 129983.6),(5 181801.36),(6 233910.05),(7 282050.22),(8 323812),(9 357895.75),(10 380838.5),(11 394733.06),(12 398994.06),(13 397210.44),(14 390541.28),(15 380156.13),(16 371837.97),(17 364407.25),(18 358161.34),(19 352457.72),(20 348559.4),(21 347184.06),(22 346986.22),(23 349434.9),(24 354102.38),(25 359446.88),(26 365623.1),(27 370402.72),(28 375907.06),(29 381709.7),(30 387422.03),(31 392185.47),(32 396656),(33 400745.75),(34 403405.63),(35 406318.2),(36 409293.38),(37 411623.03),(38 412842.44),(39 413285.03),(40 411809.94),(41 409545.16),(42 407648.72),(43 407164.97),(44 408361.2),(45 409627.7),(46 412607.03),(47 417153.78),(48 425999.34),(49 437688.75),(50 450806.53),(51 464156.16),(52 473637.38),(53 478770.88),(54 480732.53),(55 478933.03),(56 475376.66),(57 470596.2),(58 463910.28),(59 456886.28),(60 450477.4),(61 444330.38),(62 439110.6),(63 434645.56),(64 432754.6),(65 431449.3),(66 430084),(67 429399.53),(68 428707.75),(69 426896.47),(70 421158.7),(71 413639.1),(72 404994.75),(73 395467.03),(74 388422.88),(75 383671.9),(76 383591.84),(77 387120.63),(78 393769.44),(79 404731.78),
(1 11643.222),(2 41891.43),(3 86093.62),(4 138601.84),(5 194749.97),(6 250794.73),(7 303167.44),(8 347861.66),(9 383194.75),(10 406616.47),(11 417054.1),(12 415561.75),(13 406529.78),(14 396142.97),(15 387620.22),(16 379935.72),(17 373980.22),(18 368776.8),(19 363537.78),(20 358434.1),(21 355528.22),(22 355797.13),(23 359054.13),(24 363932.44),(25 366618.6),(26 368008.63),(27 367700.28),(28 365840.34),(29 363065.2),(30 359778.47),(31 355862.9),(32 354063.1),(33 353539.03),(34 355160.56),(35 357358.9),(36 361168.06),(37 368119.3),(38 377211.94),(39 385833.2),(40 391057.1),(41 393744.94),(42 398131.38),(43 402179.97),(44 409368.06),(45 418675.72),(46 429664.88),(47 440305.4),(48 450770.97),(49 458080.7),(50 462896.56),(51 463628.28),(52 461201.6),(53 453341.94),(54 443049.94),(55 432006.8),(56 419404.13),(57 407514.1),(58 395234.75),(59 381742.94),(60 367558.8),(61 355040.94),(62 346478.7),(63 342859.44),(64 343934.75),(65 348473.75),(66 353914.34),(67 361197.8),(68 367943.75),(69 373907.53),(70 379741.88),(71 384066.22),(72 385751.25),(73 385694.3),(74 387676.63),(75 392420.4),(76 398739.03),(77 407192.53),(78 416318.9),(79 426551.94),
(1 11769.636),(2 41730.773),(3 82835.88),(4 128391.85),(5 173772.66),(6 216403.36),(7 254582.75),(8 285744.66),(9 309750.22),(10 326070.16),(11 334310.06),(12 336440.34),(13 334657.28),(14 331480.72),(15 330981),(16 331830.53),(17 331304.88),(18 329083.34),(19 325760.72),(20 322633.1),(21 321035.22),(22 319797.66),(23 320083.06),(24 322586.56),(25 324298.72),(26 324873.72),(27 325178.34),(28 325632.9),(29 326206.2),(30 327232.72),(31 329682.22),(32 332316.25),(33 335191.94),(34 337475.38),(35 339587.84),(36 341239.47),(37 341188.66),(38 339645.72),(39 336744.34),(40 330347.13),(41 322349.66),(42 316402.03),(43 312889.75),(44 314680.4),(45 318562.16),(46 324376.2),(47 330273.97),(48 336800.75),(49 341076.53),(50 343692.97),(51 343582.75),(52 341691.34),(53 336023.4),(54 329786.75),(55 323003.94),(56 315754.56),(57 309649.25),(58 306119.94),(59 304951.3),(60 305190.8),(61 307049.06),(62 310440.47),(63 314445.97),(64 318641.1),(65 320817.34),(66 321688.13),(67 321922.34),(68 322432.13),(69 323979.2),(70 325084.2),(71 326969.78),(72 329321.72),(73 331544.22),(74 336575.3),(75 345348.47),(76 356100.47),(77 368699.47),(78 380425.38),(79 391496.94),
(1 10434.586),(2 36597.17),(3 73227.05),(4 113908.16),(5 155159.88),(6 193339.72),(7 227475.97),(8 256405.36),(9 279876.47),(10 297199.53),(11 309203.94),(12 314955.2),(13 316759.56),(14 316359.94),(15 315793.38),(16 313917.3),(17 308920),(18 302786.16),(19 294590.4),(20 286362.84),(21 279171.97),(22 273354.53),(23 268206.7),(24 263812.9),(25 259979.94),(26 256782.13),(27 254917.9),(28 253596.27),(29 251934.98),(30 251076.48),(31 250842.44),(32 250140.33),(33 249527.78),(34 249754.97),(35 250626.13),(36 251038.31),(37 250224.13),(38 249306.89),(39 248803.02),(40 250109.73),(41 255450.28),(42 266219.84),(43 279209.16),(44 294007.5),(45 307953.78),(46 317686.9),(47 322858.53),(48 324871.13),(49 323554.4),(50 320502.4),(51 315561.97),(52 309839.44),(53 305070.7),(54 300800.9),(55 298600.8),(56 296976.44),(57 295796.3),(58 295970.5),(59 297722.72),(60 299932),(61 301999),(62 302135.56),(63 299635.75),(64 295763.5),(65 291027.84),(66 288017.97),(67 287656.78),(68 289481.22),(69 293467.4),(70 299437.3),(71 308095.5),(72 318241.34),(73 328791.72),(74 338868.6),(75 347004),(76 351213.4),(77 352705.28),(78 352028.13),(79 349504.13),
(1 10110.423),(2 35105.566),(3 69099.63),(4 107185.97),(5 144566.16),(6 177625.08),(7 206368.5),(8 229205.17),(9 244874.78),(10 253998.42),(11 258494.5),(12 260347.39),(13 261556.28),(14 263269.75),(15 263851.53),(16 264625.75),(17 263426.25),(18 261176.38),(19 257523.31),(20 254728.72),(21 252851.42),(22 252159.34),(23 253560.67),(24 257075.81),(25 260941.97),(26 265192.2),(27 269441.8),(28 273061.63),(29 274713.75),(30 276032.66),(31 277495.13),(32 278258.7),(33 279248.44),(34 278396.3),(35 276175.72),(36 274080.34),(37 272504.97),(38 270224.9),(39 268890.78),(40 270733.9),(41 275972.13),(42 284844.03),(43 298082.8),(44 313618.1),(45 328038.38),(46 339087.4),(47 345741.28),(48 347341.06),(49 342805.75),(50 335696.88),(51 327656.56),(52 319495.56),(53 311358.1),(54 303951.25),(55 298306.78),(56 295650.78),(57 295456.34),(58 298066.63),(59 303524.7),(60 311190.84),(61 318438.38),(62 322334.28),(63 321397.97),(64 316410.1),(65 309407.88),(66 300763.2),(67 293163.13),(68 286913.9),(69 283260.47),(70 282048.1),(71 282882.4),(72 285032.6),(73 288955.7),(74 293818.88),(75 296128.78),(76 297911.38),(77 299744.78),(78 300887.97),(79 300213.06),
(1 9615.4),(2 33197.305),(3 64972.55),(4 99758.45),(5 133508.92),(6 162295.89),(7 184686.89),(8 199561.3),(9 207053.63),(10 208066),(11 204253.75),(12 200031.13),(13 198346.22),(14 198633.81),(15 198946.14),(16 200365.67),(17 201535.42),(18 202256.47),(19 202228.34),(20 203554.7),(21 206541.45),(22 210116.27),(23 213992.42),(24 218567.42),(25 224048.84),(26 231015.02),(27 238749.05),(28 245578.23),(29 251941.63),(30 257105.05),(31 261040.06),(32 264483.53),(33 267240.06),(34 267355.78),(35 265909.2),(36 264857.25),(37 264024.63),(38 262278.38),(39 260131.3),(40 260147.45),(41 262825.8),(42 266815.06),(43 271375.8),(44 276455.53),(45 280780.4),(46 285320.34),(47 288445.7),(48 290747),(49 291881.84),(50 291585.97),(51 289550.22),(52 288078.34),(53 286591.22),(54 285309.84),(55 285098.63),(56 285135.6),(57 286126.34),(58 287695.06),(59 288875.78),(60 288067.6),(61 285311.3),(62 279196.47),(63 270937.2),(64 261377.25),(65 254292.78),(66 249673.48),(67 248218.88),(68 249869.69),(69 253167.08),(70 257023.86),(71 261759.13),(72 266387.38),(73 271551.84),(74 277517.22),(75 282902.16),(76 287213.06),(77 292948.13),(78 299280.22),(79 304361.88),
(1 9201.467),(2 31481.422),(3 60879.957),(4 91477.85),(5 119585.03),(6 144415.97),(7 166035.9),(8 183464.92),(9 196129.84),(10 203969.84),(11 207131.28),(12 206900.05),(13 206050.13),(14 205451.5),(15 203797.88),(16 202047.16),(17 200458.48),(18 198151.58),(19 195066.67),(20 192075.84),(21 190871.02),(22 190716.6),(23 192750.95),(24 197866.38),(25 204247.36),(26 212701.9),(27 221693.64),(28 230731.52),(29 238730.5),(30 245049.98),(31 249088.8),(32 250297.5),(33 251201.25),(34 250805.73),(35 249824.97),(36 248996.23),(37 247259.97),(38 245487.03),(39 244603.7),(40 245019.52),(41 249850.72),(42 257489.44),(43 264581.97),(44 270269.84),(45 274670.88),(46 278261.22),(47 281239.6),(48 284165.06),(49 286561.78),(50 289898.88),(51 291650.06),(52 293899.1),(53 297316.2),(54 299435.6),(55 299815),(56 297798.72),(57 294775.34),(58 290246.34),(59 285269.84),(60 279759.03),(61 274360.53),(62 268525.25),(63 262778.63),(64 258575.4),(65 257116.83),(66 258308.72),(67 261901.34),(68 267533.78),(69 273296.2),(70 280384.47),(71 285939.03),(72 288644.34),(73 288197.13),(74 286458.34),(75 283640.53),(76 280669.53),(77 279102.78),(78 279811),(79 280513.3),
(1 9417.301),(2 32059.877),(3 61110.29),(4 91233.72),(5 119045.31),(6 143106.28),(7 162423.69),(8 176884.52),(9 185310.72),(10 189174.25),(11 189676.36),(12 187636.08),(13 185035.61),(14 183460.86),(15 182254.66),(16 181601.22),(17 180851.13),(18 181649.47),(19 183366.95),(20 185724.39),(21 188570.83),(22 193400.38),(23 198155.19),(24 202888.2),(25 207588.58),(26 211538.3),(27 213523.17),(28 213543.94),(29 210947.22),(30 207858.03),(31 205504.06),(32 203902.77),(33 202648.69),(34 200362.77),(35 197166.92),(36 193991.47),(37 193463.27),(38 196357.5),(39 200696.14),(40 206361.75),(41 211984.67),(42 216078.61),(43 217981.48),(44 217362.47),(45 216569.61),(46 216250.95),(47 218488.72),(48 222864.27),(49 228948.55),(50 236359.89),(51 244082.03),(52 251017.83),(53 255886.77),(54 259210.19),(55 260838.08),(56 259937.53),(57 256793.7),(58 249776.5),(59 240692.98),(60 230136.11),(61 220268.88),(62 213428.28),(63 211009.72),(64 212274.61),(65 216156.52),(66 221545.72),(67 228034.19),(68 233100.39),(69 234860.77),(70 234234.08),(71 232290.4),(72 228530.88),(73 224769.31),(74 221978.75),(75 221462.52),(76 222296.86),(77 224620.17),(78 228467.83),(79 233457.5),
(1 9384.255),(2 31614.75),(3 60879.33),(4 92270.12),(5 122467.445),(6 149037.42),(7 172261.02),(8 191033.75),(9 205936.11),(10 217618),(11 226657.64),(12 233836.22),(13 239542.39),(14 242479.22),(15 240702.33),(16 236309.22),(17 230136.86),(18 223694.28),(19 217412.13),(20 211962.14),(21 207548.7),(22 204271.31),(23 201511.97),(24 198699.83),(25 196042.5),(26 195634.97),(27 196405.81),(28 198324.44),(29 200556.52),(30 203781.8),(31 207376.81),(32 211309.56),(33 214808.94),(34 216671.14),(35 218709),(36 222570.5),(37 229522.39),(38 238425.56),(39 248927.86),(40 258700.97),(41 266479.66),(42 272094.63),(43 274819.3),(44 274848.44),(45 273816.9),(46 272553.66),(47 270975.94),(48 268812.53),(49 266427.56),(50 263415.44),(51 261617.94),(52 260946.89),(53 261874.64),(54 261648.53),(55 259960.56),(56 256840.75),(57 252053.11),(58 245943.17),(59 239237.58),(60 230812.97),(61 223134.2),(62 217851.92),(63 214415.45),(64 212444.89),(65 211781.53),(66 212850.06),(67 213722.83),(68 215571.58),(69 216159.95),(70 216071.2),(71 214480.63),(72 212567),(73 211363.05),(74 210962.89),(75 213051.06),(76 217636.56),(77 223338.02),(78 228622.81),(79 234212.61),
(1 9638.383),(2 32765.738),(3 62969.273),(4 95123.266),(5 125299.58),(6 150514.9),(7 170164),(8 182772.9),(9 189608.14),(10 192190.47),(11 191351.3),(12 188965.34),(13 186634.94),(14 185024.6),(15 184395.13),(16 183729.36),(17 181128.7),(18 177996.44),(19 174366.27),(20 171468.95),(21 169751.45),(22 168702.13),(23 168829.25),(24 169552.52),(25 171732.36),(26 174707),(27 178409.45),(28 182754.73),(29 187044.34),(30 192226.2),(31 198041.36),(32 204880.97),(33 210138.34),(34 212339.39),(35 212805.83),(36 212842.23),(37 212261.58),(38 211741.45),(39 212210.72),(40 213096.06),(41 213844.7),(42 214350.28),(43 216561.02),(44 218734.9),(45 222479.13),(46 228159.13),(47 235062.97),(48 241897.3),(49 247353.16),(50 251053.63),(51 254752.81),(52 255907.3),(53 254325.39),(54 249561.05),(55 243936.61),(56 239127.2),(57 235557.28),(58 232363.3),(59 230525.2),(60 229480.92),(61 230237.94),(62 232095.08),(63 233708.64),(64 234822.81),(65 234704.52),(66 232624.31),(67 228957.9),(68 224677.6),(69 219670.27),(70 215887.83),(71 213402.53),(72 212093.9),(73 212948.36),(74 215840.39),(75 218123.52),(76 218992.75),(77 218056.7),(78 215605.42),(79 213134.11),
