1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 118.8435),(2 164.3282),(3 193.14246),(4 205.34966),(5 214.29788),(6 220.76573),(7 224.49608),(8 227.70285),(9 234.25478),(10 236.18266),(11 243.40262),(12 245.70726),(13 247.22302),(14 247.81294),(15 252.00673),(16 258.44287),(17 260.73056),(18 260.42117),(19 261.27316),(20 260.50394),(21 261.13324),(22 262.60825),(23 266.55234),(24 265.185),(25 267.73187),(26 264.07233),(27 260.1251),(28 254.74721),(29 251.87679),(30 251.83441),(31 252.88223),(32 254.799),(33 258.56985),(34 259.07056),(35 261.40936),(36 261.8223),(37 261.672),(38 259.27582),(39 258.79523),(40 255.51068),(41 257.14902),(42 257.5857),(43 255.17772),(44 253.87776),(45 255.34319),(46 259.7138),(47 259.1471),(48 254.86354),(49 256.7964),(50 258.51633),(51 255.7341),(52 256.52798),(53 257.0846),(54 258.20834),(55 259.99002),(56 259.83646),(57 259.43576),(58 259.71512),(59 260.61703),(60 256.32346),(61 251.18222),(62 250.63972),(63 256.10437),(64 259.81372),(65 263.5247),(66 262.75656),(67 262.9184),(68 263.68884),(69 264.64835),(70 260.5643),(71 261.07556),(72 262.39487),(73 260.4785),(74 256.48523),(75 254.50137),(76 253.0935),(77 252.15189),(78 257.34665),(79 263.44965),
(1 117.66543),(2 162.6542),(3 188.47784),(4 199.49352),(5 209.38533),(6 219.96309),(7 230.22795),(8 231.7637),(9 235.43167),(10 236.60316),(11 240.40074),(12 241.14667),(13 240.78065),(14 243.7656),(15 251.66194),(16 256.28564),(17 259.12695),(18 256.30273),(19 252.3882),(20 253.90765),(21 257.72772),(22 257.47464),(23 257.1752),(24 258.5015),(25 262.07895),(26 258.33728),(27 255.73653),(28 249.84518),(29 251.13701),(30 253.29344),(31 254.44905),(32 250.55608),(33 251.952),(34 254.85243),(35 260.57312),(36 258.99875),(37 260.13638),(38 255.60208),(39 256.1237),(40 255.57574),(41 255.94048),(42 259.095),(43 257.61322),(44 257.87625),(45 258.95813),(46 257.4037),(47 256.96982),(48 257.00845),(49 259.18774),(50 260.4425),(51 255.17659),(52 255.45425),(53 256.43655),(54 254.8265),(55 253.36131),(56 254.49994),(57 250.5204),(58 253.1107),(59 250.86868),(60 247.85762),(61 249.37552),(62 248.95682),(63 252.65211),(64 252.6413),(65 254.31183),(66 250.87215),(67 250.78667),(68 251.26309),(69 252.69217),(70 251.50124),(71 252.22475),(72 254.33342),(73 254.03816),(74 254.54312),(75 250.22012),(76 251.85243),(77 251.47069),(78 255.16953),(79 257.0774),
(1 118.16551),(2 160.75546),(3 184.97054),(4 202.65198),(5 211.1838),(6 219.04533),(7 227.77896),(8 230.81465),(9 234.16794),(10 236.98418),(11 238.80055),(12 239.07796),(13 240.11688),(14 243.63632),(15 251.35767),(16 254.59615),(17 253.29004),(18 251.42854),(19 250.99701),(20 253.14609),(21 255.2139),(22 254.22043),(23 253.41808),(24 253.86206),(25 251.69296),(26 251.92561),(27 253.09042),(28 253.85014),(29 255.78256),(30 256.5565),(31 258.0717),(32 259.83646),(33 262.04507),(34 261.4999),(35 263.46002),(36 260.73123),(37 261.8707),(38 260.84256),(39 262.35693),(40 258.56085),(41 262.55423),(42 264.8445),(43 262.41043),(44 263.02142),(45 262.98132),(46 260.97534),(47 259.05292),(48 257.78024),(49 258.362),(50 257.3264),(51 256.4517),(52 254.5966),(53 255.10362),(54 253.76276),(55 254.22101),(56 254.05795),(57 250.5586),(58 251.24199),(59 250.96431),(60 255.72952),(61 257.74603),(62 256.68393),(63 258.2603),(64 256.78235),(65 257.25433),(66 256.217),(67 260.84592),(68 265.46713),(69 264.78256),(70 263.59607),(71 262.48672),(72 260.76663),(73 262.3104),(74 264.40793),(75 263.64816),(76 257.16324),(77 255.59615),(78 258.45514),(79 261.1617),
(1 117.802376),(2 158.26157),(3 183.39961),(4 194.8366),(5 202.03104),(6 211.12517),(7 216.13828),(8 218.15904),(9 220.49605),(10 219.78058),(11 222.9349),(12 225.35728),(13 224.17264),(14 226.86546),(15 232.35791),(16 235.81268),(17 238.94698),(18 241.002),(19 242.9519),(20 249.12186),(21 250.58578),(22 247.94681),(23 245.34924),(24 246.65132),(25 245.23029),(26 245.54211),(27 241.14862),(28 239.97206),(29 241.3098),(30 241.31299),(31 243.69069),(32 247.31201),(33 247.64076),(34 247.05882),(35 245.74832),(36 242.18103),(37 238.36371),(38 236.72026),(39 238.00558),(40 235.52702),(41 233.66954),(42 236.3894),(43 234.0632),(44 235.81358),(45 235.56548),(46 234.38158),(47 236.37025),(48 234.6465),(49 240.09239),(50 242.77052),(51 242.16412),(52 239.43275),(53 245.53143),(54 245.13307),(55 245.04248),(56 246.29222),(57 246.21144),(58 248.61295),(59 246.15224),(60 246.12343),(61 247.35355),(62 250.32114),(63 249.68408),(64 245.86319),(65 243.13936),(66 246.07831),(67 244.71696),(68 245.21196),(69 249.56775),(70 248.09053),(71 251.80278),(72 248.3671),(73 249.93893),(74 247.29286),(75 251.78314),(76 251.63486),(77 251.35138),(78 252.99838),(79 252.79068),
(1 120.85324),(2 166.32674),(3 189.33565),(4 200.06996),(5 206.7657),(6 213.10303),(7 218.80113),(8 218.8009),(9 225.96281),(10 230.10056),(11 235.18083),(12 238.54077),(13 236.5683),(14 236.85774),(15 244.61748),(16 247.00655),(17 252.43384),(18 249.80206),(19 248.26457),(20 252.3261),(21 249.76907),(22 251.80087),(23 255.31075),(24 255.88588),(25 257.23187),(26 254.84969),(27 255.1328),(28 251.74356),(29 253.59236),(30 255.14285),(31 255.3914),(32 257.89056),(33 257.49707),(34 256.08026),(35 258.6458),(36 252.88649),(37 250.18414),(38 250.04251),(39 249.67471),(40 253.82915),(41 248.01654),(42 246.2656),(43 245.58575),(44 247.90218),(45 246.76085),(46 247.73729),(47 248.29874),(48 246.28577),(49 252.16238),(50 254.32257),(51 256.9303),(52 252.25471),(53 252.85252),(54 256.2637),(55 255.9068),(56 255.85205),(57 255.65419),(58 253.66907),(59 252.58498),(60 250.24379),(61 251.18639),(62 254.18123),(63 253.95503),(64 251.20227),(65 252.79979),(66 254.15536),(67 255.20903),(68 254.90553),(69 254.88043),(70 252.29434),(71 252.7904),(72 251.76942),(73 253.70367),(74 253.85135),(75 252.90205),(76 251.02823),(77 248.36218),(78 248.67429),(79 246.80437),
(1 116.63713),(2 161.01524),(3 184.18842),(4 197.09752),(5 203.16766),(6 213.38127),(7 221.5883),(8 225.17068),(9 228.61673),(10 228.50043),(11 234.67699),(12 238.11754),(13 240.76726),(14 239.92967),(15 245.52386),(16 247.53836),(17 248.17764),(18 247.20819),(19 242.49757),(20 245.93047),(21 245.59328),(22 246.6113),(23 252.2286),(24 249.17462),(25 247.12833),(26 249.39632),(27 249.72433),(28 249.24928),(29 250.51201),(30 250.9864),(31 250.74942),(32 253.28836),(33 256.56845),(34 258.33447),(35 258.3857),(36 255.71611),(37 251.33421),(38 255.27867),(39 253.90988),(40 251.64374),(41 252.01973),(42 254.22386),(43 253.66252),(44 255.58975),(45 253.26439),(46 250.37811),(47 252.4855),(48 253.08632),(49 253.21158),(50 256.7944),(51 257.53543),(52 259.38672),(53 255.24457),(54 252.13391),(55 251.16364),(56 255.2537),(57 254.58708),(58 253.59564),(59 255.29419),(60 251.32953),(61 251.98125),(62 254.24648),(63 253.65955),(64 256.01724),(65 257.27106),(66 256.8381),(67 257.58875),(68 260.19983),(69 257.12915),(70 255.81033),(71 255.68782),(72 256.0982),(73 255.70547),(74 255.5371),(75 254.81833),(76 254.32146),(77 251.626),(78 250.65477),(79 249.74515),
(1 117.0946),(2 160.7035),(3 183.29124),(4 193.21791),(5 205.16023),(6 219.71838),(7 228.46288),(8 230.59448),(9 229.8711),(10 233.85757),(11 235.93297),(12 237.4937),(13 236.35458),(14 238.23346),(15 243.61472),(16 245.3858),(17 247.51991),(18 249.75398),(19 249.71983),(20 253.7828),(21 256.62857),(22 254.76099),(23 254.8446),(24 251.5875),(25 250.21822),(26 252.5992),(27 253.12662),(28 256.41904),(29 254.88496),(30 251.10646),(31 247.89604),(32 249.87816),(33 253.80614),(34 253.11093),(35 253.60986),(36 250.48004),(37 249.14526),(38 250.93362),(39 247.65097),(40 246.55911),(41 244.16953),(42 246.07785),(43 244.59691),(44 246.25935),(45 246.2614),(46 247.14633),(47 245.4903),(48 243.29349),(49 242.84515),(50 241.94135),(51 244.01064),(52 248.13475),(53 249.16765),(54 243.63718),(55 244.69595),(56 251.23273),(57 252.73082),(58 251.56471),(59 251.55016),(60 249.25743),(61 253.23744),(62 253.82101),(63 254.62376),(64 251.0386),(65 251.22258),(66 248.49771),(67 248.73018),(68 254.83119),(69 256.31775),(70 255.52586),(71 258.0478),(72 254.20456),(73 254.95035),(74 256.44778),(75 256.76807),(76 254.19052),(77 256.0674),(78 257.39496),(79 261.73593),
(1 117.26178),(2 161.0157),(3 183.91432),(4 194.33406),(5 204.9951),(6 218.84683),(7 223.24733),(8 225.85793),(9 229.46404),(10 236.06737),(11 235.88321),(12 237.11807),(13 239.14615),(14 239.23895),(15 241.46788),(16 243.99857),(17 246.60808),(18 247.46918),(19 244.86095),(20 243.11615),(21 246.1279),(22 249.23972),(23 251.71567),(24 251.48668),(25 249.68166),(26 250.59018),(27 250.80788),(28 249.64044),(29 246.29279),(30 243.77313),(31 242.40503),(32 244.35095),(33 245.84857),(34 248.70093),(35 249.57242),(36 244.1407),(37 246.13107),(38 246.28972),(39 243.43398),(40 243.79045),(41 243.51105),(42 247.65392),(43 246.29146),(44 245.10507),(45 244.3568),(46 239.87955),(47 239.28526),(48 244.45589),(49 249.05656),(50 250.11612),(51 252.99312),(52 253.95494),(53 252.51268),(54 252.14458),(55 251.81055),(56 252.37842),(57 252.72249),(58 250.5194),(59 251.13017),(60 249.34053),(61 249.77974),(62 250.71832),(63 246.67174),(64 242.64282),(65 242.25587),(66 241.62433),(67 242.94861),(68 245.90195),(69 246.12814),(70 246.15912),(71 248.88115),(72 248.7747),(73 249.263),(74 248.86983),(75 247.9345),(76 247.74854),(77 250.01706),(78 256.02896),(79 255.33574),
(1 112.808815),(2 155.5808),(3 179.88103),(4 191.31268),(5 204.61478),(6 213.69933),(7 220.45313),(8 218.30988),(9 223.20587),(10 226.6327),(11 229.61433),(12 230.73701),(13 232.68875),(14 234.61676),(15 236.19824),(16 235.86456),(17 236.64337),(18 236.601),(19 234.75977),(20 238.03136),(21 242.0721),(22 240.24727),(23 245.57611),(24 242.09535),(25 245.15854),(26 244.02966),(27 244.18878),(28 244.47571),(29 243.20146),(30 244.19533),(31 244.72073),(32 245.8971),(33 243.97395),(34 244.95268),(35 245.93886),(36 242.33565),(37 243.83728),(38 243.25017),(39 240.31984),(40 240.13356),(41 239.91989),(42 244.77296),(43 241.7785),(44 239.8503),(45 240.87865),(46 236.98206),(47 238.74442),(48 242.72183),(49 251.09868),(50 250.60332),(51 250.43785),(52 253.05246),(53 249.98407),(54 248.70409),(55 246.83003),(56 248.73317),(57 249.0837),(58 250.88506),(59 250.75197),(60 246.73636),(61 249.89392),(62 250.43002),(63 250.14326),(64 249.08969),(65 252.12762),(66 253.24542),(67 255.69298),(68 251.8786),(69 249.49149),(70 244.39453),(71 242.84174),(72 240.8733),(73 243.14174),(74 246.09624),(75 249.70801),(76 251.25076),(77 249.84337),(78 251.76505),(79 249.26454),
(1 113.71878),(2 156.282),(3 179.2175),(4 189.17139),(5 196.57277),(6 207.67502),(7 211.12668),(8 210.42227),(9 211.88992),(10 218.54784),(11 226.61748),(12 227.73819),(13 230.6956),(14 232.5487),(15 235.1769),(16 237.17346),(17 236.98615),(18 235.63362),(19 235.08008),(20 238.49382),(21 239.03842),(22 241.39452),(23 247.26965),(24 243.6033),(25 243.95663),(26 239.47662),(27 241.20532),(28 240.88525),(29 240.1927),(30 239.59885),(31 241.25633),(32 242.9222),(33 239.20161),(34 236.61934),(35 235.43626),(36 237.28365),(37 235.34647),(38 234.85397),(39 234.24796),(40 236.83046),(41 234.18753),(42 233.6167),(43 232.62468),(44 232.01761),(45 233.48856),(46 233.62943),(47 238.27708),(48 239.18498),(49 244.19432),(50 243.38136),(51 244.46501),(52 243.4672),(53 245.44489),(54 243.11581),(55 243.89783),(56 242.95988),(57 240.97758),(58 243.25854),(59 244.97455),(60 244.67169),(61 242.41283),(62 236.92381),(63 239.02231),(64 237.76439),(65 240.53366),(66 239.00421),(67 240.0303),(68 239.656),(69 240.44121),(70 239.61496),(71 243.00516),(72 243.56677),(73 240.31299),(74 239.02698),(75 240.48141),(76 236.844),(77 238.5094),(78 242.18028),(79 243.2405),
(1 110.633255),(2 155.50902),(3 179.21147),(4 184.40686),(5 191.24657),(6 197.64597),(7 202.35242),(8 206.33943),(9 207.95189),(10 215.24571),(11 216.25494),(12 217.96951),(13 224.65536),(14 225.45546),(15 228.73573),(16 231.71341),(17 231.57967),(18 234.23361),(19 235.71841),(20 235.04874),(21 230.70491),(22 233.67166),(23 238.9035),(24 233.8806),(25 231.96268),(26 230.01236),(27 232.10565),(28 230.59383),(29 228.60838),(30 228.31125),(31 232.03403),(32 236.60945),(33 231.25557),(34 229.74315),(35 231.58676),(36 231.74078),(37 231.40178),(38 230.14568),(39 234.28392),(40 234.50546),(41 230.98726),(42 235.28717),(43 236.54756),(44 232.84415),(45 236.92075),(46 237.16907),(47 237.29015),(48 238.35846),(49 238.21162),(50 236.56693),(51 237.78041),(52 236.06549),(53 237.05225),(54 238.20459),(55 237.81522),(56 235.74774),(57 234.96425),(58 233.4179),(59 234.15196),(60 231.00473),(61 231.4075),(62 230.7766),(63 232.25941),(64 231.77486),(65 230.63583),(66 228.69669),(67 228.31316),(68 231.81227),(69 231.96703),(70 231.94739),(71 234.18562),(72 232.3874),(73 237.07164),(74 234.03203),(75 233.80815),(76 234.71487),(77 234.44122),(78 235.44171),(79 237.85338),
(1 113.031784),(2 157.00372),(3 180.99954),(4 185.21423),(5 191.67424),(6 199.98665),(7 203.7578),(8 208.32155),(9 214.18956),(10 217.54541),(11 219.98491),(12 215.32607),(13 217.61835),(14 218.55237),(15 221.66911),(16 224.46992),(17 225.2984),(18 227.12517),(19 227.84836),(20 224.07245),(21 223.66893),(22 225.89697),(23 232.09941),(24 227.8671),(25 229.74246),(26 230.36845),(27 230.44656),(28 229.60728),(29 232.21446),(30 227.7723),(31 227.52686),(32 229.66681),(33 229.54529),(34 229.9219),(35 228.9233),(36 224.57182),(37 224.05392),(38 225.22255),(39 229.31555),(40 231.34032),(41 228.53065),(42 231.61961),(43 234.8942),(44 233.39821),(45 230.65582),(46 227.98044),(47 231.45473),(48 229.045),(49 229.4874),(50 231.78656),(51 232.3706),(52 231.70415),(53 230.83368),(54 234.53114),(55 233.69228),(56 233.23247),(57 230.82169),(58 228.63966),(59 229.89944),(60 229.65204),(61 228.29648),(62 229.24295),(63 230.88835),(64 231.0079),(65 228.26216),(66 228.16734),(67 224.56958),(68 227.57635),(69 232.69316),(70 229.77637),(71 233.51814),(72 234.40279),(73 235.36218),(74 228.70631),(75 231.53996),(76 230.65668),(77 229.65508),(78 230.9613),(79 233.41129),
(1 110.01845),(2 154.82092),(3 181.26193),(4 189.7033),(5 196.48175),(6 201.28049),(7 204.171),(8 212.03076),(9 220.26016),(10 222.86574),(11 226.43793),(12 228.7204),(13 229.14049),(14 231.46983),(15 232.86288),(16 232.00677),(17 234.52116),(18 237.26204),(19 236.50742),(20 231.34137),(21 231.86267),(22 234.0875),(23 233.54774),(24 235.06868),(25 235.91386),(26 237.11577),(27 237.40231),(28 237.41359),(29 236.17265),(30 234.02359),(31 234.9245),(32 231.93033),(33 228.99776),(34 231.49895),(35 231.6394),(36 230.70973),(37 231.66493),(38 233.93686),(39 234.0041),(40 233.51678),(41 233.7778),(42 233.56503),(43 233.70369),(44 236.63998),(45 237.52377),(46 236.26692),(47 237.43202),(48 236.12552),(49 233.89456),(50 235.11237),(51 235.72682),(52 231.21103),(53 228.0785),(54 231.40808),(55 230.16084),(56 230.46138),(57 230.8797),(58 231.25078),(59 231.46028),(60 232.29005),(61 231.20895),(62 228.9982),(63 233.35733),(64 233.44374),(65 229.92778),(66 230.53627),(67 228.61166),(68 229.73479),(69 233.42693),(70 234.815),(71 238.5329),(72 234.88736),(73 236.07297),(74 235.18547),(75 238.93054),(76 237.75566),(77 237.22827),(78 237.14291),(79 239.84283),
(1 107.340965),(2 145.57285),(3 171.2856),(4 180.81975),(5 185.74706),(6 194.28859),(7 198.03137),(8 201.41591),(9 205.36273),(10 209.96196),(11 212.53821),(12 212.21312),(13 219.32745),(14 223.35284),(15 230.5406),(16 227.97566),(17 226.40799),(18 224.29749),(19 225.65732),(20 223.71558),(21 229.81053),(22 233.06831),(23 233.03468),(24 234.81117),(25 235.39153),(26 239.24286),(27 235.50533),(28 233.66289),(29 234.99184),(30 235.56253),(31 235.81793),(32 233.91025),(33 232.186),(34 229.9954),(35 230.2468),(36 229.02159),(37 231.54738),(38 232.97502),(39 231.87135),(40 234.31967),(41 233.14876),(42 231.33768),(43 232.56949),(44 235.7336),(45 242.77675),(46 240.07466),(47 237.73485),(48 236.63666),(49 235.58058),(50 239.04762),(51 237.81068),(52 239.00632),(53 237.71872),(54 241.46529),(55 240.84001),(56 240.75157),(57 237.18182),(58 235.16884),(59 235.08965),(60 233.2262),(61 235.00385),(62 234.68243),(63 238.49147),(64 239.84846),(65 235.61694),(66 236.2356),(67 237.20859),(68 233.61386),(69 235.41435),(70 238.96992),(71 242.35988),(72 241.88145),(73 248.49152),(74 245.70248),(75 241.47649),(76 242.67833),(77 241.18355),(78 237.66246),(79 237.54703),
(1 108.50434),(2 149.06627),(3 171.27277),(4 179.89905),(5 188.15076),(6 192.85536),(7 197.32852),(8 202.88824),(9 208.38664),(10 215.03078),(11 217.43132),(12 215.76892),(13 221.58707),(14 224.72769),(15 228.21922),(16 227.47478),(17 225.00858),(18 224.07816),(19 223.42026),(20 224.46082),(21 225.01376),(22 226.49496),(23 225.67111),(24 225.05025),(25 224.1996),(26 222.74303),(27 221.56374),(28 223.26645),(29 219.62556),(30 219.43591),(31 222.09152),(32 222.30676),(33 222.97331),(34 220.33398),(35 221.30875),(36 219.49738),(37 219.89665),(38 219.81717),(39 226.19131),(40 225.23657),(41 226.5078),(42 229.76385),(43 230.89738),(44 230.31325),(45 233.51788),(46 234.26735),(47 232.11491),(48 231.36221),(49 231.76382),(50 230.47469),(51 234.45602),(52 231.57677),(53 230.59293),(54 232.30722),(55 233.18782),(56 231.83578),(57 232.6774),(58 232.08707),(59 232.15771),(60 228.36063),(61 226.38428),(62 229.16827),(63 234.18665),(64 238.44997),(65 239.79594),(66 240.55865),(67 239.37282),(68 241.76167),(69 246.51257),(70 248.13966),(71 249.50137),(72 247.22215),(73 248.90015),(74 248.86157),(75 248.46864),(76 246.3995),(77 246.37048),(78 246.36014),(79 245.61052),
(1 106.32699),(2 147.1253),(3 169.97377),(4 176.57315),(5 184.97752),(6 193.27402),(7 199.16748),(8 206.57777),(9 213.48737),(10 217.59102),(11 217.39204),(12 213.7516),(13 216.97343),(14 219.08588),(15 223.09218),(16 224.28697),(17 223.20024),(18 225.17578),(19 225.58304),(20 229.7294),(21 228.13039),(22 224.9044),(23 228.4382),(24 225.23708),(25 226.6978),(26 226.60773),(27 226.74017),(28 227.92746),(29 225.442),(30 222.98195),(31 224.56433),(32 225.6595),(33 227.86311),(34 226.91052),(35 226.16109),(36 223.16644),(37 220.49214),(38 222.0716),(39 224.00761),(40 224.99954),(41 225.01045),(42 224.69656),(43 223.77075),(44 223.25296),(45 226.13736),(46 225.40564),(47 226.8106),(48 223.25401),(49 227.08978),(50 228.4429),(51 228.32472),(52 223.24149),(53 222.035),(54 224.35683),(55 226.18236),(56 226.66675),(57 227.94806),(58 229.2104),(59 230.24315),(60 230.53357),(61 229.22449),(62 227.04362),(63 223.74393),(64 227.1355),(65 226.55074),(66 225.60605),(67 225.94167),(68 228.5617),(69 229.63235),(70 232.6706),(71 234.94774),(72 235.27757),(73 237.61435),(74 234.95589),(75 235.35963),(76 235.4327),(77 236.66978),(78 240.34462),(79 239.5366),
(1 109.23549),(2 147.94633),(3 170.2545),(4 178.50108),(5 187.32405),(6 195.9714),(7 202.27588),(8 207.43912),(9 212.87491),(10 215.31541),(11 216.50685),(12 215.4852),(13 219.3264),(14 221.05968),(15 221.03462),(16 219.70433),(17 222.32034),(18 227.37465),(19 229.37369),(20 231.02475),(21 228.26346),(22 227.63516),(23 231.95547),(24 235.29556),(25 236.65858),(26 236.9178),(27 232.74936),(28 233.56989),(29 233.89432),(30 228.6064),(31 230.58853),(32 226.94847),(33 224.89381),(34 223.84322),(35 221.07611),(36 221.34207),(37 221.15533),(38 224.8189),(39 226.36009),(40 226.87238),(41 229.25642),(42 232.67714),(43 230.66779),(44 230.41455),(45 233.58437),(46 234.43616),(47 235.96762),(48 233.41371),(49 240.54446),(50 239.33575),(51 241.00749),(52 237.86623),(53 234.42723),(54 237.00522),(55 236.60309),(56 241.51839),(57 239.6815),(58 239.34683),(59 240.2141),(60 239.54837),(61 239.62494),(62 233.06534),(63 230.9382),(64 228.8789),(65 227.92749),(66 230.30383),(67 230.52403),(68 232.73204),(69 235.81544),(70 233.11115),(71 235.02873),(72 233.87082),(73 237.48328),(74 235.93523),(75 236.85191),(76 231.79169),(77 234.16847),(78 233.07156),(79 234.09329),
(1 109.96819),(2 148.36723),(3 172.5828),(4 180.54422),(5 188.61203),(6 200.40182),(7 203.71379),(8 211.5611),(9 216.35413),(10 219.98216),(11 222.35104),(12 221.93445),(13 229.94016),(14 231.67296),(15 232.61592),(16 225.98802),(17 225.87872),(18 228.16287),(19 226.63498),(20 225.88206),(21 227.59483),(22 231.36436),(23 236.51727),(24 237.30937),(25 236.95236),(26 235.40688),(27 234.90788),(28 234.3948),(29 233.34004),(30 233.19824),(31 234.91862),(32 235.00455),(33 231.71063),(34 226.32973),(35 225.28212),(36 221.4108),(37 222.39688),(38 224.58366),(39 228.34128),(40 232.24202),(41 233.29178),(42 231.26237),(43 228.02586),(44 230.73386),(45 231.78572),(46 233.1318),(47 234.41273),(48 234.11337),(49 236.70178),(50 236.2347),(51 238.12242),(52 235.081),(53 233.11017),(54 234.73216),(55 235.5987),(56 235.09007),(57 232.36928),(58 230.3167),(59 229.34164),(60 227.66058),(61 228.77258),(62 225.82219),(63 226.22108),(64 225.10657),(65 222.93112),(66 223.40538),(67 224.78206),(68 228.11891),(69 232.4957),(70 231.48921),(71 234.45097),(72 234.74664),(73 238.64827),(74 235.82022),(75 236.96623),(76 233.84149),(77 233.44435),(78 235.35406),(79 234.08981),
