1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10057.243),(2 19226.768),(3 36731.035),(4 50073.188),(5 65327.375),(6 84493.54),(7 100567.336),(8 119982.85),(9 138023.98),(10 160949.52),(11 179460.3),(12 198856.61),(13 218755.38),(14 244636.55),(15 271690.97),(16 293235.4),(17 324107.66),(18 346225),(19 378570.66),(20 404204.9),(21 437079.5),(22 464450.4),(23 495345.63),(24 533682.1),(25 561207.3),(26 603803.56),(27 648907.56),(28 686301),(29 748626.75),(30 797596.7),(31 853624),(32 895538.2),(33 946687.5),(34 990221.3),(35 1018615.75),(36 1057776.4),(37 1088006.9),(38 1120041.6),(39 1150585.1),(40 1173693),(41 1214951.1),(42 1240152.5),(43 1282165.6),(44 1320941.5),(45 1365828),(46 1401718.9),(47 1441896),(48 1493911.6),(49 1547797),(50 1617400),(51 1665607),(52 1707693.9),(53 1791074.9),(54 1856755.9),(55 1949156.6),(56 2040552.1),(57 2146827.8),(58 2241098.3),(59 2331843.3),(60 2459268.3),(61 2538413.3),(62 2667685),(63 2796381.3),(64 2901588.3),(65 3045084),(66 3178348),(67 3322618),(68 3467919),(69 3652850.8),(70 3792383.3),(71 3983009.3),(72 4199601.5),(73 4366218.5),(74 4551047.5),(75 4728876.5),(76 4878777),(77 5069628),(78 5237187),(79 5393818),
(1 26.686604),(2 32.051167),(3 34.762383),(4 36.161015),(5 37.467),(6 38.88254),(7 39.53327),(8 40.59431),(9 41.19516),(10 41.667645),(11 41.759933),(12 42.077427),(13 42.22191),(14 43.138515),(15 42.77643),(16 43.03697),(17 43.20637),(18 42.961407),(19 42.90589),(20 43.15561),(21 43.170174),(22 43.07305),(23 42.63784),(24 43.21193),(25 42.809196),(26 43.577747),(27 43.146065),(28 43.08251),(29 43.496918),(30 43.776356),(31 43.76971),(32 44.02227),(33 43.703983),(34 43.827602),(35 43.647354),(36 43.404484),(37 43.612762),(38 44.716698),(39 44.129295),(40 44.37314),(41 44.39667),(42 44.330387),(43 44.57542),(44 44.404648),(45 44.86704),(46 45.198578),(47 45.55058),(48 45.32789),(49 46.00658),(50 46.21323),(51 45.665276),(52 45.616318),(53 46.04375),(54 46.28709),(55 46.120663),(56 46.460716),(57 46.199078),(58 46.28573),(59 46.43921),(60 46.719345),(61 46.7594),(62 46.78354),(63 47.066772),(64 47.07133),(65 46.968777),(66 46.558712),(67 46.228317),(68 46.600475),(69 46.744125),(70 46.531452),(71 46.397038),(72 46.600742),(73 47.01616),(74 47.04367),(75 46.817116),(76 46.784115),(77 46.392357),(78 46.37166),(79 46.474545),
(1 26.399004),(2 32.08339),(3 35.358345),(4 37.421696),(5 38.978848),(6 40.139435),(7 40.85789),(8 41.92314),(9 42.24836),(10 42.762287),(11 43.121513),(12 43.667152),(13 43.484684),(14 43.790154),(15 43.3514),(16 43.686447),(17 43.5415),(18 43.40126),(19 43.59395),(20 44.14111),(21 44.117393),(22 44.23047),(23 44.013138),(24 44.107548),(25 44.279625),(26 44.706375),(27 44.37273),(28 44.67243),(29 44.816788),(30 44.84683),(31 44.550926),(32 44.921394),(33 44.9773),(34 44.69443),(35 44.482372),(36 44.847546),(37 44.99091),(38 45.6646),(39 44.961945),(40 45.063602),(41 45.005478),(42 45.506233),(43 46.023483),(44 46.065727),(45 46.278152),(46 46.631977),(47 46.36142),(48 46.391838),(49 46.713505),(50 46.97561),(51 46.721962),(52 46.422947),(53 46.30234),(54 46.03215),(55 46.36064),(56 46.86633),(57 46.959938),(58 47.15634),(59 46.462006),(60 47.012615),(61 47.017082),(62 47.151245),(63 47.305252),(64 47.513515),(65 47.475964),(66 47.40767),(67 47.03971),(68 47.354904),(69 47.60979),(70 47.46804),(71 47.492817),(72 47.926846),(73 47.836327),(74 47.801605),(75 47.709896),(76 47.7684),(77 47.351494),(78 47.71123),(79 47.755123),
(1 26.97948),(2 32.287018),(3 35.219845),(4 36.72972),(5 38.17364),(6 39.398342),(7 40.52072),(8 40.9085),(9 41.580826),(10 42.40346),(11 42.824158),(12 42.66219),(13 42.631447),(14 43.01671),(15 43.045425),(16 43.104458),(17 43.368294),(18 43.523323),(19 43.455193),(20 44.00433),(21 43.497467),(22 43.5326),(23 43.53618),(24 43.916668),(25 43.949856),(26 44.361443),(27 43.86292),(28 43.899853),(29 43.96218),(30 44.060524),(31 44.194252),(32 44.10795),(33 44.364407),(34 44.177967),(35 44.463795),(36 44.835884),(37 45.02071),(38 45.723793),(39 45.45834),(40 45.005253),(41 44.70599),(42 44.88856),(43 44.9536),(44 45.040302),(45 45.585075),(46 45.69545),(47 45.66016),(48 46.12789),(49 46.55516),(50 46.538548),(51 46.373287),(52 46.343685),(53 46.80971),(54 46.74722),(55 46.177765),(56 46.513233),(57 46.66569),(58 46.649418),(59 46.461533),(60 46.77499),(61 46.62551),(62 47.214573),(63 46.858814),(64 47.17531),(65 46.970097),(66 46.897976),(67 47.49471),(68 47.31178),(69 47.247475),(70 47.020298),(71 47.103367),(72 47.65821),(73 47.704422),(74 47.635292),(75 47.55338),(76 47.515594),(77 47.679688),(78 47.506184),(79 47.77718),
(1 25.683723),(2 31.030037),(3 34.32154),(4 35.773518),(5 37.237022),(6 38.669987),(7 39.465336),(8 39.87055),(9 40.300034),(10 41.26109),(11 41.58666),(12 41.68676),(13 41.68353),(14 42.476048),(15 42.14715),(16 42.207157),(17 41.78373),(18 41.87252),(19 42.52427),(20 42.626625),(21 42.630962),(22 42.670685),(23 42.804344),(24 42.780636),(25 43.220882),(26 42.866207),(27 42.749073),(28 42.612755),(29 42.64693),(30 43.173943),(31 43.206318),(32 42.900738),(33 42.98218),(34 43.04808),(35 43.09055),(36 43.33022),(37 43.61376),(38 44.124207),(39 44.084007),(40 44.08511),(41 44.15291),(42 44.068718),(43 44.101105),(44 44.509903),(45 44.195137),(46 44.418045),(47 44.27782),(48 44.67728),(49 45.180637),(50 45.540268),(51 44.80223),(52 44.986492),(53 45.258114),(54 45.255745),(55 44.981903),(56 45.425114),(57 45.394714),(58 45.12259),(59 45.223846),(60 45.440495),(61 45.741024),(62 46.52024),(63 45.69615),(64 45.681374),(65 45.734783),(66 46.117065),(67 45.86319),(68 45.623802),(69 46.087505),(70 45.90932),(71 45.92851),(72 45.975792),(73 46.168972),(74 46.513428),(75 46.542538),(76 46.708702),(77 46.35041),(78 46.58181),(79 46.441288),
(1 26.55109),(2 31.535316),(3 34.65489),(4 36.074783),(5 37.539635),(6 38.898933),(7 39.77176),(8 40.67532),(9 41.176586),(10 41.69819),(11 42.14984),(12 42.404354),(13 42.721313),(14 43.159878),(15 43.049698),(16 43.26478),(17 43.112175),(18 42.96527),(19 42.822914),(20 43.28137),(21 43.704025),(22 43.405567),(23 43.437717),(24 43.88924),(25 44.1086),(26 44.17049),(27 44.64157),(28 44.66115),(29 44.34152),(30 44.470192),(31 44.608147),(32 44.643955),(33 44.36167),(34 44.20904),(35 44.405132),(36 44.17173),(37 44.29532),(38 44.73183),(39 45.04407),(40 45.301125),(41 45.33254),(42 45.36804),(43 45.62702),(44 45.55065),(45 45.981533),(46 46.040283),(47 45.713573),(48 45.70046),(49 45.87148),(50 46.11047),(51 45.957115),(52 46.329285),(53 46.133896),(54 46.02732),(55 46.096992),(56 45.85568),(57 45.85275),(58 45.604885),(59 46.018166),(60 45.611942),(61 46.53401),(62 46.716507),(63 46.088676),(64 45.967815),(65 45.97187),(66 45.835487),(67 45.776665),(68 46.190895),(69 46.211117),(70 46.035534),(71 46.20973),(72 46.39189),(73 46.567852),(74 47.346916),(75 47.033176),(76 47.13483),(77 46.83598),(78 47.132526),(79 46.91764),
(1 26.07761),(2 31.589176),(3 34.811325),(4 36.0014),(5 37.820942),(6 39.123123),(7 39.995438),(8 40.3096),(9 41.00327),(10 41.815525),(11 42.50999),(12 42.51564),(13 42.70064),(14 43.262806),(15 42.99718),(16 43.305134),(17 42.999306),(18 43.081936),(19 43.01885),(20 43.128654),(21 43.013172),(22 43.202065),(23 42.7309),(24 43.58607),(25 43.36282),(26 43.717896),(27 43.40907),(28 43.72798),(29 43.712646),(30 43.926895),(31 43.51776),(32 43.67396),(33 44.067165),(34 44.11389),(35 43.901672),(36 43.933132),(37 44.273666),(38 44.707806),(39 44.856396),(40 44.853928),(41 44.783016),(42 44.467903),(43 44.84612),(44 44.979156),(45 45.27822),(46 45.304573),(47 44.990875),(48 45.03415),(49 45.382835),(50 46.04809),(51 45.33876),(52 45.547474),(53 46.091373),(54 45.95919),(55 46.159645),(56 46.2613),(57 46.127853),(58 45.986473),(59 46.19824),(60 46.40103),(61 46.683594),(62 47.138134),(63 46.771217),(64 46.439423),(65 46.533337),(66 46.365948),(67 45.83801),(68 46.00366),(69 46.054363),(70 45.82655),(71 45.475994),(72 45.8619),(73 46.168427),(74 46.784607),(75 46.83585),(76 47.06887),(77 46.63821),(78 46.57124),(79 46.595646),
(1 25.923569),(2 31.48053),(3 34.720997),(4 36.075714),(5 37.271046),(6 38.89692),(7 39.84099),(8 40.984604),(9 41.84175),(10 42.5315),(11 42.61921),(12 42.70125),(13 43.160603),(14 43.58182),(15 42.85909),(16 42.925304),(17 43.516773),(18 43.36228),(19 43.44758),(20 43.521046),(21 43.224037),(22 43.30844),(23 42.884644),(24 43.44536),(25 43.41415),(26 43.720356),(27 43.58449),(28 43.653744),(29 43.689526),(30 43.503407),(31 43.355274),(32 43.43699),(33 43.993877),(34 44.117878),(35 43.907036),(36 44.030277),(37 44.03394),(38 44.150646),(39 44.374313),(40 44.385372),(41 44.06858),(42 44.27667),(43 44.912125),(44 45.298557),(45 45.054447),(46 45.193478),(47 45.38871),(48 45.64572),(49 45.855793),(50 46.45789),(51 45.69757),(52 45.471355),(53 45.69502),(54 45.368458),(55 45.564796),(56 45.929405),(57 45.772602),(58 45.75636),(59 45.761765),(60 45.784466),(61 45.966003),(62 46.079338),(63 46.176434),(64 46.413795),(65 46.1951),(66 46.37421),(67 46.631153),(68 47.00198),(69 46.71413),(70 46.996902),(71 47.087646),(72 46.585854),(73 46.913616),(74 46.99951),(75 46.693916),(76 46.768837),(77 46.609135),(78 46.70963),(79 47.307514),
(1 26.39703),(2 31.767866),(3 34.556908),(4 36.12633),(5 37.515556),(6 38.651608),(7 39.542652),(8 40.227543),(9 41.070995),(10 41.5578),(11 41.873627),(12 42.15305),(13 42.350906),(14 42.609688),(15 42.73861),(16 43.127014),(17 42.644695),(18 42.543465),(19 43.084778),(20 43.237926),(21 43.09047),(22 43.275562),(23 43.42625),(24 43.380768),(25 43.762363),(26 43.9403),(27 43.52973),(28 43.187782),(29 43.458786),(30 43.64156),(31 43.58647),(32 43.46036),(33 44.08451),(34 44.038715),(35 43.87179),(36 44.20734),(37 44.361103),(38 44.822),(39 44.33155),(40 44.311092),(41 44.54248),(42 44.104465),(43 44.44703),(44 45.002167),(45 44.66745),(46 44.739315),(47 44.93023),(48 45.379597),(49 45.152515),(50 45.126957),(51 44.935036),(52 45.128994),(53 45.379585),(54 44.886757),(55 45.330513),(56 45.196213),(57 45.46595),(58 45.43098),(59 45.734497),(60 44.89658),(61 45.372402),(62 45.862),(63 45.660294),(64 45.753136),(65 45.882534),(66 45.87118),(67 45.871685),(68 45.326584),(69 45.46858),(70 45.94862),(71 46.11322),(72 46.17102),(73 46.704216),(74 46.441216),(75 46.497406),(76 46.55613),(77 46.070007),(78 46.46748),(79 46.95225),
(1 25.350176),(2 30.63618),(3 33.488735),(4 35.347473),(5 36.56681),(6 37.838203),(7 39.05324),(8 39.876545),(9 40.72597),(10 41.30687),(11 41.898174),(12 41.79144),(13 41.93871),(14 42.47729),(15 42.30427),(16 42.500977),(17 42.309032),(18 42.521053),(19 42.425003),(20 42.785286),(21 42.749153),(22 42.74319),(23 43.124687),(24 42.994617),(25 43.10886),(26 43.31695),(27 43.101933),(28 43.10491),(29 42.969948),(30 43.124928),(31 43.225174),(32 43.321274),(33 43.356747),(34 43.301933),(35 43.508183),(36 43.79821),(37 43.596104),(38 43.90926),(39 43.789936),(40 43.3931),(41 43.938286),(42 43.515854),(43 44.012142),(44 44.095158),(45 44.452656),(46 44.97324),(47 44.519127),(48 45.020065),(49 45.237705),(50 44.9259),(51 44.902596),(52 44.902126),(53 45.393036),(54 44.84732),(55 44.67493),(56 44.427013),(57 45.035797),(58 44.902393),(59 44.635696),(60 44.246197),(61 44.672432),(62 44.82819),(63 44.70602),(64 44.88899),(65 44.595562),(66 44.65814),(67 44.402847),(68 44.79665),(69 44.78376),(70 44.978283),(71 45.25037),(72 45.57995),(73 45.701496),(74 45.721764),(75 45.504025),(76 45.6816),(77 45.20716),(78 45.341816),(79 45.12347),
(1 25.9443),(2 31.543386),(3 34.90094),(4 36.63699),(5 37.76402),(6 38.397503),(7 39.6426),(8 40.180965),(9 41.255367),(10 41.767582),(11 41.759525),(12 41.941734),(13 42.334),(14 42.75702),(15 42.420883),(16 42.86338),(17 42.598362),(18 42.845535),(19 43.03316),(20 43.00902),(21 42.725395),(22 42.814327),(23 43.249813),(24 43.175068),(25 43.455044),(26 43.462826),(27 42.99046),(28 42.82163),(29 42.777576),(30 43.071945),(31 42.947002),(32 43.025436),(33 43.164997),(34 43.40682),(35 43.208538),(36 43.395428),(37 43.474785),(38 43.553303),(39 43.265976),(40 43.532948),(41 43.74561),(42 43.42633),(43 43.591377),(44 44.047962),(45 44.414574),(46 44.52933),(47 44.682384),(48 45.087173),(49 45.556873),(50 45.906162),(51 45.43848),(52 45.707108),(53 45.64967),(54 45.802433),(55 45.80507),(56 45.856327),(57 46.00269),(58 45.890915),(59 46.397423),(60 46.0512),(61 45.957714),(62 46.496677),(63 46.14622),(64 46.31684),(65 45.915474),(66 45.976563),(67 46.10825),(68 46.22779),(69 46.15044),(70 46.309624),(71 45.952152),(72 46.56345),(73 46.55164),(74 46.973595),(75 46.954853),(76 46.914288),(77 46.35363),(78 46.55725),(79 46.125656),
(1 26.048689),(2 31.303883),(3 34.03705),(4 36.16352),(5 37.602673),(6 38.85936),(7 39.963287),(8 40.84916),(9 41.858013),(10 42.21289),(11 42.488636),(12 42.806126),(13 42.852215),(14 43.2748),(15 42.434692),(16 42.771442),(17 42.89824),(18 42.8826),(19 42.776203),(20 43.109062),(21 42.720657),(22 42.931385),(23 42.9461),(24 42.88779),(25 43.24977),(26 43.23092),(27 43.451252),(28 43.693733),(29 43.5415),(30 43.550426),(31 43.669857),(32 43.61167),(33 43.756477),(34 43.691322),(35 43.783466),(36 44.07096),(37 44.12729),(38 44.754616),(39 44.287037),(40 44.522987),(41 44.723625),(42 44.809185),(43 44.866344),(44 44.823635),(45 45.032467),(46 45.365524),(47 45.172283),(48 45.345825),(49 45.621807),(50 45.656033),(51 45.758884),(52 46.328995),(53 46.19908),(54 45.834393),(55 45.68748),(56 45.698597),(57 45.87103),(58 46.198296),(59 45.595078),(60 45.678696),(61 46.11673),(62 46.124874),(63 46.472847),(64 46.43951),(65 46.491825),(66 46.25329),(67 46.723476),(68 46.797684),(69 46.715996),(70 46.67842),(71 46.717587),(72 46.787773),(73 46.820114),(74 46.76822),(75 47.07068),(76 47.297012),(77 46.644947),(78 47.26035),(79 47.26027),
(1 25.877815),(2 31.484758),(3 34.065617),(4 36.14804),(5 37.484673),(6 38.59407),(7 39.617195),(8 40.397804),(9 41.301537),(10 42.364388),(11 42.495567),(12 42.55381),(13 42.607716),(14 42.71816),(15 42.56228),(16 42.97027),(17 43.08547),(18 43.083),(19 42.95536),(20 43.168606),(21 43.122803),(22 43.39061),(23 42.988106),(24 43.029453),(25 43.642708),(26 44.088448),(27 43.649277),(28 43.6905),(29 43.872612),(30 43.874332),(31 43.937103),(32 44.107754),(33 43.85298),(34 44.164772),(35 43.94744),(36 44.093525),(37 44.27504),(38 44.951378),(39 44.54033),(40 44.93988),(41 45.185703),(42 44.841465),(43 45.049248),(44 45.291664),(45 45.720016),(46 46.08377),(47 45.869305),(48 45.883934),(49 45.863888),(50 46.029106),(51 45.77129),(52 45.80257),(53 45.95325),(54 45.879955),(55 45.677498),(56 45.70913),(57 46.212093),(58 45.946175),(59 45.697693),(60 45.781116),(61 45.9988),(62 46.036846),(63 46.53108),(64 46.458683),(65 46.341663),(66 46.26005),(67 46.466003),(68 47.011505),(69 46.89657),(70 46.707672),(71 46.778305),(72 47.017654),(73 47.191864),(74 46.668755),(75 46.608574),(76 46.96716),(77 46.452423),(78 46.445168),(79 45.718277),
(1 25.392576),(2 31.293352),(3 34.059566),(4 36.37563),(5 37.99324),(6 38.430477),(7 39.919968),(8 40.169544),(9 40.883957),(10 41.19573),(11 41.212696),(12 41.122528),(13 41.423897),(14 41.760284),(15 41.583942),(16 42.219585),(17 42.341442),(18 42.100407),(19 42.122646),(20 42.992264),(21 43.076454),(22 43.23781),(23 42.865406),(24 42.908367),(25 43.157276),(26 43.380608),(27 43.23102),(28 43.099243),(29 43.222374),(30 43.032154),(31 43.06075),(32 43.521095),(33 43.51233),(34 43.923923),(35 43.928165),(36 44.08805),(37 43.941086),(38 44.56421),(39 44.262764),(40 44.487457),(41 44.570377),(42 44.78547),(43 44.97343),(44 45.08841),(45 44.83966),(46 44.943302),(47 44.920918),(48 44.993668),(49 45.12002),(50 45.439896),(51 45.22757),(52 45.36095),(53 46.060127),(54 45.412262),(55 45.535755),(56 45.68521),(57 45.691147),(58 45.979218),(59 45.444515),(60 45.478226),(61 45.73873),(62 45.873447),(63 45.993465),(64 46.34168),(65 46.2405),(66 46.20417),(67 45.959633),(68 46.102516),(69 46.592377),(70 46.504814),(71 46.37691),(72 46.712746),(73 46.64996),(74 46.52269),(75 46.33493),(76 46.37209),(77 46.083813),(78 45.841076),(79 45.704197),
(1 25.223116),(2 31.001925),(3 33.594856),(4 35.489532),(5 36.561886),(6 37.867027),(7 39.103416),(8 40.034626),(9 40.529533),(10 41.386646),(11 41.840546),(12 41.90839),(13 42.084476),(14 42.47519),(15 42.75893),(16 43.132854),(17 42.81011),(18 42.70216),(19 42.631214),(20 43.007744),(21 43.105152),(22 43.221134),(23 42.848633),(24 42.948456),(25 43.37105),(26 43.815086),(27 43.415215),(28 43.528774),(29 43.37827),(30 43.32475),(31 43.310333),(32 43.210716),(33 43.29037),(34 43.306942),(35 43.08192),(36 43.526436),(37 44.009315),(38 43.8366),(39 43.88279),(40 44.366234),(41 44.36975),(42 44.447704),(43 44.43269),(44 44.92356),(45 44.873997),(46 45.017616),(47 44.643223),(48 45.022827),(49 44.83203),(50 44.70463),(51 44.751957),(52 44.9894),(53 44.907215),(54 44.59446),(55 44.69747),(56 43.985954),(57 44.57638),(58 44.51326),(59 44.123077),(60 44.435307),(61 44.64841),(62 44.98),(63 44.9205),(64 45.150394),(65 44.70841),(66 44.616474),(67 44.828514),(68 44.904285),(69 45.307102),(70 45.393597),(71 45.15447),(72 45.2001),(73 45.336823),(74 45.87179),(75 45.619),(76 45.44262),(77 45.431335),(78 44.90023),(79 44.858006),
(1 24.97216),(2 30.350657),(3 33.290894),(4 35.223663),(5 36.875664),(6 38.074074),(7 39.436665),(8 39.835274),(9 40.545532),(10 41.091297),(11 41.612343),(12 42.265354),(13 42.14435),(14 42.60609),(15 42.709587),(16 42.77777),(17 42.98109),(18 43.12175),(19 43.072697),(20 42.999893),(21 43.178204),(22 43.166847),(23 42.94714),(24 43.38875),(25 43.86847),(26 43.999348),(27 43.894688),(28 43.859077),(29 43.76226),(30 43.98425),(31 44.010273),(32 43.91987),(33 43.822514),(34 43.446503),(35 43.158096),(36 43.43672),(37 43.80298),(38 43.934185),(39 44.140663),(40 44.179733),(41 43.820602),(42 44.174984),(43 44.252354),(44 44.520325),(45 44.761803),(46 45.0261),(47 44.639183),(48 44.5477),(49 44.78655),(50 45.20429),(51 44.822147),(52 45.263363),(53 45.11138),(54 44.83019),(55 45.07467),(56 44.726254),(57 45.040676),(58 44.68271),(59 44.60719),(60 44.73256),(61 45.11357),(62 45.52687),(63 45.128498),(64 45.222294),(65 45.077892),(66 45.05461),(67 45.190754),(68 45.303497),(69 45.4683),(70 45.642002),(71 45.0826),(72 45.024113),(73 45.27186),(74 45.584373),(75 45.764793),(76 46.04314),(77 46.33476),(78 46.303207),(79 46.32121),
(1 25.186295),(2 30.462978),(3 33.383446),(4 34.92504),(5 36.35109),(6 37.423595),(7 38.61424),(8 39.331455),(9 40.205555),(10 40.802803),(11 41.475506),(12 41.161312),(13 41.296635),(14 41.545624),(15 41.62166),(16 41.802986),(17 41.674313),(18 42.04431),(19 42.086063),(20 41.825886),(21 41.70435),(22 41.88232),(23 41.85287),(24 41.801846),(25 42.153683),(26 42.37014),(27 42.267365),(28 42.109814),(29 41.948273),(30 41.837433),(31 42.094257),(32 41.67309),(33 41.951088),(34 41.733044),(35 41.91084),(36 41.55554),(37 41.98883),(38 42.592854),(39 42.166973),(40 42.1816),(41 42.151478),(42 42.336018),(43 42.69669),(44 42.99945),(45 43.103363),(46 43.577503),(47 43.5981),(48 43.34638),(49 43.77395),(50 43.96083),(51 43.78701),(52 44.008915),(53 44.203403),(54 44.2154),(55 44.42214),(56 44.62177),(57 44.516598),(58 44.98723),(59 44.52048),(60 44.33018),(61 44.618523),(62 44.847393),(63 45.248463),(64 45.14997),(65 44.895195),(66 44.86768),(67 45.05339),(68 45.189358),(69 45.361187),(70 45.19047),(71 45.03236),(72 45.35749),(73 45.054592),(74 45.772015),(75 45.610065),(76 45.415573),(77 45.488483),(78 45.497093),(79 45.49284),
(1 24.905777),(2 30.367569),(3 33.105717),(4 34.644226),(5 36.61731),(6 37.39704),(7 38.250626),(8 39.225487),(9 39.93908),(10 40.463955),(11 41.091866),(12 41.22062),(13 41.542896),(14 41.794426),(15 41.3405),(16 41.82105),(17 41.385914),(18 41.727943),(19 41.75423),(20 41.725864),(21 41.4428),(22 41.33762),(23 41.26051),(24 41.655666),(25 41.880543),(26 42.026066),(27 42.097477),(28 41.898773),(29 41.980915),(30 41.857887),(31 42.239883),(32 41.926502),(33 42.370445),(34 42.144638),(35 41.987354),(36 41.951706),(37 41.925236),(38 43.158333),(39 42.99471),(40 43.28874),(41 43.218666),(42 43.43564),(43 43.680065),(44 43.654484),(45 44.051632),(46 44.212456),(47 43.81276),(48 44.348175),(49 44.120476),(50 44.65053),(51 44.501987),(52 44.689823),(53 44.762844),(54 44.91182),(55 44.844803),(56 44.98923),(57 45.054176),(58 45.402786),(59 45.389835),(60 45.274918),(61 45.250042),(62 45.67473),(63 45.3069),(64 45.05296),(65 45.102562),(66 44.70097),(67 44.669754),(68 44.71609),(69 45.133957),(70 45.119656),(71 45.252743),(72 45.175022),(73 44.967144),(74 45.400616),(75 45.386322),(76 45.731953),(77 45.419945),(78 45.222687),(79 45.278378),
