1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64015.95),(2 223225.33),(3 451331.84),(4 747201.75),(5 1107721),(6 1533543),(7 2092975.9),(8 2674028.3),(9 3222694),(10 3843575.3),(11 4578308.5),(12 5453444.5),(13 6461720.5),(14 7506558.5),(15 8566987),(16 9645912),(17 10810431),(18 11976321),(19 13098881),(20 14290029),(21 15506509),(22 16736989),(23 18222818),(24 19892026),(25 21684882),(26 23623162),(27 25669816),(28 27773214),(29 29981370),(30 32504880),(31 35102180),(32 37713256),(33 40326500),(34 43085856),(35 45917788),(36 48812100),(37 51879852),(38 55181484),(39 58440308),(40 62237660),(41 66226292),(42 70549120),(43 75357570),(44 80476870),(45 85939496),(46 91650090),(47 97501750),(48 103168870),(49 108959130),(50 113971290),(51 118582104),(52 123806456),(53 129421920),(54 134831890),(55 139897380),(56 144967660),(57 149449810),(58 154173900),(59 158719200),(60 162785200),(61 165962610),(62 168683120),(63 171037630),(64 172929400),(65 173988460),(66 174609140),(67 175354240),(68 175454640),(69 175436110),(70 175300050),(71 175693170),(72 176556560),(73 177427090),(74 178479760),(75 179579520),(76 180866990),(77 181967800),(78 183410610),(79 185099120),
(1 155.64917),(2 210.42868),(3 247.38118),(4 268.34503),(5 290.5099),(6 306.46524),(7 319.24258),(8 336.60883),(9 344.94614),(10 356.85538),(11 366.53552),(12 373.40704),(13 380.25848),(14 382.29895),(15 387.00607),(16 390.65906),(17 395.33524),(18 394.58438),(19 398.03348),(20 398.30594),(21 398.02283),(22 401.7),(23 406.82626),(24 408.07004),(25 412.71756),(26 417.80518),(27 423.72333),(28 423.01266),(29 422.6813),(30 425.86728),(31 424.0152),(32 423.10468),(33 423.6394),(34 424.7554),(35 422.7738),(36 421.98203),(37 422.51056),(38 423.1723),(39 423.8146),(40 423.6195),(41 425.39993),(42 430.1525),(43 431.3478),(44 431.58554),(45 432.9106),(46 435.91977),(47 436.1924),(48 435.45627),(49 434.30203),(50 432.97772),(51 435.25516),(52 436.31512),(53 438.85315),(54 440.42453),(55 438.3336),(56 437.0703),(57 439.39734),(58 437.3895),(59 437.51535),(60 438.48267),(61 435.02377),(62 436.71005),(63 437.50543),(64 439.56592),(65 442.765),(66 443.368),(67 440.84222),(68 442.32962),(69 440.41815),(70 438.72366),(71 436.74924),(72 436.9017),(73 439.04132),(74 435.357),(75 432.38226),(76 430.27118),(77 431.94022),(78 431.3986),(79 431.66864),
(1 155.27626),(2 208.67802),(3 245.13586),(4 266.88028),(5 287.1328),(6 299.52594),(7 311.8279),(8 327.50342),(9 340.36426),(10 351.73434),(11 359.77545),(12 365.70633),(13 372.68143),(14 375.90994),(15 379.45297),(16 380.94223),(17 383.99924),(18 386.40115),(19 394.51825),(20 398.2907),(21 400.45187),(22 404.18625),(23 406.87695),(24 404.7498),(25 407.097),(26 410.69043),(27 412.5047),(28 413.5744),(29 413.5501),(30 414.0606),(31 411.38596),(32 409.20242),(33 410.01385),(34 410.78418),(35 407.23856),(36 409.82468),(37 412.5072),(38 416.85583),(39 420.1624),(40 418.58527),(41 418.652),(42 418.8716),(43 421.62793),(44 423.12582),(45 423.9245),(46 423.6755),(47 426.513),(48 429.8103),(49 430.30542),(50 432.49442),(51 433.51822),(52 437.2353),(53 439.98782),(54 439.32343),(55 441.11572),(56 441.67447),(57 441.92627),(58 443.81345),(59 445.8666),(60 444.8526),(61 443.66458),(62 443.9971),(63 442.6303),(64 444.1656),(65 444.89444),(66 447.78674),(67 448.4385),(68 451.995),(69 454.34723),(70 453.2056),(71 450.91354),(72 452.76126),(73 456.31497),(74 452.19626),(75 450.70032),(76 451.64032),(77 449.79727),(78 454.16296),(79 452.351),
(1 153.46495),(2 207.08018),(3 242.30667),(4 266.82602),(5 291.2419),(6 306.7504),(7 322.17365),(8 336.381),(9 347.05792),(10 361.2976),(11 373.2782),(12 380.11404),(13 386.86285),(14 393.26004),(15 399.04092),(16 402.95377),(17 406.0509),(18 406.59396),(19 412.34073),(20 416.4841),(21 419.06482),(22 424.24643),(23 427.72617),(24 427.91882),(25 428.28928),(26 432.4703),(27 430.61914),(28 433.5566),(29 432.607),(30 434.30182),(31 432.35513),(32 431.908),(33 432.66013),(34 434.89404),(35 434.57574),(36 431.88995),(37 432.39294),(38 433.23816),(39 431.82373),(40 431.9964),(41 429.84302),(42 429.47784),(43 426.5609),(44 428.95248),(45 429.826),(46 430.94492),(47 432.75577),(48 434.8366),(49 432.75278),(50 434.95688),(51 435.99954),(52 437.05783),(53 439.03732),(54 437.01083),(55 436.41257),(56 440.44336),(57 438.8763),(58 439.915),(59 442.0303),(60 441.94028),(61 442.178),(62 447.88177),(63 450.2774),(64 447.61932),(65 445.90543),(66 444.6382),(67 445.5912),(68 450.1009),(69 452.93503),(70 455.48807),(71 453.4331),(72 454.66193),(73 456.48273),(74 454.84088),(75 458.9298),(76 456.21286),(77 452.67224),(78 454.2659),(79 454.34396),
(1 149.93011),(2 199.5378),(3 234.7001),(4 258.6373),(5 277.32776),(6 292.80743),(7 302.04807),(8 315.50995),(9 322.0716),(10 331.30762),(11 339.61197),(12 344.44055),(13 349.21924),(14 353.85736),(15 359.83667),(16 361.2353),(17 363.96777),(18 367.72943),(19 372.80206),(20 376.5321),(21 384.60016),(22 386.5841),(23 393.0278),(24 391.76547),(25 393.04422),(26 395.35684),(27 394.4),(28 394.4577),(29 393.7956),(30 394.97614),(31 396.5049),(32 395.9624),(33 398.47452),(34 399.37616),(35 400.50388),(36 401.526),(37 402.30905),(38 402.72348),(39 401.69922),(40 401.50232),(41 400.69348),(42 397.01038),(43 398.44965),(44 400.6812),(45 404.25824),(46 404.08096),(47 403.41193),(48 405.629),(49 406.39786),(50 406.31165),(51 410.21643),(52 407.94992),(53 409.4659),(54 407.21146),(55 408.2425),(56 409.18393),(57 411.07388),(58 410.40482),(59 414.28488),(60 413.40915),(61 412.4622),(62 413.1182),(63 417.12796),(64 418.4498),(65 421.10297),(66 420.14435),(67 421.22827),(68 420.19324),(69 422.16772),(70 422.79535),(71 422.44043),(72 421.63577),(73 425.19586),(74 426.30417),(75 424.77005),(76 425.24072),(77 425.77167),(78 423.7359),(79 420.84625),
(1 151.25319),(2 203.50368),(3 238.94107),(4 263.36),(5 284.76434),(6 296.85553),(7 309.939),(8 324.62244),(9 331.4891),(10 340.9703),(11 345.34058),(12 354.15845),(13 358.11072),(14 362.56232),(15 369.14832),(16 374.46225),(17 379.9199),(18 386.30545),(19 392.21732),(20 394.45123),(21 402.51956),(22 405.5513),(23 411.56042),(24 413.36926),(25 415.2797),(26 418.24255),(27 420.24808),(28 422.75964),(29 422.7606),(30 428.66467),(31 430.3919),(32 433.22327),(33 432.62558),(34 429.86737),(35 430.27646),(36 429.64755),(37 430.3593),(38 427.6255),(39 425.3578),(40 425.42432),(41 425.84903),(42 425.34586),(43 423.48636),(44 425.211),(45 428.17557),(46 425.79074),(47 423.05273),(48 424.14575),(49 426.86786),(50 428.7981),(51 430.40097),(52 428.48248),(53 430.99515),(54 428.40756),(55 428.5069),(56 428.40723),(57 428.9346),(58 430.09836),(59 431.23395),(60 431.96216),(61 436.38943),(62 442.21677),(63 443.67572),(64 446.66666),(65 443.35248),(66 440.9422),(67 439.7889),(68 443.94208),(69 445.16562),(70 448.89304),(71 452.8212),(72 454.66446),(73 455.39984),(74 454.3788),(75 452.5452),(76 450.40863),(77 452.8932),(78 452.5922),(79 452.72717),
(1 150.26213),(2 200.43661),(3 232.3191),(4 253.90651),(5 272.43103),(6 286.71188),(7 299.93997),(8 313.1858),(9 323.4392),(10 332.4163),(11 338.90942),(12 343.89154),(13 350.40417),(14 353.75964),(15 359.26984),(16 361.6325),(17 362.26575),(18 365.5108),(19 370.674),(20 370.70743),(21 378.4784),(22 383.10327),(23 389.33887),(24 391.28204),(25 396.79514),(26 400.3631),(27 404.68668),(28 406.12076),(29 405.06906),(30 406.67035),(31 407.69897),(32 408.21927),(33 409.4526),(34 413.79794),(35 411.2345),(36 410.083),(37 408.89185),(38 408.56873),(39 409.99603),(40 404.4158),(41 405.48062),(42 406.59256),(43 406.71704),(44 406.6266),(45 407.86984),(46 408.34576),(47 411.0868),(48 412.15973),(49 414.15463),(50 415.62363),(51 418.70963),(52 420.76068),(53 419.68475),(54 418.72928),(55 417.7887),(56 418.03024),(57 423.69135),(58 424.9416),(59 422.21738),(60 421.03415),(61 423.5601),(62 427.46585),(63 430.252),(64 431.66907),(65 434.3526),(66 432.1912),(67 432.33664),(68 437.07404),(69 435.63422),(70 434.50354),(71 433.89056),(72 433.79343),(73 431.95914),(74 431.76675),(75 433.09927),(76 430.3601),(77 430.84814),(78 428.7567),(79 423.90994),
(1 147.98518),(2 196.794),(3 231.9372),(4 256.23975),(5 277.3888),(6 289.25516),(7 302.52423),(8 318.67307),(9 327.39044),(10 338.29843),(11 348.04492),(12 350.97678),(13 357.5715),(14 361.61478),(15 367.08383),(16 370.99298),(17 372.61774),(18 375.4706),(19 381.84338),(20 385.0646),(21 391.4905),(22 395.96088),(23 400.11246),(24 402.62976),(25 406.08466),(26 405.6836),(27 408.47882),(28 409.99216),(29 405.67267),(30 406.81607),(31 409.63483),(32 408.25308),(33 408.4346),(34 409.2409),(35 408.40906),(36 413.64935),(37 413.94232),(38 415.6802),(39 413.21506),(40 416.40976),(41 416.25516),(42 416.12305),(43 416.07367),(44 419.18875),(45 422.84772),(46 419.69363),(47 423.72635),(48 425.4525),(49 427.49362),(50 427.0142),(51 429.46207),(52 430.03757),(53 430.2106),(54 428.34528),(55 424.1341),(56 426.30347),(57 422.95447),(58 425.4773),(59 424.49487),(60 425.26785),(61 426.48505),(62 423.79443),(63 424.97757),(64 428.70398),(65 427.1391),(66 429.7626),(67 426.80093),(68 425.84222),(69 427.5398),(70 429.36957),(71 428.28027),(72 429.76535),(73 427.0341),(74 424.64877),(75 427.3519),(76 432.4604),(77 430.109),(78 426.51172),(79 423.58582),
(1 147.73654),(2 197.28711),(3 232.80571),(4 256.69055),(5 276.30157),(6 287.42273),(7 298.16476),(8 313.2527),(9 322.24094),(10 332.4646),(11 340.78235),(12 348.88776),(13 353.61154),(14 357.3547),(15 360.64383),(16 363.14166),(17 363.6021),(18 365.75513),(19 373.71933),(20 378.46808),(21 382.77158),(22 388.00174),(23 395.522),(24 398.79343),(25 402.36496),(26 403.64334),(27 401.63846),(28 401.4221),(29 400.09818),(30 398.9988),(31 402.3926),(32 403.81085),(33 401.91714),(34 402.55966),(35 403.97934),(36 404.47418),(37 406.84622),(38 410.46997),(39 411.2932),(40 415.26703),(41 418.82492),(42 417.8476),(43 420.5128),(44 418.78946),(45 420.21793),(46 417.2208),(47 418.55014),(48 416.94864),(49 417.3334),(50 418.46158),(51 416.6615),(52 418.78568),(53 414.51447),(54 414.41003),(55 411.30875),(56 411.28668),(57 414.4223),(58 418.69034),(59 415.47125),(60 414.0197),(61 414.07373),(62 414.71738),(63 411.71347),(64 412.80273),(65 411.9796),(66 414.3075),(67 416.16895),(68 417.85388),(69 421.14288),(70 420.5577),(71 422.84064),(72 421.7688),(73 421.07687),(74 420.90323),(75 419.57678),(76 421.70703),(77 425.649),(78 426.55588),(79 426.21402),
(1 144.12573),(2 190.9288),(3 223.50774),(4 244.96167),(5 265.0656),(6 278.18146),(7 285.55533),(8 297.51978),(9 305.03534),(10 314.756),(11 324.45758),(12 332.04123),(13 336.10648),(14 344.1528),(15 349.92844),(16 350.92447),(17 355.09122),(18 356.67),(19 358.43253),(20 360.38873),(21 362.1017),(22 362.95602),(23 368.05014),(24 369.0078),(25 373.58426),(26 376.739),(27 376.42886),(28 377.04877),(29 378.31262),(30 380.56027),(31 378.91266),(32 382.69156),(33 386.0129),(34 385.0291),(35 382.6503),(36 382.05377),(37 382.19818),(38 386.9092),(39 387.76352),(40 389.5895),(41 388.3669),(42 384.8892),(43 387.70233),(44 386.4819),(45 389.5066),(46 388.84793),(47 385.89096),(48 385.69366),(49 387.07745),(50 384.42996),(51 387.1921),(52 391.65958),(53 389.87158),(54 390.29907),(55 387.62552),(56 388.47742),(57 389.79446),(58 394.0016),(59 394.1174),(60 392.60657),(61 393.91177),(62 398.27676),(63 399.2863),(64 401.40665),(65 404.25226),(66 408.3368),(67 406.19788),(68 412.72385),(69 409.59235),(70 411.75534),(71 412.95328),(72 415.4608),(73 416.2325),(74 414.60336),(75 415.69925),(76 416.79163),(77 419.5876),(78 416.86777),(79 414.53265),
(1 144.54083),(2 191.59744),(3 225.08519),(4 248.50877),(5 267.77692),(6 279.69037),(7 291.5725),(8 302.8508),(9 311.80222),(10 322.10312),(11 332.137),(12 337.13876),(13 343.4942),(14 349.66016),(15 353.03952),(16 354.0952),(17 357.89404),(18 358.80856),(19 363.57797),(20 366.6823),(21 372.533),(22 374.70718),(23 379.1154),(24 381.19858),(25 380.76215),(26 383.22543),(27 389.06522),(28 389.89316),(29 389.30225),(30 391.7713),(31 392.99634),(32 393.27798),(33 391.80255),(34 390.01297),(35 390.7833),(36 387.11435),(37 386.9076),(38 392.2109),(39 390.64206),(40 387.05792),(41 386.7633),(42 383.74686),(43 386.61615),(44 384.64063),(45 384.5002),(46 388.3684),(47 389.01755),(48 389.68332),(49 390.99542),(50 388.8605),(51 394.187),(52 396.25476),(53 396.17865),(54 396.44574),(55 396.79608),(56 395.03775),(57 396.4584),(58 397.72137),(59 396.17038),(60 397.80624),(61 397.81647),(62 400.75458),(63 402.88513),(64 404.2567),(65 410.95343),(66 411.5296),(67 415.03043),(68 421.2028),(69 419.7154),(70 421.638),(71 423.6397),(72 423.70068),(73 423.43716),(74 423.54852),(75 422.9249),(76 421.45654),(77 424.7843),(78 420.84595),(79 416.10645),
(1 143.16113),(2 190.68321),(3 224.2982),(4 246.07149),(5 265.09665),(6 281.0684),(7 294.01135),(8 309.88098),(9 319.01962),(10 327.23602),(11 335.45978),(12 340.19342),(13 343.59274),(14 348.54153),(15 350.35123),(16 353.61465),(17 357.85007),(18 358.83652),(19 363.8557),(20 367.56473),(21 372.1081),(22 373.5158),(23 380.3474),(24 378.29047),(25 380.00372),(26 383.1676),(27 388.33148),(28 388.7789),(29 387.86273),(30 393.34213),(31 391.22675),(32 387.92932),(33 388.62674),(34 387.3568),(35 387.06268),(36 386.08234),(37 383.95328),(38 388.16028),(39 387.34094),(40 387.65918),(41 388.99103),(42 387.1682),(43 388.78925),(44 387.00003),(45 386.45923),(46 389.71652),(47 388.04913),(48 388.91132),(49 390.7573),(50 390.9371),(51 393.74323),(52 391.69922),(53 394.2335),(54 395.95215),(55 395.22116),(56 396.38986),(57 397.3109),(58 399.18637),(59 399.69055),(60 402.08163),(61 405.44397),(62 407.459),(63 408.1),(64 407.849),(65 408.25922),(66 408.55865),(67 411.20908),(68 411.49643),(69 411.61356),(70 410.86942),(71 413.678),(72 414.61984),(73 414.40036),(74 414.08282),(75 416.7334),(76 414.51324),(77 415.4726),(78 415.96362),(79 413.21503),
(1 141.81349),(2 190.41173),(3 223.30013),(4 244.2112),(5 261.82175),(6 276.1217),(7 287.1456),(8 301.60333),(9 312.27765),(10 318.62378),(11 324.22604),(12 332.6303),(13 336.34296),(14 341.51367),(15 344.33218),(16 346.23428),(17 349.8526),(18 354.48608),(19 359.77292),(20 364.40707),(21 367.81262),(22 372.76968),(23 377.9173),(24 380.8603),(25 382.55365),(26 382.19196),(27 382.97665),(28 381.98975),(29 383.66614),(30 381.76343),(31 383.133),(32 383.60892),(33 384.82327),(34 383.21133),(35 380.3712),(36 378.34335),(37 378.0502),(38 382.9778),(39 381.92807),(40 382.084),(41 381.15082),(42 381.83948),(43 383.63266),(44 383.4297),(45 383.9248),(46 386.11166),(47 382.64352),(48 383.30307),(49 384.39966),(50 380.13272),(51 382.21854),(52 379.2766),(53 379.53558),(54 380.45212),(55 379.53738),(56 381.72647),(57 385.5278),(58 386.69794),(59 387.07895),(60 387.7985),(61 390.6614),(62 391.58823),(63 395.37234),(64 397.94272),(65 401.27634),(66 401.12585),(67 404.66382),(68 406.97723),(69 406.8389),(70 407.74213),(71 412.6933),(72 412.265),(73 413.47272),(74 413.35916),(75 417.2354),(76 420.0632),(77 420.82687),(78 419.97864),(79 419.13956),
(1 142.681),(2 190.31062),(3 221.40466),(4 242.7044),(5 258.9992),(6 271.83173),(7 282.90063),(8 296.90356),(9 306.6292),(10 315.81958),(11 323.15872),(12 328.65323),(13 335.65744),(14 340.28183),(15 341.19336),(16 344.2963),(17 351.0809),(18 354.25464),(19 358.21832),(20 361.0952),(21 362.9469),(22 365.9358),(23 372.1064),(24 374.69324),(25 375.45724),(26 376.89664),(27 379.54843),(28 376.26886),(29 375.52887),(30 378.093),(31 378.94434),(32 378.4877),(33 380.9651),(34 380.99402),(35 381.47284),(36 378.3073),(37 380.10107),(38 382.50235),(39 383.7939),(40 386.0511),(41 384.8022),(42 385.3503),(43 384.61774),(44 386.44177),(45 387.52072),(46 390.22964),(47 388.64194),(48 390.1005),(49 391.88998),(50 391.52213),(51 392.56488),(52 391.46005),(53 392.3026),(54 391.63196),(55 394.0089),(56 391.18582),(57 394.7016),(58 396.455),(59 395.35126),(60 399.91357),(61 402.78326),(62 406.33792),(63 406.48383),(64 407.55386),(65 409.70966),(66 409.05896),(67 408.4758),(68 411.17413),(69 409.2499),(70 407.50754),(71 408.24878),(72 410.0721),(73 408.05603),(74 407.69424),(75 411.5603),(76 408.62192),(77 411.25983),(78 408.913),(79 408.19116),
(1 138.68726),(2 182.1932),(3 212.23929),(4 234.62689),(5 250.24133),(6 263.76047),(7 273.9352),(8 290.29205),(9 297.65213),(10 306.53827),(11 313.5011),(12 318.75345),(13 322.38293),(14 324.77408),(15 327.50592),(16 331.4219),(17 332.37955),(18 334.2542),(19 337.24347),(20 337.50006),(21 340.74564),(22 343.45972),(23 349.23108),(24 351.91818),(25 355.6141),(26 359.20706),(27 364.5146),(28 368.38916),(29 366.67166),(30 368.6539),(31 368.31473),(32 368.98737),(33 369.72647),(34 371.63568),(35 374.699),(36 374.5176),(37 374.8848),(38 382.05576),(39 381.05975),(40 381.71188),(41 380.6756),(42 384.02057),(43 385.07736),(44 384.53555),(45 380.3386),(46 381.4205),(47 381.99026),(48 380.9023),(49 381.05154),(50 380.4445),(51 377.26428),(52 376.9018),(53 375.4678),(54 374.84534),(55 375.42227),(56 376.00082),(57 376.2106),(58 372.54584),(59 372.89075),(60 371.43848),(61 370.94046),(62 374.26724),(63 375.09534),(64 374.32254),(65 376.35675),(66 378.57123),(67 378.04498),(68 381.83777),(69 378.8596),(70 378.3717),(71 378.5741),(72 379.24866),(73 378.90845),(74 376.83582),(75 380.167),(76 381.0908),(77 382.33035),(78 383.65256),(79 384.02203),
(1 141.79745),(2 186.9643),(3 217.23994),(4 239.68456),(5 259.4725),(6 270.24097),(7 280.49677),(8 297.1351),(9 306.86392),(10 314.32056),(11 318.916),(12 324.29822),(13 329.44046),(14 332.23022),(15 336.15726),(16 338.27277),(17 339.4396),(18 344.54135),(19 348.99576),(20 352.6094),(21 355.56458),(22 356.9209),(23 360.009),(24 361.2181),(25 362.1798),(26 364.04343),(27 369.0649),(28 371.52945),(29 369.3322),(30 369.78568),(31 368.9246),(32 366.81076),(33 367.53024),(34 368.90912),(35 369.2033),(36 369.17657),(37 369.20572),(38 371.765),(39 369.47662),(40 368.07785),(41 366.02457),(42 367.64383),(43 368.022),(44 369.9789),(45 372.35522),(46 377.06717),(47 379.2545),(48 381.1285),(49 382.6402),(50 380.27872),(51 380.8208),(52 380.1923),(53 384.21112),(54 384.7553),(55 384.8171),(56 384.04242),(57 384.21698),(58 383.5326),(59 381.16577),(60 379.10297),(61 378.86),(62 381.76),(63 380.37012),(64 381.29584),(65 381.6856),(66 380.72867),(67 378.46594),(68 384.8905),(69 383.84613),(70 385.516),(71 386.56564),(72 386.56378),(73 388.1688),(74 390.49637),(75 387.81683),(76 387.51938),(77 388.7164),(78 390.1647),(79 390.15018),
(1 137.31357),(2 183.22166),(3 214.09422),(4 236.12494),(5 248.94868),(6 261.44168),(7 272.36307),(8 285.61432),(9 293.40604),(10 300.8749),(11 306.29504),(12 312.71643),(13 316.83908),(14 321.01288),(15 324.79376),(16 328.15762),(17 330.2946),(18 332.22366),(19 336.2547),(20 341.51428),(21 343.4755),(22 345.12653),(23 350.989),(24 353.87845),(25 353.4794),(26 355.62775),(27 358.91138),(28 357.90924),(29 358.8976),(30 360.27582),(31 361.79968),(32 364.42862),(33 363.5676),(34 365.2501),(35 366.26364),(36 363.1908),(37 364.59567),(38 369.08768),(39 368.62094),(40 370.66544),(41 369.33157),(42 368.06464),(43 368.56583),(44 366.60577),(45 365.90723),(46 368.37308),(47 367.78455),(48 369.71854),(49 370.12454),(50 370.95392),(51 372.86697),(52 373.06857),(53 371.39505),(54 370.73965),(55 371.0283),(56 370.12842),(57 373.34457),(58 372.16177),(59 368.8334),(60 366.776),(61 368.592),(62 369.8514),(63 371.62735),(64 371.8477),(65 372.50082),(66 370.81668),(67 371.15784),(68 376.72342),(69 377.83725),(70 375.6171),(71 373.5417),(72 373.25958),(73 371.7872),(74 373.5383),(75 372.6653),(76 372.64078),(77 372.11243),(78 369.3987),(79 370.93463),
(1 133.72362),(2 179.36115),(3 209.37024),(4 230.11803),(5 248.04095),(6 259.29858),(7 270.45374),(8 282.51743),(9 291.70407),(10 295.63962),(11 302.74643),(12 310.01794),(13 314.47348),(14 318.42834),(15 327.01443),(16 330.33026),(17 331.9978),(18 334.39038),(19 339.79617),(20 339.78555),(21 342.89688),(22 343.7718),(23 348.9711),(24 350.5925),(25 350.4597),(26 351.10797),(27 353.9825),(28 354.65805),(29 356.0767),(30 357.7452),(31 356.653),(32 355.16757),(33 357.12332),(34 357.32397),(35 357.02698),(36 356.76785),(37 361.15048),(38 363.22266),(39 362.5845),(40 363.0461),(41 365.24988),(42 365.2642),(43 365.93973),(44 360.06992),(45 362.14566),(46 362.57123),(47 366.24326),(48 364.66718),(49 363.75525),(50 361.60477),(51 363.35977),(52 363.34378),(53 367.0694),(54 369.17368),(55 370.01376),(56 368.0645),(57 373.10486),(58 369.28442),(59 372.1853),(60 373.19736),(61 376.3817),(62 377.97882),(63 378.62753),(64 382.31888),(65 381.92868),(66 379.81146),(67 380.97168),(68 383.2744),(69 381.99255),(70 382.58282),(71 381.66943),(72 382.04807),(73 382.81134),(74 384.22577),(75 383.24304),(76 383.51813),(77 386.87387),(78 386.73553),(79 386.4056),
(1 133.32082),(2 177.78755),(3 207.17802),(4 226.26183),(5 242.63698),(6 252.80022),(7 265.1645),(8 278.5151),(9 288.8072),(10 293.808),(11 302.66507),(12 308.07394),(13 313.66458),(14 318.82315),(15 325.98532),(16 326.85464),(17 326.03525),(18 327.376),(19 330.7248),(20 331.71976),(21 336.07233),(22 334.65024),(23 338.78043),(24 339.17618),(25 340.53796),(26 341.53467),(27 346.26794),(28 350.33826),(29 349.7362),(30 351.9765),(31 352.81754),(32 353.99603),(33 355.6227),(34 356.41287),(35 357.5764),(36 357.84198),(37 360.5856),(38 360.05002),(39 358.9046),(40 357.84763),(41 359.9727),(42 362.79498),(43 363.48703),(44 363.38208),(45 363.26584),(46 365.105),(47 363.99115),(48 363.17902),(49 363.35138),(50 360.358),(51 363.04178),(52 365.8648),(53 366.31598),(54 364.84518),(55 365.83728),(56 365.073),(57 366.13947),(58 364.5859),(59 362.45776),(60 361.83167),(61 365.09705),(62 365.03586),(63 367.80322),(64 369.72928),(65 369.5537),(66 370.19543),(67 372.26816),(68 368.10654),(69 369.26352),(70 370.29517),(71 371.32825),(72 369.63522),(73 371.1056),(74 373.09457),(75 372.08325),(76 373.30334),(77 370.7546),(78 371.99588),(79 373.6208),
