1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 188.50168),(2 220.5028),(3 249.83905),(4 261.48233),(5 272.0145),(6 279.31903),(7 285.51407),(8 291.46954),(9 295.93842),(10 298.58694),(11 303.06494),(12 300.32098),(13 299.38092),(14 295.68414),(15 298.47363),(16 294.73358),(17 294.28708),(18 293.30328),(19 294.89893),(20 293.43472),(21 299.8987),(22 298.43427),(23 303.95587),(24 303.9899),(25 308.0028),(26 312.31693),(27 313.42868),(28 313.99417),(29 313.65588),(30 311.21652),(31 311.29245),(32 310.8663),(33 309.69308),(34 311.3094),(35 310.10187),(36 312.07605),(37 310.75192),(38 312.17535),(39 313.2301),(40 313.7306),(41 316.2778),(42 317.3287),(43 318.94522),(44 319.6845),(45 321.68512),(46 327.05344),(47 328.02438),(48 331.61172),(49 332.1066),(50 330.90222),(51 328.80762),(52 332.86066),(53 331.03003),(54 331.7003),(55 328.13525),(56 324.1897),(57 320.87265),(58 321.91034),(59 323.35916),(60 324.0325),(61 323.03586),(62 325.9144),(63 328.44885),(64 329.35977),(65 337.7241),(66 336.34525),(67 338.69543),(68 339.1546),(69 345.1641),(70 343.85223),(71 344.0517),(72 344.80017),(73 346.93024),(74 346.2978),(75 346.4354),(76 350.40958),(77 349.7261),(78 348.98053),(79 351.436),
(1 184.1128),(2 214.93782),(3 242.42546),(4 254.83453),(5 266.36475),(6 276.2268),(7 281.7034),(8 287.05673),(9 293.97955),(10 291.8416),(11 292.82394),(12 291.69403),(13 286.48102),(14 286.5385),(15 286.32098),(16 286.90143),(17 283.6481),(18 286.9591),(19 285.06094),(20 286.94174),(21 293.39862),(22 292.67743),(23 298.6999),(24 300.83365),(25 305.50888),(26 307.9491),(27 311.57764),(28 311.10193),(29 311.44034),(30 311.78955),(31 310.3593),(32 313.3991),(33 312.01764),(34 314.85803),(35 316.45688),(36 318.88477),(37 317.5984),(38 319.55127),(39 318.8965),(40 317.81815),(41 319.77582),(42 315.87793),(43 315.9777),(44 312.61362),(45 312.2451),(46 313.77783),(47 315.89948),(48 316.3221),(49 318.27243),(50 319.2821),(51 327.5012),(52 327.21725),(53 326.69473),(54 325.69775),(55 328.98114),(56 324.50867),(57 325.20734),(58 320.75058),(59 322.64264),(60 323.656),(61 322.1357),(62 325.7457),(63 327.82446),(64 328.3974),(65 332.27972),(66 333.4848),(67 337.87988),(68 337.90118),(69 343.06586),(70 337.11026),(71 338.42206),(72 338.42404),(73 343.25055),(74 345.15112),(75 343.15314),(76 346.04126),(77 348.3098),(78 346.6794),(79 348.921),
(1 182.74826),(2 212.09132),(3 242.08022),(4 252.8551),(5 268.14273),(6 274.80215),(7 282.21793),(8 287.95847),(9 293.44495),(10 294.63397),(11 295.60022),(12 292.655),(13 292.19458),(14 288.9336),(15 289.963),(16 287.27353),(17 285.65457),(18 288.21744),(19 286.20273),(20 290.8903),(21 294.54404),(22 291.7101),(23 297.20862),(24 297.5785),(25 302.93994),(26 304.2307),(27 308.33118),(28 308.5939),(29 309.84344),(30 312.45865),(31 311.32678),(32 311.1993),(33 310.2618),(34 308.83783),(35 313.64948),(36 311.2478),(37 314.00775),(38 318.54855),(39 314.07718),(40 314.7989),(41 316.7083),(42 317.90817),(43 316.46246),(44 317.60077),(45 320.93277),(46 320.2508),(47 321.36472),(48 318.871),(49 323.98538),(50 326.21484),(51 328.56793),(52 328.44257),(53 328.03778),(54 329.72784),(55 326.59296),(56 323.2404),(57 325.11545),(58 321.70828),(59 324.14304),(60 324.80545),(61 321.8773),(62 323.073),(63 325.7532),(64 327.01025),(65 332.20856),(66 333.7932),(67 338.94717),(68 337.05283),(69 339.36453),(70 337.39777),(71 337.356),(72 337.0094),(73 339.5824),(74 340.626),(75 342.27548),(76 342.71298),(77 346.1317),(78 345.57944),(79 346.89655),
(1 179.1789),(2 208.5598),(3 236.02634),(4 246.77496),(5 258.61472),(6 267.51346),(7 277.01627),(8 283.12872),(9 286.7085),(10 291.3038),(11 288.80865),(12 285.83875),(13 281.39035),(14 282.7732),(15 283.72998),(16 280.12192),(17 281.76215),(18 283.90952),(19 283.57065),(20 284.8385),(21 289.40308),(22 288.72406),(23 292.6489),(24 291.94794),(25 298.62997),(26 300.36804),(27 304.23526),(28 303.11206),(29 299.93616),(30 300.87772),(31 297.02112),(32 298.10046),(33 297.83392),(34 294.21957),(35 297.99664),(36 299.57312),(37 296.17535),(38 299.32178),(39 301.1475),(40 301.87216),(41 305.49295),(42 307.2858),(43 307.49203),(44 308.78525),(45 312.377),(46 310.65778),(47 310.64963),(48 312.31534),(49 312.04382),(50 313.8543),(51 319.88013),(52 320.55783),(53 319.17502),(54 317.09467),(55 316.55554),(56 312.25806),(57 309.55786),(58 310.72037),(59 305.78482),(60 307.9474),(61 308.14774),(62 311.0732),(63 312.44647),(64 310.98358),(65 314.71124),(66 320.76505),(67 321.8929),(68 323.30676),(69 323.97028),(70 321.50574),(71 323.23907),(72 321.2959),(73 322.3909),(74 324.5938),(75 323.5256),(76 323.97452),(77 326.0406),(78 327.9942),(79 327.99805),
(1 179.36095),(2 211.12878),(3 241.80977),(4 252.23853),(5 265.3296),(6 275.24954),(7 282.5921),(8 289.71298),(9 293.5295),(10 293.54416),(11 293.27164),(12 290.31287),(13 286.0414),(14 281.85797),(15 282.7038),(16 282.48944),(17 281.8136),(18 285.6145),(19 284.05594),(20 288.64502),(21 290.25687),(22 288.78165),(23 290.71576),(24 291.6132),(25 297.27258),(26 300.19177),(27 307.41043),(28 306.09457),(29 303.6941),(30 303.1503),(31 302.01227),(32 303.0747),(33 302.4913),(34 300.54678),(35 302.37204),(36 302.7682),(37 300.19592),(38 305.057),(39 309.29236),(40 310.07935),(41 311.5445),(42 315.17358),(43 314.63052),(44 312.1646),(45 314.1984),(46 313.30176),(47 317.55542),(48 318.78467),(49 316.79318),(50 316.7046),(51 321.13528),(52 320.31326),(53 322.7794),(54 320.72787),(55 322.3431),(56 321.70145),(57 315.42673),(58 318.76712),(59 318.10986),(60 315.4471),(61 315.894),(62 318.15024),(63 315.52994),(64 318.17462),(65 323.90253),(66 326.20236),(67 323.08374),(68 323.07272),(69 325.30618),(70 321.967),(71 323.11258),(72 321.86246),(73 324.27206),(74 323.13132),(75 323.10916),(76 321.23987),(77 325.59872),(78 325.5842),(79 325.04364),
(1 179.22266),(2 208.79501),(3 238.13416),(4 247.31375),(5 256.95847),(6 266.7163),(7 272.99426),(8 277.47006),(9 282.1186),(10 284.00177),(11 283.6446),(12 284.9022),(13 281.8254),(14 278.33023),(15 278.93607),(16 276.8144),(17 275.27527),(18 279.03067),(19 282.09598),(20 284.30923),(21 287.62524),(22 285.66248),(23 285.4767),(24 284.246),(25 288.972),(26 288.964),(27 295.27216),(28 296.15555),(29 293.86783),(30 295.5994),(31 297.5039),(32 295.91745),(33 295.14813),(34 291.93604),(35 294.34122),(36 293.47052),(37 292.82535),(38 297.98703),(39 299.36688),(40 301.8241),(41 301.0359),(42 306.62158),(43 306.83752),(44 302.54407),(45 302.8232),(46 303.17224),(47 304.80206),(48 305.89743),(49 304.8869),(50 308.20782),(51 306.11774),(52 307.65683),(53 309.42712),(54 306.52673),(55 304.9851),(56 303.87415),(57 301.86948),(58 306.30884),(59 307.98474),(60 307.53354),(61 308.92465),(62 306.21768),(63 307.28897),(64 309.6237),(65 314.7273),(66 313.1039),(67 316.50018),(68 317.40012),(69 318.25375),(70 315.8374),(71 316.78653),(72 318.92822),(73 318.9941),(74 319.76407),(75 321.34598),(76 319.68045),(77 322.0582),(78 323.61368),(79 324.19275),
(1 176.49837),(2 204.0576),(3 231.29588),(4 242.30617),(5 256.02634),(6 265.52823),(7 273.4852),(8 276.54297),(9 284.4018),(10 285.2189),(11 287.03458),(12 284.9038),(13 285.4404),(14 282.51016),(15 282.6653),(16 279.79428),(17 277.93643),(18 278.03137),(19 278.63852),(20 279.2136),(21 286.7723),(22 284.43243),(23 286.72852),(24 287.02582),(25 288.872),(26 289.70056),(27 289.24356),(28 291.3885),(29 291.24963),(30 292.5923),(31 295.00394),(32 293.5904),(33 294.20978),(34 293.6917),(35 294.9181),(36 296.9406),(37 294.55203),(38 299.4309),(39 301.5832),(40 302.7623),(41 299.3235),(42 300.83112),(43 302.61575),(44 300.00046),(45 300.80508),(46 300.7284),(47 304.99896),(48 310.76544),(49 305.21204),(50 308.3943),(51 308.74854),(52 309.4374),(53 307.52615),(54 308.74686),(55 307.5981),(56 309.39377),(57 305.1086),(58 307.43805),(59 306.95148),(60 305.0403),(61 305.75507),(62 307.96436),(63 309.67587),(64 309.75052),(65 313.57663),(66 307.9572),(67 313.189),(68 313.70847),(69 316.6483),(70 316.21603),(71 314.38806),(72 314.9836),(73 317.80457),(74 312.68896),(75 314.7906),(76 314.7292),(77 317.92792),(78 320.72714),(79 324.00015),
(1 171.90472),(2 199.73672),(3 227.01581),(4 237.88312),(5 247.45547),(6 255.77498),(7 264.3783),(8 266.9635),(9 273.5124),(10 278.07996),(11 279.6257),(12 280.42868),(13 281.53098),(14 280.0451),(15 284.79373),(16 281.5585),(17 276.80054),(18 277.5331),(19 279.82898),(20 282.43872),(21 287.63068),(22 287.04865),(23 289.27075),(24 289.00006),(25 293.56223),(26 291.98175),(27 293.78278),(28 294.9947),(29 296.00696),(30 294.31537),(31 296.03308),(32 295.0716),(33 295.3804),(34 294.37112),(35 291.65073),(36 290.73367),(37 291.96576),(38 294.35406),(39 295.96997),(40 297.10748),(41 295.60303),(42 299.01904),(43 299.80093),(44 298.25647),(45 299.24945),(46 294.10507),(47 294.97864),(48 296.61935),(49 297.1612),(50 296.99332),(51 299.0547),(52 301.06345),(53 299.61066),(54 300.1345),(55 302.89673),(56 299.74915),(57 297.46732),(58 299.14746),(59 299.1245),(60 296.70078),(61 295.3911),(62 296.29138),(63 300.385),(64 301.13345),(65 304.1146),(66 299.57446),(67 300.99725),(68 303.86008),(69 303.02768),(70 302.96835),(71 301.91953),(72 299.05054),(73 301.00662),(74 298.57935),(75 299.68997),(76 299.74686),(77 296.07822),(78 298.02393),(79 298.48544),
(1 170.24983),(2 197.63428),(3 229.58653),(4 243.61852),(5 255.31967),(6 266.1015),(7 270.81476),(8 274.7652),(9 281.40408),(10 283.41922),(11 282.49377),(12 280.03204),(13 282.52737),(14 281.65106),(15 281.5894),(16 277.1097),(17 272.28528),(18 275.51093),(19 276.7203),(20 277.04074),(21 280.30136),(22 278.21185),(23 278.08124),(24 282.44455),(25 285.00122),(26 286.40723),(27 289.86273),(28 290.0063),(29 292.06174),(30 295.0608),(31 296.04398),(32 295.6683),(33 297.11057),(34 299.2645),(35 296.81192),(36 297.7236),(37 295.14807),(38 297.6477),(39 299.6437),(40 297.373),(41 298.08588),(42 297.7759),(43 298.11612),(44 296.11887),(45 295.67603),(46 293.99295),(47 294.01077),(48 293.76047),(49 295.24683),(50 294.53537),(51 297.23782),(52 297.31964),(53 299.0777),(54 299.52283),(55 295.25687),(56 292.6363),(57 288.76715),(58 288.06375),(59 285.40594),(60 283.1107),(61 281.8287),(62 281.8726),(63 287.4583),(64 285.7001),(65 287.23502),(66 286.58728),(67 288.93063),(68 294.1936),(69 295.18033),(70 294.04654),(71 292.56094),(72 294.4576),(73 295.69037),(74 297.23395),(75 299.7062),(76 302.32346),(77 304.58734),(78 303.8191),(79 305.32132),
(1 168.86966),(2 193.88371),(3 224.69308),(4 239.9482),(5 250.7061),(6 259.56345),(7 265.98877),(8 269.92218),(9 271.7135),(10 274.66382),(11 274.51205),(12 273.47787),(13 274.9182),(14 273.26645),(15 274.5933),(16 271.85614),(17 268.9732),(18 270.83215),(19 270.31354),(20 272.4299),(21 272.0487),(22 274.93372),(23 275.34268),(24 277.82727),(25 281.00848),(26 284.35822),(27 284.6445),(28 284.6182),(29 286.17706),(30 283.80908),(31 285.391),(32 286.65646),(33 288.12396),(34 286.73035),(35 286.04468),(36 289.22144),(37 287.41583),(38 290.82022),(39 293.28622),(40 294.47327),(41 295.66202),(42 293.0199),(43 294.8681),(44 292.92105),(45 293.3398),(46 294.34097),(47 293.06064),(48 292.77084),(49 289.54434),(50 289.98178),(51 292.03354),(52 294.7683),(53 295.63113),(54 297.91797),(55 294.67838),(56 293.89847),(57 291.31165),(58 290.66922),(59 290.55145),(60 289.5212),(61 290.12415),(62 290.00256),(63 292.80875),(64 292.80148),(65 296.01752),(66 294.7798),(67 298.68307),(68 302.59735),(69 304.04373),(70 305.80316),(71 306.4461),(72 304.3248),(73 307.14197),(74 301.76636),(75 305.2819),(76 304.13586),(77 307.6529),(78 307.8047),(79 309.27243),
(1 165.15958),(2 191.57347),(3 222.7527),(4 236.42537),(5 247.82832),(6 255.88457),(7 261.28864),(8 263.88644),(9 264.30624),(10 268.52576),(11 269.5606),(12 269.07147),(13 266.05765),(14 266.33392),(15 268.76578),(16 264.17545),(17 262.2855),(18 264.01233),(19 260.27756),(20 262.20084),(21 262.7486),(22 265.57513),(23 267.7962),(24 271.91373),(25 273.66296),(26 278.11615),(27 279.3654),(28 280.71066),(29 284.01987),(30 281.9184),(31 282.80182),(32 282.76907),(33 281.03293),(34 283.28625),(35 278.863),(36 280.7369),(37 279.18063),(38 282.80234),(39 281.10794),(40 280.8311),(41 281.647),(42 282.6073),(43 283.9984),(44 283.14487),(45 285.98343),(46 286.354),(47 287.92892),(48 288.3695),(49 287.64746),(50 289.48392),(51 290.1527),(52 290.54004),(53 289.5681),(54 286.45132),(55 287.1401),(56 288.1673),(57 285.7073),(58 286.67023),(59 284.29846),(60 288.26297),(61 289.03424),(62 289.62112),(63 290.00366),(64 289.95557),(65 287.7036),(66 288.28842),(67 286.9256),(68 289.5652),(69 290.61813),(70 292.8724),(71 291.48724),(72 289.902),(73 287.53842),(74 287.32504),(75 286.3467),(76 288.19702),(77 290.30408),(78 295.48633),(79 295.68307),
(1 162.87096),(2 187.05083),(3 212.9207),(4 228.85355),(5 242.21518),(6 252.2635),(7 257.4097),(8 262.472),(9 265.07803),(10 268.71262),(11 269.53073),(12 267.2682),(13 265.2176),(14 263.71362),(15 263.30496),(16 259.9552),(17 258.06976),(18 259.23087),(19 257.9964),(20 261.128),(21 260.84894),(22 265.76154),(23 264.47174),(24 268.85553),(25 272.80298),(26 275.8975),(27 278.74072),(28 279.73166),(29 281.39777),(30 281.41544),(31 282.57712),(32 283.4222),(33 280.76532),(34 285.34406),(35 284.30914),(36 283.50882),(37 281.43887),(38 282.58148),(39 283.3932),(40 282.81064),(41 282.32162),(42 284.3113),(43 286.3363),(44 283.44763),(45 288.2186),(46 287.70065),(47 289.20013),(48 290.2896),(49 288.02316),(50 289.40482),(51 290.33585),(52 289.93234),(53 285.78323),(54 284.3767),(55 282.73294),(56 284.81714),(57 282.12924),(58 285.70505),(59 284.9402),(60 286.1442),(61 286.83514),(62 287.1441),(63 288.31192),(64 284.291),(65 282.28342),(66 282.48334),(67 281.08167),(68 280.6939),(69 280.29254),(70 280.56104),(71 279.8736),(72 277.64902),(73 278.13742),(74 278.01315),(75 282.40466),(76 286.75992),(77 289.61835),(78 292.43225),(79 294.95837),
(1 158.28824),(2 181.10698),(3 210.59425),(4 223.51021),(5 237.01706),(6 247.7712),(7 250.0568),(8 254.8777),(9 257.47955),(10 260.81177),(11 261.66968),(12 260.15906),(13 261.23535),(14 259.88763),(15 258.01312),(16 256.54648),(17 257.3342),(18 257.51648),(19 256.93665),(20 259.27524),(21 261.9038),(22 263.72122),(23 262.64728),(24 264.7344),(25 266.37814),(26 269.58978),(27 273.2808),(28 272.3571),(29 274.03326),(30 274.14316),(31 274.27417),(32 272.7895),(33 270.51428),(34 270.27225),(35 270.88306),(36 271.13513),(37 268.983),(38 271.40195),(39 271.7713),(40 271.3536),(41 271.08755),(42 268.95758),(43 270.46597),(44 268.75446),(45 268.24075),(46 271.3655),(47 271.0063),(48 273.31876),(49 271.57748),(50 274.13574),(51 276.83405),(52 274.7681),(53 275.07077),(54 274.61115),(55 273.75034),(56 274.9925),(57 272.3784),(58 274.4583),(59 271.42398),(60 270.34045),(61 271.33923),(62 274.82465),(63 274.905),(64 273.37357),(65 269.0652),(66 271.75772),(67 270.10056),(68 273.64838),(69 271.5191),(70 273.99985),(71 271.99338),(72 270.72772),(73 274.11407),(74 269.3087),(75 274.50455),(76 274.33643),(77 275.73776),(78 273.96216),(79 276.81476),
(1 158.90317),(2 183.02124),(3 207.55878),(4 220.7904),(5 233.91167),(6 242.72449),(7 248.92488),(8 252.55017),(9 256.60983),(10 257.02322),(11 257.39804),(12 255.85924),(13 256.66623),(14 251.56233),(15 253.29117),(16 254.38188),(17 251.49887),(18 252.4523),(19 250.59882),(20 253.84775),(21 257.51465),(22 257.99008),(23 257.37234),(24 258.4966),(25 258.62094),(26 262.17575),(27 265.38406),(28 268.30646),(29 269.73926),(30 269.8247),(31 269.2137),(32 268.8869),(33 267.72733),(34 265.7871),(35 267.66016),(36 267.29446),(37 266.84644),(38 269.22174),(39 269.5008),(40 271.22534),(41 271.5038),(42 272.6698),(43 277.0496),(44 278.63382),(45 276.2853),(46 275.1361),(47 273.3073),(48 274.19714),(49 274.41287),(50 275.13263),(51 274.7446),(52 273.0453),(53 271.99173),(54 273.55975),(55 273.1523),(56 273.0965),(57 272.58835),(58 275.33658),(59 275.98633),(60 272.06714),(61 272.70523),(62 272.8604),(63 272.113),(64 267.91354),(65 265.08542),(66 265.7588),(67 267.88812),(68 268.33142),(69 268.98218),(70 268.8899),(71 272.0961),(72 272.7167),(73 273.18454),(74 272.2349),(75 271.14984),(76 273.0839),(77 275.94992),(78 278.73932),(79 277.88797),
(1 154.15727),(2 179.89926),(3 206.11885),(4 221.0995),(5 234.31725),(6 243.73813),(7 249.84734),(8 251.11504),(9 254.83371),(10 256.9238),(11 258.2353),(12 256.18698),(13 256.4858),(14 254.62851),(15 256.599),(16 254.62845),(17 252.79262),(18 253.19789),(19 250.83932),(20 253.84235),(21 255.3268),(22 254.75793),(23 255.61598),(24 256.0178),(25 256.3615),(26 258.14572),(27 260.33585),(28 265.17578),(29 266.15753),(30 265.8029),(31 266.92032),(32 267.52603),(33 268.0257),(34 266.89142),(35 267.25513),(36 264.37912),(37 263.20386),(38 265.42245),(39 264.6082),(40 264.4209),(41 264.4537),(42 267.10104),(43 269.77756),(44 271.40387),(45 271.39145),(46 268.38535),(47 266.0724),(48 263.70633),(49 264.00232),(50 264.68695),(51 264.07925),(52 267.5692),(53 268.2998),(54 270.53323),(55 265.28424),(56 266.0927),(57 264.84067),(58 265.81262),(59 266.1779),(60 261.44617),(61 262.96533),(62 260.17773),(63 262.1369),(64 262.05756),(65 266.3339),(66 264.58704),(67 265.68234),(68 269.31897),(69 268.83292),(70 267.16037),(71 268.5808),(72 270.50543),(73 270.9687),(74 270.00632),(75 276.33212),(76 276.26926),(77 281.2028),(78 280.9018),(79 281.0534),
(1 153.87434),(2 179.47922),(3 202.73813),(4 216.40694),(5 227.07292),(6 238.40514),(7 243.60298),(8 246.21384),(9 249.32346),(10 252.11037),(11 250.65303),(12 252.37231),(13 254.30557),(14 252.06087),(15 252.69907),(16 250.05597),(17 249.13278),(18 247.46321),(19 245.37993),(20 247.26125),(21 246.40364),(22 246.23317),(23 245.79373),(24 246.6819),(25 248.95358),(26 251.04895),(27 253.29655),(28 257.69775),(29 260.5664),(30 260.3825),(31 262.57843),(32 262.42505),(33 262.28812),(34 262.99542),(35 263.91498),(36 261.92282),(37 259.5287),(38 260.58252),(39 260.7945),(40 256.78195),(41 258.63116),(42 260.7023),(43 264.3033),(44 262.19812),(45 263.33563),(46 261.54044),(47 260.5675),(48 257.83746),(49 258.3126),(50 261.45343),(51 260.3365),(52 259.79895),(53 259.27054),(54 261.6522),(55 259.85208),(56 262.33102),(57 262.21066),(58 261.05023),(59 265.27213),(60 263.50983),(61 263.59723),(62 264.64557),(63 264.409),(64 262.06805),(65 262.4999),(66 262.79404),(67 263.91116),(68 264.91037),(69 266.33624),(70 264.72287),(71 264.54858),(72 265.63644),(73 267.5212),(74 267.73807),(75 268.75656),(76 270.84067),(77 272.9801),(78 273.576),(79 276.28146),
(1 152.10661),(2 175.8085),(3 199.89359),(4 211.74963),(5 222.80945),(6 230.37457),(7 237.10725),(8 239.04626),(9 241.34967),(10 246.37941),(11 247.78082),(12 245.60123),(13 247.88113),(14 246.77568),(15 246.38643),(16 246.45963),(17 246.87262),(18 245.0838),(19 243.63405),(20 243.80438),(21 243.71494),(22 243.3931),(23 244.92691),(24 246.70222),(25 246.96037),(26 249.2768),(27 251.68394),(28 255.99379),(29 256.67645),(30 258.80295),(31 261.85843),(32 262.0781),(33 262.7428),(34 262.3488),(35 262.78522),(36 262.81052),(37 259.2087),(38 260.5407),(39 260.35693),(40 260.28232),(41 261.98648),(42 262.8894),(43 265.086),(44 267.18124),(45 266.12247),(46 268.87247),(47 267.0506),(48 266.02197),(49 264.4687),(50 262.265),(51 262.82288),(52 261.3763),(53 262.58234),(54 262.11017),(55 263.02347),(56 263.572),(57 261.5689),(58 262.45154),(59 263.82074),(60 263.29688),(61 262.7221),(62 261.8991),(63 262.035),(64 260.6877),(65 260.03134),(66 260.46573),(67 261.74286),(68 263.61914),(69 265.6427),(70 264.62387),(71 266.60327),(72 268.24478),(73 267.47864),(74 267.57928),(75 267.4591),(76 267.37247),(77 269.99173),(78 271.23688),(79 271.65143),
(1 148.1183),(2 170.92642),(3 192.70082),(4 204.52095),(5 216.54387),(6 223.81451),(7 227.58765),(8 229.39294),(9 233.03162),(10 238.20128),(11 239.05318),(12 238.18549),(13 238.30931),(14 239.09454),(15 238.67908),(16 241.42738),(17 239.49306),(18 239.54842),(19 238.79381),(20 242.09236),(21 243.35611),(22 240.57599),(23 240.97624),(24 241.48265),(25 241.7498),(26 241.96852),(27 242.89845),(28 244.21924),(29 246.71965),(30 251.30571),(31 251.83202),(32 252.87665),(33 253.25978),(34 250.70964),(35 251.03447),(36 250.3194),(37 246.0097),(38 246.26385),(39 245.85237),(40 245.64824),(41 248.77016),(42 249.83078),(43 252.50113),(44 255.87387),(45 256.97842),(46 258.58676),(47 257.58395),(48 257.26657),(49 255.20657),(50 255.98553),(51 253.66896),(52 254.69308),(53 255.00801),(54 255.17422),(55 253.58968),(56 254.71474),(57 256.06558),(58 257.79166),(59 256.80127),(60 253.69945),(61 253.78635),(62 254.9825),(63 254.7205),(64 255.36534),(65 253.2071),(66 253.59558),(67 253.32617),(68 252.25806),(69 251.3734),(70 250.54224),(71 253.6494),(72 253.17503),(73 254.54657),(74 254.70627),(75 257.37558),(76 259.17767),(77 260.25107),(78 264.35123),(79 265.61984),
(1 147.12529),(2 170.47203),(3 190.18066),(4 202.09436),(5 210.8762),(6 218.13857),(7 225.53682),(8 229.00441),(9 231.87337),(10 234.10536),(11 238.28813),(12 234.52376),(13 235.92834),(14 234.69144),(15 236.0667),(16 237.77242),(17 237.71303),(18 237.86617),(19 239.11679),(20 243.52568),(21 244.99052),(22 246.0876),(23 245.37308),(24 247.20888),(25 248.59177),(26 249.45665),(27 253.0076),(28 252.8244),(29 252.2603),(30 255.93701),(31 254.4387),(32 253.3332),(33 251.5061),(34 248.11908),(35 246.48267),(36 244.57275),(37 243.76102),(38 242.08832),(39 245.4253),(40 244.31122),(41 248.19106),(42 248.64156),(43 254.11931),(44 254.82213),(45 255.64606),(46 256.6824),(47 257.0689),(48 259.57635),(49 257.38962),(50 256.67462),(51 258.10858),(52 257.3369),(53 255.94539),(54 256.34595),(55 256.26443),(56 255.54216),(57 255.19049),(58 255.43062),(59 257.024),(60 253.18733),(61 255.91872),(62 253.5191),(63 254.27603),(64 255.55785),(65 256.49554),(66 257.0928),(67 258.95782),(68 259.01346),(69 260.73694),(70 258.1486),(71 260.394),(72 260.67062),(73 265.12863),(74 262.80954),(75 267.77206),(76 268.20828),(77 271.2599),(78 272.08008),(79 273.83823),
