1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 142.4916),(2 167.25603),(3 185.87839),(4 195.73343),(5 206.28813),(6 213.78685),(7 220.70909),(8 224.41025),(9 227.8151),(10 231.7771),(11 230.49431),(12 229.1406),(13 226.94301),(14 227.43837),(15 229.87001),(16 228.34225),(17 230.83752),(18 230.67789),(19 231.31778),(20 232.53369),(21 234.88687),(22 236.4686),(23 236.70428),(24 237.22221),(25 242.1698),(26 243.847),(27 245.1428),(28 244.47224),(29 242.86615),(30 244.36182),(31 243.51497),(32 240.26624),(33 241.15141),(34 237.5727),(35 234.1914),(36 234.19336),(37 234.00179),(38 235.20255),(39 239.24599),(40 239.47603),(41 241.87834),(42 241.34908),(43 248.02805),(44 245.6042),(45 248.12843),(46 248.39412),(47 247.59372),(48 247.62529),(49 247.90977),(50 246.83005),(51 248.08162),(52 247.60323),(53 248.97159),(54 248.95462),(55 246.25456),(56 246.59947),(57 248.7225),(58 248.54898),(59 250.83214),(60 249.8727),(61 252.2496),(62 250.76021),(63 249.55011),(64 250.36374),(65 250.89383),(66 248.26384),(67 249.38193),(68 251.26256),(69 251.14102),(70 248.57915),(71 248.65709),(72 249.94884),(73 251.84418),(74 250.9281),(75 253.6564),(76 256.5837),(77 260.1524),(78 261.36194),(79 261.89447),
(1 141.45883),(2 165.9958),(3 183.95264),(4 191.91266),(5 200.44809),(6 207.00047),(7 211.45229),(8 215.8875),(9 219.68129),(10 222.75749),(11 220.35143),(12 220.85336),(13 222.24376),(14 220.79984),(15 221.55392),(16 220.13232),(17 221.46188),(18 221.60353),(19 221.92336),(20 223.86673),(21 226.96931),(22 228.19142),(23 228.77655),(24 230.37479),(25 233.8302),(26 232.53229),(27 235.72499),(28 236.23648),(29 233.97319),(30 235.80139),(31 237.93677),(32 235.83015),(33 235.34047),(34 233.66814),(35 231.80385),(36 234.23666),(37 231.9655),(38 235.80667),(39 236.04488),(40 236.33463),(41 237.69522),(42 236.843),(43 240.32518),(44 239.6769),(45 241.22392),(46 241.89954),(47 243.4746),(48 242.93219),(49 240.94467),(50 243.18617),(51 242.92102),(52 245.46503),(53 245.1159),(54 245.84291),(55 242.92885),(56 243.72122),(57 244.86392),(58 247.82794),(59 248.48448),(60 249.35698),(61 249.21362),(62 246.57687),(63 244.46501),(64 245.29053),(65 245.47502),(66 243.53796),(67 244.63295),(68 246.62663),(69 247.01628),(70 244.69499),(71 246.09825),(72 248.26555),(73 249.80515),(74 251.97525),(75 253.12796),(76 252.2154),(77 254.90565),(78 253.59825),(79 255.34685),
(1 139.33293),(2 164.08571),(3 182.95285),(4 189.90265),(5 200.65472),(6 206.02097),(7 210.23636),(8 218.57973),(9 220.90343),(10 221.7061),(11 221.6916),(12 221.07466),(13 223.22404),(14 219.93657),(15 218.5626),(16 216.29282),(17 217.48862),(18 218.86671),(19 220.3591),(20 222.01723),(21 223.90765),(22 224.46414),(23 225.36313),(24 226.12524),(25 228.95604),(26 228.53265),(27 229.14063),(28 230.30101),(29 228.97992),(30 230.13756),(31 229.85326),(32 229.82996),(33 227.92442),(34 227.17325),(35 226.08734),(36 226.17911),(37 227.56369),(38 227.97632),(39 232.56105),(40 231.48543),(41 232.98912),(42 233.5678),(43 234.44682),(44 235.7518),(45 236.43541),(46 239.43347),(47 236.44002),(48 238.808),(49 238.46306),(50 239.40823),(51 242.65323),(52 241.05153),(53 240.14078),(54 243.00935),(55 238.92825),(56 240.69449),(57 239.27899),(58 239.36745),(59 238.4209),(60 238.83435),(61 237.7662),(62 240.84486),(63 238.2554),(64 241.13356),(65 242.33133),(66 239.71199),(67 240.87839),(68 243.9156),(69 243.00946),(70 242.97264),(71 242.33109),(72 242.91321),(73 244.34552),(74 246.733),(75 249.19894),(76 248.48514),(77 250.91928),(78 252.5904),(79 255.20255),
(1 137.04317),(2 160.14372),(3 177.87874),(4 187.7661),(5 199.06108),(6 205.29358),(7 206.23108),(8 213.18274),(9 215.38763),(10 215.38773),(11 216.43987),(12 213.86058),(13 215.08939),(14 214.16145),(15 220.20506),(16 218.88907),(17 219.61465),(18 220.86586),(19 221.03885),(20 222.81566),(21 223.82825),(22 223.97318),(23 223.0015),(24 226.02806),(25 227.6684),(26 225.61475),(27 226.50356),(28 224.59271),(29 225.12236),(30 224.0683),(31 222.78542),(32 224.97101),(33 224.23189),(34 224.5455),(35 224.24738),(36 224.66205),(37 224.51682),(38 227.01369),(39 230.13425),(40 232.72565),(41 234.18642),(42 234.92058),(43 238.2136),(44 236.38312),(45 236.3161),(46 237.50829),(47 232.90785),(48 234.85692),(49 236.52153),(50 238.02803),(51 237.4107),(52 237.24977),(53 238.99611),(54 237.69499),(55 236.03682),(56 235.64401),(57 234.63896),(58 232.7151),(59 232.22603),(60 231.5583),(61 230.94255),(62 232.02364),(63 231.59947),(64 232.01804),(65 235.4475),(66 236.41608),(67 234.87596),(68 237.61731),(69 237.85667),(70 236.4034),(71 234.9453),(72 232.00192),(73 234.66501),(74 233.43263),(75 238.23743),(76 237.80815),(77 235.55898),(78 239.91283),(79 243.46404),
(1 138.2512),(2 161.66193),(3 181.04381),(4 190.64821),(5 199.96991),(6 203.9322),(7 209.90347),(8 212.77188),(9 217.38905),(10 216.89687),(11 217.10974),(12 216.17729),(13 215.83235),(14 217.56932),(15 219.60399),(16 217.86601),(17 221.15009),(18 219.0307),(19 221.55551),(20 224.36638),(21 224.88557),(22 225.54929),(23 226.71074),(24 226.32602),(25 227.82121),(26 228.36223),(27 229.24829),(28 231.17671),(29 230.52599),(30 228.54332),(31 226.76929),(32 226.64645),(33 224.4475),(34 222.56778),(35 222.95015),(36 221.68076),(37 222.39653),(38 226.26633),(39 228.15706),(40 230.32372),(41 233.96266),(42 230.79727),(43 232.35753),(44 233.18604),(45 231.80865),(46 231.2553),(47 231.00925),(48 230.1491),(49 230.65048),(50 233.34076),(51 233.60515),(52 233.92238),(53 234.53763),(54 235.15291),(55 235.15802),(56 231.89305),(57 232.5086),(58 234.70384),(59 234.09909),(60 235.20523),(61 234.31873),(62 235.06688),(63 235.7977),(64 239.72575),(65 240.30663),(66 241.11617),(67 241.29279),(68 244.06866),(69 245.53719),(70 245.48405),(71 243.7516),(72 243.69647),(73 246.17899),(74 245.73346),(75 249.53523),(76 246.54613),(77 245.74335),(78 247.86586),(79 246.6696),
(1 136.30394),(2 157.8014),(3 175.61092),(4 184.25328),(5 191.90457),(6 195.80092),(7 200.7543),(8 205.63544),(9 208.93373),(10 208.1297),(11 206.86877),(12 208.7116),(13 210.58467),(14 213.21509),(15 214.05539),(16 213.45366),(17 214.42578),(18 214.70497),(19 216.15755),(20 217.83247),(21 220.75635),(22 218.02644),(23 222.18486),(24 222.80247),(25 223.03522),(26 226.5504),(27 227.97896),(28 228.13647),(29 225.50674),(30 225.47719),(31 227.50647),(32 226.0683),(33 226.078),(34 225.9018),(35 225.38492),(36 221.86566),(37 222.73138),(38 223.31332),(39 228.34114),(40 228.05849),(41 229.44283),(42 229.06613),(43 231.98354),(44 229.43538),(45 227.84467),(46 228.95683),(47 227.77261),(48 228.26207),(49 226.76846),(50 225.26953),(51 228.41522),(52 226.71146),(53 227.5659),(54 226.35002),(55 226.37796),(56 227.9377),(57 228.2599),(58 229.73637),(59 228.14713),(60 227.52277),(61 227.57567),(62 226.41937),(63 227.95177),(64 227.63744),(65 232.2599),(66 231.6841),(67 233.02301),(68 231.85347),(69 233.6963),(70 231.81958),(71 233.87924),(72 231.1312),(73 232.57153),(74 232.20085),(75 237.75731),(76 238.27342),(77 237.5221),(78 237.45834),(79 239.09485),
(1 133.76845),(2 156.96245),(3 174.39961),(4 182.6007),(5 189.34409),(6 195.33447),(7 197.21701),(8 201.25227),(9 203.17921),(10 204.64323),(11 206.11038),(12 207.22226),(13 208.20416),(14 209.73425),(15 209.31169),(16 208.9276),(17 210.12767),(18 210.26814),(19 211.48042),(20 211.6776),(21 212.15729),(22 211.70868),(23 213.90668),(24 216.09883),(25 217.20955),(26 216.91011),(27 220.98729),(28 224.66801),(29 222.49084),(30 223.90779),(31 222.94843),(32 223.20267),(33 223.72728),(34 224.92056),(35 225.17445),(36 222.3418),(37 222.64432),(38 224.88776),(39 228.99103),(40 227.07626),(41 227.95398),(42 229.23718),(43 232.20242),(44 232.18578),(45 233.28012),(46 233.21524),(47 232.76973),(48 234.96246),(49 235.00655),(50 232.55159),(51 236.02011),(52 233.48201),(53 235.85553),(54 234.04182),(55 235.30133),(56 233.78525),(57 234.87537),(58 235.80821),(59 235.63992),(60 234.30424),(61 231.72066),(62 231.47687),(63 234.09648),(64 232.53424),(65 233.99379),(66 235.18172),(67 234.97757),(68 235.54291),(69 236.02864),(70 234.392),(71 237.34566),(72 236.21132),(73 238.57211),(74 237.97977),(75 241.41884),(76 239.93848),(77 240.43712),(78 243.0545),(79 242.40504),
(1 130.68242),(2 154.28783),(3 170.28435),(4 177.50465),(5 186.86978),(6 190.49933),(7 195.09738),(8 197.62543),(9 200.09871),(10 201.33958),(11 201.1566),(12 202.90144),(13 205.48885),(14 204.66571),(15 206.91667),(16 205.00348),(17 205.22397),(18 205.53275),(19 207.67801),(20 209.08685),(21 211.33022),(22 209.47142),(23 211.6257),(24 211.47662),(25 213.64421),(26 212.494),(27 215.8114),(28 218.7845),(29 216.7798),(30 218.01013),(31 216.7035),(32 217.86913),(33 219.86476),(34 219.7195),(35 220.7129),(36 219.54901),(37 218.72038),(38 217.6908),(39 220.04753),(40 220.62135),(41 220.87128),(42 220.93532),(43 221.9911),(44 222.54721),(45 223.51378),(46 220.03601),(47 220.04916),(48 220.74397),(49 220.41515),(50 220.61725),(51 221.40833),(52 222.40547),(53 223.6943),(54 221.90285),(55 223.35612),(56 221.38254),(57 221.50964),(58 221.5229),(59 223.44485),(60 223.69943),(61 224.21051),(62 222.55374),(63 223.50967),(64 222.12123),(65 222.6613),(66 223.66956),(67 221.5673),(68 222.62286),(69 221.16002),(70 221.29095),(71 222.85916),(72 221.74261),(73 225.62843),(74 225.48073),(75 225.36978),(76 224.84734),(77 226.5608),(78 229.60461),(79 232.09308),
(1 129.88405),(2 153.01178),(3 167.87769),(4 176.01044),(5 181.93953),(6 186.3612),(7 191.36978),(8 196.9022),(9 197.50412),(10 199.2159),(11 201.49188),(12 203.44344),(13 203.37306),(14 204.97661),(15 205.69131),(16 204.91122),(17 203.4521),(18 204.64787),(19 206.23866),(20 206.94319),(21 208.30927),(22 208.30098),(23 210.28256),(24 212.09393),(25 211.66637),(26 211.89644),(27 214.21416),(28 213.98412),(29 214.07506),(30 213.45296),(31 213.01582),(32 215.4087),(33 216.30069),(34 216.9616),(35 218.82764),(36 219.27888),(37 219.37582),(38 219.83861),(39 219.47537),(40 217.24449),(41 218.65482),(42 216.77135),(43 219.17255),(44 217.91667),(45 218.22307),(46 217.70091),(47 216.30177),(48 218.67949),(49 217.23358),(50 215.20564),(51 218.10188),(52 219.24396),(53 220.86218),(54 217.47768),(55 218.32681),(56 219.4626),(57 218.6352),(58 218.03732),(59 219.45424),(60 217.34404),(61 220.24971),(62 218.74602),(63 215.49866),(64 216.7304),(65 215.97452),(66 215.19133),(67 214.87299),(68 217.26328),(69 216.26),(70 215.68033),(71 217.36612),(72 216.3795),(73 217.67041),(74 216.48088),(75 218.35703),(76 218.68678),(77 219.01765),(78 221.35675),(79 221.27824),
(1 127.07026),(2 149.15248),(3 164.50719),(4 170.86722),(5 178.60078),(6 182.1427),(7 187.42587),(8 190.41264),(9 193.40617),(10 195.30652),(11 198.3068),(12 200.35753),(13 201.06339),(14 201.43066),(15 202.96083),(16 203.75702),(17 203.22618),(18 202.12794),(19 204.40811),(20 205.48668),(21 208.47427),(22 205.65077),(23 207.6174),(24 209.53587),(25 211.03047),(26 212.36435),(27 215.51604),(28 217.47379),(29 217.16661),(30 217.45058),(31 215.43248),(32 215.52542),(33 216.77707),(34 216.81038),(35 218.71132),(36 217.79785),(37 217.04785),(38 216.65146),(39 217.80809),(40 216.07019),(41 215.40163),(42 215.72023),(43 220.35492),(44 222.32925),(45 221.42969),(46 219.47227),(47 219.36327),(48 217.91881),(49 217.20963),(50 216.6459),(51 217.8113),(52 220.78545),(53 220.55443),(54 219.0607),(55 218.36996),(56 220.89867),(57 221.80412),(58 221.38786),(59 221.94766),(60 221.38121),(61 220.25446),(62 220.4325),(63 221.47742),(64 222.98074),(65 219.18945),(66 219.56363),(67 219.81026),(68 221.47876),(69 220.51317),(70 220.98662),(71 220.35277),(72 219.26982),(73 220.40337),(74 218.66095),(75 220.11726),(76 220.3309),(77 222.86871),(78 223.69669),(79 223.00497),
(1 122.47038),(2 143.65399),(3 157.36351),(4 164.44817),(5 170.3455),(6 174.78366),(7 180.17572),(8 182.76625),(9 185.3705),(10 187.02257),(11 187.4318),(12 191.84552),(13 191.09944),(14 191.78493),(15 194.89363),(16 192.175),(17 191.72789),(18 194.58487),(19 195.10156),(20 195.25262),(21 196.39192),(22 196.74812),(23 197.69458),(24 201.7793),(25 203.09459),(26 202.44261),(27 205.78905),(28 206.07863),(29 206.69475),(30 206.95087),(31 206.85167),(32 206.73198),(33 206.326),(34 206.90245),(35 209.61186),(36 207.6353),(37 207.74571),(38 208.25458),(39 209.56941),(40 208.57796),(41 209.30591),(42 209.01547),(43 211.56267),(44 213.31485),(45 213.37303),(46 209.62035),(47 210.37505),(48 209.6709),(49 210.56175),(50 208.72665),(51 209.66574),(52 211.33112),(53 209.11784),(54 211.62779),(55 209.97028),(56 212.07915),(57 211.45892),(58 214.17003),(59 213.90488),(60 212.35939),(61 211.79256),(62 214.55528),(63 213.30026),(64 213.90633),(65 213.78867),(66 213.22693),(67 213.60155),(68 213.26048),(69 212.97548),(70 211.78798),(71 213.62541),(72 210.4773),(73 210.96147),(74 212.03084),(75 212.19246),(76 212.31526),(77 214.02806),(78 214.5744),(79 216.41425),
(1 124.728546),(2 147.98198),(3 159.81747),(4 167.006),(5 174.20166),(6 177.95265),(7 184.00317),(8 187.77513),(9 191.48659),(10 193.20308),(11 195.0774),(12 198.19568),(13 197.47417),(14 199.03406),(15 200.42194),(16 198.13365),(17 199.11412),(18 197.82024),(19 197.80263),(20 197.46321),(21 199.32831),(22 200.54417),(23 201.37785),(24 203.62408),(25 202.38606),(26 204.86354),(27 204.26936),(28 204.93007),(29 207.56903),(30 209.1013),(31 207.91908),(32 210.24547),(33 209.81924),(34 209.99219),(35 212.75151),(36 212.1206),(37 212.85841),(38 213.13461),(39 214.98933),(40 215.83899),(41 215.11618),(42 215.27066),(43 217.6581),(44 216.71004),(45 217.97844),(46 217.0833),(47 215.61894),(48 213.59215),(49 213.6426),(50 211.74072),(51 214.97247),(52 214.43532),(53 216.44931),(54 214.345),(55 214.88385),(56 216.38516),(57 214.88123),(58 217.93813),(59 216.14139),(60 215.97507),(61 214.75827),(62 215.51634),(63 216.19427),(64 218.48433),(65 216.5657),(66 214.05502),(67 217.15114),(68 217.0057),(69 216.0139),(70 215.52922),(71 213.61197),(72 211.7808),(73 213.08324),(74 213.20833),(75 212.55756),(76 215.87387),(77 217.4761),(78 218.72147),(79 218.83444),
(1 122.97368),(2 143.07384),(3 157.18721),(4 164.24303),(5 168.34114),(6 170.95137),(7 177.15045),(8 178.42021),(9 182.36508),(10 185.22783),(11 185.87906),(12 186.18904),(13 189.36427),(14 190.91133),(15 192.42969),(16 190.37935),(17 192.77428),(18 191.26692),(19 192.7508),(20 191.26984),(21 195.7775),(22 193.37325),(23 195.53816),(24 195.08583),(25 195.3939),(26 197.70245),(27 198.24074),(28 199.61996),(29 200.58116),(30 201.47148),(31 201.3452),(32 203.53912),(33 202.88138),(34 205.37468),(35 206.19673),(36 207.04468),(37 206.853),(38 207.55075),(39 207.24664),(40 208.69498),(41 208.30244),(42 208.44215),(43 209.57286),(44 207.42973),(45 208.52917),(46 207.26584),(47 206.97144),(48 206.2247),(49 204.21342),(50 205.501),(51 206.90097),(52 205.50697),(53 206.22998),(54 207.90636),(55 205.40727),(56 207.44218),(57 208.84581),(58 211.38844),(59 210.32413),(60 209.85498),(61 209.51953),(62 208.6057),(63 207.78531),(64 205.59409),(65 205.73314),(66 206.05244),(67 207.4606),(68 207.67049),(69 207.71466),(70 208.64241),(71 208.68413),(72 208.0641),(73 207.96141),(74 207.87665),(75 209.66483),(76 211.83476),(77 212.463),(78 214.99266),(79 214.3593),
(1 122.99931),(2 139.85362),(3 151.60759),(4 159.78188),(5 167.40161),(6 171.86966),(7 177.09886),(8 181.37444),(9 183.62009),(10 185.33499),(11 187.70491),(12 187.62532),(13 188.06961),(14 189.86671),(15 189.74954),(16 190.82932),(17 188.46257),(18 189.15714),(19 189.18083),(20 188.92065),(21 192.1518),(22 189.2306),(23 191.7564),(24 190.88208),(25 192.94505),(26 195.37099),(27 195.7772),(28 196.70242),(29 196.6069),(30 197.2984),(31 198.98157),(32 198.99037),(33 199.20847),(34 200.44339),(35 200.32733),(36 200.46893),(37 199.3096),(38 200.10373),(39 200.95483),(40 202.70412),(41 202.732),(42 203.60847),(43 204.03839),(44 204.27072),(45 206.84857),(46 204.94582),(47 204.28627),(48 204.85083),(49 203.07065),(50 203.89192),(51 203.95964),(52 205.40985),(53 205.77075),(54 205.30052),(55 204.71962),(56 204.05086),(57 206.04411),(58 206.897),(59 206.13393),(60 204.70918),(61 206.79192),(62 206.9556),(63 205.55244),(64 205.82526),(65 204.72842),(66 203.83466),(67 205.49814),(68 206.96404),(69 206.60922),(70 207.1978),(71 208.42624),(72 207.96655),(73 206.46571),(74 206.64528),(75 207.84279),(76 209.486),(77 210.88988),(78 214.55418),(79 217.21571),
(1 122.179214),(2 139.55917),(3 152.91277),(4 161.16016),(5 168.52292),(6 174.93571),(7 180.02304),(8 182.02284),(9 184.93636),(10 186.38982),(11 187.89592),(12 185.81332),(13 186.27411),(14 187.76326),(15 189.52335),(16 188.74629),(17 187.72417),(18 187.0306),(19 187.63806),(20 188.1977),(21 190.69824),(22 191.64825),(23 192.17656),(24 192.34227),(25 193.87431),(26 195.584),(27 197.0522),(28 197.60461),(29 197.01251),(30 197.72763),(31 200.19041),(32 199.9291),(33 200.51408),(34 199.7306),(35 201.42122),(36 201.72162),(37 200.84671),(38 202.6085),(39 204.3322),(40 204.64668),(41 206.64288),(42 206.79352),(43 206.3285),(44 205.9641),(45 209.4103),(46 207.41162),(47 204.73291),(48 206.15102),(49 205.5689),(50 204.85045),(51 206.65984),(52 206.87466),(53 207.04745),(54 206.35065),(55 205.23793),(56 204.72798),(57 205.14418),(58 203.47502),(59 203.35287),(60 202.85017),(61 200.02788),(62 205.41742),(63 201.87418),(64 203.52959),(65 204.81958),(66 204.25209),(67 206.28656),(68 205.33598),(69 203.6666),(70 202.91095),(71 203.95992),(72 203.52962),(73 204.69188),(74 202.46153),(75 205.47745),(76 204.01701),(77 207.0244),(78 207.52937),(79 209.43655),
(1 119.46154),(2 138.07173),(3 149.34337),(4 160.37532),(5 166.63475),(6 171.64177),(7 177.00668),(8 179.29187),(9 183.40384),(10 185.32147),(11 183.9733),(12 184.28378),(13 185.03093),(14 186.31763),(15 187.57268),(16 188.00554),(17 187.02657),(18 186.1228),(19 187.50018),(20 188.08025),(21 189.9588),(22 187.89192),(23 189.02808),(24 190.70284),(25 190.8164),(26 191.0419),(27 191.12984),(28 190.0888),(29 189.65936),(30 189.92436),(31 194.29308),(32 195.06364),(33 196.20856),(34 195.05896),(35 195.57397),(36 197.41742),(37 197.97197),(38 200.18326),(39 200.17522),(40 201.46686),(41 202.02263),(42 202.90512),(43 203.17331),(44 201.55159),(45 201.95036),(46 201.72597),(47 202.12492),(48 203.37936),(49 202.36237),(50 204.13748),(51 203.15215),(52 203.0705),(53 203.8302),(54 205.75333),(55 204.38202),(56 203.92548),(57 205.30142),(58 207.74278),(59 207.21715),(60 207.07945),(61 209.08604),(62 206.82104),(63 207.24736),(64 207.06592),(65 205.35913),(66 206.96902),(67 205.95395),(68 208.80714),(69 206.88205),(70 206.09161),(71 205.65369),(72 204.1188),(73 205.54668),(74 206.17455),(75 207.41585),(76 208.64024),(77 209.07408),(78 210.90277),(79 211.91272),
(1 119.20756),(2 139.25894),(3 152.1433),(4 161.27498),(5 169.65439),(6 174.63739),(7 180.13855),(8 183.4949),(9 186.45125),(10 187.5927),(11 187.9673),(12 187.2837),(13 188.3538),(14 188.69669),(15 190.6976),(16 190.15556),(17 188.24666),(18 187.7288),(19 186.39705),(20 187.76706),(21 187.12),(22 189.00786),(23 189.85179),(24 189.35895),(25 188.33615),(26 188.63133),(27 188.6717),(28 188.74863),(29 190.16397),(30 190.38821),(31 189.86922),(32 191.59654),(33 192.1725),(34 191.29103),(35 192.25735),(36 193.2347),(37 193.76118),(38 197.584),(39 196.22038),(40 198.53767),(41 200.67),(42 202.36836),(43 202.87189),(44 202.30563),(45 200.9496),(46 203.11351),(47 201.91211),(48 200.356),(49 200.63264),(50 199.68196),(51 202.57413),(52 201.12343),(53 201.49103),(54 204.30397),(55 203.06184),(56 204.16931),(57 204.8654),(58 206.48761),(59 207.2084),(60 206.84892),(61 207.64302),(62 207.49506),(63 208.28426),(64 208.11475),(65 205.67784),(66 206.1439),(67 203.52258),(68 205.03151),(69 205.24658),(70 203.4964),(71 204.7868),(72 202.81256),(73 206.71533),(74 205.35568),(75 205.49496),(76 206.53569),(77 208.47469),(78 208.81242),(79 209.98694),
(1 116.988174),(2 136.16624),(3 144.6838),(4 155.30289),(5 162.72752),(6 167.75043),(7 173.50214),(8 174.6496),(9 177.08818),(10 180.09724),(11 179.85585),(12 180.84233),(13 182.02579),(14 181.3402),(15 181.18567),(16 184.14622),(17 184.2046),(18 184.42104),(19 183.97102),(20 184.5342),(21 183.56001),(22 184.08377),(23 184.26006),(24 186.85036),(25 184.622),(26 184.46329),(27 185.07332),(28 183.84305),(29 183.78868),(30 182.97192),(31 183.50676),(32 182.95572),(33 182.96933),(34 182.9198),(35 183.44476),(36 185.09818),(37 184.06458),(38 187.97513),(39 187.29573),(40 188.4484),(41 190.86232),(42 193.99277),(43 194.78787),(44 191.68025),(45 194.0585),(46 195.8225),(47 194.6082),(48 193.1707),(49 194.4721),(50 195.1397),(51 197.20729),(52 196.96033),(53 198.74435),(54 197.79971),(55 198.37854),(56 198.57683),(57 199.98073),(58 201.1543),(59 200.25273),(60 199.70856),(61 200.46733),(62 200.4372),(63 199.19998),(64 199.46385),(65 198.95407),(66 199.30475),(67 197.6085),(68 197.35959),(69 196.359),(70 195.77547),(71 196.90768),(72 194.67468),(73 197.04816),(74 199.22443),(75 197.85512),(76 197.09468),(77 199.33755),(78 202.21951),(79 200.78967),
(1 114.88797),(2 131.09172),(3 143.49101),(4 151.32639),(5 158.05232),(6 163.8352),(7 168.90843),(8 169.35632),(9 172.36143),(10 174.13455),(11 174.46056),(12 174.65967),(13 177.76266),(14 174.01453),(15 176.5076),(16 175.65765),(17 174.79794),(18 178.02408),(19 176.97772),(20 178.45938),(21 179.94987),(22 178.40482),(23 179.97221),(24 182.1875),(25 179.1705),(26 181.98782),(27 181.86475),(28 183.30605),(29 183.78793),(30 181.9509),(31 181.82944),(32 182.13268),(33 182.2946),(34 183.26283),(35 182.29428),(36 184.97585),(37 184.68607),(38 185.25296),(39 186.91891),(40 187.46187),(41 188.66245),(42 191.85933),(43 193.08432),(44 189.54768),(45 192.64081),(46 194.4561),(47 192.91379),(48 194.66003),(49 194.38385),(50 192.40167),(51 194.06148),(52 191.76604),(53 192.2009),(54 192.7194),(55 191.93387),(56 192.35204),(57 192.69655),(58 192.38211),(59 193.27467),(60 193.48778),(61 194.43872),(62 194.98386),(63 194.41943),(64 191.80861),(65 193.18639),(66 190.78345),(67 190.22795),(68 189.45729),(69 190.29869),(70 189.7443),(71 190.0203),(72 188.9135),(73 189.77701),(74 191.79953),(75 192.97832),(76 192.39494),(77 194.60818),(78 195.17656),(79 196.206),
