1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 67054.13),(2 242142.75),(3 534274.25),(4 920765.25),(5 1402150.4),(6 1993154.6),(7 2665695.8),(8 3380945.8),(9 4158662.8),(10 5020264),(11 5924390.5),(12 6900660),(13 7984919.5),(14 9085567),(15 10207738),(16 11334611),(17 12480428),(18 13708348),(19 14975477),(20 16231748),(21 17458606),(22 18715680),(23 19890852),(24 21070002),(25 22138002),(26 23278080),(27 24417458),(28 25510416),(29 26526510),(30 27457922),(31 28339088),(32 29201768),(33 29989722),(34 30554666),(35 31156760),(36 31708352),(37 32301846),(38 32919270),(39 33467110),(40 34005748),(41 34462604),(42 34865228),(43 35201950),(44 35500540),(45 35763816),(46 35992548),(47 36244372),(48 36406180),(49 36412708),(50 36389124),(51 36318224),(52 36224816),(53 36071316),(54 35926596),(55 35881516),(56 35912450),(57 35935200),(58 35901944),(59 35833068),(60 35732624),(61 35641092),(62 35537212),(63 35403420),(64 35259828),(65 35112956),(66 35012820),(67 34928964),(68 34811220),(69 34791108),(70 34866212),(71 34948950),(72 35106196),(73 35293356),(74 35565652),(75 35847228),(76 36245916),(77 36651140),(78 37247604),(79 37893892),
(1 145.05139),(2 191.64151),(3 233.88368),(4 257.60168),(5 275.89066),(6 291.49097),(7 305.35156),(8 317.80295),(9 327.31912),(10 335.87497),(11 343.4452),(12 350.6314),(13 359.5707),(14 365.2878),(15 368.23923),(16 371.67883),(17 375.96768),(18 384.53363),(19 387.7076),(20 388.9979),(21 386.1174),(22 385.8498),(23 386.70102),(24 387.38538),(25 389.2252),(26 391.81262),(27 394.2605),(28 396.03674),(29 395.27502),(30 398.18454),(31 401.38293),(32 400.3543),(33 401.97977),(34 401.90277),(35 401.52048),(36 400.58862),(37 404.61746),(38 403.95624),(39 408.32022),(40 409.54614),(41 410.4241),(42 413.3956),(43 417.42184),(44 418.83826),(45 421.01874),(46 421.55783),(47 422.4194),(48 428.54962),(49 427.8215),(50 430.18356),(51 428.88013),(52 429.07953),(53 428.55838),(54 428.01865),(55 430.1284),(56 430.59247),(57 429.74484),(58 431.206),(59 433.0111),(60 431.8957),(61 430.4924),(62 425.51593),(63 425.5455),(64 425.6717),(65 424.15793),(66 423.0978),(67 425.13794),(68 425.56195),(69 425.04556),(70 425.89026),(71 426.8359),(72 424.58218),(73 422.81955),(74 422.93896),(75 424.81638),(76 421.67618),(77 424.64642),(78 426.70947),(79 426.44226),
(1 139.18318),(2 187.08472),(3 229.46832),(4 251.8659),(5 269.45792),(6 286.127),(7 298.23053),(8 307.26016),(9 315.78113),(10 323.55145),(11 331.8523),(12 337.3994),(13 345.00583),(14 348.14368),(15 350.85025),(16 353.26913),(17 358.12006),(18 362.12747),(19 365.85284),(20 364.9822),(21 369.34772),(22 367.48477),(23 370.049),(24 370.3174),(25 373.33725),(26 375.27353),(27 377.86435),(28 377.39923),(29 380.36642),(30 381.0065),(31 383.69965),(32 385.39728),(33 390.05383),(34 392.6175),(35 390.01398),(36 390.55338),(37 393.2432),(38 392.49146),(39 393.83286),(40 393.1255),(41 391.00232),(42 393.2168),(43 396.2939),(44 397.4658),(45 397.8147),(46 399.32455),(47 397.42706),(48 398.55112),(49 399.938),(50 403.05322),(51 405.65448),(52 406.5927),(53 407.137),(54 404.03113),(55 404.92477),(56 406.428),(57 409.349),(58 410.58685),(59 413.42935),(60 411.38275),(61 410.66275),(62 411.9525),(63 415.45065),(64 417.37827),(65 417.03592),(66 417.3519),(67 417.0952),(68 416.44763),(69 413.5841),(70 413.535),(71 411.8983),(72 409.6846),(73 411.6659),(74 409.2414),(75 408.572),(76 410.38525),(77 411.95956),(78 414.5654),(79 414.32162),
(1 143.62491),(2 188.80934),(3 231.26712),(4 253.42302),(5 272.01776),(6 286.59827),(7 296.55493),(8 308.15747),(9 316.6017),(10 320.71866),(11 330.5192),(12 335.18878),(13 340.92792),(14 347.04462),(15 351.35345),(16 353.89972),(17 359.99835),(18 364.6627),(19 366.97775),(20 368.04865),(21 369.38092),(22 371.9737),(23 373.4075),(24 373.73248),(25 375.4357),(26 376.23907),(27 377.44678),(28 379.485),(29 379.41187),(30 378.8252),(31 380.64926),(32 382.95737),(33 387.261),(34 388.17145),(35 387.57452),(36 389.86343),(37 393.5089),(38 391.38428),(39 395.20758),(40 395.4418),(41 396.04968),(42 397.58075),(43 398.32184),(44 397.58087),(45 397.91437),(46 397.57404),(47 396.92136),(48 399.95337),(49 400.81442),(50 404.08563),(51 405.6732),(52 408.10483),(53 410.16516),(54 406.86398),(55 407.08698),(56 406.2542),(57 411.3785),(58 413.34067),(59 413.65607),(60 415.78986),(61 416.9193),(62 418.03323),(63 423.41553),(64 422.89835),(65 423.20148),(66 420.2179),(67 419.41388),(68 417.20755),(69 416.516),(70 415.80765),(71 414.22363),(72 413.089),(73 415.07666),(74 413.43805),(75 417.48212),(76 418.20853),(77 418.23764),(78 418.59354),(79 419.18442),
(1 143.45377),(2 187.3373),(3 228.0331),(4 248.41685),(5 265.23654),(6 279.14575),(7 291.9432),(8 303.20444),(9 309.62253),(10 315.20593),(11 323.05795),(12 328.96793),(13 337.07013),(14 343.62537),(15 348.15533),(16 351.21207),(17 355.24036),(18 358.22055),(19 362.19394),(20 360.76703),(21 362.94952),(22 363.67206),(23 365.48157),(24 365.00952),(25 365.76294),(26 367.31967),(27 370.14188),(28 368.67535),(29 370.37473),(30 369.84067),(31 374.2632),(32 376.0869),(33 381.636),(34 382.89474),(35 384.1972),(36 386.6629),(37 386.89462),(38 386.54306),(39 389.81458),(40 387.7947),(41 388.0146),(42 389.88275),(43 390.0377),(44 391.30182),(45 393.41263),(46 392.20892),(47 393.1749),(48 392.1705),(49 393.92203),(50 396.35706),(51 396.78915),(52 398.72717),(53 398.77637),(54 397.94156),(55 398.87906),(56 399.25076),(57 403.4881),(58 404.1425),(59 402.59137),(60 404.4103),(61 406.1776),(62 408.95633),(63 412.16153),(64 411.08365),(65 412.39075),(66 413.01608),(67 412.67636),(68 408.97864),(69 409.38345),(70 406.9748),(71 405.98068),(72 406.6953),(73 409.3764),(74 407.52304),(75 411.47955),(76 411.15295),(77 413.0606),(78 415.75107),(79 414.60535),
(1 142.81613),(2 187.7714),(3 233.25946),(4 254.11984),(5 270.6082),(6 285.23856),(7 298.40015),(8 307.2872),(9 317.28482),(10 322.42258),(11 328.8873),(12 333.79132),(13 339.69888),(14 345.76563),(15 350.81427),(16 355.8845),(17 360.10614),(18 365.84302),(19 366.12927),(20 364.37686),(21 366.7409),(22 368.32538),(23 367.77264),(24 370.43274),(25 371.25565),(26 367.7123),(27 371.2387),(28 373.2322),(29 372.2269),(30 373.48273),(31 377.01328),(32 378.5385),(33 378.39673),(34 378.87488),(35 378.45642),(36 377.39764),(37 382.01437),(38 381.92847),(39 380.6224),(40 379.35336),(41 379.38632),(42 379.91452),(43 381.24255),(44 379.13898),(45 380.58017),(46 383.3248),(47 380.94165),(48 382.35266),(49 383.49725),(50 384.7738),(51 387.9595),(52 388.76865),(53 389.15045),(54 388.17538),(55 390.6421),(56 390.62012),(57 393.00916),(58 394.12463),(59 396.4432),(60 396.304),(61 398.62595),(62 398.9724),(63 401.0831),(64 402.52396),(65 403.18768),(66 400.51526),(67 399.15054),(68 398.40866),(69 398.44586),(70 399.17526),(71 398.63684),(72 396.2867),(73 397.49777),(74 402.39392),(75 401.81345),(76 402.26794),(77 401.0438),(78 401.77792),(79 405.8457),
(1 141.34468),(2 184.47392),(3 223.58536),(4 244.43768),(5 261.75803),(6 277.3987),(7 286.66302),(8 295.34875),(9 306.16986),(10 313.3618),(11 320.48392),(12 328.2683),(13 333.91064),(14 337.90738),(15 340.75842),(16 343.94397),(17 344.05374),(18 350.38583),(19 353.78598),(20 354.8409),(21 357.48087),(22 361.56775),(23 363.9567),(24 366.728),(25 369.5095),(26 370.22827),(27 373.54962),(28 371.60437),(29 373.88245),(30 375.07806),(31 378.01514),(32 377.44324),(33 379.9625),(34 379.20367),(35 380.96506),(36 380.02368),(37 379.93103),(38 383.9276),(39 382.94092),(40 381.4677),(41 384.53482),(42 387.771),(43 390.33267),(44 388.91287),(45 389.98996),(46 392.24097),(47 392.14667),(48 392.72086),(49 397.6969),(50 398.77518),(51 400.6974),(52 402.15707),(53 401.00653),(54 404.09982),(55 406.953),(56 408.35648),(57 411.0338),(58 410.08655),(59 410.61356),(60 410.25864),(61 409.30585),(62 411.03882),(63 411.14807),(64 411.29315),(65 412.01938),(66 409.1696),(67 408.5385),(68 409.24075),(69 408.22623),(70 411.13037),(71 411.79407),(72 413.64798),(73 413.3587),(74 412.68753),(75 411.48306),(76 412.73212),(77 411.72177),(78 416.5781),(79 418.31406),
(1 135.26009),(2 177.0799),(3 219.00816),(4 240.30388),(5 258.8988),(6 271.01773),(7 282.19357),(8 292.92688),(9 303.51297),(10 313.9608),(11 319.95053),(12 324.39063),(13 330.01358),(14 332.94687),(15 338.73413),(16 341.85898),(17 342.15543),(18 346.14783),(19 348.00983),(20 348.98114),(21 352.88538),(22 356.90387),(23 360.12097),(24 362.88132),(25 365.5442),(26 367.04715),(27 367.9991),(28 369.21298),(29 370.99594),(30 369.85898),(31 371.77103),(32 371.5545),(33 373.51654),(34 372.94583),(35 372.8473),(36 374.56473),(37 374.86008),(38 374.20645),(39 375.1191),(40 377.1328),(41 379.5641),(42 380.88794),(43 382.89886),(44 382.00748),(45 379.8955),(46 380.30554),(47 381.01544),(48 379.71408),(49 379.75446),(50 379.42175),(51 382.57047),(52 383.42126),(53 379.31378),(54 379.21255),(55 382.05493),(56 382.16684),(57 383.75735),(58 383.7347),(59 382.34656),(60 383.91412),(61 387.61594),(62 388.57324),(63 387.13623),(64 386.74326),(65 386.62787),(66 388.86966),(67 390.52173),(68 388.71854),(69 389.21756),(70 390.54065),(71 391.0847),(72 387.84506),(73 392.79724),(74 392.57083),(75 394.7183),(76 393.70435),(77 392.60022),(78 395.308),(79 390.31018),
(1 137.53886),(2 181.70137),(3 222.18353),(4 242.25624),(5 261.74844),(6 276.27945),(7 288.3871),(8 296.95523),(9 307.30075),(10 312.22418),(11 318.2649),(12 323.27652),(13 327.31937),(14 332.0006),(15 334.7647),(16 340.20514),(17 341.8266),(18 345.38824),(19 347.0343),(20 349.1546),(21 351.02295),(22 355.93448),(23 357.89603),(24 361.11072),(25 360.11008),(26 360.94003),(27 362.9271),(28 364.2072),(29 366.78275),(30 368.68842),(31 372.2587),(32 376.16083),(33 382.84738),(34 387.23947),(35 390.5512),(36 391.71216),(37 393.88818),(38 391.97247),(39 390.64233),(40 390.9364),(41 390.5464),(42 392.45944),(43 396.12967),(44 397.51736),(45 398.37894),(46 397.20352),(47 397.62552),(48 400.736),(49 400.068),(50 399.8056),(51 399.0418),(52 400.72614),(53 397.87766),(54 395.2503),(55 392.96188),(56 391.47095),(57 392.0876),(58 391.38284),(59 393.59103),(60 393.22797),(61 393.5066),(62 390.58646),(63 389.05347),(64 387.32657),(65 386.99612),(66 385.21387),(67 383.7912),(68 385.61392),(69 387.48486),(70 386.82526),(71 386.248),(72 386.4586),(73 388.07245),(74 390.43518),(75 390.61533),(76 394.73624),(77 394.6055),(78 395.42917),(79 397.33484),
(1 135.66734),(2 179.46538),(3 219.25964),(4 240.47688),(5 255.26285),(6 266.4592),(7 275.6316),(8 282.13254),(9 290.5736),(10 295.8778),(11 302.1017),(12 309.34653),(13 314.7782),(14 317.55444),(15 326.46634),(16 326.8595),(17 329.34863),(18 335.38898),(19 339.0065),(20 342.7967),(21 346.01642),(22 347.76627),(23 351.56308),(24 355.447),(25 356.46976),(26 357.22583),(27 359.76523),(28 359.46765),(29 362.179),(30 365.57422),(31 366.04965),(32 369.1125),(33 376.81805),(34 373.8137),(35 377.0734),(36 377.68454),(37 376.0466),(38 373.9467),(39 372.4183),(40 373.12234),(41 369.68396),(42 369.67776),(43 369.40582),(44 367.56607),(45 365.35596),(46 362.6335),(47 365.53366),(48 365.48718),(49 366.66528),(50 368.80127),(51 368.36002),(52 369.5018),(53 372.29977),(54 372.77682),(55 371.08154),(56 370.14645),(57 370.5389),(58 374.62387),(59 376.5371),(60 377.18497),(61 377.13977),(62 378.88635),(63 378.62592),(64 377.6864),(65 374.3905),(66 374.15576),(67 374.04346),(68 371.91113),(69 371.77197),(70 373.0603),(71 368.35367),(72 367.8862),(73 370.2695),(74 370.33444),(75 366.22546),(76 365.65344),(77 362.92484),(78 364.56012),(79 365.936),
(1 136.33691),(2 178.0759),(3 217.32062),(4 237.96428),(5 255.29303),(6 268.31784),(7 280.46375),(8 289.75516),(9 296.14777),(10 300.87222),(11 308.41086),(12 311.87305),(13 316.24222),(14 319.53638),(15 320.13336),(16 322.12335),(17 327.52185),(18 335.18442),(19 336.6189),(20 339.2711),(21 341.4221),(22 342.3764),(23 347.02206),(24 351.80237),(25 356.17633),(26 359.26645),(27 361.29187),(28 363.37177),(29 363.44443),(30 367.6377),(31 372.82135),(32 373.67154),(33 377.43402),(34 379.5483),(35 377.14035),(36 375.97684),(37 378.95938),(38 377.85403),(39 374.43405),(40 374.19272),(41 371.66934),(42 371.18362),(43 371.69083),(44 370.2308),(45 370.12613),(46 371.2062),(47 373.96704),(48 376.48505),(49 378.30325),(50 379.2321),(51 381.63632),(52 383.76926),(53 383.29398),(54 385.0204),(55 383.17392),(56 384.7923),(57 386.58224),(58 389.8185),(59 390.6924),(60 390.78897),(61 390.73386),(62 392.83658),(63 393.95615),(64 395.1605),(65 394.4166),(66 394.47897),(67 391.99643),(68 390.65656),(69 389.93506),(70 390.6397),(71 389.20523),(72 389.44833),(73 389.9635),(74 389.23917),(75 388.56744),(76 386.9511),(77 386.16116),(78 389.4394),(79 386.54782),
(1 132.51033),(2 174.48804),(3 212.7432),(4 232.28403),(5 248.02858),(6 256.51495),(7 269.48203),(8 278.5639),(9 285.70947),(10 290.72345),(11 298.64218),(12 304.16074),(13 307.66977),(14 311.2115),(15 317.91724),(16 318.0954),(17 318.25812),(18 329.55255),(19 333.73633),(20 334.6402),(21 337.0251),(22 340.1126),(23 340.42508),(24 343.03256),(25 345.48187),(26 344.30685),(27 347.39615),(28 349.36914),(29 350.2856),(30 350.44666),(31 353.52545),(32 356.33405),(33 360.3358),(34 357.67508),(35 358.33682),(36 358.09317),(37 361.0325),(38 362.68533),(39 362.67862),(40 366.48773),(41 364.94778),(42 364.7671),(43 364.10425),(44 366.59903),(45 371.16733),(46 372.4783),(47 370.3877),(48 371.4512),(49 375.1239),(50 374.00098),(51 376.1387),(52 380.71967),(53 381.71558),(54 381.85843),(55 381.88773),(56 382.863),(57 382.52588),(58 384.8122),(59 385.41718),(60 385.96323),(61 386.37936),(62 385.81042),(63 386.87552),(64 387.37827),(65 385.32718),(66 386.74567),(67 385.02646),(68 383.72656),(69 383.38742),(70 382.09305),(71 382.45663),(72 384.07373),(73 383.01828),(74 383.2662),(75 380.8925),(76 380.91736),(77 384.52103),(78 388.36526),(79 387.71866),
(1 129.2644),(2 170.12206),(3 203.29913),(4 223.65187),(5 238.69102),(6 249.15178),(7 257.22205),(8 264.50812),(9 270.41418),(10 273.00388),(11 279.48572),(12 283.65387),(13 287.98602),(14 294.32285),(15 295.4754),(16 298.08707),(17 297.51254),(18 303.1338),(19 304.84604),(20 305.5971),(21 306.6398),(22 307.85522),(23 308.44714),(24 311.43616),(25 316.6342),(26 319.6747),(27 321.92743),(28 323.1469),(29 326.03766),(30 329.14685),(31 332.48944),(32 335.877),(33 341.58954),(34 341.02267),(35 343.6261),(36 344.4435),(37 344.61374),(38 344.99475),(39 345.90326),(40 349.43042),(41 349.64645),(42 354.3582),(43 355.86673),(44 356.69778),(45 359.71613),(46 360.44824),(47 363.27628),(48 364.17578),(49 367.56577),(50 365.78033),(51 369.0304),(52 368.91187),(53 369.5968),(54 369.41333),(55 368.49237),(56 371.0434),(57 371.02997),(58 372.08972),(59 371.80298),(60 369.9545),(61 370.10052),(62 372.59988),(63 373.2065),(64 371.90878),(65 370.01297),(66 367.64526),(67 367.58887),(68 366.56686),(69 363.8067),(70 364.94077),(71 364.84027),(72 368.16693),(73 365.41208),(74 366.71127),(75 363.86255),(76 365.62967),(77 366.18384),(78 366.1104),(79 366.93198),
(1 131.40904),(2 171.24445),(3 205.22937),(4 226.45676),(5 241.00798),(6 251.76509),(7 262.23148),(8 271.5352),(9 278.14883),(10 283.3042),(11 287.7489),(12 292.12912),(13 296.73694),(14 302.3215),(15 306.0088),(16 307.84845),(17 311.31696),(18 317.40466),(19 320.0547),(20 323.29388),(21 325.46454),(22 327.40378),(23 328.64575),(24 329.4203),(25 331.4138),(26 332.33405),(27 335.897),(28 336.00378),(29 337.89188),(30 339.6372),(31 343.55246),(32 344.87036),(33 347.97366),(34 350.0814),(35 351.55344),(36 350.2919),(37 351.95087),(38 351.69342),(39 355.5437),(40 354.9329),(41 355.229),(42 355.99847),(43 359.08267),(44 361.3198),(45 360.4769),(46 359.92538),(47 359.40405),(48 363.10492),(49 370.71326),(50 370.35303),(51 371.36377),(52 373.4969),(53 372.84335),(54 371.48105),(55 372.09317),(56 371.9226),(57 370.66302),(58 370.32416),(59 370.4236),(60 374.54156),(61 375.12167),(62 376.23822),(63 378.25568),(64 375.99347),(65 373.54605),(66 375.6883),(67 375.06458),(68 374.28632),(69 371.10724),(70 371.74643),(71 370.00607),(72 370.52554),(73 371.52667),(74 371.70496),(75 376.95355),(76 379.06836),(77 378.65625),(78 381.87802),(79 383.58426),
(1 128.60411),(2 168.282),(3 203.85645),(4 222.11888),(5 237.75832),(6 249.78084),(7 259.59543),(8 267.80347),(9 274.122),(10 279.40588),(11 284.968),(12 287.24384),(13 290.81284),(14 294.1373),(15 298.23),(16 301.36853),(17 304.68594),(18 306.79883),(19 310.6208),(20 310.89166),(21 312.8614),(22 314.23355),(23 314.99747),(24 317.65836),(25 319.27765),(26 321.54868),(27 323.2759),(28 324.8325),(29 327.44232),(30 328.89316),(31 330.91364),(32 326.31912),(33 328.16797),(34 329.43973),(35 330.00314),(36 329.47174),(37 331.02942),(38 330.13455),(39 332.84506),(40 331.70944),(41 331.1612),(42 332.5428),(43 331.56558),(44 331.09604),(45 332.95956),(46 335.5713),(47 340.22385),(48 344.99762),(49 348.1421),(50 348.24),(51 351.14594),(52 353.88593),(53 353.2089),(54 355.23874),(55 354.95413),(56 356.23776),(57 353.61252),(58 357.3605),(59 357.37845),(60 355.5835),(61 357.1087),(62 359.98355),(63 359.56723),(64 357.1494),(65 355.66772),(66 354.8104),(67 354.06226),(68 355.76184),(69 355.5186),(70 356.0982),(71 354.8098),(72 356.16064),(73 354.60184),(74 357.47876),(75 357.31537),(76 359.05527),(77 358.57025),(78 359.47134),(79 360.7247),
(1 128.80559),(2 170.13649),(3 206.08116),(4 227.37537),(5 243.30206),(6 253.78462),(7 262.52533),(8 274.18594),(9 278.39496),(10 286.15366),(11 292.68396),(12 302.4587),(13 308.08124),(14 312.3192),(15 313.16245),(16 316.8642),(17 321.65793),(18 322.17416),(19 323.83054),(20 326.53033),(21 325.22333),(22 324.88824),(23 325.60965),(24 327.11835),(25 331.02176),(26 331.58246),(27 334.4824),(28 340.12222),(29 340.74316),(30 341.4057),(31 342.1569),(32 343.61594),(33 347.416),(34 345.93555),(35 350.0813),(36 351.65277),(37 352.21048),(38 355.63773),(39 358.36362),(40 354.75983),(41 351.6512),(42 350.17465),(43 347.7409),(44 347.21432),(45 347.31744),(46 349.64154),(47 350.5072),(48 352.4262),(49 355.69785),(50 355.57025),(51 359.27823),(52 360.72873),(53 361.6038),(54 361.5059),(55 364.0925),(56 362.63773),(57 362.77362),(58 362.38623),(59 364.16254),(60 362.2729),(61 362.32864),(62 365.2458),(63 364.37524),(64 364.84702),(65 365.2788),(66 367.1405),(67 365.18182),(68 367.93228),(69 367.63528),(70 366.70975),(71 367.4632),(72 368.34677),(73 368.5432),(74 370.80838),(75 370.09467),(76 369.29764),(77 370.3744),(78 370.1752),(79 366.3711),
(1 126.83668),(2 166.61967),(3 203.1877),(4 222.63583),(5 237.83727),(6 249.36752),(7 257.7167),(8 264.79404),(9 271.95667),(10 277.40866),(11 284.7948),(12 293.1336),(13 299.5139),(14 306.6651),(15 309.43222),(16 311.7393),(17 314.03976),(18 318.4155),(19 319.74936),(20 321.489),(21 323.40024),(22 324.47168),(23 324.58667),(24 326.18445),(25 327.28925),(26 327.97266),(27 330.6597),(28 333.68692),(29 334.75052),(30 334.56),(31 335.42416),(32 337.0277),(33 338.91464),(34 339.89874),(35 342.80762),(36 342.8015),(37 343.78253),(38 343.14545),(39 342.75476),(40 340.90097),(41 341.59543),(42 341.76242),(43 341.47504),(44 339.2632),(45 339.86758),(46 343.84756),(47 346.06708),(48 351.8417),(49 351.36182),(50 353.04507),(51 354.35043),(52 356.5244),(53 356.56927),(54 356.30612),(55 356.75293),(56 353.5456),(57 356.38297),(58 353.1005),(59 354.5759),(60 354.14658),(61 355.39798),(62 352.93356),(63 355.7733),(64 353.65213),(65 355.0203),(66 352.78415),(67 352.84726),(68 353.589),(69 352.57666),(70 351.80597),(71 357.381),(72 356.94662),(73 357.37628),(74 357.11536),(75 356.83478),(76 357.17108),(77 358.23727),(78 364.57785),(79 363.59863),
(1 124.87678),(2 166.20842),(3 202.26202),(4 221.42517),(5 235.24782),(6 248.71143),(7 259.6736),(8 267.96432),(9 273.01434),(10 279.2846),(11 284.7122),(12 290.5114),(13 296.98676),(14 300.81955),(15 306.25168),(16 304.95404),(17 307.12177),(18 308.29218),(19 311.0801),(20 310.4269),(21 313.76535),(22 317.51758),(23 319.70953),(24 324.75046),(25 326.64905),(26 327.38147),(27 328.57748),(28 330.27255),(29 330.0862),(30 329.9312),(31 333.52914),(32 333.24066),(33 338.42624),(34 338.23868),(35 339.95667),(36 342.18753),(37 344.47928),(38 346.38898),(39 347.5886),(40 347.33386),(41 347.2477),(42 350.0263),(43 352.96457),(44 353.40363),(45 353.44315),(46 353.07114),(47 354.68637),(48 354.798),(49 356.4289),(50 358.8747),(51 356.78787),(52 358.11618),(53 355.9798),(54 354.6819),(55 358.43478),(56 356.95206),(57 359.32922),(58 360.36807),(59 359.09103),(60 360.13348),(61 360.46677),(62 362.64194),(63 363.78568),(64 361.75818),(65 363.07315),(66 360.704),(67 360.2932),(68 361.453),(69 361.89276),(70 360.97998),(71 362.50452),(72 360.4305),(73 360.99088),(74 361.3597),(75 362.41513),(76 359.32147),(77 359.97827),(78 360.38278),(79 359.5872),
(1 125.184715),(2 165.59322),(3 203.56621),(4 224.13892),(5 237.97937),(6 249.95924),(7 262.54544),(8 270.2624),(9 278.33118),(10 284.68698),(11 291.19528),(12 298.86896),(13 302.15906),(14 307.60254),(15 310.97086),(16 312.32486),(17 314.51678),(18 316.8987),(19 320.98996),(20 321.90036),(21 322.16354),(22 321.77075),(23 322.94867),(24 323.41446),(25 324.6449),(26 324.0844),(27 324.924),(28 324.55038),(29 324.1084),(30 325.72455),(31 327.32544),(32 329.04083),(33 330.1138),(34 329.71643),(35 331.97464),(36 332.48883),(37 337.48776),(38 339.29767),(39 339.6002),(40 341.56723),(41 341.48886),(42 343.63275),(43 343.98135),(44 346.02576),(45 346.2356),(46 348.93668),(47 350.08972),(48 352.20596),(49 353.32144),(50 353.40414),(51 354.8917),(52 354.27646),(53 356.01996),(54 354.13696),(55 355.71603),(56 356.402),(57 359.50955),(58 362.30286),(59 364.94598),(60 364.47385),(61 365.48575),(62 369.2542),(63 369.66043),(64 368.77142),(65 370.90466),(66 370.02823),(67 370.58505),(68 373.97903),(69 375.4209),(70 378.4921),(71 381.90985),(72 381.59125),(73 381.02496),(74 380.82712),(75 380.38712),(76 379.22104),(77 381.59247),(78 381.2884),(79 382.41525),
