1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 67054.13),(2 242142.75),(3 534274.25),(4 920765.25),(5 1402150.4),(6 1993154.6),(7 2665695.8),(8 3380945.8),(9 4158662.8),(10 5020264),(11 5924390.5),(12 6900660),(13 7984919.5),(14 9085567),(15 10207738),(16 11334611),(17 12480428),(18 13708348),(19 14975477),(20 16231748),(21 17458606),(22 18715680),(23 19890852),(24 21070002),(25 22138002),(26 23278080),(27 24417458),(28 25510416),(29 26526510),(30 27457922),(31 28339088),(32 29201768),(33 29989722),(34 30554666),(35 31156760),(36 31708352),(37 32301846),(38 32919270),(39 33467110),(40 34005748),(41 34462604),(42 34865228),(43 35201950),(44 35500540),(45 35763816),(46 35992548),(47 36244372),(48 36406180),(49 36412708),(50 36389124),(51 36318224),(52 36224816),(53 36071316),(54 35926596),(55 35881516),(56 35912450),(57 35935200),(58 35901944),(59 35833068),(60 35732624),(61 35641092),(62 35537212),(63 35403420),(64 35259828),(65 35112956),(66 35012820),(67 34928964),(68 34811220),(69 34791108),(70 34866212),(71 34948950),(72 35106196),(73 35293356),(74 35565652),(75 35847228),(76 36245916),(77 36651140),(78 37247604),(79 37893892),
(1 921.84326),(2 1349.9716),(3 1791.1364),(4 2020.416),(5 2196.8335),(6 2351.2942),(7 2474.1172),(8 2587.3303),(9 2658.774),(10 2734.8416),(11 2831.0388),(12 2911.1377),(13 2970.3972),(14 3037.5242),(15 3113.77),(16 3160.3323),(17 3171.8887),(18 3218.1243),(19 3255.7817),(20 3252.4258),(21 3274.7053),(22 3297.439),(23 3297.123),(24 3301.142),(25 3333.3943),(26 3337.7454),(27 3390.226),(28 3392.8452),(29 3414.718),(30 3442.1445),(31 3429.0498),(32 3427.8074),(33 3444.6125),(34 3452.5684),(35 3470.6216),(36 3462.0798),(37 3469.1746),(38 3505.683),(39 3546.2979),(40 3517.7712),(41 3518.0044),(42 3538.2646),(43 3573.7764),(44 3586.0078),(45 3605.8142),(46 3635.8015),(47 3662.7334),(48 3675.4456),(49 3672.5344),(50 3652.384),(51 3644.3066),(52 3637.886),(53 3632.5015),(54 3626.588),(55 3657.0103),(56 3677.538),(57 3664.6418),(58 3668.7144),(59 3691.6746),(60 3663.474),(61 3648.9976),(62 3655.0283),(63 3659.5852),(64 3627.1648),(65 3615.6428),(66 3627.4092),(67 3648.106),(68 3654.5261),(69 3644.4512),(70 3627.5923),(71 3641.487),(72 3645.7039),(73 3653.3862),(74 3656.1487),(75 3664.3179),(76 3651.5332),(77 3649.3657),(78 3643.4165),(79 3624.5044),
(1 924.07294),(2 1337.0349),(3 1748.6626),(4 1953.398),(5 2130.6633),(6 2262.1462),(7 2375.1895),(8 2474.1602),(9 2538.3218),(10 2599.1987),(11 2659.1099),(12 2723.8433),(13 2798.535),(14 2858.3848),(15 2916.7585),(16 2967.5103),(17 2998.1619),(18 3054.8242),(19 3063.6165),(20 3075.5334),(21 3109.994),(22 3142.9563),(23 3135.384),(24 3165.314),(25 3189.0872),(26 3218.153),(27 3267.659),(28 3304.1526),(29 3317.7986),(30 3344.3086),(31 3352.7822),(32 3386.312),(33 3403.1223),(34 3412.3962),(35 3447.3079),(36 3464.2117),(37 3508.3928),(38 3538.0989),(39 3590.0908),(40 3593.5955),(41 3595.8506),(42 3601.0964),(43 3595.991),(44 3593.6938),(45 3597.8171),(46 3588.8086),(47 3615.5212),(48 3618.1375),(49 3606.3582),(50 3598.6216),(51 3597.5217),(52 3595.7734),(53 3600.5596),(54 3601.9917),(55 3583.791),(56 3589.1917),(57 3579.8486),(58 3549.4702),(59 3532.9976),(60 3524.671),(61 3531.8157),(62 3563.3057),(63 3573.8645),(64 3563.8384),(65 3583.559),(66 3592.6025),(67 3602.6401),(68 3582.7417),(69 3568.4094),(70 3571.859),(71 3577.6917),(72 3583.1162),(73 3567.5513),(74 3566.7532),(75 3533.357),(76 3512.481),(77 3514.4192),(78 3525.1733),(79 3513.252),
(1 885.0183),(2 1277.8387),(3 1691.58),(4 1895.7509),(5 2082.9229),(6 2233.407),(7 2363.6343),(8 2491.0898),(9 2583.9592),(10 2644.8853),(11 2728.4963),(12 2772.502),(13 2823.937),(14 2863.3613),(15 2936.4597),(16 2971.978),(17 2996.11),(18 3047.4917),(19 3056.4438),(20 3053.66),(21 3071.17),(22 3099.2537),(23 3117.7043),(24 3116.4507),(25 3145.0576),(26 3163.0442),(27 3198.7417),(28 3209.3286),(29 3234.8132),(30 3238.1335),(31 3280.6348),(32 3282.2825),(33 3329.3008),(34 3363.6428),(35 3375.9546),(36 3380.4634),(37 3397.352),(38 3434.6743),(39 3439.8313),(40 3466.3557),(41 3464.9082),(42 3467.3257),(43 3464.319),(44 3478.5295),(45 3492.408),(46 3494.687),(47 3525.0537),(48 3536.847),(49 3534.5623),(50 3540.6426),(51 3540.4236),(52 3538.6328),(53 3535.0015),(54 3524.152),(55 3506.3123),(56 3522.9956),(57 3534.6292),(58 3504.8677),(59 3516.4458),(60 3495.1436),(61 3493.9185),(62 3518.5125),(63 3572.6992),(64 3558.084),(65 3558.9944),(66 3568.049),(67 3572.8787),(68 3587.8499),(69 3583.3792),(70 3577.128),(71 3592.2214),(72 3596.2566),(73 3618.0142),(74 3624.11),(75 3606.8699),(76 3600.5378),(77 3584.2214),(78 3597.1438),(79 3585.72),
(1 887.9188),(2 1295.3948),(3 1681.4279),(4 1906.15),(5 2116.289),(6 2256.7954),(7 2377.53),(8 2484.8687),(9 2557.8748),(10 2620.443),(11 2696.1514),(12 2747.9517),(13 2812.1099),(14 2862.5137),(15 2927.7256),(16 2940.6157),(17 2959.1448),(18 3011.7256),(19 3041.9966),(20 3080.4338),(21 3095.9016),(22 3128.0962),(23 3127.1584),(24 3154.68),(25 3181.7566),(26 3206.1414),(27 3250.9878),(28 3248.5164),(29 3247.7478),(30 3249.5667),(31 3284.4163),(32 3335.1982),(33 3351.4053),(34 3401.5645),(35 3429.879),(36 3460.5925),(37 3487.9006),(38 3518.8987),(39 3534.624),(40 3539.4963),(41 3533.364),(42 3532.201),(43 3547.1091),(44 3581.4531),(45 3611.8418),(46 3610.4673),(47 3629.114),(48 3655.8533),(49 3659.6287),(50 3688.9524),(51 3686.57),(52 3706.1711),(53 3731.4075),(54 3709.5847),(55 3712.7576),(56 3698.1877),(57 3711.7712),(58 3694.0654),(59 3692.8845),(60 3664.6213),(61 3633.2603),(62 3635.8276),(63 3607.511),(64 3581.5278),(65 3573.7646),(66 3597.5447),(67 3624.57),(68 3621.605),(69 3615.5527),(70 3625.2217),(71 3644.93),(72 3655.5483),(73 3662.3367),(74 3636.8975),(75 3661.6482),(76 3650.9734),(77 3674.9329),(78 3684.8657),(79 3690.0044),
(1 861.6789),(2 1274.129),(3 1686.8588),(4 1905.0786),(5 2079.1868),(6 2228.3293),(7 2348.6023),(8 2463.293),(9 2540.9868),(10 2616.518),(11 2665.9863),(12 2735.0466),(13 2787.2512),(14 2862.943),(15 2927.3782),(16 2950.5605),(17 2967.9941),(18 3008.3896),(19 3024.5615),(20 3057.6306),(21 3105.8457),(22 3137.5303),(23 3159.1965),(24 3169.0127),(25 3191.7002),(26 3233.5916),(27 3268.7827),(28 3258.6643),(29 3285.846),(30 3317.2659),(31 3337.0132),(32 3370.5784),(33 3418.7603),(34 3447.149),(35 3475.9468),(36 3491.922),(37 3496.2827),(38 3521.5105),(39 3524.885),(40 3533.7458),(41 3519.5076),(42 3531.0835),(43 3562.2532),(44 3565.0884),(45 3577.0457),(46 3590.0547),(47 3628.7146),(48 3656.048),(49 3658.953),(50 3671.605),(51 3664.1885),(52 3641.735),(53 3632.5398),(54 3634.4194),(55 3629.5476),(56 3624.2751),(57 3635.7166),(58 3631.2278),(59 3629.6108),(60 3618.0723),(61 3590.1743),(62 3589.486),(63 3597.651),(64 3574.5293),(65 3559.5427),(66 3567.9436),(67 3549.7712),(68 3564.133),(69 3572.272),(70 3579.0034),(71 3637.6191),(72 3672.239),(73 3703.4922),(74 3729.2039),(75 3742.1091),(76 3749.47),(77 3786.3367),(78 3825.7537),(79 3844.5588),
(1 864.9999),(2 1273.7185),(3 1687.9617),(4 1901.6184),(5 2060.6897),(6 2200.7188),(7 2315.501),(8 2433.318),(9 2506.454),(10 2584.8843),(11 2634.1772),(12 2704.2656),(13 2764.8171),(14 2812.5842),(15 2876.588),(16 2910.6487),(17 2938.0544),(18 2994.361),(19 3028.77),(20 3032.7322),(21 3068.8318),(22 3084.9202),(23 3099.8335),(24 3083.0593),(25 3099.2437),(26 3080.0435),(27 3090.162),(28 3093.786),(29 3104.4016),(30 3105.605),(31 3138.202),(32 3167.5798),(33 3185.749),(34 3207.779),(35 3222.5537),(36 3233.066),(37 3228.3406),(38 3247.916),(39 3257.8684),(40 3257.5664),(41 3295.4685),(42 3317.2527),(43 3332.6143),(44 3343.8882),(45 3366.2852),(46 3344.9602),(47 3393.734),(48 3432.1055),(49 3449.3396),(50 3466.3655),(51 3472.292),(52 3496.05),(53 3498.2158),(54 3494.7449),(55 3512.5396),(56 3549.0583),(57 3574.9697),(58 3559.6853),(59 3587.1987),(60 3579.2595),(61 3563.7668),(62 3565.2498),(63 3558.7349),(64 3545.1833),(65 3547.5056),(66 3542.7346),(67 3540.8298),(68 3560.3171),(69 3553.4805),(70 3562.5254),(71 3575.9563),(72 3598.5308),(73 3600.076),(74 3590.3176),(75 3559.4404),(76 3565.3936),(77 3592.052),(78 3612.9482),(79 3612.728),
(1 836.2944),(2 1213.9408),(3 1598.5023),(4 1805.4503),(5 1987.5028),(6 2140.3105),(7 2253.8196),(8 2365.2798),(9 2441.554),(10 2506.687),(11 2551.6104),(12 2608.669),(13 2641.097),(14 2689.2507),(15 2752.559),(16 2772.544),(17 2805.7813),(18 2843.0059),(19 2847.7727),(20 2859.9463),(21 2894.3594),(22 2898.8528),(23 2916.3945),(24 2918.8696),(25 2936.0647),(26 2934.7434),(27 2965.0234),(28 3002.8865),(29 3052.2764),(30 3089.909),(31 3109.0479),(32 3141.8223),(33 3179.9565),(34 3208.3943),(35 3254.4277),(36 3243.9836),(37 3269.59),(38 3292.0044),(39 3306.231),(40 3301.118),(41 3323.4597),(42 3333.2947),(43 3320.8496),(44 3344.4177),(45 3369.8357),(46 3366.2617),(47 3422.341),(48 3434.688),(49 3452.7256),(50 3453.6003),(51 3465.5327),(52 3483.7266),(53 3517.796),(54 3512.4448),(55 3524.066),(56 3557.9314),(57 3587.7214),(58 3594.8335),(59 3590.7642),(60 3587.5498),(61 3585.1665),(62 3565.7017),(63 3586.6611),(64 3592.4705),(65 3584.9731),(66 3604.7783),(67 3626.9473),(68 3610.8984),(69 3641.2249),(70 3622.975),(71 3614.0313),(72 3613.8613),(73 3611.9702),(74 3604.079),(75 3595.1052),(76 3593.6187),(77 3576.6375),(78 3580.2346),(79 3574.8086),
(1 838.4339),(2 1218.2848),(3 1615.7256),(4 1819.7157),(5 1972.9958),(6 2106.4722),(7 2215.7727),(8 2333.648),(9 2408.3586),(10 2475.9268),(11 2543.494),(12 2596.956),(13 2652.2083),(14 2690.425),(15 2754.5134),(16 2759.304),(17 2792.8955),(18 2825.7842),(19 2848.0334),(20 2889.7732),(21 2916.2231),(22 2940.4033),(23 2982.8086),(24 3009.5742),(25 3009.3247),(26 3020.6843),(27 3062.2139),(28 3068.4788),(29 3093.4814),(30 3128.3003),(31 3132.199),(32 3139.5269),(33 3169.1238),(34 3175.9712),(35 3190.7554),(36 3205.156),(37 3223.8218),(38 3246.0447),(39 3265.3062),(40 3263.3403),(41 3265.0664),(42 3258.6873),(43 3248.5115),(44 3269.0122),(45 3287.8623),(46 3304.7813),(47 3323.718),(48 3345.3193),(49 3355.4443),(50 3371.976),(51 3385.8826),(52 3409.5972),(53 3438.145),(54 3435.8494),(55 3423.952),(56 3456.3738),(57 3450.0244),(58 3468.1167),(59 3492.3645),(60 3490.729),(61 3491.893),(62 3483.0144),(63 3486.5212),(64 3455.9),(65 3448.1409),(66 3436.027),(67 3432.8293),(68 3438.812),(69 3422.1157),(70 3407.0896),(71 3381.3145),(72 3361.6794),(73 3343.2693),(74 3336.824),(75 3347.8867),(76 3357.4658),(77 3354.3848),(78 3366.724),(79 3368.028),
(1 821.38165),(2 1207.2529),(3 1610.3652),(4 1795.6073),(5 1959.6261),(6 2098.6323),(7 2197.299),(8 2322.7476),(9 2403.0015),(10 2478.741),(11 2533.152),(12 2599.987),(13 2655.1355),(14 2710.6672),(15 2755.3416),(16 2772.3953),(17 2790.3533),(18 2830.8423),(19 2834.047),(20 2868.3794),(21 2884.4136),(22 2894.056),(23 2886.3835),(24 2886.5537),(25 2882.6255),(26 2903.0889),(27 2918.046),(28 2928.8901),(29 2945.0076),(30 2980.3047),(31 3004.635),(32 3006.618),(33 3050.6926),(34 3035.6462),(35 3051.701),(36 3068.264),(37 3103.1548),(38 3139.1685),(39 3168.0469),(40 3204.6921),(41 3223.6694),(42 3245.342),(43 3267.6199),(44 3292.1304),(45 3321.0159),(46 3356.9773),(47 3371.547),(48 3421.961),(49 3432.8042),(50 3459.538),(51 3473.3716),(52 3484.537),(53 3518.1873),(54 3519.9937),(55 3533.0317),(56 3535.9175),(57 3557.424),(58 3574.1519),(59 3575.2158),(60 3549.1704),(61 3529.702),(62 3512.1665),(63 3496.025),(64 3485.598),(65 3474.5476),(66 3454.4714),(67 3435.7297),(68 3427.916),(69 3414.9102),(70 3413.8245),(71 3417.1123),(72 3411.2927),(73 3376.435),(74 3365.939),(75 3365.6472),(76 3369.3044),(77 3384.1553),(78 3373.6526),(79 3356.8008),
(1 822.36066),(2 1177.8851),(3 1544.9906),(4 1740.8569),(5 1883.4775),(6 2004.4716),(7 2111.781),(8 2210.7402),(9 2293.0488),(10 2387.321),(11 2434.6282),(12 2491.6672),(13 2511.444),(14 2548.1008),(15 2621.1514),(16 2651.3076),(17 2678.7163),(18 2723.6643),(19 2734.5913),(20 2744.4546),(21 2762.803),(22 2786.0647),(23 2788.3564),(24 2814.0015),(25 2815.8054),(26 2806.9753),(27 2821.5266),(28 2818.8198),(29 2820.0723),(30 2837.92),(31 2840.9617),(32 2845.8442),(33 2862.1204),(34 2873.425),(35 2888.936),(36 2902.6028),(37 2921.8591),(38 2927.5125),(39 2969.563),(40 2982.3147),(41 2978.268),(42 2972.576),(43 2994.2483),(44 2984.7136),(45 2999.3408),(46 3017.68),(47 3059.9866),(48 3072.5906),(49 3085.115),(50 3087.4773),(51 3087.0398),(52 3089.0396),(53 3103.4302),(54 3096.6985),(55 3105.6309),(56 3116.7866),(57 3147.5251),(58 3150.3796),(59 3160.715),(60 3141.2764),(61 3134.8555),(62 3138.2373),(63 3144.549),(64 3160.2095),(65 3147.136),(66 3165.0432),(67 3143.8513),(68 3129.2695),(69 3122.4363),(70 3131.664),(71 3145.0183),(72 3146.0718),(73 3155.513),(74 3148.3933),(75 3129.49),(76 3132.914),(77 3150.9814),(78 3171.4597),(79 3175.398),
(1 811.98126),(2 1183.836),(3 1573.797),(4 1762.8438),(5 1923.4415),(6 2065.755),(7 2178.8804),(8 2291.2324),(9 2386.8494),(10 2453.905),(11 2518.5208),(12 2568.4414),(13 2620.9504),(14 2674.1526),(15 2727.3486),(16 2774.327),(17 2810.302),(18 2898.1306),(19 2930.7822),(20 2957.6482),(21 2975.3467),(22 2962.4187),(23 2973.2517),(24 2963.8108),(25 2963.5564),(26 2953.1077),(27 2976.52),(28 2982.9858),(29 2995.8096),(30 3007.5308),(31 3013.6345),(32 3033.8062),(33 3051.7434),(34 3049.3643),(35 3072.945),(36 3080.5317),(37 3108.7307),(38 3145.5916),(39 3199.98),(40 3228.2336),(41 3229.0796),(42 3232.9749),(43 3257.8254),(44 3251.6868),(45 3274.762),(46 3294.413),(47 3309.3074),(48 3296.9138),(49 3312.1602),(50 3320.35),(51 3345.7751),(52 3359.7688),(53 3375.5522),(54 3389.343),(55 3393.6323),(56 3381.0142),(57 3377.2385),(58 3368.0444),(59 3369.0337),(60 3347.3474),(61 3333.941),(62 3329.1057),(63 3332.3506),(64 3321.3662),(65 3314.4373),(66 3310.6458),(67 3320.6838),(68 3318.6067),(69 3316.145),(70 3332.4524),(71 3340.2937),(72 3359.449),(73 3360.866),(74 3387.765),(75 3402.648),(76 3415.7056),(77 3423.2153),(78 3437.5476),(79 3458.7847),
(1 774.62115),(2 1127.8834),(3 1521.6592),(4 1707.1147),(5 1888.3518),(6 2019.0504),(7 2131.046),(8 2237.62),(9 2307.719),(10 2384.7136),(11 2435.3843),(12 2490.3455),(13 2564.5464),(14 2603.256),(15 2657.7095),(16 2682.0881),(17 2691.3306),(18 2757.735),(19 2768.5984),(20 2787.7708),(21 2793.9946),(22 2786.1038),(23 2811.3281),(24 2819.0535),(25 2838.5923),(26 2832.9458),(27 2848.9363),(28 2856.336),(29 2866.8906),(30 2873.0266),(31 2895.237),(32 2926.9817),(33 2953.5679),(34 2962.7678),(35 2998.937),(36 3006.1924),(37 3019.0596),(38 3041.9648),(39 3072.8354),(40 3100.0483),(41 3120.3374),(42 3109.9702),(43 3129.658),(44 3141.1416),(45 3170.543),(46 3158.011),(47 3154.9397),(48 3159.9004),(49 3139.3696),(50 3124.1667),(51 3125.9404),(52 3107.7825),(53 3127.2712),(54 3118.233),(55 3106.8398),(56 3114.231),(57 3137.5051),(58 3132.8655),(59 3164.499),(60 3167.8508),(61 3162.1475),(62 3167.1055),(63 3213.6643),(64 3206.39),(65 3211.0037),(66 3198.0703),(67 3187.0156),(68 3189.6365),(69 3199.1108),(70 3193.0552),(71 3181.0034),(72 3173.5698),(73 3184.282),(74 3193.8733),(75 3226.9927),(76 3223.726),(77 3226.1304),(78 3233.0784),(79 3237.902),
(1 777.78735),(2 1111.92),(3 1447.3114),(4 1623.046),(5 1781.0034),(6 1897.4592),(7 2007.4652),(8 2123.0112),(9 2199.1833),(10 2277.8108),(11 2323.6492),(12 2375.096),(13 2420.738),(14 2465.866),(15 2490.376),(16 2520.4255),(17 2555.9521),(18 2608.1199),(19 2644.7046),(20 2663.9224),(21 2702.9236),(22 2731.1235),(23 2761.6458),(24 2778.9744),(25 2786.045),(26 2798.191),(27 2802.827),(28 2800.619),(29 2811.24),(30 2795.8838),(31 2804.3433),(32 2804.147),(33 2795.5833),(34 2795.9695),(35 2785.749),(36 2780.565),(37 2787.2048),(38 2810.533),(39 2854.7847),(40 2859.5825),(41 2895.9316),(42 2897.3892),(43 2909.9365),(44 2920.9688),(45 2935.1458),(46 2905.5266),(47 2920.9553),(48 2941.8645),(49 2941.2651),(50 2970.5627),(51 2992.5264),(52 2976.6912),(53 2988.631),(54 2991.096),(55 3005.0256),(56 3027.3662),(57 3046.2854),(58 3058.2998),(59 3074.8518),(60 3078.2708),(61 3057.2742),(62 3061.5703),(63 3075.9219),(64 3083.1196),(65 3085.6467),(66 3070.1228),(67 3094.9714),(68 3104.247),(69 3119.446),(70 3123.7783),(71 3118.949),(72 3100.4895),(73 3132.9683),(74 3135.8909),(75 3147.6294),(76 3144.293),(77 3146.468),(78 3150.284),(79 3128.372),
(1 770.1431),(2 1106.3054),(3 1439.1176),(4 1601.3059),(5 1737.0724),(6 1830.448),(7 1931.6776),(8 2053.3274),(9 2120.8376),(10 2188.924),(11 2244.9836),(12 2289.1716),(13 2348.5808),(14 2384.5144),(15 2449.926),(16 2501.9204),(17 2559.5342),(18 2632.0298),(19 2664.3152),(20 2693.9624),(21 2728.8433),(22 2752.7388),(23 2803.4302),(24 2816.2769),(25 2827.9749),(26 2851.8591),(27 2882.3315),(28 2887.0269),(29 2905.7734),(30 2897.8591),(31 2895.6147),(32 2877.5627),(33 2880.6814),(34 2881.7234),(35 2902.9968),(36 2888.3584),(37 2897.8926),(38 2914.296),(39 2957.8127),(40 2949.3738),(41 2981.7805),(42 3008.9504),(43 3027.796),(44 3035.9487),(45 3044.6833),(46 3026.452),(47 3011.898),(48 3034.298),(49 3047.4727),(50 3057.0007),(51 3069.792),(52 3064.351),(53 3088.8772),(54 3096.069),(55 3114.51),(56 3122.0703),(57 3156.0374),(58 3153.6387),(59 3150.342),(60 3141.688),(61 3155.8345),(62 3160.0562),(63 3175.0994),(64 3162.37),(65 3141.2385),(66 3142.1506),(67 3150.235),(68 3158.46),(69 3157.4285),(70 3176.2195),(71 3147.8547),(72 3138.0474),(73 3152.0623),(74 3132.7632),(75 3135.868),(76 3132.06),(77 3110.048),(78 3120.702),(79 3115.1685),
(1 755.9516),(2 1092.3605),(3 1434.1713),(4 1605.3656),(5 1736.5334),(6 1867.9937),(7 1968.4065),(8 2065.595),(9 2135.2507),(10 2206.6255),(11 2248.5654),(12 2282.6873),(13 2323.5767),(14 2360.8547),(15 2412.421),(16 2445.101),(17 2470.1643),(18 2521.9463),(19 2554.5454),(20 2573.8945),(21 2608.1567),(22 2664.0637),(23 2709.3418),(24 2715.2126),(25 2733.2434),(26 2731.4465),(27 2758.3179),(28 2755.9192),(29 2785.8062),(30 2795.5334),(31 2781.7512),(32 2777.4375),(33 2789.5837),(34 2799.7722),(35 2803.837),(36 2794.1523),(37 2820.7832),(38 2836.3013),(39 2841.9236),(40 2830.908),(41 2838.2412),(42 2831.474),(43 2836.732),(44 2833.6687),(45 2844.7227),(46 2847.2537),(47 2866.1956),(48 2903.9792),(49 2910.6758),(50 2945.9453),(51 2971.07),(52 2968.0466),(53 2975.5671),(54 2976.4873),(55 2980.046),(56 3002.7124),(57 3022.5847),(58 3045.3284),(59 3056.7878),(60 3079.4524),(61 3089.4104),(62 3081.7544),(63 3071.2383),(64 3047.2837),(65 3009.9346),(66 2993.6118),(67 2996.7822),(68 2976.5942),(69 2965.237),(70 2994.175),(71 2987.4873),(72 2994.2456),(73 3016.9675),(74 3024.7751),(75 3030.2048),(76 3036.2551),(77 3052.4756),(78 3060.8035),(79 3043.4958),
(1 740.63947),(2 1059.6053),(3 1370.121),(4 1540.7825),(5 1700.0966),(6 1824.4232),(7 1938.5276),(8 2042.9805),(9 2111.3372),(10 2188.2793),(11 2223.2197),(12 2278.3445),(13 2331.7217),(14 2369.5112),(15 2436.6294),(16 2474.0037),(17 2495.4673),(18 2527.3933),(19 2530.995),(20 2581.9622),(21 2609.5496),(22 2638.3154),(23 2674.712),(24 2680.3477),(25 2675.3843),(26 2627.9941),(27 2654.436),(28 2652.9878),(29 2669.9856),(30 2668.1782),(31 2675.1174),(32 2690.2385),(33 2690.6619),(34 2691.7168),(35 2703.6855),(36 2708.723),(37 2720.987),(38 2747.2798),(39 2774.877),(40 2781.5137),(41 2782.7048),(42 2785.088),(43 2791.1914),(44 2788.6116),(45 2817.1514),(46 2825.479),(47 2839.4495),(48 2831.099),(49 2835.3367),(50 2848.5698),(51 2855.9248),(52 2860.7458),(53 2886.572),(54 2888.8965),(55 2907.4675),(56 2899.699),(57 2907.3762),(58 2911.5881),(59 2911.3977),(60 2914.1816),(61 2921.4514),(62 2926.4688),(63 2946.3105),(64 2942.4788),(65 2937.5955),(66 2913.725),(67 2912.1353),(68 2917.7822),(69 2919.5269),(70 2916.3245),(71 2931.976),(72 2912.6938),(73 2934.0325),(74 2937.6265),(75 2955.9753),(76 2943.323),(77 2950.0427),(78 2928.6782),(79 2918.4832),
