1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 52.02297),(2 68.02537),(3 73.46566),(4 77.66805),(5 80.70745),(6 83.37761),(7 85.2672),(8 85.91386),(9 87.23541),(10 88.4476),(11 88.944244),(12 89.84262),(13 89.80383),(14 89.914635),(15 89.2926),(16 89.91351),(17 90.90785),(18 91.0143),(19 92.39205),(20 92.301636),(21 92.60216),(22 92.249886),(23 93.74044),(24 93.91829),(25 93.617714),(26 94.4958),(27 92.67308),(28 93.4227),(29 92.935974),(30 93.173706),(31 93.00512),(32 91.97249),(33 92.53587),(34 93.36418),(35 92.68029),(36 93.092354),(37 93.15195),(38 95.06316),(39 94.71095),(40 95.107666),(41 95.399315),(42 95.445694),(43 96.740166),(44 96.48486),(45 96.21381),(46 97.08836),(47 97.0321),(48 97.90426),(49 98.98886),(50 101.07095),(51 99.757515),(52 100.79144),(53 101.37887),(54 100.57329),(55 100.425545),(56 100.90519),(57 100.73846),(58 99.83716),(59 101.37688),(60 101.264366),(61 101.43311),(62 101.98916),(63 100.95087),(64 102.19519),(65 102.83202),(66 103.06858),(67 102.94359),(68 101.71726),(69 102.01517),(70 102.77215),(71 102.494064),(72 102.701),(73 102.03),(74 102.25463),(75 101.58338),(76 101.44883),(77 101.83283),(78 101.666),(79 102.28789),
(1 50.876858),(2 66.07766),(3 71.634575),(4 75.99376),(5 77.977745),(6 80.28736),(7 82.36769),(8 84.15432),(9 84.490875),(10 84.30496),(11 85.44812),(12 86.505356),(13 86.42825),(14 87.29725),(15 86.46789),(16 87.39748),(17 87.60751),(18 88.04096),(19 88.69996),(20 89.552574),(21 88.69035),(22 88.582634),(23 88.93595),(24 88.292915),(25 89.04389),(26 89.759415),(27 88.862015),(28 88.89067),(29 89.899445),(30 90.72693),(31 92.4007),(32 91.54803),(33 91.07005),(34 90.090485),(35 90.94304),(36 91.43826),(37 91.7186),(38 91.46405),(39 91.2121),(40 91.05595),(41 91.62265),(42 91.67073),(43 92.80684),(44 93.64875),(45 93.59698),(46 93.246284),(47 94.24246),(48 94.750374),(49 94.567024),(50 96.052444),(51 95.42573),(52 96.3552),(53 96.57368),(54 96.16178),(55 96.30246),(56 95.74814),(57 96.11386),(58 96.77095),(59 98.093475),(60 98.79709),(61 98.42225),(62 98.86391),(63 97.53099),(64 98.37807),(65 98.85007),(66 99.21732),(67 99.34498),(68 99.59517),(69 100.28307),(70 100.04548),(71 99.44108),(72 99.39802),(73 99.1279),(74 99.79211),(75 97.34238),(76 97.918015),(77 97.84928),(78 97.546616),(79 97.81793),
(1 51.352673),(2 67.65776),(3 72.798546),(4 77.08356),(5 79.26703),(6 82.38746),(7 84.20951),(8 85.029366),(9 86.162056),(10 86.151245),(11 86.33592),(12 87.11795),(13 86.83112),(14 87.572),(15 86.68704),(16 87.54888),(17 87.78764),(18 88.7717),(19 90.4922),(20 91.23938),(21 90.923615),(22 90.95274),(23 91.873146),(24 92.198715),(25 92.8632),(26 92.6972),(27 91.38218),(28 92.26055),(29 92.89289),(30 93.38441),(31 94.54471),(32 93.56554),(33 93.10091),(34 93.01615),(35 93.38008),(36 94.261635),(37 94.93023),(38 95.2943),(39 93.37433),(40 93.65504),(41 92.665054),(42 92.72397),(43 94.47429),(44 94.82484),(45 95.63112),(46 96.55639),(47 96.11822),(48 96.942665),(49 97.64991),(50 99.42966),(51 98.67154),(52 99.51041),(53 100.21744),(54 100.30779),(55 100.67159),(56 100.73792),(57 100.63502),(58 100.68784),(59 100.83567),(60 100.95936),(61 100.20522),(62 101.69218),(63 100.473595),(64 101.04393),(65 100.88564),(66 100.23982),(67 100.969795),(68 100.539),(69 101.401405),(70 100.783646),(71 99.36245),(72 99.551025),(73 99.428246),(74 99.21406),(75 98.51298),(76 97.85585),(77 97.53079),(78 97.56772),(79 97.78925),
(1 49.594826),(2 64.87922),(3 69.73563),(4 74.39632),(5 77.217285),(6 79.77222),(7 81.55505),(8 82.648094),(9 83.2458),(10 83.39572),(11 83.73142),(12 84.49919),(13 84.839745),(14 86.15532),(15 85.808655),(16 86.9961),(17 87.136696),(18 88.03326),(19 88.7143),(20 88.165695),(21 88.30651),(22 87.71019),(23 88.702835),(24 88.49541),(25 89.610756),(26 89.76407),(27 88.23688),(28 88.25236),(29 89.44547),(30 88.7409),(31 89.21739),(32 88.41631),(33 89.05799),(34 88.9319),(35 89.17383),(36 89.65546),(37 90.611404),(38 91.5259),(39 90.80277),(40 91.29161),(41 91.13603),(42 90.99285),(43 92.50644),(44 92.462135),(45 91.759544),(46 91.619995),(47 92.10103),(48 92.71805),(49 93.99033),(50 94.78274),(51 95.22334),(52 95.04648),(53 96.283875),(54 96.151695),(55 96.10761),(56 96.2268),(57 97.11234),(58 97.10737),(59 98.313484),(60 98.12123),(61 97.88789),(62 98.46071),(63 97.624664),(64 98.65852),(65 98.18089),(66 98.38199),(67 99.25339),(68 99.3452),(69 100.230934),(70 100.27746),(71 99.798874),(72 100.576485),(73 100.24432),(74 100.508896),(75 99.86306),(76 100.440544),(77 100.284645),(78 100.254326),(79 100.630615),
(1 49.365368),(2 63.8499),(3 68.01486),(4 72.29677),(5 75.84669),(6 78.580894),(7 80.74957),(8 81.42565),(9 81.862724),(10 82.94201),(11 83.72789),(12 84.241585),(13 84.36974),(14 85.58747),(15 84.75641),(16 85.20821),(17 86.120834),(18 86.48161),(19 87.21542),(20 87.19684),(21 86.5534),(22 86.75446),(23 86.30992),(24 86.69359),(25 87.11817),(26 88.09538),(27 87.051636),(28 86.64679),(29 87.01232),(30 87.597115),(31 88.74849),(32 88.7),(33 88.53776),(34 89.11345),(35 89.63317),(36 90.48958),(37 89.48111),(38 89.924965),(39 88.96394),(40 88.88601),(41 88.93934),(42 88.51265),(43 89.28108),(44 89.091156),(45 89.70702),(46 90.103004),(47 90.785164),(48 91.43361),(49 92.15599),(50 93.076065),(51 92.883995),(52 93.54344),(53 93.01189),(54 92.31138),(55 92.23542),(56 92.37008),(57 93.80105),(58 93.18352),(59 93.015175),(60 93.23353),(61 94.2056),(62 95.3411),(63 94.33751),(64 95.25655),(65 94.9237),(66 93.894844),(67 95.732704),(68 96.22023),(69 95.72544),(70 94.44924),(71 94.758),(72 94.84081),(73 95.14247),(74 94.840546),(75 93.73692),(76 93.13623),(77 93.600914),(78 93.45789),(79 94.13007),
(1 49.514603),(2 64.90764),(3 69.94633),(4 74.174484),(5 77.06474),(6 79.01417),(7 81.3946),(8 82.42279),(9 83.148674),(10 83.280266),(11 84.29554),(12 84.603584),(13 85.0505),(14 85.92479),(15 84.183624),(16 85.44782),(17 85.36242),(18 85.79829),(19 86.9166),(20 86.9209),(21 86.345795),(22 87.05598),(23 87.78667),(24 88.32833),(25 88.24965),(26 88.95556),(27 87.73072),(28 88.45783),(29 88.135994),(30 88.22075),(31 87.547745),(32 86.961395),(33 87.2396),(34 88.111725),(35 88.62469),(36 89.51293),(37 89.943375),(38 90.04379),(39 89.77926),(40 90.04265),(41 90.22634),(42 91.3408),(43 91.79269),(44 93.02337),(45 93.4811),(46 93.66866),(47 94.81237),(48 95.72628),(49 95.902306),(50 96.11281),(51 95.733925),(52 96.68379),(53 96.874054),(54 96.83806),(55 96.84774),(56 96.890076),(57 97.62294),(58 96.913),(59 96.82307),(60 97.34325),(61 98.089615),(62 98.500206),(63 97.067024),(64 98.061905),(65 97.771095),(66 97.47584),(67 98.176796),(68 98.51394),(69 98.56587),(70 97.88858),(71 98.401924),(72 98.38174),(73 97.43156),(74 98.26437),(75 96.64234),(76 95.85918),(77 96.81283),(78 97.29922),(79 97.24626),
(1 48.355427),(2 64.93576),(3 69.53993),(4 74.22255),(5 76.888374),(6 79.48697),(7 81.707504),(8 83.0058),(9 83.57573),(10 83.6815),(11 84.64765),(12 86.17349),(13 87.12144),(14 86.86713),(15 86.16052),(16 87.307335),(17 87.55988),(18 87.866905),(19 88.75994),(20 87.816216),(21 87.80381),(22 87.540825),(23 87.97336),(24 88.23993),(25 88.23135),(26 88.43036),(27 88.19856),(28 88.297134),(29 88.34488),(30 88.61096),(31 89.85567),(32 89.32498),(33 88.916046),(34 89.107864),(35 89.00753),(36 89.70518),(37 88.803474),(38 90.18926),(39 89.29471),(40 89.39421),(41 89.24477),(42 88.59862),(43 89.725845),(44 90.15085),(45 91.51043),(46 91.964455),(47 91.751724),(48 92.657875),(49 93.35726),(50 94.264),(51 94.24336),(52 95.75853),(53 95.308174),(54 95.43801),(55 95.507866),(56 94.58959),(57 94.838394),(58 95.311134),(59 96.03498),(60 95.72096),(61 95.2035),(62 96.14345),(63 94.88419),(64 96.39471),(65 96.87036),(66 96.410095),(67 96.89619),(68 97.95401),(69 98.65609),(70 97.29084),(71 97.75269),(72 98.52442),(73 97.52331),(74 97.604454),(75 96.376076),(76 96.33777),(77 95.79563),(78 96.09482),(79 96.737144),
(1 48.89115),(2 64.34788),(3 69.555626),(4 73.814964),(5 76.337494),(6 79.059265),(7 81.13014),(8 82.27548),(9 82.717064),(10 82.87371),(11 83.28912),(12 83.84136),(13 85.11127),(14 85.320625),(15 84.487564),(16 87.06807),(17 86.72408),(18 86.60316),(19 86.83104),(20 85.969185),(21 86.74465),(22 86.20599),(23 85.2283),(24 85.31493),(25 86.08167),(26 86.7153),(27 85.360146),(28 85.771454),(29 86.39127),(30 86.5127),(31 86.82216),(32 86.616264),(33 85.61253),(34 85.793106),(35 85.764626),(36 87.05439),(37 87.4893),(38 87.48497),(39 86.63536),(40 86.51856),(41 86.970146),(42 87.114395),(43 88.79385),(44 89.41107),(45 89.5657),(46 90.273026),(47 91.032684),(48 91.10886),(49 92.42222),(50 92.86962),(51 92.21896),(52 93.147736),(53 92.71518),(54 93.222),(55 93.12419),(56 92.93884),(57 93.52099),(58 93.25175),(59 93.69043),(60 94.324844),(61 94.554504),(62 95.119934),(63 94.31062),(64 95.043434),(65 95.51979),(66 95.152405),(67 96.29769),(68 96.73676),(69 95.84363),(70 95.27207),(71 95.01335),(72 95.084305),(73 94.22098),(74 95.30468),(75 93.23909),(76 93.16213),(77 92.88525),(78 92.498146),(79 94.01796),
(1 48.09674),(2 63.14947),(3 67.89012),(4 72.94859),(5 75.69077),(6 78.52405),(7 80.16987),(8 81.46174),(9 81.58752),(10 81.063736),(11 81.82512),(12 82.82019),(13 83.68289),(14 83.76072),(15 83.601006),(16 84.815605),(17 84.82232),(18 84.78607),(19 85.84157),(20 85.76046),(21 85.92292),(22 86.370926),(23 86.22847),(24 86.55333),(25 86.89536),(26 87.07347),(27 86.16679),(28 86.88916),(29 88.06812),(30 87.67295),(31 87.705864),(32 87.68059),(33 87.04866),(34 86.77197),(35 87.85389),(36 88.876976),(37 89.29466),(38 89.722374),(39 88.827545),(40 89.208824),(41 88.430115),(42 88.31576),(43 89.89301),(44 90.42022),(45 90.830505),(46 90.83034),(47 91.73687),(48 92.747635),(49 92.51941),(50 94.21673),(51 93.096),(52 94.13551),(53 93.596115),(54 93.16586),(55 94.33896),(56 94.10839),(57 94.36439),(58 94.39042),(59 94.422554),(60 94.39335),(61 94.30137),(62 95.554),(63 94.237564),(64 95.0679),(65 95.31878),(66 95.56553),(67 96.177185),(68 95.39824),(69 96.15871),(70 97.02291),(71 96.27349),(72 96.17584),(73 97.16361),(74 96.55481),(75 95.76623),(76 95.854965),(77 95.65034),(78 95.44873),(79 96.02362),
(1 48.004265),(2 62.48023),(3 67.250206),(4 71.84283),(5 74.62986),(6 76.54544),(7 79.27632),(8 80.12714),(9 81.7506),(10 81.60119),(11 82.80145),(12 82.78576),(13 83.54372),(14 83.151665),(15 82.82862),(16 84.26196),(17 84.51464),(18 84.26925),(19 85.503075),(20 84.96801),(21 84.42016),(22 84.11204),(23 84.2336),(24 84.32951),(25 85.30339),(26 85.72668),(27 84.36003),(28 85.08055),(29 84.528435),(30 85.262825),(31 84.74934),(32 85.00934),(33 85.44511),(34 85.43846),(35 85.924),(36 86.61685),(37 87.61289),(38 86.413956),(39 85.82941),(40 86.61852),(41 87.38671),(42 87.64794),(43 88.13426),(44 87.98088),(45 88.312874),(46 89.448944),(47 90.432884),(48 91.80479),(49 92.284706),(50 93.689064),(51 92.856834),(52 93.13123),(53 93.317215),(54 93.32678),(55 93.64902),(56 93.0624),(57 93.24644),(58 92.94734),(59 93.46808),(60 94.04144),(61 94.41489),(62 94.43883),(63 94.21103),(64 94.45845),(65 95.19525),(66 94.87687),(67 95.05827),(68 95.276566),(69 94.92878),(70 94.797585),(71 94.52012),(72 94.34384),(73 94.256065),(74 94.124535),(75 93.11401),(76 92.58102),(77 92.41349),(78 92.11639),(79 93.13618),
(1 47.550903),(2 61.454903),(3 66.59606),(4 70.36668),(5 73.49503),(6 75.6975),(7 78.33636),(8 79.626724),(9 79.19537),(10 79.53964),(11 79.466705),(12 79.91419),(13 80.19126),(14 80.630615),(15 80.6995),(16 81.65226),(17 81.075134),(18 81.62711),(19 82.50969),(20 83.031555),(21 82.54206),(22 81.9763),(23 81.80398),(24 82.59433),(25 83.39433),(26 84.39531),(27 82.77923),(28 82.88293),(29 83.12794),(30 83.25444),(31 83.66188),(32 83.514275),(33 84.05009),(34 83.25747),(35 84.46252),(36 84.63905),(37 84.794106),(38 85.45622),(39 85.286354),(40 85.41072),(41 85.95783),(42 86.17378),(43 86.75196),(44 86.99678),(45 87.5928),(46 87.72013),(47 88.24687),(48 89.02508),(49 90.36636),(50 90.947586),(51 90.89667),(52 92.097336),(53 91.96703),(54 91.73349),(55 92.56137),(56 91.2832),(57 91.66169),(58 90.53571),(59 90.42105),(60 90.68844),(61 90.83477),(62 92.85932),(63 91.292915),(64 91.44508),(65 91.556526),(66 91.12544),(67 91.68471),(68 91.80512),(69 91.82814),(70 92.07255),(71 92.6323),(72 92.367836),(73 92.19332),(74 92.87727),(75 91.24568),(76 91.434944),(77 91.54513),(78 91.34221),(79 92.003075),
(1 46.296032),(2 60.381073),(3 64.72662),(4 68.73748),(5 70.82556),(6 73.36241),(7 75.55401),(8 76.93059),(9 78.70747),(10 78.36691),(11 78.68332),(12 79.607765),(13 79.84689),(14 80.7241),(15 79.923615),(16 80.46563),(17 80.41562),(18 80.35062),(19 80.894936),(20 80.960045),(21 81.20827),(22 81.52858),(23 81.21357),(24 81.66814),(25 81.5519),(26 82.39769),(27 82.37879),(28 82.86119),(29 82.44568),(30 82.60888),(31 83.922935),(32 83.220726),(33 82.3203),(34 82.14012),(35 82.91385),(36 83.36089),(37 84.28173),(38 84.39894),(39 84.19786),(40 84.3954),(41 85.22548),(42 85.16017),(43 85.68399),(44 85.331505),(45 85.730804),(46 86.37609),(47 86.89735),(48 87.35455),(49 88.59855),(50 88.81346),(51 88.194954),(52 88.94908),(53 89.73394),(54 89.510414),(55 89.53478),(56 88.37961),(57 88.9832),(58 88.958145),(59 88.719574),(60 89.03493),(61 89.19792),(62 89.732895),(63 88.934654),(64 89.83014),(65 90.66579),(66 90.50103),(67 91.33724),(68 91.52918),(69 93.03765),(70 92.659065),(71 92.38919),(72 91.743225),(73 92.17808),(74 92.57556),(75 91.58355),(76 91.62058),(77 91.41258),(78 91.09914),(79 92.627495),
(1 47.474857),(2 61.853603),(3 66.82249),(4 71.28685),(5 74.75839),(6 77.80554),(7 78.90886),(8 79.65631),(9 80.57086),(10 80.586235),(11 82.26738),(12 82.81686),(13 82.0142),(14 81.91712),(15 81.3505),(16 83.380745),(17 82.94948),(18 82.874054),(19 83.11713),(20 82.542885),(21 83.08176),(22 83.50115),(23 82.87348),(24 83.24876),(25 83.94144),(26 83.57003),(27 82.653404),(28 83.35728),(29 83.555786),(30 83.69843),(31 83.890915),(32 84.02003),(33 83.73197),(34 84.1358),(35 85.391525),(36 85.76821),(37 85.670456),(38 86.38001),(39 85.53718),(40 86.84539),(41 86.01091),(42 85.64422),(43 86.429115),(44 87.42664),(45 87.33112),(46 88.1713),(47 89.23246),(48 89.66332),(49 89.89108),(50 91.36635),(51 91.40193),(52 92.93177),(53 92.56438),(54 92.689384),(55 92.58829),(56 92.414085),(57 92.40373),(58 91.94373),(59 91.82698),(60 91.873375),(61 92.31962),(62 93.88389),(63 94.14305),(64 94.07938),(65 94.06938),(66 93.553604),(67 93.37328),(68 93.21263),(69 93.5627),(70 93.801834),(71 93.68322),(72 94.03095),(73 94.19716),(74 94.12481),(75 94.04965),(76 93.59831),(77 93.24643),(78 93.50606),(79 93.49545),
(1 45.095345),(2 58.496155),(3 62.873898),(4 67.05778),(5 70.14853),(6 73.13235),(7 74.46947),(8 75.69234),(9 76.54151),(10 77.04753),(11 77.82158),(12 78.63635),(13 78.41348),(14 78.88995),(15 78.53215),(16 80.12945),(17 80.57693),(18 80.87002),(19 80.4444),(20 79.89173),(21 80.92524),(22 80.29004),(23 80.79875),(24 81.182625),(25 81.30828),(26 81.64249),(27 81.39001),(28 80.87733),(29 81.15938),(30 81.549416),(31 82.4598),(32 81.89674),(33 81.91222),(34 82.206924),(35 82.836945),(36 83.569916),(37 83.689354),(38 83.77567),(39 83.202644),(40 83.943665),(41 84.572),(42 84.32758),(43 84.84097),(44 84.99337),(45 85.78091),(46 86.79253),(47 87.13708),(48 87.73221),(49 88.079414),(50 89.120125),(51 88.63404),(52 88.91273),(53 88.917076),(54 88.69089),(55 87.72813),(56 88.1058),(57 88.46581),(58 88.35535),(59 88.09243),(60 87.96468),(61 87.97263),(62 89.57773),(63 88.08495),(64 88.28361),(65 88.93016),(66 88.35704),(67 88.393936),(68 89.071365),(69 89.74871),(70 89.04907),(71 88.77654),(72 88.67153),(73 89.30221),(74 88.35292),(75 88.06719),(76 88.44262),(77 88.11505),(78 87.597824),(79 87.91439),
(1 45.679108),(2 59.72087),(3 64.51184),(4 69.35205),(5 71.486176),(6 73.721344),(7 75.6994),(8 76.374214),(9 77.19192),(10 78.5878),(11 79.15277),(12 79.22746),(13 79.65395),(14 81.20007),(15 79.88245),(16 81.50405),(17 81.8989),(18 81.61256),(19 81.665825),(20 81.58517),(21 81.86258),(22 81.83104),(23 81.320496),(24 81.518326),(25 81.57092),(26 82.31951),(27 81.92205),(28 82.354774),(29 81.86588),(30 81.80456),(31 82.14283),(32 81.80469),(33 82.00397),(34 81.840195),(35 81.92692),(36 82.69433),(37 82.94517),(38 84.02242),(39 83.70343),(40 84.51194),(41 84.97287),(42 84.51998),(43 85.12537),(44 85.40867),(45 85.718445),(46 85.74267),(47 86.67371),(48 87.35309),(49 87.73961),(50 88.52591),(51 88.96156),(52 88.91499),(53 89.19226),(54 89.41227),(55 90.01373),(56 89.89235),(57 90.22287),(58 90.841446),(59 90.773125),(60 90.4295),(61 90.32126),(62 91.00678),(63 90.988846),(64 91.052925),(65 91.318794),(66 91.41986),(67 91.18143),(68 90.62418),(69 91.43948),(70 91.253044),(71 91.36817),(72 91.63038),(73 91.63148),(74 92.48519),(75 90.860214),(76 90.367775),(77 91.26764),(78 90.75069),(79 90.19746),
(1 44.96355),(2 59.54758),(3 63.644012),(4 67.75285),(5 70.89299),(6 73.83537),(7 75.02298),(8 76.36887),(9 77.24258),(10 77.29308),(11 78.05827),(12 78.575134),(13 78.27412),(14 79.292946),(15 78.5054),(16 79.70895),(17 80.153786),(18 80.22669),(19 80.580055),(20 80.58062),(21 81.002266),(22 81.16525),(23 80.65237),(24 80.55294),(25 80.94132),(26 81.21371),(27 80.24439),(28 80.497116),(29 80.41951),(30 80.83958),(31 81.63373),(32 81.13096),(33 81.6023),(34 81.78519),(35 81.59928),(36 82.498764),(37 82.52975),(38 83.272766),(39 82.890434),(40 82.17904),(41 83.01285),(42 83.933426),(43 83.30921),(44 83.53448),(45 84.01128),(46 84.61791),(47 85.50179),(48 86.177765),(49 87.38856),(50 87.89586),(51 87.89638),(52 87.78715),(53 87.70737),(54 87.74705),(55 87.35655),(56 87.62212),(57 86.90875),(58 87.777374),(59 88.09124),(60 87.82295),(61 87.92846),(62 88.846886),(63 88.162315),(64 88.040565),(65 88.28037),(66 88.233284),(67 89.04794),(68 88.38142),(69 89.15728),(70 88.50399),(71 88.460106),(72 89.11593),(73 88.50509),(74 89.206345),(75 88.27354),(76 88.54272),(77 88.10994),(78 88.20698),(79 88.05405),
(1 44.203983),(2 57.563965),(3 63.09776),(4 66.230774),(5 69.59057),(6 71.900894),(7 73.553986),(8 74.809906),(9 75.450745),(10 75.425156),(11 75.39926),(12 76.20978),(13 77.45635),(14 77.79366),(15 76.398186),(16 76.838844),(17 77.15869),(18 77.915596),(19 78.06782),(20 78.12759),(21 77.8736),(22 78.16128),(23 78.11056),(24 77.7633),(25 77.82398),(26 78.52485),(27 77.71206),(28 78.24276),(29 78.64491),(30 79.26888),(31 79.75447),(32 78.819305),(33 79.09234),(34 78.503456),(35 78.55335),(36 79.45265),(37 80.25477),(38 80.507225),(39 80.49466),(40 80.197464),(41 81.18083),(42 82.003494),(43 82.180466),(44 81.93836),(45 82.516655),(46 82.43049),(47 83.34002),(48 84.41906),(49 85.17449),(50 85.82466),(51 85.32346),(52 86.06236),(53 85.06909),(54 84.64703),(55 84.64888),(56 85.18355),(57 85.01243),(58 85.111916),(59 86.21448),(60 86.45028),(61 85.550316),(62 85.76732),(63 85.58449),(64 85.41313),(65 86.28495),(66 86.34755),(67 87.11032),(68 87.058495),(69 88.06083),(70 87.85435),(71 86.86147),(72 87.00906),(73 86.51129),(74 87.3363),(75 86.368904),(76 86.00166),(77 85.921776),(78 85.8981),(79 86.211945),
(1 44.658733),(2 58.779346),(3 63.6304),(4 67.71666),(5 70.6292),(6 73.05886),(7 74.72033),(8 76.120316),(9 76.93258),(10 77.4463),(11 76.99937),(12 77.39279),(13 77.385925),(14 79.071556),(15 78.39091),(16 79.733025),(17 80.61131),(18 80.53245),(19 80.26657),(20 80.2305),(21 79.59632),(22 79.703735),(23 79.26617),(24 79.92943),(25 80.41912),(26 80.864784),(27 80.62026),(28 80.9451),(29 81.41893),(30 80.90684),(31 81.32216),(32 81.01042),(33 81.09294),(34 81.20848),(35 81.81674),(36 82.30929),(37 83.20118),(38 83.917625),(39 82.45139),(40 82.69269),(41 82.9135),(42 83.89807),(43 84.47369),(44 84.76068),(45 85.57827),(46 85.341324),(47 85.66276),(48 86.401054),(49 87.1657),(50 86.776375),(51 86.58942),(52 86.8906),(53 86.63267),(54 86.755066),(55 86.21679),(56 86.50049),(57 87.12583),(58 86.97835),(59 87.16388),(60 87.15935),(61 87.43816),(62 88.46917),(63 88.13626),(64 88.19356),(65 88.36035),(66 88.80034),(67 88.93997),(68 88.994156),(69 90.019066),(70 89.591644),(71 89.196594),(72 89.75602),(73 89.767555),(74 90.22935),(75 88.80088),(76 88.31178),(77 87.83359),(78 87.69838),(79 88.90628),
