1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 60.62312),(2 78.80007),(3 84.33335),(4 89.28482),(5 91.836624),(6 94.616646),(7 98.35825),(8 99.70806),(9 100.64153),(10 100.800575),(11 102.38561),(12 102.93193),(13 102.75367),(14 101.13521),(15 101.07756),(16 102.44465),(17 102.7486),(18 102.93949),(19 104.73351),(20 104.1234),(21 104.07486),(22 104.80177),(23 104.55877),(24 104.39077),(25 105.78019),(26 106.47442),(27 105.227745),(28 106.067474),(29 105.771095),(30 105.665115),(31 107.2452),(32 107.14182),(33 106.63539),(34 106.95024),(35 107.47943),(36 108.50997),(37 108.94476),(38 107.97828),(39 108.16889),(40 108.56777),(41 109.20828),(42 109.86374),(43 111.397415),(44 110.99607),(45 111.85468),(46 110.47148),(47 112.26538),(48 112.83942),(49 114.06143),(50 114.09386),(51 113.70688),(52 113.949295),(53 114.086075),(54 114.00056),(55 114.83346),(56 113.40385),(57 113.647766),(58 113.76069),(59 114.97728),(60 114.790115),(61 115.89007),(62 117.50657),(63 114.760376),(64 115.20746),(65 115.938644),(66 115.52974),(67 117.06431),(68 115.346436),(69 116.09328),(70 114.08757),(71 114.61025),(72 115.0267),(73 115.78183),(74 116.58842),(75 114.23767),(76 113.8575),(77 114.11487),(78 113.4441),(79 114.47639),
(1 60.620766),(2 79.9253),(3 84.39842),(4 89.32214),(5 92.14549),(6 94.91474),(7 98.29843),(8 99.88805),(9 100.97002),(10 101.30635),(11 102.73304),(12 103.47368),(13 104.353806),(14 104.217766),(15 104.47449),(16 104.683174),(17 104.903046),(18 105.28479),(19 105.418),(20 105.263916),(21 106.44381),(22 106.65857),(23 106.27623),(24 106.40802),(25 105.90874),(26 107.08791),(27 106.750404),(28 108.325584),(29 107.32639),(30 107.24142),(31 107.62166),(32 107.89611),(33 107.81603),(34 107.32341),(35 108.22672),(36 109.44217),(37 109.95614),(38 110.18724),(39 109.54427),(40 110.07449),(41 110.427666),(42 110.32464),(43 111.68912),(44 110.6186),(45 112.58191),(46 112.2275),(47 113.6213),(48 114.61189),(49 114.83987),(50 114.76373),(51 114.76286),(52 115.71546),(53 116.0845),(54 115.96863),(55 115.91528),(56 117.10594),(57 116.76786),(58 117.406685),(59 118.4868),(60 119.236984),(61 118.67979),(62 120.27521),(63 118.53905),(64 118.78566),(65 119.17136),(66 120.25961),(67 120.489784),(68 120.362206),(69 121.18881),(70 118.41391),(71 119.581665),(72 119.15826),(73 118.54555),(74 118.05868),(75 116.389015),(76 116.55347),(77 117.35017),(78 116.57853),(79 116.97072),
(1 59.79928),(2 77.65177),(3 82.68903),(4 88.05099),(5 91.91792),(6 94.956024),(7 98.2063),(8 99.22034),(9 100.47397),(10 100.37401),(11 101.52062),(12 102.63033),(13 104.28077),(14 103.55988),(15 103.1816),(16 104.92399),(17 104.04757),(18 104.37751),(19 105.638214),(20 104.91055),(21 105.368),(22 106.03616),(23 104.895164),(24 105.1828),(25 104.77663),(26 105.14109),(27 105.21859),(28 104.723404),(29 105.27389),(30 106.33229),(31 106.6798),(32 105.80289),(33 105.62395),(34 105.88535),(35 105.96453),(36 106.37515),(37 106.986885),(38 108.53132),(39 107.8352),(40 108.414566),(41 108.32419),(42 108.630226),(43 109.2792),(44 110.80066),(45 111.91163),(46 110.82303),(47 112.53129),(48 113.312065),(49 113.05347),(50 114.68104),(51 112.683754),(52 113.45111),(53 113.19367),(54 113.08278),(55 113.13408),(56 113.319244),(57 113.39825),(58 112.560974),(59 112.620804),(60 113.95456),(61 113.88911),(62 115.02653),(63 113.38854),(64 114.43444),(65 114.734116),(66 114.46952),(67 115.99491),(68 116.68203),(69 116.83116),(70 117.16218),(71 116.24236),(72 116.10599),(73 116.22296),(74 116.16329),(75 114.64895),(76 115.9445),(77 116.31886),(78 115.78384),(79 116.92775),
(1 59.70266),(2 77.99191),(3 82.8194),(4 87.796974),(5 91.60808),(6 94.949486),(7 97.83071),(8 99.77327),(9 100.769424),(10 100.27725),(11 100.33492),(12 101.3206),(13 102.55255),(14 102.739395),(15 102.41583),(16 102.845024),(17 102.73698),(18 101.92453),(19 102.74403),(20 102.13711),(21 103.25663),(22 103.55293),(23 103.19616),(24 103.779434),(25 103.767845),(26 104.35634),(27 103.4475),(28 104.44293),(29 103.92478),(30 103.89296),(31 105.29861),(32 104.970924),(33 106.27335),(34 105.92255),(35 106.16547),(36 106.26957),(37 106.850784),(38 107.603874),(39 107.15477),(40 107.94553),(41 108.44699),(42 108.447815),(43 109.51233),(44 110.50541),(45 111.57045),(46 112.0214),(47 113.48127),(48 114.538185),(49 115.30308),(50 115.07418),(51 115.32212),(52 116.484),(53 116.31875),(54 116.16238),(55 115.93172),(56 116.11478),(57 116.43694),(58 115.7432),(59 115.19823),(60 116.496),(61 116.90239),(62 117.91935),(63 117.46848),(64 116.674706),(65 116.01043),(66 116.883865),(67 118.318535),(68 117.01332),(69 115.521675),(70 114.016716),(71 114.64622),(72 114.62227),(73 114.21444),(74 114.55063),(75 112.93064),(76 112.73686),(77 112.83099),(78 112.44464),(79 113.18706),
(1 58.100174),(2 75.984146),(3 80.48647),(4 84.86983),(5 89.154076),(6 91.9787),(7 95.65325),(8 96.344124),(9 97.119385),(10 97.883354),(11 98.198586),(12 98.12906),(13 99.433235),(14 100.751205),(15 98.840126),(16 99.62764),(17 101.0033),(18 101.29639),(19 101.79673),(20 102.36644),(21 102.05876),(22 103.16161),(23 101.24993),(24 101.33082),(25 102.494415),(26 103.54015),(27 101.86498),(28 101.5735),(29 102.80818),(30 102.57938),(31 103.89561),(32 103.89661),(33 103.00976),(34 102.88651),(35 103.22993),(36 103.65041),(37 103.652985),(38 104.38625),(39 103.62924),(40 103.59585),(41 103.55673),(42 103.40151),(43 104.83371),(44 105.68519),(45 106.41992),(46 106.45522),(47 107.665085),(48 108.29406),(49 109.12717),(50 108.83569),(51 107.93347),(52 109.82074),(53 110.36463),(54 110.08658),(55 109.93444),(56 109.87431),(57 109.81101),(58 109.06632),(59 110.30532),(60 111.30813),(61 112.31553),(62 112.49362),(63 111.90237),(64 112.15825),(65 111.29553),(66 110.78108),(67 111.79811),(68 112.43259),(69 112.98376),(70 111.92249),(71 112.4749),(72 113.38651),(73 112.03004),(74 112.173874),(75 109.74836),(76 110.42278),(77 109.85118),(78 109.01443),(79 109.47803),
(1 58.5969),(2 77.21205),(3 82.556625),(4 86.56621),(5 90.446205),(6 93.41813),(7 96.4297),(8 97.29465),(9 98.5688),(10 99.09535),(11 99.90125),(12 100.20956),(13 100.728485),(14 101.24818),(15 100.20666),(16 101.14038),(17 101.533005),(18 101.312126),(19 101.83479),(20 101.58907),(21 100.74499),(22 101.29153),(23 102.62555),(24 103.11359),(25 103.92222),(26 104.183784),(27 103.08853),(28 104.015396),(29 103.432045),(30 103.15656),(31 103.86128),(32 103.37388),(33 103.299385),(34 104.04853),(35 104.99465),(36 105.21706),(37 105.04116),(38 105.64894),(39 105.80041),(40 106.01757),(41 106.95884),(42 107.9894),(43 109.366516),(44 110.06035),(45 110.23072),(46 110.96822),(47 112.05069),(48 112.75458),(49 113.04638),(50 114.18039),(51 111.83579),(52 113.63552),(53 112.69059),(54 112.57103),(55 113.23552),(56 112.61466),(57 112.642586),(58 112.69733),(59 113.36094),(60 113.87435),(61 114.14416),(62 116.04401),(63 114.28408),(64 114.53938),(65 114.54943),(66 113.84988),(67 114.98499),(68 115.6167),(69 116.099594),(70 115.51675),(71 114.683365),(72 115.05299),(73 114.98004),(74 115.71177),(75 115.53489),(76 116.40602),(77 116.08094),(78 115.93048),(79 116.358055),
(1 58.66761),(2 77.25338),(3 81.60333),(4 86.79206),(5 90.07836),(6 92.98206),(7 94.80846),(8 96.81277),(9 97.07469),(10 97.58661),(11 97.54298),(12 98.22431),(13 98.64601),(14 99.557396),(15 99.14573),(16 100.18702),(17 100.04349),(18 100.03115),(19 99.78274),(20 100.146675),(21 99.58589),(22 99.68953),(23 100.12675),(24 100.1706),(25 99.86268),(26 100.51679),(27 100.69193),(28 101.50048),(29 101.61443),(30 101.86823),(31 102.964676),(32 102.33098),(33 103.33745),(34 102.72195),(35 102.42773),(36 102.756386),(37 102.49828),(38 103.21501),(39 102.3533),(40 104.16911),(41 105.18219),(42 105.60146),(43 106.70589),(44 107.15071),(45 107.93153),(46 108.79278),(47 108.73552),(48 109.46133),(49 111.123405),(50 111.52562),(51 110.273315),(52 111.65548),(53 110.908585),(54 109.96027),(55 111.04413),(56 110.31439),(57 110.523796),(58 110.51187),(59 110.264404),(60 110.46842),(61 111.17615),(62 111.816666),(63 110.96268),(64 110.91936),(65 111.41519),(66 111.21505),(67 112.953865),(68 112.418976),(69 113.01968),(70 111.852356),(71 112.665085),(72 112.79757),(73 112.25456),(74 112.321335),(75 111.0587),(76 111.47419),(77 111.06532),(78 111.49685),(79 111.92494),
(1 58.19178),(2 75.593575),(3 80.07613),(4 84.39855),(5 87.596375),(6 89.745514),(7 91.897896),(8 93.964165),(9 94.73326),(10 95.48663),(11 95.54263),(12 96.64932),(13 97.14499),(14 98.71478),(15 98.80845),(16 99.18664),(17 100.41045),(18 101.220245),(19 101.1636),(20 101.25751),(21 100.73406),(22 101.05989),(23 100.34997),(24 100.658966),(25 101.67579),(26 101.90043),(27 101.37497),(28 101.80594),(29 102.01656),(30 101.458176),(31 101.41526),(32 101.59935),(33 100.88227),(34 100.55828),(35 101.35401),(36 101.50427),(37 101.90563),(38 103.18114),(39 102.243256),(40 103.04288),(41 104.10108),(42 104.6022),(43 104.44612),(44 104.5415),(45 105.51392),(46 106.29163),(47 107.29617),(48 108.04499),(49 108.69554),(50 109.2374),(51 108.297),(52 109.228134),(53 109.64296),(54 109.44227),(55 109.35838),(56 109.60804),(57 109.53476),(58 111.50959),(59 111.541664),(60 112.239555),(61 112.508484),(62 112.94573),(63 111.14495),(64 111.142876),(65 111.13064),(66 110.733116),(67 111.169586),(68 110.86455),(69 112.49095),(70 112.140495),(71 111.62841),(72 111.04368),(73 111.05524),(74 110.841934),(75 110.06039),(76 110.8292),(77 111.299774),(78 111.342064),(79 110.61632),
(1 56.50798),(2 74.54705),(3 78.4386),(4 83.04437),(5 85.93542),(6 88.608154),(7 91.29418),(8 93.65226),(9 94.027306),(10 93.87002),(11 93.37108),(12 94.04369),(13 95.322205),(14 95.69904),(15 95.21203),(16 96.4352),(17 97.37144),(18 98.00056),(19 99.07913),(20 99.204254),(21 98.85011),(22 98.41465),(23 98.788),(24 98.877884),(25 99.58785),(26 100.168495),(27 100.06516),(28 100.57684),(29 101.03482),(30 100.989815),(31 99.804405),(32 100.034164),(33 100.41216),(34 99.86299),(35 99.79193),(36 101.56105),(37 101.700325),(38 103.04294),(39 101.76219),(40 102.43986),(41 103.01632),(42 102.39114),(43 103.13314),(44 102.96716),(45 103.18912),(46 102.486176),(47 103.84142),(48 104.606285),(49 106.05445),(50 107.32497),(51 106.92267),(52 108.34936),(53 107.039856),(54 106.7768),(55 106.419334),(56 106.416954),(57 106.436615),(58 106.111946),(59 106.6524),(60 106.94638),(61 106.97001),(62 109.10525),(63 107.25526),(64 107.88887),(65 108.32273),(66 107.827675),(67 109.57625),(68 109.699745),(69 109.717834),(70 108.20415),(71 107.51729),(72 107.70854),(73 107.74445),(74 108.094055),(75 106.58385),(76 107.039696),(77 107.30901),(78 107.55024),(79 108.1788),
(1 55.80362),(2 73.46762),(3 77.70988),(4 82.06698),(5 84.67471),(6 87.22291),(7 89.300514),(8 91.05691),(9 91.20745),(10 91.7554),(11 93.05564),(12 93.81376),(13 94.31547),(14 94.57737),(15 93.2124),(16 93.80793),(17 94.26419),(18 95.085434),(19 95.8093),(20 96.669785),(21 96.32355),(22 96.15809),(23 96.52536),(24 97.7738),(25 97.19988),(26 98.03872),(27 95.98468),(28 97.21213),(29 97.33003),(30 97.20574),(31 98.269775),(32 97.83876),(33 97.88872),(34 97.57765),(35 98.48863),(36 99.09648),(37 98.77933),(38 98.77835),(39 98.96225),(40 99.45604),(41 99.79675),(42 99.91527),(43 99.94514),(44 100.82703),(45 100.937256),(46 102.59856),(47 101.99354),(48 102.937416),(49 104.19647),(50 104.90521),(51 105.62833),(52 106.4705),(53 106.303276),(54 107.01356),(55 107.08058),(56 105.52917),(57 105.98687),(58 104.824554),(59 105.033775),(60 105.51423),(61 106.16767),(62 106.493126),(63 105.25352),(64 106.44103),(65 106.77898),(66 107.12346),(67 108.37383),(68 108.225006),(69 109.32358),(70 108.72029),(71 108.534325),(72 108.208755),(73 107.796684),(74 106.68759),(75 105.43239),(76 105.57516),(77 105.85682),(78 105.78011),(79 107.02894),
(1 54.472145),(2 71.48114),(3 75.840385),(4 79.50612),(5 83.04538),(6 85.74183),(7 89.15986),(8 90.17537),(9 91.42057),(10 91.11238),(11 91.29228),(12 92.5035),(13 94.651344),(14 94.95238),(15 93.95577),(16 95.29415),(17 95.95631),(18 96.56048),(19 96.79943),(20 97.12232),(21 96.76835),(22 96.69253),(23 97.138336),(24 97.75931),(25 97.5692),(26 98.02116),(27 97.71977),(28 97.486145),(29 97.74036),(30 98.29729),(31 98.16608),(32 97.88147),(33 97.29145),(34 97.74655),(35 97.445946),(36 97.92282),(37 98.146614),(38 99.57887),(39 98.19529),(40 98.31683),(41 98.28447),(42 98.77395),(43 100.030205),(44 100.248604),(45 99.54165),(46 99.76875),(47 101.89518),(48 103.24412),(49 102.874504),(50 103.623604),(51 104.355675),(52 104.89484),(53 105.807396),(54 106.39218),(55 106.89774),(56 107.10659),(57 106.79118),(58 106.76311),(59 107.2594),(60 107.733154),(61 108.36911),(62 110.10436),(63 109.10224),(64 109.76627),(65 110.68049),(66 110.23152),(67 110.95618),(68 110.7191),(69 110.76355),(70 109.96498),(71 110.49357),(72 109.48177),(73 109.35562),(74 109.16616),(75 107.63972),(76 107.961525),(77 108.284065),(78 108.17523),(79 108.62073),
(1 55.53573),(2 71.217834),(3 75.77109),(4 80.99233),(5 83.93475),(6 85.62239),(7 87.841896),(8 89.39794),(9 89.98766),(10 91.39688),(11 92.27126),(12 92.9598),(13 93.108864),(14 93.731285),(15 93.04753),(16 94.76548),(17 95.86959),(18 96.59861),(19 95.778145),(20 97.07159),(21 97.757416),(22 96.76828),(23 96.64809),(24 97.03715),(25 97.287865),(26 98.09226),(27 97.81289),(28 98.74812),(29 98.12326),(30 98.63474),(31 98.98522),(32 98.42845),(33 99.086845),(34 98.78192),(35 99.03242),(36 100.17016),(37 100.96827),(38 101.55493),(39 101.813225),(40 101.474205),(41 102.021255),(42 102.28151),(43 103.05235),(44 103.15241),(45 103.53773),(46 104.011505),(47 104.45001),(48 105.62637),(49 106.01685),(50 107.10235),(51 106.510025),(52 106.49666),(53 106.50236),(54 107.110344),(55 106.31465),(56 105.4784),(57 105.51254),(58 105.29884),(59 104.64602),(60 104.16048),(61 103.79052),(62 104.85047),(63 103.98165),(64 105.09928),(65 105.73754),(66 105.686325),(67 107.66843),(68 106.557915),(69 106.41322),(70 105.800735),(71 105.619514),(72 106.60538),(73 106.40246),(74 106.192314),(75 105.13453),(76 106.34836),(77 106.256035),(78 105.98312),(79 106.411415),
(1 53.82033),(2 70.02071),(3 75.46107),(4 80.6404),(5 83.87265),(6 86.51623),(7 88.295044),(8 88.7638),(9 90.0046),(10 90.91709),(11 91.71756),(12 92.70592),(13 92.95862),(14 93.011536),(15 91.042694),(16 92.42182),(17 93.22832),(18 93.71562),(19 94.390045),(20 95.20731),(21 94.71258),(22 95.487785),(23 96.7306),(24 97.15683),(25 96.78685),(26 97.13484),(27 96.14243),(28 96.457985),(29 96.17441),(30 96.02453),(31 96.68122),(32 96.75251),(33 97.76412),(34 97.669),(35 97.31453),(36 97.29857),(37 98.05596),(38 100.04551),(39 98.86819),(40 98.63056),(41 98.27569),(42 99.27645),(43 98.691444),(44 99.764084),(45 100.60185),(46 100.884224),(47 101.09138),(48 101.35438),(49 101.74235),(50 103.37461),(51 102.921036),(52 103.17491),(53 102.91243),(54 103.97549),(55 103.086914),(56 103.62808),(57 103.78496),(58 103.05627),(59 104.815796),(60 105.59845),(61 105.46659),(62 105.63606),(63 103.98687),(64 104.18346),(65 104.97348),(66 105.34129),(67 107.098976),(68 106.67354),(69 107.7694),(70 106.97511),(71 106.58161),(72 107.756096),(73 107.882576),(74 107.4043),(75 104.99761),(76 105.449554),(77 106.3745),(78 106.341225),(79 107.290565),
(1 54.087498),(2 69.8645),(3 75.06494),(4 79.10992),(5 82.13473),(6 84.28422),(7 86.605835),(8 88.13422),(9 89.31552),(10 89.58554),(11 89.564964),(12 90.28942),(13 91.625496),(14 92.61638),(15 91.391594),(16 92.91991),(17 93.03561),(18 93.9991),(19 94.83429),(20 94.72086),(21 94.12125),(22 94.66372),(23 94.75263),(24 95.472984),(25 95.95958),(26 96.95854),(27 95.700096),(28 96.22385),(29 96.550545),(30 96.10235),(31 96.41914),(32 96.81669),(33 97.372795),(34 97.03402),(35 97.24453),(36 97.7227),(37 97.96314),(38 98.30158),(39 96.8988),(40 97.61787),(41 97.96834),(42 97.422066),(43 98.87065),(44 98.70771),(45 99.57282),(46 99.714836),(47 101.229485),(48 102.47902),(49 103.06537),(50 103.95936),(51 104.19754),(52 104.50223),(53 104.43286),(54 104.4778),(55 103.19307),(56 102.992226),(57 102.90808),(58 101.81252),(59 102.48445),(60 103.32312),(61 102.95594),(62 104.79106),(63 103.6128),(64 104.737526),(65 105.434845),(66 104.70548),(67 103.912895),(68 103.86974),(69 104.29658),(70 104.63539),(71 104.684456),(72 105.14582),(73 104.26931),(74 103.57185),(75 102.01872),(76 102.096695),(77 103.43956),(78 103.2337),(79 103.36277),
(1 53.518925),(2 69.55439),(3 74.4299),(4 78.325806),(5 81.50784),(6 84.78226),(7 86.94233),(8 87.304436),(9 88.48545),(10 89.720665),(11 90.54835),(12 91.253265),(13 92.14688),(14 93.06721),(15 92.03402),(16 93.00978),(17 92.70438),(18 92.636284),(19 93.12252),(20 94.82467),(21 94.68681),(22 95.346245),(23 94.84824),(24 95.75705),(25 94.84888),(26 95.93185),(27 95.25459),(28 96.31381),(29 96.33885),(30 96.49277),(31 95.38492),(32 95.687325),(33 95.87913),(34 96.30088),(35 95.6265),(36 96.72155),(37 97.13563),(38 98.07827),(39 96.81604),(40 97.08754),(41 97.432335),(42 97.6529),(43 98.09646),(44 98.717606),(45 100.466095),(46 100.73655),(47 100.76694),(48 101.345474),(49 102.03308),(50 103.322014),(51 102.984726),(52 103.029465),(53 102.91886),(54 102.952156),(55 101.60248),(56 101.88992),(57 102.50283),(58 102.42992),(59 103.10257),(60 103.69066),(61 103.048294),(62 104.11497),(63 102.14163),(64 103.18795),(65 103.7281),(66 103.806694),(67 104.02679),(68 104.93478),(69 106.31107),(70 105.08511),(71 105.85574),(72 105.592735),(73 106.25146),(74 105.830666),(75 103.9949),(76 103.820145),(77 105.05491),(78 105.18926),(79 105.66205),
(1 53.30705),(2 69.31131),(3 74.41544),(4 78.570175),(5 81.40924),(6 83.70046),(7 85.499725),(8 87.562096),(9 88.697655),(10 89.13047),(11 89.165436),(12 90.103386),(13 90.1645),(14 91.24397),(15 90.090195),(16 92.56704),(17 92.579865),(18 92.32286),(19 93.17964),(20 93.20934),(21 93.30523),(22 94.00385),(23 92.949776),(24 93.068275),(25 94.297386),(26 95.18096),(27 93.79018),(28 93.87587),(29 93.671104),(30 93.77813),(31 94.054405),(32 93.16294),(33 92.86606),(34 93.07038),(35 93.94646),(36 95.1127),(37 94.3931),(38 94.62153),(39 94.33558),(40 94.90417),(41 94.47951),(42 94.63274),(43 95.55521),(44 96.64834),(45 96.7601),(46 98.1775),(47 98.75284),(48 99.676056),(49 100.51287),(50 100.56835),(51 101.206635),(52 101.43142),(53 102.47453),(54 102.47719),(55 102.82042),(56 103.27855),(57 102.882706),(58 103.02921),(59 103.38161),(60 103.641266),(61 103.15934),(62 103.94714),(63 102.76107),(64 104.08039),(65 103.76356),(66 103.95052),(67 105.22876),(68 105.374825),(69 105.70259),(70 105.7037),(71 103.98074),(72 103.73219),(73 105.08588),(74 104.9738),(75 102.923096),(76 102.432915),(77 103.15215),(78 102.75812),(79 103.550835),
(1 52.538887),(2 68.336334),(3 72.86628),(4 77.0432),(5 80.307076),(6 83.31219),(7 85.899574),(8 86.397705),(9 87.303215),(10 87.95011),(11 89.06498),(12 89.376945),(13 91.036354),(14 91.52389),(15 90.025246),(16 91.42004),(17 91.303345),(18 91.28326),(19 92.26579),(20 92.20335),(21 91.67181),(22 92.15152),(23 92.31729),(24 92.5572),(25 92.35513),(26 93.43423),(27 91.65809),(28 93.30745),(29 93.04823),(30 93.63796),(31 94.20084),(32 94.214584),(33 93.69827),(34 93.51916),(35 93.61173),(36 95.42497),(37 94.89882),(38 94.53598),(39 94.562485),(40 94.72711),(41 95.07334),(42 95.51084),(43 96.6223),(44 97.56442),(45 97.375114),(46 97.1931),(47 98.173485),(48 98.51253),(49 99.534645),(50 100.1456),(51 99.40592),(52 99.902695),(53 99.46143),(54 98.54934),(55 98.903435),(56 99.08709),(57 99.50397),(58 99.113495),(59 100.2147),(60 100.40898),(61 99.79476),(62 101.773445),(63 99.86046),(64 100.73509),(65 100.68137),(66 100.21576),(67 101.746796),(68 101.83036),(69 102.856255),(70 103.22823),(71 102.870636),(72 102.69761),(73 102.72471),(74 103.3184),(75 101.55599),(76 101.16658),(77 101.289925),(78 101.317986),(79 102.22339),
(1 52.358665),(2 67.94788),(3 73.477234),(4 77.69231),(5 80.35093),(6 82.79923),(7 84.88605),(8 86.653755),(9 88.11118),(10 89.007355),(11 89.66995),(12 89.23158),(13 89.85099),(14 90.24131),(15 89.08333),(16 90.0512),(17 90.883514),(18 91.27707),(19 92.2946),(20 91.564865),(21 91.50966),(22 91.96218),(23 91.45616),(24 91.36378),(25 91.52287),(26 92.828705),(27 90.8388),(28 90.91106),(29 91.03251),(30 91.22566),(31 92.14062),(32 91.814445),(33 92.00761),(34 92.29372),(35 92.0146),(36 93.63422),(37 93.05771),(38 93.1563),(39 92.558525),(40 93.33134),(41 93.13522),(42 93.521355),(43 93.98209),(44 95.36271),(45 96.078026),(46 96.76144),(47 97.35947),(48 98.452095),(49 98.77727),(50 100.21968),(51 99.36806),(52 100.46857),(53 100.722404),(54 100.394455),(55 101.171),(56 100.96857),(57 101.31585),(58 101.04206),(59 102.177),(60 102.76525),(61 102.508446),(62 102.19503),(63 101.19737),(64 101.67268),(65 101.42792),(66 100.703804),(67 100.85695),(68 100.62111),(69 101.10203),(70 101.419),(71 100.51059),(72 100.72761),(73 101.10645),(74 101.30835),(75 100.08018),(76 99.52267),(77 99.74176),(78 99.200424),(79 99.77533),
