1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 270664.03),(2 738242.8),(3 1348532.8),(4 2294563),(5 3278420.3),(6 4309887.5),(7 5579373.5),(8 6827821.5),(9 7984394),(10 9320076),(11 10444145),(12 11336725),(13 12244061),(14 13089096),(15 13683904),(16 14314127),(17 14714225),(18 14896789),(19 15224429),(20 15545944),(21 15754236),(22 16046901),(23 16273661),(24 16409971),(25 16706407),(26 16941894),(27 17074938),(28 17438720),(29 17831010),(30 18172250),(31 18686222),(32 19286886),(33 19913758),(34 20730070),(35 21557910),(36 22188306),(37 22868864),(38 23574586),(39 24290390),(40 25425190),(41 26616478),(42 27746218),(43 29119336),(44 30460842),(45 31700696),(46 33019702),(47 34369468),(48 35708100),(49 37228444),(50 38979690),(51 40810604),(52 42871120),(53 44863060),(54 46628724),(55 48762868),(56 50624516),(57 52090340),(58 53774516),(59 55407600),(60 56912324),(61 58590160),(62 60135164),(63 61526796),(64 63061984),(65 64690324),(66 66261868),(67 68112700),(68 70046000),(69 71907270),(70 73462520),(71 75062184),(72 76322780),(73 77562936),(74 78887270),(75 80488110),(76 82076550),(77 83921450),(78 85797730),(79 87702216),
(1 347.2605),(2 407.0773),(3 450.41733),(4 481.4739),(5 500.83057),(6 515.07336),(7 529.6145),(8 537.81305),(9 547.9904),(10 558.52264),(11 567.34454),(12 574.4345),(13 581.1047),(14 586.6395),(15 587.3371),(16 597.4872),(17 594.63),(18 598.83093),(19 601.8449),(20 612.6873),(21 622.9624),(22 618.6993),(23 621.6047),(24 617.50024),(25 621.3996),(26 615.5107),(27 610.0184),(28 601.28455),(29 605.33075),(30 613.17145),(31 608.20953),(32 605.00336),(33 600.25354),(34 603.8687),(35 595.1358),(36 594.8396),(37 590.279),(38 592.649),(39 591.33136),(40 603.5841),(41 610.05414),(42 612.8758),(43 617.7684),(44 623.6893),(45 617.1832),(46 614.4104),(47 609.2346),(48 601.095),(49 607.01794),(50 616.8495),(51 616.3434),(52 622.6051),(53 617.228),(54 616.2558),(55 627.8837),(56 625.0006),(57 622.2618),(58 628.8388),(59 639.0725),(60 644.7294),(61 653.4205),(62 663.6545),(63 676.60657),(64 678.9671),(65 677.46014),(66 679.6068),(67 688.8032),(68 691.06775),(69 702.6725),(70 719.83417),(71 714.5559),(72 727.3258),(73 740.48395),(74 751.9113),(75 753.5461),(76 752.1088),(77 752.954),(78 746.1739),(79 744.79987),
(1 345.4893),(2 408.21176),(3 456.6257),(4 486.87054),(5 508.55774),(6 522.59717),(7 534.8355),(8 551.75244),(9 558.1959),(10 573.36884),(11 587.00024),(12 595.6134),(13 612.59625),(14 617.6198),(15 622.11523),(16 623.3619),(17 617.1508),(18 629.55853),(19 630.08765),(20 643.5396),(21 647.34906),(22 650.64984),(23 654.4238),(24 650.06024),(25 659.22986),(26 652.37067),(27 644.75214),(28 634.31635),(29 635.0072),(30 643.36066),(31 637.3431),(32 634.70526),(33 645.4575),(34 642.2063),(35 636.8935),(36 635.6375),(37 629.6928),(38 636.39514),(39 632.2425),(40 639.951),(41 640.3366),(42 650.9373),(43 647.0157),(44 655.267),(45 649.61365),(46 645.27826),(47 627.9986),(48 626.5448),(49 623.38654),(50 635.22375),(51 628.9617),(52 627.4584),(53 628.2996),(54 625.7814),(55 642.9293),(56 643.028),(57 644.30475),(58 645.246),(59 651.4556),(60 661.49805),(61 669.26373),(62 673.14905),(63 671.09424),(64 673.5115),(65 668.8431),(66 668.29944),(67 669.3949),(68 674.94354),(69 685.4235),(70 696.98895),(71 697.8419),(72 712.43146),(73 712.9727),(74 716.65173),(75 715.5312),(76 713.3548),(77 720.3145),(78 723.1817),(79 723.2086),
(1 338.30795),(2 395.12497),(3 447.74753),(4 472.40112),(5 492.2709),(6 510.96414),(7 527.43207),(8 540.1764),(9 555.85815),(10 562.30005),(11 570.7067),(12 571.2051),(13 582.7129),(14 594.34937),(15 604.4245),(16 605.3297),(17 602.7865),(18 600.94),(19 604.3903),(20 611.4667),(21 613.78094),(22 617.2715),(23 617.63684),(24 614.81714),(25 625.49677),(26 624.8457),(27 623.9454),(28 618.7909),(29 622.80237),(30 623.8675),(31 620.21686),(32 624.94696),(33 628.646),(34 629.3172),(35 623.50635),(36 619.05444),(37 618.151),(38 614.90533),(39 610.4917),(40 620.77313),(41 627.85046),(42 630.97565),(43 642.543),(44 643.42035),(45 649.7279),(46 636.2143),(47 626.75415),(48 616.25146),(49 607.3028),(50 618.97003),(51 617.5297),(52 617.66406),(53 610.9791),(54 609.0992),(55 624.04736),(56 623.48267),(57 629.86884),(58 624.86316),(59 626.4142),(60 625.63635),(61 628.64404),(62 634.61145),(63 633.85297),(64 637.39703),(65 643.2957),(66 647.8348),(67 651.84564),(68 649.1822),(69 652.1166),(70 663.75916),(71 661.2859),(72 663.18317),(73 673.97675),(74 680.99945),(75 689.9993),(76 693.051),(77 689.5099),(78 693.69794),(79 691.48145),
(1 338.503),(2 390.1144),(3 435.10886),(4 469.43915),(5 485.14978),(6 500.51505),(7 514.22864),(8 523.1159),(9 531.2282),(10 549.3743),(11 562.41113),(12 563.1267),(13 576.12897),(14 590.08026),(15 599.6923),(16 604.4914),(17 614.79095),(18 614.7129),(19 615.0038),(20 624.2093),(21 629.87933),(22 626.8046),(23 627.8322),(24 624.50305),(25 631.31915),(26 625.85474),(27 622.0325),(28 614.48346),(29 611.30145),(30 606.3546),(31 597.3582),(32 601.7731),(33 602.341),(34 600.80237),(35 598.7399),(36 587.90546),(37 582.7567),(38 577.23553),(39 574.9754),(40 578.92786),(41 577.9238),(42 593.17975),(43 595.40466),(44 614.741),(45 610.9993),(46 600.6223),(47 595.299),(48 587.8304),(49 587.1576),(50 605.731),(51 614.4743),(52 627.52747),(53 625.78),(54 634.62494),(55 644.10077),(56 646.3885),(57 659.62146),(58 654.01636),(59 661.37634),(60 662.5947),(61 657.37354),(62 660.72986),(63 653.8726),(64 656.8249),(65 659.2798),(66 668.9758),(67 673.6954),(68 680.3182),(69 682.16425),(70 688.7629),(71 690.0931),(72 689.95514),(73 696.8215),(74 700.4155),(75 704.4601),(76 704.4179),(77 712.03656),(78 720.25244),(79 728.70557),
(1 330.8282),(2 395.1555),(3 441.90192),(4 473.5025),(5 492.60547),(6 502.91824),(7 514.8997),(8 526.1165),(9 535.1809),(10 545.23444),(11 555.7909),(12 565.2082),(13 585.8068),(14 597.27856),(15 602.51666),(16 605.1965),(17 614.3526),(18 611.04846),(19 613.296),(20 625.7105),(21 626.9043),(22 633.7168),(23 634.0279),(24 626.5235),(25 637.18164),(26 627.1457),(27 629.2775),(28 621.82935),(29 613.89886),(30 611.8652),(31 608.5428),(32 604.38306),(33 611.2246),(34 605.96735),(35 602.79956),(36 600.7619),(37 593.0126),(38 584.709),(39 582.7127),(40 581.80457),(41 581.28143),(42 589.62537),(43 597.85706),(44 610.0078),(45 616.8282),(46 607.68677),(47 600.1309),(48 593.7655),(49 594.5798),(50 605.63055),(51 601.3719),(52 594.37604),(53 595.3797),(54 605.127),(55 608.3752),(56 611.834),(57 620.6585),(58 634.9683),(59 637.77826),(60 639.9147),(61 646.1709),(62 643.58594),(63 643.00934),(64 641.7604),(65 645.90967),(66 650.04785),(67 657.215),(68 665.0339),(69 670.7963),(70 683.83374),(71 682.9337),(72 682.35657),(73 677.77545),(74 684.33374),(75 683.90967),(76 685.19806),(77 682.9296),(78 677.4994),(79 681.33075),
(1 322.96878),(2 386.17938),(3 435.057),(4 460.20465),(5 476.10727),(6 486.42545),(7 499.50424),(8 518.8538),(9 532.5276),(10 548.5782),(11 557.42566),(12 563.3567),(13 575.6226),(14 580.603),(15 584.13727),(16 589.9014),(17 594.622),(18 598.74835),(19 603.4319),(20 617.5716),(21 621.8514),(22 621.1088),(23 618.7819),(24 614.84314),(25 625.0641),(26 622.405),(27 627.51166),(28 625.45703),(29 624.14465),(30 628.24866),(31 621.5345),(32 611.17456),(33 615.327),(34 612.8613),(35 609.15247),(36 615.00104),(37 616.6849),(38 613.258),(39 609.9647),(40 602.10175),(41 603.5691),(42 599.16315),(43 599.6119),(44 609.8272),(45 607.8226),(46 610.33386),(47 610.94653),(48 603.7786),(49 606.53253),(50 608.5346),(51 613.54865),(52 600.8916),(53 592.2379),(54 590.6718),(55 593.0327),(56 590.90137),(57 595.02203),(58 601.84875),(59 611.3352),(60 626.4394),(61 635.21045),(62 628.92065),(63 624.7424),(64 628.02454),(65 617.5405),(66 623.4961),(67 626.1251),(68 639.41077),(69 648.4866),(70 667.5197),(71 673.4737),(72 676.65906),(73 681.96533),(74 690.6915),(75 691.8878),(76 688.4608),(77 694.6847),(78 698.84235),(79 696.25543),
(1 320.68488),(2 380.54022),(3 430.75726),(4 453.15448),(5 475.2837),(6 480.99075),(7 495.6009),(8 507.46152),(9 518.9517),(10 535.3414),(11 542.41437),(12 546.50494),(13 553.1309),(14 566.4407),(15 564.7923),(16 566.4567),(17 572.325),(18 571.7178),(19 577.3707),(20 582.52765),(21 589.3685),(22 591.6683),(23 590.21075),(24 584.0664),(25 584.8572),(26 577.0733),(27 578.1052),(28 574.7118),(29 575.08246),(30 576.8935),(31 570.2516),(32 570.30664),(33 576.03564),(34 574.5421),(35 578.94135),(36 578.20044),(37 578.7506),(38 581.02527),(39 581.69165),(40 576.60834),(41 579.66),(42 580.6721),(43 587.1768),(44 590.8803),(45 588.83966),(46 586.09406),(47 582.53784),(48 580.20154),(49 575.7208),(50 581.25934),(51 585.9997),(52 578.06213),(53 578.2304),(54 576.1842),(55 592.4645),(56 592.0589),(57 593.41046),(58 595.55597),(59 610.61523),(60 617.3898),(61 627.1127),(62 624.7377),(63 626.53613),(64 615.14307),(65 608.9289),(66 605.81244),(67 610.44885),(68 614.4269),(69 622.59656),(70 642.2859),(71 646.49884),(72 658.4621),(73 666.16907),(74 676.42084),(75 683.46606),(76 685.7957),(77 683.1659),(78 683.92285),(79 684.35596),
(1 315.52106),(2 376.50262),(3 421.97302),(4 454.92917),(5 471.74084),(6 485.58466),(7 497.83844),(8 515.24744),(9 515.1672),(10 529.0517),(11 536.87933),(12 544.3411),(13 557.91626),(14 564.33624),(15 573.1717),(16 576.287),(17 586.7774),(18 580.5232),(19 586.47345),(20 584.5398),(21 594.47363),(22 593.1235),(23 598.33655),(24 593.5748),(25 600.44104),(26 586.4363),(27 583.50226),(28 576.0727),(29 575.4613),(30 572.392),(31 575.701),(32 573.047),(33 581.1679),(34 582.0067),(35 576.14136),(36 577.2118),(37 572.3104),(38 574.0991),(39 568.05786),(40 572.1339),(41 568.76245),(42 572.11694),(43 576.92426),(44 581.1008),(45 574.0475),(46 580.92535),(47 575.2493),(48 575.6552),(49 575.7847),(50 585.2633),(51 587.5691),(52 583.8451),(53 579.2743),(54 577.6192),(55 585.5315),(56 579.34564),(57 580.8125),(58 584.91473),(59 588.6437),(60 588.2088),(61 589.9848),(62 594.6513),(63 595.01416),(64 604.901),(65 605.80493),(66 609.5919),(67 607.4084),(68 610.99976),(69 618.6101),(70 621.06),(71 624.5951),(72 633.2313),(73 639.0117),(74 648.28973),(75 652.85046),(76 654.8782),(77 656.8002),(78 655.81586),(79 655.88715),
(1 305.8357),(2 361.23837),(3 407.24582),(4 435.2548),(5 461.85452),(6 477.08423),(7 492.8504),(8 505.35593),(9 511.44745),(10 532.7024),(11 540.4815),(12 548.0576),(13 559.089),(14 569.8991),(15 572.24414),(16 577.12225),(17 587.91565),(18 583.40015),(19 582.0454),(20 584.2296),(21 589.4016),(22 589.1194),(23 598.6096),(24 597.9401),(25 602.83484),(26 592.6789),(27 585.28156),(28 576.81726),(29 582.37115),(30 576.0982),(31 574.5258),(32 571.04407),(33 570.79376),(34 573.8496),(35 565.8997),(36 570.49756),(37 561.42645),(38 567.0331),(39 565.0307),(40 569.2751),(41 569.7871),(42 574.4669),(43 579.224),(44 581.6149),(45 578.0257),(46 577.3216),(47 566.39606),(48 563.31445),(49 560.8615),(50 575.7117),(51 571.1016),(52 569.4734),(53 564.1929),(54 558.46704),(55 565.34985),(56 565.17865),(57 573.63995),(58 581.94806),(59 585.6012),(60 581.3535),(61 592.383),(62 590.68884),(63 593.87555),(64 591.2136),(65 595.9217),(66 604.8412),(67 606.7015),(68 614.02795),(69 613.82104),(70 630.67145),(71 626.1086),(72 631.42),(73 635.77765),(74 643.45593),(75 652.55786),(76 658.5344),(77 668.67377),(78 667.27893),(79 675.5544),
(1 298.9602),(2 350.47003),(3 391.55334),(4 419.49185),(5 444.54822),(6 456.6229),(7 468.79144),(8 479.74414),(9 489.7374),(10 502.0281),(11 508.4975),(12 514.2604),(13 520.3317),(14 529.3612),(15 540.3116),(16 544.14874),(17 544.922),(18 544.6801),(19 551.8517),(20 553.30396),(21 554.96204),(22 560.94403),(23 561.73944),(24 560.7871),(25 572.79004),(26 568.7721),(27 558.148),(28 552.4889),(29 555.2639),(30 549.0405),(31 544.8419),(32 543.466),(33 544.30084),(34 540.928),(35 533.8645),(36 530.12775),(37 525.1911),(38 523.36127),(39 526.7458),(40 525.978),(41 531.7393),(42 531.8943),(43 539.88306),(44 544.6167),(45 546.9541),(46 540.13416),(47 539.2478),(48 537.4658),(49 541.92126),(50 556.3174),(51 558.27277),(52 563.27716),(53 556.6713),(54 560.79987),(55 562.74384),(56 569.07007),(57 576.5836),(58 584.7556),(59 588.022),(60 587.2886),(61 594.66113),(62 596.1019),(63 594.76373),(64 597.44934),(65 596.9617),(66 605.40283),(67 606.4179),(68 611.1721),(69 610.8266),(70 622.8453),(71 622.09534),(72 627.56134),(73 635.57745),(74 640.62787),(75 653.9291),(76 655.47144),(77 659.68506),(78 659.66406),(79 649.70886),
(1 297.48828),(2 349.18265),(3 385.76932),(4 412.9553),(5 436.85538),(6 448.6475),(7 461.6216),(8 470.79062),(9 479.4584),(10 490.8226),(11 495.25967),(12 504.09662),(13 511.35577),(14 528.17584),(15 535.0451),(16 541.27905),(17 549.341),(18 550.66516),(19 554.0333),(20 556.4394),(21 556.631),(22 558.9139),(23 560.8172),(24 563.5849),(25 570.0686),(26 570.28326),(27 565.6586),(28 563.19073),(29 556.3472),(30 557.3834),(31 557.2615),(32 557.136),(33 559.378),(34 562.744),(35 561.11865),(36 554.6436),(37 549.34155),(38 546.15283),(39 540.7123),(40 544.5274),(41 543.32294),(42 553.1963),(43 557.01636),(44 558.405),(45 557.2379),(46 553.93054),(47 546.30035),(48 538.0033),(49 535.0152),(50 540.5653),(51 546.58636),(52 545.6469),(53 545.1718),(54 544.6673),(55 545.59937),(56 546.98083),(57 557.7294),(58 563.13824),(59 568.6644),(60 576.1759),(61 587.913),(62 591.6931),(63 592.66077),(64 593.39075),(65 598.3785),(66 598.71313),(67 599.55597),(68 606.4999),(69 606.75714),(70 620.0405),(71 617.3169),(72 621.0211),(73 623.2343),(74 629.613),(75 629.9791),(76 633.299),(77 632.8595),(78 625.4625),(79 620.14966),
(1 299.60413),(2 351.5108),(3 392.87997),(4 418.46783),(5 437.17722),(6 455.25284),(7 469.868),(8 477.6432),(9 480.91385),(10 495.75577),(11 508.2574),(12 509.86453),(13 519.4306),(14 531.8716),(15 539.94995),(16 542.615),(17 547.58374),(18 551.8),(19 561.23706),(20 564.3661),(21 564.8064),(22 562.95355),(23 561.6004),(24 566.1824),(25 577.8694),(26 570.11),(27 570.48065),(28 560.68427),(29 560.1296),(30 560.1025),(31 561.61334),(32 567.1174),(33 569.05225),(34 571.1527),(35 563.435),(36 557.8341),(37 551.53467),(38 544.5224),(39 542.6289),(40 553.59717),(41 558.5733),(42 563.37744),(43 564.6552),(44 570.0008),(45 564.0294),(46 561.53204),(47 552.23846),(48 548.38367),(49 543.87756),(50 554.1358),(51 557.7811),(52 558.2564),(53 557.9438),(54 559.69946),(55 555.4689),(56 554.7358),(57 554.8937),(58 564.4438),(59 580.2927),(60 582.4596),(61 583.47375),(62 593.5242),(63 587.8394),(64 592.27124),(65 587.3893),(66 591.32196),(67 598.1209),(68 602.90466),(69 612.15753),(70 625.6447),(71 629.7646),(72 631.56964),(73 629.8244),(74 634.75995),(75 633.2445),(76 634.28284),(77 637.5295),(78 642.12134),(79 633.92804),
(1 290.6376),(2 336.88123),(3 373.91946),(4 399.05923),(5 416.11148),(6 428.23743),(7 437.14297),(8 450.8478),(9 453.34583),(10 461.9089),(11 469.1203),(12 478.4424),(13 488.51102),(14 499.23962),(15 507.66672),(16 511.35406),(17 510.857),(18 516.91437),(19 519.1886),(20 522.74255),(21 528.05304),(22 526.85535),(23 530.3564),(24 525.8608),(25 529.1549),(26 525.281),(27 520.1988),(28 509.17847),(29 506.70093),(30 509.83426),(31 509.6642),(32 510.3586),(33 516.7929),(34 516.3394),(35 517.2046),(36 510.2299),(37 506.96164),(38 503.3216),(39 502.47653),(40 509.18237),(41 506.55896),(42 519.5836),(43 532.1169),(44 538.4393),(45 534.84985),(46 526.2644),(47 520.9393),(48 511.03543),(49 510.23218),(50 516.5378),(51 518.19794),(52 517.4864),(53 519.7209),(54 516.7259),(55 519.4971),(56 517.6037),(57 522.20264),(58 527.67413),(59 541.9566),(60 548.99133),(61 555.7402),(62 562.8444),(63 570.12415),(64 567.4236),(65 572.80383),(66 570.2227),(67 580.5483),(68 588.0008),(69 593.6764),(70 605.47064),(71 616.1405),(72 623.83777),(73 623.0607),(74 624.9465),(75 615.6855),(76 618.4774),(77 624.8533),(78 623.7679),(79 626.60333),
(1 283.59402),(2 328.0578),(3 369.61554),(4 390.54462),(5 407.69138),(6 416.9628),(7 434.78098),(8 447.27856),(9 453.42813),(10 468.1944),(11 473.7479),(12 483.3285),(13 493.10638),(14 506.1589),(15 514.91345),(16 515.8448),(17 513.53955),(18 513.3357),(19 519.25165),(20 524.25134),(21 528.99976),(22 534.6669),(23 530.51447),(24 531.58093),(25 531.2495),(26 524.9423),(27 522.84955),(28 520.9189),(29 523.5261),(30 529.79016),(31 533.0052),(32 530.04663),(33 535.7367),(34 532.7384),(35 537.1058),(36 532.25775),(37 529.7615),(38 528.3444),(39 526.83356),(40 526.70905),(41 520.0711),(42 518.2956),(43 519.4266),(44 522.3261),(45 523.1252),(46 523.985),(47 516.2389),(48 509.29987),(49 499.52173),(50 503.55634),(51 499.01483),(52 500.0611),(53 499.07495),(54 504.19614),(55 509.3308),(56 501.14166),(57 503.5058),(58 506.58942),(59 510.69446),(60 514.0951),(61 518.77893),(62 517.1504),(63 521.3019),(64 523.3975),(65 524.62177),(66 527.2448),(67 524.0593),(68 528.41644),(69 536.9467),(70 544.22034),(71 546.3827),(72 553.68854),(73 560.0109),(74 568.275),(75 567.9222),(76 567.95984),(77 578.97),(78 576.54724),(79 578.4497),
(1 273.80545),(2 322.88208),(3 356.41995),(4 378.33432),(5 398.97964),(6 407.8062),(7 421.208),(8 439.59186),(9 447.8354),(10 460.99667),(11 466.06244),(12 479.72354),(13 482.85345),(14 496.83704),(15 504.12543),(16 508.5133),(17 513.2112),(18 514.9456),(19 523.1914),(20 521.8814),(21 525.4134),(22 527.1104),(23 527.3547),(24 525.13367),(25 523.9021),(26 515.2876),(27 513.86554),(28 509.04858),(29 509.61313),(30 507.48926),(31 505.98672),(32 498.34583),(33 499.6111),(34 501.64008),(35 499.23755),(36 493.77975),(37 493.9253),(38 496.6667),(39 494.89267),(40 497.0584),(41 496.27127),(42 498.20013),(43 506.98163),(44 507.62918),(45 512.3758),(46 511.07742),(47 506.206),(48 501.9251),(49 499.80475),(50 506.0139),(51 506.71262),(52 506.2923),(53 507.56598),(54 503.45062),(55 512.6165),(56 507.946),(57 509.31412),(58 508.5112),(59 505.88232),(60 510.9574),(61 510.49857),(62 512.6266),(63 518.83136),(64 523.52637),(65 524.2572),(66 529.3601),(67 535.74),(68 545.885),(69 551.3387),(70 561.9457),(71 563.2471),(72 563.3138),(73 569.7533),(74 573.7203),(75 581.8826),(76 572.6352),(77 579.6572),(78 576.05194),(79 584.6055),
(1 275.87103),(2 326.22574),(3 362.05518),(4 382.63788),(5 395.21024),(6 410.53543),(7 425.7176),(8 432.16998),(9 441.08295),(10 462.5783),(11 469.7285),(12 477.45572),(13 482.5709),(14 490.2989),(15 495.09564),(16 498.43713),(17 500.50928),(18 502.25406),(19 504.39438),(20 509.0853),(21 508.86905),(22 510.49496),(23 508.01825),(24 504.6453),(25 505.12848),(26 493.7542),(27 489.0589),(28 491.30396),(29 493.0513),(30 494.86746),(31 491.2989),(32 486.52036),(33 481.72662),(34 481.22247),(35 485.0214),(36 480.67575),(37 476.2847),(38 481.84753),(39 481.316),(40 486.04193),(41 482.18915),(42 488.0918),(43 491.82935),(44 492.05405),(45 497.44824),(46 491.3635),(47 490.81323),(48 489.40222),(49 489.70703),(50 496.2163),(51 506.25742),(52 508.245),(53 510.37592),(54 513.28186),(55 522.9874),(56 526.43),(57 530.67365),(58 537.77637),(59 540.6792),(60 547.2464),(61 552.3902),(62 553.47675),(63 554.5871),(64 554.4497),(65 560.80383),(66 562.50525),(67 569.9217),(68 582.6092),(69 594.4121),(70 600.60376),(71 605.40924),(72 613.2889),(73 617.9848),(74 618.76434),(75 624.75),(76 628.2116),(77 634.7102),(78 631.7667),(79 632.35706),
(1 276.79898),(2 321.5312),(3 357.48297),(4 374.2144),(5 391.9475),(6 400.52625),(7 415.1174),(8 426.45584),(9 439.65543),(10 461.10522),(11 467.28564),(12 474.3964),(13 478.18787),(14 487.799),(15 491.7422),(16 494.31253),(17 500.29105),(18 498.4757),(19 497.10358),(20 502.2789),(21 505.5513),(22 504.66794),(23 508.908),(24 505.87344),(25 507.11316),(26 498.26898),(27 495.5393),(28 491.99228),(29 485.79333),(30 486.37265),(31 480.96405),(32 483.22543),(33 482.7643),(34 482.7633),(35 492.09845),(36 491.84143),(37 488.81607),(38 489.16684),(39 486.21564),(40 484.82764),(41 485.80106),(42 497.6247),(43 499.191),(44 501.29),(45 504.32953),(46 499.33844),(47 489.78766),(48 490.4613),(49 493.6992),(50 502.61893),(51 506.82596),(52 504.37354),(53 508.68262),(54 510.4034),(55 515.90924),(56 516.8753),(57 522.64246),(58 534.29047),(59 539.1298),(60 543.3074),(61 552.4036),(62 552.3305),(63 558.19965),(64 558.7719),(65 569.972),(66 567.2545),(67 576.24207),(68 581.24506),(69 594.7356),(70 607.18243),(71 607.2831),(72 605.8912),(73 604.8638),(74 605.8114),(75 614.44086),(76 610.6721),(77 605.6881),(78 602.3353),(79 600.9021),
(1 262.94507),(2 313.2435),(3 342.77502),(4 368.8112),(5 385.24985),(6 393.5906),(7 402.0632),(8 411.1957),(9 419.2539),(10 437.00967),(11 448.10556),(12 461.9023),(13 469.08136),(14 476.15155),(15 476.9816),(16 481.858),(17 488.47354),(18 496.53516),(19 497.89487),(20 502.47107),(21 502.67157),(22 505.95593),(23 508.91858),(24 509.37723),(25 509.37067),(26 503.53955),(27 503.08014),(28 498.75876),(29 492.93552),(30 488.20563),(31 483.26056),(32 482.3544),(33 483.42896),(34 481.68518),(35 477.35242),(36 476.86005),(37 473.61124),(38 474.712),(39 469.85336),(40 474.25946),(41 478.78708),(42 477.42386),(43 480.07367),(44 483.7385),(45 474.6024),(46 470.6469),(47 464.22668),(48 456.43796),(49 457.71844),(50 464.4517),(51 468.429),(52 471.24396),(53 476.89063),(54 482.20313),(55 486.80246),(56 489.1052),(57 493.63785),(58 498.50058),(59 504.13943),(60 505.03815),(61 512.4851),(62 516.78046),(63 513.86615),(64 513.2615),(65 513.11755),(66 521.05884),(67 524.9343),(68 533.7435),(69 540.5633),(70 551.13983),(71 554.34094),(72 555.2175),(73 555.85406),(74 557.4411),(75 559.4846),(76 556.5042),(77 560.7389),(78 561.0501),(79 557.8126),
