1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 414175.28),(2 703427.8),(3 819260.06),(4 1727127.6),(5 2440031.3),(6 3004833.3),(7 4233428),(8 5301897),(9 5947813.5),(10 7328056),(11 8453221),(12 9276847),(13 10827565),(14 11964139),(15 12757559),(16 14185660),(17 15285469),(18 16041823),(19 17484674),(20 18628750),(21 19324370),(22 20625606),(23 21770842),(24 22516566),(25 23831446),(26 25126538),(27 25943944),(28 27014448),(29 27993392),(30 28378536),(31 29238138),(32 30134896),(33 30701386),(34 31713890),(35 32810406),(36 33744684),(37 35102236),(38 36364830),(39 37351360),(40 38665420),(41 39672320),(42 40313396),(43 41391892),(44 42423892),(45 42870190),(46 43694332),(47 44634492),(48 44869412),(49 45514124),(50 46340830),(51 46431276),(52 46945812),(53 47732956),(54 47366016),(55 47520180),(56 47987852),(57 47462812),(58 47581524),(59 48149628),(60 47776896),(61 48176224),(62 49209250),(63 49390996),(64 50471044),(65 52078944),(66 52757120),(67 54296640),(68 56144764),(69 57088864),(70 58756468),(71 60717644),(72 61797740),(73 63418210),(74 65306750),(75 66342108),(76 67943976),(77 69883224),(78 70976220),(79 72441176),
(1 1919.7247),(2 2352.337),(3 2524.9707),(4 2666.9373),(5 2730.0608),(6 2838.6162),(7 2920.7312),(8 3025.7913),(9 3077.5447),(10 3175.4915),(11 3197.452),(12 3236.5747),(13 3280.9382),(14 3246.9006),(15 3319.9395),(16 3327.9895),(17 3276.3674),(18 3281.5403),(19 3271.2786),(20 3289.802),(21 3278.4143),(22 3239.0251),(23 3233.2979),(24 3176.0762),(25 3184.928),(26 3231.932),(27 3238.1968),(28 3265.3838),(29 3181.3303),(30 3160.4058),(31 3192.0708),(32 3167.0332),(33 3141.1006),(34 3143.562),(35 3155.727),(36 3149.0654),(37 3205.7231),(38 3216.2786),(39 3206.6313),(40 3242.2053),(41 3218.6025),(42 3237.3367),(43 3238.8481),(44 3255.7056),(45 3227.1133),(46 3220.4697),(47 3184.1577),(48 3219.8662),(49 3189.582),(50 3201.3389),(51 3249.1301),(52 3255.684),(53 3254.1255),(54 3251.8774),(55 3276.4966),(56 3312.243),(57 3350.343),(58 3370.2136),(59 3336.5186),(60 3371.9673),(61 3433.9119),(62 3478.5066),(63 3494.0017),(64 3516.635),(65 3510.5447),(66 3502.0996),(67 3529.9714),(68 3548.0303),(69 3571.5317),(70 3563.6868),(71 3586.727),(72 3544.064),(73 3585.829),(74 3570.4722),(75 3563.9788),(76 3531.6785),(77 3509.64),(78 3544.6912),(79 3544.3174),
(1 1872.204),(2 2292.1558),(3 2457.0857),(4 2641.9534),(5 2727.4927),(6 2854.2725),(7 2909.5818),(8 2997.311),(9 3061.3342),(10 3154.7156),(11 3206.1877),(12 3243.66),(13 3276.9595),(14 3266.7473),(15 3277.4373),(16 3290.9475),(17 3298.7813),(18 3289.0906),(19 3263.5276),(20 3261.4663),(21 3258.68),(22 3281.0461),(23 3273.0774),(24 3215.3318),(25 3256.639),(26 3230.5046),(27 3233.8955),(28 3280.3738),(29 3270.617),(30 3289.768),(31 3282.1848),(32 3270.0356),(33 3271.186),(34 3244.1057),(35 3238.6868),(36 3259.831),(37 3264.6174),(38 3323.318),(39 3302.7253),(40 3288.7493),(41 3286.2202),(42 3276.7507),(43 3272.1318),(44 3278.12),(45 3286.559),(46 3300.0872),(47 3267.712),(48 3274.3586),(49 3274.238),(50 3287.2493),(51 3301.7126),(52 3336.8281),(53 3359.5369),(54 3366.6016),(55 3410.7441),(56 3440.363),(57 3436.625),(58 3491.4993),(59 3458.4158),(60 3523.6099),(61 3583.1606),(62 3648.23),(63 3676.1533),(64 3682.5024),(65 3648.3987),(66 3689.3594),(67 3671.5903),(68 3691.0134),(69 3729.8706),(70 3721.8347),(71 3747.9307),(72 3763.336),(73 3765.524),(74 3752.8687),(75 3771.625),(76 3785.1438),(77 3741.37),(78 3775.212),(79 3769.4844),
(1 1839.0778),(2 2231.307),(3 2445.829),(4 2582.918),(5 2670.2441),(6 2734.215),(7 2833.4888),(8 2929.303),(9 3010.0093),(10 3045.1023),(11 3093.079),(12 3132.5295),(13 3142.393),(14 3173.647),(15 3187.68),(16 3182.57),(17 3194.825),(18 3212.1091),(19 3176.7075),(20 3176.1035),(21 3207.531),(22 3182.856),(23 3217.7673),(24 3178.0374),(25 3198.7021),(26 3192.0322),(27 3168.8743),(28 3190.7068),(29 3197.9878),(30 3190.0513),(31 3236.3235),(32 3229.2178),(33 3261.1648),(34 3223.798),(35 3265.6636),(36 3300.9385),(37 3233.3818),(38 3279.6238),(39 3267.7668),(40 3316.9292),(41 3324.1196),(42 3315.7053),(43 3356.7524),(44 3349.702),(45 3367.505),(46 3338.132),(47 3339.402),(48 3362.7617),(49 3331.202),(50 3330.5615),(51 3337.2292),(52 3327.9956),(53 3351.4827),(54 3347.3462),(55 3348.6262),(56 3353.2388),(57 3344.8054),(58 3397.9175),(59 3411.3862),(60 3407.5344),(61 3411.6545),(62 3448.4683),(63 3492.1758),(64 3490.2068),(65 3515.4333),(66 3531.351),(67 3536.018),(68 3558.0833),(69 3586.8362),(70 3615.2095),(71 3630.6865),(72 3611.5044),(73 3637.041),(74 3621.7625),(75 3638.107),(76 3607.1365),(77 3612.807),(78 3681.4912),(79 3693.6367),
(1 1803.6652),(2 2240.3606),(3 2407.5715),(4 2582.2178),(5 2644.2407),(6 2777.3286),(7 2852.5146),(8 2935.0688),(9 2997.0632),(10 3029.1096),(11 3104.1855),(12 3143.3303),(13 3152.6372),(14 3186.0671),(15 3179.656),(16 3212.367),(17 3186.2563),(18 3156.7212),(19 3124.7654),(20 3128.0557),(21 3134.6152),(22 3124.3057),(23 3118.7947),(24 3110.0571),(25 3122.2131),(26 3140.8276),(27 3175.9436),(28 3202.4084),(29 3161.5955),(30 3129.638),(31 3153.3984),(32 3145.6187),(33 3199.0342),(34 3185.3228),(35 3182.274),(36 3172.9912),(37 3120.8474),(38 3145.3682),(39 3165.9473),(40 3216.4128),(41 3230.9312),(42 3214.7717),(43 3179.5376),(44 3172.2183),(45 3181.7883),(46 3162.9866),(47 3123.0015),(48 3119.7156),(49 3112.6511),(50 3125.8274),(51 3147.9526),(52 3167.4622),(53 3204.4495),(54 3203.1467),(55 3229.2334),(56 3258.011),(57 3273.2883),(58 3307.1567),(59 3321.0454),(60 3296.2834),(61 3347.8196),(62 3411.2188),(63 3450.0376),(64 3422.1301),(65 3420.4963),(66 3448.4722),(67 3444.502),(68 3518.7249),(69 3523.6077),(70 3566.3643),(71 3583.364),(72 3576.0652),(73 3581.7468),(74 3555.2566),(75 3522.2449),(76 3478.864),(77 3458.0986),(78 3470.9316),(79 3473.0073),
(1 1780.8417),(2 2144.0452),(3 2307.6863),(4 2464.555),(5 2538.1926),(6 2612.5078),(7 2723.8518),(8 2783.3813),(9 2831.9075),(10 2909.7937),(11 2969.15),(12 2994.3916),(13 3022.4873),(14 3047.962),(15 3061.2173),(16 3089.1877),(17 3056.8474),(18 3060.4075),(19 3066.705),(20 3040.6655),(21 3009.4775),(22 3002.8496),(23 3017.1921),(24 2984.0159),(25 2964.7437),(26 2960.4998),(27 3030.1445),(28 3048.8792),(29 3001.6614),(30 2995.905),(31 2977.6313),(32 2965.7344),(33 2957.964),(34 2946.9004),(35 2945.3674),(36 2976.1082),(37 2978.1145),(38 3011.8567),(39 2997.6213),(40 3031.2793),(41 3033.192),(42 3022.9197),(43 3027.8909),(44 3022.0627),(45 3039.1035),(46 3017.0708),(47 2988.2356),(48 3025.42),(49 3029.8801),(50 3019.0144),(51 3059.0908),(52 3046.5469),(53 3090.8052),(54 3105.314),(55 3095.7932),(56 3179.0964),(57 3178.9885),(58 3195.5425),(59 3222.888),(60 3237.5176),(61 3230.888),(62 3246.5076),(63 3255.5977),(64 3274.9485),(65 3315.5952),(66 3338.8662),(67 3331.5422),(68 3327.3738),(69 3355.7578),(70 3380.9136),(71 3413.668),(72 3394.9043),(73 3421.2815),(74 3408.203),(75 3407.8813),(76 3396.871),(77 3373.9329),(78 3387.4626),(79 3379.1438),
(1 1765.4789),(2 2138.9565),(3 2334.7078),(4 2507.473),(5 2594.904),(6 2683.5557),(7 2781.9856),(8 2921.015),(9 2961.8032),(10 3000.247),(11 3076.5442),(12 3135.9873),(13 3125.8835),(14 3171.302),(15 3148.4326),(16 3140.3025),(17 3140.741),(18 3169.3103),(19 3102.6577),(20 3094.603),(21 3077.506),(22 3014.4685),(23 3030.2769),(24 2993.9817),(25 2969.5615),(26 3008.0662),(27 2992.2551),(28 3005.6829),(29 2962.7449),(30 2966.0234),(31 2982.3767),(32 2994.8381),(33 3009.747),(34 3001.0576),(35 3019.5251),(36 3038.3464),(37 3067.247),(38 3092.1594),(39 3080.4219),(40 3088.3716),(41 3124.8394),(42 3111.7961),(43 3125.8696),(44 3165.6755),(45 3133.5051),(46 3105.3774),(47 3108.3328),(48 3098.7695),(49 3089.7896),(50 3081.7664),(51 3106.0088),(52 3111.5276),(53 3149.7866),(54 3125.261),(55 3135.5688),(56 3184.0557),(57 3196.7505),(58 3225.144),(59 3232.939),(60 3243.684),(61 3267.7537),(62 3264.0396),(63 3295.2683),(64 3303.012),(65 3360.4187),(66 3385.3005),(67 3413.154),(68 3449.6438),(69 3454.5828),(70 3488.2407),(71 3527.476),(72 3547.3975),(73 3548.3333),(74 3565.051),(75 3495.1619),(76 3541.7283),(77 3550.8447),(78 3511.716),(79 3510.9067),
(1 1709.1602),(2 2098.7808),(3 2303.689),(4 2443.7554),(5 2566.635),(6 2693.0188),(7 2795.1375),(8 2904.24),(9 2972.9612),(10 3032.4407),(11 3128.572),(12 3141.1946),(13 3193.4487),(14 3218.3354),(15 3208.7786),(16 3227.409),(17 3231.2332),(18 3194.0608),(19 3178.5566),(20 3202.0532),(21 3185.912),(22 3135.9111),(23 3156.1929),(24 3142.3435),(25 3121.5059),(26 3112.0874),(27 3084.7903),(28 3077.7344),(29 3082.3582),(30 3044.5496),(31 3060.2505),(32 3047.3967),(33 3096.3677),(34 3126.967),(35 3079.433),(36 3104.7107),(37 3088.8823),(38 3118.3184),(39 3133.3716),(40 3127.6804),(41 3164.3198),(42 3198.0703),(43 3184.7903),(44 3176.9583),(45 3201.4836),(46 3201.9116),(47 3217.9),(48 3186.4304),(49 3173.8474),(50 3182.4656),(51 3189.678),(52 3202.5972),(53 3228.6714),(54 3237.048),(55 3201.4368),(56 3244.9824),(57 3303.8157),(58 3323.1113),(59 3323.7283),(60 3305.3342),(61 3299.0957),(62 3296.4731),(63 3336.9407),(64 3302.5466),(65 3361.993),(66 3372.8691),(67 3376.1313),(68 3385.8938),(69 3381.1184),(70 3376.7075),(71 3406.8193),(72 3428.6187),(73 3442.7295),(74 3456.154),(75 3432.186),(76 3466.7996),(77 3438.7256),(78 3430.927),(79 3429.6714),
(1 1679.9221),(2 2068.5674),(3 2265.4404),(4 2411.5425),(5 2510.2844),(6 2608.5989),(7 2713.181),(8 2811.8315),(9 2857.7322),(10 2902.7761),(11 2989.2756),(12 3040.88),(13 3083.1804),(14 3075.0813),(15 3100.1729),(16 3133.6172),(17 3125.501),(18 3144.6611),(19 3108.1152),(20 3111.6611),(21 3077.628),(22 3092.155),(23 3069.9072),(24 3050.3218),(25 3033.7473),(26 3032.0469),(27 3021.2957),(28 2999.9),(29 3045.4343),(30 3027.342),(31 3041.4744),(32 3021.8494),(33 3018.0198),(34 3049.9207),(35 2997.8691),(36 2989.262),(37 3010.3547),(38 3035.4639),(39 3071.3467),(40 3100.0957),(41 3078.5896),(42 3098.3315),(43 3098.7473),(44 3071.8972),(45 3084.0203),(46 3059.8167),(47 3078.4084),(48 3052.5122),(49 3032.823),(50 3046.1782),(51 3069.1062),(52 3101.5928),(53 3132.5212),(54 3164.0696),(55 3165.8997),(56 3193.2905),(57 3218.3464),(58 3243.8342),(59 3245.637),(60 3246.9824),(61 3257.1064),(62 3256.2153),(63 3251.8425),(64 3245.1633),(65 3260.3057),(66 3283.3655),(67 3293.309),(68 3341.4756),(69 3320.269),(70 3307.332),(71 3309.3708),(72 3291.5977),(73 3300.146),(74 3301.12),(75 3299.1716),(76 3298.7273),(77 3288.9688),(78 3303.1245),(79 3294.0945),
(1 1664.9148),(2 2052.4905),(3 2241.697),(4 2419.3809),(5 2508.8704),(6 2610.4546),(7 2734.411),(8 2845.5662),(9 2911.6553),(10 2962.2292),(11 3069.4824),(12 3063.539),(13 3118.5774),(14 3153.7166),(15 3172.3374),(16 3151.1802),(17 3172.3447),(18 3153.6387),(19 3149.3262),(20 3124.0073),(21 3092.649),(22 3091.8037),(23 3099.4604),(24 3092.7263),(25 3067.9927),(26 3098.112),(27 3076.0298),(28 3037.9424),(29 3042.699),(30 3035.3398),(31 3070.2214),(32 3021.7217),(33 3037.2488),(34 3061.6633),(35 3055.0583),(36 3062.3538),(37 3052.9275),(38 3105.463),(39 3089.1309),(40 3092.435),(41 3127.5374),(42 3133.269),(43 3115.662),(44 3106.8284),(45 3072.5588),(46 3070.3538),(47 3072.466),(48 3060.4358),(49 3039.0977),(50 3027.099),(51 3080.2278),(52 3075.6934),(53 3113.8555),(54 3138.4202),(55 3148.3738),(56 3171.855),(57 3216.392),(58 3255.9739),(59 3284.635),(60 3304.0015),(61 3328.1672),(62 3336.2598),(63 3349.7834),(64 3355.3801),(65 3384.986),(66 3394.5417),(67 3436.7761),(68 3515.2754),(69 3481.963),(70 3499.9536),(71 3526.7234),(72 3560.3699),(73 3571.7117),(74 3558.882),(75 3605.8264),(76 3576.826),(77 3580.3435),(78 3572.7808),(79 3578.0835),
(1 1610.551),(2 1972.9976),(3 2191.1196),(4 2355.6614),(5 2407.1184),(6 2553.7778),(7 2663.1497),(8 2708.3804),(9 2815.431),(10 2841.2974),(11 2903.5842),(12 2928.6633),(13 2945.2761),(14 2954.195),(15 2966.3333),(16 2970.986),(17 3004.9172),(18 3007.419),(19 2964.0864),(20 2983.4365),(21 2935.1042),(22 2893.699),(23 2904.38),(24 2901.9587),(25 2919.7097),(26 2914.9407),(27 2907.3604),(28 2918.2861),(29 2946.3225),(30 2978.074),(31 2985.7637),(32 2968.5105),(33 2934.0242),(34 2926.5957),(35 2954.5205),(36 2971.528),(37 2952.9385),(38 2966.4963),(39 2953.9314),(40 2962.0874),(41 2965.155),(42 2944.5273),(43 2963.7888),(44 2952.6543),(45 2942.5498),(46 2927.3955),(47 2912.0964),(48 2909.3582),(49 2916.0156),(50 2927.7952),(51 2960.405),(52 2934.5515),(53 2993.084),(54 2987.1702),(55 2995.4702),(56 3014.1685),(57 3027.7341),(58 3063.0662),(59 3049.6675),(60 3060.9268),(61 3040.968),(62 3032.0466),(63 3060.457),(64 3078.3),(65 3063.4204),(66 3090.4937),(67 3099.635),(68 3133.2422),(69 3139.9531),(70 3140.1956),(71 3154.4346),(72 3169.789),(73 3213.5256),(74 3198.1006),(75 3209.586),(76 3218.716),(77 3260.7495),(78 3254.531),(79 3228.55),
(1 1632.7876),(2 1994.9951),(3 2211.89),(4 2390.3352),(5 2502.3892),(6 2585.8672),(7 2693.747),(8 2804.2478),(9 2903.5752),(10 2932.501),(11 3005.4258),(12 3032.7031),(13 3045.5957),(14 3046.0952),(15 3047.9358),(16 3069.341),(17 3111.981),(18 3095.3772),(19 3052.8425),(20 3054.7273),(21 3047.8389),(22 3039.3591),(23 3015.3013),(24 3007.1763),(25 3007.6228),(26 3017.8066),(27 3027.336),(28 2994.0718),(29 2952.9111),(30 2962.4338),(31 2988.5835),(32 2977.1658),(33 3005.2456),(34 3011.1885),(35 3011.4607),(36 3032.8442),(37 2963.7322),(38 3013.46),(39 3021.4722),(40 3046.0818),(41 3043.7095),(42 3035.746),(43 3060.163),(44 3051.9695),(45 3035.255),(46 3022.4272),(47 3044.596),(48 3025.4844),(49 3019.1787),(50 3015.1086),(51 3081.5515),(52 3050.2273),(53 3111.5513),(54 3110.25),(55 3133.3848),(56 3138.2676),(57 3153.4258),(58 3167.09),(59 3147.4983),(60 3146.918),(61 3152.7817),(62 3158.5703),(63 3174.8723),(64 3177.6343),(65 3199.1238),(66 3227.6433),(67 3233.673),(68 3276.1003),(69 3269.745),(70 3283.5203),(71 3288.9114),(72 3322.2034),(73 3339.454),(74 3350.7764),(75 3348.3042),(76 3342.8027),(77 3372.3616),(78 3368.5198),(79 3362.8933),
(1 1552.4116),(2 1912.3075),(3 2085.6138),(4 2245.8042),(5 2332.6807),(6 2443.8047),(7 2540.7598),(8 2653.344),(9 2756.0972),(10 2788.4976),(11 2865.9058),(12 2908.6638),(13 2950.75),(14 2914.7283),(15 2950.2998),(16 2924.3289),(17 2933.024),(18 2964.1843),(19 2908.5073),(20 2890.983),(21 2884.0117),(22 2862.9644),(23 2854.4133),(24 2847.832),(25 2849.3103),(26 2870.941),(27 2861.6672),(28 2856.0925),(29 2865.8057),(30 2834.964),(31 2849.622),(32 2834.4534),(33 2844.819),(34 2850.91),(35 2857.7988),(36 2858.2058),(37 2842.065),(38 2904.6165),(39 2890.9436),(40 2938.2869),(41 2920.7998),(42 2917.195),(43 2929.6487),(44 2896.9731),(45 2906.0696),(46 2901.0999),(47 2895.585),(48 2897.3665),(49 2906.5803),(50 2901.4187),(51 2928.084),(52 2928.9539),(53 2970.969),(54 2971.253),(55 2969.206),(56 2990.1902),(57 3026.0024),(58 3026.536),(59 3038.6235),(60 3014.7646),(61 3037.91),(62 3090.9285),(63 3112.4158),(64 3093.9382),(65 3130.3018),(66 3182.549),(67 3203.5952),(68 3227.9363),(69 3250.603),(70 3214.5803),(71 3245.4),(72 3249.7163),(73 3270.2166),(74 3259.59),(75 3313.0603),(76 3301.5088),(77 3280.4485),(78 3295.2788),(79 3302.071),
(1 1516.9762),(2 1859.897),(3 2020.6937),(4 2160.1606),(5 2263.1482),(6 2374.6387),(7 2487.374),(8 2562.0906),(9 2633.2866),(10 2663.7998),(11 2673.0012),(12 2677.3257),(13 2722.7231),(14 2726.251),(15 2775.4104),(16 2774.0847),(17 2788.081),(18 2807.3606),(19 2786.2744),(20 2810.8572),(21 2777.0085),(22 2749.209),(23 2767.4226),(24 2742.3486),(25 2708.4412),(26 2716.6145),(27 2670.334),(28 2655.2808),(29 2674.7585),(30 2652.9148),(31 2712.9692),(32 2722.5513),(33 2724.3115),(34 2741.7869),(35 2717.243),(36 2738.9302),(37 2748.64),(38 2785.936),(39 2782.9048),(40 2810.9004),(41 2824.5393),(42 2851.8748),(43 2822.4385),(44 2843.5657),(45 2840.6455),(46 2834.4182),(47 2850.6172),(48 2829.9036),(49 2808.0654),(50 2822.9114),(51 2852.6245),(52 2880.1006),(53 2903.9607),(54 2903.2925),(55 2893.4036),(56 2922.7544),(57 2913.023),(58 2940.613),(59 2932.153),(60 2979.8794),(61 2976.8374),(62 2992.8416),(63 3032.0896),(64 3008.902),(65 3050.1567),(66 3082.3835),(67 3070.518),(68 3097.7515),(69 3099.4336),(70 3095.606),(71 3095.3203),(72 3102.265),(73 3145.6833),(74 3158.9465),(75 3191.2148),(76 3180.221),(77 3185.0208),(78 3232.6465),(79 3205.3142),
(1 1472.3962),(2 1816.7518),(3 2019.2924),(4 2168.4602),(5 2280.4265),(6 2410.4958),(7 2528.445),(8 2611.4001),(9 2712.2078),(10 2738.1558),(11 2817.9907),(12 2831.6328),(13 2878.9543),(14 2857.4912),(15 2853.633),(16 2820.526),(17 2809.2485),(18 2801.0886),(19 2762.685),(20 2777.129),(21 2703.9785),(22 2697.962),(23 2713.2622),(24 2703.968),(25 2676.9185),(26 2706.4302),(27 2714.3157),(28 2684.832),(29 2701.1833),(30 2679.2197),(31 2693.822),(32 2694.843),(33 2699.8943),(34 2725.5447),(35 2697.5698),(36 2709.2114),(37 2738.6726),(38 2772.6926),(39 2794.8037),(40 2810.0688),(41 2785.6074),(42 2784.9807),(43 2781.137),(44 2767.4456),(45 2754.266),(46 2749.9082),(47 2766.9326),(48 2749.2122),(49 2724.9133),(50 2730.8606),(51 2759.1409),(52 2741.337),(53 2759.5708),(54 2756.1907),(55 2778.8906),(56 2826.7053),(57 2843.1775),(58 2868.1118),(59 2872.9592),(60 2922.94),(61 2942.0237),(62 2971.4788),(63 2963.3357),(64 2974.2961),(65 3028.3354),(66 3061.5593),(67 3069.831),(68 3101.2996),(69 3127.0596),(70 3131.4685),(71 3117.72),(72 3134.8975),(73 3177.7988),(74 3185.524),(75 3205.7036),(76 3207.362),(77 3226.951),(78 3249.3274),(79 3237.596),
(1 1456.4347),(2 1792.5587),(3 1995.9142),(4 2119.0498),(5 2211.9087),(6 2368.8916),(7 2436.3901),(8 2568.4958),(9 2615.6423),(10 2644.9133),(11 2740.5676),(12 2771.0798),(13 2794.5242),(14 2779.9634),(15 2791.299),(16 2772.801),(17 2782.0923),(18 2775.858),(19 2758.7314),(20 2746.8516),(21 2716.4705),(22 2705.361),(23 2718.6138),(24 2679.3738),(25 2697.8672),(26 2713.0298),(27 2722.493),(28 2682.8538),(29 2693.8643),(30 2686.518),(31 2676.0066),(32 2711.2798),(33 2673.7612),(34 2702.0073),(35 2688.3394),(36 2699.5383),(37 2739.5342),(38 2763.1108),(39 2756.9988),(40 2784.9001),(41 2791.5864),(42 2761.356),(43 2752.4243),(44 2753.8281),(45 2759.5283),(46 2750.4072),(47 2750.0557),(48 2725.6804),(49 2730.9521),(50 2748.2131),(51 2764.5708),(52 2733.1648),(53 2779.2065),(54 2806.792),(55 2810.7063),(56 2864.236),(57 2859.0154),(58 2881.4666),(59 2893.1995),(60 2858.743),(61 2869.6174),(62 2870.7043),(63 2919.928),(64 2927.6833),(65 2954.8477),(66 2992.9177),(67 3014.3923),(68 3007.2449),(69 3040.77),(70 3059.901),(71 3097.467),(72 3138.757),(73 3153.6758),(74 3150.9465),(75 3170.393),(76 3163.556),(77 3171.8716),(78 3162.2268),(79 3135.6729),
(1 1446.4297),(2 1767.1201),(3 1956.7356),(4 2107.3804),(5 2217.1375),(6 2351.3782),(7 2428.5276),(8 2553.7957),(9 2637.2197),(10 2681.1128),(11 2732.6372),(12 2778.4758),(13 2765.2944),(14 2757.75),(15 2772.062),(16 2744.933),(17 2733.8179),(18 2725.611),(19 2720.7039),(20 2712.2344),(21 2671.689),(22 2674.187),(23 2649.4766),(24 2625.1028),(25 2628.7886),(26 2617.417),(27 2610.256),(28 2598.2463),(29 2614.325),(30 2600.0537),(31 2591.4377),(32 2596.5398),(33 2627.171),(34 2673.8057),(35 2643.8547),(36 2686.2732),(37 2686.827),(38 2695.8877),(39 2694.5857),(40 2715.751),(41 2732.5703),(42 2710.6985),(43 2697.336),(44 2712.3843),(45 2703.188),(46 2675.4297),(47 2695.7307),(48 2675.4402),(49 2693.861),(50 2711.4622),(51 2696.281),(52 2680.4568),(53 2720.6074),(54 2718.207),(55 2744.4426),(56 2766.7336),(57 2758.1055),(58 2802.3394),(59 2792.9136),(60 2817.064),(61 2825.9402),(62 2859.1497),(63 2884.3),(64 2893.3557),(65 2925.61),(66 2983.276),(67 3006.765),(68 3050.6667),(69 3071.4888),(70 3094.629),(71 3130.8484),(72 3132.7305),(73 3162.9524),(74 3209.819),(75 3208.6047),(76 3183.9717),(77 3172.7253),(78 3150.6277),(79 3135.399),
