1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 414175.28),(2 703427.8),(3 819260.06),(4 1727127.6),(5 2440031.3),(6 3004833.3),(7 4233428),(8 5301897),(9 5947813.5),(10 7328056),(11 8453221),(12 9276847),(13 10827565),(14 11964139),(15 12757559),(16 14185660),(17 15285469),(18 16041823),(19 17484674),(20 18628750),(21 19324370),(22 20625606),(23 21770842),(24 22516566),(25 23831446),(26 25126538),(27 25943944),(28 27014448),(29 27993392),(30 28378536),(31 29238138),(32 30134896),(33 30701386),(34 31713890),(35 32810406),(36 33744684),(37 35102236),(38 36364830),(39 37351360),(40 38665420),(41 39672320),(42 40313396),(43 41391892),(44 42423892),(45 42870190),(46 43694332),(47 44634492),(48 44869412),(49 45514124),(50 46340830),(51 46431276),(52 46945812),(53 47732956),(54 47366016),(55 47520180),(56 47987852),(57 47462812),(58 47581524),(59 48149628),(60 47776896),(61 48176224),(62 49209250),(63 49390996),(64 50471044),(65 52078944),(66 52757120),(67 54296640),(68 56144764),(69 57088864),(70 58756468),(71 60717644),(72 61797740),(73 63418210),(74 65306750),(75 66342108),(76 67943976),(77 69883224),(78 70976220),(79 72441176),
(1 194.43909),(2 232.40971),(3 255.29784),(4 271.9863),(5 278.43546),(6 288.7705),(7 296.35645),(8 308.29117),(9 314.28186),(10 316.88126),(11 320.93756),(12 325.45917),(13 328.2306),(14 329.20395),(15 331.07956),(16 332.0805),(17 332.3227),(18 336.88818),(19 337.32477),(20 338.25406),(21 338.83194),(22 335.3582),(23 337.47623),(24 333.41135),(25 333.93814),(26 332.4075),(27 331.80463),(28 333.78812),(29 332.91925),(30 328.11636),(31 324.45966),(32 326.33664),(33 324.45618),(34 324.59537),(35 323.312),(36 325.3821),(37 328.90097),(38 333.04306),(39 330.64957),(40 335.50034),(41 335.00418),(42 338.24838),(43 337.17282),(44 334.50027),(45 334.88583),(46 334.64325),(47 331.64047),(48 328.15012),(49 326.58453),(50 328.02722),(51 328.93127),(52 325.41245),(53 330.7324),(54 332.01712),(55 331.2239),(56 331.78372),(57 329.416),(58 329.40842),(59 327.83926),(60 332.0347),(61 330.55563),(62 335.0839),(63 336.10297),(64 337.86926),(65 340.12656),(66 340.31897),(67 345.07474),(68 349.36945),(69 349.56454),(70 345.12146),(71 347.89474),(72 349.79425),(73 351.88324),(74 354.73123),(75 355.36255),(76 354.17786),(77 357.0192),(78 357.18307),(79 357.2331),
(1 195.63623),(2 234.86957),(3 254.11285),(4 271.75354),(5 281.6942),(6 291.527),(7 301.2994),(8 308.1718),(9 312.91382),(10 314.36423),(11 318.98624),(12 322.81537),(13 326.2063),(14 327.4691),(15 326.3237),(16 328.28146),(17 330.3083),(18 334.6704),(19 332.3683),(20 333.135),(21 333.0087),(22 331.68988),(23 330.48135),(24 328.36252),(25 327.62738),(26 327.08936),(27 328.4381),(28 327.1337),(29 328.17874),(30 326.75098),(31 326.0267),(32 323.69473),(33 323.96036),(34 321.7165),(35 319.0251),(36 319.50757),(37 319.4566),(38 322.1201),(39 321.41382),(40 322.5598),(41 321.87326),(42 322.63196),(43 322.52618),(44 323.29205),(45 322.21234),(46 321.50705),(47 323.5138),(48 323.69803),(49 320.60587),(50 325.6952),(51 326.1111),(52 324.9276),(53 330.2071),(54 332.08063),(55 331.392),(56 331.03363),(57 333.99377),(58 332.74472),(59 331.42865),(60 333.96646),(61 334.77603),(62 333.40018),(63 332.04932),(64 335.83792),(65 339.70068),(66 343.1172),(67 342.80292),(68 344.67984),(69 346.9438),(70 344.47754),(71 347.28128),(72 346.14194),(73 346.5015),(74 347.3291),(75 350.47256),(76 349.19687),(77 351.59042),(78 351.706),(79 354.7458),
(1 190.14128),(2 229.7262),(3 250.91649),(4 266.70178),(5 278.80173),(6 290.51028),(7 296.61438),(8 307.92746),(9 313.55618),(10 321.72037),(11 322.00748),(12 325.92682),(13 332.75006),(14 328.84015),(15 330.7238),(16 330.8725),(17 331.93323),(18 330.6514),(19 328.2572),(20 332.32913),(21 328.75726),(22 329.2654),(23 332.09293),(24 329.16812),(25 329.14938),(26 326.96906),(27 326.93008),(28 326.92368),(29 324.36087),(30 322.24637),(31 322.32135),(32 318.8097),(33 319.09302),(34 321.17316),(35 318.82034),(36 315.93365),(37 315.75598),(38 315.0139),(39 315.32303),(40 314.0572),(41 317.18634),(42 319.62396),(43 318.2682),(44 318.63214),(45 318.20596),(46 317.75555),(47 318.2864),(48 318.445),(49 318.5259),(50 318.59528),(51 322.87347),(52 320.20108),(53 324.20706),(54 325.6347),(55 326.04306),(56 327.74847),(57 325.3273),(58 327.10504),(59 326.89563),(60 330.01794),(61 330.94333),(62 328.2223),(63 328.89157),(64 330.5652),(65 336.87378),(66 340.19345),(67 339.59967),(68 340.39166),(69 341.25235),(70 342.0757),(71 343.1758),(72 345.01666),(73 344.9422),(74 340.65765),(75 343.19885),(76 343.41196),(77 341.46902),(78 344.0843),(79 341.89172),
(1 188.72),(2 226.76411),(3 244.48303),(4 259.75198),(5 270.6723),(6 281.2496),(7 286.43573),(8 296.94336),(9 300.8487),(10 305.63303),(11 308.1718),(12 311.78757),(13 312.58408),(14 314.71075),(15 315.90628),(16 318.7078),(17 320.4073),(18 323.2234),(19 321.8039),(20 324.91623),(21 321.2278),(22 322.30478),(23 321.9843),(24 322.10623),(25 318.3867),(26 317.55457),(27 315.93735),(28 317.15475),(29 315.67023),(30 312.5275),(31 313.85358),(32 315.07388),(33 315.29205),(34 319.9024),(35 319.72125),(36 319.6192),(37 319.5171),(38 325.84695),(39 327.30548),(40 327.0882),(41 327.3187),(42 327.73645),(43 327.6264),(44 325.92197),(45 326.43668),(46 325.60236),(47 322.90295),(48 321.74323),(49 323.76614),(50 322.12103),(51 326.13266),(52 327.79462),(53 329.0665),(54 330.3063),(55 331.12213),(56 330.02863),(57 327.4922),(58 328.77252),(59 326.80133),(60 324.99878),(61 327.45404),(62 328.16132),(63 325.36826),(64 323.84457),(65 327.22614),(66 328.45453),(67 327.3209),(68 332.23492),(69 333.86545),(70 336.75153),(71 335.2518),(72 334.33966),(73 336.9302),(74 337.46442),(75 339.8697),(76 341.02255),(77 346.9448),(78 348.794),(79 350.3259),
(1 183.85747),(2 221.53967),(3 240.55045),(4 259.0466),(5 266.38284),(6 277.04822),(7 284.805),(8 293.2247),(9 296.2014),(10 298.23022),(11 300.26648),(12 306.8037),(13 310.66293),(14 309.65723),(15 310.55063),(16 310.681),(17 312.5608),(18 314.766),(19 312.2983),(20 317.45337),(21 313.9779),(22 315.12677),(23 316.08005),(24 312.29742),(25 309.47003),(26 312.0837),(27 309.18027),(28 307.3463),(29 306.98492),(30 308.13992),(31 309.87805),(32 305.93747),(33 306.39874),(34 310.8553),(35 307.734),(36 307.4664),(37 307.9511),(38 311.5337),(39 314.062),(40 312.15793),(41 311.72815),(42 311.7772),(43 313.1793),(44 309.95566),(45 311.81912),(46 308.45145),(47 306.2569),(48 304.62015),(49 304.1003),(50 305.93018),(51 305.5798),(52 305.71378),(53 309.82626),(54 311.67877),(55 313.22235),(56 309.9167),(57 311.0427),(58 313.0535),(59 311.68607),(60 311.60156),(61 313.64365),(62 315.4857),(63 316.64798),(64 317.3152),(65 316.38998),(66 321.9554),(67 320.14157),(68 324.0326),(69 323.77148),(70 324.5904),(71 324.1767),(72 324.83105),(73 328.64398),(74 330.93323),(75 333.16855),(76 331.10638),(77 331.77863),(78 336.0977),(79 334.2581),
(1 182.42177),(2 221.4366),(3 241.67061),(4 255.74036),(5 258.03415),(6 268.54633),(7 270.2789),(8 281.35596),(9 285.39972),(10 290.67548),(11 290.0393),(12 293.95895),(13 297.33728),(14 299.56656),(15 304.59708),(16 304.89453),(17 307.20798),(18 309.63815),(19 309.58868),(20 312.88474),(21 314.14743),(22 312.3082),(23 312.00897),(24 308.8245),(25 307.65997),(26 307.13995),(27 306.2446),(28 310.59106),(29 304.8949),(30 303.3083),(31 304.47845),(32 303.97818),(33 304.40594),(34 302.76797),(35 302.57635),(36 303.37964),(37 304.3017),(38 310.74207),(39 309.4624),(40 309.9287),(41 311.5516),(42 309.87888),(43 309.70728),(44 309.3821),(45 309.46924),(46 312.82294),(47 311.2567),(48 307.0495),(49 306.68787),(50 311.3709),(51 312.2765),(52 312.8483),(53 312.61896),(54 312.3192),(55 311.47348),(56 309.2783),(57 310.321),(58 311.83252),(59 309.89273),(60 310.6235),(61 311.63373),(62 308.00162),(63 309.1367),(64 312.01782),(65 312.14142),(66 315.54633),(67 311.40878),(68 315.90543),(69 315.6334),(70 318.18436),(71 319.19034),(72 319.71902),(73 322.04825),(74 322.34763),(75 324.388),(76 325.1349),(77 323.77277),(78 326.05576),(79 326.82462),
(1 180.21362),(2 218.53006),(3 235.09969),(4 248.89307),(5 258.01895),(6 267.61627),(7 271.54706),(8 279.88025),(9 284.28397),(10 289.31104),(11 293.57712),(12 298.19244),(13 302.33078),(14 299.73895),(15 300.746),(16 301.99323),(17 303.37912),(18 306.89752),(19 306.86435),(20 308.7079),(21 305.1262),(22 306.35626),(23 307.50043),(24 306.73856),(25 306.9673),(26 304.79663),(27 304.11542),(28 304.1143),(29 302.41608),(30 301.71567),(31 300.1464),(32 299.58234),(33 300.26898),(34 297.8566),(35 298.7063),(36 301.63763),(37 299.73285),(38 301.6198),(39 301.47668),(40 301.937),(41 302.38498),(42 298.6701),(43 297.94556),(44 296.37445),(45 299.54626),(46 299.50156),(47 301.50867),(48 300.4654),(49 298.80307),(50 298.3733),(51 300.32773),(52 300.25458),(53 305.47812),(54 304.6425),(55 304.90384),(56 305.02557),(57 306.6463),(58 309.6415),(59 304.7791),(60 304.9937),(61 307.40982),(62 305.0684),(63 306.43042),(64 306.84576),(65 309.48444),(66 311.28485),(67 312.07938),(68 314.9012),(69 316.25296),(70 316.41855),(71 322.10565),(72 322.49057),(73 325.17734),(74 329.64035),(75 327.39008),(76 327.141),(77 325.141),(78 324.54138),(79 325.47787),
(1 178.05115),(2 216.01363),(3 233.77148),(4 248.00142),(5 255.4508),(6 265.77188),(7 268.5165),(8 278.3009),(9 283.61374),(10 287.55124),(11 289.93484),(12 295.63516),(13 300.44122),(14 299.9672),(15 302.04053),(16 303.76718),(17 306.20053),(18 305.6079),(19 302.053),(20 304.47925),(21 303.30136),(22 302.1431),(23 304.43393),(24 301.62),(25 301.84927),(26 301.14392),(27 301.15323),(28 300.8847),(29 302.87622),(30 299.9234),(31 299.79248),(32 299.04498),(33 300.45972),(34 304.44),(35 300.4045),(36 299.83444),(37 298.78326),(38 308.78793),(39 304.85178),(40 305.5177),(41 306.33264),(42 305.16034),(43 302.5068),(44 299.8181),(45 302.4105),(46 300.15518),(47 297.95395),(48 299.98502),(49 298.97318),(50 300.9146),(51 300.79807),(52 299.48712),(53 304.10168),(54 304.53775),(55 300.67804),(56 298.96408),(57 300.94022),(58 302.2519),(59 300.4024),(60 301.52484),(61 302.02344),(62 301.72513),(63 302.96378),(64 306.02472),(65 308.6177),(66 312.65308),(67 310.7605),(68 316.12747),(69 318.8845),(70 319.48306),(71 320.65143),(72 320.22708),(73 322.62482),(74 320.6002),(75 320.70056),(76 321.34332),(77 317.8438),(78 319.08197),(79 317.34277),
(1 176.81787),(2 211.46283),(3 228.58821),(4 246.35713),(5 253.67062),(6 262.60278),(7 268.51297),(8 275.02332),(9 280.4557),(10 283.89444),(11 287.0441),(12 290.76978),(13 293.90463),(14 295.9859),(15 298.48593),(16 296.84363),(17 298.04852),(18 302.7183),(19 300.57233),(20 303.12576),(21 301.86514),(22 301.60284),(23 305.37415),(24 302.4636),(25 301.86526),(26 298.14728),(27 299.8341),(28 298.2237),(29 299.95367),(30 298.60583),(31 299.19162),(32 299.06055),(33 299.57758),(34 299.30435),(35 296.64764),(36 296.8998),(37 296.17786),(38 303.52774),(39 305.53668),(40 305.4732),(41 304.69702),(42 305.84955),(43 302.21658),(44 300.82983),(45 298.89847),(46 298.7987),(47 297.14798),(48 297.73398),(49 299.54922),(50 299.0749),(51 299.3125),(52 299.5678),(53 302.11707),(54 299.86002),(55 302.95114),(56 304.44852),(57 306.35764),(58 304.84906),(59 304.94174),(60 307.66974),(61 305.6962),(62 306.13647),(63 308.20383),(64 310.185),(65 311.3709),(66 312.5901),(67 311.65933),(68 312.95816),(69 314.94543),(70 316.74265),(71 314.20016),(72 317.75314),(73 319.3049),(74 319.5411),(75 323.58115),(76 320.36578),(77 320.01202),(78 321.80643),(79 319.95615),
(1 175.28589),(2 212.92311),(3 229.76799),(4 245.05574),(5 250.46696),(6 259.4394),(7 263.28705),(8 275.80038),(9 279.14832),(10 284.8971),(11 289.42926),(12 295.56436),(13 297.44348),(14 297.57962),(15 299.98825),(16 300.0075),(17 302.39816),(18 305.55286),(19 304.605),(20 307.72754),(21 306.1082),(22 305.99747),(23 304.1528),(24 302.04102),(25 301.20486),(26 301.8627),(27 301.775),(28 300.61282),(29 303.20477),(30 303.14322),(31 299.2486),(32 298.7588),(33 300.25638),(34 299.45587),(35 296.85052),(36 298.8992),(37 296.29352),(38 296.97665),(39 294.79193),(40 296.77625),(41 298.0082),(42 296.09097),(43 297.02362),(44 296.58182),(45 297.18338),(46 295.2096),(47 295.57755),(48 294.5726),(49 294.6654),(50 290.62054),(51 291.06192),(52 292.57944),(53 294.31522),(54 295.15765),(55 297.7202),(56 300.75775),(57 303.53775),(58 307.36093),(59 307.1165),(60 306.06088),(61 304.11353),(62 303.94406),(63 305.3489),(64 306.90073),(65 307.32715),(66 308.9275),(67 308.13156),(68 312.1028),(69 315.03635),(70 316.27637),(71 318.8907),(72 319.40698),(73 322.28827),(74 322.78058),(75 323.10944),(76 321.82425),(77 317.0489),(78 319.8398),(79 321.12054),
(1 174.01422),(2 208.52007),(3 227.37468),(4 240.43716),(5 252.80594),(6 261.8701),(7 269.13092),(8 280.5502),(9 285.52292),(10 289.03052),(11 295.50922),(12 297.66174),(13 302.30997),(14 304.4897),(15 301.62094),(16 305.5966),(17 305.77295),(18 307.77576),(19 308.2304),(20 306.21146),(21 304.8499),(22 304.78723),(23 304.9572),(24 302.7614),(25 300.32104),(26 299.3245),(27 298.992),(28 300.20407),(29 299.2412),(30 296.98),(31 295.11996),(32 291.43094),(33 295.36334),(34 295.6039),(35 296.7688),(36 299.8249),(37 298.2347),(38 302.08063),(39 300.44376),(40 301.56152),(41 304.4862),(42 303.0018),(43 298.86725),(44 300.90823),(45 302.60315),(46 300.1184),(47 299.691),(48 300.11334),(49 300.24088),(50 301.90802),(51 304.059),(52 299.37515),(53 299.50266),(54 300.9206),(55 298.80618),(56 301.3884),(57 297.80478),(58 300.69543),(59 300.60242),(60 302.18384),(61 304.40128),(62 302.53687),(63 305.76547),(64 307.89056),(65 310.96317),(66 312.48645),(67 311.23352),(68 309.4624),(69 310.19168),(70 311.971),(71 314.3013),(72 314.6221),(73 317.6343),(74 320.0701),(75 318.5283),(76 317.39206),(77 320.5321),(78 321.73547),(79 323.9785),
(1 170.64497),(2 206.03009),(3 224.50105),(4 241.30705),(5 251.06401),(6 257.7721),(7 266.47308),(8 272.1168),(9 276.14282),(10 276.67764),(11 281.65308),(12 285.94077),(13 291.22308),(14 290.98428),(15 293.82263),(16 297.9733),(17 299.5448),(18 300.9244),(19 302.89145),(20 301.87042),(21 299.57745),(22 298.8944),(23 302.8012),(24 301.1236),(25 297.04803),(26 296.41226),(27 293.98825),(28 295.7313),(29 291.9224),(30 290.18857),(31 292.8673),(32 288.78876),(33 291.49966),(34 289.36505),(35 291.20007),(36 291.5259),(37 292.4115),(38 297.29108),(39 293.96725),(40 293.76642),(41 294.49698),(42 291.56427),(43 289.81635),(44 293.42007),(45 292.2336),(46 290.40903),(47 291.02917),(48 294.25),(49 291.5475),(50 292.20264),(51 290.32706),(52 285.07144),(53 285.86124),(54 286.13046),(55 284.2453),(56 283.02466),(57 284.68228),(58 284.44095),(59 288.69238),(60 291.30322),(61 290.99597),(62 289.12567),(63 290.51596),(64 292.26715),(65 292.60205),(66 294.75052),(67 294.51566),(68 299.0955),(69 300.41803),(70 300.6163),(71 300.44794),(72 302.98132),(73 304.90933),(74 305.6911),(75 306.60977),(76 306.4325),(77 306.91843),(78 308.567),(79 308.98154),
(1 168.00804),(2 203.32211),(3 219.24274),(4 237.6092),(5 247.7097),(6 256.4231),(7 262.65366),(8 269.97995),(9 276.7189),(10 280.21628),(11 282.16382),(12 284.44843),(13 289.1661),(14 290.03418),(15 293.24445),(16 296.05917),(17 298.5951),(18 298.30344),(19 295.96472),(20 294.08218),(21 294.96252),(22 294.64734),(23 297.53543),(24 294.47598),(25 293.50595),(26 295.10995),(27 292.2878),(28 291.07394),(29 289.00342),(30 290.02615),(31 288.40872),(32 288.35727),(33 290.3516),(34 288.42728),(35 288.82184),(36 286.5284),(37 290.14917),(38 292.46625),(39 294.95102),(40 293.19577),(41 293.78976),(42 294.69852),(43 291.3418),(44 291.33182),(45 289.19724),(46 286.61252),(47 286.08884),(48 285.95328),(49 286.15378),(50 286.78735),(51 288.1577),(52 283.88065),(53 287.24176),(54 287.19815),(55 284.9205),(56 287.5312),(57 289.69775),(58 290.67728),(59 290.68484),(60 290.48004),(61 293.47177),(62 290.9901),(63 288.07236),(64 290.73666),(65 290.36444),(66 292.74707),(67 297.56918),(68 301.70316),(69 303.88882),(70 303.64066),(71 306.27206),(72 306.9578),(73 310.1197),(74 309.33563),(75 311.87018),(76 311.71198),(77 310.18344),(78 315.50726),(79 314.5141),
(1 166.80257),(2 198.73393),(3 213.14423),(4 227.14542),(5 237.61693),(6 243.74245),(7 248.69841),(8 257.94614),(9 260.1031),(10 264.07138),(11 269.50912),(12 272.83054),(13 272.48914),(14 270.69644),(15 276.95084),(16 275.61847),(17 279.1356),(18 281.05627),(19 279.3849),(20 283.3106),(21 283.40836),(22 282.76654),(23 286.4919),(24 285.22174),(25 284.51642),(26 281.91254),(27 282.87357),(28 282.4152),(29 282.69302),(30 279.26138),(31 284.0887),(32 280.94604),(33 282.6193),(34 283.70068),(35 282.88925),(36 284.5973),(37 284.6702),(38 289.16498),(39 289.21832),(40 287.97037),(41 284.74936),(42 286.83102),(43 284.3753),(44 284.63678),(45 283.71298),(46 284.0088),(47 283.25662),(48 282.9273),(49 282.58594),(50 280.60727),(51 283.36136),(52 280.55908),(53 281.8942),(54 282.9841),(55 282.31656),(56 283.3549),(57 282.72452),(58 284.0315),(59 282.1769),(60 283.3335),(61 287.60678),(62 286.83652),(63 286.07855),(64 287.93747),(65 287.51532),(66 287.50085),(67 291.27698),(68 295.0096),(69 295.13998),(70 297.53796),(71 294.99332),(72 295.69537),(73 294.7671),(74 292.89996),(75 295.49725),(76 292.22495),(77 291.80215),(78 291.90875),(79 291.15482),
(1 163.85399),(2 195.76321),(3 211.80489),(4 227.70216),(5 235.37032),(6 245.27132),(7 250.50688),(8 260.93704),(9 264.51065),(10 265.8911),(11 269.53546),(12 272.679),(13 276.13486),(14 277.59274),(15 275.8825),(16 281.90564),(17 283.6269),(18 282.25378),(19 282.06708),(20 283.12103),(21 279.57703),(22 280.59995),(23 282.57318),(24 281.4153),(25 277.51526),(26 278.96765),(27 278.9814),(28 278.98743),(29 279.4215),(30 276.99945),(31 278.45062),(32 277.7341),(33 279.96085),(34 283.69547),(35 281.29584),(36 283.66467),(37 282.97446),(38 283.08038),(39 281.67526),(40 284.55582),(41 286.87506),(42 288.3055),(43 287.57736),(44 286.87973),(45 288.67233),(46 285.4356),(47 285.637),(48 283.33945),(49 282.47476),(50 282.59778),(51 282.88867),(52 281.91196),(53 283.1336),(54 283.08627),(55 281.0555),(56 283.36682),(57 282.87408),(58 286.18008),(59 286.27676),(60 284.74985),(61 286.0273),(62 286.4583),(63 284.40695),(64 288.44452),(65 288.0455),(66 287.18173),(67 289.50113),(68 291.5689),(69 295.75598),(70 298.8709),(71 298.39853),(72 299.70157),(73 300.97574),(74 301.67715),(75 304.22687),(76 303.4445),(77 301.18356),(78 301.06616),(79 303.18918),
(1 165.37936),(2 197.5112),(3 214.91144),(4 227.28026),(5 236.67178),(6 243.3737),(7 248.80336),(8 257.24603),(9 258.92233),(10 262.46332),(11 267.59207),(12 271.34387),(13 273.55753),(14 274.99304),(15 276.03326),(16 279.1043),(17 279.96793),(18 281.25687),(19 283.37762),(20 283.63617),(21 284.94684),(22 286.7015),(23 286.20932),(24 284.00458),(25 281.30307),(26 281.56464),(27 278.69626),(28 278.6953),(29 279.47128),(30 277.6983),(31 278.90607),(32 278.5699),(33 278.2221),(34 279.93628),(35 279.12506),(36 279.39862),(37 280.43582),(38 280.6299),(39 279.2507),(40 277.1682),(41 278.00076),(42 278.92734),(43 275.97687),(44 275.29242),(45 276.4026),(46 275.9174),(47 278.54425),(48 277.3764),(49 275.21173),(50 279.20663),(51 279.0318),(52 279.1205),(53 281.8187),(54 279.02594),(55 276.97144),(56 278.54443),(57 277.9207),(58 277.77963),(59 277.65482),(60 276.74063),(61 275.90945),(62 278.0924),(63 276.24426),(64 275.3916),(65 278.06412),(66 279.65973),(67 280.63678),(68 280.97852),(69 282.12524),(70 280.85373),(71 283.76526),(72 285.7389),(73 285.26025),(74 287.55255),(75 288.8326),(76 286.6953),(77 289.99677),(78 288.42493),(79 289.12286),
(1 161.86192),(2 194.6118),(3 211.41309),(4 223.16245),(5 233.73613),(6 241.56348),(7 245.27805),(8 254.07565),(9 260.15686),(10 263.78787),(11 270.02777),(12 274.8916),(13 279.1848),(14 278.9319),(15 281.37244),(16 284.6613),(17 287.55594),(18 290.7389),(19 292.44202),(20 291.71362),(21 291.1743),(22 291.09372),(23 290.98444),(24 288.73672),(25 289.02213),(26 290.44525),(27 290.87265),(28 290.17905),(29 291.56473),(30 289.91867),(31 291.1264),(32 289.23355),(33 290.35333),(34 289.96094),(35 285.5725),(36 290.7051),(37 288.7934),(38 290.33304),(39 291.12616),(40 288.39355),(41 289.90677),(42 290.7293),(43 291.08365),(44 288.70554),(45 287.8551),(46 288.2878),(47 285.95105),(48 285.2403),(49 287.17715),(50 285.6558),(51 287.65073),(52 286.97888),(53 290.5588),(54 287.2778),(55 290.0035),(56 290.4488),(57 290.47583),(58 287.5707),(59 289.73413),(60 291.09113),(61 295.85178),(62 295.28052),(63 295.4233),(64 297.70642),(65 298.97986),(66 299.98987),(67 300.23035),(68 302.34912),(69 305.25284),(70 306.14246),(71 306.1775),(72 301.48053),(73 301.17166),(74 300.77954),(75 302.04898),(76 300.1332),(77 299.99738),(78 301.7148),(79 301.3241),
(1 161.80698),(2 196.03069),(3 210.54253),(4 226.54883),(5 231.06754),(6 239.16779),(7 240.77605),(8 249.99202),(9 254.27136),(10 257.33218),(11 262.80356),(12 266.5254),(13 271.4918),(14 270.8288),(15 279.04675),(16 280.8877),(17 280.99594),(18 281.78247),(19 281.34274),(20 285.3406),(21 284.95966),(22 286.60474),(23 287.5763),(24 285.57092),(25 284.37653),(26 284.52197),(27 284.5733),(28 284.48557),(29 282.4249),(30 279.54846),(31 282.85013),(32 283.12527),(33 283.47607),(34 283.73483),(35 282.0852),(36 284.25085),(37 281.78778),(38 283.63937),(39 285.5523),(40 283.35327),(41 283.44275),(42 282.34482),(43 281.5231),(44 282.03983),(45 279.1296),(46 277.92038),(47 277.71234),(48 278.84158),(49 281.06314),(50 280.38235),(51 284.83566),(52 285.04028),(53 285.74368),(54 285.7769),(55 287.02753),(56 290.80835),(57 291.10706),(58 289.2454),(59 292.04437),(60 293.496),(61 289.45364),(62 289.55432),(63 292.0652),(64 292.58917),(65 293.2032),(66 295.63287),(67 294.6049),(68 294.74646),(69 294.55527),(70 294.3309),(71 295.72455),(72 293.7377),(73 293.41937),(74 295.20175),(75 293.51788),(76 292.8802),(77 294.4175),(78 296.7316),(79 294.31638),
