1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1125697),(2 3817450),(3 7663674.5),(4 11920112),(5 16318741),(6 20756994),(7 25109938),(8 29556630),(9 34370772),(10 39772800),(11 45989996),(12 52686180),(13 59739428),(14 67397064),(15 75309464),(16 82671864),(17 89538650),(18 96489496),(19 103356800),(20 110853416),(21 119771496),(22 128990490),(23 138502220),(24 148691840),(25 159102640),(26 169226160),(27 179005970),(28 188065200),(29 196128640),(30 203485820),(31 210680750),(32 217497520),(33 224873020),(34 232211380),(35 239254140),(36 246144850),(37 252791420),(38 258821810),(39 264020780),(40 268528400),(41 273483840),(42 278199740),(43 282943780),(44 288446240),(45 294403040),(46 300485700),(47 306739500),(48 312881920),(49 317613860),(50 321445280),(51 324554620),(52 327562240),(53 330385950),(54 333956060),(55 337972200),(56 343027680),(57 348928480),(58 355051360),(59 361424670),(60 368669920),(61 376218100),(62 384352800),(63 393362080),(64 404013060),(65 416013730),(66 429165280),(67 443998200),(68 460373500),(69 475765500),(70 492494560),(71 509473800),(72 526200580),(73 543628600),(74 561110200),(75 579172400),(76 597485630),(77 617432640),(78 637760100),(79 659222460),
(1 535.6249),(2 568.11066),(3 573.6409),(4 582.69464),(5 590.03265),(6 592.933),(7 603.9183),(8 598.0052),(9 607.5039),(10 610.13727),(11 617.71375),(12 608.59576),(13 616.9341),(14 613.4895),(15 619.1276),(16 612.6117),(17 619.42944),(18 615.9138),(19 616.84674),(20 623.6412),(21 622.9959),(22 614.4946),(23 619.29626),(24 619.2596),(25 624.5787),(26 624.6382),(27 626.98584),(28 619.78503),(29 627.889),(30 618.07764),(31 623.48395),(32 622.9896),(33 630.55927),(34 623.1018),(35 627.55817),(36 627.48236),(37 629.0562),(38 628.876),(39 628.4421),(40 625.55273),(41 639.4266),(42 634.60706),(43 641.1449),(44 638.14417),(45 637.4996),(46 632.8674),(47 646.4834),(48 642.4026),(49 637.19275),(50 637.5166),(51 643.432),(52 638.4464),(53 634.24023),(54 634.94904),(55 636.75165),(56 636.94086),(57 648.3256),(58 643.7006),(59 644.8528),(60 639.80225),(61 638.24774),(62 632.9545),(63 634.6309),(64 636.5433),(65 639.2865),(66 634.7303),(67 633.0842),(68 635.08307),(69 636.6141),(70 629.5325),(71 636.18713),(72 624.825),(73 633.09595),(74 634.43164),(75 634.75415),(76 634.844),(77 636.0879),(78 632.11505),(79 644.4164),
(1 540.0666),(2 576.974),(3 594.37775),(4 602.5317),(5 609.92285),(6 609.0122),(7 614.96747),(8 613.2287),(9 629.92523),(10 619.1863),(11 624.5595),(12 624.87305),(13 625.0945),(14 623.96),(15 624.82324),(16 620.37354),(17 623.12976),(18 620.96124),(19 619.2955),(20 622.592),(21 633.0046),(22 624.86926),(23 631.6581),(24 623.2279),(25 633.6592),(26 624.4376),(27 631.6874),(28 633.63544),(29 639.52106),(30 627.2855),(31 637.19525),(32 632.166),(33 644.379),(34 636.4072),(35 642.62396),(36 640.0243),(37 642.33575),(38 637.8557),(39 637.4068),(40 647.9489),(41 645.2894),(42 643.67535),(43 653.8797),(44 646.01404),(45 654.16595),(46 649.33484),(47 648.40466),(48 643.7228),(49 648.32904),(50 643.92676),(51 645.63074),(52 646.492),(53 651.5347),(54 641.1769),(55 637.30334),(56 639.1478),(57 651.43304),(58 638.0446),(59 647.6198),(60 637.0373),(61 638.9973),(62 633.0043),(63 639.616),(64 637.80255),(65 646.79083),(66 637.5525),(67 639.94257),(68 638.51276),(69 639.81354),(70 634.54944),(71 643.5046),(72 636.3102),(73 644.4842),(74 640.2429),(75 645.92145),(76 645.1081),(77 645.28827),(78 641.1381),(79 646.4894),
(1 527.37415),(2 557.2129),(3 576.2591),(4 585.49414),(5 593.92163),(6 594.81616),(7 598.8353),(8 595.13574),(9 604.6674),(10 603.1297),(11 603.61426),(12 608.8467),(13 613.2456),(14 614.62787),(15 614.7676),(16 605.5847),(17 615.7586),(18 613.4761),(19 610.6454),(20 611.4334),(21 618.87415),(22 611.2559),(23 617.25476),(24 614.47705),(25 620.6573),(26 619.95953),(27 625.74146),(28 617.81006),(29 623.6671),(30 616.69006),(31 619.56573),(32 621.2467),(33 627.4399),(34 623.21686),(35 623.8962),(36 623.319),(37 631.05725),(38 621.6506),(39 619.4837),(40 624.9353),(41 631.5431),(42 624.0575),(43 627.084),(44 628.61884),(45 631.6565),(46 626.13184),(47 631.69714),(48 628.115),(49 628.30664),(50 625.9406),(51 627.9326),(52 623.6045),(53 623.61255),(54 623.87756),(55 628.544),(56 633.54803),(57 634.4995),(58 628.3204),(59 634.122),(60 629.02325),(61 627.09894),(62 621.0932),(63 627.25964),(64 626.7477),(65 628.1507),(66 626.42896),(67 625.0728),(68 621.2322),(69 625.00885),(70 621.641),(71 625.17096),(72 624.2484),(73 625.10785),(74 623.1819),(75 627.9689),(76 622.483),(77 632.28046),(78 631.8325),(79 633.9378),
(1 525.3373),(2 560.8373),(3 571.1187),(4 576.01294),(5 586.119),(6 588.8374),(7 595.99084),(8 595.6506),(9 605.9448),(10 603.95374),(11 603.25836),(12 610.5534),(13 611.82294),(14 612.1516),(15 609.4915),(16 608.57947),(17 613.6363),(18 604.6893),(19 610.40204),(20 600.7469),(21 609.80896),(22 607.7341),(23 613.4629),(24 616.2511),(25 618.3998),(26 614.8115),(27 620.49786),(28 616.82825),(29 620.08246),(30 615.39856),(31 618.3041),(32 613.72504),(33 627.5552),(34 624.24384),(35 625.05347),(36 620.8764),(37 625.09705),(38 617.6388),(39 623.1789),(40 618.17883),(41 621.5918),(42 616.64496),(43 626.3457),(44 624.56335),(45 625.9601),(46 629.5855),(47 625.8314),(48 623.8211),(49 625.6771),(50 622.63885),(51 624.45734),(52 620.1255),(53 625.0167),(54 626.095),(55 626.0683),(56 627.15546),(57 631.1615),(58 628.6627),(59 631.71515),(60 634.2503),(61 630.0897),(62 623.9386),(63 628.8329),(64 628.5339),(65 624.79126),(66 622.2938),(67 629.8678),(68 621.3122),(69 632.2101),(70 626.30676),(71 624.89874),(72 623.3675),(73 625.2311),(74 630.5768),(75 631.0423),(76 626.801),(77 626.2084),(78 623.96515),(79 629.9769),
(1 522.74347),(2 548.7945),(3 566.1497),(4 570.8935),(5 580.3262),(6 576.12897),(7 588.8707),(8 590.2778),(9 597.5487),(10 593.275),(11 601.9463),(12 598.50793),(13 603.82965),(14 595.8413),(15 596.86005),(16 591.7218),(17 599.70337),(18 595.93506),(19 603.3233),(20 601.6794),(21 606.75006),(22 604.6493),(23 606.9015),(24 600.3607),(25 613.60004),(26 605.96906),(27 610.2832),(28 607.2293),(29 613.18665),(30 605.81055),(31 610.6843),(32 612.2448),(33 619.83466),(34 616.99054),(35 616.0272),(36 611.4244),(37 616.6263),(38 615.513),(39 618.2503),(40 618.05646),(41 622.7757),(42 621.64655),(43 625.2227),(44 620.5542),(45 627.513),(46 620.25085),(47 627.9573),(48 619.14746),(49 618.07806),(50 616.55743),(51 618.2891),(52 622.4378),(53 625.9892),(54 620.2021),(55 625.48303),(56 622.0373),(57 623.69604),(58 616.1783),(59 622.91583),(60 614.41516),(61 618.6677),(62 614.4349),(63 617.4329),(64 614.6751),(65 616.1222),(66 613.5398),(67 612.3108),(68 612.86487),(69 613.62476),(70 608.41156),(71 607.72705),(72 607.3878),(73 615.44904),(74 607.11066),(75 606.9586),(76 610.7771),(77 612.1883),(78 611.62366),(79 615.2373),
(1 511.37024),(2 536.57733),(3 552.8329),(4 563.12555),(5 568.94916),(6 564.11414),(7 574.76495),(8 576.03656),(9 583.1673),(10 579.1258),(11 589.2241),(12 588.2893),(13 593.9409),(14 584.32635),(15 585.13135),(16 580.66315),(17 593.7643),(18 586.69336),(19 586.6152),(20 585.9827),(21 590.4311),(22 584.8994),(23 593.19714),(24 586.9316),(25 595.3647),(26 592.5477),(27 603.48615),(28 597.4009),(29 605.17816),(30 593.7605),(31 592.8576),(32 594.5935),(33 608.76276),(34 599.72833),(35 608.1687),(36 598.15204),(37 600.2515),(38 604.41864),(39 603.93195),(40 600.17725),(41 607.0436),(42 607.18005),(43 611.98676),(44 609.5659),(45 616.59015),(46 612.3253),(47 617.1767),(48 608.51587),(49 610.252),(50 612.0086),(51 611.05634),(52 608.3914),(53 611.0291),(54 606.5528),(55 608.9584),(56 606.4028),(57 614.8536),(58 611.3164),(59 612.51807),(60 612.1371),(61 615.74615),(62 608.1882),(63 608.71387),(64 603.19006),(65 605.3236),(66 604.75867),(67 606.81726),(68 606.16693),(69 609.7841),(70 600.60535),(71 610.44336),(72 609.15594),(73 611.58093),(74 608.7626),(75 613.1629),(76 605.53656),(77 608.30743),(78 606.5335),(79 612.86584),
(1 524.60175),(2 556.257),(3 565.3608),(4 564.969),(5 582.4802),(6 576.856),(7 587.24664),(8 585.29846),(9 590.75964),(10 589.8862),(11 593.7004),(12 596.2766),(13 601.87036),(14 597.39557),(15 597.3946),(16 588.67804),(17 595.14417),(18 592.5081),(19 603.01514),(20 598.87573),(21 600.32074),(22 600.41266),(23 602.5935),(24 602.9236),(25 609.9717),(26 602.64233),(27 608.1724),(28 605.4633),(29 605.1844),(30 602.5352),(31 605.6809),(32 610.2978),(33 612.84644),(34 607.4605),(35 614.697),(36 608.745),(37 611.73694),(38 612.8915),(39 613.93427),(40 612.1955),(41 614.62384),(42 610.45013),(43 618.4065),(44 613.713),(45 621.688),(46 611.87244),(47 610.49615),(48 612.9874),(49 616.3661),(50 616.2411),(51 613.75183),(52 608.8045),(53 611.5377),(54 609.6895),(55 612.61005),(56 611.34625),(57 619.00714),(58 611.40173),(59 618.6547),(60 615.6215),(61 611.5305),(62 605.36633),(63 612.77045),(64 614.68964),(65 616.17694),(66 609.7374),(67 608.45935),(68 608.815),(69 614.5515),(70 608.1668),(71 615.4186),(72 608.4085),(73 610.9575),(74 611.4502),(75 614.97955),(76 611.5411),(77 618.76886),(78 610.8655),(79 619.2588),
(1 507.67038),(2 534.2151),(3 548.96655),(4 552.91693),(5 565.35333),(6 560.36945),(7 574.38715),(8 573.8424),(9 578.1685),(10 584.19653),(11 585.19586),(12 581.3082),(13 591.9676),(14 585.1426),(15 591.2085),(16 581.1042),(17 591.7742),(18 590.2538),(19 588.1297),(20 589.06934),(21 594.6576),(22 588.1216),(23 593.26044),(24 586.36725),(25 598.81464),(26 586.667),(27 599.7834),(28 597.6438),(29 604.2651),(30 592.5344),(31 599.2883),(32 596.2827),(33 611.325),(34 603.63226),(35 606.7417),(36 601.6901),(37 609.7695),(38 603.1029),(39 604.0824),(40 607.3161),(41 609.1412),(42 603.1776),(43 610.0195),(44 607.5815),(45 614.8839),(46 607.2612),(47 611.7781),(48 606.0154),(49 613.79425),(50 607.67114),(51 614.23956),(52 604.34924),(53 615.5293),(54 611.9961),(55 616.6916),(56 613.4573),(57 614.65094),(58 610.86255),(59 614.2297),(60 609.51794),(61 603.89496),(62 600.69183),(63 599.75836),(64 604.6719),(65 604.1767),(66 602.5766),(67 600.52167),(68 599.4682),(69 603.6891),(70 597.93536),(71 600.2224),(72 597.203),(73 601.51605),(74 601.60815),(75 603.4693),(76 602.363),(77 602.09344),(78 598.41144),(79 607.4914),
(1 509.30402),(2 531.1539),(3 553.1105),(4 556.2223),(5 563.69415),(6 561.04724),(7 576.0144),(8 572.169),(9 583.8419),(10 578.7823),(11 583.4669),(12 581.12036),(13 583.2008),(14 583.5081),(15 584.2298),(16 578.15216),(17 581.0176),(18 585.7128),(19 585.8977),(20 591.2819),(21 585.81946),(22 583.5288),(23 586.73285),(24 582.95105),(25 591.50244),(26 588.99133),(27 594.7575),(28 590.95905),(29 595.8699),(30 582.4479),(31 590.05554),(32 589.7383),(33 603.88586),(34 595.16754),(35 594.2035),(36 598.1647),(37 601.3255),(38 600.14355),(39 601.6061),(40 602.8571),(41 608.1008),(42 610.2164),(43 604.3514),(44 606.0934),(45 612.4778),(46 606.10583),(47 609.88007),(48 602.22723),(49 604.613),(50 595.82306),(51 597.4575),(52 592.0393),(53 599.36365),(54 597.3915),(55 601.5067),(56 596.8613),(57 605.78174),(58 599.35034),(59 606.0341),(60 601.8425),(61 603.3824),(62 597.2903),(63 595.57733),(64 599.2585),(65 599.9871),(66 597.3262),(67 598.8633),(68 603.703),(69 599.88696),(70 595.197),(71 599.3085),(72 595.3244),(73 602.7378),(74 602.4019),(75 600.423),(76 603.91284),(77 602.7257),(78 602.3099),(79 603.52405),
(1 498.3475),(2 535.6901),(3 546.0253),(4 547.9941),(5 551.83057),(6 556.8569),(7 562.09314),(8 561.61523),(9 568.45636),(10 565.0533),(11 571.8118),(12 569.9852),(13 579.3207),(14 575.94183),(15 577.54425),(16 568.55493),(17 575.96686),(18 575.2075),(19 571.9222),(20 572.91425),(21 575.09283),(22 572.4637),(23 576.59796),(24 575.2489),(25 578.472),(26 578.44324),(27 581.0801),(28 578.7799),(29 585.2092),(30 578.1321),(31 576.22644),(32 579.37787),(33 583.69904),(34 585.2452),(35 584.0391),(36 584.8299),(37 587.5423),(38 582.514),(39 583.5597),(40 581.6347),(41 591.0201),(42 586.7854),(43 592.2161),(44 588.46814),(45 600.86975),(46 590.92957),(47 590.87054),(48 588.1442),(49 589.92834),(50 585.4619),(51 587.5415),(52 592.2364),(53 590.30035),(54 595.56415),(55 595.59106),(56 593.3349),(57 595.27625),(58 591.8386),(59 595.3008),(60 595.72736),(61 595.29663),(62 590.4087),(63 594.3603),(64 591.49146),(65 598.4219),(66 588.3386),(67 595.52356),(68 594.59247),(69 592.0946),(70 590.701),(71 591.46686),(72 585.862),(73 589.97815),(74 587.5505),(75 591.2525),(76 591.0156),(77 593.0923),(78 591.27405),(79 591.9414),
(1 503.39044),(2 534.18884),(3 550.1335),(4 556.14905),(5 569.0073),(6 565.1214),(7 572.31104),(8 566.4827),(9 574.26514),(10 573.7003),(11 576.3761),(12 580.3389),(13 586.00336),(14 580.9643),(15 582.59766),(16 575.29767),(17 582.6809),(18 576.86615),(19 583.83026),(20 579.6922),(21 583.32275),(22 581.3104),(23 589.1086),(24 581.59344),(25 587.67267),(26 589.0107),(27 580.0879),(28 581.3641),(29 588.2821),(30 577.0547),(31 586.3707),(32 587.02356),(33 588.9127),(34 585.5762),(35 587.54205),(36 591.07007),(37 592.6341),(38 590.9831),(39 589.959),(40 588.4313),(41 596.83014),(42 593.9567),(43 600.7932),(44 605.14813),(45 608.77606),(46 600.9901),(47 603.7544),(48 598.1491),(49 603.1449),(50 594.96094),(51 596.53894),(52 593.21954),(53 594.5845),(54 599.2831),(55 603.47565),(56 603.7197),(57 607.211),(58 602.7961),(59 604.4996),(60 596.693),(61 596.524),(62 593.32434),(63 600.4832),(64 598.1724),(65 602.64166),(66 599.6328),(67 598.10187),(68 599.97076),(69 600.73926),(70 594.6993),(71 601.5683),(72 594.5505),(73 598.49695),(74 594.3545),(75 603.1541),(76 596.1553),(77 598.8614),(78 597.7796),(79 603.9009),
(1 490.1421),(2 521.2732),(3 531.164),(4 533.906),(5 545.22296),(6 541.7526),(7 556.29266),(8 554.0129),(9 558.55963),(10 561.08734),(11 566.00574),(12 563.2),(13 566.0505),(14 560.2802),(15 563.7067),(16 560.5329),(17 569.6304),(18 563.9194),(19 566.1032),(20 570.356),(21 570.8913),(22 570.4191),(23 575.11163),(24 576.2545),(25 580.15106),(26 576.9128),(27 578.1865),(28 576.2348),(29 576.0811),(30 573.75946),(31 578.2419),(32 584.5903),(33 587.4846),(34 581.9717),(35 580.5754),(36 583.52484),(37 586.2551),(38 578.2906),(39 585.2564),(40 579.9715),(41 580.7106),(42 582.74304),(43 588.2777),(44 588.51294),(45 590.94763),(46 586.86316),(47 589.2512),(48 588.3945),(49 592.1035),(50 587.6117),(51 586.3125),(52 581.3866),(53 585.73505),(54 586.9005),(55 589.7269),(56 585.50977),(57 590.95636),(58 590.6561),(59 590.7244),(60 590.3684),(61 585.29175),(62 586.01605),(63 588.3156),(64 586.5258),(65 586.5976),(66 588.15283),(67 589.711),(68 580.67017),(69 582.82465),(70 580.878),(71 586.99805),(72 581.7906),(73 583.58673),(74 582.5896),(75 589.99945),(76 580.93243),(77 586.08514),(78 575.659),(79 584.20215),
(1 489.30832),(2 517.87805),(3 535.381),(4 542.3408),(5 551.2451),(6 546.9284),(7 555.2676),(8 559.6938),(9 565.103),(10 562.6487),(11 567.3337),(12 566.99695),(13 571.4973),(14 565.6694),(15 574.5784),(16 564.8312),(17 568.79553),(18 571.3481),(19 572.2227),(20 570.4967),(21 576.02325),(22 576.97504),(23 574.84753),(24 572.4955),(25 581.79895),(26 574.94946),(27 579.07404),(28 573.12134),(29 580.8024),(30 569.4214),(31 583.98663),(32 575.3436),(33 586.8693),(34 580.32404),(35 578.7022),(36 577.14484),(37 580.49896),(38 576.1381),(39 580.62787),(40 581.3233),(41 589.5171),(42 590.02686),(43 585.63635),(44 587.68146),(45 592.2112),(46 580.68713),(47 588.6772),(48 580.5586),(49 585.11255),(50 585.6964),(51 585.782),(52 579.88104),(53 589.67633),(54 587.14795),(55 591.4402),(56 591.25586),(57 594.19037),(58 583.65564),(59 590.58276),(60 591.8707),(61 587.89886),(62 587.80804),(63 588.7263),(64 587.87213),(65 588.0705),(66 581.84607),(67 585.7977),(68 581.9292),(69 582.0249),(70 582.7898),(71 584.26697),(72 584.32355),(73 586.4397),(74 577.7881),(75 584.3329),(76 582.40576),(77 588.2509),(78 586.36945),(79 591.3442),
(1 479.02194),(2 512.1294),(3 516.6276),(4 527.30927),(5 535.5144),(6 533.2236),(7 543.1079),(8 545.3626),(9 551.9663),(10 549.5218),(11 554.85614),(12 554.78217),(13 564.72156),(14 562.4846),(15 560.3121),(16 556.00946),(17 558.7378),(18 559.38055),(19 557.37787),(20 557.5783),(21 559.5565),(22 555.98895),(23 561.7974),(24 562.8493),(25 557.2607),(26 558.1245),(27 563.3737),(28 565.5394),(29 570.5051),(30 557.3254),(31 563.7087),(32 564.7052),(33 574.8762),(34 564.09845),(35 570.5792),(36 568.3245),(37 570.2645),(38 564.9456),(39 568.79504),(40 569.74274),(41 573.14246),(42 569.5374),(43 573.11646),(44 569.33704),(45 580.5747),(46 574.09454),(47 577.1149),(48 572.34424),(49 575.60986),(50 569.8265),(51 578.0477),(52 574.6962),(53 577.57654),(54 577.8699),(55 576.11145),(56 579.3966),(57 585.4594),(58 575.7823),(59 580.26874),(60 578.2662),(61 572.3568),(62 569.4075),(63 572.3907),(64 576.7964),(65 578.8532),(66 571.2459),(67 573.6658),(68 569.16473),(69 570.9684),(70 569.5492),(71 574.9235),(72 567.2609),(73 573.9694),(74 569.7411),(75 572.27),(76 571.77124),(77 579.34375),(78 571.3901),(79 581.46155),
(1 485.13297),(2 512.5802),(3 525.50574),(4 529.78735),(5 540.02167),(6 539.1189),(7 545.20966),(8 551.2208),(9 560.4352),(10 548.82983),(11 557.84235),(12 556.82074),(13 561.72345),(14 556.52875),(15 559.8507),(16 554.8096),(17 556.73376),(18 558.10876),(19 559.55707),(20 557.2918),(21 563.61664),(22 559.6313),(23 565.1785),(24 563.6593),(25 559.4198),(26 558.09265),(27 564.18475),(28 562.23456),(29 567.9568),(30 560.3629),(31 562.83203),(32 558.9413),(33 573.23486),(34 563.0574),(35 562.0814),(36 559.93475),(37 569.1373),(38 567.1399),(39 571.4813),(40 570.14764),(41 574.8374),(42 574.5196),(43 581.1751),(44 573.3377),(45 574.3878),(46 573.99915),(47 576.50916),(48 573.1776),(49 575.41547),(50 575.65735),(51 575.69135),(52 573.6289),(53 574.34607),(54 572.9672),(55 579.9366),(56 576.47626),(57 585.5821),(58 582.60767),(59 585.2904),(60 577.7518),(61 570.58417),(62 570.25494),(63 577.7797),(64 578.0059),(65 579.2312),(66 570.4351),(67 578.99963),(68 575.1859),(69 570.1868),(70 568.2964),(71 567.8481),(72 569.74817),(73 573.2723),(74 570.1685),(75 572.9763),(76 570.2899),(77 573.57684),(78 571.3701),(79 575.7646),
(1 482.8105),(2 513.6682),(3 528.8461),(4 529.7225),(5 537.1013),(6 536.3354),(7 546.8812),(8 550.1266),(9 559.0588),(10 558.01263),(11 559.83075),(12 558.3168),(13 563.4486),(14 561.68835),(15 560.57837),(16 560.51086),(17 564.23364),(18 557.0773),(19 566.1965),(20 561.1703),(21 562.5187),(22 563.29626),(23 568.79877),(24 565.92554),(25 572.8259),(26 569.7683),(27 569.6897),(28 566.07513),(29 570.2469),(30 569.9144),(31 571.8478),(32 570.8898),(33 573.97015),(34 572.4096),(35 573.101),(36 567.77386),(37 572.5274),(38 566.42926),(39 568.1799),(40 568.4107),(41 577.0274),(42 571.4492),(43 581.5351),(44 573.04535),(45 575.9696),(46 567.18),(47 569.3418),(48 567.8046),(49 569.1813),(50 572.1712),(51 570.6328),(52 566.0707),(53 576.60474),(54 575.61255),(55 578.2501),(56 572.4912),(57 575.54333),(58 575.1498),(59 578.57666),(60 571.5634),(61 570.64954),(62 569.4317),(63 576.88025),(64 572.73724),(65 575.5073),(66 570.871),(67 572.60236),(68 573.39124),(69 568.4955),(70 568.30206),(71 571.99005),(72 565.07074),(73 576.65894),(74 569.5328),(75 567.20593),(76 568.0443),(77 577.5653),(78 574.54974),(79 574.51416),
(1 475.63257),(2 512.7811),(3 526.703),(4 527.0409),(5 535.0224),(6 533.41876),(7 542.38007),(8 538.0789),(9 549.55273),(10 547.1878),(11 547.4255),(12 550.2075),(13 554.35626),(14 548.13226),(15 554.61487),(16 552.40576),(17 559.20325),(18 548.84796),(19 559.5542),(20 553.91376),(21 558.5433),(22 554.865),(23 559.3945),(24 555.46063),(25 561.93134),(26 559.88544),(27 557.1149),(28 547.114),(29 556.6141),(30 553.28314),(31 560.00757),(32 553.78955),(33 561.99805),(34 554.957),(35 556.3493),(36 558.31775),(37 558.1181),(38 557.7417),(39 558.13684),(40 554.35565),(41 561.925),(42 559.2895),(43 569.92706),(44 562.37506),(45 573.4178),(46 566.5935),(47 568.48987),(48 563.6468),(49 562.3401),(50 559.55853),(51 558.2937),(52 557.50616),(53 558.50543),(54 562.2028),(55 564.43),(56 560.9983),(57 567.6275),(58 567.58093),(59 564.62854),(60 559.69855),(61 559.3667),(62 559.5268),(63 564.15857),(64 558.3079),(65 564.6903),(66 558.7614),(67 559.06635),(68 557.74976),(69 559.41296),(70 555.6952),(71 560.3692),(72 555.9609),(73 563.18005),(74 561.30505),(75 561.8641),(76 556.45825),(77 564.31573),(78 565.5424),(79 566.3973),
(1 467.6375),(2 494.71292),(3 508.43613),(4 511.8612),(5 522.76715),(6 523.27246),(7 525.032),(8 534.68085),(9 535.20337),(10 538.0118),(11 540.725),(12 541.1936),(13 544.539),(14 541.37036),(15 542.94025),(16 540.72253),(17 546.4262),(18 537.2028),(19 543.4702),(20 538.65796),(21 545.3811),(22 543.57275),(23 545.8687),(24 543.5035),(25 548.1466),(26 543.996),(27 547.4222),(28 548.18005),(29 549.981),(30 541.5829),(31 542.9509),(32 543.6148),(33 558.61816),(34 554.18286),(35 553.00555),(36 554.3229),(37 552.9692),(38 553.1686),(39 550.9824),(40 554.701),(41 557.3175),(42 554.607),(43 558.39154),(44 557.95526),(45 566.118),(46 558.57916),(47 558.4294),(48 563.1156),(49 559.4262),(50 557.8918),(51 559.9061),(52 560.9549),(53 556.12115),(54 556.52814),(55 559.09015),(56 560.7872),(57 563.9534),(58 559.8047),(59 565.3175),(60 558.54254),(61 556.129),(62 555.8528),(63 558.5983),(64 560.9085),(65 561.4903),(66 555.6726),(67 558.9386),(68 558.4627),(69 564.88116),(70 557.96674),(71 565.43494),(72 559.1908),(73 562.45404),(74 563.3134),(75 561.36066),(76 560.7828),(77 561.0848),(78 555.79065),(79 565.14185),
