1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1125697),(2 3817450),(3 7663674.5),(4 11920112),(5 16318741),(6 20756994),(7 25109938),(8 29556630),(9 34370772),(10 39772800),(11 45989996),(12 52686180),(13 59739428),(14 67397064),(15 75309464),(16 82671864),(17 89538650),(18 96489496),(19 103356800),(20 110853416),(21 119771496),(22 128990490),(23 138502220),(24 148691840),(25 159102640),(26 169226160),(27 179005970),(28 188065200),(29 196128640),(30 203485820),(31 210680750),(32 217497520),(33 224873020),(34 232211380),(35 239254140),(36 246144850),(37 252791420),(38 258821810),(39 264020780),(40 268528400),(41 273483840),(42 278199740),(43 282943780),(44 288446240),(45 294403040),(46 300485700),(47 306739500),(48 312881920),(49 317613860),(50 321445280),(51 324554620),(52 327562240),(53 330385950),(54 333956060),(55 337972200),(56 343027680),(57 348928480),(58 355051360),(59 361424670),(60 368669920),(61 376218100),(62 384352800),(63 393362080),(64 404013060),(65 416013730),(66 429165280),(67 443998200),(68 460373500),(69 475765500),(70 492494560),(71 509473800),(72 526200580),(73 543628600),(74 561110200),(75 579172400),(76 597485630),(77 617432640),(78 637760100),(79 659222460),
(1 624.1066),(2 657.9234),(3 671.7651),(4 673.47876),(5 683.925),(6 687.85065),(7 696.51044),(8 692.2131),(9 702.31177),(10 700.33234),(11 709.0135),(12 704.74023),(13 706.15784),(14 704.8918),(15 709.06396),(16 702.21576),(17 711.98114),(18 708.05255),(19 716.10333),(20 721.2555),(21 721.4079),(22 720.2127),(23 722.3973),(24 724.5758),(25 726.8484),(26 723.1033),(27 732.31006),(28 728.4458),(29 732.6196),(30 722.7496),(31 734.8715),(32 727.3189),(33 738.72485),(34 734.53705),(35 736.61316),(36 729.50446),(37 731.37823),(38 729.21576),(39 739.36725),(40 730.7261),(41 738.3895),(42 741.15674),(43 740.41473),(44 738.3121),(45 746.5555),(46 739.5942),(47 741.77844),(48 734.6069),(49 736.7289),(50 737.6609),(51 731.4531),(52 728.707),(53 727.5582),(54 727.7931),(55 737.22833),(56 738.96814),(57 734.9275),(58 739.82837),(59 730.92004),(60 735.87604),(61 726.84186),(62 730.3153),(63 730.5393),(64 728.3356),(65 732.65436),(66 732.6265),(67 731.68713),(68 728.4067),(69 726.1148),(70 726.0261),(71 731.8545),(72 726.43317),(73 736.4915),(74 729.5835),(75 730.28687),(76 724.3691),(77 722.6014),(78 733.0851),(79 728.8251),
(1 621.69806),(2 658.702),(3 670.38745),(4 681.3046),(5 690.47473),(6 698.273),(7 701.68304),(8 705.0219),(9 708.3034),(10 708.96594),(11 712.438),(12 711.5615),(13 724.75525),(14 721.8194),(15 716.96857),(16 712.57336),(17 721.70166),(18 708.47687),(19 715.4229),(20 713.9575),(21 723.04675),(22 722.7203),(23 722.5634),(24 726.8135),(25 721.79596),(26 722.8149),(27 726.2002),(28 728.6177),(29 723.4153),(30 718.0007),(31 720.6508),(32 725.11847),(33 734.51733),(34 729.3625),(35 733.16235),(36 726.6122),(37 727.0384),(38 727.0047),(39 735.46533),(40 731.7625),(41 742.64996),(42 734.9978),(43 736.6419),(44 742.43384),(45 743.7203),(46 737.0419),(47 740.03845),(48 731.867),(49 739.64856),(50 740.41266),(51 738.9809),(52 739.80865),(53 741.0556),(54 737.3867),(55 745.4516),(56 740.3386),(57 748.91077),(58 740.65424),(59 738.64935),(60 736.6574),(61 738.58264),(62 733.5029),(63 730.5453),(64 730.6994),(65 737.80756),(66 737.70776),(67 736.4802),(68 735.22455),(69 733.6815),(70 733.29675),(71 740.96027),(72 731.2877),(73 737.6626),(74 738.3581),(75 730.7822),(76 741.98676),(77 739.16364),(78 738.6127),(79 752.9226),
(1 626.70667),(2 654.20026),(3 681.34045),(4 673.9582),(5 689.26624),(6 684.19916),(7 690.6574),(8 699.9424),(9 701.30096),(10 704.284),(11 715.4443),(12 710.81433),(13 713.465),(14 719.145),(15 716.7537),(16 706.5107),(17 716.6233),(18 705.71436),(19 709.7235),(20 703.60455),(21 716.2381),(22 715.50037),(23 711.54346),(24 715.99274),(25 720.34644),(26 714.71735),(27 719.18005),(28 720.88794),(29 719.9447),(30 719.32825),(31 715.25806),(32 716.3717),(33 720.7524),(34 724.14746),(35 725.86554),(36 725.1933),(37 715.76556),(38 710.05237),(39 721.2904),(40 722.114),(41 725.8471),(42 726.64575),(43 725.3657),(44 727.8354),(45 735.7475),(46 731.1248),(47 732.4603),(48 726.3801),(49 733.80023),(50 735.32794),(51 731.75867),(52 726.76807),(53 734.9146),(54 732.094),(55 740.279),(56 738.71545),(57 740.9224),(58 731.971),(59 730.64276),(60 728.2104),(61 728.3171),(62 724.4277),(63 741.4526),(64 732.3867),(65 733.7819),(66 732.7025),(67 731.90204),(68 727.3816),(69 730.6316),(70 730.46924),(71 741.583),(72 731.74615),(73 737.3368),(74 737.7423),(75 741.8793),(76 732.7595),(77 733.02875),(78 738.9374),(79 741.62),
(1 619.97296),(2 643.4831),(3 664.6963),(4 665.57477),(5 674.54266),(6 675.675),(7 686.8447),(8 689.1935),(9 691.63385),(10 694.2673),(11 694.3788),(12 696.6456),(13 697.9205),(14 695.0767),(15 704.02905),(16 700.4875),(17 703.9777),(18 700.2883),(19 697.00085),(20 696.59845),(21 700.0966),(22 699.2724),(23 705.6431),(24 712.587),(25 709.7361),(26 706.5165),(27 707.7738),(28 704.4082),(29 708.2345),(30 697.0143),(31 713.57043),(32 708.85944),(33 718.0352),(34 716.76605),(35 717.2335),(36 711.261),(37 715.9579),(38 704.241),(39 709.07434),(40 707.2929),(41 722.5364),(42 720.4569),(43 721.3065),(44 725.18835),(45 725.6849),(46 720.6453),(47 722.06195),(48 717.70905),(49 719.7792),(50 717.65765),(51 712.5723),(52 716.27655),(53 718.0384),(54 717.662),(55 724.85583),(56 724.03394),(57 730.6381),(58 719.3529),(59 723.1035),(60 718.1806),(61 715.15497),(62 706.4927),(63 715.5111),(64 710.5349),(65 714.597),(66 712.9685),(67 714.89935),(68 712.1036),(69 717.90106),(70 713.09204),(71 713.483),(72 716.9204),(73 716.13403),(74 712.19196),(75 718.99115),(76 720.9236),(77 721.63885),(78 721.94055),(79 727.7093),
(1 622.12604),(2 650.5119),(3 666.3773),(4 678.5147),(5 682.62866),(6 688.997),(7 697.90283),(8 693.7517),(9 703.57794),(10 706.545),(11 710.51935),(12 711.1075),(13 726.45544),(14 716.7173),(15 718.69806),(16 711.46783),(17 726.51935),(18 712.2703),(19 712.1172),(20 712.5404),(21 709.7508),(22 717.83923),(23 721.3209),(24 720.8795),(25 726.9079),(26 718.7342),(27 723.8523),(28 718.9551),(29 725.3076),(30 719.44006),(31 727.91895),(32 723.5963),(33 728.3234),(34 729.11816),(35 735.7864),(36 731.08417),(37 733.14276),(38 727.70496),(39 726.93646),(40 725.88513),(41 730.95905),(42 724.449),(43 732.03784),(44 733.146),(45 742.0091),(46 726.22156),(47 731.2096),(48 722.56775),(49 734.5926),(50 725.9423),(51 734.7257),(52 723.8023),(53 726.48926),(54 730.51196),(55 737.31915),(56 730.7664),(57 738.1047),(58 733.5898),(59 738.54785),(60 732.72754),(61 731.0992),(62 731.12537),(63 735.6666),(64 727.50385),(65 739.8689),(66 736.81006),(67 739.069),(68 730.3134),(69 730.23645),(70 724.1129),(71 740.56995),(72 733.55865),(73 734.72656),(74 729.34033),(75 734.69336),(76 734.3942),(77 734.0169),(78 728.656),(79 737.7292),
(1 610.7946),(2 634.1706),(3 659.63574),(4 661.1149),(5 667.35297),(6 672.6477),(7 681.1699),(8 681.267),(9 682.9716),(10 687.47614),(11 688.74133),(12 692.30426),(13 689.5549),(14 683.30164),(15 689.8922),(16 682.7436),(17 691.9099),(18 681.7306),(19 686.3073),(20 688.07294),(21 693.14276),(22 691.724),(23 690.0034),(24 687.73987),(25 697.0254),(26 689.23303),(27 700.2111),(28 693.7833),(29 699.5637),(30 693.6415),(31 695.94403),(32 697.5461),(33 714.3359),(34 702.6341),(35 705.5646),(36 700.984),(37 708.0539),(38 710.3547),(39 699.6509),(40 704.2889),(41 706.64764),(42 710.3176),(43 708.8488),(44 712.5622),(45 719.65076),(46 718.75195),(47 716.3566),(48 713.1357),(49 717.1065),(50 713.6591),(51 713.2064),(52 710.1838),(53 712.14575),(54 714.0618),(55 722.6085),(56 717.413),(57 724.99695),(58 723.8869),(59 724.3784),(60 719.4635),(61 713.93024),(62 707.2904),(63 711.1314),(64 709.0192),(65 711.31445),(66 714.2345),(67 702.18787),(68 702.7469),(69 710.1816),(70 704.4226),(71 710.2821),(72 705.2225),(73 707.03815),(74 705.05005),(75 716.5123),(76 709.5408),(77 705.27686),(78 700.66766),(79 713.42633),
(1 592.20703),(2 629.9239),(3 642.41003),(4 642.98254),(5 655.3379),(6 651.61194),(7 664.2889),(8 667.58777),(9 666.66956),(10 669.32404),(11 680.2636),(12 679.56415),(13 683.5982),(14 681.311),(15 685.60583),(16 673.01337),(17 677.8179),(18 679.33966),(19 677.7489),(20 673.6433),(21 690.67456),(22 692.24036),(23 690.92194),(24 688.4302),(25 689.32227),(26 682.17224),(27 698.34625),(28 687.57294),(29 695.12054),(30 697.4622),(31 698.61456),(32 697.9291),(33 702.56354),(34 693.5237),(35 694.79535),(36 696.4281),(37 695.80176),(38 701.43506),(39 696.1413),(40 689.64594),(41 693.73157),(42 696.57635),(43 703.4061),(44 697.0659),(45 698.2958),(46 701.72217),(47 706.63837),(48 696.5244),(49 701.0919),(50 697.567),(51 700.32324),(52 693.2184),(53 693.5575),(54 690.3772),(55 692.9889),(56 695.0264),(57 702.167),(58 702.6494),(59 699.57214),(60 697.5125),(61 698.32153),(62 694.29486),(63 697.2945),(64 695.2607),(65 696.80884),(66 693.5227),(67 693.9079),(68 696.5967),(69 704.9851),(70 702.1109),(71 698.626),(72 695.6293),(73 705.09796),(74 703.2435),(75 694.4762),(76 700.7027),(77 702.7148),(78 703.0548),(79 702.54065),
(1 605.13135),(2 624.7672),(3 647.9222),(4 649.65814),(5 657.16113),(6 660.81506),(7 667.2768),(8 670.8329),(9 671.081),(10 674.3976),(11 675.3793),(12 679.28467),(13 691.55023),(14 690.49896),(15 686.0298),(16 679.00684),(17 682.27484),(18 687.2691),(19 688.764),(20 684.6999),(21 694.99835),(22 691.3264),(23 691.6981),(24 688.64935),(25 693.6215),(26 691.1858),(27 691.40497),(28 692.4039),(29 695.848),(30 696.184),(31 693.18353),(32 691.92847),(33 705.8104),(34 702.4808),(35 708.6069),(36 702.03424),(37 702.9534),(38 702.212),(39 693.95135),(40 695.73987),(41 700.6091),(42 702.54816),(43 708.58093),(44 698.97363),(45 708.76495),(46 709.79224),(47 704.73926),(48 701.3114),(49 701.8772),(50 701.30334),(51 698.1943),(52 699.7296),(53 709.7729),(54 703.89954),(55 708.19336),(56 703.95074),(57 709.9329),(58 702.13043),(59 708.79956),(60 702.0186),(61 701.0911),(62 700.78394),(63 699.81213),(64 703.3941),(65 704.84033),(66 696.4351),(67 703.5557),(68 704.3013),(69 707.92303),(70 700.4434),(71 702.83673),(72 700.6058),(73 712.94366),(74 707.8335),(75 713.1797),(76 710.41895),(77 714.48425),(78 711.31866),(79 702.7056),
(1 594.9773),(2 623.0179),(3 636.6437),(4 643.3331),(5 655.1536),(6 656.3732),(7 660.4495),(8 665.9778),(9 670.063),(10 670.47437),(11 669.3016),(12 671.4562),(13 681.1226),(14 678.68805),(15 677.9113),(16 673.3381),(17 680.8853),(18 675.1973),(19 681.16327),(20 682.0368),(21 687.45654),(22 679.8674),(23 682.8705),(24 684.48987),(25 687.977),(26 680.72516),(27 686.70056),(28 680.8025),(29 689.31116),(30 684.7154),(31 686.42194),(32 683.8272),(33 697.0314),(34 695.5711),(35 698.9955),(36 694.8852),(37 693.0267),(38 691.6994),(39 692.9519),(40 692.42957),(41 697.2846),(42 693.03723),(43 695.7922),(44 691.1765),(45 701.99426),(46 685.4212),(47 685.7935),(48 689.4892),(49 695.2743),(50 692.4288),(51 692.14484),(52 689.45184),(53 697.64294),(54 693.18695),(55 697.6978),(56 700.73047),(57 692.99084),(58 693.07733),(59 693.4583),(60 690.73395),(61 690.7767),(62 687.5478),(63 685.63135),(64 690.07983),(65 688.7909),(66 687.2331),(67 689.00934),(68 686.0116),(69 688.7371),(70 686.8235),(71 684.393),(72 687.8321),(73 694.921),(74 682.20667),(75 689.85803),(76 689.034),(77 693.18713),(78 698.84125),(79 698.6696),
(1 597.1081),(2 622.48846),(3 636.76544),(4 637.90515),(5 650.34485),(6 648.28827),(7 652.53296),(8 661.8543),(9 665.6469),(10 667.08295),(11 668.8114),(12 668.5757),(13 680.54297),(14 674.78253),(15 674.0433),(16 670.2061),(17 675.7641),(18 673.5823),(19 674.18805),(20 679.69934),(21 684.2214),(22 682.26575),(23 683.85614),(24 677.3043),(25 683.39465),(26 684.2185),(27 686.09094),(28 684.9339),(29 686.54193),(30 686.35535),(31 690.6381),(32 677.2888),(33 697.3369),(34 692.80316),(35 695.85455),(36 691.7369),(37 694.3433),(38 686.6707),(39 695.9409),(40 700.0527),(41 702.4161),(42 698.2016),(43 706.01776),(44 698.294),(45 699.76),(46 697.93225),(47 701.8396),(48 700.6349),(49 695.81415),(50 689.962),(51 691.9027),(52 697.847),(53 700.3609),(54 690.77655),(55 698.5505),(56 697.95325),(57 704.9931),(58 696.19),(59 700.2381),(60 698.2902),(61 702.6415),(62 694.25714),(63 700.35583),(64 699.1754),(65 701.5623),(66 691.49585),(67 698.18036),(68 691.73944),(69 695.60657),(70 693.8436),(71 691.59686),(72 684.17444),(73 694.6218),(74 692.30927),(75 702.42285),(76 696.426),(77 691.56036),(78 694.1578),(79 701.25183),
(1 574.1679),(2 600.46075),(3 612.80756),(4 620.01697),(5 623.97144),(6 626.301),(7 638.99756),(8 637.8837),(9 645.8756),(10 635.85956),(11 646.5039),(12 648.3932),(13 651.5846),(14 650.0833),(15 652.2305),(16 648.9618),(17 649.48553),(18 641.3822),(19 649.68207),(20 651.0654),(21 654.8716),(22 652.67773),(23 655.73175),(24 656.1018),(25 659.57794),(26 658.84515),(27 660.77094),(28 662.3422),(29 669.8784),(30 660.10126),(31 661.0302),(32 667.7225),(33 677.51776),(34 671.2423),(35 671.92816),(36 671.2965),(37 675.66504),(38 664.9631),(39 671.2095),(40 673.72455),(41 674.7724),(42 673.4312),(43 678.89886),(44 673.59906),(45 673.8923),(46 676.05286),(47 669.2771),(48 668.38696),(49 664.94446),(50 673.4209),(51 671.67584),(52 675.3877),(53 675.042),(54 675.56323),(55 680.5586),(56 673.00793),(57 681.2567),(58 671.3784),(59 678.5316),(60 675.74414),(61 672.9071),(62 669.3124),(63 665.9159),(64 675.38403),(65 674.7519),(66 667.96564),(67 673.561),(68 669.1758),(69 676.92523),(70 675.7566),(71 675.4898),(72 667.839),(73 672.0817),(74 675.1512),(75 671.2365),(76 672.3062),(77 680.9769),(78 674.84894),(79 677.72034),
(1 571.1643),(2 605.095),(3 618.96844),(4 629.3218),(5 638.5666),(6 636.82666),(7 640.87665),(8 651.1635),(9 652.72656),(10 655.23553),(11 654.2106),(12 656.7562),(13 661.6489),(14 662.6466),(15 663.6337),(16 655.4092),(17 662.83856),(18 661.1079),(19 663.6891),(20 662.2205),(21 666.0049),(22 659.0862),(23 669.2327),(24 657.9398),(25 666.5855),(26 666.05804),(27 665.5478),(28 668.2729),(29 672.3795),(30 665.35706),(31 668.2649),(32 672.1301),(33 680.89166),(34 676.8937),(35 676.99225),(36 674.87726),(37 682.52),(38 679.58435),(39 679.4217),(40 678.4022),(41 674.93756),(42 680.32635),(43 684.08093),(44 687.28326),(45 693.5548),(46 685.4617),(47 690.0685),(48 682.29675),(49 688.64923),(50 679.14355),(51 686.8392),(52 680.8383),(53 684.54803),(54 680.10693),(55 686.42676),(56 684.01733),(57 687.3054),(58 685.23267),(59 686.188),(60 681.15717),(61 686.5509),(62 677.4776),(63 683.6604),(64 685.31476),(65 687.7739),(66 675.75165),(67 680.675),(68 673.4659),(69 684.02),(70 674.27966),(71 680.82574),(72 672.48663),(73 679.87286),(74 677.4482),(75 679.1211),(76 679.80853),(77 682.8605),(78 683.28253),(79 684.52765),
(1 572.98724),(2 610.4085),(3 623.35516),(4 620.9945),(5 639.69904),(6 639.913),(7 644.7055),(8 638.8401),(9 651.1408),(10 649.9265),(11 657.6772),(12 652.3746),(13 661.3118),(14 660.89185),(15 662.9364),(16 654.226),(17 659.8457),(18 662.0975),(19 664.9828),(20 658.83136),(21 660.4813),(22 659.84656),(23 677.6795),(24 671.78143),(25 668.64636),(26 671.2615),(27 666.8129),(28 668.23663),(29 668.2898),(30 672.41754),(31 674.76373),(32 671.5598),(33 682.69556),(34 674.19507),(35 673.27185),(36 669.7293),(37 666.5062),(38 670.08),(39 677.3211),(40 673.776),(41 674.4334),(42 671.2444),(43 679.6884),(44 677.4354),(45 674.74243),(46 679.34985),(47 684.2796),(48 677.6515),(49 678.2642),(50 678.31464),(51 681.9713),(52 679.84326),(53 678.53955),(54 680.1697),(55 678.8137),(56 678.9362),(57 680.6678),(58 682.2786),(59 687.268),(60 676.89905),(61 684.8182),(62 680.34515),(63 685.97156),(64 682.04254),(65 677.89056),(66 681.33875),(67 677.7637),(68 674.19385),(69 684.2349),(70 672.0708),(71 679.6624),(72 678.158),(73 679.7416),(74 678.20575),(75 689.9114),(76 678.3719),(77 682.3164),(78 685.83984),(79 688.968),
(1 566.8326),(2 596.8318),(3 611.76514),(4 615.6774),(5 631.30054),(6 628.91156),(7 636.6722),(8 637.83136),(9 648.27216),(10 641.2368),(11 653.7215),(12 647.194),(13 647.85315),(14 651.89),(15 649.01465),(16 647.7368),(17 647.9582),(18 649.8409),(19 651.4233),(20 649.28625),(21 650.1756),(22 650.0651),(23 651.48334),(24 654.0275),(25 659.432),(26 656.2018),(27 656.2278),(28 661.6912),(29 663.6583),(30 656.7038),(31 661.16174),(32 663.62585),(33 664.8755),(34 663.17664),(35 672.1823),(36 664.03015),(37 668.49615),(38 669.51404),(39 670.7042),(40 668.31445),(41 672.00256),(42 668.8946),(43 677.70575),(44 675.62537),(45 683.9111),(46 669.19275),(47 670.29913),(48 666.0816),(49 666.3946),(50 666.75104),(51 665.93066),(52 666.7974),(53 670.4999),(54 669.93085),(55 674.371),(56 676.6565),(57 673.87146),(58 668.5364),(59 674.3322),(60 667.59607),(61 665.07184),(62 661.2267),(63 672.58124),(64 663.0438),(65 670.10693),(66 664.2132),(67 669.0194),(68 664.8562),(69 671.60016),(70 665.84045),(71 667.0219),(72 667.50995),(73 674.68884),(74 672.67645),(75 673.8898),(76 670.63556),(77 673.0446),(78 669.0916),(79 678.56757),
(1 554.53534),(2 593.00146),(3 602.53406),(4 605.8319),(5 617.0477),(6 616.3282),(7 624.0644),(8 624.12555),(9 635.91223),(10 631.93665),(11 632.61694),(12 636.24335),(13 647.88855),(14 642.3635),(15 642.4975),(16 637.5641),(17 643.60767),(18 640.0592),(19 638.0508),(20 642.7839),(21 645.1235),(22 643.1016),(23 643.098),(24 645.75604),(25 650.70526),(26 651.86914),(27 650.9901),(28 649.82526),(29 653.3318),(30 641.76105),(31 646.0357),(32 652.0584),(33 657.939),(34 658.38965),(35 655.00574),(36 658.0981),(37 660.118),(38 654.63696),(39 657.88324),(40 660.1668),(41 661.3088),(42 659.2629),(43 665.97455),(44 663.75195),(45 661.8778),(46 662.9202),(47 664.4992),(48 658.2902),(49 662.4281),(50 654.891),(51 657.81244),(52 659.409),(53 661.3789),(54 654.7987),(55 656.97),(56 661.50934),(57 668.4765),(58 653.7019),(59 661.8309),(60 660.071),(61 660.9301),(62 657.53265),(63 659.20276),(64 660.7214),(65 663.7131),(66 658.9714),(67 663.8143),(68 659.93134),(69 662.3173),(70 661.59686),(71 664.9604),(72 659.44696),(73 669.75854),(74 663.66516),(75 664.86163),(76 667.0902),(77 668.0404),(78 668.68427),(79 673.04974),
(1 543.82935),(2 579.8616),(3 585.1409),(4 593.8396),(5 602.19916),(6 603.67773),(7 612.812),(8 611.54126),(9 618.75354),(10 620.53955),(11 622.0578),(12 623.1805),(13 634.8219),(14 629.1297),(15 620.22644),(16 619.0716),(17 629.8203),(18 622.16956),(19 621.3481),(20 623.1815),(21 634.5432),(22 634.82556),(23 639.0139),(24 634.6361),(25 636.71735),(26 635.52313),(27 633.21173),(28 642.38513),(29 647.4489),(30 643.74866),(31 640.0443),(32 643.3928),(33 645.58093),(34 639.9064),(35 637.993),(36 637.22284),(37 642.2667),(38 639.1816),(39 646.3909),(40 644.14355),(41 642.2137),(42 641.25977),(43 651.228),(44 647.77734),(45 646.9621),(46 645.6667),(47 650.9503),(48 644.50433),(49 646.6486),(50 639.1536),(51 644.61346),(52 638.977),(53 642.30225),(54 637.1021),(55 642.0672),(56 640.8789),(57 649.5639),(58 644.7092),(59 643.7726),(60 639.94464),(61 642.8087),(62 639.91223),(63 638.18756),(64 637.75464),(65 643.8399),(66 644.3872),(67 645.53204),(68 644.4916),(69 648.4233),(70 640.59546),(71 646.6323),(72 637.30707),(73 645.11975),(74 651.27057),(75 646.4053),(76 644.60657),(77 644.0123),(78 646.31354),(79 644.5836),
(1 557.29913),(2 586.2258),(3 600.4157),(4 602.05536),(5 615.0434),(6 621.46545),(7 626.9132),(8 618.9513),(9 639.41364),(10 633.1574),(11 634.7944),(12 632.94916),(13 643.091),(14 638.634),(15 636.3003),(16 639.22473),(17 648.23724),(18 633.1616),(19 640.78375),(20 639.9471),(21 644.64484),(22 640.1812),(23 644.9551),(24 646.8462),(25 645.3902),(26 636.9671),(27 646.5903),(28 644.6843),(29 646.5058),(30 644.2131),(31 646.9111),(32 645.0256),(33 656.73517),(34 649.50775),(35 651.73737),(36 647.2914),(37 654.2171),(38 652.5125),(39 648.3422),(40 649.1414),(41 653.123),(42 649.45776),(43 656.7963),(44 658.9308),(45 655.42004),(46 656.1305),(47 659.1479),(48 658.55334),(49 662.5227),(50 651.52344),(51 658.27997),(52 653.25793),(53 656.7362),(54 654.48065),(55 665.2457),(56 653.99286),(57 661.6999),(58 654.48566),(59 655.3755),(60 655.47394),(61 653.3436),(62 650.7951),(63 657.7323),(64 653.3166),(65 653.8573),(66 656.65826),(67 655.8612),(68 656.31354),(69 650.73816),(70 652.27826),(71 651.15704),(72 653.4376),(73 656.9263),(74 659.98676),(75 651.94965),(76 654.3643),(77 663.6761),(78 660.3654),(79 668.6082),
(1 547.99066),(2 576.6052),(3 591.3041),(4 590.3503),(5 611.1399),(6 602.6173),(7 615.03467),(8 620.5482),(9 628.8462),(10 622.1393),(11 623.0578),(12 617.66644),(13 627.15),(14 628.89276),(15 627.7682),(16 628.482),(17 634.2876),(18 631.1756),(19 628.9821),(20 631.6489),(21 634.7961),(22 633.0132),(23 637.8891),(24 630.35583),(25 642.6772),(26 632.28406),(27 633.0666),(28 634.3683),(29 634.2267),(30 625.7121),(31 632.92377),(32 631.2249),(33 646.67035),(34 641.1562),(35 652.0009),(36 643.92255),(37 635.84015),(38 636.7149),(39 637.3576),(40 642.59186),(41 649.27893),(42 644.89343),(43 650.2558),(44 650.07904),(45 655.1875),(46 644.2114),(47 648.2621),(48 646.9417),(49 646.4991),(50 644.2879),(51 651.43384),(52 647.03455),(53 649.0587),(54 652.5149),(55 652.33887),(56 651.4164),(57 658.4559),(58 650.7304),(59 652.78723),(60 646.1315),(61 648.7514),(62 641.7867),(63 651.2241),(64 649.2926),(65 649.3828),(66 649.6634),(67 644.9563),(68 647.7776),(69 648.1531),(70 641.2142),(71 645.3364),(72 642.15405),(73 653.198),(74 646.68414),(75 654.9821),(76 648.6526),(77 653.5042),(78 653.6162),(79 653.6841),
