1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 144467.92),(2 262267.1),(3 389384.1),(4 634255.06),(5 885144.8),(6 1110660),(7 1441335.4),(8 1701017.6),(9 1944792.4),(10 2258795.3),(11 2579590.3),(12 2903938.8),(13 3305563.3),(14 3666553.8),(15 4044432.8),(16 4441999.5),(17 4843925.5),(18 5199955.5),(19 5577536.5),(20 5925184),(21 6238060),(22 6529374.5),(23 6877919.5),(24 7133162.5),(25 7434064),(26 7769888),(27 8119432),(28 8487919),(29 9077971),(30 9782325),(31 10433967),(32 11107619),(33 11807659),(34 12430551),(35 13269575),(36 14276347),(37 15039343),(38 16081413),(39 16896878),(40 17668676),(41 18510296),(42 19287518),(43 20140706),(44 21005954),(45 21819378),(46 22447024),(47 23181144),(48 23766830),(49 24172328),(50 24612592),(51 24971258),(52 25123626),(53 25532816),(54 25900022),(55 26199286),(56 26657438),(57 26915722),(58 27311286),(59 27733018),(60 28295222),(61 28784766),(62 29387594),(63 29909440),(64 30179450),(65 30659162),(66 30849870),(67 31219424),(68 31615902),(69 31859904),(70 32165766),(71 32551272),(72 32735638),(73 32877706),(74 33198656),(75 33305734),(76 33420432),(77 33693084),(78 33866780),(79 33928228),
(1 51.942154),(2 58.688393),(3 61.456585),(4 62.51042),(5 64.142296),(6 64.83083),(7 65.496216),(8 66.0861),(9 67.12273),(10 67.31539),(11 68.139885),(12 67.55976),(13 67.803055),(14 68.76439),(15 69.07928),(16 70.29233),(17 70.6819),(18 71.34125),(19 71.62015),(20 72.002464),(21 72.61651),(22 73.43596),(23 73.30762),(24 73.76606),(25 75.18741),(26 75.956696),(27 76.08583),(28 76.845276),(29 76.9521),(30 76.65999),(31 77.48228),(32 78.08608),(33 78.26078),(34 78.846115),(35 79.83895),(36 80.284584),(37 80.61962),(38 80.75303),(39 81.284515),(40 80.72032),(41 81.20954),(42 80.86725),(43 81.31694),(44 81.424736),(45 81.33013),(46 81.160576),(47 81.28176),(48 82.28296),(49 81.22886),(50 81.266495),(51 81.995155),(52 81.816),(53 82.70042),(54 82.53272),(55 81.92369),(56 81.47676),(57 81.94206),(58 81.32236),(59 81.87133),(60 81.84592),(61 81.4345),(62 81.849525),(63 81.33115),(64 80.33225),(65 79.46521),(66 79.67439),(67 79.17315),(68 80.600235),(69 79.842674),(70 79.83685),(71 79.71994),(72 79.07017),(73 79.34268),(74 80.201904),(75 80.19926),(76 80.85568),(77 79.97512),(78 80.7455),(79 81.288376),
(1 50.95866),(2 56.833492),(3 59.10905),(4 60.94325),(5 61.874245),(6 62.8206),(7 64.17761),(8 64.87881),(9 65.132225),(10 65.959114),(11 66.10356),(12 66.32818),(13 66.867386),(14 67.30553),(15 68.1856),(16 68.41975),(17 68.89345),(18 70.053116),(19 71.20335),(20 71.78037),(21 71.75676),(22 71.93806),(23 72.7953),(24 72.607254),(25 74.079155),(26 74.89147),(27 75.812164),(28 76.28944),(29 76.14749),(30 76.72691),(31 77.59855),(32 78.61232),(33 78.71683),(34 79.032234),(35 78.2832),(36 79.28049),(37 79.639656),(38 80.205345),(39 80.07168),(40 79.26631),(41 79.418755),(42 79.917725),(43 79.72869),(44 79.24688),(45 78.41132),(46 78.68103),(47 78.37136),(48 78.86616),(49 78.44319),(50 78.770905),(51 79.736595),(52 79.77483),(53 80.32435),(54 79.935265),(55 79.92346),(56 79.89832),(57 80.27422),(58 79.463005),(59 79.91063),(60 79.63263),(61 79.869156),(62 79.33933),(63 78.69989),(64 78.19146),(65 77.715866),(66 77.0315),(67 77.0367),(68 77.82194),(69 76.68133),(70 77.28496),(71 77.53941),(72 76.830666),(73 76.68716),(74 76.965294),(75 77.702774),(76 77.81654),(77 78.041824),(78 77.7648),(79 78.70783),
(1 50.937866),(2 57.212822),(3 58.7462),(4 61.038544),(5 62.646515),(6 62.77287),(7 64.04351),(8 65.11812),(9 65.51387),(10 66.149086),(11 65.815155),(12 66.27367),(13 66.77644),(14 67.202),(15 67.851814),(16 67.93659),(17 68.4565),(18 68.29877),(19 69.12715),(20 69.96145),(21 69.79084),(22 70.20802),(23 71.55327),(24 71.85595),(25 72.09688),(26 73.39105),(27 73.257095),(28 74.43028),(29 74.259995),(30 74.788795),(31 74.925674),(32 75.73262),(33 75.79726),(34 76.835106),(35 77.04465),(36 77.9766),(37 78.08589),(38 78.52692),(39 78.895065),(40 79.18444),(41 79.26164),(42 79.42722),(43 80.09332),(44 79.30413),(45 79.607735),(46 80.493164),(47 80.512436),(48 80.35988),(49 79.83337),(50 79.93801),(51 80.70294),(52 80.253494),(53 80.83029),(54 80.702324),(55 81.38926),(56 80.467735),(57 80.93909),(58 80.89215),(59 81.47946),(60 80.56973),(61 80.803505),(62 80.707146),(63 80.42249),(64 80.16705),(65 79.63702),(66 79.53269),(67 78.95795),(68 79.19162),(69 79.65587),(70 80.68903),(71 80.23716),(72 79.78838),(73 79.858986),(74 80.10347),(75 80.84184),(76 80.562965),(77 80.52243),(78 80.1856),(79 80.62989),
(1 50.84132),(2 56.66661),(3 58.652866),(4 61.162575),(5 61.589962),(6 62.43068),(7 63.300213),(8 64.75526),(9 65.025),(10 65.305305),(11 65.82848),(12 65.91729),(13 66.47608),(14 67.11998),(15 67.94606),(16 67.96873),(17 68.07163),(18 68.63578),(19 69.72702),(20 69.955376),(21 70.12984),(22 70.23047),(23 70.64976),(24 70.675964),(25 71.56114),(26 72.85318),(27 74.0717),(28 73.678604),(29 74.13216),(30 74.731735),(31 74.54927),(32 75.56937),(33 75.79033),(34 76.6988),(35 76.95366),(36 77.17624),(37 77.5428),(38 77.95586),(39 77.62362),(40 78.83941),(41 78.70276),(42 78.80687),(43 78.78489),(44 79.4605),(45 79.40265),(46 79.49712),(47 79.86835),(48 80.273834),(49 79.63495),(50 79.36854),(51 79.964516),(52 79.342804),(53 80.52861),(54 80.549255),(55 80.767296),(56 80.314384),(57 81.10905),(58 80.76491),(59 81.00008),(60 81.361465),(61 80.64728),(62 80.74504),(63 80.414505),(64 79.92798),(65 79.42155),(66 78.7483),(67 78.45191),(68 78.48652),(69 79.127426),(70 79.3827),(71 79.35682),(72 78.441025),(73 78.97841),(74 79.24904),(75 79.67098),(76 78.85915),(77 79.027534),(78 79.28201),(79 79.45872),
(1 50.741),(2 56.467705),(3 58.327023),(4 60.860905),(5 61.3586),(6 62.68145),(7 63.471497),(8 65.225716),(9 65.04114),(10 65.2507),(11 65.83121),(12 65.55653),(13 65.8542),(14 66.757935),(15 67.35324),(16 67.44134),(17 68.66134),(18 68.74142),(19 69.46347),(20 70.22557),(21 69.327675),(22 70.17011),(23 70.926285),(24 70.49623),(25 71.319916),(26 71.96162),(27 72.992355),(28 73.60835),(29 74.56841),(30 74.49845),(31 74.51739),(32 75.71093),(33 76.94492),(34 76.55952),(35 76.64886),(36 77.32929),(37 77.88216),(38 78.28988),(39 77.49526),(40 77.87267),(41 77.51822),(42 78.0453),(43 78.80188),(44 78.444115),(45 78.29966),(46 78.47472),(47 78.169846),(48 78.37709),(49 78.31193),(50 78.65039),(51 78.34604),(52 77.93277),(53 77.94754),(54 78.27718),(55 78.73498),(56 78.719826),(57 80.2108),(58 79.92166),(59 79.03204),(60 78.80724),(61 78.426025),(62 78.596725),(63 78.33154),(64 77.625534),(65 76.42065),(66 75.87513),(67 75.938705),(68 76.97575),(69 76.73568),(70 76.80533),(71 76.55069),(72 76.804375),(73 76.58833),(74 76.873184),(75 77.46347),(76 77.46335),(77 77.12124),(78 77.16349),(79 77.2266),
(1 50.130116),(2 55.95179),(3 57.292816),(4 59.613026),(5 60.610348),(6 61.20774),(7 62.31703),(8 63.226963),(9 64.09131),(10 63.967743),(11 64.29102),(12 65.04389),(13 64.619934),(14 66.16597),(15 66.841156),(16 66.7382),(17 66.98468),(18 66.99847),(19 67.53734),(20 67.88275),(21 67.79273),(22 68.54876),(23 69.208275),(24 68.92701),(25 70.061226),(26 71.4287),(27 72.1963),(28 72.1473),(29 73.28691),(30 72.9385),(31 73.19698),(32 74.331),(33 74.82657),(34 75.29058),(35 74.72333),(36 75.17215),(37 76.03931),(38 77.15084),(39 76.51791),(40 76.48437),(41 76.67918),(42 77.3502),(43 77.716225),(44 77.39849),(45 78.193695),(46 78.745255),(47 79.45575),(48 79.31656),(49 79.63591),(50 79.46713),(51 80.065025),(52 79.10262),(53 80.180885),(54 79.36184),(55 79.94042),(56 80.19449),(57 80.80245),(58 79.981674),(59 80.075066),(60 79.76041),(61 79.6114),(62 79.76562),(63 79.45491),(64 78.764305),(65 78.331),(66 77.94666),(67 77.98106),(68 77.80358),(69 78.37313),(70 77.54395),(71 77.66371),(72 78.222305),(73 77.2091),(74 78.171265),(75 78.47557),(76 78.36342),(77 78.48656),(78 78.40984),(79 78.84316),
(1 49.977005),(2 56.112377),(3 58.54348),(4 59.97359),(5 61.154594),(6 61.953064),(7 62.685215),(8 64.09088),(9 64.64932),(10 64.88917),(11 65.223076),(12 66.085915),(13 65.97183),(14 66.73248),(15 67.727295),(16 67.82206),(17 68.03605),(18 67.89903),(19 69.44484),(20 69.2465),(21 69.07648),(22 69.18462),(23 69.88829),(24 70.235344),(25 70.72376),(26 71.42341),(27 73.17172),(28 73.46812),(29 74.28908),(30 74.59131),(31 74.72768),(32 74.542),(33 76.0292),(34 76.203026),(35 75.635056),(36 75.36509),(37 75.698364),(38 76.29446),(39 76.74508),(40 77.39337),(41 77.89882),(42 76.888596),(43 77.83791),(44 77.51232),(45 77.17838),(46 77.27337),(47 77.04458),(48 77.39001),(49 76.67905),(50 76.75253),(51 76.69254),(52 77.79428),(53 77.62883),(54 77.42292),(55 77.7208),(56 78.38633),(57 78.95578),(58 77.98055),(59 78.903206),(60 78.221405),(61 77.82178),(62 77.83304),(63 78.31186),(64 76.97308),(65 75.976),(66 76.0406),(67 75.850716),(68 76.24163),(69 76.470215),(70 77.01469),(71 77.55317),(72 76.82557),(73 76.13798),(74 77.20852),(75 77.02473),(76 77.20378),(77 77.2179),(78 77.80462),(79 77.86716),
(1 50.09675),(2 56.78039),(3 59.315273),(4 60.829258),(5 62.052612),(6 62.19937),(7 63.38218),(8 64.34333),(9 64.41728),(10 65.18251),(11 65.21078),(12 65.18091),(13 65.810425),(14 66.19965),(15 66.7515),(16 67.425385),(17 67.71178),(18 68.0795),(19 68.916595),(20 69.22066),(21 69.67593),(22 69.80891),(23 70.16675),(24 70.2075),(25 70.438774),(26 71.67391),(27 72.458275),(28 73.20207),(29 73.7344),(30 74.147026),(31 74.65449),(32 74.918434),(33 75.48758),(34 75.753105),(35 76.54883),(36 75.95097),(37 76.89417),(38 77.26107),(39 77.86648),(40 77.58711),(41 77.633545),(42 77.459755),(43 78.31469),(44 78.92243),(45 78.67659),(46 78.93265),(47 79.61752),(48 79.595345),(49 79.327255),(50 80.41228),(51 79.73667),(52 80.252075),(53 79.804344),(54 79.73986),(55 79.77563),(56 79.72845),(57 80.13839),(58 79.48415),(59 80.9515),(60 79.691345),(61 79.03716),(62 79.22523),(63 79.30906),(64 78.022644),(65 76.70594),(66 76.9642),(67 77.214714),(68 77.75475),(69 77.61373),(70 77.77461),(71 77.73641),(72 76.991325),(73 77.100685),(74 77.86146),(75 78.46898),(76 77.63618),(77 77.88649),(78 78.13733),(79 77.94363),
(1 50.185673),(2 56.563465),(3 58.665882),(4 60.06115),(5 61.04363),(6 61.720894),(7 62.385036),(8 64.504425),(9 64.731964),(10 65.13799),(11 65.85387),(12 65.900955),(13 66.47231),(14 67.180885),(15 67.34115),(16 66.85063),(17 67.03951),(18 67.58815),(19 68.186035),(20 68.07489),(21 67.93733),(22 68.51536),(23 69.022026),(24 69.394455),(25 70.0309),(26 70.86879),(27 72.194176),(28 72.6168),(29 72.587074),(30 73.02671),(31 73.02075),(32 73.97735),(33 74.07304),(34 74.9951),(35 75.027596),(36 75.22953),(37 75.748535),(38 76.493164),(39 76.711365),(40 77.22079),(41 77.24698),(42 77.4615),(43 78.15418),(44 78.265045),(45 77.57707),(46 78.59215),(47 78.197845),(48 77.83086),(49 78.195595),(50 77.60503),(51 78.2022),(52 78.18884),(53 78.6382),(54 78.825226),(55 78.52191),(56 78.05013),(57 79.17889),(58 78.906624),(59 79.014595),(60 78.8412),(61 78.64312),(62 78.60612),(63 77.976814),(64 77.68184),(65 77.24151),(66 76.919685),(67 76.53261),(68 77.48165),(69 77.221214),(70 76.79758),(71 77.02757),(72 77.085846),(73 77.30827),(74 77.10144),(75 78.47227),(76 78.22055),(77 78.42646),(78 77.7443),(79 78.22175),
(1 48.657604),(2 54.60971),(3 56.84723),(4 58.244057),(5 58.704346),(6 59.5696),(7 60.442688),(8 62.295113),(9 62.57016),(10 62.924946),(11 63.461487),(12 64.10221),(13 63.918354),(14 64.78537),(15 65.24531),(16 65.34446),(17 65.4657),(18 65.71117),(19 66.54445),(20 66.90776),(21 67.13209),(22 68.12562),(23 68.07225),(24 68.21716),(25 68.75648),(26 69.64092),(27 71.16701),(28 71.68645),(29 71.66977),(30 71.70055),(31 72.46407),(32 72.558174),(33 73.68187),(34 73.832634),(35 73.78844),(36 74.25341),(37 74.50528),(38 74.50951),(39 74.68151),(40 74.78596),(41 74.79995),(42 74.753685),(43 74.7727),(44 75.817635),(45 75.05955),(46 75.11178),(47 75.21261),(48 74.65263),(49 74.43067),(50 74.85795),(51 75.37543),(52 76.165665),(53 76.55122),(54 76.24583),(55 76.95558),(56 76.58162),(57 76.9497),(58 76.41669),(59 76.154144),(60 77.30374),(61 76.850075),(62 76.16309),(63 76.0744),(64 75.43692),(65 74.58306),(66 74.63826),(67 73.60874),(68 74.2005),(69 74.14049),(70 74.525665),(71 74.60366),(72 74.23383),(73 73.82902),(74 74.52937),(75 75.464676),(76 75.891335),(77 76.02258),(78 75.90203),(79 75.873),
(1 49.39695),(2 55.0488),(3 57.65641),(4 59.636486),(5 60.96221),(6 61.376736),(7 62.274193),(8 63.65211),(9 63.495605),(10 63.886185),(11 63.951675),(12 65.27188),(13 65.256744),(14 66.497734),(15 67.37951),(16 67.70318),(17 68.47668),(18 68.393906),(19 69.59981),(20 69.54582),(21 69.60033),(22 69.819176),(23 70.84789),(24 70.93599),(25 71.38547),(26 72.53527),(27 73.25555),(28 73.54767),(29 73.930466),(30 73.75244),(31 74.66695),(32 74.71941),(33 75.81796),(34 75.77517),(35 76.20293),(36 76.48793),(37 76.97291),(38 77.51681),(39 77.54545),(40 78.11203),(41 77.774734),(42 77.73595),(43 77.26266),(44 77.28602),(45 77.571175),(46 77.85784),(47 77.50394),(48 78.007095),(49 77.858826),(50 78.16347),(51 78.00463),(52 77.92718),(53 77.65737),(54 76.929825),(55 77.26596),(56 77.02264),(57 77.4967),(58 76.6466),(59 77.224304),(60 77.63487),(61 76.90396),(62 77.820564),(63 78.07108),(64 77.47541),(65 76.7353),(66 75.62757),(67 75.19127),(68 76.43036),(69 75.981766),(70 76.06142),(71 75.45078),(72 75.041626),(73 75.1414),(74 75.67706),(75 76.55972),(76 75.87165),(77 76.18552),(78 75.811775),(79 75.909836),
(1 48.655655),(2 54.32591),(3 56.397243),(4 58.092667),(5 59.339874),(6 60.13046),(7 60.4849),(8 62.323303),(9 62.769333),(10 63.04887),(11 62.939125),(12 63.547226),(13 63.3087),(14 64.22669),(15 64.51941),(16 64.914536),(17 65.37133),(18 65.8393),(19 65.94423),(20 66.82352),(21 66.69613),(22 66.81547),(23 67.39595),(24 67.59128),(25 67.77078),(26 68.9966),(27 69.95883),(28 69.55714),(29 70.57541),(30 70.97806),(31 71.71489),(32 71.720795),(33 72.01074),(34 72.2111),(35 73.00842),(36 73.3583),(37 73.11607),(38 74.25838),(39 74.16375),(40 73.62499),(41 73.550835),(42 74.14241),(43 73.830765),(44 74.29927),(45 74.87616),(46 74.63015),(47 75.28796),(48 75.284096),(49 75.41734),(50 75.61701),(51 76.09044),(52 76.45318),(53 76.49767),(54 76.01837),(55 76.96815),(56 76.19693),(57 76.22057),(58 76.55076),(59 76.38076),(60 76.739746),(61 76.88434),(62 76.50592),(63 76.0816),(64 76.35428),(65 75.51563),(66 75.138504),(67 74.86318),(68 75.4382),(69 75.50077),(70 75.89433),(71 76.02573),(72 76.185745),(73 76.26986),(74 76.62375),(75 76.73559),(76 76.65428),(77 76.63673),(78 77.01087),(79 77.44182),
(1 48.47599),(2 55.079884),(3 57.140682),(4 58.614918),(5 59.291508),(6 60.210102),(7 61.248497),(8 62.663258),(9 63.617783),(10 64.08437),(11 64.1264),(12 64.398315),(13 64.73163),(14 65.212944),(15 65.53062),(16 65.60529),(17 66.6339),(18 67.28722),(19 67.4404),(20 67.761604),(21 67.71704),(22 68.04518),(23 69.13327),(24 68.40067),(25 69.168205),(26 70.02997),(27 71.46997),(28 71.15109),(29 72.10769),(30 73.26557),(31 73.117004),(32 73.82096),(33 74.10731),(34 74.506744),(35 74.65523),(36 74.43251),(37 74.61527),(38 75.64154),(39 75.620316),(40 75.89531),(41 75.101364),(42 75.614395),(43 76.02892),(44 76.562675),(45 75.77819),(46 76.15892),(47 76.56817),(48 76.98457),(49 76.610756),(50 76.89926),(51 77.51113),(52 76.811104),(53 77.47862),(54 77.7726),(55 78.487816),(56 77.73979),(57 78.0248),(58 77.453804),(59 76.93588),(60 77.08328),(61 77.45995),(62 77.57647),(63 77.28818),(64 77.00694),(65 76.19108),(66 76.26292),(67 76.30048),(68 77.11955),(69 75.828186),(70 76.86212),(71 77.04113),(72 76.59787),(73 76.16832),(74 76.11174),(75 77.65856),(76 77.11031),(77 77.63249),(78 77.69439),(79 77.55446),
(1 47.534855),(2 53.7963),(3 55.87814),(4 57.203167),(5 58.692192),(6 59.677135),(7 60.093494),(8 61.308502),(9 62.51103),(10 62.70187),(11 63.06875),(12 63.50035),(13 63.485058),(14 64.1073),(15 64.63127),(16 64.58031),(17 65.093445),(18 65.758736),(19 65.68345),(20 65.930824),(21 65.91878),(22 66.72585),(23 68.25728),(24 68.196465),(25 68.70572),(26 69.09095),(27 70.326294),(28 70.88307),(29 71.478935),(30 71.83579),(31 72.734505),(32 73.20848),(33 73.2889),(34 74.32841),(35 74.45452),(36 74.640465),(37 75.126595),(38 75.006996),(39 75.96283),(40 75.15733),(41 76.1776),(42 75.84777),(43 76.12102),(44 75.93726),(45 76.184326),(46 76.57733),(47 76.56746),(48 76.59255),(49 75.77578),(50 75.22876),(51 76.27527),(52 76.156136),(53 76.29619),(54 76.88104),(55 76.57657),(56 76.24867),(57 76.0345),(58 75.85273),(59 75.9244),(60 75.76106),(61 75.929184),(62 74.85036),(63 74.82471),(64 74.19346),(65 73.27528),(66 72.157585),(67 71.954994),(68 73.0066),(69 72.48054),(70 72.34764),(71 72.23631),(72 71.96288),(73 71.85145),(74 71.93656),(75 73.21261),(76 72.691),(77 73.31987),(78 73.20778),(79 73.178276),
(1 47.92079),(2 54.339817),(3 56.320988),(4 57.03167),(5 58.860477),(6 59.19763),(7 59.92573),(8 61.342495),(9 62.068863),(10 62.637928),(11 62.394882),(12 62.952023),(13 63.317383),(14 64.16081),(15 64.41018),(16 64.700775),(17 64.6894),(18 65.71792),(19 66.39755),(20 66.21864),(21 65.84469),(22 66.23128),(23 67.22378),(24 67.36629),(25 68.48371),(26 68.53628),(27 69.96198),(28 70.16754),(29 70.09287),(30 70.00144),(31 70.63115),(32 70.627335),(33 71.63573),(34 72.523186),(35 72.76159),(36 72.39072),(37 73.00402),(38 73.27996),(39 73.30034),(40 73.7193),(41 73.38521),(42 73.93427),(43 73.39808),(44 73.85086),(45 73.37935),(46 74.169624),(47 74.567894),(48 74.88795),(49 74.54222),(50 74.96769),(51 75.55584),(52 75.35403),(53 75.89622),(54 76.2872),(55 75.47344),(56 76.01868),(57 75.60267),(58 75.72802),(59 75.79621),(60 75.564705),(61 75.608696),(62 75.49919),(63 75.643745),(64 75.39909),(65 75.13068),(66 74.99601),(67 75.87445),(68 75.910965),(69 75.047714),(70 75.78194),(71 75.729576),(72 74.97793),(73 74.65268),(74 75.22345),(75 75.9382),(76 76.711426),(77 76.48156),(78 76.313034),(79 77.1725),
(1 48.49998),(2 54.95317),(3 56.70818),(4 58.289757),(5 60.385273),(6 60.796146),(7 61.666893),(8 62.53001),(9 63.3252),(10 63.47562),(11 63.53909),(12 64.067345),(13 64.86368),(14 65.64592),(15 65.90624),(16 66.32289),(17 66.94738),(18 66.51754),(19 67.89821),(20 67.55187),(21 67.21961),(22 67.21756),(23 67.563736),(24 67.5551),(25 68.687836),(26 69.36571),(27 70.75679),(28 70.82285),(29 70.65309),(30 71.29703),(31 71.8673),(32 72.0288),(33 71.82738),(34 72.60884),(35 73.52725),(36 73.13521),(37 73.11813),(38 74.066185),(39 73.839134),(40 74.28717),(41 74.20091),(42 74.82761),(43 74.3695),(44 74.4671),(45 74.898056),(46 75.181625),(47 74.92989),(48 75.00646),(49 75.02364),(50 75.342476),(51 75.50374),(52 75.51143),(53 76.3984),(54 76.9087),(55 76.28286),(56 75.76114),(57 75.86168),(58 75.243164),(59 75.46358),(60 75.7633),(61 74.23439),(62 74.15377),(63 74.12484),(64 74.12509),(65 73.632645),(66 73.02212),(67 73.43144),(68 73.71025),(69 73.94593),(70 73.95291),(71 74.4155),(72 74.0225),(73 74.55984),(74 73.90617),(75 74.70552),(76 74.71416),(77 74.89008),(78 75.31997),(79 75.00328),
(1 48.10443),(2 54.15604),(3 55.97484),(4 57.584953),(5 59.24925),(6 59.79717),(7 60.11964),(8 61.887596),(9 61.833008),(10 62.373936),(11 62.821693),(12 63.27359),(13 63.81016),(14 64.05741),(15 64.258224),(16 64.8682),(17 65.32343),(18 66.11861),(19 66.21314),(20 66.621605),(21 66.05958),(22 66.71575),(23 67.11231),(24 67.80654),(25 68.855415),(26 69.4796),(27 70.98268),(28 70.32393),(29 70.093864),(30 71.58011),(31 72.19382),(32 71.84138),(33 72.558586),(34 73.46314),(35 74.36258),(36 73.6823),(37 73.92584),(38 74.30319),(39 74.364845),(40 74.752945),(41 73.78282),(42 74.23696),(43 74.36263),(44 74.47989),(45 74.52682),(46 74.13728),(47 73.5696),(48 73.81123),(49 73.56402),(50 73.482544),(51 73.78215),(52 74.13396),(53 73.51822),(54 73.870094),(55 74.00608),(56 73.87576),(57 73.48064),(58 73.45351),(59 72.93645),(60 73.07859),(61 72.681656),(62 72.32412),(63 72.85673),(64 72.10944),(65 72.04296),(66 71.67528),(67 71.98666),(68 73.06574),(69 72.772514),(70 71.952354),(71 71.91589),(72 71.06359),(73 71.46824),(74 72.35811),(75 72.42291),(76 72.45858),(77 73.68337),(78 73.9143),(79 73.677734),
(1 47.569477),(2 53.70928),(3 56.381054),(4 57.745018),(5 58.75444),(6 59.49346),(7 60.58817),(8 61.763977),(9 62.394814),(10 63.21459),(11 63.66997),(12 63.371857),(13 63.59788),(14 64.11494),(15 64.98756),(16 64.75714),(17 64.40774),(18 65.608055),(19 66.51633),(20 65.9594),(21 65.48946),(22 66.0834),(23 66.39706),(24 66.25315),(25 67.643875),(26 67.10134),(27 68.534966),(28 68.96385),(29 69.03819),(30 68.83947),(31 68.83733),(32 69.246056),(33 69.85257),(34 70.65825),(35 71.20742),(36 71.64775),(37 71.56746),(38 72.3985),(39 73.19983),(40 72.58517),(41 73.07823),(42 72.56653),(43 72.486824),(44 73.541725),(45 73.33715),(46 73.28166),(47 73.90716),(48 74.429665),(49 74.421135),(50 74.69358),(51 74.426125),(52 74.79728),(53 74.2493),(54 74.77941),(55 74.55234),(56 74.760345),(57 74.69893),(58 74.31905),(59 74.33613),(60 74.0058),(61 74.1858),(62 74.30051),(63 73.920166),(64 73.165115),(65 72.5792),(66 72.061455),(67 72.24168),(68 72.462135),(69 72.87262),(70 73.14852),(71 74.10788),(72 73.00223),(73 72.917076),(74 73.72591),(75 74.38234),(76 73.94711),(77 74.06344),(78 74.463234),(79 74.36885),
