1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 144467.92),(2 262267.1),(3 389384.1),(4 634255.06),(5 885144.8),(6 1110660),(7 1441335.4),(8 1701017.6),(9 1944792.4),(10 2258795.3),(11 2579590.3),(12 2903938.8),(13 3305563.3),(14 3666553.8),(15 4044432.8),(16 4441999.5),(17 4843925.5),(18 5199955.5),(19 5577536.5),(20 5925184),(21 6238060),(22 6529374.5),(23 6877919.5),(24 7133162.5),(25 7434064),(26 7769888),(27 8119432),(28 8487919),(29 9077971),(30 9782325),(31 10433967),(32 11107619),(33 11807659),(34 12430551),(35 13269575),(36 14276347),(37 15039343),(38 16081413),(39 16896878),(40 17668676),(41 18510296),(42 19287518),(43 20140706),(44 21005954),(45 21819378),(46 22447024),(47 23181144),(48 23766830),(49 24172328),(50 24612592),(51 24971258),(52 25123626),(53 25532816),(54 25900022),(55 26199286),(56 26657438),(57 26915722),(58 27311286),(59 27733018),(60 28295222),(61 28784766),(62 29387594),(63 29909440),(64 30179450),(65 30659162),(66 30849870),(67 31219424),(68 31615902),(69 31859904),(70 32165766),(71 32551272),(72 32735638),(73 32877706),(74 33198656),(75 33305734),(76 33420432),(77 33693084),(78 33866780),(79 33928228),
(1 503.70932),(2 598.56134),(3 654.38165),(4 684.74084),(5 709.91296),(6 723.7667),(7 736.9343),(8 762.7196),(9 762.34564),(10 768.02264),(11 780.16156),(12 789.99225),(13 807.434),(14 808.0247),(15 827.0161),(16 840.54706),(17 846.9773),(18 850.6649),(19 865.05676),(20 873.27985),(21 875.4696),(22 885.07135),(23 899.39154),(24 894.30316),(25 901.3305),(26 925.8138),(27 944.3013),(28 951.7694),(29 955.1192),(30 966.11755),(31 963.0718),(32 966.1214),(33 971.8103),(34 987.25146),(35 986.18805),(36 990.1927),(37 990.9445),(38 1002.7333),(39 1014.05615),(40 1021.1021),(41 1022.6228),(42 1022.62463),(43 1016.68774),(44 1014.852),(45 1009.66486),(46 1012.40485),(47 1012.48895),(48 1004.4646),(49 1006.1299),(50 999.4262),(51 1009.4838),(52 1008.9203),(53 995.8194),(54 998.14307),(55 991.3924),(56 1000.419),(57 992.15576),(58 1002.0435),(59 991.5089),(60 983.54175),(61 981.46704),(62 976.3877),(63 968.9225),(64 960.59326),(65 954.4055),(66 955.61035),(67 949.6471),(68 945.1525),(69 939.4237),(70 948.0438),(71 943.2568),(72 934.3091),(73 927.065),(74 931.54016),(75 934.6654),(76 936.357),(77 929.8456),(78 931.7385),(79 936.15784),
(1 495.49304),(2 592.04456),(3 645.15186),(4 682.11237),(5 705.77484),(6 719.2671),(7 734.14856),(8 749.25366),(9 752.1596),(10 763.095),(11 768.7193),(12 785.5926),(13 801.7597),(14 803.81384),(15 823.0811),(16 843.30475),(17 857.8072),(18 856.7177),(19 872.87335),(20 874.05096),(21 880.83844),(22 886.0721),(23 896.3477),(24 893.95306),(25 905.5678),(26 918.8904),(27 929.99414),(28 938.276),(29 945.52167),(30 960.73145),(31 958.7957),(32 968.31067),(33 959.8936),(34 960.71277),(35 972.40137),(36 970.3029),(37 970.4537),(38 973.8791),(39 991.0287),(40 993.5676),(41 986.6087),(42 992.54865),(43 989.2024),(44 995.5297),(45 995.0402),(46 1000.7048),(47 999.834),(48 995.59973),(49 996.6048),(50 989.23987),(51 993.94025),(52 993.62396),(53 988.20355),(54 995.38495),(55 993.2479),(56 994.67706),(57 984.3546),(58 986.7014),(59 965.6792),(60 959.859),(61 961.70514),(62 952.8035),(63 953.2737),(64 939.87427),(65 937.7722),(66 921.87756),(67 916.4164),(68 913.6902),(69 911.3229),(70 917.81866),(71 913.7815),(72 899.11475),(73 889.7513),(74 902.7875),(75 899.8719),(76 893.0512),(77 888.86487),(78 887.04675),(79 884.35675),
(1 484.41696),(2 574.6817),(3 623.68164),(4 670.3656),(5 691.5879),(6 712.1683),(7 723.3953),(8 744.50903),(9 746.9971),(10 755.65753),(11 765.62054),(12 783.2066),(13 795.88934),(14 803.4598),(15 813.3252),(16 827.31903),(17 840.1571),(18 841.9063),(19 850.2731),(20 852.30817),(21 866.4059),(22 869.6993),(23 868.6836),(24 876.12946),(25 890.7444),(26 904.4493),(27 921.74774),(28 924.19025),(29 933.9787),(30 952.17035),(31 956.66473),(32 964.40894),(33 961.6731),(34 968.7378),(35 974.44275),(36 971.57855),(37 977.564),(38 984.4327),(39 990.0171),(40 997.45844),(41 994.7966),(42 990.8414),(43 983.91113),(44 987.5368),(45 981.10913),(46 986.5324),(47 995.91797),(48 987.1225),(49 995.2332),(50 987.4782),(51 990.4044),(52 998.4661),(53 987.5324),(54 982.0357),(55 977.67474),(56 976.7837),(57 973.2924),(58 963.80664),(59 959.2281),(60 951.48944),(61 943.5242),(62 932.87665),(63 931.8391),(64 915.49457),(65 913.555),(66 905.01984),(67 899.2215),(68 908.7215),(69 898.3202),(70 902.8551),(71 903.0845),(72 891.823),(73 883.28546),(74 885.5499),(75 893.30664),(76 889.22455),(77 889.85693),(78 889.7024),(79 887.51105),
(1 474.1142),(2 566.94495),(3 619.0293),(4 651.3104),(5 669.74866),(6 678.9591),(7 686.8882),(8 706.47345),(9 698.6759),(10 711.17786),(11 716.3561),(12 732.2903),(13 749.4687),(14 749.3058),(15 765.10846),(16 771.74335),(17 780.79706),(18 795.4098),(19 815.374),(20 810.6606),(21 810.09845),(22 812.87146),(23 823.19745),(24 842.501),(25 852.32153),(26 870.4849),(27 883.4331),(28 883.9161),(29 886.5735),(30 899.62085),(31 898.6511),(32 913.3002),(33 914.9551),(34 920.01025),(35 931.0129),(36 926.3364),(37 932.9947),(38 943.85394),(39 956.36145),(40 956.4674),(41 955.5894),(42 959.70056),(43 957.0164),(44 952.5131),(45 953.13556),(46 951.0263),(47 945.91705),(48 942.03986),(49 951.9421),(50 955.0782),(51 951.3249),(52 950.3646),(53 939.3944),(54 932.0948),(55 934.144),(56 935.86743),(57 922.5579),(58 914.86633),(59 914.9031),(60 910.7785),(61 896.62573),(62 884.15985),(63 881.69165),(64 863.67755),(65 857.54083),(66 847.2922),(67 843.6673),(68 849.3335),(69 844.822),(70 848.61945),(71 846.23285),(72 837.9589),(73 836.6457),(74 845.726),(75 841.4514),(76 853.428),(77 853.5796),(78 858.54803),(79 853.3861),
(1 468.24878),(2 571.0771),(3 619.3587),(4 651.6085),(5 666.49695),(6 680.41394),(7 688.33704),(8 710.482),(9 713.7212),(10 720.96515),(11 730.81793),(12 745.6891),(13 759.98285),(14 773.142),(15 776.06934),(16 790.4724),(17 802.0674),(18 817.736),(19 831.2014),(20 831.6419),(21 833.22473),(22 842.3415),(23 853.1184),(24 872.99634),(25 885.5373),(26 901.5658),(27 915.681),(28 916.6917),(29 913.06116),(30 916.46344),(31 921.0888),(32 939.00385),(33 942.01904),(34 951.41754),(35 951.0221),(36 951.97284),(37 950.3524),(38 961.5673),(39 962.34314),(40 970.2153),(41 972.2771),(42 975.23615),(43 962.9853),(44 965.7622),(45 965.35864),(46 966.95953),(47 965.9198),(48 968.2459),(49 970.4043),(50 981.8211),(51 980.6598),(52 976.6034),(53 973.9022),(54 961.1284),(55 954.1802),(56 961.0207),(57 958.0387),(58 949.7009),(59 954.35895),(60 947.4062),(61 941.83936),(62 932.29584),(63 921.80505),(64 904.27905),(65 899.6191),(66 893.2778),(67 885.3028),(68 888.062),(69 884.55023),(70 884.46344),(71 880.4802),(72 877.9646),(73 873.43994),(74 875.9011),(75 875.39813),(76 882.93774),(77 885.0212),(78 889.36633),(79 890.3441),
(1 452.02246),(2 548.0602),(3 592.71124),(4 616.01953),(5 629.1012),(6 645.5818),(7 648.3122),(8 670.9784),(9 676.86554),(10 682.6151),(11 688.2754),(12 695.09204),(13 706.12634),(14 721.34424),(15 731.72565),(16 737.6534),(17 753.6172),(18 765.7968),(19 769.65607),(20 779.6612),(21 795.12744),(22 807.7564),(23 813.5843),(24 821.7074),(25 832.4043),(26 839.85846),(27 860.05975),(28 852.9613),(29 847.2038),(30 853.7547),(31 864.3934),(32 869.4019),(33 874.5765),(34 879.7484),(35 879.61053),(36 879.6723),(37 888.22766),(38 901.3397),(39 902.5748),(40 915.7754),(41 927.0738),(42 923.8524),(43 918.95514),(44 918.35913),(45 918.8091),(46 924.31573),(47 912.86346),(48 915.27563),(49 914.6559),(50 919.9292),(51 927.1793),(52 926.58984),(53 915.50464),(54 902.66846),(55 893.6281),(56 892.57904),(57 892.4845),(58 892.9365),(59 884.9478),(60 873.3438),(61 876.8688),(62 866.3837),(63 855.6645),(64 843.4229),(65 844.0825),(66 840.86066),(67 839.374),(68 843.75446),(69 845.71295),(70 844.6579),(71 841.3146),(72 841.33246),(73 837.27094),(74 845.407),(75 856.21423),(76 858.43134),(77 856.04297),(78 849.9258),(79 853.55676),
(1 444.9324),(2 542.7341),(3 585.93915),(4 613.4809),(5 626.9562),(6 647.2128),(7 655.586),(8 676.5221),(9 679.0152),(10 689.4709),(11 697.16473),(12 702.0645),(13 705.78815),(14 715.0669),(15 729.7313),(16 739.8143),(17 753.0393),(18 758.6478),(19 763.9182),(20 770.38525),(21 779.2567),(22 784.977),(23 799.005),(24 793.20294),(25 807.1099),(26 814.3126),(27 836.22107),(28 843.6904),(29 838.4383),(30 853.06006),(31 861.0062),(32 860.3645),(33 874.3047),(34 877.3454),(35 874.2974),(36 878.3163),(37 885.04474),(38 893.0741),(39 900.58606),(40 895.1497),(41 913.33295),(42 909.94324),(43 907.2499),(44 892.9225),(45 892.3072),(46 906.3836),(47 899.9775),(48 906.845),(49 899.5523),(50 904.4339),(51 917.44714),(52 914.05286),(53 915.40875),(54 912.9822),(55 910.9971),(56 908.75934),(57 904.49506),(58 904.2126),(59 889.9003),(60 888.22327),(61 882.8822),(62 871.59143),(63 868.6103),(64 862.3108),(65 865.4811),(66 861.071),(67 863.35535),(68 863.9361),(69 859.2691),(70 853.469),(71 852.56177),(72 844.1495),(73 852.98737),(74 854.3409),(75 861.0083),(76 865.54297),(77 862.7594),(78 866.14594),(79 861.11945),
(1 440.01205),(2 532.52075),(3 568.41565),(4 589.1986),(5 603.5528),(6 618.2771),(7 632.21564),(8 647.3387),(9 645.8432),(10 646.57874),(11 657.28827),(12 662.7314),(13 677.0153),(14 692.7712),(15 705.74976),(16 713.46466),(17 726.1054),(18 737.75037),(19 742.84485),(20 748.5063),(21 755.924),(22 766.5058),(23 784.2347),(24 782.01245),(25 793.0847),(26 788.7088),(27 801.88684),(28 814.946),(29 807.5144),(30 820.2587),(31 821.89557),(32 832.69946),(33 840.5988),(34 846.64923),(35 839.3229),(36 850.00183),(37 859.8534),(38 866.3572),(39 874.6292),(40 866.67413),(41 874.1845),(42 880.8734),(43 874.1419),(44 867.23724),(45 880.71655),(46 887.81647),(47 891.062),(48 899.4832),(49 900.4563),(50 903.5904),(51 905.2701),(52 909.7944),(53 912.2434),(54 907.0905),(55 900.7221),(56 901.2559),(57 888.2573),(58 881.2249),(59 870.6776),(60 869.98004),(61 862.7661),(62 855.6272),(63 841.79865),(64 830.4898),(65 828.58813),(66 827.9907),(67 824.6327),(68 818.9574),(69 813.07776),(70 813.0126),(71 816.2329),(72 810.6321),(73 806.1008),(74 812.04877),(75 816.3325),(76 813.2425),(77 817.2628),(78 818.35065),(79 821.5564),
(1 434.77554),(2 525.9697),(3 566.74603),(4 591.71497),(5 604.7797),(6 619.27747),(7 622.4492),(8 640.64594),(9 642.2771),(10 640.9165),(11 651.68506),(12 653.56104),(13 670.4343),(14 687.5136),(15 697.32074),(16 709.5885),(17 721.5127),(18 728.9818),(19 730.2991),(20 731.8545),(21 735.8154),(22 747.7971),(23 757.4521),(24 761.70935),(25 773.6127),(26 779.84717),(27 795.6712),(28 809.72974),(29 803.01807),(30 813.6631),(31 814.9093),(32 822.25244),(33 831.8343),(34 833.1762),(35 835.33624),(36 848.745),(37 857.7862),(38 859.1641),(39 858.3066),(40 859.06256),(41 871.70294),(42 869.78894),(43 874.55005),(44 873.77185),(45 887.0458),(46 891.19104),(47 893.59827),(48 899.5321),(49 907.37885),(50 912.36926),(51 903.8934),(52 906.95465),(53 915.8338),(54 908.5389),(55 900.19),(56 889.78656),(57 883.7203),(58 881.3553),(59 887.46454),(60 878.0526),(61 877.52435),(62 871.2956),(63 860.114),(64 846.11224),(65 837.84863),(66 829.6702),(67 832.7672),(68 841.4883),(69 836.2308),(70 833.47046),(71 834.54675),(72 829.61584),(73 821.1861),(74 821.03864),(75 828.1563),(76 831.9654),(77 826.9512),(78 823.61554),(79 829.75714),
(1 431.4137),(2 525.353),(3 567.69055),(4 587.4997),(5 599.57935),(6 607.1263),(7 608.5513),(8 628.69696),(9 633.97095),(10 644.524),(11 650.1653),(12 653.6024),(13 668.9624),(14 679.5874),(15 691.94824),(16 709.3663),(17 709.86743),(18 728.3111),(19 729.77454),(20 733.76483),(21 740.11487),(22 751.98846),(23 756.6711),(24 759.8125),(25 762.09406),(26 774.5207),(27 793.21014),(28 806.7709),(29 802.47),(30 812.9517),(31 817.4763),(32 821.56793),(33 831.29785),(34 833.93274),(35 840.0024),(36 852.72797),(37 846.4054),(38 859.5107),(39 850.71826),(40 858.5923),(41 854.65295),(42 851.5389),(43 856.5303),(44 857.3754),(45 869.0109),(46 872.7288),(47 877.8534),(48 880.5696),(49 876.22235),(50 873.0107),(51 878.8863),(52 879.5375),(53 874.9692),(54 868.08826),(55 868.378),(56 869.07294),(57 867.44183),(58 863.9577),(59 864.89294),(60 858.7935),(61 858.8996),(62 849.45056),(63 843.1977),(64 834.28925),(65 823.7079),(66 819.0689),(67 818.11),(68 820.36584),(69 805.4577),(70 807.05225),(71 808.5283),(72 813.1082),(73 800.45026),(74 803.8611),(75 810.15735),(76 815.3621),(77 813.8583),(78 811.1673),(79 814.47876),
(1 413.994),(2 505.26077),(3 544.9592),(4 574.0214),(5 575.46765),(6 580.7813),(7 589.628),(8 610.02783),(9 608.40186),(10 610.58826),(11 623.01294),(12 634.1577),(13 651.0766),(14 666.4021),(15 677.90063),(16 683.1863),(17 689.5354),(18 699.611),(19 700.8229),(20 701.6912),(21 711.32446),(22 721.269),(23 722.144),(24 726.10254),(25 739.7587),(26 749.43646),(27 761.7083),(28 772.0237),(29 771.3267),(30 782.34674),(31 782.28326),(32 796.3131),(33 802.3682),(34 813.51715),(35 820.54755),(36 833.6959),(37 840.48303),(38 845.8892),(39 849.082),(40 861.5937),(41 850.32385),(42 850.08844),(43 856.18616),(44 855.52435),(45 868.3915),(46 870.106),(47 869.6143),(48 866.92645),(49 872.18994),(50 875.8345),(51 875.50775),(52 864.0295),(53 863.66486),(54 851.7256),(55 857.11945),(56 851.4204),(57 845.63837),(58 848.60895),(59 848.46844),(60 841.9678),(61 843.1015),(62 838.9681),(63 822.9263),(64 819.52673),(65 806.9442),(66 792.5047),(67 792.5881),(68 795.194),(69 788.93787),(70 792.1111),(71 795.3444),(72 795.90204),(73 784.1382),(74 787.89374),(75 803.23956),(76 795.7074),(77 787.26465),(78 782.9342),(79 790.3051),
(1 417.2283),(2 513.1115),(3 553.3164),(4 581.4072),(5 593.83716),(6 601.359),(7 608.4353),(8 630.0871),(9 625.9923),(10 624.683),(11 629.313),(12 643.5687),(13 660.0828),(14 671.7207),(15 690.97906),(16 693.4276),(17 700.3616),(18 705.0438),(19 710.1044),(20 721.51385),(21 737.26685),(22 746.0199),(23 751.96826),(24 753.1627),(25 763.9964),(26 774.97577),(27 790.01056),(28 792.7826),(29 793.4627),(30 793.294),(31 797.93494),(32 806.32135),(33 812.8886),(34 817.9382),(35 823.2775),(36 836.7568),(37 843.9409),(38 847.3703),(39 853.9706),(40 857.2779),(41 857.75665),(42 857.449),(43 865.5773),(44 867.2042),(45 870.39105),(46 862.67145),(47 852.67834),(48 850.40393),(49 860.20404),(50 868.4465),(51 864.3672),(52 864.58484),(53 860.9763),(54 859.67346),(55 866.7198),(56 865.77344),(57 865.509),(58 868.68085),(59 873.3376),(60 865.32916),(61 859.18164),(62 852.60364),(63 840.7681),(64 834.725),(65 821.5613),(66 819.8395),(67 806.1931),(68 807.8731),(69 802.1947),(70 806.761),(71 798.6509),(72 794.76324),(73 785.2882),(74 785.5251),(75 795.25085),(76 795.7252),(77 787.4883),(78 789.1703),(79 792.2585),
(1 407.21164),(2 498.6323),(3 543.6519),(4 565.041),(5 578.48975),(6 590.62537),(7 602.0938),(8 623.3938),(9 622.3032),(10 627.2518),(11 628.0727),(12 632.45703),(13 642.4167),(14 648.8939),(15 670.3369),(16 679.16394),(17 688.83307),(18 697.31635),(19 701.8536),(20 717.08417),(21 723.32684),(22 730.89886),(23 737.86926),(24 744.7278),(25 743.5402),(26 761.7435),(27 770.7569),(28 774.7716),(29 768.7154),(30 778.9973),(31 784.5428),(32 792.6033),(33 806.6601),(34 811.979),(35 818.2685),(36 828.07025),(37 831.05133),(38 835.6243),(39 840.17236),(40 836.8201),(41 837.20636),(42 836.75903),(43 839.8404),(44 833.80347),(45 836.34375),(46 832.2401),(47 833.60016),(48 839.12555),(49 850.90765),(50 839.5736),(51 845.81415),(52 848.676),(53 836.71344),(54 830.4056),(55 831.32526),(56 836.8171),(57 833.4296),(58 840.1187),(59 840.13477),(60 839.4152),(61 832.4246),(62 822.19855),(63 816.2949),(64 803.0977),(65 798.0964),(66 792.6306),(67 790.34576),(68 798.00507),(69 789.0101),(70 795.6435),(71 791.15326),(72 784.015),(73 778.88324),(74 779.6507),(75 785.55206),(76 788.04474),(77 786.372),(78 782.6319),(79 792.49677),
(1 401.3769),(2 495.27414),(3 540.9554),(4 562.63574),(5 576.64935),(6 587.5467),(7 603.1648),(8 616.9536),(9 622.5777),(10 627.0931),(11 626.7046),(12 631.27985),(13 642.24084),(14 654.2759),(15 662.4236),(16 662.9588),(17 674.57855),(18 688.33575),(19 683.96387),(20 698.2878),(21 711.82245),(22 723.0889),(23 725.7322),(24 733.67957),(25 741.00525),(26 755.2472),(27 763.4067),(28 772.4042),(29 777.98315),(30 788.8593),(31 793.95337),(32 806.7828),(33 817.81915),(34 822.23425),(35 824.9623),(36 834.9773),(37 840.8358),(38 848.9188),(39 853.3452),(40 848.7042),(41 853.26465),(42 851.5264),(43 856.2761),(44 860.374),(45 862.43585),(46 868.6651),(47 871.6474),(48 877.39746),(49 881.27264),(50 875.11914),(51 886.65405),(52 885.74),(53 882.3215),(54 874.9636),(55 878.3116),(56 874.9562),(57 881.78674),(58 880.511),(59 870.6319),(60 862.4876),(61 861.9844),(62 857.7541),(63 854.3731),(64 849.4711),(65 841.74884),(66 831.71185),(67 829.1291),(68 833.07495),(69 824.0997),(70 825.6924),(71 819.1356),(72 807.4947),(73 809.7219),(74 805.0981),(75 802.98596),(76 801.61633),(77 805.09125),(78 805.74646),(79 810.7319),
(1 402.35208),(2 494.1504),(3 538.9777),(4 564.7469),(5 571.06726),(6 586.8429),(7 593.35504),(8 609.4759),(9 611.1643),(10 613.46265),(11 619.5285),(12 619.54407),(13 633.1977),(14 649.59314),(15 659.4461),(16 664.8836),(17 671.41565),(18 676.31177),(19 680.2598),(20 693.7206),(21 706.45685),(22 711.8584),(23 708.8088),(24 712.62445),(25 715.72876),(26 730.347),(27 745.6706),(28 755.2174),(29 759.4511),(30 773.9759),(31 777.2634),(32 788.0816),(33 792.75085),(34 804.49567),(35 810.78467),(36 813.2313),(37 819.0423),(38 819.35846),(39 819.24396),(40 817.1813),(41 828.9352),(42 825.1753),(43 829.34863),(44 833.87463),(45 841.3182),(46 848.6645),(47 845.1624),(48 857.3169),(49 849.36896),(50 853.1482),(51 862.50867),(52 850.9496),(53 853.4606),(54 852.2245),(55 860.7075),(56 856.58966),(57 854.5413),(58 866.5857),(59 860.51843),(60 850.9938),(61 854.32184),(62 849.06433),(63 856.6805),(64 850.711),(65 851.8176),(66 839.3591),(67 837.65515),(68 832.3569),(69 820.93805),(70 818.81757),(71 813.253),(72 809.30255),(73 805.1596),(74 801.15826),(75 792.425),(76 795.5269),(77 798.84595),(78 797.59467),(79 804.84094),
(1 388.04895),(2 474.14484),(3 520.0775),(4 546.368),(5 553.80273),(6 565.9415),(7 570.02045),(8 591.2033),(9 595.6168),(10 595.1804),(11 595.1133),(12 598.9053),(13 611.11554),(14 624.9703),(15 637.37384),(16 641.1844),(17 646.8889),(18 654.0754),(19 666.04663),(20 668.6803),(21 683.92175),(22 683.98584),(23 681.404),(24 687.1219),(25 692.5293),(26 703.9385),(27 722.7579),(28 727.1885),(29 726.88257),(30 736.2162),(31 746.7942),(32 758.2297),(33 763.98645),(34 760.2446),(35 766.6633),(36 775.25616),(37 772.68115),(38 774.16724),(39 775.0455),(40 767.4035),(41 768.0703),(42 768.63446),(43 773.5613),(44 776.5329),(45 777.26025),(46 773.25385),(47 775.95844),(48 781.7661),(49 782.8186),(50 779.25006),(51 795.3718),(52 780.10376),(53 780.65674),(54 773.7346),(55 788.9035),(56 777.1308),(57 785.0219),(58 797.09064),(59 791.97064),(60 789.4796),(61 789.7298),(62 785.91406),(63 794.3758),(64 776.6343),(65 778.1115),(66 772.11975),(67 767.061),(68 768.3761),(69 758.25586),(70 763.70856),(71 759.4586),(72 756.27527),(73 750.59625),(74 753.9718),(75 751.47833),(76 752.5204),(77 749.1218),(78 747.11163),(79 746.77454),
(1 386.0995),(2 471.03952),(3 513.5717),(4 541.45197),(5 551.32837),(6 562.0139),(7 570.548),(8 586.0621),(9 591.51953),(10 593.98584),(11 597.07526),(12 607.4793),(13 624.37177),(14 645.54816),(15 654.0926),(16 657.3934),(17 663.40344),(18 668.5961),(19 674.11163),(20 672.6652),(21 686.3826),(22 693.7867),(23 688.8955),(24 698.4214),(25 702.7777),(26 717.8614),(27 734.83704),(28 745.8874),(29 744.19904),(30 750.882),(31 759.3532),(32 768.12415),(33 768.9205),(34 777.4993),(35 788.0237),(36 785.36),(37 795.4199),(38 798.3746),(39 798.9936),(40 799.52905),(41 802.65955),(42 810.7457),(43 817.0586),(44 811.70337),(45 812.3302),(46 821.981),(47 815.8319),(48 825.1971),(49 818.92065),(50 818.475),(51 828.982),(52 821.4637),(53 820.05237),(54 815.5556),(55 828.8181),(56 825.8098),(57 819.5954),(58 822.49817),(59 814.8074),(60 811.87897),(61 802.32056),(62 800.76306),(63 793.4836),(64 778.7256),(65 775.7039),(66 775.8548),(67 767.6921),(68 774.0071),(69 773.1004),(70 767.6342),(71 771.47833),(72 774.0148),(73 770.1184),(74 766.14886),(75 768.10455),(76 770.0278),(77 771.90137),(78 764.3316),(79 776.23553),
(1 366.8156),(2 455.82422),(3 501.55148),(4 519.80164),(5 529.015),(6 539.95605),(7 539.53217),(8 552.9753),(9 553.94855),(10 566.8603),(11 578.3529),(12 586.93823),(13 594.61176),(14 615.1392),(15 621.6946),(16 630.27997),(17 641.08344),(18 647.1566),(19 653.34033),(20 657.2134),(21 663.8619),(22 675.2178),(23 679.29395),(24 691.1627),(25 702.0505),(26 711.2456),(27 721.5806),(28 731.51294),(29 730.06616),(30 731.18427),(31 735.91846),(32 736.9435),(33 740.55084),(34 751.1019),(35 761.06415),(36 761.7119),(37 761.09),(38 758.7112),(39 760.9825),(40 763.43713),(41 767.60016),(42 775.90796),(43 776.005),(44 766.3054),(45 762.77686),(46 769.0832),(47 760.3461),(48 773.87085),(49 765.9944),(50 775.6517),(51 779.6914),(52 777.52594),(53 776.65497),(54 772.3383),(55 783.3223),(56 783.1179),(57 786.3008),(58 795.4308),(59 793.46747),(60 789.1104),(61 787.2496),(62 779.7411),(63 770.96985),(64 761.5836),(65 755.1956),(66 747.8071),(67 738.26996),(68 743.07855),(69 741.0411),(70 733.8651),(71 738.70264),(72 734.99646),(73 734.0368),(74 742.9411),(75 740.90985),(76 733.0209),(77 730.12994),(78 732.8609),(79 735.6479),
