1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 527619.2),(2 863325.5),(3 889350),(4 1936940),(5 2830121.8),(6 3258826.3),(7 4783889.5),(8 6172854.5),(9 7106000.5),(10 9042185),(11 10757947),(12 11911512),(13 14185948),(14 16063923),(15 17255638),(16 19324354),(17 21461506),(18 22771718),(19 24855846),(20 27027726),(21 28628480),(22 30984984),(23 33063712),(24 33984590),(25 35479230),(26 36947252),(27 37358748),(28 38564268),(29 39405716),(30 39337908),(31 39948140),(32 40527516),(33 40418520),(34 40780572),(35 40901316),(36 40320136),(37 40956436),(38 41799004),(39 42541508),(40 44021836),(41 45063724),(42 45050304),(43 45691732),(44 46369230),(45 46457810),(46 47618268),(47 48951628),(48 49841308),(49 51361700),(50 53340656),(51 54642530),(52 56628160),(53 58737740),(54 59849004),(55 61494812),(56 63421788),(57 64511124),(58 66342796),(59 68257160),(60 68914936),(61 69699016),(62 71082390),(63 71611896),(64 72322250),(65 73533920),(66 74327576),(67 75159710),(68 76430104),(69 76808170),(70 77524900),(71 78497190),(72 78682376),(73 79224310),(74 80409910),(75 80836616),(76 81745990),(77 83356424),(78 84383140),(79 85368930),
(1 235.59827),(2 278.53986),(3 302.57248),(4 323.964),(5 338.4439),(6 351.42532),(7 369.5569),(8 376.56094),(9 382.83853),(10 391.50125),(11 393.47055),(12 393.34094),(13 401.20248),(14 402.17773),(15 406.0219),(16 407.4881),(17 403.14313),(18 407.86804),(19 405.53055),(20 403.04645),(21 405.29956),(22 398.92575),(23 399.0003),(24 401.73676),(25 405.0399),(26 404.02695),(27 405.39883),(28 418.63397),(29 419.49268),(30 429.3576),(31 428.43805),(32 431.0599),(33 432.9791),(34 435.9417),(35 444.2502),(36 440.5486),(37 438.46338),(38 432.67447),(39 431.81406),(40 430.89044),(41 430.33633),(42 428.57745),(43 431.57468),(44 425.59897),(45 421.3933),(46 417.1575),(47 413.1291),(48 406.907),(49 409.77576),(50 399.43448),(51 396.36975),(52 396.2208),(53 387.27136),(54 387.1362),(55 385.8367),(56 383.1128),(57 384.54056),(58 393.857),(59 394.8578),(60 394.06525),(61 396.86142),(62 393.1197),(63 397.20956),(64 398.03888),(65 400.53653),(66 399.21143),(67 402.43048),(68 405.05945),(69 405.00598),(70 404.6765),(71 404.1887),(72 404.04483),(73 412.37842),(74 410.8245),(75 414.0671),(76 408.6851),(77 410.18097),(78 406.3482),(79 407.27264),
(1 241.58893),(2 290.45624),(3 315.04074),(4 328.77087),(5 342.9629),(6 345.88885),(7 359.8864),(8 372.62228),(9 374.02606),(10 381.47784),(11 385.0177),(12 389.1548),(13 395.86804),(14 394.36002),(15 399.45737),(16 399.3526),(17 403.31644),(18 401.7424),(19 400.47165),(20 394.1085),(21 391.68332),(22 390.66022),(23 393.05527),(24 392.45676),(25 398.11258),(26 396.24976),(27 399.41187),(28 406.16165),(29 407.88165),(30 414.91254),(31 418.49475),(32 419.23096),(33 419.3003),(34 422.4726),(35 422.98544),(36 423.13254),(37 421.4754),(38 421.42416),(39 420.31577),(40 418.06464),(41 421.4616),(42 425.3008),(43 423.33905),(44 422.20703),(45 420.1653),(46 411.8153),(47 406.8459),(48 402.0101),(49 404.81958),(50 399.45966),(51 395.03168),(52 394.89822),(53 390.91412),(54 392.60123),(55 392.76678),(56 394.8505),(57 398.76593),(58 397.14865),(59 402.9189),(60 404.58102),(61 400.51862),(62 398.95642),(63 397.32257),(64 391.3347),(65 398.88455),(66 401.0162),(67 402.49042),(68 403.87457),(69 401.09912),(70 401.60956),(71 399.65103),(72 401.7671),(73 409.02615),(74 407.5551),(75 410.0632),(76 409.8517),(77 412.88498),(78 410.2245),(79 413.1434),
(1 230.27585),(2 273.0082),(3 297.43567),(4 313.27875),(5 327.85574),(6 342.2025),(7 358.50217),(8 372.9753),(9 377.3104),(10 385.31155),(11 388.41794),(12 393.2376),(13 397.10944),(14 398.95877),(15 403.72345),(16 401.20294),(17 403.69855),(18 403.53006),(19 402.5109),(20 398.1046),(21 399.3961),(22 399.89374),(23 402.31314),(24 398.6194),(25 401.2613),(26 401.4049),(27 402.70685),(28 406.91586),(29 405.71854),(30 405.56036),(31 411.93674),(32 410.89517),(33 414.4488),(34 415.39102),(35 416.31882),(36 415.34525),(37 418.76416),(38 421.30014),(39 424.08124),(40 427.046),(41 426.89706),(42 426.1161),(43 428.053),(44 420.28864),(45 418.66544),(46 419.1803),(47 413.7537),(48 411.2132),(49 404.42325),(50 400.52313),(51 399.50934),(52 396.05594),(53 390.53204),(54 390.2685),(55 391.84235),(56 388.26086),(57 389.64902),(58 397.5079),(59 388.99316),(60 393.90494),(61 392.28583),(62 389.8634),(63 385.94144),(64 387.3188),(65 394.45306),(66 395.19812),(67 394.2875),(68 395.06027),(69 403.2241),(70 402.90158),(71 400.95184),(72 402.40036),(73 404.10785),(74 401.7615),(75 407.3147),(76 412.03802),(77 409.85364),(78 415.04462),(79 418.56348),
(1 224.61427),(2 270.72717),(3 294.87387),(4 315.14792),(5 328.32217),(6 339.06863),(7 353.9678),(8 366.0969),(9 379.7429),(10 385.31314),(11 390.29257),(12 391.56143),(13 396.93164),(14 401.7185),(15 403.71008),(16 400.9774),(17 401.3668),(18 398.78125),(19 401.25595),(20 394.2219),(21 390.4398),(22 385.52826),(23 385.22513),(24 383.1043),(25 388.83575),(26 389.50797),(27 388.4553),(28 391.35184),(29 391.9106),(30 393.98026),(31 395.54214),(32 392.6619),(33 398.49966),(34 400.8193),(35 402.82764),(36 408.08017),(37 405.98685),(38 414.73563),(39 413.38852),(40 414.97366),(41 413.18427),(42 416.72824),(43 418.29193),(44 410.18835),(45 406.5985),(46 405.6552),(47 402.54083),(48 396.096),(49 393.1112),(50 384.97165),(51 380.19824),(52 380.36093),(53 378.37442),(54 373.63077),(55 373.85953),(56 367.18567),(57 364.65912),(58 374.27292),(59 372.35492),(60 372.71527),(61 376.54477),(62 380.78214),(63 380.66418),(64 378.288),(65 383.488),(66 383.67154),(67 386.45667),(68 387.62967),(69 389.40768),(70 392.29987),(71 393.40594),(72 397.3118),(73 400.7769),(74 400.46805),(75 403.60715),(76 404.87875),(77 409.74435),(78 409.93808),(79 414.93414),
(1 224.83304),(2 265.6003),(3 289.7704),(4 307.9589),(5 323.27353),(6 332.27628),(7 345.62933),(8 357.75443),(9 366.19122),(10 370.067),(11 375.9249),(12 377.74167),(13 386.26657),(14 383.9606),(15 387.19788),(16 386.42798),(17 385.0739),(18 389.54807),(19 387.9909),(20 388.6131),(21 388.10645),(22 386.08502),(23 385.12552),(24 389.4817),(25 392.5299),(26 393.5966),(27 394.84137),(28 396.42654),(29 393.6251),(30 402.22635),(31 402.22382),(32 404.79483),(33 408.15814),(34 409.31393),(35 415.7428),(36 422.37003),(37 418.57867),(38 423.29175),(39 425.01074),(40 426.5019),(41 425.37744),(42 420.15283),(43 418.36658),(44 414.4398),(45 410.12143),(46 411.47357),(47 405.2377),(48 399.56512),(49 395.60898),(50 389.43387),(51 387.6353),(52 383.3066),(53 382.2079),(54 377.84604),(55 377.7235),(56 374.16516),(57 374.5092),(58 373.0832),(59 373.00623),(60 371.8935),(61 375.854),(62 381.2375),(63 384.4881),(64 384.579),(65 385.00418),(66 389.47342),(67 392.22192),(68 392.5023),(69 392.16534),(70 395.2422),(71 392.90454),(72 395.67215),(73 408.81976),(74 407.36972),(75 407.54895),(76 409.3929),(77 413.41327),(78 418.06723),(79 415.627),
(1 218.6468),(2 258.8626),(3 279.9504),(4 300.52777),(5 313.1784),(6 330.4782),(7 338.93228),(8 347.35614),(9 350.80646),(10 360.66022),(11 365.1399),(12 365.9316),(13 380.33676),(14 382.21497),(15 380.26318),(16 376.249),(17 380.60474),(18 383.45932),(19 380.2851),(20 376.54483),(21 375.07394),(22 374.36362),(23 375.874),(24 374.17957),(25 375.59412),(26 381.6827),(27 382.91736),(28 385.31097),(29 391.62064),(30 390.11523),(31 393.71182),(32 395.1388),(33 396.81763),(34 405.48553),(35 407.4394),(36 414.28384),(37 411.3162),(38 413.5379),(39 413.1319),(40 408.9401),(41 409.5766),(42 404.6725),(43 407.2711),(44 402.00073),(45 398.9736),(46 400.1691),(47 393.86676),(48 389.1126),(49 383.71378),(50 376.33575),(51 372.6301),(52 370.77182),(53 367.27884),(54 367.31284),(55 369.13916),(56 364.3642),(57 364.46634),(58 367.1717),(59 368.7497),(60 367.74478),(61 369.83435),(62 374.1838),(63 375.33228),(64 371.75735),(65 373.06866),(66 373.73065),(67 376.32593),(68 374.95123),(69 375.06885),(70 376.5072),(71 375.65826),(72 380.96515),(73 386.22226),(74 381.30646),(75 386.36487),(76 388.1792),(77 388.34076),(78 389.686),(79 388.06696),
(1 217.89124),(2 264.83658),(3 288.66193),(4 301.81143),(5 316.93765),(6 331.4239),(7 343.62604),(8 354.11688),(9 363.19043),(10 366.96338),(11 378.66705),(12 377.5787),(13 385.36597),(14 385.28403),(15 387.21213),(16 386.4575),(17 391.95593),(18 393.49698),(19 390.91486),(20 394.32574),(21 394.64807),(22 395.51956),(23 396.47192),(24 396.48526),(25 396.73328),(26 394.8538),(27 401.80182),(28 412.3431),(29 410.6131),(30 411.74008),(31 410.61404),(32 417.85492),(33 419.05698),(34 417.86023),(35 422.14304),(36 425.08112),(37 425.86566),(38 423.98087),(39 426.48065),(40 424.87192),(41 430.56528),(42 426.76886),(43 426.28098),(44 427.23813),(45 419.34027),(46 414.6381),(47 413.61395),(48 411.5821),(49 404.4772),(50 398.45053),(51 398.24503),(52 392.28116),(53 389.3488),(54 385.8013),(55 383.2533),(56 379.601),(57 372.673),(58 378.13968),(59 381.02563),(60 377.88364),(61 376.22812),(62 377.14822),(63 385.18564),(64 383.31918),(65 385.82544),(66 388.755),(67 394.08984),(68 395.85715),(69 391.92865),(70 388.7431),(71 391.8923),(72 388.34097),(73 397.5816),(74 397.47607),(75 403.9547),(76 402.94846),(77 402.5992),(78 403.54706),(79 405.01544),
(1 209.75523),(2 249.78233),(3 269.04034),(4 285.48325),(5 298.59482),(6 309.76785),(7 321.16757),(8 335.41837),(9 341.95508),(10 347.3058),(11 351.8771),(12 354.0432),(13 359.601),(14 364.0487),(15 361.7053),(16 363.4399),(17 365.13736),(18 363.29468),(19 362.48254),(20 357.7396),(21 359.43124),(22 362.17966),(23 368.38083),(24 367.99637),(25 368.19104),(26 370.38763),(27 375.02744),(28 379.0861),(29 380.716),(30 378.1415),(31 375.63904),(32 380.5133),(33 382.20038),(34 381.15256),(35 382.495),(36 381.50772),(37 379.8997),(38 378.89432),(39 379.66907),(40 380.24966),(41 376.44153),(42 380.68115),(43 380.46985),(44 376.083),(45 374.81076),(46 377.76657),(47 374.23468),(48 370.49826),(49 368.2266),(50 364.17126),(51 363.89124),(52 362.24286),(53 359.41385),(54 358.54214),(55 359.34564),(56 359.64963),(57 355.92465),(58 359.4077),(59 360.05054),(60 358.08252),(61 357.02118),(62 362.30078),(63 362.4299),(64 359.83853),(65 357.69522),(66 358.37128),(67 362.23532),(68 367.0242),(69 365.17596),(70 370.16718),(71 372.66876),(72 373.9616),(73 378.52814),(74 383.04453),(75 388.09863),(76 382.14175),(77 383.79178),(78 384.8107),(79 385.36322),
(1 214.90022),(2 253.73723),(3 272.87094),(4 289.01462),(5 301.93417),(6 306.72247),(7 316.47403),(8 324.49808),(9 333.2478),(10 336.93213),(11 338.69763),(12 341.49948),(13 346.89523),(14 351.8228),(15 355.99652),(16 355.87857),(17 359.4459),(18 362.9998),(19 366.23572),(20 365.10965),(21 369.7074),(22 369.7884),(23 375.5541),(24 375.75745),(25 376.60913),(26 371.7222),(27 377.91623),(28 380.93503),(29 380.99695),(30 387.47592),(31 386.8494),(32 389.71875),(33 389.2856),(34 388.78488),(35 386.63635),(36 390.85437),(37 394.65262),(38 390.01834),(39 388.25754),(40 387.1579),(41 392.31573),(42 392.55377),(43 395.252),(44 395.46866),(45 392.58643),(46 388.92142),(47 389.03482),(48 389.11658),(49 383.78186),(50 380.0367),(51 375.6652),(52 371.63535),(53 370.66565),(54 368.79807),(55 368.19034),(56 363.9621),(57 362.67288),(58 369.75775),(59 369.9614),(60 366.81613),(61 362.6268),(62 361.6281),(63 362.00192),(64 360.31113),(65 358.68332),(66 360.59222),(67 364.46857),(68 363.90555),(69 360.3136),(70 368.68213),(71 367.8024),(72 365.5501),(73 375.04633),(74 376.01755),(75 381.67743),(76 379.8294),(77 382.27338),(78 380.92508),(79 383.81693),
(1 210.89105),(2 252.17317),(3 275.98853),(4 292.5752),(5 306.57086),(6 312.43106),(7 322.78595),(8 331.76923),(9 344.7862),(10 349.24664),(11 354.92813),(12 358.8633),(13 362.63168),(14 362.2123),(15 368.41898),(16 362.85364),(17 363.73618),(18 363.43155),(19 364.59088),(20 363.2529),(21 367.57214),(22 372.83246),(23 370.74316),(24 368.68948),(25 372.35483),(26 367.83865),(27 369.09494),(28 372.17276),(29 369.81873),(30 373.37494),(31 374.21384),(32 374.27438),(33 374.7351),(34 379.54974),(35 377.48608),(36 377.8417),(37 374.69482),(38 380.5358),(39 384.20508),(40 381.16324),(41 382.5568),(42 379.8141),(43 386.06805),(44 379.0979),(45 378.76578),(46 376.51474),(47 377.9153),(48 372.61514),(49 369.19284),(50 364.89355),(51 362.88464),(52 362.77005),(53 357.7172),(54 356.7835),(55 359.38586),(56 356.61203),(57 354.47784),(58 358.06052),(59 357.73038),(60 356.14014),(61 359.66202),(62 360.0559),(63 363.8807),(64 363.91675),(65 365.691),(66 364.9916),(67 367.60852),(68 368.08804),(69 370.42487),(70 375.68134),(71 377.74277),(72 377.3495),(73 381.17157),(74 382.24734),(75 386.62787),(76 385.96347),(77 385.59286),(78 389.12903),(79 390.30157),
(1 207.31947),(2 244.27333),(3 266.06754),(4 282.9672),(5 298.0769),(6 307.53497),(7 319.67313),(8 327.08777),(9 335.54324),(10 341.64923),(11 344.51236),(12 347.44315),(13 352.4171),(14 354.08847),(15 356.54272),(16 356.7664),(17 358.61627),(18 359.031),(19 362.3687),(20 366.29907),(21 365.33798),(22 365.57593),(23 366.00546),(24 363.12213),(25 366.70514),(26 364.19266),(27 364.7169),(28 367.0322),(29 366.1721),(30 367.48257),(31 368.84088),(32 369.77954),(33 368.57962),(34 367.4261),(35 370.11453),(36 371.40967),(37 376.03436),(38 376.41208),(39 376.39978),(40 375.0363),(41 374.53894),(42 371.96826),(43 373.6928),(44 371.22296),(45 367.6659),(46 364.61465),(47 360.53314),(48 356.89017),(49 349.87985),(50 344.44278),(51 346.28094),(52 340.2464),(53 341.04813),(54 338.13223),(55 340.76135),(56 340.59763),(57 342.67484),(58 344.36102),(59 341.7797),(60 345.5111),(61 340.5424),(62 341.48282),(63 343.20544),(64 341.846),(65 342.8328),(66 345.3345),(67 348.11996),(68 349.9816),(69 352.51483),(70 350.0783),(71 350.94287),(72 354.18973),(73 355.9829),(74 354.06113),(75 361.46042),(76 363.96667),(77 363.7676),(78 364.50812),(79 367.54202),
(1 204.27553),(2 247.24104),(3 268.85522),(4 286.27927),(5 300.33017),(6 310.25223),(7 327.07504),(8 331.33575),(9 340.14343),(10 343.2631),(11 350.10767),(12 354.36945),(13 364.82135),(14 365.62918),(15 370.82037),(16 370.98444),(17 376.96713),(18 373.1275),(19 371.04617),(20 369.03268),(21 369.95798),(22 369.33337),(23 370.84265),(24 366.59695),(25 366.15665),(26 367.02197),(27 369.8367),(28 373.99597),(29 375.21964),(30 376.50635),(31 378.42307),(32 379.95743),(33 377.569),(34 380.7969),(35 379.8976),(36 384.73788),(37 385.29977),(38 380.65546),(39 383.56494),(40 380.90192),(41 381.01315),(42 380.0305),(43 379.2881),(44 371.4656),(45 373.28568),(46 370.31384),(47 369.86957),(48 363.94308),(49 360.6048),(50 357.17044),(51 359.12714),(52 358.5565),(53 355.18307),(54 351.15625),(55 350.5786),(56 349.53687),(57 350.90646),(58 353.1259),(59 351.92435),(60 349.82327),(61 349.7852),(62 350.486),(63 351.70816),(64 349.26044),(65 348.7247),(66 349.46347),(67 348.3396),(68 350.54514),(69 353.71045),(70 353.08093),(71 352.1792),(72 356.29614),(73 353.18848),(74 353.22546),(75 355.3437),(76 353.9884),(77 357.43448),(78 358.78488),(79 360.85068),
(1 199.73698),(2 238.93459),(3 258.69016),(4 277.96075),(5 288.4608),(6 299.04297),(7 311.13925),(8 319.9666),(9 325.1677),(10 332.6997),(11 337.1927),(12 339.58618),(13 347.00934),(14 346.25275),(15 353.60913),(16 353.22363),(17 355.73703),(18 357.16705),(19 357.85754),(20 357.92017),(21 362.83798),(22 359.92102),(23 361.8731),(24 364.2891),(25 366.10767),(26 365.51202),(27 369.77597),(28 367.47418),(29 366.6058),(30 369.02856),(31 364.7688),(32 366.96292),(33 369.0193),(34 371.70688),(35 373.75412),(36 378.1661),(37 376.29846),(38 370.90402),(39 374.646),(40 374.8801),(41 376.23007),(42 376.61682),(43 379.68085),(44 373.1806),(45 365.70303),(46 363.26553),(47 360.6491),(48 357.54294),(49 355.248),(50 352.6773),(51 348.68692),(52 348.3256),(53 343.6851),(54 339.8192),(55 340.18146),(56 339.0606),(57 336.18506),(58 344.74796),(59 339.08734),(60 337.70908),(61 335.9173),(62 339.18182),(63 341.89957),(64 339.64264),(65 341.52203),(66 342.9135),(67 343.31372),(68 342.77097),(69 342.8014),(70 343.68713),(71 343.4022),(72 346.2509),(73 351.52554),(74 352.3457),(75 355.1858),(76 353.0219),(77 356.59283),(78 360.12366),(79 359.4332),
(1 202.90855),(2 242.13904),(3 261.52188),(4 281.11517),(5 293.64883),(6 301.32712),(7 315.94333),(8 324.91812),(9 325.06387),(10 333.8456),(11 334.2468),(12 334.80286),(13 342.9248),(14 344.72552),(15 351.08215),(16 349.2959),(17 347.27216),(18 345.45697),(19 348.95908),(20 346.97403),(21 347.82516),(22 343.0012),(23 345.25894),(24 343.63748),(25 342.68506),(26 342.5805),(27 344.98944),(28 344.58514),(29 346.43494),(30 346.90952),(31 349.92618),(32 349.41104),(33 353.74243),(34 356.2764),(35 358.88867),(36 360.69202),(37 361.09186),(38 359.6154),(39 360.62064),(40 362.29547),(41 365.53958),(42 366.81766),(43 371.65903),(44 369.0815),(45 364.32465),(46 360.4662),(47 352.81168),(48 350.11862),(49 347.9858),(50 345.11862),(51 344.68848),(52 342.8555),(53 343.06757),(54 337.95285),(55 340.2974),(56 337.67526),(57 337.87604),(58 338.5819),(59 339.98898),(60 340.10416),(61 343.4733),(62 349.91064),(63 350.35516),(64 347.2743),(65 349.51233),(66 349.96225),(67 350.8314),(68 351.54877),(69 354.40158),(70 356.12674),(71 353.9438),(72 358.1315),(73 363.87286),(74 367.8365),(75 370.76758),(76 372.40158),(77 375.26242),(78 373.71448),(79 371.62714),
(1 197.11774),(2 232.24261),(3 253.61314),(4 272.34247),(5 285.92365),(6 295.62024),(7 304.00052),(8 315.88837),(9 318.8499),(10 324.8166),(11 328.1454),(12 334.3612),(13 337.9932),(14 334.89923),(15 346.75055),(16 343.3639),(17 347.25705),(18 345.9747),(19 347.93777),(20 348.10446),(21 347.63843),(22 349.27332),(23 352.1629),(24 349.3943),(25 354.62),(26 356.71527),(27 356.5696),(28 356.952),(29 357.8275),(30 358.73834),(31 360.1737),(32 362.795),(33 365.23795),(34 371.04062),(35 374.87698),(36 376.93762),(37 375.32944),(38 377.6431),(39 381.92337),(40 382.64456),(41 384.1502),(42 384.88168),(43 387.9678),(44 383.9387),(45 382.56348),(46 379.85507),(47 375.37338),(48 373.44064),(49 369.1203),(50 366.83582),(51 365.51602),(52 363.2547),(53 363.66278),(54 356.58514),(55 353.66574),(56 351.92438),(57 352.12994),(58 353.24857),(59 353.8282),(60 350.75568),(61 348.07184),(62 352.0698),(63 346.5845),(64 344.6506),(65 344.65347),(66 345.78763),(67 346.9896),(68 345.66077),(69 345.36014),(70 348.38217),(71 347.4051),(72 349.2167),(73 348.82233),(74 350.70154),(75 352.77765),(76 349.48337),(77 352.0862),(78 357.40118),(79 354.1186),
(1 196.80466),(2 232.9795),(3 252.68884),(4 271.6281),(5 282.67822),(6 290.48212),(7 301.49506),(8 312.6713),(9 315.68335),(10 318.07367),(11 321.68146),(12 324.95032),(13 335.20847),(14 333.6297),(15 335.53168),(16 337.5938),(17 343.6055),(18 342.82892),(19 343.13165),(20 343.64917),(21 344.9815),(22 341.4868),(23 339.29672),(24 341.34076),(25 343.9359),(26 346.60077),(27 344.56476),(28 346.43274),(29 349.36038),(30 348.2625),(31 348.83688),(32 351.92426),(33 350.4264),(34 354.04425),(35 355.21014),(36 357.437),(37 356.0598),(38 355.95862),(39 357.9036),(40 361.92087),(41 361.8946),(42 367.13824),(43 370.35077),(44 370.44434),(45 368.06384),(46 366.68164),(47 362.99167),(48 358.0622),(49 357.24585),(50 354.03607),(51 346.73428),(52 342.492),(53 341.69083),(54 336.03952),(55 334.7493),(56 333.91885),(57 330.7946),(58 337.54337),(59 331.82858),(60 335.946),(61 334.95572),(62 335.84573),(63 335.49246),(64 335.0544),(65 337.77026),(66 339.10074),(67 336.50815),(68 338.59155),(69 335.3915),(70 336.78378),(71 339.56155),(72 338.3108),(73 343.4237),(74 343.68826),(75 348.1064),(76 343.99557),(77 346.87048),(78 347.8365),(79 349.70593),
(1 194.93613),(2 232.6544),(3 254.08208),(4 269.7799),(5 282.25638),(6 290.26733),(7 299.03076),(8 309.59097),(9 316.98505),(10 319.45242),(11 322.04614),(12 328.91122),(13 332.5673),(14 335.63992),(15 338.7785),(16 339.50763),(17 343.37213),(18 341.53253),(19 340.90912),(20 343.7683),(21 345.18103),(22 342.39035),(23 340.71713),(24 342.08405),(25 344.5967),(26 347.2998),(27 345.44116),(28 347.1528),(29 347.77054),(30 349.98288),(31 345.77496),(32 346.27805),(33 349.88696),(34 354.1406),(35 355.2325),(36 356.24426),(37 354.65762),(38 358.32663),(39 356.74426),(40 358.56784),(41 355.2576),(42 360.00128),(43 362.50677),(44 364.75647),(45 362.22992),(46 359.45172),(47 358.47333),(48 352.93814),(49 351.69415),(50 350.01392),(51 350.30508),(52 345.41354),(53 346.28262),(54 342.83618),(55 339.12454),(56 336.75104),(57 334.27362),(58 337.49216),(59 335.32043),(60 338.6403),(61 336.85922),(62 334.79422),(63 331.84937),(64 329.83182),(65 330.27823),(66 328.01215),(67 329.82098),(68 332.12225),(69 332.0676),(70 334.31458),(71 331.9073),(72 335.494),(73 334.92572),(74 334.81937),(75 339.9),(76 340.45822),(77 344.40195),(78 344.02988),(79 340.2042),
(1 191.27939),(2 230.39175),(3 248.76642),(4 262.00146),(5 277.47638),(6 287.90298),(7 297.63727),(8 302.54196),(9 310.5511),(10 312.6107),(11 315.89673),(12 321.36942),(13 325.3281),(14 323.51822),(15 331.40164),(16 331.29538),(17 335.83383),(18 338.91788),(19 336.33118),(20 339.36392),(21 336.7672),(22 334.588),(23 331.46338),(24 333.262),(25 335.52667),(26 338.89856),(27 343.972),(28 345.515),(29 350.0511),(30 351.83652),(31 348.4922),(32 349.74457),(33 350.0229),(34 348.9604),(35 354.05957),(36 354.11145),(37 349.80502),(38 350.2721),(39 351.43512),(40 351.81253),(41 351.31577),(42 348.6608),(43 352.67148),(44 346.62524),(45 345.5937),(46 341.7941),(47 341.9994),(48 338.25864),(49 338.92398),(50 336.40665),(51 335.0113),(52 331.17554),(53 327.92432),(54 325.71362),(55 327.7816),(56 327.3263),(57 324.9743),(58 329.20248),(59 328.74417),(60 328.72238),(61 330.35413),(62 330.95828),(63 333.122),(64 329.50916),(65 332.31863),(66 330.84512),(67 330.68893),(68 330.2144),(69 329.38223),(70 331.3211),(71 330.05005),(72 329.4057),(73 339.84314),(74 342.47787),(75 341.49344),(76 342.42084),(77 342.96506),(78 341.4902),(79 345.95377),
