1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 33.27361),(2 42.31074),(3 47.123188),(4 50.252636),(5 52.402958),(6 55.130173),(7 56.2564),(8 57.650223),(9 59.03953),(10 60.01975),(11 59.957817),(12 60.36504),(13 61.001728),(14 61.362896),(15 61.521503),(16 61.54581),(17 62.03546),(18 63.87933),(19 64.58381),(20 64.93136),(21 64.95934),(22 65.18585),(23 65.22153),(24 66.3902),(25 66.16163),(26 66.39497),(27 66.39855),(28 67.29792),(29 67.1038),(30 67.92001),(31 67.604515),(32 67.6432),(33 68.1203),(34 67.92394),(35 67.91418),(36 68.429016),(37 68.59942),(38 68.75923),(39 68.97654),(40 69.33558),(41 69.81749),(42 70.382416),(43 70.07588),(44 70.1385),(45 69.922066),(46 70.25037),(47 70.625374),(48 70.824425),(49 70.90416),(50 71.73689),(51 71.29906),(52 71.69568),(53 71.60006),(54 72.12438),(55 72.16022),(56 71.54558),(57 71.62193),(58 71.33545),(59 71.252914),(60 71.602936),(61 71.536415),(62 71.397865),(63 71.491425),(64 71.182724),(65 71.03091),(66 71.428185),(67 71.29656),(68 71.35688),(69 70.76828),(70 70.630035),(71 70.99142),(72 71.56216),(73 71.44863),(74 71.89181),(75 71.4505),(76 71.28688),(77 71.70669),(78 72.32031),(79 72.34449),
(1 33.039158),(2 41.99875),(3 47.37316),(4 50.842358),(5 53.541084),(6 56.15161),(7 57.300564),(8 58.468056),(9 59.264572),(10 60.038696),(11 61.066452),(12 61.368908),(13 61.790813),(14 63.044746),(15 62.84136),(16 63.20238),(17 63.884987),(18 65.527954),(19 65.10603),(20 64.97244),(21 65.898155),(22 65.60573),(23 65.91356),(24 67.21372),(25 67.146965),(26 67.537384),(27 67.56138),(28 68.147224),(29 68.46533),(30 69.53049),(31 69.98549),(32 69.50925),(33 69.629425),(34 70.469666),(35 70.679596),(36 70.85426),(37 70.5202),(38 71.23454),(39 71.230354),(40 71.63727),(41 71.78668),(42 72.12791),(43 72.02725),(44 73.21527),(45 72.7068),(46 72.85963),(47 72.680374),(48 72.998955),(49 73.73151),(50 74.51943),(51 73.715866),(52 75.01674),(53 73.944756),(54 74.91666),(55 75.11965),(56 75.04373),(57 74.8185),(58 75.414734),(59 75.3279),(60 75.29663),(61 75.51116),(62 76.03943),(63 75.54514),(64 75.39761),(65 75.32521),(66 76.04577),(67 76.075935),(68 75.75217),(69 75.64847),(70 75.07641),(71 75.20171),(72 75.38368),(73 75.38627),(74 75.97466),(75 74.88058),(76 75.146835),(77 75.28569),(78 75.768524),(79 75.30944),
(1 32.952637),(2 41.95863),(3 47.057064),(4 50.354717),(5 52.90232),(6 55.42936),(7 56.63252),(8 57.891624),(9 58.958057),(10 59.746643),(11 61.05625),(12 61.692657),(13 62.741844),(14 62.906456),(15 62.620667),(16 63.354733),(17 63.343025),(18 65.12336),(19 66.04064),(20 66.24181),(21 66.365906),(22 66.57657),(23 67.28559),(24 67.81463),(25 67.95676),(26 68.64335),(27 68.67392),(28 69.46872),(29 69.57767),(30 70.4684),(31 70.22342),(32 69.966705),(33 70.137695),(34 70.732),(35 70.699905),(36 71.726105),(37 71.53046),(38 72.20641),(39 71.254425),(40 70.84177),(41 71.49759),(42 71.50116),(43 71.68008),(44 72.01076),(45 71.37914),(46 71.38571),(47 71.5081),(48 71.89459),(49 71.8725),(50 72.238815),(51 72.76537),(52 72.66591),(53 72.817894),(54 73.209206),(55 73.16855),(56 74.02225),(57 73.711624),(58 73.345436),(59 73.43118),(60 72.82934),(61 73.78477),(62 73.78716),(63 72.91687),(64 72.64149),(65 73.34665),(66 73.88162),(67 73.83393),(68 73.89224),(69 74.400314),(70 73.94947),(71 73.72053),(72 73.83691),(73 73.735756),(74 74.12453),(75 74.297905),(76 74.37318),(77 74.46235),(78 74.96023),(79 75.13596),
(1 33.253925),(2 42.1152),(3 46.94709),(4 49.677433),(5 52.057823),(6 54.240105),(7 55.282692),(8 56.658997),(9 57.46553),(10 58.580814),(11 58.910816),(12 59.496834),(13 60.496113),(14 61.101826),(15 60.545376),(16 60.745712),(17 60.70677),(18 62.97411),(19 63.75926),(20 64.29006),(21 64.13921),(22 64.74866),(23 65.49772),(24 65.88453),(25 65.976456),(26 66.722984),(27 66.770676),(28 67.24502),(29 67.91523),(30 68.78149),(31 68.77728),(32 68.447876),(33 68.8692),(34 69.40039),(35 69.61321),(36 69.532486),(37 70.253815),(38 70.068245),(39 69.595764),(40 69.91869),(41 70.357834),(42 70.663315),(43 71.11347),(44 71.069534),(45 71.10057),(46 71.6589),(47 71.22601),(48 71.96861),(49 71.895996),(50 72.09155),(51 71.828804),(52 71.63784),(53 71.23006),(54 72.15299),(55 72.21605),(56 72.293846),(57 72.18527),(58 71.89246),(59 71.678406),(60 71.83173),(61 72.487885),(62 72.812225),(63 71.730354),(64 71.80708),(65 71.607315),(66 72.45716),(67 72.20494),(68 72.458405),(69 72.742546),(70 72.300735),(71 72.04176),(72 72.55393),(73 72.29247),(74 73.00673),(75 72.572266),(76 72.794174),(77 73.24391),(78 74.14047),(79 74.13172),
(1 32.462612),(2 41.279167),(3 46.05331),(4 49.06636),(5 51.12492),(6 53.845135),(7 54.909134),(8 56.056496),(9 57.23),(10 57.909115),(11 58.665577),(12 58.58463),(13 59.145348),(14 59.994595),(15 60.48003),(16 60.367924),(17 61.03033),(18 61.806152),(19 62.299328),(20 63.30598),(21 62.95606),(22 63.02784),(23 63.067005),(24 63.562904),(25 64.6884),(26 65.347565),(27 65.18876),(28 65.78227),(29 66.930244),(30 67.929474),(31 67.812904),(32 67.95856),(33 68.32205),(34 68.208725),(35 68.29485),(36 68.301865),(37 68.68534),(38 68.93693),(39 69.16936),(40 70.01595),(41 70.36568),(42 71.12393),(43 71.23281),(44 70.84331),(45 71.2935),(46 71.94803),(47 71.72707),(48 71.454094),(49 71.54849),(50 71.88699),(51 71.72931),(52 71.523636),(53 70.71517),(54 71.38641),(55 71.78625),(56 71.86412),(57 71.83577),(58 72.125694),(59 71.89614),(60 71.55351),(61 71.54552),(62 71.6182),(63 70.77498),(64 70.815735),(65 70.9867),(66 70.99325),(67 71.55405),(68 71.0922),(69 71.84081),(70 71.3767),(71 72.15658),(72 72.176926),(73 72.23823),(74 72.28245),(75 72.443405),(76 72.14122),(77 73.25459),(78 73.18107),(79 73.01722),
(1 32.979233),(2 41.7406),(3 47.167908),(4 50.2029),(5 52.962643),(6 55.203278),(7 56.49081),(8 57.4532),(9 58.906498),(10 59.21274),(11 59.710316),(12 60.25563),(13 60.29124),(14 60.919273),(15 61.673447),(16 61.42212),(17 61.37122),(18 63.108105),(19 63.220318),(20 63.79055),(21 64.17724),(22 64.38527),(23 64.26435),(24 64.88096),(25 65.23828),(26 65.85742),(27 65.36009),(28 65.839615),(29 66.04802),(30 66.85275),(31 67.28741),(32 67.556015),(33 67.83772),(34 68.006035),(35 67.87736),(36 68.16939),(37 68.51832),(38 69.27037),(39 68.86231),(40 69.51462),(41 69.45908),(42 70.299614),(43 70.00406),(44 70.21406),(45 69.95234),(46 70.8088),(47 70.51108),(48 70.812035),(49 71.20497),(50 71.84758),(51 71.72043),(52 72.08939),(53 71.651726),(54 72.45139),(55 72.55954),(56 72.49956),(57 73.01431),(58 73.2757),(59 73.106575),(60 73.47649),(61 73.07279),(62 72.756065),(63 72.71866),(64 72.70399),(65 72.45527),(66 73.453964),(67 73.327446),(68 73.79661),(69 73.80734),(70 73.42128),(71 73.12104),(72 73.49011),(73 73.48356),(74 74.910484),(75 73.90701),(76 73.96351),(77 74.18511),(78 74.51518),(79 74.663666),
(1 32.428917),(2 41.14367),(3 46.19988),(4 49.181145),(5 51.09853),(6 54.0038),(7 55.4314),(8 56.013824),(9 56.973587),(10 57.074337),(11 58.050816),(12 58.317944),(13 58.798),(14 59.97677),(15 59.386585),(16 59.49912),(17 59.886753),(18 60.702744),(19 62.005196),(20 62.234215),(21 62.259304),(22 62.63699),(23 62.679577),(24 63.342575),(25 63.99572),(26 64.330376),(27 64.53548),(28 64.81568),(29 65.44287),(30 66.318146),(31 66.95034),(32 66.79681),(33 67.0173),(34 67.85941),(35 68.31988),(36 68.89974),(37 69.16315),(38 70.02971),(39 69.56989),(40 69.45012),(41 69.58978),(42 69.95691),(43 69.45417),(44 70.009865),(45 69.90903),(46 69.74923),(47 69.52019),(48 69.57775),(49 69.5053),(50 70.06861),(51 69.948364),(52 69.62799),(53 69.3554),(54 69.815834),(55 69.572075),(56 69.01127),(57 69.55087),(58 70.138245),(59 70.11555),(60 70.41402),(61 71.1643),(62 70.878136),(63 70.81229),(64 70.13916),(65 69.76685),(66 70.84395),(67 71.45112),(68 71.10539),(69 70.98652),(70 71.281235),(71 71.20777),(72 71.29431),(73 71.51326),(74 72.01869),(75 72.52606),(76 72.74555),(77 72.611305),(78 72.80934),(79 72.867294),
(1 32.52949),(2 41.06157),(3 45.972813),(4 48.28905),(5 50.927853),(6 53.171253),(7 54.54232),(8 55.43348),(9 56.29264),(10 56.405075),(11 57.02123),(12 57.205223),(13 57.814537),(14 58.608467),(15 58.23801),(16 58.35205),(17 58.708817),(18 59.4832),(19 61.015877),(20 61.071453),(21 61.534363),(22 61.734783),(23 62.364246),(24 62.299164),(25 63.180664),(26 64.1056),(27 63.932507),(28 64.07663),(29 64.564224),(30 65.701004),(31 65.71806),(32 65.87846),(33 66.08151),(34 66.77969),(35 66.42137),(36 66.461205),(37 67.16575),(38 67.51306),(39 67.527405),(40 67.41106),(41 67.70807),(42 68.32143),(43 68.09303),(44 68.24031),(45 68.41803),(46 69.209526),(47 68.752846),(48 68.84865),(49 69.2022),(50 69.41274),(51 69.562004),(52 69.324745),(53 68.91778),(54 69.62111),(55 69.875565),(56 69.73016),(57 69.85319),(58 69.76593),(59 69.36686),(60 69.61881),(61 69.57085),(62 70.054794),(63 69.46251),(64 69.047424),(65 69.38313),(66 70.62087),(67 70.28297),(68 70.37958),(69 70.52513),(70 70.61591),(71 70.55932),(72 70.80841),(73 71.00621),(74 71.68815),(75 71.33057),(76 70.945915),(77 71.21177),(78 71.62577),(79 71.6114),
(1 32.394016),(2 40.355015),(3 45.61808),(4 48.37509),(5 50.44207),(6 52.97071),(7 54.27185),(8 54.82377),(9 56.176323),(10 56.883755),(11 57.24837),(12 58.06386),(13 57.96337),(14 58.86794),(15 58.994926),(16 59.06388),(17 59.650295),(18 60.610424),(19 61.7827),(20 61.909355),(21 61.531315),(22 61.50068),(23 62.335117),(24 62.728386),(25 63.499256),(26 63.853603),(27 64.33202),(28 63.72048),(29 64.88193),(30 66.09157),(31 66.32337),(32 66.36365),(33 66.736244),(34 67.02473),(35 67.46172),(36 67.257515),(37 67.22854),(38 66.97784),(39 67.64322),(40 67.136505),(41 67.32594),(42 68.244354),(43 68.44497),(44 68.5527),(45 69.108536),(46 68.90891),(47 68.66498),(48 68.90621),(49 68.80074),(50 68.86302),(51 68.18271),(52 68.13377),(53 67.64969),(54 68.75236),(55 69.24066),(56 69.53118),(57 69.44528),(58 69.80013),(59 69.741875),(60 70.115074),(61 70.09757),(62 71.159294),(63 71.00279),(64 70.24964),(65 70.22103),(66 71.24825),(67 71.3048),(68 71.6917),(69 71.36092),(70 71.34047),(71 71.85744),(72 71.61931),(73 71.62782),(74 72.53827),(75 71.876785),(76 71.68218),(77 72.11704),(78 73.16528),(79 73.5121),
(1 31.92669),(2 40.468735),(3 45.130024),(4 48.601055),(5 51.268696),(6 53.091743),(7 54.235535),(8 55.314056),(9 55.58461),(10 56.31292),(11 57.645073),(12 57.74794),(13 58.831867),(14 59.296276),(15 59.083557),(16 59.247993),(17 59.648056),(18 61.374187),(19 62.160492),(20 62.22497),(21 62.379208),(22 62.414886),(23 62.357494),(24 62.975674),(25 63.760563),(26 63.859154),(27 64.115),(28 64.69307),(29 64.932365),(30 66.17862),(31 66.43984),(32 66.773125),(33 67.02048),(34 66.83954),(35 67.61797),(36 67.84596),(37 67.76316),(38 67.8295),(39 68.035446),(40 67.6558),(41 68.019844),(42 68.18921),(43 68.45097),(44 68.73902),(45 69.37221),(46 69.444786),(47 69.06018),(48 69.68397),(49 69.95867),(50 70.32788),(51 69.89774),(52 70.26763),(53 70.30853),(54 70.36078),(55 70.64694),(56 70.5148),(57 70.316734),(58 70.437744),(59 70.36393),(60 69.698814),(61 69.420784),(62 69.23955),(63 69.07952),(64 69.07213),(65 69.45966),(66 69.821465),(67 70.18884),(68 69.99655),(69 70.31503),(70 70.631874),(71 70.94072),(72 70.62027),(73 70.43548),(74 70.61881),(75 70.20009),(76 70.06511),(77 70.231186),(78 71.55981),(79 71.416306),
(1 31.889088),(2 40.46316),(3 45.621838),(4 48.77464),(5 51.25517),(6 53.04826),(7 54.781197),(8 55.305496),(9 56.333344),(10 56.703484),(11 57.459934),(12 58.126263),(13 58.633095),(14 59.131527),(15 59.443947),(16 59.346268),(17 60.791615),(18 61.98013),(19 62.440292),(20 62.574436),(21 62.932888),(22 62.71448),(23 62.746418),(24 63.23016),(25 63.89178),(26 64.614716),(27 64.802925),(28 65.078674),(29 65.71005),(30 66.16378),(31 66.57644),(32 66.670746),(33 67.83235),(34 68.02125),(35 68.175064),(36 68.50966),(37 68.24048),(38 68.02438),(39 67.563835),(40 67.73981),(41 68.08341),(42 68.773186),(43 68.9686),(44 69.29603),(45 69.721375),(46 69.78862),(47 69.58319),(48 70.1728),(49 71.06535),(50 70.46358),(51 70.59957),(52 70.74249),(53 70.10805),(54 70.90056),(55 70.650894),(56 70.870926),(57 70.29576),(58 70.50137),(59 70.19292),(60 70.27321),(61 70.5977),(62 70.17052),(63 69.7192),(64 69.66628),(65 69.65963),(66 70.46767),(67 71.03908),(68 70.9114),(69 70.90187),(70 70.70491),(71 70.62978),(72 70.47891),(73 70.74646),(74 71.05358),(75 70.81543),(76 71.14453),(77 71.42628),(78 71.73407),(79 71.87331),
(1 32.088303),(2 39.80627),(3 45.164463),(4 48.276894),(5 50.861633),(6 53.463947),(7 55.306335),(8 56.395668),(9 57.173645),(10 58.349625),(11 58.92021),(12 59.411083),(13 59.98077),(14 61.194923),(15 61.27774),(16 61.328777),(17 61.711323),(18 62.651134),(19 63.086998),(20 63.76396),(21 63.933613),(22 63.962765),(23 63.801735),(24 64.0447),(25 64.6964),(26 65.11608),(27 65.189415),(28 65.2004),(29 66.14661),(30 66.529884),(31 67.47719),(32 67.49101),(33 67.95785),(34 67.44919),(35 68.07363),(36 67.93902),(37 68.7917),(38 68.915695),(39 68.708244),(40 68.574974),(41 68.877),(42 69.906166),(43 69.65379),(44 70.04028),(45 70.36958),(46 70.22455),(47 70.25527),(48 70.03103),(49 70.38256),(50 70.66584),(51 69.99593),(52 70.0959),(53 70.11929),(54 70.50979),(55 70.41666),(56 70.18506),(57 70.220726),(58 70.46383),(59 70.23683),(60 70.042),(61 70.18741),(62 70.508514),(63 69.869606),(64 69.25416),(65 68.70438),(66 69.96511),(67 69.768654),(68 69.66008),(69 69.90304),(70 70.5817),(71 70.271454),(72 70.56318),(73 71.167404),(74 71.179405),(75 71.47612),(76 71.61795),(77 71.26738),(78 71.65394),(79 71.76935),
(1 31.330103),(2 39.40283),(3 43.798286),(4 46.57265),(5 48.7652),(6 51.110943),(7 52.144753),(8 53.091194),(9 54.515747),(10 55.647667),(11 56.523617),(12 56.89166),(13 57.338417),(14 58.391403),(15 57.901566),(16 57.413406),(17 57.4569),(18 58.775314),(19 59.52305),(20 60.072914),(21 60.521454),(22 60.879353),(23 60.3714),(24 60.527573),(25 60.800407),(26 61.332966),(27 61.214016),(28 61.571697),(29 62.16278),(30 62.875946),(31 63.364132),(32 63.49915),(33 63.92403),(34 63.544334),(35 63.7805),(36 64.36071),(37 64.541954),(38 64.8736),(39 64.11332),(40 64.22579),(41 64.522095),(42 65.061264),(43 65.6485),(44 65.727554),(45 65.696335),(46 65.49216),(47 66.119865),(48 66.79958),(49 67.31734),(50 67.18835),(51 67.264984),(52 67.68246),(53 67.02001),(54 66.55713),(55 66.856255),(56 66.61511),(57 65.9332),(58 65.72473),(59 65.72157),(60 65.76838),(61 66.233215),(62 66.65376),(63 65.589096),(64 66.01696),(65 65.80678),(66 66.51046),(67 66.367485),(68 66.973724),(69 66.96356),(70 66.81474),(71 66.35893),(72 66.46463),(73 67.17095),(74 67.00402),(75 67.34246),(76 67.37379),(77 68.189),(78 68.23555),(79 68.08877),
(1 31.585339),(2 39.801033),(3 44.95103),(4 47.920986),(5 49.76015),(6 52.18665),(7 53.64436),(8 54.216293),(9 55.41787),(10 56.20181),(11 56.37014),(12 57.075397),(13 56.973732),(14 58.05875),(15 57.749817),(16 58.136963),(17 58.81683),(18 59.713047),(19 60.16564),(20 60.46325),(21 60.36498),(22 60.818092),(23 60.750965),(24 61.789467),(25 62.427048),(26 63.03007),(27 63.384945),(28 64.04566),(29 64.707664),(30 65.11834),(31 65.77526),(32 65.984795),(33 66.001205),(34 66.00777),(35 66.33132),(36 66.91446),(37 66.80715),(38 67.023186),(39 66.4826),(40 67.38085),(41 66.991325),(42 68.130295),(43 68.6034),(44 68.77153),(45 69.23925),(46 69.502106),(47 69.26388),(48 69.527275),(49 69.70187),(50 69.52983),(51 69.91532),(52 69.66792),(53 69.41533),(54 68.988014),(55 68.50516),(56 68.59791),(57 67.996414),(58 68.002205),(59 68.203835),(60 67.70252),(61 67.99427),(62 68.76988),(63 68.83916),(64 68.38937),(65 69.1258),(66 69.85002),(67 69.79557),(68 69.80211),(69 69.904594),(70 69.61835),(71 70.05218),(72 70.06422),(73 70.08753),(74 70.45031),(75 70.22446),(76 70.73165),(77 71.48882),(78 71.34612),(79 71.12069),
(1 31.330957),(2 39.615776),(3 44.343468),(4 47.77841),(5 50.358665),(6 52.209835),(7 53.549114),(8 54.107533),(9 54.779686),(10 55.678715),(11 55.286312),(12 55.766155),(13 55.98361),(14 57.267178),(15 57.642128),(16 57.84153),(17 58.14204),(18 59.32751),(19 59.839832),(20 60.38871),(21 61.067654),(22 61.569324),(23 61.581223),(24 62.02289),(25 61.981983),(26 62.53792),(27 63.004925),(28 63.356987),(29 63.83291),(30 64.6746),(31 65.1635),(32 65.172745),(33 65.331406),(34 64.986496),(35 65.391685),(36 65.408966),(37 65.43776),(38 65.90527),(39 65.720825),(40 65.81077),(41 66.13788),(42 66.69661),(43 67.30595),(44 67.332184),(45 67.80376),(46 67.84388),(47 68.0971),(48 68.40687),(49 68.3685),(50 68.87653),(51 68.69205),(52 68.80605),(53 68.27646),(54 68.39252),(55 68.34125),(56 68.50602),(57 68.05678),(58 68.01539),(59 68.14987),(60 67.88516),(61 67.30302),(62 67.6529),(63 67.63733),(64 66.62198),(65 66.72672),(66 67.121185),(67 67.41714),(68 67.03416),(69 66.57382),(70 66.45259),(71 66.76115),(72 67.096375),(73 67.038155),(74 67.23927),(75 67.88128),(76 68.52434),(77 68.71786),(78 68.83737),(79 68.31513),
(1 31.135773),(2 39.99907),(3 45.174877),(4 47.777725),(5 50.21904),(6 52.63204),(7 54.933685),(8 55.62815),(9 56.719063),(10 57.07458),(11 57.337368),(12 57.866974),(13 58.425137),(14 59.38665),(15 59.1336),(16 59.731213),(17 59.413265),(18 61.1758),(19 62.127846),(20 62.37777),(21 62.355648),(22 62.1841),(23 62.227566),(24 62.64017),(25 62.479095),(26 63.225433),(27 63.4864),(28 63.786507),(29 63.90229),(30 64.11322),(31 64.4376),(32 64.651245),(33 65.765076),(34 65.70517),(35 66.47167),(36 65.93701),(37 66.13831),(38 66.229004),(39 65.76514),(40 65.29682),(41 65.71566),(42 66.62081),(43 66.96455),(44 67.64206),(45 67.520454),(46 67.6338),(47 67.52938),(48 67.2394),(49 67.85656),(50 68.04375),(51 68.481285),(52 68.53476),(53 67.855835),(54 68.438774),(55 68.46587),(56 68.56606),(57 68.18076),(58 67.3006),(59 67.66811),(60 67.52755),(61 67.71673),(62 67.56029),(63 67.699585),(64 67.54672),(65 68.097374),(66 68.596504),(67 69.132515),(68 68.539734),(69 69.02654),(70 68.365654),(71 69.05524),(72 68.702415),(73 68.56161),(74 69.13784),(75 69.57809),(76 69.98053),(77 70.29259),(78 70.64575),(79 71.04668),
(1 31.16571),(2 39.264233),(3 43.84946),(4 46.46009),(5 49.28005),(6 51.815533),(7 53.365883),(8 54.327194),(9 55.516094),(10 55.934273),(11 56.3912),(12 56.321075),(13 56.575382),(14 57.164),(15 57.462173),(16 58.40634),(17 58.954014),(18 59.94871),(19 60.47123),(20 61.05885),(21 61.500347),(22 61.561565),(23 61.7854),(24 62.11751),(25 63.04782),(26 63.440506),(27 63.646355),(28 63.754036),(29 63.699577),(30 65.29706),(31 65.50179),(32 65.86328),(33 65.81008),(34 66.029854),(35 66.61609),(36 66.63368),(37 67.0977),(38 66.694565),(39 67.449554),(40 67.195656),(41 67.23101),(42 67.2981),(43 68.00667),(44 68.26661),(45 68.0801),(46 68.05194),(47 68.66946),(48 68.26776),(49 69.13371),(50 69.1531),(51 68.96345),(52 69.26715),(53 68.94107),(54 69.06459),(55 69.72295),(56 70.07345),(57 70.113365),(58 70.15296),(59 69.71862),(60 69.63708),(61 69.16062),(62 69.26584),(63 68.7864),(64 68.434326),(65 68.44294),(66 69.50543),(67 69.45086),(68 69.7642),(69 70.11655),(70 70.36128),(71 70.21631),(72 70.10239),(73 70.54939),(74 70.505196),(75 70.59841),(76 70.72619),(77 71.046394),(78 70.85242),(79 70.66252),
(1 30.219492),(2 37.792934),(3 42.894283),(4 45.752872),(5 47.574543),(6 50.444748),(7 50.943203),(8 52.53355),(9 53.419224),(10 54.44342),(11 54.587486),(12 55.31158),(13 55.84313),(14 56.73184),(15 56.47354),(16 56.717884),(17 56.959896),(18 58.146183),(19 59.093246),(20 58.859207),(21 58.873608),(22 59.024418),(23 59.25132),(24 59.75366),(25 59.91374),(26 60.375793),(27 60.505474),(28 60.973595),(29 61.28112),(30 62.51145),(31 62.87023),(32 63.26436),(33 63.01434),(34 63.490475),(35 63.94942),(36 64.118576),(37 63.590145),(38 63.706436),(39 63.4286),(40 63.10346),(41 63.78499),(42 64.59693),(43 64.967094),(44 65.381645),(45 65.464195),(46 65.27636),(47 65.29592),(48 65.73758),(49 66.23388),(50 66.275536),(51 65.91751),(52 65.79994),(53 65.335846),(54 65.85126),(55 65.8949),(56 65.50489),(57 64.879616),(58 65.48067),(59 65.80329),(60 65.323845),(61 65.58101),(62 65.38571),(63 65.67335),(64 65.75516),(65 65.70704),(66 66.26916),(67 66.648094),(68 67.159706),(69 67.31962),(70 66.85709),(71 66.374374),(72 66.58882),(73 66.92202),(74 67.12264),(75 67.08124),(76 67.209946),(77 67.42503),(78 68.05696),(79 68.320145),
