1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 93100.71),(2 239491.88),(3 513159.6),(4 808813.94),(5 1196806.9),(6 1600223.9),(7 2077498),(8 2598139.8),(9 3087148),(10 3546308.3),(11 3908196.3),(12 4278253.5),(13 4586271.5),(14 4947950.5),(15 5330389),(16 5837382.5),(17 6401086.5),(18 7163907.5),(19 7903154),(20 8717941),(21 9624989),(22 10560451),(23 11686699),(24 12696507),(25 13763163),(26 14831751),(27 15963619),(28 16965888),(29 18094646),(30 19152902),(31 20404094),(32 21679380),(33 22882406),(34 24294370),(35 25770474),(36 27123034),(37 28588186),(38 29923352),(39 31141002),(40 32378766),(41 33694508),(42 34776144),(43 35776732),(44 36741284),(45 37631092),(46 38619620),(47 39605090),(48 40630870),(49 41471540),(50 42492660),(51 43567536),(52 44467420),(53 45436108),(54 46429444),(55 47362690),(56 48194252),(57 49124224),(58 49979772),(59 50993284),(60 52060324),(61 53215540),(62 54242736),(63 55580884),(64 56666884),(65 57786304),(66 58847708),(67 59745996),(68 60600948),(69 61624190),(70 62645580),(71 63612996),(72 64473170),(73 65297940),(74 66051810),(75 66685900),(76 67416700),(77 68168664),(78 69168376),(79 70004290),
(1 111.299416),(2 117.238434),(3 121.72857),(4 126.50212),(5 127.70431),(6 128.85379),(7 127.73385),(8 133.11743),(9 127.40118),(10 134.68394),(11 129.5367),(12 135.78915),(13 132.52419),(14 133.03084),(15 134.21045),(16 136.47058),(17 136.59459),(18 137.72333),(19 143.08542),(20 139.28351),(21 139.94786),(22 141.22044),(23 142.73395),(24 142.93852),(25 143.10524),(26 143.48479),(27 144.886),(28 146.47192),(29 145.32922),(30 146.99411),(31 145.84506),(32 145.8742),(33 146.53496),(34 149.17447),(35 147.91177),(36 149.19537),(37 148.74194),(38 149.11414),(39 149.72668),(40 149.16187),(41 148.868),(42 148.77116),(43 149.55841),(44 148.47264),(45 150.66003),(46 149.85918),(47 151.83284),(48 152.88481),(49 152.89485),(50 152.26317),(51 152.37964),(52 155.15388),(53 152.38564),(54 153.85054),(55 154.71198),(56 156.09514),(57 155.98042),(58 155.25955),(59 154.62976),(60 153.62856),(61 155.76688),(62 153.73538),(63 155.43712),(64 157.60349),(65 156.57198),(66 156.08887),(67 156.14453),(68 156.74715),(69 157.33136),(70 156.71368),(71 156.46446),(72 157.24185),(73 156.9825),(74 157.45024),(75 157.86006),(76 159.99127),(77 158.86455),(78 158.78088),(79 160.42915),
(1 107.8046),(2 108.97945),(3 117.42062),(4 119.70182),(5 121.26203),(6 124.11702),(7 122.05813),(8 126.35173),(9 122.80347),(10 128.51465),(11 124.44627),(12 129.37834),(13 128.42699),(14 131.19424),(15 130.34752),(16 129.99199),(17 132.93913),(18 132.84138),(19 137.53665),(20 134.00179),(21 136.81604),(22 136.34831),(23 137.04417),(24 140.83928),(25 139.37427),(26 141.24033),(27 142.96161),(28 144.31038),(29 144.46072),(30 144.82587),(31 144.39168),(32 143.81996),(33 143.77461),(34 145.45236),(35 146.65324),(36 145.35332),(37 146.67268),(38 146.69754),(39 148.7894),(40 144.98088),(41 145.62401),(42 147.49713),(43 147.51933),(44 147.29163),(45 149.09106),(46 149.23059),(47 149.16148),(48 149.67471),(49 149.50352),(50 149.90302),(51 148.50377),(52 150.2685),(53 149.25623),(54 150.12662),(55 150.7366),(56 151.83266),(57 152.47908),(58 151.81491),(59 150.54121),(60 150.74577),(61 151.8089),(62 151.55934),(63 152.8922),(64 153.68712),(65 153.27724),(66 153.00441),(67 153.72562),(68 153.74553),(69 152.65968),(70 154.05028),(71 152.49384),(72 153.06729),(73 153.32025),(74 154.8312),(75 155.64555),(76 156.10045),(77 156.70114),(78 156.38454),(79 154.99342),
(1 108.8329),(2 114.15021),(3 119.49571),(4 120.985435),(5 123.488815),(6 125.64299),(7 122.611755),(8 128.14482),(9 124.32881),(10 130.67102),(11 127.030876),(12 131.82289),(13 131.49155),(14 132.1034),(15 132.35228),(16 132.7451),(17 134.91833),(18 132.33546),(19 138.48373),(20 135.65628),(21 138.41551),(22 139.0668),(23 137.78441),(24 141.74399),(25 141.05322),(26 141.68744),(27 141.20816),(28 142.16435),(29 142.10652),(30 141.8301),(31 142.90971),(32 141.619),(33 144.52104),(34 145.44547),(35 144.32382),(36 144.06993),(37 144.26105),(38 145.12575),(39 145.02345),(40 144.194),(41 143.65279),(42 145.5695),(43 145.45105),(44 144.47298),(45 144.07617),(46 145.31699),(47 147.16148),(48 144.70659),(49 148.38321),(50 147.0447),(51 148.16075),(52 148.81596),(53 149.10985),(54 147.07079),(55 147.06856),(56 148.75851),(57 149.56769),(58 149.89964),(59 148.5904),(60 150.10585),(61 150.2067),(62 149.69621),(63 152.32744),(64 153.4399),(65 152.52127),(66 152.55797),(67 153.54996),(68 153.11009),(69 153.1348),(70 151.3135),(71 153.63116),(72 152.6289),(73 153.47945),(74 155.1745),(75 154.85399),(76 154.3204),(77 154.44154),(78 154.81033),(79 153.83194),
(1 107.19613),(2 110.587006),(3 118.62126),(4 120.20057),(5 119.88468),(6 121.39672),(7 120.36168),(8 124.87068),(9 120.10245),(10 126.20141),(11 122.74999),(12 127.367386),(13 127.548035),(14 128.44688),(15 128.99255),(16 130.30032),(17 132.1147),(18 131.45076),(19 136.50407),(20 132.4916),(21 135.19676),(22 135.76733),(23 134.98817),(24 137.06216),(25 134.67111),(26 136.47148),(27 136.20303),(28 137.67177),(29 137.47054),(30 139.03383),(31 139.88457),(32 137.72481),(33 138.40831),(34 137.65813),(35 140.09836),(36 140.34721),(37 140.90866),(38 140.35287),(39 142.05606),(40 141.2478),(41 141.24211),(42 141.68413),(43 145.19049),(44 143.3221),(45 143.37807),(46 147.09438),(47 148.64789),(48 147.78543),(49 149.32976),(50 148.66257),(51 150.22305),(52 149.86932),(53 149.73885),(54 150.7899),(55 150.20708),(56 151.18129),(57 152.29333),(58 152.28883),(59 151.69707),(60 150.84245),(61 153.6189),(62 151.38579),(63 154.14507),(64 152.63644),(65 152.0403),(66 151.36343),(67 150.99074),(68 151.5891),(69 150.3652),(70 149.49173),(71 149.7552),(72 150.52406),(73 148.64644),(74 149.86064),(75 151.11674),(76 149.68141),(77 150.65723),(78 151.56677),(79 150.74533),
(1 106.41576),(2 111.47802),(3 118.77868),(4 120.08195),(5 120.228935),(6 123.627655),(7 121.73161),(8 124.825386),(9 123.071304),(10 128.43692),(11 125.08965),(12 128.81012),(13 128.94514),(14 129.82924),(15 130.58812),(16 128.44266),(17 130.45119),(18 129.79092),(19 134.78596),(20 131.50787),(21 135.04297),(22 134.95595),(23 135.58656),(24 137.04543),(25 136.63683),(26 136.83183),(27 137.24599),(28 139.06967),(29 138.65338),(30 140.22035),(31 140.57307),(32 139.47221),(33 139.62982),(34 139.93141),(35 139.30988),(36 140.17221),(37 141.31004),(38 140.03873),(39 142.9774),(40 140.2755),(41 139.28127),(42 140.05313),(43 139.41066),(44 141.69041),(45 141.2937),(46 141.88524),(47 143.35796),(48 144.15343),(49 142.53659),(50 144.46733),(51 145.11072),(52 145.53957),(53 143.76837),(54 146.14285),(55 145.56485),(56 146.25511),(57 148.2262),(58 146.9684),(59 147.14128),(60 146.77847),(61 148.64903),(62 147.10965),(63 149.85469),(64 149.35434),(65 151.96127),(66 152.23807),(67 152.09322),(68 152.61003),(69 151.85701),(70 152.22144),(71 152.67458),(72 152.70415),(73 151.99934),(74 153.61273),(75 152.78954),(76 152.64796),(77 153.11589),(78 152.67038),(79 152.427),
(1 107.01434),(2 111.224556),(3 118.25196),(4 119.708336),(5 120.85374),(6 124.63871),(7 120.23628),(8 123.986786),(9 120.685295),(10 126.080536),(11 122.1927),(12 127.474014),(13 126.42304),(14 126.737076),(15 128.4679),(16 127.4961),(17 129.82234),(18 129.19511),(19 135.17873),(20 132.7339),(21 134.40085),(22 133.80113),(23 134.8676),(24 135.21915),(25 134.13252),(26 136.45325),(27 136.0171),(28 136.42575),(29 135.61627),(30 137.07748),(31 138.28598),(32 137.87776),(33 138.6516),(34 139.65674),(35 138.61395),(36 139.16856),(37 139.18367),(38 138.36371),(39 141.56816),(40 141.55542),(41 140.8521),(42 141.25473),(43 142.94894),(44 144.10535),(45 145.68724),(46 146.45541),(47 148.66275),(48 149.71658),(49 151.25359),(50 151.11713),(51 152.88322),(52 152.7678),(53 153.3373),(54 153.17744),(55 153.32599),(56 153.92119),(57 156.0487),(58 156.0139),(59 156.83315),(60 154.32918),(61 155.42357),(62 153.24513),(63 155.83049),(64 154.56339),(65 154.98079),(66 154.10674),(67 152.296),(68 154.86906),(69 152.16483),(70 153.19212),(71 151.90578),(72 151.01677),(73 150.92487),(74 152.02742),(75 152.1372),(76 152.26349),(77 150.0369),(78 149.23834),(79 149.73053),
(1 104.73881),(2 110.141884),(3 116.4247),(4 115.44495),(5 117.437004),(6 119.3018),(7 119.68),(8 123.003105),(9 120.66913),(10 123.38025),(11 119.20793),(12 122.96394),(13 122.3993),(14 123.465904),(15 125.38315),(16 124.09085),(17 127.54084),(18 126.6894),(19 131.1524),(20 130.01912),(21 131.42424),(22 131.46611),(23 132.47087),(24 132.89632),(25 133.11887),(26 132.94128),(27 134.73149),(28 134.63123),(29 135.66144),(30 133.88557),(31 135.12706),(32 135.27042),(33 135.60179),(34 135.06273),(35 135.88965),(36 135.31348),(37 136.75902),(38 134.65941),(39 134.99178),(40 133.1628),(41 133.04597),(42 132.5482),(43 134.25443),(44 133.89568),(45 135.30962),(46 134.72145),(47 136.19826),(48 136.56311),(49 137.68468),(50 138.21164),(51 137.75095),(52 139.17374),(53 137.95313),(54 138.37688),(55 139.09322),(56 139.31415),(57 140.43628),(58 141.40433),(59 141.0188),(60 140.3518),(61 141.93404),(62 142.28632),(63 143.66183),(64 144.3217),(65 142.89336),(66 144.18954),(67 144.23909),(68 143.75299),(69 143.70624),(70 143.09572),(71 143.9634),(72 144.90855),(73 144.9535),(74 144.85753),(75 144.76077),(76 146.25577),(77 143.9301),(78 145.45415),(79 145.57521),
(1 105.04249),(2 110.411835),(3 116.07051),(4 117.574524),(5 118.19127),(6 120.20807),(7 119.17759),(8 122.27058),(9 118.97346),(10 124.02869),(11 122.132195),(12 123.75916),(13 122.95445),(14 125.16612),(15 127.102486),(16 126.19714),(17 128.73157),(18 128.1048),(19 131.15625),(20 131.14938),(21 132.69063),(22 131.60846),(23 131.85252),(24 134.46365),(25 134.33798),(26 132.67409),(27 134.22096),(28 135.43433),(29 134.87102),(30 134.25488),(31 136.6462),(32 135.36113),(33 136.64088),(34 135.07086),(35 135.91074),(36 138.00966),(37 139.46889),(38 138.4754),(39 137.17644),(40 138.56908),(41 138.33223),(42 139.08592),(43 139.92221),(44 141.3624),(45 141.88882),(46 144.45244),(47 146.31682),(48 145.5752),(49 146.50844),(50 145.9684),(51 147.03261),(52 149.69165),(53 147.83272),(54 148.81271),(55 149.49988),(56 148.90723),(57 148.84131),(58 149.70204),(59 149.00285),(60 147.93091),(61 150.30417),(62 151.18521),(63 151.84645),(64 150.60747),(65 150.74828),(66 151.72227),(67 151.68436),(68 151.34814),(69 149.82347),(70 150.15712),(71 150.8723),(72 151.0262),(73 151.6185),(74 151.50694),(75 151.5891),(76 150.72897),(77 150.15231),(78 150.8449),(79 150.42715),
(1 102.94246),(2 106.98553),(3 114.1147),(4 114.15633),(5 115.91982),(6 118.98777),(7 117.64366),(8 121.26936),(9 117.29471),(10 122.156784),(11 121.78998),(12 124.38079),(13 122.914444),(14 125.032555),(15 125.35172),(16 125.702774),(17 128.36557),(18 128.14592),(19 131.86116),(20 129.27977),(21 132.37128),(22 130.04309),(23 130.98282),(24 133.4492),(25 131.21808),(26 131.7486),(27 133.48355),(28 135.34563),(29 134.08533),(30 134.16994),(31 133.85428),(32 133.3269),(33 134.67027),(34 133.27467),(35 133.99127),(36 134.94322),(37 135.93344),(38 134.42358),(39 134.59065),(40 133.5053),(41 134.47586),(42 135.11859),(43 135.08331),(44 134.03935),(45 134.8498),(46 135.95737),(47 138.59393),(48 138.9642),(49 138.39478),(50 137.7678),(51 137.41609),(52 139.2765),(53 138.40742),(54 138.4789),(55 138.74284),(56 139.14496),(57 139.70781),(58 140.41885),(59 140.9381),(60 139.76825),(61 141.24095),(62 141.18053),(63 141.51253),(64 141.04129),(65 143.04521),(66 143.82637),(67 143.66997),(68 143.25076),(69 140.4809),(70 139.94466),(71 142.62782),(72 143.09894),(73 143.3911),(74 142.62045),(75 143.51004),(76 142.44075),(77 144.08228),(78 143.23386),(79 143.18376),
(1 105.88622),(2 109.89396),(3 117.029655),(4 116.38019),(5 118.00669),(6 120.54538),(7 117.85027),(8 124.11326),(9 118.57493),(10 126.06112),(11 120.30131),(12 125.03374),(13 123.75029),(14 124.926865),(15 125.01635),(16 126.8873),(17 127.859604),(18 127.029),(19 133.35818),(20 129.33557),(21 131.57513),(22 131.2433),(23 132.381),(24 132.30432),(25 130.6014),(26 132.20778),(27 133.06784),(28 133.94858),(29 132.62126),(30 133.14752),(31 134.08775),(32 132.3277),(33 133.61284),(34 134.11731),(35 133.74625),(36 135.90277),(37 137.00583),(38 135.15196),(39 135.5483),(40 135.5231),(41 135.31032),(42 137.00677),(43 137.14868),(44 136.48297),(45 138.22049),(46 139.3231),(47 141.0168),(48 142.8956),(49 142.48233),(50 144.31412),(51 142.9864),(52 144.30127),(53 144.02182),(54 145.12563),(55 145.66905),(56 146.39145),(57 146.79498),(58 146.92918),(59 149.02148),(60 146.45671),(61 146.75612),(62 147.48032),(63 147.59502),(64 146.7481),(65 148.27911),(66 149.0499),(67 147.98041),(68 148.20769),(69 146.80212),(70 145.60507),(71 145.13446),(72 145.40668),(73 147.24501),(74 145.68205),(75 147.0752),(76 146.22206),(77 146.1681),(78 145.90933),(79 146.229),
(1 101.09032),(2 106.482704),(3 112.214195),(4 112.92233),(5 114.578415),(6 117.00844),(7 114.235245),(8 117.48442),(9 114.54782),(10 119.88174),(11 116.652405),(12 121.55927),(13 121.41045),(14 121.406),(15 122.27373),(16 122.28203),(17 123.07689),(18 122.2485),(19 128.40096),(20 125.75346),(21 129.22815),(22 127.22829),(23 127.862236),(24 128.23135),(25 128.68382),(26 129.13246),(27 130.23018),(28 130.4615),(29 129.9798),(30 131.30351),(31 131.61707),(32 130.78595),(33 132.56346),(34 132.98402),(35 133.06573),(36 133.76666),(37 135.56398),(38 133.2224),(39 136.04868),(40 134.20752),(41 134.84526),(42 135.55444),(43 136.11252),(44 135.88304),(45 138.59764),(46 139.8161),(47 140.61426),(48 140.7168),(49 141.1307),(50 142.44713),(51 142.44193),(52 143.75282),(53 143.59247),(54 143.70744),(55 144.63657),(56 144.63708),(57 143.82158),(58 144.2125),(59 144.58835),(60 142.68169),(61 142.83401),(62 142.5315),(63 145.30019),(64 142.7378),(65 144.05838),(66 144.45876),(67 143.73598),(68 143.77939),(69 142.41066),(70 142.14163),(71 143.76474),(72 142.84024),(73 143.32706),(74 143.06357),(75 143.86754),(76 143.68274),(77 144.28911),(78 144.33638),(79 146.20099),
(1 101.832535),(2 106.845024),(3 112.76839),(4 113.682884),(5 115.163635),(6 117.568016),(7 115.29209),(8 117.975784),(9 114.77428),(10 120.00374),(11 116.40254),(12 121.59373),(13 121.94446),(14 122.96966),(15 123.40426),(16 122.28157),(17 124.423134),(18 126.06872),(19 129.33173),(20 126.21887),(21 127.706856),(22 126.88687),(23 129.00485),(24 128.65749),(25 128.1028),(26 129.76178),(27 130.04282),(28 130.68994),(29 130.66031),(30 130.9603),(31 131.49435),(32 131.30807),(33 133.04971),(34 133.19814),(35 132.17387),(36 132.79488),(37 133.35974),(38 132.88507),(39 133.81233),(40 131.11665),(41 132.42941),(42 133.20265),(43 133.21771),(44 133.00006),(45 133.65471),(46 135.23146),(47 134.50638),(48 136.92714),(49 136.4307),(50 136.0495),(51 137.08838),(52 134.87753),(53 135.81293),(54 135.33377),(55 136.33104),(56 137.55324),(57 138.06879),(58 138.20941),(59 139.4414),(60 138.10968),(61 138.54587),(62 140.15224),(63 141.1902),(64 141.01851),(65 141.30232),(66 141.6449),(67 141.44379),(68 140.79376),(69 140.98883),(70 140.45691),(71 139.34058),(72 139.19724),(73 139.679),(74 139.7294),(75 141.80405),(76 140.46837),(77 142.65277),(78 141.05103),(79 142.9667),
(1 102.42541),(2 106.53327),(3 112.98928),(4 114.4194),(5 114.99773),(6 117.54983),(7 116.47711),(8 119.99965),(9 116.06208),(10 121.91009),(11 117.746925),(12 121.88877),(13 120.94068),(14 121.92661),(15 123.30991),(16 120.45963),(17 122.96153),(18 123.14529),(19 127.24118),(20 126.13589),(21 127.786705),(22 128.37646),(23 128.6888),(24 127.95565),(25 130.52933),(26 129.46114),(27 130.15451),(28 131.99303),(29 131.63759),(30 132.76424),(31 133.01202),(32 130.81233),(33 131.46744),(34 132.18492),(35 132.68434),(36 133.32112),(37 134.00676),(38 132.56459),(39 136.62048),(40 134.30833),(41 133.18634),(42 135.11359),(43 135.84679),(44 135.71927),(45 137.34305),(46 138.34444),(47 139.99478),(48 141.70291),(49 141.03677),(50 140.75838),(51 141.52716),(52 140.31006),(53 141.45605),(54 141.1454),(55 142.46951),(56 143.2237),(57 143.0636),(58 143.8944),(59 143.11246),(60 143.10315),(61 143.78612),(62 145.7726),(63 145.59592),(64 144.3858),(65 144.29033),(66 145.96187),(67 143.95644),(68 142.10173),(69 142.48424),(70 141.54991),(71 140.57245),(72 140.56046),(73 139.74937),(74 140.62726),(75 141.46033),(76 141.39761),(77 141.7894),(78 141.14885),(79 142.41632),
(1 100.1455),(2 104.22962),(3 110.63667),(4 111.79253),(5 112.07734),(6 115.1945),(7 113.42852),(8 115.85754),(9 114.32756),(10 118.57345),(11 114.97061),(12 119.00138),(13 119.945694),(14 119.18629),(15 119.39371),(16 118.78866),(17 121.542694),(18 122.38827),(19 126.010704),(20 123.63627),(21 124.36411),(22 124.31594),(23 125.24227),(24 125.34355),(25 125.80198),(26 127.62697),(27 128.41455),(28 129.8748),(29 127.89525),(30 128.83467),(31 130.25334),(32 129.00049),(33 132.025),(34 131.36409),(35 130.73303),(36 132.90424),(37 132.20384),(38 132.18166),(39 131.89766),(40 131.05397),(41 131.77887),(42 133.89026),(43 133.40941),(44 133.07317),(45 133.73906),(46 133.16293),(47 135.32706),(48 137.48611),(49 137.30243),(50 136.3304),(51 135.56305),(52 136.84871),(53 135.29007),(54 135.74188),(55 138.54283),(56 137.93506),(57 137.02934),(58 138.358),(59 138.56683),(60 138.24977),(61 139.20166),(62 139.30063),(63 139.28671),(64 139.60017),(65 140.47507),(66 139.76672),(67 139.82011),(68 137.7535),(69 137.56834),(70 136.95969),(71 136.97606),(72 137.41019),(73 137.8329),(74 137.10529),(75 136.85028),(76 136.7285),(77 137.71185),(78 137.63293),(79 137.11702),
(1 98.67729),(2 103.817726),(3 109.170746),(4 110.60367),(5 111.50908),(6 114.125824),(7 113.23126),(8 117.119026),(9 112.449974),(10 117.20917),(11 113.33158),(12 118.57449),(13 117.29999),(14 118.96125),(15 119.82389),(16 119.53193),(17 121.59038),(18 120.19495),(19 123.93165),(20 123.875305),(21 124.78799),(22 125.95421),(23 124.48259),(24 126.91738),(25 125.09039),(26 126.04448),(27 127.00663),(28 128.96211),(29 128.10678),(30 128.44992),(31 127.73717),(32 128.61732),(33 129.62532),(34 129.05283),(35 130.45566),(36 131.22148),(37 131.40929),(38 129.14319),(39 131.12372),(40 130.54462),(41 130.56322),(42 131.18208),(43 132.2527),(44 131.13399),(45 132.6687),(46 134.0393),(47 136.04672),(48 137.25693),(49 138.65988),(50 138.66501),(51 138.36087),(52 137.90532),(53 137.53613),(54 139.6863),(55 140.56294),(56 139.7815),(57 139.50645),(58 140.49304),(59 141.56639),(60 141.04982),(61 142.25224),(62 142.44017),(63 142.27545),(64 140.77763),(65 141.69273),(66 141.85652),(67 141.64597),(68 140.24034),(69 139.04759),(70 139.33195),(71 138.19179),(72 138.12581),(73 138.65974),(74 139.74559),(75 137.54645),(76 137.96474),(77 138.16357),(78 139.60852),(79 137.2981),
(1 98.31382),(2 102.207794),(3 107.92062),(4 107.814),(5 109.618004),(6 113.28444),(7 111.19084),(8 114.928154),(9 111.48032),(10 116.18195),(11 113.777336),(12 116.75927),(13 115.58026),(14 116.84795),(15 119.06757),(16 118.15611),(17 121.543175),(18 119.87867),(19 124.081764),(20 120.99581),(21 123.39765),(22 122.84383),(23 123.15326),(24 125.09161),(25 123.09644),(26 124.25104),(27 124.81823),(28 126.37382),(29 125.59092),(30 125.29307),(31 126.1394),(32 125.720314),(33 127.53513),(34 126.51001),(35 127.314995),(36 127.28914),(37 127.42884),(38 126.62415),(39 128.57597),(40 127.778076),(41 126.274506),(42 128.10706),(43 127.342514),(44 129.55193),(45 131.1814),(46 130.79092),(47 132.73488),(48 135.00262),(49 135.32663),(50 135.18646),(51 134.51266),(52 134.57137),(53 133.99911),(54 136.11613),(55 135.70566),(56 138.05542),(57 136.66579),(58 137.07803),(59 137.23119),(60 138.14182),(61 138.5506),(62 139.10056),(63 139.58543),(64 138.796),(65 139.87361),(66 140.3756),(67 140.62024),(68 139.01256),(69 137.36983),(70 137.64284),(71 136.50668),(72 138.10341),(73 138.26299),(74 137.89606),(75 139.21255),(76 138.04659),(77 138.69064),(78 140.03998),(79 139.19289),
(1 99.07138),(2 102.880196),(3 109.970245),(4 108.966),(5 112.46796),(6 113.68835),(7 112.156166),(8 116.74368),(9 112.94189),(10 118.41366),(11 114.7509),(12 119.303),(13 117.67655),(14 119.37634),(15 120.67068),(16 120.26782),(17 121.96838),(18 121.0923),(19 126.412025),(20 123.58238),(21 125.261696),(22 125.765625),(23 126.17533),(24 126.333374),(25 125.5937),(26 126.64815),(27 126.35423),(28 128.97513),(29 128.35257),(30 128.44572),(31 127.74366),(32 127.60014),(33 128.32544),(34 129.14436),(35 128.31522),(36 128.11143),(37 127.70039),(38 128.18318),(39 130.19464),(40 129.76),(41 129.49857),(42 130.29419),(43 131.2723),(44 131.24103),(45 131.85881),(46 132.85985),(47 133.53572),(48 134.44205),(49 135.02504),(50 137.68318),(51 135.12448),(52 137.34924),(53 136.0061),(54 138.39284),(55 137.92513),(56 139.54587),(57 140.24721),(58 139.99081),(59 137.84122),(60 140.30682),(61 139.53273),(62 138.53319),(63 140.26785),(64 138.1666),(65 138.03073),(66 137.68773),(67 137.4807),(68 135.9898),(69 135.68973),(70 135.71098),(71 136.24425),(72 135.95105),(73 135.75452),(74 134.87434),(75 135.99779),(76 136.20024),(77 135.44568),(78 137.85211),(79 138.06932),
(1 97.19944),(2 100.532776),(3 108.72162),(4 107.48869),(5 109.276184),(6 111.45011),(7 109.527954),(8 113.55311),(9 112.50197),(10 114.84402),(11 112.93318),(12 116.28348),(13 117.36718),(14 119.41238),(15 120.34238),(16 120.32903),(17 121.34407),(18 122.42275),(19 125.11636),(20 123.10014),(21 125.20618),(22 124.89089),(23 124.62326),(24 125.76977),(25 124.831085),(26 126.05579),(27 125.16761),(28 126.88063),(29 127.78934),(30 127.03032),(31 127.312706),(32 126.90916),(33 127.37162),(34 126.90338),(35 127.61553),(36 126.7584),(37 126.20219),(38 126.67786),(39 129.65886),(40 128.5217),(41 128.38557),(42 129.42157),(43 128.08748),(44 128.85631),(45 128.4596),(46 129.19815),(47 130.11392),(48 130.47736),(49 131.38704),(50 131.46446),(51 132.04489),(52 130.28757),(53 129.843),(54 130.04533),(55 129.97577),(56 130.96223),(57 131.00581),(58 129.18155),(59 128.02798),(60 128.0204),(61 129.4966),(62 129.53275),(63 129.18486),(64 128.75256),(65 130.01164),(66 128.717),(67 129.13054),(68 129.88033),(69 129.7059),(70 129.31828),(71 128.88135),(72 128.53395),(73 129.33835),(74 129.07442),(75 131.69449),(76 130.34138),(77 130.19293),(78 131.24713),(79 130.2177),
