1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 93100.71),(2 239491.88),(3 513159.6),(4 808813.94),(5 1196806.9),(6 1600223.9),(7 2077498),(8 2598139.8),(9 3087148),(10 3546308.3),(11 3908196.3),(12 4278253.5),(13 4586271.5),(14 4947950.5),(15 5330389),(16 5837382.5),(17 6401086.5),(18 7163907.5),(19 7903154),(20 8717941),(21 9624989),(22 10560451),(23 11686699),(24 12696507),(25 13763163),(26 14831751),(27 15963619),(28 16965888),(29 18094646),(30 19152902),(31 20404094),(32 21679380),(33 22882406),(34 24294370),(35 25770474),(36 27123034),(37 28588186),(38 29923352),(39 31141002),(40 32378766),(41 33694508),(42 34776144),(43 35776732),(44 36741284),(45 37631092),(46 38619620),(47 39605090),(48 40630870),(49 41471540),(50 42492660),(51 43567536),(52 44467420),(53 45436108),(54 46429444),(55 47362690),(56 48194252),(57 49124224),(58 49979772),(59 50993284),(60 52060324),(61 53215540),(62 54242736),(63 55580884),(64 56666884),(65 57786304),(66 58847708),(67 59745996),(68 60600948),(69 61624190),(70 62645580),(71 63612996),(72 64473170),(73 65297940),(74 66051810),(75 66685900),(76 67416700),(77 68168664),(78 69168376),(79 70004290),
(1 4176.1),(2 4467.5405),(3 4850.5054),(4 4782.8926),(5 4755.9253),(6 4908.741),(7 4633.5376),(8 5225.989),(9 4697.5435),(10 5397.897),(11 4885.1963),(12 5290.297),(13 5156.367),(14 5465.736),(15 5498.2856),(16 5538.1377),(17 5743.225),(18 5521.529),(19 6106.654),(20 5809.6465),(21 6217.3403),(22 6148.0454),(23 6251.548),(24 6341.285),(25 6325.374),(26 6480.977),(27 6415.8525),(28 6638.5464),(29 6547.13),(30 6666.8604),(31 6530.6284),(32 6560.0845),(33 6635.97),(34 6615.6626),(35 6515.449),(36 6607.936),(37 6582.941),(38 6507.582),(39 6689.249),(40 6619.564),(41 6620.9795),(42 6593.3564),(43 6580.7227),(44 6671.04),(45 6776.119),(46 6915.753),(47 6992.1445),(48 6930.9194),(49 6892.9854),(50 6857.7813),(51 7074.3345),(52 6911.8755),(53 7014.4424),(54 6894.3633),(55 6803.006),(56 7002.948),(57 6901.6763),(58 6932.6694),(59 6886.6313),(60 6726.836),(61 6798.9463),(62 6833.948),(63 6764.143),(64 6620.7104),(65 6591.249),(66 6633.8223),(67 6478.094),(68 6392.571),(69 6399.0723),(70 6341.881),(71 6439.381),(72 6295.9336),(73 6323.994),(74 6338.564),(75 6391.5723),(76 6398.6436),(77 6557.924),(78 6456.5767),(79 6420.605),
(1 3985.652),(2 4316.9956),(3 4549.1416),(4 4477.5435),(5 4616.176),(6 4695.0024),(7 4483.8545),(8 4913.1274),(9 4514.361),(10 5132.0996),(11 4721.5767),(12 5179.106),(13 5024.6123),(14 5333.9595),(15 5370.7646),(16 5293.749),(17 5663.504),(18 5604.0483),(19 5784.386),(20 5694.858),(21 6009.346),(22 6069.9126),(23 6169.376),(24 6276.4985),(25 6222.8955),(26 6260.1016),(27 6370.581),(28 6474.725),(29 6401.218),(30 6576.972),(31 6400.4175),(32 6393.282),(33 6408.525),(34 6307.968),(35 6251.6177),(36 6275.791),(37 6224.5557),(38 6240.535),(39 6367.586),(40 6223.8984),(41 6380.411),(42 6324.632),(43 6324.647),(44 6294.4873),(45 6454.7046),(46 6539.0103),(47 6559.5044),(48 6556.167),(49 6526.5527),(50 6435.023),(51 6682.397),(52 6590.1963),(53 6577.9478),(54 6535.7104),(55 6530.969),(56 6570.135),(57 6551.2983),(58 6535.5117),(59 6582.3286),(60 6513.789),(61 6502.4565),(62 6461.847),(63 6488.901),(64 6386.7427),(65 6403.638),(66 6438.1426),(67 6366.4897),(68 6251.817),(69 6208.292),(70 6200.6973),(71 6287.538),(72 6155.8823),(73 6198.6646),(74 6239.1333),(75 6260.153),(76 6243.2075),(77 6330.394),(78 6345.2344),(79 6380.612),
(1 4260.2886),(2 4430.409),(3 4834.7744),(4 4622.2397),(5 4718.879),(6 4935.7715),(7 4528.5615),(8 5155.363),(9 4568.7866),(10 5363.9517),(11 4762.491),(12 5334.016),(13 5121.9565),(14 5410.486),(15 5390.4614),(16 5397.13),(17 5812.075),(18 5491.195),(19 6066.1753),(20 5682.3237),(21 6120.032),(22 6086.1475),(23 6117.699),(24 6220.677),(25 6145.4507),(26 6311.9897),(27 6293.2515),(28 6468.871),(29 6286.7036),(30 6494.14),(31 6390.0903),(32 6379.7573),(33 6280.08),(34 6321.432),(35 6331.417),(36 6304.5137),(37 6317.408),(38 6351.312),(39 6434.5522),(40 6179.275),(41 6312.106),(42 6408.9136),(43 6469.973),(44 6376.096),(45 6618.6934),(46 6688.121),(47 6680.594),(48 6664.637),(49 6890.3657),(50 6788.6665),(51 6897.9097),(52 6879.523),(53 6860.2036),(54 6842.947),(55 6800.8535),(56 6923.3774),(57 6869.6934),(58 6728.0225),(59 6851.694),(60 6690.842),(61 6694.5186),(62 6667.2314),(63 6603.959),(64 6499.3125),(65 6459.6426),(66 6357.9717),(67 6442.3857),(68 6352.2695),(69 6182.861),(70 6158.2607),(71 6124.5215),(72 6148.8003),(73 6217.3867),(74 6094.5137),(75 6130.0654),(76 6192.1177),(77 6241.6914),(78 6195.054),(79 6112.7114),
(1 4243.207),(2 4377.4443),(3 4797.9473),(4 4612.459),(5 4700.457),(6 4902.928),(7 4530.5845),(8 5111.7476),(9 4575.588),(10 5362.9336),(11 4819.1753),(12 5443.6445),(13 5101.822),(14 5479.6743),(15 5464.9575),(16 5389.203),(17 5839.1665),(18 5541.661),(19 6173.7065),(20 5744.5645),(21 6182.761),(22 6048.591),(23 6154.778),(24 6307.3755),(25 6199.6543),(26 6355.2075),(27 6217.703),(28 6465.0586),(29 6337.7656),(30 6414.794),(31 6383.3643),(32 6455.0986),(33 6367.4873),(34 6394.026),(35 6359.3784),(36 6394.001),(37 6432.9272),(38 6328.4883),(39 6466.336),(40 6329.353),(41 6522.5586),(42 6563.1104),(43 6619.7197),(44 6654.8174),(45 6813.7417),(46 6945.5703),(47 7066.1304),(48 6941.291),(49 7103.297),(50 7104.2544),(51 7194.0117),(52 7166.997),(53 7136.2183),(54 7136.1616),(55 7172.737),(56 7281.9),(57 7019.2944),(58 6939.9985),(59 7178.351),(60 6982.1284),(61 6935.2676),(62 6875.2124),(63 6725.936),(64 6613.604),(65 6625.8896),(66 6539.9546),(67 6568.658),(68 6290.7983),(69 6193.4146),(70 6187.749),(71 6188.5054),(72 6096.433),(73 6160.0723),(74 6041.868),(75 6180.0703),(76 6146.993),(77 6279.6426),(78 6122.791),(79 6119.731),
(1 3826.797),(2 4060.5332),(3 4318.1274),(4 4297.823),(5 4377.6284),(6 4442.871),(7 4188.3184),(8 4656.4004),(9 4274.2744),(10 4785.042),(11 4516.166),(12 4863.5664),(13 4756.431),(14 4921.3906),(15 4968.3403),(16 4952.9395),(17 5346.9087),(18 5149.589),(19 5539.7803),(20 5373.263),(21 5734.1924),(22 5717.0156),(23 5812.427),(24 5952.983),(25 5900.325),(26 5970.9766),(27 5975.5454),(28 6121.5283),(29 6106.882),(30 6121.4385),(31 5989.928),(32 6095.9497),(33 5885.507),(34 6019.0396),(35 5991.551),(36 6035.214),(37 6006.3364),(38 5927.784),(39 6115.1274),(40 5983.1016),(41 6007.1084),(42 5981.2925),(43 6095.4595),(44 6096.532),(45 6263.2544),(46 6228.537),(47 6327.511),(48 6294.9976),(49 6371.0405),(50 6349.8906),(51 6425.6533),(52 6415.12),(53 6444.436),(54 6469.1577),(55 6468.1763),(56 6618.621),(57 6506.0547),(58 6475.221),(59 6542.254),(60 6446.444),(61 6409.3613),(62 6392.081),(63 6284.1016),(64 6246.392),(65 6279.861),(66 6188.4497),(67 6164.9375),(68 6057.0137),(69 5990.5967),(70 5923.864),(71 5997.8774),(72 5921.543),(73 5956.37),(74 5992.659),(75 5982.204),(76 5990.0503),(77 6015.364),(78 5877.506),(79 5987.2256),
(1 3800.5354),(2 4110.8955),(3 4225.469),(4 4237.819),(5 4293.3447),(6 4358.6255),(7 4152.989),(8 4592.591),(9 4115.8696),(10 4665.6865),(11 4379.7886),(12 4739.0137),(13 4596.089),(14 4746.517),(15 4847.8535),(16 4811.851),(17 4998.295),(18 4951.561),(19 5304.767),(20 5138.314),(21 5390.16),(22 5378.167),(23 5573.2393),(24 5697.82),(25 5583.4478),(26 5700.0513),(27 5810.495),(28 5868.055),(29 5848.356),(30 5830.6157),(31 5772.378),(32 5795.8726),(33 5774.245),(34 5811.698),(35 5851.01),(36 5823.3403),(37 5802.8184),(38 5880.43),(39 5872.18),(40 5824.34),(41 5930.822),(42 5861.0596),(43 5875.852),(44 5897.0063),(45 6014.678),(46 6020.639),(47 6006.6284),(48 5876.6113),(49 6003.25),(50 6026.6045),(51 6162.372),(52 5977.614),(53 6038.413),(54 5944.7593),(55 6012.572),(56 6073.497),(57 5983.483),(58 6008.829),(59 5998.171),(60 5907.1655),(61 5826.6807),(62 5911.3726),(63 5976.3374),(64 5848.376),(65 5790.0273),(66 5800.615),(67 5815.5933),(68 5649.6846),(69 5732.649),(70 5778.344),(71 5671.6494),(72 5683.9185),(73 5696.5483),(74 5743.0576),(75 5804.0503),(76 5770.2983),(77 5792.3267),(78 5766.1133),(79 5798.756),
(1 3538.4841),(2 3841.1423),(3 4039.188),(4 4004.9639),(5 4023.3318),(6 4100.1875),(7 3927.1138),(8 4315.8916),(9 4023.5957),(10 4415.3735),(11 4175.6953),(12 4510.327),(13 4415.498),(14 4567.4287),(15 4713.953),(16 4695.7163),(17 4895.5864),(18 4759.902),(19 5108.0806),(20 5004.4224),(21 5306.653),(22 5277.5425),(23 5407.0107),(24 5564.0967),(25 5420.7085),(26 5584.943),(27 5643.924),(28 5792.9424),(29 5637.0034),(30 5698.8574),(31 5797.917),(32 5708.416),(33 5659.1045),(34 5660.1978),(35 5674.235),(36 5716.1484),(37 5756.6904),(38 5620.968),(39 5665.356),(40 5657.4844),(41 5641.2095),(42 5697.4673),(43 5733.867),(44 5670.4966),(45 5827.66),(46 5857.297),(47 5754.23),(48 5779.068),(49 5749.981),(50 5669.182),(51 5862.154),(52 5764.1904),(53 5785.4697),(54 5707.785),(55 5731.013),(56 5802.9917),(57 5765.989),(58 5735.774),(59 5689.157),(60 5729.856),(61 5649.0015),(62 5625.801),(63 5721.093),(64 5623.089),(65 5613.2427),(66 5439.9775),(67 5411.186),(68 5410.0566),(69 5395.838),(70 5389.4995),(71 5468.6807),(72 5441.0713),(73 5434.559),(74 5425.3896),(75 5472.811),(76 5569.8853),(77 5491.9556),(78 5516.44),(79 5535.91),
(1 3596.3877),(2 3760.8093),(3 4113.7393),(4 3960.5842),(5 4039.2393),(6 4141.3623),(7 3886.6396),(8 4315.549),(9 3892.8184),(10 4513.1226),(11 4118.3525),(12 4563.3633),(13 4424.05),(14 4632.3594),(15 4588.215),(16 4612.7397),(17 4848.0737),(18 4670.3613),(19 5162.1094),(20 4880.5737),(21 5216.5967),(22 5201.2905),(23 5300.4736),(24 5424.105),(25 5334.559),(26 5520.556),(27 5562.6353),(28 5621.81),(29 5528.3823),(30 5615.7607),(31 5655.9097),(32 5573.128),(33 5533.554),(34 5560.967),(35 5595.787),(36 5626.1284),(37 5622.0894),(38 5631.1563),(39 5821.413),(40 5643.0107),(41 5709.2393),(42 5678.026),(43 5850.986),(44 5691.1963),(45 5949.224),(46 6003.025),(47 5938.194),(48 5899.727),(49 5968.5117),(50 5869.2393),(51 5973.945),(52 5858.92),(53 5970.7256),(54 5878.747),(55 5898.1533),(56 5890.6963),(57 5935.8696),(58 5792.1426),(59 5751.652),(60 5730.456),(61 5719.2837),(62 5696.37),(63 5680.2666),(64 5567.5986),(65 5544.1206),(66 5510.193),(67 5481.038),(68 5447.092),(69 5353.2173),(70 5296.205),(71 5396.2393),(72 5400.48),(73 5392.254),(74 5382.3794),(75 5458.2705),(76 5512.23),(77 5573.8345),(78 5452.5874),(79 5519.106),
(1 3559.3064),(2 3698.3127),(3 3996.461),(4 3849.6729),(5 3987.153),(6 4060.5742),(7 3844.7917),(8 4315.868),(9 3839.4792),(10 4430.419),(11 4080.065),(12 4496.457),(13 4354.9907),(14 4596.883),(15 4613.0586),(16 4579.45),(17 4887.096),(18 4671.732),(19 5171.6533),(20 4931.259),(21 5227.7495),(22 5217.966),(23 5303.5103),(24 5419.0913),(25 5312.091),(26 5532.011),(27 5605.1772),(28 5703.1255),(29 5544.5234),(30 5647.3623),(31 5671.148),(32 5684.8647),(33 5633.6265),(34 5677.31),(35 5670.0337),(36 5796.0313),(37 5737.6475),(38 5749.853),(39 5880.439),(40 5747.451),(41 5765.0503),(42 5892.614),(43 5938.2676),(44 5955.1465),(45 6100.667),(46 6085.363),(47 6114.437),(48 6103.7456),(49 6156.723),(50 6020.4526),(51 6048.365),(52 6069.7886),(53 6134.9746),(54 6014.8496),(55 5980.479),(56 5985.2607),(57 5974.5615),(58 5885.908),(59 5793.817),(60 5709.2437),(61 5777.916),(62 5732.793),(63 5648.35),(64 5561.5527),(65 5525.0234),(66 5449.902),(67 5508.4556),(68 5403.0215),(69 5279.02),(70 5319.3223),(71 5311.5273),(72 5369.3174),(73 5406.14),(74 5418.6035),(75 5518.793),(76 5563.522),(77 5515.345),(78 5519.0586),(79 5592.3613),
(1 3534.816),(2 3591.1812),(3 3977.557),(4 3870.777),(5 3958.6267),(6 4079.0283),(7 3820.6858),(8 4326.299),(9 3817.7659),(10 4531.8433),(11 4055.315),(12 4444.1855),(13 4309.3267),(14 4580.598),(15 4596.2637),(16 4571.9834),(17 4882.1294),(18 4591.4814),(19 5220.571),(20 4896.636),(21 5201.279),(22 5132.7544),(23 5247.4297),(24 5364.37),(25 5346.162),(26 5565.307),(27 5461.368),(28 5718.5317),(29 5486.879),(30 5711.1147),(31 5627.073),(32 5637.678),(33 5615.129),(34 5648.4014),(35 5627.736),(36 5704.713),(37 5746.5864),(38 5728.2495),(39 5862.2925),(40 5695.154),(41 5772.982),(42 5924.828),(43 5985.0923),(44 5921.0864),(45 6111.888),(46 6140.232),(47 6161.8237),(48 6203.1255),(49 6206.4155),(50 6141.7007),(51 6153.7896),(52 6142.1797),(53 6239.316),(54 6103.282),(55 6083.279),(56 6153.219),(57 6049.6606),(58 5922.612),(59 5873.523),(60 5807.381),(61 5769.084),(62 5795.073),(63 5595.1855),(64 5568.596),(65 5550.1206),(66 5470.9287),(67 5399.9663),(68 5323.0967),(69 5355.4844),(70 5289.642),(71 5345.6636),(72 5190.0303),(73 5334.4644),(74 5354.7007),(75 5346.254),(76 5418.3916),(77 5497.9966),(78 5468.6284),(79 5520.7285),
(1 3280.2102),(2 3500.785),(3 3653.5854),(4 3646.7056),(5 3799.3694),(6 3840.7231),(7 3648.383),(8 3998.8496),(9 3625.9417),(10 4088.6235),(11 3851.3584),(12 4128.523),(13 4067.2307),(14 4287.1206),(15 4285.5063),(16 4256.9434),(17 4500.082),(18 4381.018),(19 4790.4487),(20 4615.7065),(21 4850.667),(22 4883.1396),(23 4870.04),(24 5038.6406),(25 5036.378),(26 5141.073),(27 5107.487),(28 5336.49),(29 5197.0137),(30 5271.5435),(31 5205.235),(32 5270.6836),(33 5255.695),(34 5323.3384),(35 5248.2695),(36 5189.9063),(37 5289.401),(38 5300.557),(39 5247.773),(40 5208.0376),(41 5279.5776),(42 5363.9326),(43 5359.214),(44 5246.441),(45 5311.2617),(46 5391.7495),(47 5389.9478),(48 5398.992),(49 5465.6655),(50 5349.302),(51 5394.1646),(52 5330.277),(53 5386.6157),(54 5336.1636),(55 5364.615),(56 5405.267),(57 5310.776),(58 5230.915),(59 5300.268),(60 5233.4727),(61 5135.1855),(62 5122.92),(63 5167.788),(64 5189.4478),(65 5089.8013),(66 5113.6523),(67 5039.55),(68 4986.0396),(69 4974.771),(70 5012.87),(71 5069.0425),(72 4971.013),(73 5035.686),(74 5116.015),(75 5150.758),(76 5162.822),(77 5251.4614),(78 5220.714),(79 5284.8086),
(1 3273.5264),(2 3550.6194),(3 3707.8787),(4 3704.3665),(5 3719.5032),(6 3852.4377),(7 3629.239),(8 3999.9836),(9 3728.8079),(10 4124.169),(11 3853.8962),(12 4076.6538),(13 4065.2373),(14 4185.838),(15 4230.6685),(16 4173.0825),(17 4426.856),(18 4374.1245),(19 4738.973),(20 4590.0825),(21 4728.1987),(22 4740.59),(23 4842.2466),(24 4937.6865),(25 4901.723),(26 5055.6323),(27 5096.832),(28 5166.778),(29 5082.878),(30 5134.9644),(31 5084.4277),(32 5105.343),(33 5124.9556),(34 5122.7197),(35 5105.6895),(36 5073.2363),(37 5125.8496),(38 5034.4155),(39 5120.209),(40 5013.1978),(41 5035.3496),(42 5045.19),(43 5044.9116),(44 5019.7324),(45 5139.2744),(46 5118.6826),(47 5104.5205),(48 5086.5444),(49 5135.32),(50 5052.679),(51 5148.802),(52 5093.863),(53 5123.1284),(54 5087.4287),(55 5092.0625),(56 5223.1143),(57 5086.485),(58 5078.198),(59 5140.1465),(60 5071.526),(61 5011.514),(62 5034.8623),(63 5063.8374),(64 5004.488),(65 4996.326),(66 5004.1284),(67 4966.4824),(68 4947.2188),(69 4994.5205),(70 4884.0464),(71 4970.6045),(72 4927.271),(73 4988.3677),(74 5056.514),(75 5102.512),(76 5074.818),(77 5133.311),(78 5160.734),(79 5094.2583),
(1 3183.0178),(2 3457.9285),(3 3595.88),(4 3625.5757),(5 3647.2227),(6 3758.645),(7 3504.2913),(8 3848.3533),(9 3665.0679),(10 4054.5),(11 3781.4736),(12 3990.9316),(13 3897.722),(14 4126.0835),(15 4156.752),(16 4098.5117),(17 4271.826),(18 4327.587),(19 4541.711),(20 4481.753),(21 4650.4414),(22 4629.827),(23 4710.5786),(24 4874.119),(25 4897.709),(26 4982.585),(27 5113.9004),(28 5122.388),(29 5068.8145),(30 5115.4307),(31 5154.536),(32 5094.5117),(33 5119.4937),(34 5077.68),(35 5124.717),(36 5154.9126),(37 5083.532),(38 5040.462),(39 5048.997),(40 4976.1074),(41 4971.04),(42 4928.8643),(43 4909.5806),(44 4933.565),(45 4989.82),(46 4979.6265),(47 4953.7817),(48 4912.066),(49 4926.523),(50 4908.8867),(51 4914.8447),(52 4893.3228),(53 4846.3384),(54 4876.301),(55 4876.0537),(56 4958.6875),(57 4952.992),(58 4955.9624),(59 4925.3267),(60 4896.9126),(61 4860.334),(62 4977.4453),(63 4947.1895),(64 4908.242),(65 4853.3486),(66 4909.044),(67 4848.24),(68 4871.9697),(69 4879.607),(70 4798.755),(71 4932.6577),(72 4977.6763),(73 4947.0737),(74 5052.3345),(75 5110.348),(76 5035.198),(77 5155.1514),(78 5167.125),(79 5143.651),
(1 3125.7815),(2 3256.2986),(3 3551.392),(4 3575.997),(5 3545.8213),(6 3609.4392),(7 3371.8704),(8 3777.7344),(9 3465.131),(10 3910.6233),(11 3655.095),(12 3893.6611),(13 3775.7808),(14 3961.7273),(15 4019.8474),(16 4060.458),(17 4210.953),(18 4082.395),(19 4425.264),(20 4376.762),(21 4511.791),(22 4486.383),(23 4603.542),(24 4648.689),(25 4630.566),(26 4778.37),(27 4822.0947),(28 4836.9165),(29 4764.856),(30 4894.603),(31 4888.9233),(32 4840.976),(33 4823.6743),(34 4856.418),(35 4834.987),(36 4931.446),(37 4838.459),(38 4758.345),(39 4828.582),(40 4783.256),(41 4723.8237),(42 4713.7065),(43 4795.752),(44 4748.415),(45 4797.435),(46 4892.7314),(47 4826.405),(48 4821.6855),(49 4909.758),(50 4843.2837),(51 4893.181),(52 4845.9805),(53 4878.4546),(54 4802.7),(55 4790.3887),(56 4878.2573),(57 4964.874),(58 4922.6616),(59 4901.299),(60 4877.6216),(61 4755.071),(62 4944.883),(63 4849.3926),(64 4826.051),(65 4876.417),(66 4797.3096),(67 4771.4326),(68 4764.5723),(69 4848.176),(70 4730.0415),(71 4849.258),(72 4845.174),(73 4834.0767),(74 4822.585),(75 4896.008),(76 4868.5557),(77 4901.4336),(78 4921.16),(79 4946.867),
(1 2947.3657),(2 3186.0564),(3 3345.4834),(4 3355.8193),(5 3376.9897),(6 3448.8726),(7 3311.8572),(8 3614.6384),(9 3370.0313),(10 3774.717),(11 3502.4053),(12 3761.4783),(13 3629.593),(14 3816.5227),(15 3874.0093),(16 3878.603),(17 4074.9932),(18 3995.9111),(19 4272.958),(20 4142.5127),(21 4350.0674),(22 4321.2246),(23 4413.8105),(24 4485.8804),(25 4455.992),(26 4540.367),(27 4597.8633),(28 4687.5815),(29 4540.581),(30 4620.296),(31 4734.6196),(32 4644.7437),(33 4645.637),(34 4588.941),(35 4668.102),(36 4629.482),(37 4581.5674),(38 4548.8403),(39 4668.3535),(40 4607.7705),(41 4552.8984),(42 4608.5845),(43 4660.2896),(44 4573.9136),(45 4631.957),(46 4664.315),(47 4680.67),(48 4676.8086),(49 4681.621),(50 4679.42),(51 4726.7686),(52 4628.9243),(53 4701.5425),(54 4613.2256),(55 4564.7515),(56 4681.0693),(57 4595.4395),(58 4570.865),(59 4626.52),(60 4631.6006),(61 4584.874),(62 4576.513),(63 4625.5625),(64 4634.841),(65 4626.4097),(66 4526.2935),(67 4532.216),(68 4559.6035),(69 4592.3647),(70 4519.5005),(71 4610.988),(72 4565.1304),(73 4526.6543),(74 4583.5366),(75 4654.6357),(76 4673.926),(77 4646.434),(78 4656.554),(79 4779.857),
(1 2961.3525),(2 3143.9468),(3 3272.21),(4 3313.1423),(5 3354.2507),(6 3434.2515),(7 3274.803),(8 3546.901),(9 3336.7634),(10 3707.0156),(11 3460.2615),(12 3699.0046),(13 3661.5823),(14 3816.065),(15 3842.4805),(16 3872.4673),(17 4076.7944),(18 3988.6162),(19 4272.401),(20 4186.7427),(21 4352.826),(22 4323.9043),(23 4427.2246),(24 4530.2813),(25 4516.009),(26 4555.061),(27 4597.848),(28 4772.2954),(29 4707.609),(30 4703.7256),(31 4740.355),(32 4692.1343),(33 4701.451),(34 4673.55),(35 4723.363),(36 4727.173),(37 4613.0786),(38 4638.8535),(39 4677.4316),(40 4606.4087),(41 4571.6304),(42 4629.7026),(43 4613.2285),(44 4655.8623),(45 4650.291),(46 4627.7437),(47 4666.625),(48 4641.395),(49 4682.1333),(50 4581.141),(51 4655.9795),(52 4652.0684),(53 4644.155),(54 4657.652),(55 4619.1143),(56 4662.3564),(57 4615.2026),(58 4682.0664),(59 4649.135),(60 4613.9644),(61 4709.3364),(62 4648.3354),(63 4635.9775),(64 4648.8936),(65 4664.7373),(66 4689.6274),(67 4604.1396),(68 4595.458),(69 4601.9478),(70 4648.6655),(71 4606.478),(72 4619.266),(73 4627.097),(74 4616.2773),(75 4725.8164),(76 4690.2466),(77 4727.04),(78 4678.765),(79 4639.4907),
