1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27178.447),(2 77087.805),(3 155702.8),(4 240417.19),(5 335518.84),(6 433484.34),(7 533731.3),(8 629005.9),(9 748161.8),(10 832713.8),(11 926128.75),(12 1046341.5),(13 1199236.1),(14 1407718.6),(15 1627310.1),(16 1827517.4),(17 2061375.6),(18 2295268),(19 2538536.3),(20 2782503),(21 3004531.8),(22 3216964.3),(23 3434689),(24 3664390.8),(25 3846842.8),(26 4032916),(27 4220288),(28 4416044.5),(29 4593837.5),(30 4754585.5),(31 4929820),(32 5148570.5),(33 5363123),(34 5587149.5),(35 5777378.5),(36 5968406.5),(37 6165910),(38 6358331.5),(39 6550991.5),(40 6742276),(41 6924272),(42 7155160),(43 7364374),(44 7562155.5),(45 7717950.5),(46 7967916.5),(47 8189682),(48 8448540),(49 8663096),(50 8911252),(51 9131247),(52 9331139),(53 9503411),(54 9679625),(55 9789814),(56 9986567),(57 10160844),(58 10386096),(59 10573515),(60 10827394),(61 11068399),(62 11364775),(63 11612208),(64 11902265),(65 12198035),(66 12513912),(67 12801171),(68 13131456),(69 13421689),(70 13673780),(71 13888273),(72 14135208),(73 14321501),(74 14530021),(75 14776053),(76 15028429),(77 15256735),(78 15534968),(79 15789733),
(1 41.01308),(2 51.56425),(3 57.19086),(4 60.592865),(5 63.82875),(6 66.09352),(7 66.54242),(8 68.172195),(9 68.86694),(10 70.65818),(11 71.474556),(12 72.27671),(13 73.094574),(14 73.62952),(15 72.608215),(16 73.7837),(17 74.30779),(18 75.06765),(19 74.34669),(20 74.92814),(21 74.46298),(22 75.67049),(23 75.65252),(24 75.79458),(25 75.83532),(26 76.84097),(27 75.20506),(28 75.92706),(29 76.50103),(30 76.40325),(31 76.00456),(32 76.05153),(33 74.99138),(34 76.16145),(35 75.73764),(36 75.631),(37 75.260284),(38 74.80149),(39 74.29912),(40 74.96316),(41 75.09895),(42 75.22675),(43 74.49533),(44 75.1018),(45 75.1841),(46 76.51939),(47 76.1623),(48 77.67625),(49 78.04355),(50 78.06084),(51 78.36282),(52 79.01192),(53 78.81222),(54 80.278595),(55 79.86946),(56 80.832184),(57 80.41117),(58 82.346565),(59 82.25998),(60 83.4652),(61 83.353195),(62 85.85803),(63 85.41499),(64 86.899254),(65 88.19475),(66 88.94406),(67 88.191925),(68 89.56463),(69 90.306854),(70 92.15833),(71 93.35181),(72 92.96233),(73 94.31844),(74 94.68127),(75 95.22048),(76 96.504486),(77 96.78337),(78 97.67757),(79 97.4542),
(1 40.722137),(2 50.85696),(3 56.42759),(4 60.595963),(5 64.26948),(6 66.55607),(7 68.49021),(8 70.31339),(9 70.70716),(10 72.61971),(11 72.886986),(12 73.99095),(13 75.501564),(14 76.41957),(15 76.269226),(16 77.01465),(17 76.95011),(18 77.47879),(19 76.833954),(20 76.444214),(21 76.17495),(22 76.54326),(23 77.23649),(24 77.918),(25 78.09739),(26 78.305),(27 78.13788),(28 77.75923),(29 77.54893),(30 77.039795),(31 76.78862),(32 76.48674),(33 75.87843),(34 76.20452),(35 75.686905),(36 76.71175),(37 76.61353),(38 76.750786),(39 76.07126),(40 75.93722),(41 75.86542),(42 76.67144),(43 75.75535),(44 74.832664),(45 74.57082),(46 77.28552),(47 77.98015),(48 78.46733),(49 79.17522),(50 79.65858),(51 79.85334),(52 80.31557),(53 80.91792),(54 81.41141),(55 82.29788),(56 82.83653),(57 83.73424),(58 84.93254),(59 85.75864),(60 87.27102),(61 88.832726),(62 89.31714),(63 89.18576),(64 90.40904),(65 91.32008),(66 92.356186),(67 92.7648),(68 92.95272),(69 92.97101),(70 95.300446),(71 95.562675),(72 96.0644),(73 96.59225),(74 95.62547),(75 95.21318),(76 96.141266),(77 96.19826),(78 95.65375),(79 95.92323),
(1 41.775227),(2 52.73705),(3 57.793045),(4 61.091778),(5 64.71283),(6 65.72376),(7 66.79749),(8 67.6058),(9 68.00483),(10 70.05944),(11 69.65205),(12 70.8825),(13 71.65113),(14 72.65157),(15 72.727066),(16 73.561775),(17 74.48593),(18 74.76793),(19 74.99124),(20 75.01792),(21 75.00939),(22 76.66203),(23 76.34064),(24 76.73479),(25 77.62363),(26 77.71212),(27 76.29379),(28 75.573654),(29 75.1282),(30 75.53175),(31 76.216095),(32 76.358894),(33 75.99325),(34 77.2541),(35 77.26461),(36 76.81951),(37 76.56099),(38 77.10345),(39 76.39118),(40 76.56149),(41 76.75894),(42 77.01829),(43 77.57136),(44 77.64907),(45 78.57176),(46 80.3901),(47 81.00721),(48 82.67958),(49 83.280975),(50 84.27358),(51 84.268074),(52 85.05656),(53 85.01691),(54 85.886696),(55 86.58883),(56 86.20727),(57 86.60789),(58 88.532234),(59 88.71627),(60 90.12706),(61 91.35624),(62 92.34194),(63 92.07457),(64 92.72866),(65 93.69143),(66 94.26407),(67 93.78281),(68 94.04574),(69 94.73762),(70 97.12004),(71 96.64166),(72 97.40074),(73 97.56502),(74 98.11746),(75 97.142746),(76 97.873),(77 98.10312),(78 99.257385),(79 100.24668),
(1 40.359585),(2 51.257828),(3 55.492065),(4 59.133976),(5 62.721027),(6 64.56152),(7 65.48564),(8 65.09539),(9 66.334496),(10 67.61623),(11 68.02419),(12 69.17952),(13 70.44805),(14 71.85912),(15 71.29282),(16 72.19658),(17 72.63796),(18 73.07204),(19 72.54752),(20 72.39003),(21 71.54843),(22 73.20834),(23 72.93892),(24 73.15303),(25 72.80703),(26 73.6833),(27 73.71937),(28 74.07367),(29 75.17497),(30 74.73364),(31 74.453804),(32 74.25964),(33 73.611404),(34 74.015434),(35 73.78362),(36 74.558136),(37 74.62691),(38 75.76105),(39 74.11728),(40 73.92972),(41 73.33643),(42 73.11902),(43 73.04643),(44 73.437416),(45 73.049164),(46 75.522446),(47 75.876656),(48 76.61357),(49 77.08637),(50 77.07586),(51 77.15009),(52 77.65904),(53 78.04166),(54 78.37011),(55 79.20678),(56 79.71722),(57 80.02016),(58 82.60379),(59 82.24209),(60 83.18005),(61 84.679855),(62 85.236916),(63 85.46668),(64 86.60548),(65 87.76882),(66 88.50352),(67 88.0585),(68 89.07758),(69 89.80974),(70 91.77164),(71 92.707054),(72 93.67962),(73 94.31103),(74 95.46508),(75 94.78201),(76 96.192024),(77 97.34795),(78 97.62472),(79 99.39813),
(1 40.807724),(2 50.93922),(3 55.900238),(4 59.90478),(5 63.59181),(6 64.78149),(7 65.87792),(8 66.86642),(9 67.8274),(10 70.141464),(11 69.501656),(12 70.35324),(13 71.748795),(14 71.80892),(15 71.71365),(16 71.91567),(17 71.85591),(18 72.473015),(19 72.0596),(20 72.30724),(21 72.23097),(22 72.86274),(23 73.19564),(24 73.65615),(25 73.546326),(26 74.35588),(27 73.89275),(28 73.4334),(29 73.871025),(30 73.51367),(31 74.391884),(32 74.69272),(33 74.73929),(34 75.37853),(35 75.24477),(36 74.880646),(37 74.37491),(38 74.501015),(39 73.80374),(40 74.119835),(41 73.64531),(42 74.25435),(43 74.04735),(44 74.28766),(45 74.89585),(46 76.35347),(47 77.199135),(48 77.61949),(49 78.93893),(50 78.95942),(51 79.519295),(52 79.531586),(53 80.20534),(54 79.6165),(55 80.4121),(56 80.6754),(57 81.10257),(58 83.069824),(59 84.135895),(60 85.35058),(61 86.05879),(62 88.113396),(63 87.96531),(64 88.92178),(65 89.40006),(66 90.65921),(67 90.44693),(68 91.109245),(69 91.451355),(70 93.83805),(71 94.34391),(72 95.37198),(73 95.79281),(74 96.634125),(75 96.452896),(76 96.85465),(77 97.05249),(78 96.67895),(79 97.112015),
(1 40.459675),(2 50.367603),(3 55.273247),(4 59.616997),(5 62.10163),(6 63.793015),(7 64.18943),(8 65.56108),(9 66.33301),(10 68.29598),(11 68.63288),(12 70.12183),(13 70.684235),(14 71.67229),(15 71.92045),(16 72.880745),(17 73.89393),(18 73.77927),(19 72.91688),(20 72.94913),(21 72.72559),(22 73.74823),(23 73.59779),(24 73.81382),(25 74.130104),(26 73.651924),(27 72.72863),(28 71.97709),(29 71.92011),(30 71.79295),(31 72.07991),(32 71.905945),(33 72.131935),(34 72.83219),(35 72.911865),(36 73.824486),(37 73.588036),(38 73.12662),(39 72.85033),(40 73.91863),(41 74.55832),(42 75.85267),(43 76.46609),(44 76.8806),(45 77.169334),(46 79.2969),(47 80.482544),(48 80.61216),(49 80.81059),(50 81.8241),(51 81.03782),(52 82.63358),(53 82.98772),(54 83.65446),(55 84.20582),(56 83.56513),(57 84.416725),(58 86.080894),(59 86.87102),(60 87.60298),(61 88.092316),(62 89.65918),(63 88.92799),(64 90.011055),(65 90.699326),(66 91.555756),(67 91.00589),(68 91.82966),(69 92.238144),(70 93.948135),(71 94.10216),(72 94.50876),(73 95.28078),(74 95.73143),(75 95.10896),(76 96.10848),(77 96.79903),(78 97.49177),(79 97.41105),
(1 39.583626),(2 49.455536),(3 54.23167),(4 57.734608),(5 60.626595),(6 62.546093),(7 63.78597),(8 64.752075),(9 65.13772),(10 66.60554),(11 67.2846),(12 68.430046),(13 69.43138),(14 70.244415),(15 69.249825),(16 70.223976),(17 70.92981),(18 71.516174),(19 70.75908),(20 70.712906),(21 70.91652),(22 72.29752),(23 72.21422),(24 72.67072),(25 72.8225),(26 72.74322),(27 72.22521),(28 72.81958),(29 73.143295),(30 73.07089),(31 73.47165),(32 73.60655),(33 73.518394),(34 74.627205),(35 74.30429),(36 74.59863),(37 73.71051),(38 74.23816),(39 73.02323),(40 73.14779),(41 73.31621),(42 73.75472),(43 73.32238),(44 73.71374),(45 74.03288),(46 74.90209),(47 75.37913),(48 76.08055),(49 77.32043),(50 77.88395),(51 77.954926),(52 78.12373),(53 80.11225),(54 80.35441),(55 80.35677),(56 80.51446),(57 80.97648),(58 82.370155),(59 82.397125),(60 83.58185),(61 84.60041),(62 86.30343),(63 85.87404),(64 86.698364),(65 87.58549),(66 87.56071),(67 88.326775),(68 88.56608),(69 88.54719),(70 89.514175),(71 90.66103),(72 92.22556),(73 92.373),(74 93.10224),(75 93.88426),(76 94.53346),(77 95.83187),(78 97.14521),(79 98.01315),
(1 39.362812),(2 49.491123),(3 54.13056),(4 58.105896),(5 60.606785),(6 61.930595),(7 63.29447),(8 64.238655),(9 66.10929),(10 67.831604),(11 68.604225),(12 69.20975),(13 69.618126),(14 70.27034),(15 69.98629),(16 71.5439),(17 71.31564),(18 71.26672),(19 70.99311),(20 70.8873),(21 70.919174),(22 71.619896),(23 71.64148),(24 71.5189),(25 71.69356),(26 71.67989),(27 71.10916),(28 71.033844),(29 71.57008),(30 71.83935),(31 71.63016),(32 71.16806),(33 70.30789),(34 70.93489),(35 70.61924),(36 71.019394),(37 70.47237),(38 70.83569),(39 70.09533),(40 70.47408),(41 69.61788),(42 70.22366),(43 70.71692),(44 70.82437),(45 70.72001),(46 72.34079),(47 73.08721),(48 73.685455),(49 74.64096),(50 75.23281),(51 74.76675),(52 75.66022),(53 76.20014),(54 76.68062),(55 77.104744),(56 77.215195),(57 78.45488),(58 80.66499),(59 81.164635),(60 82.49088),(61 83.667175),(62 85.05267),(63 84.70847),(64 86.167625),(65 86.84826),(66 87.63922),(67 87.070496),(68 87.54776),(69 88.488884),(70 89.644646),(71 89.82057),(72 91.58841),(73 91.352776),(74 91.56955),(75 92.21662),(76 93.187996),(77 94.61158),(78 95.22965),(79 95.611725),
(1 39.549583),(2 49.247124),(3 54.090874),(4 57.93254),(5 60.738037),(6 62.28959),(7 63.289413),(8 63.80206),(9 64.41373),(10 65.97317),(11 66.42812),(12 68.200325),(13 68.0798),(14 68.61878),(15 69.087296),(16 69.87386),(17 70.702156),(18 71.20778),(19 70.0456),(20 70.7423),(21 70.09269),(22 71.88511),(23 71.78225),(24 71.91538),(25 71.62974),(26 71.29088),(27 70.289474),(28 70.92309),(29 70.78102),(30 70.39784),(31 69.6999),(32 70.23165),(33 70.51626),(34 71.1445),(35 71.08071),(36 70.63122),(37 70.50691),(38 71.08537),(39 70.09259),(40 70.58202),(41 70.65606),(42 71.632675),(43 72.36929),(44 73.30025),(45 74.11103),(46 76.57994),(47 77.16196),(48 78.259445),(49 78.16023),(50 78.77454),(51 79.552284),(52 81.14817),(53 81.68977),(54 81.413124),(55 81.90969),(56 81.61888),(57 82.19746),(58 83.67981),(59 83.32504),(60 85.13807),(61 86.06456),(62 86.37858),(63 86.217255),(64 86.88342),(65 87.205574),(66 88.69705),(67 88.86764),(68 88.1555),(69 88.19475),(70 89.560196),(71 91.58483),(72 91.93019),(73 92.711754),(74 93.77736),(75 93.62703),(76 93.37589),(77 93.88086),(78 94.61222),(79 95.90943),
(1 39.736187),(2 50.37405),(3 55.092564),(4 58.92009),(5 61.729294),(6 64.21522),(7 65.404236),(8 66.239624),(9 66.6585),(10 68.48864),(11 68.28716),(12 69.61555),(13 69.57268),(14 70.09584),(15 69.64969),(16 70.4759),(17 71.06189),(18 71.03809),(19 70.81211),(20 70.901794),(21 70.7615),(22 72.28941),(23 72.28647),(24 72.519455),(25 72.936485),(26 73.38404),(27 72.39198),(28 73.64713),(29 73.44047),(30 73.08407),(31 72.76978),(32 72.89746),(33 71.83214),(34 73.6888),(35 73.9507),(36 74.33103),(37 74.049805),(38 74.04432),(39 73.45429),(40 74.07119),(41 74.26791),(42 74.40819),(43 74.47853),(44 74.470924),(45 74.658295),(46 77.22791),(47 76.909805),(48 77.36517),(49 78.682686),(50 80.04586),(51 78.959206),(52 79.11778),(53 80.101364),(54 80.20211),(55 80.94749),(56 80.00051),(57 80.35716),(58 81.98411),(59 83.20861),(60 83.10591),(61 83.89119),(62 85.56093),(63 84.34051),(64 85.332214),(65 86.250725),(66 87.183556),(67 87.58313),(68 88.01212),(69 89.51793),(70 91.29031),(71 91.98185),(72 93.92042),(73 94.75426),(74 96.281944),(75 96.02778),(76 97.35335),(77 99.36317),(78 98.72657),(79 99.76859),
(1 38.369785),(2 48.34337),(3 52.50749),(4 57.18282),(5 59.5894),(6 60.955437),(7 62.90982),(8 64.15653),(9 64.44061),(10 66.73315),(11 66.98291),(12 68.45806),(13 68.31677),(14 69.454315),(15 69.0727),(16 70.20249),(17 70.437515),(18 70.73662),(19 70.337234),(20 70.8531),(21 70.81239),(22 71.25985),(23 71.2698),(24 71.88879),(25 71.409676),(26 71.697426),(27 71.37805),(28 71.33588),(29 71.100044),(30 70.01295),(31 70.42429),(32 70.68676),(33 70.50511),(34 70.2812),(35 70.06439),(36 69.81635),(37 69.72377),(38 70.11915),(39 68.6885),(40 69.51855),(41 69.44083),(42 70.28024),(43 70.31696),(44 70.75922),(45 71.10795),(46 72.751884),(47 72.5215),(48 73.61252),(49 74.66135),(50 75.17422),(51 75.205284),(52 75.4034),(53 74.75593),(54 75.60763),(55 75.86677),(56 76.021614),(57 76.81768),(58 77.80413),(59 78.89686),(60 79.3311),(61 80.19528),(62 82.0537),(63 81.928734),(64 83.449135),(65 84.53512),(66 85.43003),(67 84.75806),(68 85.72699),(69 86.070175),(70 87.20262),(71 88.33413),(72 89.281425),(73 90.064316),(74 90.56649),(75 90.5197),(76 91.244835),(77 91.7607),(78 91.45369),(79 92.5762),
(1 38.31974),(2 48.632915),(3 53.155556),(4 56.62514),(5 59.418087),(6 61.032715),(7 62.27136),(8 62.589),(9 63.56748),(10 65.0763),(11 65.324326),(12 65.94113),(13 67.04564),(14 67.77577),(15 67.636894),(16 68.52489),(17 68.60412),(18 69.05312),(19 68.70804),(20 69.03557),(21 68.68595),(22 69.943695),(23 70.24712),(24 70.291),(25 70.28588),(26 70.246796),(27 69.593605),(28 69.23409),(29 69.136345),(30 69.01621),(31 68.23922),(32 68.28025),(33 69.023636),(34 70.00634),(35 70.07633),(36 70.24833),(37 69.83257),(38 69.825356),(39 69.67014),(40 69.63176),(41 69.72724),(42 70.181335),(43 70.41135),(44 71.25961),(45 71.338776),(46 73.797455),(47 75.13597),(48 75.50833),(49 76.3309),(50 77.40176),(51 78.32109),(52 78.85387),(53 79.68801),(54 80.00434),(55 80.29957),(56 80.89871),(57 80.578255),(58 81.60882),(59 83.04947),(60 83.75517),(61 85.37492),(62 85.765396),(63 86.22182),(64 86.688805),(65 86.21045),(66 86.70271),(67 86.5078),(68 85.87895),(69 86.767235),(70 87.15506),(71 87.16272),(72 87.81405),(73 88.38609),(74 88.68771),(75 89.10406),(76 89.35283),(77 89.90367),(78 90.72825),(79 91.958664),
(1 39.24284),(2 49.254997),(3 53.848694),(4 56.47141),(5 59.18803),(6 61.5407),(7 62.62353),(8 63.59287),(9 65.15813),(10 66.16487),(11 66.2794),(12 66.61067),(13 67.285706),(14 68.26585),(15 67.7478),(16 67.9099),(17 68.60947),(18 68.03784),(19 67.8442),(20 69.01817),(21 68.72189),(22 69.42179),(23 68.97141),(24 69.13102),(25 69.933075),(26 70.37001),(27 70.18178),(28 70.79997),(29 71.05811),(30 71.57614),(31 70.6927),(32 71.31773),(33 71.662384),(34 72.36213),(35 71.691315),(36 71.98694),(37 72.51644),(38 72.91998),(39 73.055954),(40 73.458),(41 73.87806),(42 74.33576),(43 74.48808),(44 75.14543),(45 75.6876),(46 77.403114),(47 77.870705),(48 78.247375),(49 79.932396),(50 80.22645),(51 80.09789),(52 80.41532),(53 80.73944),(54 81.875275),(55 81.391365),(56 81.14061),(57 80.73183),(58 82.609634),(59 82.06047),(60 82.30416),(61 82.03087),(62 84.17057),(63 85.09716),(64 85.23959),(65 85.8728),(66 86.27507),(67 85.89927),(68 87.04234),(69 87.42209),(70 88.2757),(71 88.60164),(72 89.71626),(73 90.26092),(74 91.32753),(75 92.666374),(76 93.59973),(77 95.12859),(78 96.29854),(79 98.06076),
(1 37.92105),(2 48.13352),(3 52.82497),(4 56.383038),(5 59.633633),(6 62.10171),(7 63.801483),(8 64.08993),(9 65.662346),(10 66.71301),(11 66.511406),(12 67.6929),(13 69.09231),(14 70.42513),(15 69.04986),(16 70.61912),(17 71.096085),(18 70.5984),(19 69.06008),(20 69.600555),(21 69.16756),(22 69.802),(23 70.002594),(24 70.31338),(25 70.428085),(26 70.25365),(27 69.70512),(28 70.18768),(29 69.85565),(30 70.60672),(31 69.80705),(32 68.92444),(33 68.60378),(34 69.135574),(35 69.57392),(36 69.66805),(37 69.21459),(38 68.66014),(39 68.671875),(40 69.14496),(41 69.73078),(42 70.0068),(43 70.44923),(44 70.05144),(45 70.880684),(46 72.739456),(47 72.47971),(48 72.929695),(49 74.57981),(50 75.61675),(51 76.05362),(52 77.09734),(53 77.85253),(54 78.21507),(55 78.76589),(56 79.24441),(57 79.53807),(58 80.30246),(59 80.99125),(60 81.74576),(61 82.810715),(62 84.24083),(63 84.037025),(64 85.38273),(65 86.11057),(66 86.84716),(67 87.3737),(68 87.97932),(69 90.47853),(70 91.01121),(71 91.5399),(72 92.77439),(73 93.42398),(74 94.08635),(75 94.05921),(76 95.43322),(77 95.87936),(78 96.80606),(79 98.981766),
(1 38.887257),(2 49.079597),(3 53.829987),(4 56.68084),(5 59.416775),(6 60.69729),(7 61.67424),(8 62.44727),(9 63.027256),(10 64.292206),(11 65.08958),(12 66.36336),(13 67.24154),(14 67.70803),(15 67.51957),(16 68.628685),(17 68.97439),(18 68.85206),(19 68.82062),(20 69.010155),(21 69.460915),(22 71.69509),(23 71.0093),(24 70.9049),(25 70.97559),(26 71.64773),(27 71.398026),(28 70.664444),(29 70.10622),(30 69.8867),(31 69.48748),(32 69.81676),(33 68.93153),(34 69.93896),(35 70.62931),(36 71.27198),(37 70.76637),(38 70.722466),(39 70.75442),(40 70.72473),(41 70.62964),(42 71.32326),(43 72.10975),(44 71.98498),(45 72.23321),(46 73.47236),(47 73.60332),(48 73.78458),(49 75.30956),(50 76.30777),(51 77.63382),(52 78.5695),(53 78.998566),(54 79.55053),(55 79.35917),(56 79.85809),(57 81.11961),(58 81.72645),(59 82.07321),(60 81.90838),(61 83.792305),(62 84.678696),(63 84.415306),(64 85.384674),(65 86.36846),(66 86.3504),(67 86.58813),(68 86.756874),(69 87.335045),(70 88.30796),(71 89.33303),(72 90.72586),(73 90.76947),(74 90.931366),(75 91.13516),(76 91.76818),(77 91.87353),(78 91.683365),(79 92.24737),
(1 37.714928),(2 46.614647),(3 51.2668),(4 54.747673),(5 56.754215),(6 59.21554),(7 59.294518),(8 60.566177),(9 60.955215),(10 62.14794),(11 62.47887),(12 63.820858),(13 64.75347),(14 65.0163),(15 64.556725),(16 65.93758),(17 66.74069),(18 67.3831),(19 66.56325),(20 66.73128),(21 66.57626),(22 67.544235),(23 68.341125),(24 68.662926),(25 69.27803),(26 69.115746),(27 68.96056),(28 69.526054),(29 70.172104),(30 69.75416),(31 69.69013),(32 69.02068),(33 69.242874),(34 70.08825),(35 69.79347),(36 70.29057),(37 70.068),(38 70.0242),(39 69.53845),(40 69.89603),(41 70.02159),(42 70.350235),(43 70.41408),(44 70.95003),(45 71.1528),(46 71.99793),(47 72.4124),(48 73.20575),(49 73.763916),(50 74.16857),(51 74.38603),(52 74.82366),(53 75.69007),(54 75.79077),(55 75.371635),(56 76.09367),(57 76.088455),(58 77.3191),(59 77.401215),(60 77.56783),(61 78.31679),(62 79.927574),(63 79.36336),(64 79.12184),(65 79.557495),(66 80.25133),(67 80.681175),(68 79.830185),(69 81.12172),(70 81.85903),(71 82.92925),(72 83.4923),(73 84.28738),(74 84.10264),(75 84.31633),(76 84.65137),(77 85.28355),(78 85.86015),(79 86.70424),
(1 38.108463),(2 47.706245),(3 51.337086),(4 54.61839),(5 57.27565),(6 59.088146),(7 60.84437),(8 61.76123),(9 62.57877),(10 64.45914),(11 64.95739),(12 66.05748),(13 66.50322),(14 66.88013),(15 66.57929),(16 67.62368),(17 68.53021),(18 69.49692),(19 68.9874),(20 69.51346),(21 69.08069),(22 69.54925),(23 70.122765),(24 69.891205),(25 70.39113),(26 70.26854),(27 70.82026),(28 71.297455),(29 70.709946),(30 70.72559),(31 70.17315),(32 70.38872),(33 69.62738),(34 71.05576),(35 70.87704),(36 70.789505),(37 70.81162),(38 71.02293),(39 70.39903),(40 70.91284),(41 71.90116),(42 72.13199),(43 72.11336),(44 72.401634),(45 73.11957),(46 73.6325),(47 74.11093),(48 74.562706),(49 74.408554),(50 74.89624),(51 74.68199),(52 75.37017),(53 75.58149),(54 76.30058),(55 76.058044),(56 75.996605),(57 77.02332),(58 78.16704),(59 77.95339),(60 78.905525),(61 79.90529),(62 81.5824),(63 81.35565),(64 82.29187),(65 82.80019),(66 83.23307),(67 84.59446),(68 84.6264),(69 86.030266),(70 88.32876),(71 87.82892),(72 89.58612),(73 90.25725),(74 90.815926),(75 91.42232),(76 92.76898),(77 92.63937),(78 94.32349),(79 94.84307),
(1 37.933506),(2 47.23525),(3 51.95848),(4 55.967735),(5 57.975857),(6 59.44573),(7 60.028423),(8 61.024452),(9 61.708736),(10 63.26099),(11 63.703526),(12 64.29694),(13 64.723724),(14 64.48846),(15 65.206436),(16 65.829094),(17 66.50738),(18 67.08324),(19 67.029724),(20 67.48986),(21 67.271286),(22 67.997604),(23 67.774475),(24 68.29462),(25 68.49775),(26 68.226006),(27 67.4904),(28 67.34812),(29 67.561295),(30 68.26614),(31 68.362045),(32 68.54752),(33 67.68511),(34 68.45361),(35 68.34706),(36 68.30402),(37 68.14017),(38 68.19971),(39 68.29808),(40 67.63877),(41 67.76076),(42 68.00209),(43 68.597404),(44 68.761795),(45 68.53446),(46 70.72492),(47 71.44154),(48 71.74727),(49 72.81002),(50 73.33843),(51 72.466805),(52 74.171616),(53 74.5582),(54 75.390366),(55 75.49039),(56 75.96967),(57 76.750755),(58 78.35638),(59 78.342705),(60 79.28221),(61 79.910416),(62 81.57029),(63 81.441414),(64 82.28521),(65 82.707664),(66 84.03837),(67 84.230515),(68 85.12573),(69 86.09967),(70 87.383705),(71 87.665),(72 89.03876),(73 90.1132),(74 91.15736),(75 90.62129),(76 91.316696),(77 90.893),(78 91.37467),(79 92.14604),
