1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27178.447),(2 77087.805),(3 155702.8),(4 240417.19),(5 335518.84),(6 433484.34),(7 533731.3),(8 629005.9),(9 748161.8),(10 832713.8),(11 926128.75),(12 1046341.5),(13 1199236.1),(14 1407718.6),(15 1627310.1),(16 1827517.4),(17 2061375.6),(18 2295268),(19 2538536.3),(20 2782503),(21 3004531.8),(22 3216964.3),(23 3434689),(24 3664390.8),(25 3846842.8),(26 4032916),(27 4220288),(28 4416044.5),(29 4593837.5),(30 4754585.5),(31 4929820),(32 5148570.5),(33 5363123),(34 5587149.5),(35 5777378.5),(36 5968406.5),(37 6165910),(38 6358331.5),(39 6550991.5),(40 6742276),(41 6924272),(42 7155160),(43 7364374),(44 7562155.5),(45 7717950.5),(46 7967916.5),(47 8189682),(48 8448540),(49 8663096),(50 8911252),(51 9131247),(52 9331139),(53 9503411),(54 9679625),(55 9789814),(56 9986567),(57 10160844),(58 10386096),(59 10573515),(60 10827394),(61 11068399),(62 11364775),(63 11612208),(64 11902265),(65 12198035),(66 12513912),(67 12801171),(68 13131456),(69 13421689),(70 13673780),(71 13888273),(72 14135208),(73 14321501),(74 14530021),(75 14776053),(76 15028429),(77 15256735),(78 15534968),(79 15789733),
(1 90.39495),(2 117.33667),(3 130.44197),(4 138.61545),(5 145.38005),(6 150.79376),(7 151.47833),(8 154.21642),(9 156.68558),(10 159.96393),(11 161.9429),(12 162.93791),(13 164.19879),(14 163.8889),(15 163.2129),(16 164.02782),(17 165.32207),(18 168.17703),(19 169.73285),(20 169.64311),(21 168.66832),(22 170.757),(23 172.56723),(24 173.18896),(25 173.74458),(26 175.3549),(27 172.6348),(28 172.51468),(29 172.88013),(30 171.40569),(31 170.05486),(32 167.86678),(33 167.52725),(34 168.67166),(35 170.42978),(36 170.24263),(37 169.31015),(38 170.98157),(39 168.92459),(40 167.39925),(41 167.68236),(42 168.78246),(43 167.41238),(44 169.58981),(45 168.948),(46 175.32605),(47 176.04211),(48 177.42287),(49 177.42307),(50 180.5395),(51 180.5471),(52 180.76122),(53 183.1343),(54 185.22235),(55 186.78206),(56 187.82654),(57 188.53271),(58 190.57347),(59 190.63225),(60 189.54622),(61 190.6088),(62 192.22585),(63 191.14655),(64 192.79034),(65 194.14297),(66 193.46751),(67 192.3088),(68 192.13286),(69 190.33693),(70 193.19923),(71 194.18132),(72 195.09818),(73 194.87737),(74 197.45345),(75 197.85625),(76 199.80286),(77 201.28638),(78 203.14003),(79 202.38286),
(1 88.27058),(2 116.520905),(3 128.3469),(4 137.22061),(5 143.86629),(6 149.13327),(7 151.06721),(8 150.94241),(9 153.62062),(10 158.33795),(11 157.86803),(12 160.30504),(13 163.66638),(14 164.15652),(15 164.63713),(16 164.32268),(17 168.24901),(18 168.51724),(19 167.82399),(20 168.6334),(21 165.70871),(22 168.97304),(23 168.16246),(24 168.10257),(25 170.1411),(26 171.10887),(27 169.26625),(28 169.65268),(29 168.37994),(30 166.62859),(31 166.55646),(32 165.13152),(33 163.83582),(34 167.03607),(35 167.62616),(36 167.10707),(37 167.91628),(38 167.6209),(39 164.75578),(40 164.15286),(41 167.32516),(42 168.45387),(43 168.53992),(44 171.66292),(45 170.97401),(46 175.09816),(47 173.6924),(48 176.1267),(49 177.94524),(50 180.98262),(51 181.00058),(52 181.10988),(53 183.59698),(54 185.39784),(55 183.50154),(56 185.11183),(57 185.71861),(58 189.68431),(59 190.76625),(60 190.2453),(61 189.9221),(62 190.35779),(63 188.72981),(64 189.06078),(65 191.13943),(66 191.42648),(67 191.3094),(68 190.86093),(69 191.91281),(70 196.77792),(71 196.92212),(72 197.15578),(73 197.67238),(74 197.7445),(75 197.8955),(76 197.13747),(77 196.6811),(78 197.16992),(79 197.37154),
(1 89.90392),(2 117.03512),(3 128.40247),(4 138.56015),(5 145.19234),(6 148.37024),(7 150.09267),(8 152.67003),(9 154.98491),(10 157.9493),(11 160.09814),(12 160.84312),(13 163.86246),(14 164.36423),(15 163.60345),(16 163.44756),(17 163.8338),(18 163.79013),(19 165.4059),(20 165.42953),(21 164.6184),(22 167.85144),(23 167.85005),(24 169.6631),(25 170.84166),(26 170.96822),(27 169.11836),(28 169.44638),(29 169.08482),(30 169.86542),(31 169.7098),(32 169.60608),(33 168.58794),(34 170.52696),(35 170.48834),(36 170.25233),(37 169.78877),(38 170.96727),(39 167.48972),(40 166.66756),(41 166.09033),(42 166.50114),(43 167.10515),(44 166.77373),(45 165.59238),(46 168.79146),(47 168.36296),(48 170.94595),(49 170.94531),(50 173.31422),(51 174.3452),(52 175.17502),(53 178.94884),(54 179.8286),(55 178.99548),(56 180.6494),(57 180.38045),(58 182.71489),(59 182.39049),(60 185.29308),(61 185.81248),(62 187.385),(63 185.65489),(64 186.89307),(65 188.66888),(66 190.26135),(67 190.31082),(68 192.96121),(69 194.64085),(70 196.1546),(71 198.28651),(72 200.40399),(73 203.14189),(74 203.8948),(75 202.35562),(76 204.20845),(77 204.44785),(78 204.32726),(79 203.50789),
(1 87.924545),(2 114.05539),(3 125.06852),(4 133.85567),(5 139.38728),(6 141.4383),(7 143.34827),(8 146.14235),(9 146.72122),(10 150.29094),(11 152.62831),(12 153.74359),(13 155.05179),(14 155.7692),(15 155.03636),(16 155.09132),(17 156.28123),(18 159.27827),(19 158.49709),(20 158.61606),(21 158.41193),(22 161.90582),(23 162.1251),(24 163.14737),(25 163.46909),(26 163.89122),(27 164.38272),(28 162.14154),(29 163.37122),(30 162.25539),(31 160.86409),(32 161.75938),(33 163.86882),(34 167.16139),(35 165.26303),(36 164.0948),(37 164.44676),(38 164.21793),(39 163.58719),(40 164.40233),(41 164.29677),(42 164.96805),(43 164.26738),(44 163.64253),(45 164.64969),(46 167.66689),(47 169.14975),(48 169.25453),(49 172.1379),(50 175.09288),(51 172.63234),(52 174.32262),(53 175.69937),(54 177.83875),(55 178.08234),(56 180.12845),(57 180.79213),(58 183.20154),(59 182.16293),(60 184.6995),(61 185.22499),(62 188.05054),(63 184.49007),(64 186.64566),(65 187.76851),(66 188.34875),(67 188.17676),(68 187.34518),(69 187.3489),(70 190.01704),(71 191.15714),(72 194.26575),(73 193.64778),(74 193.55864),(75 193.41316),(76 193.4872),(77 193.71446),(78 194.79065),(79 195.49405),
(1 88.388756),(2 114.5064),(3 125.56632),(4 133.9949),(5 140.4105),(6 143.4357),(7 146.82664),(8 147.54597),(9 147.31462),(10 153.4078),(11 153.71037),(12 154.55031),(13 157.70016),(14 159.8798),(15 160.07518),(16 158.97025),(17 160.19968),(18 161.00989),(19 161.49133),(20 161.20085),(21 161.36412),(22 161.60725),(23 161.73615),(24 162.42825),(25 161.92201),(26 165.05084),(27 160.70203),(28 159.00626),(29 160.68974),(30 159.94083),(31 158.63002),(32 160.29436),(33 160.03539),(34 162.45633),(35 161.92355),(36 162.46838),(37 162.08633),(38 160.69603),(39 160.38249),(40 160.83601),(41 160.58484),(42 163.14084),(43 164.35713),(44 165.0337),(45 164.87323),(46 168.8084),(47 167.89366),(48 169.61964),(49 172.04337),(50 173.96321),(51 172.26427),(52 172.89001),(53 174.1379),(54 175.26337),(55 176.51082),(56 176.3847),(57 177.8994),(58 183.6824),(59 184.9291),(60 185.71355),(61 187.64069),(62 185.70192),(63 186.73918),(64 187.02983),(65 187.88408),(66 187.16707),(67 187.31557),(68 188.793),(69 189.09587),(70 191.61061),(71 191.14537),(72 192.9975),(73 193.23878),(74 192.64021),(75 192.1459),(76 191.46172),(77 193.93988),(78 193.47806),(79 192.56372),
(1 86.4812),(2 110.720985),(3 121.99169),(4 130.15482),(5 135.3616),(6 138.94902),(7 141.8313),(8 144.14915),(9 144.1023),(10 146.79866),(11 147.54881),(12 148.09941),(13 151.23763),(14 152.21223),(15 151.81172),(16 153.25812),(17 154.63368),(18 154.87357),(19 154.99666),(20 154.42154),(21 153.59747),(22 155.35635),(23 155.51204),(24 157.98807),(25 157.52538),(26 159.06157),(27 155.7144),(28 155.10106),(29 155.28656),(30 155.12425),(31 155.36748),(32 154.48264),(33 155.31409),(34 157.49536),(35 158.55676),(36 159.58594),(37 159.23454),(38 159.31331),(39 157.47493),(40 157.43971),(41 157.68176),(42 157.846),(43 157.93169),(44 157.41002),(45 157.42155),(46 160.60103),(47 162.98308),(48 163.53378),(49 163.54681),(50 164.4241),(51 164.9791),(52 165.91019),(53 167.29002),(54 169.07384),(55 169.7382),(56 170.67958),(57 172.26154),(58 175.65364),(59 176.04427),(60 176.56949),(61 177.19417),(62 180.2976),(63 179.9884),(64 180.52568),(65 181.11528),(66 181.3429),(67 180.53044),(68 182.36542),(69 181.30583),(70 184.4871),(71 186.10707),(72 185.79616),(73 184.36424),(74 184.8138),(75 184.46072),(76 182.96768),(77 183.36075),(78 183.67197),(79 185.74857),
(1 87.184814),(2 110.98115),(3 121.945724),(4 130.94183),(5 136.16684),(6 138.602),(7 140.68877),(8 142.59315),(9 141.6631),(10 146.73268),(11 148.33905),(12 150.12636),(13 152.40417),(14 153.61812),(15 151.87198),(16 153.26576),(17 155.8743),(18 156.3597),(19 156.49153),(20 155.59198),(21 155.50784),(22 156.57819),(23 158.07983),(24 157.96135),(25 157.59688),(26 159.15778),(27 157.07819),(28 157.49422),(29 158.5163),(30 157.98643),(31 156.74963),(32 156.84785),(33 156.13509),(34 158.96481),(35 159.08623),(36 158.96133),(37 158.10156),(38 158.32979),(39 158.5455),(40 156.83139),(41 158.31734),(42 157.82138),(43 157.45523),(44 160.43726),(45 160.21399),(46 161.88477),(47 163.2075),(48 163.54083),(49 166.3302),(50 167.17055),(51 165.61528),(52 167.05124),(53 168.57822),(54 168.4907),(55 169.29697),(56 171.01614),(57 172.45998),(58 174.84503),(59 174.67764),(60 174.5953),(61 174.43361),(62 177.62024),(63 178.34813),(64 178.74077),(65 183.50488),(66 183.31041),(67 184.20284),(68 183.6087),(69 183.99306),(70 186.57433),(71 187.91684),(72 188.59106),(73 189.45132),(74 190.46947),(75 190.16682),(76 190.53436),(77 192.26544),(78 194.05292),(79 193.51448),
(1 84.47968),(2 110.118835),(3 122.68319),(4 130.80748),(5 136.44484),(6 140.31026),(7 141.56265),(8 143.6902),(9 143.71631),(10 146.4655),(11 147.89441),(12 149.48552),(13 150.17671),(14 151.19337),(15 152.4875),(16 153.04738),(17 153.14067),(18 154.05548),(19 154.54822),(20 153.00731),(21 154.19937),(22 156.38956),(23 157.13585),(24 158.79356),(25 159.26872),(26 159.73625),(27 157.0677),(28 156.31128),(29 155.07735),(30 155.36479),(31 154.35992),(32 156.4333),(33 156.39737),(34 159.98398),(35 158.50609),(36 157.57936),(37 157.33958),(38 156.7294),(39 154.82547),(40 156.48088),(41 156.51645),(42 157.2893),(43 157.12755),(44 157.51042),(45 159.3612),(46 162.52835),(47 164.35298),(48 166.29674),(49 165.52176),(50 169.28372),(51 168.77086),(52 171.02664),(53 173.62936),(54 174.53168),(55 176.15314),(56 178.56168),(57 178.62985),(58 183.68388),(59 184.21922),(60 184.00314),(61 183.64375),(62 186.67532),(63 185.73196),(64 186.62048),(65 189.05284),(66 188.60623),(67 188.98946),(68 188.91663),(69 191.96217),(70 193.24542),(71 193.84804),(72 194.16066),(73 196.82121),(74 198.56447),(75 197.35005),(76 198.56418),(77 198.95178),(78 200.04576),(79 201.3345),
(1 84.767235),(2 108.778435),(3 118.67469),(4 127.74863),(5 132.0992),(6 137.68233),(7 140.43544),(8 143.28271),(9 145.46712),(10 147.86324),(11 147.84819),(12 148.66435),(13 151.29887),(14 152.81601),(15 152.75084),(16 152.90038),(17 154.38489),(18 154.98268),(19 153.45923),(20 154.623),(21 153.7351),(22 157.07462),(23 156.82722),(24 157.7427),(25 157.32158),(26 157.72508),(27 155.62839),(28 155.96748),(29 155.07011),(30 155.57361),(31 155.20215),(32 154.62259),(33 155.36281),(34 158.20975),(35 158.61829),(36 159.93599),(37 161.31047),(38 161.01329),(39 159.63733),(40 159.19203),(41 158.62703),(42 156.38258),(43 156.56133),(44 158.06093),(45 157.00552),(46 159.53668),(47 160.16092),(48 162.17932),(49 163.63338),(50 164.68849),(51 165.0706),(52 166.28685),(53 167.26822),(54 169.34729),(55 169.5369),(56 170.7184),(57 170.51607),(58 171.16165),(59 171.4416),(60 172.10564),(61 170.8944),(62 174.68317),(63 174.22713),(64 174.19081),(65 175.61316),(66 176.5991),(67 176.09344),(68 176.28816),(69 177.2066),(70 178.94475),(71 179.92247),(72 181.18506),(73 182.71097),(74 184.96228),(75 183.10153),(76 183.70924),(77 183.30232),(78 185.02626),(79 184.94058),
(1 83.502754),(2 106.540215),(3 117.798706),(4 126.97821),(5 132.10962),(6 136.23842),(7 138.35028),(8 141.25786),(9 143.51033),(10 145.85042),(11 145.42664),(12 147.66103),(13 150.71542),(14 151.038),(15 151.15413),(16 152.4862),(17 152.89642),(18 153.8045),(19 153.46736),(20 155.00917),(21 155.2587),(22 156.51971),(23 157.57501),(24 158.5497),(25 158.44432),(26 158.223),(27 157.34138),(28 156.90292),(29 156.86752),(30 158.65707),(31 156.60016),(32 154.92374),(33 154.70712),(34 154.78723),(35 153.48767),(36 154.66548),(37 154.95322),(38 154.80154),(39 153.1217),(40 154.4889),(41 153.91292),(42 153.5087),(43 153.34818),(44 152.8774),(45 152.66812),(46 157.20546),(47 156.30823),(48 158.74147),(49 159.23691),(50 159.46889),(51 160.59526),(52 159.34279),(53 161.01608),(54 162.2743),(55 164.25703),(56 164.55455),(57 165.82286),(58 166.39694),(59 167.61171),(60 169.80347),(61 171.16666),(62 173.41972),(63 173.12413),(64 174.6298),(65 175.7991),(66 177.19055),(67 176.17392),(68 177.08047),(69 180.0232),(70 181.35454),(71 182.3097),(72 184.47777),(73 185.39264),(74 184.90356),(75 183.60837),(76 184.9976),(77 186.45004),(78 189.22804),(79 190.58505),
(1 81.354614),(2 105.71465),(3 114.74834),(4 123.99665),(5 128.82484),(6 132.9888),(7 133.76535),(8 137.09923),(9 137.4225),(10 140.37991),(11 140.63066),(12 143.19951),(13 143.00365),(14 144.76042),(15 144.10497),(16 145.89745),(17 145.50018),(18 147.82205),(19 148.18251),(20 148.50558),(21 147.23915),(22 152.06314),(23 150.79744),(24 152.05513),(25 152.51997),(26 152.19101),(27 151.09956),(28 151.12903),(29 148.68465),(30 149.78546),(31 148.85173),(32 149.1903),(33 147.75546),(34 150.43863),(35 149.68674),(36 150.25827),(37 150.5963),(38 150.04993),(39 149.34335),(40 150.59764),(41 151.35252),(42 150.31139),(43 151.26277),(44 152.06506),(45 153.37491),(46 158.12091),(47 158.8313),(48 158.53505),(49 160.43867),(50 162.29868),(51 162.68947),(52 164.08458),(53 165.64078),(54 167.7322),(55 167.99939),(56 169.63373),(57 168.45815),(58 173.31866),(59 174.02153),(60 173.70482),(61 177.17328),(62 175.64597),(63 176.56635),(64 177.93123),(65 179.03847),(66 180.08566),(67 179.07146),(68 180.24924),(69 181.35474),(70 181.98904),(71 181.43666),(72 182.57251),(73 184.1333),(74 183.2722),(75 182.81627),(76 183.42053),(77 183.91205),(78 185.73743),(79 185.2266),
(1 82.61535),(2 106.798256),(3 117.74561),(4 125.72963),(5 131.46245),(6 134.3793),(7 136.56969),(8 138.0883),(9 140.59822),(10 143.68694),(11 144.66272),(12 146.92381),(13 150.12396),(14 150.17607),(15 148.91856),(16 149.7054),(17 150.78131),(18 151.13303),(19 150.32724),(20 149.9096),(21 150.50958),(22 153.39183),(23 154.98929),(24 153.06902),(25 154.11588),(26 154.40364),(27 153.37161),(28 155.07582),(29 154.38829),(30 154.48438),(31 154.45891),(32 153.7485),(33 153.11264),(34 151.95807),(35 151.20099),(36 151.60939),(37 152.41464),(38 153.2074),(39 150.97136),(40 152.24298),(41 151.54703),(42 152.846),(43 152.59238),(44 154.00119),(45 152.56427),(46 155.9838),(47 155.26439),(48 155.44588),(49 158.30733),(50 159.9351),(51 160.62459),(52 162.42726),(53 165.7243),(54 165.6951),(55 166.05824),(56 167.22838),(57 168.80907),(58 170.71199),(59 169.80511),(60 168.99615),(61 171.73552),(62 174.58174),(63 174.55069),(64 176.34367),(65 177.24417),(66 177.42038),(67 176.63145),(68 176.98218),(69 178.62552),(70 181.67407),(71 182.13698),(72 182.72775),(73 183.1278),(74 183.13838),(75 182.72261),(76 184.33354),(77 185.00883),(78 184.51453),(79 184.75),
(1 81.02646),(2 103.71211),(3 113.65549),(4 121.50591),(5 127.04393),(6 130.5123),(7 131.50847),(8 132.83241),(9 133.73302),(10 138.51219),(11 139.63222),(12 142.05301),(13 142.31982),(14 143.89955),(15 142.58908),(16 144.84265),(17 145.95624),(18 145.97615),(19 146.22818),(20 146.6366),(21 144.7801),(22 149.18402),(23 148.00467),(24 148.34085),(25 148.36368),(26 147.45674),(27 147.52898),(28 148.38258),(29 147.72989),(30 146.96317),(31 147.51166),(32 146.76476),(33 147.20218),(34 147.38658),(35 146.60437),(36 146.3828),(37 145.13174),(38 145.4472),(39 143.94243),(40 144.38814),(41 143.23741),(42 144.20825),(43 143.63509),(44 145.02045),(45 143.33272),(46 147.93063),(47 150.26222),(48 151.76454),(49 153.98346),(50 154.16219),(51 154.5596),(52 155.24352),(53 156.16232),(54 157.09535),(55 158.45421),(56 160.35709),(57 161.16454),(58 163.05727),(59 162.97433),(60 163.19987),(61 164.3089),(62 167.41814),(63 167.32062),(64 169.54982),(65 170.58148),(66 171.91502),(67 170.79143),(68 171.68773),(69 173.22607),(70 176.46349),(71 176.80109),(72 177.25967),(73 177.80962),(74 179.03229),(75 178.46025),(76 180.32977),(77 180.55257),(78 183.13718),(79 183.97305),
(1 79.74478),(2 103.83058),(3 115.541664),(4 123.48476),(5 127.719734),(6 131.43063),(7 132.40018),(8 135.00607),(9 136.0002),(10 138.65709),(11 139.5986),(12 141.04588),(13 142.41525),(14 141.73459),(15 142.58485),(16 144.82668),(17 144.63354),(18 147.22873),(19 147.47076),(20 147.81276),(21 147.25827),(22 151.09872),(23 151.62332),(24 152.29248),(25 151.87874),(26 153.00005),(27 151.01836),(28 149.97862),(29 149.48315),(30 147.49655),(31 148.48116),(32 146.51663),(33 145.94838),(34 147.49178),(35 147.37817),(36 147.33542),(37 147.70561),(38 149.90433),(39 147.66232),(40 147.59169),(41 150.33377),(42 149.00238),(43 149.6628),(44 150.50754),(45 152.18379),(46 156.16525),(47 156.70499),(48 158.20372),(49 158.97614),(50 159.87918),(51 160.58778),(52 161.94),(53 162.97441),(54 163.96944),(55 164.76784),(56 167.0078),(57 167.22452),(58 171.084),(59 171.7151),(60 173.52306),(61 172.02458),(62 174.62128),(63 175.70049),(64 177.65494),(65 176.8698),(66 179.09962),(67 177.46452),(68 178.06929),(69 178.43346),(70 182.59451),(71 184.0665),(72 186.29897),(73 187.60355),(74 188.1848),(75 185.63753),(76 187.84435),(77 186.83199),(78 187.80717),(79 188.36923),
(1 79.0593),(2 101.163445),(3 110.915565),(4 118.04438),(5 121.53595),(6 124.32549),(7 126.72649),(8 128.27109),(9 131.10883),(10 134.05396),(11 134.61966),(12 138.08315),(13 138.59155),(14 140.83423),(15 139.94778),(16 141.87062),(17 142.8293),(18 142.3908),(19 143.82999),(20 143.97368),(21 146.14645),(22 147.16783),(23 146.57935),(24 147.07248),(25 146.1384),(26 147.79237),(27 146.39522),(28 146.27802),(29 148.25192),(30 148.0904),(31 146.55737),(32 143.85493),(33 143.1671),(34 144.51154),(35 145.3024),(36 144.37111),(37 145.29953),(38 146.36139),(39 144.70847),(40 144.79413),(41 145.14734),(42 144.48785),(43 143.83818),(44 145.92308),(45 144.85948),(46 149.1695),(47 148.2377),(48 148.77078),(49 151.50897),(50 151.51413),(51 152.05478),(52 153.93394),(53 154.41075),(54 155.78966),(55 155.25774),(56 156.03903),(57 157.47801),(58 159.83223),(59 161.4351),(60 162.68654),(61 163.93987),(62 165.49933),(63 165.30815),(64 164.41676),(65 165.57813),(66 167.27246),(67 166.9995),(68 168.71744),(69 169.63148),(70 173.77124),(71 175.52351),(72 177.47836),(73 178.55602),(74 177.79008),(75 176.35779),(76 176.9388),(77 177.09328),(78 177.03696),(79 177.47482),
(1 77.17588),(2 99.43459),(3 108.39556),(4 117.3992),(5 122.36398),(6 125.581894),(7 128.10167),(8 130.89734),(9 131.29889),(10 134.74823),(11 135.17636),(12 137.328),(13 137.91362),(14 138.68773),(15 136.53854),(16 138.0216),(17 139.887),(18 139.22864),(19 140.83603),(20 140.5206),(21 139.936),(22 142.95322),(23 142.56018),(24 143.3763),(25 143.25732),(26 144.55861),(27 143.40979),(28 144.0285),(29 145.2211),(30 144.15526),(31 142.86755),(32 143.30559),(33 142.46236),(34 145.58174),(35 145.39362),(36 145.41217),(37 146.29532),(38 146.36235),(39 143.2195),(40 144.20932),(41 143.42346),(42 143.86981),(43 142.66898),(44 143.25125),(45 142.79793),(46 147.45198),(47 146.90536),(48 148.07469),(49 150.93692),(50 152.01709),(51 150.31505),(52 150.20148),(53 153.29335),(54 154.95956),(55 156.33322),(56 157.90831),(57 157.87628),(58 161.47385),(59 161.21953),(60 162.29951),(61 163.97125),(62 165.98572),(63 166.98898),(64 169.26787),(65 170.14256),(66 171.09808),(67 170.14352),(68 169.55615),(69 172.35167),(70 175.10631),(71 174.35825),(72 176.23341),(73 179.65245),(74 179.48668),(75 179.80608),(76 180.6818),(77 181.70343),(78 180.66391),(79 182.7433),
(1 77.01158),(2 100.52255),(3 109.309265),(4 117.45365),(5 122.77463),(6 125.145966),(7 126.54126),(8 128.50433),(9 130.27069),(10 134.68825),(11 134.02396),(12 136.05644),(13 138.171),(14 139.80011),(15 139.50388),(16 141.67274),(17 142.29791),(18 142.16286),(19 140.75279),(20 140.64),(21 141.05293),(22 142.3287),(23 143.64488),(24 145.08226),(25 145.71777),(26 147.18307),(27 145.73376),(28 143.7861),(29 144.56546),(30 144.27902),(31 142.42444),(32 141.5633),(33 140.63934),(34 142.52144),(35 140.85083),(36 142.1145),(37 141.76003),(38 141.08644),(39 139.86182),(40 140.569),(41 141.40964),(42 142.07799),(43 141.7046),(44 143.09157),(45 143.53862),(46 146.05153),(47 148.22948),(48 151.29384),(49 149.84999),(50 150.13898),(51 151.61081),(52 153.43767),(53 155.1625),(54 157.2739),(55 156.96346),(56 158.84091),(57 160.365),(58 163.43166),(59 163.94518),(60 164.4415),(61 164.17104),(62 168.43889),(63 169.69772),(64 170.81654),(65 171.26396),(66 173.11568),(67 173.29483),(68 171.84795),(69 172.5292),(70 177.0723),(71 177.41216),(72 179.47557),(73 178.40392),(74 179.71704),(75 179.57954),(76 180.02615),(77 182.02391),(78 183.1121),(79 184.40608),
(1 76.97424),(2 97.40184),(3 106.286446),(4 112.64954),(5 118.38157),(6 121.89178),(7 123.437935),(8 124.16599),(9 124.0002),(10 129.8819),(11 130.66011),(12 133.27377),(13 135.97475),(14 136.82083),(15 136.26245),(16 136.92583),(17 138.01323),(18 138.32526),(19 139.47025),(20 139.4613),(21 140.39352),(22 142.52179),(23 140.56561),(24 141.11356),(25 141.48544),(26 140.94418),(27 139.88953),(28 141.64954),(29 140.80708),(30 140.34125),(31 140.1275),(32 139.91002),(33 139.01212),(34 141.93625),(35 140.08568),(36 140.39067),(37 142.2333),(38 142.45462),(39 140.37083),(40 141.71182),(41 141.8376),(42 141.32626),(43 142.00055),(44 142.1994),(45 142.56609),(46 144.88716),(47 145.28783),(48 145.19438),(49 146.26047),(50 146.78271),(51 145.8428),(52 145.05138),(53 144.2964),(54 145.68596),(55 145.47319),(56 146.54596),(57 147.43796),(58 152.0757),(59 153.18513),(60 153.29153),(61 155.3468),(62 157.22455),(63 157.5699),(64 156.1587),(65 156.56337),(66 158.28065),(67 158.96864),(68 157.6259),(69 157.82095),(70 160.62857),(71 162.00389),(72 163.0727),(73 164.52342),(74 163.67224),(75 164.4937),(76 165.80922),(77 166.15102),(78 168.34361),(79 171.2596),
