1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 125532.44),(2 330899.5),(3 533528.3),(4 671539.4),(5 781025.2),(6 826375.8),(7 848769.25),(8 849983.3),(9 864400),(10 870045.3),(11 945882.06),(12 1082322.9),(13 1293698),(14 1429689),(15 1480331.6),(16 1516328.9),(17 1531582.4),(18 1515638.9),(19 1508701),(20 1542109.5),(21 1668104.4),(22 1838491.1),(23 2044954.1),(24 2421650),(25 2610164.8),(26 2742784.5),(27 2869363.3),(28 2941926.8),(29 2950701.8),(30 3012155.3),(31 3114694.8),(32 3226548),(33 3281233.8),(34 3376559),(35 3563459.3),(36 3765285.8),(37 3907110.8),(38 3932464.3),(39 3800231.8),(40 3639756.3),(41 3476276),(42 3331852.3),(43 3293750),(44 3349802.8),(45 3343506),(46 3327054.8),(47 3204754),(48 3008387.8),(49 2764411.8),(50 2548973.8),(51 2412121),(52 2320958.8),(53 2282280.3),(54 2266401.3),(55 2312312.8),(56 2280229.5),(57 2212598.8),(58 2088765.6),(59 1894296.4),(60 1726698.4),(61 1622128.1),(62 1592589.4),(63 1639042),(64 1700575.1),(65 1840819.6),(66 1889828.4),(67 1864233.5),(68 1863196.1),(69 1924995.5),(70 1899298.5),(71 1857466.6),(72 1824599.1),(73 1863929.4),(74 1959504.9),(75 2206991.5),(76 2410387.3),(77 2694151),(78 2874172.8),(79 2964740),
(1 100776.266),(2 260924.84),(3 405712.03),(4 508762.22),(5 592059.5),(6 652218.7),(7 693803.6),(8 708238.25),(9 714349.56),(10 717874.75),(11 768808.56),(12 835827.8),(13 900384.4),(14 943582.06),(15 964605.5),(16 973361.1),(17 975642.9),(18 953503.1),(19 941013.5),(20 939347.4),(21 966661.9),(22 1018672.9),(23 1069377.4),(24 1118365.6),(25 1155006.4),(26 1174579.3),(27 1195159.4),(28 1211620.3),(29 1214600.8),(30 1218402.9),(31 1232425.6),(32 1248917.5),(33 1261573.5),(34 1266042),(35 1262060),(36 1248031.8),(37 1220856),(38 1205060),(39 1193075.6),(40 1186742.3),(41 1181192.4),(42 1210168),(43 1232832.8),(44 1258909.4),(45 1275708.6),(46 1284379.9),(47 1287285.1),(48 1289934.9),(49 1268367.6),(50 1245530.6),(51 1246748.9),(52 1248575.9),(53 1261016.4),(54 1275236.3),(55 1291040.4),(56 1318144.1),(57 1327798.5),(58 1356044.3),(59 1374925),(60 1378563.8),(61 1366423.9),(62 1366122.6),(63 1371128.3),(64 1381151.4),(65 1405136),(66 1420665.5),(67 1437337.3),(68 1442951.8),(69 1437032.8),(70 1425498.8),(71 1415053.4),(72 1404242.1),(73 1390321.4),(74 1381802.1),(75 1386640.5),(76 1389576.3),(77 1401325.1),(78 1403488.6),(79 1388860.1),
(1 92771.36),(2 241460.7),(3 371599.9),(4 470425.22),(5 549127.25),(6 605383.6),(7 640828.94),(8 666777.8),(9 686852.3),(10 711595.1),(11 763030.1),(12 820990.2),(13 862606.9),(14 902543.2),(15 934494.1),(16 950044.5),(17 938873.1),(18 921877.9),(19 906931.4),(20 904259.1),(21 934827.6),(22 999317.8),(23 1066365.9),(24 1121169.8),(25 1168107.6),(26 1195942.6),(27 1226450),(28 1241419.9),(29 1241344.9),(30 1244251.1),(31 1262297),(32 1280544.3),(33 1298084.8),(34 1310011.6),(35 1322207.6),(36 1330911.6),(37 1327304.6),(38 1315427.6),(39 1300174.8),(40 1280492.1),(41 1280103.4),(42 1315251.9),(43 1358243.6),(44 1397756.8),(45 1415451),(46 1436872.1),(47 1435117.5),(48 1431639.9),(49 1414022.4),(50 1398007.6),(51 1395746.9),(52 1401531.9),(53 1407132.9),(54 1425523.8),(55 1441722),(56 1451514.6),(57 1451688.1),(58 1452961.1),(59 1443134.9),(60 1430947.5),(61 1415094.4),(62 1402970),(63 1391447.6),(64 1394288),(65 1424855.3),(66 1444687.9),(67 1472637),(68 1477846),(69 1480859.1),(70 1457243.3),(71 1433741.8),(72 1400431.5),(73 1378934.6),(74 1379949),(75 1397142.1),(76 1415034),(77 1450827.3),(78 1453666.5),(79 1464780.4),
(1 94768.96),(2 242148.13),(3 360561.25),(4 457150.9),(5 539066),(6 596250.7),(7 628021.56),(8 652234.3),(9 673995.94),(10 691315.8),(11 735937.44),(12 787482.2),(13 830045.5),(14 879689.8),(15 930307.2),(16 956473.3),(17 946669.25),(18 926740.5),(19 903768.5),(20 888125.2),(21 905241),(22 940695.8),(23 985918.7),(24 1024456.7),(25 1070788.1),(26 1103203.3),(27 1132450.4),(28 1141658.1),(29 1152089.3),(30 1164114.1),(31 1178653.8),(32 1185152.1),(33 1197022),(34 1200148.6),(35 1211171),(36 1205928.1),(37 1191917.5),(38 1185270.8),(39 1164379.6),(40 1142291.6),(41 1139670),(42 1157752.5),(43 1177694.6),(44 1202128.8),(45 1227547.1),(46 1263716.8),(47 1275581.9),(48 1282885.9),(49 1285708.3),(50 1278492.1),(51 1275270.1),(52 1282418.6),(53 1282247.3),(54 1286301.6),(55 1303424.5),(56 1320563.3),(57 1339126.6),(58 1339678.1),(59 1332304.8),(60 1320470.6),(61 1309831.6),(62 1295150),(63 1286342.6),(64 1273721.9),(65 1276634.6),(66 1303603.6),(67 1350053.4),(68 1389598.9),(69 1417454.5),(70 1438442.6),(71 1452915.4),(72 1462931.1),(73 1469717.4),(74 1467798.5),(75 1476455.5),(76 1492755.6),(77 1511610.6),(78 1519961),(79 1525474.6),
(1 90835.914),(2 225737.64),(3 356374.84),(4 457470.97),(5 536016.7),(6 587235.7),(7 612501.5),(8 629687.94),(9 641211.75),(10 656459.6),(11 698863.94),(12 756981.8),(13 808108.06),(14 851343.4),(15 880609.94),(16 896282.1),(17 898990.7),(18 887712.5),(19 876925.7),(20 872651.2),(21 885726.06),(22 909076.8),(23 954292.4),(24 988229.3),(25 1017250.25),(26 1043703.6),(27 1049211.9),(28 1051461),(29 1056073.6),(30 1057183.8),(31 1050597),(32 1048550.7),(33 1046750.2),(34 1063724.1),(35 1063291.4),(36 1063439.1),(37 1052655.9),(38 1042433.4),(39 1025992.6),(40 1004609),(41 983957.75),(42 992229.75),(43 1019936.06),(44 1052229.8),(45 1082805.3),(46 1107160.9),(47 1105323.8),(48 1106765.8),(49 1109298.8),(50 1107758.9),(51 1101920.1),(52 1109252.1),(53 1103319.4),(54 1115293.1),(55 1128272.5),(56 1148544.3),(57 1166011.3),(58 1148858.6),(59 1147193),(60 1158733.9),(61 1159977.9),(62 1176088.4),(63 1182879.3),(64 1184677.3),(65 1199343.1),(66 1217509.8),(67 1232281.3),(68 1233336.6),(69 1244289.5),(70 1253446.3),(71 1260471),(72 1273335.5),(73 1271076.5),(74 1295014.8),(75 1327788.3),(76 1358863.8),(77 1386592.3),(78 1390133.8),(79 1401991.3),
(1 90182.81),(2 225999.8),(3 338210.56),(4 426385.34),(5 501923.53),(6 551183.06),(7 585471.94),(8 606155.75),(9 624436.5),(10 649756.56),(11 694812.8),(12 738349.6),(13 775305.6),(14 816804.7),(15 846166.5),(16 860233),(17 859034.44),(18 845882.4),(19 828343.8),(20 816350.1),(21 822778.1),(22 852712.06),(23 886368.25),(24 913655.8),(25 926860.56),(26 936956.2),(27 935339.1),(28 932270.8),(29 932376.3),(30 925487.1),(31 919087.44),(32 912216.3),(33 915507.7),(34 923897.56),(35 939433.56),(36 952983),(37 939832.5),(38 929642.75),(39 927325.6),(40 917919.6),(41 905541.75),(42 917031.4),(43 943359.1),(44 979284),(45 1011989.75),(46 1045252.6),(47 1051981.6),(48 1068416.1),(49 1067935.6),(50 1058016.3),(51 1053888),(52 1078895.8),(53 1107044.8),(54 1130914),(55 1152700.8),(56 1166372.8),(57 1159594.9),(58 1145462.1),(59 1138452.8),(60 1135985.9),(61 1128190.9),(62 1128134),(63 1133472.3),(64 1148225.8),(65 1164190.4),(66 1176481.8),(67 1173278.1),(68 1152791),(69 1126903.9),(70 1127411.1),(71 1130116.1),(72 1137973),(73 1149210.4),(74 1150519.5),(75 1158620.4),(76 1180587.5),(77 1192113.4),(78 1179428.4),(79 1170183.6),
(1 87852.17),(2 214380.38),(3 323062.47),(4 409347.72),(5 475570.06),(6 521054.72),(7 543700.75),(8 551221.94),(9 553099.8),(10 566695.06),(11 601846.06),(12 646753.94),(13 688300.1),(14 715977.25),(15 742869.06),(16 746098.8),(17 749021.9),(18 738061.9),(19 717846.6),(20 710328.44),(21 718472.3),(22 744830.94),(23 777959),(24 817105.2),(25 847303.6),(26 877827.6),(27 901421.25),(28 908990.5),(29 914626.94),(30 913707.7),(31 925690.56),(32 940797.06),(33 954412),(34 966085.8),(35 973600.4),(36 979760.9),(37 980958.94),(38 966248.5),(39 949044.56),(40 939347.4),(41 934912.1),(42 946858.94),(43 967931.94),(44 985279),(45 993348.5),(46 986218.2),(47 970625.75),(48 956814.25),(49 951597.8),(50 945811.44),(51 949838.6),(52 961493),(53 961089.44),(54 976043.44),(55 983180.44),(56 989372.6),(57 991564.56),(58 992698.6),(59 1001795.5),(60 1011039.2),(61 1017340.6),(62 1010136.2),(63 1007684.8),(64 1002816.1),(65 1008787.6),(66 1020948.44),(67 1018040.94),(68 1009207.8),(69 990792.3),(70 983709.75),(71 984590.56),(72 985912.75),(73 983561.2),(74 1001104.5),(75 1025523.9),(76 1046580.2),(77 1054359.3),(78 1056889.1),(79 1055157.4),
(1 85628.45),(2 206693.3),(3 308681.97),(4 389292.94),(5 456272.5),(6 501889.72),(7 527022.7),(8 537298.2),(9 545546.3),(10 558906.94),(11 590540.6),(12 633416.9),(13 672477.7),(14 705267.1),(15 735974.25),(16 748470.8),(17 755505.44),(18 748909.3),(19 736656.94),(20 726325.56),(21 727494.4),(22 743567.3),(23 780666.25),(24 808925.56),(25 834009),(26 852122.94),(27 868354.6),(28 880114.25),(29 882931.9),(30 881309.56),(31 887473.25),(32 903192.6),(33 918672.56),(34 941702.25),(35 959815.2),(36 977388.1),(37 981791.6),(38 976804.4),(39 959605.9),(40 951904.1),(41 953823.06),(42 971118.56),(43 1008055.94),(44 1042996),(45 1056308.1),(46 1064829.5),(47 1063874.4),(48 1052284.3),(49 1043763.06),(50 1037036.94),(51 1032293.2),(52 1044447.75),(53 1048166.25),(54 1050234.3),(55 1051396.5),(56 1051936.8),(57 1046510.1),(58 1039580.56),(59 1036735.9),(60 1029247.9),(61 1012165.6),(62 1001133.8),(63 1005040.7),(64 1012797.06),(65 1033626.4),(66 1050265.9),(67 1059795),(68 1053987.8),(69 1054360.8),(70 1054494.8),(71 1056951.3),(72 1064993.3),(73 1065950.3),(74 1071148.1),(75 1072271.8),(76 1081793),(77 1086939.9),(78 1090579.6),(79 1087962.5),
(1 82253.92),(2 203750.19),(3 299268.9),(4 377138.72),(5 431696.03),(6 470598.25),(7 497846),(8 513768.25),(9 524200.06),(10 540750.5),(11 571562.6),(12 608359.94),(13 635346.6),(14 658104.7),(15 680858.9),(16 702053.8),(17 717756.5),(18 719152.1),(19 706489.44),(20 693217.5),(21 704159.9),(22 725171.2),(23 749258.1),(24 770252.25),(25 782967.56),(26 793213),(27 792792.44),(28 799054.44),(29 808374.8),(30 816497.5),(31 821952.7),(32 835606.9),(33 843452),(34 855351.3),(35 864523.5),(36 872833.94),(37 873520.9),(38 870597.3),(39 860604.1),(40 857753.94),(41 866297.06),(42 887315.5),(43 915528.6),(44 934753),(45 938693.94),(46 944556.1),(47 945754.7),(48 940178.56),(49 930852.5),(50 917039.3),(51 891516.4),(52 875511.94),(53 869773.75),(54 867382.94),(55 860490.1),(56 866757.3),(57 876812.5),(58 888821.75),(59 895670.1),(60 899483.9),(61 899058.5),(62 906434.56),(63 914689.5),(64 930058.7),(65 954237.3),(66 972551),(67 971533.3),(68 974891.6),(69 975412.1),(70 955640.6),(71 933513.44),(72 925005.3),(73 922189.9),(74 920998.8),(75 943143.9),(76 968486.44),(77 982884.8),(78 985752.1),(79 985922.1),
(1 83417.59),(2 208545.9),(3 312790.22),(4 391382.38),(5 455348.53),(6 492930.22),(7 519145.75),(8 527369),(9 536557.56),(10 557889.4),(11 587683.5),(12 630750.94),(13 666026.7),(14 691013.6),(15 719066.25),(16 733254.9),(17 729956.75),(18 712953.3),(19 687331.1),(20 667940.44),(21 680980.06),(22 709225.25),(23 744242.25),(24 769030.5),(25 789521.75),(26 808671.6),(27 810512.5),(28 803374.8),(29 795070.3),(30 797323.8),(31 804145.9),(32 814839.2),(33 832711.9),(34 855611.6),(35 870300.56),(36 871418.75),(37 864588.75),(38 844172.44),(39 814841.44),(40 782913.2),(41 763834.9),(42 770484.75),(43 782725),(44 791513.25),(45 796694.3),(46 799535.2),(47 795090.2),(48 786099),(49 786317.06),(50 795395.44),(51 799555.94),(52 809138.1),(53 825442.3),(54 828529.7),(55 829448.44),(56 820800),(57 818483.56),(58 811239.56),(59 813489.44),(60 814723.56),(61 822864.5),(62 824525),(63 829986.56),(64 840631.5),(65 849806.94),(66 864660.3),(67 863552.9),(68 866735.94),(69 865694.3),(70 863147),(71 858078.06),(72 859421.06),(73 878062.6),(74 879685.06),(75 882806.56),(76 882853.1),(77 886159),(78 887384.5),(79 881510.8),
(1 79399.484),(2 202061.83),(3 302234.13),(4 366614),(5 417202.47),(6 454204.03),(7 473737.72),(8 474836.4),(9 469028),(10 470187.2),(11 486378.6),(12 523757.38),(13 559622.2),(14 582714.2),(15 602156.1),(16 621655.4),(17 631195.3),(18 626282.75),(19 618771.44),(20 617179.44),(21 633620.94),(22 649408),(23 668221.06),(24 684710.5),(25 707407.2),(26 728739.94),(27 738491.4),(28 736124.1),(29 736307.2),(30 741024),(31 746278.75),(32 757419.75),(33 770492.9),(34 784711.9),(35 792108.94),(36 787644.4),(37 788401.4),(38 777756.7),(39 755616.56),(40 734815.06),(41 729749.94),(42 743585.8),(43 755145.5),(44 764093.5),(45 769235.3),(46 767849.25),(47 767413.5),(48 764602.9),(49 761068.44),(50 765770.4),(51 772859.1),(52 776547.9),(53 782007.44),(54 788583.94),(55 799085.8),(56 801797.6),(57 810228.75),(58 814000.7),(59 822119.44),(60 831395.6),(61 837116.8),(62 846777.1),(63 859301.6),(64 866573.44),(65 870280.94),(66 884947.6),(67 901147.9),(68 914243.2),(69 916601.8),(70 919316.75),(71 919141.94),(72 907928.8),(73 908505.8),(74 901381.6),(75 896730.94),(76 897787.4),(77 908306.6),(78 913111.44),(79 910736.44),
(1 74859.375),(2 179672.14),(3 269251.5),(4 341095.66),(5 391020.97),(6 430431.03),(7 459940.84),(8 481545.1),(9 494607.9),(10 504169.2),(11 525828.75),(12 559526.8),(13 594453.25),(14 620921.56),(15 635038.5),(16 639736.1),(17 646979.8),(18 641436.6),(19 620998.3),(20 613596.3),(21 622655.44),(22 649319.44),(23 674128.7),(24 695033.06),(25 702686.7),(26 711559.6),(27 722391.7),(28 727737.9),(29 736896.25),(30 729546.75),(31 732874.8),(32 742015.94),(33 759784.06),(34 772915.3),(35 789434.25),(36 809845.1),(37 825783.3),(38 829763.44),(39 815769.06),(40 799852.6),(41 786308.3),(42 784140.2),(43 800012.8),(44 812827),(45 816931),(46 807953.1),(47 806459.8),(48 799885.8),(49 792748.8),(50 782561.7),(51 775415),(52 774047.2),(53 775490.4),(54 782533.75),(55 792168.5),(56 800547.25),(57 803119.06),(58 804313.6),(59 801725.75),(60 799854.1),(61 794553.7),(62 795390.7),(63 799482.56),(64 805595.25),(65 818675.7),(66 828462),(67 838435),(68 849210.56),(69 853120.25),(70 854320.6),(71 850816.1),(72 838120),(73 830502.94),(74 822004.44),(75 816818.5),(76 814006.56),(77 815718.25),(78 810993),(79 808607.2),
(1 71861.23),(2 172357),(3 256973.38),(4 323279.9),(5 384797.22),(6 423219.4),(7 439616.56),(8 453207.2),(9 456785.53),(10 464934.22),(11 486564.38),(12 517255.38),(13 545359.6),(14 563864.06),(15 580716),(16 586778.3),(17 590333.7),(18 585858.4),(19 578918.1),(20 572665.44),(21 584424.4),(22 609612.7),(23 639959.5),(24 663171.44),(25 678308.8),(26 690987.7),(27 703412.4),(28 700224.7),(29 698108.44),(30 694660.06),(31 699341.7),(32 710380.3),(33 722069.3),(34 726837.3),(35 725398.1),(36 726539.2),(37 724500.56),(38 722192.5),(39 712692.7),(40 700896.56),(41 697014.25),(42 703361.56),(43 721794.44),(44 732055.94),(45 746171.5),(46 748854.75),(47 748658.94),(48 740330),(49 743616.3),(50 739950.6),(51 743757.06),(52 750042.6),(53 758964.7),(54 772231.06),(55 787429.56),(56 795428),(57 796317.44),(58 802261.8),(59 803879.1),(60 802779.25),(61 807451.94),(62 804810),(63 806684.1),(64 810620.9),(65 814582.2),(66 820360.75),(67 823558.8),(68 822284.2),(69 827944.75),(70 833402.25),(71 843586.4),(72 845625),(73 848366.9),(74 844532),(75 838957.8),(76 844357.4),(77 854320.6),(78 856815.4),(79 857525.1),
(1 71774.42),(2 169047.83),(3 245154.58),(4 302667.78),(5 351067.03),(6 385395.56),(7 402080.34),(8 412303.94),(9 421939.47),(10 425708.38),(11 449678.56),(12 484966.97),(13 513897.7),(14 533088.06),(15 554096.9),(16 566795.44),(17 567019.4),(18 559402.1),(19 546412.2),(20 542492.6),(21 554732.5),(22 584249.75),(23 619886.6),(24 636401.6),(25 649880.9),(26 660023.75),(27 665705.06),(28 667626.75),(29 674365.3),(30 674487.1),(31 678252.8),(32 688146.5),(33 700930.44),(34 706684.7),(35 707994.1),(36 703382.3),(37 698256.5),(38 688229.4),(39 669427.6),(40 652728.9),(41 637366),(42 636445.2),(43 645842.5),(44 657614.8),(45 665461.5),(46 672427.56),(47 668633.6),(48 659819.7),(49 654900),(50 651728.75),(51 649841.25),(52 649454.4),(53 653558.6),(54 656956.6),(55 661666.75),(56 665204.8),(57 673377.7),(58 676772.75),(59 683051.9),(60 680262.2),(61 678278.8),(62 683634.4),(63 701470.94),(64 711956.75),(65 720358.9),(66 727879.56),(67 735024.94),(68 731600.56),(69 726570.06),(70 717046.9),(71 712151.9),(72 711725.9),(73 720920.94),(74 726929.6),(75 738465.75),(76 749950.94),(77 760914.7),(78 770731.9),(79 772900.6),
(1 71898.586),(2 170737.48),(3 246818.5),(4 295714.13),(5 333179.06),(6 360587.63),(7 381500),(8 390043.88),(9 393712.13),(10 400192),(11 422525.22),(12 450927.7),(13 479336.8),(14 498699.72),(15 510829.22),(16 518909.4),(17 519209.97),(18 511851.25),(19 498614.66),(20 487170.72),(21 492480.75),(22 519542.5),(23 553195.6),(24 578574.8),(25 596029.56),(26 611790.8),(27 613670.8),(28 615015.56),(29 613934.8),(30 613452.25),(31 614595.4),(32 622568.44),(33 627418.8),(34 638673.4),(35 652009.06),(36 652373.75),(37 647289.25),(38 636110.9),(39 629433.6),(40 620261.4),(41 608391.06),(42 608313.75),(43 625941.56),(44 639878.94),(45 642285.3),(46 646201.75),(47 642976.06),(48 636914.44),(49 641898.5),(50 643386.44),(51 643598.06),(52 653388.56),(53 674710.25),(54 684302.6),(55 689588.7),(56 686211),(57 689283.7),(58 687343.6),(59 687939.6),(60 681453.3),(61 674499.4),(62 666674.2),(63 666069.1),(64 670840.75),(65 679204.2),(66 683081.56),(67 682203.56),(68 675936.6),(69 667891.56),(70 664087.25),(71 660906.56),(72 662058),(73 667880.94),(74 669727.06),(75 675547.56),(76 688827.25),(77 696615.94),(78 700043.4),(79 703820.1),
(1 64983.805),(2 152125.97),(3 220816.72),(4 275381.8),(5 321762.5),(6 353300.97),(7 374503.6),(8 384664.63),(9 388971.66),(10 391241.72),(11 406192),(12 421314.6),(13 442835.6),(14 458153.63),(15 472378.28),(16 478783.53),(17 471599.16),(18 463524.84),(19 455018.94),(20 445334.94),(21 451336.7),(22 482455.97),(23 508472.3),(24 527777.44),(25 538812.4),(26 545454.3),(27 544498.06),(28 536947.75),(29 532165.1),(30 524737.8),(31 523699.1),(32 531243.3),(33 545152.7),(34 554030.56),(35 561377.25),(36 563649.1),(37 555332.06),(38 541508.25),(39 531260.44),(40 524218.38),(41 521053.38),(42 533731.56),(43 556209.56),(44 579716.7),(45 590796.44),(46 605603),(47 615143.3),(48 614536),(49 617609.94),(50 610568.8),(51 606504.25),(52 606142.5),(53 609191.44),(54 618499.3),(55 625828.75),(56 629090.06),(57 632152.06),(58 634505.7),(59 634029.94),(60 631253.5),(61 616236.7),(62 606957.5),(63 611045.9),(64 614019.3),(65 609067.1),(66 606993.2),(67 606581.56),(68 599094.7),(69 597103.4),(70 597092.1),(71 594933.3),(72 595630.2),(73 600300.3),(74 603904),(75 610139.4),(76 611677.75),(77 605375.4),(78 595663),(79 585624.5),
(1 62908),(2 148580.5),(3 217176.42),(4 271062.63),(5 311310.63),(6 341901.03),(7 361515.06),(8 373643.72),(9 384802.28),(10 393162.1),(11 411365.38),(12 434505.66),(13 459439.88),(14 474567.22),(15 485571.63),(16 485916.34),(17 476867.84),(18 462724.5),(19 448334.75),(20 442054.9),(21 451267.22),(22 468227.88),(23 488012.44),(24 503449),(25 517788.72),(26 519722.3),(27 525331.7),(28 523440),(29 521669.53),(30 515091.22),(31 517401.22),(32 527497.1),(33 538148.7),(34 548044.5),(35 554671),(36 559394.9),(37 557265.6),(38 554002.94),(39 541420),(40 533357.2),(41 527868.4),(42 533362),(43 544836.94),(44 554798.06),(45 563381.3),(46 573795.5),(47 583953.25),(48 582908.7),(49 589346.6),(50 589253.1),(51 592123.1),(52 603351.2),(53 620662.8),(54 632497.9),(55 641134.44),(56 646874.1),(57 655080.44),(58 656613.56),(59 658571.75),(60 650775.25),(61 640273.3),(62 632698.06),(63 625825.5),(64 634348.4),(65 648878.1),(66 659051),(67 662822.9),(68 666669.75),(69 664988.75),(70 658816.5),(71 658342.44),(72 657689.8),(73 659797.1),(74 659588.7),(75 654257.7),(76 651528.1),(77 649759.94),(78 634900.06),(79 624598),
(1 60982.445),(2 142918.19),(3 206344.97),(4 259916.5),(5 299005.34),(6 325670.88),(7 343121.2),(8 354860.22),(9 363542.97),(10 368021.53),(11 380960.5),(12 400279.44),(13 418337.38),(14 432855.94),(15 447501.34),(16 457526.5),(17 457510.38),(18 449207.5),(19 440087.22),(20 432534.4),(21 433779.63),(22 449479.94),(23 468442.63),(24 484804.44),(25 493474.56),(26 501549.66),(27 501083.34),(28 493431.94),(29 483991.22),(30 471092.94),(31 463125.38),(32 467007.28),(33 470152.72),(34 478568.63),(35 489567.5),(36 496760.34),(37 494568.88),(38 490037.63),(39 480837.84),(40 469599.72),(41 458517.94),(42 461232.38),(43 472098.16),(44 479890.22),(45 489355.72),(46 498427.13),(47 499307.16),(48 500722.22),(49 498797.34),(50 494555.66),(51 492567.88),(52 498264.84),(53 503692.13),(54 511654.38),(55 516821.06),(56 523800),(57 526798.3),(58 529578.1),(59 533885.75),(60 526782.56),(61 522934.44),(62 523140.22),(63 526100.94),(64 523703.84),(65 526916.56),(66 531523.5),(67 535036.3),(68 543279.44),(69 553267.25),(70 553983.06),(71 563911.56),(72 570804.7),(73 571304.1),(74 572191.6),(75 570253.4),(76 569197.06),(77 569047.25),(78 564039.06),(79 558686.56),
