1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 20.696896),(2 24.345022),(3 27.015244),(4 28.612371),(5 29.243553),(6 30.864857),(7 31.760458),(8 32.725758),(9 33.346985),(10 33.802826),(11 33.937004),(12 34.350864),(13 35.025047),(14 35.220303),(15 35.4301),(16 35.16356),(17 35.333847),(18 35.690987),(19 35.41528),(20 35.56413),(21 35.892372),(22 35.65557),(23 35.73968),(24 35.50733),(25 35.650467),(26 35.713173),(27 36.040295),(28 36.017403),(29 36.525444),(30 36.81191),(31 37.132977),(32 37.73769),(33 38.12359),(34 38.33981),(35 38.263577),(36 38.663948),(37 38.9542),(38 39.170856),(39 39.727345),(40 39.186783),(41 39.717636),(42 39.80272),(43 39.390133),(44 39.76414),(45 39.552876),(46 39.41497),(47 39.4338),(48 39.475353),(49 39.369205),(50 39.900013),(51 39.851074),(52 40.001568),(53 40.020386),(54 40.009773),(55 40.194027),(56 40.352337),(57 39.82055),(58 39.733242),(59 39.623264),(60 39.791294),(61 39.90285),(62 39.62538),(63 39.61506),(64 39.67666),(65 39.87794),(66 39.8609),(67 39.831715),(68 39.963737),(69 39.870747),(70 40.41529),(71 40.17918),(72 40.47035),(73 40.181877),(74 40.046844),(75 40.7618),(76 40.6587),(77 40.281414),(78 40.56373),(79 40.67359),
(1 20.870203),(2 24.692884),(3 27.057539),(4 28.571178),(5 29.456861),(6 31.04073),(7 31.901325),(8 32.64391),(9 33.54943),(10 34.148045),(11 34.216335),(12 34.362057),(13 34.828434),(14 35.299915),(15 35.269676),(16 35.261852),(17 35.248524),(18 35.661034),(19 35.763306),(20 35.680748),(21 35.709064),(22 35.577293),(23 35.89813),(24 36.327286),(25 36.470207),(26 36.099735),(27 36.834595),(28 36.31387),(29 36.51413),(30 36.741116),(31 36.90184),(32 37.22997),(33 37.655396),(34 38.607456),(35 38.652946),(36 38.852886),(37 38.89595),(38 39.01737),(39 39.158604),(40 38.769287),(41 39.02972),(42 39.692863),(43 39.35941),(44 39.374428),(45 39.47793),(46 39.60574),(47 39.774174),(48 39.831978),(49 39.845806),(50 39.8039),(51 39.869526),(52 39.981033),(53 39.570313),(54 40.04367),(55 40.022583),(56 40.050926),(57 39.868973),(58 39.795277),(59 40.005047),(60 39.941235),(61 40.377457),(62 40.26171),(63 39.711514),(64 39.698326),(65 40.137024),(66 40.21305),(67 40.40882),(68 40.286285),(69 40.373013),(70 40.70779),(71 40.872383),(72 40.746956),(73 40.844),(74 40.83547),(75 40.649025),(76 40.480854),(77 40.21853),(78 40.534115),(79 40.23021),
(1 20.911747),(2 24.796524),(3 27.462172),(4 28.78677),(5 29.942331),(6 31.452692),(7 32.667957),(8 33.230774),(9 33.509575),(10 33.892265),(11 34.37004),(12 34.395195),(13 35.090267),(14 35.633972),(15 35.170616),(16 35.383556),(17 35.39872),(18 35.28537),(19 35.046867),(20 35.408867),(21 35.331646),(22 35.189774),(23 35.124035),(24 35.456394),(25 35.459045),(26 35.435436),(27 36.11499),(28 36.294014),(29 36.17341),(30 36.611786),(31 36.60304),(32 36.954597),(33 37.31317),(34 38.00253),(35 38.026447),(36 38.07389),(37 38.439964),(38 39.061275),(39 39.043774),(40 39.066227),(41 39.381252),(42 39.58949),(43 39.18126),(44 39.543846),(45 39.621),(46 39.71458),(47 39.786423),(48 39.840923),(49 40.12925),(50 40.196156),(51 40.33527),(52 40.747406),(53 40.683628),(54 40.582584),(55 40.552536),(56 40.670715),(57 40.89962),(58 40.5734),(59 40.366188),(60 40.396736),(61 40.216553),(62 40.38121),(63 39.999855),(64 40.076454),(65 40.269688),(66 40.433407),(67 40.50693),(68 40.607014),(69 41.017128),(70 41.376167),(71 41.569046),(72 41.939648),(73 41.487694),(74 41.4664),(75 41.273754),(76 41.42403),(77 41.260433),(78 41.60205),(79 41.639275),
(1 20.308758),(2 24.562092),(3 26.86469),(4 28.027527),(5 29.147436),(6 30.241207),(7 30.978466),(8 31.990091),(9 32.799633),(10 33.153015),(11 33.622257),(12 33.286755),(13 33.774883),(14 34.24119),(15 34.349693),(16 34.48128),(17 34.72864),(18 34.802967),(19 34.997383),(20 34.95516),(21 35.131924),(22 34.95389),(23 34.71823),(24 34.691532),(25 35.072712),(26 34.805958),(27 35.40318),(28 35.51298),(29 35.447613),(30 35.9875),(31 36.0697),(32 36.432106),(33 37.18129),(34 37.56651),(35 37.548332),(36 37.980976),(37 38.450474),(38 38.564095),(39 38.561157),(40 38.29763),(41 38.46444),(42 38.56659),(43 38.32229),(44 38.724625),(45 38.601353),(46 38.65626),(47 39.09079),(48 39.00359),(49 39.34286),(50 39.453453),(51 39.382412),(52 39.39186),(53 39.27444),(54 39.35327),(55 39.205795),(56 39.477924),(57 39.389923),(58 39.2104),(59 39.01212),(60 38.9929),(61 38.97928),(62 39.1538),(63 38.595947),(64 38.791332),(65 38.83466),(66 38.954735),(67 39.07322),(68 39.267796),(69 39.496475),(70 39.724262),(71 39.53188),(72 39.62363),(73 39.513306),(74 39.678204),(75 39.558437),(76 39.65393),(77 39.44012),(78 39.52237),(79 39.61401),
(1 20.34106),(2 24.252436),(3 26.581554),(4 27.932732),(5 28.99447),(6 30.42078),(7 31.107887),(8 32.089123),(9 32.867786),(10 32.86531),(11 33.050793),(12 33.34935),(13 33.88272),(14 34.749615),(15 34.920124),(16 34.890896),(17 34.993614),(18 35.439247),(19 35.271477),(20 35.796482),(21 35.539616),(22 35.256115),(23 35.455868),(24 35.038403),(25 35.1756),(26 35.209904),(27 35.572933),(28 35.88227),(29 35.80231),(30 36.373905),(31 36.721153),(32 37.192707),(33 38.04397),(34 38.305786),(35 38.503708),(36 38.694626),(37 38.71225),(38 38.66315),(39 38.689472),(40 38.76128),(41 38.63779),(42 38.80405),(43 38.760204),(44 38.815426),(45 38.578903),(46 38.547527),(47 38.584435),(48 38.727325),(49 38.99435),(50 39.418686),(51 39.26381),(52 39.76741),(53 39.820396),(54 40.116062),(55 39.911797),(56 40.38274),(57 39.950275),(58 39.58588),(59 39.583656),(60 39.26166),(61 39.76801),(62 39.77343),(63 39.45896),(64 38.99785),(65 39.619045),(66 39.656666),(67 39.831844),(68 40.094627),(69 40.229115),(70 39.999172),(71 39.90095),(72 40.297966),(73 40.19776),(74 40.409405),(75 40.106457),(76 39.80425),(77 39.538387),(78 39.83795),(79 40.43247),
(1 20.382502),(2 24.144651),(3 26.464857),(4 28.021727),(5 29.151926),(6 30.416967),(7 31.304693),(8 31.982082),(9 32.531403),(10 32.94381),(11 33.620663),(12 33.603146),(13 33.877567),(14 34.68874),(15 34.580593),(16 34.596462),(17 34.905758),(18 34.858124),(19 34.609543),(20 34.92781),(21 35.094883),(22 34.740383),(23 34.581642),(24 34.40805),(25 34.651688),(26 34.525513),(27 35.084663),(28 35.327335),(29 35.158825),(30 35.33003),(31 35.339993),(32 35.727707),(33 36.4512),(34 36.66158),(35 36.892467),(36 36.97875),(37 37.61916),(38 37.53877),(39 37.521572),(40 37.597015),(41 37.52469),(42 38.08008),(43 38.193127),(44 38.065887),(45 38.206745),(46 38.20432),(47 38.52433),(48 38.604794),(49 38.77441),(50 39.09214),(51 38.921276),(52 39.025192),(53 39.102287),(54 39.036434),(55 39.333637),(56 39.31071),(57 38.657),(58 38.73435),(59 38.467278),(60 38.06519),(61 38.300087),(62 38.408688),(63 37.859917),(64 37.994656),(65 37.92569),(66 38.119133),(67 38.322384),(68 38.368984),(69 38.500034),(70 39.03503),(71 38.762547),(72 39.167835),(73 39.130573),(74 39.196083),(75 39.003227),(76 38.62849),(77 38.715244),(78 38.5386),(79 38.50088),
(1 20.2695),(2 24.14012),(3 26.311754),(4 28.027393),(5 29.075642),(6 30.615086),(7 31.660625),(8 32.33619),(9 33.09421),(10 33.234722),(11 33.53963),(12 33.624413),(13 34.273964),(14 34.91731),(15 34.880882),(16 35.09036),(17 35.676403),(18 35.35215),(19 35.28307),(20 35.47688),(21 35.793617),(22 35.6132),(23 35.207268),(24 35.265533),(25 35.710617),(26 35.61187),(27 36.193768),(28 36.43162),(29 36.573387),(30 36.81363),(31 37.042225),(32 37.303497),(33 37.84048),(34 38.14043),(35 38.594593),(36 38.644634),(37 38.96323),(38 39.002857),(39 39.163597),(40 38.923393),(41 38.926914),(42 39.112923),(43 39.209187),(44 38.85957),(45 38.86583),(46 38.951214),(47 38.79803),(48 38.939713),(49 39.148613),(50 39.56493),(51 39.63394),(52 39.69128),(53 39.78704),(54 39.695404),(55 40.20756),(56 39.940514),(57 39.620262),(58 39.47612),(59 39.302402),(60 39.268433),(61 39.239594),(62 39.24892),(63 38.777935),(64 38.742435),(65 38.860893),(66 39.082363),(67 39.216488),(68 39.48681),(69 39.886646),(70 40.371708),(71 40.612545),(72 40.378414),(73 40.426987),(74 40.28414),(75 40.437664),(76 39.50442),(77 39.74747),(78 39.54004),(79 39.36626),
(1 20.148561),(2 24.177198),(3 26.331299),(4 28.144133),(5 29.064262),(6 30.364033),(7 31.402113),(8 32.062187),(9 32.34829),(10 32.59478),(11 33.146484),(12 33.232162),(13 33.495956),(14 33.862846),(15 34.05576),(16 34.380608),(17 34.842407),(18 34.596863),(19 34.70063),(20 34.900017),(21 34.771908),(22 34.55032),(23 33.916805),(24 34.274963),(25 34.53636),(26 34.659035),(27 34.885406),(28 35.208458),(29 35.471024),(30 35.738216),(31 36.184414),(32 36.559895),(33 37.01355),(34 36.7399),(35 37.025433),(36 37.560135),(37 37.98051),(38 38.176216),(39 38.541378),(40 38.41379),(41 38.52073),(42 38.416763),(43 38.848194),(44 39.162952),(45 39.041924),(46 39.10754),(47 39.202286),(48 39.30674),(49 39.415173),(50 39.565804),(51 39.73025),(52 39.90713),(53 39.807476),(54 39.726227),(55 39.64272),(56 39.576584),(57 39.345177),(58 39.433727),(59 39.39616),(60 39.228333),(61 39.492157),(62 39.357315),(63 39.201878),(64 39.054424),(65 39.314865),(66 38.956486),(67 39.17622),(68 39.61378),(69 39.86939),(70 39.91342),(71 40.161648),(72 39.653973),(73 39.740913),(74 39.97865),(75 39.89049),(76 39.98603),(77 39.55874),(78 39.20346),(79 39.068527),
(1 19.706028),(2 23.556023),(3 25.748755),(4 27.276276),(5 28.44705),(6 29.449038),(7 30.390099),(8 31.251858),(9 31.695234),(10 32.066986),(11 32.714066),(12 32.87557),(13 33.516037),(14 33.681347),(15 34.010124),(16 34.207447),(17 34.390293),(18 34.401848),(19 34.2973),(20 34.695004),(21 34.743855),(22 34.69892),(23 34.566036),(24 34.604935),(25 34.463886),(26 34.739628),(27 35.51311),(28 35.279926),(29 35.70105),(30 35.894653),(31 35.98205),(32 36.236168),(33 36.468628),(34 36.528015),(35 36.56195),(36 37.05625),(37 37.7673),(38 37.832825),(39 37.63337),(40 37.864975),(41 37.615376),(42 37.957226),(43 37.707108),(44 37.964184),(45 38.05812),(46 38.154057),(47 38.235836),(48 38.29039),(49 38.290012),(50 38.627945),(51 38.568913),(52 39.058887),(53 38.893307),(54 39.044834),(55 39.092102),(56 39.472908),(57 38.97043),(58 39.160122),(59 38.707226),(60 38.667583),(61 39.004303),(62 38.739162),(63 38.238018),(64 38.06223),(65 38.165504),(66 38.24941),(67 38.613354),(68 38.96766),(69 38.945686),(70 39.062366),(71 39.13152),(72 39.619926),(73 39.400654),(74 39.76361),(75 39.507053),(76 39.035244),(77 38.746243),(78 38.9663),(79 38.45111),
(1 19.64651),(2 23.759365),(3 25.896996),(4 27.109194),(5 28.476896),(6 29.243458),(7 30.240303),(8 31.258696),(9 31.816294),(10 32.06377),(11 32.356823),(12 32.470104),(13 33.068447),(14 33.098824),(15 33.364388),(16 33.48045),(17 33.692734),(18 34.027153),(19 33.95388),(20 34.552532),(21 34.613373),(22 34.332794),(23 34.187717),(24 34.0788),(25 34.387707),(26 33.94411),(27 34.588715),(28 34.60998),(29 35.05219),(30 35.08031),(31 35.098953),(32 35.50565),(33 35.66298),(34 36.01507),(35 36.300976),(36 36.267395),(37 36.555874),(38 36.883568),(39 36.64843),(40 36.823338),(41 36.826523),(42 37.10186),(43 36.96233),(44 37.04398),(45 37.22782),(46 37.336998),(47 37.29731),(48 37.195934),(49 37.54908),(50 37.849094),(51 37.855495),(52 37.822098),(53 38.06899),(54 38.094017),(55 38.306007),(56 38.32718),(57 38.08525),(58 37.57296),(59 37.594162),(60 37.39669),(61 37.617287),(62 37.660603),(63 37.65229),(64 37.45434),(65 37.541294),(66 37.783195),(67 38.32123),(68 38.60541),(69 38.941887),(70 38.965),(71 38.86844),(72 38.60388),(73 38.720753),(74 38.977604),(75 39.086334),(76 39.096764),(77 39.21723),(78 39.363567),(79 39.364586),
(1 19.347385),(2 23.44802),(3 25.782297),(4 27.155926),(5 28.40678),(6 29.267168),(7 30.183002),(8 31.115517),(9 31.8984),(10 32.16741),(11 32.86206),(12 32.985207),(13 33.737415),(14 33.805244),(15 34.17854),(16 34.071167),(17 33.974743),(18 34.671444),(19 34.603714),(20 34.266037),(21 34.228073),(22 34.358295),(23 34.093906),(24 33.87775),(25 34.508778),(26 34.39957),(27 34.55615),(28 34.84239),(29 34.82318),(30 35.022232),(31 35.151543),(32 35.66139),(33 35.673454),(34 36.141464),(35 36.38219),(36 36.598175),(37 36.940174),(38 37.282516),(39 36.83613),(40 37.099895),(41 36.988873),(42 37.09279),(43 37.022617),(44 36.892517),(45 36.965195),(46 36.843357),(47 36.764153),(48 36.79622),(49 37.14944),(50 37.289444),(51 37.307922),(52 37.523518),(53 37.8307),(54 37.960594),(55 38.283764),(56 38.474255),(57 38.315952),(58 38.071648),(59 37.658268),(60 37.737514),(61 37.567093),(62 37.834682),(63 37.448914),(64 37.17604),(65 37.46737),(66 37.209015),(67 37.840637),(68 38.01174),(69 37.945057),(70 38.0263),(71 37.961014),(72 37.773827),(73 37.91784),(74 38.31),(75 37.88019),(76 37.578735),(77 37.384266),(78 37.335068),(79 37.231556),
(1 19.455896),(2 23.549572),(3 26.032537),(4 27.139942),(5 28.620653),(6 29.795021),(7 30.774494),(8 31.396069),(9 31.95684),(10 31.961401),(11 32.226288),(12 32.118702),(13 32.99299),(14 33.12858),(15 33.36446),(16 33.668682),(17 33.653355),(18 33.832268),(19 33.932186),(20 34.31546),(21 34.580303),(22 34.251656),(23 33.843517),(24 34.149307),(25 34.514236),(26 34.64239),(27 35.148506),(28 34.79681),(29 35.184883),(30 35.798122),(31 35.775806),(32 35.95662),(33 36.17209),(34 36.470295),(35 36.509205),(36 36.99634),(37 37.176373),(38 37.693443),(39 37.31366),(40 37.38991),(41 37.244793),(42 37.766827),(43 37.32485),(44 37.1339),(45 37.339836),(46 37.527733),(47 37.446384),(48 37.262688),(49 37.675106),(50 37.897175),(51 37.664032),(52 37.59742),(53 37.859394),(54 38.343956),(55 38.278503),(56 38.438023),(57 38.338196),(58 38.213478),(59 38.032974),(60 38.145065),(61 37.916714),(62 38.46376),(63 37.868095),(64 37.65405),(65 37.769802),(66 37.88026),(67 38.28603),(68 38.865253),(69 39.195065),(70 39.369453),(71 39.086445),(72 39.061047),(73 39.171207),(74 40.02574),(75 39.68634),(76 39.775497),(77 39.868057),(78 39.494682),(79 39.723236),
(1 19.502295),(2 23.85583),(3 26.027067),(4 27.642895),(5 28.812418),(6 30.158901),(7 30.832893),(8 31.81276),(9 32.5988),(10 32.746395),(11 33.276134),(12 33.08362),(13 33.703327),(14 33.972767),(15 33.989616),(16 34.14906),(17 34.290623),(18 34.484795),(19 34.65016),(20 34.49132),(21 34.996674),(22 35.03102),(23 34.48268),(24 34.637066),(25 34.58889),(26 34.456856),(27 35.083706),(28 35.17672),(29 35.173622),(30 35.640488),(31 35.68177),(32 35.80778),(33 36.423687),(34 36.673283),(35 37.044647),(36 37.489098),(37 37.402164),(38 38.064407),(39 37.948433),(40 38.053593),(41 37.535618),(42 37.532322),(43 37.384396),(44 37.452183),(45 37.585785),(46 37.537292),(47 37.436638),(48 37.285267),(49 37.695564),(50 38.058395),(51 37.858547),(52 37.85138),(53 37.950832),(54 38.74589),(55 38.377647),(56 38.49278),(57 38.299793),(58 38.52737),(59 38.354877),(60 38.16068),(61 38.152298),(62 38.210342),(63 37.899128),(64 37.832123),(65 38.034195),(66 38.166546),(67 38.67322),(68 39.033314),(69 39.00647),(70 39.39401),(71 38.99374),(72 39.36172),(73 39.790943),(74 40.286713),(75 40.134785),(76 39.860485),(77 39.560184),(78 39.555046),(79 39.358543),
(1 19.059824),(2 22.940489),(3 25.101782),(4 26.426966),(5 27.412062),(6 28.887564),(7 29.67058),(8 30.557821),(9 31.470047),(10 31.899017),(11 32.249084),(12 32.028988),(13 32.626266),(14 32.81375),(15 32.90239),(16 33.26369),(17 33.57783),(18 33.574318),(19 33.97536),(20 34.171154),(21 34.332546),(22 34.111797),(23 33.892643),(24 33.752224),(25 34.015682),(26 33.913948),(27 34.28935),(28 34.21389),(29 34.157417),(30 34.705532),(31 34.568935),(32 34.726826),(33 35.28639),(34 35.57511),(35 36.227272),(36 36.682556),(37 36.96266),(38 37.018524),(39 36.58749),(40 36.598),(41 36.65783),(42 36.82081),(43 36.30946),(44 36.40862),(45 36.441143),(46 36.21018),(47 36.42504),(48 36.766808),(49 36.65538),(50 36.784557),(51 37.112476),(52 37.121067),(53 37.4224),(54 37.527378),(55 37.54582),(56 37.592926),(57 37.235714),(58 36.81603),(59 36.564045),(60 36.5445),(61 36.60701),(62 36.924786),(63 36.480972),(64 36.273956),(65 36.465412),(66 36.540466),(67 37.040325),(68 37.057636),(69 37.332764),(70 37.620277),(71 37.550407),(72 37.6901),(73 37.43161),(74 37.916447),(75 37.453926),(76 37.2004),(77 36.6524),(78 36.85021),(79 36.68847),
(1 19.54673),(2 23.28385),(3 25.6921),(4 26.867462),(5 28.317204),(6 29.68603),(7 30.524208),(8 31.203484),(9 32.069942),(10 32.2562),(11 32.696667),(12 32.790257),(13 33.62887),(14 33.875496),(15 33.482296),(16 33.978622),(17 34.314697),(18 34.618313),(19 34.6297),(20 34.090614),(21 34.240818),(22 33.99965),(23 33.99651),(24 34.28989),(25 34.728966),(26 34.764347),(27 35.560436),(28 35.48517),(29 35.353935),(30 35.844692),(31 35.821583),(32 35.984413),(33 36.541035),(34 36.626015),(35 37.108757),(36 37.951893),(37 37.941544),(38 38.35786),(39 38.398617),(40 38.544712),(41 38.35319),(42 38.227867),(43 38.185585),(44 38.64011),(45 38.446926),(46 38.38834),(47 38.233486),(48 38.28029),(49 38.16663),(50 38.552334),(51 38.509636),(52 38.941788),(53 38.930553),(54 39.164906),(55 39.325535),(56 39.58321),(57 39.244114),(58 38.677692),(59 38.414925),(60 38.507763),(61 38.3199),(62 38.51399),(63 38.385616),(64 38.405876),(65 38.463264),(66 38.59098),(67 38.88944),(68 39.32646),(69 39.687588),(70 39.94793),(71 39.827),(72 39.707504),(73 39.721268),(74 40.079563),(75 39.988834),(76 39.717667),(77 39.632736),(78 39.85515),(79 39.866943),
(1 18.819855),(2 22.619696),(3 24.881527),(4 26.099377),(5 27.26232),(6 28.464266),(7 29.423426),(8 30.19693),(9 31.165174),(10 31.494375),(11 31.964277),(12 31.780386),(13 32.236206),(14 32.93718),(15 32.997646),(16 33.089794),(17 33.308197),(18 33.488678),(19 33.751938),(20 33.237164),(21 33.498558),(22 33.197647),(23 33.250946),(24 32.997246),(25 33.1053),(26 33.193184),(27 34.164017),(28 34.064793),(29 33.98767),(30 34.889603),(31 35.10987),(32 35.168583),(33 35.709496),(34 35.751434),(35 36.1421),(36 36.71626),(37 36.519287),(38 37.026848),(39 36.74194),(40 36.623074),(41 36.74568),(42 37.173767),(43 37.0917),(44 37.1068),(45 36.860275),(46 36.76702),(47 37.07831),(48 36.922516),(49 37.120525),(50 37.37337),(51 36.832813),(52 36.916637),(53 36.99792),(54 37.100838),(55 37.27657),(56 37.288254),(57 36.842346),(58 36.603317),(59 36.76466),(60 36.344807),(61 36.64238),(62 36.81051),(63 36.76656),(64 36.587627),(65 36.43299),(66 36.599667),(67 36.728397),(68 37.16343),(69 37.53046),(70 37.81417),(71 37.536167),(72 37.51444),(73 37.671608),(74 37.60441),(75 37.285908),(76 36.795788),(77 36.802895),(78 36.661373),(79 36.500313),
(1 19.249731),(2 22.909061),(3 25.216785),(4 26.926867),(5 28.07728),(6 29.73329),(7 30.399084),(8 31.387579),(9 32.054817),(10 32.549755),(11 33.00625),(12 32.77529),(13 33.584995),(14 34.00409),(15 33.659557),(16 33.784122),(17 34.281498),(18 34.064068),(19 34.301937),(20 34.65301),(21 34.668686),(22 34.359425),(23 34.313232),(24 34.287712),(25 34.61294),(26 34.693695),(27 35.264442),(28 35.27439),(29 35.945698),(30 36.298622),(31 36.326534),(32 36.374325),(33 37.07329),(34 37.161526),(35 37.49399),(36 37.74564),(37 37.977493),(38 38.205776),(39 38.27517),(40 38.13864),(41 38.149593),(42 38.11533),(43 37.938477),(44 37.776657),(45 38.013294),(46 38.05886),(47 37.89494),(48 37.919712),(49 38.113056),(50 38.45235),(51 38.13983),(52 38.793552),(53 38.78776),(54 38.663708),(55 38.934616),(56 38.778576),(57 38.480106),(58 38.260048),(59 37.974617),(60 37.98313),(61 38.166306),(62 37.971077),(63 37.96717),(64 37.77462),(65 37.576202),(66 38.17143),(67 38.29488),(68 38.49854),(69 38.916164),(70 39.109932),(71 39.170948),(72 39.327232),(73 39.24264),(74 39.17561),(75 39.230965),(76 38.620945),(77 38.42325),(78 38.484478),(79 38.250267),
(1 19.411844),(2 22.996916),(3 25.375576),(4 26.874464),(5 28.344881),(6 29.577646),(7 30.339926),(8 31.2895),(9 31.939938),(10 32.31298),(11 32.70845),(12 32.647793),(13 33.12254),(14 33.27641),(15 32.957108),(16 33.298042),(17 33.42443),(18 33.689175),(19 34.017437),(20 34.004135),(21 34.176357),(22 33.98841),(23 33.52071),(24 33.76466),(25 34.117588),(26 34.123047),(27 34.400887),(28 34.11409),(29 34.23833),(30 35.065216),(31 34.695553),(32 34.70041),(33 34.863243),(34 34.829323),(35 35.08382),(36 35.58052),(37 35.744576),(38 36.133446),(39 36.054085),(40 35.67571),(41 35.628418),(42 36.087162),(43 35.800266),(44 35.93763),(45 36.053013),(46 36.240803),(47 36.63031),(48 36.5395),(49 36.52087),(50 36.452126),(51 36.313908),(52 36.051434),(53 36.43955),(54 36.497383),(55 36.644333),(56 36.893425),(57 36.711826),(58 36.73024),(59 36.69891),(60 36.437595),(61 36.64613),(62 36.693558),(63 36.313442),(64 36.471397),(65 36.896683),(66 36.671436),(67 36.74314),(68 36.874508),(69 37.33329),(70 37.15454),(71 37.21511),(72 37.55542),(73 37.50894),(74 37.424377),(75 37.762753),(76 37.57202),(77 37.4387),(78 37.55856),(79 37.263615),
