1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18.590647),(2 22.232222),(3 24.671421),(4 26.092085),(5 27.035637),(6 28.433859),(7 29.171873),(8 30.18044),(9 30.796282),(10 31.152514),(11 31.376083),(12 31.806725),(13 31.998178),(14 32.457993),(15 32.616055),(16 32.86633),(17 32.646652),(18 32.848873),(19 33.00545),(20 33.095356),(21 33.033764),(22 32.988537),(23 32.619286),(24 32.583813),(25 32.809658),(26 33.176197),(27 33.347073),(28 33.400524),(29 33.364063),(30 33.65597),(31 33.847332),(32 34.00722),(33 34.329674),(34 34.16444),(35 34.475872),(36 34.864967),(37 35.356354),(38 35.584557),(39 35.542347),(40 35.105537),(41 35.30497),(42 35.24416),(43 34.770596),(44 34.63244),(45 34.856796),(46 34.6918),(47 35.159218),(48 35.11338),(49 35.07932),(50 35.456837),(51 35.267426),(52 35.288723),(53 35.855145),(54 35.858036),(55 35.877274),(56 35.782047),(57 35.290333),(58 35.08786),(59 34.8922),(60 34.996025),(61 35.20163),(62 35.05402),(63 34.982517),(64 35.15529),(65 35.148342),(66 35.346558),(67 35.343086),(68 35.60513),(69 36.17537),(70 36.20024),(71 36.203037),(72 36.445957),(73 36.63035),(74 36.62598),(75 36.207626),(76 36.332195),(77 36.364002),(78 36.1526),(79 36.48957),
(1 19.008574),(2 22.626715),(3 24.793543),(4 26.1077),(5 27.303043),(6 28.745224),(7 29.48933),(8 30.373678),(9 30.866573),(10 31.390734),(11 31.571815),(12 31.893911),(13 32.165245),(14 32.59254),(15 32.80316),(16 32.841675),(17 33.192818),(18 33.049023),(19 33.246346),(20 33.21614),(21 33.168835),(22 32.938545),(23 32.84017),(24 32.732483),(25 33.018406),(26 33.24921),(27 33.26338),(28 33.30334),(29 33.441944),(30 34.076134),(31 34.06474),(32 34.336052),(33 34.759727),(34 35.165646),(35 35.55359),(36 35.774326),(37 36.241505),(38 36.487663),(39 36.638264),(40 36.130062),(41 36.163586),(42 36.254112),(43 35.873524),(44 36.132885),(45 36.197784),(46 36.262226),(47 36.13311),(48 36.28829),(49 36.46226),(50 36.574474),(51 36.887833),(52 36.874416),(53 37.27979),(54 37.357624),(55 37.24582),(56 37.382954),(57 36.889984),(58 36.410366),(59 36.1387),(60 36.111122),(61 36.121433),(62 36.056114),(63 35.6158),(64 35.8441),(65 35.87063),(66 35.868534),(67 35.876587),(68 36.160484),(69 36.424217),(70 36.429848),(71 36.39746),(72 36.333668),(73 36.529514),(74 36.677197),(75 36.32795),(76 36.223423),(77 36.129707),(78 36.091488),(79 36.2328),
(1 18.76437),(2 22.465752),(3 25.064455),(4 26.363203),(5 27.21263),(6 28.834599),(7 29.559269),(8 30.602962),(9 31.239914),(10 31.585773),(11 32.212746),(12 32.1891),(13 32.523495),(14 32.820744),(15 32.579666),(16 32.76241),(17 33.08776),(18 33.13408),(19 32.776253),(20 33.339954),(21 32.81908),(22 33.225067),(23 33.100777),(24 32.8303),(25 33.17214),(26 33.064716),(27 33.59732),(28 33.29767),(29 33.46609),(30 34.155396),(31 33.826996),(32 34.041714),(33 34.556065),(34 34.916725),(35 34.983868),(36 35.70004),(37 35.628536),(38 35.880123),(39 35.89439),(40 35.84643),(41 35.518093),(42 35.52044),(43 35.21812),(44 35.281155),(45 35.0252),(46 35.362926),(47 35.05036),(48 35.449745),(49 35.56761),(50 35.335094),(51 35.410473),(52 35.51886),(53 35.426727),(54 35.362373),(55 35.638226),(56 35.516586),(57 35.061638),(58 34.921776),(59 34.815727),(60 34.799755),(61 34.899567),(62 35.124454),(63 34.854824),(64 34.967335),(65 35.217384),(66 35.276566),(67 35.178314),(68 35.553837),(69 35.8034),(70 35.69666),(71 35.696404),(72 35.90496),(73 35.87177),(74 35.728874),(75 35.600372),(76 35.598328),(77 35.262306),(78 35.540375),(79 35.467484),
(1 18.904768),(2 22.398869),(3 24.786777),(4 26.3563),(5 27.109884),(6 28.558273),(7 29.081343),(8 29.93095),(9 30.617048),(10 30.998148),(11 31.497478),(12 31.156443),(13 31.641338),(14 32.226124),(15 31.873384),(16 32.156097),(17 32.637337),(18 32.663048),(19 32.606434),(20 32.720516),(21 32.852085),(22 32.869156),(23 32.580242),(24 32.306393),(25 32.696583),(26 32.677246),(27 33.227684),(28 33.415863),(29 33.60983),(30 34.080338),(31 33.967564),(32 34.214214),(33 34.681625),(34 35.022358),(35 35.271896),(36 35.547306),(37 35.749275),(38 36.02331),(39 36.094345),(40 35.998817),(41 35.870834),(42 36.14465),(43 35.807945),(44 35.927536),(45 35.952408),(46 35.912006),(47 35.79968),(48 35.946968),(49 36.22241),(50 36.182682),(51 35.98489),(52 36.13381),(53 36.02226),(54 36.115788),(55 36.474354),(56 36.23841),(57 36.042343),(58 35.67176),(59 35.491077),(60 35.41757),(61 35.531517),(62 35.893337),(63 35.496914),(64 35.79417),(65 35.91069),(66 36.142704),(67 36.38392),(68 36.47556),(69 36.590042),(70 36.514915),(71 36.393845),(72 36.590527),(73 36.75884),(74 36.802433),(75 36.77823),(76 36.352535),(77 35.80985),(78 35.961456),(79 36.39642),
(1 18.682163),(2 22.103586),(3 24.360903),(4 25.539515),(5 26.98737),(6 28.161505),(7 28.867563),(8 29.723389),(9 30.679089),(10 30.989353),(11 31.211874),(12 30.999037),(13 31.485022),(14 31.945826),(15 31.875488),(16 32.024998),(17 32.045303),(18 32.328663),(19 31.970638),(20 32.187557),(21 32.453293),(22 31.813784),(23 31.7595),(24 31.252848),(25 31.766987),(26 31.857239),(27 32.420414),(28 32.54643),(29 32.546825),(30 33.21059),(31 33.203426),(32 33.492306),(33 33.87269),(34 34.238297),(35 34.495895),(36 34.728844),(37 34.817356),(38 35.101856),(39 34.89116),(40 34.840252),(41 34.689243),(42 34.73571),(43 34.560036),(44 34.939583),(45 34.81308),(46 34.91631),(47 35.044544),(48 35.184612),(49 35.522892),(50 35.58906),(51 35.700703),(52 35.62413),(53 35.72034),(54 35.642315),(55 35.507175),(56 35.98878),(57 35.50416),(58 34.986496),(59 34.870678),(60 35.12006),(61 35.290936),(62 35.154064),(63 35.157394),(64 35.071117),(65 35.08561),(66 35.198097),(67 35.386364),(68 35.276775),(69 35.49611),(70 35.894436),(71 35.54077),(72 35.85092),(73 35.50014),(74 35.542896),(75 35.628197),(76 35.630646),(77 34.77867),(78 34.70226),(79 34.78042),
(1 18.602877),(2 22.009716),(3 24.383053),(4 25.467321),(5 26.532389),(6 28.031256),(7 28.78256),(8 29.634724),(9 30.451078),(10 31.161602),(11 31.55775),(12 31.344429),(13 31.917162),(14 32.39576),(15 32.16035),(16 32.258472),(17 32.511208),(18 32.858932),(19 32.6641),(20 32.80584),(21 33.037113),(22 32.91641),(23 33.146317),(24 32.68326),(25 33.09109),(26 33.348534),(27 33.456463),(28 33.546394),(29 33.696957),(30 33.97732),(31 34.093452),(32 33.984787),(33 34.071762),(34 34.85571),(35 35.236855),(36 35.57961),(37 35.794514),(38 35.687874),(39 35.25009),(40 35.08467),(41 34.71874),(42 34.77635),(43 34.56448),(44 34.77126),(45 34.52598),(46 34.378727),(47 34.272602),(48 34.53609),(49 34.258007),(50 34.208355),(51 34.184795),(52 34.443092),(53 34.58616),(54 34.609997),(55 34.841747),(56 34.917885),(57 34.6921),(58 34.394657),(59 34.07706),(60 34.306538),(61 34.14375),(62 33.930363),(63 34.059746),(64 33.97697),(65 33.864212),(66 34.29981),(67 34.55019),(68 34.65894),(69 34.869003),(70 35.10811),(71 35.45035),(72 35.602753),(73 35.584095),(74 35.923836),(75 36.08512),(76 35.922707),(77 35.547974),(78 35.600227),(79 35.323483),
(1 18.570875),(2 22.363829),(3 24.586094),(4 25.96747),(5 27.199812),(6 28.444508),(7 29.25169),(8 30.083317),(9 30.449602),(10 30.809029),(11 31.468842),(12 31.308996),(13 31.60374),(14 31.89961),(15 32.238026),(16 32.12251),(17 32.21476),(18 32.62058),(19 32.596245),(20 32.43371),(21 32.62222),(22 32.814064),(23 32.818325),(24 32.34874),(25 32.791016),(26 32.91605),(27 33.329247),(28 33.571285),(29 33.63325),(30 33.941166),(31 34.022552),(32 33.63966),(33 33.90721),(34 34.581036),(35 34.69241),(36 35.043888),(37 35.0406),(38 35.30702),(39 35.43244),(40 35.291122),(41 35.002037),(42 35.085224),(43 34.837906),(44 34.976574),(45 34.8607),(46 34.906456),(47 34.992306),(48 35.311558),(49 35.489655),(50 35.36348),(51 35.505524),(52 35.384346),(53 35.7203),(54 35.558044),(55 35.929775),(56 35.849773),(57 35.60176),(58 35.642918),(59 35.21699),(60 35.205845),(61 35.18628),(62 35.27189),(63 35.353172),(64 35.20632),(65 34.88),(66 35.006386),(67 35.23538),(68 35.764706),(69 35.507942),(70 35.70056),(71 35.786015),(72 36.032597),(73 35.992542),(74 36.130375),(75 36.0869),(76 35.93463),(77 35.57262),(78 35.94299),(79 35.846394),
(1 18.09075),(2 21.79613),(3 23.969065),(4 25.078411),(5 26.438095),(6 27.556929),(7 28.553732),(8 29.061977),(9 29.582605),(10 29.985458),(11 30.264227),(12 30.559967),(13 31.014227),(14 31.213705),(15 31.25302),(16 31.427807),(17 31.296406),(18 31.339352),(19 31.137344),(20 30.946293),(21 31.16377),(22 31.295593),(23 31.04444),(24 31.00014),(25 31.193636),(26 31.370676),(27 31.746716),(28 31.62735),(29 31.906511),(30 32.007534),(31 32.28027),(32 32.55426),(33 32.784084),(34 33.487602),(35 33.687977),(36 33.79752),(37 33.90994),(38 34.510963),(39 34.346493),(40 34.378094),(41 34.120125),(42 34.41483),(43 34.21558),(44 34.4306),(45 34.62222),(46 34.28441),(47 34.367725),(48 34.326927),(49 34.11371),(50 34.78416),(51 34.553543),(52 34.50763),(53 34.65274),(54 35.030174),(55 34.843685),(56 34.89357),(57 34.535423),(58 34.461143),(59 34.206875),(60 34.103832),(61 34.234978),(62 34.37405),(63 34.170776),(64 34.140873),(65 34.364063),(66 34.378067),(67 34.402294),(68 34.294624),(69 34.618755),(70 34.572227),(71 34.3366),(72 34.046917),(73 34.215984),(74 34.459427),(75 34.026726),(76 33.850468),(77 33.495403),(78 33.541122),(79 33.188),
(1 18.165474),(2 21.632174),(3 23.982273),(4 25.398466),(5 26.55075),(6 27.883387),(7 28.54692),(8 28.981897),(9 29.347383),(10 29.624079),(11 30.437214),(12 30.331507),(13 30.64259),(14 31.253454),(15 31.16293),(16 31.723127),(17 31.636547),(18 31.770811),(19 31.80953),(20 32.07881),(21 31.890512),(22 32.079895),(23 31.908257),(24 31.66886),(25 32.11301),(26 32.444927),(27 32.765396),(28 32.823547),(29 33.253334),(30 33.48365),(31 33.16812),(32 33.35776),(33 33.24687),(34 33.767475),(35 33.864395),(36 34.048107),(37 34.297356),(38 34.427883),(39 34.32056),(40 34.22548),(41 34.012268),(42 34.34009),(43 33.99763),(44 33.887238),(45 34.154404),(46 33.759335),(47 33.9356),(48 34.21791),(49 34.156277),(50 34.339794),(51 34.372658),(52 34.024296),(53 34.120125),(54 34.346886),(55 34.267136),(56 34.29587),(57 34.119015),(58 33.8085),(59 33.68178),(60 33.593582),(61 33.563507),(62 33.86434),(63 33.604313),(64 33.731415),(65 33.66068),(66 33.47877),(67 33.60487),(68 34.28496),(69 34.40618),(70 34.665977),(71 35.13456),(72 35.109978),(73 35.26502),(74 35.288597),(75 35.422752),(76 35.15323),(77 35.160107),(78 35.026573),(79 34.73526),
(1 17.932684),(2 21.335136),(3 23.639719),(4 24.94334),(5 26.073997),(6 27.204807),(7 27.755322),(8 28.715527),(9 29.069988),(10 29.448017),(11 29.90825),(12 29.746265),(13 30.339231),(14 30.734165),(15 30.593826),(16 30.50847),(17 30.555498),(18 31.143402),(19 30.924454),(20 31.10274),(21 30.899498),(22 31.053331),(23 30.890575),(24 30.712034),(25 30.916517),(26 30.90847),(27 31.48251),(28 31.491407),(29 31.81023),(30 31.92012),(31 32.0741),(32 32.333385),(33 32.44002),(34 32.902195),(35 32.85499),(36 33.46869),(37 33.50646),(38 33.679512),(39 33.664593),(40 33.841305),(41 33.48617),(42 33.36254),(43 33.504387),(44 33.60355),(45 33.759354),(46 33.60377),(47 33.68113),(48 33.590088),(49 34.049248),(50 33.983162),(51 34.064144),(52 34.227154),(53 34.16711),(54 34.424522),(55 34.630978),(56 34.515114),(57 34.47949),(58 34.114017),(59 33.846527),(60 33.872208),(61 33.568375),(62 33.894962),(63 33.53678),(64 33.520836),(65 33.76001),(66 34.007027),(67 34.1241),(68 34.155926),(69 34.75343),(70 34.214073),(71 34.62906),(72 34.8318),(73 34.62774),(74 34.70997),(75 34.667263),(76 34.37295),(77 34.180702),(78 34.06588),(79 33.667744),
(1 17.78433),(2 21.183266),(3 23.609243),(4 24.933992),(5 26.138155),(6 27.03987),(7 27.93183),(8 28.863043),(9 29.396416),(10 29.728613),(11 29.979746),(12 29.973015),(13 30.436148),(14 30.664925),(15 30.540478),(16 30.496483),(17 30.791784),(18 31.09868),(19 31.387512),(20 31.63385),(21 31.46542),(22 31.815466),(23 31.972063),(24 31.87605),(25 32.03028),(26 31.820757),(27 32.574623),(28 32.455467),(29 32.718395),(30 33.11715),(31 33.13547),(32 33.445034),(33 33.703835),(34 33.953934),(35 33.939804),(36 34.10533),(37 34.470287),(38 34.65486),(39 34.5348),(40 34.440933),(41 34.44397),(42 34.852715),(43 34.65191),(44 34.984245),(45 35.52532),(46 35.475433),(47 35.43922),(48 35.581673),(49 35.604576),(50 35.677116),(51 35.351776),(52 35.396263),(53 35.19688),(54 35.15755),(55 35.188194),(56 34.968174),(57 34.80474),(58 34.509502),(59 34.370457),(60 34.224297),(61 34.357315),(62 34.576397),(63 34.36816),(64 34.364727),(65 34.644196),(66 34.869022),(67 34.983364),(68 34.88178),(69 35.376514),(70 35.02478),(71 35.20618),(72 35.350685),(73 35.135616),(74 35.28013),(75 34.88468),(76 34.58471),(77 34.45797),(78 34.35624),(79 34.007168),
(1 18.191555),(2 21.669796),(3 24.359743),(4 25.594578),(5 26.535536),(6 27.364504),(7 28.567402),(8 29.323483),(9 29.749378),(10 30.048317),(11 30.650011),(12 30.431005),(13 30.879614),(14 31.254286),(15 31.542147),(16 31.49035),(17 31.571896),(18 31.880806),(19 32.173004),(20 32.24301),(21 32.14822),(22 31.985117),(23 31.964619),(24 31.795364),(25 32.293922),(26 32.508106),(27 33.17298),(28 32.920887),(29 33.04555),(30 33.503788),(31 33.51574),(32 33.78512),(33 34.0796),(34 34.500732),(35 34.6225),(36 35.046993),(37 35.64802),(38 35.843563),(39 35.63091),(40 35.612633),(41 35.28429),(42 35.368168),(43 35.08445),(44 35.352238),(45 35.22768),(46 35.329407),(47 35.05982),(48 35.09038),(49 35.142323),(50 35.41668),(51 35.48023),(52 35.172714),(53 35.41391),(54 35.67616),(55 35.754066),(56 35.95567),(57 35.519707),(58 35.54567),(59 35.319836),(60 35.087875),(61 35.060326),(62 35.25434),(63 35.13907),(64 35.24041),(65 35.206757),(66 35.215088),(67 35.41115),(68 35.300102),(69 35.69142),(70 35.874218),(71 36.08507),(72 36.12423),(73 36.21774),(74 36.314568),(75 36.042606),(76 35.933113),(77 35.901226),(78 36.27226),(79 35.720417),
(1 17.559052),(2 20.928404),(3 23.57668),(4 24.898222),(5 25.611237),(6 26.729515),(7 27.220337),(8 28.060099),(9 28.102995),(10 28.183668),(11 29.064615),(12 28.940132),(13 29.507368),(14 29.63821),(15 30.047894),(16 30.127573),(17 30.377705),(18 30.519949),(19 30.744701),(20 30.830456),(21 30.953459),(22 30.876171),(23 30.928728),(24 30.92366),(25 31.054966),(26 31.16123),(27 31.47021),(28 31.547676),(29 31.678476),(30 31.860243),(31 31.84361),(32 32.13115),(33 32.5896),(34 32.884983),(35 33.09134),(36 33.626675),(37 33.916092),(38 33.97687),(39 33.88612),(40 33.61788),(41 33.48453),(42 33.215183),(43 33.22368),(44 33.10499),(45 33.257137),(46 33.49599),(47 33.366146),(48 33.228264),(49 33.216286),(50 33.479538),(51 33.414707),(52 33.57385),(53 33.806843),(54 33.835644),(55 33.656265),(56 33.958065),(57 33.369595),(58 33.194008),(59 33.342426),(60 33.158504),(61 33.37886),(62 33.0804),(63 33.11094),(64 33.09514),(65 33.22614),(66 33.30635),(67 33.219692),(68 33.31646),(69 33.364006),(70 33.421085),(71 33.487877),(72 33.621456),(73 33.714462),(74 33.70906),(75 33.78837),(76 33.429672),(77 33.49619),(78 33.0498),(79 33.019703),
(1 18.175716),(2 21.377207),(3 23.775982),(4 25.207733),(5 26.293571),(6 27.488495),(7 28.21049),(8 28.973467),(9 29.334314),(10 29.42098),(11 30.116898),(12 30.080507),(13 30.78475),(14 30.95806),(15 30.985516),(16 31.196314),(17 31.206211),(18 31.475245),(19 31.598888),(20 31.436201),(21 31.595892),(22 31.623873),(23 31.631723),(24 31.551802),(25 31.730051),(26 32.17482),(27 32.030098),(28 32.33776),(29 32.42535),(30 32.63991),(31 32.541702),(32 32.98453),(33 33.554886),(34 33.44271),(35 33.803623),(36 33.921383),(37 34.08193),(38 34.294407),(39 33.920166),(40 33.55045),(41 33.26173),(42 33.51878),(43 33.178352),(44 33.175964),(45 33.289932),(46 33.259796),(47 33.206295),(48 33.53108),(49 33.692333),(50 33.724514),(51 33.829025),(52 33.789955),(53 33.891182),(54 34.325478),(55 34.30115),(56 34.293312),(57 34.215668),(58 34.124847),(59 33.65246),(60 33.732677),(61 33.915054),(62 34.25952),(63 34.034687),(64 33.622948),(65 33.814167),(66 34.290897),(67 34.466293),(68 34.631916),(69 34.976364),(70 35.028854),(71 34.909473),(72 34.94864),(73 34.917503),(74 35.380424),(75 35.225834),(76 34.779713),(77 34.543564),(78 34.48443),(79 34.153717),
(1 17.853184),(2 21.417202),(3 23.669935),(4 25.165936),(5 26.165289),(6 27.250816),(7 28.089115),(8 28.679354),(9 29.16153),(10 29.268583),(11 29.928602),(12 29.960161),(13 30.36019),(14 30.49122),(15 30.810457),(16 31.08643),(17 31.175991),(18 31.319208),(19 31.767166),(20 31.88828),(21 31.715906),(22 31.380747),(23 31.402351),(24 31.452639),(25 31.891195),(26 31.94559),(27 31.937853),(28 31.702011),(29 32.112038),(30 32.449234),(31 32.40184),(32 32.78924),(33 33.549046),(34 33.184177),(35 33.491604),(36 33.725468),(37 33.893158),(38 34.069942),(39 34.06755),(40 34.085945),(41 33.59019),(42 33.87722),(43 33.628845),(44 33.74544),(45 33.860706),(46 33.80851),(47 33.942818),(48 33.832447),(49 33.97469),(50 34.215294),(51 33.776657),(52 33.71875),(53 33.536644),(54 33.65636),(55 33.826103),(56 33.938313),(57 33.94867),(58 33.335575),(59 33.15704),(60 33.17976),(61 33.454025),(62 33.38166),(63 32.928513),(64 33.058327),(65 33.090218),(66 33.10967),(67 33.24795),(68 32.963306),(69 33.452393),(70 33.753765),(71 33.92859),(72 34.059147),(73 34.230507),(74 34.298767),(75 34.480156),(76 34.36783),(77 33.83058),(78 33.52697),(79 33.431202),
(1 18.339378),(2 21.46179),(3 23.738718),(4 24.981943),(5 25.731998),(6 27.176743),(7 27.787767),(8 28.380537),(9 29.186373),(10 29.531467),(11 29.954376),(12 29.956484),(13 30.51448),(14 30.764416),(15 30.538649),(16 30.712175),(17 30.947235),(18 30.995762),(19 31.17024),(20 31.267984),(21 31.594828),(22 31.325703),(23 31.500357),(24 31.018614),(25 31.119577),(26 31.286308),(27 31.42477),(28 31.490538),(29 31.961906),(30 32.220287),(31 32.419147),(32 32.90486),(33 33.525524),(34 33.52476),(35 33.62969),(36 33.928997),(37 34.306644),(38 34.15285),(39 34.520065),(40 34.438572),(41 34.172),(42 34.257454),(43 34.01221),(44 33.81318),(45 33.93558),(46 33.825184),(47 34.149223),(48 34.240128),(49 34.6883),(50 34.632362),(51 34.354393),(52 34.30571),(53 34.512783),(54 34.63948),(55 34.587864),(56 34.764046),(57 34.562126),(58 34.06679),(59 34.122208),(60 33.68857),(61 33.75651),(62 34.137634),(63 33.804672),(64 33.821053),(65 33.457806),(66 34.043427),(67 34.059113),(68 34.05772),(69 34.506298),(70 34.57824),(71 35.048946),(72 35.217804),(73 35.04262),(74 35.05624),(75 35.370155),(76 35.339897),(77 35.011494),(78 35.36568),(79 34.93581),
(1 17.6815),(2 20.908817),(3 23.215427),(4 24.599976),(5 25.734066),(6 26.91295),(7 27.456095),(8 28.205914),(9 28.865604),(10 29.341679),(11 29.94788),(12 30.145134),(13 30.262177),(14 30.670935),(15 30.579168),(16 30.601341),(17 30.800188),(18 31.11651),(19 30.967989),(20 31.008278),(21 31.204569),(22 30.994362),(23 31.029799),(24 30.603254),(25 30.805567),(26 30.90059),(27 31.131956),(28 31.10932),(29 31.264553),(30 31.805258),(31 31.815022),(32 31.945503),(33 32.363018),(34 32.29971),(35 32.302155),(36 32.424934),(37 32.854332),(38 33.25962),(39 33.44953),(40 33.33999),(41 33.114494),(42 33.4357),(43 33.28928),(44 33.099934),(45 33.33529),(46 33.36081),(47 33.756775),(48 33.907703),(49 34.32171),(50 34.27461),(51 34.475002),(52 34.681892),(53 34.383343),(54 34.202583),(55 34.283245),(56 34.229435),(57 33.992523),(58 33.45707),(59 33.399593),(60 33.240566),(61 33.460426),(62 33.400753),(63 33.242027),(64 33.250114),(65 33.369465),(66 33.642296),(67 33.750053),(68 33.42077),(69 33.83989),(70 34.20632),(71 34.402943),(72 34.310055),(73 34.324223),(74 34.017563),(75 33.8824),(76 33.545918),(77 33.414513),(78 33.797672),(79 33.465836),
(1 17.852072),(2 20.96044),(3 23.186352),(4 24.334867),(5 25.296156),(6 26.520924),(7 27.064554),(8 27.855066),(9 28.31347),(10 28.703104),(11 29.423857),(12 29.255102),(13 29.719296),(14 29.785196),(15 29.96875),(16 30.07644),(17 30.213583),(18 30.26428),(19 30.261164),(20 30.363861),(21 30.739475),(22 30.693886),(23 30.597984),(24 30.42916),(25 30.710493),(26 30.730932),(27 31.327377),(28 31.517332),(29 31.206343),(30 31.396694),(31 31.3451),(32 31.247633),(33 31.488237),(34 31.651592),(35 31.866919),(36 31.732073),(37 32.415554),(38 32.043648),(39 32.48601),(40 32.432896),(41 32.243675),(42 32.168354),(43 31.991777),(44 32.293957),(45 31.972301),(46 32.26158),(47 31.988447),(48 31.85473),(49 31.557827),(50 31.616562),(51 32.032124),(52 32.141685),(53 32.320553),(54 32.649044),(55 32.986397),(56 33.333645),(57 33.29935),(58 33.064312),(59 33.045345),(60 33.0795),(61 33.16922),(62 32.935028),(63 32.881912),(64 32.722137),(65 32.681667),(66 32.845158),(67 32.823917),(68 32.889465),(69 33.051804),(70 33.379654),(71 33.568504),(72 33.615234),(73 33.58094),(74 33.30037),(75 33.298904),(76 32.972855),(77 32.994022),(78 32.98438),(79 32.73124),
