1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 217.77237),(2 230.66345),(3 245.4594),(4 248.55118),(5 244.06595),(6 242.3865),(7 245.32062),(8 245.17455),(9 248.29735),(10 242.49342),(11 242.87366),(12 247.29222),(13 248.0024),(14 241.54808),(15 246.64725),(16 254.99507),(17 253.93028),(18 254.8338),(19 243.25516),(20 248.81555),(21 256.55978),(22 250.84923),(23 250.67567),(24 249.67552),(25 249.68422),(26 248.37842),(27 243.2986),(28 242.5969),(29 244.3543),(30 256.04993),(31 242.68648),(32 248.09274),(33 252.64862),(34 244.78903),(35 252.14537),(36 253.0681),(37 248.1867),(38 240.61467),(39 240.68712),(40 239.64404),(41 243.0553),(42 247.66318),(43 242.6298),(44 245.51218),(45 252.29425),(46 249.18863),(47 248.32143),(48 247.06148),(49 238.78767),(50 234.739),(51 241.68245),(52 240.0927),(53 244.1256),(54 240.4229),(55 243.31375),(56 246.62303),(57 245.54022),(58 249.09622),(59 249.7798),(60 252.91907),(61 243.54546),(62 235.30373),(63 236.61763),(64 234.74977),(65 244.64365),(66 243.41628),(67 250.14215),(68 247.0214),(69 245.48555),(70 241.83173),(71 242.33275),(72 243.83173),(73 238.99295),(74 229.50203),(75 238.56622),(76 237.63895),(77 237.0751),(78 240.75902),(79 234.5135),
(1 215.54442),(2 234.55984),(3 248.7986),(4 243.4872),(5 241.71577),(6 240.97092),(7 240.48125),(8 240.15512),(9 239.24213),(10 240.36551),(11 245.24341),(12 248.46501),(13 254.85564),(14 249.17084),(15 248.7108),(16 247.15079),(17 251.77257),(18 252.74445),(19 242.75),(20 249.30135),(21 246.5075),(22 240.54973),(23 244.20923),(24 249.0866),(25 250.6285),(26 239.35901),(27 238.10239),(28 234.91408),(29 241.44547),(30 248.25386),(31 252.52435),(32 246.49318),(33 246.72891),(34 248.7886),(35 245.59961),(36 254.30551),(37 246.4622),(38 239.94641),(39 239.0953),(40 238.9016),(41 242.66176),(42 243.31311),(43 244.36945),(44 243.31355),(45 252.29836),(46 252.2606),(47 247.59567),(48 247.93425),(49 242.8613),(50 235.17268),(51 236.25237),(52 239.24449),(53 239.58443),(54 240.26128),(55 240.46922),(56 239.54106),(57 248.75397),(58 249.84909),(59 246.1456),(60 250.67763),(61 241.048),(62 232.23479),(63 238.912),(64 233.19737),(65 239.03233),(66 247.5543),(67 242.50888),(68 245.93211),(69 243.30984),(70 240.83305),(71 237.91112),(72 235.9015),(73 239.1618),(74 233.03406),(75 239.41801),(76 235.20935),(77 241.32928),(78 234.51073),(79 231.35126),
(1 213.04572),(2 233.80452),(3 247.49422),(4 250.13528),(5 251.46538),(6 254.6519),(7 249.20995),(8 246.7244),(9 242.63487),(10 242.39372),(11 238.83005),(12 240.7752),(13 251.61224),(14 237.80872),(15 244.29726),(16 249.43576),(17 251.50768),(18 245.23752),(19 243.204),(20 246.776),(21 254.42989),(22 248.5997),(23 243.32889),(24 247.00154),(25 247.49902),(26 239.34648),(27 244.79176),(28 244.23627),(29 248.09293),(30 249.70569),(31 248.99857),(32 248.10643),(33 247.03723),(34 246.72133),(35 251.69745),(36 249.12863),(37 253.79143),(38 242.79517),(39 241.69798),(40 240.71358),(41 240.65587),(42 238.94366),(43 240.62292),(44 246.926),(45 246.49345),(46 249.88438),(47 248.76627),(48 244.80283),(49 243.10464),(50 234.07726),(51 240.32864),(52 242.10619),(53 242.75987),(54 243.81342),(55 249.6197),(56 238.67596),(57 246.39848),(58 251.94234),(59 254.02782),(60 251.86191),(61 242.4443),(62 233.70702),(63 234.21686),(64 233.0602),(65 238.5055),(66 240.19907),(67 240.54227),(68 241.42136),(69 241.63553),(70 241.38715),(71 241.43912),(72 239.29715),(73 238.2088),(74 228.96811),(75 228.40297),(76 237.67036),(77 239.48476),(78 240.0123),(79 239.77782),
(1 213.6637),(2 229.36188),(3 240.21255),(4 241.22612),(5 242.81166),(6 241.73338),(7 248.38298),(8 241.59402),(9 237.61238),(10 236.33931),(11 237.10684),(12 244.19693),(13 242.13483),(14 235.47601),(15 241.28374),(16 248.55878),(17 248.5688),(18 243.11478),(19 240.37009),(20 242.4183),(21 248.90344),(22 251.66371),(23 243.60764),(24 247.83769),(25 236.35762),(26 235.21855),(27 232.97433),(28 234.9569),(29 243.43144),(30 240.6137),(31 242.97939),(32 242.29147),(33 242.9685),(34 237.82741),(35 240.34975),(36 242.73917),(37 243.22768),(38 236.04988),(39 235.9689),(40 238.01567),(41 235.31366),(42 240.69376),(43 238.96379),(44 235.49532),(45 241.39574),(46 239.84439),(47 241.591),(48 234.38864),(49 234.77126),(50 230.11984),(51 236.8945),(52 240.01512),(53 239.60828),(54 240.85323),(55 237.65715),(56 236.50812),(57 238.09007),(58 249.39316),(59 242.11424),(60 246.69514),(61 242.63602),(62 234.38338),(63 235.21883),(64 232.39757),(65 238.58487),(66 235.11674),(67 236.64621),(68 242.0608),(69 242.8063),(70 247.49377),(71 241.85323),(72 242.03346),(73 234.65721),(74 230.35548),(75 233.17671),(76 229.4724),(77 229.71255),(78 229.82855),(79 230.37706),
(1 210.16316),(2 231.01218),(3 245.67215),(4 239.88356),(5 245.28177),(6 237.58214),(7 238.73119),(8 240.51416),(9 236.86914),(10 232.97368),(11 232.61996),(12 245.22533),(13 247.78995),(14 247.33789),(15 248.44923),(16 241.98358),(17 239.58455),(18 244.57059),(19 238.73245),(20 241.25266),(21 241.05678),(22 240.39293),(23 239.89252),(24 245.70728),(25 246.93974),(26 241.60342),(27 239.266),(28 232.67993),(29 240.34856),(30 246.67778),(31 244.64081),(32 240.82738),(33 247.07237),(34 246.30844),(35 246.39906),(36 247.6261),(37 242.85799),(38 240.06041),(39 238.82422),(40 240.43195),(41 235.97644),(42 240.42297),(43 243.52255),(44 242.68777),(45 245.28934),(46 244.55199),(47 239.47345),(48 235.06009),(49 235.80309),(50 234.20645),(51 236.01555),(52 235.55826),(53 235.78737),(54 235.21982),(55 237.80135),(56 232.01839),(57 239.80812),(58 248.0693),(59 242.53304),(60 240.51389),(61 235.52422),(62 225.86194),(63 235.19128),(64 235.97166),(65 238.87085),(66 238.5639),(67 235.16484),(68 234.67513),(69 237.02187),(70 235.71834),(71 237.90292),(72 235.88112),(73 229.50098),(74 228.89027),(75 236.39285),(76 237.78696),(77 240.09186),(78 233.54393),(79 235.52962),
(1 203.19774),(2 216.30867),(3 227.26195),(4 234.83047),(5 236.53416),(6 236.91151),(7 238.55865),(8 238.20126),(9 230.75092),(10 232.27518),(11 227.9159),(12 233.93448),(13 232.48688),(14 226.56143),(15 236.94661),(16 238.38626),(17 243.6861),(18 240.57396),(19 236.6964),(20 237.42819),(21 243.13078),(22 240.83316),(23 238.58134),(24 235.32425),(25 237.17207),(26 228.66948),(27 228.15002),(28 225.90312),(29 237.95256),(30 240.15353),(31 236.19476),(32 235.23232),(33 238.314),(34 240.35146),(35 230.804),(36 235.02173),(37 237.17844),(38 238.29605),(39 226.93642),(40 230.84982),(41 231.43259),(42 232.55049),(43 233.35446),(44 233.29474),(45 236.02057),(46 238.66145),(47 230.1398),(48 232.53908),(49 226.35582),(50 222.71458),(51 218.83134),(52 226.22699),(53 222.5449),(54 235.71838),(55 235.84767),(56 231.03246),(57 235.12961),(58 240.04477),(59 240.96265),(60 238.12515),(61 231.12752),(62 222.63406),(63 222.30055),(64 221.16609),(65 227.30084),(66 227.25816),(67 232.48235),(68 233.42055),(69 234.27916),(70 232.29906),(71 231.56139),(72 226.41714),(73 229.28505),(74 220.70085),(75 225.31184),(76 225.83275),(77 227.45638),(78 220.69571),(79 219.79738),
(1 206.88411),(2 222.25381),(3 229.65387),(4 236.7032),(5 237.54837),(6 240.69452),(7 239.87643),(8 233.00746),(9 232.11325),(10 234.39503),(11 232.19905),(12 234.44846),(13 239.42267),(14 232.72481),(15 236.92906),(16 247.4938),(17 248.68834),(18 244.01895),(19 234.96696),(20 235.34724),(21 235.13947),(22 239.77986),(23 236.32043),(24 237.61247),(25 235.71764),(26 228.81479),(27 227.35754),(28 227.84058),(29 233.64813),(30 237.09705),(31 233.24162),(32 236.2626),(33 235.72984),(34 236.7782),(35 239.76166),(36 239.7111),(37 236.41545),(38 236.30367),(39 231.98517),(40 228.50362),(41 232.34526),(42 236.74628),(43 236.04965),(44 233.0959),(45 235.50903),(46 235.85133),(47 232.33894),(48 232.4941),(49 230.82954),(50 229.0479),(51 230.47252),(52 229.56035),(53 234.1472),(54 234.00055),(55 236.84598),(56 234.03308),(57 238.91344),(58 243.65749),(59 236.52954),(60 244.69885),(61 233.99695),(62 226.0849),(63 226.84668),(64 224.57709),(65 228.20038),(66 227.31287),(67 228.861),(68 235.448),(69 236.28545),(70 238.54387),(71 234.82768),(72 230.8585),(73 227.02423),(74 224.0184),(75 225.67654),(76 225.55414),(77 227.93497),(78 224.35655),(79 224.90112),
(1 212.49678),(2 230.22124),(3 244.86572),(4 242.3425),(5 237.73712),(6 239.6897),(7 238.50877),(8 240.62926),(9 233.2628),(10 235.68951),(11 240.09764),(12 246.58131),(13 247.539),(14 248.14536),(15 242.35808),(16 241.69281),(17 240.81009),(18 244.18787),(19 240.84178),(20 242.48134),(21 244.01086),(22 244.84914),(23 246.39622),(24 249.83336),(25 251.49023),(26 234.21957),(27 234.85977),(28 235.75676),(29 238.0617),(30 244.83836),(31 241.0351),(32 245.96753),(33 242.64262),(34 240.38358),(35 241.24352),(36 244.86104),(37 244.13358),(38 235.50606),(39 235.67407),(40 237.00409),(41 234.77652),(42 236.71571),(43 239.73822),(44 234.9506),(45 244.72548),(46 246.20764),(47 245.50343),(48 245.73079),(49 236.00798),(50 231.3369),(51 233.38362),(52 235.54279),(53 237.09143),(54 236.95792),(55 233.64354),(56 228.7412),(57 234.9059),(58 240.77885),(59 242.55525),(60 236.48761),(61 237.79356),(62 229.83832),(63 232.48029),(64 225.20662),(65 231.90675),(66 235.83737),(67 236.23264),(68 237.8904),(69 236.24725),(70 239.31502),(71 233.87619),(72 234.23312),(73 234.40715),(74 229.03691),(75 235.12338),(76 237.63318),(77 234.123),(78 228.8497),(79 223.14282),
(1 203.82028),(2 214.30928),(3 227.05356),(4 233.10808),(5 231.24681),(6 234.87737),(7 233.22536),(8 224.94688),(9 224.54417),(10 227.34464),(11 224.38724),(12 231.38353),(13 232.26599),(14 225.07727),(15 229.18506),(16 234.62553),(17 239.3398),(18 238.48198),(19 230.12297),(20 232.49617),(21 235.63707),(22 232.11198),(23 227.31038),(24 230.45937),(25 229.01378),(26 226.92097),(27 230.96751),(28 224.51233),(29 230.58702),(30 238.13503),(31 237.99107),(32 234.74542),(33 231.49428),(34 234.49979),(35 229.5811),(36 230.21103),(37 236.3241),(38 228.74106),(39 227.33543),(40 225.88164),(41 224.93472),(42 227.56078),(43 230.8974),(44 228.55399),(45 233.14584),(46 232.92404),(47 230.84926),(48 233.34282),(49 227.55667),(50 222.07535),(51 227.57852),(52 228.05902),(53 225.78812),(54 235.49356),(55 232.6951),(56 227.32161),(57 233.42319),(58 236.26558),(59 233.54048),(60 235.98952),(61 231.41493),(62 221.99257),(63 224.87393),(64 223.70071),(65 232.78648),(66 230.74101),(67 233.0773),(68 234.1192),(69 231.57082),(70 231.47906),(71 232.43904),(72 226.50595),(73 220.78354),(74 217.19571),(75 218.77448),(76 219.28049),(77 222.6618),(78 221.6144),(79 222.45807),
(1 207.08023),(2 216.8379),(3 232.4983),(4 242.24815),(5 240.685),(6 243.15738),(7 244.30177),(8 241.43954),(9 234.95906),(10 231.98819),(11 228.96875),(12 229.20367),(13 234.66379),(14 223.91142),(15 225.57695),(16 232.496),(17 234.04959),(18 229.69319),(19 231.82321),(20 238.60109),(21 234.6583),(22 234.98167),(23 236.89435),(24 235.21619),(25 237.62476),(26 226.21545),(27 230.74901),(28 228.48947),(29 236.9067),(30 238.86247),(31 238.0165),(32 234.8679),(33 238.30441),(34 235.44528),(35 236.89058),(36 241.05132),(37 238.40802),(38 230.12225),(39 230.88768),(40 227.57101),(41 229.45996),(42 232.86107),(43 231.32224),(44 231.93246),(45 235.69931),(46 237.25365),(47 234.43204),(48 234.2319),(49 227.95273),(50 224.39616),(51 226.9235),(52 229.78592),(53 229.01257),(54 229.96768),(55 229.2867),(56 223.47852),(57 223.0024),(58 236.0113),(59 235.48936),(60 239.78702),(61 236.0689),(62 223.38176),(63 224.97742),(64 225.97232),(65 225.93793),(66 227.38332),(67 228.86),(68 236.66231),(69 237.03592),(70 233.80971),(71 226.78519),(72 229.5115),(73 226.18169),(74 219.28387),(75 222.26909),(76 220.98201),(77 224.62437),(78 219.4517),(79 224.80704),
(1 201.86633),(2 216.47336),(3 230.03973),(4 231.14632),(5 227.43338),(6 227.39249),(7 229.80681),(8 227.74983),(9 223.82289),(10 224.05063),(11 227.06036),(12 234.7687),(13 235.70511),(14 231.88176),(15 226.8627),(16 230.74028),(17 228.80647),(18 233.89578),(19 229.18478),(20 230.01654),(21 228.70297),(22 230.443),(23 227.59491),(24 234.26233),(25 234.4568),(26 229.35332),(27 227.36693),(28 226.97461),(29 231.29068),(30 230.61053),(31 232.04004),(32 235.26863),(33 229.9532),(34 233.42052),(35 232.25961),(36 232.61552),(37 229.7082),(38 224.79857),(39 219.61775),(40 226.77718),(41 225.23499),(42 225.62389),(43 227.62924),(44 224.64738),(45 230.87483),(46 231.93144),(47 225.20543),(48 223.41531),(49 218.60616),(50 215.02515),(51 218.98042),(52 219.47366),(53 221.9779),(54 223.47882),(55 225.16948),(56 221.58939),(57 222.19084),(58 227.43214),(59 229.55351),(60 227.36745),(61 225.81448),(62 210.76888),(63 214.29227),(64 216.17728),(65 228.65341),(66 223.63754),(67 225.07607),(68 227.21298),(69 224.50671),(70 221.65097),(71 222.57808),(72 224.13568),(73 222.17438),(74 214.6744),(75 220.8917),(76 219.85179),(77 219.08772),(78 213.4861),(79 214.71397),
(1 194.75099),(2 208.17447),(3 226.12189),(4 226.85254),(5 227.14),(6 227.75273),(7 230.48454),(8 226.0549),(9 224.61343),(10 225.1952),(11 219.60107),(12 230.43968),(13 226.64316),(14 218.63562),(15 223.90916),(16 229.20097),(17 233.55255),(18 228.96167),(19 229.56223),(20 226.88632),(21 229.87827),(22 230.3724),(23 227.77858),(24 225.7246),(25 225.01367),(26 216.11621),(27 214.58266),(28 212.59932),(29 220.17584),(30 225.6857),(31 225.0645),(32 224.76884),(33 220.37282),(34 223.41489),(35 222.26468),(36 224.65343),(37 225.19597),(38 221.49069),(39 220.05498),(40 221.9822),(41 221.75522),(42 218.92462),(43 218.92093),(44 223.39034),(45 226.93214),(46 224.45937),(47 229.90219),(48 227.71242),(49 224.76686),(50 218.85835),(51 219.6664),(52 226.69604),(53 225.9105),(54 224.29329),(55 224.91508),(56 220.64996),(57 224.4697),(58 224.71043),(59 223.25436),(60 221.16365),(61 215.93039),(62 212.07689),(63 214.34418),(64 212.38379),(65 218.03752),(66 220.82414),(67 219.25629),(68 222.2448),(69 222.35402),(70 226.87714),(71 218.92287),(72 220.14754),(73 218.52159),(74 212.69124),(75 213.44315),(76 214.22166),(77 218.51627),(78 216.73267),(79 210.84328),
(1 199.35269),(2 211.96954),(3 222.42729),(4 230.85556),(5 231.65762),(6 236.13716),(7 227.61296),(8 227.40123),(9 225.11838),(10 224.07),(11 220.9857),(12 223.95798),(13 227.80984),(14 219.39842),(15 226.54124),(16 233.13339),(17 232.59137),(18 228.82274),(19 225.92522),(20 229.07117),(21 233.60628),(22 235.6625),(23 227.67337),(24 225.42903),(25 223.9528),(26 216.69609),(27 219.10605),(28 222.68999),(29 233.63576),(30 232.96822),(31 233.31685),(32 232.38701),(33 227.12938),(34 228.9526),(35 228.71939),(36 230.89793),(37 233.06247),(38 222.28192),(39 221.84077),(40 224.39424),(41 219.61053),(42 220.46498),(43 219.89859),(44 218.3448),(45 226.50438),(46 225.47566),(47 221.68253),(48 224.67015),(49 217.14139),(50 213.80498),(51 212.92264),(52 221.78893),(53 225.25578),(54 228.10307),(55 231.756),(56 229.95175),(57 229.42863),(58 226.75827),(59 232.16196),(60 237.70634),(61 228.21324),(62 217.5511),(63 214.14355),(64 212.20406),(65 217.04407),(66 216.30057),(67 221.12483),(68 226.3523),(69 226.30821),(70 225.75385),(71 224.73332),(72 219.53595),(73 218.16122),(74 212.90211),(75 217.53049),(76 213.20613),(77 211.19579),(78 207.7433),(79 212.15787),
(1 198.7441),(2 213.42778),(3 224.21124),(4 224.70844),(5 220.06601),(6 221.81233),(7 222.60681),(8 218.75127),(9 217.17297),(10 213.71474),(11 218.85692),(12 225.99283),(13 232.64539),(14 225.57683),(15 222.1954),(16 226.08694),(17 227.0859),(18 225.86678),(19 219.71364),(20 219.75934),(21 222.83711),(22 218.81241),(23 222.36533),(24 226.458),(25 231.64265),(26 216.6305),(27 214.56021),(28 210.5365),(29 218.07158),(30 224.38202),(31 225.69699),(32 229.34146),(33 225.48851),(34 224.40472),(35 219.54333),(36 225.2313),(37 221.30537),(38 220.20662),(39 216.2414),(40 214.41132),(41 216.84361),(42 215.95354),(43 217.34755),(44 214.11842),(45 223.98804),(46 221.8858),(47 221.55322),(48 222.70303),(49 217.1005),(50 217.17268),(51 218.10643),(52 218.33472),(53 218.8954),(54 223.33644),(55 220.62526),(56 219.80397),(57 219.96973),(58 226.47652),(59 228.04802),(60 222.41287),(61 217.80794),(62 208.75453),(63 214.54953),(64 208.92073),(65 216.25311),(66 215.7491),(67 217.38603),(68 219.8089),(69 215.53023),(70 218.07808),(71 216.02913),(72 216.69067),(73 213.65991),(74 212.03699),(75 219.1263),(76 223.49142),(77 219.42293),(78 217.46744),(79 213.7328),
(1 196.35863),(2 209.74237),(3 220.73628),(4 230.0725),(5 225.3862),(6 232.5424),(7 229.0157),(8 222.33047),(9 220.78098),(10 222.30327),(11 215.98666),(12 224.99673),(13 222.05342),(14 221.3095),(15 218.42455),(16 228.27113),(17 227.34216),(18 228.88956),(19 219.31506),(20 220.62727),(21 226.34479),(22 224.72334),(23 221.22841),(24 222.16577),(25 219.69057),(26 213.94081),(27 213.41765),(28 221.20915),(29 229.21388),(30 231.21172),(31 228.06369),(32 227.58171),(33 226.38615),(34 222.9936),(35 233.03426),(36 228.52753),(37 226.59175),(38 223.78296),(39 220.47539),(40 220.79019),(41 221.52295),(42 218.90712),(43 221.73509),(44 222.54265),(45 223.83823),(46 224.77644),(47 223.68562),(48 220.21292),(49 219.91269),(50 217.12477),(51 218.89015),(52 224.5456),(53 221.96103),(54 226.90182),(55 225.24849),(56 223.55435),(57 225.98373),(58 227.25244),(59 226.97414),(60 229.2811),(61 218.42415),(62 212.60017),(63 216.63931),(64 212.41484),(65 213.30455),(66 216.50627),(67 213.53102),(68 221.69414),(69 222.1956),(70 223.70464),(71 225.4141),(72 218.31343),(73 218.47646),(74 208.21478),(75 211.55724),(76 214.79883),(77 216.86229),(78 216.14151),(79 214.51634),
(1 196.56746),(2 205.77856),(3 216.06458),(4 218.24364),(5 219.23729),(6 224.3186),(7 224.15782),(8 223.8323),(9 219.53879),(10 221.77177),(11 214.28726),(12 220.02295),(13 221.18503),(14 212.1132),(15 212.95949),(16 220.75244),(17 226.54181),(18 224.66472),(19 219.43317),(20 220.06288),(21 221.62425),(22 223.01366),(23 220.48016),(24 220.20654),(25 216.99533),(26 209.00005),(27 215.99182),(28 215.59148),(29 223.89447),(30 226.58963),(31 221.23833),(32 222.47293),(33 227.10251),(34 221.44102),(35 222.05234),(36 224.01091),(37 220.2159),(38 216.06535),(39 214.25003),(40 216.29175),(41 217.76947),(42 221.0018),(43 215.78693),(44 216.15482),(45 212.44977),(46 216.7298),(47 218.54755),(48 218.83875),(49 212.6453),(50 207.50761),(51 211.05255),(52 214.15434),(53 213.46088),(54 222.10962),(55 217.87402),(56 215.86716),(57 212.75308),(58 221.1386),(59 224.96968),(60 222.40993),(61 216.79861),(62 208.83124),(63 209.97064),(64 209.21303),(65 212.07245),(66 207.87698),(67 215.46185),(68 214.75955),(69 215.40245),(70 215.82317),(71 212.76407),(72 210.84805),(73 206.97426),(74 205.35698),(75 205.02042),(76 208.93056),(77 206.14438),(78 206.47205),(79 204.48409),
(1 193.51797),(2 208.09525),(3 226.65561),(4 222.08098),(5 219.75296),(6 222.15157),(7 219.09158),(8 213.40262),(9 220.25264),(10 209.15414),(11 211.19324),(12 219.40967),(13 223.42342),(14 221.29465),(15 222.26028),(16 216.73758),(17 216.59265),(18 221.37576),(19 215.8601),(20 215.68022),(21 219.08969),(22 217.6688),(23 216.5563),(24 218.30533),(25 221.58675),(26 217.30257),(27 216.9596),(28 216.82759),(29 214.38164),(30 219.65874),(31 219.74239),(32 221.75204),(33 221.27548),(34 221.97649),(35 223.47652),(36 217.90646),(37 221.67082),(38 212.77193),(39 208.50325),(40 216.87149),(41 218.90689),(42 217.63254),(43 223.53561),(44 218.63887),(45 227.64389),(46 224.66086),(47 221.25632),(48 221.3536),(49 217.18877),(50 211.90018),(51 216.20248),(52 215.37057),(53 210.67798),(54 212.85437),(55 212.07187),(56 212.74858),(57 216.38339),(58 226.93985),(59 217.2211),(60 214.33138),(61 213.78938),(62 204.40994),(63 206.25247),(64 209.71707),(65 212.66946),(66 214.26509),(67 214.79375),(68 216.00566),(69 208.34978),(70 217.00156),(71 214.70511),(72 214.91846),(73 214.4957),(74 207.24397),(75 216.7059),(76 216.6771),(77 218.94138),(78 211.32732),(79 206.5258),
(1 188.45735),(2 200.90413),(3 217.6985),(4 216.80147),(5 221.8723),(6 226.64267),(7 229.44566),(8 220.91225),(9 220.21309),(10 217.47491),(11 211.89703),(12 219.4023),(13 215.55888),(14 216.61783),(15 219.94234),(16 224.8143),(17 222.81871),(18 222.78151),(19 213.52129),(20 215.85617),(21 220.76541),(22 220.55566),(23 217.55125),(24 221.65012),(25 222.44495),(26 209.96841),(27 212.22662),(28 211.55962),(29 218.74763),(30 226.06187),(31 227.01076),(32 224.27412),(33 218.76079),(34 218.82333),(35 218.98088),(36 221.70284),(37 220.49908),(38 215.6343),(39 213.60388),(40 213.552),(41 217.57967),(42 218.06038),(43 213.08234),(44 214.34808),(45 217.95024),(46 218.78824),(47 220.08368),(48 213.43596),(49 213.15268),(50 212.24034),(51 210.01382),(52 210.33966),(53 211.06174),(54 217.05417),(55 213.55766),(56 207.41908),(57 212.8768),(58 217.46613),(59 219.27039),(60 224.51204),(61 214.40016),(62 204.28516),(63 208.55159),(64 207.34442),(65 212.5115),(66 210.69237),(67 214.89532),(68 215.14737),(69 215.17162),(70 213.90018),(71 213.30983),(72 213.90805),(73 206.76204),(74 202.71645),(75 206.24757),(76 206.92499),(77 207.99783),(78 209.23907),(79 206.08542),
(1 189.12656),(2 201.73074),(3 212.20482),(4 218.33087),(5 216.91692),(6 218.14278),(7 221.1636),(8 221.739),(9 219.16527),(10 213.86002),(11 211.49112),(12 212.14583),(13 211.65616),(14 206.49263),(15 213.75313),(16 212.25478),(17 218.83847),(18 217.06522),(19 211.39922),(20 217.74403),(21 217.63283),(22 219.9209),(23 214.57388),(24 216.81407),(25 214.05086),(26 203.22913),(27 208.05489),(28 208.65227),(29 214.8283),(30 220.21019),(31 219.57161),(32 217.67929),(33 221.63216),(34 221.7497),(35 219.78972),(36 218.74954),(37 215.68977),(38 210.79091),(39 210.09871),(40 213.34929),(41 214.9699),(42 216.20642),(43 215.29437),(44 214.87366),(45 219.53354),(46 213.8396),(47 214.52583),(48 213.56483),(49 212.00943),(50 205.17555),(51 208.02963),(52 207.15561),(53 211.51334),(54 216.35818),(55 215.67366),(56 214.77486),(57 214.83656),(58 217.92009),(59 220.1739),(60 219.39912),(61 216.15823),(62 204.97922),(63 203.69458),(64 200.63736),(65 208.1489),(66 204.28256),(67 213.07602),(68 210.58421),(69 211.79544),(70 217.09952),(71 212.68692),(72 210.38863),(73 203.46202),(74 196.4656),(75 200.48451),(76 203.92464),(77 200.75945),(78 203.31592),(79 207.47557),
