1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 192.22705),(2 209.42238),(3 219.79417),(4 221.70404),(5 216.75685),(6 218.28072),(7 219.97462),(8 217.5918),(9 213.37949),(10 207.45752),(11 215.08018),(12 218.05728),(13 223.30156),(14 219.11252),(15 219.50203),(16 220.04083),(17 220.4583),(18 222.34291),(19 216.32774),(20 217.99097),(21 216.7231),(22 219.77942),(23 218.8076),(24 223.04538),(25 221.9358),(26 211.85414),(27 215.85664),(28 209.65866),(29 211.84401),(30 215.89934),(31 219.68842),(32 216.21378),(33 217.13348),(34 212.83607),(35 216.32706),(36 217.23355),(37 215.76118),(38 210.37492),(39 208.37384),(40 212.53893),(41 212.67647),(42 214.89995),(43 216.34955),(44 215.88715),(45 217.92366),(46 218.2061),(47 216.79526),(48 214.90935),(49 215.4377),(50 212.18571),(51 212.67383),(52 211.70366),(53 212.041),(54 214.32108),(55 210.984),(56 216.71928),(57 219.71957),(58 221.76247),(59 219.99652),(60 217.5788),(61 210.98491),(62 206.77628),(63 212.65869),(64 209.2895),(65 215.1366),(66 215.84737),(67 213.70935),(68 215.56897),(69 213.99303),(70 220.46614),(71 210.23479),(72 209.83469),(73 210.84206),(74 209.30832),(75 211.2627),(76 213.98201),(77 214.11969),(78 213.81734),(79 209.17162),
(1 182.68188),(2 199.16525),(3 208.83727),(4 212.94794),(5 212.32535),(6 211.50043),(7 210.68048),(8 213.88249),(9 210.42552),(10 210.78923),(11 208.52739),(12 205.29713),(13 206.35909),(14 208.27893),(15 210.49922),(16 214.3898),(17 216.85774),(18 213.69418),(19 212.70346),(20 217.64511),(21 217.42598),(22 219.85153),(23 214.41058),(24 210.22577),(25 212.01384),(26 204.73276),(27 210.06274),(28 206.90517),(29 215.05984),(30 216.25128),(31 220.18065),(32 214.96107),(33 215.86282),(34 213.83792),(35 217.95424),(36 216.52673),(37 215.1429),(38 214.50706),(39 206.83112),(40 207.3331),(41 210.24469),(42 206.89984),(43 213.78926),(44 211.47104),(45 220.72395),(46 216.99489),(47 214.22374),(48 209.23682),(49 211.0183),(50 204.77377),(51 206.17952),(52 209.54655),(53 209.42444),(54 212.4668),(55 211.78506),(56 204.59166),(57 209.41356),(58 214.92545),(59 211.78627),(60 211.34503),(61 205.63846),(62 198.93422),(63 203.282),(64 204.62611),(65 208.68661),(66 210.04451),(67 207.9227),(68 208.28381),(69 211.0062),(70 210.34705),(71 209.02266),(72 206.24243),(73 205.2884),(74 200.73744),(75 200.41689),(76 205.5665),(77 200.74626),(78 196.22739),(79 202.97623),
(1 184.53725),(2 200.07477),(3 212.93846),(4 212.67561),(5 217.15375),(6 220.6358),(7 220.96725),(8 217.7282),(9 208.2863),(10 207.79305),(11 212.9739),(12 214.44414),(13 209.69417),(14 211.17532),(15 213.87143),(16 218.60707),(17 216.85934),(18 216.26822),(19 208.34486),(20 209.91966),(21 218.96584),(22 218.8265),(23 215.74216),(24 212.9805),(25 210.29793),(26 206.18124),(27 202.82271),(28 202.7767),(29 211.43983),(30 216.85307),(31 219.43935),(32 215.84396),(33 218.25125),(34 211.02438),(35 213.79425),(36 215.74812),(37 212.9336),(38 208.38974),(39 209.02396),(40 212.65121),(41 211.0497),(42 212.35547),(43 212.91205),(44 210.86354),(45 215.10017),(46 213.6212),(47 213.68938),(48 212.70361),(49 211.3528),(50 208.25308),(51 209.58684),(52 208.72128),(53 209.52129),(54 209.54057),(55 209.32346),(56 207.42917),(57 212.67467),(58 216.0267),(59 214.34863),(60 219.55966),(61 208.16359),(62 200.78105),(63 201.5924),(64 197.64804),(65 199.60884),(66 204.0827),(67 213.96365),(68 216.0834),(69 215.03062),(70 216.40909),(71 210.53175),(72 209.6215),(73 208.71654),(74 203.1485),(75 204.89014),(76 204.48488),(77 199.7492),(78 201.02586),(79 201.38188),
(1 184.73576),(2 193.73808),(3 204.28778),(4 211.68694),(5 212.24278),(6 213.60132),(7 208.55405),(8 209.40408),(9 204.22676),(10 199.88791),(11 201.94946),(12 207.5629),(13 208.60551),(14 207.42603),(15 208.30597),(16 206.81148),(17 207.92361),(18 206.63556),(19 205.15407),(20 204.8203),(21 203.75743),(22 200.7849),(23 205.03996),(24 207.25725),(25 208.07718),(26 203.1576),(27 201.91805),(28 203.3761),(29 204.998),(30 213.35999),(31 212.69835),(32 213.4169),(33 211.5788),(34 211.82224),(35 213.98221),(36 209.4252),(37 211.26312),(38 208.9282),(39 203.94937),(40 203.93736),(41 200.21782),(42 202.09686),(43 204.54132),(44 199.68604),(45 208.55797),(46 209.32545),(47 208.52902),(48 200.25285),(49 198.49106),(50 195.50365),(51 199.44724),(52 199.50868),(53 199.9473),(54 203.22137),(55 201.4005),(56 199.04713),(57 199.85048),(58 202.67508),(59 206.24062),(60 204.29768),(61 200.11948),(62 191.9025),(63 194.84517),(64 198.50027),(65 202.539),(66 199.26982),(67 198.4975),(68 202.76546),(69 202.40303),(70 200.41681),(71 203.6083),(72 200.429),(73 194.84152),(74 191.43869),(75 196.78899),(76 202.14677),(77 201.3166),(78 198.79384),(79 197.84425),
(1 183.33269),(2 195.25493),(3 210.7018),(4 220.01717),(5 214.2962),(6 215.08987),(7 212.49875),(8 209.5627),(9 208.98842),(10 203.98596),(11 207.69435),(12 207.08357),(13 207.28525),(14 203.29546),(15 205.24069),(16 212.26186),(17 216.47946),(18 216.94348),(19 211.71385),(20 208.55339),(21 214.56541),(22 212.62965),(23 215.39421),(24 211.37413),(25 207.75687),(26 203.71863),(27 200.59209),(28 206.21355),(29 213.7498),(30 216.1841),(31 213.03845),(32 218.9313),(33 216.16652),(34 215.47948),(35 213.65358),(36 213.3478),(37 217.15169),(38 209.77223),(39 209.57451),(40 213.73923),(41 209.24394),(42 210.14757),(43 207.96407),(44 208.43121),(45 214.9946),(46 211.00157),(47 212.45735),(48 213.05469),(49 211.2128),(50 203.23375),(51 203.18497),(52 204.59027),(53 203.11842),(54 210.74876),(55 209.2564),(56 201.79472),(57 207.65323),(58 211.72685),(59 215.5014),(60 212.65312),(61 209.81366),(62 202.63531),(63 202.41702),(64 199.3024),(65 201.96103),(66 200.69652),(67 207.10043),(68 208.10991),(69 209.7406),(70 205.38393),(71 206.87929),(72 203.16052),(73 199.80472),(74 195.83119),(75 198.09201),(76 202.39087),(77 199.32138),(78 199.97128),(79 201.83762),
(1 178.45676),(2 192.36917),(3 201.47403),(4 210.66364),(5 208.13672),(6 211.18272),(7 206.29323),(8 200.26381),(9 196.68867),(10 201.18974),(11 201.74458),(12 198.04648),(13 200.01015),(14 198.59145),(15 206.89034),(16 209.4979),(17 212.28252),(18 208.49405),(19 207.9333),(20 211.33583),(21 211.30089),(22 211.29247),(23 205.68993),(24 206.4153),(25 204.34178),(26 202.7697),(27 202.52408),(28 199.87154),(29 205.08914),(30 214.36897),(31 213.45648),(32 211.36395),(33 213.84743),(34 207.21855),(35 204.81697),(36 207.24352),(37 204.18121),(38 202.81866),(39 195.82455),(40 200.50047),(41 200.83865),(42 199.55562),(43 198.36382),(44 201.30956),(45 203.2644),(46 206.93524),(47 204.17027),(48 203.07971),(49 203.69885),(50 196.36552),(51 198.76122),(52 199.95091),(53 203.09518),(54 204.4793),(55 205.45853),(56 203.39862),(57 201.59354),(58 208.23932),(59 207.65031),(60 208.85373),(61 203.78824),(62 194.99559),(63 196.19545),(64 195.31775),(65 197.08173),(66 195.41476),(67 199.9029),(68 202.04909),(69 202.2004),(70 204.88564),(71 205.70404),(72 204.548),(73 201.07974),(74 193.61789),(75 192.42668),(76 196.64143),(77 199.35338),(78 192.19035),(79 196.62677),
(1 186.63437),(2 194.97423),(3 207.3347),(4 208.50624),(5 205.09692),(6 202.1373),(7 205.40115),(8 206.75879),(9 206.78738),(10 207.58958),(11 209.96158),(12 215.18222),(13 214.62029),(14 207.63963),(15 208.66437),(16 202.8885),(17 208.00385),(18 206.86725),(19 199.2486),(20 208.003),(21 204.24858),(22 207.27138),(23 209.4361),(24 214.95903),(25 215.68051),(26 200.47868),(27 203.60812),(28 204.59953),(29 201.38988),(30 206.81746),(31 204.26204),(32 204.98447),(33 204.43288),(34 209.4182),(35 206.72412),(36 207.6353),(37 209.54083),(38 204.19954),(39 206.73505),(40 203.22905),(41 206.7695),(42 206.00308),(43 207.66458),(44 209.07042),(45 212.6703),(46 211.9922),(47 213.46774),(48 212.13501),(49 203.37433),(50 205.05988),(51 205.27809),(52 199.28464),(53 202.30492),(54 202.946),(55 201.19495),(56 199.60458),(57 204.6457),(58 207.36482),(59 209.38051),(60 206.60425),(61 200.87013),(62 196.4531),(63 198.69379),(64 199.71013),(65 204.53638),(66 203.24097),(67 201.69386),(68 204.00554),(69 207.57713),(70 201.36516),(71 204.3497),(72 199.95778),(73 197.72145),(74 194.19824),(75 197.29192),(76 206.03162),(77 205.33867),(78 198.94603),(79 198.11545),
(1 174.27),(2 187.16888),(3 197.02156),(4 202.70438),(5 203.1341),(6 206.68587),(7 203.42825),(8 200.2642),(9 202.6553),(10 198.0546),(11 196.28226),(12 204.8616),(13 200.51056),(14 199.20163),(15 204.22092),(16 203.05952),(17 208.3643),(18 208.27063),(19 195.72896),(20 201.53542),(21 204.04324),(22 206.42374),(23 204.23807),(24 202.98479),(25 199.52869),(26 198.30325),(27 195.91841),(28 198.65678),(29 201.845),(30 207.21405),(31 208.29817),(32 206.75235),(33 202.82321),(34 207.39355),(35 208.19827),(36 205.0907),(37 203.19359),(38 201.1077),(39 200.21985),(40 201.29364),(41 201.34079),(42 199.23337),(43 201.33794),(44 196.65788),(45 203.3444),(46 202.93471),(47 201.49304),(48 201.83922),(49 199.00906),(50 196.0542),(51 196.8321),(52 198.55406),(53 201.23402),(54 202.6892),(55 201.27219),(56 194.12804),(57 200.23714),(58 204.99849),(59 204.47191),(60 203.58768),(61 198.88614),(62 191.71478),(63 194.60803),(64 194.47826),(65 196.9844),(66 195.33057),(67 200.05238),(68 198.91898),(69 195.00298),(70 200.51793),(71 197.11688),(72 198.30641),(73 186.31319),(74 184.11333),(75 187.1077),(76 192.51762),(77 190.89864),(78 191.5815),(79 190.97803),
(1 173.84285),(2 185.95668),(3 196.58792),(4 198.16792),(5 194.93973),(6 196.00772),(7 199.37167),(8 194.60988),(9 192.8199),(10 192.22325),(11 196.8111),(12 202.01747),(13 201.63828),(14 190.57185),(15 199.45929),(16 208.34236),(17 207.0643),(18 204.04745),(19 203.2904),(20 204.27574),(21 207.08006),(22 207.75365),(23 203.7229),(24 200.61363),(25 196.56207),(26 191.03662),(27 191.58629),(28 195.54443),(29 204.6332),(30 203.34816),(31 203.02185),(32 203.19907),(33 200.75754),(34 201.65306),(35 201.64565),(36 204.16006),(37 204.15979),(38 200.35811),(39 196.72527),(40 200.85608),(41 199.19942),(42 195.15138),(43 197.23894),(44 191.85704),(45 198.9006),(46 193.15778),(47 197.59244),(48 192.96732),(49 196.2557),(50 193.86029),(51 192.0459),(52 194.44547),(53 196.20622),(54 201.59007),(55 197.6826),(56 198.17648),(57 199.68422),(58 204.39464),(59 202.81201),(60 201.4365),(61 199.04845),(62 189.03767),(63 189.74564),(64 186.59851),(65 191.60341),(66 194.36743),(67 197.18872),(68 204.3856),(69 202.7335),(70 204.47916),(71 203.93178),(72 200.15195),(73 196.33943),(74 188.80713),(75 192.70868),(76 186.59709),(77 189.32375),(78 190.72795),(79 192.65677),
(1 176.58058),(2 192.18571),(3 203.85963),(4 202.18314),(5 204.01549),(6 202.94559),(7 203.86984),(8 202.27858),(9 203.27206),(10 196.06139),(11 198.46707),(12 207.8933),(13 209.70508),(14 203.44963),(15 204.26416),(16 202.35716),(17 204.47073),(18 207.96199),(19 200.99594),(20 206.97235),(21 201.18391),(22 205.13765),(23 206.50516),(24 211.2462),(25 207.9355),(26 200.5226),(27 199.81691),(28 199.49915),(29 202.8483),(30 202.4433),(31 207.66794),(32 207.9272),(33 203.68857),(34 204.29471),(35 204.15239),(36 204.57996),(37 204.35278),(38 201.60214),(39 198.00446),(40 197.9217),(41 201.43509),(42 205.03394),(43 204.95049),(44 201.72238),(45 207.44637),(46 199.78459),(47 200.19409),(48 203.77057),(49 201.07813),(50 196.80063),(51 200.76259),(52 197.80771),(53 199.87369),(54 199.36395),(55 200.18114),(56 195.55809),(57 200.79576),(58 203.02356),(59 202.87877),(60 201.26874),(61 196.14809),(62 191.70145),(63 194.5494),(64 192.06186),(65 196.7685),(66 196.14308),(67 199.68811),(68 202.1955),(69 199.33882),(70 198.41132),(71 198.2443),(72 195.64305),(73 194.04527),(74 192.53479),(75 195.5127),(76 200.13527),(77 200.38306),(78 195.32973),(79 192.77786),
(1 175.17743),(2 189.44638),(3 199.77975),(4 202.47314),(5 205.19733),(6 204.03047),(7 202.7435),(8 198.33385),(9 195.69629),(10 197.37398),(11 197.67429),(12 199.96968),(13 200.5588),(14 198.28181),(15 200.78526),(16 201.18652),(17 205.69344),(18 199.38478),(19 198.7407),(20 198.36105),(21 201.18442),(22 203.89832),(23 200.6207),(24 199.17105),(25 204.14459),(26 197.11299),(27 194.46852),(28 195.87073),(29 199.90216),(30 202.50163),(31 201.80708),(32 204.26949),(33 204.92184),(34 200.47588),(35 201.23701),(36 201.4108),(37 201.17926),(38 197.11118),(39 193.2851),(40 197.61778),(41 195.52307),(42 198.27417),(43 195.88841),(44 194.86815),(45 199.86577),(46 203.95714),(47 199.95427),(48 199.12329),(49 194.97992),(50 194.64429),(51 197.17513),(52 199.14288),(53 195.98692),(54 195.52612),(55 196.38144),(56 192.30678),(57 198.29402),(58 201.19264),(59 199.70074),(60 199.43353),(61 195.57718),(62 186.48232),(63 190.56264),(64 195.17764),(65 193.97928),(66 191.03638),(67 196.8696),(68 200.2052),(69 195.90294),(70 199.83543),(71 199.6694),(72 198.2038),(73 192.42314),(74 187.5508),(75 191.25395),(76 194.42558),(77 195.23674),(78 195.4753),(79 194.24858),
(1 173.20976),(2 186.30632),(3 196.58424),(4 197.59744),(5 202.1149),(6 203.90746),(7 203.25266),(8 200.27095),(9 200.06566),(10 198.24002),(11 196.74257),(12 195.953),(13 196.01997),(14 191.7034),(15 198.56386),(16 198.69606),(17 202.81883),(18 204.80374),(19 200.51216),(20 201.83289),(21 203.76689),(22 205.48306),(23 204.32213),(24 201.94775),(25 202.13947),(26 195.10025),(27 197.62837),(28 194.41667),(29 198.52386),(30 206.99283),(31 203.86444),(32 202.32358),(33 204.58507),(34 201.88849),(35 202.24411),(36 207.55617),(37 201.23393),(38 194.988),(39 197.45052),(40 196.67535),(41 194.43045),(42 195.7749),(43 196.23578),(44 191.7687),(45 199.76671),(46 203.88983),(47 200.57928),(48 198.1513),(49 195.271),(50 188.9734),(51 189.9173),(52 192.49188),(53 192.21513),(54 194.82002),(55 205.03061),(56 196.4806),(57 199.33511),(58 201.11716),(59 204.66866),(60 205.7122),(61 198.52261),(62 188.85631),(63 189.38283),(64 187.51717),(65 187.18379),(66 193.01843),(67 196.77953),(68 197.4059),(69 196.74654),(70 201.21207),(71 199.06012),(72 196.62694),(73 188.68619),(74 185.94345),(75 189.60518),(76 189.25598),(77 188.18881),(78 189.59511),(79 190.21902),
(1 173.92384),(2 188.05269),(3 198.18604),(4 204.22041),(5 203.4046),(6 201.53958),(7 200.24886),(8 198.07602),(9 194.83426),(10 195.42674),(11 199.0615),(12 206.52022),(13 202.34407),(14 197.50673),(15 197.73071),(16 198.13605),(17 197.88632),(18 200.51921),(19 193.1748),(20 195.11598),(21 192.38164),(22 193.92302),(23 192.63933),(24 199.16861),(25 200.05045),(26 190.58354),(27 193.78131),(28 195.06818),(29 197.70125),(30 199.7999),(31 198.32437),(32 197.83751),(33 200.53404),(34 199.10988),(35 200.40515),(36 199.84608),(37 198.70573),(38 193.37502),(39 193.79285),(40 187.91872),(41 191.688),(42 194.85835),(43 195.35164),(44 197.64577),(45 198.15732),(46 198.48598),(47 199.26915),(48 196.80421),(49 196.23335),(50 186.77583),(51 194.38316),(52 192.75587),(53 190.26903),(54 191.27336),(55 191.9828),(56 193.23033),(57 194.1301),(58 195.94684),(59 198.39458),(60 196.60588),(61 191.6564),(62 186.93752),(63 190.89708),(64 190.74226),(65 193.72586),(66 191.60262),(67 192.50934),(68 195.89449),(69 190.13705),(70 190.29636),(71 190.50127),(72 190.14934),(73 188.06361),(74 186.74896),(75 190.74281),(76 192.68756),(77 193.30463),(78 187.74557),(79 184.77193),
(1 167.81499),(2 184.06207),(3 196.25089),(4 202.3117),(5 197.38454),(6 203.52536),(7 202.2504),(8 194.36725),(9 195.61026),(10 189.39757),(11 193.15736),(12 196.88234),(13 199.647),(14 195.29648),(15 193.62671),(16 197.06036),(17 200.64351),(18 198.65434),(19 197.86513),(20 197.08711),(21 197.25958),(22 195.36778),(23 194.73381),(24 195.98509),(25 197.56117),(26 192.69814),(27 191.08586),(28 189.95825),(29 190.89207),(30 197.6328),(31 197.29477),(32 199.07796),(33 195.88516),(34 198.9183),(35 199.21513),(36 197.30806),(37 190.57741),(38 191.04514),(39 185.25931),(40 189.75117),(41 194.6793),(42 193.18394),(43 189.37096),(44 193.73193),(45 198.36824),(46 198.04074),(47 193.69159),(48 194.94005),(49 194.67828),(50 189.44371),(51 188.43375),(52 191.52069),(53 190.63722),(54 197.1299),(55 196.91924),(56 192.63354),(57 196.28409),(58 195.66289),(59 195.77264),(60 194.5618),(61 194.55434),(62 185.51546),(63 186.49026),(64 185.67116),(65 190.92636),(66 190.30327),(67 195.13635),(68 192.6655),(69 196.38171),(70 198.34708),(71 193.3302),(72 192.77263),(73 188.94052),(74 184.04712),(75 186.40404),(76 189.23032),(77 190.93478),(78 189.671),(79 186.68442),
(1 171.6762),(2 182.1118),(3 193.08809),(4 197.21936),(5 196.2929),(6 198.53386),(7 199.99693),(8 191.5127),(9 189.71077),(10 189.84581),(11 190.63959),(12 194.90408),(13 194.81465),(14 187.0667),(15 192.4741),(16 197.88141),(17 198.54779),(18 200.97945),(19 196.42957),(20 195.05492),(21 201.18323),(22 200.5088),(23 195.64577),(24 196.46228),(25 188.20804),(26 184.09785),(27 187.94177),(28 188.57483),(29 196.38036),(30 198.51509),(31 199.5303),(32 195.43494),(33 198.29121),(34 197.7909),(35 193.80412),(36 196.27266),(37 194.6588),(38 190.74672),(39 188.01416),(40 188.0033),(41 186.36148),(42 189.56712),(43 189.07689),(44 190.17139),(45 190.40353),(46 190.90805),(47 195.14737),(48 195.0131),(49 192.40501),(50 187.07207),(51 186.5202),(52 190.8438),(53 193.40999),(54 192.85678),(55 197.31738),(56 194.19675),(57 194.7548),(58 195.22989),(59 197.9965),(60 196.092),(61 189.60612),(62 184.60475),(63 181.66812),(64 181.54327),(65 188.55498),(66 186.18318),(67 190.41739),(68 193.30669),(69 193.02376),(70 194.54118),(71 192.87932),(72 189.21165),(73 187.59535),(74 184.53131),(75 185.30928),(76 182.7605),(77 187.33038),(78 184.67227),(79 186.07794),
(1 169.94597),(2 185.84529),(3 194.50385),(4 195.49034),(5 192.32808),(6 194.38799),(7 196.09883),(8 196.00172),(9 194.49057),(10 188.43927),(11 186.87578),(12 199.52223),(13 199.6437),(14 195.24167),(15 195.79285),(16 195.34743),(17 194.71115),(18 194.80266),(19 190.51608),(20 193.77725),(21 196.95322),(22 194.14304),(23 193.16765),(24 198.43495),(25 199.00635),(26 191.09573),(27 193.40463),(28 191.77037),(29 198.4774),(30 197.61285),(31 194.5909),(32 196.13814),(33 198.04248),(34 199.69243),(35 197.11632),(36 198.3648),(37 195.66798),(38 194.88144),(39 193.422),(40 192.70091),(41 196.59177),(42 194.26967),(43 198.90488),(44 197.22911),(45 201.12854),(46 197.87956),(47 200.20847),(48 202.4965),(49 193.98749),(50 185.34976),(51 192.7558),(52 195.1239),(53 190.93378),(54 188.36621),(55 187.21498),(56 188.88283),(57 191.0567),(58 197.77975),(59 196.98741),(60 195.20738),(61 193.53229),(62 182.5902),(63 183.79414),(64 186.89111),(65 191.52837),(66 187.72862),(67 192.05663),(68 192.93234),(69 192.28912),(70 190.17761),(71 195.6318),(72 188.81754),(73 185.52852),(74 181.73573),(75 190.58035),(76 190.0768),(77 190.43468),(78 188.78488),(79 185.18015),
(1 170.90643),(2 183.13518),(3 195.12648),(4 198.79799),(5 197.6142),(6 199.97815),(7 199.20718),(8 192.31606),(9 189.4366),(10 190.7448),(11 191.28851),(12 193.12482),(13 196.51186),(14 189.55205),(15 188.85922),(16 196.80287),(17 197.67455),(18 193.57146),(19 191.95827),(20 195.75702),(21 193.91885),(22 195.65715),(23 195.57362),(24 197.71956),(25 200.18268),(26 185.36278),(27 189.50883),(28 188.2832),(29 196.2451),(30 199.46442),(31 199.45366),(32 195.99004),(33 199.77026),(34 199.8047),(35 198.56425),(36 197.80814),(37 195.9788),(38 190.83401),(39 193.1058),(40 194.55054),(41 191.3802),(42 189.41109),(43 191.75992),(44 192.91273),(45 199.30083),(46 197.82101),(47 196.14703),(48 195.2771),(49 192.47258),(50 187.15358),(51 183.95671),(52 189.02649),(53 191.37369),(54 193.63481),(55 195.92223),(56 191.13887),(57 190.07602),(58 196.38103),(59 196.1811),(60 196.54169),(61 189.30817),(62 184.96605),(63 184.48546),(64 183.81879),(65 187.14153),(66 188.52171),(67 193.28804),(68 192.70422),(69 190.70905),(70 193.04214),(71 189.31073),(72 186.93927),(73 185.22299),(74 182.17499),(75 184.76164),(76 189.98303),(77 187.88043),(78 186.53116),(79 184.51877),
(1 168.10487),(2 181.1241),(3 192.56744),(4 198.707),(5 191.83519),(6 194.10173),(7 190.21126),(8 191.1951),(9 188.76855),(10 188.64204),(11 186.88953),(12 188.98236),(13 188.30258),(14 182.3234),(15 185.91008),(16 193.33818),(17 192.65892),(18 199.04317),(19 193.1104),(20 190.3741),(21 195.21829),(22 196.56557),(23 195.0364),(24 193.26929),(25 188.33696),(26 184.78827),(27 191.3446),(28 188.58505),(29 193.12062),(30 198.01788),(31 193.99048),(32 191.40927),(33 194.51672),(34 192.8828),(35 193.23422),(36 194.51134),(37 196.63551),(38 191.19746),(39 190.19841),(40 189.18112),(41 190.31752),(42 190.48344),(43 191.36359),(44 190.67738),(45 190.03506),(46 193.3889),(47 193.67706),(48 192.74252),(49 189.02179),(50 188.86609),(51 186.5991),(52 186.87813),(53 185.36182),(54 190.0328),(55 196.46994),(56 192.82933),(57 190.17365),(58 195.3523),(59 196.42496),(60 195.57452),(61 194.9202),(62 182.67343),(63 183.40576),(64 182.11697),(65 184.25642),(66 187.85582),(67 190.6908),(68 194.88754),(69 191.81),(70 197.0879),(71 194.23013),(72 188.54214),(73 188.99461),(74 181.40419),(75 179.48773),(76 181.72435),(77 181.42244),(78 179.59567),(79 178.8519),
