1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 56175.723),(2 167964.78),(3 352536.16),(4 602044.75),(5 896079),(6 1243462.6),(7 1646730.1),(8 2091150.4),(9 2584868.8),(10 3111169.3),(11 3672009.3),(12 4253942),(13 4862684.5),(14 5463295.5),(15 6090782),(16 6739606.5),(17 7406387.5),(18 8105883.5),(19 8809759),(20 9518332),(21 10262317),(22 11051027),(23 11881463),(24 12679616),(25 13478236),(26 14294865),(27 15191427),(28 16054568),(29 16892810),(30 17714802),(31 18575174),(32 19429270),(33 20295906),(34 21199966),(35 22092904),(36 23005888),(37 23913366),(38 24858128),(39 25810950),(40 26742480),(41 27620038),(42 28399046),(43 29134912),(44 29796512),(45 30435134),(46 31063666),(47 31773562),(48 32469686),(49 33086778),(50 33753612),(51 34326060),(52 34938596),(53 35333916),(54 35547188),(55 35654972),(56 35816724),(57 36019596),(58 36271228),(59 36509988),(60 36746732),(61 36937680),(62 37168756),(63 37479936),(64 37727316),(65 38052388),(66 38434530),(67 38875332),(68 39327284),(69 39757180),(70 40229360),(71 40770428),(72 41318670),(73 41858456),(74 42464344),(75 43137524),(76 43990480),(77 44811012),(78 45761570),(79 46633504),
(1 67.170616),(2 81.73906),(3 94.07553),(4 98.991196),(5 102.94934),(6 107.67004),(7 110.349846),(8 113.031906),(9 115.301926),(10 118.29465),(11 119.00512),(12 119.68928),(13 121.859695),(14 123.160355),(15 124.316925),(16 124.02921),(17 123.494606),(18 123.071815),(19 123.7855),(20 124.47345),(21 124.269966),(22 125.44707),(23 125.65491),(24 124.81443),(25 125.70423),(26 126.43178),(27 128.03288),(28 127.82149),(29 127.939964),(30 128.32057),(31 128.061),(32 128.84541),(33 128.65875),(34 128.90445),(35 128.90977),(36 129.04597),(37 130.35034),(38 131.74715),(39 132.68239),(40 131.8164),(41 132.66632),(42 133.56009),(43 133.5426),(44 135.5112),(45 135.67203),(46 134.82686),(47 135.87602),(48 135.79176),(49 135.65428),(50 135.0423),(51 135.5275),(52 136.05711),(53 136.12088),(54 136.46025),(55 137.20505),(56 137.48145),(57 136.50652),(58 137.57909),(59 137.41928),(60 137.07231),(61 136.61984),(62 136.85327),(63 137.7768),(64 136.52798),(65 136.70967),(66 136.759),(67 137.08334),(68 136.27788),(69 136.04956),(70 137.04613),(71 137.53868),(72 138.26668),(73 138.68759),(74 138.90742),(75 138.81778),(76 137.97803),(77 138.2507),(78 139.03761),(79 139.30695),
(1 67.054245),(2 81.265915),(3 91.98968),(4 96.17837),(5 100.89892),(6 103.64484),(7 106.29741),(8 108.83108),(9 111.613266),(10 113.771095),(11 114.303535),(12 115.7401),(13 117.841286),(14 118.88763),(15 120.040085),(16 119.920105),(17 121.10313),(18 121.090294),(19 122.10329),(20 122.30282),(21 122.73015),(22 123.36495),(23 123.17302),(24 123.568565),(25 124.83012),(26 124.618164),(27 125.15703),(28 125.46099),(29 124.998665),(30 124.24431),(31 125.6166),(32 125.49011),(33 126.54176),(34 126.27073),(35 125.069016),(36 125.45201),(37 127.03011),(38 128.15222),(39 128.17842),(40 128.94038),(41 129.98695),(42 129.56354),(43 130.88802),(44 130.55928),(45 130.30125),(46 131.7769),(47 132.38962),(48 133.27277),(49 132.71684),(50 133.46413),(51 133.22029),(52 133.0307),(53 133.5015),(54 135.37344),(55 134.43405),(56 133.73543),(57 133.7905),(58 134.67032),(59 134.54445),(60 134.61879),(61 133.76321),(62 133.69601),(63 134.64285),(64 133.41585),(65 133.66447),(66 132.40582),(67 132.52815),(68 132.61166),(69 134.31529),(70 133.9833),(71 134.57004),(72 135.65033),(73 134.84526),(74 135.18863),(75 134.12036),(76 133.82893),(77 133.49153),(78 133.59396),(79 134.0974),
(1 66.36566),(2 80.05814),(3 91.40881),(4 96.13835),(5 101.74431),(6 103.17485),(7 106.79966),(8 109.82088),(9 111.72809),(10 113.06058),(11 114.113655),(12 115.55941),(13 118.268105),(14 118.72481),(15 118.7154),(16 119.980705),(17 120.064575),(18 120.86842),(19 121.07541),(20 120.77887),(21 121.36931),(22 122.25975),(23 123.68755),(24 123.3578),(25 123.71575),(26 124.48059),(27 125.87497),(28 125.18768),(29 124.62042),(30 124.63116),(31 125.73915),(32 126.430954),(33 126.32495),(34 126.96868),(35 125.598755),(36 125.1534),(37 125.349205),(38 127.18558),(39 127.255196),(40 125.658806),(41 126.3318),(42 125.73851),(43 126.741516),(44 127.5602),(45 127.592064),(46 128.00885),(47 129.61893),(48 130.4752),(49 130.6093),(50 130.58807),(51 129.4072),(52 128.99692),(53 130.0918),(54 130.664),(55 130.70973),(56 130.3415),(57 130.93053),(58 130.28508),(59 130.22127),(60 129.98706),(61 130.5733),(62 129.75494),(63 131.24258),(64 130.82806),(65 130.68845),(66 130.5272),(67 130.17754),(68 131.5045),(69 132.56343),(70 131.53041),(71 132.92447),(72 134.09142),(73 134.08818),(74 134.8214),(75 134.38452),(76 133.79225),(77 134.33574),(78 136.01486),(79 137.02817),
(1 65.56617),(2 79.12697),(3 90.228165),(4 93.70189),(5 99.12706),(6 101.53524),(7 104.479416),(8 105.9107),(9 108.51853),(10 109.25702),(11 110.76163),(12 113.02539),(13 114.92504),(14 116.62352),(15 116.828415),(16 117.13069),(17 116.98657),(18 117.31335),(19 118.91501),(20 118.39897),(21 118.8555),(22 119.76574),(23 119.72738),(24 120.431786),(25 120.85536),(26 121.37565),(27 121.17939),(28 121.265434),(29 121.31543),(30 122.83894),(31 122.77932),(32 122.64078),(33 124.10838),(34 124.8192),(35 124.7714),(36 124.40081),(37 124.699814),(38 125.020386),(39 124.2993),(40 123.93523),(41 124.32912),(42 123.88156),(43 125.06127),(44 125.471634),(45 123.267166),(46 125.3594),(47 127.250984),(48 127.62742),(49 127.501595),(50 127.91871),(51 127.21807),(52 128.38548),(53 128.60796),(54 128.36548),(55 129.99957),(56 127.137924),(57 127.747826),(58 128.39583),(59 127.89616),(60 127.00394),(61 128.28157),(62 128.86084),(63 129.69125),(64 129.35757),(65 129.2451),(66 128.97897),(67 129.2399),(68 129.32541),(69 130.01816),(70 129.27106),(71 128.6044),(72 129.33679),(73 129.72931),(74 130.93848),(75 131.46823),(76 130.34767),(77 130.80661),(78 132.48479),(79 132.1924),
(1 64.33392),(2 78.03683),(3 88.950745),(4 92.956375),(5 97.699585),(6 100.952065),(7 105.334435),(8 106.039055),(9 108.84283),(10 110.64256),(11 112.13272),(12 113.04147),(13 115.87712),(14 117.21393),(15 118.13784),(16 119.101425),(17 119.63487),(18 119.5068),(19 120.463104),(20 120.186554),(21 121.039825),(22 122.15648),(23 121.24341),(24 121.385506),(25 121.648766),(26 121.18693),(27 121.501656),(28 122.97989),(29 123.66028),(30 124.00876),(31 123.9104),(32 123.49825),(33 122.76716),(34 123.45719),(35 122.87817),(36 123.59224),(37 122.93288),(38 125.263885),(39 124.6921),(40 124.49896),(41 125.63123),(42 124.87721),(43 125.59906),(44 126.018036),(45 125.92666),(46 126.21408),(47 127.51721),(48 128.2238),(49 128.73688),(50 128.02574),(51 127.96658),(52 128.44157),(53 129.96088),(54 130.91371),(55 129.75844),(56 129.34712),(57 128.04608),(58 127.330185),(59 127.05849),(60 127.846275),(61 128.58861),(62 127.56063),(63 128.19327),(64 128.13573),(65 127.19179),(66 127.79084),(67 127.86544),(68 127.644775),(69 127.657036),(70 127.26619),(71 127.947174),(72 127.58435),(73 129.30803),(74 130.04362),(75 129.1854),(76 129.24625),(77 129.44334),(78 130.73471),(79 130.08385),
(1 65.06868),(2 78.61504),(3 89.59313),(4 94.799194),(5 98.71987),(6 101.84435),(7 106.18886),(8 108.12112),(9 110.46625),(10 111.212654),(11 113.39345),(12 114.22555),(13 115.403336),(14 116.33491),(15 116.32055),(16 117.92188),(17 116.90867),(18 118.01493),(19 118.03116),(20 117.51882),(21 118.35618),(22 120.420654),(23 119.20554),(24 120.03258),(25 119.449425),(26 120.65167),(27 119.74651),(28 121.08495),(29 120.71181),(30 120.887184),(31 120.511284),(32 120.23426),(33 121.148026),(34 121.84782),(35 121.26797),(36 122.131546),(37 121.77548),(38 123.7196),(39 124.72798),(40 123.5304),(41 125.86052),(42 124.692345),(43 125.4679),(44 126.135185),(45 124.68474),(46 125.65023),(47 125.60129),(48 126.277824),(49 126.16734),(50 127.57819),(51 127.12588),(52 127.82054),(53 128.4263),(54 129.81485),(55 129.1848),(56 128.58615),(57 128.85693),(58 128.81738),(59 128.28607),(60 127.56429),(61 128.30693),(62 127.646835),(63 127.86652),(64 127.67039),(65 127.95662),(66 126.13746),(67 126.36792),(68 126.58011),(69 127.23989),(70 126.9567),(71 127.01981),(72 126.86305),(73 128.44405),(74 129.1028),(75 130.4073),(76 127.998985),(77 128.62573),(78 128.91022),(79 129.88557),
(1 62.625378),(2 75.99563),(3 87.2209),(4 92.14141),(5 95.78081),(6 99.81238),(7 103.440735),(8 105.14001),(9 108.17255),(10 109.05351),(11 111.22998),(12 112.11925),(13 112.669754),(14 114.425255),(15 113.91644),(16 114.303986),(17 114.69367),(18 113.731964),(19 114.673904),(20 114.86807),(21 114.19385),(22 115.20067),(23 114.76735),(24 115.72558),(25 114.73903),(26 115.6761),(27 114.58523),(28 115.71353),(29 116.47527),(30 115.54916),(31 116.869675),(32 117.01405),(33 119.30025),(34 118.87134),(35 117.78188),(36 117.046135),(37 117.4289),(38 119.04366),(39 119.87259),(40 119.08424),(41 119.69265),(42 120.02198),(43 121.27485),(44 121.871056),(45 122.25806),(46 121.60891),(47 121.44738),(48 123.31013),(49 122.74451),(50 122.90458),(51 123.717445),(52 123.348015),(53 123.43251),(54 124.07159),(55 124.395744),(56 125.43279),(57 124.455605),(58 126.398994),(59 124.45737),(60 125.414215),(61 126.85612),(62 125.43729),(63 125.27154),(64 124.94584),(65 124.062805),(66 124.97472),(67 125.58408),(68 125.45952),(69 125.918945),(70 125.15886),(71 126.48348),(72 126.81407),(73 126.77124),(74 126.599754),(75 127.20765),(76 126.75919),(77 127.71984),(78 128.73645),(79 128.65834),
(1 63.60731),(2 76.29858),(3 88.379364),(4 91.34625),(5 95.27307),(6 97.64865),(7 102.1812),(8 104.14707),(9 106.94029),(10 108.193375),(11 109.37507),(12 110.87674),(13 112.239456),(14 114.00126),(15 114.28046),(16 116.39902),(17 115.692375),(18 116.09338),(19 114.826195),(20 116.146),(21 116.753075),(22 117.94249),(23 117.99869),(24 118.1914),(25 118.30282),(26 118.69277),(27 119.351685),(28 120.21897),(29 121.74703),(30 120.83048),(31 122.36098),(32 120.47814),(33 120.96746),(34 120.924164),(35 118.80784),(36 119.60693),(37 119.49114),(38 120.30505),(39 120.5669),(40 121.03414),(41 121.90857),(42 122.32982),(43 122.042076),(44 122.36809),(45 122.48415),(46 121.850746),(47 122.28414),(48 124.47744),(49 124.04908),(50 123.71745),(51 124.08346),(52 125.01921),(53 125.70745),(54 127.3123),(55 126.449974),(56 126.30037),(57 126.29484),(58 127.90696),(59 126.91461),(60 127.42704),(61 127.02972),(62 125.538994),(63 126.91396),(64 126.17383),(65 126.128944),(66 126.896194),(67 127.533424),(68 127.51678),(69 127.98786),(70 128.00142),(71 128.74939),(72 128.40788),(73 127.82835),(74 127.79313),(75 129.0788),(76 127.50036),(77 128.20277),(78 128.90306),(79 129.48471),
(1 62.971977),(2 75.3763),(3 86.32986),(4 90.5415),(5 94.659225),(6 98.544815),(7 102.63361),(8 103.99259),(9 104.6469),(10 106.89621),(11 107.74811),(12 109.5619),(13 109.952934),(14 111.12361),(15 112.58787),(16 113.61049),(17 113.51451),(18 114.37945),(19 114.87391),(20 115.36421),(21 115.573456),(22 117.050514),(23 115.32942),(24 115.41629),(25 116.78574),(26 116.162544),(27 117.55089),(28 117.99898),(29 117.661064),(30 117.68214),(31 119.24492),(32 118.00903),(33 119.04575),(34 117.32173),(35 116.77336),(36 117.0967),(37 118.7382),(38 119.79702),(39 120.210884),(40 119.80438),(41 120.60102),(42 120.08633),(43 120.886475),(44 122.59796),(45 123.81272),(46 123.91964),(47 124.156296),(48 124.45726),(49 124.357956),(50 124.332436),(51 124.13227),(52 124.70387),(53 125.08207),(54 125.09013),(55 125.223465),(56 125.31446),(57 125.315704),(58 125.43505),(59 125.48001),(60 125.26847),(61 125.57021),(62 125.00486),(63 124.63602),(64 123.47994),(65 124.00994),(66 122.93066),(67 123.818756),(68 123.54766),(69 124.16278),(70 124.72339),(71 125.055336),(72 124.71053),(73 125.08165),(74 125.3819),(75 126.381325),(76 125.35275),(77 125.44251),(78 126.049255),(79 126.13552),
(1 62.199787),(2 73.82486),(3 86.56368),(4 91.15031),(5 96.91414),(6 99.022896),(7 102.76177),(8 104.49405),(9 106.20081),(10 107.68712),(11 109.753136),(12 111.54506),(13 111.857994),(14 112.82933),(15 113.11323),(16 114.238815),(17 114.143616),(18 113.37398),(19 114.459435),(20 114.74931),(21 115.49575),(22 116.407394),(23 115.8967),(24 115.78117),(25 115.78408),(26 115.66533),(27 115.977974),(28 116.575554),(29 117.65558),(30 117.72349),(31 118.635605),(32 117.10671),(33 117.52548),(34 117.59333),(35 116.62086),(36 117.52998),(37 117.45495),(38 118.45002),(39 121.325294),(40 120.190285),(41 120.8665),(42 121.863716),(43 122.32826),(44 123.64797),(45 123.45396),(46 123.88721),(47 124.28075),(48 124.25279),(49 124.83322),(50 124.629265),(51 124.9671),(52 126.85568),(53 125.65071),(54 127.72739),(55 126.64598),(56 126.92636),(57 126.1784),(58 125.69674),(59 125.70513),(60 126.75798),(61 127.226944),(62 126.14008),(63 125.71973),(64 125.2063),(65 126.46753),(66 125.14865),(67 126.25497),(68 125.65766),(69 126.022606),(70 126.12394),(71 126.62148),(72 125.850716),(73 126.546005),(74 126.825096),(75 125.8478),(76 125.887566),(77 126.55928),(78 126.71635),(79 127.54504),
(1 62.449123),(2 75.373955),(3 86.86515),(4 91.87777),(5 95.4311),(6 98.833145),(7 101.67726),(8 103.29687),(9 104.36816),(10 106.32354),(11 107.03001),(12 108.52169),(13 109.52621),(14 109.50203),(15 111.055916),(16 110.86202),(17 111.17379),(18 111.10688),(19 112.05779),(20 111.710106),(21 113.065895),(22 113.78125),(23 113.46529),(24 115.21197),(25 114.81791),(26 114.96746),(27 115.661964),(28 116.33622),(29 116.29358),(30 116.41757),(31 117.91295),(32 116.33848),(33 117.02599),(34 117.812706),(35 117.318726),(36 117.35002),(37 118.06291),(38 119.49882),(39 119.11712),(40 117.97549),(41 118.74116),(42 120.47285),(43 120.06494),(44 122.50622),(45 122.05875),(46 122.628876),(47 122.68595),(48 122.94988),(49 123.648186),(50 122.53927),(51 122.498116),(52 123.20792),(53 122.25609),(54 122.81697),(55 122.37765),(56 123.3397),(57 122.7961),(58 123.390625),(59 122.328514),(60 122.21745),(61 123.01054),(62 123.65265),(63 124.6173),(64 123.875435),(65 123.896065),(66 123.32946),(67 122.942665),(68 123.126724),(69 123.9694),(70 124.25072),(71 124.98474),(72 125.03758),(73 125.41884),(74 125.98949),(75 126.72995),(76 125.49721),(77 125.857285),(78 125.21894),(79 126.242065),
(1 59.473072),(2 71.873924),(3 82.33724),(4 85.58129),(5 89.80912),(6 92.673775),(7 95.85668),(8 97.49999),(9 100.02924),(10 100.57146),(11 102.37948),(12 103.59213),(13 105.29319),(14 105.813225),(15 107.481544),(16 107.52861),(17 106.97862),(18 106.72408),(19 106.10574),(20 105.50285),(21 107.434006),(22 108.028175),(23 107.620255),(24 108.25711),(25 108.73309),(26 109.26367),(27 110.345215),(28 110.489784),(29 111.18846),(30 111.29196),(31 112.42242),(32 111.53104),(33 112.679695),(34 112.89748),(35 112.740326),(36 112.64871),(37 112.46649),(38 114.62524),(39 113.22101),(40 114.28418),(41 114.29317),(42 114.111206),(43 113.90572),(44 115.13206),(45 115.32532),(46 116.42398),(47 116.314766),(48 116.48222),(49 117.70262),(50 117.03018),(51 117.49005),(52 116.14665),(53 117.266685),(54 118.026825),(55 118.60591),(56 118.03648),(57 118.13339),(58 118.89593),(59 117.94131),(60 116.84271),(61 117.075485),(62 116.99035),(63 117.70865),(64 116.73777),(65 116.46977),(66 116.30434),(67 115.69211),(68 117.82649),(69 117.79714),(70 118.11179),(71 117.35501),(72 118.24553),(73 118.088264),(74 118.00538),(75 119.44593),(76 118.873535),(77 117.71512),(78 119.396736),(79 120.52792),
(1 60.931263),(2 73.11577),(3 83.59741),(4 87.56368),(5 91.654076),(6 94.972244),(7 98.61458),(8 100.60169),(9 101.16946),(10 103.98461),(11 105.66105),(12 106.529854),(13 108.42703),(14 109.21249),(15 110.115074),(16 111.090256),(17 111.01161),(18 111.14811),(19 111.70976),(20 111.06634),(21 111.471535),(22 112.114845),(23 112.78762),(24 112.69371),(25 113.35128),(26 113.4855),(27 112.975),(28 112.394424),(29 113.67043),(30 115.076324),(31 115.4836),(32 114.371124),(33 115.20321),(34 114.95384),(35 114.16492),(36 113.63748),(37 113.165535),(38 114.8658),(39 115.041595),(40 114.90046),(41 115.39678),(42 115.94054),(43 115.72093),(44 116.39116),(45 117.87553),(46 117.71358),(47 116.69982),(48 116.97472),(49 116.84879),(50 116.190384),(51 116.0542),(52 117.33079),(53 119.33),(54 118.20543),(55 119.68446),(56 118.80484),(57 119.11024),(58 120.19835),(59 118.63699),(60 118.86638),(61 119.76745),(62 119.62956),(63 120.95756),(64 119.838875),(65 119.82737),(66 120.54192),(67 120.35657),(68 120.267426),(69 120.68355),(70 121.65764),(71 121.341415),(72 122.23288),(73 122.0707),(74 122.846),(75 122.5941),(76 121.51922),(77 121.922516),(78 122.2484),(79 122.65698),
(1 60.468597),(2 71.32523),(3 81.80561),(4 86.56062),(5 90.842896),(6 94.2283),(7 97.87209),(8 100.6224),(9 102.14727),(10 103.49831),(11 105.07061),(12 105.468124),(13 107.157814),(14 107.592285),(15 109.35295),(16 109.37871),(17 108.98783),(18 109.073166),(19 109.29801),(20 109.71584),(21 108.7896),(22 109.82787),(23 109.53251),(24 109.222496),(25 109.40801),(26 109.87184),(27 110.4),(28 109.2077),(29 110.66907),(30 110.69268),(31 112.58324),(32 112.3704),(33 113.44877),(34 114.116486),(35 113.35932),(36 113.27445),(37 114.85771),(38 116.883675),(39 117.0836),(40 116.860054),(41 116.9292),(42 116.3122),(43 117.139465),(44 117.95907),(45 118.9315),(46 118.28295),(47 118.85586),(48 119.60361),(49 120.71568),(50 119.64304),(51 120.58811),(52 120.36221),(53 120.894905),(54 121.96263),(55 121.12035),(56 121.84092),(57 120.65657),(58 121.119156),(59 120.53136),(60 118.68455),(61 119.70111),(62 119.620544),(63 120.01079),(64 119.91551),(65 119.22757),(66 120.66336),(67 120.78878),(68 122.365265),(69 121.73243),(70 122.11559),(71 122.38595),(72 122.33302),(73 123.1553),(74 122.22503),(75 122.2634),(76 122.12047),(77 122.092964),(78 122.36848),(79 123.21595),
(1 59.454334),(2 71.91289),(3 82.28126),(4 85.83395),(5 90.053276),(6 93.16229),(7 97.232925),(8 99.93258),(9 101.24406),(10 102.60648),(11 103.65564),(12 106.43913),(13 106.19018),(14 107.48171),(15 107.67525),(16 108.28029),(17 108.575806),(18 108.4947),(19 109.647865),(20 109.95899),(21 109.894646),(22 110.6272),(23 109.95686),(24 111.22014),(25 111.357056),(26 111.661354),(27 112.502174),(28 112.20742),(29 112.482475),(30 112.716774),(31 113.34836),(32 112.20045),(33 111.99561),(34 113.013115),(35 113.487656),(36 113.071915),(37 112.003174),(38 113.396866),(39 113.479126),(40 114.01116),(41 114.07202),(42 114.61514),(43 114.825615),(44 118.0347),(45 118.23168),(46 118.28324),(47 118.39572),(48 118.70924),(49 119.86756),(50 118.35068),(51 118.87555),(52 120.36134),(53 121.317314),(54 121.79819),(55 121.85518),(56 121.60412),(57 120.70904),(58 120.318756),(59 120.66842),(60 120.43284),(61 121.835785),(62 120.54498),(63 120.963326),(64 121.054146),(65 120.05621),(66 120.64053),(67 121.74645),(68 122.31703),(69 123.44519),(70 124.38777),(71 123.97185),(72 124.25878),(73 124.02354),(74 124.58244),(75 125.543526),(76 125.06806),(77 124.436),(78 126.12232),(79 126.46749),
(1 59.292576),(2 70.79253),(3 80.73865),(4 85.090996),(5 88.60897),(6 92.05677),(7 95.01324),(8 96.71019),(9 98.14446),(10 99.37778),(11 101.188),(12 101.802155),(13 102.78787),(14 103.464516),(15 104.03066),(16 104.47239),(17 105.17387),(18 105.00982),(19 105.36041),(20 105.70059),(21 105.74197),(22 107.49596),(23 108.66976),(24 108.93252),(25 109.033485),(26 109.18199),(27 109.986465),(28 109.80382),(29 108.954346),(30 110.25861),(31 111.4559),(32 111.19216),(33 111.562096),(34 112.24775),(35 112.41515),(36 111.78596),(37 111.87977),(38 113.16332),(39 113.16965),(40 113.07094),(41 114.08244),(42 113.06996),(43 113.97029),(44 114.1808),(45 116.33793),(46 116.18545),(47 115.5435),(48 116.79834),(49 116.537186),(50 115.92887),(51 116.86289),(52 116.83978),(53 116.514084),(54 117.797325),(55 117.332275),(56 116.75873),(57 117.04938),(58 117.27963),(59 117.99806),(60 117.146576),(61 116.72826),(62 117.31099),(63 116.16927),(64 116.684555),(65 116.51128),(66 115.90479),(67 116.00501),(68 117.078125),(69 116.761284),(70 116.85268),(71 117.177284),(72 117.87141),(73 118.27456),(74 118.013115),(75 118.21299),(76 118.50431),(77 117.12833),(78 118.83765),(79 119.36867),
(1 58.704838),(2 71.67794),(3 80.32061),(4 84.294044),(5 88.22536),(6 91.98574),(7 95.38741),(8 97.5169),(9 98.42035),(10 100.87292),(11 101.82636),(12 103.923805),(13 103.95342),(14 105.22373),(15 105.880165),(16 106.4824),(17 106.35409),(18 105.99916),(19 105.32723),(20 105.760345),(21 106.16066),(22 107.26119),(23 107.58634),(24 107.12264),(25 107.35859),(26 107.4691),(27 109.591606),(28 108.88219),(29 107.91646),(30 109.3268),(31 110.03156),(32 109.99747),(33 111.140724),(34 111.532745),(35 111.5839),(36 110.79397),(37 110.39809),(38 110.50322),(39 110.932915),(40 112.08712),(41 112.98316),(42 113.77478),(43 113.73764),(44 114.07837),(45 113.28763),(46 113.27211),(47 113.90303),(48 114.051254),(49 114.17923),(50 114.875175),(51 114.46811),(52 114.995674),(53 114.8191),(54 116.454315),(55 115.97131),(56 115.6482),(57 115.44325),(58 115.91193),(59 115.22534),(60 116.16546),(61 115.858284),(62 115.54223),(63 116.342064),(64 116.58697),(65 115.977615),(66 115.93091),(67 117.36949),(68 117.741615),(69 118.24326),(70 118.0842),(71 119.84544),(72 119.83213),(73 120.136955),(74 119.90378),(75 120.08907),(76 120.22342),(77 119.55643),(78 120.83124),(79 120.653694),
(1 59.143013),(2 72.60905),(3 82.4771),(4 85.94899),(5 90.32919),(6 93.01012),(7 95.613365),(8 97.74754),(9 98.931725),(10 100.25072),(11 102.30605),(12 103.11964),(13 106.04952),(14 106.336105),(15 106.501205),(16 106.74197),(17 107.78646),(18 107.46432),(19 106.95297),(20 106.687836),(21 106.49011),(22 107.4604),(23 109.37018),(24 108.77039),(25 108.28326),(26 108.29496),(27 107.89371),(28 109.306404),(29 109.35757),(30 109.12847),(31 109.00127),(32 109.96208),(33 110.80128),(34 111.02934),(35 110.0924),(36 109.967155),(37 110.179855),(38 111.104126),(39 111.65397),(40 111.80018),(41 111.64969),(42 111.892876),(43 113.07081),(44 113.93808),(45 113.510895),(46 113.45029),(47 114.179985),(48 115.15316),(49 115.694145),(50 114.77622),(51 115.455666),(52 114.737854),(53 115.571785),(54 115.859085),(55 116.80425),(56 116.208725),(57 116.45878),(58 116.046486),(59 117.57974),(60 117.64484),(61 117.66474),(62 118.16406),(63 118.96299),(64 118.69314),(65 118.131935),(66 118.26279),(67 119.81115),(68 120.18698),(69 120.13905),(70 119.80866),(71 120.8254),(72 119.88622),(73 120.07664),(74 120.09481),(75 119.497055),(76 119.67909),(77 119.789055),(78 121.25359),(79 120.98115),
