1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 56175.723),(2 167964.78),(3 352536.16),(4 602044.75),(5 896079),(6 1243462.6),(7 1646730.1),(8 2091150.4),(9 2584868.8),(10 3111169.3),(11 3672009.3),(12 4253942),(13 4862684.5),(14 5463295.5),(15 6090782),(16 6739606.5),(17 7406387.5),(18 8105883.5),(19 8809759),(20 9518332),(21 10262317),(22 11051027),(23 11881463),(24 12679616),(25 13478236),(26 14294865),(27 15191427),(28 16054568),(29 16892810),(30 17714802),(31 18575174),(32 19429270),(33 20295906),(34 21199966),(35 22092904),(36 23005888),(37 23913366),(38 24858128),(39 25810950),(40 26742480),(41 27620038),(42 28399046),(43 29134912),(44 29796512),(45 30435134),(46 31063666),(47 31773562),(48 32469686),(49 33086778),(50 33753612),(51 34326060),(52 34938596),(53 35333916),(54 35547188),(55 35654972),(56 35816724),(57 36019596),(58 36271228),(59 36509988),(60 36746732),(61 36937680),(62 37168756),(63 37479936),(64 37727316),(65 38052388),(66 38434530),(67 38875332),(68 39327284),(69 39757180),(70 40229360),(71 40770428),(72 41318670),(73 41858456),(74 42464344),(75 43137524),(76 43990480),(77 44811012),(78 45761570),(79 46633504),
(1 1403.4918),(2 1709.1982),(3 1912.4565),(4 1987.147),(5 2105.1196),(6 2202.788),(7 2282.837),(8 2365.7786),(9 2435.42),(10 2478.9133),(11 2508.5017),(12 2546.2515),(13 2561.3274),(14 2611.6206),(15 2622.2295),(16 2617.7485),(17 2610.6975),(18 2663.5903),(19 2618.9436),(20 2623.72),(21 2638.8933),(22 2659.2986),(23 2659.4263),(24 2647.4739),(25 2678.882),(26 2708.7188),(27 2727.0093),(28 2771.4155),(29 2803.196),(30 2749.6858),(31 2768.484),(32 2765.011),(33 2760.573),(34 2755.7048),(35 2734.7175),(36 2696.2017),(37 2656.022),(38 2669.3552),(39 2721.0864),(40 2715.0115),(41 2787.164),(42 2787.7063),(43 2790.0293),(44 2834.8206),(45 2858.2817),(46 2883.4377),(47 2880.8914),(48 2879.345),(49 2896.1965),(50 2871.018),(51 2953.5063),(52 2946.1042),(53 2998.558),(54 2997.3267),(55 3028.9521),(56 3057.7952),(57 3033.5295),(58 3073.4675),(59 3094.333),(60 3077.5007),(61 3076.4014),(62 3090.9897),(63 3137.0918),(64 3122.4695),(65 3113.5134),(66 3113.2866),(67 3091.429),(68 3120.2227),(69 3154.3564),(70 3174.4146),(71 3226.696),(72 3228.837),(73 3243.9934),(74 3239.9285),(75 3282.031),(76 3265.1138),(77 3295.4443),(78 3338.5647),(79 3341.9873),
(1 1336.4086),(2 1663.2527),(3 1857.2251),(4 1933.8436),(5 2054.6025),(6 2142.2112),(7 2214.2983),(8 2267.3335),(9 2313.3662),(10 2359.5625),(11 2373.1377),(12 2375.2495),(13 2397.8281),(14 2426.9893),(15 2478.408),(16 2492.6309),(17 2504.1077),(18 2500.8506),(19 2500.3987),(20 2520.2417),(21 2497.3838),(22 2515.3608),(23 2513.8008),(24 2527.5369),(25 2543.6826),(26 2553.2954),(27 2609.2053),(28 2664.8428),(29 2636.2314),(30 2626.0996),(31 2626.531),(32 2631.2947),(33 2628.452),(34 2598.1543),(35 2657.1477),(36 2632.6316),(37 2607.7798),(38 2601.7886),(39 2652.275),(40 2653.0059),(41 2673.5662),(42 2677.406),(43 2738.3533),(44 2772.176),(45 2733.0847),(46 2747.9463),(47 2792.792),(48 2794.3533),(49 2775.2249),(50 2781.792),(51 2843.499),(52 2853.0535),(53 2889.3486),(54 2854.8994),(55 2894.6516),(56 2936.5732),(57 2934.6135),(58 2945.3464),(59 2988.5342),(60 2982.3328),(61 2997.2593),(62 2966.7295),(63 3028.2788),(64 3002.8154),(65 3038.449),(66 3016.5789),(67 3016.6643),(68 3040.3384),(69 3066.613),(70 3110.2307),(71 3109.753),(72 3129.2224),(73 3128.7678),(74 3133.5078),(75 3186.0544),(76 3133.9226),(77 3173.7268),(78 3211.9368),(79 3225.6143),
(1 1348.7847),(2 1674.9136),(3 1900.4854),(4 1978.104),(5 2087.7866),(6 2205.2522),(7 2289.6548),(8 2345.765),(9 2390.2422),(10 2443.9404),(11 2456.054),(12 2446.2993),(13 2432.761),(14 2466.548),(15 2506.289),(16 2489.9856),(17 2503.854),(18 2484.8232),(19 2500.6138),(20 2525.9675),(21 2510.234),(22 2521.155),(23 2573.2405),(24 2548.8457),(25 2572.1873),(26 2605.8728),(27 2643.4185),(28 2719.895),(29 2687.632),(30 2661.8032),(31 2707.1309),(32 2701.5344),(33 2679.4387),(34 2652.6438),(35 2674.4639),(36 2655.9912),(37 2607.812),(38 2656.6375),(39 2674.939),(40 2717.1736),(41 2710.305),(42 2753.4407),(43 2810.806),(44 2850.1897),(45 2858.0532),(46 2879.868),(47 2914.0952),(48 2884.668),(49 2869.689),(50 2897.4087),(51 2967.7805),(52 2995.3599),(53 2988.5764),(54 3008.1038),(55 3093.2046),(56 3069.6091),(57 3088.3518),(58 3072.3389),(59 3124.83),(60 3115.3816),(61 3145.1565),(62 3120.4556),(63 3096.049),(64 3119.5718),(65 3096.9094),(66 3132.7373),(67 3119.4443),(68 3136.1755),(69 3155.2976),(70 3192.9055),(71 3200.3481),(72 3208.3557),(73 3216.0942),(74 3239.3372),(75 3273.4783),(76 3274.8162),(77 3257.9937),(78 3280.3386),(79 3252.424),
(1 1328.8059),(2 1666.4644),(3 1854.0085),(4 1915.1354),(5 2010.4674),(6 2129.005),(7 2221.0483),(8 2288.2703),(9 2340.8494),(10 2345.2446),(11 2356.0813),(12 2381.963),(13 2416.8865),(14 2450.5283),(15 2467.1323),(16 2481.8582),(17 2460.8347),(18 2471.6316),(19 2470.7517),(20 2473.206),(21 2486.3938),(22 2481.338),(23 2494.5327),(24 2472.2053),(25 2515.5002),(26 2521.547),(27 2550.919),(28 2588.8132),(29 2577.4204),(30 2574.6177),(31 2595.5918),(32 2618.906),(33 2586.5022),(34 2600.0417),(35 2586.3425),(36 2587.492),(37 2573.8027),(38 2582.348),(39 2590.4836),(40 2616.212),(41 2651.9863),(42 2697.4404),(43 2717.5432),(44 2739.019),(45 2740.8958),(46 2762.2576),(47 2769.654),(48 2798.2822),(49 2802.838),(50 2845.2363),(51 2898.1511),(52 2903.6658),(53 2886.15),(54 2908.2263),(55 2971.0212),(56 2962.3767),(57 2967.729),(58 3020.4238),(59 3030.7627),(60 3058.9783),(61 3053.1145),(62 3019.629),(63 3050.355),(64 3055.7012),(65 3051.9905),(66 3084.8218),(67 3048.979),(68 3108.4993),(69 3074.9841),(70 3111.1213),(71 3155.3442),(72 3166.0852),(73 3153.7087),(74 3168.237),(75 3221.7896),(76 3216.7014),(77 3204.268),(78 3246.4656),(79 3252.7004),
(1 1303.0089),(2 1599.0051),(3 1765.9143),(4 1857.1556),(5 1930.7697),(6 2030.0752),(7 2109.4255),(8 2156.0203),(9 2189.1475),(10 2216.755),(11 2242.8228),(12 2246.14),(13 2299.9138),(14 2318.797),(15 2340.4673),(16 2367.866),(17 2318.273),(18 2315.2651),(19 2337.0032),(20 2325.2295),(21 2360.366),(22 2356.335),(23 2358.596),(24 2379.204),(25 2402.408),(26 2408.336),(27 2498.202),(28 2500.219),(29 2466.941),(30 2476.1248),(31 2538.6729),(32 2531.4485),(33 2493.12),(34 2497.373),(35 2516.1277),(36 2511.5515),(37 2480.4944),(38 2531.2004),(39 2532.1885),(40 2538.0056),(41 2549.9214),(42 2552.8186),(43 2590.033),(44 2664.135),(45 2655.6526),(46 2666.4949),(47 2729.395),(48 2719.2075),(49 2742.4873),(50 2743.2131),(51 2762.943),(52 2763.2683),(53 2793.5051),(54 2808.377),(55 2795.8086),(56 2824.7668),(57 2848.6365),(58 2913.03),(59 2889.4443),(60 2890.6194),(61 2893.8264),(62 2923.3794),(63 2963.7334),(64 2982.9436),(65 2985.8247),(66 3010.9314),(67 2970.6394),(68 2927.29),(69 2944.8357),(70 2966.053),(71 2987.9111),(72 2983.4985),(73 3005.1672),(74 3044.093),(75 3041.245),(76 3041.5269),(77 3070.3635),(78 3094.1301),(79 3135.9917),
(1 1308.1187),(2 1609.9878),(3 1815.4489),(4 1887.8977),(5 1949.3942),(6 2045.2368),(7 2091.6025),(8 2166.6812),(9 2219.3923),(10 2300.486),(11 2267.8098),(12 2329.677),(13 2334.4475),(14 2376.0078),(15 2411.1396),(16 2411.0251),(17 2409.7502),(18 2428.3616),(19 2421.8323),(20 2406.844),(21 2433.738),(22 2401.6162),(23 2425.1633),(24 2430.799),(25 2416.5327),(26 2435.5315),(27 2469.0452),(28 2506.158),(29 2500.8933),(30 2474.0232),(31 2486.3787),(32 2512.833),(33 2442.1982),(34 2476.0635),(35 2483.5627),(36 2490.403),(37 2494.4019),(38 2529.23),(39 2533.3115),(40 2550.4453),(41 2568.5537),(42 2586.7776),(43 2622.026),(44 2651.584),(45 2683.6143),(46 2680.9202),(47 2712.0833),(48 2706.0305),(49 2712.5989),(50 2735.5237),(51 2769.6096),(52 2778.429),(53 2777.0952),(54 2844.4763),(55 2848.9346),(56 2870.3967),(57 2865.4631),(58 2903.8298),(59 2906.7434),(60 2951.3748),(61 2961.336),(62 2985.5154),(63 3018.8728),(64 2986.3157),(65 3012.5525),(66 3022.621),(67 2996.0447),(68 2967.628),(69 2996.307),(70 3087.0522),(71 3117.6638),(72 3092.4053),(73 3099.624),(74 3113.995),(75 3129.1938),(76 3153.4272),(77 3127.5173),(78 3196.4407),(79 3208.065),
(1 1270.2886),(2 1544.1904),(3 1782.108),(4 1880.8154),(5 1922.7806),(6 2015.7805),(7 2081.2502),(8 2144.4993),(9 2201.126),(10 2251.769),(11 2270.293),(12 2283.5361),(13 2298.9453),(14 2310.8518),(15 2360.813),(16 2359.4072),(17 2329.506),(18 2375.1582),(19 2351.8765),(20 2324.1853),(21 2356.6387),(22 2354.8213),(23 2377.285),(24 2400.687),(25 2391.0652),(26 2391.533),(27 2421.2126),(28 2471.2637),(29 2464.333),(30 2451.9355),(31 2484.9204),(32 2458.857),(33 2438.4753),(34 2478.4924),(35 2497.8965),(36 2493.1016),(37 2480.6978),(38 2527.8289),(39 2502.047),(40 2504.2334),(41 2599.7998),(42 2558.362),(43 2598.5386),(44 2601.9976),(45 2634.7002),(46 2645.1804),(47 2649.707),(48 2657.7798),(49 2672.109),(50 2667.9905),(51 2668.3364),(52 2739.4893),(53 2736.2998),(54 2761.4917),(55 2781.236),(56 2825.9155),(57 2825.988),(58 2830.5073),(59 2838.6191),(60 2845.5269),(61 2849.368),(62 2850.3823),(63 2910.308),(64 2901.0493),(65 2910.9912),(66 2920.4736),(67 2937.1702),(68 2920.351),(69 2980.1943),(70 3013.493),(71 3026.4985),(72 3023.2793),(73 3024.2332),(74 3014.8704),(75 3027.5308),(76 3033.966),(77 3047.9387),(78 3066.3171),(79 3074.1653),
(1 1239.2616),(2 1515.4884),(3 1710.9977),(4 1797.1982),(5 1859.299),(6 1954.1218),(7 2030.3647),(8 2071.846),(9 2112.9915),(10 2186.1497),(11 2212.9785),(12 2245.908),(13 2248.018),(14 2298.1348),(15 2329.0566),(16 2349.286),(17 2352.8975),(18 2349.6985),(19 2342.9946),(20 2330.4087),(21 2349.6877),(22 2328.0056),(23 2325.9585),(24 2336.7053),(25 2344.8054),(26 2343.9526),(27 2398.2795),(28 2434.2817),(29 2435.5261),(30 2418.9),(31 2448.7813),(32 2420.4814),(33 2399.6936),(34 2429.7395),(35 2427.7827),(36 2380.618),(37 2385.528),(38 2399.1658),(39 2422.8174),(40 2419.878),(41 2449.2913),(42 2454.4111),(43 2510.8076),(44 2516.3064),(45 2486.8096),(46 2510.9055),(47 2542.7327),(48 2554.8845),(49 2542.0369),(50 2556.086),(51 2560.038),(52 2613.618),(53 2663.0159),(54 2629.073),(55 2665.3923),(56 2646.5142),(57 2695.5532),(58 2717.3887),(59 2713.2854),(60 2749.4387),(61 2789.218),(62 2798.0085),(63 2814.5256),(64 2825.0024),(65 2801.3735),(66 2840.3962),(67 2854.2356),(68 2865.1455),(69 2903.3857),(70 2889.3564),(71 2931.706),(72 2933.86),(73 2931.822),(74 2929.858),(75 2947.194),(76 2935.9802),(77 2933.12),(78 2944.3867),(79 2989.3877),
(1 1261.6302),(2 1535.2277),(3 1717.8921),(4 1773.575),(5 1851.8899),(6 1956.9935),(7 2014.1655),(8 2091.914),(9 2166.091),(10 2208.6357),(11 2244.552),(12 2244.4377),(13 2329.973),(14 2350.0344),(15 2360.9634),(16 2355.9282),(17 2336.0225),(18 2356.982),(19 2350.462),(20 2396.3235),(21 2407.6306),(22 2372.1958),(23 2316.8337),(24 2375.249),(25 2422.3462),(26 2402.773),(27 2405.8186),(28 2439.8972),(29 2446.0913),(30 2435.9797),(31 2424.4106),(32 2394.2788),(33 2408.9243),(34 2423.7698),(35 2384.9063),(36 2367.3005),(37 2402.207),(38 2398.7507),(39 2403.1736),(40 2415.5576),(41 2427.1672),(42 2468.3533),(43 2509.0725),(44 2536.1174),(45 2511.6108),(46 2509.7898),(47 2537.8909),(48 2541.706),(49 2555.3894),(50 2596.4934),(51 2615.6313),(52 2638.4895),(53 2633.5212),(54 2652.6672),(55 2653.816),(56 2689.003),(57 2766.8735),(58 2783.6843),(59 2794.33),(60 2807.4636),(61 2802.6736),(62 2837.8584),(63 2892.5605),(64 2881.9307),(65 2883.8826),(66 2890.4812),(67 2902.3162),(68 2904.9922),(69 2949.6953),(70 2958.305),(71 2956.6877),(72 2967.102),(73 2990.6707),(74 3007.363),(75 3005.7432),(76 3004.602),(77 3008.8486),(78 3026.0776),(79 3044.9172),
(1 1199.6359),(2 1463.6338),(3 1646.3143),(4 1732.1791),(5 1786.424),(6 1873.2731),(7 1894.0922),(8 1982.7529),(9 2033.6667),(10 2075.9395),(11 2080.5188),(12 2132.8843),(13 2171.3557),(14 2206.4573),(15 2222.9438),(16 2226.5007),(17 2192.6375),(18 2230.889),(19 2227.476),(20 2230.839),(21 2247.1082),(22 2236.647),(23 2216.4587),(24 2238.2656),(25 2256.0725),(26 2248.1223),(27 2299.0024),(28 2318.7312),(29 2301.231),(30 2297.59),(31 2284.2869),(32 2265.9336),(33 2261.678),(34 2270.8184),(35 2261.2869),(36 2267.1794),(37 2292.5854),(38 2282.8284),(39 2262.5647),(40 2295.9678),(41 2327.2083),(42 2341.7612),(43 2352.2568),(44 2397.5566),(45 2354.7068),(46 2380.6812),(47 2400.2766),(48 2396.6094),(49 2423.4524),(50 2465.558),(51 2487.4148),(52 2501.6333),(53 2543.2761),(54 2542.8252),(55 2570.9285),(56 2573.8835),(57 2604.823),(58 2608.3245),(59 2620.3489),(60 2634.9006),(61 2650.4685),(62 2678.8743),(63 2702.2983),(64 2701.3142),(65 2691.6057),(66 2675.876),(67 2710.4631),(68 2725.3027),(69 2766.8225),(70 2812.6636),(71 2796.724),(72 2796.2188),(73 2797.3594),(74 2781.1763),(75 2792.9824),(76 2820.5137),(77 2831.6123),(78 2843.7039),(79 2846.6086),
(1 1206.7683),(2 1476.2988),(3 1657.156),(4 1750.8304),(5 1821.2675),(6 1906.5873),(7 1959.9208),(8 2026.7438),(9 2056.3882),(10 2131.4397),(11 2132.2456),(12 2189.2654),(13 2192.203),(14 2224.1504),(15 2266.603),(16 2276.953),(17 2247.6104),(18 2246.1267),(19 2249.3525),(20 2262.1206),(21 2285.0967),(22 2273.454),(23 2273.1084),(24 2274.6392),(25 2262.5806),(26 2279.067),(27 2329.235),(28 2357.6821),(29 2366.091),(30 2327.0723),(31 2348.2236),(32 2308.4727),(33 2311.041),(34 2315.001),(35 2293.218),(36 2291.8232),(37 2322.324),(38 2307.8503),(39 2276.7832),(40 2286.928),(41 2333.1653),(42 2346.607),(43 2406.6057),(44 2399.205),(45 2354.441),(46 2401.0046),(47 2424.5627),(48 2435.4658),(49 2474.0942),(50 2481.6162),(51 2477.421),(52 2494.938),(53 2519.3682),(54 2539.5342),(55 2550.856),(56 2562.763),(57 2581.3687),(58 2573.3813),(59 2596.692),(60 2644.5164),(61 2671.211),(62 2662.9656),(63 2666.8083),(64 2666.4373),(65 2655.8145),(66 2680.9321),(67 2675.2637),(68 2700.5205),(69 2725.042),(70 2746.8318),(71 2721.4346),(72 2750.998),(73 2747.963),(74 2760.647),(75 2757.1116),(76 2798.1328),(77 2830.5457),(78 2856.3586),(79 2852.7305),
(1 1148.5194),(2 1413.5305),(3 1551.5825),(4 1649.9513),(5 1724.1149),(6 1812.9777),(7 1868.6825),(8 1916.2114),(9 1972.424),(10 2010.0074),(11 2061.2288),(12 2106.2354),(13 2128.3044),(14 2134.161),(15 2187.8936),(16 2142.814),(17 2163.084),(18 2164.0615),(19 2168.4717),(20 2180.8174),(21 2194.662),(22 2171.638),(23 2156.127),(24 2186.975),(25 2190.2397),(26 2205.9185),(27 2220.348),(28 2241.2644),(29 2268.8403),(30 2251.8372),(31 2227.9343),(32 2187.982),(33 2191.7546),(34 2215.519),(35 2205.5344),(36 2176.4993),(37 2172.4592),(38 2187.011),(39 2228.9675),(40 2223.3396),(41 2258.919),(42 2251.832),(43 2274.6982),(44 2283.7856),(45 2273.3372),(46 2303.8572),(47 2299.6191),(48 2307.4905),(49 2327.8975),(50 2335.9495),(51 2397.0615),(52 2429.2893),(53 2446.032),(54 2451.769),(55 2450.8606),(56 2469.5696),(57 2492.6636),(58 2517.8997),(59 2524.359),(60 2553.1406),(61 2545.5815),(62 2545.152),(63 2565.467),(64 2567.9897),(65 2590.8044),(66 2618.829),(67 2636.6277),(68 2662.828),(69 2676.8386),(70 2703.648),(71 2736.541),(72 2726.9634),(73 2706.0198),(74 2717.5435),(75 2713.4739),(76 2757.6086),(77 2787.3152),(78 2792.3586),(79 2790.9932),
(1 1145.4573),(2 1422.2399),(3 1576.1144),(4 1650.3245),(5 1716.3175),(6 1794.5348),(7 1858.6326),(8 1909.2102),(9 1945.4954),(10 2011.6237),(11 2022.8026),(12 2065.0898),(13 2091.4993),(14 2111.424),(15 2161.632),(16 2136.7686),(17 2164.613),(18 2166.0198),(19 2142.016),(20 2160.5571),(21 2196.3906),(22 2154.0762),(23 2154.9548),(24 2189.205),(25 2161.9844),(26 2166.615),(27 2202.2434),(28 2198.407),(29 2246.7854),(30 2238.1902),(31 2208.9846),(32 2184.7124),(33 2203.8086),(34 2222.3628),(35 2220.8115),(36 2187.1724),(37 2217.478),(38 2238.436),(39 2227.1917),(40 2251.6367),(41 2280.642),(42 2304.1025),(43 2308.6582),(44 2331.6667),(45 2342.352),(46 2357.5903),(47 2352.0088),(48 2395.3132),(49 2427.5066),(50 2413.0747),(51 2452.3057),(52 2500.3462),(53 2537.2861),(54 2550.7114),(55 2558.155),(56 2550.5774),(57 2591.1226),(58 2613.945),(59 2619.3547),(60 2607.7837),(61 2649.576),(62 2640.2307),(63 2652.8872),(64 2630.5447),(65 2624.3958),(66 2620.8103),(67 2618.629),(68 2641.2195),(69 2668.023),(70 2681.9917),(71 2679.389),(72 2684.7979),(73 2710.8486),(74 2701.768),(75 2727.5857),(76 2758.867),(77 2749.8838),(78 2773.2712),(79 2787.7751),
(1 1126.925),(2 1378.8712),(3 1528.6819),(4 1615.7421),(5 1685.9431),(6 1739.538),(7 1797.6823),(8 1858.8202),(9 1924.133),(10 1953.8602),(11 2000.7069),(12 1997.035),(13 2021.2332),(14 2085.584),(15 2102.9265),(16 2088.672),(17 2098.872),(18 2115.9023),(19 2115.8933),(20 2120.0347),(21 2127.6597),(22 2135.977),(23 2146.84),(24 2153.9624),(25 2128.2107),(26 2134.091),(27 2170.3745),(28 2200.3967),(29 2236.51),(30 2207.7834),(31 2168.036),(32 2160.9292),(33 2154.1572),(34 2167.4485),(35 2146.1057),(36 2120.2102),(37 2168.9282),(38 2142.4048),(39 2128.756),(40 2160.6006),(41 2209.764),(42 2223.9077),(43 2226.2231),(44 2216.2593),(45 2239.0977),(46 2220.8804),(47 2203.3499),(48 2252.5742),(49 2270.0498),(50 2259.0999),(51 2313.5552),(52 2299.1343),(53 2347.6338),(54 2343.1426),(55 2352.9053),(56 2349.634),(57 2376.385),(58 2394.4639),(59 2392.3933),(60 2441.495),(61 2465.3997),(62 2466.3633),(63 2492.4998),(64 2484.2822),(65 2488.1565),(66 2461.343),(67 2487.3972),(68 2543.2332),(69 2565.4177),(70 2583.3855),(71 2591.6602),(72 2586.928),(73 2598.6584),(74 2625.7747),(75 2663.25),(76 2639.8503),(77 2629.936),(78 2653.1736),(79 2667.878),
(1 1129.4657),(2 1376.8646),(3 1518.0731),(4 1600.7543),(5 1683.0846),(6 1763.4833),(7 1785.9774),(8 1841.8362),(9 1898.4136),(10 1929.0109),(11 1934.6407),(12 1968.9291),(13 1991.6058),(14 2021.8486),(15 2061.6987),(16 2090.5693),(17 2073.249),(18 2097.2466),(19 2110.0054),(20 2127.5828),(21 2107.8333),(22 2142.118),(23 2139.0737),(24 2125.427),(25 2146.9204),(26 2146.8066),(27 2154.4412),(28 2186.1787),(29 2185.5303),(30 2159.821),(31 2152.7356),(32 2171.9932),(33 2196.9937),(34 2182.3525),(35 2131.9673),(36 2102.6191),(37 2124.127),(38 2139.0278),(39 2102.3213),(40 2109.5313),(41 2134.4897),(42 2144.6787),(43 2186.9153),(44 2208.1624),(45 2221.9446),(46 2220.8367),(47 2230.6086),(48 2242.415),(49 2258.1472),(50 2264.0735),(51 2312.3418),(52 2369.1553),(53 2360.306),(54 2363.677),(55 2399.7354),(56 2399.4294),(57 2447.7708),(58 2466.4631),(59 2474.396),(60 2488.1663),(61 2494.5652),(62 2498.2246),(63 2522.6782),(64 2524.414),(65 2515.9219),(66 2532.9087),(67 2560.3582),(68 2571.353),(69 2575.4485),(70 2595.0703),(71 2601.9631),(72 2607.8633),(73 2662.519),(74 2669.4915),(75 2676.7449),(76 2658.8762),(77 2676.9998),(78 2668.758),(79 2684.1003),
(1 1118.0146),(2 1352.0455),(3 1531.7117),(4 1601.3474),(5 1679.0679),(6 1767.4841),(7 1825.9568),(8 1873.4474),(9 1910.0953),(10 1940.428),(11 1933.3483),(12 1977.5576),(13 2011.2189),(14 2011.7),(15 2045.2634),(16 2057.302),(17 2070.3782),(18 2090.6025),(19 2086.5408),(20 2087.8872),(21 2101.051),(22 2127.178),(23 2120.3196),(24 2114.2146),(25 2078.9985),(26 2095.691),(27 2132.6182),(28 2137.0117),(29 2154.5989),(30 2097.7156),(31 2124.848),(32 2159.919),(33 2135.9521),(34 2156.8992),(35 2114.1882),(36 2133.5605),(37 2153.2888),(38 2137.492),(39 2125.4038),(40 2155.4993),(41 2183.7144),(42 2166.1772),(43 2225.8838),(44 2235.653),(45 2250.0552),(46 2257.696),(47 2273.3977),(48 2303.6262),(49 2298.627),(50 2320.406),(51 2353.4336),(52 2374.593),(53 2390.2334),(54 2424.679),(55 2425.8374),(56 2406.0076),(57 2405.0596),(58 2422.8523),(59 2451.7402),(60 2491.6196),(61 2485.1685),(62 2495.5933),(63 2510.4006),(64 2452.5955),(65 2484.1702),(66 2468.5503),(67 2489.7097),(68 2489.1028),(69 2495.693),(70 2525.8296),(71 2531.8665),(72 2516.8186),(73 2524.5454),(74 2506.077),(75 2504.0657),(76 2503.2844),(77 2543.2073),(78 2558.8223),(79 2573.9385),
