1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 86.45073),(2 107.40321),(3 119.68488),(4 130.0442),(5 136.44794),(6 137.68651),(7 141.90913),(8 144.06483),(9 143.4205),(10 144.17586),(11 146.58461),(12 146.62946),(13 148.94589),(14 151.4326),(15 150.21709),(16 151.57005),(17 152.77382),(18 152.70221),(19 153.60332),(20 155.25273),(21 155.68533),(22 156.46822),(23 156.79596),(24 157.58873),(25 159.23273),(26 162.99966),(27 161.09128),(28 163.33783),(29 162.24226),(30 163.75488),(31 165.86118),(32 165.44484),(33 166.00441),(34 167.04977),(35 165.80942),(36 166.19504),(37 168.6085),(38 166.86281),(39 168.49345),(40 169.85182),(41 166.4656),(42 166.23822),(43 169.1335),(44 168.49927),(45 167.56439),(46 170.307),(47 168.31596),(48 168.80377),(49 171.57828),(50 171.29521),(51 172.16016),(52 177.75693),(53 175.79431),(54 177.40172),(55 176.3749),(56 177.67131),(57 178.88457),(58 178.47588),(59 178.21672),(60 179.81584),(61 182.81067),(62 182.80241),(63 183.79613),(64 182.94377),(65 180.98132),(66 180.99362),(67 181.24257),(68 180.03035),(69 180.00502),(70 179.7424),(71 178.54256),(72 178.36514),(73 179.60031),(74 177.5457),(75 177.91463),(76 179.478),(77 178.40111),(78 179.29364),(79 177.96556),
(1 87.32099),(2 108.52748),(3 122.041794),(4 131.1126),(5 136.38773),(6 136.32228),(7 141.16037),(8 143.648),(9 141.9768),(10 143.3973),(11 146.3987),(12 145.08656),(13 148.41988),(14 149.28732),(15 148.51945),(16 150.17482),(17 151.00032),(18 151.18091),(19 152.82936),(20 154.92494),(21 154.99791),(22 155.78586),(23 158.14914),(24 156.51724),(25 158.52263),(26 161.8598),(27 159.55359),(28 161.96109),(29 160.65535),(30 161.5563),(31 163.48784),(32 164.11545),(33 164.01556),(34 165.65756),(35 165.29684),(36 164.53267),(37 166.56488),(38 166.62076),(39 168.0372),(40 169.5777),(41 168.75551),(42 168.03773),(43 169.7781),(44 168.65955),(45 167.81625),(46 170.47807),(47 168.20685),(48 169.92397),(49 171.82349),(50 173.43954),(51 175.39981),(52 178.83978),(53 176.67567),(54 178.6922),(55 179.20909),(56 178.61153),(57 181.0734),(58 181.32649),(59 181.51437),(60 182.25705),(61 182.66403),(62 183.57663),(63 183.14682),(64 183.19861),(65 181.76628),(66 181.81676),(67 181.54898),(68 179.23636),(69 178.8784),(70 179.70146),(71 178.32649),(72 177.59344),(73 177.31432),(74 176.31453),(75 176.78473),(76 177.61084),(77 176.01897),(78 176.66975),(79 175.38754),
(1 86.12536),(2 106.0652),(3 119.75304),(4 129.30977),(5 134.85548),(6 136.32918),(7 141.95992),(8 143.15625),(9 145.46524),(10 146.56837),(11 150.69815),(12 149.12453),(13 150.51787),(14 152.2483),(15 150.7175),(16 153.08125),(17 153.84526),(18 153.51723),(19 154.18275),(20 156.4315),(21 155.26328),(22 156.74542),(23 158.03111),(24 158.36578),(25 159.04274),(26 162.50844),(27 162.10649),(28 162.98145),(29 163.23767),(30 165.02376),(31 165.29257),(32 164.77757),(33 165.21704),(34 166.1254),(35 165.57878),(36 165.73737),(37 166.7186),(38 166.25217),(39 166.52133),(40 166.78766),(41 165.16702),(42 164.71655),(43 167.27524),(44 166.71898),(45 167.19588),(46 169.30763),(47 167.58481),(48 167.13794),(49 171.06154),(50 172.37213),(51 173.81497),(52 175.5242),(53 173.4818),(54 174.31267),(55 174.5216),(56 175.87965),(57 176.58247),(58 177.0045),(59 177.14896),(60 177.58855),(61 178.81558),(62 177.71553),(63 176.0641),(64 177.6093),(65 175.3947),(66 174.36818),(67 174.16226),(68 173.2338),(69 172.075),(70 173.58665),(71 172.86308),(72 172.8184),(73 172.79214),(74 171.33896),(75 169.87352),(76 170.88326),(77 168.30614),(78 170.22038),(79 170.95987),
(1 82.81378),(2 104.35499),(3 117.270485),(4 127.75192),(5 132.34584),(6 134.64496),(7 138.65851),(8 141.61568),(9 142.22827),(10 143.26833),(11 145.22223),(12 144.55154),(13 146.87201),(14 147.62956),(15 146.91272),(16 149.76863),(17 151.31522),(18 149.79617),(19 150.21428),(20 151.38715),(21 151.11623),(22 151.08807),(23 151.86774),(24 151.15175),(25 153.176),(26 157.13683),(27 156.72678),(28 157.77278),(29 157.81041),(30 158.57791),(31 159.53485),(32 159.12164),(33 158.60265),(34 158.24565),(35 157.89949),(36 158.0108),(37 159.43845),(38 158.22023),(39 159.0651),(40 159.40384),(41 158.35713),(42 157.55258),(43 160.47021),(44 160.60759),(45 161.38121),(46 165.03807),(47 164.02246),(48 163.30865),(49 165.14272),(50 167.0004),(51 166.91501),(52 171.29015),(53 170.73077),(54 173.4873),(55 176.69446),(56 177.24643),(57 177.57936),(58 179.36581),(59 178.56071),(60 178.1028),(61 180.7853),(62 180.5684),(63 180.0255),(64 181.91664),(65 180.83388),(66 180.02383),(67 181.7986),(68 179.61021),(69 179.68784),(70 178.1052),(71 177.2011),(72 176.0713),(73 174.47229),(74 174.81851),(75 174.72644),(76 176.12733),(77 174.6038),(78 174.49551),(79 173.60823),
(1 83.22237),(2 104.850266),(3 119.370445),(4 127.1465),(5 132.77464),(6 134.45021),(7 138.16849),(8 140.484),(9 142.03572),(10 143.84857),(11 145.31535),(12 145.92331),(13 148.3649),(14 147.91103),(15 148.15157),(16 150.01572),(17 151.72517),(18 150.42111),(19 152.83783),(20 153.48112),(21 153.45323),(22 153.39134),(23 154.00504),(24 154.66774),(25 154.48514),(26 158.84026),(27 157.04622),(28 158.12631),(29 156.66164),(30 156.7379),(31 160.33182),(32 159.47838),(33 159.22467),(34 162.34444),(35 160.80461),(36 160.79193),(37 162.61534),(38 161.92015),(39 161.99712),(40 163.6457),(41 162.46893),(42 160.29611),(43 163.72939),(44 164.35844),(45 163.8995),(46 166.52722),(47 163.67302),(48 165.31314),(49 166.64883),(50 166.93488),(51 168.22665),(52 169.74448),(53 171.74524),(54 173.53891),(55 173.76483),(56 173.59705),(57 173.19478),(58 174.63196),(59 174.94281),(60 174.61147),(61 175.52525),(62 176.86725),(63 175.05536),(64 176.97804),(65 175.40483),(66 174.8571),(67 175.1882),(68 173.50208),(69 173.15999),(70 174.23601),(71 174.18231),(72 173.37556),(73 172.68658),(74 173.4887),(75 172.04507),(76 175.36047),(77 172.55469),(78 173.39833),(79 172.0715),
(1 79.76382),(2 100.0729),(3 115.31149),(4 124.46863),(5 128.81828),(6 129.74664),(7 132.42035),(8 135.17831),(9 135.16438),(10 137.17296),(11 138.80002),(12 138.81921),(13 140.52312),(14 141.29048),(15 142.10406),(16 142.62917),(17 144.10506),(18 143.38367),(19 145.58206),(20 147.05728),(21 147.2436),(22 148.1779),(23 149.7338),(24 149.8017),(25 149.74673),(26 151.98764),(27 149.96909),(28 152.03629),(29 151.51888),(30 152.9335),(31 156.60712),(32 154.38419),(33 154.2563),(34 157.13608),(35 155.85452),(36 156.07927),(37 158.09459),(38 155.07616),(39 156.60266),(40 156.9985),(41 154.96986),(42 154.56792),(43 156.26122),(44 157.23215),(45 156.52835),(46 157.68352),(47 154.73549),(48 157.10898),(49 160.49718),(50 160.12256),(51 161.03326),(52 164.09695),(53 164.42033),(54 166.96146),(55 167.87782),(56 167.908),(57 167.5545),(58 169.41641),(59 170.08565),(60 169.65399),(61 170.38766),(62 170.0017),(63 170.92177),(64 171.58873),(65 171.18361),(66 169.68982),(67 170.31927),(68 167.42227),(69 167.0977),(70 165.00133),(71 164.42908),(72 163.61986),(73 164.0987),(74 164.23909),(75 164.90515),(76 166.82713),(77 165.26485),(78 167.48698),(79 166.78891),
(1 80.709724),(2 101.29489),(3 114.65251),(4 123.46573),(5 128.73814),(6 131.07658),(7 133.80333),(8 136.09923),(9 135.54507),(10 138.06013),(11 141.20705),(12 140.73624),(13 142.22148),(14 144.13206),(15 142.34634),(16 144.04286),(17 145.11852),(18 145.64801),(19 146.16922),(20 147.09477),(21 148.18127),(22 150.17499),(23 152.1272),(24 150.92816),(25 151.82045),(26 155.72926),(27 153.49918),(28 156.23116),(29 156.42139),(30 157.72351),(31 159.26047),(32 158.93259),(33 160.39958),(34 161.04488),(35 159.71388),(36 160.6134),(37 161.96112),(38 161.00876),(39 161.1034),(40 161.83078),(41 160.88782),(42 162.2292),(43 163.97307),(44 162.71019),(45 164.21849),(46 164.44258),(47 164.20238),(48 164.5866),(49 166.30966),(50 164.95941),(51 165.71043),(52 168.74324),(53 166.77405),(54 167.70476),(55 169.06035),(56 170.99629),(57 170.83893),(58 172.1994),(59 171.64845),(60 170.76328),(61 171.68245),(62 171.74504),(63 171.4848),(64 171.2715),(65 171.03777),(66 168.52472),(67 168.0198),(68 166.6228),(69 165.08755),(70 165.31569),(71 164.9763),(72 165.32127),(73 166.43596),(74 167.19453),(75 166.88362),(76 169.56975),(77 166.65733),(78 168.2464),(79 168.9562),
(1 80.57832),(2 100.79387),(3 113.66939),(4 121.057594),(5 125.73598),(6 129.2515),(7 133.3434),(8 134.59503),(9 134.87767),(10 135.76329),(11 139.55032),(12 140.17099),(13 141.37914),(14 141.72868),(15 140.20119),(16 142.52315),(17 143.64656),(18 144.39275),(19 144.90376),(20 145.32654),(21 145.72583),(22 146.67929),(23 148.00961),(24 148.35263),(25 149.12119),(26 151.26917),(27 152.11662),(28 154.41008),(29 154.08533),(30 154.12093),(31 157.40395),(32 156.0612),(33 156.89124),(34 157.96942),(35 156.5811),(36 157.9126),(37 160.49866),(38 158.75859),(39 159.21448),(40 158.89241),(41 158.92644),(42 158.51001),(43 161.11833),(44 160.62782),(45 161.89386),(46 163.54826),(47 162.23338),(48 162.1631),(49 164.57045),(50 166.32468),(51 166.08783),(52 167.9604),(53 166.76926),(54 168.44872),(55 169.99585),(56 172.80661),(57 172.47226),(58 173.21764),(59 171.58038),(60 171.26427),(61 172.56451),(62 171.76201),(63 170.4378),(64 170.24231),(65 169.20927),(66 167.45226),(67 167.03014),(68 166.10506),(69 164.11711),(70 164.36974),(71 163.74225),(72 163.66843),(73 164.66518),(74 164.45404),(75 161.95354),(76 164.05298),(77 161.21535),(78 162.49477),(79 162.81084),
(1 79.3291),(2 99.826645),(3 112.668625),(4 120.04466),(5 126.48491),(6 129.18582),(7 133.35461),(8 135.2888),(9 134.87),(10 138.01593),(11 139.89716),(12 138.97139),(13 141.52141),(14 143.00859),(15 140.91798),(16 141.74606),(17 143.28584),(18 143.41342),(19 144.689),(20 144.9407),(21 145.22194),(22 143.99463),(23 145.0885),(24 147.28296),(25 147.99287),(26 151.04987),(27 151.62717),(28 151.03304),(29 151.5788),(30 151.86182),(31 153.43712),(32 152.20409),(33 153.65614),(34 153.35635),(35 151.02629),(36 151.5995),(37 153.96902),(38 153.93991),(39 154.09624),(40 155.04788),(41 156.01735),(42 155.72687),(43 158.1655),(44 157.32652),(45 158.80942),(46 160.41118),(47 158.87138),(48 160.52908),(49 163.815),(50 163.2483),(51 163.52588),(52 166.49025),(53 166.59964),(54 167.30423),(55 168.41629),(56 169.4581),(57 169.14742),(58 170.95853),(59 170.24771),(60 171.54),(61 171.71628),(62 172.33276),(63 171.45059),(64 170.64691),(65 168.24881),(66 167.15231),(67 168.0249),(68 167.1288),(69 167.77892),(70 167.49597),(71 166.10242),(72 166.86775),(73 167.10855),(74 165.17072),(75 164.31937),(76 165.87137),(77 164.29684),(78 165.71216),(79 165.31737),
(1 79.11902),(2 98.711555),(3 110.963196),(4 119.532394),(5 124.2297),(6 126.905876),(7 130.1912),(8 133.46794),(9 133.3689),(10 134.9981),(11 136.54498),(12 137.18669),(13 138.61443),(14 139.70052),(15 139.15744),(16 139.69244),(17 141.68948),(18 141.1273),(19 141.69734),(20 140.30223),(21 139.51799),(22 139.54805),(23 140.43208),(24 141.65808),(25 143.89757),(26 145.44502),(27 145.30556),(28 146.4323),(29 146.68391),(30 147.697),(31 148.73305),(32 147.32936),(33 148.11699),(34 149.97314),(35 148.5715),(36 149.60727),(37 151.26807),(38 150.14413),(39 150.21317),(40 153.3113),(41 151.85304),(42 151.94035),(43 154.63597),(44 154.57132),(45 153.61763),(46 156.27243),(47 153.23311),(48 155.10497),(49 158.1936),(50 158.82138),(51 160.17572),(52 163.99698),(53 163.90417),(54 163.87987),(55 164.40823),(56 164.65135),(57 165.1298),(58 167.27205),(59 167.7136),(60 168.28775),(61 168.40184),(62 169.78458),(63 169.5521),(64 170.95206),(65 169.45825),(66 168.86496),(67 170.57834),(68 168.06241),(69 168.7006),(70 170.44539),(71 168.57423),(72 166.96347),(73 167.65384),(74 165.51953),(75 165.75702),(76 166.44153),(77 165.25674),(78 166.76147),(79 165.96347),
(1 77.628204),(2 95.848495),(3 106.82019),(4 116.4105),(5 120.89732),(6 123.30111),(7 125.0983),(8 128.95166),(9 129.48907),(10 132.50555),(11 133.84995),(12 134.43764),(13 136.63559),(14 138.4294),(15 137.74274),(16 138.6965),(17 140.17848),(18 139.7144),(19 141.20287),(20 140.58173),(21 140.74727),(22 142.35396),(23 142.76482),(24 143.08961),(25 144.40778),(26 145.82478),(27 146.23148),(28 146.68198),(29 144.90613),(30 145.79192),(31 146.45413),(32 147.14589),(33 148.46553),(34 148.22757),(35 146.18532),(36 147.4619),(37 148.9004),(38 147.67564),(39 147.59157),(40 149.48174),(41 146.93797),(42 147.25713),(43 149.02853),(44 149.31259),(45 147.52202),(46 150.3106),(47 149.05382),(48 151.24945),(49 153.58073),(50 155.3682),(51 157.56897),(52 160.07721),(53 158.06294),(54 158.61932),(55 161.62206),(56 160.3456),(57 161.8418),(58 162.39265),(59 163.05655),(60 164.19046),(61 164.42055),(62 163.97807),(63 164.19843),(64 165.29927),(65 163.78218),(66 162.6394),(67 162.04092),(68 161.3056),(69 161.44086),(70 162.49057),(71 162.83578),(72 162.50316),(73 162.98015),(74 161.98169),(75 161.40216),(76 161.96782),(77 161.0198),(78 162.3934),(79 161.23036),
(1 76.62212),(2 96.70961),(3 109.029335),(4 116.93767),(5 121.601906),(6 123.2708),(7 126.613785),(8 129.56866),(9 130.72256),(10 132.96858),(11 134.8121),(12 134.97371),(13 135.26865),(14 137.25839),(15 136.85257),(16 139.00783),(17 138.85414),(18 139.4537),(19 139.37482),(20 140.0876),(21 139.88004),(22 143.28496),(23 144.78964),(24 144.25714),(25 147.43999),(26 149.04185),(27 147.76302),(28 148.168),(29 146.29156),(30 147.47873),(31 148.95047),(32 148.6027),(33 147.85802),(34 148.7256),(35 148.12894),(36 148.67624),(37 151.1413),(38 152.23752),(39 151.18156),(40 152.80406),(41 151.8219),(42 151.8741),(43 152.85884),(44 152.7469),(45 153.26913),(46 155.48103),(47 154.2685),(48 156.17139),(49 159.31853),(50 158.51202),(51 159.6137),(52 162.01689),(53 161.7593),(54 162.98184),(55 163.23158),(56 162.78862),(57 164.77637),(58 165.32996),(59 165.94966),(60 165.84634),(61 166.65099),(62 165.48601),(63 167.06454),(64 167.64937),(65 165.74783),(66 164.27464),(67 162.0632),(68 160.26895),(69 160.70938),(70 160.90125),(71 161.63255),(72 162.74507),(73 163.49936),(74 162.35776),(75 159.45059),(76 161.16666),(77 160.82796),(78 161.94894),(79 161.70993),
(1 74.67132),(2 94.31425),(3 106.46763),(4 115.11333),(5 121.122314),(6 123.05387),(7 126.01538),(8 127.59258),(9 127.84305),(10 128.64017),(11 129.9605),(12 131.32526),(13 132.5611),(14 135.22081),(15 135.10118),(16 135.68602),(17 136.91252),(18 136.36482),(19 137.12083),(20 138.50739),(21 138.94783),(22 141.11949),(23 143.39601),(24 143.72998),(25 144.85216),(26 146.57693),(27 145.23703),(28 147.3821),(29 147.56734),(30 149.49951),(31 151.82803),(32 149.80551),(33 149.65154),(34 151.32928),(35 149.06122),(36 148.44112),(37 151.39311),(38 151.95338),(39 151.40451),(40 151.7169),(41 150.85417),(42 150.99963),(43 151.39627),(44 151.40614),(45 151.85315),(46 154.07893),(47 154.39162),(48 156.86441),(49 157.41939),(50 157.8988),(51 159.87222),(52 162.71423),(53 160.08405),(54 161.48662),(55 161.4487),(56 160.3298),(57 160.86963),(58 161.64795),(59 160.65227),(60 160.89973),(61 162.66069),(62 160.97406),(63 159.95303),(64 161.46884),(65 160.28813),(66 160.37181),(67 160.58978),(68 159.19786),(69 159.42088),(70 159.24075),(71 158.2143),(72 158.21115),(73 158.18587),(74 157.8944),(75 157.977),(76 160.35895),(77 159.1738),(78 160.55347),(79 160.48872),
(1 75.697716),(2 93.56389),(3 103.97722),(4 111.656395),(5 117.724335),(6 118.65962),(7 122.133194),(8 122.81924),(9 124.697685),(10 125.96098),(11 126.963394),(12 128.57782),(13 129.59937),(14 130.29585),(15 130.2222),(16 130.58969),(17 132.08728),(18 131.05006),(19 131.59116),(20 133.76552),(21 134.40457),(22 135.1065),(23 137.57869),(24 137.33466),(25 138.35437),(26 140.66089),(27 138.62656),(28 141.5313),(29 140.93481),(30 141.1593),(31 143.44376),(32 143.54811),(33 143.05557),(34 144.64845),(35 142.79211),(36 144.25403),(37 144.83469),(38 143.86644),(39 144.2543),(40 145.45345),(41 144.95447),(42 146.071),(43 146.78694),(44 146.01846),(45 145.87624),(46 147.84895),(47 146.8274),(48 147.5699),(49 148.9385),(50 148.66644),(51 150.44293),(52 153.55478),(53 153.36774),(54 154.67458),(55 155.19382),(56 153.85622),(57 154.84682),(58 155.42354),(59 155.25),(60 155.14883),(61 157.2046),(62 154.8916),(63 154.92839),(64 154.71529),(65 153.60939),(66 152.88864),(67 152.81691),(68 152.50633),(69 151.82416),(70 152.03406),(71 149.82935),(72 149.73068),(73 149.29755),(74 148.52531),(75 148.43881),(76 149.02663),(77 148.65263),(78 149.86046),(79 150.36154),
(1 73.80418),(2 91.39133),(3 102.612625),(4 110.84199),(5 115.14819),(6 116.818115),(7 119.29999),(8 122.41773),(9 123.52345),(10 125.142075),(11 125.96657),(12 127.23558),(13 128.00905),(14 128.2403),(15 128.69043),(16 129.103),(17 131.22615),(18 131.11925),(19 131.70956),(20 133.11642),(21 134.90262),(22 136.11),(23 137.0444),(24 137.47966),(25 139.01936),(26 140.29752),(27 139.25496),(28 141.45041),(29 139.80576),(30 140.31866),(31 141.17758),(32 142.74951),(33 143.20882),(34 142.70561),(35 141.54086),(36 142.70786),(37 142.921),(38 140.72337),(39 142.56566),(40 143.72655),(41 143.30269),(42 144.1649),(43 145.88892),(44 146.60912),(45 146.99033),(46 148.37253),(47 147.60036),(48 148.35614),(49 149.51768),(50 150.49487),(51 151.16393),(52 153.8127),(53 152.59969),(54 153.6321),(55 153.77856),(56 154.0227),(57 154.07925),(58 155.12793),(59 155.32501),(60 156.10086),(61 158.24603),(62 154.45334),(63 156.33038),(64 155.5756),(65 154.66876),(66 154.04631),(67 155.75954),(68 153.75423),(69 153.46033),(70 154.13898),(71 153.39807),(72 154.6123),(73 154.60219),(74 153.48625),(75 152.36955),(76 153.19696),(77 152.35854),(78 153.47679),(79 153.7561),
(1 74.08117),(2 91.74351),(3 101.39331),(4 108.401985),(5 111.0177),(6 113.82894),(7 117.33084),(8 120.89532),(9 119.93141),(10 122.93263),(11 125.090324),(12 124.07821),(13 125.90554),(14 126.44203),(15 126.484856),(16 128.84235),(17 131.36472),(18 130.48871),(19 131.58614),(20 133.25705),(21 133.43207),(22 135.15471),(23 135.66772),(24 134.12923),(25 135.86325),(26 135.65746),(27 135.01488),(28 135.93385),(29 135.40851),(30 136.55351),(31 138.31534),(32 137.47726),(33 137.45067),(34 138.91978),(35 137.93901),(36 139.17087),(37 139.5028),(38 139.0751),(39 139.36542),(40 139.55798),(41 138.3096),(42 138.09361),(43 139.3011),(44 138.91104),(45 140.14745),(46 141.68266),(47 140.55719),(48 141.84367),(49 144.08336),(50 143.50354),(51 144.5372),(52 148.45215),(53 145.98492),(54 147.94415),(55 148.6563),(56 149.19435),(57 151.15456),(58 152.32745),(59 151.90508),(60 153.13316),(61 154.44872),(62 154.43854),(63 155.29254),(64 155.69702),(65 154.34366),(66 153.43283),(67 154.37302),(68 151.51865),(69 151.85942),(70 151.77176),(71 150.3205),(72 149.15921),(73 149.75032),(74 148.71223),(75 148.29521),(76 148.18764),(77 147.76416),(78 148.53073),(79 147.5334),
(1 72.60163),(2 90.8176),(3 101.46443),(4 109.13752),(5 112.35379),(6 115.097916),(7 118.27013),(8 120.448105),(9 120.598724),(10 123.03417),(11 125.18431),(12 123.56734),(13 126.89835),(14 128.60944),(15 128.59544),(16 129.90036),(17 131.67395),(18 131.47072),(19 132.40823),(20 133.66078),(21 132.70169),(22 134.87524),(23 136.80524),(24 135.8584),(25 137.9954),(26 139.58603),(27 138.00383),(28 139.57457),(29 138.61575),(30 139.60306),(31 141.09534),(32 140.43503),(33 139.89362),(34 142.5089),(35 141.7236),(36 141.8685),(37 143.18495),(38 141.30605),(39 141.26361),(40 142.34604),(41 140.61438),(42 141.23566),(43 141.92201),(44 141.19417),(45 140.97176),(46 142.70326),(47 141.57265),(48 143.6303),(49 146.0623),(50 146.2717),(51 148.37144),(52 150.45412),(53 149.10622),(54 150.35802),(55 150.47585),(56 151.31416),(57 152.47801),(58 152.9418),(59 154.25949),(60 154.78023),(61 156.92485),(62 154.76807),(63 153.00645),(64 155.21562),(65 153.23796),(66 152.39528),(67 151.87936),(68 149.93582),(69 149.69211),(70 148.94243),(71 147.98912),(72 146.18036),(73 146.70526),(74 146.58612),(75 145.32014),(76 146.85558),(77 144.43787),(78 146.85301),(79 146.03432),
(1 71.57614),(2 88.30308),(3 98.5236),(4 107.18225),(5 109.97806),(6 114.1126),(7 116.13734),(8 119.089714),(9 118.04133),(10 121.08088),(11 122.23839),(12 122.62919),(13 123.69768),(14 126.286835),(15 126.17695),(16 125.98742),(17 126.68432),(18 125.37509),(19 126.29202),(20 127.8584),(21 127.725784),(22 129.69128),(23 131.18364),(24 131.31404),(25 133.41928),(26 135.53586),(27 133.64458),(28 136.44212),(29 135.74284),(30 135.71904),(31 136.67574),(32 136.99187),(33 137.59113),(34 138.42986),(35 138.40414),(36 138.02386),(37 138.93166),(38 138.59552),(39 138.895),(40 139.83119),(41 138.47424),(42 138.26036),(43 140.36942),(44 140.8561),(45 140.57607),(46 141.07231),(47 140.56996),(48 141.75166),(49 143.68436),(50 142.84627),(51 143.68146),(52 145.72159),(53 144.71074),(54 146.48557),(55 145.21948),(56 146.81918),(57 146.86668),(58 148.1681),(59 149.19702),(60 148.61304),(61 151.03607),(62 150.67824),(63 149.71454),(64 150.32709),(65 148.92908),(66 147.36787),(67 147.74782),(68 146.52315),(69 148.35358),(70 147.29588),(71 146.32475),(72 145.66693),(73 146.10309),(74 145.61662),(75 144.25806),(76 145.15189),(77 145.1884),(78 146.5801),(79 145.64116),
