1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 147393.14),(2 520392.38),(3 1124959.9),(4 1913605.6),(5 2867154.8),(6 4019836.3),(7 5321724.5),(8 6768134.5),(9 8334966.5),(10 10032052),(11 11799623),(12 13653328),(13 15674419),(14 17675272),(15 19808634),(16 21999552),(17 24178040),(18 26442354),(19 28571088),(20 30561624),(21 32531080),(22 34522140),(23 36551970),(24 38626212),(25 40873530),(26 43095140),(27 45451676),(28 47963024),(29 50379948),(30 52826260),(31 55373980),(32 57818500),(33 60447540),(34 62959388),(35 65554624),(36 68273624),(37 71094100),(38 73693870),(39 76207210),(40 78723550),(41 81049850),(42 83361870),(43 85801610),(44 88171160),(45 90544424),(46 92720056),(47 94619210),(48 96402620),(49 98009400),(50 99624776),(51 101357210),(52 103302296),(53 105205350),(54 107256456),(55 109586360),(56 111788056),(57 114145096),(58 116714920),(59 119483450),(60 122406664),(61 125508344),(62 128463260),(63 131436584),(64 134092650),(65 136601820),(66 138873490),(67 141120240),(68 143182160),(69 145238380),(70 147535300),(71 149793840),(72 151998580),(73 154666660),(74 157357230),(75 160262700),(76 163094190),(77 165595470),(78 167927860),(79 170400260),
(1 1345.2074),(2 1900.3436),(3 2183.2627),(4 2423.039),(5 2651.2854),(6 2860.236),(7 3087.416),(8 3220.7373),(9 3305.425),(10 3403.4983),(11 3486.402),(12 3597.6887),(13 3677.99),(14 3724.2126),(15 3752.5315),(16 3827.9995),(17 3895.2122),(18 3931.4788),(19 3970.3945),(20 4039.112),(21 4025.6438),(22 4031.2295),(23 4086.1262),(24 4072.269),(25 4093.0676),(26 4045.7334),(27 4008.9668),(28 3952.9568),(29 3919.453),(30 3878.3523),(31 3876.598),(32 3818.986),(33 3783.5178),(34 3762.4277),(35 3737.1213),(36 3721.9946),(37 3690.749),(38 3660.3096),(39 3651.8853),(40 3640.1348),(41 3649.858),(42 3664.9856),(43 3696.6494),(44 3697.312),(45 3673.5706),(46 3662.7256),(47 3618.1953),(48 3650.5002),(49 3679.1316),(50 3670.9746),(51 3660.8064),(52 3670.0278),(53 3671.0142),(54 3664.098),(55 3652.4055),(56 3627.8574),(57 3610.4888),(58 3592.3318),(59 3582.0298),(60 3582.293),(61 3593.9543),(62 3602.1074),(63 3683.6667),(64 3645.962),(65 3634.8635),(66 3658.485),(67 3623.5996),(68 3620.2593),(69 3576.0303),(70 3523.389),(71 3461.2744),(72 3400.7578),(73 3347.491),(74 3317.2288),(75 3252.137),(76 3225.3647),(77 3240.177),(78 3214.5547),(79 3160.4614),
(1 1289.7079),(2 1840.3541),(3 2146.3992),(4 2427.1147),(5 2674.8118),(6 2864.1316),(7 3080.2742),(8 3260.1033),(9 3397.353),(10 3523.0786),(11 3611.9294),(12 3723.1897),(13 3801.259),(14 3854.554),(15 3893.1992),(16 3989.6755),(17 4053.6348),(18 4082.5344),(19 4123.5635),(20 4172.087),(21 4156.954),(22 4136.9907),(23 4168.965),(24 4150.3525),(25 4178.666),(26 4164.7344),(27 4132.8813),(28 4115.619),(29 4119.0083),(30 4085.9534),(31 4062.9329),(32 3988.188),(33 3964.525),(34 3906.3228),(35 3875.734),(36 3804.0588),(37 3742.437),(38 3676.0217),(39 3638.6313),(40 3600.6145),(41 3598.6995),(42 3574.5432),(43 3575.585),(44 3601.2957),(45 3615.1033),(46 3609.2495),(47 3619.4958),(48 3646.853),(49 3676.671),(50 3694.7593),(51 3698.8948),(52 3706.1833),(53 3741.9065),(54 3750.633),(55 3765.088),(56 3750.8438),(57 3776.9482),(58 3728.9297),(59 3709.1326),(60 3684.1443),(61 3703.003),(62 3696.0977),(63 3723.3926),(64 3700.9014),(65 3678.9329),(66 3681.22),(67 3607.3298),(68 3552.369),(69 3512.0913),(70 3455.5889),(71 3405.871),(72 3355.9878),(73 3356.3733),(74 3335.0105),(75 3263.554),(76 3243.141),(77 3258.4558),(78 3275.0115),(79 3236.7776),
(1 1267.1537),(2 1804.5078),(3 2060.548),(4 2306.4272),(5 2540.272),(6 2719.6934),(7 2898.5889),(8 2994.7957),(9 3120.8433),(10 3275.8406),(11 3372.7393),(12 3466.371),(13 3572.8906),(14 3659.5566),(15 3725.8206),(16 3782.385),(17 3841.4717),(18 3894.93),(19 3895.3577),(20 3964.8481),(21 4007.684),(22 3970.6116),(23 3956.6309),(24 3942.7021),(25 3939.0889),(26 3952.483),(27 3897.199),(28 3861.8677),(29 3863.5024),(30 3832.063),(31 3774.787),(32 3715.834),(33 3712.212),(34 3652.3887),(35 3596.3357),(36 3534.433),(37 3509.9841),(38 3484.3179),(39 3466.969),(40 3459.436),(41 3481.6626),(42 3448.972),(43 3446.1848),(44 3463.0532),(45 3476.009),(46 3473.079),(47 3462.1377),(48 3490.017),(49 3528.0747),(50 3539.3823),(51 3552.2505),(52 3579.7578),(53 3631.2917),(54 3634.6904),(55 3674.4949),(56 3679.1824),(57 3692.0913),(58 3679.0203),(59 3678.7341),(60 3679.5593),(61 3693.876),(62 3669.7732),(63 3709.0862),(64 3674.082),(65 3640.1003),(66 3616.5557),(67 3579.6895),(68 3508.0042),(69 3479.6877),(70 3437.68),(71 3374.3813),(72 3324.7275),(73 3274.662),(74 3217.9194),(75 3181.8606),(76 3161.5417),(77 3128.9233),(78 3139.4268),(79 3117.755),
(1 1228.8395),(2 1721.6824),(3 1989.8032),(4 2217.4995),(5 2442.6228),(6 2597.9727),(7 2780.8613),(8 2910.5354),(9 3050.4233),(10 3151.8496),(11 3250.624),(12 3352.101),(13 3438.7646),(14 3515.095),(15 3599.0608),(16 3675.554),(17 3758.5874),(18 3819.4941),(19 3876.037),(20 3938.1287),(21 3978.9077),(22 3949.997),(23 3948.8726),(24 3943.1536),(25 3950.3547),(26 3915.3086),(27 3889.8325),(28 3849.185),(29 3830.565),(30 3836.0737),(31 3783.8335),(32 3735.7212),(33 3727.786),(34 3694.2427),(35 3680.191),(36 3616.7297),(37 3605.6885),(38 3569.0422),(39 3535.9612),(40 3537.9067),(41 3535.0105),(42 3539.832),(43 3513.2236),(44 3531.6104),(45 3531.511),(46 3530.1052),(47 3543.6477),(48 3540.8574),(49 3550.909),(50 3567.004),(51 3556.2627),(52 3584.2258),(53 3597.342),(54 3571.794),(55 3572.217),(56 3575.0698),(57 3581.3774),(58 3564.9822),(59 3560.0872),(60 3547.5598),(61 3541.0955),(62 3516.5686),(63 3550.221),(64 3528.2554),(65 3485.802),(66 3450.781),(67 3441.209),(68 3421.0688),(69 3374.439),(70 3314.731),(71 3249.1733),(72 3212.2117),(73 3172.7373),(74 3123.0178),(75 3134.7024),(76 3093.8914),(77 3086.4148),(78 3062.9063),(79 3058.3826),
(1 1203.1335),(2 1693.4916),(3 1988.3884),(4 2160.903),(5 2388.6318),(6 2544.3916),(7 2719.341),(8 2856.309),(9 2989.189),(10 3125.1792),(11 3264.918),(12 3401.961),(13 3508.6995),(14 3592.0898),(15 3661.932),(16 3738.9612),(17 3795.727),(18 3890.6663),(19 3960.8955),(20 4038.931),(21 4077.1182),(22 4113.777),(23 4116.355),(24 4136.5117),(25 4139.638),(26 4060.6838),(27 4065.3623),(28 4002.7246),(29 3980.8235),(30 4019.3003),(31 3950.4063),(32 3860.0984),(33 3857.5095),(34 3807.267),(35 3817.099),(36 3765.3604),(37 3750.5337),(38 3704.7793),(39 3675.6487),(40 3673.62),(41 3622.3342),(42 3631.2783),(43 3614.616),(44 3606.9236),(45 3606.264),(46 3606.4521),(47 3613.3574),(48 3589.5752),(49 3576.1497),(50 3599.76),(51 3592.6084),(52 3584.0542),(53 3594.0205),(54 3590.197),(55 3558.8586),(56 3558.3208),(57 3524.9937),(58 3500.5151),(59 3471.4688),(60 3460.72),(61 3445.651),(62 3440.0515),(63 3478.7542),(64 3477.5227),(65 3436.2305),(66 3411.7405),(67 3386.251),(68 3337.4482),(69 3258.1057),(70 3236.0757),(71 3182.479),(72 3184.5452),(73 3124.4944),(74 3093.9922),(75 3084.6228),(76 3038.517),(77 3058.0725),(78 3071.2588),(79 3077.4583),
(1 1182.8688),(2 1693.4707),(3 1996.1372),(4 2192.7021),(5 2397.1123),(6 2555.1682),(7 2713.9595),(8 2853.0554),(9 2960.9102),(10 3093.8103),(11 3189.5427),(12 3285.3845),(13 3355.392),(14 3441.684),(15 3470.9287),(16 3541.09),(17 3575.063),(18 3664.508),(19 3703.145),(20 3758.1023),(21 3739.7395),(22 3743.3616),(23 3754.233),(24 3737.361),(25 3755.1958),(26 3724.897),(27 3707.3467),(28 3687.0198),(29 3652.2249),(30 3634.2551),(31 3574.9329),(32 3521.9258),(33 3539.8684),(34 3501.5452),(35 3480.1313),(36 3456.0737),(37 3416.9087),(38 3407.8928),(39 3387.016),(40 3381.169),(41 3373.2407),(42 3387.3752),(43 3382.503),(44 3375.388),(45 3403.2195),(46 3394.9316),(47 3402.6167),(48 3418.2837),(49 3424.6575),(50 3417.6292),(51 3431.527),(52 3462.9392),(53 3478.866),(54 3499.4626),(55 3475.0664),(56 3462.3982),(57 3425.363),(58 3402.8264),(59 3397.7773),(60 3398.5552),(61 3431.7725),(62 3436.0574),(63 3480.1934),(64 3455.827),(65 3433.858),(66 3424.5012),(67 3407.1785),(68 3358.5151),(69 3265.4507),(70 3231.0024),(71 3163.8684),(72 3144.659),(73 3090.9346),(74 3068.4607),(75 3028.4607),(76 2996.068),(77 3007.2468),(78 3014.4277),(79 3067.639),
(1 1161.2295),(2 1654.0449),(3 1948.3999),(4 2180.0967),(5 2374.4185),(6 2556.3118),(7 2755.5854),(8 2876.7202),(9 2986.4075),(10 3084.329),(11 3167.6577),(12 3243.923),(13 3315.2344),(14 3378.616),(15 3414.2092),(16 3492.6858),(17 3571.9705),(18 3638.7715),(19 3657.4907),(20 3693.3975),(21 3754.6252),(22 3747.6577),(23 3773.5498),(24 3749.5862),(25 3757.8499),(26 3743.9907),(27 3741.0188),(28 3720.8481),(29 3711.6248),(30 3662.607),(31 3623.038),(32 3575.0671),(33 3559.6328),(34 3546.6665),(35 3533.5642),(36 3477.8413),(37 3427.3745),(38 3417.3333),(39 3403.18),(40 3361.3406),(41 3359.2642),(42 3312.7046),(43 3311.8894),(44 3266.3777),(45 3261.1921),(46 3268.3818),(47 3286.7373),(48 3292.8643),(49 3321.9753),(50 3325.9307),(51 3327.6377),(52 3349.1262),(53 3353.2278),(54 3362.2617),(55 3301.4504),(56 3291.61),(57 3276.1304),(58 3268.5151),(59 3248.4163),(60 3238.4138),(61 3248.2573),(62 3249.028),(63 3292.3594),(64 3295.75),(65 3261.5881),(66 3235.397),(67 3225.1123),(68 3153.1123),(69 3132.7778),(70 3096.6794),(71 3032.2148),(72 3009.9705),(73 2963.4438),(74 2927.3572),(75 2907.9966),(76 2882.7322),(77 2883.1587),(78 2894.1401),(79 2891.1863),
(1 1157.0182),(2 1619.0933),(3 1924.9377),(4 2123.385),(5 2347.0647),(6 2527.8564),(7 2704.6553),(8 2832.4663),(9 2949.3394),(10 3031.8147),(11 3106.6812),(12 3188.3345),(13 3229.9075),(14 3275.1194),(15 3323.5818),(16 3333.9014),(17 3390.2402),(18 3439.094),(19 3472.759),(20 3514.4963),(21 3547.423),(22 3542.6667),(23 3555.236),(24 3534.561),(25 3566.4998),(26 3558.6194),(27 3546.4985),(28 3499.2034),(29 3448.8772),(30 3412.4236),(31 3391.1592),(32 3344.3953),(33 3375.5073),(34 3359.2813),(35 3322.433),(36 3296.6323),(37 3283.812),(38 3264.0923),(39 3214.3083),(40 3178.6375),(41 3183.3374),(42 3152.3733),(43 3104.539),(44 3106.4495),(45 3114.8123),(46 3127.3088),(47 3176.8657),(48 3175.9985),(49 3155.1995),(50 3156.6023),(51 3166.6206),(52 3202.857),(53 3219.5042),(54 3207.041),(55 3225.149),(56 3215.9214),(57 3195.5195),(58 3240.7734),(59 3249.3616),(60 3271.7617),(61 3296.6885),(62 3290.8762),(63 3365.9785),(64 3348.338),(65 3315.5508),(66 3248.4446),(67 3219.216),(68 3143.629),(69 3077.4014),(70 3023.7852),(71 2966.4788),(72 2939.9006),(73 2914.595),(74 2900.7715),(75 2882.8372),(76 2863.2231),(77 2858.9456),(78 2908.515),(79 2891.6604),
(1 1134.1677),(2 1573.1118),(3 1850.2228),(4 2069.329),(5 2264.3413),(6 2400.4246),(7 2548.1443),(8 2623.0515),(9 2713.3567),(10 2804.6157),(11 2917.51),(12 2982.4077),(13 3004.908),(14 3062.718),(15 3117.697),(16 3150.2163),(17 3207.8088),(18 3268.1597),(19 3294.596),(20 3325.2024),(21 3359.1353),(22 3394.3894),(23 3445.8752),(24 3455.3909),(25 3467.7854),(26 3460.3972),(27 3414.7554),(28 3387.5208),(29 3382.2412),(30 3376.7107),(31 3366.9587),(32 3325.634),(33 3337.5723),(34 3345.7158),(35 3339.4976),(36 3316.9983),(37 3287.7126),(38 3244.7979),(39 3223.505),(40 3173.3271),(41 3168.3333),(42 3172.0864),(43 3136.2344),(44 3163.2932),(45 3180.682),(46 3163.2808),(47 3174.5845),(48 3186.2773),(49 3148.386),(50 3145.8083),(51 3123.5078),(52 3120.1272),(53 3144.3489),(54 3127.4478),(55 3092.218),(56 3076.3525),(57 3036.0337),(58 3013.5527),(59 2951.7363),(60 2956.2588),(61 2981.5798),(62 3010.6838),(63 3015.2131),(64 3037.0432),(65 3031.6277),(66 3004.6418),(67 3004.9934),(68 2950.7827),(69 2935.2852),(70 2871.297),(71 2842.6067),(72 2825.8972),(73 2776.6016),(74 2786.224),(75 2767.1592),(76 2750.496),(77 2751.7175),(78 2778.7434),(79 2765.1274),
(1 1117.8579),(2 1557.0342),(3 1825.3794),(4 2010.5518),(5 2181.957),(6 2330.5605),(7 2467.0823),(8 2548.4812),(9 2641.6301),(10 2721.6113),(11 2812.0464),(12 2876.2563),(13 2942.816),(14 3045.1108),(15 3116.8867),(16 3130.884),(17 3190.463),(18 3239.2332),(19 3238.4167),(20 3259.4458),(21 3297.4517),(22 3319.9146),(23 3373.0864),(24 3345.6113),(25 3379.2065),(26 3365.0352),(27 3318.8777),(28 3326.1816),(29 3320.668),(30 3296.2024),(31 3265.3752),(32 3248.5854),(33 3198.2305),(34 3175.0664),(35 3168.6414),(36 3126.6438),(37 3107.0884),(38 3047.624),(39 3058.6765),(40 3029.903),(41 3029.6453),(42 3000.014),(43 2989.5557),(44 3011.4873),(45 3017.7053),(46 2979.429),(47 2997.6116),(48 2977.8245),(49 2981.5513),(50 3009.806),(51 3031.3413),(52 3044.521),(53 3034.6506),(54 3041.5972),(55 3050.763),(56 3076.14),(57 3044.2664),(58 3026.4756),(59 3001.4866),(60 3004.468),(61 3033.4678),(62 3046.0635),(63 3097.6812),(64 3061.2317),(65 3052.894),(66 3054.4387),(67 3013.3096),(68 2967.9648),(69 2937.3875),(70 2871.6575),(71 2830.0632),(72 2804.9358),(73 2771.3806),(74 2742.662),(75 2722.855),(76 2685.5723),(77 2679.8833),(78 2687.6174),(79 2674.2756),
(1 1085.0515),(2 1494.2583),(3 1737.3882),(4 1915.7588),(5 2099.7324),(6 2265.1606),(7 2388.299),(8 2483.2947),(9 2597.208),(10 2688.1194),(11 2791.531),(12 2852.407),(13 2923.2722),(14 3000.0566),(15 3066.3135),(16 3091.8574),(17 3155.4797),(18 3233.7498),(19 3280.2725),(20 3338.2356),(21 3368.1316),(22 3399.2942),(23 3400.9539),(24 3411.9448),(25 3418.0662),(26 3417.804),(27 3403.299),(28 3419.3945),(29 3416.4192),(30 3409.1975),(31 3373.972),(32 3344.2847),(33 3359.7666),(34 3294.4858),(35 3266.1226),(36 3206.7957),(37 3198.4238),(38 3177.2158),(39 3169.7737),(40 3119.9268),(41 3097.9446),(42 3059.9954),(43 3064.0254),(44 3055.4944),(45 3052.5977),(46 3023.1238),(47 3028.3477),(48 3058.835),(49 3015.6638),(50 3031.286),(51 3052.7703),(52 3060.4426),(53 3050.458),(54 3038.1624),(55 3046.6555),(56 3040.756),(57 3018.748),(58 2998.6206),(59 2978.103),(60 2980.287),(61 3040.028),(62 3023.3296),(63 3080.9324),(64 3074.8171),(65 3050.3198),(66 3008.8955),(67 2978.5735),(68 2929.115),(69 2873.4768),(70 2834.59),(71 2796.767),(72 2776.1255),(73 2766.2031),(74 2737.6838),(75 2698.139),(76 2660.731),(77 2662.1514),(78 2666.2456),(79 2661.6106),
(1 1075.1884),(2 1471.8499),(3 1749.0125),(4 1942.0686),(5 2126.6465),(6 2260.6367),(7 2381.4258),(8 2494.1208),(9 2565.5999),(10 2669.9124),(11 2717.4775),(12 2777.2502),(13 2837.28),(14 2913.1255),(15 2965.7112),(16 2977.944),(17 3054.4927),(18 3147.685),(19 3184.7903),(20 3235.0356),(21 3263.8674),(22 3308.362),(23 3320.9521),(24 3317.202),(25 3349.3613),(26 3318.4412),(27 3312.5393),(28 3315.457),(29 3297.7642),(30 3292.514),(31 3274.9785),(32 3235.6045),(33 3232.39),(34 3200.3235),(35 3186.8699),(36 3171.5684),(37 3166.4116),(38 3152.4897),(39 3130.272),(40 3068.9893),(41 3042.2087),(42 3018.382),(43 3022.8843),(44 3035.079),(45 3045.9648),(46 3047.4355),(47 3056.0837),(48 3092.4355),(49 3085.767),(50 3085.4268),(51 3094.8975),(52 3104.726),(53 3126.1448),(54 3120.5261),(55 3133.17),(56 3139.289),(57 3128.9285),(58 3120.1174),(59 3106.476),(60 3096.5447),(61 3110.6438),(62 3109.7036),(63 3159.0254),(64 3150.5173),(65 3113.8948),(66 3071.904),(67 3041.4211),(68 2980.3882),(69 2910.5159),(70 2862.6287),(71 2825.822),(72 2796.9297),(73 2761.2427),(74 2718.3445),(75 2676.4197),(76 2659.5938),(77 2653.2737),(78 2652.6294),(79 2640.8706),
(1 1068.8037),(2 1445.3857),(3 1738.7621),(4 1931.3977),(5 2090.8682),(6 2227.4106),(7 2325.4229),(8 2439.5237),(9 2525.1077),(10 2590.6848),(11 2659.9905),(12 2735.9185),(13 2836.997),(14 2894.8718),(15 2995.0583),(16 3027.7776),(17 3079.6348),(18 3149.4338),(19 3205.369),(20 3238.7676),(21 3286.7988),(22 3312.7173),(23 3365.8237),(24 3363.5068),(25 3372.1753),(26 3364.6921),(27 3366.6514),(28 3366.8115),(29 3352.0635),(30 3346.4387),(31 3330.4497),(32 3294.028),(33 3303.2937),(34 3272.499),(35 3268.0005),(36 3245.6555),(37 3218.438),(38 3177.6563),(39 3154.9644),(40 3119.851),(41 3066.9382),(42 3058.6433),(43 3081.3457),(44 3094.689),(45 3101.1692),(46 3085.488),(47 3074.8594),(48 3086.0989),(49 3068.896),(50 3057.0588),(51 3071.0913),(52 3077.1748),(53 3090.7002),(54 3054.8474),(55 3026.7747),(56 3031.1758),(57 3010.8328),(58 2981.3323),(59 2952.8098),(60 2940.8015),(61 2912.523),(62 2908.3655),(63 2960.2651),(64 2926.735),(65 2898.7874),(66 2873.6233),(67 2876.3447),(68 2831.0571),(69 2782.4365),(70 2724.9644),(71 2690.6963),(72 2652.2258),(73 2616.1816),(74 2610.2761),(75 2612.9053),(76 2606.436),(77 2589.2988),(78 2597.9922),(79 2586.5012),
(1 1027.4398),(2 1400.5552),(3 1645.7661),(4 1844.1298),(5 1989.0834),(6 2150.4248),(7 2268.8804),(8 2371.2712),(9 2448.8079),(10 2514.2886),(11 2581.7178),(12 2687.2527),(13 2738.632),(14 2815.3772),(15 2900.4756),(16 2933.7568),(17 2976.6804),(18 3049.9917),(19 3107.1167),(20 3141.9824),(21 3176.0757),(22 3175.0193),(23 3219.338),(24 3219.8562),(25 3239.3423),(26 3243.0288),(27 3236.0513),(28 3193.145),(29 3161.8833),(30 3147.0313),(31 3122.5427),(32 3086.238),(33 3135.084),(34 3105.783),(35 3108.4873),(36 3058.261),(37 3003.675),(38 2987.992),(39 2974.757),(40 2949.1604),(41 2902.8054),(42 2902.4207),(43 2908.8022),(44 2917.1619),(45 2947.9075),(46 2947.192),(47 2963.316),(48 2980.7122),(49 2978.3474),(50 2978.198),(51 2980.9949),(52 3023.5535),(53 3020.9004),(54 3006.2637),(55 2991.2402),(56 2982.9517),(57 2966.4385),(58 2979.3716),(59 2966.3474),(60 2980.2173),(61 2960.9268),(62 2914.451),(63 2947.08),(64 2891.4983),(65 2875.1638),(66 2829.8438),(67 2816.8657),(68 2764.8442),(69 2723.0906),(70 2672.282),(71 2640.6458),(72 2624.3616),(73 2582.3682),(74 2593.0664),(75 2564.7375),(76 2538.0205),(77 2522.9875),(78 2533.1248),(79 2526.3103),
(1 1018.5203),(2 1386.4247),(3 1651.3112),(4 1827.7104),(5 1952.7578),(6 2093.6758),(7 2211.8628),(8 2297.599),(9 2393.7305),(10 2464.4172),(11 2541.6824),(12 2609.3618),(13 2677.715),(14 2706.3123),(15 2789.5261),(16 2825.8198),(17 2867.8489),(18 2942.679),(19 2976.2734),(20 3023.6003),(21 3027.103),(22 3038.389),(23 3063.3555),(24 3050.0623),(25 3083.9006),(26 3096.75),(27 3072.2046),(28 3068.0212),(29 3079.2124),(30 3046.7576),(31 3010.349),(32 2958.0615),(33 3000.278),(34 2974.3916),(35 2982.528),(36 2948.078),(37 2922.6736),(38 2901.099),(39 2877.7114),(40 2856.3464),(41 2838.4026),(42 2833.7166),(43 2826.5964),(44 2845.1313),(45 2844.4707),(46 2835.4463),(47 2847.9692),(48 2857.44),(49 2834.8418),(50 2836.4019),(51 2834.7136),(52 2840.0547),(53 2853.2268),(54 2842.503),(55 2817.9995),(56 2794.4412),(57 2790.453),(58 2779.5164),(59 2772.8604),(60 2765.5884),(61 2762.538),(62 2760.6885),(63 2768.8135),(64 2749.8496),(65 2708.538),(66 2659.0767),(67 2604.8604),(68 2577.5703),(69 2560.8),(70 2518.7852),(71 2479.7847),(72 2475.2683),(73 2451.302),(74 2469.633),(75 2450.9805),(76 2435.7993),(77 2455.4502),(78 2469.8945),(79 2492.0078),
(1 992.76215),(2 1366.6831),(3 1625.6549),(4 1793.7002),(5 1965.8037),(6 2126.2402),(7 2261.6846),(8 2363.9575),(9 2463.2222),(10 2557.093),(11 2616.3142),(12 2667.734),(13 2750.8794),(14 2815.9014),(15 2863.8503),(16 2919.5735),(17 2970.201),(18 3051.1982),(19 3093.6929),(20 3138.5208),(21 3170.3652),(22 3206.1914),(23 3202.8147),(24 3190.0237),(25 3213.2651),(26 3207.69),(27 3198.8127),(28 3207.351),(29 3208.5564),(30 3178.6123),(31 3171.2056),(32 3128.9824),(33 3142.627),(34 3115.787),(35 3098.9812),(36 3069.1763),(37 3029.642),(38 3034.0298),(39 3018.5293),(40 3002.4775),(41 2979.7612),(42 2969.9897),(43 2950.8276),(44 2967.354),(45 2983.0894),(46 2966.002),(47 2962.981),(48 2994.1687),(49 2978.393),(50 2971.0984),(51 2974.172),(52 3003.4114),(53 3015.9766),(54 3001.9058),(55 2998.116),(56 2978.7715),(57 2961.0254),(58 2944.062),(59 2899.5396),(60 2913.8235),(61 2929.5352),(62 2935.0383),(63 2942.9514),(64 2908.2454),(65 2878.3208),(66 2841.2341),(67 2798.6885),(68 2752.776),(69 2707.5686),(70 2652.7104),(71 2625.4133),(72 2579.5374),(73 2555.5696),(74 2531.5498),(75 2521.9526),(76 2453.4968),(77 2427.9595),(78 2448.3572),(79 2424.898),
