1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 87.58824),(2 116.80336),(3 131.63759),(4 141.04341),(5 148.609),(6 150.97672),(7 153.77766),(8 157.62166),(9 163.81833),(10 163.7019),(11 164.5817),(12 166.62573),(13 168.83383),(14 169.6931),(15 170.97052),(16 171.51851),(17 169.82138),(18 169.27274),(19 169.28925),(20 170.4366),(21 170.3253),(22 168.42842),(23 170.77931),(24 174.10194),(25 173.0492),(26 174.61255),(27 173.2535),(28 174.15709),(29 173.06349),(30 172.51025),(31 176.50806),(32 176.13159),(33 178.11467),(34 173.51833),(35 173.3345),(36 172.00395),(37 170.43651),(38 173.67683),(39 174.11111),(40 174.4142),(41 176.83673),(42 175.69617),(43 174.473),(44 176.7653),(45 175.94719),(46 173.9476),(47 172.93861),(48 171.29861),(49 171.06628),(50 173.93625),(51 175.28246),(52 173.12979),(53 172.0692),(54 171.61688),(55 171.27951),(56 169.34982),(57 172.47964),(58 172.39766),(59 172.13121),(60 173.25815),(61 172.54132),(62 174.1848),(63 174.23549),(64 172.12308),(65 170.56883),(66 172.65999),(67 174.5784),(68 173.00346),(69 175.38086),(70 175.26807),(71 175.18767),(72 175.32951),(73 178.37817),(74 177.9064),(75 179.60812),(76 181.80055),(77 181.04025),(78 182.08185),(79 184.1559),
(1 89.6659),(2 117.955826),(3 133.64111),(4 140.2688),(5 148.2341),(6 151.99503),(7 155.35484),(8 158.34885),(9 163.39532),(10 166.19212),(11 167.1362),(12 169.22092),(13 172.65497),(14 177.16103),(15 178.95677),(16 182.19824),(17 183.30205),(18 181.77107),(19 182.45317),(20 183.49927),(21 180.19484),(22 178.046),(23 178.69896),(24 179.54951),(25 178.30235),(26 180.38809),(27 179.97318),(28 182.75969),(29 186.09598),(30 184.55548),(31 186.48679),(32 186.57191),(33 183.80882),(34 181.47568),(35 179.9977),(36 180.68587),(37 179.43138),(38 183.3348),(39 182.711),(40 182.7386),(41 182.43173),(42 181.9358),(43 182.31763),(44 186.24156),(45 183.92412),(46 181.74626),(47 179.87526),(48 178.19344),(49 176.40721),(50 178.64963),(51 180.13193),(52 176.06892),(53 172.22157),(54 169.71248),(55 174.22015),(56 173.49648),(57 174.91461),(58 173.04518),(59 172.54984),(60 175.85747),(61 174.0994),(62 174.99767),(63 173.47472),(64 173.10399),(65 174.98424),(66 176.58243),(67 179.45078),(68 181.92566),(69 182.79117),(70 183.2313),(71 184.23734),(72 183.98291),(73 185.88828),(74 183.14311),(75 185.55),(76 185.29016),(77 182.65436),(78 180.17842),(79 183.51903),
(1 86.171936),(2 114.89562),(3 132.4853),(4 141.2609),(5 147.25609),(6 150.7397),(7 153.95692),(8 159.38457),(9 162.70177),(10 166.99316),(11 168.13963),(12 167.87201),(13 167.2512),(14 168.95456),(15 169.36029),(16 171.6603),(17 171.85399),(18 171.70781),(19 174.75282),(20 174.22462),(21 172.74036),(22 172.53188),(23 174.22717),(24 174.91609),(25 175.16794),(26 174.94186),(27 174.55063),(28 176.15472),(29 176.49998),(30 176.3063),(31 178.23775),(32 180.95277),(33 181.72763),(34 180.48285),(35 181.39702),(36 182.91962),(37 183.52232),(38 186.90884),(39 189.22194),(40 188.89906),(41 188.65324),(42 184.3503),(43 183.98355),(44 183.75528),(45 183.82825),(46 184.24997),(47 182.64407),(48 180.24223),(49 180.45052),(50 179.75468),(51 181.03133),(52 178.77673),(53 177.72879),(54 176.59964),(55 177.3908),(56 177.5028),(57 178.60538),(58 178.17563),(59 179.8057),(60 177.69792),(61 177.56491),(62 176.61346),(63 178.56595),(64 177.0537),(65 177.02234),(66 179.74591),(67 179.78958),(68 182.31065),(69 181.36398),(70 180.4958),(71 179.08699),(72 180.05452),(73 180.88698),(74 180.2689),(75 182.89192),(76 183.37375),(77 183.1408),(78 182.17078),(79 182.97617),
(1 88.22028),(2 116.05511),(3 132.71626),(4 138.69556),(5 144.15318),(6 148.30032),(7 151.86288),(8 158.02408),(9 160.90375),(10 163.10513),(11 165.32683),(12 165.55952),(13 166.51237),(14 170.01274),(15 171.58281),(16 172.76613),(17 171.67395),(18 169.60913),(19 172.5017),(20 172.03436),(21 173.64386),(22 173.71805),(23 175.86073),(24 174.261),(25 173.81364),(26 173.026),(27 173.7015),(28 176.74704),(29 175.4607),(30 175.33449),(31 178.96268),(32 177.98093),(33 178.73592),(34 179.84718),(35 178.98828),(36 177.81432),(37 177.6286),(38 178.81956),(39 180.32968),(40 180.99538),(41 179.30493),(42 177.93687),(43 177.78734),(44 179.38913),(45 178.27405),(46 178.83646),(47 177.24387),(48 175.86194),(49 173.717),(50 174.6062),(51 175.32565),(52 174.81465),(53 173.15224),(54 171.64159),(55 170.77174),(56 174.0141),(57 173.80466),(58 175.11328),(59 174.87346),(60 173.19585),(61 172.77933),(62 173.97054),(63 176.42572),(64 177.89415),(65 180.98097),(66 182.76332),(67 180.56415),(68 181.85661),(69 181.33867),(70 181.22858),(71 180.7348),(72 184.4908),(73 185.30228),(74 184.2699),(75 185.01695),(76 184.84682),(77 183.34406),(78 181.15115),(79 181.11823),
(1 86.60023),(2 115.25105),(3 131.43408),(4 139.59198),(5 147.66068),(6 150.81038),(7 152.86635),(8 157.07108),(9 161.064),(10 164.4218),(11 168.0409),(12 167.90012),(13 167.72072),(14 167.97887),(15 169.03093),(16 168.77548),(17 170.06209),(18 167.7048),(19 169.24176),(20 169.54634),(21 173.28043),(22 173.44933),(23 171.98938),(24 170.81476),(25 172.36491),(26 175.18906),(27 177.78423),(28 182.81142),(29 181.4555),(30 180.96402),(31 179.93388),(32 176.34761),(33 178.1248),(34 176.07544),(35 177.04572),(36 178.54677),(37 177.30179),(38 176.52934),(39 175.51895),(40 176.27618),(41 177.70256),(42 175.08281),(43 173.98112),(44 174.32333),(45 175.12433),(46 172.96776),(47 170.07117),(48 170.20502),(49 168.93343),(50 169.91685),(51 168.88373),(52 168.68024),(53 169.78778),(54 169.18811),(55 170.08708),(56 169.32289),(57 170.91684),(58 172.10281),(59 170.95139),(60 169.13422),(61 169.49016),(62 170.15887),(63 173.4477),(64 175.44785),(65 177.71832),(66 177.78192),(67 177.21068),(68 179.81464),(69 178.97324),(70 179.15163),(71 179.0893),(72 181.19493),(73 183.40292),(74 182.73837),(75 179.96251),(76 180.63441),(77 182.07507),(78 179.73907),(79 181.08382),
(1 87.36022),(2 115.951126),(3 130.33847),(4 137.81306),(5 142.88829),(6 146.7284),(7 149.29846),(8 152.2013),(9 158.41641),(10 160.08516),(11 162.97806),(12 163.86316),(13 163.93346),(14 166.6311),(15 166.26373),(16 167.13719),(17 169.2778),(18 167.15176),(19 170.91699),(20 172.25548),(21 174.63397),(22 171.96071),(23 173.95273),(24 173.22945),(25 173.81479),(26 175.21733),(27 177.81895),(28 179.23633),(29 177.08522),(30 175.66798),(31 175.77417),(32 175.06398),(33 177.0569),(34 176.82698),(35 174.57697),(36 177.28902),(37 176.61295),(38 178.01448),(39 177.0524),(40 177.1455),(41 176.99707),(42 176.84882),(43 178.25858),(44 178.4348),(45 178.91495),(46 175.56361),(47 176.063),(48 174.14688),(49 174.03291),(50 172.94006),(51 172.7146),(52 173.9911),(53 172.41324),(54 172.18826),(55 173.02068),(56 172.75278),(57 175.11827),(58 176.7742),(59 177.90376),(60 176.22162),(61 179.093),(62 178.20815),(63 177.51746),(64 175.78862),(65 177.2883),(66 178.35909),(67 179.48232),(68 179.49779),(69 177.69823),(70 178.67488),(71 178.53745),(72 178.55255),(73 176.43657),(74 176.94644),(75 176.40266),(76 176.58966),(77 176.76422),(78 174.90189),(79 175.20154),
(1 86.87405),(2 115.043594),(3 128.35774),(4 135.06483),(5 141.107),(6 144.5366),(7 145.91966),(8 149.61226),(9 153.45732),(10 155.58723),(11 156.82213),(12 157.22891),(13 158.77783),(14 160.02269),(15 161.3092),(16 163.48842),(17 163.45364),(18 162.50386),(19 165.66193),(20 165.3602),(21 168.07553),(22 168.97844),(23 169.28522),(24 167.5671),(25 166.8537),(26 167.30965),(27 167.24097),(28 169.99963),(29 168.94913),(30 168.9529),(31 170.46622),(32 169.08012),(33 171.40466),(34 171.18578),(35 170.06856),(36 169.769),(37 168.42148),(38 168.94926),(39 168.60081),(40 168.09642),(41 166.14317),(42 161.86456),(43 164.08412),(44 163.89806),(45 165.62755),(46 162.58237),(47 162.93973),(48 162.93933),(49 164.78859),(50 163.3685),(51 166.50813),(52 165.5556),(53 167.05077),(54 163.90556),(55 166.38678),(56 166.75972),(57 165.17387),(58 165.76486),(59 169.56253),(60 171.2753),(61 172.08603),(62 172.41357),(63 173.22212),(64 172.85736),(65 174.02565),(66 172.93808),(67 175.13895),(68 175.32089),(69 178.4036),(70 177.84552),(71 176.7608),(72 176.51729),(73 176.65375),(74 178.88127),(75 178.47946),(76 177.03041),(77 177.19989),(78 174.01328),(79 172.20654),
(1 85.33036),(2 112.881676),(3 126.57747),(4 135.41803),(5 141.2523),(6 146.10509),(7 146.36314),(8 149.55739),(9 153.66),(10 156.1572),(11 158.58841),(12 160.727),(13 161.53784),(14 162.5838),(15 161.92621),(16 165.01097),(17 166.30405),(18 164.5964),(19 168.8371),(20 170.25774),(21 169.73132),(22 167.54964),(23 168.71326),(24 166.62395),(25 165.9013),(26 167.293),(27 167.7886),(28 171.43503),(29 173.05284),(30 173.3061),(31 175.73192),(32 173.84811),(33 174.213),(34 175.00803),(35 175.62067),(36 177.27222),(37 175.81035),(38 175.23302),(39 174.51521),(40 175.29318),(41 174.95726),(42 173.48434),(43 176.2977),(44 173.37712),(45 171.87837),(46 170.9327),(47 172.07274),(48 173.73653),(49 175.29352),(50 173.93231),(51 174.77359),(52 175.73112),(53 173.8803),(54 173.45706),(55 176.82883),(56 176.0033),(57 175.87715),(58 176.9491),(59 177.33936),(60 178.2608),(61 177.48296),(62 178.21889),(63 179.21732),(64 178.42021),(65 179.22437),(66 179.01051),(67 178.98618),(68 180.49464),(69 180.51172),(70 178.53885),(71 177.32095),(72 177.10316),(73 177.45334),(74 175.4536),(75 180.06712),(76 179.15001),(77 177.83464),(78 175.60439),(79 176.8462),
(1 85.93296),(2 115.34414),(3 129.57898),(4 139.12126),(5 143.77347),(6 145.5101),(7 150.28957),(8 152.65585),(9 157.41743),(10 161.37433),(11 162.25586),(12 161.81958),(13 162.64117),(14 162.79976),(15 165.62967),(16 167.9729),(17 168.88857),(18 169.90892),(19 173.8849),(20 174.00401),(21 173.72488),(22 172.8056),(23 173.8915),(24 173.6363),(25 171.85725),(26 173.62839),(27 176.58585),(28 177.02234),(29 175.04684),(30 172.9401),(31 172.28654),(32 168.61671),(33 169.74838),(34 170.91429),(35 174.41684),(36 175.0633),(37 174.54726),(38 174.87216),(39 175.85468),(40 175.86354),(41 174.95665),(42 174.01146),(43 174.39343),(44 173.28175),(45 170.42188),(46 169.13536),(47 171.21521),(48 172.01093),(49 170.94131),(50 169.58028),(51 172.23964),(52 172.08774),(53 171.26723),(54 170.53569),(55 171.0628),(56 172.06985),(57 174.23996),(58 172.25078),(59 169.15773),(60 170.46396),(61 169.63074),(62 172.4878),(63 175.40091),(64 176.18925),(65 172.47162),(66 172.54338),(67 172.84064),(68 171.87248),(69 172.03624),(70 171.60196),(71 172.37288),(72 172.22476),(73 171.29677),(74 172.2181),(75 175.08691),(76 174.53242),(77 175.2851),(78 171.9281),(79 173.10785),
(1 81.72541),(2 108.11978),(3 123.919464),(4 134.72),(5 139.24983),(6 141.6603),(7 144.08238),(8 148.246),(9 148.95123),(10 153.0115),(11 154.00749),(12 156.32669),(13 158.50731),(14 158.75928),(15 160.72704),(16 161.68623),(17 160.36998),(18 159.76384),(19 162.96936),(20 162.00337),(21 162.25294),(22 159.44913),(23 161.13152),(24 162.12115),(25 161.18822),(26 163.24152),(27 163.27924),(28 165.88084),(29 163.81374),(30 164.42175),(31 165.12415),(32 165.16315),(33 164.61205),(34 164.06828),(35 163.07846),(36 162.66277),(37 161.35046),(38 160.13832),(39 161.40976),(40 162.68887),(41 162.34256),(42 162.65489),(43 162.54285),(44 162.7834),(45 163.59631),(46 163.21068),(47 164.81752),(48 163.64282),(49 162.8243),(50 163.54837),(51 163.75362),(52 160.35098),(53 160.54698),(54 160.54703),(55 162.0239),(56 161.7829),(57 162.01212),(58 160.46774),(59 161.55614),(60 163.89462),(61 166.56906),(62 165.34792),(63 165.73187),(64 166.44246),(65 165.1183),(66 165.87848),(67 168.16725),(68 169.0391),(69 169.82236),(70 171.98634),(71 171.56494),(72 171.12207),(73 170.35916),(74 170.63522),(75 172.08527),(76 170.4337),(77 172.92819),(78 172.06964),(79 173.35852),
(1 83.10639),(2 109.30006),(3 122.32164),(4 130.36597),(5 137.8026),(6 140.17537),(7 144.96564),(8 149.3608),(9 153.20993),(10 158.11938),(11 160.72487),(12 158.41383),(13 160.89055),(14 161.89555),(15 164.38724),(16 166.3481),(17 166.7999),(18 167.40617),(19 168.65257),(20 167.23715),(21 168.11519),(22 168.22166),(23 170.3275),(24 169.00195),(25 167.15727),(26 167.14929),(27 168.59761),(28 166.22804),(29 167.69315),(30 168.59242),(31 169.13078),(32 164.52473),(33 167.87363),(34 166.73918),(35 166.26122),(36 166.39877),(37 165.88783),(38 162.7951),(39 164.0491),(40 163.67482),(41 162.62668),(42 162.66365),(43 165.78717),(44 163.94705),(45 165.948),(46 163.18977),(47 165.5708),(48 168.03392),(49 169.66484),(50 169.17657),(51 169.63539),(52 169.88797),(53 168.4987),(54 168.48834),(55 168.09613),(56 168.18486),(57 167.72285),(58 169.12534),(59 170.726),(60 171.81467),(61 169.62302),(62 173.11276),(63 173.13882),(64 174.07997),(65 174.42519),(66 172.61781),(67 173.84395),(68 173.51704),(69 171.81966),(70 169.05945),(71 169.65211),(72 168.54283),(73 167.26993),(74 166.0801),(75 170.55312),(76 170.90717),(77 172.80774),(78 169.6378),(79 170.21873),
(1 82.61911),(2 108.03195),(3 123.97333),(4 133.32245),(5 140.76996),(6 144.77286),(7 148.97075),(8 151.86182),(9 155.09436),(10 159.62523),(11 164.47932),(12 162.8807),(13 163.28166),(14 163.91536),(15 166.36995),(16 168.10019),(17 167.93208),(18 169.53),(19 170.99803),(20 171.91971),(21 171.57526),(22 170.61638),(23 170.73563),(24 170.72704),(25 169.23184),(26 170.81302),(27 172.7647),(28 171.44467),(29 171.6609),(30 172.89479),(31 171.01385),(32 172.02875),(33 175.70093),(34 173.94122),(35 174.27011),(36 175.38748),(37 173.68872),(38 171.83403),(39 173.5447),(40 172.70576),(41 172.87453),(42 171.6949),(43 170.4229),(44 169.99995),(45 169.62611),(46 169.85953),(47 174.56145),(48 174.26851),(49 174.62766),(50 175.13527),(51 175.40164),(52 172.5659),(53 174.54082),(54 174.18027),(55 171.19626),(56 170.92667),(57 169.91356),(58 171.09706),(59 171.78363),(60 172.14792),(61 172.99377),(62 175.99947),(63 177.18733),(64 175.92883),(65 178.05563),(66 177.32967),(67 178.00041),(68 176.31467),(69 174.96732),(70 177.51468),(71 178.98877),(72 176.23781),(73 174.20229),(74 175.6094),(75 175.78607),(76 175.36588),(77 176.21576),(78 174.94093),(79 175.6264),
(1 82.06692),(2 107.978294),(3 123.97821),(4 132.00366),(5 140.02928),(6 145.77814),(7 149.63126),(8 151.85109),(9 153.19498),(10 156.61153),(11 156.67593),(12 158.32768),(13 158.79967),(14 157.77077),(15 157.82707),(16 160.38654),(17 161.68344),(18 163.27716),(19 163.40645),(20 161.66002),(21 162.62378),(22 161.87651),(23 161.71162),(24 164.1328),(25 164.6016),(26 165.34372),(27 164.43103),(28 164.09341),(29 163.57773),(30 163.86215),(31 161.98865),(32 160.88367),(33 161.62212),(34 161.32117),(35 163.09158),(36 163.3517),(37 164.34691),(38 164.58252),(39 163.9686),(40 161.92522),(41 162.33487),(42 161.43399),(43 160.48906),(44 160.29509),(45 158.45972),(46 158.49902),(47 160.35132),(48 157.94237),(49 157.44402),(50 159.82506),(51 160.35808),(52 159.72742),(53 160.07492),(54 160.62982),(55 161.17284),(56 161.652),(57 163.17271),(58 162.99403),(59 163.32747),(60 162.7506),(61 164.1868),(62 165.25677),(63 164.97998),(64 165.85428),(65 164.5468),(66 163.554),(67 162.94902),(68 159.6865),(69 160.8522),(70 162.39984),(71 162.84628),(72 162.02919),(73 163.99338),(74 162.8456),(75 162.60713),(76 164.28918),(77 165.24348),(78 165.40138),(79 165.30109),
(1 82.4621),(2 109.81052),(3 123.73835),(4 131.50587),(5 138.01381),(6 143.4717),(7 147.81107),(8 149.90971),(9 151.34021),(10 156.89273),(11 156.18805),(12 154.5493),(13 155.39682),(14 155.56485),(15 158.28664),(16 159.65674),(17 160.57571),(18 161.92896),(19 162.02022),(20 160.48904),(21 160.28384),(22 158.32037),(23 158.56065),(24 159.12483),(25 158.70483),(26 160.34242),(27 159.78076),(28 157.52592),(29 159.83055),(30 160.57983),(31 159.82086),(32 159.87129),(33 158.40544),(34 159.20671),(35 162.74579),(36 161.67303),(37 160.77985),(38 160.9632),(39 162.81754),(40 160.81087),(41 159.54773),(42 160.00256),(43 161.13945),(44 159.90765),(45 159.11974),(46 159.33028),(47 161.07173),(48 160.99606),(49 160.92043),(50 162.09232),(51 162.4296),(52 161.71216),(53 160.83125),(54 160.32893),(55 160.62085),(56 158.8995),(57 158.02304),(58 160.03716),(59 160.89871),(60 162.66145),(61 163.72925),(62 166.14111),(63 167.662),(64 165.04974),(65 166.47914),(66 164.40033),(67 164.81541),(68 161.83932),(69 160.48373),(70 161.8671),(71 162.81215),(72 163.41188),(73 163.61981),(74 164.31645),(75 165.4016),(76 163.63564),(77 164.07428),(78 164.87239),(79 164.6724),
(1 81.67504),(2 106.93198),(3 121.043106),(4 126.086174),(5 132.85606),(6 138.82494),(7 142.55852),(8 144.50058),(9 148.66002),(10 149.251),(11 151.39099),(12 151.93639),(13 152.71951),(14 151.91202),(15 153.58098),(16 155.14485),(17 156.52174),(18 159.01581),(19 161.0232),(20 161.66539),(21 163.33958),(22 161.37),(23 161.0039),(24 160.16985),(25 158.5693),(26 158.17961),(27 159.22102),(28 158.2016),(29 158.65636),(30 158.23795),(31 157.91203),(32 156.01328),(33 154.94124),(34 154.31429),(35 155.97916),(36 157.06491),(37 156.5426),(38 157.21623),(39 157.18625),(40 157.12383),(41 158.64223),(42 158.46231),(43 159.64168),(44 158.4309),(45 158.94849),(46 158.40973),(47 160.5126),(48 159.87622),(49 159.76651),(50 160.0264),(51 159.51639),(52 159.52),(53 161.13277),(54 160.85127),(55 160.1088),(56 159.75928),(57 160.10463),(58 160.9129),(59 161.46164),(60 161.9516),(61 157.11722),(62 158.62703),(63 158.85294),(64 159.01288),(65 159.41066),(66 156.84918),(67 157.73486),(68 156.65761),(69 159.34209),(70 162.27995),(71 162.86502),(72 160.98593),(73 162.367),(74 161.91222),(75 162.18265),(76 163.30771),(77 163.97792),(78 163.51964),(79 164.55736),
(1 81.23393),(2 108.15945),(3 120.53523),(4 130.42732),(5 136.68268),(6 139.35973),(7 141.7273),(8 145.17662),(9 149.83794),(10 154.24477),(11 156.32584),(12 155.89172),(13 155.5488),(14 154.15701),(15 157.10646),(16 156.96767),(17 158.51198),(18 162.25067),(19 163.72516),(20 162.81755),(21 162.20418),(22 161.56033),(23 161.82887),(24 159.02695),(25 158.8583),(26 159.70769),(27 161.13808),(28 162.62611),(29 166.52902),(30 164.99365),(31 163.63916),(32 162.89319),(33 161.9399),(34 160.37247),(35 162.46617),(36 162.92776),(37 163.26088),(38 164.69821),(39 164.43953),(40 163.18694),(41 167.28049),(42 165.77219),(43 162.5457),(44 161.98087),(45 162.28963),(46 162.3068),(47 162.59412),(48 161.29526),(49 160.75316),(50 161.14551),(51 161.4119),(52 159.7363),(53 159.8252),(54 159.91325),(55 158.77283),(56 157.94897),(57 156.94377),(58 157.91582),(59 158.20009),(60 159.65042),(61 160.37454),(62 159.23886),(63 159.63687),(64 159.02316),(65 158.04842),(66 158.9957),(67 159.23303),(68 158.67607),(69 158.9595),(70 158.38383),(71 159.29611),(72 158.80505),(73 160.7416),(74 163.27121),(75 164.41928),(76 163.79497),(77 165.42928),(78 163.15878),(79 164.14592),
(1 80.274),(2 108.01755),(3 122.4076),(4 129.44438),(5 136.91072),(6 142.69444),(7 144.37148),(8 148.67958),(9 153.35689),(10 154.48782),(11 158.61214),(12 158.98369),(13 157.37006),(14 156.76079),(15 158.45175),(16 159.58757),(17 158.44843),(18 159.17145),(19 161.36842),(20 164.07976),(21 164.34486),(22 161.20212),(23 161.57634),(24 159.42464),(25 158.2084),(26 157.38264),(27 155.62628),(28 156.47896),(29 157.89328),(30 156.40129),(31 155.5584),(32 156.06462),(33 155.21365),(34 156.82239),(35 158.19183),(36 158.70871),(37 158.56683),(38 160.32935),(39 162.21025),(40 162.85442),(41 163.75146),(42 164.18405),(43 162.49786),(44 159.83603),(45 160.23697),(46 159.3386),(47 158.21336),(48 158.17036),(49 156.84738),(50 158.43542),(51 158.07993),(52 160.01097),(53 162.217),(54 161.01122),(55 161.14288),(56 160.6483),(57 161.15126),(58 162.38974),(59 163.28366),(60 162.72769),(61 159.06877),(62 158.73492),(63 156.83711),(64 158.68286),(65 159.66812),(66 160.4982),(67 160.02293),(68 159.003),(69 160.22018),(70 161.43562),(71 164.04956),(72 164.25287),(73 164.43384),(74 165.1654),(75 164.27258),(76 165.20448),(77 166.63597),(78 165.24654),(79 165.16243),
(1 79.75161),(2 105.38032),(3 119.659134),(4 124.70145),(5 131.63899),(6 136.93127),(7 140.13377),(8 144.96257),(9 148.92218),(10 152.33835),(11 154.14622),(12 154.65076),(13 155.0693),(14 153.17006),(15 154.77325),(16 156.00699),(17 157.93073),(18 160.02603),(19 159.61649),(20 160.79974),(21 162.4453),(22 159.49988),(23 158.35585),(24 156.0464),(25 153.76053),(26 154.0754),(27 153.66298),(28 154.8675),(29 156.02551),(30 155.30754),(31 155.05762),(32 154.23915),(33 155.23232),(34 157.27328),(35 157.88966),(36 155.09264),(37 153.31096),(38 153.36165),(39 155.2671),(40 157.16203),(41 157.9679),(42 157.33464),(43 158.59755),(44 158.14066),(45 157.63441),(46 157.50957),(47 156.6347),(48 157.2196),(49 157.53899),(50 157.70168),(51 159.51979),(52 157.50868),(53 157.84273),(54 158.05112),(55 155.3293),(56 151.58264),(57 153.11128),(58 155.25037),(59 155.69801),(60 154.78139),(61 153.9125),(62 154.93707),(63 155.86137),(64 156.23676),(65 159.53499),(66 158.70407),(67 156.39464),(68 154.40834),(69 155.43948),(70 155.65985),(71 158.88464),(72 159.34332),(73 160.64426),(74 159.1153),(75 158.70697),(76 157.13377),(77 158.03053),(78 156.20549),(79 158.55548),
(1 79.590996),(2 103.82744),(3 117.33986),(4 124.59538),(5 132.16718),(6 136.3566),(7 139.66837),(8 144.56044),(9 149.4433),(10 154.34752),(11 155.86426),(12 155.69046),(13 154.22575),(14 154.1832),(15 156.75058),(16 156.59409),(17 157.87196),(18 158.61784),(19 159.90106),(20 159.74985),(21 160.22667),(22 157.47717),(23 158.30695),(24 156.85736),(25 157.36902),(26 158.88843),(27 157.99164),(28 159.56786),(29 158.03987),(30 158.18457),(31 158.93123),(32 158.80989),(33 159.81693),(34 161.39087),(35 162.45686),(36 161.5266),(37 160.05437),(38 159.36484),(39 160.6592),(40 160.88474),(41 159.90596),(42 159.78418),(43 160.27684),(44 158.64952),(45 159.2476),(46 157.92778),(47 158.55838),(48 159.01947),(49 160.14026),(50 159.4509),(51 161.13678),(52 160.18637),(53 163.03226),(54 161.18668),(55 161.64394),(56 160.4563),(57 160.81987),(58 161.31335),(59 159.98947),(60 160.22972),(61 160.21783),(62 161.47247),(63 162.60876),(64 162.74443),(65 164.67943),(66 166.36215),(67 166.36287),(68 164.93071),(69 164.7613),(70 165.36847),(71 164.66487),(72 166.35199),(73 164.88512),(74 165.37563),(75 163.10617),(76 162.62057),(77 163.77896),(78 162.95337),(79 164.27812),
