1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 188997.36),(2 444421.88),(3 728849.8),(4 1302254.3),(5 1960409.6),(6 2624098.3),(7 3582705.3),(8 4564520.5),(9 5538853.5),(10 6806086.5),(11 8099478.5),(12 9386329),(13 10926012),(14 12541963),(15 14012819),(16 15751984),(17 17643208),(18 19375764),(19 21558070),(20 23935978),(21 25823922),(22 28016654),(23 30368778),(24 32381698),(25 34594700),(26 36935868),(27 38792148),(28 40700420),(29 42898716),(30 44718496),(31 46897700),(32 49519884),(33 51615790),(34 54193268),(35 57555532),(36 60533132),(37 63678828),(38 67328030),(39 70488260),(40 73924730),(41 77806830),(42 81141384),(43 84477380),(44 88020700),(45 90758630),(46 93603480),(47 97255550),(48 100269270),(49 103664010),(50 107818180),(51 111378040),(52 114722390),(53 118414360),(54 121686080),(55 124394890),(56 127163240),(57 129586776),(58 131899140),(59 134674400),(60 137219920),(61 139162160),(62 140740140),(63 141227440),(64 141749090),(65 143124050),(66 144446720),(67 145946820),(68 147610800),(69 148513620),(70 149176450),(71 150113600),(72 150616690),(73 151348820),(74 152662350),(75 153746240),(76 155292350),(77 157092750),(78 159195090),(79 160688270),
(1 47.40529),(2 56.310047),(3 61.95215),(4 66.91652),(5 72.7076),(6 76.75865),(7 80.49674),(8 83.73383),(9 85.974014),(10 87.88734),(11 90.4114),(12 92.42665),(13 94.174866),(14 95.34073),(15 97.54962),(16 98.390594),(17 99.73705),(18 100.87463),(19 103.96815),(20 106.485146),(21 107.533066),(22 108.29258),(23 109.18193),(24 111.00492),(25 110.75545),(26 111.12142),(27 111.45045),(28 110.48423),(29 111.069695),(30 113.609764),(31 112.787445),(32 112.77358),(33 113.669655),(34 115.0706),(35 116.636734),(36 117.2364),(37 119.25772),(38 120.5242),(39 120.921394),(40 121.72972),(41 123.27704),(42 125.40201),(43 126.54861),(44 126.3027),(45 127.79088),(46 127.54786),(47 127.46934),(48 125.87434),(49 126.55836),(50 125.25824),(51 125.32069),(52 124.25048),(53 124.663956),(54 124.38765),(55 124.42187),(56 124.5234),(57 123.814026),(58 123.229324),(59 122.36192),(60 121.848495),(61 121.825806),(62 121.4559),(63 121.900734),(64 120.24045),(65 120.04942),(66 118.9036),(67 117.606964),(68 117.74742),(69 117.721085),(70 117.71675),(71 117.46707),(72 118.136185),(73 118.59074),(74 118.02589),(75 120.07196),(76 120.4066),(77 121.640854),(78 120.373856),(79 120.515144),
(1 48.285896),(2 56.869354),(3 62.835922),(4 67.877014),(5 74.09263),(6 76.998314),(7 80.81422),(8 83.5718),(9 85.79029),(10 87.668045),(11 89.57466),(12 91.538216),(13 93.641556),(14 95.83951),(15 97.5848),(16 99.0171),(17 99.57232),(18 100.32701),(19 102.992485),(20 104.36997),(21 104.298584),(22 105.134346),(23 107.495026),(24 108.26799),(25 108.36132),(26 109.13228),(27 110.006996),(28 110.65375),(29 111.49311),(30 112.14572),(31 112.90254),(32 114.36128),(33 116.01393),(34 116.28066),(35 117.02135),(36 119.61669),(37 121.784775),(38 121.46241),(39 123.020706),(40 124.746315),(41 125.5435),(42 126.052284),(43 127.70928),(44 128.57922),(45 126.92247),(46 127.33123),(47 126.97022),(48 126.05214),(49 126.16404),(50 124.60591),(51 123.29581),(52 122.951126),(53 120.640236),(54 121.0235),(55 120.42824),(56 120.32841),(57 118.90425),(58 117.65117),(59 118.895706),(60 118.49049),(61 116.49083),(62 117.59041),(63 115.80751),(64 114.89542),(65 115.31318),(66 114.82222),(67 114.95659),(68 115.83052),(69 117.04624),(70 116.20071),(71 117.53627),(72 116.884315),(73 118.62657),(74 120.057175),(75 121.54028),(76 122.76185),(77 124.55567),(78 125.18114),(79 126.29048),
(1 47.934525),(2 56.146736),(3 61.973537),(4 67.350945),(5 71.59305),(6 75.645935),(7 80.24197),(8 82.6915),(9 84.13943),(10 86.37172),(11 88.83427),(12 90.70434),(13 93.03156),(14 94.92862),(15 98.06108),(16 98.64121),(17 100.49405),(18 101.930305),(19 104.984566),(20 106.5105),(21 108.11858),(22 108.603035),(23 109.81062),(24 111.650246),(25 112.65357),(26 112.78413),(27 113.551674),(28 113.21899),(29 114.770515),(30 116.32106),(31 116.60631),(32 117.84047),(33 119.77233),(34 121.32141),(35 122.15459),(36 123.279686),(37 124.99271),(38 125.25614),(39 127.26503),(40 127.935814),(41 128.3349),(42 128.67178),(43 129.06454),(44 130.31668),(45 130.3348),(46 129.2854),(47 129.73917),(48 129.24147),(49 129.32323),(50 129.2659),(51 128.29272),(52 127.7668),(53 126.84993),(54 125.99288),(55 124.74157),(56 124.35978),(57 123.59426),(58 121.752556),(59 121.30965),(60 120.20578),(61 119.57772),(62 119.704124),(63 118.161385),(64 116.76493),(65 116.66492),(66 115.29524),(67 114.6351),(68 113.53711),(69 113.859634),(70 113.65444),(71 113.03432),(72 112.43602),(73 113.39301),(74 113.858925),(75 115.912125),(76 115.84386),(77 116.59335),(78 116.58961),(79 117.84503),
(1 47.50309),(2 56.107155),(3 62.616432),(4 68.12011),(5 72.522675),(6 76.94286),(7 80.636826),(8 83.52933),(9 85.73754),(10 87.65851),(11 89.72755),(12 90.9891),(13 92.162384),(14 92.58994),(15 94.82648),(16 95.52054),(17 97.05765),(18 98.902664),(19 100.78783),(20 102.95211),(21 103.81132),(22 104.3936),(23 106.23507),(24 107.04963),(25 107.13841),(26 105.98316),(27 107.343414),(28 107.34683),(29 107.46149),(30 108.69464),(31 108.57056),(32 109.940765),(33 110.84347),(34 111.89686),(35 114.00354),(36 114.014465),(37 116.06689),(38 116.43629),(39 117.91777),(40 119.07744),(41 120.82433),(42 121.217766),(43 122.0105),(44 122.122406),(45 122.71718),(46 122.62793),(47 124.0667),(48 123.966354),(49 123.858345),(50 124.487885),(51 123.85558),(52 123.35076),(53 122.68584),(54 121.82955),(55 121.90774),(56 121.45345),(57 120.090996),(58 120.16437),(59 119.30381),(60 119.28472),(61 118.244446),(62 116.936035),(63 115.4255),(64 114.00599),(65 114.435265),(66 113.76911),(67 112.04412),(68 110.49124),(69 111.55225),(70 111.60074),(71 111.96464),(72 111.90998),(73 112.11214),(74 113.02694),(75 114.756065),(76 115.7494),(77 116.32183),(78 116.997406),(79 117.65866),
(1 47.37942),(2 54.989426),(3 60.566505),(4 64.925255),(5 70.75388),(6 74.64495),(7 78.2793),(8 80.970375),(9 83.966835),(10 85.642555),(11 87.91808),(12 89.26828),(13 92.21666),(14 94.05014),(15 97.36367),(16 98.8781),(17 99.2726),(18 100.77176),(19 102.944954),(20 104.84658),(21 105.52359),(22 106.887596),(23 108.86772),(24 110.92592),(25 111.34695),(26 111.61459),(27 112.63995),(28 113.29876),(29 112.96777),(30 115.01458),(31 114.92426),(32 116.374504),(33 118.10352),(34 119.91531),(35 120.086845),(36 120.551544),(37 121.55293),(38 122.56839),(39 124.943535),(40 126.49621),(41 127.84881),(42 128.91705),(43 130.34213),(44 130.09003),(45 128.90656),(46 127.92277),(47 127.39904),(48 126.35026),(49 124.889885),(50 123.773476),(51 122.65827),(52 121.59947),(53 120.35052),(54 119.54627),(55 118.24295),(56 118.52975),(57 116.97515),(58 116.709625),(59 116.73605),(60 116.55693),(61 116.47744),(62 116.29302),(63 115.02775),(64 114.43672),(65 114.7137),(66 114.81393),(67 113.92264),(68 114.60213),(69 115.642494),(70 116.20408),(71 117.0089),(72 117.51382),(73 117.20966),(74 118.77963),(75 119.89334),(76 120.91558),(77 122.38429),(78 122.955666),(79 123.28554),
(1 46.742023),(2 55.269238),(3 60.52274),(4 64.916176),(5 70.857086),(6 73.52916),(7 77.402214),(8 80.62892),(9 82.693985),(10 85.12688),(11 87.13474),(12 89.64745),(13 91.962364),(14 92.74443),(15 95.05662),(16 96.5522),(17 97.9159),(18 98.55882),(19 100.0632),(20 100.982346),(21 101.414444),(22 103.32317),(23 105.206055),(24 105.70681),(25 106.44698),(26 106.550385),(27 107.13934),(28 107.25144),(29 108.38006),(30 108.96002),(31 110.19915),(32 111.171005),(33 112.01072),(34 113.40587),(35 114.10317),(36 115.16599),(37 116.867386),(38 117.2617),(39 119.60249),(40 119.76024),(41 121.32342),(42 122.02778),(43 123.869),(44 124.00542),(45 122.73956),(46 122.62037),(47 121.880684),(48 121.39476),(49 121.22662),(50 120.997505),(51 120.95128),(52 120.26761),(53 118.18343),(54 118.24754),(55 117.42413),(56 116.47656),(57 115.577286),(58 114.530075),(59 113.979614),(60 113.763664),(61 113.7241),(62 113.147995),(63 113.530495),(64 112.02438),(65 112.62351),(66 112.01736),(67 111.89353),(68 111.76395),(69 112.150955),(70 111.54204),(71 111.02987),(72 111.43446),(73 111.38465),(74 112.16532),(75 112.9572),(76 112.89021),(77 114.76431),(78 114.526245),(79 115.800964),
(1 46.70263),(2 54.846954),(3 60.833782),(4 65.37205),(5 71.51835),(6 75.723854),(7 79.093346),(8 82.69097),(9 84.01963),(10 86.234924),(11 88.748474),(12 90.26893),(13 92.41389),(14 93.14549),(15 95.28465),(16 96.28407),(17 98.094),(18 100.10854),(19 101.153824),(20 103.263306),(21 103.761406),(22 105.95301),(23 107.00866),(24 108.77623),(25 108.92643),(26 108.84112),(27 108.96375),(28 109.67513),(29 110.407005),(30 112.89756),(31 113.77689),(32 114.47633),(33 114.35051),(34 114.50038),(35 115.367325),(36 115.09352),(37 116.49266),(38 116.34215),(39 118.578285),(40 120.11958),(41 120.32917),(42 121.05704),(43 122.39261),(44 122.67403),(45 122.207634),(46 121.580536),(47 121.03469),(48 121.53751),(49 121.262726),(50 120.61123),(51 120.63187),(52 120.41346),(53 119.65007),(54 118.93198),(55 119.51148),(56 119.02875),(57 118.1297),(58 116.89024),(59 117.39165),(60 117.73636),(61 117.318794),(62 117.280136),(63 116.61241),(64 115.75935),(65 115.20969),(66 113.99861),(67 112.96364),(68 112.98849),(69 113.29269),(70 113.781654),(71 113.964165),(72 114.58815),(73 113.721115),(74 114.582214),(75 115.29589),(76 115.09246),(77 117.4751),(78 117.873116),(79 118.320885),
(1 46.23035),(2 54.78998),(3 59.18984),(4 64.869125),(5 70.43537),(6 74.58126),(7 78.28537),(8 80.157104),(9 81.94812),(10 83.93768),(11 86.22531),(12 87.61194),(13 89.13201),(14 90.81484),(15 93.21577),(16 94.19122),(17 95.721695),(18 96.4543),(19 99.165405),(20 101.02496),(21 101.579575),(22 103.03413),(23 104.998795),(24 107.05347),(25 108.38005),(26 109.3108),(27 110.23031),(28 111.093666),(29 111.353714),(30 112.74672),(31 113.47993),(32 114.80485),(33 116.179245),(34 117.19121),(35 117.91133),(36 119.508995),(37 121.36102),(38 121.89584),(39 123.24705),(40 124.790535),(41 124.132996),(42 125.715034),(43 126.6026),(44 126.418465),(45 125.05744),(46 124.69515),(47 123.33739),(48 122.80535),(49 121.48531),(50 121.051735),(51 120.036545),(52 118.795296),(53 117.835396),(54 116.70921),(55 116.60577),(56 115.20495),(57 114.49389),(58 113.02099),(59 113.92247),(60 113.18916),(61 112.14497),(62 112.75178),(63 111.50942),(64 111.32239),(65 110.940994),(66 110.133934),(67 110.54048),(68 110.80969),(69 111.980064),(70 110.61382),(71 111.57999),(72 111.80031),(73 112.757545),(74 112.80775),(75 114.149864),(76 113.96585),(77 114.85926),(78 116.92228),(79 116.82017),
(1 45.8158),(2 53.94256),(3 58.235683),(4 62.99533),(5 68.53076),(6 72.44431),(7 77.04071),(8 80.42565),(9 82.91337),(10 86.0217),(11 88.81059),(12 90.40184),(13 93.449776),(14 94.87959),(15 96.23897),(16 97.57556),(17 99.47565),(18 100.78442),(19 102.81463),(20 105.48499),(21 106.91397),(22 107.13555),(23 108.99519),(24 110.21661),(25 110.01212),(26 109.95541),(27 110.6691),(28 110.523254),(29 112.35885),(30 112.55332),(31 113.32947),(32 114.15747),(33 114.87707),(34 117.026924),(35 119.580315),(36 119.01334),(37 121.29916),(38 121.78794),(39 123.0169),(40 124.495476),(41 124.95586),(42 126.95427),(43 127.890594),(44 128.0448),(45 127.56308),(46 127.21015),(47 126.69793),(48 126.33322),(49 125.564804),(50 125.65242),(51 124.93248),(52 123.82186),(53 122.45716),(54 121.00522),(55 120.71717),(56 119.99189),(57 119.615295),(58 117.97072),(59 117.48573),(60 116.81329),(61 114.47133),(62 114.180725),(63 113.706856),(64 112.36779),(65 111.39281),(66 109.52615),(67 109.38257),(68 109.33512),(69 109.096634),(70 109.34791),(71 109.91937),(72 110.11703),(73 110.97472),(74 112.3272),(75 111.883354),(76 114.66931),(77 115.29515),(78 114.499886),(79 115.99325),
(1 46.521362),(2 54.46167),(3 59.99478),(4 64.703964),(5 70.1118),(6 73.92249),(7 76.85453),(8 79.52805),(9 81.2655),(10 83.25351),(11 84.802376),(12 86.316574),(13 88.37789),(14 89.33911),(15 90.95172),(16 92.48498),(17 93.668274),(18 94.65885),(19 96.56965),(20 98.42648),(21 99.00918),(22 100.62421),(23 102.21101),(24 102.35863),(25 102.42793),(26 101.920586),(27 101.83773),(28 102.395325),(29 101.73194),(30 103.241196),(31 103.71746),(32 103.287575),(33 104.53924),(34 105.70541),(35 107.35677),(36 107.44841),(37 110.49465),(38 111.69242),(39 114.07776),(40 114.86472),(41 115.431656),(42 116.587776),(43 117.5109),(44 116.823204),(45 117.68864),(46 118.44322),(47 117.763245),(48 117.84917),(49 116.43226),(50 116.09853),(51 116.78715),(52 116.523705),(53 115.83281),(54 115.255974),(55 114.387115),(56 114.2955),(57 112.89137),(58 112.8303),(59 113.159004),(60 113.16821),(61 112.3376),(62 111.76586),(63 111.29465),(64 109.90817),(65 109.65645),(66 109.42059),(67 108.34792),(68 108.238815),(69 108.30477),(70 107.76529),(71 108.14534),(72 108.507576),(73 107.96037),(74 107.867836),(75 109.06762),(76 108.94254),(77 109.41994),(78 110.218956),(79 112.13637),
(1 46.035866),(2 53.184116),(3 58.325966),(4 63.055557),(5 68.43438),(6 72.94149),(7 75.435196),(8 79.273285),(9 81.24099),(10 83.24804),(11 85.23982),(12 87.590775),(13 90.6083),(14 92.09443),(15 95.49586),(16 96.57644),(17 98.336525),(18 99.73029),(19 101.490776),(20 103.538826),(21 104.20796),(22 105.24578),(23 106.4861),(24 108.42307),(25 109.24098),(26 110.17236),(27 109.95487),(28 110.10096),(29 110.672646),(30 111.96186),(31 112.98187),(32 112.64033),(33 114.6876),(34 114.57357),(35 116.829254),(36 116.40322),(37 118.60724),(38 118.77625),(39 120.34663),(40 120.892044),(41 121.47444),(42 122.56156),(43 122.86569),(44 123.239624),(45 122.43214),(46 122.646805),(47 121.31805),(48 121.482414),(49 119.63092),(50 119.689545),(51 119.73236),(52 118.331314),(53 117.761055),(54 116.64424),(55 116.33184),(56 115.34574),(57 115.81833),(58 114.6427),(59 113.71196),(60 112.86951),(61 112.867035),(62 113.5893),(63 113.53434),(64 112.17504),(65 111.274704),(66 110.68938),(67 110.624596),(68 110.26978),(69 110.7031),(70 110.59375),(71 110.80377),(72 110.75082),(73 111.41244),(74 111.814),(75 112.47454),(76 113.66486),(77 114.46351),(78 113.83985),(79 115.32687),
(1 45.809166),(2 54.16273),(3 59.72809),(4 64.760605),(5 69.39438),(6 74.84261),(7 77.67697),(8 80.970856),(9 82.65009),(10 85.05599),(11 88.119865),(12 89.23516),(13 90.68037),(14 92.37958),(15 95.53571),(16 95.91827),(17 95.986435),(18 96.3992),(19 97.67353),(20 100.252625),(21 101.17433),(22 102.58494),(23 104.06622),(24 104.38748),(25 105.88148),(26 105.383575),(27 106.21534),(28 105.99034),(29 107.591995),(30 108.69829),(31 108.88013),(32 110.13139),(33 111.12951),(34 112.12374),(35 113.77174),(36 113.6915),(37 115.83603),(38 116.54876),(39 117.63722),(40 118.07893),(41 118.38031),(42 119.328514),(43 121.131935),(44 121.031654),(45 120.341705),(46 120.504585),(47 120.016304),(48 119.94569),(49 118.55203),(50 117.687096),(51 117.65348),(52 116.179665),(53 115.89237),(54 116.03789),(55 114.51328),(56 115.166595),(57 114.43271),(58 112.7429),(59 111.63133),(60 111.51709),(61 111.28311),(62 111.47001),(63 109.84402),(64 110.11673),(65 109.803955),(66 109.563705),(67 109.375984),(68 108.337654),(69 109.89107),(70 110.11444),(71 109.952896),(72 110.16271),(73 110.31584),(74 111.12842),(75 111.13852),(76 111.28767),(77 112.23411),(78 113.709305),(79 113.59579),
(1 45.710846),(2 53.66669),(3 59.027153),(4 64.470894),(5 70.751595),(6 74.80579),(7 77.76032),(8 81.16067),(9 81.90731),(10 84.292816),(11 86.38698),(12 87.62984),(13 88.79356),(14 89.4062),(15 91.64698),(16 93.69084),(17 96.18412),(18 97.25044),(19 99.24272),(20 100.828),(21 101.500916),(22 103.06331),(23 105.32792),(24 106.61067),(25 106.919876),(26 107.37326),(27 107.988815),(28 107.74373),(29 109.33721),(30 110.97621),(31 111.48793),(32 112.80171),(33 112.76282),(34 113.64227),(35 113.68141),(36 114.11426),(37 116.768036),(38 115.96679),(39 116.92649),(40 117.777954),(41 118.97319),(42 119.36789),(43 119.35777),(44 119.35472),(45 118.972786),(46 119.2975),(47 118.98077),(48 118.830444),(49 118.50483),(50 118.49627),(51 117.20228),(52 116.79826),(53 116.13662),(54 115.965485),(55 115.4975),(56 115.53813),(57 114.860954),(58 114.50768),(59 114.49482),(60 113.50044),(61 113.431496),(62 113.33997),(63 112.01506),(64 110.13118),(65 110.32013),(66 108.72162),(67 108.76186),(68 107.98918),(69 108.909294),(70 108.979095),(71 108.363335),(72 107.72745),(73 108.73531),(74 109.041626),(75 110.58757),(76 110.93323),(77 110.58567),(78 112.49959),(79 113.29874),
(1 45.28892),(2 53.179417),(3 58.100178),(4 63.64898),(5 68.494774),(6 73.345314),(7 76.33999),(8 79.19498),(9 80.500626),(10 82.4439),(11 85.87484),(12 86.73455),(13 88.84837),(14 90.60432),(15 92.949326),(16 93.74934),(17 95.737175),(18 95.926674),(19 97.502655),(20 98.65813),(21 100.023155),(22 100.77554),(23 102.09139),(24 102.23637),(25 103.699265),(26 105.001366),(27 105.243065),(28 106.24632),(29 107.64476),(30 108.25465),(31 109.279915),(32 109.766075),(33 110.58304),(34 112.607574),(35 113.084496),(36 113.70775),(37 115.23702),(38 115.127045),(39 115.87579),(40 117.566086),(41 118.2712),(42 119.47396),(43 121.00106),(44 120.707436),(45 119.64338),(46 120.04862),(47 119.89796),(48 120.80224),(49 118.919014),(50 119.00597),(51 118.46562),(52 116.83606),(53 116.03606),(54 114.870995),(55 114.35386),(56 113.552),(57 112.12772),(58 111.239655),(59 110.5317),(60 110.41597),(61 109.79352),(62 109.78963),(63 109.64934),(64 107.33431),(65 106.84064),(66 105.48602),(67 105.9502),(68 105.78925),(69 106.17067),(70 106.34068),(71 106.48185),(72 106.76997),(73 107.05148),(74 107.88072),(75 106.8105),(76 107.97944),(77 107.77419),(78 109.664055),(79 111.46549),
(1 45.425617),(2 52.935955),(3 58.42964),(4 63.857426),(5 69.84592),(6 74.13484),(7 76.80127),(8 79.195595),(9 80.878654),(10 84.04321),(11 87.006386),(12 88.60034),(13 90.11679),(14 92.3119),(15 93.22988),(16 93.7959),(17 95.90274),(18 96.94014),(19 100.60616),(20 101.89807),(21 102.264755),(22 103.01552),(23 104.790764),(24 104.86184),(25 106.40856),(26 106.10203),(27 106.03177),(28 106.609024),(29 107.89398),(30 108.401794),(31 109.06188),(32 108.9075),(33 108.75053),(34 109.73232),(35 111.14015),(36 111.715706),(37 112.787994),(38 113.61142),(39 116.044044),(40 115.96421),(41 116.74607),(42 117.42818),(43 118.439575),(44 117.5019),(45 117.166405),(46 117.41913),(47 117.0346),(48 116.83562),(49 115.68833),(50 115.004944),(51 114.504715),(52 113.46701),(53 113.147194),(54 112.385216),(55 111.55891),(56 110.20061),(57 110.29267),(58 108.49094),(59 108.24453),(60 109.19152),(61 107.77602),(62 107.211395),(63 107.31217),(64 106.22491),(65 106.49704),(66 106.89896),(67 106.797195),(68 106.841545),(69 107.152664),(70 108.3436),(71 108.14104),(72 108.22914),(73 109.00568),(74 110.201225),(75 110.20269),(76 111.79027),(77 112.03781),(78 112.70024),(79 112.825035),
(1 45.55579),(2 52.75567),(3 57.722614),(4 62.554497),(5 67.41812),(6 71.23069),(7 74.135056),(8 76.26249),(9 78.784256),(10 80.719604),(11 82.82207),(12 83.67136),(13 85.65954),(14 86.66288),(15 88.64771),(16 89.50118),(17 91.73133),(18 92.54848),(19 95.0066),(20 97.92329),(21 96.69168),(22 98.8025),(23 100.29657),(24 99.929726),(25 101.60255),(26 101.92225),(27 102.07292),(28 103.71669),(29 103.72136),(30 104.24225),(31 104.67267),(32 104.43195),(33 106.18042),(34 106.81291),(35 107.88987),(36 108.42504),(37 110.0575),(38 111.502945),(39 112.678406),(40 114.11967),(41 114.84209),(42 115.81338),(43 115.98048),(44 116.158676),(45 115.81092),(46 114.963486),(47 115.599655),(48 114.741425),(49 113.42034),(50 113.498024),(51 113.478546),(52 112.457115),(53 112.110435),(54 111.323105),(55 111.24623),(56 110.7299),(57 109.17),(58 107.733116),(59 107.30755),(60 108.88321),(61 107.42907),(62 107.82583),(63 107.35404),(64 105.4749),(65 106.25476),(66 104.6651),(67 103.8673),(68 103.427956),(69 103.18271),(70 103.60091),(71 103.39849),(72 104.22853),(73 104.4329),(74 105.39909),(75 105.475624),(76 106.41303),(77 106.595474),(78 107.99138),(79 107.85),
(1 45.329624),(2 53.508263),(3 59.931633),(4 63.964462),(5 69.43931),(6 72.75792),(7 76.06053),(8 79.130325),(9 80.75595),(10 83.54182),(11 84.91479),(12 86.218735),(13 88.281876),(14 89.89265),(15 91.37125),(16 91.61495),(17 94.58233),(18 95.638565),(19 98.308586),(20 99.9511),(21 99.57323),(22 101.56279),(23 102.74292),(24 104.35168),(25 104.181496),(26 103.96625),(27 103.868675),(28 104.99269),(29 105.65761),(30 105.476166),(31 106.230545),(32 106.12536),(33 107.19469),(34 107.93855),(35 109.40814),(36 111.51972),(37 112.895164),(38 114.784134),(39 116.31189),(40 117.67495),(41 117.73558),(42 119.56113),(43 120.296646),(44 120.41771),(45 119.88062),(46 120.2628),(47 120.86492),(48 120.316475),(49 120.329926),(50 119.90215),(51 118.86908),(52 118.059845),(53 116.635284),(54 115.44235),(55 114.99065),(56 113.908615),(57 113.634735),(58 112.83802),(59 111.30044),(60 112.115685),(61 109.97611),(62 110.254295),(63 110.87495),(64 109.34325),(65 110.39007),(66 109.90585),(67 109.97114),(68 109.07674),(69 108.67631),(70 109.02869),(71 108.767876),(72 110.01029),(73 110.68595),(74 110.75835),(75 111.56317),(76 112.54343),(77 113.65368),(78 113.96988),(79 114.00697),
(1 44.034405),(2 52.49091),(3 57.976864),(4 63.535152),(5 67.85606),(6 71.57257),(7 74.362595),(8 77.7744),(9 79.19979),(10 80.53591),(11 82.68633),(12 83.97189),(13 85.42409),(14 85.504906),(15 87.227394),(16 87.551506),(17 89.29027),(18 90.04398),(19 91.199905),(20 93.31178),(21 94.4476),(22 96.056915),(23 96.590065),(24 97.64302),(25 97.21561),(26 96.29546),(27 97.03671),(28 97.738365),(29 97.39672),(30 97.6947),(31 98.248024),(32 99.10242),(33 99.81549),(34 100.87722),(35 102.46824),(36 102.86535),(37 104.949745),(38 105.80809),(39 107.13492),(40 107.59531),(41 108.512245),(42 109.72253),(43 109.86511),(44 110.5976),(45 110.21319),(46 110.65055),(47 110.30168),(48 110.41081),(49 109.21226),(50 109.02225),(51 107.687065),(52 107.95071),(53 106.72813),(54 107.46602),(55 106.47897),(56 106.55649),(57 105.52723),(58 104.52691),(59 103.99928),(60 103.797485),(61 103.21009),(62 102.29828),(63 102.50652),(64 102.344666),(65 102.58632),(66 101.484955),(67 102.25166),(68 100.50256),(69 100.56305),(70 101.4592),(71 101.38982),(72 101.61101),(73 100.75856),(74 101.544464),(75 102.979744),(76 102.086006),(77 103.47098),(78 104.30851),(79 104.836136),
