1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 56.277084),(2 70.35576),(3 80.07196),(4 85.72358),(5 90.43209),(6 94.607346),(7 95.81774),(8 97.93519),(9 98.601944),(10 99.658745),(11 101.411476),(12 101.49795),(13 103.80169),(14 105.586876),(15 107.88026),(16 108.82863),(17 108.95115),(18 109.48864),(19 110.334274),(20 112.593094),(21 113.87519),(22 115.9107),(23 118.14656),(24 117.76018),(25 118.67149),(26 119.34492),(27 121.65649),(28 123.25872),(29 126.14277),(30 127.54771),(31 129.42896),(32 131.07716),(33 133.92859),(34 135.60246),(35 135.50565),(36 137.0802),(37 138.00894),(38 138.52876),(39 139.7091),(40 141.0009),(41 141.0658),(42 141.05829),(43 141.21722),(44 140.22408),(45 140.98122),(46 140.95074),(47 141.17702),(48 141.07793),(49 140.43642),(50 138.79251),(51 137.851),(52 137.77429),(53 137.19324),(54 136.17668),(55 133.9617),(56 132.90929),(57 131.8041),(58 130.74773),(59 129.45311),(60 129.29286),(61 128.7208),(62 127.96894),(63 129.25275),(64 128.14711),(65 128.87018),(66 127.47016),(67 127.98575),(68 127.14664),(69 126.72053),(70 128.07611),(71 128.06895),(72 129.4303),(73 129.51125),(74 130.27939),(75 129.88474),(76 129.7546),(77 131.37256),(78 131.6898),(79 131.87428),
(1 56.268272),(2 70.031784),(3 79.24504),(4 84.93028),(5 89.95197),(6 93.655106),(7 93.85541),(8 96.12335),(9 96.91965),(10 99.02513),(11 100.08062),(12 101.58352),(13 103.65674),(14 105.83784),(15 107.26126),(16 108.78928),(17 109.04943),(18 108.91813),(19 110.11264),(20 113.409134),(21 114.07194),(22 115.414856),(23 118.29604),(24 119.404724),(25 120.57738),(26 122.29251),(27 124.3846),(28 126.14444),(29 128.88441),(30 130.68326),(31 132.65114),(32 134.57776),(33 137.17415),(34 138.54947),(35 138.86868),(36 139.46713),(37 139.25388),(38 141.06204),(39 141.4683),(40 142.9475),(41 143.72487),(42 143.60268),(43 143.28767),(44 143.82378),(45 144.78236),(46 144.45517),(47 144.18138),(48 142.76474),(49 142.45245),(50 142.07603),(51 143.16873),(52 142.71043),(53 142.69295),(54 140.33565),(55 139.85832),(56 139.20522),(57 137.6595),(58 137.84181),(59 136.97604),(60 135.05626),(61 134.1898),(62 133.15361),(63 133.01857),(64 133.24982),(65 132.68935),(66 132.6964),(67 133.48175),(68 132.84663),(69 132.74152),(70 131.9447),(71 132.81645),(72 132.14233),(73 132.97131),(74 133.12418),(75 132.00246),(76 132.9794),(77 133.59508),(78 133.92378),(79 135.00992),
(1 55.719193),(2 68.399574),(3 76.91682),(4 82.75658),(5 87.47152),(6 91.01701),(7 91.827484),(8 93.58343),(9 95.963005),(10 97.6011),(11 98.86228),(12 100.844604),(13 102.90534),(14 104.788475),(15 107.54423),(16 108.95616),(17 108.54848),(18 110.13726),(19 111.4309),(20 114.28148),(21 116.11373),(22 117.62235),(23 119.36548),(24 121.54248),(25 121.73982),(26 122.57865),(27 125.47863),(28 128.05106),(29 130.40608),(30 132.32729),(31 134.52838),(32 136.57385),(33 139.58286),(34 140.6082),(35 141.91576),(36 141.97269),(37 141.33302),(38 142.7146),(39 143.90947),(40 144.06415),(41 145.06631),(42 144.82115),(43 144.60939),(44 144.1501),(45 146.06665),(46 145.42691),(47 145.40234),(48 145.04549),(49 144.62442),(50 142.74469),(51 143.82831),(52 142.76216),(53 142.50613),(54 142.0125),(55 140.4979),(56 139.2461),(57 137.8971),(58 136.8217),(59 136.42155),(60 135.10356),(61 134.25969),(62 134.21605),(63 133.52776),(64 132.83333),(65 132.23422),(66 131.73244),(67 131.97783),(68 131.61464),(69 131.93683),(70 131.87706),(71 131.78897),(72 132.04071),(73 133.87079),(74 134.29141),(75 134.20534),(76 133.96193),(77 134.47801),(78 134.80583),(79 134.67236),
(1 55.222786),(2 67.80827),(3 76.47224),(4 82.00806),(5 86.74356),(6 90.175514),(7 92.11986),(8 94.52705),(9 95.84498),(10 97.32503),(11 98.166855),(12 98.849625),(13 100.34395),(14 102.268234),(15 104.35757),(16 105.89409),(17 106.21393),(18 106.92345),(19 108.88165),(20 111.53727),(21 112.74904),(22 114.65983),(23 117.76718),(24 118.72685),(25 120.204346),(26 121.88174),(27 123.85006),(28 124.96037),(29 126.850845),(30 127.86238),(31 129.67627),(32 131.0618),(33 132.8302),(34 134.75652),(35 135.59578),(36 136.42581),(37 137.20552),(38 138.45209),(39 139.68834),(40 140.02415),(41 141.34422),(42 140.38908),(43 141.39688),(44 141.64038),(45 140.54962),(46 139.90225),(47 139.6371),(48 138.80876),(49 137.57936),(50 136.91599),(51 137.62845),(52 137.07436),(53 137.79634),(54 135.61513),(55 135.2935),(56 134.96062),(57 133.69104),(58 132.59924),(59 131.5815),(60 131.45265),(61 131.29839),(62 131.63977),(63 131.09363),(64 130.74812),(65 129.98106),(66 130.22777),(67 131.19421),(68 131.11757),(69 132.24562),(70 131.70485),(71 132.76215),(72 132.3545),(73 133.65057),(74 133.75616),(75 135.16621),(76 134.97072),(77 135.14952),(78 135.79825),(79 136.16167),
(1 54.83463),(2 67.4203),(3 76.39906),(4 82.15271),(5 87.602264),(6 90.481476),(7 92.95641),(8 95.4496),(9 97.51995),(10 98.53153),(11 99.76588),(12 100.996994),(13 103.06353),(14 105.003716),(15 108.00688),(16 108.743744),(17 110.1965),(18 110.507454),(19 112.490204),(20 114.587715),(21 116.0211),(22 117.84986),(23 119.35507),(24 120.75786),(25 121.430855),(26 124.182274),(27 126.90028),(28 128.70428),(29 131.00986),(30 133.38876),(31 136.81328),(32 137.87767),(33 140.04236),(34 141.19505),(35 141.98372),(36 142.78238),(37 142.70982),(38 143.71794),(39 144.31885),(40 145.95613),(41 146.02133),(42 147.30853),(43 147.34515),(44 145.97311),(45 146.1427),(46 146.01436),(47 144.80629),(48 144.38832),(49 144.25888),(50 143.3268),(51 144.12045),(52 142.61322),(53 142.43008),(54 141.2596),(55 140.45772),(56 140.85791),(57 139.1442),(58 137.09242),(59 136.8193),(60 136.3391),(61 135.59334),(62 134.6115),(63 134.42572),(64 133.88005),(65 133.68065),(66 132.80269),(67 133.3312),(68 132.13535),(69 133.77177),(70 134.43098),(71 135.01842),(72 135.11134),(73 135.88895),(74 135.33713),(75 136.83728),(76 136.57362),(77 136.50255),(78 136.60252),(79 136.2857),
(1 54.775623),(2 68.62495),(3 77.813034),(4 84.30993),(5 89.639786),(6 92.79129),(7 94.503334),(8 96.81053),(9 97.92098),(10 99.362785),(11 100.13003),(12 102.17429),(13 104.2971),(14 105.77454),(15 107.54607),(16 108.5738),(17 108.88392),(18 108.67342),(19 110.35829),(20 112.56087),(21 114.33121),(22 116.03951),(23 117.71505),(24 118.85522),(25 119.52251),(26 120.67266),(27 122.20301),(28 124.90035),(29 125.59251),(30 128.02718),(31 129.80103),(32 132.74365),(33 134.36752),(34 135.8393),(35 136.01256),(36 136.53487),(37 136.53044),(38 138.55179),(39 139.68811),(40 140.83282),(41 142.99843),(42 142.34497),(43 141.1593),(44 141.96548),(45 140.50826),(46 139.71078),(47 140.1467),(48 139.29472),(49 137.7398),(50 138.78233),(51 139.35703),(52 137.65341),(53 137.09666),(54 136.00034),(55 136.4791),(56 136.8793),(57 135.2151),(58 133.60944),(59 132.64874),(60 132.7543),(61 131.6992),(62 130.7491),(63 131.69937),(64 131.30191),(65 131.13608),(66 129.82536),(67 130.32379),(68 130.71977),(69 130.50365),(70 131.7201),(71 131.25),(72 131.79091),(73 132.63774),(74 132.66449),(75 133.36282),(76 132.69632),(77 132.80908),(78 133.47638),(79 134.94345),
(1 53.62681),(2 67.33958),(3 76.49418),(4 82.60683),(5 87.2861),(6 90.49821),(7 91.504364),(8 93.74288),(9 95.59693),(10 96.47427),(11 98.55977),(12 99.13857),(13 101.45399),(14 103.14964),(15 105.192215),(16 105.891365),(17 106.33365),(18 106.90558),(19 107.394196),(20 109.06988),(21 109.631294),(22 110.97659),(23 113.25586),(24 113.49435),(25 113.9282),(26 115.808136),(27 116.858246),(28 118.622894),(29 120.15139),(30 122.3715),(31 124.08179),(32 126.87025),(33 127.44175),(34 128.36546),(35 129.12082),(36 129.4071),(37 131.48872),(38 132.72197),(39 134.86125),(40 136.14177),(41 136.2046),(42 136.6555),(43 136.51796),(44 135.56921),(45 136.16339),(46 136.50554),(47 136.14784),(48 135.36414),(49 134.33336),(50 134.05676),(51 134.94081),(52 135.35063),(53 133.60796),(54 132.9103),(55 132.8222),(56 133.33275),(57 132.31462),(58 131.2881),(59 130.09814),(60 129.02151),(61 128.21112),(62 128.03902),(63 128.06288),(64 127.71442),(65 127.63748),(66 126.86159),(67 126.45823),(68 126.36509),(69 127.11186),(70 128.31612),(71 127.47415),(72 128.40846),(73 128.3842),(74 129.54741),(75 130.09285),(76 129.90463),(77 130.2362),(78 131.30438),(79 132.42947),
(1 53.248756),(2 65.60016),(3 75.26496),(4 80.35951),(5 85.85549),(6 89.6331),(7 90.83494),(8 92.28531),(9 94.38939),(10 95.62345),(11 97.0772),(12 98.464455),(13 100.91982),(14 102.48168),(15 103.93307),(16 104.51287),(17 105.47956),(18 104.985954),(19 106.28246),(20 106.95328),(21 108.76803),(22 109.19154),(23 112.3958),(24 112.80551),(25 114.06362),(26 115.32164),(27 116.13761),(28 116.57285),(29 118.87248),(30 119.65926),(31 121.956345),(32 124.310455),(33 124.08313),(34 125.60166),(35 126.73418),(36 126.53554),(37 127.71487),(38 128.4898),(39 128.9223),(40 131.03278),(41 130.74538),(42 130.58328),(43 130.08344),(44 129.31953),(45 129.89272),(46 129.75237),(47 130.7986),(48 131.08669),(49 130.48482),(50 130.4374),(51 131.3646),(52 131.74323),(53 131.20042),(54 131.5416),(55 130.6291),(56 129.52724),(57 129.0701),(58 129.2215),(59 128.42612),(60 127.78241),(61 125.821045),(62 125.97621),(63 126.767784),(64 126.462685),(65 126.57375),(66 126.037315),(67 126.713875),(68 126.42616),(69 126.19899),(70 125.94194),(71 124.81687),(72 124.84712),(73 125.828156),(74 125.67144),(75 127.104675),(76 126.42608),(77 126.577446),(78 127.180244),(79 126.77181),
(1 53.566578),(2 65.17364),(3 74.18156),(4 80.35841),(5 85.07864),(6 89.38436),(7 90.22385),(8 92.563545),(9 94.72632),(10 95.73779),(11 97.50189),(12 98.58215),(13 100.011444),(14 102.21171),(15 104.56039),(16 105.64956),(17 105.85597),(18 105.76241),(19 107.10608),(20 108.01531),(21 108.84298),(22 108.695786),(23 111.45486),(24 112.20134),(25 112.18875),(26 114.12649),(27 115.074),(28 115.90233),(29 117.66711),(30 119.968506),(31 121.69701),(32 124.54868),(33 124.94311),(34 126.78556),(35 127.418945),(36 128.58391),(37 128.23357),(38 129.27509),(39 130.66988),(40 132.15929),(41 132.97781),(42 132.41444),(43 132.8134),(44 132.08194),(45 132.41705),(46 132.12868),(47 132.49515),(48 131.59613),(49 130.71896),(50 130.07143),(51 129.503),(52 128.40608),(53 127.376465),(54 126.63145),(55 125.57364),(56 124.78206),(57 124.15918),(58 123.46962),(59 122.82429),(60 123.36441),(61 122.57742),(62 121.927605),(63 121.35589),(64 121.80444),(65 121.496895),(66 121.14835),(67 121.115295),(68 122.2955),(69 122.21644),(70 124.206406),(71 124.60791),(72 124.89606),(73 125.839424),(74 127.29739),(75 127.648155),(76 128.53465),(77 127.99491),(78 128.91315),(79 129.12527),
(1 52.979103),(2 66.20344),(3 74.51042),(4 80.87354),(5 85.03522),(6 88.98746),(7 89.95809),(8 92.122734),(9 95.019104),(10 96.028404),(11 97.20947),(12 98.28136),(13 100.61781),(14 101.32178),(15 103.69446),(16 104.42438),(17 104.99774),(18 104.52393),(19 105.89071),(20 107.53469),(21 109.14905),(22 109.74067),(23 110.88394),(24 112.6142),(25 113.1555),(26 114.83285),(27 115.51367),(28 116.589035),(29 118.3107),(30 119.653),(31 120.9961),(32 124.05096),(33 124.66792),(34 126.681114),(35 127.36462),(36 127.25194),(37 128.6624),(38 129.19426),(39 130.71393),(40 131.70425),(41 130.50822),(42 129.48692),(43 130.06409),(44 129.09233),(45 129.80997),(46 128.71512),(47 130.09837),(48 129.6467),(49 127.64004),(50 126.32006),(51 127.56816),(52 126.92234),(53 126.425415),(54 125.83826),(55 125.941086),(56 124.611465),(57 124.18541),(58 124.06858),(59 123.627594),(60 123.38703),(61 122.01028),(62 121.110756),(63 121.23322),(64 121.07158),(65 121.46218),(66 120.52545),(67 120.80215),(68 120.6142),(69 120.85504),(70 121.779175),(71 121.02059),(72 121.295265),(73 121.80087),(74 122.55569),(75 122.89211),(76 123.700035),(77 124.89345),(78 124.956825),(79 125.47012),
(1 53.128002),(2 66.40904),(3 74.71358),(4 80.42887),(5 84.94641),(6 88.46172),(7 89.65466),(8 91.202255),(9 93.258415),(10 94.5282),(11 95.77128),(12 97.05887),(13 99.3497),(14 100.87867),(15 102.30774),(16 102.74309),(17 103.839836),(18 104.3016),(19 105.33406),(20 107.231346),(21 108.58693),(22 109.771034),(23 112.393135),(24 113.59705),(25 114.411705),(26 116.205055),(27 117.90538),(28 117.760574),(29 120.232216),(30 122.76577),(31 124.59861),(32 125.67154),(33 127.80441),(34 129.56992),(35 129.07802),(36 130.11392),(37 130.14316),(38 131.17654),(39 132.13031),(40 131.11818),(41 132.01506),(42 132.72032),(43 132.30145),(44 133.03049),(45 133.34724),(46 131.29672),(47 131.83015),(48 131.00897),(49 131.70532),(50 131.07912),(51 131.01968),(52 130.06934),(53 129.02693),(54 128.72499),(55 128.14003),(56 127.919655),(57 126.95965),(58 126.09309),(59 126.520645),(60 125.06258),(61 123.88033),(62 123.28027),(63 123.19468),(64 123.17911),(65 123.343475),(66 123.48721),(67 123.52062),(68 123.36882),(69 123.554),(70 123.76266),(71 124.026054),(72 124.4619),(73 124.26685),(74 125.249626),(75 126.30841),(76 126.95408),(77 127.05291),(78 126.8399),(79 127.98158),
(1 51.583157),(2 63.576027),(3 71.871254),(4 78.4575),(5 82.58151),(6 86.29077),(7 87.63734),(8 89.409),(9 90.67836),(10 91.33129),(11 92.78282),(12 93.61743),(13 96.24189),(14 97.078865),(15 98.5145),(16 98.26492),(17 99.66386),(18 100.685585),(19 102.09721),(20 103.60139),(21 105.425064),(22 106.47574),(23 107.58822),(24 108.62398),(25 110.211586),(26 110.8639),(27 111.890594),(28 112.73356),(29 115.60585),(30 116.58561),(31 118.805084),(32 119.62564),(33 120.348274),(34 121.02173),(35 122.23569),(36 121.7058),(37 122.69445),(38 123.366615),(39 124.58235),(40 124.62394),(41 125.23299),(42 125.48011),(43 124.97902),(44 125.03363),(45 125.23335),(46 125.327675),(47 126.95041),(48 125.92602),(49 124.77493),(50 124.34101),(51 124.448105),(52 123.93898),(53 124.710915),(54 124.24601),(55 124.13345),(56 122.868286),(57 122.30411),(58 121.84271),(59 121.33363),(60 121.1073),(61 120.36295),(62 120.20398),(63 120.26071),(64 121.10284),(65 121.03602),(66 120.95599),(67 121.09428),(68 120.43093),(69 120.8157),(70 122.14807),(71 121.8956),(72 120.88856),(73 121.65338),(74 120.825264),(75 121.653336),(76 121.86601),(77 121.62571),(78 122.15843),(79 123.192474),
(1 51.7828),(2 64.685326),(3 73.636696),(4 78.81832),(5 82.97973),(6 86.078186),(7 87.25864),(8 89.00301),(9 89.783226),(10 91.04837),(11 91.5552),(12 92.6811),(13 94.80036),(14 96.60895),(15 97.75503),(16 98.081154),(17 98.81454),(18 99.67396),(19 100.562126),(20 101.40919),(21 102.99737),(22 104.07923),(23 106.60998),(24 107.911255),(25 109.49238),(26 110.6549),(27 110.9162),(28 112.46067),(29 114.898415),(30 116.204155),(31 119.4707),(32 120.68366),(33 121.71981),(34 123.08348),(35 122.825005),(36 123.18827),(37 124.097725),(38 124.54713),(39 125.73134),(40 126.92471),(41 127.22579),(42 126.48248),(43 127.70962),(44 128.83476),(45 128.31653),(46 128.67404),(47 127.66249),(48 128.2575),(49 126.62746),(50 125.77219),(51 127.06905),(52 125.42675),(53 125.67196),(54 125.29564),(55 124.98477),(56 124.51525),(57 124.35672),(58 122.299736),(59 120.92456),(60 120.367096),(61 119.50263),(62 119.73486),(63 119.426865),(64 119.44272),(65 120.403694),(66 118.966606),(67 119.47873),(68 118.05901),(69 118.405426),(70 119.00726),(71 119.182526),(72 119.546684),(73 119.74478),(74 119.50836),(75 120.21259),(76 120.43149),(77 120.21283),(78 120.350685),(79 121.70634),
(1 50.833176),(2 63.29018),(3 72.40702),(4 77.32802),(5 80.95643),(6 84.98161),(7 86.28256),(8 89.10655),(9 90.292366),(10 91.07767),(11 91.506485),(12 92.44517),(13 94.22128),(14 96.00347),(15 97.36022),(16 98.57845),(17 98.96061),(18 99.57374),(19 100.49948),(20 101.69628),(21 103.03503),(22 104.28184),(23 106.94886),(24 107.626724),(25 107.804985),(26 109.67383),(27 110.85405),(28 112.01059),(29 114.29519),(30 115.701035),(31 117.60566),(32 118.32295),(33 119.65626),(34 120.74559),(35 120.38582),(36 119.970795),(37 120.625305),(38 120.80285),(39 121.20625),(40 122.12753),(41 122.70634),(42 122.70804),(43 122.717186),(44 122.7232),(45 122.46801),(46 122.704636),(47 123.77937),(48 123.52675),(49 123.17471),(50 122.95462),(51 124.11275),(52 122.35266),(53 122.5906),(54 121.30238),(55 120.90492),(56 119.687614),(57 119.19105),(58 118.42269),(59 118.21357),(60 118.33489),(61 118.25713),(62 118.02622),(63 117.861145),(64 119.08551),(65 118.91571),(66 118.32904),(67 118.7777),(68 118.631256),(69 118.79222),(70 119.780396),(71 120.66146),(72 119.19253),(73 120.64114),(74 120.31306),(75 121.20864),(76 121.15922),(77 120.40103),(78 120.42438),(79 121.3837),
(1 51.294662),(2 64.51106),(3 72.48826),(4 78.764336),(5 83.070946),(6 86.38272),(7 87.382),(8 89.04115),(9 89.97422),(10 90.5797),(11 92.636185),(12 93.403946),(13 94.4833),(14 95.45612),(15 97.148766),(16 98.23364),(17 98.828735),(18 99.20501),(19 98.7054),(20 100.59281),(21 102.723434),(22 103.80878),(23 106.45321),(24 106.744835),(25 107.47683),(26 109.33385),(27 110.806984),(28 111.52127),(29 113.60101),(30 114.65972),(31 117.955315),(32 118.87628),(33 119.49122),(34 120.94921),(35 121.51924),(36 121.759735),(37 122.21087),(38 123.01521),(39 122.89692),(40 125.06143),(41 125.61409),(42 125.866585),(43 124.8018),(44 124.12154),(45 124.614105),(46 124.3877),(47 124.31159),(48 122.94024),(49 123.78422),(50 123.31675),(51 124.89897),(52 123.914986),(53 124.10937),(54 122.86807),(55 123.04177),(56 122.156425),(57 122.273575),(58 121.32696),(59 120.59812),(60 120.652985),(61 119.91071),(62 119.09425),(63 120.253876),(64 118.905785),(65 118.16124),(66 116.70793),(67 118.04057),(68 117.07573),(69 118.37429),(70 118.37689),(71 119.35488),(72 118.10721),(73 118.71566),(74 119.28015),(75 120.54303),(76 120.808304),(77 121.39777),(78 120.4783),(79 121.08943),
(1 50.9345),(2 62.96484),(3 71.31621),(4 77.069435),(5 81.47204),(6 84.116554),(7 85.87246),(8 88.87211),(9 90.40464),(10 91.331116),(11 92.23978),(12 93.70995),(13 95.84667),(14 96.79329),(15 98.29815),(16 99.45614),(17 99.55795),(18 101.02975),(19 101.16757),(20 102.43775),(21 104.21211),(22 104.90429),(23 108.018555),(24 108.70004),(25 109.643135),(26 110.426125),(27 110.38282),(28 112.16581),(29 112.979935),(30 114.58596),(31 116.58803),(32 117.88585),(33 119.83174),(34 119.679756),(35 120.99095),(36 121.21616),(37 121.66166),(38 123.023056),(39 124.06943),(40 125.54646),(41 125.61333),(42 125.65558),(43 126.52543),(44 126.30418),(45 126.28331),(46 126.25235),(47 126.11872),(48 124.90386),(49 125.9581),(50 126.030426),(51 127.65862),(52 126.70476),(53 126.572174),(54 125.71595),(55 125.41585),(56 124.5682),(57 125.45764),(58 125.16594),(59 124.53129),(60 124.119545),(61 123.6706),(62 122.87717),(63 123.82884),(64 123.40733),(65 123.76553),(66 122.494125),(67 123.06814),(68 123.0396),(69 123.64701),(70 124.32016),(71 124.29546),(72 124.91056),(73 124.89087),(74 125.137764),(75 125.33629),(76 126.41461),(77 125.79332),(78 126.62023),(79 125.36291),
(1 51.35001),(2 64.01597),(3 71.29946),(4 76.64199),(5 81.38896),(6 84.64484),(7 85.65589),(8 88.53834),(9 88.54706),(10 90.26043),(11 91.42538),(12 92.85065),(13 94.545975),(14 95.19534),(15 96.94522),(16 97.60104),(17 97.802414),(18 99.09698),(19 99.390175),(20 99.920906),(21 100.90543),(22 102.540085),(23 103.98814),(24 104.82151),(25 104.79625),(26 106.52213),(27 107.40489),(28 108.9817),(29 110.551094),(30 112.260155),(31 114.201324),(32 115.24081),(33 115.92109),(34 116.7128),(35 117.46641),(36 117.97482),(37 119.606384),(38 121.103645),(39 121.45476),(40 122.9749),(41 122.64639),(42 122.84372),(43 123.11813),(44 123.15383),(45 122.50597),(46 123.11238),(47 123.66072),(48 122.4086),(49 122.79608),(50 122.633255),(51 123.09936),(52 122.51987),(53 121.20624),(54 119.81109),(55 119.13944),(56 118.57272),(57 118.642426),(58 118.04934),(59 117.46721),(60 117.200325),(61 116.27806),(62 114.709274),(63 115.74143),(64 115.451164),(65 114.20333),(66 113.65902),(67 114.93915),(68 115.72831),(69 116.796295),(70 117.86235),(71 116.82977),(72 117.5146),(73 117.71473),(74 117.363396),(75 118.07489),(76 117.93147),(77 117.400406),(78 118.135086),(79 118.23893),
(1 49.937065),(2 62.109478),(3 70.252525),(4 76.044754),(5 80.04546),(6 82.54268),(7 83.59661),(8 86.208015),(9 87.10846),(10 88.89707),(11 91.00102),(12 92.42136),(13 94.015015),(14 95.63214),(15 96.447975),(16 96.58133),(17 97.65986),(18 98.20845),(19 98.28985),(20 100.096306),(21 101.8414),(22 102.375755),(23 104.07891),(24 104.83218),(25 105.671585),(26 106.929985),(27 107.4597),(28 109.04619),(29 110.5019),(30 112.48938),(31 115.037506),(32 115.88903),(33 116.96823),(34 118.69358),(35 119.54615),(36 119.539345),(37 120.08377),(38 120.929726),(39 121.45844),(40 122.48229),(41 122.56371),(42 123.7645),(43 124.334236),(44 123.27824),(45 122.972305),(46 123.01562),(47 123.17995),(48 121.91036),(49 122.899704),(50 121.83056),(51 122.154945),(52 121.87065),(53 121.10409),(54 120.01025),(55 119.6485),(56 119.30099),(57 118.44739),(58 117.84927),(59 116.85577),(60 117.38674),(61 116.80255),(62 115.29827),(63 114.79523),(64 114.49286),(65 114.099365),(66 114.71495),(67 114.517136),(68 115.07893),(69 115.272255),(70 115.81461),(71 116.22275),(72 117.547104),(73 117.330696),(74 117.95368),(75 118.2346),(76 117.89393),(77 117.5924),(78 117.70079),(79 118.63416),
