1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64.173546),(2 79.45768),(3 90.34431),(4 97.54192),(5 101.977394),(6 107.04228),(7 108.68321),(8 111.17979),(9 112.55037),(10 113.51067),(11 114.08463),(12 114.95838),(13 117.64798),(14 119.386604),(15 121.38606),(16 121.221115),(17 121.58195),(18 121.95328),(19 124.12158),(20 125.51485),(21 126.418976),(22 128.12224),(23 130.57501),(24 132.96138),(25 134.8677),(26 136.60364),(27 139.04333),(28 139.76982),(29 144.13399),(30 146.05751),(31 150.19572),(32 151.76605),(33 155.1016),(34 156.90749),(35 158.70453),(36 160.10365),(37 161.58684),(38 164.00618),(39 165.55452),(40 166.47466),(41 168.1337),(42 168.71571),(43 169.12956),(44 168.28159),(45 168.89911),(46 168.33374),(47 169.1272),(48 169.38092),(49 170.7095),(50 170.59904),(51 171.35397),(52 170.09334),(53 169.99364),(54 168.73482),(55 168.08011),(56 166.23451),(57 165.01785),(58 164.80261),(59 164.02571),(60 162.85625),(61 161.509),(62 160.61632),(63 159.93204),(64 160.82576),(65 159.67204),(66 159.23598),(67 160.26123),(68 159.8963),(69 160.03),(70 161.36287),(71 159.99376),(72 161.36168),(73 162.80095),(74 162.18271),(75 162.88216),(76 163.55658),(77 164.06284),(78 164.40164),(79 166.26843),
(1 64.484795),(2 79.86615),(3 90.24842),(4 97.5692),(5 102.40435),(6 107.05241),(7 109.03511),(8 110.432106),(9 111.39445),(10 113.08807),(11 114.42068),(12 114.81184),(13 116.97532),(14 118.83741),(15 120.9459),(16 121.022064),(17 122.57143),(18 123.48959),(19 124.306015),(20 126.86651),(21 127.856636),(22 130.34329),(23 132.1438),(24 134.06958),(25 135.24356),(26 138.2082),(27 140.01752),(28 141.3754),(29 144.67967),(30 148.1694),(31 150.60751),(32 152.81381),(33 155.99458),(34 159.19951),(35 161.85936),(36 163.14023),(37 162.81424),(38 164.88509),(39 166.31187),(40 169.09827),(41 169.68848),(42 169.89818),(43 169.95522),(44 169.99167),(45 169.11006),(46 170.00633),(47 170.29573),(48 170.44783),(49 170.69196),(50 170.89261),(51 169.70076),(52 169.98117),(53 170.49355),(54 168.88733),(55 169.2648),(56 168.00699),(57 166.48758),(58 166.11116),(59 165.69673),(60 165.29979),(61 164.15556),(62 163.02695),(63 162.11353),(64 161.4113),(65 161.13724),(66 161.0408),(67 160.48796),(68 162.00557),(69 161.33047),(70 162.40808),(71 161.8204),(72 161.86511),(73 162.66794),(74 162.51729),(75 163.09724),(76 163.91408),(77 164.48294),(78 164.33125),(79 165.04822),
(1 64.240005),(2 79.53519),(3 89.81685),(4 97.133545),(5 102.78416),(6 107.68191),(7 110.318474),(8 111.739655),(9 112.6188),(10 114.42727),(11 114.9191),(12 116.01506),(13 118.27875),(14 119.0919),(15 120.6244),(16 121.55856),(17 123.07871),(18 123.72537),(19 124.59955),(20 127.05079),(21 129.20721),(22 130.19633),(23 133.37552),(24 135.44023),(25 136.72296),(26 139.93529),(27 141.42809),(28 143.16283),(29 146.63087),(30 150.45973),(31 154.27069),(32 156.29309),(33 158.45157),(34 160.6555),(35 163.67038),(36 165.10493),(37 164.86302),(38 166.65771),(39 168.83704),(40 170.0507),(41 171.58505),(42 172.54163),(43 172.98032),(44 172.36975),(45 172.75888),(46 174.06522),(47 173.1023),(48 173.15952),(49 173.9616),(50 174.73329),(51 173.40016),(52 173.11263),(53 172.14703),(54 170.98189),(55 169.94278),(56 167.82753),(57 165.41937),(58 163.79353),(59 161.55919),(60 161.36356),(61 159.50214),(62 157.78415),(63 157.54324),(64 157.75145),(65 156.75676),(66 156.74382),(67 156.48831),(68 156.37297),(69 157.83734),(70 157.9255),(71 157.3196),(72 156.84596),(73 157.12964),(74 157.09528),(75 157.78781),(76 159.3099),(77 159.98326),(78 161.7113),(79 161.6236),
(1 62.738316),(2 77.81227),(3 89.88232),(4 95.66069),(5 100.14087),(6 104.863266),(7 107.45445),(8 110.63616),(9 111.323494),(10 113.97844),(11 114.226685),(12 115.43557),(13 118.28683),(14 120.97812),(15 122.84249),(16 124.24757),(17 125.94322),(18 127.16976),(19 128.95453),(20 131.13605),(21 133.16425),(22 135.13785),(23 137.56754),(24 140.36115),(25 140.92929),(26 144.47166),(27 146.78656),(28 149.88042),(29 152.81741),(30 155.64922),(31 158.22606),(32 160.70918),(33 163.87482),(34 166.35944),(35 168.47682),(36 169.63736),(37 169.54851),(38 172.32088),(39 175.03474),(40 176.02875),(41 176.35252),(42 178.003),(43 176.69118),(44 178.0588),(45 177.83511),(46 178.28316),(47 178.38625),(48 179.55096),(49 179.76465),(50 179.17926),(51 179.11548),(52 178.47578),(53 176.80418),(54 175.65143),(55 175.38708),(56 173.96361),(57 172.00899),(58 169.6469),(59 167.09084),(60 164.85208),(61 163.45532),(62 161.6556),(63 160.55737),(64 159.3739),(65 158.49905),(66 156.59268),(67 155.9633),(68 156.61977),(69 157.91096),(70 158.03873),(71 156.41049),(72 157.71889),(73 155.74008),(74 156.19588),(75 157.3895),(76 158.19257),(77 159.61542),(78 160.28041),(79 160.39749),
(1 62.156643),(2 76.67008),(3 87.4623),(4 93.98371),(5 100.0471),(6 103.07351),(7 105.8058),(8 108.181915),(9 108.71796),(10 110.30422),(11 111.84291),(12 113.99328),(13 115.996185),(14 117.35069),(15 120.90977),(16 122.27947),(17 124.03378),(18 124.36961),(19 126.40278),(20 128.27444),(21 132.4921),(22 135.83049),(23 137.6992),(24 139.77403),(25 140.82692),(26 143.46375),(27 145.41266),(28 147.63452),(29 149.87415),(30 153.48907),(31 154.9763),(32 156.8136),(33 159.89027),(34 162.20818),(35 164.46996),(36 165.79367),(37 167.33688),(38 170.51414),(39 171.53763),(40 173.07903),(41 173.79489),(42 174.22874),(43 174.55971),(44 175.25458),(45 174.52846),(46 174.68373),(47 173.26236),(48 175.32098),(49 174.94252),(50 175.83627),(51 175.15329),(52 173.7581),(53 173.4216),(54 170.26196),(55 168.9742),(56 167.54117),(57 167.10567),(58 165.22253),(59 162.65514),(60 160.97504),(61 160.03865),(62 157.46864),(63 158.19814),(64 156.57231),(65 156.44019),(66 155.93149),(67 156.90388),(68 157.16425),(69 158.1356),(70 158.68173),(71 160.16568),(72 160.92738),(73 162.51534),(74 164.28107),(75 163.95929),(76 165.70311),(77 166.63391),(78 166.46571),(79 166.5381),
(1 61.610878),(2 76.572235),(3 87.13592),(4 93.13678),(5 98.80801),(6 103.68635),(7 106.34756),(8 109.64979),(9 110.59544),(10 112.70529),(11 114.8836),(12 117.08893),(13 119.070465),(14 120.77793),(15 122.88599),(16 122.36376),(17 124.82113),(18 124.897835),(19 126.23092),(20 127.916115),(21 129.812),(22 132.18896),(23 134.33382),(24 135.77382),(25 137.34283),(26 139.20012),(27 140.95456),(28 144.14188),(29 147.4745),(30 149.59395),(31 153.6924),(32 156.28828),(33 158.49467),(34 160.61798),(35 162.61646),(36 162.9899),(37 164.149),(38 165.33238),(39 166.40862),(40 167.732),(41 168.60202),(42 170.41951),(43 169.86618),(44 171.17242),(45 170.21652),(46 170.72359),(47 171.56273),(48 171.52353),(49 170.01558),(50 169.88106),(51 170.15756),(52 169.17772),(53 168.17435),(54 166.52678),(55 164.75447),(56 163.56837),(57 162.62654),(58 159.78949),(59 157.93767),(60 156.61734),(61 155.7377),(62 154.53014),(63 154.79063),(64 152.05768),(65 152.61041),(66 152.8216),(67 151.67444),(68 151.68886),(69 153.29347),(70 153.64555),(71 153.36696),(72 153.65477),(73 155.13026),(74 155.4367),(75 156.8923),(76 158.51482),(77 158.43875),(78 158.57796),(79 159.49162),
(1 61.412327),(2 77.38816),(3 87.58546),(4 94.63107),(5 100.14577),(6 103.49672),(7 105.19066),(8 107.153946),(9 107.87662),(10 109.822914),(11 112.47039),(12 112.64928),(13 115.55256),(14 118.67403),(15 121.09619),(16 121.94261),(17 122.70859),(18 122.48327),(19 124.87758),(20 126.83052),(21 128.71333),(22 130.92384),(23 132.49362),(24 134.06885),(25 135.48914),(26 137.26122),(27 139.02994),(28 142.2093),(29 145.03523),(30 147.5363),(31 150.5862),(32 153.81244),(33 157.32635),(34 160.42029),(35 161.99551),(36 162.7131),(37 162.93431),(38 166.11339),(39 168.36739),(40 170.74889),(41 171.85057),(42 171.93985),(43 171.30232),(44 172.09875),(45 172.24127),(46 172.08109),(47 172.66931),(48 173.74005),(49 172.52754),(50 174.0906),(51 174.55702),(52 172.79631),(53 172.66399),(54 171.50345),(55 170.00676),(56 167.64206),(57 167.27502),(58 165.11717),(59 163.92276),(60 162.9949),(61 161.94153),(62 159.73329),(63 159.19528),(64 158.5031),(65 158.4666),(66 157.741),(67 157.80624),(68 159.1935),(69 159.47873),(70 160.90572),(71 161.43484),(72 161.26207),(73 162.99516),(74 164.91737),(75 163.58),(76 164.07693),(77 165.39542),(78 165.54434),(79 166.2467),
(1 59.382156),(2 74.41612),(3 83.46728),(4 89.99296),(5 95.710304),(6 99.13572),(7 101.174644),(8 102.918304),(9 103.643776),(10 106.36845),(11 107.58949),(12 108.49677),(13 109.7848),(14 111.64062),(15 114.320786),(16 114.14831),(17 115.823105),(18 115.5802),(19 117.004875),(20 119.23349),(21 122.22696),(22 123.93187),(23 125.95936),(24 128.04593),(25 128.73254),(26 131.64412),(27 134.19818),(28 136.78116),(29 140.06166),(30 142.99927),(31 146.4305),(32 149.36601),(33 151.36005),(34 154.33337),(35 154.75902),(36 156.54985),(37 156.86807),(38 158.96342),(39 160.88242),(40 163.36174),(41 163.71849),(42 164.32542),(43 163.63826),(44 164.73721),(45 163.98752),(46 165.68137),(47 165.56323),(48 165.92677),(49 164.58827),(50 166.19902),(51 166.14134),(52 165.83096),(53 164.70207),(54 163.03003),(55 160.79007),(56 160.42921),(57 159.40637),(58 157.28114),(59 155.8492),(60 155.00526),(61 153.37605),(62 151.7873),(63 151.26018),(64 150.99852),(65 150.13242),(66 149.50008),(67 149.11827),(68 149.51265),(69 150.12312),(70 150.67593),(71 150.1214),(72 151.69154),(73 151.9589),(74 153.27612),(75 154.44472),(76 153.88768),(77 155.07904),(78 155.48674),(79 157.13374),
(1 59.41908),(2 74.21735),(3 82.567795),(4 89.33704),(5 93.753845),(6 97.99917),(7 99.16327),(8 101.0582),(9 102.15643),(10 104.538925),(11 106.60403),(12 108.14757),(13 109.767624),(14 110.62144),(15 112.1232),(16 112.562584),(17 114.04245),(18 115.260994),(19 116.78209),(20 118.293724),(21 119.61904),(22 122.36001),(23 123.83463),(24 126.59327),(25 127.283905),(26 129.46129),(27 130.8205),(28 131.40009),(29 134.68153),(30 136.32115),(31 138.2566),(32 141.25786),(33 143.29591),(34 146.2966),(35 148.38138),(36 148.73065),(37 150.74236),(38 151.83571),(39 153.56538),(40 156.37738),(41 156.8015),(42 157.03459),(43 156.63644),(44 156.92116),(45 159.04211),(46 158.764),(47 159.01524),(48 159.25468),(49 158.71394),(50 160.52966),(51 161.85593),(52 161.48918),(53 161.55144),(54 161.07626),(55 158.85164),(56 157.75557),(57 156.27704),(58 155.0024),(59 154.21947),(60 152.34412),(61 151.00691),(62 151.32227),(63 150.79082),(64 151.03217),(65 150.8912),(66 150.50748),(67 149.81897),(68 149.41576),(69 149.95946),(70 149.46964),(71 149.23877),(72 150.90353),(73 150.37103),(74 150.92522),(75 152.27823),(76 152.38123),(77 153.4937),(78 153.95872),(79 154.66237),
(1 59.38935),(2 73.40742),(3 82.62272),(4 88.60347),(5 94.31739),(6 97.50629),(7 99.36553),(8 100.60378),(9 102.80713),(10 105.55639),(11 107.83574),(12 108.87693),(13 109.90931),(14 111.10161),(15 112.80754),(16 113.0468),(17 114.61852),(18 115.426895),(19 116.51622),(20 117.61118),(21 119.968285),(22 122.04742),(23 124.02565),(24 126.32282),(25 128.38844),(26 131.35176),(27 133.37752),(28 134.3238),(29 136.61671),(30 137.8693),(31 142.06276),(32 144.65126),(33 146.65196),(34 148.85869),(35 151.09804),(36 150.83405),(37 152.54301),(38 154.49773),(39 154.07455),(40 156.19508),(41 157.02196),(42 156.44473),(43 155.91417),(44 156.94466),(45 156.45442),(46 157.66812),(47 157.25272),(48 156.76378),(49 157.09427),(50 156.95363),(51 158.06827),(52 157.253),(53 156.48528),(54 155.27188),(55 154.67181),(56 153.7272),(57 152.51215),(58 152.56906),(59 150.75566),(60 151.31438),(61 150.16),(62 149.51222),(63 149.5056),(64 149.16743),(65 149.02574),(66 148.32793),(67 148.24081),(68 148.2292),(69 148.96887),(70 150.14586),(71 149.18),(72 148.82948),(73 150.03745),(74 149.95636),(75 150.41872),(76 149.86012),(77 151.7286),(78 151.26205),(79 151.68901),
(1 59.71398),(2 74.34914),(3 82.899345),(4 89.54133),(5 94.00408),(6 98.095184),(7 100.47712),(8 102.27273),(9 104.18141),(10 106.08886),(11 107.46395),(12 108.46656),(13 109.937035),(14 110.9177),(15 111.78587),(16 113.12294),(17 114.40457),(18 115.777405),(19 117.177536),(20 118.95613),(21 121.16042),(22 121.91024),(23 123.7848),(24 125.323586),(25 127.44307),(26 129.04756),(27 130.58679),(28 131.76103),(29 134.5797),(30 136.26485),(31 139.93182),(32 142.58446),(33 144.03621),(34 146.97739),(35 149.23918),(36 150.63034),(37 151.32498),(38 152.97823),(39 152.84537),(40 155.3313),(41 154.93082),(42 156.49379),(43 156.73672),(44 158.22513),(45 158.16039),(46 158.47955),(47 157.96184),(48 157.09499),(49 157.6567),(50 156.32495),(51 158.62628),(52 156.31557),(53 155.82884),(54 155.74461),(55 154.3307),(56 153.2228),(57 152.37161),(58 150.22707),(59 148.8787),(60 149.10129),(61 148.20793),(62 147.6492),(63 148.4335),(64 146.6369),(65 147.25475),(66 146.7414),(67 146.67986),(68 145.4268),(69 146.98314),(70 147.21129),(71 146.46722),(72 146.62488),(73 147.47269),(74 147.4519),(75 149.80278),(76 150.03508),(77 150.29567),(78 150.36682),(79 150.1422),
(1 60.011944),(2 74.64338),(3 83.05055),(4 88.98878),(5 95.072586),(6 99.38222),(7 102.08056),(8 104.80338),(9 106.423035),(10 107.447845),(11 108.06503),(12 109.479),(13 110.48237),(14 111.46146),(15 114.01909),(16 114.46768),(17 116.02302),(18 116.10081),(19 117.59972),(20 120.04542),(21 121.71503),(22 124.40938),(23 126.79582),(24 128.85902),(25 130.45338),(26 131.33315),(27 133.83368),(28 135.92741),(29 138.94342),(30 140.96782),(31 144.89447),(32 146.40521),(33 149.25021),(34 151.17381),(35 151.33603),(36 152.93756),(37 154.56392),(38 155.35326),(39 155.69447),(40 157.76624),(41 157.75775),(42 158.16045),(43 159.00464),(44 158.2105),(45 158.62096),(46 159.14345),(47 158.4432),(48 158.64473),(49 158.40755),(50 157.06232),(51 158.27756),(52 156.58937),(53 155.88745),(54 155.93634),(55 155.41353),(56 155.11685),(57 153.0897),(58 152.39034),(59 151.49701),(60 150.12114),(61 148.88055),(62 147.33119),(63 147.8933),(64 147.47675),(65 146.9896),(66 146.53421),(67 146.7283),(68 146.68999),(69 146.42186),(70 147.45995),(71 147.71678),(72 147.59653),(73 149.38031),(74 150.2874),(75 151.3751),(76 151.34929),(77 150.96727),(78 152.29883),(79 153.3637),
(1 58.07927),(2 72.70627),(3 81.22192),(4 87.97489),(5 93.28142),(6 97.23496),(7 98.84613),(8 100.69031),(9 101.407),(10 102.843124),(11 104.1945),(12 105.12685),(13 107.84402),(14 110.037636),(15 111.294495),(16 112.71767),(17 113.55457),(18 114.509224),(19 115.897766),(20 117.728134),(21 120.307144),(22 120.46204),(23 122.85589),(24 124.80477),(25 126.02925),(26 127.6745),(27 130.71056),(28 133.33052),(29 137.36655),(30 138.97105),(31 141.9639),(32 143.49364),(33 146.4394),(34 149.62238),(35 151.23396),(36 152.9742),(37 153.14452),(38 153.49185),(39 155.4726),(40 157.08142),(41 157.97737),(42 156.99532),(43 158.05238),(44 157.49928),(45 158.66516),(46 159.03398),(47 159.88724),(48 158.88155),(49 157.41254),(50 156.55289),(51 157.01938),(52 155.4103),(53 155.00514),(54 153.70262),(55 152.78365),(56 151.30537),(57 150.23624),(58 149.07996),(59 148.16049),(60 147.9067),(61 146.17392),(62 144.76656),(63 144.16321),(64 143.02937),(65 142.3183),(66 140.72733),(67 140.05197),(68 140.20087),(69 140.9297),(70 141.27243),(71 140.68852),(72 141.78722),(73 142.4595),(74 142.07751),(75 144.24506),(76 143.77939),(77 144.705),(78 144.76797),(79 145.68503),
(1 58.1452),(2 72.494644),(3 81.68048),(4 88.407364),(5 93.50769),(6 97.49972),(7 100.23536),(8 101.6709),(9 102.82542),(10 104.08948),(11 105.181984),(12 106.13798),(13 107.818306),(14 110.06716),(15 110.30265),(16 111.889),(17 112.491936),(18 112.64333),(19 113.89561),(20 116.211266),(21 119.27324),(22 120.8916),(23 123.58903),(24 125.88331),(25 127.51799),(26 128.72716),(27 131.36014),(28 133.24446),(29 136.31996),(30 140.32832),(31 143.03027),(32 145.05817),(33 146.53128),(34 149.73769),(35 151.0102),(36 152.0704),(37 153.41695),(38 154.92606),(39 156.51337),(40 158.45432),(41 158.71628),(42 159.2052),(43 159.23026),(44 159.74937),(45 160.12398),(46 160.32327),(47 161.545),(48 160.41202),(49 160.50299),(50 159.8377),(51 159.35258),(52 157.85988),(53 158.67014),(54 156.69812),(55 156.01964),(56 155.4905),(57 152.37155),(58 150.6858),(59 150.23526),(60 148.64017),(61 147.74556),(62 146.40712),(63 145.55815),(64 145.18451),(65 144.42857),(66 143.18768),(67 142.62764),(68 142.38943),(69 143.27104),(70 142.94469),(71 143.70784),(72 144.42096),(73 145.52788),(74 145.2845),(75 146.36739),(76 148.24988),(77 148.52399),(78 148.6785),(79 150.0322),
(1 57.026382),(2 72.23524),(3 81.52138),(4 88.96683),(5 94.20024),(6 98.26231),(7 100.451515),(8 102.13048),(9 102.69433),(10 105.1302),(11 105.62347),(12 106.322205),(13 107.90958),(14 109.473045),(15 111.91313),(16 113.356476),(17 114.123566),(18 114.77111),(19 117.09236),(20 118.43833),(21 119.92445),(22 120.97653),(23 123.066696),(24 125.56213),(25 127.21896),(26 127.876945),(27 130.93669),(28 131.6897),(29 134.13423),(30 137.74442),(31 139.66711),(32 141.52992),(33 143.67555),(34 146.19795),(35 146.76875),(36 147.83334),(37 147.55258),(38 148.23477),(39 148.95569),(40 150.13687),(41 150.72903),(42 150.7392),(43 151.68956),(44 152.3837),(45 154.34036),(46 153.94922),(47 155.36572),(48 155.43573),(49 155.69943),(50 154.86194),(51 156.35344),(52 155.2419),(53 154.7141),(54 152.26826),(55 151.60413),(56 150.19374),(57 148.96481),(58 147.73224),(59 146.06944),(60 145.40514),(61 145.49713),(62 144.80391),(63 144.20825),(64 143.51826),(65 142.74785),(66 141.85925),(67 140.98419),(68 141.73209),(69 141.58553),(70 141.26707),(71 141.38055),(72 142.20276),(73 141.58307),(74 142.54025),(75 144.27386),(76 143.73907),(77 143.91246),(78 145.01294),(79 145.72826),
(1 57.496387),(2 72.512276),(3 81.30688),(4 88.50007),(5 93.00825),(6 96.63734),(7 99.51718),(8 100.517395),(9 101.93582),(10 102.42209),(11 103.29195),(12 105.02359),(13 107.76555),(14 109.328926),(15 110.791794),(16 111.48605),(17 112.78106),(18 112.913124),(19 113.745056),(20 115.31991),(21 118.14483),(22 119.05613),(23 121.7785),(24 122.4025),(25 124.38053),(26 125.21259),(27 127.51132),(28 128.18063),(29 131.71465),(30 132.36394),(31 133.53748),(32 136.46837),(33 138.81215),(34 141.66965),(35 143.21205),(36 143.45033),(37 144.30864),(38 146.27257),(39 147.35979),(40 149.12471),(41 150.78484),(42 151.97495),(43 150.82974),(44 151.93132),(45 151.39804),(46 151.11588),(47 151.15245),(48 150.25867),(49 149.0441),(50 149.93289),(51 149.45316),(52 149.45782),(53 147.74829),(54 147.9963),(55 147.00761),(56 146.85614),(57 146.16316),(58 144.67224),(59 144.36833),(60 143.90709),(61 143.43523),(62 143.85359),(63 142.96898),(64 142.89711),(65 142.48474),(66 140.89735),(67 141.45154),(68 141.04987),(69 142.05719),(70 142.62497),(71 141.5337),(72 142.50781),(73 143.52377),(74 143.82983),(75 145.5237),(76 145.51944),(77 145.58124),(78 146.34462),(79 147.19293),
(1 57.05006),(2 72.03748),(3 81.63792),(4 87.64583),(5 92.4703),(6 96.76557),(7 98.205),(8 98.874084),(9 99.94359),(10 101.806915),(11 103.49136),(12 104.77166),(13 106.501686),(14 108.021),(15 109.87685),(16 111.19486),(17 112.923645),(18 111.97041),(19 112.27712),(20 115.03181),(21 116.78029),(22 117.41661),(23 119.50067),(24 121.73827),(25 123.75471),(26 124.64455),(27 125.96622),(28 127.1428),(29 129.43867),(30 131.61385),(31 134.29506),(32 135.33775),(33 138.47214),(34 139.93921),(35 141.05661),(36 141.88771),(37 142.75468),(38 143.65623),(39 144.30144),(40 144.43106),(41 145.76567),(42 145.8995),(43 146.94174),(44 146.2451),(45 146.7429),(46 148.00323),(47 147.55743),(48 148.2777),(49 148.77106),(50 147.4642),(51 147.25568),(52 147.1977),(53 146.7561),(54 147.17465),(55 145.29791),(56 144.59285),(57 143.53035),(58 141.62823),(59 140.72191),(60 139.40512),(61 138.83206),(62 137.11009),(63 136.57576),(64 137.43721),(65 137.8999),(66 136.65953),(67 137.25912),(68 136.71739),(69 136.16727),(70 136.56154),(71 135.77786),(72 137.4242),(73 137.59602),(74 137.14471),(75 138.15749),(76 137.24861),(77 136.17406),(78 136.12892),(79 137.69505),
(1 56.524406),(2 70.701454),(3 79.55209),(4 84.43888),(5 90.57242),(6 94.73924),(7 95.63362),(8 96.703285),(9 97.12124),(10 98.33009),(11 99.69976),(12 100.69779),(13 102.21185),(14 104.88968),(15 106.27835),(16 107.22772),(17 108.90144),(18 108.37659),(19 110.51329),(20 113.07352),(21 115.894485),(22 115.428696),(23 118.04621),(24 118.85497),(25 121.030785),(26 122.27524),(27 123.54),(28 125.368004),(29 127.92869),(30 129.76126),(31 131.85397),(32 133.61855),(33 135.8074),(34 137.29391),(35 138.2395),(36 138.5529),(37 139.23906),(38 140.182),(39 140.88074),(40 142.21918),(41 142.06528),(42 142.66365),(43 142.85088),(44 143.68636),(45 143.12482),(46 144.12079),(47 143.72849),(48 142.88107),(49 142.12465),(50 141.33063),(51 141.96632),(52 141.80095),(53 141.87361),(54 140.57292),(55 140.58786),(56 139.67274),(57 138.81496),(58 137.82933),(59 136.70732),(60 136.70598),(61 135.9568),(62 134.9056),(63 134.21033),(64 133.70297),(65 132.99687),(66 133.38303),(67 132.44106),(68 133.58563),(69 133.99278),(70 135.65572),(71 135.33081),(72 134.90489),(73 134.90489),(74 136.05843),(75 137.8709),(76 136.44844),(77 136.67169),(78 137.27489),(79 137.57785),
