1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 182213.13),(2 667266.56),(3 1438462.1),(4 2441031.5),(5 3599467.3),(6 4935440.5),(7 6388870.5),(8 7955724.5),(9 9629229),(10 11321773),(11 12964251),(12 14694816),(13 16535397),(14 18594666),(15 20802070),(16 23141662),(17 25647750),(18 28206742),(19 30909590),(20 33700350),(21 36620532),(22 39861908),(23 43354012),(24 47102348),(25 51183956),(26 55287684),(27 59520252),(28 63900020),(29 68925064),(30 74950440),(31 82186490),(32 90337370),(33 98323030),(34 106546504),(35 115123256),(36 123917530),(37 133097660),(38 142282300),(39 151599220),(40 161342510),(41 170954190),(42 180980860),(43 191133000),(44 200980590),(45 211368960),(46 221447630),(47 231930420),(48 242176750),(49 252710530),(50 262518800),(51 272119520),(52 280696500),(53 288894300),(54 296926100),(55 305202000),(56 313332580),(57 321929380),(58 330092130),(59 338061020),(60 345782240),(61 353467420),(62 360411680),(63 367299100),(64 373212160),(65 379160220),(66 384839070),(67 390397800),(68 395438240),(69 400808480),(70 406129540),(71 411518560),(72 416028200),(73 421196500),(74 426008480),(75 430929060),(76 435337730),(77 439562750),(78 442947330),(79 445867520),
(1 568.5658),(2 682.54956),(3 732.24615),(4 754.08484),(5 767.74536),(6 791.8918),(7 777.3708),(8 783.6066),(9 782.90204),(10 809.23895),(11 809.9924),(12 822.0007),(13 817.0355),(14 826.8097),(15 829.2976),(16 826.429),(17 835.4207),(18 820.73975),(19 813.6873),(20 813.89935),(21 814.15265),(22 811.7199),(23 814.7873),(24 813.04553),(25 827.63245),(26 825.8013),(27 827.9186),(28 821.0035),(29 835.4292),(30 833.1854),(31 830.0637),(32 832.49915),(33 845.7211),(34 838.0258),(35 847.9609),(36 856.9944),(37 848.4601),(38 854.45825),(39 876.57294),(40 888.51654),(41 879.37445),(42 880.208),(43 881.2773),(44 873.56696),(45 869.6685),(46 868.8414),(47 869.8652),(48 871.5007),(49 867.494),(50 863.0869),(51 868.9781),(52 872.74005),(53 871.3118),(54 867.87744),(55 865.8625),(56 862.8776),(57 873.20685),(58 862.1068),(59 851.9667),(60 860.70465),(61 844.3028),(62 861.434),(63 859.705),(64 850.3143),(65 847.83405),(66 850.0677),(67 859.03406),(68 856.8344),(69 865.71094),(70 879.0153),(71 864.0492),(72 867.7059),(73 878.3426),(74 888.3188),(75 883.13403),(76 890.45337),(77 886.4996),(78 882.06067),(79 893.799),
(1 547.2808),(2 640.42755),(3 677.8),(4 703.5211),(5 736.56305),(6 749.54736),(7 758.6331),(8 752.382),(9 753.7963),(10 763.38635),(11 766.741),(12 761.33026),(13 760.5037),(14 772.1912),(15 784.04913),(16 786.37885),(17 777.89734),(18 780.5663),(19 777.63293),(20 781.8451),(21 774.73645),(22 782.56213),(23 787.1702),(24 779.169),(25 796.10046),(26 784.22906),(27 792.0484),(28 788.3391),(29 786.0533),(30 818.5896),(31 807.7335),(32 809.8662),(33 804.9316),(34 813.76965),(35 802.368),(36 806.13794),(37 812.1815),(38 814.57306),(39 830.0372),(40 836.56934),(41 835.32367),(42 840.68066),(43 842.6545),(44 841.8525),(45 832.7657),(46 852.2952),(47 840.4524),(48 842.85986),(49 854.1128),(50 850.6388),(51 845.0215),(52 826.00226),(53 827.4805),(54 822.6563),(55 824.4968),(56 825.1407),(57 833.0229),(58 826.56134),(59 828.59357),(60 830.6593),(61 833.27527),(62 824.0665),(63 839.64624),(64 838.87164),(65 832.459),(66 827.23804),(67 846.6767),(68 836.03955),(69 837.43695),(70 847.4319),(71 839.4052),(72 838.8378),(73 856.9093),(74 875.3454),(75 867.5176),(76 868.2673),(77 855.5016),(78 860.59076),(79 864.63696),
(1 546.3041),(2 625.4443),(3 666.76),(4 692.5289),(5 713.67804),(6 729.1836),(7 740.6259),(8 729.33405),(9 720.7057),(10 750.619),(11 765.41956),(12 769.387),(13 777.75385),(14 768.4609),(15 773.03534),(16 760.96484),(17 766.5176),(18 773.9323),(19 774.8701),(20 768.4181),(21 776.7031),(22 776.89166),(23 775.2249),(24 777.4394),(25 785.0529),(26 760.41315),(27 766.762),(28 768.4551),(29 788.28174),(30 802.3721),(31 795.21924),(32 793.59485),(33 780.3774),(34 790.8974),(35 773.6215),(36 778.9782),(37 789.3476),(38 798.413),(39 806.6215),(40 825.02057),(41 815.9788),(42 814.0409),(43 814.5944),(44 816.037),(45 832.82404),(46 821.4002),(47 823.732),(48 834.8493),(49 840.60364),(50 848.3621),(51 840.3205),(52 836.37354),(53 834.6359),(54 836.1661),(55 851.4519),(56 854.22565),(57 849.18494),(58 853.2312),(59 846.565),(60 848.0342),(61 833.0296),(62 844.0143),(63 848.3324),(64 836.3113),(65 831.87305),(66 829.4309),(67 831.68134),(68 834.9093),(69 815.72943),(70 824.7907),(71 830.04724),(72 824.5676),(73 838.05804),(74 827.8843),(75 834.9615),(76 837.04236),(77 842.3236),(78 847.191),(79 835.0191),
(1 532.6106),(2 607.2285),(3 643.4112),(4 676.7158),(5 694.4428),(6 694.53894),(7 707.39026),(8 705.23663),(9 715.93915),(10 729.34845),(11 718.2902),(12 722.5822),(13 715.7734),(14 713.82947),(15 738.9443),(16 735.76526),(17 734.92554),(18 729.5615),(19 728.3886),(20 726.278),(21 723.19946),(22 709.4327),(23 713.6968),(24 722.0739),(25 726.481),(26 720.18146),(27 725.05316),(28 721.5033),(29 739.8929),(30 724.9643),(31 727.0446),(32 722.88086),(33 725.0051),(34 725.4656),(35 736.3056),(36 741.5928),(37 745.1966),(38 745.8604),(39 751.1507),(40 750.3278),(41 755.2718),(42 769.8779),(43 769.82336),(44 761.5491),(45 773.59314),(46 777.2621),(47 781.0165),(48 783.4451),(49 797.6819),(50 783.3333),(51 792.97644),(52 787.3818),(53 778.8053),(54 782.5558),(55 790.9436),(56 790.0076),(57 785.0525),(58 784.4903),(59 775.37573),(60 766.5698),(61 759.55945),(62 771.99866),(63 784.80084),(64 778.08606),(65 778.9819),(66 778.74677),(67 797.27155),(68 784.35895),(69 789.5834),(70 787.67377),(71 796.79443),(72 807.88525),(73 800.452),(74 806.7296),(75 809.4083),(76 826.01996),(77 824.0757),(78 823.51526),(79 817.0773),
(1 518.2021),(2 608.35974),(3 671.5752),(4 692.9743),(5 713.00446),(6 707.2549),(7 714.5122),(8 714.97577),(9 711.2783),(10 741.6591),(11 742.1055),(12 744.50586),(13 740.4266),(14 738.8076),(15 749.2803),(16 740.5187),(17 735.46173),(18 754.6766),(19 752.72437),(20 750.77704),(21 737.80646),(22 743.0786),(23 749.8492),(24 751.863),(25 758.9806),(26 755.5812),(27 757.67145),(28 759.51605),(29 768.7509),(30 758.7391),(31 746.3371),(32 745.9026),(33 755.24976),(34 761.37836),(35 754.21313),(36 761.65717),(37 754.41614),(38 763.9282),(39 760.1432),(40 759.5409),(41 759.533),(42 764.39923),(43 776.99713),(44 776.9164),(45 758.5351),(46 762.21686),(47 774.301),(48 766.3065),(49 781.63116),(50 778.4055),(51 773.68304),(52 779.9098),(53 786.50464),(54 783.18475),(55 795.16656),(56 798.7599),(57 779.0365),(58 774.2453),(59 780.0648),(60 779.7425),(61 772.8278),(62 773.42145),(63 784.507),(64 784.82806),(65 777.7727),(66 767.4924),(67 775.50964),(68 787.6759),(69 787.8335),(70 780.276),(71 794.51166),(72 791.7687),(73 797.92957),(74 802.5468),(75 821.35535),(76 808.4033),(77 800.58716),(78 809.1655),(79 808.9573),
(1 518.94165),(2 586.0033),(3 633.5218),(4 659.7916),(5 679.98425),(6 697.26935),(7 699.0031),(8 703.53845),(9 709.32983),(10 724.71625),(11 724.50665),(12 722.11444),(13 729.2636),(14 732.3461),(15 735.4597),(16 708.92126),(17 720.4585),(18 725.15857),(19 730.3775),(20 731.3136),(21 722.6426),(22 723.01654),(23 728.1766),(24 727.6026),(25 728.25415),(26 735.77325),(27 741.3861),(28 735.60254),(29 732.0611),(30 723.2211),(31 726.24664),(32 713.0052),(33 727.9002),(34 737.1854),(35 738.74976),(36 746.98004),(37 756.12885),(38 763.00946),(39 751.9224),(40 766.638),(41 755.575),(42 757.8922),(43 766.44775),(44 770.2803),(45 773.2762),(46 770.5271),(47 773.64703),(48 780.60614),(49 779.54095),(50 782.24207),(51 787.67255),(52 793.599),(53 809.26495),(54 797.92664),(55 791.86383),(56 794.6011),(57 788.1298),(58 777.14746),(59 780.56226),(60 779.89386),(61 776.5118),(62 775.0166),(63 792.89624),(64 790.5892),(65 774.83606),(66 784.55493),(67 790.0878),(68 788.773),(69 783.34033),(70 781.9238),(71 788.9809),(72 786.8813),(73 786.9738),(74 792.9883),(75 788.42456),(76 784.99304),(77 781.6245),(78 787.08124),(79 788.26825),
(1 501.3738),(2 584.64465),(3 611.79114),(4 640.57715),(5 652.0707),(6 649.6579),(7 669.4614),(8 673.3671),(9 681.21216),(10 700.37537),(11 704.3727),(12 713.6481),(13 722.8667),(14 717.87024),(15 696.5222),(16 694.08875),(17 717.1304),(18 715.4974),(19 713.56525),(20 701.70074),(21 707.46686),(22 708.09863),(23 710.7219),(24 725.7624),(25 728.84467),(26 714.64874),(27 712.43335),(28 717.68884),(29 712.2389),(30 722.44653),(31 721.3745),(32 714.9716),(33 723.2395),(34 741.6171),(35 738.7838),(36 744.9353),(37 758.8367),(38 752.10535),(39 751.4264),(40 752.1955),(41 757.56555),(42 757.34454),(43 745.3352),(44 759.6616),(45 759.72424),(46 755.79297),(47 752.22473),(48 769.8564),(49 766.4514),(50 764.2074),(51 771.3825),(52 775.9975),(53 771.6933),(54 781.168),(55 783.6075),(56 779.73676),(57 773.84393),(58 768.0976),(59 761.9368),(60 771.55817),(61 771.55566),(62 769.70734),(63 780.244),(64 771.2582),(65 764.3008),(66 764.67834),(67 771.5812),(68 764.83606),(69 762.1719),(70 764.85675),(71 758.39636),(72 765.33264),(73 773.4155),(74 768.1477),(75 765.4637),(76 766.8958),(77 762.91724),(78 774.784),(79 778.823),
(1 485.49014),(2 571.5164),(3 609.48456),(4 636.8152),(5 655.9543),(6 645.8643),(7 660.81036),(8 653.88116),(9 668.104),(10 668.64923),(11 690.15466),(12 690.7021),(13 690.1777),(14 695.8395),(15 695.3918),(16 689.08215),(17 702.35876),(18 708.53973),(19 700.91565),(20 700.60645),(21 699.46075),(22 707.4923),(23 709.20197),(24 705.59143),(25 711.2943),(26 716.72754),(27 721.20703),(28 727.8099),(29 729.97186),(30 731.1614),(31 727.56287),(32 724.72186),(33 728.0906),(34 730.3719),(35 726.82465),(36 734.2808),(37 736.2119),(38 737.3724),(39 747.643),(40 756.34906),(41 760.2593),(42 748.26465),(43 739.0438),(44 754.37463),(45 755.9198),(46 753.76733),(47 759.7646),(48 754.4366),(49 759.6019),(50 760.348),(51 771.8371),(52 761.0477),(53 753.89923),(54 755.9449),(55 763.31274),(56 759.3877),(57 755.21875),(58 737.7161),(59 751.2759),(60 742.20197),(61 736.6075),(62 742.07263),(63 727.629),(64 745.62427),(65 736.939),(66 739.8071),(67 729.96606),(68 736.3078),(69 720.4011),(70 732.9085),(71 754.0062),(72 756.2372),(73 747.1463),(74 747.14166),(75 754.59045),(76 766.0246),(77 759.5636),(78 772.52374),(79 769.358),
(1 466.07382),(2 542.4501),(3 580.85284),(4 601.886),(5 607.5746),(6 623.52954),(7 629.7118),(8 636.63605),(9 645.9375),(10 656.1814),(11 653.28467),(12 657.6531),(13 654.70465),(14 669.92535),(15 669.10974),(16 663.29333),(17 667.2374),(18 678.4161),(19 660.36444),(20 665.98083),(21 666.119),(22 663.0987),(23 666.9773),(24 665.42365),(25 670.4108),(26 663.30676),(27 677.9658),(28 670.52454),(29 678.13403),(30 681.1563),(31 673.6636),(32 680.0563),(33 672.6314),(34 678.34406),(35 668.9427),(36 677.1962),(37 681.23267),(38 683.03955),(39 684.43207),(40 693.3048),(41 691.5103),(42 684.91907),(43 696.88995),(44 698.69727),(45 712.2557),(46 715.52655),(47 704.51984),(48 717.8492),(49 720.8718),(50 715.16705),(51 723.12427),(52 727.6063),(53 733.8548),(54 730.32745),(55 738.71716),(56 726.90485),(57 727.7187),(58 732.6877),(59 729.0062),(60 731.60156),(61 730.72546),(62 742.43896),(63 741.8664),(64 739.4663),(65 742.06085),(66 736.9243),(67 736.75134),(68 745.9142),(69 743.8647),(70 744.12067),(71 739.51953),(72 749.724),(73 742.8842),(74 743.4394),(75 742.35846),(76 749.65393),(77 750.95654),(78 743.2646),(79 741.0744),
(1 468.03503),(2 540.464),(3 584.9689),(4 603.1147),(5 617.89215),(6 613.3023),(7 627.61237),(8 643.7412),(9 647.4427),(10 661.2353),(11 670.5739),(12 677.8617),(13 682.1964),(14 675.1847),(15 684.2102),(16 685.64716),(17 688.16785),(18 691.2089),(19 694.2124),(20 683.2185),(21 698.2592),(22 692.2415),(23 695.191),(24 690.47296),(25 705.639),(26 702.9419),(27 697.55206),(28 693.0711),(29 703.0542),(30 704.05145),(31 701.28094),(32 696.6752),(33 701.5921),(34 712.49567),(35 710.88025),(36 710.98755),(37 703.94885),(38 707.5258),(39 717.1698),(40 722.0625),(41 734.9683),(42 735.4104),(43 732.4902),(44 730.28125),(45 730.98236),(46 732.6411),(47 742.92645),(48 738.6592),(49 740.0127),(50 746.5917),(51 742.7725),(52 738.5652),(53 742.49274),(54 727.82043),(55 744.0481),(56 747.9028),(57 743.08923),(58 740.8088),(59 728.95776),(60 736.2702),(61 733.493),(62 734.6864),(63 729.062),(64 726.3738),(65 717.0008),(66 707.6404),(67 713.98004),(68 712.86926),(69 712.73517),(70 717.2369),(71 731.813),(72 725.7483),(73 737.62),(74 739.151),(75 750.5502),(76 741.1016),(77 742.85736),(78 739.2616),(79 745.3863),
(1 455.35962),(2 541.9338),(3 582.6653),(4 598.0927),(5 616.8788),(6 625.14233),(7 634.9108),(8 638.899),(9 648.1212),(10 666.7328),(11 663.9711),(12 663.12177),(13 657.81116),(14 661.47675),(15 664.3186),(16 657.97614),(17 665.3499),(18 660.21423),(19 661.13635),(20 668.43365),(21 672.4063),(22 680.01434),(23 671.4078),(24 671.92505),(25 682.4914),(26 678.8218),(27 678.26654),(28 676.1873),(29 682.7926),(30 691.3887),(31 677.3374),(32 683.3203),(33 684.1541),(34 694.4984),(35 694.9869),(36 695.9406),(37 693.4348),(38 690.52496),(39 697.95496),(40 706.03577),(41 713.19836),(42 702.3952),(43 697.3218),(44 704.3647),(45 707.7714),(46 707.1191),(47 706.5066),(48 713.68555),(49 724.9401),(50 717.492),(51 723.3502),(52 715.77795),(53 719.3801),(54 714.54803),(55 714.0385),(56 718.2783),(57 718.1173),(58 722.0097),(59 713.09424),(60 714.4271),(61 714.4413),(62 725.68335),(63 722.1795),(64 743.8242),(65 734.59174),(66 726.86615),(67 711.688),(68 728.39056),(69 733.12836),(70 734.7657),(71 735.6543),(72 728.33093),(73 730.7966),(74 740.793),(75 734.30853),(76 748.834),(77 743.66113),(78 744.56244),(79 742.5747),
(1 456.1032),(2 525.84924),(3 556.98236),(4 577.43054),(5 585.9639),(6 585.32526),(7 592.0504),(8 602.74615),(9 606.0724),(10 622.77966),(11 630.26105),(12 637.6481),(13 638.9128),(14 640.932),(15 641.56146),(16 634.76605),(17 644.24023),(18 641.03955),(19 640.5885),(20 641.68854),(21 650.1407),(22 647.5443),(23 646.8409),(24 637.7634),(25 644.92615),(26 646.2761),(27 635.78827),(28 639.5336),(29 648.1063),(30 649.9278),(31 647.7566),(32 649.6901),(33 657.1585),(34 638.09784),(35 636.08325),(36 639.5921),(37 642.5497),(38 648.7624),(39 638.2136),(40 660.3042),(41 653.8542),(42 655.6104),(43 649.71954),(44 657.3827),(45 660.0936),(46 661.25635),(47 667.91864),(48 667.9539),(49 671.6977),(50 675.3166),(51 674.8793),(52 676.7539),(53 671.65485),(54 663.8662),(55 665.872),(56 666.1941),(57 676.24585),(58 671.65643),(59 670.3455),(60 671.25037),(61 678.55505),(62 689.6069),(63 689.007),(64 692.671),(65 684.5666),(66 682.8145),(67 690.7073),(68 687.0315),(69 684.9303),(70 689.9276),(71 685.1163),(72 689.10614),(73 690.4528),(74 697.60565),(75 685.45593),(76 686.1247),(77 688.2663),(78 687.5405),(79 694.275),
(1 446.58636),(2 529.07367),(3 556.31714),(4 574.8806),(5 588.4829),(6 590.49615),(7 600.5755),(8 609.0201),(9 615.9612),(10 629.48663),(11 631.0902),(12 628.43256),(13 641.2375),(14 642.67993),(15 651.2224),(16 641.86096),(17 634.6997),(18 639.5904),(19 649.67584),(20 647.4267),(21 645.07733),(22 638.1508),(23 641.2013),(24 641.1158),(25 649.5397),(26 643.59454),(27 648.66614),(28 651.127),(29 656.3477),(30 655.28754),(31 663.054),(32 656.58264),(33 657.9479),(34 666.6902),(35 659.9324),(36 669.345),(37 683.4111),(38 685.3649),(39 681.2596),(40 687.30383),(41 691.9414),(42 689.96924),(43 696.4286),(44 699.3274),(45 689.5021),(46 669.21124),(47 680.9858),(48 683.84973),(49 684.415),(50 680.2151),(51 683.81024),(52 678.4443),(53 663.94305),(54 667.8926),(55 672.47943),(56 665.06287),(57 673.3569),(58 661.56714),(59 668.2574),(60 669.39954),(61 671.8251),(62 676.3217),(63 679.57477),(64 686.90125),(65 678.5917),(66 681.0481),(67 678.4804),(68 688.489),(69 683.07544),(70 693.0756),(71 690.5774),(72 691.1193),(73 692.50006),(74 698.62646),(75 702.6943),(76 708.1815),(77 707.9611),(78 700.83295),(79 705.04095),
(1 430.84842),(2 502.2014),(3 537.5106),(4 546.6601),(5 550.43756),(6 558.4969),(7 554.5644),(8 562.412),(9 592.5472),(10 601.8842),(11 595.26215),(12 600.8964),(13 609.64905),(14 607.2646),(15 604.4531),(16 604.76447),(17 608.3536),(18 607.05743),(19 615.0424),(20 619.93524),(21 606.2452),(22 610.3002),(23 608.9166),(24 608.07104),(25 622.40546),(26 622.9854),(27 617.02045),(28 614.7699),(29 616.19806),(30 604.3553),(31 605.7754),(32 611.0203),(33 616.9692),(34 619.9886),(35 613.7178),(36 619.8159),(37 624.63696),(38 639.72125),(39 633.7104),(40 642.2527),(41 648.4243),(42 644.5335),(43 640.22003),(44 637.4145),(45 635.64075),(46 634.1872),(47 648.6795),(48 638.2943),(49 645.6652),(50 650.74097),(51 650.33075),(52 645.24884),(53 654.6072),(54 642.473),(55 647.41437),(56 659.84534),(57 646.8532),(58 643.2848),(59 649.4312),(60 646.7478),(61 643.4268),(62 642.96436),(63 644.5021),(64 649.29034),(65 649.9382),(66 649.6827),(67 640.98456),(68 647.8369),(69 655.7957),(70 654.4243),(71 655.9997),(72 651.444),(73 645.58356),(74 649.9995),(75 653.6984),(76 660.7274),(77 659.87164),(78 652.4106),(79 658.6623),
(1 442.12952),(2 527.25433),(3 546.83844),(4 571.56976),(5 589.92615),(6 595.07947),(7 598.846),(8 594.7533),(9 618.7004),(10 620.2714),(11 637.66394),(12 640.8662),(13 651.40295),(14 649.5788),(15 650.3398),(16 640.07574),(17 645.69214),(18 653.9279),(19 651.6317),(20 647.8112),(21 639.8773),(22 650.56244),(23 652.1125),(24 652.7378),(25 657.94073),(26 662.35767),(27 647.5514),(28 638.9868),(29 651.7892),(30 648.6603),(31 657.3348),(32 661.37787),(33 646.7297),(34 650.2661),(35 655.8072),(36 665.6886),(37 666.68207),(38 671.9264),(39 667.5323),(40 669.55133),(41 666.7989),(42 671.10016),(43 682.1765),(44 675.34863),(45 675.75574),(46 674.1499),(47 678.083),(48 690.16376),(49 687.3012),(50 692.9335),(51 707.0941),(52 689.2097),(53 692.7603),(54 698.4829),(55 682.3424),(56 688.8284),(57 690.7444),(58 687.6923),(59 677.77234),(60 678.411),(61 680.04175),(62 674.54047),(63 676.62915),(64 678.7354),(65 672.90533),(66 670.8508),(67 669.1827),(68 669.10187),(69 670.80505),(70 677.7127),(71 680.87286),(72 672.14996),(73 672.45715),(74 673.77234),(75 679.5625),(76 678.4308),(77 684.41473),(78 679.9676),(79 681.8034),
(1 408.02557),(2 478.2411),(3 518.7487),(4 532.42694),(5 548.8263),(6 551.2548),(7 556.019),(8 558.67865),(9 574.6645),(10 566.553),(11 574.26154),(12 576.52814),(13 583.3973),(14 596.3983),(15 589.69543),(16 593.95874),(17 591.1072),(18 600.428),(19 593.3737),(20 592.32),(21 592.1912),(22 590.7326),(23 595.1344),(24 596.3849),(25 595.9284),(26 595.23145),(27 598.14746),(28 600.52124),(29 608.90063),(30 602.821),(31 604.5737),(32 618.4915),(33 613.17017),(34 612.8107),(35 615.27136),(36 617.08),(37 607.8697),(38 616.1743),(39 615.0829),(40 618.3519),(41 627.2016),(42 624.2149),(43 622.0995),(44 621.4097),(45 634.35297),(46 631.6655),(47 637.4252),(48 633.11884),(49 633.1074),(50 631.1187),(51 643.6651),(52 638.7139),(53 640.7137),(54 651.8094),(55 646.79297),(56 645.5733),(57 644.18286),(58 647.9079),(59 643.6256),(60 644.9104),(61 642.7784),(62 637.3951),(63 636.6347),(64 635.6321),(65 643.0198),(66 635.16675),(67 634.64795),(68 635.426),(69 640.684),(70 638.9063),(71 640.6505),(72 643.28284),(73 644.22095),(74 648.82385),(75 651.20056),(76 649.214),(77 652.73004),(78 649.1676),(79 653.9138),
(1 409.93384),(2 493.61685),(3 526.0463),(4 547.1739),(5 554.47644),(6 556.4859),(7 560.7528),(8 566.1876),(9 570.30176),(10 580.21857),(11 584.7566),(12 579.21545),(13 583.65717),(14 583.12146),(15 587.91907),(16 588.9524),(17 581.74493),(18 589.8785),(19 594.30994),(20 593.24445),(21 596.53534),(22 604.431),(23 607.45435),(24 597.3769),(25 605.9063),(26 604.83075),(27 602.3161),(28 602.09973),(29 604.0614),(30 614.3338),(31 609.2052),(32 608.34735),(33 601.4795),(34 606.66693),(35 617.5923),(36 622.77673),(37 618.3856),(38 618.7909),(39 615.5972),(40 627.848),(41 629.1354),(42 629.6014),(43 636.1404),(44 636.17224),(45 645.2867),(46 647.87573),(47 655.7634),(48 647.50885),(49 654.66046),(50 653.5322),(51 648.7539),(52 646.04266),(53 652.32074),(54 646.5814),(55 648.88617),(56 646.1543),(57 637.4717),(58 637.1231),(59 632.3742),(60 628.07654),(61 621.75116),(62 628.5025),(63 631.60956),(64 633.1144),(65 638.0398),(66 630.2412),(67 627.3965),(68 625.2226),(69 625.11005),(70 629.09796),(71 621.74976),(72 633.4289),(73 631.36145),(74 632.5838),(75 634.8553),(76 635.404),(77 634.75323),(78 639.7174),(79 637.9537),
(1 417.64078),(2 491.9269),(3 532.6322),(4 543.629),(5 549.4032),(6 559.4553),(7 559.5013),(8 568.9727),(9 559.7057),(10 579.8077),(11 581.26056),(12 580.5596),(13 582.28534),(14 598.6387),(15 602.299),(16 592.04987),(17 585.76624),(18 584.73584),(19 589.6767),(20 584.4501),(21 581.87714),(22 582.4435),(23 587.61615),(24 579.4906),(25 578.85956),(26 574.4612),(27 579.2163),(28 588.96106),(29 606.0189),(30 605.65625),(31 603.2973),(32 610.77185),(33 617.2707),(34 616.72894),(35 627.77167),(36 623.7139),(37 623.6573),(38 627.85266),(39 621.18744),(40 630.6053),(41 624.2922),(42 623.5127),(43 629.28094),(44 628.4077),(45 630.69885),(46 625.9106),(47 629.04156),(48 640.0596),(49 636.7709),(50 639.2236),(51 647.0565),(52 653.96844),(53 652.0315),(54 646.42487),(55 640.3346),(56 634.23926),(57 621.3954),(58 624.33655),(59 621.34796),(60 622.1197),(61 621.189),(62 629.2801),(63 633.70593),(64 628.7226),(65 632.5162),(66 630.8484),(67 630.6501),(68 636.18396),(69 636.38336),(70 637.4546),(71 652.3167),(72 665.2739),(73 654.4019),(74 650.95447),(75 641.8354),(76 650.95123),(77 651.0524),(78 654.2627),(79 653.95856),
