1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 125.88825),(2 160.66045),(3 178.81914),(4 196.44724),(5 204.15443),(6 210.58456),(7 224.14337),(8 227.26244),(9 231.91982),(10 236.68564),(11 237.92688),(12 240.51863),(13 242.89539),(14 241.71008),(15 245.7378),(16 251.25475),(17 248.71423),(18 248.70348),(19 250.35501),(20 248.48242),(21 245.99658),(22 250.21382),(23 247.83505),(24 250.1289),(25 255.37846),(26 259.28644),(27 262.03186),(28 272.3732),(29 273.0318),(30 271.02332),(31 272.8218),(32 274.5629),(33 281.04227),(34 275.61893),(35 274.08505),(36 276.56403),(37 275.71088),(38 274.54007),(39 275.9232),(40 272.9465),(41 270.4097),(42 270.72763),(43 266.92493),(44 261.6997),(45 263.46832),(46 258.77588),(47 252.07474),(48 251.74567),(49 249.08662),(50 247.13573),(51 250.17715),(52 251.19081),(53 252.48311),(54 254.80391),(55 254.93523),(56 255.41408),(57 258.99146),(58 258.60806),(59 263.055),(60 265.93637),(61 258.90985),(62 260.7573),(63 264.97275),(64 261.94052),(65 264.22562),(66 266.45087),(67 265.6514),(68 264.57672),(69 262.56406),(70 260.74683),(71 256.99585),(72 261.1036),(73 255.69952),(74 252.26712),(75 254.09117),(76 253.95572),(77 252.45535),(78 254.96773),(79 251.06627),
(1 124.58223),(2 156.14404),(3 174.8507),(4 191.8842),(5 199.89929),(6 207.25314),(7 216.53078),(8 219.4496),(9 224.73538),(10 229.75499),(11 230.33426),(12 231.3381),(13 235.29324),(14 234.80568),(15 237.68553),(16 241.21414),(17 238.05948),(18 237.45447),(19 238.79912),(20 235.04788),(21 234.4988),(22 238.41425),(23 238.12697),(24 239.29608),(25 248.03769),(26 251.41061),(27 251.77397),(28 264.33484),(29 263.60532),(30 263.8449),(31 262.65356),(32 262.84286),(33 267.58472),(34 264.98697),(35 266.6136),(36 270.5299),(37 267.54367),(38 268.95184),(39 269.57272),(40 267.4895),(41 263.15973),(42 262.7346),(43 258.53497),(44 258.06244),(45 256.96118),(46 252.45735),(47 248.36008),(48 248.92888),(49 244.87778),(50 246.43643),(51 253.80634),(52 251.88664),(53 254.0778),(54 258.45337),(55 254.23116),(56 257.11874),(57 259.65488),(58 260.1354),(59 264.94516),(60 268.0244),(61 265.25397),(62 264.5427),(63 268.83542),(64 265.34143),(65 265.08926),(66 269.2569),(67 263.4804),(68 262.249),(69 262.6433),(70 258.6528),(71 256.6835),(72 258.0293),(73 254.55667),(74 253.9744),(75 255.86769),(76 253.97218),(77 252.61658),(78 254.09984),(79 252.3108),
(1 122.37067),(2 156.59143),(3 173.51367),(4 192.05716),(5 201.70584),(6 207.07797),(7 217.36938),(8 221.23552),(9 223.80145),(10 231.58153),(11 230.13187),(12 231.97568),(13 237.35556),(14 236.04012),(15 236.59024),(16 242.66417),(17 238.53195),(18 238.78485),(19 242.52863),(20 236.09671),(21 234.8615),(22 241.42284),(23 239.9516),(24 240.6256),(25 251.94598),(26 250.36185),(27 254.58376),(28 264.90814),(29 264.3333),(30 266.09244),(31 263.3593),(32 263.11432),(33 268.34152),(34 268.24887),(35 268.45636),(36 269.73267),(37 268.73148),(38 269.67554),(39 271.21756),(40 266.3348),(41 264.48984),(42 265.44272),(43 258.83258),(44 252.66618),(45 252.32898),(46 247.78189),(47 245.86096),(48 246.266),(49 242.8881),(50 246.10962),(51 251.08951),(52 249.54593),(53 253.83145),(54 258.15997),(55 259.4004),(56 259.29767),(57 265.23294),(58 263.84894),(59 267.27408),(60 272.90152),(61 267.79675),(62 268.9752),(63 272.48596),(64 268.73648),(65 268.83878),(66 271.17206),(67 268.59937),(68 266.80994),(69 270.53622),(70 265.91373),(71 266.26483),(72 265.3458),(73 263.74658),(74 259.8137),(75 261.90967),(76 258.94446),(77 261.39105),(78 260.38068),(79 257.22427),
(1 122.77973),(2 153.27293),(3 166.33995),(4 186.02162),(5 193.75269),(6 201.73044),(7 210.605),(8 214.19116),(9 217.972),(10 223.5596),(11 221.73888),(12 224.83867),(13 227.31346),(14 226.77277),(15 228.36696),(16 234.08377),(17 230.88586),(18 232.27826),(19 233.45815),(20 230.64325),(21 229.05766),(22 232.83212),(23 228.5942),(24 232.22098),(25 239.50063),(26 237.78513),(27 243.83856),(28 253.4944),(29 252.60492),(30 253.48186),(31 253.2477),(32 253.67992),(33 258.52087),(34 256.01233),(35 258.2244),(36 258.2974),(37 257.40927),(38 255.30632),(39 259.06277),(40 257.23666),(41 252.83461),(42 253.7186),(43 249.4087),(44 246.8832),(45 246.00725),(46 241.46611),(47 238.84131),(48 242.45923),(49 240.75073),(50 245.81656),(51 249.27763),(52 244.48859),(53 247.72742),(54 252.94499),(55 250.85712),(56 251.67088),(57 256.67255),(58 253.23027),(59 255.15007),(60 260.3628),(61 259.91052),(62 261.02087),(63 265.11203),(64 261.24695),(65 261.25336),(66 263.2061),(67 259.1215),(68 258.52438),(69 259.21057),(70 256.926),(71 257.64078),(72 258.33035),(73 255.20609),(74 249.40146),(75 250.69647),(76 248.36021),(77 246.4542),(78 249.11937),(79 247.46666),
(1 122.235565),(2 153.68867),(3 169.6549),(4 186.77878),(5 191.10977),(6 198.45665),(7 207.07481),(8 211.4377),(9 216.25247),(10 222.38394),(11 220.36858),(12 226.84163),(13 230.7653),(14 228.98076),(15 230.01744),(16 236.01268),(17 232.84863),(18 233.51456),(19 235.74054),(20 232.52002),(21 231.66287),(22 237.06487),(23 237.25485),(24 238.8196),(25 246.68439),(26 246.73895),(27 245.55342),(28 257.37146),(29 256.79562),(30 255.18976),(31 253.5012),(32 254.61273),(33 258.41077),(34 256.23355),(35 256.98724),(36 258.3424),(37 260.00616),(38 258.99844),(39 261.16132),(40 259.87408),(41 257.53876),(42 257.482),(43 253.54758),(44 250.83305),(45 249.81615),(46 246.09906),(47 241.63991),(48 240.90231),(49 241.29173),(50 240.7757),(51 245.18803),(52 241.30165),(53 242.29514),(54 246.42754),(55 247.40794),(56 252.53023),(57 252.76701),(58 251.35126),(59 253.16118),(60 257.86212),(61 256.08286),(62 257.07504),(63 260.0926),(64 256.4488),(65 253.59322),(66 257.39148),(67 255.48973),(68 257.43033),(69 258.65833),(70 253.11317),(71 255.82777),(72 255.65292),(73 253.37605),(74 251.48555),(75 251.7944),(76 248.02405),(77 247.85817),(78 249.19044),(79 246.15762),
(1 120.49375),(2 149.94048),(3 165.68315),(4 185.0072),(5 191.98665),(6 200.4351),(7 208.78282),(8 212.35303),(9 217.44455),(10 220.56429),(11 220.28108),(12 222.32507),(13 229.26492),(14 226.26595),(15 228.09286),(16 232.63147),(17 226.34003),(18 230.46492),(19 233.39357),(20 230.31268),(21 228.69336),(22 234.73595),(23 229.10196),(24 231.58177),(25 239.61061),(26 240.08862),(27 242.20839),(28 252.8192),(29 253.08083),(30 252.36057),(31 252.84529),(32 250.78304),(33 252.79207),(34 250.56139),(35 253.01057),(36 254.16759),(37 254.3197),(38 253.00415),(39 253.70807),(40 253.1328),(41 249.30994),(42 251.39642),(43 248.72545),(44 245.78993),(45 247.41043),(46 244.34772),(47 239.70226),(48 239.28224),(49 237.17563),(50 239.43814),(51 242.42892),(52 241.2884),(53 243.75189),(54 245.73596),(55 247.29887),(56 250.66505),(57 249.52373),(58 247.62103),(59 252.0823),(60 254.16597),(61 252.53923),(62 255.11755),(63 257.2359),(64 253.04315),(65 250.7571),(66 254.073),(67 251.10689),(68 254.7242),(69 255.14087),(70 249.6223),(71 248.5509),(72 250.55278),(73 248.08447),(74 246.12675),(75 246.30861),(76 243.57275),(77 244.54147),(78 245.76091),(79 246.50632),
(1 121.1791),(2 148.72665),(3 164.26546),(4 182.09001),(5 191.26904),(6 197.67958),(7 205.444),(8 211.37622),(9 215.19049),(10 220.71082),(11 219.88974),(12 222.63467),(13 226.72217),(14 226.28859),(15 228.73965),(16 232.73051),(17 228.67001),(18 229.49118),(19 231.5935),(20 229.38081),(21 230.45483),(22 230.69948),(23 228.02643),(24 230.03917),(25 237.44475),(26 233.79178),(27 241.77611),(28 251.3567),(29 246.80136),(30 248.74939),(31 248.83629),(32 246.61972),(33 250.39812),(34 248.04587),(35 250.85185),(36 251.94289),(37 251.86023),(38 251.78488),(39 250.13489),(40 250.15977),(41 245.68913),(42 246.49893),(43 242.12126),(44 240.42087),(45 241.57341),(46 235.8281),(47 230.57602),(48 231.31442),(49 229.46982),(50 233.28079),(51 237.15407),(52 233.99911),(53 237.28906),(54 240.60143),(55 237.79002),(56 243.92932),(57 247.52805),(58 243.69211),(59 245.97299),(60 249.4964),(61 248.23499),(62 248.85742),(63 251.07513),(64 246.84613),(65 245.05136),(66 247.49893),(67 244.75253),(68 243.97614),(69 244.42815),(70 243.70982),(71 241.80879),(72 241.4695),(73 238.09093),(74 238.59442),(75 240.15904),(76 238.68956),(77 238.08997),(78 240.27832),(79 237.78189),
(1 119.5701),(2 148.10123),(3 163.641),(4 178.01935),(5 185.51866),(6 193.72423),(7 200.7778),(8 205.24115),(9 211.79358),(10 218.18471),(11 216.06891),(12 219.04645),(13 223.03104),(14 223.3629),(15 224.53354),(16 227.97644),(17 226.22156),(18 225.81377),(19 226.59688),(20 224.71577),(21 223.88216),(22 227.37126),(23 225.44594),(24 227.38943),(25 231.48079),(26 234.29239),(27 236.12036),(28 242.71753),(29 242.01958),(30 245.35251),(31 246.30597),(32 244.73753),(33 250.01321),(34 248.4453),(35 250.50075),(36 255.35323),(37 252.80139),(38 251.79555),(39 250.22206),(40 249.95435),(41 246.50552),(42 246.89272),(43 241.40233),(44 237.15073),(45 236.0131),(46 231.06377),(47 226.67259),(48 228.50575),(49 224.46172),(50 229.2751),(51 234.03099),(52 229.74055),(53 231.97),(54 233.40694),(55 235.29117),(56 238.39317),(57 238.99371),(58 237.00934),(59 240.22528),(60 243.82555),(61 243.20209),(62 244.19788),(63 247.83344),(64 244.4547),(65 244.11325),(66 246.12863),(67 242.1838),(68 239.39156),(69 239.26497),(70 236.05168),(71 233.85994),(72 234.02359),(73 231.338),(74 231.63893),(75 229.97296),(76 229.99202),(77 230.22763),(78 233.77902),(79 230.30069),
(1 116.236115),(2 143.1993),(3 161.27225),(4 176.44643),(5 185.41307),(6 191.8081),(7 198.90135),(8 202.5434),(9 210.05948),(10 214.2838),(11 214.06119),(12 214.35023),(13 221.01552),(14 221.39798),(15 220.6999),(16 225.22849),(17 222.46722),(18 222.11388),(19 221.91452),(20 220.61627),(21 218.1338),(22 221.61095),(23 217.9877),(24 219.5428),(25 224.69125),(26 228.9567),(27 229.5529),(28 240.52994),(29 235.9919),(30 236.09079),(31 238.814),(32 238.50546),(33 238.81909),(34 238.7535),(35 241.06467),(36 243.65453),(37 242.60185),(38 241.34622),(39 244.41953),(40 241.91577),(41 239.54309),(42 238.8249),(43 235.20557),(44 232.97838),(45 233.65259),(46 230.95966),(47 227.15378),(48 227.75435),(49 224.78432),(50 225.76472),(51 230.88737),(52 229.42038),(53 231.64914),(54 232.82996),(55 232.33873),(56 233.07529),(57 237.35626),(58 234.75558),(59 234.72003),(60 235.93143),(61 236.57895),(62 238.23598),(63 242.77888),(64 237.97047),(65 236.29471),(66 240.15381),(67 236.7476),(68 234.35747),(69 235.7724),(70 232.86758),(71 230.61887),(72 233.04736),(73 230.23976),(74 230.64716),(75 230.82051),(76 230.29149),(77 228.64175),(78 232.39029),(79 231.24217),
(1 117.98819),(2 143.66164),(3 161.02243),(4 179.81258),(5 187.4728),(6 192.0134),(7 202.66238),(8 207.1091),(9 213.95004),(10 215.43124),(11 217.31982),(12 219.7899),(13 224.18886),(14 221.58035),(15 222.44456),(16 226.1342),(17 219.32004),(18 218.28304),(19 221.4076),(20 219.26997),(21 218.80972),(22 221.96739),(23 219.8081),(24 223.06151),(25 225.71913),(26 226.42824),(27 230.38089),(28 240.28687),(29 235.35007),(30 237.59937),(31 241.06723),(32 241.77567),(33 244.1131),(34 243.03441),(35 243.22563),(36 248.91794),(37 244.88504),(38 246.0236),(39 244.74364),(40 245.40944),(41 241.6668),(42 242.52013),(43 237.11874),(44 235.25594),(45 233.61237),(46 231.35696),(47 228.1578),(48 228.60803),(49 224.72643),(50 226.40419),(51 227.00912),(52 225.60269),(53 226.17883),(54 230.33711),(55 229.13483),(56 233.04332),(57 236.49684),(58 234.00064),(59 238.38875),(60 240.80249),(61 239.05017),(62 238.88132),(63 241.3947),(64 239.0816),(65 237.07138),(66 238.63795),(67 233.1102),(68 232.95003),(69 234.32579),(70 230.47673),(71 228.23672),(72 229.42801),(73 225.2851),(74 225.49222),(75 226.48885),(76 226.1577),(77 225.49687),(78 230.33775),(79 226.32037),
(1 114.724724),(2 140.37823),(3 156.0335),(4 173.45944),(5 180.13393),(6 187.52542),(7 195.18855),(8 198.58174),(9 204.61195),(10 209.62128),(11 208.81622),(12 209.1947),(13 213.81932),(14 211.84563),(15 212.27943),(16 216.92258),(17 214.90448),(18 215.53212),(19 217.00941),(20 215.8739),(21 215.41838),(22 218.24312),(23 216.44922),(24 219.22284),(25 223.26024),(26 223.26266),(27 227.02348),(28 236.0489),(29 232.99402),(30 230.49362),(31 230.87646),(32 232.7689),(33 236.485),(34 234.20738),(35 233.58853),(36 237.91277),(37 235.12929),(38 234.63295),(39 237.13432),(40 233.48984),(41 230.12663),(42 232.62067),(43 228.24133),(44 226.83522),(45 226.31898),(46 224.94199),(47 220.11765),(48 220.5959),(49 217.12192),(50 218.61063),(51 221.6034),(52 219.79259),(53 220.59375),(54 225.09882),(55 224.1847),(56 225.77594),(57 229.96988),(58 226.91292),(59 228.90602),(60 232.35197),(61 232.21875),(62 232.29958),(63 234.12708),(64 231.31906),(65 231.71579),(66 234.11655),(67 228.93886),(68 230.15234),(69 229.29236),(70 227.22665),(71 226.66481),(72 226.08345),(73 224.50223),(74 224.21889),(75 225.19759),(76 225.49136),(77 223.53398),(78 226.11841),(79 221.41696),
(1 111.92239),(2 135.89247),(3 151.60791),(4 165.79683),(5 174.7808),(6 181.63757),(7 190.81961),(8 193.1794),(9 200.47777),(10 205.18716),(11 204.84581),(12 206.21967),(13 213.20319),(14 207.99509),(15 211.28006),(16 216.6931),(17 213.42209),(18 211.79529),(19 213.8815),(20 209.8091),(21 211.9273),(22 212.47481),(23 209.28069),(24 211.00005),(25 214.71365),(26 218.35542),(27 218.81517),(28 226.41559),(29 223.2161),(30 223.81772),(31 224.44112),(32 224.24118),(33 228.94337),(34 227.4005),(35 225.95073),(36 228.29945),(37 226.01927),(38 225.02278),(39 226.89842),(40 224.39642),(41 221.53749),(42 221.30592),(43 219.0658),(44 217.73921),(45 217.97253),(46 213.86061),(47 209.25508),(48 210.57494),(49 207.71848),(50 209.38924),(51 211.34354),(52 211.61198),(53 212.39316),(54 215.3189),(55 211.01671),(56 214.99002),(57 216.63547),(58 213.11034),(59 215.39471),(60 220.93607),(61 218.42026),(62 220.67859),(63 222.84552),(64 221.2674),(65 220.03252),(66 223.64694),(67 219.1536),(68 220.7445),(69 220.5672),(70 219.99883),(71 217.67453),(72 218.87471),(73 216.06459),(74 215.94667),(75 216.86768),(76 218.17833),(77 217.87355),(78 223.15341),(79 220.77338),
(1 111.45563),(2 137.71925),(3 154.38068),(4 170.44771),(5 177.67795),(6 182.60355),(7 190.91972),(8 192.15134),(9 198.60661),(10 201.11353),(11 199.81975),(12 201.89722),(13 205.79863),(14 204.29247),(15 205.90883),(16 211.46721),(17 207.25368),(18 207.9529),(19 211.2181),(20 207.46451),(21 206.4908),(22 206.69817),(23 204.99652),(24 207.22012),(25 211.94469),(26 211.60095),(27 215.12772),(28 226.63779),(29 224.68494),(30 222.16492),(31 222.29602),(32 223.76476),(33 228.2317),(34 224.2112),(35 223.67653),(36 225.04324),(37 225.35509),(38 226.45859),(39 229.92659),(40 226.65431),(41 224.24823),(42 225.4083),(43 220.08057),(44 219.07079),(45 220.9949),(46 217.381),(47 213.81746),(48 213.96957),(49 208.91148),(50 208.83617),(51 212.84967),(52 209.06891),(53 209.0797),(54 214.02733),(55 214.4104),(56 216.29558),(57 221.77225),(58 220.54433),(59 225.63141),(60 227.19495),(61 226.73769),(62 227.90099),(63 228.1915),(64 225.36737),(65 223.37183),(66 225.77347),(67 221.17465),(68 221.12325),(69 221.82257),(70 219.556),(71 219.33008),(72 223.20789),(73 219.09285),(74 218.092),(75 220.45157),(76 220.05557),(77 217.27116),(78 219.55296),(79 218.47183),
(1 111.04405),(2 136.57785),(3 151.86371),(4 166.25339),(5 173.00519),(6 178.59001),(7 188.21753),(8 191.01912),(9 195.79993),(10 197.75134),(11 196.2307),(12 196.77228),(13 203.23807),(14 199.05869),(15 201.88817),(16 205.92574),(17 203.5041),(18 203.20367),(19 208.09186),(20 203.15005),(21 201.78693),(22 202.6238),(23 203.88069),(24 205.97546),(25 211.79944),(26 212.02907),(27 216.87134),(28 225.49025),(29 226.08354),(30 225.57439),(31 224.3195),(32 227.07576),(33 230.75233),(34 225.70702),(35 223.39381),(36 224.61394),(37 226.03198),(38 226.27371),(39 226.50705),(40 223.11235),(41 222.68385),(42 222.50201),(43 219.54646),(44 219.76663),(45 218.59561),(46 215.56285),(47 209.57045),(48 210.08168),(49 205.5771),(50 208.16956),(51 210.99254),(52 207.64493),(53 209.08958),(54 211.99768),(55 212.57697),(56 213.54478),(57 219.02794),(58 217.57155),(59 222.14534),(60 223.77705),(61 219.55241),(62 222.81833),(63 223.731),(64 222.36469),(65 220.91742),(66 223.05952),(67 218.4006),(68 217.45784),(69 218.83763),(70 214.52116),(71 214.17775),(72 216.7777),(73 213.87674),(74 212.85918),(75 215.94199),(76 214.85907),(77 213.3797),(78 217.33235),(79 216.90268),
(1 109.37876),(2 135.0641),(3 149.18788),(4 167.26369),(5 174.5299),(6 180.04636),(7 189.65933),(8 193.18881),(9 196.16122),(10 199.17075),(11 199.29265),(12 202.41457),(13 206.2233),(14 201.25153),(15 201.94186),(16 205.36821),(17 201.94081),(18 200.1589),(19 203.50424),(20 199.4767),(21 199.20465),(22 202.97618),(23 202.46622),(24 205.21175),(25 210.98349),(26 210.94325),(27 214.66641),(28 226.53954),(29 224.24602),(30 222.97705),(31 221.50156),(32 221.6181),(33 226.73067),(34 224.67383),(35 223.14835),(36 222.17863),(37 220.50214),(38 218.47832),(39 220.06998),(40 218.13908),(41 218.19632),(42 217.22066),(43 214.62912),(44 210.69965),(45 210.79068),(46 208.91698),(47 205.35312),(48 205.79903),(49 206.18753),(50 208.5188),(51 214.56203),(52 210.28586),(53 211.2968),(54 216.26392),(55 215.13768),(56 215.08324),(57 222.68333),(58 220.44606),(59 225.80064),(60 227.8308),(61 226.18584),(62 227.94138),(63 230.12198),(64 227.74773),(65 227.0267),(66 229.23235),(67 225.07094),(68 224.13747),(69 221.47021),(70 218.75174),(71 216.90744),(72 219.06651),(73 215.2648),(74 213.63261),(75 215.4396),(76 214.13121),(77 214.80687),(78 219.69717),(79 216.46063),
(1 106.14795),(2 132.58151),(3 146.22974),(4 162.08122),(5 168.95685),(6 174.3505),(7 185.07368),(8 187.41829),(9 190.86539),(10 193.1803),(11 194.46332),(12 195.64923),(13 198.9564),(14 196.318),(15 199.18849),(16 200.52727),(17 198.90514),(18 197.41158),(19 200.48442),(20 195.94203),(21 196.15865),(22 199.19806),(23 196.47197),(24 196.76016),(25 204.93454),(26 202.86116),(27 205.72356),(28 217.44843),(29 216.98732),(30 216.0558),(31 215.39209),(32 214.7063),(33 218.36263),(34 219.40613),(35 217.4333),(36 220.7363),(37 219.66257),(38 214.83124),(39 217.84117),(40 217.42593),(41 214.40092),(42 214.35263),(43 212.70317),(44 208.43959),(45 208.53131),(46 205.00037),(47 202.567),(48 201.30486),(49 199.33073),(50 200.00427),(51 203.75604),(52 200.97899),(53 203.67528),(54 206.23108),(55 205.26836),(56 207.59251),(57 212.85832),(58 212.02853),(59 213.5683),(60 218.63434),(61 215.69536),(62 218.7502),(63 220.819),(64 216.73291),(65 216.4841),(66 219.30544),(67 215.00844),(68 215.77963),(69 215.81859),(70 212.71896),(71 211.64874),(72 211.67317),(73 207.62062),(74 207.09752),(75 207.86765),(76 208.26903),(77 207.33272),(78 209.89064),(79 206.93184),
(1 104.74643),(2 130.0771),(3 146.03784),(4 160.97308),(5 169.58784),(6 173.95036),(7 185.17477),(8 184.64133),(9 187.08273),(10 189.42789),(11 188.76395),(12 190.85793),(13 198.10391),(14 195.38106),(15 196.65182),(16 200.91464),(17 199.32564),(18 198.78587),(19 198.52686),(20 196.49576),(21 196.55748),(22 199.13583),(23 194.27551),(24 197.86842),(25 203.3636),(26 204.75835),(27 207.18402),(28 213.72649),(29 213.72794),(30 212.0658),(31 212.61714),(32 210.74208),(33 214.21782),(34 212.27646),(35 214.4989),(36 216.22725),(37 214.08041),(38 212.88145),(39 213.37018),(40 211.71779),(41 209.38382),(42 213.34908),(43 211.62596),(44 209.64462),(45 209.3904),(46 207.53197),(47 201.90111),(48 202.66518),(49 200.95293),(50 200.95824),(51 202.28828),(52 200.95062),(53 201.04544),(54 206.72603),(55 210.98602),(56 213.40239),(57 218.55812),(58 216.73747),(59 218.33904),(60 220.04373),(61 217.62111),(62 221.22203),(63 222.61768),(64 220.3919),(65 218.037),(66 218.90808),(67 215.49391),(68 215.64809),(69 218.2838),(70 217.77975),(71 216.13644),(72 217.59158),(73 214.69151),(74 214.2087),(75 213.5182),(76 214.66493),(77 215.7028),(78 219.27972),(79 216.60152),
(1 105.49492),(2 131.09828),(3 144.63612),(4 159.05702),(5 168.16776),(6 172.97093),(7 180.28198),(8 184.20801),(9 186.8926),(10 189.21626),(11 188.20084),(12 192.09106),(13 198.99373),(14 197.09564),(15 197.55571),(16 200.04558),(17 198.05511),(18 199.51419),(19 197.5667),(20 194.9688),(21 194.43503),(22 195.90004),(23 194.27179),(24 199.05496),(25 203.86696),(26 206.16069),(27 207.9767),(28 213.22946),(29 212.31331),(30 211.0079),(31 210.74681),(32 213.35406),(33 215.51312),(34 215.21788),(35 213.38792),(36 216.7193),(37 215.7391),(38 214.68471),(39 216.78815),(40 214.80867),(41 213.12746),(42 214.12727),(43 211.63792),(44 208.66322),(45 208.25386),(46 206.54723),(47 203.50865),(48 203.12798),(49 198.89569),(50 201.36456),(51 204.351),(52 202.27588),(53 203.74197),(54 205.32729),(55 207.41507),(56 208.82709),(57 213.51169),(58 210.87859),(59 212.91437),(60 214.17564),(61 213.54689),(62 216.27126),(63 216.79875),(64 214.22574),(65 213.63673),(66 214.1167),(67 210.9385),(68 210.80438),(69 211.54182),(70 208.36026),(71 206.59479),(72 206.54506),(73 204.45573),(74 204.04005),(75 203.84851),(76 205.2238),(77 208.4858),(78 209.63846),(79 208.58716),
