1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 132543.56),(2 350363.66),(3 735138.8),(4 1140684),(5 1676878.1),(6 2220630),(7 2854897.3),(8 3444966.8),(9 4146561.3),(10 4843720.5),(11 5685043.5),(12 6582182.5),(13 7635706.5),(14 8799037),(15 10184883),(16 11606072),(17 13128472),(18 14746492),(19 16324737),(20 17783534),(21 19279882),(22 20742718),(23 22450178),(24 23994480),(25 26090520),(26 27887952),(27 29853470),(28 31802064),(29 33739750),(30 35716590),(31 37607664),(32 39559284),(33 41426240),(34 43296476),(35 45051244),(36 46901136),(37 48611644),(38 50457388),(39 52221744),(40 54123890),(41 55935444),(42 57918224),(43 59865810),(44 61786268),(45 63732940),(46 65533140),(47 67304900),(48 68935780),(49 70715704),(50 72957610),(51 74637730),(52 76404440),(53 78181150),(54 79902230),(55 81818070),(56 83911624),(57 85859624),(58 87810056),(59 89857920),(60 91674600),(61 93621310),(62 95597560),(63 97607960),(64 100104424),(65 102531736),(66 104858410),(67 107319580),(68 109965290),(69 112988190),(70 115876320),(71 118747864),(72 121816856),(73 124699990),(74 127978370),(75 131561240),(76 134634770),(77 137587020),(78 140528140),(79 143155250),
(1 104.021454),(2 122.97849),(3 130.58315),(4 138.71144),(5 143.5137),(6 148.054),(7 153.42029),(8 158.78772),(9 160.40663),(10 165.90546),(11 167.45421),(12 173.0407),(13 170.51721),(14 172.96918),(15 169.86037),(16 170.17503),(17 167.56076),(18 169.06635),(19 165.02667),(20 166.3705),(21 162.50558),(22 166.0979),(23 164.10622),(24 169.29237),(25 169.02684),(26 171.54485),(27 169.38412),(28 172.59729),(29 172.03436),(30 173.31276),(31 168.34215),(32 169.1612),(33 166.0307),(34 167.99496),(35 166.31877),(36 167.35733),(37 166.09036),(38 167.94441),(39 166.42542),(40 168.57631),(41 169.33665),(42 172.49728),(43 169.75842),(44 173.25124),(45 172.27815),(46 173.07019),(47 172.54637),(48 176.09784),(49 173.70273),(50 174.6142),(51 168.99135),(52 170.48112),(53 170.23387),(54 171.36359),(55 170.99376),(56 173.23065),(57 171.98564),(58 175.0438),(59 173.0785),(60 175.27144),(61 173.14693),(62 175.64545),(63 173.19838),(64 173.50006),(65 172.06824),(66 171.94249),(67 171.44357),(68 173.1586),(69 168.75331),(70 172.30495),(71 171.0011),(72 176.08104),(73 174.22702),(74 176.31136),(75 175.99095),(76 176.34042),(77 174.7903),(78 178.8764),(79 177.27745),
(1 101.17758),(2 118.900024),(3 125.8921),(4 133.02173),(5 140.3457),(6 144.91257),(7 147.98178),(8 154.43724),(9 155.5285),(10 159.91043),(11 161.95522),(12 168.63509),(13 165.88866),(14 168.9135),(15 166.12363),(16 168.14215),(17 167.96257),(18 169.59966),(19 168.51457),(20 169.27748),(21 166.37747),(22 168.27464),(23 168.74945),(24 172.57545),(25 172.21577),(26 174.36482),(27 173.51251),(28 176.6376),(29 176.6844),(30 175.90236),(31 171.32033),(32 170.64919),(33 168.10645),(34 168.54033),(35 165.3561),(36 166.43674),(37 165.95572),(38 168.72401),(39 168.4518),(40 171.08736),(41 171.69843),(42 173.5279),(43 175.44073),(44 176.55807),(45 175.02171),(46 175.93324),(47 172.12643),(48 173.8525),(49 172.18227),(50 174.57863),(51 170.84137),(52 171.10762),(53 170.4226),(54 169.66113),(55 168.31808),(56 169.43745),(57 168.35619),(58 170.81291),(59 170.21693),(60 170.94936),(61 169.84666),(62 171.99277),(63 168.66975),(64 171.306),(65 166.93362),(66 168.99504),(67 168.49316),(68 170.63284),(69 167.7633),(70 169.36774),(71 168.0626),(72 171.6666),(73 169.31004),(74 173.26697),(75 171.95662),(76 175.19443),(77 172.17078),(78 172.16937),(79 170.66632),
(1 101.237015),(2 118.69746),(3 125.84053),(4 133.14798),(5 139.32144),(6 144.52971),(7 146.2676),(8 152.43983),(9 154.4048),(10 157.68028),(11 159.35709),(12 165.99277),(13 163.64182),(14 167.58759),(15 166.99257),(16 168.48827),(17 166.58086),(18 168.80617),(19 166.24721),(20 166.038),(21 166.31358),(22 167.10605),(23 164.40144),(24 166.84422),(25 168.78702),(26 171.0851),(27 170.71785),(28 173.67488),(29 171.96997),(30 172.92175),(31 167.98734),(32 168.5857),(33 165.30765),(34 167.40732),(35 164.54988),(36 165.25745),(37 163.83725),(38 165.99335),(39 165.62332),(40 167.19643),(41 166.51645),(42 171.12991),(43 172.25336),(44 174.91463),(45 172.6784),(46 174.44836),(47 169.1732),(48 170.89738),(49 167.05293),(50 170.87164),(51 167.24683),(52 168.01984),(53 166.93398),(54 169.08551),(55 167.37352),(56 169.41591),(57 169.69862),(58 172.45868),(59 169.93848),(60 171.47646),(61 171.46507),(62 173.83723),(63 169.88626),(64 172.43237),(65 171.19923),(66 173.08194),(67 170.76404),(68 172.83794),(69 169.62668),(70 172.35861),(71 169.78201),(72 172.3707),(73 171.15747),(74 173.03857),(75 173.11388),(76 173.66785),(77 171.30208),(78 173.24522),(79 172.0524),
(1 100.83177),(2 119.27988),(3 126.62259),(4 133.88109),(5 139.7304),(6 145.55473),(7 149.1636),(8 153.0968),(9 154.84541),(10 158.78697),(11 161.56885),(12 166.86009),(13 167.32909),(14 167.78593),(15 163.8934),(16 167.98665),(17 164.29909),(18 164.84535),(19 164.14412),(20 165.45003),(21 164.37077),(22 165.80374),(23 164.56213),(24 166.6295),(25 166.18896),(26 169.22438),(27 168.23169),(28 170.4994),(29 168.19063),(30 169.73012),(31 166.70847),(32 167.234),(33 163.90448),(34 164.53226),(35 162.81404),(36 164.29973),(37 162.95149),(38 165.41049),(39 163.41623),(40 167.97337),(41 165.45023),(42 169.25793),(43 169.32613),(44 171.83635),(45 168.37547),(46 171.3444),(47 168.27469),(48 169.18585),(49 166.04971),(50 168.56334),(51 164.83025),(52 166.36743),(53 165.59665),(54 167.50372),(55 165.92917),(56 167.66838),(57 164.88861),(58 168.88828),(59 167.60391),(60 169.20297),(61 168.39474),(62 169.73451),(63 166.8834),(64 167.89241),(65 167.55695),(66 168.13896),(67 165.87067),(68 166.83958),(69 164.99033),(70 167.91695),(71 165.67651),(72 167.98215),(73 167.78545),(74 171.06279),(75 169.4756),(76 170.27034),(77 168.69264),(78 171.14824),(79 169.32358),
(1 100.77058),(2 119.330956),(3 124.57051),(4 133.84543),(5 139.67288),(6 146.06075),(7 148.59967),(8 152.96478),(9 157.63528),(10 161.38373),(11 162.23358),(12 167.01605),(13 163.994),(14 164.79001),(15 163.22403),(16 165.95944),(17 163.02042),(18 164.72029),(19 163.52612),(20 165.14436),(21 163.53418),(22 164.61287),(23 163.03473),(24 165.82222),(25 166.17412),(26 168.76256),(27 167.57434),(28 169.79408),(29 168.78831),(30 169.10118),(31 165.7017),(32 165.22504),(33 162.97212),(34 164.32552),(35 161.70671),(36 162.41125),(37 161.26361),(38 164.76224),(39 161.26013),(40 166.81273),(41 166.03174),(42 169.5747),(43 169.01378),(44 171.74278),(45 170.28716),(46 173.01912),(47 172.53613),(48 173.05693),(49 169.524),(50 169.81937),(51 168.38928),(52 170.15877),(53 167.39409),(54 168.9751),(55 166.2368),(56 167.35374),(57 166.15013),(58 171.19496),(59 169.08307),(60 170.0677),(61 171.87381),(62 171.8558),(63 170.67853),(64 171.2667),(65 170.62268),(66 172.65779),(67 170.53539),(68 173.48547),(69 172.82256),(70 174.26375),(71 173.53613),(72 175.93227),(73 174.43587),(74 176.34315),(75 173.0221),(76 173.43292),(77 172.096),(78 174.61748),(79 172.71379),
(1 100.244606),(2 120.04436),(3 124.764275),(4 132.54892),(5 139.74097),(6 145.80298),(7 147.90936),(8 151.43439),(9 155.2558),(10 158.83836),(11 163.13795),(12 169.11127),(13 165.94884),(14 168.49092),(15 167.15033),(16 168.66153),(17 165.48354),(18 167.99359),(19 167.10663),(20 169.55629),(21 167.95827),(22 170.38591),(23 167.55408),(24 171.85632),(25 171.64268),(26 172.49475),(27 169.91792),(28 173.72722),(29 173.35402),(30 173.33371),(31 170.03024),(32 171.5593),(33 166.69345),(34 168.45764),(35 164.8329),(36 167.88426),(37 164.76451),(38 168.20447),(39 166.62082),(40 170.65137),(41 171.44788),(42 171.40598),(43 171.43826),(44 175.09163),(45 174.36887),(46 174.4167),(47 173.07176),(48 176.66388),(49 170.25026),(50 172.27238),(51 169.9942),(52 170.57758),(53 168.38615),(54 171.94357),(55 169.75461),(56 172.17955),(57 170.75592),(58 173.70473),(59 171.31197),(60 172.74944),(61 171.09991),(62 170.97215),(63 169.83762),(64 171.40128),(65 169.55972),(66 172.15015),(67 168.08733),(68 167.68204),(69 165.36053),(70 168.9256),(71 168.90561),(72 171.45447),(73 168.95758),(74 172.33736),(75 169.5591),(76 170.65486),(77 169.7957),(78 171.48845),(79 169.82886),
(1 98.41711),(2 117.31493),(3 124.20897),(4 129.54704),(5 137.63559),(6 141.49768),(7 144.42183),(8 148.0853),(9 150.87457),(10 154.21706),(11 155.61983),(12 159.9831),(13 159.42311),(14 162.3905),(15 161.70627),(16 162.67747),(17 161.4718),(18 161.72969),(19 161.00833),(20 162.07098),(21 160.79716),(22 159.81642),(23 160.06158),(24 162.04167),(25 161.16397),(26 162.14078),(27 161.03699),(28 163.68327),(29 163.13008),(30 162.8239),(31 160.3579),(32 160.24118),(33 158.4474),(34 160.32233),(35 157.44046),(36 158.71523),(37 157.6074),(38 160.54675),(39 159.85767),(40 161.94226),(41 161.72362),(42 164.6863),(43 164.4091),(44 168.38354),(45 167.58115),(46 169.11993),(47 166.72858),(48 168.95003),(49 165.32567),(50 167.67155),(51 165.9652),(52 166.99228),(53 165.42433),(54 167.21313),(55 163.84308),(56 164.9134),(57 166.07518),(58 168.26317),(59 167.39821),(60 168.38177),(61 167.08058),(62 169.15294),(63 166.62419),(64 167.84471),(65 164.91318),(66 165.10443),(67 163.38104),(68 166.77576),(69 163.42915),(70 165.97998),(71 165.46472),(72 169.28288),(73 168.77614),(74 171.21346),(75 167.24692),(76 170.82181),(77 170.37074),(78 172.34273),(79 170.70682),
(1 98.87772),(2 116.25491),(3 122.62044),(4 130.39218),(5 137.76083),(6 142.1739),(7 145.76155),(8 152.87949),(9 155.85695),(10 160.22878),(11 161.5541),(12 167.1493),(13 167.59998),(14 169.49391),(15 167.00845),(16 168.99539),(17 167.17575),(18 168.52063),(19 166.92332),(20 169.89459),(21 168.00781),(22 168.65887),(23 167.70328),(24 171.88924),(25 171.7292),(26 174.43683),(27 173.4654),(28 175.68933),(29 173.31056),(30 173.02501),(31 170.19096),(32 171.77983),(33 168.30359),(34 168.73482),(35 165.91484),(36 167.58344),(37 167.01859),(38 169.0334),(39 166.51602),(40 168.506),(41 170.71777),(42 173.00572),(43 170.41615),(44 175.36832),(45 172.23187),(46 174.39351),(47 172.60017),(48 173.93567),(49 170.77231),(50 171.82524),(51 169.77267),(52 172.0222),(53 168.01746),(54 171.1505),(55 169.60738),(56 171.52377),(57 171.95349),(58 174.615),(59 173.90715),(60 173.96468),(61 174.67195),(62 177.014),(63 176.45352),(64 176.92607),(65 173.134),(66 173.25513),(67 173.05074),(68 172.92776),(69 172.81693),(70 173.41286),(71 172.05302),(72 175.95477),(73 172.9703),(74 174.48553),(75 173.89563),(76 175.55727),(77 174.91142),(78 174.03813),(79 172.16621),
(1 98.874664),(2 116.22647),(3 121.415344),(4 129.1465),(5 136.7249),(6 139.992),(7 142.75208),(8 146.57211),(9 149.63118),(10 155.4124),(11 156.12297),(12 161.68979),(13 162.01953),(14 163.80087),(15 162.05205),(16 164.30843),(17 162.49602),(18 163.82365),(19 162.13443),(20 164.30817),(21 161.68024),(22 164.87024),(23 161.57825),(24 163.94345),(25 164.6103),(26 165.86351),(27 166.00473),(28 168.287),(29 167.5717),(30 167.844),(31 166.12433),(32 165.007),(33 160.5179),(34 161.06364),(35 160.11287),(36 160.1073),(37 160.1085),(38 162.54288),(39 160.4718),(40 163.36205),(41 164.05768),(42 165.9457),(43 167.03928),(44 170.21977),(45 167.59702),(46 169.54903),(47 166.90948),(48 166.7988),(49 162.5785),(50 164.08713),(51 162.78546),(52 164.81544),(53 162.2378),(54 164.83064),(55 164.29979),(56 164.70631),(57 163.74138),(58 165.82831),(59 164.6251),(60 166.32811),(61 164.9062),(62 167.8463),(63 163.19609),(64 166.82999),(65 163.66269),(66 163.3809),(67 163.15334),(68 165.16035),(69 164.25545),(70 165.68523),(71 163.66603),(72 168.54977),(73 166.03278),(74 168.84358),(75 166.9028),(76 168.38312),(77 167.02226),(78 168.13443),(79 166.11761),
(1 98.58661),(2 118.050644),(3 124.194916),(4 131.6097),(5 137.49432),(6 142.48595),(7 145.89468),(8 149.26787),(9 151.46083),(10 155.93887),(11 158.0512),(12 163.0816),(13 163.36731),(14 163.8383),(15 162.1042),(16 165.88834),(17 163.32953),(18 164.25542),(19 160.80493),(20 164.94579),(21 163.36148),(22 164.2977),(23 162.96054),(24 164.49458),(25 164.22752),(26 165.935),(27 165.19681),(28 170.11713),(29 166.9555),(30 167.78032),(31 165.78445),(32 165.3805),(33 162.63232),(34 162.58803),(35 160.60362),(36 162.62865),(37 159.712),(38 161.91344),(39 158.89162),(40 163.77228),(41 162.99852),(42 166.35797),(43 167.23221),(44 170.44122),(45 169.31049),(46 169.97327),(47 169.22443),(48 172.2627),(49 168.0095),(50 169.10777),(51 167.08821),(52 168.95428),(53 167.33807),(54 168.81871),(55 168.79549),(56 171.05429),(57 167.98608),(58 171.51819),(59 170.6869),(60 174.07953),(61 172.03702),(62 171.59041),(63 170.0496),(64 171.31784),(65 169.28404),(66 169.08667),(67 167.55515),(68 170.44565),(69 166.7601),(70 167.95221),(71 168.3047),(72 169.7623),(73 170.4426),(74 170.97289),(75 170.77386),(76 171.1556),(77 171.00897),(78 173.88255),(79 170.83385),
(1 99.05171),(2 116.169785),(3 123.03099),(4 131.7215),(5 137.8152),(6 141.42674),(7 144.67525),(8 150.49098),(9 153.64902),(10 157.4871),(11 159.83228),(12 162.84511),(13 164.20187),(14 164.56396),(15 162.01118),(16 164.95345),(17 162.68039),(18 163.52933),(19 161.64296),(20 162.6934),(21 161.46043),(22 163.03001),(23 161.0912),(24 163.31906),(25 165.93384),(26 168.62968),(27 166.06992),(28 169.68756),(29 168.09975),(30 169.9947),(31 167.02657),(32 167.02477),(33 163.53441),(34 161.95706),(35 159.23235),(36 162.19891),(37 161.58987),(38 161.69783),(39 159.27737),(40 162.3595),(41 162.53807),(42 164.37065),(43 165.92743),(44 168.42705),(45 166.1629),(46 167.6143),(47 165.13297),(48 165.76855),(49 161.85104),(50 163.6633),(51 162.5085),(52 162.62888),(53 159.90465),(54 161.48148),(55 161.79247),(56 162.71527),(57 162.41052),(58 167.16052),(59 164.16599),(60 165.66048),(61 165.11508),(62 165.06836),(63 165.79),(64 165.33058),(65 163.09113),(66 163.12709),(67 161.95016),(68 164.90862),(69 163.41457),(70 166.39346),(71 164.92686),(72 168.44942),(73 168.3511),(74 169.72401),(75 169.36354),(76 172.45174),(77 171.30386),(78 174.15959),(79 171.8496),
(1 98.13013),(2 116.854774),(3 121.64966),(4 127.354965),(5 134.30489),(6 139.76561),(7 140.8963),(8 144.03714),(9 148.3193),(10 152.30792),(11 152.42674),(12 158.8494),(13 160.07133),(14 162.18008),(15 159.8756),(16 161.67572),(17 158.6776),(18 160.84529),(19 159.14743),(20 161.14648),(21 160.9583),(22 162.63004),(23 159.9586),(24 161.9366),(25 161.01561),(26 163.68987),(27 163.54082),(28 166.50049),(29 164.86508),(30 166.08694),(31 164.19553),(32 164.69843),(33 161.69086),(34 161.15147),(35 159.46375),(36 159.30582),(37 158.64297),(38 161.34978),(39 159.83118),(40 162.52063),(41 163.0045),(42 163.82394),(43 164.49275),(44 167.47194),(45 164.26353),(46 167.42859),(47 164.87341),(48 166.52953),(49 162.99457),(50 165.95543),(51 164.04813),(52 165.43544),(53 161.495),(54 163.58907),(55 161.90546),(56 165.83934),(57 164.32652),(58 165.68277),(59 162.74947),(60 163.97166),(61 162.49638),(62 164.88545),(63 162.98221),(64 164.59483),(65 162.8976),(66 163.95447),(67 161.1654),(68 163.6928),(69 162.30937),(70 162.5186),(71 160.19273),(72 163.3337),(73 162.26749),(74 163.96556),(75 162.5184),(76 166.73926),(77 165.99341),(78 166.47491),(79 163.77711),
(1 97.12308),(2 114.757164),(3 121.51468),(4 127.94114),(5 133.21889),(6 139.24716),(7 141.60834),(8 145.77037),(9 148.97638),(10 153.45352),(11 153.3919),(12 157.94675),(13 157.87611),(14 158.83687),(15 156.46942),(16 160.04149),(17 157.2243),(18 158.37108),(19 157.04106),(20 157.33102),(21 157.58),(22 159.4571),(23 158.86336),(24 161.7324),(25 162.91177),(26 163.7793),(27 163.67029),(28 165.9476),(29 164.54834),(30 165.86049),(31 161.59966),(32 165.22969),(33 162.4087),(34 162.29414),(35 160.87234),(36 160.95282),(37 158.62204),(38 162.29276),(39 160.48483),(40 162.44983),(41 161.97699),(42 163.85587),(43 164.15434),(44 166.60205),(45 166.97458),(46 167.18869),(47 166.12895),(48 168.60228),(49 165.39943),(50 166.2071),(51 164.30391),(52 165.33983),(53 161.991),(54 162.81306),(55 161.49362),(56 162.85277),(57 165.11197),(58 165.43199),(59 164.26483),(60 165.12857),(61 166.5573),(62 168.60277),(63 166.64635),(64 169.5158),(65 166.99417),(66 168.99066),(67 166.03526),(68 168.11128),(69 167.23303),(70 170.95654),(71 170.19174),(72 172.4946),(73 170.56349),(74 172.81708),(75 171.90205),(76 172.73923),(77 172.77794),(78 172.92287),(79 169.68254),
(1 96.60007),(2 113.62611),(3 120.25473),(4 125.209915),(5 132.63712),(6 139.41937),(7 140.434),(8 144.39995),(9 145.27025),(10 149.4696),(11 151.86287),(12 156.61533),(13 157.98608),(14 159.64743),(15 157.97789),(16 157.71915),(17 156.24295),(18 156.86308),(19 155.76643),(20 155.45457),(21 155.88742),(22 158.37851),(23 155.9156),(24 159.68965),(25 158.84186),(26 160.63293),(27 156.79634),(28 160.71005),(29 160.83334),(30 163.41223),(31 159.05647),(32 161.5341),(33 156.91661),(34 158.07422),(35 156.21367),(36 156.17987),(37 153.4295),(38 156.71092),(39 155.49762),(40 157.71718),(41 160.90071),(42 161.80696),(43 160.3921),(44 163.58519),(45 162.10968),(46 163.33229),(47 160.09023),(48 161.9676),(49 160.99855),(50 161.59778),(51 158.41635),(52 159.15875),(53 157.33087),(54 157.29967),(55 156.29819),(56 157.96788),(57 158.14708),(58 160.63394),(59 160.22035),(60 163.13043),(61 162.15025),(62 163.7858),(63 163.24411),(64 164.01427),(65 161.33603),(66 163.28534),(67 162.45595),(68 163.47356),(69 161.23589),(70 161.85658),(71 160.95435),(72 164.20232),(73 163.12395),(74 167.61443),(75 167.11661),(76 167.58264),(77 167.86354),(78 169.89484),(79 166.50577),
(1 98.000984),(2 115.49223),(3 121.39846),(4 127.01098),(5 135.13315),(6 141.08537),(7 142.77231),(8 148.27586),(9 151.84822),(10 155.44472),(11 155.44461),(12 160.8683),(13 161.7547),(14 165.65353),(15 163.46239),(16 164.22922),(17 164.08803),(18 167.29665),(19 165.98701),(20 166.05759),(21 164.74261),(22 166.61214),(23 164.10503),(24 164.87344),(25 168.16783),(26 167.65439),(27 164.46619),(28 167.14354),(29 167.64983),(30 167.2332),(31 163.38884),(32 165.0615),(33 161.52014),(34 160.77058),(35 159.79492),(36 159.25749),(37 158.05101),(38 160.03731),(39 159.58322),(40 162.07843),(41 162.47083),(42 165.45522),(43 164.27834),(44 167.1623),(45 166.43729),(46 168.35495),(47 165.78186),(48 169.19731),(49 167.89885),(50 167.82037),(51 165.35188),(52 165.7777),(53 163.85431),(54 165.30467),(55 162.6052),(56 164.09851),(57 163.57555),(58 164.25067),(59 163.3263),(60 165.21877),(61 164.00485),(62 164.00247),(63 162.8877),(64 164.27737),(65 162.64912),(66 163.04175),(67 162.48128),(68 164.60056),(69 162.8092),(70 165.02571),(71 164.19919),(72 165.93616),(73 163.65907),(74 167.75394),(75 165.43187),(76 166.59796),(77 165.502),(78 166.45222),(79 163.71791),
(1 96.945885),(2 117.15123),(3 120.714325),(4 126.623024),(5 134.03458),(6 140.63258),(7 143.05093),(8 148.07327),(9 150.81837),(10 155.51534),(11 155.2677),(12 160.33203),(13 159.04405),(14 161.19366),(15 158.64694),(16 159.91043),(17 158.2517),(18 161.13925),(19 157.81383),(20 157.98685),(21 156.9345),(22 159.44395),(23 158.15665),(24 159.16933),(25 161.07347),(26 162.37816),(27 159.82076),(28 161.98378),(29 162.1078),(30 164.56981),(31 160.78291),(32 162.13283),(33 160.29984),(34 162.71974),(35 159.49355),(36 159.72995),(37 157.3923),(38 162.44986),(39 161.18152),(40 161.69736),(41 163.9738),(42 167.85802),(43 167.41368),(44 168.29807),(45 169.3874),(46 169.549),(47 166.15752),(48 168.04616),(49 166.32434),(50 166.36922),(51 163.90067),(52 166.1115),(53 164.04286),(54 165.76836),(55 163.91374),(56 164.9294),(57 164.2429),(58 166.3161),(59 165.08786),(60 167.57426),(61 168.25154),(62 169.30261),(63 167.69261),(64 167.89922),(65 166.9805),(66 167.12015),(67 165.3902),(68 166.85876),(69 165.55212),(70 167.16954),(71 166.4749),(72 168.84856),(73 165.3592),(74 170.60635),(75 170.45566),(76 168.91014),(77 167.34244),(78 168.42307),(79 167.97557),
(1 96.77629),(2 114.54811),(3 119.61494),(4 125.56117),(5 133.12723),(6 137.30641),(7 139.2432),(8 145.5674),(9 147.72823),(10 153.59009),(11 154.39351),(12 160.53294),(13 160.3633),(14 164.2138),(15 160.58568),(16 161.86363),(17 158.66367),(18 161.70177),(19 158.74815),(20 160.81886),(21 158.83519),(22 160.78703),(23 159.93053),(24 161.22575),(25 162.06145),(26 164.66386),(27 162.83655),(28 164.53508),(29 164.04459),(30 164.39984),(31 158.36034),(32 161.22867),(33 157.03145),(34 158.13344),(35 155.06454),(36 154.72557),(37 153.7857),(38 157.57854),(39 156.33167),(40 156.51591),(41 157.39786),(42 159.9669),(43 159.41956),(44 161.5918),(45 161.41953),(46 163.37317),(47 160.45045),(48 161.86066),(49 159.73608),(50 160.23741),(51 157.30853),(52 158.70068),(53 156.08713),(54 158.08736),(55 156.52582),(56 158.08127),(57 157.7789),(58 161.32596),(59 157.37126),(60 159.78915),(61 160.53696),(62 159.73149),(63 158.76646),(64 161.12477),(65 159.88463),(66 161.92606),(67 159.37358),(68 162.16971),(69 161.11034),(70 162.06421),(71 162.56306),(72 164.42049),(73 162.36157),(74 165.79134),(75 165.40947),(76 166.24966),(77 164.6987),(78 167.40575),(79 166.5961),
(1 97.15713),(2 113.88308),(3 118.16555),(4 123.39596),(5 132.6224),(6 137.8571),(7 139.76306),(8 145.35481),(9 147.76523),(10 152.23726),(11 152.99992),(12 157.33171),(13 156.23076),(14 158.83005),(15 155.41902),(16 157.16434),(17 155.2586),(18 156.98079),(19 158.3283),(20 158.3658),(21 154.91934),(22 159.59729),(23 158.47472),(24 159.11017),(25 159.82742),(26 161.92555),(27 160.7378),(28 163.84425),(29 163.8936),(30 164.39856),(31 159.2538),(32 161.47298),(33 158.96082),(34 159.65486),(35 158.0011),(36 157.11234),(37 157.0535),(38 162.23972),(39 161.17628),(40 162.21481),(41 161.71638),(42 166.97916),(43 166.04321),(44 168.22229),(45 167.13406),(46 171.39531),(47 168.82274),(48 168.03694),(49 167.05284),(50 167.24849),(51 164.32834),(52 166.30153),(53 162.73619),(54 163.85991),(55 161.99188),(56 162.44046),(57 161.77832),(58 163.54546),(59 161.94324),(60 163.57605),(61 161.74217),(62 161.7415),(63 160.96425),(64 163.42557),(65 162.39745),(66 162.08704),(67 162.43927),(68 164.01959),(69 161.28091),(70 162.2976),(71 161.67844),(72 164.41595),(73 162.22801),(74 164.89319),(75 163.55939),(76 164.69376),(77 163.71864),(78 166.24529),(79 163.37817),
