1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 269539.78),(2 909428.94),(3 1874665.9),(4 3147878),(5 4636596),(6 6351568.5),(7 8217545.5),(8 10166132),(9 12215216),(10 14369777),(11 16664520),(12 18878658),(13 21021994),(14 22967072),(15 24835546),(16 26524624),(17 28026928),(18 29366784),(19 30428862),(20 31291448),(21 32174090),(22 33010454),(23 34108268),(24 34970596),(25 35618148),(26 35992668),(27 36049948),(28 36003324),(29 35701204),(30 35484140),(31 35262684),(32 34520596),(33 33565600),(34 32617922),(35 31944274),(36 31568464),(37 31478666),(38 31415960),(39 31460134),(40 32001482),(41 32860464),(42 34153664),(43 35584852),(44 37157164),(45 38731412),(46 40640068),(47 42384868),(48 44089720),(49 45809100),(50 47272724),(51 48609936),(52 49932220),(53 51281572),(54 52670612),(55 53927620),(56 55130290),(57 56435744),(58 57777036),(59 59269652),(60 60815532),(61 62526572),(62 64283780),(63 66156096),(64 68201550),(65 70298090),(66 72531930),(67 75049760),(68 77658640),(69 80192510),(70 83087016),(71 86160390),(72 88927880),(73 91617090),(74 94230216),(75 96367864),(76 97894530),(77 98756260),(78 99305730),(79 99444840),
(1 1325.7242),(2 1851.4565),(3 2223.0012),(4 2425.8296),(5 2605.421),(6 2772.0356),(7 2900.967),(8 3125.787),(9 3223.3384),(10 3304.3613),(11 3392.6648),(12 3466.196),(13 3493.3198),(14 3539.9524),(15 3592.508),(16 3631.3088),(17 3674.0366),(18 3707.549),(19 3748.0852),(20 3749.3655),(21 3775.6724),(22 3852.191),(23 3941.8623),(24 3938.2842),(25 3947.5405),(26 3973.4998),(27 3997.4329),(28 4017.5544),(29 4042.964),(30 4055.0845),(31 4045.998),(32 4042.1028),(33 4032.6965),(34 4030.1716),(35 4033.598),(36 4029.9185),(37 4027.3489),(38 4034.3875),(39 4021.799),(40 4014.794),(41 4008.184),(42 4053.1074),(43 4024.81),(44 4011.6523),(45 4011.8467),(46 4046.11),(47 4087.683),(48 4089.9126),(49 4071.1094),(50 4090.298),(51 4171.763),(52 4181.4404),(53 4209.8154),(54 4196.2847),(55 4237.287),(56 4227.233),(57 4240.381),(58 4260.4653),(59 4242.293),(60 4220.1216),(61 4246.769),(62 4253.492),(63 4269.1206),(64 4267.646),(65 4264.209),(66 4250.113),(67 4265.5454),(68 4296.636),(69 4299.5635),(70 4280.5767),(71 4268.6216),(72 4232.0527),(73 4173.546),(74 4148.664),(75 4155.135),(76 4119.094),(77 4087.3022),(78 4101.2407),(79 4079.2976),
(1 1296.0677),(2 1813.2366),(3 2172.569),(4 2408.2952),(5 2647.3098),(6 2838.9656),(7 3017.8013),(8 3294.693),(9 3389.716),(10 3524.5034),(11 3633.815),(12 3712.6858),(13 3752.7349),(14 3821.0574),(15 3857.897),(16 3885.1108),(17 3953.6936),(18 4010.797),(19 4046.542),(20 4128.981),(21 4158.983),(22 4253.0854),(23 4327.796),(24 4348.8574),(25 4356.1865),(26 4369.5977),(27 4403.981),(28 4384.7866),(29 4400.653),(30 4409.33),(31 4387.202),(32 4353.638),(33 4326.351),(34 4314.922),(35 4300.2686),(36 4308.193),(37 4299.566),(38 4339.534),(39 4325.6514),(40 4316.8745),(41 4316.069),(42 4306.572),(43 4362.2217),(44 4356.0933),(45 4360.5884),(46 4385.2813),(47 4397.242),(48 4465.1274),(49 4453.1255),(50 4458.991),(51 4500.7925),(52 4522.9434),(53 4533.5254),(54 4556.9956),(55 4567.6895),(56 4575.8384),(57 4601.6),(58 4639.9614),(59 4636.499),(60 4656.834),(61 4663.083),(62 4691.533),(63 4741.9136),(64 4756.5713),(65 4774.563),(66 4728.5933),(67 4713.0806),(68 4755.878),(69 4767.804),(70 4791.116),(71 4743.1636),(72 4731.732),(73 4678.6245),(74 4656.1313),(75 4675.671),(76 4655.137),(77 4633.4473),(78 4604.238),(79 4591.1035),
(1 1222.9071),(2 1700.6241),(3 2049.6523),(4 2288.2007),(5 2513.0388),(6 2685.8228),(7 2864.0942),(8 3054.785),(9 3129.956),(10 3230.156),(11 3347.04),(12 3406.2507),(13 3434.3613),(14 3534.7998),(15 3608.7017),(16 3647.6067),(17 3697.6853),(18 3725.546),(19 3762.7341),(20 3804.8457),(21 3875.7563),(22 3948.8528),(23 4018.8047),(24 4044.2432),(25 4097.8135),(26 4096.2383),(27 4142.3003),(28 4178.0527),(29 4167.6777),(30 4171.8945),(31 4165.1235),(32 4175.3633),(33 4168.1914),(34 4158.3),(35 4127.8867),(36 4142.4053),(37 4104.1025),(38 4121.8916),(39 4155.0654),(40 4165.828),(41 4172.031),(42 4183.3013),(43 4186.7534),(44 4178.9116),(45 4156.2124),(46 4184.5166),(47 4168.7314),(48 4165.199),(49 4186.6885),(50 4177.345),(51 4188.346),(52 4195.089),(53 4198.3604),(54 4228.3906),(55 4250.0317),(56 4271.9595),(57 4283.668),(58 4340.9663),(59 4317.4834),(60 4307.955),(61 4304.6924),(62 4293.2725),(63 4331.8755),(64 4322.205),(65 4303.4634),(66 4278.758),(67 4244),(68 4262.8833),(69 4287.45),(70 4292.5537),(71 4309.799),(72 4313.3765),(73 4312.4316),(74 4302.3647),(75 4340.2617),(76 4355.5728),(77 4321.6777),(78 4291.7695),(79 4251.844),
(1 1244.9747),(2 1717.9402),(3 2060.2502),(4 2300.2751),(5 2498.4556),(6 2643.162),(7 2788.5645),(8 2971.2485),(9 3050.9163),(10 3109.738),(11 3199.7761),(12 3290.86),(13 3341.3901),(14 3399.1484),(15 3459.9604),(16 3553.9878),(17 3608.018),(18 3721.7375),(19 3744.2703),(20 3764.1807),(21 3834.771),(22 3899.1118),(23 3947.6235),(24 3952.4976),(25 3966.012),(26 3980.6938),(27 3989.7656),(28 4002.6047),(29 3999.6487),(30 4015.7632),(31 4043.1196),(32 4070.5),(33 4031.4194),(34 4007.8696),(35 4022.2476),(36 4044.1958),(37 4075.9912),(38 4079.1147),(39 4060.944),(40 4100.1357),(41 4088.5527),(42 4148.338),(43 4140.806),(44 4139.2886),(45 4126.166),(46 4140.328),(47 4160.0273),(48 4162.573),(49 4158.525),(50 4159.749),(51 4216.8213),(52 4214.28),(53 4234.2124),(54 4256.98),(55 4286.1147),(56 4287.8765),(57 4316.192),(58 4322.173),(59 4288.522),(60 4284.131),(61 4265.664),(62 4272.2183),(63 4247.5415),(64 4216.4023),(65 4191.883),(66 4207.01),(67 4205.587),(68 4237.349),(69 4217.058),(70 4240.912),(71 4223.5625),(72 4219.851),(73 4186.8438),(74 4180.6626),(75 4157.318),(76 4136.408),(77 4096.717),(78 4094.779),(79 4106.6777),
(1 1192.856),(2 1676.0636),(3 1980.7317),(4 2199.386),(5 2379.1726),(6 2529.5544),(7 2705.402),(8 2927.6814),(9 3012.2927),(10 3091.297),(11 3190.7847),(12 3287.2612),(13 3312.6648),(14 3371.8696),(15 3428.7227),(16 3471.6838),(17 3498.524),(18 3556.8962),(19 3551.2717),(20 3578.2449),(21 3624.3528),(22 3650.7952),(23 3671.1653),(24 3651.7556),(25 3669.5166),(26 3687.3218),(27 3704.842),(28 3707.9912),(29 3706.1062),(30 3711.7478),(31 3725.7278),(32 3751.9937),(33 3743.464),(34 3730.6226),(35 3744.9822),(36 3753.071),(37 3780.1453),(38 3782.0317),(39 3779.8022),(40 3793.2952),(41 3774.4949),(42 3785.3015),(43 3778.7532),(44 3757.3276),(45 3761.8667),(46 3766.0747),(47 3806.7534),(48 3812.5986),(49 3868.3826),(50 3835.9934),(51 3890.249),(52 3874.2913),(53 3947.4758),(54 3970.9822),(55 3980.8677),(56 4037.1248),(57 4057.867),(58 4080.338),(59 4085.2017),(60 4097.278),(61 4095.1765),(62 4090.9604),(63 4117.698),(64 4105.8027),(65 4089.4573),(66 4074.9895),(67 4059.3801),(68 4069.2366),(69 4081.2375),(70 4057.8154),(71 4065.2488),(72 4067.6511),(73 4076.272),(74 4077.4304),(75 4024.9631),(76 3993.42),(77 3993.3496),(78 3951.5117),(79 3929.0613),
(1 1197.9807),(2 1649.5283),(3 1969.4644),(4 2208.388),(5 2416.1362),(6 2572.401),(7 2766.3518),(8 2964.3145),(9 3043.8867),(10 3101.3193),(11 3182.7388),(12 3261.8184),(13 3294.6028),(14 3369.4937),(15 3399.9639),(16 3452.6606),(17 3514.5303),(18 3568.6785),(19 3585.1414),(20 3654.836),(21 3705.2427),(22 3737.0613),(23 3822.6338),(24 3813.5618),(25 3838.1008),(26 3863.674),(27 3879.8606),(28 3914.3003),(29 3947.467),(30 3961.8098),(31 3947.9492),(32 3957.4214),(33 3954.4207),(34 3936.1045),(35 3916.1887),(36 3903.5042),(37 3961.924),(38 3999.3074),(39 4005.7776),(40 4024.042),(41 4035.013),(42 4068.2017),(43 4092.5322),(44 4079.5803),(45 4115.7217),(46 4161.337),(47 4126.8604),(48 4139.507),(49 4137.8843),(50 4140.5015),(51 4177.4277),(52 4164.6436),(53 4213.8447),(54 4239.135),(55 4254.9155),(56 4262.171),(57 4282.6177),(58 4297.7),(59 4304.7183),(60 4277.899),(61 4251.813),(62 4255.447),(63 4229.7534),(64 4265.994),(65 4273.2603),(66 4282.2476),(67 4260.557),(68 4232.242),(69 4217.086),(70 4214.343),(71 4190.6597),(72 4178.816),(73 4149.401),(74 4149.2407),(75 4161.923),(76 4147.181),(77 4156.753),(78 4168.702),(79 4197.2876),
(1 1144.5447),(2 1575.6593),(3 1884.9265),(4 2084.9302),(5 2266.7217),(6 2463.6343),(7 2660.79),(8 2848.4888),(9 2927.3262),(10 3036.5308),(11 3123.0842),(12 3200.0466),(13 3240.7112),(14 3306.6738),(15 3343.0342),(16 3411.9421),(17 3454.1643),(18 3495.94),(19 3543.0068),(20 3563.8206),(21 3605.4058),(22 3607.0867),(23 3664.1418),(24 3671.3901),(25 3687.1348),(26 3724.3052),(27 3729.606),(28 3728.7083),(29 3772.336),(30 3758.0095),(31 3776.3713),(32 3752.6243),(33 3759.7793),(34 3759.768),(35 3775.6614),(36 3768.502),(37 3757.0098),(38 3801.2024),(39 3769.2178),(40 3747.6218),(41 3744.4526),(42 3723.9282),(43 3753.9485),(44 3700.9246),(45 3727.437),(46 3767.3403),(47 3789.4968),(48 3818.6748),(49 3866.4487),(50 3876.0896),(51 3881.4343),(52 3875.6765),(53 3883.0032),(54 3922.9036),(55 3950.6716),(56 3981.651),(57 3999.5337),(58 4077.2463),(59 4095.6133),(60 4121.6675),(61 4136.5205),(62 4135.6084),(63 4161.954),(64 4159.009),(65 4145.089),(66 4145.2817),(67 4148.531),(68 4153.3374),(69 4153.7935),(70 4171.7207),(71 4173.796),(72 4162.7505),(73 4135.372),(74 4140.4556),(75 4121.1714),(76 4118.9277),(77 4113.928),(78 4127.1245),(79 4119.7417),
(1 1105.8738),(2 1515.6995),(3 1764.8054),(4 1980.4165),(5 2129.9294),(6 2271.9707),(7 2390.821),(8 2547.273),(9 2626.433),(10 2717.6433),(11 2807.7986),(12 2863.2327),(13 2919.7852),(14 2971.6543),(15 3016.2646),(16 3071.715),(17 3099.6365),(18 3131.9019),(19 3150.7698),(20 3167.0488),(21 3183.2383),(22 3189.6099),(23 3249.6943),(24 3217.06),(25 3219.3542),(26 3227.3967),(27 3261.0195),(28 3250.468),(29 3235.0483),(30 3268.4697),(31 3267.583),(32 3250.3298),(33 3264.4734),(34 3255.468),(35 3268.4229),(36 3278.5774),(37 3330.3406),(38 3386.6685),(39 3365.1655),(40 3385.7634),(41 3374.6563),(42 3375.878),(43 3368.6165),(44 3373.8152),(45 3415.464),(46 3458.2734),(47 3464.3696),(48 3479.9429),(49 3521.4792),(50 3528.7166),(51 3558.2114),(52 3547.1377),(53 3587.7664),(54 3591.0442),(55 3609.537),(56 3637.3657),(57 3659.2646),(58 3642.9993),(59 3630.789),(60 3642.5173),(61 3644.0972),(62 3650.2095),(63 3715.6794),(64 3707.101),(65 3685.4897),(66 3674.9434),(67 3693.3625),(68 3719.2864),(69 3715.1184),(70 3733.4697),(71 3733.3772),(72 3750.9163),(73 3732.6396),(74 3747.0154),(75 3743.3347),(76 3737.2275),(77 3741.7073),(78 3726.6567),(79 3738.8618),
(1 1102.1462),(2 1496.0605),(3 1795.0757),(4 2002.2083),(5 2155.2302),(6 2285.7632),(7 2406.2012),(8 2554.7976),(9 2647.51),(10 2731.8562),(11 2807.7979),(12 2856.1196),(13 2915.269),(14 2933.2102),(15 3030.1736),(16 3066.762),(17 3121.4482),(18 3180.488),(19 3210.1611),(20 3210.1716),(21 3232.6987),(22 3272.656),(23 3323.907),(24 3315.524),(25 3284.1157),(26 3292.7231),(27 3332.8218),(28 3322.0156),(29 3326.9712),(30 3327.322),(31 3324.3162),(32 3318.476),(33 3325.9019),(34 3318.179),(35 3328.9365),(36 3339.5947),(37 3367.5974),(38 3424.3098),(39 3412.7886),(40 3449.1616),(41 3439.23),(42 3456.5002),(43 3436.809),(44 3481.7112),(45 3533.5342),(46 3571.6738),(47 3600.0876),(48 3621.8186),(49 3661.0203),(50 3659.3494),(51 3703.3225),(52 3735.4675),(53 3762.9182),(54 3775.7712),(55 3763.454),(56 3777.2273),(57 3755.7002),(58 3765.8933),(59 3756.4272),(60 3772.9038),(61 3806.0295),(62 3795.9622),(63 3847.276),(64 3829.2563),(65 3806.732),(66 3814.6113),(67 3818.9854),(68 3807.918),(69 3800.329),(70 3797.4856),(71 3801.5977),(72 3780.5789),(73 3759.9602),(74 3749.3618),(75 3753.34),(76 3741.0955),(77 3727.7388),(78 3754.8257),(79 3746.6606),
(1 1050.5248),(2 1432.609),(3 1691.296),(4 1915.679),(5 2077.633),(6 2219.9924),(7 2355.5276),(8 2508.7515),(9 2588.2551),(10 2651.9453),(11 2696.0308),(12 2754.495),(13 2816.905),(14 2850.3977),(15 2893.3723),(16 2944.3872),(17 2964.032),(18 3021.3496),(19 3036.9766),(20 3063.9644),(21 3084.429),(22 3128.037),(23 3141.2969),(24 3121.1453),(25 3099.3167),(26 3099.6199),(27 3117.862),(28 3125.9058),(29 3145.9214),(30 3168.5393),(31 3204.5334),(32 3196.8713),(33 3221.4587),(34 3239.6187),(35 3272.9778),(36 3281.0654),(37 3330.6345),(38 3375.836),(39 3343.5571),(40 3387.5713),(41 3376.0908),(42 3421.763),(43 3423.0217),(44 3445.458),(45 3494.4058),(46 3493.6265),(47 3504.237),(48 3525.7202),(49 3574.9514),(50 3612.3445),(51 3644.1174),(52 3660.7122),(53 3686.0056),(54 3689.4063),(55 3706.0198),(56 3739.1147),(57 3739.7937),(58 3726.9417),(59 3728.313),(60 3731.6333),(61 3752.0024),(62 3741.9956),(63 3752.1914),(64 3734.5337),(65 3700.1384),(66 3693.087),(67 3662.167),(68 3708.388),(69 3699.4573),(70 3718.83),(71 3700.8948),(72 3698.0369),(73 3704.9631),(74 3681.142),(75 3688.6157),(76 3692.4763),(77 3656.7664),(78 3685.024),(79 3671.2502),
(1 1062.3136),(2 1457.5027),(3 1727.932),(4 1912.3756),(5 2073.9553),(6 2217.06),(7 2395.2488),(8 2547.0964),(9 2645.5986),(10 2707.4438),(11 2787.027),(12 2856.8672),(13 2903.4282),(14 2923.9983),(15 2999.474),(16 3046.288),(17 3092.6328),(18 3123.1624),(19 3122.9358),(20 3159.678),(21 3179.3762),(22 3210.3098),(23 3239.7952),(24 3225.7302),(25 3228.6858),(26 3252.2568),(27 3285.6738),(28 3289.4143),(29 3279.6777),(30 3297.4553),(31 3293.9973),(32 3298.845),(33 3294.5718),(34 3325.8184),(35 3356.3586),(36 3343.037),(37 3345.7031),(38 3372.0466),(39 3336.236),(40 3368.7742),(41 3417.1323),(42 3450.1724),(43 3471.4028),(44 3480.5642),(45 3483.5457),(46 3532.3923),(47 3558.883),(48 3606.9133),(49 3635.6868),(50 3694.7039),(51 3753.979),(52 3747.3604),(53 3831.1943),(54 3856.8633),(55 3870.8882),(56 3900.5632),(57 3918.7554),(58 3938.5989),(59 3924.9578),(60 3924.1086),(61 3923.7642),(62 3935.2678),(63 3975.4832),(64 3934.532),(65 3956.844),(66 3925.883),(67 3899.9243),(68 3897.5122),(69 3885.7998),(70 3846.453),(71 3816.4287),(72 3785.5662),(73 3779.4858),(74 3775.4844),(75 3769.0808),(76 3761.4792),(77 3710.2727),(78 3694.5332),(79 3698.317),
(1 1023.59973),(2 1398.0596),(3 1643.7203),(4 1822.2937),(5 1975.4922),(6 2114.683),(7 2219.1375),(8 2350.6035),(9 2409.572),(10 2479.4739),(11 2525.6917),(12 2573.543),(13 2597.459),(14 2638.8914),(15 2705.1533),(16 2728.9622),(17 2706.2478),(18 2733.832),(19 2756.2559),(20 2776.211),(21 2778.2295),(22 2819.2212),(23 2854.6501),(24 2876.632),(25 2901.4944),(26 2912.849),(27 2935.1658),(28 2954.4932),(29 2938.6223),(30 2915.0322),(31 2929.2551),(32 2925.3333),(33 2919.0571),(34 2910.4827),(35 2942.932),(36 2960.9067),(37 3007.3923),(38 3067.5308),(39 3079.4155),(40 3110.2222),(41 3160.953),(42 3167.8394),(43 3211.3245),(44 3217.9814),(45 3284.357),(46 3315.9517),(47 3343.8362),(48 3355.298),(49 3388.3535),(50 3433.746),(51 3494.8936),(52 3506.0977),(53 3527.1016),(54 3519.254),(55 3525.8208),(56 3551.7139),(57 3548.3198),(58 3533.878),(59 3558.525),(60 3553.924),(61 3570.2402),(62 3599.9077),(63 3613.2507),(64 3603.352),(65 3606.227),(66 3592.5261),(67 3588.8633),(68 3602.133),(69 3613.0579),(70 3576.9504),(71 3573.8228),(72 3557.3015),(73 3511.149),(74 3487.4397),(75 3458.7373),(76 3435.4854),(77 3380.4224),(78 3371.7778),(79 3378.6084),
(1 999.0082),(2 1348.916),(3 1591.3593),(4 1758.5928),(5 1882.825),(6 1962.2632),(7 2057.4106),(8 2215.7673),(9 2261.9053),(10 2337.384),(11 2380.87),(12 2383.6345),(13 2427.0159),(14 2448.6682),(15 2502.5168),(16 2535.5708),(17 2563.8418),(18 2594.8113),(19 2584.0442),(20 2606.1663),(21 2618.971),(22 2630.531),(23 2660.1575),(24 2660.9988),(25 2655.5754),(26 2652.3293),(27 2645.5288),(28 2642.8838),(29 2648.5503),(30 2676.6416),(31 2681.2908),(32 2681.5886),(33 2682.376),(34 2691.853),(35 2715.1182),(36 2738.5918),(37 2736.7708),(38 2765.0508),(39 2780.9243),(40 2806.998),(41 2862.5315),(42 2889.648),(43 2914.8892),(44 2927.702),(45 2949.739),(46 2942.2468),(47 2935.6372),(48 2938.3374),(49 2924.3337),(50 2935.173),(51 2975.781),(52 2984.9685),(53 3039.2734),(54 3066.2607),(55 3094.6326),(56 3112.6948),(57 3147.7424),(58 3160.8508),(59 3173.1863),(60 3173.788),(61 3187.9067),(62 3199.8027),(63 3211.4395),(64 3185.5183),(65 3159.942),(66 3151.1921),(67 3147.3352),(68 3154.5164),(69 3132.8992),(70 3115.942),(71 3130.5518),(72 3113.0469),(73 3085.9724),(74 3062.7886),(75 3023.6),(76 2998.795),(77 2957.986),(78 2939.1567),(79 2925.1887),
(1 979.02563),(2 1330.233),(3 1571.0791),(4 1728.9907),(5 1836.014),(6 1898.028),(7 2007.1495),(8 2127.5935),(9 2190.114),(10 2236.1938),(11 2290.3604),(12 2326.2185),(13 2347.8408),(14 2367.0918),(15 2395.0293),(16 2400.3992),(17 2389.1633),(18 2413.9158),(19 2432.951),(20 2445.1362),(21 2460.1902),(22 2486.202),(23 2549.602),(24 2569.3035),(25 2591.3457),(26 2638.6406),(27 2666.5383),(28 2685.59),(29 2704.7756),(30 2712.9282),(31 2710.0327),(32 2725.881),(33 2726.5813),(34 2754.8413),(35 2756.3315),(36 2810.2397),(37 2848.1228),(38 2884.2083),(39 2882.0051),(40 2917.4758),(41 2941.334),(42 2960.4966),(43 2959.7234),(44 2983.4429),(45 3035.323),(46 3080.6016),(47 3106.7178),(48 3155.885),(49 3201.2212),(50 3208.5083),(51 3224.2366),(52 3259.757),(53 3297.439),(54 3317.464),(55 3340.8508),(56 3357.949),(57 3359.7534),(58 3367.2874),(59 3377.758),(60 3380.4343),(61 3370.566),(62 3379.4766),(63 3368.051),(64 3373.9546),(65 3333.645),(66 3329.313),(67 3290.74),(68 3278.2275),(69 3250.3594),(70 3249.5034),(71 3235.7827),(72 3225.3293),(73 3196.5664),(74 3209.044),(75 3194.6497),(76 3152.8506),(77 3119.6873),(78 3115.7075),(79 3114.9556),
(1 939.25085),(2 1267.826),(3 1497.9386),(4 1651.1704),(5 1775.1268),(6 1886.8884),(7 2029.1365),(8 2182.8179),(9 2239.9468),(10 2301.6487),(11 2370.4358),(12 2399.4307),(13 2435.717),(14 2464.2068),(15 2509.2495),(16 2526.3066),(17 2545.0918),(18 2561.4216),(19 2572.2764),(20 2577.5193),(21 2595.5793),(22 2616.3003),(23 2670.3735),(24 2660.5762),(25 2645.3604),(26 2663.5876),(27 2669.36),(28 2670.815),(29 2688.0408),(30 2726.1443),(31 2727.8254),(32 2712.3423),(33 2729.5112),(34 2729.1956),(35 2739.266),(36 2773.1057),(37 2793.3916),(38 2807.1284),(39 2820.9524),(40 2855.7502),(41 2879.7903),(42 2896.7974),(43 2871.0269),(44 2849.4504),(45 2883.745),(46 2918.7905),(47 2916.3818),(48 2928.0176),(49 2919.2102),(50 2943.2615),(51 2950.7974),(52 2972.9558),(53 3005.173),(54 3007.1313),(55 3029.101),(56 3063.9783),(57 3071.9526),(58 3089.6938),(59 3090.6016),(60 3096.4717),(61 3092.857),(62 3087.3538),(63 3078.171),(64 3047.57),(65 3051.6333),(66 3031.216),(67 3000.1355),(68 3020.7603),(69 2992.6555),(70 2983.765),(71 2975.0684),(72 2970.8345),(73 2939.2917),(74 2931.1865),(75 2909.553),(76 2882.5093),(77 2883.2458),(78 2881.8503),(79 2896.3015),
(1 941.555),(2 1259.1481),(3 1496.4127),(4 1659.6779),(5 1795.9861),(6 1896.3834),(7 1994.5319),(8 2124.0288),(9 2182.6982),(10 2258.7278),(11 2329.1196),(12 2370.1787),(13 2385.8706),(14 2407.8052),(15 2416.3796),(16 2404.953),(17 2383.9792),(18 2387.371),(19 2380.6375),(20 2395.9915),(21 2393.043),(22 2402.2378),(23 2462.6138),(24 2442.418),(25 2459.0276),(26 2485.295),(27 2488.3997),(28 2527.8464),(29 2506.4177),(30 2525.8047),(31 2538.656),(32 2554.7278),(33 2565.1313),(34 2568.5713),(35 2572.8984),(36 2583.8774),(37 2596.0173),(38 2622.2317),(39 2635.0088),(40 2661.5251),(41 2687.0461),(42 2716.1453),(43 2739.2307),(44 2745.852),(45 2754.6667),(46 2786.4148),(47 2766.8003),(48 2778.4949),(49 2769.184),(50 2796.4922),(51 2822.405),(52 2862.901),(53 2913.0344),(54 2944.2554),(55 2967.4297),(56 2994.2417),(57 3023.8186),(58 3044.9146),(59 3044.555),(60 3047.2102),(61 3054.083),(62 3077.6624),(63 3095.9783),(64 3114.726),(65 3096.907),(66 3078.2385),(67 3068.4028),(68 3095.7207),(69 3102.5967),(70 3107.4624),(71 3096.7402),(72 3087.7068),(73 3058.3003),(74 3036.6638),(75 3020.8262),(76 3020.0583),(77 2988.1082),(78 2970.3962),(79 2970.1394),
