1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 269539.78),(2 909428.94),(3 1874665.9),(4 3147878),(5 4636596),(6 6351568.5),(7 8217545.5),(8 10166132),(9 12215216),(10 14369777),(11 16664520),(12 18878658),(13 21021994),(14 22967072),(15 24835546),(16 26524624),(17 28026928),(18 29366784),(19 30428862),(20 31291448),(21 32174090),(22 33010454),(23 34108268),(24 34970596),(25 35618148),(26 35992668),(27 36049948),(28 36003324),(29 35701204),(30 35484140),(31 35262684),(32 34520596),(33 33565600),(34 32617922),(35 31944274),(36 31568464),(37 31478666),(38 31415960),(39 31460134),(40 32001482),(41 32860464),(42 34153664),(43 35584852),(44 37157164),(45 38731412),(46 40640068),(47 42384868),(48 44089720),(49 45809100),(50 47272724),(51 48609936),(52 49932220),(53 51281572),(54 52670612),(55 53927620),(56 55130290),(57 56435744),(58 57777036),(59 59269652),(60 60815532),(61 62526572),(62 64283780),(63 66156096),(64 68201550),(65 70298090),(66 72531930),(67 75049760),(68 77658640),(69 80192510),(70 83087016),(71 86160390),(72 88927880),(73 91617090),(74 94230216),(75 96367864),(76 97894530),(77 98756260),(78 99305730),(79 99444840),
(1 61.45531),(2 70.91792),(3 79.72804),(4 86.55105),(5 91.977684),(6 97.730446),(7 103.31861),(8 108.673904),(9 114.25827),(10 117.6643),(11 122.735954),(12 125.89072),(13 129.6628),(14 131.26312),(15 134.6042),(16 136.80798),(17 137.65833),(18 138.17534),(19 139.08388),(20 139.37482),(21 139.88304),(22 140.84521),(23 141.92953),(24 142.36063),(25 141.88176),(26 141.72665),(27 141.80167),(28 141.6652),(29 140.04976),(30 138.92345),(31 137.11975),(32 135.59384),(33 134.84586),(34 134.41222),(35 135.04968),(36 133.93465),(37 134.23622),(38 134.68748),(39 134.53107),(40 134.86984),(41 134.59842),(42 133.08644),(43 133.89734),(44 132.9879),(45 133.61987),(46 132.65302),(47 133.3663),(48 132.3168),(49 132.82169),(50 131.83743),(51 132.80272),(52 131.68568),(53 131.86136),(54 130.93375),(55 129.95338),(56 128.65636),(57 128.40453),(58 129.15236),(59 130.89026),(60 131.91228),(61 133.00993),(62 133.39728),(63 134.92566),(64 137.07162),(65 139.57813),(66 141.97308),(67 143.04747),(68 144.0272),(69 145.44226),(70 146.5285),(71 146.49818),(72 147.71109),(73 148.15506),(74 147.98756),(75 148.57607),(76 148.24672),(77 148.56705),(78 149.28543),(79 149.16791),
(1 59.574875),(2 69.172745),(3 77.19498),(4 83.03693),(5 87.84759),(6 92.56275),(7 96.896645),(8 102.263954),(9 105.7292),(10 108.099464),(11 112.290886),(12 113.76797),(13 116.91234),(14 119.29314),(15 121.54831),(16 122.68661),(17 124.14044),(18 125.88232),(19 125.98338),(20 127.18914),(21 128.09796),(22 129.37675),(23 130.86122),(24 130.92918),(25 131.95395),(26 131.43718),(27 132.08571),(28 132.08694),(29 130.87617),(30 130.95929),(31 129.70602),(32 129.40968),(33 129.38937),(34 128.83093),(35 128.7899),(36 128.01364),(37 127.61497),(38 126.82293),(39 128.12694),(40 127.47818),(41 127.392334),(42 127.06529),(43 126.9875),(44 126.855156),(45 127.71397),(46 127.70013),(47 126.91375),(48 126.79709),(49 126.43581),(50 125.07992),(51 124.87858),(52 124.706505),(53 125.29368),(54 124.19417),(55 124.18601),(56 123.83693),(57 124.54302),(58 124.90422),(59 125.12564),(60 125.78618),(61 126.43306),(62 126.71054),(63 127.49817),(64 127.32902),(65 128.23819),(66 129.61235),(67 130.38922),(68 132.53258),(69 133.02426),(70 134.1929),(71 134.47456),(72 134.81038),(73 134.36401),(74 134.72104),(75 134.88385),(76 133.58017),(77 133.51942),(78 133.91971),(79 134.2101),
(1 60.819843),(2 69.758446),(3 78.818634),(4 84.61971),(5 89.3309),(6 94.7437),(7 98.20286),(8 103.730316),(9 107.82478),(10 110.96369),(11 114.918076),(12 117.235374),(13 120.19208),(14 122.696434),(15 124.57796),(16 126.378654),(17 127.822975),(18 128.68893),(19 128.99599),(20 130.18163),(21 130.22339),(22 130.57187),(23 130.90796),(24 130.46931),(25 130.72778),(26 130.24432),(27 129.29817),(28 129.58379),(29 129.27788),(30 128.44003),(31 127.37004),(32 127.58284),(33 127.368484),(34 126.95557),(35 127.22641),(36 127.01866),(37 127.882095),(38 128.96886),(39 128.18156),(40 129.57857),(41 129.3789),(42 129.08409),(43 128.21481),(44 128.70642),(45 129.25272),(46 129.86626),(47 130.45862),(48 130.8686),(49 130.54941),(50 130.67484),(51 130.70331),(52 130.06918),(53 130.01114),(54 128.6423),(55 128.59619),(56 127.94465),(57 127.53136),(58 128.02644),(59 128.83704),(60 129.9277),(61 130.94481),(62 131.79329),(63 132.74072),(64 134.75488),(65 134.23924),(66 135.47865),(67 136.31755),(68 137.67496),(69 136.76234),(70 138.45096),(71 138.3744),(72 138.07716),(73 137.88205),(74 137.55228),(75 136.7584),(76 134.83575),(77 134.36322),(78 134.7071),(79 134.61331),
(1 59.0782),(2 67.14576),(3 76.06244),(4 81.69451),(5 86.24387),(6 90.25545),(7 95.257545),(8 100.308525),(9 103.457565),(10 106.5771),(11 110.342896),(12 112.57556),(13 115.31973),(14 117.14292),(15 119.89492),(16 121.02647),(17 122.56897),(18 124.22166),(19 125.37016),(20 127.557076),(21 127.79944),(22 128.23131),(23 129.37064),(24 130.40535),(25 128.80525),(26 129.73053),(27 128.82649),(28 128.15404),(29 127.25516),(30 127.334915),(31 127.092),(32 126.5025),(33 126.43646),(34 126.98138),(35 126.16526),(36 125.07828),(37 124.9535),(38 126.492),(39 125.62858),(40 125.52375),(41 125.26764),(42 125.29436),(43 125.146324),(44 124.669945),(45 126.60445),(46 125.69256),(47 125.515564),(48 125.70258),(49 126.12595),(50 126.23548),(51 126.247795),(52 126.091064),(53 126.457054),(54 125.66643),(55 125.006744),(56 124.06245),(57 123.90279),(58 124.65129),(59 125.032234),(60 125.4416),(61 126.40364),(62 127.35566),(63 128.09383),(64 129.48958),(65 131.25269),(66 132.57063),(67 132.2267),(68 134.12598),(69 134.91747),(70 136.00029),(71 137.67845),(72 137.91872),(73 137.80148),(74 137.8898),(75 137.53064),(76 137.79395),(77 137.15642),(78 138.38824),(79 137.68904),
(1 58.911755),(2 67.6671),(3 76.98122),(4 82.53976),(5 88.21112),(6 92.956795),(7 98.28195),(8 102.321686),(9 107.02976),(10 110.38457),(11 114.34071),(12 116.87221),(13 119.195404),(14 121.566025),(15 123.60322),(16 125.38955),(17 125.58449),(18 128.29965),(19 129.65839),(20 131.80637),(21 131.9565),(22 132.84196),(23 134.68178),(24 135.14035),(25 132.932),(26 133.32776),(27 133.65987),(28 132.95872),(29 131.62492),(30 132.3425),(31 131.1228),(32 132.30806),(33 130.84624),(34 131.19713),(35 131.80528),(36 130.49455),(37 130.4192),(38 131.62883),(39 130.6952),(40 131.0343),(41 130.30461),(42 129.92679),(43 129.48235),(44 129.38748),(45 129.49785),(46 129.60431),(47 130.12161),(48 128.84146),(49 129.35933),(50 129.0203),(51 128.7815),(52 128.40527),(53 127.7364),(54 126.80827),(55 127.01705),(56 125.76212),(57 125.323616),(58 126.92209),(59 126.96076),(60 127.55073),(61 128.91205),(62 129.8839),(63 130.94168),(64 132.36078),(65 132.87418),(66 134.51378),(67 134.09726),(68 135.5551),(69 137.02087),(70 136.56435),(71 137.72325),(72 138.23982),(73 138.55447),(74 138.64375),(75 137.90598),(76 137.42667),(77 136.54413),(78 137.23567),(79 136.86012),
(1 58.666164),(2 67.92544),(3 76.39482),(4 81.64661),(5 87.50426),(6 92.62465),(7 97.263275),(8 102.33678),(9 105.16612),(10 107.9543),(11 111.685844),(12 113.90635),(13 115.44362),(14 118.93128),(15 121.96998),(16 123.305466),(17 124.57749),(18 125.35425),(19 127.01508),(20 127.74036),(21 129.14728),(22 128.69954),(23 129.05196),(24 129.30399),(25 128.18646),(26 127.89281),(27 126.92093),(28 126.244514),(29 126.70099),(30 126.25292),(31 125.46435),(32 124.901306),(33 123.78922),(34 123.91968),(35 124.05899),(36 123.18368),(37 124.076416),(38 123.69501),(39 123.20131),(40 123.12379),(41 122.38264),(42 121.9977),(43 122.49336),(44 122.67874),(45 122.45641),(46 123.06056),(47 123.92643),(48 123.62454),(49 124.08863),(50 123.860016),(51 124.7677),(52 124.18841),(53 124.28311),(54 124.31817),(55 123.909386),(56 122.11677),(57 123.00722),(58 122.845406),(59 123.930626),(60 124.16156),(61 124.89522),(62 126.41606),(63 127.0534),(64 128.09065),(65 128.4827),(66 129.06087),(67 130.23618),(68 130.55238),(69 131.88799),(70 132.93582),(71 133.04436),(72 133.7556),(73 133.44196),(74 133.56755),(75 133.21571),(76 133.6229),(77 132.97551),(78 132.98184),(79 132.81209),
(1 58.56933),(2 67.57909),(3 76.21234),(4 81.20023),(5 85.89047),(6 91.81519),(7 95.50504),(8 101.23339),(9 103.742905),(10 107.905685),(11 111.5827),(12 113.87263),(13 116.61924),(14 118.655045),(15 121.25835),(16 123.10805),(17 124.65734),(18 126.35153),(19 127.933945),(20 128.79247),(21 129.08215),(22 129.80885),(23 131.05214),(24 130.64725),(25 131.1701),(26 131.36378),(27 130.26324),(28 130.7838),(29 129.43007),(30 127.95991),(31 127.017136),(32 127.27601),(33 126.87212),(34 126.29072),(35 125.36881),(36 125.09611),(37 126.59504),(38 126.49082),(39 125.71031),(40 125.47903),(41 127.11903),(42 126.40315),(43 126.194176),(44 125.31878),(45 125.76086),(46 125.90906),(47 126.523384),(48 126.72684),(49 126.3638),(50 126.80713),(51 126.358025),(52 126.024376),(53 125.699936),(54 124.2154),(55 123.01273),(56 122.82631),(57 122.6796),(58 123.19857),(59 124.24607),(60 125.0841),(61 126.227104),(62 127.16211),(63 129.27348),(64 130.88449),(65 131.63272),(66 133.3661),(67 133.7911),(68 135.46198),(69 136.17957),(70 137.08638),(71 138.31027),(72 139.90259),(73 140.12085),(74 140.19896),(75 140.41876),(76 140.06563),(77 139.32965),(78 139.58931),(79 138.81984),
(1 58.18192),(2 67.68179),(3 77.54242),(4 83.54898),(5 88.715485),(6 93.44698),(7 99.02491),(8 104.36032),(9 108.338165),(10 111.00248),(11 114.27818),(12 117.087654),(13 119.82598),(14 122.059906),(15 124.90153),(16 126.22735),(17 126.99957),(18 129.45464),(19 131.0835),(20 131.84448),(21 131.37209),(22 132.8946),(23 133.52853),(24 134.05586),(25 133.79156),(26 134.10696),(27 132.24023),(28 132.51581),(29 132.32161),(30 132.97934),(31 131.08466),(32 130.90485),(33 129.80879),(34 130.35696),(35 128.87683),(36 127.899704),(37 127.94305),(38 129.08209),(39 129.29515),(40 128.67955),(41 128.0761),(42 127.74794),(43 127.67881),(44 127.74318),(45 128.6481),(46 128.67183),(47 129.08195),(48 129.34612),(49 129.43362),(50 129.14197),(51 128.3284),(52 128.31812),(53 128.942),(54 127.681946),(55 127.283585),(56 127.049324),(57 126.46973),(58 127.85058),(59 126.6052),(60 127.48238),(61 128.43037),(62 128.95789),(63 130.60054),(64 130.84425),(65 131.77739),(66 133.55244),(67 134.05106),(68 136.66151),(69 137.58536),(70 138.6665),(71 138.44963),(72 139.36876),(73 138.9158),(74 138.30638),(75 138.28453),(76 138.12404),(77 137.5267),(78 138.3331),(79 137.41623),
(1 57.324375),(2 66.53179),(3 74.93654),(4 80.83887),(5 84.87306),(6 90.37909),(7 95.50494),(8 99.915955),(9 102.71969),(10 104.604095),(11 108.13023),(12 111.08486),(13 113.57029),(14 115.2574),(15 117.342804),(16 118.736725),(17 121.41117),(18 123.09359),(19 124.20696),(20 123.84652),(21 125.175705),(22 125.79171),(23 126.889114),(24 127.23129),(25 127.12484),(26 127.14235),(27 126.63873),(28 127.64043),(29 127.765884),(30 127.225174),(31 126.51563),(32 126.85304),(33 125.414154),(34 124.25418),(35 124.10966),(36 125.14511),(37 125.239815),(38 125.93498),(39 125.34752),(40 125.441956),(41 125.79173),(42 126.245575),(43 125.60659),(44 125.730804),(45 125.78882),(46 126.15306),(47 126.306786),(48 127.00611),(49 126.353226),(50 126.54304),(51 126.30495),(52 125.69016),(53 125.59096),(54 124.154076),(55 123.712),(56 122.50351),(57 121.57161),(58 122.58165),(59 122.13891),(60 122.28218),(61 123.04607),(62 124.725426),(63 126.33739),(64 126.61845),(65 127.831635),(66 128.22426),(67 130.03848),(68 131.45927),(69 131.53403),(70 132.61723),(71 132.78748),(72 131.83183),(73 131.88339),(74 131.19278),(75 130.34834),(76 129.64928),(77 129.64644),(78 129.60057),(79 129.83118),
(1 57.667885),(2 67.03669),(3 75.4556),(4 80.97832),(5 85.90369),(6 90.597534),(7 96.491615),(8 103.80235),(9 107.20123),(10 111.30356),(11 114.30302),(12 116.291565),(13 119.70547),(14 121.51689),(15 124.47445),(16 125.55922),(17 126.74624),(18 128.93399),(19 128.98103),(20 129.8134),(21 129.41533),(22 130.5807),(23 131.73424),(24 130.96344),(25 131.9658),(26 131.73004),(27 131.41354),(28 131.56564),(29 129.34373),(30 129.2449),(31 127.62181),(32 126.64626),(33 126.49194),(34 125.85348),(35 127.05509),(36 125.26385),(37 125.26047),(38 125.56848),(39 125.19721),(40 124.09858),(41 124.503105),(42 124.443954),(43 123.9646),(44 123.87509),(45 124.61322),(46 125.60449),(47 125.20371),(48 125.9584),(49 126.57685),(50 126.642395),(51 126.94512),(52 126.520966),(53 125.95434),(54 126.092964),(55 125.17582),(56 123.47166),(57 123.674355),(58 124.38484),(59 124.11022),(60 125.41038),(61 126.66951),(62 128.06618),(63 129.50337),(64 131.04327),(65 131.83696),(66 133.5221),(67 133.74055),(68 135.03606),(69 136.21979),(70 137.67062),(71 138.25537),(72 139.82622),(73 140.2683),(74 139.4622),(75 139.7786),(76 138.77734),(77 138.4731),(78 138.66664),(79 138.87067),
(1 57.20318),(2 65.50673),(3 73.53776),(4 78.58518),(5 84.09602),(6 88.43974),(7 93.35999),(8 98.650085),(9 101.84453),(10 105.00739),(11 107.647934),(12 110.23451),(13 112.10019),(14 115.02348),(15 117.520065),(16 118.287766),(17 120.501976),(18 122.634),(19 123.16197),(20 125.10108),(21 126.20171),(22 127.14263),(23 127.460846),(24 127.12804),(25 127.79032),(26 127.77812),(27 127.18215),(28 126.34374),(29 126.451614),(30 125.10659),(31 124.533676),(32 123.789856),(33 122.92676),(34 122.7546),(35 122.88306),(36 122.15643),(37 121.30444),(38 122.12664),(39 121.74629),(40 121.86648),(41 122.26707),(42 121.758995),(43 121.03681),(44 120.2756),(45 119.90305),(46 120.51286),(47 120.50967),(48 120.66902),(49 120.72127),(50 120.67992),(51 120.26372),(52 119.9647),(53 119.967514),(54 119.3041),(55 118.87431),(56 118.46067),(57 118.31299),(58 119.42096),(59 119.0011),(60 120.934364),(61 121.59704),(62 122.93901),(63 123.51342),(64 124.67579),(65 125.92119),(66 126.90373),(67 127.3324),(68 128.5595),(69 129.04951),(70 129.92892),(71 129.35062),(72 130.01799),(73 130.03815),(74 129.50934),(75 129.2581),(76 128.33467),(77 128.81596),(78 128.6881),(79 128.36606),
(1 56.876606),(2 65.908104),(3 73.65715),(4 78.920044),(5 83.86875),(6 89.23007),(7 92.83138),(8 98.19407),(9 100.82867),(10 104.79635),(11 108.56078),(12 110.61535),(13 114.24227),(14 117.02115),(15 118.603714),(16 119.94399),(17 122.85703),(18 124.33346),(19 125.574066),(20 125.40967),(21 126.19753),(22 126.43121),(23 127.7433),(24 128.0439),(25 127.7328),(26 127.00105),(27 127.47246),(28 126.85988),(29 126.35465),(30 126.604),(31 125.476974),(32 124.904686),(33 124.15909),(34 124.06438),(35 124.63168),(36 124.65147),(37 124.83554),(38 125.46898),(39 123.926384),(40 125.87685),(41 125.0574),(42 126.37944),(43 126.62276),(44 127.928696),(45 128.02486),(46 128.84848),(47 128.4313),(48 127.825935),(49 128.0572),(50 126.94731),(51 125.40749),(52 124.69121),(53 124.582886),(54 122.85807),(55 122.63699),(56 122.913994),(57 122.245026),(58 122.58077),(59 121.80304),(60 123.821434),(61 123.962616),(62 125.32855),(63 125.963005),(64 126.26913),(65 126.601585),(66 127.63159),(67 129.76332),(68 130.25627),(69 131.37361),(70 131.9478),(71 132.44838),(72 132.59776),(73 132.43033),(74 131.91086),(75 132.33893),(76 130.01984),(77 129.87454),(78 129.9315),(79 128.20401),
(1 56.831757),(2 65.21626),(3 72.95174),(4 78.587845),(5 84.254395),(6 89.568726),(7 94.203766),(8 99.92349),(9 102.72534),(10 106.36014),(11 109.12822),(12 112.460495),(13 115.61759),(14 118.34415),(15 120.73591),(16 122.76304),(17 123.549614),(18 126.33716),(19 127.12913),(20 128.76283),(21 128.69246),(22 129.85811),(23 130.8775),(24 131.0636),(25 131.1481),(26 130.8335),(27 131.1027),(28 130.89839),(29 129.63147),(30 128.16608),(31 127.74372),(32 126.417786),(33 125.52108),(34 124.71694),(35 124.492485),(36 123.00981),(37 124.16452),(38 124.04302),(39 123.87843),(40 123.43813),(41 123.68703),(42 122.81633),(43 123.857895),(44 123.086296),(45 123.17403),(46 123.09236),(47 123.511734),(48 123.75984),(49 124.88845),(50 124.69296),(51 125.020874),(52 124.15081),(53 124.90544),(54 125.067116),(55 124.409294),(56 124.08872),(57 123.86411),(58 124.41377),(59 125.537384),(60 127.14228),(61 127.61289),(62 127.996605),(63 129.10367),(64 131.04549),(65 131.7833),(66 133.04616),(67 133.7712),(68 135.94873),(69 136.5685),(70 136.98108),(71 137.68234),(72 138.38373),(73 137.85666),(74 137.32857),(75 138.0906),(76 137.39728),(77 136.45853),(78 137.73203),(79 137.0244),
(1 57.322094),(2 65.90286),(3 74.43202),(4 80.58216),(5 85.63571),(6 90.51826),(7 96.04111),(8 101.27016),(9 103.96185),(10 107.37019),(11 110.17589),(12 113.17401),(13 116.16654),(14 117.81903),(15 120.033035),(16 120.702576),(17 123.008156),(18 125.11902),(19 126.025085),(20 127.032845),(21 127.54018),(22 128.26007),(23 129.07382),(24 129.89575),(25 129.48647),(26 129.91393),(27 130.69235),(28 129.64667),(29 128.81584),(30 128.15695),(31 126.536194),(32 125.61218),(33 124.94543),(34 123.263336),(35 123.73196),(36 124.03155),(37 124.65741),(38 126.13981),(39 125.20391),(40 125.98303),(41 125.739586),(42 124.90471),(43 124.49935),(44 124.010826),(45 123.80901),(46 124.71139),(47 124.14497),(48 124.21526),(49 123.94462),(50 123.549446),(51 122.07199),(52 121.65484),(53 122.443596),(54 121.75404),(55 121.240715),(56 119.99945),(57 120.18083),(58 121.09084),(59 122.039314),(60 123.444695),(61 124.84513),(62 125.89206),(63 128.05038),(64 129.44977),(65 130.02483),(66 131.76318),(67 132.47095),(68 133.27745),(69 134.666),(70 135.76695),(71 135.63718),(72 136.65712),(73 135.73787),(74 135.67783),(75 135.62569),(76 135.44485),(77 134.87933),(78 134.55812),(79 134.0662),
(1 56.652786),(2 65.07186),(3 73.636086),(4 77.60912),(5 83.267204),(6 87.4126),(7 92.30506),(8 96.79759),(9 100.243546),(10 102.89951),(11 106.29202),(12 108.927986),(13 111.19596),(14 113.226135),(15 115.62583),(16 117.28819),(17 119.6448),(18 121.88393),(19 123.25824),(20 123.86457),(21 124.83396),(22 125.004654),(23 126.157486),(24 127.04685),(25 126.465744),(26 125.75867),(27 125.40867),(28 125.2118),(29 125.589935),(30 125.60972),(31 126.27069),(32 125.60021),(33 124.1584),(34 123.21465),(35 124.163795),(36 123.32821),(37 123.030624),(38 123.95996),(39 123.065216),(40 122.65706),(41 123.75914),(42 123.024605),(43 122.8578),(44 122.6482),(45 122.79662),(46 123.19903),(47 122.43425),(48 122.33713),(49 122.11223),(50 123.4435),(51 123.49101),(52 123.09156),(53 122.87083),(54 121.89168),(55 121.36191),(56 120.32898),(57 119.307205),(58 120.02537),(59 119.21786),(60 121.416435),(61 122.16145),(62 122.88448),(63 124.342285),(64 125.02737),(65 125.19916),(66 126.88756),(67 127.98225),(68 130.39842),(69 130.40587),(70 131.54182),(71 131.73979),(72 131.10562),(73 131.85968),(74 131.34676),(75 130.87614),(76 129.92607),(77 128.29094),(78 128.29652),(79 128.06268),
(1 55.78198),(2 64.731705),(3 72.861176),(4 78.071335),(5 83.42106),(6 87.975266),(7 93.34503),(8 98.30571),(9 101.16302),(10 103.50986),(11 106.14253),(12 108.759224),(13 111.13733),(14 114.65886),(15 115.06925),(16 117.65859),(17 119.67696),(18 121.56902),(19 123.35173),(20 123.71623),(21 124.92424),(22 124.99493),(23 126.30428),(24 125.94028),(25 126.094086),(26 125.29261),(27 124.381195),(28 123.930786),(29 122.88322),(30 122.23417),(31 121.757324),(32 121.228584),(33 120.10823),(34 119.98435),(35 120.78659),(36 120.646286),(37 120.44694),(38 120.52433),(39 121.21184),(40 120.32526),(41 121.52913),(42 120.35463),(43 121.26415),(44 121.527824),(45 121.51578),(46 121.65079),(47 122.33741),(48 122.94344),(49 122.59942),(50 121.893524),(51 121.65196),(52 121.04127),(53 120.83258),(54 121.01079),(55 119.14561),(56 119.3124),(57 120.15899),(58 120.35786),(59 120.947235),(60 121.681),(61 123.211784),(62 123.14718),(63 123.22804),(64 124.793846),(65 125.740265),(66 127.12606),(67 128.46992),(68 129.95233),(69 131.55399),(70 132.03577),(71 132.6465),(72 133.10622),(73 133.07774),(74 131.8011),(75 132.11737),(76 132.15233),(77 131.64044),(78 132.05658),(79 130.84274),
(1 56.32577),(2 64.30066),(3 72.6651),(4 78.3411),(5 83.44915),(6 88.29998),(7 94.22442),(8 100.79864),(9 103.50044),(10 108.25375),(11 110.88317),(12 113.84288),(13 116.37489),(14 118.66707),(15 120.793175),(16 122.61387),(17 124.31322),(18 126.0647),(19 127.372986),(20 128.1448),(21 129.33545),(22 128.53311),(23 129.40433),(24 130.21608),(25 130.29631),(26 128.71657),(27 128.94066),(28 129.10048),(29 128.30621),(30 127.54434),(31 126.3246),(32 126.41827),(33 125.16219),(34 124.44175),(35 123.76824),(36 123.55396),(37 123.49779),(38 123.98302),(39 122.50671),(40 123.50288),(41 123.36878),(42 123.51967),(43 123.12556),(44 122.98262),(45 123.507965),(46 123.60747),(47 123.73323),(48 123.04691),(49 122.9599),(50 122.76726),(51 121.83888),(52 121.96665),(53 122.478745),(54 122.20925),(55 121.62303),(56 120.94159),(57 120.72618),(58 122.06846),(59 121.99534),(60 123.4786),(61 124.29892),(62 125.48835),(63 126.99018),(64 127.99212),(65 128.04292),(66 129.68529),(67 130.04109),(68 132.29607),(69 133.983),(70 135.39305),(71 136.55556),(72 136.16736),(73 136.2272),(74 136.91315),(75 137.40195),(76 135.86664),(77 135.8402),(78 135.85393),(79 134.54944),
(1 55.889103),(2 64.36318),(3 72.92003),(4 77.98221),(5 83.19871),(6 87.666046),(7 91.30454),(8 96.68153),(9 99.99469),(10 102.41645),(11 105.81795),(12 107.815254),(13 110.11712),(14 112.350006),(15 114.30598),(16 116.69298),(17 118.07628),(18 118.94085),(19 119.585915),(20 119.637314),(21 121.234276),(22 121.89483),(23 122.912964),(24 123.74287),(25 123.761345),(26 121.928665),(27 123.87062),(28 123.14286),(29 123.73166),(30 124.19846),(31 122.814095),(32 122.55018),(33 121.312675),(34 121.35583),(35 120.81029),(36 119.57589),(37 120.17896),(38 121.114334),(39 120.17043),(40 120.574104),(41 120.84921),(42 120.38701),(43 120.98811),(44 121.23882),(45 122.60759),(46 123.85886),(47 123.461365),(48 123.807945),(49 123.65269),(50 123.9353),(51 122.75662),(52 122.19503),(53 122.26842),(54 121.37504),(55 120.82303),(56 119.901634),(57 118.97819),(58 119.52813),(59 118.97086),(60 119.472084),(61 119.34877),(62 120.64007),(63 120.67377),(64 121.86566),(65 122.90848),(66 124.294334),(67 124.84915),(68 126.68538),(69 127.319084),(70 128.95532),(71 128.99722),(72 128.32573),(73 128.62949),(74 128.17091),(75 127.53594),(76 126.300735),(77 125.409355),(78 125.53017),(79 124.98315),
