1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 131.0701),(2 159.21744),(3 184.36891),(4 201.68607),(5 211.55339),(6 216.31078),(7 219.5742),(8 218.54457),(9 219.73523),(10 224.91248),(11 231.5403),(12 237.46466),(13 240.47412),(14 241.25261),(15 241.81645),(16 242.11127),(17 237.26791),(18 238.7337),(19 239.2545),(20 241.0051),(21 242.31348),(22 245.45052),(23 243.43648),(24 243.65154),(25 243.18314),(26 239.27417),(27 237.77086),(28 238.2682),(29 234.04286),(30 230.53026),(31 231.64558),(32 231.09615),(33 229.79373),(34 231.11568),(35 232.6549),(36 232.24208),(37 233.40054),(38 230.90662),(39 230.72212),(40 233.7626),(41 233.87729),(42 236.84601),(43 237.49661),(44 241.4559),(45 241.22588),(46 241.62451),(47 244.11816),(48 245.35104),(49 248.0313),(50 246.11443),(51 248.2047),(52 251.17453),(53 254.71303),(54 257.04123),(55 260.4862),(56 261.76038),(57 265.46017),(58 267.25906),(59 263.04886),(60 262.72403),(61 261.4868),(62 261.6123),(63 263.06808),(64 263.85175),(65 261.58395),(66 262.46063),(67 265.68146),(68 263.43124),(69 267.2651),(70 268.08),(71 269.89682),(72 271.40363),(73 272.08368),(74 272.8434),(75 276.19928),(76 280.7459),(77 282.23944),(78 282.20236),(79 284.9901),
(1 128.47066),(2 156.36412),(3 179.67278),(4 196.15643),(5 205.25682),(6 211.18349),(7 210.51688),(8 209.09724),(9 211.64468),(10 218.56227),(11 223.51216),(12 229.28374),(13 233.24391),(14 234.12694),(15 232.26378),(16 233.749),(17 231.98547),(18 233.97826),(19 236.48183),(20 237.77356),(21 242.41583),(22 246.1669),(23 243.76543),(24 242.37209),(25 238.5902),(26 237.27263),(27 236.47922),(28 235.87543),(29 233.74696),(30 234.6411),(31 234.59204),(32 233.75175),(33 232.91707),(34 232.0193),(35 232.795),(36 234.10979),(37 235.74884),(38 234.79124),(39 237.56038),(40 236.35399),(41 236.75853),(42 241.30254),(43 243.53291),(44 246.67432),(45 246.9513),(46 251.13869),(47 253.71512),(48 255.67534),(49 257.38913),(50 258.29337),(51 259.0546),(52 262.58087),(53 262.16452),(54 263.55118),(55 265.38553),(56 268.50296),(57 271.5085),(58 271.0553),(59 269.87338),(60 269.93225),(61 273.35483),(62 272.47534),(63 273.43146),(64 274.07565),(65 273.93054),(66 275.07535),(67 279.97357),(68 279.78607),(69 284.55334),(70 284.87732),(71 285.7279),(72 287.83618),(73 289.24255),(74 288.2721),(75 291.8486),(76 294.17065),(77 293.18796),(78 292.71445),(79 294.26352),
(1 126.07649),(2 153.79655),(3 176.00394),(4 192.43054),(5 203.86775),(6 208.40894),(7 208.04518),(8 208.77122),(9 210.7286),(10 217.00221),(11 224.72202),(12 232.71167),(13 236.16492),(14 236.70941),(15 234.18756),(16 235.59058),(17 235.64566),(18 239.37283),(19 240.93576),(20 243.73659),(21 247.56264),(22 253.2672),(23 249.76036),(24 248.12538),(25 245.51598),(26 243.03984),(27 243.2163),(28 242.72958),(29 237.50658),(30 236.49937),(31 235.71443),(32 233.55392),(33 232.47652),(34 232.39662),(35 230.38304),(36 229.49371),(37 230.48683),(38 230.16919),(39 230.61754),(40 231.70232),(41 231.8495),(42 235.20634),(43 234.94278),(44 238.6809),(45 239.2116),(46 241.74998),(47 244.69327),(48 246.3917),(49 248.91391),(50 251.38515),(51 253.39308),(52 255.97868),(53 257.3083),(54 258.18152),(55 259.62234),(56 261.9641),(57 262.26837),(58 265.85822),(59 265.84894),(60 266.1892),(61 266.21423),(62 267.60733),(63 268.50467),(64 270.8258),(65 270.46426),(66 270.90167),(67 272.3211),(68 273.13876),(69 274.02408),(70 276.11655),(71 276.41183),(72 278.15204),(73 279.1951),(74 277.65402),(75 278.69843),(76 279.1799),(77 280.49243),(78 282.49146),(79 286.8233),
(1 126.676834),(2 154.86136),(3 178.07462),(4 194.15134),(5 202.58105),(6 206.10811),(7 206.48744),(8 206.77832),(9 206.48944),(10 213.96811),(11 221.6232),(12 228.61392),(13 233.19273),(14 234.08372),(15 229.93002),(16 229.41321),(17 226.64758),(18 228.05124),(19 230.17554),(20 230.84222),(21 232.67868),(22 235.4884),(23 233.40024),(24 233.49507),(25 228.40068),(26 228.78227),(27 229.81699),(28 228.0572),(29 223.28009),(30 222.28043),(31 222.74152),(32 221.24695),(33 223.25278),(34 224.17596),(35 225.53609),(36 228.45444),(37 233.52806),(38 232.05031),(39 233.71188),(40 235.30801),(41 234.75122),(42 236.74895),(43 238.5306),(44 238.46533),(45 242.15579),(46 243.80434),(47 246.39063),(48 245.8885),(49 247.32883),(50 250.84319),(51 252.41034),(52 256.1304),(53 255.92494),(54 255.65755),(55 257.55478),(56 260.2625),(57 259.8397),(58 263.09598),(59 264.84607),(60 262.203),(61 265.4605),(62 263.98007),(63 266.523),(64 263.87808),(65 267.30972),(66 270.1768),(67 271.40604),(68 271.45142),(69 270.33646),(70 271.96414),(71 270.80585),(72 272.02072),(73 271.3966),(74 269.76343),(75 272.5381),(76 275.821),(77 274.94498),(78 274.8629),(79 275.30505),
(1 125.86802),(2 150.37784),(3 172.40495),(4 186.41547),(5 192.55292),(6 196.54881),(7 197.35046),(8 195.87253),(9 198.18556),(10 203.93846),(11 212.18839),(12 217.41318),(13 222.0693),(14 221.43103),(15 219.41675),(16 216.49283),(17 215.9608),(18 216.14316),(19 219.79506),(20 221.29576),(21 222.1619),(22 225.05937),(23 223.99178),(24 223.55145),(25 220.28535),(26 220.40454),(27 221.12856),(28 224.636),(29 223.38976),(30 222.23787),(31 220.95552),(32 219.78091),(33 218.1724),(34 218.05516),(35 217.77321),(36 218.24626),(37 220.49113),(38 219.6009),(39 218.39854),(40 218.76773),(41 219.2618),(42 218.90762),(43 218.29134),(44 217.80565),(45 220.7412),(46 222.62018),(47 224.59785),(48 224.79927),(49 227.05452),(50 228.47035),(51 229.57005),(52 234.01814),(53 235.4572),(54 237.07152),(55 237.8774),(56 239.91092),(57 241.72122),(58 243.43877),(59 243.77742),(60 244.15314),(61 244.0071),(62 245.37856),(63 247.02396),(64 251.85632),(65 253.27443),(66 255.87584),(67 260.90424),(68 262.5507),(69 266.28928),(70 266.6642),(71 268.74634),(72 271.27728),(73 273.07883),(74 273.7767),(75 277.26862),(76 279.81287),(77 279.7267),(78 281.5183),(79 284.7514),
(1 127.77971),(2 154.86867),(3 176.31795),(4 191.95258),(5 199.81195),(6 204.3634),(7 204.23228),(8 203.37776),(9 207.41443),(10 213.01683),(11 221.12935),(12 228.48708),(13 233.0336),(14 235.32785),(15 234.36569),(16 232.18454),(17 230.22258),(18 231.886),(19 232.83209),(20 233.63698),(21 236.69577),(22 239.4264),(23 238.03728),(24 235.62953),(25 233.68361),(26 232.34702),(27 232.4348),(28 231.83252),(29 227.47676),(30 223.94385),(31 221.16641),(32 219.41608),(33 216.78311),(34 219.00519),(35 219.17093),(36 220.60143),(37 224.6034),(38 223.80673),(39 225.4036),(40 224.51244),(41 225.0471),(42 225.9943),(43 224.32942),(44 224.64058),(45 224.95564),(46 225.17567),(47 226.2087),(48 228.061),(49 228.92693),(50 232.03339),(51 237.2579),(52 240.25331),(53 244.1417),(54 243.72253),(55 246.76398),(56 247.14864),(57 246.49814),(58 250.46825),(59 249.24905),(60 251.6985),(61 250.10303),(62 250.98532),(63 253.50029),(64 256.43573),(65 261.67365),(66 262.40155),(67 269.2009),(68 268.36624),(69 268.53433),(70 271.11398),(71 272.8013),(72 272.97574),(73 275.41193),(74 277.9529),(75 283.20404),(76 284.96362),(77 288.042),(78 291.49527),(79 291.93253),
(1 123.91392),(2 151.06104),(3 174.1226),(4 189.78087),(5 198.71498),(6 205.53838),(7 205.30775),(8 205.70901),(9 209.2649),(10 216.74014),(11 225.70439),(12 236.37146),(13 241.5881),(14 244.62271),(15 239.24924),(16 234.69737),(17 230.87659),(18 231.5419),(19 234.39934),(20 236.37148),(21 239.14613),(22 243.42686),(23 242.22118),(24 238.3111),(25 235.40587),(26 234.24933),(27 232.06183),(28 233.0793),(29 230.97125),(30 229.08891),(31 227.62291),(32 223.91553),(33 223.14594),(34 223.39633),(35 224.4326),(36 223.52727),(37 227.9047),(38 227.53078),(39 228.91777),(40 227.30713),(41 226.02643),(42 226.2694),(43 227.18239),(44 228.65701),(45 229.51901),(46 233.11676),(47 237.19684),(48 238.8049),(49 240.57666),(50 245.22604),(51 250.77193),(52 251.09666),(53 254.56032),(54 255.55702),(55 258.33063),(56 260.72488),(57 263.90646),(58 265.0408),(59 263.59564),(60 266.4474),(61 267.0882),(62 266.94693),(63 265.36157),(64 268.23868),(65 271.55942),(66 275.7583),(67 278.93365),(68 280.4887),(69 283.94623),(70 285.68536),(71 289.9562),(72 292.83643),(73 295.61926),(74 297.58975),(75 298.78778),(76 303.69388),(77 305.9413),(78 307.12314),(79 309.31055),
(1 121.54239),(2 150.71623),(3 171.91597),(4 188.02017),(5 195.8527),(6 199.3623),(7 199.30673),(8 197.51836),(9 202.85245),(10 208.34988),(11 219.96173),(12 230.17253),(13 235.93912),(14 237.6023),(15 234.66823),(16 232.70001),(17 231.52974),(18 232.37737),(19 234.87476),(20 237.3537),(21 239.38713),(22 242.92867),(23 242.76869),(24 242.50009),(25 239.70468),(26 236.0015),(27 235.08327),(28 234.68675),(29 231.6286),(30 229.11542),(31 227.34886),(32 223.10002),(33 221.33807),(34 223.13266),(35 224.0279),(36 225.0937),(37 227.73683),(38 227.36041),(39 229.73042),(40 225.03761),(41 224.38954),(42 222.80222),(43 225.29099),(44 224.76723),(45 227.44217),(46 229.37883),(47 230.8041),(48 232.76353),(49 236.45944),(50 239.12987),(51 245.98026),(52 249.33812),(53 250.2651),(54 252.18777),(55 254.76454),(56 256.55273),(57 257.31885),(58 259.62274),(59 258.84012),(60 259.42752),(61 259.06946),(62 257.54684),(63 259.71655),(64 258.65247),(65 261.62607),(66 263.15793),(67 264.79147),(68 266.56607),(69 266.3753),(70 266.05515),(71 268.263),(72 270.02475),(73 270.04642),(74 273.5353),(75 275.39584),(76 277.16324),(77 279.02258),(78 282.34656),(79 282.98346),
(1 124.12661),(2 151.9055),(3 173.87883),(4 189.08632),(5 195.94554),(6 199.68039),(7 197.83427),(8 197.06561),(9 200.83318),(10 205.67558),(11 215.80354),(12 225.3163),(13 230.35667),(14 231.29927),(15 227.44847),(16 225.90216),(17 223.39848),(18 223.3306),(19 226.99696),(20 229.38774),(21 231.23323),(22 232.84169),(23 231.32904),(24 230.12866),(25 225.76428),(26 225.2927),(27 225.38638),(28 224.81024),(29 222.87775),(30 223.64246),(31 221.91057),(32 222.20824),(33 221.26778),(34 220.48822),(35 219.81635),(36 220.89769),(37 223.16017),(38 222.6613),(39 223.90762),(40 221.94237),(41 220.83324),(42 220.68779),(43 223.90587),(44 225.7676),(45 227.00996),(46 229.32945),(47 231.87039),(48 233.30444),(49 235.22736),(50 235.90102),(51 234.96382),(52 237.80458),(53 240.83994),(54 241.06958),(55 245.52988),(56 246.95528),(57 247.91159),(58 249.88857),(59 247.85506),(60 251.41107),(61 253.15547),(62 251.61511),(63 252.16609),(64 253.05951),(65 255.87184),(66 257.26373),(67 260.7296),(68 262.43494),(69 263.347),(70 262.80493),(71 265.84515),(72 268.23245),(73 266.8979),(74 266.49997),(75 268.13187),(76 271.36108),(77 272.28235),(78 272.96036),(79 271.46762),
(1 119.092445),(2 144.8097),(3 165.1903),(4 178.30844),(5 182.34854),(6 186.07164),(7 185.44794),(8 183.11838),(9 185.49998),(10 192.13988),(11 200.42982),(12 206.63583),(13 209.86772),(14 208.86768),(15 204.49849),(16 201.33429),(17 197.80377),(18 200.26892),(19 201.7918),(20 204.7492),(21 205.25078),(22 206.05627),(23 206.53839),(24 205.66675),(25 202.96327),(26 203.47508),(27 201.80629),(28 201.42061),(29 201.99165),(30 202.58255),(31 201.76524),(32 202.37993),(33 201.27911),(34 202.36621),(35 203.77676),(36 204.92618),(37 208.33511),(38 210.5671),(39 212.41058),(40 214.1003),(41 212.80038),(42 212.55602),(43 212.31369),(44 212.77892),(45 214.27226),(46 216.25032),(47 219.28767),(48 221.81375),(49 224.00668),(50 227.36966),(51 225.10382),(52 228.23773),(53 228.31508),(54 227.72743),(55 231.88922),(56 234.05565),(57 235.82378),(58 237.68375),(59 235.52405),(60 235.6148),(61 236.97266),(62 237.14336),(63 237.57639),(64 238.44487),(65 241.35939),(66 241.76295),(67 245.78622),(68 246.35143),(69 247.09337),(70 246.60445),(71 248.30904),(72 249.49551),(73 248.08038),(74 249.23495),(75 252.16646),(76 252.10136),(77 254.56177),(78 255.62556),(79 257.4387),
(1 119.88677),(2 147.0717),(3 169.55484),(4 182.05582),(5 187.3111),(6 191.20451),(7 189.80522),(8 186.03006),(9 189.88832),(10 192.99646),(11 202.40428),(12 212.37056),(13 217.79233),(14 219.18558),(15 218.50655),(16 215.56432),(17 212.8224),(18 214.33263),(19 216.15735),(20 219.11014),(21 222.57451),(22 224.95757),(23 226.28934),(24 226.23499),(25 221.46985),(26 221.3652),(27 221.51883),(28 218.46382),(29 218.39188),(30 218.16145),(31 217.79686),(32 219.12993),(33 219.42564),(34 220.92136),(35 217.45168),(36 217.03345),(37 219.51193),(38 218.31924),(39 216.57338),(40 213.19795),(41 212.74718),(42 212.63808),(43 212.71014),(44 214.26428),(45 214.70598),(46 221.21965),(47 224.59953),(48 225.01276),(49 227.59969),(50 228.10057),(51 228.58774),(52 231.29863),(53 230.91658),(54 231.0538),(55 231.5018),(56 231.45915),(57 232.51654),(58 232.97346),(59 233.23543),(60 235.24623),(61 237.0349),(62 237.70279),(63 238.13863),(64 236.40263),(65 237.2433),(66 242.10841),(67 243.18674),(68 245.22949),(69 244.13412),(70 244.613),(71 242.3824),(72 244.62901),(73 244.77785),(74 246.02489),(75 247.64061),(76 248.59398),(77 248.3828),(78 249.84238),(79 249.71407),
(1 116.46369),(2 140.97774),(3 161.1163),(4 173.74709),(5 181.427),(6 184.80818),(7 185.94629),(8 182.72302),(9 186.53061),(10 191.556),(11 198.11949),(12 203.43094),(13 209.96567),(14 212.18353),(15 212.16003),(16 209.19704),(17 208.64735),(18 209.09955),(19 212.02469),(20 212.22472),(21 212.39944),(22 215.4044),(23 215.72916),(24 214.6101),(25 212.86705),(26 213.06827),(27 212.1583),(28 211.50705),(29 210.07956),(30 209.6675),(31 207.25282),(32 206.68745),(33 204.65065),(34 203.9733),(35 200.80852),(36 202.81268),(37 205.94156),(38 207.638),(39 207.50998),(40 207.98264),(41 209.8542),(42 209.29485),(43 208.81784),(44 207.03516),(45 209.93582),(46 215.24533),(47 217.74022),(48 218.43344),(49 219.33064),(50 221.40967),(51 224.08656),(52 226.98206),(53 226.25626),(54 228.0815),(55 229.2309),(56 228.51532),(57 228.84485),(58 227.60443),(59 225.90952),(60 226.70049),(61 226.62901),(62 224.7884),(63 224.69237),(64 224.6424),(65 225.63472),(66 226.238),(67 231.3122),(68 231.66048),(69 232.7854),(70 231.79132),(71 231.99956),(72 234.21068),(73 232.0363),(74 231.75446),(75 233.17757),(76 234.96115),(77 233.7074),(78 234.78313),(79 234.25253),
(1 119.004166),(2 145.267),(3 164.55647),(4 176.39636),(5 184.21533),(6 183.56644),(7 187.94308),(8 184.46101),(9 188.44453),(10 193.29558),(11 198.98419),(12 207.02946),(13 210.22012),(14 212.59491),(15 210.1171),(16 207.10628),(17 204.00578),(18 203.53053),(19 202.79854),(20 203.05095),(21 202.7629),(22 206.2551),(23 206.43687),(24 205.99103),(25 205.03238),(26 203.54015),(27 205.50368),(28 205.07784),(29 204.13309),(30 202.1567),(31 200.71196),(32 202.78606),(33 202.6906),(34 203.28706),(35 203.03012),(36 206.45114),(37 211.0876),(38 209.72),(39 208.17395),(40 209.03207),(41 206.67363),(42 205.45103),(43 206.90974),(44 206.452),(45 207.9783),(46 212.07832),(47 216.72868),(48 217.40518),(49 220.41193),(50 223.85835),(51 226.10268),(52 227.6547),(53 226.46643),(54 225.50006),(55 226.93082),(56 229.6779),(57 231.68187),(58 232.28024),(59 231.51971),(60 230.37411),(61 232.45282),(62 232.47626),(63 234.75476),(64 236.35318),(65 238.13333),(66 240.00931),(67 242.54405),(68 239.88908),(69 242.63864),(70 241.75233),(71 241.56152),(72 244.12096),(73 245.92062),(74 245.30672),(75 249.22572),(76 248.76108),(77 249.81697),(78 249.29977),(79 246.69182),
(1 117.70397),(2 143.26001),(3 164.17323),(4 177.43048),(5 184.39754),(6 190.54387),(7 189.8229),(8 186.6564),(9 190.0653),(10 192.77917),(11 201.49551),(12 207.88564),(13 210.11412),(14 211.90616),(15 209.83499),(16 207.13315),(17 206.42386),(18 206.76411),(19 209.8567),(20 211.36533),(21 210.45226),(22 212.05908),(23 213.00539),(24 212.8115),(25 210.32605),(26 209.06227),(27 209.52557),(28 207.7646),(29 205.89523),(30 204.88094),(31 207.20424),(32 207.14091),(33 207.66542),(34 206.76389),(35 204.50798),(36 208.37448),(37 212.03508),(38 209.9069),(39 209.49603),(40 208.28511),(41 206.71706),(42 207.2334),(43 208.43362),(44 211.4403),(45 212.98369),(46 216.53845),(47 220.40732),(48 220.27992),(49 220.73134),(50 222.80486),(51 223.51456),(52 226.20303),(53 225.20714),(54 224.37897),(55 226.05011),(56 228.2853),(57 228.43124),(58 227.29532),(59 226.98953),(60 225.36537),(61 225.63257),(62 226.06268),(63 226.48972),(64 228.32858),(65 227.98439),(66 229.48982),(67 233.3616),(68 231.64268),(69 234.38684),(70 234.26456),(71 236.2065),(72 238.62169),(73 237.42262),(74 238.7046),(75 241.30185),(76 241.16289),(77 241.38702),(78 242.03392),(79 244.03613),
(1 113.22331),(2 139.49913),(3 156.37024),(4 167.40857),(5 174.4642),(6 175.42885),(7 176.42448),(8 175.4883),(9 179.68436),(10 184.43115),(11 189.4736),(12 195.82166),(13 200.82857),(14 200.62506),(15 199.55267),(16 199.11801),(17 197.50351),(18 200.66238),(19 200.31947),(20 202.81078),(21 203.29688),(22 204.70207),(23 204.00186),(24 202.97606),(25 201.93472),(26 202.02481),(27 200.62692),(28 199.53563),(29 199.9316),(30 198.13246),(31 199.37683),(32 199.57466),(33 200.63477),(34 198.8548),(35 198.54454),(36 201.09044),(37 201.85625),(38 199.79147),(39 200.27016),(40 199.74748),(41 195.82013),(42 195.44658),(43 195.85033),(44 197.05972),(45 199.50294),(46 200.83246),(47 201.16023),(48 203.7374),(49 204.21193),(50 205.987),(51 207.2447),(52 211.31361),(53 211.0099),(54 210.08827),(55 208.4463),(56 212.4108),(57 213.72452),(58 213.73358),(59 213.12173),(60 214.15155),(61 214.68338),(62 216.84741),(63 217.40463),(64 219.89142),(65 221.5351),(66 220.97005),(67 223.6555),(68 223.24307),(69 220.59523),(70 221.23724),(71 220.96257),(72 221.94554),(73 220.75044),(74 219.1063),(75 220.98651),(76 220.44188),(77 220.21161),(78 220.72511),(79 221.66962),
(1 115.2608),(2 141.57866),(3 161.0398),(4 172.41428),(5 179.2582),(6 180.9191),(7 182.31639),(8 183.47903),(9 184.6475),(10 187.98634),(11 192.97179),(12 198.53613),(13 201.36131),(14 202.517),(15 201.00365),(16 201.67648),(17 200.69008),(18 201.063),(19 202.8997),(20 201.45496),(21 201.67914),(22 204.78586),(23 205.34137),(24 205.1943),(25 206.52104),(26 204.55504),(27 204.8206),(28 202.17441),(29 201.44981),(30 200.1504),(31 201.02953),(32 200.73409),(33 201.43234),(34 201.1781),(35 201.39467),(36 203.24487),(37 203.64052),(38 201.43951),(39 200.39168),(40 198.9234),(41 197.3362),(42 198.9142),(43 199.68663),(44 203.51894),(45 207.8879),(46 211.39265),(47 212.0014),(48 213.63057),(49 214.96184),(50 216.67685),(51 215.87073),(52 219.02896),(53 218.68506),(54 219.66669),(55 219.14944),(56 222.42528),(57 225.34875),(58 224.63),(59 221.23788),(60 221.46935),(61 223.55637),(62 224.42476),(63 226.64189),(64 227.4926),(65 228.82776),(66 226.87642),(67 230.58167),(68 232.6689),(69 232.63986),(70 234.99118),(71 235.38612),(72 238.08447),(73 238.05356),(74 238.74756),(75 243.68625),(76 244.18045),(77 245.01927),(78 244.85748),(79 249.23828),
(1 111.72216),(2 138.69502),(3 158.92856),(4 170.87285),(5 176.14252),(6 179.3926),(7 181.44037),(8 180.38174),(9 182.81044),(10 186.5047),(11 191.6632),(12 196.02669),(13 198.49226),(14 200.64873),(15 202.4446),(16 204.56567),(17 203.60205),(18 203.48224),(19 203.58269),(20 203.18765),(21 202.01917),(22 205.87408),(23 206.15454),(24 205.94252),(25 205.59584),(26 203.8613),(27 205.05836),(28 202.07736),(29 201.97084),(30 200.04729),(31 200.97122),(32 200.30942),(33 200.53691),(34 199.35498),(35 196.73978),(36 198.44164),(37 203.49008),(38 201.38683),(39 201.60797),(40 199.17203),(41 197.3162),(42 199.05957),(43 200.40996),(44 203.52722),(45 205.72028),(46 207.40257),(47 209.93913),(48 210.36908),(49 211.23593),(50 213.88086),(51 212.72462),(52 214.51491),(53 216.08473),(54 213.78139),(55 215.52603),(56 219.39482),(57 220.71153),(58 220.50113),(59 219.93188),(60 222.0106),(61 221.64499),(62 223.90785),(63 224.29338),(64 224.79616),(65 226.13644),(66 225.10431),(67 227.80765),(68 227.456),(69 229.91302),(70 229.31557),(71 227.83315),(72 228.70038),(73 231.48952),(74 231.29222),(75 234.01472),(76 232.93254),(77 231.63304),(78 231.8576),(79 232.45844),
(1 113.33389),(2 141.84554),(3 162.20778),(4 174.09894),(5 180.06558),(6 181.47253),(7 184.5118),(8 184.92433),(9 188.76485),(10 191.64113),(11 197.72107),(12 201.60257),(13 201.72542),(14 202.48749),(15 202.9409),(16 204.67102),(17 205.17271),(18 205.64388),(19 206.05191),(20 204.65907),(21 207.24794),(22 207.92207),(23 209.85612),(24 210.83005),(25 211.31084),(26 209.46484),(27 209.48663),(28 206.1323),(29 203.94957),(30 204.08711),(31 202.94405),(32 201.6227),(33 201.84148),(34 202.7988),(35 200.92899),(36 202.21628),(37 204.82166),(38 204.19125),(39 202.72891),(40 201.77475),(41 198.84123),(42 197.8953),(43 200.70018),(44 205.88327),(45 207.08765),(46 209.52954),(47 212.37411),(48 213.19435),(49 214.76465),(50 216.29726),(51 217.21658),(52 218.55379),(53 219.67398),(54 218.64688),(55 221.3582),(56 222.98808),(57 223.69313),(58 226.13939),(59 225.79036),(60 223.1322),(61 223.7885),(62 225.48969),(63 226.29633),(64 226.41321),(65 228.82578),(66 230.73055),(67 233.09439),(68 232.17418),(69 234.95198),(70 235.13649),(71 235.71066),(72 237.33904),(73 237.69754),(74 238.46954),(75 238.14186),(76 240.42085),(77 240.88167),(78 244.04909),(79 247.01775),
(1 111.51949),(2 137.19092),(3 156.93367),(4 170.7747),(5 176.61458),(6 176.93251),(7 181.4199),(8 180.42302),(9 181.75438),(10 184.91658),(11 188.77377),(12 192.17586),(13 194.83794),(14 195.68788),(15 199.29158),(16 199.46344),(17 198.17937),(18 197.52138),(19 194.80312),(20 193.9299),(21 196.05946),(22 197.88148),(23 199.33917),(24 200.73337),(25 200.76657),(26 199.50462),(27 199.35481),(28 195.94485),(29 193.97836),(30 195.21103),(31 195.47087),(32 196.23854),(33 195.48804),(34 195.25507),(35 194.58145),(36 194.87604),(37 197.27576),(38 197.25772),(39 198.16403),(40 198.55661),(41 198.0574),(42 199.85353),(43 202.97034),(44 206.22377),(45 209.83841),(46 211.79324),(47 212.30025),(48 209.6003),(49 208.82603),(50 209.63954),(51 209.68785),(52 211.40213),(53 211.6609),(54 211.76886),(55 212.75597),(56 215.15262),(57 217.61717),(58 218.37268),(59 217.94057),(60 217.4558),(61 216.42545),(62 218.11581),(63 219.8958),(64 219.26697),(65 220.06543),(66 220.70465),(67 222.81946),(68 223.42996),(69 225.33449),(70 228.14291),(71 228.19128),(72 231.12657),(73 231.8962),(74 233.74216),(75 235.0759),(76 236.71457),(77 237.91249),(78 240.38126),(79 241.60367),
