1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 159.47557),(2 193.94443),(3 218.73387),(4 238.37779),(5 252.01208),(6 262.12796),(7 269.32135),(8 272.5279),(9 278.66898),(10 282.0217),(11 283.93137),(12 290.9006),(13 292.602),(14 294.18286),(15 293.1166),(16 295.1487),(17 298.3712),(18 301.03738),(19 295.29678),(20 297.85873),(21 299.45682),(22 304.1991),(23 303.2419),(24 303.43927),(25 298.94717),(26 296.8539),(27 293.0783),(28 290.4733),(29 290.15317),(30 287.83737),(31 287.25378),(32 286.54672),(33 289.56622),(34 288.03476),(35 289.57935),(36 290.5838),(37 296.00082),(38 294.65942),(39 294.547),(40 294.96988),(41 296.85864),(42 298.9034),(43 299.75546),(44 302.5267),(45 299.96228),(46 301.6429),(47 305.20486),(48 304.77258),(49 304.94794),(50 303.71616),(51 303.68195),(52 309.43225),(53 311.6668),(54 316.30786),(55 316.07233),(56 316.6504),(57 317.2574),(58 315.8529),(59 315.12823),(60 322.82944),(61 325.98282),(62 326.93655),(63 334.00504),(64 333.7961),(65 337.0602),(66 334.00006),(67 336.43237),(68 336.73685),(69 339.36502),(70 343.55344),(71 346.23706),(72 349.93237),(73 350.4875),(74 355.31427),(75 359.81982),(76 363.30478),(77 366.22467),(78 368.18008),(79 371.4307),
(1 154.14233),(2 189.80876),(3 212.71553),(4 229.1387),(5 243.2006),(6 258.79572),(7 270.5457),(8 273.8976),(9 277.72754),(10 282.45825),(11 285.41068),(12 288.5643),(13 289.14606),(14 291.70972),(15 292.36694),(16 295.40744),(17 294.427),(18 293.37204),(19 291.1632),(20 290.86594),(21 290.5211),(22 290.2524),(23 288.6201),(24 287.94635),(25 287.2222),(26 283.95282),(27 281.6788),(28 277.87503),(29 274.71133),(30 273.80472),(31 273.0347),(32 270.83655),(33 273.61057),(34 277.35178),(35 280.6173),(36 285.27625),(37 289.21616),(38 288.26862),(39 288.81256),(40 286.91846),(41 286.5737),(42 289.38907),(43 287.76486),(44 293.42563),(45 294.97415),(46 297.5177),(47 304.77338),(48 305.12598),(49 307.34482),(50 308.32727),(51 312.623),(52 317.74432),(53 321.62015),(54 324.9066),(55 327.40115),(56 327.89697),(57 328.10144),(58 326.25522),(59 326.37595),(60 328.11075),(61 334.63416),(62 334.6863),(63 338.33923),(64 337.2547),(65 338.68085),(66 338.67648),(67 342.19296),(68 337.8528),(69 338.85315),(70 341.73975),(71 341.95035),(72 344.54333),(73 344.42206),(74 347.4763),(75 349.2565),(76 353.11307),(77 350.7279),(78 353.03),(79 356.06592),
(1 155.471),(2 187.97453),(3 211.74034),(4 228.2705),(5 241.25626),(6 252.7328),(7 260.88797),(8 266.22873),(9 273.99756),(10 280.04367),(11 282.09756),(12 285.0321),(13 287.83972),(14 291.63684),(15 293.9655),(16 294.9246),(17 296.2027),(18 295.6441),(19 298.49872),(20 299.06805),(21 303.31598),(22 305.84473),(23 308.58853),(24 308.2951),(25 309.38367),(26 306.6197),(27 303.30902),(28 298.98364),(29 295.5527),(30 293.93616),(31 290.53165),(32 289.7968),(33 290.18335),(34 289.199),(35 287.90253),(36 288.85815),(37 291.0785),(38 290.24048),(39 289.7089),(40 288.98862),(41 289.5046),(42 292.38672),(43 289.6864),(44 293.1359),(45 294.03406),(46 295.7554),(47 297.45087),(48 294.30536),(49 298.29626),(50 298.35095),(51 299.97665),(52 306.2514),(53 309.16226),(54 310.81168),(55 312.98035),(56 317.13904),(57 320.2173),(58 320.7637),(59 323.00906),(60 324.75696),(61 330.10284),(62 330.37274),(63 335.23904),(64 335.67197),(65 337.22006),(66 332.17014),(67 336.40738),(68 335.59793),(69 338.17517),(70 338.6914),(71 338.8268),(72 339.34167),(73 339.4647),(74 344.0161),(75 345.0209),(76 347.95816),(77 346.6156),(78 349.2824),(79 349.395),
(1 151.06648),(2 179.75395),(3 203.24138),(4 219.52673),(5 233.77184),(6 243.13583),(7 248.27614),(8 252.99313),(9 255.24246),(10 259.23608),(11 262.12625),(12 264.1985),(13 265.17563),(14 268.30258),(15 268.90063),(16 268.60193),(17 267.677),(18 266.33148),(19 265.23502),(20 266.69772),(21 268.26007),(22 273.89685),(23 272.60886),(24 274.72516),(25 273.50122),(26 272.52197),(27 269.38602),(28 264.8313),(29 263.63333),(30 258.93317),(31 258.79694),(32 259.6852),(33 260.4684),(34 262.86926),(35 262.16663),(36 259.3873),(37 262.97403),(38 261.5438),(39 259.83392),(40 260.5883),(41 259.0737),(42 261.75214),(43 263.4279),(44 268.34048),(45 270.89697),(46 271.73196),(47 274.32742),(48 275.7862),(49 276.3001),(50 279.59473),(51 282.99146),(52 291.7006),(53 293.79266),(54 297.092),(55 300.7809),(56 303.32156),(57 308.45084),(58 307.19107),(59 307.88898),(60 309.0018),(61 310.55142),(62 312.21106),(63 316.69382),(64 316.102),(65 314.50204),(66 312.62045),(67 314.78705),(68 315.8358),(69 320.6621),(70 317.04807),(71 320.0332),(72 324.90015),(73 323.94745),(74 325.10498),(75 329.92154),(76 331.28094),(77 336.52692),(78 338.71365),(79 338.7831),
(1 151.36974),(2 180.50806),(3 200.90738),(4 217.4028),(5 229.84624),(6 239.73262),(7 245.61703),(8 250.04832),(9 255.12605),(10 258.407),(11 263.5349),(12 264.48422),(13 264.47678),(14 269.66708),(15 272.82532),(16 271.9905),(17 271.96063),(18 271.02136),(19 269.95786),(20 270.23734),(21 271.02252),(22 272.5981),(23 274.13867),(24 273.42825),(25 270.94446),(26 274.45566),(27 271.3063),(28 270.05014),(29 269.68048),(30 265.72076),(31 269.70306),(32 269.29803),(33 270.9798),(34 274.4713),(35 275.15097),(36 271.9504),(37 274.00986),(38 272.69583),(39 270.57407),(40 270.49023),(41 271.5433),(42 270.78662),(43 272.3644),(44 277.81497),(45 279.55804),(46 283.1561),(47 283.29926),(48 287.0038),(49 285.3273),(50 286.9296),(51 287.7188),(52 291.72495),(53 298.1701),(54 298.90015),(55 302.24945),(56 305.0943),(57 308.1715),(58 309.0328),(59 310.52896),(60 313.58224),(61 314.1922),(62 317.23657),(63 318.07367),(64 321.47418),(65 320.3724),(66 321.55612),(67 324.04065),(68 323.17084),(69 326.21613),(70 327.38925),(71 324.2979),(72 326.95798),(73 324.43497),(74 325.89633),(75 326.8344),(76 326.79977),(77 325.10843),(78 326.83832),(79 329.64127),
(1 150.98589),(2 181.03516),(3 205.20848),(4 219.7976),(5 233.2668),(6 241.37808),(7 248.5131),(8 249.48506),(9 250.17197),(10 251.50975),(11 257.9715),(12 262.47046),(13 266.58383),(14 267.4545),(15 273.43927),(16 271.33594),(17 271.22418),(18 269.05515),(19 268.05328),(20 268.3261),(21 269.62265),(22 273.503),(23 274.1564),(24 271.81317),(25 268.80344),(26 268.05737),(27 264.08542),(28 265.33615),(29 264.97015),(30 265.2875),(31 266.87433),(32 267.28162),(33 267.61368),(34 267.27075),(35 267.7966),(36 271.0643),(37 273.44754),(38 273.3817),(39 272.84457),(40 271.43237),(41 270.2392),(42 270.60083),(43 274.08957),(44 278.36523),(45 280.94476),(46 282.10364),(47 283.6233),(48 283.9634),(49 286.2384),(50 287.99042),(51 293.29712),(52 297.48505),(53 299.9267),(54 303.23804),(55 300.66708),(56 300.28906),(57 300.52515),(58 301.0807),(59 301.03766),(60 306.72992),(61 305.96188),(62 308.88528),(63 309.55627),(64 309.3675),(65 311.12814),(66 310.80188),(67 314.97238),(68 314.9926),(69 317.1768),(70 318.4294),(71 317.44913),(72 319.51282),(73 320.46802),(74 319.71878),(75 320.28854),(76 321.32486),(77 319.8122),(78 318.80035),(79 319.2928),
(1 147.84972),(2 176.38106),(3 198.58318),(4 214.11005),(5 227.47862),(6 236.00545),(7 244.44847),(8 246.7989),(9 250.02481),(10 255.01105),(11 262.20615),(12 266.01758),(13 268.6335),(14 268.10022),(15 272.55707),(16 275.32904),(17 273.472),(18 272.6176),(19 270.37405),(20 269.11307),(21 270.7022),(22 271.8459),(23 273.65695),(24 274.59485),(25 271.927),(26 270.92963),(27 267.62527),(28 262.3036),(29 260.72247),(30 259.9873),(31 259.8938),(32 256.4547),(33 256.67905),(34 256.30048),(35 255.87328),(36 255.4652),(37 257.21408),(38 256.25372),(39 252.16275),(40 254.73456),(41 254.45659),(42 255.51376),(43 260.6093),(44 262.4149),(45 264.27112),(46 266.4105),(47 270.43585),(48 272.19342),(49 272.6765),(50 275.40546),(51 279.05746),(52 280.45367),(53 281.1008),(54 280.3493),(55 281.5891),(56 282.1975),(57 286.9229),(58 288.9662),(59 291.3687),(60 296.261),(61 299.99402),(62 302.97348),(63 309.30994),(64 309.08762),(65 309.4666),(66 309.99146),(67 314.1625),(68 310.56964),(69 312.87134),(70 316.7092),(71 316.8041),(72 319.53134),(73 320.30838),(74 321.36755),(75 323.4854),(76 326.42154),(77 327.1743),(78 328.58798),(79 331.29242),
(1 146.40005),(2 174.9039),(3 199.24268),(4 214.66093),(5 228.62534),(6 237.37886),(7 240.47678),(8 246.24057),(9 250.31746),(10 254.55457),(11 262.81763),(12 268.21014),(13 272.52655),(14 273.82507),(15 278.33548),(16 279.46838),(17 278.02423),(18 275.35693),(19 272.3331),(20 270.3381),(21 271.04333),(22 271.78046),(23 272.62756),(24 269.0969),(25 268.13702),(26 264.87137),(27 262.18222),(28 261.1597),(29 259.50644),(30 259.10095),(31 259.38315),(32 257.68442),(33 257.1858),(34 258.1712),(35 258.95892),(36 259.80933),(37 263.05658),(38 262.1996),(39 262.77112),(40 264.41098),(41 268.61877),(42 268.9435),(43 274.26178),(44 276.2071),(45 280.07788),(46 281.6416),(47 284.1581),(48 284.77505),(49 285.19205),(50 287.34018),(51 290.10504),(52 294.8493),(53 291.81287),(54 290.02765),(55 293.24387),(56 295.0826),(57 293.90814),(58 295.28552),(59 295.1787),(60 295.90912),(61 299.79596),(62 300.25653),(63 305.5687),(64 306.14243),(65 307.82892),(66 312.43756),(67 315.70462),(68 314.42166),(69 318.543),(70 321.94708),(71 324.12955),(72 325.18417),(73 326.37286),(74 327.4789),(75 330.87454),(76 331.76065),(77 332.06882),(78 334.65662),(79 333.08783),
(1 145.29173),(2 172.10863),(3 193.25623),(4 209.87697),(5 221.71257),(6 231.04599),(7 237.46838),(8 239.9359),(9 242.20473),(10 244.5437),(11 248.60698),(12 256.22784),(13 258.51678),(14 261.9378),(15 265.26187),(16 267.50723),(17 265.3121),(18 263.55002),(19 263.48694),(20 265.6329),(21 266.7219),(22 269.55167),(23 268.64175),(24 270.27954),(25 267.6128),(26 268.03326),(27 266.59232),(28 263.57178),(29 262.50522),(30 259.36826),(31 262.03802),(32 264.7297),(33 265.48312),(34 264.7368),(35 262.94647),(36 261.5009),(37 267.77765),(38 264.70007),(39 266.48837),(40 265.86407),(41 268.09045),(42 268.55566),(43 269.39215),(44 272.16193),(45 275.75055),(46 282.34772),(47 284.13712),(48 283.1466),(49 285.11996),(50 287.85742),(51 290.86578),(52 293.61755),(53 296.9306),(54 296.8616),(55 302.0558),(56 302.8526),(57 305.33963),(58 304.6632),(59 307.0143),(60 307.7367),(61 308.61545),(62 310.86484),(63 313.7666),(64 315.93118),(65 315.87485),(66 317.3542),(67 321.5896),(68 321.99124),(69 324.78345),(70 327.65182),(71 328.16003),(72 328.41864),(73 328.0696),(74 330.3946),(75 331.3897),(76 332.96603),(77 332.53247),(78 336.01804),(79 332.8033),
(1 142.33072),(2 169.56497),(3 195.19539),(4 209.74425),(5 221.08813),(6 227.06102),(7 232.62553),(8 231.86353),(9 235.50682),(10 236.93237),(11 242.63809),(12 248),(13 250.58267),(14 254.28218),(15 254.74731),(16 258.40417),(17 257.03854),(18 257.83405),(19 252.89388),(20 253.00195),(21 254.37259),(22 254.26192),(23 257.85315),(24 258.06628),(25 256.71307),(26 256.5124),(27 257.21124),(28 255.92632),(29 255.64299),(30 256.6726),(31 256.563),(32 259.93124),(33 261.52197),(34 261.80023),(35 261.90317),(36 264.71292),(37 268.10367),(38 267.65887),(39 266.5714),(40 267.1895),(41 267.61203),(42 269.26385),(43 271.0294),(44 273.01392),(45 275.63678),(46 278.3709),(47 280.46735),(48 283.25092),(49 285.439),(50 287.5143),(51 287.163),(52 290.6209),(53 290.74463),(54 290.9632),(55 293.93658),(56 294.59262),(57 294.91037),(58 296.7093),(59 296.86646),(60 298.40848),(61 300.7152),(62 301.6277),(63 304.40323),(64 305.04044),(65 306.31702),(66 306.70813),(67 306.42615),(68 305.6476),(69 309.41025),(70 311.27396),(71 312.83868),(72 315.61548),(73 312.7314),(74 310.99744),(75 311.56027),(76 311.4006),(77 314.889),(78 314.74957),(79 318.11404),
(1 141.22633),(2 171.48018),(3 196.37819),(4 210.00441),(5 220.5711),(6 227.60938),(7 234.20421),(8 234.07022),(9 239.42917),(10 244.56114),(11 250.9881),(12 254.5899),(13 254.7933),(14 257.10214),(15 260.58664),(16 263.1606),(17 263.08575),(18 263.0567),(19 261.00803),(20 259.2133),(21 260.28),(22 259.98938),(23 258.8402),(24 257.57202),(25 256.2979),(26 256.33884),(27 255.14598),(28 254.94168),(29 254.63596),(30 251.7531),(31 250.6524),(32 253.169),(33 254.5157),(34 252.87146),(35 254.55574),(36 251.46162),(37 253.67615),(38 252.38376),(39 250.79678),(40 251.68025),(41 252.00931),(42 254.2215),(43 258.17487),(44 261.788),(45 266.04178),(46 272.37253),(47 275.20834),(48 276.8724),(49 278.3965),(50 282.49124),(51 286.37485),(52 289.93463),(53 290.77023),(54 291.26007),(55 292.19943),(56 297.344),(57 299.789),(58 300.83945),(59 301.88885),(60 306.10007),(61 311.48114),(62 311.75452),(63 315.6351),(64 318.23776),(65 318.32928),(66 319.82996),(67 324.883),(68 324.08932),(69 324.45163),(70 324.83395),(71 325.38464),(72 327.3041),(73 323.9039),(74 321.4383),(75 323.87534),(76 325.3731),(77 325.69342),(78 326.90195),(79 328.78775),
(1 136.37923),(2 164.79279),(3 186.17386),(4 200.92958),(5 209.53703),(6 214.90468),(7 218.5057),(8 220.09584),(9 224.16566),(10 228.27702),(11 231.24632),(12 232.2246),(13 237.23007),(14 243.06798),(15 244.27641),(16 247.20721),(17 243.92287),(18 243.83102),(19 241.70375),(20 243.49539),(21 243.90562),(22 248.77255),(23 249.07428),(24 247.07794),(25 244.21002),(26 240.10963),(27 239.6924),(28 238.09515),(29 237.36389),(30 235.85094),(31 237.61955),(32 235.63368),(33 236.2381),(34 236.99298),(35 235.1348),(36 238.12328),(37 242.88927),(38 242.3906),(39 241.0393),(40 241.56303),(41 240.07524),(42 240.41345),(43 242.2375),(44 246.4817),(45 250.10312),(46 254.91217),(47 259.5431),(48 262.0153),(49 262.70776),(50 264.4705),(51 267.4496),(52 269.14578),(53 270.84595),(54 275.62302),(55 277.0387),(56 281.26727),(57 281.9567),(58 282.53027),(59 282.23358),(60 284.63855),(61 287.56128),(62 287.34427),(63 291.20535),(64 295.19965),(65 296.89218),(66 296.42728),(67 298.8838),(68 298.93857),(69 300.20435),(70 299.12766),(71 298.6396),(72 298.38242),(73 296.26816),(74 297.46143),(75 296.86853),(76 299.03928),(77 299.22766),(78 303.54758),(79 301.941),
(1 137.16583),(2 165.46504),(3 190.13683),(4 205.86517),(5 216.01685),(6 222.19604),(7 227.48576),(8 230.02356),(9 233.88857),(10 239.02774),(11 244.2383),(12 247.93843),(13 249.24113),(14 251.62708),(15 249.571),(16 249.57321),(17 251.22955),(18 251.01329),(19 251.8317),(20 252.53374),(21 253.64427),(22 256.12848),(23 253.1486),(24 251.14288),(25 249.99622),(26 251.32132),(27 247.55399),(28 248.0313),(29 247.0041),(30 243.98715),(31 243.6145),(32 243.59789),(33 243.51048),(34 242.64595),(35 241.18425),(36 241.36429),(37 244.02568),(38 243.00404),(39 242.50282),(40 244.076),(41 243.51224),(42 241.81717),(43 244.85617),(44 245.4434),(45 248.89914),(46 255.43286),(47 257.89713),(48 261.6824),(49 260.34058),(50 262.93985),(51 266.33688),(52 266.6115),(53 267.4883),(54 265.74628),(55 270.79593),(56 272.45065),(57 274.2942),(58 276.8244),(59 277.6705),(60 284.03546),(61 284.79977),(62 287.7922),(63 293.12067),(64 294.88107),(65 295.93274),(66 298.3373),(67 300.79092),(68 300.1027),(69 301.66113),(70 302.57996),(71 302.7782),(72 303.59464),(73 307.73428),(74 307.64423),(75 311.53864),(76 314.69302),(77 315.69342),(78 316.7832),(79 318.231),
(1 135.26111),(2 164.83241),(3 187.90904),(4 203.6152),(5 212.81107),(6 220.1038),(7 222.42331),(8 222.03583),(9 225.63062),(10 230.96136),(11 235.71616),(12 241.95383),(13 243.01094),(14 244.50711),(15 244.3572),(16 245.53171),(17 247.02751),(18 244.24043),(19 246.00139),(20 243.42535),(21 243.67422),(22 249.9318),(23 246.72757),(24 244.86395),(25 245.84412),(26 244.34157),(27 240.57956),(28 238.05463),(29 235.7578),(30 235.8986),(31 235.16881),(32 235.85265),(33 240.51683),(34 241.89497),(35 242.9586),(36 246.69084),(37 248.54851),(38 248.54646),(39 250.51147),(40 248.8572),(41 248.58762),(42 252.84032),(43 255.29822),(44 257.68436),(45 261.46802),(46 267.568),(47 266.04953),(48 267.4743),(49 269.63467),(50 271.4727),(51 272.58466),(52 276.7439),(53 278.525),(54 280.25024),(55 283.4916),(56 285.51),(57 285.72803),(58 286.02618),(59 285.108),(60 287.72552),(61 291.36398),(62 291.66797),(63 293.60962),(64 295.932),(65 296.0737),(66 299.4653),(67 300.8464),(68 301.28616),(69 302.6365),(70 302.46597),(71 304.23636),(72 304.3171),(73 305.11816),(74 304.38605),(75 304.9252),(76 308.22815),(77 308.25525),(78 310.25305),(79 312.12314),
(1 134.8284),(2 163.55246),(3 188.41563),(4 203.27788),(5 213.98956),(6 220.56384),(7 222.93855),(8 224.88521),(9 227.53767),(10 230.39935),(11 236.37172),(12 240.63727),(13 246.9881),(14 248.79373),(15 249.51122),(16 250.43684),(17 252.01823),(18 254.09642),(19 255.06668),(20 253.81865),(21 256.3711),(22 258.65796),(23 256.42316),(24 258.33936),(25 257.57565),(26 254.157),(27 252.29509),(28 248.81516),(29 247.76173),(30 246.61336),(31 243.69714),(32 243.38376),(33 245.05185),(34 246.4897),(35 244.5614),(36 246.43571),(37 247.42108),(38 248.69353),(39 248.77325),(40 246.5274),(41 248.48398),(42 250.31609),(43 252.75179),(44 256.49545),(45 261.80768),(46 264.88428),(47 264.8474),(48 267.4781),(49 270.3762),(50 274.64133),(51 276.46707),(52 280.5091),(53 282.96234),(54 280.59393),(55 281.10873),(56 284.15964),(57 281.9924),(58 284.72192),(59 283.6311),(60 286.34467),(61 285.15497),(62 283.82745),(63 287.2251),(64 288.08167),(65 289.2379),(66 288.68195),(67 291.83542),(68 291.3954),(69 294.8706),(70 294.41),(71 296.68207),(72 299.4741),(73 299.52713),(74 301.23636),(75 302.4506),(76 302.2517),(77 303.4067),(78 302.19373),(79 305.85892),
(1 137.73601),(2 165.86784),(3 187.85556),(4 204.1492),(5 211.98424),(6 220.53195),(7 222.81166),(8 222.25803),(9 225.62767),(10 231.53516),(11 237.73627),(12 243.68431),(13 247.78246),(14 248.30647),(15 248.69833),(16 249.49487),(17 249.77887),(18 248.56126),(19 250.13376),(20 251.11102),(21 254.40042),(22 257.61053),(23 254.29625),(24 254.72261),(25 251.70378),(26 249.97256),(27 247.47224),(28 246.18254),(29 244.0638),(30 242.23691),(31 239.82648),(32 242.32196),(33 247.1743),(34 245.06749),(35 244.80034),(36 243.58513),(37 248.04758),(38 249.12337),(39 249.72427),(40 249.9779),(41 251.64275),(42 251.47717),(43 252.31865),(44 255.39055),(45 260.72116),(46 261.09302),(47 264.84836),(48 269.0794),(49 267.28824),(50 269.42337),(51 271.2633),(52 274.645),(53 275.10556),(54 276.0932),(55 278.4912),(56 281.62247),(57 285.9187),(58 286.86777),(59 286.39926),(60 287.9367),(61 288.2487),(62 286.64642),(63 289.81668),(64 289.21573),(65 290.33994),(66 292.4172),(67 295.69382),(68 294.19324),(69 294.06656),(70 295.10782),(71 297.3737),(72 300.6129),(73 299.1499),(74 299.7695),(75 302.84976),(76 304.93216),(77 305.27963),(78 309.38556),(79 310.5766),
(1 133.40169),(2 160.08142),(3 181.62703),(4 197.30095),(5 205.45523),(6 210.95624),(7 213.9466),(8 214.71938),(9 217.33255),(10 222.87224),(11 227.97139),(12 234.86322),(13 239.37656),(14 241.60191),(15 238.21826),(16 239.26135),(17 239.82745),(18 239.56606),(19 238.89494),(20 238.79182),(21 241.08534),(22 244.4407),(23 241.93481),(24 239.79195),(25 238.42517),(26 239.52667),(27 237.76155),(28 237.06583),(29 235.4527),(30 234.9726),(31 234.87952),(32 236.1428),(33 237.0489),(34 237.09254),(35 237.68692),(36 240.43506),(37 242.01343),(38 245.14572),(39 245.72089),(40 247.86063),(41 250.21631),(42 250.51607),(43 249.73514),(44 251.80223),(45 255.44803),(46 255.86589),(47 258.55765),(48 259.98566),(49 261.6568),(50 264.64297),(51 267.34116),(52 268.42264),(53 273.341),(54 272.76178),(55 276.17166),(56 278.02817),(57 278.28183),(58 277.16327),(59 277.3088),(60 275.2384),(61 275.46045),(62 274.21832),(63 272.60153),(64 272.57523),(65 269.93832),(66 270.11447),(67 274.16397),(68 275.3941),(69 275.86615),(70 278.06384),(71 279.25818),(72 281.10974),(73 281.1728),(74 282.57523),(75 283.2025),(76 283.51132),(77 283.30908),(78 284.33337),(79 286.8462),
(1 133.97571),(2 161.2744),(3 181.97478),(4 198.95224),(5 209.08746),(6 215.33176),(7 218.55159),(8 222.212),(9 225.62706),(10 233.1548),(11 238.26256),(12 245.48999),(13 250.01793),(14 251.94186),(15 252.99942),(16 251.56467),(17 252.93475),(18 254.83145),(19 254.60129),(20 255.60211),(21 257.56784),(22 261.25952),(23 257.80222),(24 254.67516),(25 254.3271),(26 250.86325),(27 252.10628),(28 250.35063),(29 248.60507),(30 247.60063),(31 245.6637),(32 244.93709),(33 244.18004),(34 240.6972),(35 242.29868),(36 241.72269),(37 244.43156),(38 244.84425),(39 241.88766),(40 240.55618),(41 241.69702),(42 241.50874),(43 244.9367),(44 245.23172),(45 251.65768),(46 253.37598),(47 253.79128),(48 254.91182),(49 254.24106),(50 258.0148),(51 260.4123),(52 263.05045),(53 264.3707),(54 264.6996),(55 268.7181),(56 272.08127),(57 275.0333),(58 276.08725),(59 278.20706),(60 278.3176),(61 278.47937),(62 278.79044),(63 279.96127),(64 277.4817),(65 274.85712),(66 275.54648),(67 276.97614),(68 278.15723),(69 275.99615),(70 278.51883),(71 276.20383),(72 275.90134),(73 276.22614),(74 279.05762),(75 281.86905),(76 283.8159),(77 284.17117),(78 285.08475),(79 285.03238),
(1 130.49365),(2 156.79288),(3 179.7059),(4 193.74649),(5 205.56293),(6 210.82538),(7 213.09),(8 215.17992),(9 220.79092),(10 224.94568),(11 231.98274),(12 238.11578),(13 242.06673),(14 242.70903),(15 242.32591),(16 241.19682),(17 237.69107),(18 240.30963),(19 239.91193),(20 241.05162),(21 241.7788),(22 243.65384),(23 243.04395),(24 240.09009),(25 237.33904),(26 235.5324),(27 235.79874),(28 234.42896),(29 232.23886),(30 231.24644),(31 230.24466),(32 231.9202),(33 234.219),(34 232.61182),(35 232.42697),(36 233.4717),(37 235.75453),(38 235.62875),(39 232.19412),(40 232.29826),(41 234.95097),(42 238.29965),(43 241.58304),(44 244.77687),(45 246.3689),(46 250.3586),(47 252.72707),(48 254.41028),(49 255.03938),(50 259.55637),(51 259.9622),(52 260.53705),(53 262.32965),(54 263.0684),(55 263.95303),(56 269.11615),(57 269.634),(58 271.43405),(59 268.48825),(60 271.71933),(61 269.12448),(62 270.892),(63 270.347),(64 268.3041),(65 267.13055),(66 267.8215),(67 270.35724),(68 269.81604),(69 273.01428),(70 276.28687),(71 274.07907),(72 274.54315),(73 272.81952),(74 274.6303),(75 274.86334),(76 276.2127),(77 277.64215),(78 276.58737),(79 277.86282),
