1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58.251186),(2 68.62029),(3 69.63415),(4 72.01176),(5 74.42809),(6 75.730194),(7 76.9975),(8 78.19704),(9 79.01125),(10 79.35535),(11 79.635605),(12 80.10774),(13 80.62338),(14 81.007324),(15 80.088936),(16 80.739174),(17 81.39739),(18 82.26367),(19 82.28752),(20 83.10472),(21 82.17093),(22 82.676),(23 82.89948),(24 82.65806),(25 82.99532),(26 84.65225),(27 83.74309),(28 84.50349),(29 84.33137),(30 83.51327),(31 84.06649),(32 84.27979),(33 85.52047),(34 84.9916),(35 83.85072),(36 84.9271),(37 85.345726),(38 85.45558),(39 84.72728),(40 84.620766),(41 85.535965),(42 85.43125),(43 85.22096),(44 85.74119),(45 84.837654),(46 85.1722),(47 85.13165),(48 85.69836),(49 85.952065),(50 87.516365),(51 87.05435),(52 87.456085),(53 87.08935),(54 87.23202),(55 87.82829),(56 87.28962),(57 87.29907),(58 87.88386),(59 87.23445),(60 87.73721),(61 87.920654),(62 88.44742),(63 87.64209),(64 87.49035),(65 88.56374),(66 88.53721),(67 88.95312),(68 89.93426),(69 90.10102),(70 90.60307),(71 92.20536),(72 92.93585),(73 92.7985),(74 94.524445),(75 93.08801),(76 92.9845),(77 93.6294),(78 94.50194),(79 94.35568),
(1 56.40949),(2 66.755684),(3 68.69363),(4 71.6848),(5 73.162285),(6 75.46222),(7 76.0928),(8 77.06804),(9 77.71818),(10 78.390434),(11 78.50777),(12 78.36673),(13 78.52546),(14 79.22652),(15 78.51027),(16 79.05229),(17 80.81398),(18 81.11726),(19 81.38503),(20 81.011536),(21 80.67864),(22 81.42917),(23 81.94054),(24 80.91039),(25 81.460396),(26 82.789696),(27 81.80403),(28 82.330635),(29 82.94185),(30 82.02886),(31 82.43491),(32 82.171234),(33 80.77189),(34 81.05019),(35 80.96612),(36 81.394905),(37 81.50111),(38 81.79141),(39 81.033264),(40 81.95788),(41 82.34358),(42 82.58871),(43 82.71279),(44 82.18823),(45 82.30476),(46 83.00771),(47 84.031334),(48 84.39312),(49 84.46733),(50 85.28687),(51 83.69964),(52 84.9329),(53 86.05673),(54 86.14603),(55 85.887276),(56 86.06002),(57 86.02909),(58 85.8438),(59 86.49314),(60 85.47804),(61 85.51394),(62 85.39574),(63 84.27829),(64 84.19499),(65 83.86363),(66 84.904564),(67 83.72822),(68 85.360695),(69 85.99824),(70 86.45414),(71 87.066986),(72 88.223885),(73 87.87311),(74 88.61923),(75 87.96669),(76 87.09899),(77 87.55548),(78 88.63661),(79 87.761536),
(1 56.535374),(2 67.44067),(3 69.944885),(4 72.84794),(5 73.223495),(6 75.85286),(7 76.03873),(8 76.332596),(9 76.87801),(10 77.36484),(11 77.53554),(12 78.79385),(13 79.31891),(14 80.26704),(15 79.7167),(16 78.77292),(17 80.44209),(18 81.089714),(19 81.02879),(20 81.136406),(21 82.07719),(22 81.64921),(23 81.583725),(24 82.82597),(25 83.10322),(26 83.16975),(27 82.37358),(28 82.25881),(29 82.24163),(30 82.824196),(31 83.626495),(32 83.39591),(33 82.25961),(34 82.9934),(35 83.50079),(36 83.96042),(37 83.058655),(38 83.579056),(39 84.25911),(40 83.85394),(41 83.91037),(42 84.06422),(43 84.666046),(44 84.50518),(45 83.4366),(46 82.83127),(47 82.79455),(48 84.13728),(49 84.21207),(50 84.6347),(51 84.73819),(52 84.51332),(53 84.91134),(54 85.6094),(55 85.684715),(56 85.68135),(57 86.53527),(58 87.211815),(59 87.03894),(60 86.96126),(61 87.5468),(62 87.85916),(63 86.63611),(64 86.778114),(65 87.63621),(66 88.74543),(67 88.78441),(68 90.452156),(69 90.63027),(70 93.02682),(71 93.55153),(72 94.03953),(73 94.78268),(74 96.964905),(75 96.29399),(76 95.77112),(77 97.06059),(78 97.55156),(79 96.54407),
(1 56.046757),(2 67.15603),(3 68.94765),(4 71.83226),(5 72.92702),(6 73.5669),(7 74.88131),(8 75.86641),(9 76.84666),(10 77.396545),(11 77.135544),(12 76.76462),(13 77.6508),(14 78.765976),(15 78.439995),(16 78.43558),(17 78.81393),(18 79.14851),(19 80.00756),(20 79.9481),(21 79.95317),(22 81.02251),(23 81.07337),(24 81.55781),(25 81.8444),(26 81.67638),(27 82.110466),(28 82.759705),(29 82.067924),(30 82.17048),(31 82.20841),(32 82.865555),(33 83.95367),(34 84.2321),(35 83.26355),(36 82.83532),(37 83.367615),(38 83.7592),(39 82.26349),(40 81.60153),(41 82.630356),(42 82.728424),(43 82.781425),(44 82.99937),(45 81.72259),(46 81.717705),(47 82.43393),(48 82.965775),(49 83.10559),(50 84.58474),(51 84.09868),(52 84.24056),(53 85.024864),(54 84.94644),(55 85.26286),(56 85.60647),(57 86.0634),(58 85.6447),(59 86.20813),(60 86.43935),(61 86.81429),(62 87.58264),(63 86.24913),(64 86.70066),(65 87.093834),(66 87.834526),(67 87.533195),(68 88.398575),(69 89.54419),(70 89.82296),(71 91.40416),(72 92.34301),(73 92.93812),(74 94.19113),(75 93.31586),(76 93.14854),(77 93.724144),(78 94.19189),(79 93.72729),
(1 55.54372),(2 65.71905),(3 67.754974),(4 69.80885),(5 71.72575),(6 72.89812),(7 73.29499),(8 74.13984),(9 75.63412),(10 76.32444),(11 76.4754),(12 76.84769),(13 76.89515),(14 78.12405),(15 77.33326),(16 77.12831),(17 77.44348),(18 78.315186),(19 79.414314),(20 79.23989),(21 79.02394),(22 80.21535),(23 80.28173),(24 80.3131),(25 80.683),(26 80.72798),(27 80.87637),(28 80.70421),(29 80.43522),(30 80.2464),(31 79.839485),(32 80.92594),(33 80.639595),(34 81.210205),(35 81.06812),(36 81.550285),(37 81.4962),(38 81.854004),(39 81.16196),(40 80.32896),(41 81.11674),(42 80.57982),(43 80.9472),(44 81.33491),(45 80.5312),(46 81.64854),(47 81.52456),(48 82.11056),(49 82.7701),(50 83.31896),(51 83.29931),(52 83.31994),(53 83.49217),(54 84.2956),(55 84.174095),(56 83.89445),(57 84.738304),(58 84.58213),(59 84.77585),(60 85.0785),(61 84.90535),(62 85.019104),(63 83.32491),(64 83.30104),(65 83.72557),(66 84.622185),(67 84.95518),(68 85.83205),(69 85.94737),(70 85.66513),(71 85.6703),(72 87.08586),(73 87.626755),(74 86.927155),(75 86.7561),(76 86.15616),(77 86.09584),(78 85.98512),(79 86.029854),
(1 56.20573),(2 65.26751),(3 67.27915),(4 70.70553),(5 72.45414),(6 73.70593),(7 74.17972),(8 75.165016),(9 76.03361),(10 77.3758),(11 77.02965),(12 77.73074),(13 77.617935),(14 78.17564),(15 77.42438),(16 78.25818),(17 78.69384),(18 78.59733),(19 78.33752),(20 79.49918),(21 79.82605),(22 79.9156),(23 80.87763),(24 81.58998),(25 82.093704),(26 82.394325),(27 82.78073),(28 82.82768),(29 82.03256),(30 82.641014),(31 82.84912),(32 82.91693),(33 82.537575),(34 82.286674),(35 82.138954),(36 82.6445),(37 82.499374),(38 82.958275),(39 82.03552),(40 81.5727),(41 82.48785),(42 83.04695),(43 82.901215),(44 82.25596),(45 82.510895),(46 82.07999),(47 82.536804),(48 83.54783),(49 83.0458),(50 84.97256),(51 84.3523),(52 83.90739),(53 84.322876),(54 84.818695),(55 85.35913),(56 85.32178),(57 85.208244),(58 85.06401),(59 84.71013),(60 85.45162),(61 85.93458),(62 86.497406),(63 85.49304),(64 85.66052),(65 85.46786),(66 85.89938),(67 86.55205),(68 88.04402),(69 88.10286),(70 88.41968),(71 89.37257),(72 90.71583),(73 91.36166),(74 91.32949),(75 90.86607),(76 91.317444),(77 90.316055),(78 91.85975),(79 91.70762),
(1 54.563744),(2 64.01796),(3 66.83111),(4 68.95335),(5 70.8589),(6 72.36223),(7 73.21342),(8 74.40134),(9 74.16764),(10 73.96363),(11 74.355286),(12 75.242294),(13 75.88319),(14 76.61021),(15 75.70147),(16 75.49107),(17 75.841835),(18 75.979225),(19 76.63523),(20 77.37549),(21 76.78355),(22 77.30018),(23 77.44498),(24 77.75475),(25 79.07969),(26 80.34368),(27 80.00697),(28 79.38421),(29 79.64696),(30 79.3718),(31 80.05559),(32 80.34856),(33 79.55781),(34 79.50103),(35 79.717804),(36 79.43128),(37 79.96668),(38 80.15814),(39 79.645935),(40 79.74769),(41 79.88708),(42 80.00526),(43 80.35859),(44 79.9829),(45 79.365875),(46 79.628555),(47 80.53118),(48 81.14509),(49 81.523865),(50 82.469124),(51 81.59702),(52 81.68385),(53 82.13671),(54 81.81762),(55 82.368835),(56 82.14748),(57 82.52849),(58 82.30863),(59 82.79179),(60 83.597855),(61 83.965645),(62 84.02978),(63 82.87866),(64 82.335785),(65 83.8981),(66 84.461815),(67 84.30802),(68 84.86842),(69 85.02956),(70 85.93164),(71 87.07289),(72 87.53316),(73 88.12055),(74 89.083984),(75 88.72602),(76 88.45732),(77 89.07645),(78 88.96026),(79 89.225296),
(1 55.142773),(2 64.19017),(3 66.57631),(4 69.877174),(5 71.4386),(6 73.396),(7 73.9719),(8 74.62658),(9 75.382),(10 75.4027),(11 75.345795),(12 76.09054),(13 76.934555),(14 77.75457),(15 76.48772),(16 77.0638),(17 77.16774),(18 77.16304),(19 77.169846),(20 78.12597),(21 78.79129),(22 79.61195),(23 79.673744),(24 79.98367),(25 80.7665),(26 81.09013),(27 81.37837),(28 80.73535),(29 80.214676),(30 79.876595),(31 81.23751),(32 80.201584),(33 79.28755),(34 80.171524),(35 80.21795),(36 80.52794),(37 80.43515),(38 81.24914),(39 80.291954),(40 80.57905),(41 81.03601),(42 80.69237),(43 81.572556),(44 80.71),(45 80.16591),(46 80.28026),(47 81.09459),(48 81.93934),(49 82.65003),(50 82.98267),(51 82.58617),(52 82.85112),(53 83.14101),(54 83.09103),(55 82.56052),(56 82.70164),(57 83.96925),(58 83.54357),(59 84.33427),(60 84.43926),(61 84.486595),(62 84.31166),(63 83.68051),(64 83.61211),(65 84.60497),(66 84.53621),(67 84.92023),(68 85.142136),(69 84.47152),(70 85.53083),(71 85.47835),(72 86.46079),(73 86.22947),(74 86.30332),(75 85.7111),(76 85.61914),(77 85.42938),(78 85.337875),(79 86.38581),
(1 55.30609),(2 64.96746),(3 67.03473),(4 69.154495),(5 70.753105),(6 72.35285),(7 72.86971),(8 74.0824),(9 74.63977),(10 74.913734),(11 75.45067),(12 75.497894),(13 75.3933),(14 76.70556),(15 75.22936),(16 75.237755),(17 75.65108),(18 77.00687),(19 76.5504),(20 76.15083),(21 77.24534),(22 77.490486),(23 77.73312),(24 78.12337),(25 78.953415),(26 80.06157),(27 78.48844),(28 78.61014),(29 78.75285),(30 78.50805),(31 79.43256),(32 78.695305),(33 80.142944),(34 80.733734),(35 80.50854),(36 80.49041),(37 79.50788),(38 80.56704),(39 80.030205),(40 80.037224),(41 79.64848),(42 79.97706),(43 79.622505),(44 79.409485),(45 80.28273),(46 79.7423),(47 79.68061),(48 80.54886),(49 81.47712),(50 81.95445),(51 80.957695),(52 81.87419),(53 83.436745),(54 83.07186),(55 83.00379),(56 83.02518),(57 83.61351),(58 83.17673),(59 83.59422),(60 84.12917),(61 84.11369),(62 84.78135),(63 83.84388),(64 83.627785),(65 84.09969),(66 84.58133),(67 85.16095),(68 84.98718),(69 86.13414),(70 87.03633),(71 88.287186),(72 88.98161),(73 89.41019),(74 90.721954),(75 90.25546),(76 89.96426),(77 90.325),(78 90.850555),(79 91.03401),
(1 54.786407),(2 63.70488),(3 65.43729),(4 67.6785),(5 69.0144),(6 69.78309),(7 71.17366),(8 71.91158),(9 73.1871),(10 74.17759),(11 74.18265),(12 74.22038),(13 74.146706),(14 74.39983),(15 74.34882),(16 74.957726),(17 75.143196),(18 75.66233),(19 76.69976),(20 75.62673),(21 76.828224),(22 77.62128),(23 77.71577),(24 78.31713),(25 78.23433),(26 78.87764),(27 78.495926),(28 78.86764),(29 79.09691),(30 80.39049),(31 81.288506),(32 79.69432),(33 80.17033),(34 79.6783),(35 79.984024),(36 80.42585),(37 79.996574),(38 80.17594),(39 81.032295),(40 80.48114),(41 80.687675),(42 80.22267),(43 79.91158),(44 78.984406),(45 79.29073),(46 79.73102),(47 79.78543),(48 80.62562),(49 81.01333),(50 81.55264),(51 80.50179),(52 80.45825),(53 81.027374),(54 81.64189),(55 81.54653),(56 81.74145),(57 81.33007),(58 81.66735),(59 81.93075),(60 81.86911),(61 81.8592),(62 82.92942),(63 82.40537),(64 83.10322),(65 84.24456),(66 84.36105),(67 84.214554),(68 84.33616),(69 85.43295),(70 86.595726),(71 88.08434),(72 88.821594),(73 88.1531),(74 88.891396),(75 88.435356),(76 88.39933),(77 89.00046),(78 88.772255),(79 88.76907),
(1 54.07625),(2 62.986755),(3 65.09616),(4 68.06727),(5 69.53149),(6 70.43821),(7 70.732574),(8 71.6346),(9 72.053314),(10 72.70137),(11 72.91314),(12 73.32145),(13 73.624596),(14 74.50659),(15 74.25949),(16 73.91101),(17 74.81529),(18 75.24753),(19 76.398544),(20 76.47248),(21 76.695045),(22 77.1113),(23 76.724846),(24 77.59137),(25 77.86),(26 78.72997),(27 78.98591),(28 78.84521),(29 79.055824),(30 78.921684),(31 79.5009),(32 79.09238),(33 79.07832),(34 78.81274),(35 79.47887),(36 80.58079),(37 80.312225),(38 80.59156),(39 79.83168),(40 79.7628),(41 79.83059),(42 79.8319),(43 80.42324),(44 80.233),(45 80.2089),(46 80.49044),(47 80.71316),(48 80.73513),(49 81.82652),(50 82.45227),(51 81.89189),(52 82.68971),(53 82.48796),(54 82.75192),(55 82.826805),(56 82.74001),(57 83.048454),(58 82.74652),(59 83.56594),(60 82.26926),(61 82.60789),(62 83.17957),(63 81.96353),(64 81.610344),(65 81.59768),(66 82.76176),(67 82.836464),(68 84.108116),(69 83.62875),(70 84.297554),(71 84.99359),(72 85.57365),(73 85.77376),(74 87.06684),(75 86.43136),(76 85.82157),(77 86.02651),(78 86.22001),(79 86.304474),
(1 54.103924),(2 62.992596),(3 64.95238),(4 67.66841),(5 69.69669),(6 70.90558),(7 72.23485),(8 72.42594),(9 71.65669),(10 72.8252),(11 72.67514),(12 73.35041),(13 73.05197),(14 73.99566),(15 73.235146),(16 73.81912),(17 74.72724),(18 75.762184),(19 75.422035),(20 76.07227),(21 76.21781),(22 75.648994),(23 76.421524),(24 76.55769),(25 76.94828),(26 77.55919),(27 78.35175),(28 78.13788),(29 78.1669),(30 78.20975),(31 79.39459),(32 78.886604),(33 79.49857),(34 78.99412),(35 78.68879),(36 78.522865),(37 78.45026),(38 79.2897),(39 78.688446),(40 78.613754),(41 78.67594),(42 78.75959),(43 79.18903),(44 79.72412),(45 79.13125),(46 79.93049),(47 79.67183),(48 80.01691),(49 81.42695),(50 81.62813),(51 80.75887),(52 81.62053),(53 81.52588),(54 82.386),(55 83.02334),(56 81.89799),(57 81.912),(58 82.46877),(59 82.68011),(60 82.47256),(61 82.85896),(62 84.19843),(63 84.71777),(64 84.55145),(65 84.59072),(66 85.00913),(67 86.027115),(68 85.933075),(69 86.299965),(70 87.51102),(71 87.48396),(72 88.32902),(73 88.75295),(74 89.89154),(75 88.715096),(76 88.429184),(77 88.946556),(78 89.129364),(79 88.73272),
(1 53.889915),(2 61.901794),(3 64.42512),(4 65.79478),(5 68.306694),(6 69.70619),(7 70.54484),(8 71.52235),(9 71.68051),(10 72.535576),(11 72.824715),(12 73.38465),(13 73.10798),(14 73.94812),(15 73.52146),(16 73.647804),(17 74.04554),(18 74.725266),(19 75.580505),(20 75.11462),(21 76.3043),(22 76.45587),(23 75.82319),(24 75.71832),(25 75.97065),(26 77.00445),(27 77.41784),(28 78.18788),(29 77.92143),(30 78.03931),(31 78.49981),(32 78.5633),(33 78.59265),(34 79.119194),(35 78.503494),(36 78.661095),(37 78.433304),(38 78.46563),(39 78.64958),(40 78.479706),(41 77.68827),(42 78.89543),(43 78.64186),(44 79.569145),(45 79.33552),(46 79.08664),(47 78.58706),(48 78.97139),(49 79.57198),(50 80.46993),(51 79.86165),(52 79.55017),(53 79.613464),(54 79.34349),(55 79.60397),(56 79.30636),(57 79.49029),(58 79.80496),(59 80.38462),(60 80.79106),(61 81.24819),(62 82.09635),(63 81.80064),(64 81.76741),(65 81.39254),(66 82.13981),(67 81.904526),(68 82.904976),(69 83.793495),(70 84.32968),(71 84.64633),(72 85.974014),(73 87.11277),(74 87.442604),(75 87.54041),(76 86.94412),(77 87.458405),(78 88.31179),(79 87.698944),
(1 53.25334),(2 61.98681),(3 63.559425),(4 65.890465),(5 67.787506),(6 68.827),(7 69.43254),(8 70.18363),(9 70.76462),(10 71.437805),(11 71.47639),(12 72.0268),(13 73.49483),(14 72.896095),(15 71.66866),(16 72.79632),(17 73.35249),(18 74.359924),(19 74.377235),(20 74.1318),(21 73.99864),(22 74.28267),(23 74.120155),(24 74.08027),(25 74.74543),(26 74.98239),(27 74.55168),(28 75.19587),(29 74.50321),(30 74.95804),(31 76.22144),(32 75.91064),(33 76.21653),(34 76.868996),(35 75.91961),(36 76.21608),(37 76.10237),(38 76.5121),(39 75.376366),(40 75.70754),(41 76.21442),(42 77.22739),(43 77.52896),(44 77.32463),(45 77.84555),(46 77.87883),(47 78.35589),(48 78.404526),(49 79.41012),(50 79.38384),(51 78.79684),(52 78.187),(53 78.08611),(54 77.884125),(55 77.93716),(56 78.336555),(57 79.29454),(58 79.66041),(59 79.65619),(60 79.09408),(61 78.76262),(62 79.26761),(63 77.79129),(64 77.66766),(65 78.06762),(66 78.52132),(67 78.57455),(68 79.230125),(69 79.623535),(70 79.53352),(71 79.87974),(72 80.46078),(73 81.8178),(74 83.068504),(75 81.458176),(76 81.891975),(77 82.13827),(78 81.925964),(79 82.21921),
(1 53.276264),(2 62.48513),(3 64.90876),(4 67.263084),(5 68.386215),(6 70.09108),(7 71.20572),(8 70.92776),(9 72.00542),(10 72.145256),(11 72.77829),(12 72.96174),(13 73.11694),(14 73.1849),(15 72.09433),(16 72.44197),(17 73.52947),(18 74.2059),(19 74.167015),(20 74.141846),(21 74.681595),(22 75.818504),(23 75.943825),(24 75.90555),(25 76.19808),(26 77.5548),(27 76.77581),(28 76.48432),(29 76.689095),(30 77.21251),(31 77.08964),(32 77.82604),(33 77.17965),(34 76.80677),(35 76.73766),(36 76.977776),(37 76.22048),(38 76.78462),(39 76.41295),(40 76.26745),(41 76.51886),(42 76.90207),(43 77.0702),(44 76.92616),(45 76.5819),(46 77.01449),(47 76.95751),(48 77.39073),(49 78.711586),(50 79.46021),(51 80.02226),(52 79.944466),(53 80.09115),(54 80.16179),(55 80.33635),(56 80.1803),(57 81.0253),(58 81.13593),(59 81.11642),(60 81.61521),(61 81.57387),(62 81.70649),(63 81.30085),(64 80.95577),(65 81.04769),(66 81.298744),(67 81.88919),(68 81.291824),(69 83.064316),(70 83.49541),(71 83.7083),(72 84.3606),(73 84.78612),(74 86.06132),(75 85.971054),(76 86.55029),(77 86.66165),(78 86.52321),(79 87.16009),
(1 52.430954),(2 60.99571),(3 63.319786),(4 66.10458),(5 67.95391),(6 69.28008),(7 69.87315),(8 70.28381),(9 71.33348),(10 71.37339),(11 71.97548),(12 72.66921),(13 72.510185),(14 72.59858),(15 72.13021),(16 72.41658),(17 72.65439),(18 73.46606),(19 74.52107),(20 74.18708),(21 74.36761),(22 75.41138),(23 75.75581),(24 75.41474),(25 75.70946),(26 77.33456),(27 76.707924),(28 76.81637),(29 76.844055),(30 76.29988),(31 76.309074),(32 77.01055),(33 76.03434),(34 76.36568),(35 76.00077),(36 75.75471),(37 75.63393),(38 76.50832),(39 76.69531),(40 76.54287),(41 76.81577),(42 76.637436),(43 76.83697),(44 76.5146),(45 76.82308),(46 78.178375),(47 78.07886),(48 78.476295),(49 79.71324),(50 79.62671),(51 80.04987),(52 80.806366),(53 80.35745),(54 80.331345),(55 80.57167),(56 80.8827),(57 80.94905),(58 80.375275),(59 80.57963),(60 80.521996),(61 80.63195),(62 81.05012),(63 80.572014),(64 81.350365),(65 81.00149),(66 81.18086),(67 81.39204),(68 81.989075),(69 83.26761),(70 83.3346),(71 84.84329),(72 85.71074),(73 85.60364),(74 86.12741),(75 85.39935),(76 85.97954),(77 86.78497),(78 86.68798),(79 87.16267),
(1 52.6165),(2 61.778107),(3 64.60908),(4 66.4075),(5 68.394844),(6 69.34414),(7 69.7774),(8 70.286194),(9 70.658424),(10 71.53184),(11 71.814445),(12 71.66291),(13 72.83892),(14 72.84837),(15 72.60776),(16 72.67471),(17 73.378426),(18 73.83946),(19 73.921486),(20 73.32173),(21 74.20985),(22 74.79063),(23 74.92063),(24 75.3436),(25 75.79574),(26 76.690796),(27 76.08086),(28 76.08459),(29 76.20127),(30 77.24263),(31 76.60496),(32 76.698166),(33 76.63785),(34 76.75144),(35 76.79339),(36 77.47387),(37 77.921715),(38 77.548965),(39 77.50642),(40 77.39233),(41 77.19287),(42 77.60445),(43 76.89154),(44 76.80727),(45 76.92371),(46 77.50499),(47 78.3804),(48 79.592766),(49 79.96708),(50 80.43552),(51 79.63121),(52 79.23208),(53 79.3887),(54 79.88718),(55 79.26554),(56 80.06427),(57 80.157455),(58 80.49917),(59 80.69106),(60 80.3047),(61 79.70142),(62 80.669525),(63 80.38482),(64 80.24664),(65 79.65321),(66 80.78506),(67 81.28852),(68 81.74778),(69 81.446724),(70 82.25331),(71 82.7045),(72 82.32724),(73 81.678764),(74 82.83518),(75 80.924255),(76 81.66241),(77 82.15062),(78 81.74483),(79 81.93532),
(1 51.77719),(2 61.602863),(3 62.628883),(4 64.52583),(5 66.73566),(6 67.80445),(7 68.21982),(8 69.54671),(9 70.32154),(10 70.67342),(11 71.08451),(12 71.06197),(13 71.22632),(14 72.24756),(15 71.76838),(16 72.01695),(17 72.1816),(18 72.82194),(19 73.54172),(20 74.230934),(21 74.46062),(22 74.96318),(23 74.96033),(24 75.06214),(25 75.03668),(26 76.783554),(27 76.09147),(28 75.59898),(29 76.233925),(30 75.51951),(31 76.4842),(32 76.165306),(33 76.00434),(34 76.37917),(35 76.67086),(36 76.24084),(37 76.12935),(38 76.56537),(39 76.39658),(40 75.674934),(41 75.58946),(42 76.00204),(43 75.71407),(44 75.851265),(45 76.14774),(46 76.80568),(47 77.3294),(48 77.8243),(49 78.34406),(50 78.11178),(51 77.78583),(52 77.861435),(53 78.08612),(54 78.02441),(55 78.429016),(56 79.11489),(57 79.75486),(58 80.101456),(59 79.641624),(60 80.00057),(61 79.877785),(62 80.03206),(63 79.69552),(64 80.23274),(65 80.353455),(66 80.6725),(67 80.44596),(68 81.15205),(69 81.37164),(70 81.72496),(71 82.84075),(72 83.55793),(73 83.98832),(74 84.54953),(75 85.07857),(76 85.40155),(77 85.82082),(78 85.34103),(79 85.148),
