1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 223478.44),(2 471210),(3 718082.9),(4 1080387.6),(5 1352792),(6 1607785),(7 1961776),(8 2270436.8),(9 2583385.8),(10 2935312.3),(11 3232656.8),(12 3499745),(13 3773001.8),(14 4008909.5),(15 4187273.5),(16 4400980),(17 4617279.5),(18 4815139),(19 5069861),(20 5264540.5),(21 5436790.5),(22 5614512),(23 5726085.5),(24 5839212.5),(25 5912528.5),(26 5979957),(27 6029122),(28 6063845.5),(29 6119357),(30 6130228),(31 6097628),(32 6113239.5),(33 6078530),(34 6073701.5),(35 6151777.5),(36 6175920),(37 6225198),(38 6322383.5),(39 6393743.5),(40 6458621),(41 6479783),(42 6514960),(43 6555098.5),(44 6678545.5),(45 6765654.5),(46 6866537.5),(47 7057433),(48 7156627.5),(49 7256882),(50 7350958),(51 7463510.5),(52 7535822),(53 7570491),(54 7644377),(55 7710682.5),(56 7774355),(57 7873941.5),(58 7942594),(59 7955328),(60 8024764.5),(61 8091760),(62 8164779),(63 8162366),(64 8165486),(65 8150441.5),(66 8243206.5),(67 8264035.5),(68 8256285),(69 8279350.5),(70 8271139),(71 8265664),(72 8311069),(73 8337877),(74 8374745.5),(75 8411554),(76 8475847),(77 8496358),(78 8435418),(79 8455734),
(1 216590.88),(2 452077.38),(3 703821.94),(4 1072455.8),(5 1355250.6),(6 1624938.1),(7 1975087),(8 2297039),(9 2616906.3),(10 2954601.3),(11 3246221.3),(12 3505709.8),(13 3805288.3),(14 4073353),(15 4298002.5),(16 4584035),(17 4796452.5),(18 4996589),(19 5230938.5),(20 5395757.5),(21 5545273.5),(22 5720057.5),(23 5819396),(24 5912680),(25 5979309.5),(26 6063950),(27 6108887.5),(28 6061560.5),(29 6015716.5),(30 5972403.5),(31 5910164.5),(32 5905608),(33 5856047.5),(34 5781941.5),(35 5786658),(36 5771218),(37 5770972),(38 5797488),(39 5817779.5),(40 5838947.5),(41 5859626.5),(42 5879194.5),(43 5897786.5),(44 6007446),(45 6070384),(46 6139080.5),(47 6194214.5),(48 6216372),(49 6258009.5),(50 6278780.5),(51 6337534.5),(52 6369990.5),(53 6335153.5),(54 6336061.5),(55 6347995.5),(56 6351022.5),(57 6394645.5),(58 6407364),(59 6368032),(60 6395853.5),(61 6400117.5),(62 6444215.5),(63 6552810.5),(64 6617456),(65 6653642),(66 6732655.5),(67 6768484),(68 6825836.5),(69 6783162.5),(70 6776882),(71 6773408),(72 6851996),(73 6861673.5),(74 6881224.5),(75 6856744.5),(76 6817389.5),(77 6776243.5),(78 6672851.5),(79 6647586.5),
(1 171810.27),(2 362294),(3 543391.2),(4 796228.9),(5 985536.25),(6 1198771.9),(7 1498580.5),(8 1734574.4),(9 1990768.1),(10 2257322),(11 2466556.3),(12 2645937.5),(13 2859135.3),(14 3039502.8),(15 3194380.3),(16 3304201.3),(17 3460415.3),(18 3587012.8),(19 3785634.3),(20 3928162.5),(21 4056439),(22 4203090.5),(23 4311753),(24 4433114),(25 4592079),(26 4786517),(27 4918921.5),(28 5001303.5),(29 5101443.5),(30 5170388),(31 5170415),(32 5199902),(33 5238900),(34 5273940),(35 5371152),(36 5432521),(37 5498322.5),(38 5539399),(39 5568047.5),(40 5572514.5),(41 5566185.5),(42 5530810),(43 5493359.5),(44 5485761.5),(45 5461248),(46 5425335),(47 5402986),(48 5351486.5),(49 5313675),(50 5234919),(51 5195059),(52 5179313.5),(53 5160972),(54 5187782),(55 5216372),(56 5241054),(57 5307397),(58 5357046),(59 5400503),(60 5506240),(61 5581341),(62 5646752),(63 5658853),(64 5708420),(65 5722288.5),(66 5782139),(67 5837637),(68 5871223),(69 6012485),(70 6059345.5),(71 6121143.5),(72 6362379.5),(73 6469762.5),(74 6579652.5),(75 6675584),(76 6773697.5),(77 6860875),(78 6864231),(79 6944834.5),
(1 161074.19),(2 342340.72),(3 531479.8),(4 805192.3),(5 1002843.8),(6 1202974.4),(7 1474184),(8 1685252.8),(9 1908617),(10 2136462.3),(11 2298311),(12 2449039.3),(13 2667397),(14 2807124.3),(15 2915650.3),(16 2972246.5),(17 3078063.8),(18 3139043.3),(19 3244661.5),(20 3285997.8),(21 3328995),(22 3406453),(23 3461072),(24 3534302.8),(25 3634248.8),(26 3773950.8),(27 3877865),(28 3959775.3),(29 4066137.5),(30 4143099.5),(31 4176989),(32 4242954),(33 4304057),(34 4317615),(35 4369530),(36 4431882),(37 4497971),(38 4581355.5),(39 4654145),(40 4701515),(41 4701165.5),(42 4699538.5),(43 4670419.5),(44 4678111.5),(45 4679145.5),(46 4675644.5),(47 4685206),(48 4694395),(49 4707876),(50 4688766),(51 4706098),(52 4727352.5),(53 4729071.5),(54 4746498.5),(55 4759971),(56 4771614.5),(57 4815112.5),(58 4825565.5),(59 4839580),(60 4899992),(61 4944748),(62 4968391.5),(63 4983960.5),(64 5012628.5),(65 4999949.5),(66 5000936),(67 5010619),(68 5017683),(69 5079521),(70 5095351.5),(71 5131930),(72 5269337),(73 5325589.5),(74 5387675),(75 5432141),(76 5487796.5),(77 5518918),(78 5548850.5),(79 5656840.5),
(1 156716),(2 331385.66),(3 510964.88),(4 779665.56),(5 993835.7),(6 1193342.9),(7 1434291.1),(8 1638915.9),(9 1839502.4),(10 2063009.8),(11 2234557.5),(12 2384684.5),(13 2591940.8),(14 2738316.3),(15 2878462.8),(16 3007246.3),(17 3119965.3),(18 3206799),(19 3309283.3),(20 3377663),(21 3436510),(22 3484557.3),(23 3508684.5),(24 3549678.3),(25 3590081.3),(26 3644933.8),(27 3680337.5),(28 3715379.8),(29 3791191),(30 3824447.5),(31 3825595.5),(32 3847051.3),(33 3857886.3),(34 3852299.5),(35 3876586),(36 3892952),(37 3897825.8),(38 3887177.5),(39 3876508.5),(40 3873365.3),(41 3896857.5),(42 3878770.3),(43 3865873.8),(44 3929350.8),(45 3940985),(46 3965621.3),(47 4108430.8),(48 4193143),(49 4280495),(50 4341984),(51 4448102.5),(52 4536355.5),(53 4574644),(54 4628915),(55 4687172.5),(56 4706996),(57 4744762),(58 4778141.5),(59 4795130),(60 4839578.5),(61 4878687),(62 4902050),(63 4849789.5),(64 4817412.5),(65 4756842),(66 4688038),(67 4628219.5),(68 4564916.5),(69 4485269.5),(70 4432267),(71 4398197),(72 4540322.5),(73 4568013.5),(74 4619495),(75 4657267),(76 4745798),(77 4811198),(78 4847032.5),(79 4939945.5),
(1 149044.69),(2 318212.94),(3 496732.47),(4 741710.94),(5 937422.1),(6 1128523.3),(7 1365142.5),(8 1552352),(9 1724870.6),(10 1899097.8),(11 2030516),(12 2147802.3),(13 2273495),(14 2359895.3),(15 2420038.5),(16 2534740),(17 2616220.5),(18 2701746.3),(19 2846666.5),(20 2942413.5),(21 3024053.3),(22 3060165.5),(23 3098939.3),(24 3147887.5),(25 3197897),(26 3272016.5),(27 3325215.8),(28 3344955.3),(29 3383823.8),(30 3412741.5),(31 3435222.8),(32 3468803.5),(33 3483099.3),(34 3491311.3),(35 3538642.3),(36 3556100.5),(37 3564233.3),(38 3577430.3),(39 3579381.3),(40 3575397),(41 3592106.3),(42 3581022.3),(43 3596490.8),(44 3764175),(45 3840122.5),(46 3923765.3),(47 4059543.3),(48 4171721),(49 4289366.5),(50 4384894.5),(51 4517766.5),(52 4637884.5),(53 4688070),(54 4736451.5),(55 4818239),(56 4862239.5),(57 4928402),(58 4986889.5),(59 5028906.5),(60 5104655.5),(61 5156689),(62 5188939),(63 5145567.5),(64 5129430.5),(65 5079127.5),(66 5097809.5),(67 5055723.5),(68 5016883),(69 5005749.5),(70 4971957),(71 4948384),(72 4974510.5),(73 4963202),(74 4972798.5),(75 5023234.5),(76 5109619),(77 5161621),(78 5185096.5),(79 5241746),
(1 134796.53),(2 286244.3),(3 440196.78),(4 640132.7),(5 796442.7),(6 964295.6),(7 1166248.5),(8 1314315.6),(9 1435467.9),(10 1575069),(11 1693035.6),(12 1792040.3),(13 1930486.1),(14 2032528.9),(15 2116214),(16 2207563.5),(17 2288291.3),(18 2360498.3),(19 2448735.3),(20 2521269),(21 2583779),(22 2691981),(23 2758226.5),(24 2825338),(25 2883769.3),(26 2960355.3),(27 3010856),(28 3030300.5),(29 3043111.8),(30 3057125.3),(31 3064232.5),(32 3082969.8),(33 3090097.5),(34 3068234.8),(35 3084850.5),(36 3089857.8),(37 3100583),(38 3130683.8),(39 3136753),(40 3139431.5),(41 3131752.8),(42 3132704.5),(43 3134638.5),(44 3197577.5),(45 3235367.5),(46 3282844.8),(47 3369231.3),(48 3436907.3),(49 3507924.8),(50 3560795),(51 3634480.5),(52 3703255.8),(53 3745409.5),(54 3809719.8),(55 3859172.5),(56 3871065.8),(57 3895002.3),(58 3907499.3),(59 3896558),(60 3930158),(61 3938558.3),(62 3960771),(63 4040402.5),(64 4072056),(65 4084800.8),(66 4058530.5),(67 4056628.5),(68 4046230.8),(69 4063792.8),(70 4053461),(71 4054664.8),(72 4113696.8),(73 4160391),(74 4213526),(75 4294407.5),(76 4389867.5),(77 4459347.5),(78 4476210.5),(79 4498438),
(1 134099.73),(2 282147.78),(3 438094.78),(4 646757.56),(5 808223.06),(6 982350.94),(7 1176574.8),(8 1317194.5),(9 1450278.8),(10 1598503.3),(11 1724334),(12 1835393.5),(13 1965043.4),(14 2078461.1),(15 2160847.3),(16 2242342.8),(17 2322160.3),(18 2394249),(19 2447691.3),(20 2494799.8),(21 2536392.3),(22 2632967.3),(23 2669449.8),(24 2705332),(25 2747456.5),(26 2823472.3),(27 2853506.3),(28 2854397.5),(29 2868831.5),(30 2877319.3),(31 2856611),(32 2849780),(33 2848293.8),(34 2815974),(35 2806799.8),(36 2802705.8),(37 2807842.5),(38 2813704.8),(39 2807416),(40 2810612.5),(41 2779899.3),(42 2785232.3),(43 2779339.8),(44 2806939.8),(45 2832670.3),(46 2863611.3),(47 2906330.8),(48 2941633),(49 2973845),(50 2967431.8),(51 2982910.3),(52 3001405.5),(53 2993967.8),(54 2992612.8),(55 2985718),(56 2972845.5),(57 2978174.5),(58 2969860.8),(59 2915053.5),(60 2892762.8),(61 2878402.5),(62 2887739.8),(63 2917151.5),(64 2915608.3),(65 2899156),(66 2868166),(67 2844464.8),(68 2829421),(69 2823129.5),(70 2803453.3),(71 2791495.8),(72 2851334.8),(73 2866516.8),(74 2886432.5),(75 2919685.8),(76 2989527.3),(77 3037930.3),(78 3049465.8),(79 3078551.8),
(1 130144.25),(2 271224.78),(3 415917.78),(4 611839.56),(5 762978.6),(6 933214.4),(7 1134382.3),(8 1281841.3),(9 1416435.6),(10 1556028.5),(11 1664885.5),(12 1752842.3),(13 1888943.3),(14 1975683.5),(15 2053952.3),(16 2111434.8),(17 2175347.5),(18 2214976.3),(19 2249929.3),(20 2286507),(21 2323664.5),(22 2394559.5),(23 2430224),(24 2470148),(25 2503786.5),(26 2561486.5),(27 2594861.8),(28 2619946),(29 2666131.8),(30 2691072.3),(31 2688889),(32 2685664.5),(33 2673057.8),(34 2630707.5),(35 2599280),(36 2566231),(37 2543415.3),(38 2520778.5),(39 2501655.8),(40 2482838.3),(41 2450983.8),(42 2453254.3),(43 2454715.5),(44 2534612),(45 2581157.8),(46 2635402.8),(47 2763116),(48 2827361.5),(49 2894606.5),(50 2951246.8),(51 3010653.5),(52 3065023.3),(53 3074176),(54 3071224.8),(55 3074222),(56 3062251.5),(57 3056346.5),(58 3046975.3),(59 2991222.3),(60 2971568.3),(61 2972849),(62 2987847.8),(63 3041109.3),(64 3061655.5),(65 3067469.3),(66 3067559),(67 3077810.3),(68 3077590),(69 3105710.8),(70 3113651.5),(71 3124635),(72 3140093.5),(73 3152737.5),(74 3170047),(75 3185647),(76 3221924),(77 3241600.5),(78 3246920),(79 3271026.8),
(1 108963.74),(2 231017),(3 360453.63),(4 526669.4),(5 654213.3),(6 783478.1),(7 934527.56),(8 1052636.5),(9 1152825.9),(10 1270596.5),(11 1372033.1),(12 1464774.3),(13 1576939),(14 1665556.4),(15 1735963.1),(16 1806534.8),(17 1859359.6),(18 1906666.8),(19 1961983.8),(20 1996347.3),(21 2027560),(22 2066604.8),(23 2082575.1),(24 2103929.5),(25 2128396.8),(26 2172469.5),(27 2184684.5),(28 2171073.3),(29 2189793),(30 2202717.5),(31 2189888.5),(32 2179204),(33 2166793.5),(34 2163112.8),(35 2192976.8),(36 2194641.8),(37 2202397.8),(38 2234330.5),(39 2260905.3),(40 2284575),(41 2334967.3),(42 2367708),(43 2387763),(44 2423492),(45 2457495),(46 2490685.5),(47 2540100),(48 2578042.8),(49 2624321.3),(50 2646388.5),(51 2684411.5),(52 2735784.3),(53 2755148),(54 2787712.8),(55 2821858.5),(56 2829483.5),(57 2855952.8),(58 2872285.5),(59 2884700.3),(60 2922193.3),(61 2945823.5),(62 2943457.8),(63 2934262),(64 2919176),(65 2902621),(66 2881607.8),(67 2869240.8),(68 2845909.8),(69 2815604.8),(70 2783466),(71 2759625.5),(72 2738800.8),(73 2716963.5),(74 2711350.8),(75 2706808),(76 2716373.5),(77 2719578.5),(78 2693026.5),(79 2691631.3),
(1 107952.625),(2 229903.78),(3 353034.8),(4 505726.7),(5 621947.06),(6 731960.3),(7 857889.7),(8 945905.7),(9 1036887.75),(10 1143362.1),(11 1228355.6),(12 1300187.1),(13 1358108.1),(14 1398621.9),(15 1427408.6),(16 1461223),(17 1481676.3),(18 1502062.6),(19 1540183.4),(20 1580043.4),(21 1621170.3),(22 1622133.9),(23 1633740.1),(24 1647727.9),(25 1657822.3),(26 1693030.1),(27 1706628.4),(28 1686886.6),(29 1695622.6),(30 1699212.9),(31 1694581.5),(32 1699827.8),(33 1694424.6),(34 1692161.4),(35 1713743.1),(36 1717506),(37 1728205.5),(38 1739166.1),(39 1738979.5),(40 1733709),(41 1742963.6),(42 1740386.6),(43 1747315),(44 1775900.1),(45 1797813.6),(46 1819243.6),(47 1846747),(48 1868505.5),(49 1905651.8),(50 1931534.4),(51 1977593.9),(52 2017366.6),(53 2055686),(54 2107956.3),(55 2144506.5),(56 2165524),(57 2217020.5),(58 2255352.8),(59 2287614),(60 2348545.3),(61 2395358.3),(62 2424611.3),(63 2414149.8),(64 2431710.8),(65 2446619),(66 2508933.8),(67 2542065.8),(68 2571684.5),(69 2583023.5),(70 2598802.8),(71 2613982.8),(72 2639750.8),(73 2661351.5),(74 2685151.5),(75 2687529.3),(76 2687511.5),(77 2686229.5),(78 2654144),(79 2639558.3),
(1 104903.41),(2 220699.02),(3 335621.8),(4 482532.94),(5 596521.8),(6 707140),(7 829232.3),(8 921717.8),(9 1003643),(10 1096710.4),(11 1176616.9),(12 1248098),(13 1346741.4),(14 1422189.9),(15 1492586.8),(16 1551496.8),(17 1607289.8),(18 1652005.3),(19 1697925),(20 1735041.9),(21 1775125),(22 1799540.5),(23 1822019.5),(24 1844085.5),(25 1861436.4),(26 1893511.1),(27 1910324.3),(28 1912214.3),(29 1936267.5),(30 1955228.9),(31 1960601.5),(32 1970745.4),(33 1971399.1),(34 1950466.9),(35 1944618),(36 1921955.8),(37 1901381.1),(38 1876199.8),(39 1852955.9),(40 1830412.6),(41 1827708.8),(42 1821435.3),(43 1824730.8),(44 1847413.8),(45 1872024.6),(46 1902375.5),(47 1972833.4),(48 2011521.4),(49 2055927.4),(50 2063490.6),(51 2075633.4),(52 2097673),(53 2101224.8),(54 2117333),(55 2134529),(56 2136597.8),(57 2147757.8),(58 2147127),(59 2138123),(60 2155285),(61 2166506),(62 2173136.8),(63 2174425),(64 2193235),(65 2204358.8),(66 2213157),(67 2225177),(68 2231063.3),(69 2230130.3),(70 2224486.5),(71 2224799),(72 2235355.5),(73 2231635.3),(74 2227918.8),(75 2207691.3),(76 2205042.3),(77 2194845),(78 2164317),(79 2143511.8),
(1 98132.31),(2 205349.33),(3 314080.28),(4 454357.7),(5 563513.44),(6 678757.75),(7 800279.2),(8 882065.56),(9 961616.94),(10 1049185.3),(11 1120452),(12 1180276.6),(13 1240350.4),(14 1278738),(15 1310750.5),(16 1349657),(17 1385049.9),(18 1405337.9),(19 1434840.1),(20 1455207.5),(21 1479084.1),(22 1502630.4),(23 1518090),(24 1539457.6),(25 1544414.9),(26 1565054),(27 1578978.3),(28 1579951.1),(29 1599922.3),(30 1606710),(31 1619480.9),(32 1650021.4),(33 1656785.1),(34 1658876.9),(35 1680364.3),(36 1691840.9),(37 1699297.3),(38 1713433.6),(39 1718152.8),(40 1721303.6),(41 1724247.9),(42 1726245.4),(43 1730209.3),(44 1759884.3),(45 1784796.5),(46 1817892.6),(47 1852543.6),(48 1876794.8),(49 1906515.8),(50 1917923),(51 1944688),(52 1965734.1),(53 1954525.3),(54 1947385.5),(55 1950061.4),(56 1943102.8),(57 1950677.3),(58 1954773),(59 1933553.9),(60 1943031.6),(61 1956864.8),(62 1957728.4),(63 1978451.1),(64 1992631.5),(65 1999287.6),(66 2006846.5),(67 2021311.5),(68 2042254.8),(69 2091386.4),(70 2111976.5),(71 2131661.5),(72 2141620),(73 2139411),(74 2143010.5),(75 2125127.8),(76 2118006.5),(77 2111114.3),(78 2080726),(79 2057667.8),
(1 92391.13),(2 194139.53),(3 291160.44),(4 401474.66),(5 487325.6),(6 572073.44),(7 660310.3),(8 724734.9),(9 785061.1),(10 866516.7),(11 931368.06),(12 980645.6),(13 1051267.6),(14 1096069.4),(15 1144003),(16 1187478.6),(17 1225167.5),(18 1250267.4),(19 1291974.5),(20 1320041.4),(21 1345612.8),(22 1387723.5),(23 1398914.9),(24 1414110.5),(25 1412074.9),(26 1427040.1),(27 1439289.8),(28 1437251),(29 1448093.5),(30 1454644),(31 1462899.4),(32 1481948.8),(33 1485920.9),(34 1472376.8),(35 1471170.3),(36 1467459.9),(37 1469311.3),(38 1497844.5),(39 1500715.5),(40 1516827.5),(41 1552712.4),(42 1585854.9),(43 1618201.1),(44 1646562.1),(45 1683374.3),(46 1721093.4),(47 1720741.9),(48 1731704.1),(49 1741848.8),(50 1743422.4),(51 1767376),(52 1781719.9),(53 1789429.8),(54 1815042.5),(55 1834571.4),(56 1866939.9),(57 1912987.8),(58 1935667.8),(59 1931353.3),(60 1942538.5),(61 1954403.9),(62 1954068.3),(63 1928654.3),(64 1932746.1),(65 1932043.5),(66 1932394.3),(67 1931617.1),(68 1945510),(69 1940593.4),(70 1944575.5),(71 1949326),(72 1929813.1),(73 1921823.3),(74 1917064.1),(75 1902342),(76 1905691.8),(77 1898838.9),(78 1880443.5),(79 1871561.1),
(1 93121.05),(2 194825.75),(3 297636.13),(4 413699.13),(5 495245.06),(6 582475.75),(7 680617),(8 751294.25),(9 820551.56),(10 904498.4),(11 971960.56),(12 1025638.5),(13 1097688.9),(14 1146685.1),(15 1190110.8),(16 1212963.5),(17 1237098.1),(18 1250889.1),(19 1283323.3),(20 1300798.6),(21 1319690.3),(22 1340742.9),(23 1345976.8),(24 1356027.5),(25 1361217),(26 1383716.1),(27 1397129.1),(28 1396897.4),(29 1411658.6),(30 1422745.6),(31 1431626.5),(32 1453608.1),(33 1463949.9),(34 1453587.4),(35 1453711.9),(36 1452059.3),(37 1456975.3),(38 1449470.5),(39 1446989.5),(40 1442082.4),(41 1440512.5),(42 1433147.4),(43 1427926.9),(44 1401187.8),(45 1396365.8),(46 1394192.8),(47 1389832),(48 1391499.6),(49 1398000.8),(50 1397344.5),(51 1403366.4),(52 1405660.6),(53 1403715.9),(54 1411290.1),(55 1408667.3),(56 1403274.6),(57 1410369.1),(58 1406103.8),(59 1389594.5),(60 1385567.9),(61 1376155.1),(62 1367781),(63 1331601.1),(64 1322106.9),(65 1317747.8),(66 1332881.5),(67 1348266.5),(68 1370007.6),(69 1398570),(70 1423959.5),(71 1449349.9),(72 1471340.3),(73 1486883.3),(74 1504871.5),(75 1515257.1),(76 1540962.5),(77 1555052.5),(78 1547940.1),(79 1551518.3),
(1 84216.516),(2 175450.63),(3 270292.38),(4 383419.78),(5 467407.94),(6 553458.5),(7 651105.1),(8 720913.25),(9 787585.1),(10 860732.1),(11 921933.9),(12 972824.2),(13 1018171.8),(14 1046264.2),(15 1071828.8),(16 1082236.9),(17 1101298.6),(18 1114695),(19 1148803.8),(20 1167978.6),(21 1189044.3),(22 1207725.8),(23 1223398.9),(24 1241110.4),(25 1251785.5),(26 1283992.5),(27 1304946.9),(28 1308975.1),(29 1325730.8),(30 1339162.6),(31 1366015.1),(32 1406849),(33 1422675.8),(34 1421898.3),(35 1425985.4),(36 1429421.8),(37 1436173.8),(38 1423014.9),(39 1412518.6),(40 1404618),(41 1438231.8),(42 1444121.1),(43 1452389),(44 1448754.3),(45 1463430.8),(46 1481171.8),(47 1488558.6),(48 1501969),(49 1522533),(50 1527815.4),(51 1546337.9),(52 1562062.1),(53 1570066.5),(54 1582372),(55 1585159.4),(56 1577063.6),(57 1575361.9),(58 1563031),(59 1533982.6),(60 1520581),(61 1506410.4),(62 1483997.1),(63 1450010.1),(64 1429374.3),(65 1413296.3),(66 1417049.9),(67 1416928.3),(68 1422294.8),(69 1410680.6),(70 1411959.3),(71 1413025.3),(72 1401594.5),(73 1405146.4),(74 1412519.4),(75 1427130.4),(76 1459969),(77 1476432.8),(78 1483314.3),(79 1493872.4),
(1 73900.65),(2 154384.27),(3 234079.72),(4 324246.94),(5 389359.2),(6 458687.47),(7 533584.8),(8 590674.5),(9 637939.8),(10 690476.56),(11 735799.56),(12 769243.44),(13 800705.75),(14 820344.6),(15 843474.7),(16 879189.9),(17 911145.3),(18 941793.44),(19 983042.56),(20 1009033.25),(21 1035186.1),(22 1074367.1),(23 1097603),(24 1123608.6),(25 1143443.3),(26 1174729.3),(27 1196563.5),(28 1209007.6),(29 1240083.4),(30 1262468.5),(31 1282237),(32 1311784.9),(33 1332895.1),(34 1333449.8),(35 1330212),(36 1327384.6),(37 1322198.4),(38 1303972.8),(39 1293059.9),(40 1288500.1),(41 1279390.8),(42 1277391.5),(43 1275155),(44 1275639),(45 1273808.1),(46 1274479.5),(47 1284516.3),(48 1289703.5),(49 1298242.1),(50 1298123.5),(51 1315187.4),(52 1324249.6),(53 1315402.1),(54 1316987.5),(55 1319871.9),(56 1313318.3),(57 1316751.9),(58 1313022.9),(59 1312971.9),(60 1316858.3),(61 1308193.1),(62 1302556.6),(63 1283656.9),(64 1279671.6),(65 1272163.5),(66 1264324.8),(67 1262812.6),(68 1268458.6),(69 1276633.8),(70 1285142.6),(71 1293946.5),(72 1299546.1),(73 1307600.4),(74 1316869.8),(75 1305755.5),(76 1293850),(77 1284378.9),(78 1270203.3),(79 1281081.3),
(1 66688.81),(2 140346.06),(3 209555.3),(4 281230.03),(5 336696.97),(6 393743.44),(7 467255.6),(8 518901.66),(9 565390.44),(10 614969.8),(11 652643.75),(12 682248.2),(13 719209.56),(14 735995.8),(15 753880.3),(16 786445.94),(17 808472.5),(18 826816.3),(19 843395.44),(20 860560.8),(21 876529.1),(22 889410.4),(23 905390.1),(24 926301.3),(25 940673.1),(26 961051.75),(27 977867),(28 983440.2),(29 1004431.8),(30 1020933.3),(31 1033592.25),(32 1056739.8),(33 1074053.1),(34 1075294.4),(35 1085599.5),(36 1088515.9),(37 1086265.1),(38 1078131.5),(39 1071445.5),(40 1068731.3),(41 1065896.8),(42 1063432.6),(43 1066676.4),(44 1078694.3),(45 1083506.4),(46 1089261.8),(47 1102060.1),(48 1112374.6),(49 1127720.4),(50 1131050.1),(51 1145257.1),(52 1156376.6),(53 1153719.5),(54 1159104.5),(55 1161459),(56 1141160.3),(57 1135843),(58 1125746.1),(59 1113010.6),(60 1126717.9),(61 1135778.4),(62 1146694.8),(63 1164396.5),(64 1169509.3),(65 1170791.9),(66 1162825.8),(67 1160034.6),(68 1153735.5),(69 1147752),(70 1142741.4),(71 1141456.4),(72 1150511.9),(73 1156251.3),(74 1166315.9),(75 1166165.4),(76 1176153.1),(77 1185688),(78 1188132.9),(79 1207141.8),
