1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17.870275),(2 27.113632),(3 34.765846),(4 37.797325),(5 39.34552),(6 41.091995),(7 42.31014),(8 43.272568),(9 43.90796),(10 44.212803),(11 44.110065),(12 44.28696),(13 45.164978),(14 45.323334),(15 45.25482),(16 45.460365),(17 45.87982),(18 46.35296),(19 46.7171),(20 46.699024),(21 47.041145),(22 46.845173),(23 47.4277),(24 48.038147),(25 48.08831),(26 49.182983),(27 49.648632),(28 50.006924),(29 50.406918),(30 50.70696),(31 50.656277),(32 51.03289),(33 51.101883),(34 50.539978),(35 50.6332),(36 50.525345),(37 50.624218),(38 51.551624),(39 51.80661),(40 52.000023),(41 51.851856),(42 51.787514),(43 51.781673),(44 52.097652),(45 51.954662),(46 51.86722),(47 51.72123),(48 52.03164),(49 52.46224),(50 52.472496),(51 52.67915),(52 52.76391),(53 52.729565),(54 53.41887),(55 53.932144),(56 54.258858),(57 55.19389),(58 55.309406),(59 55.36659),(60 56.041237),(61 56.369022),(62 56.616283),(63 56.647877),(64 56.577396),(65 56.426353),(66 56.414886),(67 56.27517),(68 56.117397),(69 56.225212),(70 56.2534),(71 55.91833),(72 55.568783),(73 55.73308),(74 56.487404),(75 56.245155),(76 56.650272),(77 57.201775),(78 57.14575),(79 57.81237),
(1 18.090763),(2 27.599695),(3 35.193604),(4 38.105423),(5 39.854794),(6 41.834984),(7 42.9432),(8 43.763214),(9 44.155064),(10 44.478725),(11 44.42363),(12 44.70648),(13 45.288044),(14 46.145737),(15 46.832844),(16 47.17994),(17 47.304863),(18 47.158688),(19 47.713207),(20 47.815994),(21 48.146435),(22 48.2165),(23 48.65747),(24 49.445232),(25 49.71079),(26 50.703323),(27 51.183784),(28 51.334892),(29 51.91891),(30 52.12592),(31 51.57438),(32 52.24046),(33 52.281105),(34 51.849136),(35 51.969875),(36 52.16879),(37 52.350067),(38 52.629105),(39 52.700096),(40 52.489933),(41 51.817753),(42 51.851532),(43 51.407475),(44 52.22023),(45 52.172382),(46 52.28302),(47 52.62232),(48 52.580933),(49 52.741257),(50 53.066006),(51 53.59303),(52 54.19087),(53 53.45756),(54 53.852997),(55 54.28676),(56 54.630184),(57 54.823833),(58 54.699047),(59 54.6328),(60 54.955692),(61 55.835407),(62 56.49323),(63 56.409515),(64 56.451935),(65 56.346222),(66 56.865997),(67 56.71884),(68 56.894512),(69 56.967762),(70 56.661762),(71 56.24598),(72 55.739773),(73 56.439903),(74 57.129257),(75 57.246655),(76 57.421204),(77 57.925716),(78 57.79675),(79 58.370316),
(1 17.48938),(2 26.597872),(3 33.81935),(4 36.882004),(5 38.745724),(6 41.02496),(7 42.687016),(8 43.324768),(9 43.74248),(10 44.22428),(11 44.62846),(12 44.843513),(13 45.454918),(14 45.839413),(15 45.87016),(16 45.8157),(17 45.86991),(18 46.098297),(19 46.196854),(20 46.600796),(21 47.03183),(22 47.27573),(23 48.24119),(24 49.12469),(25 49.608883),(26 50.627396),(27 51.323196),(28 50.89732),(29 50.698055),(30 50.70149),(31 50.91304),(32 51.207848),(33 51.36758),(34 51.451115),(35 51.66328),(36 51.748547),(37 51.97448),(38 52.48917),(39 52.49155),(40 52.679577),(41 52.4555),(42 52.43739),(43 52.58986),(44 52.56542),(45 52.08298),(46 51.880905),(47 51.966793),(48 51.983784),(49 52.195538),(50 52.23718),(51 52.591206),(52 52.872017),(53 53.08514),(54 53.3734),(55 53.655567),(56 54.17466),(57 55.162334),(58 55.118473),(59 55.714687),(60 56.23671),(61 56.812317),(62 57.25793),(63 56.590927),(64 56.804066),(65 57.194023),(66 57.050697),(67 56.946667),(68 56.838894),(69 56.995483),(70 57.01238),(71 57.13264),(72 57.607834),(73 58.257294),(74 59.0025),(75 58.98499),(76 59.1476),(77 59.564075),(78 59.73994),(79 59.730408),
(1 18.198982),(2 27.361256),(3 34.737366),(4 37.93954),(5 39.86413),(6 41.82627),(7 42.597816),(8 43.744717),(9 44.242783),(10 44.843494),(11 45.224308),(12 45.43979),(13 46.239433),(14 46.42974),(15 46.80715),(16 47.058422),(17 47.659668),(18 47.659985),(19 47.733665),(20 47.80809),(21 48.365566),(22 48.47108),(23 48.998806),(24 49.601357),(25 49.812683),(26 50.864983),(27 51.585445),(28 51.14794),(29 51.59089),(30 51.48889),(31 51.389446),(32 51.41037),(33 51.43535),(34 51.024048),(35 51.013847),(36 51.274506),(37 51.406162),(38 51.519135),(39 51.64112),(40 51.762203),(41 51.82129),(42 51.71223),(43 51.44887),(44 51.8213),(45 52.036026),(46 51.8461),(47 51.476368),(48 51.349186),(49 51.787903),(50 52.43185),(51 52.508747),(52 52.611828),(53 52.899395),(54 53.408314),(55 53.7776),(56 54.48629),(57 54.57097),(58 54.721092),(59 55.042957),(60 55.34225),(61 55.776676),(62 56.141716),(63 56.455105),(64 56.625954),(65 56.597294),(66 56.225258),(67 55.956276),(68 55.810787),(69 55.75674),(70 55.87158),(71 56.05318),(72 56.688244),(73 57.37072),(74 58.122276),(75 58.397297),(76 58.66108),(77 59.327225),(78 59.598557),(79 60.409687),
(1 17.516127),(2 26.52267),(3 34.2023),(4 36.843834),(5 38.54663),(6 40.380592),(7 41.91796),(8 42.694473),(9 43.309727),(10 43.690983),(11 44.06835),(12 44.680122),(13 45.19673),(14 45.839577),(15 46.037666),(16 46.017345),(17 46.085182),(18 46.132843),(19 46.136326),(20 46.327763),(21 46.621124),(22 47.16048),(23 47.633152),(24 48.38696),(25 48.520428),(26 49.757717),(27 50.548096),(28 50.47638),(29 50.569077),(30 50.639004),(31 50.472046),(32 50.70138),(33 50.77262),(34 50.92269),(35 50.942696),(36 51.27313),(37 51.439495),(38 51.992752),(39 52.116528),(40 52.209625),(41 51.92424),(42 51.674698),(43 51.40429),(44 51.53043),(45 51.40313),(46 51.290962),(47 51.419136),(48 51.42001),(49 51.7569),(50 52.14011),(51 52.735115),(52 53.129356),(53 52.909557),(54 53.78344),(55 54.11),(56 54.69348),(57 55.908),(58 55.975708),(59 55.472656),(60 56.0146),(61 56.27195),(62 56.63357),(63 56.958935),(64 57.169754),(65 57.068443),(66 56.296417),(67 56.136227),(68 56.288048),(69 56.377914),(70 56.236935),(71 56.04859),(72 56.349716),(73 56.84966),(74 57.217712),(75 57.067665),(76 57.447697),(77 58.00093),(78 58.004482),(79 58.268864),
(1 17.661306),(2 27.00521),(3 34.63425),(4 37.81267),(5 39.65391),(6 41.4567),(7 42.788986),(8 43.803158),(9 44.3888),(10 44.340122),(11 44.284233),(12 44.684612),(13 45.56401),(14 45.95752),(15 45.749844),(16 45.9187),(17 46.139812),(18 46.51164),(19 46.537273),(20 46.556107),(21 47.027496),(22 47.836006),(23 48.43261),(24 49.474373),(25 49.674377),(26 49.932327),(27 49.966446),(28 49.821075),(29 50.450275),(30 50.570065),(31 50.74823),(32 50.94914),(33 51.440205),(34 51.019535),(35 51.145947),(36 51.542408),(37 51.74794),(38 52.239212),(39 51.542755),(40 51.34502),(41 51.486065),(42 51.857815),(43 51.788),(44 51.789577),(45 50.90624),(46 50.400753),(47 50.576084),(48 50.9347),(49 51.392834),(50 51.99916),(51 52.55706),(52 53.266464),(53 52.67014),(54 53.72049),(55 54.008068),(56 53.845036),(57 54.52781),(58 54.524277),(59 54.72485),(60 55.272854),(61 55.71185),(62 56.125),(63 56.255524),(64 56.390507),(65 56.17963),(66 56.32224),(67 56.243557),(68 56.289246),(69 56.452263),(70 56.316128),(71 56.12573),(72 55.654175),(73 55.863243),(74 56.525402),(75 56.74872),(76 57.203003),(77 57.97329),(78 58.14588),(79 59.197014),
(1 17.667063),(2 26.895416),(3 34.78909),(4 37.812523),(5 39.418785),(6 40.917824),(7 42.328392),(8 43.32167),(9 43.987537),(10 44.01826),(11 44.228302),(12 44.407665),(13 45.481045),(14 45.973175),(15 46.446648),(16 46.383656),(17 46.65328),(18 46.710876),(19 46.843246),(20 46.932438),(21 47.35378),(22 47.809418),(23 48.54487),(24 49.013165),(25 49.53896),(26 49.957764),(27 49.849648),(28 49.98755),(29 50.310936),(30 50.646538),(31 50.993507),(32 51.62827),(33 51.897324),(34 51.549206),(35 51.641815),(36 51.674313),(37 51.989845),(38 52.420345),(39 51.93364),(40 51.768677),(41 52.02645),(42 52.20425),(43 52.271423),(44 52.07978),(45 51.742035),(46 51.024017),(47 50.876957),(48 51.300907),(49 52.10853),(50 52.477592),(51 53.520664),(52 54.086468),(53 53.810253),(54 54.53206),(55 54.74957),(56 54.44069),(57 55.432526),(58 55.495354),(59 55.78076),(60 55.96745),(61 56.17102),(62 56.351738),(63 56.37288),(64 56.490414),(65 56.5606),(66 56.379486),(67 56.398598),(68 56.682102),(69 56.49725),(70 56.395462),(71 56.4736),(72 56.363445),(73 56.72558),(74 57.246223),(75 57.22932),(76 57.36063),(77 57.7564),(78 57.886547),(79 58.92921),
(1 17.235884),(2 26.32628),(3 33.741142),(4 36.319195),(5 37.784588),(6 39.35239),(7 40.630894),(8 41.317535),(9 42.169292),(10 42.57587),(11 42.988853),(12 43.324654),(13 43.809242),(14 44.43004),(15 45.132076),(16 45.187046),(17 45.757023),(18 45.79042),(19 45.46128),(20 45.71428),(21 45.99489),(22 46.285477),(23 46.875217),(24 47.397697),(25 47.90715),(26 49.067),(27 49.107685),(28 48.30245),(29 48.379105),(30 48.68721),(31 48.634113),(32 49.037212),(33 49.186012),(34 49.385185),(35 49.375877),(36 49.480957),(37 49.693512),(38 49.863243),(39 50.414833),(40 50.681465),(41 50.803516),(42 51.030956),(43 51.227303),(44 51.076237),(45 50.722572),(46 50.45417),(47 50.134136),(48 50.58573),(49 51.140625),(50 51.75344),(51 52.28966),(52 52.471107),(53 52.165325),(54 52.37808),(55 52.477795),(56 52.70154),(57 53.346333),(58 53.853867),(59 54.123577),(60 54.873844),(61 55.412933),(62 55.71767),(63 55.83549),(64 56.087437),(65 56.091965),(66 55.84997),(67 55.52204),(68 55.442585),(69 54.798737),(70 54.553528),(71 54.7009),(72 55.27917),(73 55.935467),(74 56.497578),(75 55.98424),(76 55.934055),(77 56.611385),(78 56.84706),(79 57.229324),
(1 17.251226),(2 26.28405),(3 33.94338),(4 36.74357),(5 38.502037),(6 40.06454),(7 41.488472),(8 42.427193),(9 42.841232),(10 43.43011),(11 43.620487),(12 43.96849),(13 44.263424),(14 44.463264),(15 44.966064),(16 45.74051),(17 45.811806),(18 45.945415),(19 46.02869),(20 46.09609),(21 46.58603),(22 46.427845),(23 46.688244),(24 47.040257),(25 47.4046),(26 48.700287),(27 49.60782),(28 48.722168),(29 49.718548),(30 50.183125),(31 50.054188),(32 50.23159),(33 50.397552),(34 50.681644),(35 50.271194),(36 49.790173),(37 50.084846),(38 50.59259),(39 50.742073),(40 50.68521),(41 50.53228),(42 50.579517),(43 50.80161),(44 51.0938),(45 50.96007),(46 50.9386),(47 50.38861),(48 50.503098),(49 50.97323),(50 50.976097),(51 51.440514),(52 51.78953),(53 52.179993),(54 52.891888),(55 52.939865),(56 53.22487),(57 53.993885),(58 54.503838),(59 54.700317),(60 54.998734),(61 55.07791),(62 55.321552),(63 55.94058),(64 56.48895),(65 56.91361),(66 56.361538),(67 56.26421),(68 56.30195),(69 56.324688),(70 55.881126),(71 55.758713),(72 56.0754),(73 57.05173),(74 57.594463),(75 58.040596),(76 58.09245),(77 58.55699),(78 58.82076),(79 59.09843),
(1 16.951195),(2 25.691973),(3 32.662663),(4 35.314728),(5 37.054745),(6 38.951946),(7 40.580254),(8 41.160534),(9 41.572384),(10 42.123203),(11 42.52726),(12 42.890755),(13 43.288715),(14 43.59351),(15 44.057484),(16 44.769333),(17 45.056335),(18 45.098022),(19 44.9693),(20 45.111176),(21 45.658134),(22 46.1777),(23 46.755646),(24 47.52911),(25 47.481075),(26 48.582623),(27 49.41571),(28 48.795025),(29 48.68061),(30 48.91302),(31 49.345478),(32 49.34762),(33 49.440292),(34 49.511875),(35 49.754173),(36 49.74023),(37 49.727497),(38 50.377045),(39 50.19115),(40 50.02745),(41 50.150906),(42 50.09975),(43 49.992455),(44 50.35518),(45 50.24515),(46 50.35508),(47 50.263657),(48 50.18907),(49 50.60349),(50 50.8606),(51 51.13176),(52 51.062958),(53 51.47764),(54 51.63887),(55 51.684284),(56 52.282608),(57 52.809196),(58 53.05598),(59 53.53575),(60 53.451992),(61 53.514297),(62 53.67397),(63 54.057896),(64 54.45441),(65 54.62883),(66 54.635036),(67 54.619816),(68 54.83152),(69 54.73933),(70 54.5543),(71 54.766594),(72 54.432625),(73 54.720573),(74 55.21204),(75 55.329433),(76 56.236282),(77 56.408195),(78 56.324574),(79 56.464767),
(1 17.364866),(2 26.15232),(3 33.45744),(4 36.15932),(5 38.11298),(6 39.902317),(7 40.57346),(8 41.224),(9 41.981014),(10 41.991707),(11 42.150173),(12 42.45795),(13 43.444534),(14 43.7082),(15 43.946537),(16 44.640263),(17 45.01173),(18 45.188538),(19 45.05007),(20 45.241253),(21 45.857327),(22 45.801426),(23 46.405937),(24 47.111645),(25 47.75238),(26 48.105907),(27 48.662224),(28 48.71042),(29 48.685337),(30 48.844707),(31 48.946693),(32 48.930138),(33 49.11732),(34 49.354008),(35 49.086407),(36 48.90987),(37 48.823982),(38 49.51453),(39 49.718338),(40 49.606422),(41 49.71991),(42 49.742825),(43 49.63234),(44 49.749897),(45 49.78444),(46 50.042328),(47 50.114544),(48 50.20485),(49 50.481598),(50 51.10248),(51 51.433914),(52 51.761757),(53 51.731033),(54 52.24836),(55 52.628742),(56 52.9931),(57 53.418427),(58 53.77944),(59 53.87841),(60 54.796394),(61 55.30045),(62 55.276367),(63 54.989708),(64 54.84329),(65 54.475315),(66 54.612034),(67 54.867046),(68 55.16573),(69 54.4943),(70 54.091274),(71 53.591022),(72 53.85175),(73 54.31812),(74 54.97211),(75 54.95547),(76 54.959732),(77 55.101112),(78 54.991188),(79 55.60757),
(1 17.021252),(2 25.829758),(3 33.240673),(4 36.2551),(5 38.131226),(6 39.67262),(7 40.67896),(8 40.928387),(9 40.999153),(10 41.601448),(11 41.99022),(12 42.462814),(13 42.741714),(14 42.860867),(15 43.531345),(16 43.488686),(17 43.857365),(18 44.15804),(19 44.16782),(20 44.237278),(21 44.8095),(22 44.952034),(23 45.355328),(24 45.998837),(25 46.517414),(26 47.79587),(27 48.487995),(28 48.362305),(29 48.34784),(30 48.6511),(31 48.68734),(32 49.042118),(33 49.373665),(34 49.40364),(35 49.561882),(36 49.095417),(37 49.04437),(38 49.612675),(39 49.357258),(40 49.3358),(41 49.362617),(42 49.55617),(43 49.431835),(44 49.479664),(45 49.31696),(46 49.13232),(47 49.257423),(48 49.578163),(49 50.005974),(50 50.11994),(51 50.359985),(52 50.640438),(53 51.049244),(54 51.62293),(55 52.01454),(56 51.85069),(57 52.74513),(58 52.77756),(59 52.634304),(60 53.279377),(61 54.142315),(62 54.901817),(63 54.60242),(64 54.569218),(65 54.574978),(66 54.551388),(67 54.951263),(68 54.98981),(69 54.729595),(70 54.590187),(71 54.42718),(72 54.06552),(73 54.308697),(74 54.904102),(75 54.91248),(76 55.356316),(77 55.813946),(78 55.555714),(79 56.298058),
(1 16.8507),(2 25.587996),(3 32.48599),(4 35.110016),(5 36.87362),(6 38.454403),(7 39.911125),(8 40.72411),(9 41.137627),(10 41.6236),(11 41.917473),(12 42.259335),(13 42.9326),(14 42.729805),(15 42.894405),(16 43.00105),(17 43.575485),(18 43.842278),(19 43.841904),(20 44.06413),(21 44.29892),(22 44.04755),(23 44.43418),(24 45.10235),(25 45.63677),(26 46.517746),(27 47.215893),(28 46.83249),(29 47.388012),(30 47.726723),(31 47.897182),(32 48.235172),(33 48.550785),(34 48.460873),(35 48.309196),(36 48.191353),(37 48.26214),(38 48.73847),(39 48.999657),(40 49.608643),(41 49.506588),(42 49.6341),(43 49.480995),(44 49.247574),(45 49.00313),(46 48.5718),(47 48.51687),(48 48.894215),(49 49.35847),(50 49.41937),(51 49.69695),(52 49.795383),(53 49.642418),(54 50.01197),(55 50.632748),(56 50.880444),(57 51.134827),(58 51.53691),(59 51.648308),(60 52.63062),(61 52.86423),(62 53.289936),(63 53.17536),(64 53.55806),(65 53.63409),(66 53.53355),(67 53.414616),(68 53.144024),(69 53.048717),(70 52.855927),(71 52.998417),(72 52.856453),(73 53.39562),(74 53.893326),(75 53.56896),(76 53.864742),(77 54.207478),(78 54.063972),(79 54.12231),
(1 17.094955),(2 26.060421),(3 33.79028),(4 36.20054),(5 38.096153),(6 39.878693),(7 41.504105),(8 42.866745),(9 43.42073),(10 43.858494),(11 43.865726),(12 44.078217),(13 44.436726),(14 44.79345),(15 45.121582),(16 45.042828),(17 45.515003),(18 45.712696),(19 45.99312),(20 46.188644),(21 46.647366),(22 46.3713),(23 46.719692),(24 47.319893),(25 47.616085),(26 48.37094),(27 49.20873),(28 49.343452),(29 49.499405),(30 49.59773),(31 49.457394),(32 49.28518),(33 49.419),(34 48.787548),(35 48.988056),(36 48.987198),(37 49.11962),(38 49.81109),(39 49.979248),(40 50.1904),(41 50.3372),(42 50.37672),(43 50.285095),(44 50.48665),(45 50.738403),(46 50.59732),(47 50.37342),(48 50.301304),(49 50.33239),(50 50.48963),(51 51.057037),(52 51.185028),(53 51.315166),(54 51.8834),(55 52.686935),(56 52.73767),(57 53.207546),(58 53.513172),(59 53.56747),(60 54.468323),(61 55.064217),(62 55.32409),(63 55.51131),(64 55.705116),(65 55.69106),(66 55.706635),(67 55.299896),(68 55.066444),(69 55.212143),(70 55.228344),(71 55.347797),(72 55.27586),(73 55.79842),(74 56.59874),(75 56.798084),(76 56.807175),(77 57.13472),(78 57.4043),(79 58.05874),
(1 17.005249),(2 25.470482),(3 32.36624),(4 35.278385),(5 36.997894),(6 38.46336),(7 39.833733),(8 40.6186),(9 41.33249),(10 41.6663),(11 42.21674),(12 43.098335),(13 43.906227),(14 44.188168),(15 44.64939),(16 44.8697),(17 44.96367),(18 44.80394),(19 44.709667),(20 45.164303),(21 45.536243),(22 46.029026),(23 46.346867),(24 47.26592),(25 47.13138),(26 47.847145),(27 48.6204),(28 48.524582),(29 48.760773),(30 49.142265),(31 49.445267),(32 49.487392),(33 49.439445),(34 49.019306),(35 49.063133),(36 49.096207),(37 49.453842),(38 49.92826),(39 49.940212),(40 49.671036),(41 49.486595),(42 49.361244),(43 49.434883),(44 49.380875),(45 49.34478),(46 48.994457),(47 48.48358),(48 48.308952),(49 48.62441),(50 49.270668),(51 49.186646),(52 49.238823),(53 49.71234),(54 50.0511),(55 50.393833),(56 50.209713),(57 51.00077),(58 51.57824),(59 51.748577),(60 52.265392),(61 52.898335),(62 53.51804),(63 53.767944),(64 54.061954),(65 54.565845),(66 54.486683),(67 54.199173),(68 54.165264),(69 54.28461),(70 54.06275),(71 54.33965),(72 55.106705),(73 55.585762),(74 56.03503),(75 56.371403),(76 56.664158),(77 57.24653),(78 57.007565),(79 57.3584),
(1 16.689812),(2 25.409666),(3 32.62568),(4 34.864826),(5 36.563057),(6 37.77082),(7 38.801464),(8 39.70717),(9 39.81276),(10 40.53785),(11 40.876564),(12 41.40312),(13 42.101227),(14 42.436073),(15 43.101425),(16 43.763332),(17 44.19278),(18 44.63693),(19 44.928577),(20 45.303864),(21 45.517254),(22 45.67959),(23 46.320156),(24 47.258953),(25 47.61053),(26 47.98456),(27 48.386936),(28 47.586025),(29 47.80403),(30 48.27216),(31 48.37109),(32 48.41535),(33 48.578648),(34 48.46412),(35 48.264668),(36 48.36465),(37 48.109833),(38 48.50974),(39 48.361732),(40 48.338463),(41 48.331196),(42 48.167747),(43 47.908203),(44 48.408726),(45 48.43773),(46 48.393253),(47 47.851486),(48 47.96264),(49 48.357094),(50 49.004353),(51 49.553272),(52 49.98138),(53 49.829132),(54 50.04623),(55 50.14836),(56 50.434334),(57 51.385338),(58 52.15943),(59 52.10971),(60 52.68213),(61 52.85103),(62 52.813606),(63 53.15682),(64 53.428635),(65 53.490444),(66 53.67803),(67 53.437233),(68 53.5066),(69 53.53115),(70 53.292686),(71 53.526413),(72 53.50461),(73 54.19815),(74 54.808678),(75 54.979694),(76 54.84307),(77 55.082577),(78 54.93083),(79 55.291027),
(1 17.18882),(2 26.279148),(3 33.92441),(4 36.90587),(5 38.526936),(6 39.63959),(7 40.98595),(8 41.634193),(9 41.832256),(10 42.676193),(11 42.72035),(12 43.073772),(13 43.719975),(14 43.80565),(15 44.255955),(16 44.20554),(17 44.59641),(18 44.99142),(19 44.683823),(20 44.877106),(21 45.08588),(22 45.409824),(23 45.861504),(24 46.667328),(25 47.044834),(26 48.233963),(27 48.74124),(28 48.795887),(29 48.99987),(30 49.148613),(31 49.21074),(32 49.5643),(33 49.99156),(34 49.973454),(35 49.74585),(36 49.461506),(37 49.44252),(38 49.57719),(39 49.90479),(40 50.059162),(41 50.009262),(42 49.79615),(43 49.663605),(44 49.65823),(45 49.813572),(46 49.83329),(47 49.172646),(48 49.53466),(49 50.18441),(50 50.426403),(51 50.77792),(52 50.978947),(53 50.412983),(54 50.56982),(55 50.484238),(56 51.190475),(57 51.820656),(58 51.835926),(59 52.03109),(60 52.681747),(61 52.975388),(62 53.01947),(63 53.6845),(64 54.11753),(65 54.63023),(66 54.669308),(67 54.698265),(68 54.764717),(69 54.392086),(70 54.458717),(71 54.560818),(72 55.098083),(73 55.914856),(74 56.55397),(75 57.026962),(76 57.38437),(77 57.674515),(78 58.001442),(79 58.26278),
(1 16.949514),(2 25.791473),(3 33.09016),(4 35.369057),(5 37.061054),(6 38.43643),(7 39.38835),(8 40.122032),(9 40.805523),(10 41.150055),(11 41.71313),(12 41.877594),(13 42.3465),(14 42.753742),(15 43.50109),(16 43.80114),(17 43.874176),(18 43.863068),(19 44.062946),(20 44.122643),(21 44.059364),(22 44.151173),(23 44.676685),(24 45.61669),(25 45.677006),(26 46.40537),(27 46.95726),(28 46.549343),(29 46.609665),(30 46.753197),(31 46.780422),(32 47.028023),(33 47.389156),(34 47.339005),(35 47.50333),(36 47.55345),(37 47.70535),(38 48.098072),(39 48.134903),(40 47.95271),(41 47.39265),(42 47.420753),(43 47.35159),(44 47.15706),(45 46.902664),(46 46.89501),(47 46.86036),(48 46.99021),(49 47.361668),(50 47.68785),(51 48.523224),(52 48.89006),(53 48.602787),(54 48.88039),(55 49.256916),(56 49.67142),(57 50.014824),(58 50.193153),(59 50.024628),(60 50.505756),(61 51.14712),(62 51.698063),(63 51.96095),(64 51.905315),(65 51.92911),(66 51.546844),(67 51.683277),(68 51.804394),(69 52.10595),(70 52.0619),(71 51.928913),(72 52.139065),(73 52.60606),(74 53.195805),(75 53.33676),(76 53.23765),(77 53.56614),(78 53.444084),(79 54.073627),
