1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45172.816),(2 170076.88),(3 361663.56),(4 615057.06),(5 921582.25),(6 1277424.4),(7 1681607),(8 2129863),(9 2609765.5),(10 3122533.5),(11 3672799),(12 4229617.5),(13 4805532.5),(14 5391444),(15 6011201.5),(16 6655955.5),(17 7304356),(18 7949093.5),(19 8580310),(20 9201245),(21 9799722),(22 10387877),(23 10966361),(24 11520544),(25 12040765),(26 12511800),(27 12947228),(28 13363117),(29 13755459),(30 14099386),(31 14402159),(32 14663857),(33 14913319),(34 15132109),(35 15336228),(36 15518968),(37 15706017),(38 15904807),(39 16109635),(40 16279655),(41 16438568),(42 16598827),(43 16775110),(44 16932122),(45 17095756),(46 17209442),(47 17278366),(48 17319444),(49 17358932),(50 17344760),(51 17281578),(52 17198092),(53 17114570),(54 17024370),(55 16941996),(56 16856442),(57 16767623),(58 16683723),(59 16603833),(60 16542642),(61 16503018),(62 16490719),(63 16493832),(64 16484081),(65 16486751),(66 16492274),(67 16499847),(68 16513107),(69 16518522),(70 16563623),(71 16625274),(72 16690759),(73 16780820),(74 16874630),(75 16979840),(76 17077082),(77 17144522),(78 17202070),(79 17258622),
(1 45693.76),(2 168929.05),(3 349330.84),(4 570956.56),(5 825510),(6 1110512),(7 1428613.4),(8 1773745.5),(9 2134233.5),(10 2506539.8),(11 2907520),(12 3324596.3),(13 3757656.8),(14 4200477.5),(15 4655968),(16 5131603),(17 5598166),(18 6066828),(19 6541802.5),(20 7030754.5),(21 7510244.5),(22 7989193.5),(23 8471878),(24 8945565),(25 9408739),(26 9878964),(27 10346414),(28 10824511),(29 11299587),(30 11773791),(31 12249824),(32 12722961),(33 13220569),(34 13704321),(35 14191891),(36 14667155),(37 15128451),(38 15602765),(39 16077100),(40 16542120),(41 17000472),(42 17487032),(43 17968168),(44 18405034),(45 18831134),(46 19205458),(47 19486242),(48 19721612),(49 19889902),(50 20003274),(51 20040924),(52 19993112),(53 19919616),(54 19796510),(55 19617406),(56 19390028),(57 19156134),(58 18904500),(59 18656722),(60 18428238),(61 18202526),(62 17977392),(63 17741926),(64 17475728),(65 17231334),(66 16986778),(67 16787090),(68 16567517),(69 16332503),(70 16153757),(71 15967011),(72 15770847),(73 15600901),(74 15429120),(75 15260204),(76 15077025),(77 14891611),(78 14717293),(79 14542340),
(1 40821.49),(2 150095.38),(3 314269.2),(4 523570.8),(5 770944.5),(6 1053669.5),(7 1372364.8),(8 1733232.5),(9 2125344.8),(10 2540313),(11 2979504.3),(12 3437457.5),(13 3918658.3),(14 4408564.5),(15 4926447),(16 5457542),(17 5989609.5),(18 6496964),(19 7007862),(20 7514541),(21 8019824.5),(22 8520705),(23 9038490),(24 9561633),(25 10104974),(26 10663341),(27 11210179),(28 11774602),(29 12310620),(30 12817976),(31 13315827),(32 13801905),(33 14295149),(34 14758845),(35 15176499),(36 15569364),(37 15947076),(38 16274591),(39 16599546),(40 16915648),(41 17225280),(42 17543244),(43 17857216),(44 18144584),(45 18446152),(46 18721956),(47 18931116),(48 19107750),(49 19266718),(50 19378860),(51 19448720),(52 19443636),(53 19387400),(54 19303878),(55 19188618),(56 19048402),(57 18879890),(58 18694760),(59 18519152),(60 18341648),(61 18109666),(62 17867864),(63 17606804),(64 17286610),(65 16933016),(66 16545300),(67 16177894),(68 15802179),(69 15427510),(70 15044950),(71 14679542),(72 14340490),(73 14060494),(74 13828170),(75 13650140),(76 13503095),(77 13404265),(78 13342692),(79 13320333),
(1 43689.555),(2 162663.72),(3 343311.38),(4 577866.2),(5 858345.75),(6 1186080.4),(7 1555661.6),(8 1981217.1),(9 2449263),(10 2958993.5),(11 3520109.8),(12 4130737.3),(13 4781930),(14 5463843),(15 6204558.5),(16 6971594),(17 7756932),(18 8532503),(19 9314585),(20 10075144),(21 10832434),(22 11571176),(23 12318982),(24 13053322),(25 13799466),(26 14568946),(27 15327305),(28 16083395),(29 16797186),(30 17443948),(31 18020674),(32 18548258),(33 19018504),(34 19404930),(35 19717912),(36 19956792),(37 20122548),(38 20236198),(39 20282092),(40 20268476),(41 20214172),(42 20167062),(43 20131146),(44 20047824),(45 19939546),(46 19782430),(47 19570480),(48 19332886),(49 19084126),(50 18831058),(51 18585900),(52 18319120),(53 18053890),(54 17809600),(55 17585712),(56 17396228),(57 17241780),(58 17148976),(59 17099256),(60 17075806),(61 17052106),(62 17027998),(63 16994150),(64 16918682),(65 16830100),(66 16705513),(67 16583648),(68 16442776),(69 16256561),(70 16024123),(71 15784430),(72 15538326),(73 15297823),(74 15050286),(75 14821994),(76 14584824),(77 14379378),(78 14196765),(79 14020934),
(1 45605.727),(2 169748.94),(3 353263.06),(4 588939.5),(5 864298.9),(6 1174605.6),(7 1518012.5),(8 1889834.6),(9 2292109.5),(10 2714625.5),(11 3156454.5),(12 3616153.5),(13 4086930),(14 4554752),(15 5039436),(16 5538825),(17 6058899),(18 6581031.5),(19 7093702.5),(20 7597724.5),(21 8091382.5),(22 8590891),(23 9086120),(24 9554927),(25 10041647),(26 10531255),(27 11006671),(28 11459108),(29 11866239),(30 12230035),(31 12551704),(32 12829803),(33 13074456),(34 13273446),(35 13428167),(36 13546437),(37 13650732),(38 13729211),(39 13779154),(40 13783692),(41 13774825),(42 13785847),(43 13758018),(44 13670305),(45 13548999),(46 13398706),(47 13214547),(48 13014421),(49 12784344),(50 12546846),(51 12319353),(52 12089848),(53 11852667),(54 11641644),(55 11450318),(56 11266989),(57 11106546),(58 10957632),(59 10821208),(60 10714645),(61 10629740),(62 10564471),(63 10519047),(64 10492983),(65 10500065),(66 10532860),(67 10602332),(68 10719781),(69 10852245),(70 10992962),(71 11150746),(72 11335744),(73 11561522),(74 11800693),(75 12083473),(76 12376244),(77 12682099),(78 12993039),(79 13301105),
(1 35522.9),(2 128558.62),(3 263675.38),(4 434931.34),(5 638320.8),(6 864631.2),(7 1109232.3),(8 1374858.9),(9 1655614.3),(10 1952736.5),(11 2258320.3),(12 2570681.8),(13 2883805.3),(14 3188165.3),(15 3499344),(16 3817820.3),(17 4150814.3),(18 4472189.5),(19 4788503),(20 5091232.5),(21 5392119.5),(22 5690263.5),(23 5994267.5),(24 6285145),(25 6583045),(26 6885879),(27 7176676.5),(28 7444542.5),(29 7696074),(30 7938880),(31 8151526),(32 8344185),(33 8534010),(34 8706001),(35 8873806),(36 9013579),(37 9129671),(38 9230422),(39 9316563),(40 9398106),(41 9509809),(42 9656670),(43 9830713),(44 9991142),(45 10143625),(46 10268499),(47 10369867),(48 10452303),(49 10508188),(50 10537831),(51 10595211),(52 10649265),(53 10710812),(54 10769884),(55 10830615),(56 10879773),(57 10914849),(58 10920699),(59 10903243),(60 10879649),(61 10846384),(62 10787052),(63 10701402),(64 10585391),(65 10454519),(66 10301388),(67 10168030),(68 10035454),(69 9905830),(70 9799402),(71 9704557),(72 9607013),(73 9536982),(74 9471123),(75 9421483),(76 9369978),(77 9329163),(78 9303125),(79 9305745),
(1 41160.38),(2 149640),(3 308416.56),(4 507966.4),(5 740819.3),(6 1001190.3),(7 1277098.3),(8 1570338.9),(9 1870968.9),(10 2174799),(11 2479330.3),(12 2777752.3),(13 3066778.3),(14 3347553.5),(15 3630568.8),(16 3907706),(17 4170796.5),(18 4430495.5),(19 4684275.5),(20 4939682.5),(21 5189698),(22 5438697.5),(23 5679269.5),(24 5909340.5),(25 6134870.5),(26 6375735),(27 6607712.5),(28 6837421.5),(29 7053355.5),(30 7270611),(31 7465119),(32 7653827.5),(33 7836875.5),(34 7999699.5),(35 8141449.5),(36 8251294.5),(37 8318767.5),(38 8350759),(39 8366351.5),(40 8376249),(41 8397813),(42 8437188),(43 8487360),(44 8536605),(45 8586223),(46 8618044),(47 8622240),(48 8607661),(49 8591043),(50 8572622),(51 8576718),(52 8615678),(53 8697955),(54 8781525),(55 8869239),(56 8944635),(57 9008599),(58 9065334),(59 9132329),(60 9193427),(61 9249730),(62 9291071),(63 9315537),(64 9314055),(65 9280260),(66 9231576),(67 9196232),(68 9149725),(69 9117255),(70 9120484),(71 9128513),(72 9134138),(73 9152747),(74 9153381),(75 9157426),(76 9143929),(77 9120193),(78 9083171),(79 9043677),
(1 36926.77),(2 135355.44),(3 282258.6),(4 468245.94),(5 694546.1),(6 960339),(7 1252160.8),(8 1576427.6),(9 1925369.4),(10 2284068.3),(11 2651085),(12 3027893.5),(13 3400852.3),(14 3755957.8),(15 4120279.3),(16 4473309),(17 4795877),(18 5096213),(19 5392566.5),(20 5674396),(21 5934914),(22 6185802),(23 6407858.5),(24 6593310),(25 6750056.5),(26 6889956),(27 7008023.5),(28 7123044),(29 7218647.5),(30 7307154.5),(31 7386927.5),(32 7468550),(33 7554415.5),(34 7634302),(35 7703090.5),(36 7761253.5),(37 7789464),(38 7798621),(39 7789913.5),(40 7762187.5),(41 7703290.5),(42 7644563.5),(43 7578756),(44 7511224),(45 7449039),(46 7408972),(47 7365341.5),(48 7335165.5),(49 7319749),(50 7294060.5),(51 7272516.5),(52 7239272),(53 7216625.5),(54 7204080.5),(55 7183099),(56 7169729),(57 7145328.5),(58 7119754.5),(59 7107871),(60 7107880.5),(61 7118099.5),(62 7142140.5),(63 7179373.5),(64 7210772.5),(65 7253275),(66 7294399),(67 7342489),(68 7395125.5),(69 7460087),(70 7520185),(71 7578951),(72 7635868),(73 7703263),(74 7750441),(75 7778821.5),(76 7780381),(77 7763398),(78 7734078),(79 7685184),
(1 36332.117),(2 132738.1),(3 275004.3),(4 456429.8),(5 675633.25),(6 927213.5),(7 1204329.8),(8 1510012),(9 1841100),(10 2198415.5),(11 2566814.3),(12 2958599.3),(13 3363305.3),(14 3776124.8),(15 4198660.5),(16 4588012.5),(17 4955108.5),(18 5291173),(19 5609683),(20 5910160),(21 6185150.5),(22 6454343),(23 6711925.5),(24 6938291.5),(25 7138368),(26 7310231),(27 7452002),(28 7594508.5),(29 7732880),(30 7864251),(31 7978180),(32 8080211),(33 8166300),(34 8244678),(35 8288999.5),(36 8316282),(37 8314213),(38 8296168),(39 8247464),(40 8183840.5),(41 8092007),(42 8012084),(43 7922326),(44 7810918),(45 7691533.5),(46 7570949.5),(47 7434949),(48 7289118),(49 7126483.5),(50 6955838),(51 6782909),(52 6601311.5),(53 6428127),(54 6262931),(55 6104778),(56 5961153),(57 5815054),(58 5679823),(59 5561680),(60 5466271.5),(61 5391918),(62 5337607),(63 5301208),(64 5280226),(65 5290122),(66 5326154.5),(67 5389548),(68 5455437),(69 5512206),(70 5577014),(71 5652371),(72 5736940.5),(73 5828994.5),(74 5893202),(75 5955197),(76 6001091),(77 6028612.5),(78 6046064.5),(79 6057585),
(1 33900.27),(2 120371.15),(3 244404.48),(4 398321.13),(5 578384.2),(6 778807.25),(7 991728.44),(8 1214398),(9 1451683.5),(10 1694605.8),(11 1943854),(12 2200832),(13 2466525.5),(14 2731604.3),(15 2993968.5),(16 3222728),(17 3433776.8),(18 3624667),(19 3800606.3),(20 3967750),(21 4133516.5),(22 4299196.5),(23 4465208),(24 4629804),(25 4792941),(26 4944846),(27 5080714.5),(28 5222625),(29 5365495),(30 5521072.5),(31 5686738.5),(32 5853195),(33 6014254.5),(34 6178387.5),(35 6329567),(36 6475456),(37 6601147),(38 6704753.5),(39 6786186.5),(40 6858696),(41 6918852.5),(42 6979460.5),(43 7020326),(44 7038359.5),(45 7036444.5),(46 7015604),(47 6968871),(48 6909366),(49 6819788.5),(50 6710849.5),(51 6579096.5),(52 6436405.5),(53 6291861.5),(54 6148761),(55 6013482),(56 5879648),(57 5735251),(58 5589634.5),(59 5456004.5),(60 5345869),(61 5250485),(62 5174983),(63 5115104),(64 5077549.5),(65 5064077.5),(66 5070881.5),(67 5092202),(68 5125055.5),(69 5166957),(70 5212258.5),(71 5279575.5),(72 5363510.5),(73 5453747.5),(74 5548687.5),(75 5639939),(76 5712211),(77 5766875.5),(78 5822886.5),(79 5884328),
(1 32805.363),(2 117340.66),(3 239120.4),(4 389261.72),(5 558791.8),(6 742678.94),(7 933058.3),(8 1126848),(9 1330787.4),(10 1536392.1),(11 1750996.6),(12 1977162),(13 2206119.3),(14 2431766.5),(15 2649284),(16 2844934.3),(17 3023824.5),(18 3189852.8),(19 3348556.5),(20 3483141.3),(21 3605732.8),(22 3716319.3),(23 3807723.8),(24 3891599.5),(25 3967073.8),(26 4025553),(27 4062221.8),(28 4089620.5),(29 4115008),(30 4139428.5),(31 4161608.8),(32 4180431),(33 4185726.3),(34 4173221),(35 4139117.8),(36 4097718),(37 4049036),(38 3998289.8),(39 3947990),(40 3895345.3),(41 3842151.3),(42 3803354.8),(43 3774354.5),(44 3738865.8),(45 3705755),(46 3674148),(47 3638746.5),(48 3616298.8),(49 3608121.3),(50 3610392.8),(51 3620089),(52 3638643.3),(53 3665981.3),(54 3701463.3),(55 3753187.3),(56 3818737.3),(57 3904156.8),(58 3999343.5),(59 4083931.5),(60 4167039),(61 4248877),(62 4334611),(63 4413096),(64 4488662),(65 4577804),(66 4661673),(67 4751054.5),(68 4839125.5),(69 4924077.5),(70 4999470.5),(71 5078522),(72 5160002.5),(73 5237442),(74 5319405.5),(75 5391845),(76 5445463.5),(77 5486653.5),(78 5523042),(79 5557179.5),
(1 28234.773),(2 101237.75),(3 207432.64),(4 339541.88),(5 491607.63),(6 661375.3),(7 841159.75),(8 1022193.3),(9 1207458.6),(10 1387186.1),(11 1563947.6),(12 1739726.9),(13 1911199.8),(14 2077087.4),(15 2238602.3),(16 2383179.3),(17 2516224.5),(18 2651587),(19 2785242),(20 2910291.5),(21 3027176.3),(22 3140121),(23 3231192.8),(24 3308881),(25 3368887),(26 3419545),(27 3463500.8),(28 3505855),(29 3537617.3),(30 3563073.5),(31 3576990.3),(32 3586938.3),(33 3593397),(34 3597804.8),(35 3596024),(36 3589725.3),(37 3582597),(38 3582897),(39 3581416.8),(40 3583395),(41 3570653.5),(42 3553758.5),(43 3525140),(44 3494797),(45 3467661),(46 3436247.5),(47 3415833.8),(48 3405409.5),(49 3402199.3),(50 3413839),(51 3431992.3),(52 3464135),(53 3506141.8),(54 3560472.5),(55 3632523.8),(56 3723848.5),(57 3834602.3),(58 3953478.3),(59 4057892),(60 4163697.8),(61 4267987),(62 4367475),(63 4468381),(64 4560343),(65 4655737),(66 4739713),(67 4818421),(68 4893503.5),(69 4961209),(70 4997618),(71 5011721),(72 5016824),(73 5010879),(74 4997498.5),(75 4991167),(76 4968553.5),(77 4954494),(78 4931526),(79 4903906),
(1 30805.469),(2 109098.92),(3 221525.75),(4 360351.22),(5 523462.38),(6 702011.4),(7 888463.4),(8 1075732.9),(9 1266828.3),(10 1458996.5),(11 1654428.1),(12 1844271.6),(13 2036870.1),(14 2225544.8),(15 2410732),(16 2594844.5),(17 2779500.8),(18 2957322),(19 3116443.3),(20 3250468.5),(21 3365123.3),(22 3458762.5),(23 3532575.3),(24 3596127),(25 3642389.5),(26 3683902.3),(27 3721989.5),(28 3765883.3),(29 3803652.5),(30 3837777.5),(31 3867677.5),(32 3892325.3),(33 3916460),(34 3930367.8),(35 3934411.5),(36 3925938.3),(37 3897732.5),(38 3862952.5),(39 3819567),(40 3787978.5),(41 3767935.8),(42 3760291),(43 3770198.3),(44 3790484),(45 3813563.3),(46 3851229),(47 3893348.8),(48 3952272.8),(49 4009878.3),(50 4056609),(51 4092893.8),(52 4113185),(53 4124200.3),(54 4129256.3),(55 4134168.3),(56 4153960.5),(57 4187337.3),(58 4233157),(59 4278818),(60 4336658.5),(61 4396017.5),(62 4456212),(63 4514063.5),(64 4565435),(65 4611029),(66 4650125),(67 4696959.5),(68 4729290.5),(69 4747570.5),(70 4754694.5),(71 4751822),(72 4742406.5),(73 4737374),(74 4730367.5),(75 4729678),(76 4735968),(77 4748589.5),(78 4765702),(79 4785072.5),
(1 34660.535),(2 124429.664),(3 254073.63),(4 412947.78),(5 594213.1),(6 791653.3),(7 997960.4),(8 1215063),(9 1439342.8),(10 1663746),(11 1893306.3),(12 2107799),(13 2318258.3),(14 2509282.3),(15 2687004.8),(16 2851248),(17 2997593.5),(18 3137625.3),(19 3268320),(20 3383731.5),(21 3484143),(22 3577378.3),(23 3653962.8),(24 3717115.8),(25 3758626.8),(26 3784439),(27 3792614.8),(28 3800377.5),(29 3803583),(30 3797693.3),(31 3784532),(32 3770933.3),(33 3755755.5),(34 3745572.5),(35 3746050.8),(36 3755686.8),(37 3760919.8),(38 3771888.8),(39 3773392.3),(40 3776890.3),(41 3785463.5),(42 3794885.8),(43 3796230.5),(44 3807199.8),(45 3821100),(46 3841232.8),(47 3856583.8),(48 3877837.5),(49 3896649),(50 3902815.3),(51 3905184),(52 3905668.3),(53 3910804.5),(54 3918401),(55 3925809.8),(56 3945873.8),(57 3973871.3),(58 4000607.8),(59 4032967),(60 4075892.5),(61 4123903.8),(62 4168980.5),(63 4208563.5),(64 4252782),(65 4297048),(66 4345348.5),(67 4398628.5),(68 4444055),(69 4480582.5),(70 4509282),(71 4531075),(72 4531491),(73 4513892.5),(74 4476109.5),(75 4426722.5),(76 4373445.5),(77 4309681),(78 4248715.5),(79 4198880.5),
(1 33632.406),(2 119074.74),(3 241424.6),(4 389711.44),(5 560551.1),(6 744051),(7 933760.4),(8 1123879.9),(9 1315268.8),(10 1504420.6),(11 1698776.8),(12 1884821.8),(13 2056812.5),(14 2213598.3),(15 2356537.5),(16 2485502),(17 2590541),(18 2678537.3),(19 2755733.3),(20 2820376.3),(21 2873802.8),(22 2926258.5),(23 2972293),(24 3009450),(25 3025861.8),(26 3021991.5),(27 3001531),(28 2969407.3),(29 2921369),(30 2867833),(31 2818662),(32 2777607),(33 2741515),(34 2721880),(35 2719166.5),(36 2722250),(37 2730990.3),(38 2753579.8),(39 2785841),(40 2826197.8),(41 2869580.5),(42 2899485.5),(43 2922966.5),(44 2947170.3),(45 2968096.3),(46 2990333.8),(47 3010983),(48 3037157.3),(49 3072145),(50 3101715.3),(51 3123501.8),(52 3139122.8),(53 3151412),(54 3168042.8),(55 3176129),(56 3171499.5),(57 3166190.3),(58 3166824.3),(59 3170246),(60 3177277.8),(61 3180726.5),(62 3185717.3),(63 3210220.8),(64 3246598.5),(65 3295619.3),(66 3353410.8),(67 3418277.8),(68 3478230),(69 3546552.3),(70 3610087),(71 3666652.8),(72 3715675.8),(73 3750400),(74 3769486.3),(75 3780134.5),(76 3786608.8),(77 3790349.3),(78 3787457.5),(79 3774372.5),
(1 32226.914),(2 113924.54),(3 232209.23),(4 375021.94),(5 536368.5),(6 705879.2),(7 881237.7),(8 1052956.4),(9 1217782.1),(10 1372862.6),(11 1522650.1),(12 1667637.4),(13 1809730.3),(14 1949400),(15 2085332),(16 2212058.5),(17 2324377.3),(18 2425718),(19 2522456),(20 2617252),(21 2710705.3),(22 2806776.5),(23 2893405.3),(24 2960504.5),(25 3011159.5),(26 3038229.8),(27 3048784.5),(28 3045475.5),(29 3031857.5),(30 3013480),(31 2999750),(32 2988923),(33 2979978),(34 2969838.5),(35 2966879.5),(36 2962154),(37 2960160.3),(38 2960586.5),(39 2967470),(40 2989400.5),(41 3018208),(42 3037128.5),(43 3061471.5),(44 3085464.5),(45 3116709.5),(46 3144923.3),(47 3161793),(48 3168855.8),(49 3167084),(50 3164490.3),(51 3165110),(52 3167276.3),(53 3173802.8),(54 3178298),(55 3184049),(56 3189277.3),(57 3187460),(58 3184408.8),(59 3178522),(60 3173838.8),(61 3156975),(62 3129939.3),(63 3108774.5),(64 3091557),(65 3082924.5),(66 3082882.5),(67 3102053),(68 3131756.5),(69 3166286.8),(70 3195869.8),(71 3223317.8),(72 3253213.8),(73 3287682.3),(74 3318739),(75 3353677),(76 3394303.3),(77 3433765.3),(78 3471294.8),(79 3494586),
(1 29598.762),(2 104710.14),(3 212070.1),(4 342387.2),(5 490022.22),(6 646473.5),(7 808958.25),(8 973257.1),(9 1138263.3),(10 1288895.3),(11 1428467.1),(12 1554677.8),(13 1676210.1),(14 1790175.1),(15 1905942),(16 2009530.5),(17 2105223),(18 2177579),(19 2241340),(20 2292945.8),(21 2332495.8),(22 2369557.3),(23 2396059.3),(24 2422806.8),(25 2440280.5),(26 2444508.5),(27 2431849),(28 2399285),(29 2346243.5),(30 2284128),(31 2221725.5),(32 2164052),(33 2116441.3),(34 2076344.8),(35 2041276.1),(36 2017893.1),(37 2004968.9),(38 2009357.1),(39 2035834.1),(40 2075590.3),(41 2127716.8),(42 2184082.3),(43 2265434),(44 2351980.5),(45 2452833.5),(46 2553653),(47 2640101.3),(48 2705847.5),(49 2762495),(50 2811327),(51 2846832.3),(52 2870807),(53 2883147.8),(54 2892711.8),(55 2900507.8),(56 2904561.5),(57 2906598.5),(58 2907050),(59 2894232.3),(60 2875509.3),(61 2848835.5),(62 2821604.5),(63 2789814.5),(64 2763460.3),(65 2742830.5),(66 2726503),(67 2724939.5),(68 2739643.3),(69 2757328.8),(70 2769651.3),(71 2774897.8),(72 2767470.3),(73 2763897.5),(74 2765337.5),(75 2778703.8),(76 2800606.8),(77 2832408.3),(78 2873220),(79 2911979),
(1 30792.766),(2 107615.05),(3 216373.56),(4 348195.5),(5 499376.4),(6 666058.8),(7 839659.06),(8 1019577.94),(9 1201873.3),(10 1376394.9),(11 1542521.1),(12 1695969.3),(13 1833064.5),(14 1945718.3),(15 2044029.5),(16 2123306.3),(17 2191983.8),(18 2253260.8),(19 2312712.5),(20 2362485.8),(21 2406892.8),(22 2456407.8),(23 2493184.5),(24 2523720),(25 2553248),(26 2578469.3),(27 2591394),(28 2591010),(29 2563615.3),(30 2528553.8),(31 2485207.8),(32 2441560.5),(33 2404009.5),(34 2375934.5),(35 2350079.5),(36 2335244.5),(37 2333972),(38 2362185.5),(39 2414482.8),(40 2481523.3),(41 2555293.3),(42 2646167.3),(43 2751260.3),(44 2855214.5),(45 2958189.3),(46 3048485),(47 3119423.8),(48 3181859.3),(49 3236965.8),(50 3291625.5),(51 3337546.8),(52 3379455.3),(53 3409116),(54 3426217.5),(55 3424375.8),(56 3412509.8),(57 3392901),(58 3371073),(59 3345234.3),(60 3314134),(61 3282240.3),(62 3245591.8),(63 3205962.8),(64 3164251.5),(65 3119873.5),(66 3068184.3),(67 3022415.8),(68 2979866.3),(69 2933735.5),(70 2897157.8),(71 2862570),(72 2832440.5),(73 2805487.3),(74 2786088.8),(75 2778427.5),(76 2784525.3),(77 2795588.5),(78 2812216.3),(79 2827432.5),
(1 31013.994),(2 109337.37),(3 219768.44),(4 353857.53),(5 506414),(6 673875.94),(7 842609.5),(8 1010809.56),(9 1182526),(10 1345364),(11 1513145),(12 1676470.5),(13 1830845.1),(14 1961994),(15 2071604.6),(16 2160183.3),(17 2234765.5),(18 2296428.8),(19 2350292.3),(20 2400668.8),(21 2447014.8),(22 2493731.5),(23 2530995.8),(24 2552882.3),(25 2567025.3),(26 2578153.8),(27 2584713.3),(28 2591535.8),(29 2593471.8),(30 2588683.3),(31 2577325.5),(32 2568104.3),(33 2562380),(34 2561511.3),(35 2565346.3),(36 2578943.8),(37 2609869.5),(38 2657717),(39 2717487.3),(40 2779359.8),(41 2847502.3),(42 2925707),(43 2998723),(44 3061234.3),(45 3116042.8),(46 3165066.8),(47 3202758.8),(48 3242887),(49 3280473.3),(50 3321302.8),(51 3355338.8),(52 3377127.3),(53 3392334),(54 3396405.8),(55 3399754),(56 3386419),(57 3359746.3),(58 3326605.3),(59 3290216.3),(60 3248236),(61 3196590),(62 3137193.3),(63 3075148.3),(64 3013350),(65 2960487.8),(66 2912608),(67 2880181.3),(68 2864546),(69 2859917.3),(70 2880676),(71 2905862.8),(72 2933554),(73 2968853),(74 3001352.8),(75 3040456.3),(76 3074122.3),(77 3109810.8),(78 3152604),(79 3194618),
